Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),COX(50),CHOX(53),CO2X(24)
2.757705769553456e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30473322508897221,0.11087708333542712,0.0082146228272980699,6.4642441585984326e-11,6.4047913232907621e-11,0.0049589500350369379,0.0022165812378283165,1.5322041376023599e-11,5.2483218787335534e-14,2.28139107724682e-07,1.0141449304147994e-22,3.323884899929754e-07,4.2977935017892063e-18,9.9998912959236531e-17,9.4913799638201377e-13,3.8036676321613008e-15,7.7710680292287226e-13,2.6145075806478659e-16,0.0052211282978857658,0.026995520802596248,1.1216201257128115e-08,0.00019280320877358687,9.4270689125334546e-10,3.5380237388076973e-05,0.00031776531926189472,2.8810998644544708e-10,1.7855033768177017e-06,6.9940590242827363e-05,1.6644127190505099e-09,4.0071646498353155e-11,6.5341315132660779e-16
2.764372153032964e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30470348678808451,0.110868279015632,0.0081956886472393346,6.5140674705199398e-11,6.4503914577002532e-11,0.0049779177686626944,0.0022253318360852081,1.5409836340355306e-11,5.2998696310282151e-14,2.2851156197356569e-07,1.0258804492537581e-22,3.3296507866429595e-07,4.3287316477086586e-18,1.0069009728102178e-16,9.5454461553807457e-13,3.8290824265391882e-15,7.78509375732069e-13,2.6402678920259456e-16,0.0052202015039592804,0.027024631835166742,1.1229512436137738e-08,0.00019311627483121303,9.4839544595317328e-10,3.5532705133131841e-05,0.00031858624782468763,2.8891716040434567e-10,1.7922237721375484e-06,7.0201443290930873e-05,1.6708204128555741e-09,4.0291714423784291e-11,6.5664386163435813e-16
2.7710385365124717e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30467384948238158,0.1108594646573999,0.0081768017857253832,6.564126053769915e-11,6.4961878626675043e-11,0.0049969027021019435,0.002234090567321417,1.549788602757602e-11,5.3517831879038581e-14,2.288834407960722e-07,1.0377195702873269e-22,3.3354108396535023e-07,4.3598067840884422e-18,1.013836865461148e-16,9.5996609122699004e-13,3.8545965898670436e-15,7.7990486660203714e-13,2.666213376090673e-16,0.0052192760564447622,0.027053640092287726,1.1242793499650199e-08,0.00019342900101675906,9.541038483969604e-10,3.5685455363553384e-05,0.00031940744815611873,2.8972379529898537e-10,1.7989495360073674e-06,7.0462510446313287e-05,1.6772334860046447e-09,4.0512351494470835e-11,6.5987975147590879e-16
2.7777049199919796e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30464431285890309,0.11085064030243814,0.0081579621039324524,6.6144201923458031e-11,6.5421807495531084e-11,0.0050159047599118442,0.0022428573930027042,1.5586190355470644e-11,5.4040640929820947e-14,2.2925474569238956e-07,1.0496629122878349e-22,3.3411650707224965e-07,4.3910191023320681e-18,1.0207967728804976e-16,9.6540240860017065e-13,3.880210206347249e-15,7.8129327989656406e-13,2.692344851405346e-16,0.0052183519516416305,0.027082545890167096,1.1256044624921687e-08,0.00019374138819989949,9.5983211580117012e-10,3.5838487947657626e-05,0.00032022892093985409,2.9052988819206825e-10,1.805680642286198e-06,7.072379076624607e-05,1.6836519125996193e-09,4.0733557081161691e-11,6.631207962047018e-16
2.7843713034714875e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30461487660584147,0.11084180599230715,0.0081391694635509215,6.6649501680602153e-11,6.5883703283861911e-11,0.0050349238669150529,0.0022516322747305447,1.5674749241629232e-11,5.4567138912647765e-14,2.2962547815923233e-07,1.061711095805559e-22,3.346913491568334e-07,4.4223687932685514e-18,1.0277806601060044e-16,9.7085355275720147e-13,3.9059233597138592e-15,7.8267462012265864e-13,2.7186631376733062e-16,0.0052174291858622665,0.027111349543848712,1.1269265986862289e-08,0.00019405343724663502,9.6558026477821399e-10,3.5991802754450886e-05,0.00032105066685696426,2.913354361658804e-10,1.8124170649345087e-06,7.0985283311812269e-05,1.6900756668453027e-09,4.0955330558015736e-11,6.6636697124748518e-16
2.7910376869509954e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3045855404125366,0.11083296176842113,0.0081204237267828699,6.7157162605446946e-11,6.6347568078676509e-11,0.0050539599481986075,0.0022604151742415517,1.5763562603454669e-11,5.5097341291230797e-14,2.299956396898595e-07,1.0738647431669402e-22,3.3526561138669365e-07,4.4538560471558167e-18,1.0347884918803363e-16,9.7631950874631087e-13,3.9317361332342526e-15,7.840488919290426e-13,2.7451690557345241e-16,0.0052165077554319674,0.027140051367217744,1.1282457759513314e-08,0.00019436514901919019,9.7134831213654164e-10,3.6145399653760092e-05,0.00032187268658581415,2.9214043632056511e-10,1.8191587780072212e-06,7.1246987147886615e-05,1.6965047230504938e-09,4.117767128687465e-11,6.6961825193086569e-16
2.7977040704305033e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30455630396947075,0.1108241076720486,0.0081017247563396639,6.7667187472534727e-11,6.6813403953735724e-11,0.0050730129291128136,0.0022692060534069175,1.5852630358173301e-11,5.5631263542851557e-14,2.3036523177410325e-07,1.0861244784728016e-22,3.3583929492520123e-07,4.4854810536841414e-18,1.0418202326537049e-16,9.818002615648534e-13,3.957648609710844e-15,7.8541610010464993e-13,2.7718634275621812e-16,0.0052155876566888802,0.027168651673006132,1.1295620120709341e-08,0.00019467652437615799,9.7713627564959719e-10,3.6299278516103795e-05,0.00032269498080215948,2.9294488579097644e-10,1.8259057556811117e-06,7.1508901343116362e-05,1.7029390556308294e-09,4.1400578627514843e-11,6.7287461363607447e-16
2.804370453910011e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30452716696826265,0.11081524374431309,0.0080830724154395475,6.8179579034673421e-11,6.728121296958459e-11,0.0050920827352701793,0.0022780048742318654,1.5941952422842093e-11,5.6168921158259458e-14,2.3073425589838573e-07,1.0984909275965705e-22,3.364124009315319e-07,4.5172440019796366e-18,1.0488758465863703e-16,9.8729579615985989e-13,3.9836608714827275e-15,7.8677624957714588e-13,2.7987470762592931e-16,0.0052146688859839516,0.027197150772797895,1.1308753242039261e-08,0.00019498756417259466,9.8294417129057162e-10,3.6453439212619296e-05,0.00032351755017926272,2.9374878172418632e-10,1.8326579722253153e-06,7.1771024969901649e-05,1.7093786390999523e-09,4.1624051953958572e-11,6.7613603191642634e-16
2.8103701990415684e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30450102843599836,0.11080725783740797,0.0080663250642452507,6.8642757222578616e-11,6.7703929811639526e-11,0.0051092598851238697,0.0022859305717981416,1.6022559647367594e-11,5.665601956204602e-14,2.3106589323026257e-07,1.1097124908336916e-22,3.3692770350191596e-07,4.5459487515173558e-18,1.0552462808237347e-16,9.9225440323280061e-13,4.0071572911860854e-15,7.8799435309458399e-13,2.8231048730125336e-16,0.0052138431248164715,0.027222713688086785,1.1320548193452196e-08,0.00019526721378883399,9.8818833302969053e-10,3.6592424701841767e-05,0.00032425809843539315,2.9447181244898625e-10,1.8387394251618318e-06,7.2007114534336242e-05,1.7151787327512244e-09,4.1825661336878871e-11,6.7907561144750324e-16
2.8163699441731256e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30447496997954726,0.11079926403006786,0.0080496152735915465,6.9107856621934172e-11,6.8128248039683096e-11,0.0051264505495207729,0.0022938626439304977,1.6103372734948164e-11,5.7146167480351343e-14,2.3139707279465178e-07,1.1210214594103636e-22,3.3744254004596995e-07,4.5747655237094506e-18,1.0616359965266192e-16,9.9722496026787321e-13,4.0307346626752094e-15,7.892067469497857e-13,2.8476172532827633e-16,0.0052130184337722454,0.027248195103514599,1.1332319729679319e-08,0.00019554659290876768,9.934486664959072e-10,3.6731638280165576e-05,0.00032499887060195501,2.9519439047523605e-10,1.844825082216209e-06,7.2243372319026554e-05,1.7209830406313703e-09,4.2027728174555223e-11,6.8201924897584548e-16
2.8223696893046828e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30444899137644044,0.11079126235197284,0.008032942944808193,6.9574879194535229e-11,6.8554169128524953e-11,0.0051436546747728228,0.0023018010632070173,1.618439162479652e-11,5.7639376233514534e-14,2.3172779566813614e-07,1.1324182932641049e-22,3.3795691140011233e-07,4.6036944552698726e-18,1.0680449669754397e-16,1.0022074561888345e-12,4.054393045019239e-15,7.9041343501742209e-13,2.8722848194461388e-16,0.0052121948102174798,0.027273595243862327,1.1344067973900851e-08,0.00019582570214835522,9.9872518265625992e-10,3.6871079855014968e-05,0.00032573986716446195,2.9591651377160855e-10,1.8509149248504008e-06,7.2479797655473623e-05,1.7267915443714268e-09,4.2230252020918903e-11,6.8496692689127018e-16
2.82836943443624e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30442309240494153,0.11078325283270941,0.0080163079795515912,7.0043826888014211e-11,6.8981694544386392e-11,0.0051608722073612787,0.0023097458022923495,1.6265616256034228e-11,5.8135657150453696e-14,2.3205806292510682e-07,1.1439034534910237e-22,3.3847081839806995e-07,4.6327356825509457e-18,1.0744731652666554e-16,1.0072018798876455e-12,4.0781324969874445e-15,7.9161442125955261e-13,2.8971081746117801e-16,0.0052113722515266412,0.027298914333171005,1.1355793050385493e-08,0.0001961045421209867,1.004017893717491e-09,3.7010749334491639e-05,0.00032648108860653161,2.9663818031609661e-10,1.8570089345781171e-06,7.27163898775931e-05,1.7326042256711424e-09,4.2433232399991509e-11,6.8791862727843953e-16
2.8337692050546415e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30439985123294028,0.11077603758555137,0.0080013683756171797,7.0467527388818655e-11,6.9367840323189413e-11,0.0051763794058662244,0.0023169014483825122,1.6338894282650846e-11,5.8584946045925823e-14,2.3235491479049114e-07,1.1543159987730651e-22,3.3893293835861146e-07,4.658968912350272e-18,1.0802749611511563e-16,1.0117070502603996e-12,4.0995673666194156e-15,7.9269043716106323e-13,2.9195828929166013e-16,0.0052106328570001702,0.027321632399486498,1.1366325918029474e-08,0.00019635526837822337,1.0087951914844026e-09,3.7136646648869872e-05,0.00032714838057477843,2.9728728803403238e-10,1.8624970909866964e-06,7.2929465016168956e-05,1.7378391955855747e-09,4.2616304678215294e-11,6.905785820312715e-16
2.839168975673043e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30437667422290648,0.11076881603237364,0.0079864588855094558,7.0892790203581771e-11,6.9755287844392031e-11,0.0051918973823221861,0.0023240621716398473,1.6412338865913397e-11,5.9036740848077917e-14,2.3265139925516426e-07,1.1648008006119049e-22,3.3939468346781806e-07,4.6852933107325205e-18,1.0860922897795416e-16,1.0162218649681191e-12,4.1210679924303015e-15,7.9376184087301362e-13,2.9421847301188948e-16,0.0052098943209910164,0.027344285157626599,1.1376840212897558e-08,0.00019660577746826807,1.0135856258252229e-09,3.7262728425412684e-05,0.00032781585543616843,2.9793602271434599e-10,1.8679885944587559e-06,7.3142674312361603e-05,1.7430775213061071e-09,4.2799746029964752e-11,6.9324176766865903e-16
2.8445687462914447e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30435356121470453,0.11076158819455162,0.0079715794382091369,7.131961672279399e-11,7.0144038159102343e-11,0.0052074260980633095,0.0023312279523154699,1.6485949961270978e-11,5.9491049833248342e-14,2.3294751709784996e-07,1.1753581975496124e-22,3.3985605432794131e-07,4.7117089763549078e-18,1.091925131162795e-16,1.0207463158480894e-12,4.1426344166437022e-15,7.9482863546197185e-13,2.964914127400349e-16,0.0052091566416021893,0.027366872769392099,1.1387336026568132e-08,0.000196856069833516,1.0183892058590646e-09,3.7388994598021877e-05,0.00032848351353979919,2.985843829176804e-10,1.8734834316630357e-06,7.3356017285568722e-05,1.7483191896292148e-09,4.298355610871503e-11,6.9590817121163714e-16
2.8494285398480063e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30433281409691898,0.11075507778475879,0.0079582135637117028,7.170509869918804e-11,7.0495028195029596e-11,0.0052214110924500619,0.0023376814627388462,1.6552342278073832e-11,5.9902084391189578e-14,2.3321371033694568e-07,1.1849222040185842e-22,3.4027096861545105e-07,4.73556119025833e-18,1.0971879351978897e-16,1.0248265538045989e-12,4.162100490811092e-15,7.9578481237092895e-13,2.9854800138416823e-16,0.0052084934609990721,0.027387146053174022,1.1396766532421545e-08,0.00019708114802699262,1.0227236747384357e-09,3.750279175759143e-05,0.00032908456279284748,2.9916758574025862e-10,1.8784316245045204e-06,7.3548139859339396e-05,1.7530395381663668e-09,4.3149300157813037e-11,6.9831067503008033e-16
2.8542883334045678e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30431211857521751,0.11074856231716643,0.007944871915057005,7.2091849395671979e-11,7.0847075098965987e-11,0.0052354047263938131,0.0023441390394016385,1.6618869401004675e-11,6.0315168186783003e-14,2.3347960780756084e-07,1.1945455352143144e-22,3.4068558068423096e-07,4.7594874819449683e-18,1.1024632735422271e-16,1.028914584453561e-12,4.1816199262357975e-15,7.9673726073199417e-13,3.0061499039813579e-16,0.0052078309713507933,0.027407366816344876,1.1406182207563265e-08,0.00019730605135096451,1.0270688050636371e-09,3.7616738176852726e-05,0.00032968576100698456,2.9975048304076586e-10,1.8833824972479985e-06,7.3740369975294903e-05,1.7577625739847164e-09,4.3315342349255227e-11,7.0071576549162329e-16
2.8591481269611293e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30429147453384153,0.11074204180723168,0.0079315544409086433,7.2479869806754783e-11,7.1200179625584371e-11,0.0052494069719340158,0.0023506006680229122,1.6685531297491082e-11,6.0730307264779016e-14,2.3374521007446598e-07,1.2042284395067624e-22,3.4109989096974052e-07,4.7834879228553944e-18,1.1077511313823051e-16,1.0330104018027544e-12,4.2011927532961001e-15,7.9768598289457673e-13,3.02692412042785e-16,0.0052071691712855051,0.027427535175868038,1.1415583118282734e-08,0.00019753078012484245,1.0314246034352854e-09,3.7730833808222296e-05,0.00033028710843443219,3.0033307378925877e-10,1.8883360402642936e-06,7.3932707286298536e-05,1.7624882875472689e-09,4.3481682429632301e-11,7.0312343316801801e-16
2.864007920517691e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30427088185733947,0.11073551627037233,0.007918261090067125,7.286916092091258e-11,7.1554342525913472e-11,0.0052634178011813229,0.0023570663343581342,1.675232793493398e-11,6.1147507673450565e-14,2.3401051770151754e-07,1.213971165761808e-22,3.4151389990631843e-07,4.8075625842799104e-18,1.1130514938294167e-16,1.0371139998470371e-12,4.2208190022438099e-15,7.986309812434538e-13,3.0478029860999468e-16,0.0052065080594348246,0.027447651248396623,1.1424969330009406e-08,0.00019775533466709022,1.0357910761312354e-09,3.7845078604278903e-05,0.00033088860532672396,3.0091535696109476e-10,1.8932922439522121e-06,7.4125151446223359e-05,1.7672166693440105e-09,4.364832014953382e-11,7.0553366868539276e-16
2.8688677140742523e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30425034043056565,0.11072898572196688,0.0079049918114694074,7.3259723720597127e-11,7.1909564547344436e-11,0.005277437186317375,0.0023635360241990749,1.6819259280709087e-11,6.1566775464575059e-14,2.3427553125166026e-07,1.2237739633408893e-22,3.4192760792718672e-07,4.8317115373592484e-18,1.1183643459201488e-16,1.0412253725684377e-12,4.2404987032045806e-15,7.9957225819849056e-13,3.0687868242260955e-16,0.0052058476344338305,0.02746771515027454,1.143434090762503e-08,0.00019797971529520811,1.0401682293157679e-09,3.7959472517785167e-05,0.00033149025193468404,3.0149733153733305e-10,1.8982510987383003e-06,7.431770210994855e-05,1.7719477098922707e-09,4.3815255260535886e-11,7.0794646269284232e-16
2.873727507630814e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30422985013868015,0.11072245017735469,0.0078917465541884224,7.3651559182244033e-11,7.2265846433637913e-11,0.0052914650995945665,0.0023700097233736866,1.6886325302168652e-11,6.198811669341027e-14,2.3454025128693153e-07,1.2336370821006505e-22,3.4234101546445591e-07,4.8559348530852478e-18,1.1236896726168936e-16,1.0453445139362402e-12,4.2602318861782441e-15,8.0050981621435971e-13,3.0898759583437493e-16,0.0052051878949210453,0.027487726997537522,1.144369791720907e-08,0.00019820392232569568,1.0445560696449288e-09,3.8074015501725935e-05,0.00033209204850838712,3.0207899650626108e-10,1.9032125950768804e-06,7.4510358933355467e-05,1.7766813997380571e-09,4.3982487507022244e-11,7.1036180577875347e-16
2.8785873011873754e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30420941086714681,0.11071590965183617,0.0078785252674326151,7.4044668276281171e-11,7.2623188924930648e-11,0.005305501513335858,0.0023764874177460036,1.6953525966643189e-11,6.2411537418672e-14,2.348046783684658e-07,1.2435607723925818e-22,3.4275412294912926e-07,4.8802326023015552e-18,1.1290274588083506e-16,1.0494714179070773e-12,4.2800185810391491e-15,8.014436577802649e-13,3.1110707122987209e-16,0.0052045288395384257,0.027507686905914163,1.1453040423964679e-08,0.00019842795607412613,1.0489546034193299e-09,3.8188707509242904e-05,0.00033269399529722952,3.0266035086133999e-10,1.9081767234499966e-06,7.4703121573324032e-05,1.7814177294539868e-09,4.4150016637878837e-11,7.127796885912504e-16
2.883447094743937e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30418902250173258,0.11070936416067277,0.0078653279005454959,7.443905196713716e-11,7.2981592757742423e-11,0.005319546399934553,0.0023829690932160356,1.7020861241442633e-11,6.2837043702517248e-14,2.3506881305649621e-07,1.253545285062664e-22,3.4316693081110774e-07,4.9046048557043149e-18,1.1343776893100219e-16,1.053606078425038e-12,4.2998588175364709e-15,8.023737854196646e-13,3.1323714102445427e-16,0.0052038704669313532,0.027527594990826944,1.1462368492030893e-08,0.00019865181685512981,1.0533638366547715e-09,3.8303548493649272e-05,0.00033329609254991322,3.0324139360122118e-10,1.913143474367126e-06,7.4895989687729115e-05,1.7861566896393227e-09,4.4317842405315531e-11,7.1520010182540308e-16
2.8883068883004984e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30416868492850674,0.11070281371908716,0.0078521544030051658,7.4834711213249592e-11,7.3341058664982727e-11,0.0053335997318540856,0.0023894547357196519,1.7088331093858186e-11,6.3264641610519338e-14,2.353326559103589e-07,1.2635908714510154e-22,3.4357943947919495e-07,4.9290516838428715e-18,1.1397403488647135e-16,1.0577484894217544e-12,4.3197526252945484e-15,8.0330020168999717e-13,3.1537783766418158e-16,0.0052032127757486221,0.027547451367393241,1.1471682187223988e-08,0.00019887550498233269,1.0577837760462941e-09,3.8418538408488912e-05,0.0003338983405143846,3.038221237321402e-10,1.9181128383651823e-06,7.5088962935436788e-05,1.7908982709221195e-09,4.4485964551763412e-11,7.1762303608902175e-16
2.89316668185706e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30414839803383964,0.11069625834226336,0.0078390047244238752,7.5231646967073542e-11,7.3701587375957614e-11,0.0053476614816278202,0.0023959443312284896,1.7155935491164026e-11,6.3694337211644577e-14,2.3559620748849772e-07,1.2736977833915345e-22,3.439916493811004e-07,4.9535731571204784e-18,1.1451154221430449e-16,1.0618986448164898e-12,4.3397000338132139e-15,8.0422290918240843e-13,3.1752919362575791e-16,0.0052025557646424294,0.027567256150426385,1.1480981574594937e-08,0.00019909902076844987,1.0622144279336208e-09,3.8533677207457421e-05,0.00033450073943791725,3.0440254026545771e-10,1.9230848060085423e-06,7.5282040976300696e-05,1.795642463956754e-09,4.4654382824215033e-11,7.2004848205048932e-16
2.8980264754136215e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3041281617044016,0.11068969804534687,0.0078258788145475558,7.5629860175090262e-11,7.4063179616376393e-11,0.0053617316218588333,0.0024024378657498328,1.7223674400618315e-11,6.4126136578239665e-14,2.3585946834846483e-07,1.2838662732115476e-22,3.4440356094344561e-07,4.9781693457949837e-18,1.1505028937439266e-16,1.0660565385162423e-12,4.3597010724681107e-15,8.0514191052148155e-13,3.1969124141646705e-16,0.0052018994322683663,0.027587009454436637,1.1490266717393692e-08,0.0001993223645252795,1.0666557981320043e-09,3.8648964844408375e-05,0.00033510328956710647,3.04982642217056e-10,1.9280593678887098e-06,7.5475223471158426e-05,1.8003892594234144e-09,4.4823096976264354e-11,7.2247643045872864e-16
2.902886268970183e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30410797582716226,0.11068313284344466,0.0078127766232553748,7.6029351777815457e-11,7.4425836108358536e-11,0.005375810125219707,0.0024089353253265167,1.7291547789464925e-11,6.4560045786005408e-14,2.3612243904692492e-07,1.2940965937314571e-22,3.4481517459176708e-07,5.0028403199795151e-18,1.1559027481950633e-16,1.070222164415829e-12,4.379755770511017e-15,8.0605720836496573e-13,3.2186401357410949e-16,0.0052012437772853987,0.027606711393632202,1.149953768115003e-08,0.00019954553656361101,1.0711078933768941e-09,3.8764401273437089e-05,0.00033570599114778244,3.0556242861087801e-10,1.933036514624268e-06,7.5668510081827845e-05,1.8051386480313079e-09,4.4992106748387335e-11,7.2490687194106488e-16
2.9077460625267445e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3040878402893894,0.11067656275162548,0.0077996981005592891,7.6430122709807749e-11,7.4789557570440466e-11,0.0053898969644523261,0.0024154366960368184,1.7359555624935645e-11,6.499607091396945e-14,2.3638512013966157e-07,1.3043889982643868e-22,3.4522649075052223e-07,5.0275861496431898e-18,1.1613149699534677e-16,1.0743955163979691e-12,4.3998641570701814e-15,8.0696880540350975e-13,3.2404754266693954e-16,0.0052005887983558683,0.027626362081920288,1.1508794530990182e-08,0.00019976853719333543,1.0755707201138533e-09,3.8879986448787372e-05,0.00033630884442510797,3.0614189847611021e-10,1.9380162368610182e-06,7.5861900471103577e-05,1.8098906205158208e-09,4.5161411884801571e-11,7.2733979717729538e-16
2.912605856083306e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30406775497864763,0.11066998778491985,0.0077866431966035817,7.6832173899677463e-11,7.51543447175822e-11,0.0054039921123676705,0.0024219419639943522,1.7427697874250614e-11,6.5434218044479376e-14,2.3664751218157588e-07,1.3147437406158339e-22,3.4563750984309279e-07,5.0524069046118035e-18,1.1667395434059219e-16,1.0785765883333999e-12,4.420026261150627e-15,8.0787670436039495e-13,3.2624186129360243e-16,0.0051999344941454778,0.027645961632908014,1.1518037329120709e-08,0.00019999136672345437,1.0800442839022059e-09,3.8995720324843713e-05,0.00033691184964358857,3.0672105084550548e-10,1.942998525271629e-06,7.6055394302753361e-05,1.8146451676370698e-09,4.533101214128978e-11,7.2977519697863174e-16
2.9174656496398676e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30404771978279804,0.11066340795832015,0.007773611861664427,7.7235506270095292e-11,7.55201982611742e-11,0.0054180955418456035,0.0024284511153479659,1.7495974504620046e-11,6.5874493263176222e-14,2.369096157266904e-07,1.3251610750833156e-22,3.4604823229178924e-07,5.0773026545685162e-18,1.172176452869476e-16,1.0827653740809537e-12,4.4402421116344837e-15,8.0878090799127126e-13,3.2844700208307226e-16,0.0051992808633232745,0.027665510159903511,1.1527266140674236e-08,0.00020021402546195578,1.084528591496526e-09,3.9111602856244457e-05,0.00033751500704695279,3.072998847604178e-10,1.9479833705554485e-06,7.6248991241514386e-05,1.8194022801844811e-09,4.5500907256678071e-11,7.3221306199515068e-16
2.922325443196429e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30402773458999671,0.11065682328678084,0.0077606040461494453,7.764012073780011e-11,7.5887118909044325e-11,0.0054322072258346701,0.0024349641362816331,1.7564385483247018e-11,6.6316902658960143e-14,2.3717143132815801e-07,1.3356412564560223e-22,3.4645865851785598e-07,5.1022734690545637e-18,1.1776256825919741e-16,1.0869618674876262e-12,4.4605117372813195e-15,8.0968141908389365e-13,3.3066299769458978e-16,0.0051986279045616495,0.027685007775916839,1.1536481031176149e-08,0.00020043651371593919,1.089023649540115e-09,3.9227633997775661e-05,0.00033811831687826434,3.0787839926784572e-10,1.9529707634387962e-06,7.6442690953089934e-05,1.8241619489737543e-09,4.5671096971177695e-11,7.3465338290562873e-16
2.9271852367529906e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30400779928869381,0.11065023378521853,0.0077476197005972493,7.8046018213608711e-11,7.6255107365464372e-11,0.0054463271373518972,0.0024414810130143571,1.7632930777327332e-11,6.6761452323991839e-14,2.3743295953825793e-07,1.3461845400144662e-22,3.4686878894147488e-07,5.1273194174699524e-18,1.1830872167524992e-16,1.0911660623887065e-12,4.4808351667284437e-15,8.1057824045786e-13,3.3288988081760093e-16,0.0051979756165363138,0.027704454593661016,1.1545682061618849e-08,0.00020065883179164692,1.0935294632718775e-09,3.9343813704343623e-05,0.00033872177937995353,3.0845659341704128e-10,1.9579606946746546e-06,7.6636493104145694e-05,1.8289241648439352e-09,4.5841581043697504e-11,7.370961505933712e-16
2.932045030309552e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30398791376763301,0.11064363946851202,0.0077346587756770141,7.8453199602423998e-11,7.6624164331156746e-11,0.005460455249482586,0.0024480017318000589,1.7701610354050854e-11,6.7208148353667691e-14,2.3769420090839873e-07,1.356791181530135e-22,3.472786239817699e-07,5.1524405690741237e-18,1.1885610394618557e-16,1.0953779526078565e-12,4.5012124284912207e-15,8.1147137496435213e-13,3.3512768417169463e-16,0.0051973239979263086,0.027723850725553018,1.1554869296497065e-08,0.00020088097999430051,1.0980460394142582e-09,3.9460141931121192e-05,0.00033932539479366263,3.0903446626640313e-10,1.9629531550422505e-06,7.6830397362306316e-05,1.8336889186636945e-09,4.6012359212126393e-11,7.3954135573857766e-16
2.9369048238661137e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30396807791584984,0.11063704035150253,0.0077217212221880336,7.8861665803242934e-11,7.6994290503301875e-11,0.0054745915353801005,0.0024545262789274803,1.7770424180605461e-11,6.765699684657307e-14,2.3795515598913114e-07,1.367461437265147e-22,3.4768816405681142e-07,5.1776369929866773e-18,1.1940471347631224e-16,1.0995975319571563e-12,4.52164355096342e-15,8.1236082548587658e-13,3.373764405065427e-16,0.0051966730474139727,0.027743196283714702,1.1564042802207516e-08,0.00020110295862823879,1.1025733849404462e-09,3.9576618633430753e-05,0.0003399291633603677,3.0961201688082163e-10,1.967948135347508e-06,7.7024403396151742e-05,1.8384562013284325e-09,4.6183431210876791e-11,7.4198898900081886e-16
2.941764617422675e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30394829162267117,0.11063043644899369,0.007708806991059281,7.9271417709166301e-11,7.7365486575544288e-11,0.0054887359682656853,0.0024610546407200771,1.7839372224176156e-11,6.8108003904494345e-14,2.3821582533014146e-07,1.3781955639719008e-22,3.480974095836205e-07,5.2029087581880667e-18,1.1995454866320763e-16,1.1038247942372502e-12,4.5421285624175129e-15,8.1324659493600842e-13,3.3963618260183837e-16,0.0051960227636849475,0.027762491379973855,1.1573202638383252e-08,0.00020132476799698075,1.1071115047037613e-09,3.9693243766691722e-05,0.00034053308532043904,3.1018924432568478e-10,1.9729456264229014e-06,7.721851087521391e-05,1.8432260037551396e-09,4.635479680294191e-11,7.4443904134553135e-16
