Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),CHOX(61),CO2X(24),COX(58)
8.070097528811325e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999677,0.099999999999997466,0.099999999999999645,4.8787467813181978e-101,2.2671353524168385e-57,1.1255548582186409e-40,5.6140444261323369e-66,7.1388409738039272e-50,2.6989091614247405e-43,4.1764461380656186e-26,5.972463228105636e-103,4.1764461214528781e-26,1.5091012943406051e-65,5.6979192096550946e-66,1.3257613339702593e-66,2.0323907815946145e-92,2.6989091659673776e-43,1.5626901083429142e-80,2.5389920241016368e-15,7.4058678100064872e-16,1.6783795333411533e-20,1.2272955567648924e-31,1.6783795347982737e-20,7.3467112472204457e-30,1.1333158772621749e-34,5.6023074408607941e-41,6.3744664469311084e-65,4.5762598297388576e-54,8.6457205785465346e-60,5.3722478465831842e-92,4.0659866623983558e-81
1.614720643688313e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999349,0.099999999999994926,0.09999999999999927,2.2004733192702129e-98,1.8150893119472926e-56,4.9967413688539412e-40,4.4946491462367217e-65,5.7168626292394456e-49,1.080267024282484e-42,8.3565208464428533e-26,1.9140491640252659e-101,8.3565207799486001e-26,1.2085050119233145e-64,9.102812602553912e-65,1.0614151902709349e-65,6.5018780459244841e-91,1.0802670279099527e-42,2.503020058548033e-79,5.0801899491778794e-15,1.4818169910030095e-15,3.3582172577064831e-20,4.8987734255574995e-31,3.3582172635389416e-20,2.9405537352833419e-29,9.0732838966625881e-34,7.9876712078813926e-40,3.615088321785108e-63,4.0396500731682848e-53,6.921833132313794e-59,1.2117778911505823e-89,6.510876277184007e-80
3.230142425302674e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559998694,0.099999999999989847,0.099999999999998535,1.0436049935679237e-95,1.452627085103335e-55,2.3927294100509547e-39,3.5970854959325301e-64,4.5758071697903533e-48,4.3224752395897343e-42,1.6716670363042419e-25,6.1295390671276596e-100,1.6716670096978794e-25,9.6729388916879633e-64,1.4495223560377843e-63,8.4945474347845626e-65,2.0803162786946278e-89,4.3224752684711257e-42,4.0070062403557613e-78,1.0162585799324291e-14,2.9642774110076517e-15,6.7178927020968199e-20,1.949342195081569e-30,6.7178927254356915e-20,1.1765682112728624e-28,7.2611699335220421e-33,1.1998323048008924e-38,2.1677587317639825e-61,3.8345265494825791e-52,5.5395697140407971e-58,2.8738251341892057e-87,1.0421642644538447e-78
6.460985988531395e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559997379,0.099999999999979688,0.09999999999999705,5.0511904435114317e-93,1.1623286616424477e-54,1.2719772139251119e-38,2.8782166970275691e-63,3.6615727799372704e-47,1.7292715821233142e-41,3.3436969795621924e-25,1.9621861097048391e-98,3.343696873119417e-25,7.7403119070037786e-63,2.29539819633473e-62,6.7969286548697856e-64,6.6565549484957119e-88,1.7292716049972916e-41,6.4129504362175388e-77,2.0327377499592799e-14,5.9291982510166205e-15,1.3437243573516194e-19,7.7135037778067269e-30,1.3437243666898305e-19,4.7067484964972214e-28,5.8096955518841346e-32,1.857062823912373e-37,1.3410729907333061e-59,4.0308321657470346e-51,4.4324966602799743e-57,6.9551487389712132e-85,1.6678030816914891e-77
1.292267311498884e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559994753,0.099999999999959358,0.09999999999999408,2.434597921173563e-90,9.2996097179703569e-54,7.6059299727550766e-38,2.3028139659160739e-62,2.9296290727367723e-46,6.9176494827995389e-41,6.6877570258302432e-25,6.2801709582666394e-97,6.6877566000244905e-25,6.1930352133136509e-62,3.5970381127358816e-61,5.4380593678312056e-63,2.1300238346551546e-86,6.9176496621494439e-41,1.0262115301366207e-75,4.0656960900032591e-14,1.1859039931033295e-14,2.6875945246909754e-19,3.0195831510744596e-29,2.6875945620557911e-19,1.8826202612933777e-27,4.6476479997444748e-31,2.9209046642831733e-36,8.4347445606664231e-58,4.7650659374701584e-50,3.5463328013063947e-56,1.6761240045780129e-82,2.6687803424503044e-76
2.5846047367903723e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559989502,0.099999999999918696,0.099999999999988154,1.1395235467123777e-87,7.4401876525689238e-53,5.0559675141008395e-37,1.8426168994621462e-61,2.3438515841491483e-45,2.7671725413030019e-40,1.3375877757374934e-24,2.0098436772010897e-95,1.3375876054082624e-24,4.9547445041382805e-61,5.5259021419375302e-60,4.3506542524142861e-62,6.8159548023938926e-85,2.7671726792622952e-40,1.6420506784549001e-74,8.1316127700523287e-14,2.3718723291061595e-14,5.3753348315916161e-19,1.1580809393387216e-28,5.3753349811253458e-19,7.5289291154204272e-27,3.7174155605269613e-30,4.6323367027821661e-35,5.350048414975984e-56,6.2756772439965413e-49,2.8371989678674299e-55,3.9223408595162639e-80,4.2708727012919798e-75
5.169279587373349e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559978999,0.099999999999837372,0.099999999999976288,5.0261790604879807e-85,5.9524999540301382e-52,3.632125785902177e-36,1.4776729489010547e-60,1.8751405633375819e-44,1.1068916572090573e-39,2.6752121776498612e-24,6.4318078021805241e-94,2.6752114963190851e-24,3.9639254033510354e-60,8.1844707530594977e-59,3.4806063786685487e-61,2.1810840609860002e-83,1.1068917596579539e-39,2.6273729657940176e-73,1.6263446129994903e-13,4.7438090011098024e-14,1.0750815334280613e-18,4.2769436277109117e-28,1.0750815932931739e-18,3.0101472268230305e-26,2.9725969827551341e-29,7.376327034407206e-34,3.4074727741319712e-54,8.9596296670407075e-48,2.2698099151009365e-54,8.649143727687665e-78,6.8490345395681799e-74
1.0338629288539302e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559957993,0.099999999999674738,0.099999999999952571,2.022083979675525e-82,4.7623247214134978e-51,2.7388590265837862e-35,1.2273833458403447e-59,1.5001361115568471e-43,4.4276126358153477e-39,5.3504620038882767e-24,2.0582314099726603e-92,5.3504592785375124e-24,3.1711974639696339e-59,1.1385029750814373e-57,2.7845187281048875e-60,6.9794254856883795e-82,4.4276133519729395e-39,4.2038769480482898e-72,3.2527112849257816e-13,9.4876823451090311e-14,2.1501775895209483e-18,1.4803813049249087e-27,2.1501778293329406e-18,1.2028842143543385e-25,2.3758590997347987e-28,1.176573883003562e-32,2.1740088807637739e-52,1.346179598171455e-46,1.8158644665331849e-53,1.7394391695938056e-75,1.1353286160197527e-72
2.067732869087121e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559915977,0.099999999999349456,0.099999999999905137,7.2510063008417547e-80,3.8101759604355638e-50,2.1215147555386382e-34,1.559186744145129e-58,1.2001182610602562e-42,1.7710548359240104e-38,1.070096574601949e-23,6.5864483829533194e-91,1.0700954844561497e-23,2.536989180654855e-58,1.439323436722684e-56,2.2276291270943628e-59,2.2334132719590474e-80,1.7710552924549448e-38,6.7262887109530662e-71,6.5054446285294684e-13,1.8975429033075327e-13,4.3003695239270866e-18,4.6424638022145868e-27,4.3003704854060197e-18,4.8020920469073478e-25,1.8971133939265218e-27,1.8770379881894593e-31,1.3873124823483891e-50,2.0813118121624327e-45,1.4526921676725564e-52,3.1177865736015554e-73,2.824014060471622e-71
4.135472749553503e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559831944,0.099999999998698907,0.099999999999810255,2.3175226096186473e-77,3.0484063246624093e-49,1.6648750278135422e-33,8.6051580553475373e-57,9.6009820940884064e-42,7.0842435482268178e-38,2.140198958889673e-23,2.1076955956236474e-89,2.1401945982957985e-23,2.0296171928409803e-57,1.611183986215128e-55,1.7821100706634588e-58,7.1471969387123254e-79,7.0842461351694634e-38,1.0762198993285789e-69,1.3010911314741251e-12,3.79509224088795e-13,8.6007526816209505e-18,1.28475855557359e-26,8.6007565408043281e-18,1.9133078600197088e-24,1.5119894457776744e-26,2.9907046064316778e-30,8.8418352771027993e-49,3.2634971368765441e-44,1.1621443410933516e-51,4.9807409063668517e-71,3.0200703173034483e-69
8.270952510486267e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559663884,0.099999999997397809,0.099999999999620504,6.7438777834158638e-75,2.4389023531585904e-48,1.311841955921587e-32,1.0034397605100734e-54,7.680797706667085e-41,2.8337059732356956e-37,4.2804102709088767e-23,6.7447723504052113e-88,4.2803928285145038e-23,1.6237254767911532e-56,1.59602863855688e-54,1.4256925419295019e-57,2.2879671155253383e-77,2.833707273633536e-37,1.7219847490834797e-68,2.6021844683182469e-12,7.5901909159974765e-13,1.7201516152535935e-17,3.1410972714195229e-26,1.7201531668913114e-17,7.5936277845398301e-24,1.2005605440012826e-25,4.7492492810953818e-29,5.6166033677670533e-47,5.1413144151083625e-43,9.2969630694263552e-51,7.2446196582905095e-69,7.0076876291969085e-67
1.6541912032351793e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362559327759,0.099999999994795599,0.099999999999240988,1.8349759085208702e-72,1.9512189135504547e-47,1.0303299903973211e-31,1.2589693400125851e-52,6.1446391845015552e-40,1.1334870705096842e-36,8.5608590687050166e-23,2.1584114240671269e-86,8.5607892991095503e-23,1.2990272835180355e-55,1.4382530428740378e-53,1.1405586721780632e-56,7.34425093437642e-76,1.1334876646608859e-36,2.7552721528264359e-67,5.2043711404135497e-12,1.5180388266011365e-12,3.4403031716482806e-17,6.9975887055083496e-26,3.4403094304867011e-17,2.9907886459209782e-23,9.46297880168922e-25,7.4894087447323744e-28,3.5432187002145534e-45,8.077546375741451e-42,7.4372472721571055e-50,9.8537657312157713e-67,1.7578706628179768e-64
3.3083831076082844e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362558655513,0.099999999989591193,0.09999999999848197,4.7538181836734552e-70,1.5610258329955872e-46,7.9965607511263356e-31,1.5665145880302532e-50,4.9157056858469169e-39,4.5339814078487018e-36,1.7121861359189729e-22,6.9074407764701654e-85,1.7121582280930303e-22,1.0392953285068199e-54,1.2228637660567687e-52,9.1245334433674215e-56,2.4072977267156026e-74,4.533983960120599e-36,4.4087374114208003e-66,1.0408744478232397e-11,3.0360782965218525e-12,6.8806017332904782e-17,1.4762975380856861e-25,6.8806271403880295e-17,1.1605487367095016e-22,7.3531560075519129e-24,1.1649376487518212e-26,2.2049345436607794e-43,1.2547936370546987e-40,5.9492741762756394e-49,1.27615630015728e-64,4.3747036257257858e-62
6.616766916354495e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362557311016,0.09999999997918238,0.099999999996963934,1.1771730077695442e-67,1.2488537494018662e-45,6.0519994949261226e-30,1.9002383673367113e-48,3.9325525729375934e-38,1.8136181989575742e-35,3.4244284718620976e-22,2.2107141334858357e-83,3.4243168407094953e-22,8.3155324864946663e-54,1.0082557425452817e-51,7.2997251987268791e-55,9.0880522231164677e-73,1.8136192579239057e-35,7.0549405452097547e-65,2.081749112838304e-11,6.0721572360350388e-12,1.3761180652035269e-16,3.0303752160921211e-25,1.3761284955531798e-16,4.3788386101620306e-22,5.5617646197959663e-23,1.7654107427888713e-25,1.3370804014242009e-41,1.9025326573203536e-39,4.7585790981658343e-48,1.5797699415003037e-62,1.0614374792303828e-59
1.3233534533846915e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362554622023,0.099999999958364755,0.099999999993927849,2.7548624158970318e-65,9.991158395821576e-45,4.3731783029030386e-29,2.2008399077999029e-46,3.1460217305327238e-37,7.254676151963765e-35,6.8490806542465278e-22,7.0765232035674931e-82,6.8486341309521553e-22,6.6542952890374295e-53,8.1870603213199586e-51,5.8399360429551559e-54,6.0954372781675136e-71,7.254680466043865e-35,1.1290974574780288e-63,4.1634984326736146e-11,1.2144315113748434e-11,2.7522265671757682e-16,6.1386284654243422e-25,2.7522701148393698e-16,1.5713366402548503e-21,4.0081660386723512e-22,2.5531347956565084e-24,7.7399383025620836e-40,2.758452662911681e-38,3.8055185714912193e-47,1.8480814075600418e-60,2.4591442660633748e-57
2.6467069768831756e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362549244036,0.09999999991672949,0.099999999987855692,5.9431205980484349e-63,7.9933708058062591e-44,2.9289746449285156e-28,2.3623166157890178e-44,2.5167843936611362e-36,2.9020327984081674e-34,1.369905505391683e-21,2.265885121388646e-80,1.3697268971481073e-21,5.3264261080457978e-52,6.5981412086643987e-50,4.672197592093513e-53,8.709848717520024e-69,2.9020345391924441e-34,1.8075378727023373e-62,8.3269970315649649e-11,2.4288630863923308e-11,5.5044144443269705e-16,1.2355140145436983e-24,5.5045997739971732e-16,5.1965027239850937e-21,2.6680823094256421e-21,3.4193027166283369e-23,4.1510521963482494e-38,3.7159933902726315e-37,3.0422652697894433e-46,1.9927264229020559e-58,5.2808120302729851e-55
5.293414023880145e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362538488068,0.099999999833458961,0.099999999975711379,1.1464298127299226e-60,6.39537454261496e-43,1.7627821844453169e-27,2.2736852942931344e-42,2.0133745445077051e-35,1.1609429180816644e-33,2.7401683936133077e-21,7.2597746765058491e-79,2.7394539692755862e-21,4.2659242317155947e-51,5.2978699067687888e-49,3.7381558041100655e-52,1.5544105113851184e-66,1.1609436168157049e-33,2.8952024790871384e-61,1.6653994066230583e-10,4.8577262343265418e-11,1.1008673693964113e-15,2.4788164988064054e-24,1.1009472327815837e-15,1.5329274146501049e-20,1.5855221543569718e-20,4.1023503483038481e-22,1.9954904573640891e-36,4.5124554327905522e-36,2.4303802638413091e-45,1.9209283366336933e-56,1.0170299913838027e-52
7.940121070877114e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362527732099,0.099999999750188459,0.099999999963567066,8.1104673887394615e-60,1.8288198665580453e-42,4.3508174912139061e-27,1.3780756098283305e-41,5.9771162403065584e-35,2.4671943206461583e-33,4.1106992844496394e-21,3.474693936625185e-78,4.1091811454291425e-21,1.2672314656394852e-50,1.5744327209777971e-48,1.0689442449269419e-51,1.0869102790110236e-65,2.4671958062550297e-33,1.0958718395662491e-60,2.4980990937779123e-10,7.2865893801599875e-11,1.6512816441443182e-15,3.7221191648313648e-24,1.6514573962910631e-15,2.6991228770178585e-20,3.8816166984160533e-20,1.3308461597911397e-21,1.020516266001914e-35,1.4732724387900518e-35,6.9437408041926741e-45,1.1729568796796903e-55,7.1491157298471602e-52
1.0586828117874083e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362516976131,0.099999999666917944,0.099999999951422752,3.8882098258726502e-59,3.8577820050481406e-42,8.1347697546671236e-27,5.3691114313815674e-41,1.302361488539898e-34,4.2090426484567738e-33,5.4814981722278751e-21,1.15060314860532e-77,5.4789084256137216e-21,2.7628371602532558e-50,3.4325321002715381e-48,2.2548379649350711e-51,4.7063997624829093e-65,4.2090451825984507e-33,2.8538917452166904e-60,3.330798764621059e-10,9.715452523892669e-11,2.201684268927258e-15,4.9654220128425223e-24,2.2019914284627762e-15,3.946437871017613e-20,7.2025591044554251e-20,3.0390911002219143e-21,3.5394906724826243e-35,3.3841668912016414e-35,1.4635607073519116e-44,5.1828835979209507e-55,3.1039960046582678e-51
1.588024221186802e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362495464189,0.099999999500376913,0.099999999927134126,5.0607815223369204e-58,1.0538080689335822e-41,1.8621551953896464e-26,3.8773263068430856e-40,3.7802294192151616e-34,8.7153227839388703e-33,8.2237249026022837e-21,6.7217975155839533e-77,8.218363230152871e-21,8.0277536095560834e-50,9.9692812500735777e-48,6.1592302345631823e-51,3.9501843294655085e-64,8.7153280275000147e-33,1.0482080514792549e-59,4.9961980680247726e-10,1.4573178806427663e-10,3.3024621775166245e-15,7.4520282550209244e-24,3.3031173082672272e-15,6.5278799877364582e-20,1.6276887014128682e-19,9.0671567726388389e-21,2.1713696329635431e-34,1.0197768367209324e-34,3.9925551617013654e-44,6.1845781109042445e-54,2.6123036181925934e-50
2.1173656305861958e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362473952246,0.099999999333835882,0.099999999902845499,2.3749746977563345e-57,2.2051483840898748e-41,3.3744442254909961e-26,1.4961168019029306e-39,8.2667057874807946e-34,1.4824155585729621e-32,1.0966937106192584e-20,2.2380507807569221e-76,1.0957818417292343e-20,1.7571280001715804e-49,2.1808482102948417e-47,1.2888224816365446e-50,1.7030967670945794e-63,1.4824164496256123e-32,2.7199244741280422e-59,6.6615973114445219e-10,1.9430905081237396e-10,4.4031972471129323e-15,9.9386352263403933e-24,4.4043351944502367e-15,9.1874876415805888e-20,2.9136321265886998e-19,2.002719655732072e-20,7.3106969312403268e-34,2.2721886712585892e-34,8.3447128717754968e-44,2.4184568561025924e-53,1.1277506576516592e-49
3.176048449384983e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362430928373,0.099999999000753848,0.099999999854268232,5.9189197459168108e-56,6.9649864506439111e-41,7.9455157455382704e-26,2.0370579558825435e-38,2.7496967328772638e-33,3.2307568806737113e-32,1.6456597228153775e-20,1.8419329663596172e-75,1.6436730048110365e-20,5.8603196188947966e-49,7.2571168009023473e-47,4.0706593912153522e-50,3.8658352233287301e-62,3.2307588172185507e-32,1.3475377144799378e-58,9.9923956013176621e-10,2.9146357605489806e-10,6.6045267284060819e-15,1.491185135310373e-23,6.6070849366393302e-15,1.4539375021798704e-19,6.6543730613434107e-19,6.7775991305885101e-20,6.1172247254379213e-33,7.8939447582084803e-34,2.6268494935619715e-43,3.5392859803820829e-52,2.5660793377536938e-48
4.234731268183771e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362387904505,0.099999998667671841,0.099999999805690964,3.4873394412133798e-55,1.584547754519926e-40,1.4558314956716957e-25,9.811862138433088e-38,6.3964672920241842e-33,5.6735874780426558e-32,2.1950522441180994e-20,7.125343078942481e-75,2.1915643335524341e-20,1.366399027690378e-48,1.6885447831369463e-46,9.260741850333516e-50,2.2624452606206641e-61,5.6735908691334921e-32,4.0245937818840205e-58,1.332319363154918e-09,3.8861810096303289e-10,8.8056708045493616e-15,1.9885070393766631e-23,8.810257888685813e-15,1.9904343897962133e-19,1.184824359299757e-18,1.5862736637917493e-19,2.3764489504112782e-32,1.8887362813912391e-33,5.9589119173126694e-43,1.7091914423333042e-51,1.5023805428918208e-47
6.352096905781346e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362301856764,0.099999998001507912,0.099999999708536444,7.5477141534870778e-54,5.2930859629039799e-40,3.394254465689823e-25,1.2923760925425102e-36,2.1776731171646331e-32,1.2655106999500979e-31,3.2951225226936046e-20,5.8886417430097135e-74,3.2873474904840992e-20,4.6776424872038261e-48,5.7501762776205766e-46,3.0934873875492688e-49,4.9162029311171929e-60,1.265511451404333e-31,2.1149748812231032e-57,1.9984788909499029e-09,5.8292714977151337e-10,1.3207400261184434e-14,2.9831517219757436e-23,1.3217942981546233e-14,3.0617230967653498e-19,2.5987185826024602e-18,5.335431885779011e-19,1.9323297166339453e-31,6.6949749917822098e-33,1.9767944766254169e-42,2.2370298555714191e-50,3.2655497738176305e-46
1.0586828180976495e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934362129761321,0.099999996669180372,0.099999999514227389,3.3083621950809636e-52,2.4916104181866864e-39,9.7340039405504637e-25,3.3258563812116118e-35,1.0354229403361606e-31,3.5021758533165327e-31,5.5004041315552755e-20,8.6963087583412553e-73,5.4789158038990113e-20,2.2507838943916134e-47,2.7348909487020163e-45,1.4562144937669836e-48,2.4361521918892808e-58,3.5021779033710138e-31,1.8010246195407592e-56,3.3307976334549234e-09,9.7154524335629083e-10,2.2008624353831048e-14,4.9724445877624999e-23,2.2038983656591086e-14,5.2030356431247614e-19,6.6122945548162212e-18,2.3704121983078014e-18,2.6299579899509108e-30,3.3130160466307023e-32,9.1653001147168061e-42,5.0755190465837807e-49,1.6176475622045019e-44
