Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3OO(77),COX(50),CHOX(53),CO2X(24)
2.3680751383923984e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44200456732294713,0.10840297938718135,0.021253166836867614,6.5704903372944694e-12,2.2266915136166911e-10,0.0023021381309241769,0.00086271956689215775,1.3486960514986872e-05,3.1844338117581966e-14,0.0015493427378091586,3.5206937802402055e-12,0.0003862893773042845,5.6340291651672674e-10,1.1488687434721254e-11,6.0401774503158285e-11,2.1095006387524672e-12,3.6657592115551265e-10,1.1755098538642726e-07,0.0077749503167501332,0.0022740100516050648,0.00015586997577617904,6.0018905875741179e-10,1.6173542270449053e-08,2.2767935237513148e-11,4.7909622836843516e-07,5.1834109702070106e-05,5.1762600062789795e-08,4.5494697048495979e-05,1.8587532815344723e-07,8.1919118267279194e-09,2.6677711988043581e-09,3.0696203977217788e-12,2.3517906350330329e-15
2.3814667001266922e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44199646025193484,0.1083896732633487,0.021244670484692252,6.6921266216373894e-12,2.2656712969157026e-10,0.0023221589644510485,0.00087152377461199707,1.3636233360052705e-05,3.2520562859590265e-14,0.0015544472797362878,3.5894093329491166e-12,0.00038642876651563289,5.6975304695938329e-10,1.1737251373338479e-11,6.1041834407216714e-11,2.1412612254425336e-12,3.7086028221216205e-10,1.1972579224615014e-07,0.0077738449513528362,0.0022821980153522364,0.00015630325692882877,6.0403520289162773e-10,1.6226520124649672e-08,2.293463963792873e-11,4.8219118327755831e-07,5.2023415934792467e-05,5.2207669520673446e-08,4.5892958099043204e-05,1.8931531826993655e-07,8.215616806653218e-09,2.6949475549852936e-09,3.104676982962331e-12,2.3805964993837051e-15
2.394858261860986e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44198838933440432,0.10837636858912895,0.02123617784002502,6.8152411274418572e-12,2.3050782084457371e-10,0.002342222959567531,0.00088035716184818266,1.3785829469055198e-05,3.3207118247276244e-14,0.0015595196261060499,3.6588680647970432e-12,0.00038656679222944657,5.7611849982231634e-10,1.1989340640294786e-11,6.1684178834066628e-11,2.1732659249137003e-12,3.7516216750479637e-10,1.2192489711596797e-07,0.0077727403674150127,0.0022903493837097663,0.00015673532539750746,6.0787903553400507e-10,1.6279167135423489e-08,2.3101823226607142e-11,4.8529223979745256e-07,5.2212728322938052e-05,5.2653819917583315e-08,4.6292079187033887e-05,1.9279375690125985e-07,8.2391315448078584e-09,2.7222133686700178e-09,3.1399215039830797e-12,2.4095598166735346e-15
2.4082498235952803e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44198035437451083,0.10836306536830081,0.021227688899743576,6.9398417677933261e-12,2.3449138604612519e-10,0.0023623298187369825,0.00088921954403054263,1.393573939240135e-05,3.3904101515466958e-14,0.0015645599758108142,3.7290686596581043e-12,0.00038670349814908526,5.8249888424727309e-10,1.2244974889393677e-11,6.2328797457880209e-11,2.2055143225302964e-12,3.7948143587298383e-10,1.241483555032826e-07,0.0077716365642279761,0.0022984643474974302,0.00015716619168522553,6.1172051702848669e-10,1.6331485335975319e-08,2.326948741379383e-11,4.8839940138147368e-07,5.2402048088087797e-05,5.3101044346600622e-08,4.6692054323468575e-05,1.9631073199774056e-07,8.2624573084777956e-09,2.7495680696528769e-09,3.1753536785435136e-12,2.4386800242345856e-15
2.4216413853295744e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44197235517791855,0.10834976360450099,0.021219203660736239,7.0659364252997234e-12,2.3851798530235306e-10,0.0023824792470044445,0.00089811073775357636,1.4085953739595466e-05,3.4611610220282306e-14,0.0015695685268291625,3.8000097006288317e-12,0.00038683892660519164,5.8889381170076341e-10,1.250417358168488e-11,6.2975680032303923e-11,2.2380059944021883e-12,3.8381794675280458e-10,1.2639622140319017e-07,0.0077705335408906617,0.0023065430963489933,0.00015759586613862232,6.1555960837619308e-10,1.6383476750042763e-08,2.3437633603965972e-11,4.9151267134030511e-07,5.2591376425057335e-05,5.3549335946799872e-08,4.7092877572290887e-05,1.9986632911577532e-07,8.2855953582563591e-09,2.7770110913759382e-09,3.2109732235773348e-12,2.4679565578130533e-15
2.4350329470638685e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44196439155177542,0.10833646330122167,0.021210722119901913,7.1935329520156918e-12,2.4258777740580094e-10,0.0024026709519600615,0.00090703056077028402,1.4236463179975754e-05,3.5329742236829898e-14,0.001574545476217162,3.8716896711594487e-12,0.00038697311859810842,5.9530289600361852e-10,1.2766955984913519e-11,6.3624816388743594e-11,2.2707405075497033e-12,3.8817156018219996e-10,1.2866854730767418e-07,0.0077694312963246786,0.0023145858187185362,0.00015802435895125017,6.1939627122361797e-10,1.6435143391813586e-08,2.3606263195755081e-11,4.9463205284520929e-07,5.2780714502607639e-05,5.3998687902894693e-08,4.7494543049623725e-05,2.0346063143236705e-07,8.3085469480106212e-09,2.8045418709092425e-09,3.2467798552169747e-12,2.4973888516369565e-15
2.4484245087981625e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44195646330469035,0.10832316446180902,0.021202244274149965,7.3226391693702228e-12,2.467009199411842e-10,0.0024229046437033194,0.00091597883198597395,1.4387258443418585e-05,3.6058595756899941e-14,0.0015794910201001654,3.9441069561989251e-12,0.000387106113838997,6.0172575335926912e-10,1.303334117300884e-11,6.4276196434705434e-11,2.3037174200667481e-12,3.9254213680605247e-10,1.3096538421490396e-07,0.0077683298292882111,0.0023225927018868,0.00015845168016676993,6.2323046785207091e-10,1.6486487265847504e-08,2.3775377581729989e-11,4.9775754893140651e-07,5.2970063464133474e-05,5.4449093444903129e-08,4.7897044923022746e-05,2.0709371975983919e-07,8.3313133248483857e-09,2.8321598489306269e-09,3.2827732887998893e-12,2.5269763384674142e-15
2.4618160705324566e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44194857024671041,0.10830986708946218,0.021193770120400236,7.453262868097709e-12,2.5085756929116761e-10,0.0024431800348080862,0.00092495537145205215,1.4538330321011267e-05,3.6798269286660902e-14,0.0015844053536651264,4.0172598433530958e-12,0.00038723795078969976,6.0816200238077905e-10,1.3303348025611805e-11,6.492981015219244e-11,2.3369362812820965e-12,3.9692953788100622e-10,1.3328678163864081e-07,0.0077672291383889154,0.002330563931967543,0.00015887783968205924,6.2706216116888821e-10,1.6537510367001888e-08,2.394497814867147e-11,5.0088916250300968e-07,5.3159424428329847e-05,5.4900545847865204e-08,4.8300377410746699e-05,2.1076567256071627e-07,8.3538957290902826e-09,2.8598644697055989e-09,3.3189532389167737e-12,2.5567184496776246e-15
2.4752076322667507e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44194071218930003,0.10829657118723252,0.021185299655582877,7.585411808172361e-12,2.5505788064216385e-10,0.0024634968402884312,0.00093396000035979277,1.4689669665693811e-05,3.7548861644356644e-14,0.001589288671153411,4.0911465240551109e-12,0.00038736866670138152,6.1461126411676814e-10,1.3576995227640732e-11,6.5585647596154073e-11,2.3703966319188922e-12,4.013336252800339e-10,1.3563278761775058e-07,0.0077661292220958392,0.002338499693913918,0.00015930284725024034,6.3089131469598853e-10,1.6588214680364641e-08,2.4115066277543547e-11,5.0402689633593592e-07,5.3348798489840103e-05,5.5353038431492313e-08,4.8704534781044277e-05,2.1447656596276034e-07,8.3762953942450281e-09,2.8876551810675493e-09,3.3553194194391171e-12,2.5866146153203907e-15
2.4885991940010447e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44193288894532035,0.10828327675802386,0.021176832876638348,7.7190937187457856e-12,2.5930200799014817e-10,0.0024838547775651956,0.00094299254103409526,1.4841267392870558e-05,3.8310471958004415e-14,0.0015941411658540823,4.165765094747521e-12,0.00038749829765198732,6.21073162076179e-10,1.3854301268894305e-11,6.6243698892987636e-11,2.4040980042523456e-12,4.0575426149675817e-10,1.3800344872580626e-07,0.0077650300787504706,0.0023464001715248579,0.00015972671248362763,6.347178925594739e-10,1.6638602181190786e-08,2.4285643343108207e-11,5.071707530805831e-07,5.3538186719884761e-05,5.5806564559827254e-08,4.9109511351456811e-05,2.1822647377416822e-07,8.3985135469840458e-09,2.9155314343974316e-09,3.3918715435109255e-12,2.6166642641656366e-15
2.501990755735339e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44192510032900956,0.10826998380459292,0.021168369780517293,7.8543162980878116e-12,2.6359010414649123e-10,0.0025042535664333032,0.00095205281692722812,1.4993114480992179e-05,3.9083199663094402e-14,0.0015989630300976554,4.2411135580752945e-12,0.00038762687858255379,6.2754732225184745e-10,1.4135284443691196e-11,6.6903954239090227e-11,2.4380399222656676e-12,4.1019130964953454e-10,1.4039881008078377e-07,0.0077639317065769774,0.0023542655474514769,0.00016014944485659514,6.3854185948204635e-10,1.6688674834841979e-08,2.4456710714326235e-11,5.1032073526688446e-07,5.3727590166869248e-05,5.6261117640983062e-08,4.9515301488136339e-05,2.2201546749891397e-07,8.4205514071211175e-09,2.9434926846034521e-09,3.4286093236035118e-12,2.6468668237816577e-15
2.515382317469633e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44191734615596517,0.10825669232955001,0.021159910364180502,7.9910872135305281e-12,2.67922320743807e-10,0.0025246929290297822,0.00096114065261255956,1.5145201972108793e-05,3.9867144500292287e-14,0.0016037544552502893,4.3171898240890706e-12,0.00038775444333240668,6.3403337314302106e-10,1.4419962850545574e-11,6.756640389945887e-11,2.4722219018042235e-12,4.1464463348530155e-10,1.4281891535485348e-07,0.0077628341036916721,0.0023620960032034802,0.0001605710537083719,6.423631807719465e-10,1.673843459673316e-08,2.4628269754447073e-11,5.1347684530700424e-07,5.3917009856976122e-05,5.6716691126797744e-08,4.9921899605178896e-05,2.2584361635222489e-07,8.4424101875959177e-09,2.9715383901013101e-09,3.4655324715512165e-12,2.6772217206067396e-15
2.528773879203927e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44190962624312513,0.10824340233536033,0.021151454624598859,8.1294141014152379e-12,2.7229880824181272e-10,0.002545172589802489,0.00097025587377828123,1.5297520972394784e-05,4.0662406513143135e-14,0.0016085156317084178,4.3939917114580106e-12,0.00038788102467327993,6.4053094577682623e-10,1.4708354391877794e-11,6.8231038206338677e-11,2.5066434507279459e-12,4.1911409738320723e-10,1.4526380678424751e-07,0.00776173726811181,0.0023698917191555813,0.00016099154824576425,6.4618182231241864e-10,1.6787883412282779e-08,2.4800321820352985e-11,5.1663908549715907e-07,5.4106446794740291e-05,5.717327851248413e-08,5.0329300163972432e-05,2.2971098727619785e-07,8.4640910944554115e-09,2.9996680127938086e-09,3.5026406985218336e-12,2.7077283799674498e-15
2.542165440938221e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44190194040875141,0.10823011382434544,0.021143002558753201,8.2693045670425364e-12,2.7671971593320105e-10,0.0025656922754794947,0.0009793983072211214,1.545006265264599e-05,4.1469086045777692e-14,0.0016132467488937903,4.4715169486915701e-12,0.00038800665434238793,6.4703967372861479e-10,1.5000476773759592e-11,6.8897847557916476e-11,2.5413040690619992e-12,4.235995663580142e-10,1.4773352517920625e-07,0.0077606411977637077,0.0023776528745539224,0.00016141093754580503,6.4999775055548232e-10,1.683702321686449e-08,2.4972868263094171e-11,5.1980745802288486e-07,5.4295901963604121e-05,5.7630873336392092e-08,5.0737497672558789e-05,2.3361764495554316e-07,8.48559532683998e-09,3.0278810180503635e-09,3.5399337150782719e-12,2.7383862261626542e-15
2.555557002672515e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4418942884724133,0.10821682679868511,0.021134554163634332,8.4107661846253954e-12,2.8118519194952591e-10,0.0025862517150391385,0.00098856778084005438,1.5602818248749844e-05,4.2287283740623107e-14,0.0016179479952489169,4.549763175369545e-12,0.00038813136307448275,6.5355919314129218e-10,1.5296347505693022e-11,6.9566822417058816e-11,2.5762032491457213e-12,4.2810090606329461e-10,1.502281099340099e-07,0.0077595458904902983,0.0023853796475225056,0.00016182923055833707,6.5381093251135337e-10,1.6885855935766163e-08,2.5145910428222446e-11,5.2298196496169984e-07,5.4485376326459094e-05,5.8089469179672866e-08,5.1146486685009738e-05,2.3756365183343968e-07,8.5069240769747149e-09,3.0561768746873302e-09,3.5774112312311496e-12,2.769194682546579e-15
2.568948564406809e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44188667025497141,0.10820354126041919,0.021126109436242907,8.5538064972450159e-12,2.8569538326709242e-10,0.0026068506396807185,0.00099776412363000245,1.575577906212912e-05,4.3117100536115502e-14,0.0016226195582329016,4.6287279433797701e-12,0.00038825518063292756,6.6008914274368927e-10,1.5595983900422526e-11,7.0237953310093399e-11,2.6113404757798483e-12,4.3261798279441727e-10,1.5274759903707496e-07,0.0077584513440581166,0.0023930722150696214,0.00016224643610853145,6.5762133573738582e-10,1.6934383484152691e-08,2.5319449654726019e-11,5.2616260828386703e-07,5.4674870826173221e-05,5.8549059665911395e-08,5.1556261800816173e-05,2.4154906812751059e-07,8.5280785301568699e-09,3.0845550549476332e-09,3.6150729563788634e-12,2.8001531715202629e-15
2.582340126141103e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44187908557856276,0.10819025721144984,0.021117668373589384,8.6984330168095781e-12,2.9025043571285787e-10,0.0026274887827957968,0.0010069871656755382,1.5908936460159852e-05,4.3958637664415373e-14,0.0016272616243176478,4.7084087181628795e-12,0.00038837813583981605,6.6662916386790252e-10,1.5899403073779405e-11,7.0911230825631914e-11,2.6467152263720345e-12,4.3715066349133413e-10,1.5529202908111374e-07,0.0077573575561637733,0.0024007307530942846,0.00016266256289933752,6.6142892833334537e-10,1.6982607767028307e-08,2.5493487275670903e-11,5.2934938985792915e-07,5.4864386386098466e-05,5.9009638460914435e-08,5.1966817664290629e-05,2.4557395184591209e-07,8.5490598647473807e-09,3.1130150344800859e-09,3.652918599374152e-12,2.8312611146169993e-15
2.5957316878753973e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44187153426658571,0.1081769746535441,0.02110923097269396,8.844653224015927e-12,2.9485049397034067e-10,0.0026481658799401234,0.0010162367381445793,1.6062281876564078e-05,4.4811996649129052e-14,0.0016318743789844243,4.7888028799634674e-12,0.00038850025660516557,6.7317890046564531e-10,1.6206621944558074e-11,7.1586645613433411e-11,2.6823269710806876e-12,4.4169881574117278e-10,1.578614352733711e-07,0.0077562645244399755,0.0024083554363926647,0.0001630776195138736,6.6523367893154439e-10,1.7030530679206737e-08,2.5668024618988067e-11,5.3254231145361361e-07,5.5053923910566789e-05,5.9471199272390428e-08,5.2378148963982424e-05,2.4963835880351115e-07,8.5698692521694769e-09,3.141556292319837e-09,3.6909478686075387e-12,2.8625179326087802e-15
2.6091232496096913e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44186401614368531,0.10816369358833622,0.021100797230586478,8.9924745683137704e-12,2.9949570158553062e-10,0.0026688816688061226,0.0010255126732820917,1.6215806811777835e-05,4.5677279303032648e-14,0.0016364580067207825,4.8699077250871134e-12,0.00038862156995521439,6.7973799912371697e-10,1.6517657234423373e-11,7.2264188383306828e-11,2.718175172957135e-12,4.4626230778063933e-10,1.6045585144591521e-07,0.0077551722464610853,0.0024159464386645188,0.00016349161441776012,6.6903555668475024e-10,1.7078154105285602e-08,2.5843063005822714e-11,5.3574137474127259e-07,5.5243484285374694e-05,5.9933735849555363e-08,5.2790250432105169e-05,2.5374234263816497e-07,8.5905078569016444e-09,3.1701783108681434e-09,3.7291604719056366e-12,2.8939230454610814e-15
2.6225148113439854e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44185653103574091,0.10815041401733036,0.021092367144306415,9.1419044678726405e-12,3.0418620097280477e-10,0.0026896358891959804,0.0010348148044037862,1.636950283329522e-05,4.6554587725798331e-14,0.0016410126910178071,4.9517204671626714e-12,0.00038874210205984747,6.863061090785325e-10,1.6832525467848345e-11,7.2943849904051245e-11,2.7542592880861076e-12,4.5084100849823795e-10,1.6307531006597617e-07,0.0077540807197482948,0.0024235039325196206,0.00016390455596138756,6.7283453126307994e-10,1.7125479919617996e-08,2.6018603751181244e-11,5.3894658129768754e-07,5.5433068378247606e-05,6.0397241982948445e-08,5.320311684397615e-05,2.5788595482710166e-07,8.6109768364734035e-09,3.198880575871454e-09,3.7675561165961713e-12,2.9254758724145612e-15
2.6359063730782795e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44184907876985141,0.10813713594190356,0.021083940710902752,9.2929503095516642e-12,3.0892213342085038e-10,0.0027104282829952648,0.0010441429658898209,1.652336157598885e-05,4.7444024301729166e-14,0.0016455386143676904,5.0342382384092544e-12,0.00038886187825918017,6.9288288222970494e-10,1.7151242972081808e-11,7.3625621002432888e-11,2.7905787657246001e-12,4.5543478743631177e-10,1.6571984224635431e-07,0.0077529899417744198,0.0024310280894841853,0.0001643164523821318,6.7663057284526342e-10,1.7172509986292496e-08,2.619464816550305e-11,5.4215793260960193e-07,5.5622677039294471e-05,6.0861711504136054e-08,5.3616743017467685e-05,2.6206924470336735e-07,8.6312773414708344e-09,3.2276625764020232e-09,3.8061345096437658e-12,2.957175832133558e-15
2.6492979348125735e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44184165917432278,0.10812385936330833,0.021075517927433982,9.4456194488716691e-12,3.1370363909858339e-10,0.0027312585941470912,0.0010534969931785072,1.6677374742407417e-05,4.8345691697496824e-14,0.0016500359582616202,5.1174580909073678e-12,0.00038898092308932295,6.9946797315279686e-10,1.7473825877145126e-11,7.430949256219743e-11,2.8271330484390779e-12,4.6004351479291082e-10,1.6838947775587346e-07,0.0077518999099683485,0.002438519080007293,0.0001647273118065182,6.8042365210486937e-10,1.7219246159118513e-08,2.637119755222193e-11,5.4537543007152984e-07,5.5812311101453816e-05,6.1327138285281082e-08,5.403112381246964e-05,2.662922594723588e-07,8.6514105155347987e-09,3.2565238048379323e-09,3.8448953574932911e-12,2.989022342612532e-15
2.6626894965468676e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44183427207865578,0.10811058428267575,0.021067098790967995,9.5999192099898389e-12,3.1853085706106863e-10,0.0027521265686268285,0.0010628767227600202,1.6831534103050807e-05,4.925969285988035e-14,0.0016545049031879689,5.2013769978736592e-12,0.00038909926030735321,7.0606103911121979e-10,1.7800290115857481e-11,7.4995455523116457e-11,2.8639215722410718e-12,4.6466706142349289e-10,1.7108424502986677e-07,0.0077508106217191687,0.002445977073467298,0.00016513714225232422,6.8421374020886152e-10,1.7265690281605723e-08,2.6548253208186042e-11,5.485990749917291e-07,5.6001971380919509e-05,6.1793516238985233e-08,5.4446254130363021e-05,2.705550442284437e-07,8.6713774953596408e-09,3.285463756841906e-09,3.8838383661189935e-12,3.0210148212419925e-15
2.6760810582811617e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4418269173135333,0.10809731070101851,0.021058683298582039,9.7558568856771478e-12,3.2340392525544661e-10,0.0027730319544172952,0.0010722819921701167,1.6985831496623414e-05,5.0186131013516571e-14,0.0016589456286307744,5.2859918549387489e-12,0.00038921691291551907,7.1266174006724699e-10,1.8130651423889093e-11,7.5683500880067292e-11,2.9009437667211585e-12,4.6930529884245954e-10,1.7380417118072464e-07,0.0077497220743799932,0.0024534022381782401,0.00016554595163063368,6.8800080881066089e-10,1.7311844186952814e-08,2.6725816426511445e-11,5.5182886859689973e-07,5.6191658677556912e-05,6.2260839318030143e-08,5.4862128913504455e-05,2.7485764197163137e-07,8.6911794107053822e-09,3.3144819313420985e-09,3.922963241244386e-12,3.0531526850269714e-15
2.689472620015456e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44181959471080906,0.10808403861923374,0.021050271447362639,9.9134397372979192e-12,3.2832298052685108e-10,0.0027939745014844649,0.0010817126399838581,1.7140258830265975e-05,5.1125109658654045e-14,0.001663358313068496,5.3712994814276139e-12,0.00038933390318469664,7.1926973869222106e-10,1.84649253398418e-11,7.637361968214454e-11,2.9381990551813511e-12,4.7395809922453617e-10,1.7654928200848181e-07,0.0077486342652715269,0.0024607947413962409,0.00016595374774784743,6.9178483003389235e-10,1.7357709698043206e-08,2.6903888493159221e-11,5.5506481202801628e-07,5.6381373775315184e-05,6.2729101514897764e-08,5.5278743144720953e-05,2.7920009362430741e-07,8.710817384401085e-09,3.3435778305125197e-09,3.9622696881172509e-12,3.0854353504329872e-15
2.70286418174975e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44181230410349565,0.10807076803810628,0.021041863234405583,1.0072674994791691e-11,3.332881586243222e-10,0.0028149539617536583,0.0010911685058093447,1.729480807976675e-05,5.2076732568905588e-14,0.0016677431339730468,5.4572966216420553e-12,0.00038945025267712467,7.2588470037600118e-10,1.8803127205356309e-11,7.7065803031802535e-11,2.9756868547659118e-12,4.7862533540599579e-10,1.7931960201142013e-07,0.0077475471916853616,0.0024681547493258923,0.00016636053830763452,6.955657764724761e-10,1.7403288627431115e-08,2.7082470686674026e-11,5.5830690634621453e-07,5.6571117442617661e-05,6.3198296861636374e-08,5.5696091846815001e-05,2.8358243804804843e-07,8.7302925323451608e-09,3.372750959751532e-09,4.0017574115155753e-12,3.1178622334126491e-15
2.716255743484044e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44180504532575327,0.10805749895831165,0.021033458656815798,1.0233569856657913e-11,3.3829959420672988e-10,0.0028359700890861982,0.0011006494302814567,1.7449471289752238e-05,5.3041103789015898e-14,0.0016721002678090817,5.5439799461447304e-12,0.00038956598226843936,7.3250629323557684e-10,1.9145272165245578e-11,7.7760042084027769e-11,3.0134065765905829e-12,4.8330688088573644e-10,1.8211515439672608e-07,0.0077464608508870441,0.0024754824271266333,0.00016676633091283947,6.9934362118651302e-10,1.7448582777337725e-08,2.7261564283030977e-11,5.6155515253938041e-07,5.676089043274296e-05,6.3668419429655778e-08,5.6114170082079549e-05,2.8800471206047061e-07,8.7496059635237974e-09,3.4020008276627638e-09,4.0414261160965056e-12,3.1504327497341918e-15
2.729647305218338e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44179781821287878,0.10804423138041913,0.021025057711707339,1.0396131489942518e-11,3.4335742084868041e-10,0.0028570226392565304,0.0011101552550556082,1.7604240573858146e-05,5.4018327632634909e-14,0.0016764298900335353,5.6313460530442718e-12,0.00038968111216902891,7.391341881229187e-10,1.949137516765384e-11,7.8456328045539918e-11,3.0513576258702844e-12,4.8800260982621206e-10,1.8493596109118476e-07,0.0077453752401189235,0.0024827779389191202,0.00016717113306735263,7.0311833768262177e-10,1.7493593939657231e-08,2.7441170551105669e-11,5.6480955151566063e-07,5.6950693484206782e-05,6.4139463329185486e-08,5.6532972951822509e-05,2.9246695045212011e-07,8.7687587800198806e-09,3.4313269460361441e-09,4.0812755060929986e-12,3.1831463147574019e-15
2.743038866952632e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44179062260129542,0.10803096530489494,0.021016660396203309,1.0560367030226568e-11,3.4846177104641354e-10,0.0028781113699297887,0.0011196858228015108,1.7759108114880987e-05,5.5008508680084251e-14,0.0016807321750954057,5.719391469281042e-12,0.00038979566194472979,7.4576805863212269e-10,1.9841450964240507e-11,7.9154652174020709e-11,3.0895394020452572e-12,4.9271239705422485e-10,1.8778204275187237e-07,0.0077442903566028003,0.0024900414477915743,0.00016757495217792348,7.0688989991514109e-10,1.7538323895948145e-08,2.7621290750925529e-11,5.6807010410877596e-07,5.7140527321120883e-05,6.4611422709157177e-08,5.6952495595900798e-05,2.9696918600344007e-07,8.7877520770133202e-09,3.4607288298260272e-09,4.1213052852289494e-12,3.2160023433791438e-15
2.756430428686926e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44178345832854149,0.10801770073210518,0.021008266707435819,1.0726283581617767e-11,3.5361277622371444e-10,0.0028992360406397901,0.0011292409771969511,1.791406616491089e-05,5.601175177614383e-14,0.0016850072964357658,5.8081126519130659e-12,0.00038990965053688404,7.5240758110580158e-10,2.019551411038853e-11,7.9855005777369672e-11,3.1279512989056802e-12,4.9743611806157965e-10,1.906534187768948e-07,0.0077432061975423799,0.0024972731158061272,0.00016797779555593193,7.1065828228632524e-10,1.7582774417435485e-08,2.7801926141477144e-11,5.7133681108744499e-07,5.7330392653541044e-05,6.5084291757076525e-08,5.7372733192263439e-05,3.0151144950175386e-07,8.8065869428052051e-09,3.4902059971321322e-09,4.1615151572581963e-12,3.2490002505269454e-15
2.76982199042122e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44177632523326099,0.1080044376623191,0.020999876642545896,1.0893888216743733e-11,3.5881056673780142e-10,0.0029203964127674587,0.0011388205629215802,1.8069107045445959e-05,5.7028162027847762e-14,0.0016892554264879998,5.8975059894016718e-12,0.00039002309628177886,7.5905243464074064e-10,2.055357896543664e-11,8.0557380212985725e-11,3.1665927047147834e-12,5.0217364900560789e-10,1.9355010731616325e-07,0.0077421227601255577,0.0025044731040051432,0.0001683796704191315,7.1442345962225816e-10,1.7626947265027688e-08,2.798307797514645e-11,5.7460967314628938e-07,5.7520290177822158e-05,6.5558064698405351e-08,5.7793680956503513e-05,3.060937697582708e-07,8.8252644588331131e-09,3.5197579691814383e-09,4.2019048255827036e-12,3.2821394508637197e-15
2.783213552155514e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44176922315519301,0.10799117609571175,0.02099149019868345,1.1063187976746893e-11,3.6405527188519921e-10,0.0029415922495196613,0.0011484244256507209,1.8224223147488762e-05,5.8057844802264931e-14,0.0016934767366782566,5.9875678028964489e-12,0.00039013601692948442,7.6570230109289735e-10,2.0915659692934875e-11,8.1261766887073462e-11,3.2054630023304558e-12,5.0692486670956292e-10,1.9647212528215148e-07,0.0077410400415265377,0.0025116415724175311,0.00016878058389333678,7.1818540717425859e-10,1.7670844189311447e-08,2.8164747493146767e-11,5.7788869090975537e-07,5.771022057694898e-05,6.603273579644737e-08,5.8215334141418864e-05,3.1071617362516083e-07,8.8437856996698135e-09,3.5493842703058945e-09,4.2424739929989142e-12,3.3154193585829173e-15
2.7966051138898083e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44176215193516238,0.1079779160323675,0.020983107373007227,1.1234189871282493e-11,3.6934701990762945e-10,0.0029628233159084381,0.0011580524120491844,1.837940693162535e-05,5.9100905724305189e-14,0.0016976713974261072,6.0782943475190616e-12,0.00039024842966211122,7.72356865081721e-10,2.128177026092288e-11,8.1968157253973831e-11,3.2445615693253663e-12,5.116896486628915e-10,1.9941948836068825e-07,0.0077399580389078187,0.002518778680065037,0.00016918054301406885,7.2194410062546017e-10,1.7714466930558474e-08,2.8346935937524731e-11,5.8117386494556267e-07,5.7900184520852785e-05,6.6508299352325606e-08,5.8637688036581086e-05,3.1537868601263779e-07,8.8621517330522701e-09,3.5790844279232135e-09,4.2832223625055509e-12,3.3488393881389808e-15
