Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3OO(77),COX(50),CHOX(53),CO2X(24)
8.503249333640284e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44897321400747781,0.11539125756205282,0.022761453294857372,8.9639212005567451e-18,5.9468604031806056e-16,2.5837264683204057e-06,6.528892676009684e-08,1.4439947048306336e-09,2.8503353447349937e-21,7.5033162893112923e-05,5.68700136064381e-19,6.7060977777729847e-05,4.4806186152733221e-14,1.0801813441056159e-18,6.3076829403538197e-16,4.8221778586363727e-18,2.344096803292904e-14,2.7337685417286723e-13,0.0032017909649607879,0.00012016260225922297,1.0258655240424391e-05,2.0622847813973408e-12,9.1368708564447856e-10,4.2101856650093422e-13,1.0905988076862478e-09,1.8136784260071966e-06,5.373757917769053e-11,3.4830923908226228e-08,4.2044566173880412e-13,4.2458921816097884e-10,2.0464397682259804e-13,2.0646999197620529e-16,1.270117430177868e-19
8.52858890910639e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44896551452140843,0.11538373979570594,0.022761275609520702,9.0892070709241842e-18,6.030100364834057e-16,2.5997699923799879e-06,6.5994604001190342e-08,1.4568645088174172e-09,2.9018155251625072e-21,7.5256553597067655e-05,5.7734424918536829e-19,6.7239895417352323e-05,4.5218460348510987e-14,1.0963917343575186e-18,6.3969207976307131e-16,4.8879267482749457e-18,2.3653354685979251e-14,2.7670854864917676e-13,0.0032090755544054244,0.00012051726428042481,1.030958548179574e-05,2.078636376343074e-12,9.1600694438100489e-10,4.2211579425598888e-13,1.101460603514501e-09,1.8227183102192522e-06,5.4170349442129246e-11,3.5081767881126485e-08,4.2560578232536719e-13,4.2585088223413007e-10,2.0685360958110533e-13,2.0916969560317326e-16,1.2841471819079641e-19
8.579268060038598e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44895014886970863,0.11536873776716049,0.022760920261268962,9.3439353693631508e-18,6.199398037684699e-16,2.6320352844154075e-06,6.7422660707029788e-08,1.4828316102483567e-09,3.0071184586610651e-21,7.5703328773001882e-05,5.9494804951158801e-19,6.7597403762454525e-05,4.605064350026029e-14,1.1293997030967914e-18,6.5783552415211581e-16,5.0215387341889084e-18,2.4082097485141891e-14,2.834635593504172e-13,0.0032236111611984117,0.0001212265267706445,1.041169899311229e-05,2.1115717713793471e-12,9.2064658493534364e-10,4.2431142037592638e-13,1.1234081766738279e-09,1.8408548704005291e-06,5.5042564190728661e-11,3.55866138660447e-08,4.3606893100811255e-13,4.2837411629020051e-10,2.1132507357537136e-13,2.1465014320220756e-16,1.312547670652701e-19
8.629947210970807e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44893482753380726,0.11535378029647717,0.022760564942852436,9.6042804125995428e-18,6.3725057717513924e-16,2.6645391490658336e-06,6.8873169027995698e-08,1.5091034791273702e-09,3.1156083355589069e-21,7.6150095594687583e-05,6.1297899271801861e-19,6.795447696681753e-05,4.6893059810562949e-14,1.1632025446442219e-18,6.7637862827883745e-16,5.1580061010506699e-18,2.4516165315888957e-14,2.9034198094878982e-13,0.0032381021195797221,0.00012193570712974902,1.051414718212637e-05,2.1448172057610542e-12,9.2528612250067918e-10,4.265086292771308e-13,1.1456560259047833e-09,1.8590669634968088e-06,5.5923708679604025e-11,3.6095684251277975e-08,4.4672458428025587e-13,4.3089722464706062e-10,2.1586670201488811e-13,2.2023984454305817e-16,1.3414066449560182e-19
8.731305512835226e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44890431727637198,0.11532399848178371,0.022759854395236895,1.0142183213961453e-17,6.7304092008552852e-16,2.730267015130406e-06,7.184241736500842e-08,1.5625684410183545e-09,3.3424601027316774e-21,7.7043603959998184e-05,6.5035333550622137e-19,6.8667321639127805e-05,4.8608848695193593e-14,1.2332510596555337e-18,7.146888464711606e-16,5.4396837545838121e-18,2.5400432188410509e-14,3.0447509215266958e-13,0.0032669506382497493,0.0001233538211539021,1.0720034616928418e-05,2.2122401882742305e-12,9.3456488659759727e-10,4.3090790177486063e-13,1.191060342909295e-09,1.8957168359643308e-06,5.7712933880359453e-11,3.7126564599770165e-08,4.6862288531918499e-13,4.359430630868623e-10,2.2516318151717655e-13,2.317528013691996e-16,1.4005185473562621e-19
8.815881508689626e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4488789932180916,0.11529928296528029,0.02275926158657942,1.0609026068247934e-17,7.0412918919777413e-16,2.7858522328318624e-06,7.4390712379758151e-08,1.6081293045802371e-09,3.5422053829054306e-21,7.7789144462494088e-05,6.8291635380995072e-19,6.9260813713919078e-05,5.0072443119646095e-14,1.2942647674327947e-18,7.4793513214652964e-16,5.6838580852060072e-18,2.6154935720912367e-14,3.1665934577478103e-13,0.0032908871116447739,0.00012453688016719801,1.0892828244033245e-05,2.2694531165353453e-12,9.4230700815080873e-10,4.3458385088556748e-13,1.2298832902682324e-09,1.9265276526698934e-06,5.9233571149768467e-11,3.7999838267593495e-08,4.8750579372659924e-13,4.401530541358625e-10,2.3314125665936617e-13,2.4170683909630009e-16,1.4512876674365076e-19
8.900457504544026e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44885379085857163,0.11527468977631407,0.022758668860082976,1.1092709417676957e-17,7.3636382648360015e-16,2.8421163985225205e-06,7.7004402408312955e-08,1.6545614489580111e-09,3.7518682375632685e-21,7.853466099990465e-05,7.1677182107318567e-19,6.9853105794386215e-05,5.1565372755707443e-14,1.3576854133199389e-18,7.8237703902247724e-16,5.9365682869991952e-18,2.6924780711354669e-14,3.2920712356156606e-13,0.0033147010060587847,0.00012571970943768207,1.106651157963222e-05,2.3275356374730903e-12,9.5004883615738566e-10,4.3826455799758232e-13,1.269567593683623e-09,1.9575458525368416e-06,6.0779552714392024e-11,3.8885096226399179e-08,5.0695597181656117e-13,4.4436269129145594e-10,2.4132366373982112e-13,2.5198413780696644e-16,1.5033941624584296e-19
8.985033500398426e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4488287095879388,0.11525021828862292,0.022758076215417637,1.1593674652855682e-17,7.6977630459539475e-16,2.8990647938602543e-06,7.9684522311990546e-08,1.7018728981758214e-09,3.9718423343024715e-21,7.9280153324106205e-05,7.5195786771298298e-19,7.0444202079185015e-05,5.3087936424914755e-14,1.423584801906101e-18,8.1804488636473152e-16,6.1980290321880796e-18,2.771015214572809e-14,3.4212564571043081e-13,0.0033383929480177662,0.00012690230859019403,1.1241069332318877e-05,2.3864896754947482e-12,9.5779036821886968e-10,4.4195015095990547e-13,1.3101220292409455e-09,1.9887703598742016e-06,6.2351045695526946e-11,3.9782419036178554e-08,5.2698476391426222e-13,4.485719731983543e-10,2.4971362310701552e-13,2.6259158439031766e-16,1.556859871461008e-19
9.069609496252826e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44880374879961255,0.11522586787915455,0.022757483652255155,1.2112370331504448e-17,8.0439863211646763e-16,2.9567027491858353e-06,8.2432112429399358e-08,1.7500716696246523e-09,4.2025330229244939e-21,8.0025621187670455e-05,7.8851336702378772e-19,7.1034106737500807e-05,5.4640433099342603e-14,1.4920362365163082e-18,8.5496942795127456e-16,6.4684582752735679e-18,2.8511236285936344e-14,3.5542220529408458e-13,0.0033619635608372221,0.00012808467724070871,1.1416486141584511e-05,2.4463170163397457e-12,9.6553160193778367e-10,4.4564075905197102e-13,1.3515552704303362e-09,2.0202000937136439e-06,6.3948215905971291e-11,4.0691888445227968e-08,5.4760362963175218e-13,4.5278089850513165e-10,2.5831437188765387e-13,2.735361175487212e-16,1.6117067515284865e-19
9.154185492107226e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44877890789028507,0.11520163792804974,0.022756891170268974,1.2649252216796371e-17,8.4026335451620281e-16,3.0150356419485803e-06,8.5248218504173234e-08,1.7991657740560029e-09,4.4443575555979862e-21,8.0771064343848869e-05,8.2647794228173284e-19,7.1622823909085474e-05,5.6223161899144554e-14,1.563114538994227e-18,8.931818525729234e-16,6.7480772683904896e-18,2.9328220678377772e-14,3.6910416829638347e-13,0.0033854134646387388,0.00012926681499642726,1.1592746580932713e-05,2.5070193070675252e-12,9.7327253491745948e-10,4.4933651294482328e-13,1.3938758852274392e-09,2.0518339678834461e-06,6.5571227842730694e-11,4.1613587379915144e-08,5.6882414392533691e-13,4.5698946586414792e-10,2.6712916376122952e-13,2.8482472628427413e-16,1.667956875989671e-19
9.238761487961626e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44875418625990166,0.115177527818626,0.022756298769134216,1.3204783315003331e-17,8.7740355489370895e-16,3.0740688951037097e-06,8.8133891612498605e-08,1.8491632155756048e-09,4.6977453082874719e-21,8.1516482546557193e-05,8.658919738435199e-19,7.2210357704297797e-05,5.7836422090106757e-14,1.6368960696722712e-18,9.327137844698082e-16,7.0371105763915594e-18,3.0161294162030687e-14,3.8317897364747726e-13,0.0034087432763664511,0.00013044872145586867,1.1769835161049885e-05,2.5685980561239681e-12,9.8101316476185661e-10,4.5303754466001454e-13,1.4370923332489627e-09,2.0836708910825883e-06,6.7220244676012929e-11,4.254759993324717e-08,5.9065799715186406e-13,4.6119767393148397e-10,2.7616126873401637e-13,2.9646444845280112e-16,1.7256324324875086e-19
9.323337483816026e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44872958331164081,0.11515353693736116,0.022755706448527667,1.3779433912609341e-17,9.1585285455378868e-16,3.1338079754903272e-06,9.109018809049398e-08,1.9000719916371571e-09,4.9631380027122685e-21,8.2261875550360163e-05,9.0679660624101148e-19,7.2796712204145742e-05,5.9480513081212654e-14,1.7134587474831434e-18,9.7359728371492446e-16,7.3357860917258077e-18,3.1010646876158773e-14,3.9765413325843056e-13,0.0034319536098034258,0.00013163039620896094,1.1947736333013889e-05,2.6310546334400057e-12,9.8875348907568146e-10,4.5674398752899808e-13,1.4812129629416646e-09,2.1157097669549708e-06,6.8895428245622714e-11,4.3494011352581163e-08,6.1311699512418651e-13,4.6540552136682435e-10,2.8541397291270046e-13,3.0846236908724706e-16,1.7847557211656656e-19
9.407913479670426e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44870509845189455,0.11512966467387713,0.022755114208127768,1.4373681612778062e-17,9.5564541337937865e-16,3.1942583921846137e-06,9.4118169461405647e-08,1.9519000930360887e-09,5.2409899292605523e-21,8.3007243110456408e-05,9.4923375527050067e-19,7.3381891460332129e-05,6.1155734422218513e-14,1.7928820702482903e-18,1.0158648465369484e-15,7.6443350490582984e-18,3.1876470267538431e-14,4.1253723205518656e-13,0.0034550450755879568,0.0001328118388371328,1.2126434491551535e-05,2.6943902705453351e-12,9.9649350546428215e-10,4.6045597615113263e-13,1.5262460087932748e-09,2.1479494941637899e-06,7.0596939057477954e-11,4.4452908026257623e-08,6.3621305916559186e-13,4.6961300683336656e-10,2.9489057827747477e-13,3.208256187481358e-16,1.8453491530262324e-19
9.492489475524826e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44868073109024903,0.1151059104209237,0.022754522047614609,1.4988011371242715e-17,9.9681593002471288e-16,3.2554256948338485e-06,9.7218902362667063e-08,2.0046555039033452e-09,5.5317681703918675e-21,8.375258498266289e-05,9.9324611507726019e-19,7.3965899495302651e-05,6.2862385801239562e-14,1.8752471351167561e-18,1.0595494055882677e-15,7.9629920396704521e-18,3.2758957097273803e-14,4.2783592801198851e-13,0.0034780182812297802,0.00013399304891340501,1.230591397833359e-05,2.7586060607859253e-12,1.0042332115332715e-09,4.6417364634760704e-13,1.5721995886475841e-09,2.1803889664659684e-06,7.2324936268809422e-11,4.5424377469361862e-08,6.599582261633502e-13,4.7382012899777968e-10,3.0459440245475791e-13,3.3356137211833405e-16,1.9074352478396134e-19
9.577065471379226e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44865648063946445,0.11508227357436236,0.022753929966669917,1.5622915531544376e-17,1.039399641909819e-15,3.3173154719687883e-06,1.0039345847279103e-07,2.0583462016992003e-09,5.8359528247132171e-21,8.4497900923400133e-05,1.0388771652347671e-18,7.4548740302296819e-05,6.4600767042346285e-14,1.9606366591734273e-18,1.1046843301548826e-15,8.2919950256119836e-18,3.3658301447143345e-14,4.4355795218417824e-13,0.003500873831126195,0.00013517402600248207,1.24861590853121e-05,2.8237029595966109e-12,1.0119726048887077e-09,4.6789713511692317e-13,1.6190817010746467e-09,2.2130270727866892e-06,7.4079577683218124e-11,4.6408508308510361e-08,6.843646486212763e-13,4.7802688653009629e-10,3.1452877848952258e-13,3.4667684623432747e-16,1.9710366320558135e-19
9.661641467233626e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44863234651545603,0.11505875353315041,0.022753337964977059,1.6278893859714074e-17,1.0834323250301387e-15,3.3799333492980563e-06,1.0364291443812118e-07,2.1129801572070852e-09,6.1540372313888879e-21,8.5243190689677058e-05,1.086171177818904e-18,7.5130417845401814e-05,6.6371178103170803e-14,2.0491350002013644e-18,1.1513034263112093e-15,8.631585353626905e-18,3.4574698725514912e-14,4.5971110874042787e-13,0.0035236123265781098,0.00013635476966084362,1.2667154058092834e-05,2.8896817847273234e-12,1.0197116831372409e-09,4.71626580591216e-13,1.6669002227116298e-09,2.2458626972940963e-06,7.5861019755583371e-11,4.7405390265786847e-08,7.0944459471140478e-13,4.822332781035856e-10,3.2469705461723543e-13,3.6017929864006695e-16,2.036176037683131e-19
9.746217463088026e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44860832813727392,0.11503534969932483,0.022752746042221002,1.6956453578322759e-17,1.1289502935702652e-15,3.4432849879835442e-06,1.069683517994537e-07,2.1685653345274463e-09,6.4865281950382674e-21,8.598845403907598e-05,1.1351732244767491e-18,7.5710936059609048e-05,6.8173919072523501e-14,2.1408281776088219e-18,1.1994409370180617e-15,8.9820077688369685e-18,3.5508345672795756e-14,4.7630327499437187e-13,0.0035462343658060006,0.00013753527943683602,1.2848883099344515e-05,2.956543216593021e-12,1.0274504438854393e-09,4.7536212198499434e-13,1.7156629057337601e-09,2.278894719474025e-06,7.7669417573506893e-11,4.8415114141779654e-08,7.3521044832471087e-13,4.8643930239473121e-10,3.3510259403537361e-13,3.7407602610302558e-16,2.1028763002089272e-19
9.830793458942426e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44858442492708434,0.11501206147798659,0.022752154198088338,1.7656109399874274e-17,1.175990399330388e-15,3.5073760828992567e-06,1.1037085691852916e-07,2.2251096910716088e-09,6.8339462109220572e-21,8.6733690729737917e-05,1.1859291834900899e-18,7.6290298850873711e-05,7.0009290168019104e-14,2.2358038935123413e-18,1.249131542165208e-15,9.343510428194751e-18,3.6459440366436874e-14,4.9334240143567603e-13,0.003568740543965786,0.00013871555487076414,1.3031330372239947e-05,3.0242877987622775e-12,1.0351888847398373e-09,4.7910389954549392e-13,1.7653773754573862e-09,2.3121220142047277e-06,7.9504924843695929e-11,4.9437771797796595e-08,7.6167470912092279e-13,4.9064495808316221e-10,3.4574877467469105e-13,3.8837436276998502e-16,2.171160355343084e-19
9.915369454796826e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4485606363101497,0.11498888827728485,0.022751562432267263,1.8378383559635245e-17,1.2245900309585564e-15,3.5722123608734852e-06,1.1385152090437712e-07,2.2826211775556796e-09,7.1968256902951335e-21,8.7478900520347722e-05,1.238485746833385e-18,7.6868510096177317e-05,7.1877591733712413e-14,2.3341515539816166e-18,1.300410358558043e-15,9.7163449136968844e-18,3.742818222547135e-14,5.1083651176051313e-13,0.0035911314531646191,0.00013989559549498263,1.3214480003929436e-05,3.0929159382936275e-12,1.0429270033076429e-09,4.8285205450986986e-13,1.8160511278175824e-09,2.3455434518318423e-06,8.1367693911559852e-11,5.0473456137241252e-08,7.8884999257740384e-13,4.9485024385147715e-10,3.5663898897014648e-13,4.0308167799766876e-16,2.2410512389050819e-19
9.999945450651226e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44853696171480945,0.11496582950840116,0.022750970744447561,1.9123805847900376e-17,1.2747871129924073e-15,3.637799578916189e-06,1.1741143953956689e-07,2.3411077379944508e-09,7.5757151859255935e-21,8.8224083170119271e-05,1.2928904272262275e-18,7.7445573643592901e-05,7.3779124237743361e-14,2.435962290440809e-18,1.3533129398492624e-15,1.0100766245364462e-17,3.8414772014597085e-14,5.2879370290146669e-13,0.0036134076824765938,0.00014107540083398786,1.339831608904246e-05,3.1624279061528326e-12,1.0506647971958154e-09,4.8660672904934537e-13,1.8676915269502825e-09,2.3791578982433974e-06,8.3257875745189061e-11,5.1522261086204135e-08,8.1674903003713206e-13,4.9905515838520808e-10,3.6777664363142449e-13,4.1820537539254625e-16,2.3125720860968987e-19
1.0084521446505626e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4485134005724607,0.11494288458553396,0.022750379134320591,1.989291364147835e-17,1.3266201047093535e-15,3.7041435224319702e-06,1.2105171320635449e-07,2.4005773096953318e-09,7.9711776177906004e-21,8.8969238438781165e-05,1.3491915651801065e-18,7.8021493312353604e-05,7.5714188269991081e-14,2.5413289812290203e-18,1.4078752764151352e-15,1.0497032893985448e-17,3.9419411847791651e-14,5.4722214505685771e-13,0.0036355698179583802,0.00014225497040450911,1.3582822693216506e-05,3.2328238379793392e-12,1.0584022640104687e-09,4.903680662108687e-13,1.9203058030996863e-09,2.4129642149446154e-06,8.5175619897793707e-11,5.2584281573271048e-08,8.4538466875575517e-13,5.0325970037283159e-10,3.7916515941323915e-13,4.3375289088916291e-16,2.3857461248936669e-19
1.0169097442360026e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44848995231753924,0.11492005292588296,0.022749787601579315,2.0686251934622542e-17,1.380127998787945e-15,3.771250003420209e-06,1.2477344681268246e-07,2.4610378232522887e-09,8.3837904984540954e-21,8.9714366086561973e-05,1.4074383360394588e-18,7.8596272892923852e-05,7.7683084539737019e-14,2.6503462733164594e-18,1.4641337951772396e-15,1.0905406793623059e-17,4.044230519146504e-14,5.6613008171950545e-13,0.0036576184426647639,0.00014343430371560067,1.376798385665044e-05,3.3041037345833367e-12,1.0661394013584847e-09,4.941362098789831e-13,1.9739010502849367e-09,2.4469612591330361e-06,8.712107454507275e-11,5.3659613508589026e-08,8.7476987194774488e-13,5.0746386850556049e-10,3.9080797088547526e-13,4.4973168986136145e-16,2.4605966763319323e-19
1.0253673438214426e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44846661638749963,0.11489733394963378,0.022749196145918225,2.1504373369561067e-17,1.4353503197754086e-15,3.8391248586630392e-06,1.2857774971810036e-07,2.5224972025398108e-09,8.8141461584518394e-21,9.0459465874175875e-05,1.4676807570168643e-18,7.9169916147073745e-05,7.9686113873336673e-14,2.763110604177375e-18,1.522125359369966e-15,1.1326153353887193e-17,4.1483656867142351e-14,5.8552582970490966e-13,0.003679554136664113,0.00014461340026873272,1.3953783597680868e-05,3.376267462281829e-12,1.0738762068468393e-09,4.9791130471869976e-13,2.0284842238707609e-09,2.4811478837738446e-06,8.9094386493172252e-11,5.4748353762200743e-08,9.0491771883164283e-13,5.1166766147722595e-10,4.0270852620289218e-13,4.6614926707037208e-16,2.5371471599326012e-19
1.0338249434068826e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44844339222279705,0.11487472707994247,0.022748604767033408,2.2347838266092746e-17,1.4923271223676197e-15,3.9077739479024972e-06,1.3246573565964222e-07,2.5849633647068804e-09,9.2628519718403091e-21,9.1204537562808452e-05,1.5299696942223291e-18,7.9742426807956541e-05,8.1723577211899977e-14,2.8797202238173371e-18,1.5818872682533989e-15,1.1759541471971158e-17,4.254367305367957e-14,6.0541777917886908e-13,0.0037013774770537629,0.00014579225955788357,1.4140205916377909e-05,3.4493147539883469e-12,1.0816126780804386e-09,5.0169349610012892e-13,2.084062138842436e-09,2.5155229376746516e-06,9.1095701094040646e-11,5.585060014167972e-08,9.3584140467440832e-13,5.1587107798439644e-10,4.1487028687458607e-13,4.8301314483535098e-16,2.6154210805198969e-19
1.0422825429923226e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44842027926686789,0.11485223174292038,0.02274801346462246,2.32172146504446e-17,1.5510989895041744e-15,3.9772031520077353e-06,1.3643852267754217e-07,2.648444220170964e-09,9.7305305807070819e-21,9.1949580914102259e-05,1.5943568696865442e-18,8.0313808580188945e-05,8.3795775608980061e-14,3.0002752169549239e-18,1.643457256772075e-15,1.2205843544452022e-17,4.3622561289007593e-14,6.2581439368453373e-13,0.0037230890379753192,0.0001469708810696307,1.4327234798159541e-05,3.5232452100689049e-12,1.0893488126646218e-09,5.0548293006934807e-13,2.1406414678441559e-09,2.550085265560528e-06,9.3125162286456102e-11,5.6966451369082997e-08,9.6755424083486495e-13,5.200741167262069e-10,4.2729672753351051e-13,5.0033086800586586e-16,2.6954420227097656e-19
1.0507401425777626e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44839727696611009,0.1148298473676188,0.022747422238384569,2.4113078284160061e-17,1.6117070302702263e-15,4.0474183711335223e-06,1.4049723304085612e-07,2.7129476726120089e-09,1.0217820119415874e-20,9.2694595690142941e-05,1.6608948683780452e-18,8.0884065139934672e-05,8.5903010228270073e-14,3.1248775253558488e-18,1.7068734951610817e-15,1.2665335478855981e-17,4.4720530471406064e-14,6.4672421016889296e-13,0.0037446893906298803,0.00014814926428324235,1.4514854217422434e-05,3.5980582983410848e-12,1.0970846082061653e-09,5.0927975330097489e-13,2.1982287385100872e-09,2.5848337081498224e-06,9.5182912676508425e-11,5.8096007057249275e-08,1.0000696548062516e-12,5.2427677640407496e-10,4.3999133570562416e-13,5.1811000612590227e-16,2.777233674255776e-19
1.0591977421632026e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44837438476986496,0.1148075733860139,0.022746831088020406,2.5036012691967464e-17,1.6741928776100642e-15,4.1184255228710271e-06,1.4464299317313937e-07,2.7784816189664671e-09,1.0725374439805846e-20,9.343958165344493e-05,1.7296371452141695e-18,8.1453200134990836e-05,8.8045582341308169e-14,3.2536309703189398e-18,1.7721745884982178e-15,1.3138296704987837e-17,4.5837790860304602e-14,6.6815583900869996e-13,0.0037661791032931866,0.00014932740867076909,1.4703048141185297e-05,3.6737533553813096e-12,1.1048200623084022e-09,5.1308411298859931e-13,2.2568303320452748e-09,2.6197671022289049e-06,9.7269093386789645e-11,5.9239367685462345e-08,1.0334011902578851e-12,5.2847905572188988e-10,4.5295761157860143e-13,5.3635815323976441e-16,2.8608198072381404e-19
1.0676553417486426e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44835160213039854,0.11478540923299171,0.022746240013232191,2.5986609188227861e-17,1.7385986858686115e-15,4.1902305403920623e-06,1.4887693357796606e-07,2.8450539494213092e-09,1.1253863333826423e-20,9.4184538566937688e-05,1.8006380320657381e-18,8.2021217184877768e-05,9.0223793325190236e-14,3.3866412753121992e-18,1.8393995762019601e-15,1.3625010186025395e-17,4.6974554076612184e-14,6.9011796403583693e-13,0.0037875587413306786,0.00015050531369713502,1.4891800532743283e-05,3.7503295882442388e-12,1.1125551725733886e-09,5.1689615682522127e-13,2.3164524820975163e-09,2.6548842807266424e-06,9.9383844040720298e-11,6.0396634574505487e-08,1.0675625070759321e-12,5.3268095338602316e-10,4.6619906777083428e-13,5.5508291644900822e-16,2.9462242438633793e-19
1.0761129413340826e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44832892850288181,0.11476335434633307,0.022745649013723664,2.6965466904147545e-17,1.8049671281407779e-15,4.2628393705878421e-06,1.5320018876426104e-07,2.9126725474080651e-09,1.1803972754866223e-20,9.4929466193951863e-05,1.8739527447553524e-18,8.2588119880931478e-05,9.2437944660290284e-14,3.5240160887579527e-18,1.9085879314786875e-15,1.4125762429378448e-17,4.8131033102573756e-14,7.1261934256212226e-13,0.00380882886721249,0.0001516829788202292,1.5081095355333604e-05,3.8277860738415848e-12,1.1202899366073111e-09,5.2071603299598991e-13,2.3771012715728249e-09,2.6901840727908767e-06,1.0152730299708718e-10,6.1567909861128197e-08,1.1025673814032931e-12,5.3688246810482443e-10,4.797192291003496e-13,5.7429192169937359e-16,3.0334709168250003e-19
1.0845705409195226e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44830636334537299,0.1147414081666987,0.022745058089200052,2.7973192814495448e-17,1.8733413934245974e-15,4.3362579722034055e-06,1.5761389717182645e-07,2.9813452895968671e-09,1.2376405043318629e-20,9.5674364298205418e-05,1.9496373900492413e-18,8.3153911786399578e-05,9.4688337927988429e-14,3.6658650069653653e-18,1.9797795607176537e-15,1.4640843497312785e-17,4.930744228115452e-14,7.3566880540356144e-13,0.0038299900405283512,0.00015286040349099677,1.5270916575806469e-05,3.9061217598792884e-12,1.128024352012567e-09,5.245438900033424e-13,2.4387826310413849e-09,2.7256653038635518e-06,1.0369960715891535e-10,6.2753296471949428e-08,1.1384297056786085e-12,5.4108359858872882e-10,4.9352163235291836e-13,5.9399282229681753e-16,3.1225838699111863e-19
1.0930281405049626e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44828390611879815,0.11471957013761468,0.022744467239368103,2.9010401761158858e-17,1.9437651836234299e-15,4.4104923139687608e-06,1.6211920109680428e-07,3.0510800458905074e-09,1.2971879147054251e-20,9.6419232643790096e-05,2.0277489726425453e-18,8.3718596436540023e-05,9.6975274808406139e-14,3.8122995972090271e-18,2.0530148028300931e-15,1.5170547017339025e-17,5.0503997314952564e-14,7.5927525690404264e-13,0.0038510428180024226,0.00015403758715353054,1.5461248168298425e-05,3.9853354684128137e-12,1.1357584163856877e-09,5.2837987663785997e-13,2.5015023393495215e-09,2.7613267957537285e-06,1.059008917503538e-10,6.3952898096819338e-08,1.1751634886743808e-12,5.4528434355062532e-10,5.0760982605048858e-13,6.1419327121190002e-16,3.2135871371709777e-19
1.1014857400904026e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44826155628693309,0.1146978397054572,0.022743876463936042,3.007771647808395e-17,2.0162827103695427e-15,4.4855483727279285e-06,1.6671724661671507e-07,3.121884679418493e-09,1.3591130835380037e-20,9.7164070995157974e-05,2.1083454021379686e-18,8.4282177338722988e-05,9.9299057078148704e-14,3.9634334209518832e-18,2.1283344285393881e-15,1.5715170192366786e-17,5.1720915264640183e-14,7.8344767495847853e-13,0.003871987753508048,0.00015521452924516184,1.5652074117912276e-05,4.065425894696187e-12,1.1434921273308219e-09,5.3222414208732466e-13,2.5652660199320726e-09,2.7971673667146219e-06,1.0813129079282424e-10,6.5166819161663658e-08,1.2127828555342222e-12,5.494847017052197e-10,5.2198737022022839e-13,6.3490092659582464e-16,3.3065048468906417e-19
1.1099433396758426e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44823931331638478,0.11467621631943846,0.022743285762613585,3.1175767618154779e-17,2.090938691621085e-15,4.5614321315669664e-06,1.7140918351581167e-07,3.1937670465311194e-09,1.423491292694304e-20,9.790887911710779e-05,2.1914855000177016e-18,8.4844657972535969e-05,1.0165998660805478e-13,4.1193820572108931e-18,2.2057796396235057e-15,1.6275013810624155e-17,5.2958414546934713e-14,8.0819511103539941e-13,0.0038928253980824272,0.00015639122919655144,1.5843378424396691e-05,4.1463916060580828e-12,1.1512254824517444e-09,5.3607683565299159e-13,2.6300791375728568e-09,2.8331858315204363e-06,1.1039093703706874e-10,6.6395164800832666e-08,1.2513020478092262e-12,5.5368467176875256e-10,5.3665783616237607e-13,6.5612349173448914e-16,3.4013613415764325e-19
