Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),C2H4(47),H2X(49),H2OX(23),C2H6X(52),C2H4X(205),CH2X(27),CHX(28),CX(26),OCX(25),COX(50),C2H4X(65),CH4OX(60),C3H7(36),C2H3(46),C2H2(244),C2H2(264),C2H2X(266),C4H6(280)
4.090883469429842e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4444268106312661,0.11100686641423899,0.022538244333763675,0.0,3.3587511742007586e-07,6.1640122861588863e-05,3.602641990964778e-07,1.705580565438085e-07,3.1667425788433876e-19,0.00038962997506362533,1.8301636508205963e-15,0.00022503995769288499,6.2187231611513125e-12,2.9502882632207952e-10,1.417972845813416e-14,1.3621906620809516e-16,2.5016220711343351e-07,1.7636089389633657e-10,0.0072724833165621833,0.00056564075007148481,4.0872194905010653e-05,5.49847881129134e-08,2.1843699710198695e-09,1.0726620454403067e-08,2.7738196622540913e-10,1.1338066535893805e-06,1.7288902339443215e-11,4.4067293202544837e-10,5.2030265534607923e-12,9.0883222299053139e-11,7.037377886297655e-08,1.994601860438721e-07,2.9192035221341018e-15,1.1197928277096181e-12,4.9945472720618996e-17,3.2796233883338138e-15,8.7992311234474167e-18,5.7531030265021955e-16,4.9037277889962862e-14,9.5477271880992725e-18,1.9250937002235263e-16,7.8956617509219816e-31
4.10857316702311e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44441729836068367,0.11099808385788418,0.022537040858281163,0.0,3.4123315586737408e-07,6.2180286322137106e-05,3.6471967754733103e-07,1.727895896969355e-07,3.2334050131710946e-19,0.00039140325866450704,1.8709073164058645e-15,0.00022561587534455877,6.3031151270634314e-12,3.0141179681588316e-10,1.439519123315528e-14,1.385819201976545e-16,2.5317559786233879e-07,1.795180052486706e-10,0.0072794827424829851,0.00056803446901312676,4.0979602645572282e-05,5.5363591172278346e-08,2.1941957275502293e-09,1.0773559226288041e-08,2.8235487687379551e-10,1.144255916240274e-06,1.7552966868735352e-11,4.4656062952164277e-10,5.3138082473773675e-12,9.1568480647553989e-11,7.0729965353063493e-08,1.9994001276795394e-07,2.943049134992291e-15,1.1336195726495921e-12,5.0838481786228681e-17,3.3505147153984769e-15,8.9976246346285723e-18,5.8639763020116087e-16,5.0198281863779729e-14,9.7737912480431207e-18,1.9721246485675213e-16,8.2275040561666974e-31
4.126262864616377e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44440786319291259,0.11098937681720984,0.022535837498452883,0.0,3.4664296869227342e-07,6.2722230509595569e-05,3.6920466300430216e-07,1.750404684233384e-07,3.3011148860727427e-19,0.00039317708799781111,1.9123752506538752e-15,0.00022618938939039204,6.3882785344522582e-12,3.0789933110982379e-10,1.4612634055186821e-14,1.4097342371656337e-16,2.5620746265140486e-07,1.8271767890615383e-10,0.007286406045555833,0.00057042785650497575,4.1086330973583039e-05,5.5742668994201247e-08,2.2040234937176173e-09,1.0820511672936218e-08,2.8739492993842681e-10,1.1547429453814161e-06,1.7819469509295087e-11,4.5250048799970714e-10,5.4264388734375352e-12,9.2252024482749491e-11,7.1084055188753633e-08,2.0041472539139661e-07,2.9669452670316189e-15,1.1475376697159953e-12,5.1743514756509835e-17,3.4225661826985218e-15,9.1996116105773091e-18,5.9764894652126782e-16,5.1381595212407843e-14,1.0004199505603709e-17,2.0200893780909978e-16,8.5717726758303964e-31
4.143952562209645e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44439850430904565,0.11098074448524387,0.022534634253851205,0.0,3.5210470406910788e-07,6.3265945133646203e-05,3.7371912805704772e-07,1.7731077414813539e-07,3.3698825925113446e-19,0.00039495146039034373,1.9545770670869138e-15,0.00022676050921212535,6.4742169428739466e-12,3.144925697977944e-10,1.483206004586277e-14,1.4339375908825728e-16,2.592577866712937e-07,1.8596030034893985e-10,0.0072932540352532707,0.00057282091329503544,4.1192388760457882e-05,5.6122021808001108e-08,2.2138532541555614e-09,1.0867477726283468e-08,2.9250273446212742e-10,1.1652675219174416e-06,1.8088417012031868e-11,4.5849273257573243e-10,5.5409406862831446e-12,9.2933835110967565e-11,7.1436051856984689e-08,2.0088435422069385e-07,2.9908914851456739e-15,1.1615470330277088e-12,5.2660680400282675e-17,3.495790430242504e-15,9.4052412389337484e-18,6.0906592998653621e-16,5.258754678502369e-14,1.0239015999674425e-17,2.0690021389105916e-16,8.928876200900244e-31
4.1616422598029126e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44438922089890803,0.11097218606362391,0.022533431124053,0.0,3.5761850979694152e-07,6.3811419976444439e-05,3.7826304453105676e-07,1.7960058823967775e-07,3.4397185575229814e-19,0.00039672637317325133,1.997522462610587e-15,0.00022732924416072375,6.5609339098870013e-12,3.2119265931523752e-10,1.5053472232653884e-14,1.4584310838483612e-16,2.6232655514758463e-07,1.8924625680296483e-10,0.0073000275124338173,0.00057521364012330081,4.1297784765424968e-05,5.6501649895974613e-08,2.2236849935248966e-09,1.0914457318322672e-08,2.976789022510155e-10,1.1758294280773003e-06,1.835981611675966e-11,4.6453758821587864e-10,5.6573361011747919e-12,9.3613894747697732e-11,7.1785959230536549e-08,2.0134892996802193e-07,3.0148873647073058e-15,1.1756475743474999e-12,5.359008797835895e-17,3.5702001626740952e-15,9.6145631609326775e-18,6.2065026809082466e-16,5.3816468781072914e-14,1.0478305421607543e-17,2.1188773319859524e-16,9.2992347933385874e-31
4.17933195739618e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44438001216096484,0.11096370076250557,0.022532228108639606,0.0,3.6318453331777535e-07,6.4358644892631913e-05,3.8283638350859957e-07,1.8190999200910046e-07,3.5106332358057789e-19,0.00039850182368206868,2.0412212178216922e-15,0.00022789560355640872,6.648432991019033e-12,3.2800075193340527e-10,1.5276873549805238e-14,1.4832165342228468e-16,2.6541375334390628e-07,1.9257593723876945e-10,0.0073067272694337243,0.0005776060377218179,4.1402527635458106e-05,5.6881553590014265e-08,2.2335186965140309e-09,1.0961450381106147e-08,3.0292404787264777e-10,1.1864284474266502e-06,1.8633673552816383e-11,4.7063527973502996e-10,5.7756476942783705e-12,9.429218649848742e-11,7.2133781557547992e-08,2.0180848373913803e-07,3.0389324895703179e-15,1.1898392031467217e-12,5.4531847243199652e-17,3.6458081492080518e-15,9.827627473463822e-18,6.324036574422476e-16,5.5068696768303575e-14,1.0722133118726426e-17,2.1697295099720808e-16,9.6832804607666288e-31
4.197021654989448e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44437087730223102,0.11095528780047158,0.022531025207196818,0.0,3.6880292173407886e-07,6.4907609809310165e-05,3.8743911534958315e-07,1.8423906670987472e-07,3.5826371113120766e-19,0.00040027780925676662,2.0856831973149267e-15,0.00022845959668868875,6.7367177397337624e-12,3.3491800575368042e-10,1.5502266839286184e-14,1.5082957575582985e-16,2.6851936656485573e-07,1.9594973237030395e-10,0.0073133540901577625,0.00057999810681474235,4.1506625905292702e-05,5.7261733268340644e-08,2.2433543478392143e-09,1.1008456846748074e-08,3.0823878865413847e-10,1.1970643648790318e-06,1.8909996039655863e-11,4.7678603179545731e-10,5.8958982029484798e-12,9.4968694340011859e-11,7.2479523451185137e-08,2.0226304702124679e-07,3.0630264520673609e-15,1.2041218266697276e-12,5.5486068438568015e-17,3.7226272235668638e-15,1.004448473112931e-17,6.4432780375942005e-16,5.6344569700790802e-14,1.0970565097836051e-17,2.2215733780713632e-16,1.0081457336394999e-30
4.2147113525827154e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44436181553818094,0.11094694640444187,0.0225298224193148,0.0,3.7447382182566568e-07,6.5458304725976639e-05,3.9207120971230503e-07,1.8658789353736322e-07,3.6557406968438714e-19,0.00040205432724179833,2.1309183499884261e-15,0.00022902123281638782,6.8257917073982779e-12,3.4194558470195547e-10,1.5729654851751858e-14,1.5336705667543414e-16,2.7164338015871385e-07,1.9936803465371902e-10,0.0073199087501690232,0.0005823898481183968,4.1610087997521382e-05,5.7642189352347314e-08,2.2531919322447943e-09,1.1055476647426804e-08,3.1362374468025497e-10,1.2077369667058732e-06,1.9188790287412915e-11,4.8299006890548558e-10,6.0181105260087536e-12,9.5643403101332726e-11,7.2823189879461075e-08,2.0271265167084332e-07,3.0871688530039561e-15,1.2184953499979705e-12,5.6452862299178163e-17,3.8006702839180089e-15,1.0265185948298351e-17,6.5642442186755889e-16,5.7644429936952449e-14,1.1223668028731793e-17,2.2744237948852839e-16,1.0494221964276568e-30
4.232401050175983e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44435282609265908,0.11093867580958482,0.022528619744588047,0.0,3.8019738006592315e-07,6.6010719714425128e-05,3.9673263557409919e-07,1.8895655362837648e-07,3.7299545336516018e-19,0.00040383137498614603,2.1769367093481307e-15,0.00022958052116767215,6.9156584432505301e-12,3.4908465852306739e-10,1.5959040247515889e-14,1.5593427720142477e-16,2.7478577951996243e-07,2.0283123828614053e-10,0.0073263920167777937,0.0005847812623413298,4.1712922222765537e-05,5.8022922303555973e-08,2.2630314345034717e-09,1.1102509715387145e-08,3.1907953879148785e-10,1.2184460405453651e-06,1.9470062997442441e-11,4.8924761541816861e-10,6.1423077240290558e-12,9.6316298445345426e-11,7.316478615520616e-08,2.0315732990153957e-07,3.1113593016488462e-15,1.2329596761137658e-12,5.74323400503392e-17,3.8799502928118002e-15,1.0489782601159094e-17,6.6869523569444399e-16,5.8968623257555679e-14,1.1481509247706441e-17,2.3282957732658082e-16,1.0922043589957303e-30
4.250090747769251e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44434390819779268,0.11093047525922917,0.022527417182615351,0.0,3.8597374263741064e-07,6.656484491861189e-05,4.0142336125186622e-07,1.9134512806073204e-07,3.8052891910363427e-19,0.00040560894984336559,2.2237483938109703e-15,0.00023013747094007618,7.0063214943670717e-12,3.5633640277528419e-10,1.6190425597533457e-14,1.5853141808025791e-16,2.7794655009161106e-07,2.0633973920442918e-10,0.0073328046491294516,0.00058717235018437462,4.1815136779918946e-05,5.8403932620679853e-08,2.2728728394165511e-09,1.1149555982942609e-08,3.2460679658209751e-10,1.2291913754102487e-06,1.9753820862833126e-11,4.9555889552996855e-10,6.2685130195996294e-12,9.698736685042688e-11,7.3504317926188434e-08,2.0359711427188356e-07,3.1355974157206485e-15,1.2475147059637013e-12,5.8424613407594915e-17,3.9604802771197875e-15,1.0718326629767517e-17,6.8114197826623489e-16,6.0317498883713791e-14,1.1744156761055305e-17,2.3832044811664149e-16,1.1365404456601863e-30
4.2677804453625183e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44433506109390364,0.11092234400477713,0.02252621473299975,0.0,3.9180305544684352e-07,6.7120670554489899e-05,4.0614335442248071e-07,1.9375369785281544e-07,3.8817552659554755e-19,0.0004073870491716309,2.2713636070068697e-15,0.0002306920913005265,7.0977844056310552e-12,3.6370199882484132e-10,1.6423813384394283e-14,1.6115865978041703e-16,2.8112567736734106e-07,2.0989393508392485e-10,0.0073391473982914379,0.00058956311234070464,4.1916739756459976e-05,5.8785220836792905e-08,2.2827161318141858e-09,1.1196615382477563e-08,3.3020614639813663e-10,1.2399727616945534e-06,2.004007056889653e-11,5.0192413327944341e-10,6.3967497976021275e-12,9.7656595592285792e-11,7.3841791165383927e-08,2.0403203767317722e-07,3.1598828213709218e-15,1.2621603385216613e-12,5.9429794576358766e-17,4.0422733279736841e-15,1.0950870440093464e-17,6.937663917031498e-16,6.1691409494873492e-14,1.2011679248579468e-17,2.4391652424927654e-16,1.1824800106671029e-30
4.285470142955786e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44432628402942226,0.11091428130561815,0.022525012395348449,0.0,3.9768546413947231e-07,6.767818690981175e-05,4.1089258214306883e-07,1.9618234396314362e-07,3.9593633826319052e-19,0.00040916567033377852,2.3197926380795616e-15,0.00023124439138536555,7.1900507197004582e-12,3.7118263384052461e-10,1.6659206003324916e-14,1.6381618248844446e-16,2.8432314689347304e-07,2.1349422533717682e-10,0.0073454210073392963,0.00059195354949589365,4.2017739128828964e-05,5.9166787516603255e-08,2.292561296555621e-09,1.1243687846449404e-08,3.3587821933544849e-10,1.2507899911793285e-06,2.0328818793632188e-11,5.0834355254593921e-10,6.5270416054776051e-12,9.8323972726024186e-11,7.417721216139537e-08,2.0446213331730204e-07,3.1842151531637022e-15,1.2768964708514571e-12,6.0447996251545173e-17,4.1253426007047845e-15,1.1187466906063817e-17,7.0657022721500578e-16,6.309071124679202e-14,1.2284146067087078e-17,2.4961935379529932e-16,1.2300739689229116e-30
4.3031598405490536e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44431757626080176,0.11090628642904386,0.022523810169272827,0.0,4.0362111411287453e-07,6.823738434390378e-05,4.1567101087115044e-07,1.9863114728992988e-07,4.0381241921668608e-19,0.00041094481069734948,2.369045861986211e-15,0.00023179438030037372,7.2831239769765538e-12,3.7877950078829667e-10,1.689660576319959e-14,1.6650416610510596e-16,2.8753894427076358e-07,2.1714101111265764e-10,0.0073516262114418111,0.0005943436623279723,4.211814276286714e-05,5.9548633253828052e-08,2.3024083185294293e-09,1.12907733073906e-08,3.4162364923764205e-10,1.2616428570374088e-06,2.0620072208169554e-11,5.1481737704828932e-10,6.6594121534914278e-12,9.8989487068410182e-11,7.4510587509019628e-08,2.048874347245584e-07,3.2085940540516085e-15,1.291722998169028e-12,6.1479331617195597e-17,4.2097013147838359e-15,1.1428169371602572e-17,7.1955524509662301e-16,6.4515763789503933e-14,1.2561627253892591e-17,2.5543050059076122e-16,1.2793746272960195e-30
4.320849538142321e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44430893705243396,0.11089835865016384,0.022522608054388379,0.0,4.0961015053017347e-07,6.8798253287412407e-05,4.2047860648463804e-07,2.0110018867065132e-07,4.1180483721563771e-19,0.00041272446763463224,2.4191337397958468e-15,0.00023234206712079128,7.3770077155726324e-12,3.8649379842596401e-10,1.7136014887559315e-14,1.692227902416866e-16,2.9077305515604048e-07,2.2083469529346347e-10,0.0073577637379452073,0.00059673345150748364,4.2217958414314097e-05,5.9930758668667494e-08,2.3122571826537479e-09,1.1337871697910774e-08,3.4744307269404352e-10,1.2725311538372456e-06,2.0913837477187316e-11,5.2134583034351994e-10,6.793885314995145e-12,9.9653128180371937e-11,7.4841924099961606e-08,2.0530797571152739e-07,3.2330191753485337e-15,1.3066398139042129e-12,6.2523914346101043e-17,4.2953627537613487e-15,1.1673031652667971e-17,7.3272321472309169e-16,6.5966930285277239e-14,1.2844193530313981e-17,2.6135154432190031e-16,1.3304357164972009e-30
4.338539235735589e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44430036567656411,0.11089049725182216,0.022521406050314635,0.0,4.1565271833269528e-07,6.9360784242023982e-05,4.2531533430168747e-07,2.0358954888161845e-07,4.1991466263114675e-19,0.000414504638522704,2.4700668189865813e-15,0.00023288746089133923,7.4717054712829388e-12,3.9432673129788261e-10,1.7377435515638343e-14,1.7197223421641761e-16,2.9402546526367925e-07,2.245756824959993e-10,0.0073638343064564796,0.0005991229176975435,4.2317193729360551e-05,6.0313164405377162e-08,2.3221078738764998e-09,1.1384982950698674e-08,3.5333712903762476e-10,1.283454677545848e-06,2.1210121259310917e-11,5.2792913582556092e-10,6.9304851266853138e-12,1.00314886349711e-10,7.5171229113695991e-08,2.057237903789605e-07,3.2574901766990762e-15,1.3216468097620488e-12,6.3581858599419815e-17,4.3823402652082917e-15,1.1922108039286689e-17,7.4607591454490608e-16,6.7444577426558741e-14,1.3131916305167821e-17,2.6738408061004894e-16,1.3833124235468325e-30
4.3562289333288565e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44429186141320909,0.11088270152451489,0.022520204156675161,0.0,4.21748962252082e-07,6.9924967780160281e-05,4.3018115910039297e-07,2.0609930863754664e-07,4.2814296840820745e-19,0.00041628532074347119,2.5218557337416405e-15,0.0002334305706262401,7.5672207775518718e-12,4.0227950972969833e-10,1.7620869703397724e-14,1.7475267705103292e-16,2.9729616036693064e-07,2.2836437906864956e-10,0.0073698386289258221,0.00060151206155389459,4.2415856245253011e-05,6.0695851129934105e-08,2.3319603771756273e-09,1.1432106998524117e-08,3.5930646034290785e-10,1.2944132255308689e-06,2.1508930207488897e-11,5.3456751672396562e-10,7.0692357888592959e-12,1.0097475257404258e-10,7.5498510008472675e-08,2.0613491309970553e-07,3.2820067260446972e-15,1.3367438757835996e-12,6.4653279026291372e-17,4.4706472606571636e-15,1.2175453297584869e-17,7.5961513208296532e-16,6.8949075453908212e-14,1.3424867678262202e-17,2.7352972109649815e-16,1.4380614248370129e-30
4.373918630922124e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44428342355007472,0.11087497076630874,0.02251900237309749,0.0,4.2789902682187207e-07,7.0490794544650177e-05,4.3507604513832175e-07,2.0862954859113001e-07,4.3649083002848335e-19,0.00041806651168370981,2.5745112052441705e-15,0.00023397140530923799,7.6635571654434096e-12,4.1035334982312104e-10,1.7866319424565085e-14,1.7756429746745476e-16,3.0058512629910265e-07,2.3220119309043469e-10,0.0073757774097281707,0.0006039008837249644,4.2513953390947892e-05,6.1078819527796479e-08,2.3418146775593035e-09,1.1479243774239934e-08,3.6535171142384838e-10,1.3054065965618671e-06,2.1810270969348549e-11,5.4126119610263341e-10,7.2101616656680357e-12,1.0163271854396078e-10,7.582377451246865e-08,2.0654137850667485e-07,3.306568499586789e-15,1.351930900406285e-12,6.5738290763445776e-17,4.5602972155434093e-15,1.2433122671816123e-17,7.7334266392344505e-16,7.0480798173921112e-14,1.3723120443887405e-17,2.7979009352731644e-16,1.494740919796735e-30
4.391608328515392e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44427505138247403,0.11086730428276007,0.022517800699213091,0.0,4.3410305638856294e-07,7.105825524837968e-05,4.3999995617188196e-07,2.1118034933261725e-07,4.4495932547346977e-19,0.00041984820873510441,2.6280440419708432e-15,0.00023450997389361857,7.7607181636107758e-12,4.1854947345072732e-10,1.8113786571680324e-14,1.804072738846065e-16,3.0389234895460491e-07,2.3608653436965289e-10,0.0073816513457438948,0.00060628938485192104,4.2611492487811704e-05,6.1462070301753728e-08,2.3516707600661563e-09,1.1526393210783814e-08,3.7147352983169436e-10,1.31643459081079e-06,2.2114150187532026e-11,5.4801039685854151e-10,7.3532872853658067e-12,1.0228877662643768e-10,7.6147030615081607e-08,2.0694322148086286e-07,3.3311751817465944e-15,1.36720777052369e-12,6.6837009434809007e-17,4.651303669147126e-15,1.2695171886386431e-17,7.8726031571253589e-16,7.2040122977139794e-14,1.4026748094304368e-17,2.8616684183812273e-16,1.5534106651683246e-30
4.4092980261086594e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44426674421324697,0.11085970138683517,0.022516599134657318,0.0,4.4036119512217095e-07,7.1627340673920684e-05,4.4495285547551848e-07,2.1375179138938947e-07,4.5354953518804696e-19,0.00042163040929428709,2.6824651399842398e-15,0.00023504628530222909,7.8587072982663177e-12,4.2686910825079203e-10,1.8363272957146536e-14,1.8328178441535301e-16,3.0721781428985915e-07,2.4002081444250821e-10,0.0073874611264386084,0.00060867756556873037,4.270848075036487e-05,6.1845604169865208e-08,2.3615286097654749e-09,1.1573555241180135e-08,3.7767256585282378e-10,1.3274970098517033e-06,2.2420574500012925e-11,5.548153417204823e-10,7.4986373405569887e-12,1.0294291984845004e-10,7.6468286558367863e-08,2.0734047713941811e-07,3.3558264651222358e-15,1.3825743715448475e-12,6.7949551151104225e-17,4.7436802245350641e-15,1.2961657147875923e-17,8.0136990215105503e-16,7.3627430855952635e-14,1.4335824823230753e-17,2.9266162623881298e-16,1.614132009903459e-30
4.426987723701927e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44425850135268102,0.11085216139883124,0.022515397679069373,0.0,4.4667358702629974e-07,7.219804167314054e-05,4.4993470586073109e-07,2.1634395522554038e-07,4.6226254204442825e-19,0.00042341311076287465,2.7377854832240101e-15,0.00023558034842749811,7.9575280931516671e-12,4.353134876221436e-10,1.8614780314285637e-14,1.861880068635653e-16,3.1056150832408414e-07,2.4400444657172411e-10,0.0073932074339421519,0.00061106542650221098,4.2804925287066245e-05,6.2229421863484576e-08,2.3713882117574165e-09,1.162072979854177e-08,3.8394947250655952e-10,1.3385936566598012e-06,2.2729550540394394e-11,5.616762532478064e-10,7.6462366884398178e-12,1.0359514188084367e-10,7.6787550828619769e-08,2.0773318082377868e-07,3.3805220504427229e-15,1.3980305874529717e-12,6.9076032509449018e-17,4.8374405485028854e-15,1.3232635147057468e-17,8.1567324698893075e-16,7.5243106422480957e-14,1.4650425529324677e-17,2.9927612329823554e-16,1.6769679306871175e-30
4.4446774212951946e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44425032211843113,0.11084468364629826,0.022514196332092271,0.0,4.5304037594773418e-07,7.2770349166793213e-05,4.549454696949106e-07,2.1895692124145897e-07,4.7109943130650669e-19,0.00042519631054750652,2.7940161437968139e-15,0.00023611217213145535,8.0571840695080778e-12,4.4388385071904268e-10,1.8868310298398168e-14,1.8912611872131106e-16,3.1392341713995801e-07,2.4803784574514355e-10,0.0073988909431266982,0.0006134529682720912,4.2900833101135847e-05,6.2613524125368884e-08,2.3812495511732176e-09,1.1667916816071824e-08,3.9030490554296179e-10,1.3497243356097369e-06,2.3041084938189357e-11,5.6859335382917263e-10,7.7961103510471785e-12,1.0424543702242837e-10,7.7104832148085408e-08,2.081213680878735e-07,3.4052616465192362e-15,1.4135763008636218e-12,7.0216570592948149e-17,4.9325983715176264e-15,1.350816306091209e-17,8.3017218301956128e-16,7.6887537926453882e-14,1.4970625819666079e-17,3.0601202602881844e-16,1.741983068097911e-30
4.462367118888462e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44424220583544283,0.11083726746396153,0.022512995093372772,0.0,4.5946170558556955e-07,7.3344254144093256e-05,4.5998510891998659e-07,2.2159076977341334e-07,4.800612905946049e-19,0.00042698000605988071,2.8511682822650323e-15,0.0002366417652457521,8.1576787460470268e-12,4.5258144244608082e-10,1.9123864487826781e-14,1.9209629716616716e-16,3.1730352688416443e-07,2.5212142867431503e-10,0.007404512321684072,0.00061584019149106333,4.2996211091413256e-05,6.2997911707868889e-08,2.3911126131753854e-09,1.1715116227065376e-08,3.9673952344059898e-10,1.3608888524732949e-06,2.3355184319083337e-11,5.7556686568130545e-10,7.9482835154844141e-12,1.0489380018431282e-10,7.7420139466825178e-08,2.0850507468639988e-07,3.4300449701935659e-15,1.4292113930822923e-12,7.1371282970283057e-17,5.029167487660387e-15,1.3788298554641229e-17,8.4486855207404787e-16,7.8561117273069986e-14,1.5296502013235494e-17,3.1287104397114518e-16,1.8092437634132997e-30
4.48005681648173e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44423415183587389,0.11082991219364534,0.022511793962561387,0.0,4.6593771949989358e-07,7.3919747662273681e-05,4.6505358507088314e-07,2.2424558109313754e-07,4.8914920985063138e-19,0.00042876419471678945,2.9092531479342426e-15,0.00023716913657168134,8.2590156389210478e-12,4.614075134530959e-10,1.9381444385022754e-14,1.9509871905865474e-16,3.2070182376782896e-07,2.5625561379306481e-10,0.0074100722302021969,0.00061822709676484055,4.3091066053249233e-05,6.338258537119948e-08,2.4009773829578966e-09,1.1762327964911121e-08,4.0325398740429702e-10,1.3720870144164472e-06,2.3671855305180437e-11,5.8259701084775772e-10,8.1027815341641648e-12,1.0554022687446998e-10,7.7733481954709029e-08,2.0888433656317731e-07,3.4548717462839872e-15,1.4449357441614025e-12,7.2540287695296582e-17,5.1271617545691667e-15,1.4073099783675662e-17,8.5976420501530659e-16,8.0264240040846508e-14,1.5628131144390443e-17,3.1985490327847567e-16,1.8788180960682925e-30
4.4977465140749975e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44422615945901778,0.11082261718419717,0.022510592939312284,0.0,4.7246856112003004e-07,7.449682084612924e-05,4.7015085929377808e-07,2.2692143540742035e-07,4.9836428130364229e-19,0.00043054887394015456,2.9682820791394638e-15,0.00023769429488019829,8.3611982616947709e-12,4.7036332013010343e-10,1.9641051417615231e-14,1.9813356093979485e-16,3.2411829406684787e-07,2.6044082125605563e-10,0.0074155713222407629,0.00062061368469221092,4.3185404679428254e-05,6.3767545881787274e-08,2.4108438457463903e-09,1.1809551963093058e-08,4.098489613628664e-10,1.3833186299958112e-06,2.3991104515233378e-11,5.8968401119767931e-10,8.2596299250382631e-12,1.0618471318254695e-10,7.8044868993547246e-08,2.0925918983959039e-07,3.4797417075284129e-15,1.4607492329566808e-12,7.372370330657414e-17,5.2265950933818572e-15,1.4362625395681268e-17,8.7486100173205663e-16,8.1997305499455068e-14,1.5965590966339192e-17,3.2696534680121608e-16,1.9507759217762676e-30
4.515436211668265e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44421822805122857,0.11081538179141283,0.022509392023283288,0.0,4.7905437375236142e-07,7.5075464887545189e-05,4.7527689236416038e-07,2.2961841285769606e-07,5.0770759943582225e-19,0.00043233404115706185,3.0282665035301554e-15,0.00023821724891194218,8.4642301253162195e-12,4.794501246022418e-10,1.9902686939482442e-14,2.0120099902878346e-16,3.2755292412211776e-07,2.6467747293733181e-10,0.0074210102444060679,0.00062299995586509308,4.3279233561119728e-05,6.4152794010694095e-08,2.420711986798354e-09,1.1856788155192075e-08,4.1652511196680843e-10,1.3945835091545509e-06,2.4312938564857785e-11,5.9682808842459365e-10,8.4188543718266867e-12,1.0682725576489966e-10,7.8354310169360573e-08,2.0962967080311736e-07,3.5046545945252393e-15,1.4766517371829287e-12,7.4921648827021104e-17,5.3274814886793775e-15,1.4656934532561405e-17,8.901608111326888e-16,8.3760716627544276e-14,1.6308959954611895e-17,3.3420413417133084e-16,2.0251889113206738e-30
4.533125909261533e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44421035696584515,0.11080820537796245,0.022508191214135841,0.0,4.8569530058774056e-07,7.5655671045013766e-05,4.8043164470468208e-07,2.3233659351963754e-07,5.1718026094887191e-19,0.00043411969379979421,3.0892179383539811e-15,0.00023873800737725723,8.5681147380883066e-12,4.8866919472472594e-10,2.0166352231824619e-14,2.0430120922078486e-16,3.3100570033966833e-07,2.6896599242885175e-10,0.0074263896364250718,0.00062538591086859084,4.3372559188855543e-05,6.4538330532112938e-08,2.4305817914033074e-09,1.1904036474887536e-08,4.23283108586e-10,1.4058814632177412e-06,2.4637364066731567e-11,6.0402946404518172e-10,8.580480724243569e-12,1.0746785182987896e-10,7.8661815264780022e-08,2.0999581589595991e-07,3.5296101556715077e-15,1.4926431334691426e-12,7.6134243763435932e-17,5.4298349884288612e-15,1.4956086832456102e-17,9.0566551113901615e-16,8.5554880130548519e-14,1.665831731052916e-17,3.4157304188669964e-16,2.1021305900263688e-30
