Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),C2H4(47),H2X(49),H2OX(23),C2H6X(52),C2H4X(205),CH2X(27),CHX(28),CX(26),OCX(25),COX(50),C2H4X(65),CH4OX(60),C3H7(36),C2H3(46),C2H2(244),C2H2(264),C2H2X(266),C4H6(280)
3.699346716584019e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4506563897810496,0.11703970623995356,0.022795285311846374,0.0,2.6420652912057748e-12,4.8273737922441472e-07,1.04219786319027e-10,1.2287428646629584e-10,5.6424970985745957e-25,3.3119112758124668e-05,8.4414683171511066e-21,3.1002070428996638e-05,3.4835583599467618e-15,6.9676657892887855e-16,3.6577472297888232e-19,3.5416506363605434e-21,5.3504523155039783e-11,9.2876524643492242e-15,0.0015971304742796594,5.2564077003263778e-05,1.1782592704245819e-06,1.5001263435554189e-10,1.875154917476486e-10,1.2464473323067216e-09,1.3760453629704759e-14,4.3931342752632786e-09,1.5631431572797345e-15,1.8136085187326521e-13,2.9176890169016462e-17,5.7412998188106983e-13,8.3639920192428978e-11,8.3344118304023113e-09,8.5382763709546111e-18,3.270525713769282e-16,2.6668822973242376e-21,7.815493753493587e-21,3.8262726273475058e-23,1.6128074032921528e-20,1.267962621054084e-19,2.4615050790534179e-23,1.7453748125767987e-22,1.012796759235107e-40
3.750846213759535e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45063583059312912,0.11701944043227788,0.022794920947089153,0.0,2.8208972718419842e-12,4.9593518137085974e-07,1.093283363411044e-10,1.2808438443483405e-10,6.1128662850949636e-25,3.3583805903109018e-05,9.0645263817014638e-21,3.1411591425834272e-05,3.6377430372553652e-15,7.4751639303681928e-16,3.9076872558019907e-19,3.7637357828204363e-21,5.6254978808292891e-11,9.8315816034403912e-15,0.0016169313770496138,5.3292787480541181e-05,1.207475933558324e-06,1.5574741050069798e-10,1.9014769875130074e-10,1.2589732359583411e-09,1.4579459966205075e-14,4.5518217878691584e-09,1.628069901841839e-15,1.903814249352473e-13,3.1344912128628393e-17,5.8008124697851753e-13,8.7538183774840934e-11,8.5115603556909795e-09,8.8437409860427581e-18,3.4308904775180011e-16,2.8229429394240145e-21,8.3848864379475333e-21,4.1089957965857147e-23,1.7120083951090662e-20,1.3650696858710032e-19,2.6501401484223088e-23,1.8986473208635751e-22,1.1552590364903754e-40
3.802345710935051e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45061533292755712,0.11699923630587246,0.022794556621350496,0.0,3.0097191877593447e-12,5.0930341687298958e-07,1.1461660957343517e-10,1.334399126763014e-10,6.6151634041076732e-25,3.4048596405333509e-05,9.7239504242541318e-21,3.1820537967526622e-05,3.7964577754622241e-15,8.0131189849611513e-16,4.1708952524742832e-19,3.9965729915348205e-21,5.9109527472347409e-11,1.0399167147485923e-14,0.001636670499045592,5.4021419483872209e-05,1.2370245061479103e-06,1.6162426256917101e-10,1.9278037400093487e-10,1.2715006360056707e-09,1.5434667225888669e-14,4.7136823622732284e-09,1.6949672339344023e-15,1.9970777643994385e-13,3.363996908337956e-17,5.860455419203026e-13,9.1565730872122218e-11,8.6902527800150169e-09,9.1560649607303827e-18,3.5968950731520827e-16,2.9857822389693716e-21,8.9884509789284074e-21,4.4082488852578809e-23,1.8158088353029417e-20,1.4681047537865095e-19,2.8502978645139198e-23,2.0628718747502265e-22,1.3153382286140727e-40
3.853845208110567e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4505948965923266,0.11697909366814271,0.0227941923345279,0.0,3.2089730925193012e-12,5.2284186161255264e-07,1.2008852945185821e-10,1.3894288371204346e-10,7.1510728964207149e-25,3.4513484175591418e-05,1.0421317730412172e-20,3.2228911269161588e-05,3.959770477622359e-15,8.5829752608880723e-16,4.4478769740353398e-19,4.2405345149685184e-21,6.2070712368203264e-11,1.0991091797062989e-14,0.0016563480329472296,5.4749973209765882e-05,1.266904113265313e-06,1.6764478059836604e-10,1.954135169767248e-10,1.2840295348689995e-09,1.6327137130305479e-14,4.8787238189230344e-09,1.763878069407252e-15,2.093453936195217e-13,3.6067560015004709e-17,5.9202341914685958e-13,9.5725122455856887e-11,8.8704826947374234e-09,9.4753134423109405e-18,3.7686623764699495e-16,3.1555953554367124e-21,9.6278072472579208e-21,4.7247509260451961e-23,1.9243549712124223e-20,1.5773406314405844e-19,3.0625088240443627e-23,2.2386556552570849e-22,1.4949224732428843e-40
3.905344705286083e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45057452139603937,0.11695901232709717,0.022793828086519179,0.0,3.4191154385488423e-12,5.365502956782541e-07,1.2574805347557869e-10,1.4459531048079195e-10,7.7223430773062627e-25,3.4978469124882756e-05,1.1158251060893036e-20,3.2636712542506149e-05,4.1277491359614402e-15,9.1862275816411342e-16,4.7391499205580055e-19,4.496000524759563e-21,6.5141104265102014e-11,1.1608048289580058e-14,0.0016759641708309217,5.5478448854001581e-05,1.2971138757602393e-06,1.7381054796420955e-10,1.9804712716001083e-10,1.2965599349538999e-09,1.7257947259246405e-14,5.0469536168928195e-09,1.8348461279579228e-15,2.1929976960130492e-13,3.8633339798715861e-17,5.9801544798135064e-13,1.0001893318800694e-10,9.0522436444095045e-09,9.8015512368394503e-18,3.9463163198245727e-16,3.3325802998895707e-21,1.0304631708020433e-20,5.0592418022907136e-23,2.0377956770361815e-20,1.6930587358021013e-19,3.2873203803115105e-23,2.4266299540463581e-22,1.6960721162118062e-40
3.956844202461599e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45055420714790412,0.11693899209134544,0.022793463877222503,0.0,3.6406173696430709e-12,5.5042850337007379e-07,1.3159917295592326e-10,1.5039920633751806e-10,8.330787616558335e-25,3.5443551164412774e-05,1.1936419323935961e-20,3.3043942996013763e-05,4.300461831606793e-15,9.8244224244088201e-16,5.0452434271214659e-19,4.7633591753271814e-21,6.8323301345471907e-11,1.225073941161786e-14,0.0016955191041717304,5.6206846611631484e-05,1.327652910217166e-06,1.8012314133920236e-10,2.0068120403329184e-10,1.3090918386512735e-09,1.8228191070348381e-14,5.2183788666873721e-09,1.907915948328188e-15,2.2957640312081039e-13,4.1343121341904923e-17,6.0402221489195183e-13,1.0444975103627901e-10,9.2355291274004599e-09,1.0134842806152191e-17,4.1299818841102064e-16,3.5169379381096097e-21,1.1020658691966391e-20,5.4124825613609499e-23,2.156282468015535e-20,1.8155492476916247e-19,3.5252969421282361e-23,2.6274507559128036e-22,1.9210327548916197e-40
4.008343699637115e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45053395365773402,0.11691903277009633,0.022793099706536351,0.0,3.8739650152037443e-12,5.644762732035981e-07,1.3764591276364834e-10,1.5635658505227389e-10,8.9782870300326208e-25,3.5908730205590556e-05,1.2757538248692636e-20,3.3450603834831386e-05,4.4779767343188944e-15,1.0499159069081408e-15,5.366698751394713e-19,5.0430066669166083e-21,7.1619929069180099e-11,1.2919878011230978e-14,0.0017150130238452754,5.6935166676982894e-05,1.3585203289131386e-06,1.8658413065014422e-10,2.0331574708021699e-10,1.3216252483373956e-09,1.9238977918637018e-14,5.3930063426832643e-09,1.983132903549851e-15,2.4018079825006362e-13,4.420287772099968e-17,6.1004432375239744e-13,1.090201768882301e-10,9.4203325965296774e-09,1.0475252264938838e-17,4.3197850907068033e-16,3.7088719937196677e-21,1.177768167905849e-20,5.7852557286052439e-23,2.2799695145839472e-20,1.9451112661271898e-19,3.7770202743586541e-23,2.841799326267348e-22,2.172249074509643e-40
4.059843196812631e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45051376073594546,0.11689913417315603,0.022792735574359537,0.0,4.119659786162527e-12,5.7869339791435305e-07,1.4389233107483579e-10,1.6246946080902336e-10,9.666790182480988e-25,3.6374006160027594e-05,1.3623371059596737e-20,3.3856696260806716e-05,4.6603621022233779e-15,1.1212090758164469e-15,5.7040691596407422e-19,5.335347308078917e-21,7.5033640037085628e-11,1.3616187010210137e-14,0.0017344461201296319,5.7663409243660586e-05,1.3897152397763378e-06,1.9319507903553829e-10,2.0595075578557774e-10,1.3341601663739595e-09,2.0291433076006993e-14,5.5708424952178093e-09,2.0605432162370348e-15,2.5111846414038379e-13,4.7218744316470315e-17,6.1608239610067181e-13,1.1373282416417342e-10,9.60664745970159e-09,1.0822843377867256e-17,4.515852993383132e-16,3.9085890512988537e-21,1.2577554594077483e-20,6.1783656219111509e-23,2.409013656483512e-20,2.0820529634911637e-19,4.0430898000536869e-23,3.0703828035744535e-22,2.452379514246486e-40
4.111342693988147e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45049362819355604,0.11687929611092625,0.022792371480591187,0.0,4.3782186725373762e-12,5.9307967446212566e-07,1.5034251911540781e-10,1.6873984820446335e-10,1.0398315801493433e-24,3.683937893953637e-05,1.4535729151708045e-20,3.4262221472495113e-05,4.8476862815435897e-15,1.1964925867527077e-15,6.0579200111419288e-19,5.6407935775842079e-21,7.8567113853888453e-11,1.4340399416305338e-14,0.0017538185827072098,5.8391574504549074e-05,1.4212367463454225e-06,1.9995754280268698e-10,2.085862296352998e-10,1.3466965951081265e-09,2.1386697750640212e-14,5.7518934623357395e-09,2.1401939739222896e-15,2.6239491477887079e-13,5.0397020945983296e-17,6.2213707139573844e-13,1.1859031842894205e-10,9.7944670805430277e-09,1.1177679556761049e-17,4.7183136701596409e-16,4.1162985594897073e-21,1.3422193114203912e-20,6.5926386668543661e-23,2.5435744168484728e-20,2.2266917415162646e-19,4.324122904182197e-23,3.3139347967050768e-22,2.7643118011013262e-40
4.162842191163663e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45047355584218246,0.11685951839440217,0.022792007425130774,0.0,4.6501745425701922e-12,6.0763490403526399e-07,1.570006009042965e-10,1.7516976224683543e-10,1.1174954002360137e-24,3.7304848456128943e-05,1.5496472767026882e-20,3.4667180665166718e-05,5.0400177063336773e-15,1.2759429087910666e-15,6.4288288410472986e-19,5.9597661857664892e-21,8.2223056990268636e-11,1.5093258335409848e-14,0.0017731306006666351,5.911966265181504e-05,1.4530839477296424e-06,2.0687307138448808e-10,2.1122216811643535e-10,1.3592345368725691e-09,2.2525929106361943e-14,5.9361650812033371e-09,2.222133144433769e-15,2.7401566875786801e-13,5.3744173995699702e-17,6.2820900727219413e-13,1.2359529700257182e-10,9.9837847790430064e-09,1.15398238578303e-17,4.9272962151321043e-16,4.3322128340974194e-21,1.4313575988491512e-20,7.0289237124414346e-23,2.6838140162558639e-20,2.3793543880888475e-19,4.6207552389539926e-23,3.5732159871680115e-22,3.111179390742034e-40
4.214341688339179e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45045354349403882,0.11683980083517076,0.022791643407878072,0.0,4.9360764433935448e-12,6.2235889205494028e-07,1.6387073299530058e-10,1.8176121835472864e-10,1.199886782366654e-24,3.7770414622015553e-05,1.6507511671774509e-20,3.5071575030813252e-05,5.237424898212276e-15,1.3597422617124155e-15,6.817385441642493e-19,6.2926941352986923e-21,8.6004202644310931e-11,1.5875516983705173e-14,0.0017923823625046226,5.9847673876909506e-05,1.4852559385697337e-06,2.1394320729594039e-10,2.1385857071715526e-10,1.3717739939855174e-09,2.3710300281935035e-14,6.1236628991994861e-09,2.3064095913107153e-15,2.8598624905671283e-13,5.7266838549715285e-17,6.3429887979273717e-13,1.2875040856996244e-10,1.0174593832194776e-08,1.1909338978955311e-17,5.1429307302570801e-16,4.5565470611811098e-21,1.5253746369147463e-20,7.4880923474436878e-23,2.8298973867433346e-20,2.5403772348675381e-19,4.9336410307309889e-23,3.8490147361833741e-22,3.4963788558033985e-40
4.265841185514695e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4504335909619348,0.11682014324540881,0.022791279428733189,0.0,5.2364899031740059e-12,6.3725144817937053e-07,1.7095710421766379e-10,1.8851623235587526e-10,1.2872294773434294e-24,3.8236077349603201e-05,1.7570805834635287e-20,3.5475405758155071e-05,5.4399764660967702e-15,1.4480787362850259e-15,7.2241919420434816e-19,6.6400147813963097e-21,8.9913310602210014e-11,1.6687938699767085e-14,0.0018115740561278407,6.0575608370570292e-05,1.5177518089995946e-06,2.2116948609037059e-10,2.164954369267407e-10,1.3843149687508046e-09,2.4941000410292346e-14,6.314392184692785e-09,2.3930730892545078e-15,2.9831218283512268e-13,6.0971820517639051e-17,6.4040738369834182e-13,1.3405831278957777e-10,1.0366887474640108e-08,1.2286287257023932e-17,5.3653483171002846e-16,4.7895193001371885e-21,1.6244813154534209e-20,7.9710392173207794e-23,2.9819921857942366e-20,2.710106315715337e-19,5.263453388522852e-23,4.1421476965629164e-22,3.9235882633680943e-40
4.317340682690211e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45041369805927406,0.11680054543788106,0.022790915487596562,0.0,5.5519972346792715e-12,6.5231238630797686e-07,1.7826393541540834e-10,1.9543682048593787e-10,1.3797548385621291e-24,3.8701836551494337e-05,1.868836610595626e-20,3.5878674032647795e-05,5.6477411059381745e-15,1.5411464155987413e-15,7.6498628863151678e-19,7.002173891448206e-21,9.3953167098251074e-11,1.7531296956632834e-14,0.0018307058688547754,6.1303466322824192e-05,1.5505706446087518e-06,2.2855343631538931e-10,2.191327662355758e-10,1.3968574634579154e-09,2.6219234637707589e-14,6.5083579375136303e-09,2.4821743396125122e-15,3.1099900123759893e-13,6.4866098760307621e-17,6.4653523265603091e-13,1.3952167990124597e-10,1.0560658899315688e-08,1.2670730665322204e-17,5.5946810685488261e-16,5.0313504867748028e-21,1.7288952343806785e-20,8.4786823417322157e-23,3.1402688102900424e-20,2.8888975259432726e-19,5.6108846140633986e-23,4.4534604293627215e-22,4.3967865846600092e-40
4.368840179865727e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45039386460005193,0.11678100722593847,0.022790551584368927,0.0,5.8831978402160247e-12,6.6754152458548106e-07,1.8579547918545726e-10,2.0252499938729094e-10,1.4777019786793903e-24,3.9167692140485401e-05,1.9862254897900017e-20,3.6281381036489274e-05,5.8607876004566321e-15,1.639145497445129e-15,8.0950253100162791e-19,7.3796257040732314e-21,9.8126584674061992e-11,1.8406375373829565e-14,0.0018497779874175823,6.2031247922989406e-05,1.583711526405609e-06,2.3609657946858656e-10,2.2177055813514009e-10,1.4094014803820314e-09,2.754622414290459e-14,6.7055648991299384e-09,2.5737649858918926e-15,3.2405223920826589e-13,6.8956827213632442e-17,6.5268315950413338e-13,1.4514319033312008e-10,1.0755901258101524e-08,1.3062730810978847e-17,5.831062060488462e-16,5.2822644363833398e-21,1.8388408403099294e-20,9.0119634326352305e-23,3.304900410430173e-20,3.0771167823637349e-19,5.9766465134640939e-23,4.7838280252747046e-22,4.9202741812991333e-40
4.420339677041243e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45037409039885401,0.11676152842351623,0.022790187718951357,0.0,6.230708517885137e-12,6.8293868540592222e-07,1.9355601961458029e-10,2.0978278610779489e-10,1.5813179272784929e-24,3.9633644029565495e-05,2.1094586865546514e-20,3.6683527948626149e-05,6.0791848188775577e-15,1.7422824177359135e-15,8.5603188151720658e-19,7.7728329876012971e-21,1.0243640203713204e-10,1.9313967729364127e-14,0.0018687905979639368,6.2758953359677645e-05,1.6171735307814964e-06,2.4380042995297838e-10,2.2440881211800007e-10,1.421947021784076e-09,2.8923206156105301e-14,6.9060175625348507e-09,2.6678976293006549e-15,3.3747743531558905e-13,7.3251337010576939e-17,6.5885191649492335e-13,1.509255343078611e-10,1.095260766247129e-08,1.3462348932463406e-17,6.0746253434468245e-16,5.5424878467920632e-21,1.954549564317346e-20,9.5718482129674578e-23,3.4760629036193032e-20,3.2751401841515847e-19,6.3614707104409429e-23,5.1341557307241672e-22,5.4986944138109689e-40
4.471839174216759e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45035437527085403,0.11674210884513195,0.022789823891245242,0.0,6.5951637691005633e-12,6.9850369541658554e-07,2.0154987201519579e-10,2.1721219809956539e-10,1.6908577895150818e-24,4.0099692131915044e-05,2.2387529588939674e-20,3.7085115944760576e-05,6.3030017166684287e-15,1.8507699749519867e-15,9.0463956436765345e-19,8.1822670979776804e-21,1.0688548391859346e-10,2.0254877971674325e-14,0.001887743886058877,6.3486582820796583e-05,1.6509557294755099e-06,2.5166649503221219e-10,2.2704752767780232e-10,1.4344940899107634e-09,3.0351433978016553e-14,7.1097201818546218e-09,2.7646258443130805e-15,3.5128013158645038e-13,7.775713860126055e-17,6.6504227553453322e-13,1.5687141144810306e-10,1.1150771184144476e-08,1.386964589713842e-17,6.3255059342037386e-16,5.8122503014218328e-21,2.0762599608441522e-20,1.015932673591278e-22,3.6539349883222257e-20,3.4833541745111569e-19,6.7661089611111297e-23,5.5053795786414807e-22,6.1370564194520054e-40
4.523338671392275e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4503347190318121,0.1167227483058839,0.022789460101152275,0.0,6.9772161073179621e-12,7.1423638552183215e-07,2.0978138266006436e-10,2.2481525321773661e-10,1.8065849057242007e-24,4.056583636090437e-05,2.3743304256074531e-20,3.748614619735686e-05,6.5323073352762381e-15,1.9648274556152063e-15,9.5539207491261046e-19,8.6084080360893467e-21,1.1147672093026141e-10,2.1229920231541682e-14,0.0019066380366866405,6.4214136493552008e-05,1.6850571895401548e-06,2.5969627478554256e-10,2.2968670430926527e-10,1.4470426869946425e-09,3.1832176998755892e-14,7.3166767816845559e-09,2.8640041942566895e-15,3.6546587334908214e-13,8.2481923871187423e-17,6.7125502842003112e-13,1.6298353038126437e-10,1.1350384855740296e-08,1.4284682198865602e-17,6.5838398073696237e-16,6.0917842723289294e-21,2.2042178477275448e-20,1.0775413704748692e-22,3.838698157886338e-20,3.7021557031472833e-19,7.1913334703557163e-23,5.898467023876703e-22,6.8407591078060497e-40
4.574838168567791e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45031512149807329,0.11670344662144912,0.022789096348574484,0.0,7.3775363679188024e-12,7.301365908868226e-07,2.1825492851590699e-10,2.3259396971921974e-10,1.9287710119700449e-24,4.1032076630092431e-05,2.5164186346820815e-20,3.7886619875647973e-05,6.767170801865629e-15,2.0846807607751671e-15,1.0083571867086825e-18,9.051744504512194e-21,1.1621302942092943e-10,2.223991883396589e-14,0.0019254732342524966,6.4941614564450261e-05,1.7194769733077934e-06,2.6789126206258786e-10,2.3232634150817196e-10,1.4595928152541452e-09,3.3366720716716304e-14,7.5268911661606915e-09,2.9660882469180159e-15,3.8004020908439014e-13,8.7433568257595891e-17,6.7749098707356198e-13,1.6926460834376454e-10,1.1551441671433204e-08,1.4707517955666094e-17,6.8497638869331019e-16,6.3813251232410296e-21,2.3386764473513672e-20,1.1421148793273758e-22,4.0305367143318318e-20,3.9319523895384456e-19,7.6379372097447666e-23,6.3144175832267396e-22,7.6156164240242161e-40
4.626337665743307e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45029558248656509,0.11668420360808156,0.022788732633414199,0.0,7.7968140191954718e-12,7.4620415094112197e-07,2.2697491697598163e-10,2.4055036626145735e-10,2.0576964015198671e-24,4.1498412853225451e-05,2.665250631777869e-20,3.8286538145642068e-05,7.0076613290577062e-15,2.2105625335030592e-15,1.0636039583797308e-18,9.5127739636780963e-21,1.2109735133191525e-10,2.3285708310001009e-14,0.0019442496625845693,6.5669017219300229e-05,1.7542141383578917e-06,2.7625294243787494e-10,2.3496643877136261e-10,1.4721444768936332e-09,3.4956366757370589e-14,7.7403669277746914e-09,3.0709345901641891e-15,3.9500869028522183e-13,9.2620132863926794e-17,6.8375098377344174e-13,1.7571737078470986e-10,1.1753934587609937e-08,1.5138212907435043e-17,7.1234160377787604e-16,6.6811111125852851e-21,2.4798965289075952e-20,1.2097596966813379e-22,4.2296377821096606e-20,4.1731626870101872e-19,8.1067342370212032e-23,6.7542634800453468e-22,8.4678839310254264e-40
4.677837162918823e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45027610181479655,0.11666501908261041,0.022788368955574071,0.0,8.2357574743825612e-12,7.6243890938217905e-07,2.3594578559165384e-10,2.4868646190117315e-10,2.1936500872234906e-24,4.1964844944235577e-05,2.8210650288062509e-20,3.868590217012894e-05,7.2538482146695616e-15,2.3427122873846632e-15,1.1212027403309943e-18,9.9920026874608148e-21,1.2613265405185549e-10,2.4368133408553502e-14,0.0019629675049356605,6.6396344643215909e-05,1.7892677374850862e-06,2.8478279416518696e-10,2.3760699559672688e-10,1.4846976741034439e-09,3.6602432892014794e-14,7.9571074559391502e-09,3.1786008475776261e-15,4.1037687132315545e-13,9.8049866572407536e-17,6.9003587138210839e-13,1.8234455096910954e-10,1.1957856523528058e-08,1.5576826413710415e-17,7.4049350571762311e-16,6.9913833965085758e-21,2.6281465517596569e-20,1.2805848803802439e-22,4.436191321827357e-20,4.4262160476069177e-19,8.5985600171397966e-23,7.2190702934070104e-22,9.4042867634419643e-40
4.729336660094339e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45025667930085544,0.11664589286243804,0.02278800531495705,0.0,8.6950944046792912e-12,7.7884071417867001e-07,2.4517200180299308e-10,2.5700427609311872e-10,2.3369299647799364e-24,4.2431372817239538e-05,2.9841060726008562e-20,3.9084713108686447e-05,7.5058008414544762e-15,2.4813765360045121e-15,1.1812251813072948e-18,1.0489945818179771e-20,1.3132193027074408e-10,2.5488049108142273e-14,0.0019816269439850605,6.7123597020618395e-05,1.8246368186680576e-06,2.9348228813172017e-10,2.4024801148319631e-10,1.4972524090599367e-09,3.8306253056451576e-14,8.1771159453103946e-09,3.2891456941008834e-15,4.2615030932241247e-13,1.037312081547489e-16,6.9634652357081554e-13,1.891488895806844e-10,1.2163200361975737e-08,1.6023417451496157e-17,7.6944606662415567e-16,7.3123860318898852e-21,2.7837028098985329e-20,1.3547020817943123e-22,4.6503901439427759e-20,4.6915530877602362e-19,9.1142717448576309e-23,7.7099376117963787e-22,1.0432049007590042e-39
4.780836157269855e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45023731476340734,0.11662682476553844,0.022787641711466418,0.0,9.1755720532077376e-12,7.954094175736987e-07,2.5465806266843008e-10,2.6550582868881593e-10,2.4878429768726657e-24,4.2897996386537411e-05,3.1546237136802423e-20,3.9482972117686796e-05,7.7635886768428625e-15,2.6268089234131514e-15,1.2437442347956118e-18,1.1007127421020863e-20,1.3666819783321279e-10,2.6646320628620768e-14,0.0020002281618403564,6.7850774535238283e-05,1.8603204250392217e-06,3.0235288781206168e-10,2.4288948593073727e-10,1.5098086839255422e-09,4.0069177369613201e-14,8.4003954038755408e-09,3.4026288716887793e-15,4.4233456404051378e-13,1.0967278838095186e-16,7.0268383504098014e-13,1.9613313432433109e-10,1.2369958949932894e-08,1.6478044613139906e-17,7.9921335013719012e-16,7.6443659793448782e-21,2.9468495774825373e-20,1.4322255780936503e-22,4.8724299224258325e-20,4.9696257547519198e-19,9.6547486688724111e-23,8.2279996912956268e-22,1.1558924563264239e-39
4.832335654445371e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45021800802169343,0.1166078146104553,0.022787278145005755,0.0,9.6779575498513105e-12,8.1214487608784152e-07,2.6440849459351009e-10,2.741931399352973e-10,2.646705278155017e-24,4.3364715566611234e-05,3.3328736751022107e-20,3.9880680350302955e-05,8.0272812726839102e-15,2.7792703555694174e-15,1.3088341652723218e-18,1.1544080537873477e-20,1.4217449959105056e-10,2.7843823442861205e-14,0.0020187713400392376,6.85778773701179e-05,1.8963175948552412e-06,3.1139604922199953e-10,2.4553141844034371e-10,1.5223665008488076e-09,4.1892572152124495e-14,8.6269486608104692e-09,3.519111204964993e-15,4.5893519775532325e-13,1.1588343212622204e-16,7.0904872174207167e-13,2.0330003952830316e-10,1.2578125099233399e-08,1.6940766104265055e-17,8.2980951056547173e-16,7.9875731062226425e-21,3.1178792554516283e-20,1.5132723045786182e-22,5.1025092083883156e-20,5.2608974939696845e-19,1.0220892417504965e-22,8.7744261182427275e-22,1.2793229544701122e-39
4.883835151620887e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45019875889552863,0.11658886221630022,0.022786914615478958,0.0,1.0203038226917596e-11,8.2904695052203369e-07,2.7442785305877379e-10,2.8306823047384303e-10,2.813842401067418e-24,4.3831530272123758e-05,3.5191175214092604e-20,4.0277838956514795e-05,8.296948264987971e-15,2.9390291327495519e-15,1.3765705542954258e-18,1.2101347240582949e-20,1.4784390325495817e-10,2.9081443288401198e-14,0.0020372566595512863,6.9304905707613413e-05,1.9326273614683609e-06,3.2061322087217315e-10,2.4817380851402917e-10,1.5349258619644424e-09,4.3777819944805976e-14,8.856778374115133e-09,3.6386546168801711e-15,4.7595777515813685e-13,1.2237216047598852e-16,7.1544212108594517e-13,2.1065236574617299e-10,1.2787691587228352e-08,1.7411639741757329e-17,8.6124879202523261e-16,8.3422601895946222e-21,3.2970925192070097e-20,1.5979618870672479e-22,5.3408294436818573e-20,5.5658434169539278e-19,1.0813627325922424e-22,9.3504224763342706e-22,1.4143876279628923e-39
4.935334648796403e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45017956720530017,0.1165699674027509,0.022786551122790218,0.0,1.075162193556953e-11,8.4611550596028502e-07,2.8472072234680149e-10,2.9213312133871592e-10,2.9895894224680166e-24,4.4298440417917097e-05,3.7136227276647896e-20,4.0674449083115385e-05,8.5726593736696508e-15,3.1063610829149689e-15,1.447030306442095e-18,1.2679478683617806e-20,1.5367950124553739e-10,3.036007617905269e-14,0.0020556843007797747,7.0031859729397192e-05,1.9692487532985667e-06,3.3000584372157688e-10,2.5081665565482007e-10,1.5474867693933673e-09,4.5726319527117303e-14,9.0898870380324487e-09,3.761322144368642e-15,4.9340786325249817e-13,1.2914819282902434e-16,7.2186499215752745e-13,2.1819287935863513e-10,1.2998651157450326e-08,1.789072295180604e-17,8.9354552757630465e-16,8.7086829192357482e-21,3.4847984673467657e-20,1.6864166743395629e-22,5.5875949744641061e-20,5.8849504702335099e-19,1.1433900764898296e-22,9.9572310181470026e-22,1.5620408966918156e-39
4.9868341459719194e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45016043277196571,0.11655112999004943,0.022786187666844055,0.0,1.1324537362968521e-11,8.6335041177221936e-07,2.9529171526845403e-10,3.0138983395589372e-10,3.1742911310583993e-24,4.4765445919011523e-05,3.9166627485796446e-20,4.1070511873717158e-05,8.8544844022916885e-15,3.2815496960303891e-15,1.5202916550918969e-18,1.3279035156151154e-20,1.5968441054351085e-10,3.1680628416473458e-14,0.0020740544435634443,7.0758739616459958e-05,2.0061807938065745e-06,3.3957535113092464e-10,2.5345995936674852e-10,1.5600492252427632e-09,4.7739485935541094e-14,9.3262769902568059e-09,3.8871779540009224e-15,5.112910312584346e-13,1.3622094899866658e-16,7.2831831592174328e-13,2.2592435217521599e-10,1.3210996520278444e-08,1.8378072767999673e-17,9.2671413835598318e-16,9.0870999005978196e-21,3.6813147714482038e-20,1.7787617706386359e-22,5.8430130647332157e-20,6.2187176049488209e-19,1.208268347110604e-22,1.0596131341052906e-21,1.7233041054972755e-39
