Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH3OO(85)
0.0,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.927538955643755e-24,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,8.7166690609189452e-140,2.6099730526528455e-65,1.4508387475921369e-46,1.39544383270612e-74,7.1361002787948609e-58,3.9049013671249162e-49,4.1026691430679979e-29,-2.7005086216913447e-114,4.102669045288558e-29,2.5019795165366498e-74,2.7195101516563759e-70,3.2953524000747135e-75,2.7978422357259599e-106,3.904903379184665e-49,4.7685326488691216e-92,2.4941406355106638e-18,7.2750428795404182e-19,1.6487308971349632e-23,1.780648729552649e-37,1.6487308971350437e-23,5.6338541112252066e-54,9.7086743658830836e-46
2.2197109075802513e-23,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,6.7261738453195463e-138,5.2469651803965144e-64,8.7630660355300924e-46,1.656670953101409e-73,1.0784074741282661e-56,2.3585604800195546e-48,1.1487473917395809e-28,-2.5596126957029057e-114,1.1487473326807991e-28,3.7810042716271869e-73,8.5505753012771744e-69,3.9122424518153432e-74,6.2586612936297448e-105,2.3585628687368882e-48,1.344806903707394e-90,6.983593779429855e-18,2.037012006271317e-18,4.6164465119776393e-23,1.0755118326218653e-36,4.6164465119781218e-23,6.6885116006659938e-53,5.8640394519388993e-45
5.073624931612003e-23,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.099999999999999992,0.10000000000000001,7.3305195233777304e-136,9.7022103628450761e-63,4.2190390781062073e-45,1.6265294396316324e-72,1.1601015501192007e-55,1.1355453989740833e-47,2.6257084733273086e-28,4.3692717794312066e-114,2.6257081889846984e-28,4.0674300738267224e-72,1.9075863148055473e-67,3.8410630131116795e-73,1.2366060586427667e-103,1.1355477442309262e-47,2.9252478694399945e-89,1.5962500067268217e-17,4.6560274429058686e-18,1.0551877741661955e-22,5.17812650512008e-36,1.0551877741664278e-22,6.5668203514843242e-52,2.8232827080170758e-44
1.0781452979675508e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.099999999999999978,0.10000000000000001,5.9968305588274868e-134,1.6676807442359306e-61,1.8425652095529154e-44,1.4386470010483968e-71,1.0663331924556719e-54,4.9592255775282715e-47,5.5796311433914281e-28,2.7504490377157962e-112,5.5796299015925449e-28,3.7386685680149495e-71,3.5726980507334229e-66,3.3973770471086711e-72,2.2004746045362826e-102,4.9592463210594542e-47,5.4229158907387738e-88,3.3920312642944866e-17,9.8940583161749694e-18,2.2422740201026441e-22,2.2614238860988726e-35,2.2422740201036588e-22,5.808278233333207e-51,1.2330018536327027e-43
2.2197109075802515e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999999,0.099999999999999936,0.10000000000000001,4.3159775638880467e-132,2.7636395236729263e-60,7.6923470407274142e-44,1.2092697106757331e-70,9.122704963165087e-54,2.0703794620012956e-46,1.1487478511074317e-27,9.8102309968919823e-111,1.1487473326808433e-27,3.1985105462369939e-70,6.170947414073982e-65,2.8557006380436422e-71,3.7114227060496912e-101,2.0703968981891422e-46,9.3206091924022423e-87,6.9835937794297869e-17,2.0370120062713171e-17,4.6164465119738791e-22,9.4409995601912141e-35,4.6164465119781184e-22,4.8822078289892295e-50,5.147541031281169e-43
4.502842126805653e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999988,0.099999999999999867,0.099999999999999992,2.9255305488650103e-130,4.4991191232362585e-59,3.1425747616742381e-43,9.9143273273955777e-70,7.5428288793484207e-53,8.4581789677980182e-46,2.3303181356658702e-27,3.2967071453752459e-109,2.330316017724098e-27,2.644592446792452e-69,1.0253121418409922e-63,2.3412767742934932e-70,6.0960250989991668e-100,8.4583219202004293e-46,1.5448237804521808e-85,1.4166718809700267e-16,4.1322243555789559e-17,9.3647914957097138e-22,3.856956370860817e-34,9.3647914957270321e-22,4.0027289469010472e-49,2.1029392961892369e-42
9.069104565256456e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999971,0.099999999999999728,0.099999999999999964,1.926327574265899e-128,7.260791916282951e-58,1.2702789644668688e-42,8.028885194347103e-69,6.1337031765328967e-52,3.4189338553784675e-45,4.6934619488701901e-27,1.0807173963952819e-107,4.6934533878109173e-27,2.1505422731564066e-68,1.6715175651889445e-62,1.8960280216945227e-69,9.8819263827600475e-99,3.4190496219401346e-45,2.5153491402774791e-84,2.8532968870240743e-16,8.3226490541942267e-17,1.8861481463154821e-21,1.5590434311483375e-33,1.8861481463224839e-21,3.2415136759161429e-48,8.500423534331872e-42
1.8201629442158064e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999932,0.099999999999999437,0.099999999999999922,1.2504306050605784e-126,1.1667165858876504e-56,5.1077358500423949e-42,6.4623547644670892e-68,4.9470538204967452e-51,1.3747404230488351e-44,9.4197625516286003e-27,3.5001012508145701e-106,9.4197281279857935e-27,1.7344961791293684e-67,2.6995053279956338e-61,1.5260905372252104e-68,1.5914560348818446e-97,1.3748336020489747e-44,4.0597970715673586e-83,5.7265468991319748e-16,1.6703498451424742e-16,3.78548613979388e-21,6.2688450563255119e-33,3.7854861398220347e-21,2.6090522067993261e-47,3.4179882793856219e-41
3.646667919596128e-21,0.09977366400000001,0.80000000000000004,0.0,0.2893436255999986,0.099999999999998868,0.099999999999999839,8.0598038154518323e-125,1.870743786360827e-55,2.0484305271980423e-41,5.1856479002691712e-67,3.9737426608954665e-50,5.5133412637600461e-44,1.8872415662544509e-26,1.1267752639597603e-104,1.8872277608340502e-26,1.3932512163192224e-66,4.3393759577706896e-60,1.2245951326435989e-67,2.5546466305914443e-96,5.5140889665516114e-44,6.5240282181863918e-82,1.1473046923347e-15,3.3465197245885678e-16,7.5841621267081805e-21,2.5140872396306537e-32,7.5841621268210957e-21,2.0936000757330418e-46,1.3707704744712133e-40
7.29967787035677e-21,0.09977366400000001,0.80000000000000004,0.0,0.2893436255999971,0.099999999999997716,0.099999999999999672,5.1770370330924538e-123,2.9963899495710894e-54,8.2044066838047772e-41,4.1548530385947732e-66,3.1854465932969206e-49,2.2082261068133113e-43,3.7777929505972666e-26,3.6165579288722883e-103,3.7777376569069728e-26,1.1168786406078401e-65,6.9591778257985957e-59,9.8117205521194867e-67,4.0941189309062268e-95,2.2088251789174873e-43,1.0461283839304889e-80,2.296604697177394e-15,6.6988594834807119e-16,1.5181514100366805e-20,1.0069462296610328e-31,1.5181514100819049e-20,1.6774277369342131e-45,5.4902662530059742e-40
1.4605697771878056e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999416,0.099999999999995412,0.099999999999999339,3.319876251513571e-121,4.7967846172730001e-53,3.2839008181129515e-40,3.326447726022623e-65,2.550940785360873e-48,8.8387701650231431e-43,7.5589787679214301e-26,1.1590748333861295e-101,7.5587574490607449e-26,8.9443331725367471e-65,1.114764241764286e-57,7.8554344078571882e-66,6.5559988568403154e-94,8.8435663844079999e-43,1.6756680395637103e-79,4.5952047068615391e-15,1.3403539001264842e-15,3.0376218047004146e-20,4.0304090391566038e-31,3.0376218048814297e-20,1.3429621172693029e-44,2.1975648872759761e-39
2.921773757492063e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559998822,0.099999999999990818,0.099999999999998673,2.1275387947357459e-119,7.6769041123090658e-52,1.3139880867410204e-39,2.662231526479946e-64,2.0417865374497723e-47,3.5367481456023321e-42,1.5121682597123856e-25,3.7120951326407688e-100,1.5120797033399992e-25,7.1594851734415506e-64,1.7846600612803064e-56,6.2868822411341793e-65,1.0494105671124056e-92,3.5405865786776991e-42,2.6826668572450826e-78,9.1924047262248596e-15,2.6812898036832463e-15,6.0765625937559198e-20,1.6126885550596274e-30,6.0765625944802163e-20,1.0747778151601448e-43,8.7933427329455605e-39
5.844181718100577e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559997634,0.099999999999981617,0.099999999999997327,1.3634394848940265e-117,1.2284685157308855e-50,5.2568080574836247e-39,2.1302895186499476e-63,1.6338428943639941e-46,1.4150005901826196e-41,3.024841903374485e-25,1.1884947312747571e-98,3.0244876202205293e-25,5.7296683600957146e-63,2.8562860718026251e-55,5.0306966956337752e-64,1.6794747180090525e-91,1.4180719196726667e-41,4.2938883187605018e-77,1.8386804764931607e-14,5.3631616107965096e-15,1.2154444170779075e-19,6.4518039743669785e-30,1.2154444173676728e-19,8.5998549683222605e-43,3.5180862884320806e-38
1.1688997639317607e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559995258,0.099999999999963229,0.099999999999994649,8.7435028514492087e-116,1.96568054540265e-49,2.1028944330103326e-38,1.7045531476365774e-62,1.3072398010190325e-45,5.6610313231900924e-41,6.050720701984955e-25,3.8050475253886249e-97,6.0493034540323152e-25,4.5853227723605146e-62,4.5707214259646535e-54,4.0253166587337816e-63,2.687676632812577e-90,5.6856042895291049e-41,6.8726149967351637e-76,3.6775604842265556e-14,1.0726905225022004e-14,2.4310207320473972e-19,2.580931336137983e-29,2.4310207332065514e-19,6.8805364036515793e-42,1.4074903441249805e-37
2.337862948175166e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559990506,0.099999999999926453,0.099999999999989292,5.6163964658000117e-114,3.1451930628046173e-48,8.411920610069574e-38,1.3639628089658938e-61,1.0458580383680994e-44,2.2649593376679032e-40,1.2104604344349449e-24,1.2184675373397351e-95,1.2098935121858788e-24,3.6701031507014401e-61,7.3136840884685213e-53,3.2210096965509672e-62,4.3012812578960888e-89,2.2846186398370549e-40,1.1001608306782937e-74,7.3553204996615266e-14,2.145439245346886e-14,4.8621733602458098e-19,1.0324143097156796e-28,4.8621733648826171e-19,5.5046891171067746e-41,5.6313208945276119e-37
4.675789316661977e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559981003,0.099999999999852901,0.099999999999978564,3.6202267585116353e-112,5.0323904993746947e-47,3.3648371774981278e-37,1.0916050431073056e-60,8.3671290940551929e-44,9.0636590716904214e-40,2.4220875809640475e-24,3.9040078301857974e-94,2.4198198458323332e-24,2.9387566486390146e-60,1.1702314547040817e-51,2.5778345315137441e-61,6.8847208210466401e-88,9.2209371556254338e-40,1.7618146299271032e-73,1.4710840530404188e-13,4.2909366910346006e-14,9.7244786096803674e-19,4.1297393867724969e-28,9.7244786282279799e-19,4.4038537079624011e-40,2.2534785441256089e-36
9.351642053635598e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559962001,0.099999999999705796,0.099999999999957109,2.3497234540759671e-110,8.0518844653634824e-46,1.3459489431319372e-36,8.7394863923758392e-60,6.6938091738127282e-43,3.6284104539660715e-39,4.8487435462373154e-24,1.2523419976174426e-92,4.8396725134498828e-24,2.3551749140265063e-59,1.8724026942779219e-50,2.0638370949472448e-60,1.1023679999975368e-86,3.7542343079113896e-39,2.8237463795298079e-72,2.9421880591380414e-13,8.5819315824034128e-14,1.9449089080700422e-18,1.6519110611566437e-27,1.9449089154891642e-18,3.5231213947410238e-39,9.0212408050792387e-36
1.870334752758284e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559923998,0.099999999999411573,0.099999999999914199,1.5457912966279568e-108,1.288304491598447e-44,5.3838261994490366e-36,7.0020985129775648e-59,5.3550896701739064e-42,1.4536995312743695e-38,9.7156621655660905e-24,4.0269780627519978e-91,9.6793778499835432e-24,1.8907743984537961e-58,2.995866254506341e-49,1.6535514794288399e-59,1.7663557470322461e-85,1.5543590413853437e-38,4.5333947491297145e-71,5.8843960711296439e-13,1.7163921365114568e-13,3.88983099113443e-18,6.6076658714269763e-27,3.8898310208110807e-18,2.8185084266280215e-38,3.6143026519090001e-35
3.7406758475477334e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559847987,0.099999999998823128,0.099999999999828379,1.0431914943434343e-106,2.0612838205243233e-43,2.1535383912032953e-35,5.6184441376074174e-58,4.2840886228501219e-41,5.8334367011339192e-38,1.9503926158728487e-23,1.3011348620750225e-89,1.9358788528245099e-23,1.5232414154438815e-57,4.7933909222670441e-48,1.3268003297318045e-58,2.8343565519730746e-84,6.6387124455692467e-38,7.3027339838766349e-70,1.1768812094298277e-12,3.4327900930430959e-13,7.7796751127047087e-18,2.6430634849928402e-26,7.7796752314117058e-18,2.2548047686968398e-37,1.4503551299710051e-34
7.481358037126632e-18,0.09977366400000001,0.80000000000000004,0.0,0.2893436255969597,0.099999999997646236,0.099999999999656738,7.370826812129025e-105,3.2980330274226473e-42,8.6141839958906214e-35,4.5215599486336547e-57,3.4272775796924035e-40,2.3482766967271324e-37,3.9298161158079922e-23,4.2443101264859527e-88,3.8717609905545173e-23,1.2356596770472835e-56,7.6693889602406377e-47,1.0677702018248385e-57,4.5611485288398576e-83,2.9924938868865848e-37,1.184278717474026e-68,2.3537644137377251e-12,6.865586006064017e-13,1.5559363177611289e-17,1.0572190701887944e-25,1.5559363652440642e-17,1.8038326309016344e-36,5.8384710834489355e-34
