Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH3OO(77),C2H6X(52),C2H4(47),H2X(49),C2H4X(65),CH4OX(60)
8.625415681271947e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33478891703079655,0.11605676094568723,0.022738847064876264,0.0,6.9492070541788431e-13,2.0268166801535299e-11,0.0,4.7765212233616703e-15,0.0,1.0791781503529622e-07,9.9125857089191668e-31,8.217428269737745e-10,3.8167395038519351e-23,3.7202953580743181e-16,0.0,0.0,2.1384838296751911e-13,5.8972230450638551e-24,0.0026130963856836127,0.00016544118654082145,7.6245673802795947e-10,3.2280458850146781e-11,1.0780205254345873e-07,3.3837774831708936e-16,1.8312652268521272e-11,8.7081054307484021e-18,2.1434557008544292e-27,1.8873330855329967e-13,1.7949020261659895e-30,6.4446300903025395e-21
8.758440799607367e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33475714594022027,0.11602751735883858,0.022737583308379709,0.0,7.3394601596409966e-13,2.1289733737672819e-11,0.0,5.0391441070876558e-15,0.0,1.1025286837421468e-07,1.0936173246026519e-30,8.3366609500320869e-10,4.0703220931427837e-23,3.9314671608022208e-16,0.0,0.0,2.2412894971907164e-13,6.3669357888403221e-24,0.0026423376302984604,0.00016796869755822771,7.6923216945908446e-10,3.3397841976344415e-11,1.1012909326962634e-07,3.5076902874566862e-16,1.8717143290118407e-11,9.2237593083266963e-18,2.3168944524495681e-27,1.9919354971897991e-13,1.9376833850044389e-30,6.810047815415935e-21
8.891465917942786e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33472564575148467,0.11599854405564046,0.022736319860929492,0.0,7.7469835356970316e-13,2.2350719328081406e-11,0.0,5.3128010439836581e-15,0.0,1.1260782529411632e-07,1.2050787700098146e-30,8.455698640584832e-10,4.3373544549680963e-23,4.1518349564258636e-16,0.0,0.0,2.3476072228394243e-13,6.8676568772719496e-24,0.0026713085713564173,0.00017049559044979455,7.7600689285834431e-10,3.4539372575288869e-11,1.1247595218123276e-07,3.6347129634110494e-16,1.9125102708335334e-11,9.7628604888195321e-18,2.5019655977826159e-27,2.1009695844819786e-13,2.0898755465911506e-30,7.191350423458682e-21
9.024491036278206e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33469441396285832,0.11596983853856152,0.022735056720424165,0.0,8.1723627849337753e-13,2.3452225302124848e-11,0.0,5.5978177187978441e-15,0.0,1.1498267465589845e-07,1.3263260443869057e-30,8.5745426895156922e-10,4.6183734234630056e-23,4.3816858930383014e-16,0.0,0.0,2.4575113977026993e-13,7.4010205718557834e-24,0.0027000117063998817,0.00017302186941811187,7.8278095745015744e-10,3.5705284852119582e-11,1.1484261546218386e-07,3.7648976459255189e-16,1.9536527937513113e-11,1.0326159771070514e-17,2.6992920805766142e-27,2.2145715329485583e-13,2.2519734867837783e-30,7.589032540182219e-21
9.157516154613625e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33466344809576765,0.11594139833318894,0.022733793884782135,0.0,8.6161982122739535e-13,2.4595373046401823e-11,0.0,5.8945256441590608e-15,0.0,1.1737740547708753e-07,1.4580843704408011e-30,8.6931944383547214e-10,4.9139304321664228e-23,4.6213128021193462e-16,0.0,0.0,2.5710770977509515e-13,7.9687259603824718e-24,0.0027284495098527112,0.00017554753862610278,7.8955441178035958e-10,3.6895812755952054e-11,1.1722906941042309e-07,3.8982972640137656e-16,1.9951416420910709e-11,1.0914422429287143e-17,2.9095219521490835e-27,2.3328802537207853e-13,2.4244917625551053e-30,8.0035985390643645e-21
9.290541272949045e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33463274569458251,0.11591322098801332,0.02273253135194141,0.0,9.0791050777048449e-13,2.5781303747880852e-11,0.0,6.2032622064208057e-15,0.0,1.1979200692966423e-07,1.6011231038008393e-30,8.8116552220953432e-10,5.2245917382868453e-23,4.8710142510944085e-16,0.0,0.0,2.6883800824821966e-13,8.5725387096571891e-24,0.0027566244332349727,0.00017807260219740586,7.963273037249389e-10,3.8111189981771363e-11,1.1963530043541626e-07,4.0349655554895334e-16,2.0369765630302718e-11,1.1528428334090039e-17,3.1333290606977403e-27,2.4560374065764064e-13,2.6079650394613105e-30,8.4355626309382199e-21
9.423566391284464e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33460230432640209,0.11588530407421634,0.022731269119859499,0.0,9.5617138512003068e-13,2.7011178536724975e-11,0.0,6.5243707114804022e-15,0.0,1.2222646833791625e-07,1.7562578548456657e-30,8.9299263692468611e-10,5.5509386482128983e-23,5.1310945958920341e-16,0.0,0.0,2.8094967935675927e-13,9.214292845013652e-24,0.0027845389053756994,0.00018059706421675464,8.0309968049865546e-10,3.9351649972275705e-11,1.2206129505566468e-07,4.1749570817558463e-16,2.0791573065582401e-11,1.2168972073557719e-17,3.3714137512604451e-27,2.5841874228892192e-13,2.8029486271375324e-30,8.8854489536267975e-21
9.556591509619884e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33457212158084465,0.11585764518545967,0.022730007186513128,0.0,1.006467046983247e-12,2.8286178628805845e-11,0.0,6.8582004305741614e-15,0.0,1.2468077917631959e-07,1.9243526867112483e-30,9.0480092018863656e-10,5.8935677442694294e-23,5.4018640335007638e-16,0.0,0.0,2.934504353503792e-13,9.8958925567694901e-24,0.0028121953326236526,0.00018312092873035263,8.0987158866354886e-10,4.0617425919669982e-11,1.2450703989624654e-07,4.3183272427054073e-16,2.1216836254369853e-11,1.2836863074261823e-17,3.6245035764088523e-27,2.7174775284786687e-13,3.0100190228654686e-30,9.3537916615844556e-21
9.689616627955303e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33454219506983784,0.1158302419376764,0.022728745549898139,0.0,1.0588636597069527e-12,2.9607505467907292e-11,0.0,7.2051066460493663e-15,0.0,1.2715492906744681e-07,2.1063223913501798e-30,9.16590503571009e-10,6.2530911127201669e-23,5.6836386545258599e-16,0.0,0.0,3.0634805642719365e-13,1.0619314033771505e-23,0.0028395960990561073,0.00018564419974624466,8.1664307413733585e-10,4.1908750767410451e-11,1.2697252168638602e-07,4.4651322917321682e-16,2.1645552751625075e-11,1.3532925722288403e-17,3.8933540177353186e-27,2.8560577663638945e-13,3.229774463257746e-30,9.8411350155460854e-21
9.822641746290722e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33451252242741158,0.11580309196886407,0.022727484208029239,0.0,1.1134289884255851e-12,3.0976380867618109e-11,0.0,7.5654506971138449e-15,0.0,1.2964890777990292e-07,2.3031348455392287e-30,9.2836151800842095e-10,6.6301365730180688e-23,5.9767404957465021e-16,0.0,0.0,3.196503906003131e-13,1.1386607324179352e-23,0.0028667435666856925,0.00018816688123468478,8.2341418220169895e-10,4.3225857211900766e-11,1.2945772725704936e-07,4.6154293508540451e-16,2.207772013926623e-11,1.4257999484241689e-17,4.178749218192616e-27,3.0000810194262485e-13,3.4628354841038594e-30,1.0348033472184976e-20
9.955666864626142e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33448310130949305,0.11577619293887985,0.022726223158939872,0.0,1.1702324234270871e-12,3.2394047152913985e-11,0.0,7.9396000255638769e-15,0.0,1.3216270522628764e-07,2.5158134487591812e-30,9.4011409380950855e-10,7.0253479083046404e-23,6.2814975926739366e-16,0.0,0.0,3.3336535356502355e-13,1.2199898223636349e-23,0.0028936400756652985,0.0001906889771285004,8.3018495751046842e-10,4.4568977704139989e-11,1.3196264353856896e-07,4.7692764259467077e-16,2.251333602579296e-11,1.5012939028227347e-17,4.4815027253461127e-27,3.1497030329840258e-13,3.7098454884225295e-30,1.0875051773780257e-20
9.999999999999999e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33447335164469305,0.11576728367811538,0.022725802955201404,0.0,1.189672706215228e-12,3.2877568677457605e-11,0.0,8.0674238361483383e-15,0.0,1.3300487712227264e-07,2.5904027185024389e-30,9.4402678780613076e-10,7.1612090113667024e-23,6.385710639931253e-16,0.0,0.0,3.3802917487782264e-13,1.2481540480149763e-23,0.0029025484918552388,0.00019152938383599111,8.3244138007457159e-10,4.5022417631935385e-11,1.3280183109736342e-07,4.8213477260566253e-16,2.2659278993286279e-11,1.5271322024142843e-17,4.5864024277868685e-27,3.2008385925123718e-13,3.7953798071244547e-30,1.1055259657636878e-20
1.0088691982961561e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33445392939370289,0.1157495425292375,0.022724962400682003,0.0,1.2293450067363044e-12,3.3861767301427852e-11,0.0,8.3279282214912279e-15,0.0,1.346963114611846e-07,2.7454396448981868e-30,9.5184836065989792e-10,7.4393850971597256e-23,6.5982440321110667e-16,0.0,0.0,3.4750092856658188e-13,1.3061390190976396e-23,0.0029202879444910589,0.00019321049132345249,8.3695544409769614e-10,4.5938344451323028e-11,1.3448725755829274e-07,4.9267324220883793e-16,2.2952398045914634e-11,1.5798614344812751e-17,4.8024582455980356e-27,3.3050824372828259e-13,3.9714713227653666e-30,1.1422765037894654e-20
1.022171710129698e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33442500437915418,0.1157231384429063,0.022723701931325953,0.0,1.2908394589155227e-12,3.5380825084408957e-11,0.0,8.7308150689699475e-15,0.0,1.3724971667917629e-07,2.9931555297571988e-30,9.6356444762711981e-10,7.8729245466032635e-23,6.9273200047139345e-16,0.0,0.0,3.6206516626861203e-13,1.3973366291615924e-23,0.0029466894702034441,0.00019573142767859278,8.4372568538562638e-10,4.7334189418394527e-11,1.3703155643826118e-07,5.0878571590156833e-16,2.3394903860183409e-11,1.6615910867962369e-17,5.1424904094436335e-27,3.4663807699046754e-13,4.2484038618167962e-30,1.199175884706329e-20
1.03547422196324e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33439632398625285,0.11569697840411189,0.022722441748960213,0.0,1.3547902060817821e-12,3.6952525207369633e-11,0.0,9.1486465917237004e-15,0.0,1.3982291121288491e-07,3.260166546363673e-30,9.7526248316547512e-10,8.3266593263508176e-23,7.2690718575555197e-16,0.0,0.0,3.7706618462208597e-13,1.4938191168780304e-23,0.0029728469285864745,0.00019825179001661681,8.5049572419256449e-10,4.8756744329555647e-11,1.3959552739290924e-07,5.2527113866903422e-16,2.3840851154632112e-11,1.7465729595946636e-17,5.5025055478189738e-27,3.6337624980988126e-13,4.5413586013352755e-30,1.2582629338494258e-20
1.048776733796782e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33436788595649952,0.1156710601581388,0.02272118185169129,0.0,1.4212734071406021e-12,3.8578193450419594e-11,0.0,9.5818150987742554e-15,0.0,1.4241588553103876e-07,3.5477442701273619e-30,9.8694259512084384e-10,8.801299404324725e-23,7.6238521466922335e-16,0.0,0.0,3.9251216873487336e-13,1.5958313042714058e-23,0.0029987625743650688,0.00020077158212421402,8.5726560274064068e-10,5.0206240669725854e-11,1.4217915772679493e-07,5.4213568009767839e-16,2.4290237640416829e-11,1.8348987212223159e-17,5.8834424796003241e-27,3.8073950410367999e-13,4.8510762594808623e-30,1.3195983293781482e-20
1.0620792456303239e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3343396880522943,0.11564538147113511,0.022719922237643516,0.0,1.4903669812357458e-12,4.0259176808287188e-11,0.0,1.0030719230071838e-14,0.0,1.4502863023656349e-07,3.8572292858999683e-30,9.9860491073544483e-10,9.2975718834228549e-23,7.9920196897334771e-16,0.0,0.0,4.0841137074184799e-13,1.7036265738024666e-23,0.0030244386414005498,0.0002032908077524138,8.6403536266347727e-10,5.1682909685958479e-11,1.4478243483235232e-07,5.5938560594305433e-16,2.4743061053464227e-11,1.9266616206289444e-17,6.2862733103150354e-27,3.9874487919943654e-13,5.1783233865743294e-30,1.3832438228630549e-20
1.0753817574638659e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33431172805674231,0.11561994012991859,0.022718662904958858,0.0,1.5621506354146614e-12,4.1996843630026983e-11,0.0,1.0495764002107958e-14,0.0,1.4766113606469855e-07,4.1900341590284582e-30,1.0102495566525446e-09,9.816221239547128e-23,8.3739396184145888e-16,0.0,0.0,4.2477210967553144e-13,1.817467073930992e-23,0.0030498773428843241,0.00020580947061692859,8.708050450137537e-10,5.318698238881201e-11,1.4740534618766997e-07,5.7702727971973619e-16,2.519931915412347e-11,2.0219564994506444e-17,6.7120042421240402e-27,4.1740971404622561e-13,5.5238929833330318e-30,1.4492622482597883e-20
1.0886842692974078e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3342840037734614,0.115594733941785,0.022717403851796811,0.0,1.6367058925092221e-12,4.3792583758412955e-11,0.0,1.0977360853511313e-14,0.0,1.5031339388113762e-07,4.5476465025200531e-30,1.0218766589211092e-09,1.0358009560894118e-22,8.7699834311734662e-16,0.0,0.0,4.4160277133726393e-13,1.9376239275218993e-23,0.0030750808715297511,0.0002083275743984933,8.7757469027067646e-10,5.4718689553676806e-11,1.5004787935429422e-07,5.9506716430229793e-16,2.5659009726822681e-11,2.1208798040892582e-17,7.1616763951360736e-27,4.3675164941880977e-13,5.8886051276288426e-30,1.5177175308843776e-20
1.1019867811309498e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33425651302639231,0.11556976073431792,0.022716145076334161,0.0,1.7141161192314043e-12,4.5647808669016571e-11,0.0,1.147592769062743e-14,0.0,1.5298539468019344e-07,4.9316321424654114e-30,1.033486343000414e-09,1.0923716788510037e-22,9.1805290457311667e-16,0.0,0.0,4.5891180816888317e-13,2.0643774431097793e-23,0.0031000513997622228,0.0002108451227432014,8.8434433834734935e-10,5.6278261722057837e-11,1.5271002197505652e-07,6.1351182353734741e-16,2.6122130579729911e-11,2.2235295977888191e-17,7.6363666401139261e-27,4.5678863011511813e-13,6.2733076098135883e-30,1.5886746963899679e-20
1.1152892929644917e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33422925365960948,0.11554501835520048,0.022714886576764858,0.0,1.7944665544835212e-12,4.7563951608969192e-11,0.0,1.1991888933082577e-14,0.0,1.5567712958298672e-07,5.3436383838949649e-30,1.0450787337645995e-09,1.1514140958112774e-22,9.6059608516766981e-16,0.0,0.0,4.767077391249019e-13,2.1980173290369381e-23,0.0031247910799074644,0.00021336211926283789,8.911140285980547e-10,5.7865929202814274e-11,1.5539176177192471e-07,6.3236792386660975e-16,2.6588679544418577e-11,2.3300055727090221e-17,8.1371884426330473e-27,4.7753890714718529e-13,6.6788765766574391e-30,1.6621998797450062e-20
1.1285918047980336e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33420222353713447,0.11552050467202876,0.022713628351299829,0.0,1.8778443378826402e-12,4.9542467735407573e-11,0.0,1.2525675559332544e-14,0.0,1.5838858983565798e-07,5.7853973792722676e-30,1.0566539555071779e-09,1.2130098443183516e-22,1.0046669763056212e-15,0.0,0.0,4.9499914954516499e-13,2.3388429104800465e-23,0.0031493020443780786,0.00021587856753520855,8.9788379982543395e-10,5.9481922073355975e-11,1.580930865438783e-07,6.5164223596105166e-16,2.7058654475537138e-11,2.440409061995749e-17,8.6652927187530636e-27,4.990210399257102e-13,7.1062171839458681e-30,1.7383603342129099e-20
1.1418943166315756e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33417542054275062,0.11549621757212707,0.022712370398166853,0.0,1.9643385384988142e-12,5.1584834253601811e-11,0.0,1.3077725152196808e-14,0.0,1.6111976680760293e-07,6.2587296018570763e-30,1.0682121319454917e-09,1.2772424199330837e-22,1.0503053270966863e-15,0.0,0.0,5.1379469102797555e-13,2.4871633493805606e-23,0.0031735864058583482,0.00021839447110446643,9.0465369028757996e-10,6.1126470180797801e-11,1.6081398416480759e-07,6.7134163636603777e-16,2.7532053250483356e-11,2.5548430518486684e-17,9.2218687022627129e-27,5.2125389843837495e-13,7.556264257780851e-30,1.8172244403332553e-20
1.1551968284651175e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33414884257981986,0.11547215496236486,0.02271111271561034,0.0,2.0540401838067392e-12,5.3692550554764746e-11,0.0,1.3648481944378693e-14,0.0,1.6387065198973116e-07,6.7655474262000229e-30,1.0797533862251231e-09,1.3441972009930089e-22,1.0975515496155366e-15,0.0,0.0,5.3310308130367372e-13,2.6432978672940655e-23,0.0031976462574873138,0.00022090983348143446,9.1142373770503718e-10,6.2799803143071668e-11,1.6355444258143486e-07,6.9147310915750681e-16,2.8008873769082533e-11,2.6734121935859604e-17,9.8081448235590458e-27,5.4425666542205604e-13,8.0299829646320789e-30,1.8988617149044867e-20
1.1684993402986595e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33412248757110091,0.11544831476897531,0.022709855301891232,0.0,2.147042288850463e-12,5.5867138353541633e-11,0.0,1.4238396863971939e-14,0.0,1.6664123699274662e-07,7.3078588180600798e-30,1.0912778409242576e-09,1.413961473304116e-22,1.1464467241621525e-15,0.0,0.0,5.5293310410865883e-13,2.8075759711737713e-23,0.0032214836730401378,0.00022342465814392587,9.1819397926771185e-10,6.4502150349997511e-11,1.6631444981125926e-07,7.1204374760915956e-16,2.8489113953270156e-11,2.7962228157061916e-17,1.0425389600221699e-26,5.6804883852904401e-13,8.5283694901841182e-30,1.9833428199681749e-20
1.1818018521322014e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33409635345856936,0.11542469493737573,0.022708598155286801,0.0,2.2434398856207595e-12,5.8110141825179214e-11,0.0,1.4847927579954298e-14,0.0,1.6943151354545111e-07,7.8877711360654308e-30,1.1027856180580006e-09,1.4866244549607723e-22,1.197032604522677e-15,0.0,0.0,5.7329360905983281e-13,2.9803376821034117e-23,0.003245100707107785,0.00022593894853706019,9.2496445164169311e-10,6.6233740964312696e-11,1.6909399394052415e-07,7.330607558706494e-16,2.8972771746778623e-11,2.9233829359474302e-17,1.1074912539343245e-26,5.9265023248737984e-13,9.0524517270254841e-30,2.070739571794836e-20
1.1951043639657434e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33407043820323912,0.11540129343198943,0.022707341274090503,0.0,2.3433300526447879e-12,6.0423127742372795e-11,0.0,1.5477538547668506e-14,0.0,1.7224147349306951e-07,8.5074950474681011e-30,1.1142768390826437e-09,1.5622773212941222e-22,1.2493516232307788e-15,0.0,0.0,5.9419351152946281e-13,3.1619337669948103e-23,0.0032684993952750139,0.0002284527080735772,9.3173519097598628e-10,6.7994803922661569e-11,1.7189306312220643e-07,7.5453145065675874e-16,2.9459845114828071e-11,3.055002273343617e-17,1.1758065051676828e-26,6.1808098125540605e-13,9.6032899712257349e-30,2.1611249498712975e-20
1.2084068757992853e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33404473978498628,0.11537810823606953,0.02270608465661185,0.0,2.4468119447876402e-12,6.2807685611790241e-11,0.0,1.6127701054291295e-14,0.0,1.750711087955967e-07,9.1693485603724947e-30,1.1257516248998901e-09,1.6410132299492996e-22,1.3034468968295385e-15,0.0,0.0,6.1564179252043945e-13,3.3527259732654753e-23,0.0032916817542967183,0.00023096594013414728,9.3850623290916201e-10,6.9785567936544196e-11,1.7471164557402797e-07,7.7646326294755915e-16,2.9950332043821271e-11,3.1911922602783063e-17,1.2476241377662343e-26,6.443615401706165e-13,1.0181977627846887e-29,2.2545731058896392e-20
1.2217093876328273e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3340192562023736,0.11535513735152424,0.022704828301176205,0.0,2.5539868232653925e-12,6.5265427810271775e-11,0.0,1.6798893264290689e-14,0.0,1.7792041152616644e-07,9.8757611748480829e-30,1.1372100958610321e-09,1.7229273460917965e-22,1.3593622311338519e-15,0.0,0.0,6.3764749854192502e-13,3.5530872665115526e-23,0.0033146497822726158,0.00023347864806767859,9.452776125759167e-10,7.1606261493225923e-11,1.77549729576489e-07,7.9886373969953259e-16,3.0444230541042488e-11,3.3320660545358103e-17,1.3230879525392661e-26,6.7151268809288864e-13,1.0789641925435405e-29,2.351159372737683e-20
1.2350118994663692e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33399398547247744,0.11533237879874367,0.022703572206124688,0.0,2.6649580858692693e-12,6.7797989720703827e-11,0.0,1.7491600264872203e-14,0.0,1.8078937386944062e-07,1.0629278155366629e-29,1.1486523717710811e-09,1.8081168677433549e-22,1.4171421264933614e-15,0.0,0.0,6.602197414853736e-13,3.7634020711915776e-23,0.0033374054588203115,0.00023599083519162151,9.520493646135499e-10,7.3457112856607444e-11,1.8040730347092265e-07,8.2174054556764993e-16,3.0941538634360373e-11,3.4777385513498249e-17,1.4023462220581473e-26,6.995555295421643e-13,1.1427444639541334e-29,2.4509602734910406e-20
1.2483144112999112e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33396892563071573,0.11530983061642865,0.022702316369813978,0.0,2.7798312974005104e-12,7.0407029867565925e-11,0.0,1.8206314111414265e-14,0.0,1.8367798812002017e-07,1.1432564927034853e-29,1.1600785718928587e-09,1.896681051247738e-22,1.4768317830559109e-15,0.0,0.0,6.8336769850091389e-13,3.9840665143364652e-23,0.0033599507452467389,0.00023850250479227011,9.5882152316836226e-10,7.5338350068056284e-11,1.8328435565757069e-07,8.4510146463838951e-16,3.144225437193455e-11,3.6283263954496393e-17,1.4855517868594613e-26,7.285114968306436e-13,1.2096582825311164e-29,2.5540535304066972e-20
1.2616169231334531e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33394407473067839,0.11528749086142054,0.022701060790616189,0.0,2.8987142203155594e-12,7.3094230052149203e-11,0.0,1.894353387289337e-14,0.0,1.8658624668087628e-07,1.228841159812394e-29,1.1714888149510378e-09,1.9887212368667799e-22,1.5384771060315197e-15,0.0,0.0,7.071006118740822e-13,4.2154886723012239e-23,0.0033822875847180152,0.00024101366012506018,9.6559412190196629e-10,7.7250200947199444e-11,1.8618087459368014e-07,8.6895440217368093e-16,3.1946375821926282e-11,3.7839479931039607e-17,1.5728621528606803e-26,7.5840235218955023e-13,1.2798289559201143e-29,2.6605180739181217e-20
1.274919434966995e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33391943084395809,0.11526535760853328,0.022699805466918705,0.0,3.0217168455811462e-12,7.5861295487444508e-11,0.0,1.9703765677299232e-14,0.0,1.8951414206180227e-07,1.3199737611428132e-29,1.1828832191361445e-09,2.084340874507082e-22,1.6021247109568784e-15,0.0,0.0,7.314277889028882e-13,4.4580888205739675e-23,0.003404417902427698,0.00024352430441486485,9.7236719399751835e-10,7.9192893092678798e-11,1.8909684879162097e-07,8.9330738636576533e-16,3.2453901072212795e-11,3.9447235241624771e-17,1.6644395899945901e-26,7.8925018989051158e-13,1.35338346898579e-29,2.7704340516318782e-20
1.288221946800537e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33389499205998369,0.11524342895038656,0.02269855039712405,0.0,3.1489514237388859e-12,7.870995493269933e-11,0.0,2.0487522757040532e-14,0.0,1.9246166687788482e-07,1.4169596527015658e-29,1.1942619021085158e-09,2.1836455495777768e-22,1.6678219289603509e-15,0.0,0.0,7.5635860177520777e-13,4.7122996866577746e-23,0.0034263436057634816,0.0002460344408562872,9.7914077216587391e-10,8.1166653882868379e-11,1.9203226681702341e-07,9.1816857010295537e-16,3.2964828230105294e-11,4.1107749540951913e-17,1.76045123206871e-26,8.2107743836160373e-13,1.4304525598213484e-29,2.8838828373257265e-20
1.301524458634079e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33387075648585468,0.11522170299724062,0.022697295579649758,0.0,3.2805324961789516e-12,8.1641960827641232e-11,0.0,2.1295325494341403e-14,0.0,1.9542881384799635e-07,1.5201180938966333e-29,1.2056249810022117e-09,2.2867430089797563e-22,1.7356168120274802e-15,0.0,0.0,7.8190248744648787e-13,4.9785667060410789e-23,0.0034480665844723373,0.00024854407261394969,9.8591488865165965e-10,8.3171710476554843e-11,1.9498711728693622e-07,9.435462327462737e-16,3.347915542207086e-11,4.2822260460296448e-17,1.8610691778559436e-26,8.5390686229809306e-13,1.5111707966841848e-29,3.0009470399481716e-20
1.3148269704676209e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33384672224617734,0.11520017787683275,0.022696041012928176,0.0,3.4165769266224342e-12,8.4659089426366595e-11,0.0,2.2127701466629196e-14,0.0,1.9841557579330587e-07,1.6297827528721696e-29,1.21697257242889e-09,2.3937431872267823e-22,1.8055581382669831e-15,0.0,0.0,8.0806894751774923e-13,5.2573482812722325e-23,0.0034695887108241097,0.00025105320282278081,9.9268957523926993e-10,8.520828981358092e-11,1.9796138886800407e-07,9.6944878191696871e-16,3.3996880793457791e-11,4.4592023727860785e-17,1.9664705934227492e-26,8.8776156476790966e-13,1.5956766558624205e-29,3.121710512619445e-20
1.3281294823011628e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3338228874829024,0.11517885173421522,0.022694786695406366,0.0,3.5572039328119471e-12,8.7763140930892614e-11,0.0,2.2985185491913791e-14,0.0,2.0142194563580951e-07,1.7463022257704815e-29,1.228304792481636e-09,2.5047582326989372e-22,1.8776954171772259e-15,0.0,0.0,8.3486754811387851e-13,5.5491160441540294e-23,0.0034909118397735929,0.00025356183458829964,9.9946486325878733e-10,8.7276618615452976e-11,2.0095507027466508e-07,9.9588475529487449e-16,3.4518002508224664e-11,4.6418313289106173e-17,2.0768378157011013e-26,9.2266498931187843e-13,1.6841126004770637e-29,3.2462583616338681e-20
1.3414319941347048e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33379925035516406,0.11515772273159465,0.022693532625545965,0.0,3.7025351184100771e-12,9.0955939624371168e-11,0.0,2.3868319674158848e-14,0.0,2.0444791639688077e-07,1.8700405701899115e-29,1.2396217567387516e-09,2.619902534028803e-22,1.9520788949131631e-15,0.0,0.0,8.6230791976219775e-13,5.8543551210739248e-23,0.0035120378091210921,0.00025606997098689624,1.0062407835918279e-09,8.9376923385912345e-11,2.0396815026736738e-07,1.0228628224276166e-15,3.5042518748672883e-11,4.8302421427065548e-17,2.1923584573105693e-26,9.5864092203873114e-13,1.7766251602245558e-29,3.3746769554635798e-20
1.3547345059682467e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33377580903912091,0.11513678904817307,0.022692278801823014,0.0,3.8526945051052291e-12,9.4239334003962201e-11,0.0,2.477765344864528e-14,0.0,2.074934811958384e-07,2.0013778531107025e-29,1.2509235802675053e-09,2.7392927466208685e-22,2.0287595595537153e-15,0.0,0.0,8.9039975727129682e-13,6.1735644014858551e-23,0.0035329684396714924,0.00025857761506611042,1.0130173666773095e-09,9.1509430411471105e-11,2.0700061765080543e-07,1.050391786550626e-15,3.5570427715182788e-11,5.0245658882638125e-17,2.313225512636835e-26,9.9571349371491611e-13,1.8733650120644844e-29,3.5070539337635669e-20
1.3680370178017887e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33375256172779766,0.11511604887999015,0.022691025222727864,0.0,4.0078085649244579e-12,9.7615196913365336e-11,0.0,2.5713743627327265e-14,0.0,2.1055863324853426e-07,2.1407107135641729e-29,1.2622103776278393e-09,2.8630478193045977e-22,2.1077891463695939e-15,0.0,0.0,9.1915281961012081e-13,6.5072568095594942e-23,0.003553705535391838,0.00026108476984490773,1.0197946425171477e-09,9.3674365761913042e-11,2.1005246127217433e-07,1.0784805864179674e-15,3.6101727625953191e-11,5.2249354974866415e-17,2.4396374651730022e-26,1.0339071818492206e-12,1.9744870618572472e-29,3.6434782163779752e-20
