Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HOX(23),HX(19),CH3OHX(46),H2OX(35),HO2X(135),C2H6X(39),CH2X(134),CHX(26),CXHO(27),OCX(21),COX(37),HO2(52),CH3O(58),CH2OX(40),CH2OH(57)
1.4330209324738515e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.079535554145568593,0.099985218523496705,0.043327278822452811,1.5460643482134106e-25,9.2389918595109209e-12,1.1987854655540403e-13,7.4988735450037959e-12,2.6327532613575504e-12,2.7611318241109242e-18,2.817500678204061e-08,0.0,1.1287890905558232e-18,1.9545069354313283e-21,7.636829147891386e-09,7.1158182497551431e-19,4.0013416416445231e-19,1.0981572526470009e-15,6.8400310742442683e-24,1.4745589744390792e-05,0.11334542228882478,3.1027783703197795e-11,1.2221356985573213e-08,1.5996106718007754e-08,1.1262213399018546e-12,1.3625044703020788e-15,9.5104309839498637e-11,3.8826296669719335e-16,1.8402565160322491e-14,2.9984423244806393e-11,3.7005931828055661e-19,1.5170967647649245e-22,1.1058756003641007e-15,1.2773503784395437e-15,3.5026078690807529e-18,4.0717961872977743e-22,1.2535490681867551e-19
1.4410243094358282e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.079347932844756275,0.099985253083170383,0.043233450737412027,1.5815559483919015e-25,9.3907658926302493e-12,1.2107034112379274e-13,7.6247160227111181e-12,2.6612770196557695e-12,2.8370220490326118e-18,2.8276602491887621e-08,0.0,1.1336511131528276e-18,1.9987683874919204e-21,7.7545747297882966e-09,7.2662670636298391e-19,4.0801153195175111e-19,1.1066928945396532e-15,7.0317792454617323e-24,1.4710810278639083e-05,0.11353307826624651,3.1053265487379285e-11,1.2293078514899374e-08,1.6025493901423713e-08,1.1408882267907357e-12,1.3816205199231076e-15,9.6554448564285192e-11,3.9154374426788942e-16,1.8454945894737902e-14,3.0212105253010805e-11,3.5947391501601225e-19,1.5385328265875336e-22,1.1217816643969166e-15,1.2777489013951992e-15,3.5973607291556565e-18,4.1738421085108729e-22,1.2805320064609889e-19
1.4490276863978048e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.07916159714134989,0.099985287404714601,0.043140265569496856,1.6176063719648891e-25,9.5437041801564341e-12,1.2226077937462688e-13,7.7517183309764945e-12,2.6898467667875122e-12,2.9143691776493059e-18,2.8377255560806438e-08,0.0,1.1384755683743791e-18,2.0436662692640283e-21,7.873102807767633e-09,7.2836163803693272e-19,4.1577266045813266e-19,1.1152089193044369e-15,7.2274312103407692e-24,1.4676269102697497e-05,0.11371944840898383,3.1077799580628801e-11,1.2364426897406873e-08,1.6054300416475869e-08,1.1556068142898877e-12,1.4008246109272503e-15,9.801545429164168e-11,3.9481783815472425e-16,1.8506910305280107e-14,3.0439199117634909e-11,3.2501672880053131e-19,1.5600997411370713e-22,1.1377888858839899e-15,1.2781480255363036e-15,3.6938902365402301e-18,4.277569945011735e-22,1.3078475156017061e-19
1.4570310633597815e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.078976532424910248,0.099985321490837886,0.043047716012185634,1.6542199049283011e-25,9.6977997765921708e-12,1.234497629880298e-13,7.879879532852009e-12,2.7184608072699835e-12,2.9931916863723577e-18,2.8476971501259009e-08,0.0,1.1432625929482595e-18,2.0892032204628896e-21,7.9924072830311297e-09,7.3663518624554135e-19,4.2372312341094913e-19,1.1237050012830986e-15,7.427032943963666e-24,1.4641963508668449e-05,0.11390454733008638,3.110139899607583e-11,1.2435401619649905e-08,1.6082532307978813e-08,1.1703760293040787e-12,1.4201153504116631e-15,9.9487294070754198e-11,3.9808508305779272e-16,1.8558460384518972e-14,3.0665693393508847e-11,3.879144227717681e-19,1.581797223156471e-22,1.1538966387688022e-15,1.2785477396000036e-15,3.7922123077348942e-18,4.3829943943593434e-22,1.335495446482951e-19
1.4650344403217581e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.078792724316426047,0.099985355344205787,0.042955794874675518,1.6914008229306407e-25,9.8530456684352425e-12,1.2463719535752415e-13,8.0091988909664086e-12,2.747117465455744e-12,3.0735064184417658e-18,2.857575587317593e-08,0.0,1.148012327179102e-18,2.1353818212902136e-21,8.1124820316681133e-09,7.6312656722296825e-19,4.3206144596475191e-19,1.1321808238866899e-15,7.6306304359976339e-24,1.4607890831543355e-05,0.11408838941116621,3.1124076625947434e-11,1.2506002241628793e-08,1.6110195595844466e-08,1.1851948050397337e-12,1.4394913490584667e-15,1.0096993458103808e-10,4.0134531761616076e-16,1.8609598106187038e-14,3.0891576850708106e-11,4.0249917816281828e-19,1.6036252846770935e-22,1.1701042960805858e-15,1.2789492234085652e-15,3.8923427430847167e-18,4.4901250444860323e-22,1.3634756054962532e-19
1.4730378172837348e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.078610158663846699,0.099985388967441843,0.042864495079536949,1.7291533816229095e-25,1.0009434777111836e-11,1.2582298158677728e-13,8.1396755757598314e-12,2.7758150855350795e-12,3.1553166661943606e-18,2.8673614281387477e-08,0.0,1.1527249148283112e-18,2.182204592684691e-21,8.2333209066581105e-09,7.6138712265789795e-19,4.4006217832815398e-19,1.1406360794730731e-15,7.8382696858400384e-24,1.4574048448376766e-05,0.11427098880708993,3.114584524150748e-11,1.2576228395816539e-08,1.6137296273415065e-08,1.2000620812074073e-12,1.4589512214907958e-15,1.0246334214473207e-10,4.0459838436992003e-16,1.8660325426231421e-14,3.1116838472720797e-11,2.9947846748691957e-19,1.6255815542350836e-22,1.1864112285055364e-15,1.2793514389265669e-15,3.9942972248808266e-18,4.5989652844288052e-22,1.3917877552762142e-19
1.4810411942457114e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.078428821536974835,0.099985422363128365,0.042773809660425731,1.7674818091441559e-25,1.016695996185968e-11,1.2700702848536303e-13,8.2713082447061427e-12,2.8045520315301682e-12,3.2386407472144982e-18,2.8770552373107666e-08,0.0,1.1574005029907776e-18,2.2296739965886845e-21,8.3549177398330011e-09,7.5264232744000451e-19,4.4803534206104329e-19,1.1490704692258384e-15,8.0499966978303936e-24,1.4540433777340187e-05,0.11445235945055207,3.1166717492377094e-11,1.2646079785553481e-08,1.6163840305538618e-08,1.2149768041280698e-12,1.478493586506497e-15,1.0396748273930132e-10,4.0784412969792409e-16,1.8710644283414582e-14,3.1341467454601823e-11,3.8091570563000435e-19,1.6476650088908313e-22,1.2028167975062437e-15,1.2797535811981049e-15,4.0980913155314209e-18,4.7095316433765649e-22,1.420431615432318e-19
1.489044571207688e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.078248699223103249,0.099985455533807388,0.042683731759851171,1.8063903270811526e-25,1.0325614022567797e-11,1.2818924456403867e-13,8.4040958878738753e-12,2.8333266872814536e-12,3.3235073239983823e-18,2.8866575835477608e-08,0.0,1.1620392419784182e-18,2.2777924362305445e-21,8.4772663437957634e-09,8.0181370297446847e-19,4.5700422836149597e-19,1.1574837030313534e-15,8.2658574765296181e-24,1.4507044276910423e-05,0.1146325150565394,3.1186705906945777e-11,1.2715556182165933e-08,1.6189833629922876e-08,1.2299379268870683e-12,1.4981170673749442e-15,1.0548232200958635e-10,4.1108240376887683e-16,1.8760556599120674e-14,3.1565453201115705e-11,4.9947903919901334e-19,1.6698771394476301e-22,1.2193203639321385e-15,1.2801580980177215e-15,4.2037404558017464e-18,4.8218363839645285e-22,1.4494068632862918e-19
1.4970479481696647e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.078069778223442562,0.099985488481981272,0.042594254626999256,1.8458831452192621e-25,1.0485389702580852e-11,1.2936954002965306e-13,8.538037824029164e-12,2.8621374564268915e-12,3.4099083932820943e-18,2.8961690393165651e-08,0.0,1.1666412852111773e-18,2.3265622564217946e-21,8.6003605138002198e-09,8.1192283416003451e-19,4.6549057761582423e-19,1.165875499354889e-15,8.4858980220667918e-24,1.4473877445209642e-05,0.11481146912668806,3.1205822892976206e-11,1.2784657424344347e-08,1.621528215617394e-08,1.2449444095771529e-12,1.5178202922433958e-15,1.0700782527974361e-10,4.1431306051907216e-16,1.8810064278622562e-14,3.1788785324869916e-11,2.7094350340975043e-19,1.6922155456049738e-22,1.2359212907755023e-15,1.2805640367281145e-15,4.3112599631224227e-18,4.9358757949084726e-22,1.4787131346140077e-19
1.5050513251316413e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.077892045248049713,0.099985521210113656,0.042505371615608398,1.8859644298873728e-25,1.0646279691447648e-11,1.30547826778785e-13,8.6731322708783597e-12,2.8909827623737764e-12,3.4978494320161757e-18,2.9055901806013227e-08,0.0,1.1712067890969313e-18,2.3759857438687774e-21,8.7241940295937677e-09,7.5008315365317635e-19,4.7294384553161388e-19,1.1742455851210701e-15,8.7101643255538362e-24,1.4440930819068247e-05,0.11498923495352799,3.1224080736366495e-11,1.2853383417740522e-08,1.6240191761513033e-08,1.2599952193552132e-12,1.5376018943046312e-15,1.0854395756506247e-10,4.1753595758238598e-16,1.8859169212220818e-14,3.2011453644437228e-11,2.7729317664630972e-19,1.7146767688743407e-22,1.2526189289081428e-15,1.2809678716850783e-15,4.4206650299654231e-18,5.0516670346996417e-22,1.5083500243916243e-19
1.5122543643974204e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.07773309051162193,0.099985550479302937,0.04242587946868058,1.9225441647443831e-25,1.079202733219741e-11,1.3160649593933675e-13,8.7957015715278002e-12,2.9169717795409712e-12,3.5783414263839789e-18,2.9139924675772365e-08,0.0,1.1752846330437071e-18,2.4210276114700736e-21,8.8362711823467474e-09,7.3815443190632555e-19,4.7994751982560351e-19,1.1817598808082445e-15,8.9156550225529579e-24,1.4411465126027144e-05,0.11514821907070966,3.1239788284891363e-11,1.2914915946374996e-08,1.6262154463298464e-08,1.27357799990264e-12,1.5554712231885184e-15,1.0993553527457265e-10,4.2042981566497148e-16,1.8903020853875693e-14,3.2211279329004794e-11,4.0021375885114322e-19,1.7350009798135105e-22,1.2677289642231633e-15,1.2813050571136404e-15,4.5207541981610913e-18,5.1573577180594162e-22,1.5353055369282427e-19
1.5194574036631994e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.077575078073090525,0.099985579573966463,0.042346858557602722,1.9596069565759119e-25,1.0938666200693787e-11,1.3266340617800223e-13,8.9192025511072686e-12,2.9429863888991204e-12,3.6601260669740943e-18,2.922322493410374e-08,0.0,1.1793331271454929e-18,2.4666023408101186e-21,8.9489376029416904e-09,7.919985940297281e-19,4.8779631181041124e-19,1.1892561890995482e-15,9.1246393309064072e-24,1.4382174092336439e-05,0.11530626071588632,3.1254818567411693e-11,1.297614451708034e-08,1.6283689618754741e-08,1.2871951118962232e-12,1.5734019460401312e-15,1.1133566799083282e-10,4.2331717736232228e-16,1.8946549145644385e-14,3.2410552114539166e-11,3.9034413104983243e-19,1.7554240859389359e-22,1.2829163204986761e-15,1.2816309625203657e-15,4.6223937691111135e-18,5.2645099890328766e-22,1.5625281387041284e-19
1.5266604429289784e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.077417998662211676,0.099985608495822595,0.042268304246346138,1.9971558022967082e-25,1.1086190866505667e-11,1.337184967501107e-13,9.04363412672805e-12,2.9690254820286495e-12,3.7432060276511428e-18,2.9305806844008016e-08,0.0,1.1833523911973277e-18,2.5127114795062568e-21,9.0621887316562642e-09,8.3733152610859946e-19,4.9601168035415209e-19,1.196734328009942e-15,9.3371507415866761e-24,1.4353055999835667e-05,0.11546336916112045,3.1269180289129032e-11,1.3037069190762361e-08,1.6304801448406827e-08,1.3008458176340625e-12,1.5913930780453114e-15,1.1274432961375448e-10,4.2619794639020684e-16,1.8989755434784919e-14,3.2609264999173091e-11,3.6300733623660393e-19,1.7759439514200318e-22,1.2981805231543781e-15,1.2819852064140971e-15,4.7255945524742363e-18,5.3731380737455944e-22,1.5900174526824319e-19
1.5338634821947574e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.077261843135756486,0.099985637246566325,0.042190211962477943,2.0351937074980856e-25,1.1234595870499616e-11,1.3477170800106148e-13,9.1689949929418283e-12,2.9950879633707287e-12,3.8275957303017462e-18,2.9387674686020319e-08,0.0,1.1873425466852511e-18,2.559356537909203e-21,9.1760200029440983e-09,8.7368809540386153e-19,5.049170948864743e-19,1.2041941208007654e-15,9.5532227286208176e-24,1.4324109153902956e-05,0.11561955355128202,3.1282882075319206e-11,1.3097690067009115e-08,1.632549415169937e-08,1.3145293842452201e-12,1.6094436381903512e-15,1.1416149387055486e-10,4.2907202874034648e-16,1.9032641059006597e-14,3.2807411111446728e-11,5.3781077834198274e-19,1.796568191045533e-22,1.3135211369043596e-15,1.2823873290211063e-15,4.8303672722644315e-18,5.4831650316382663e-22,1.6177730769353857e-19
1.5410665214605364e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.077106602475599167,0.099985665827869386,0.042112577196045067,2.073723673297811e-25,1.1383875726339054e-11,1.3582298136132191e-13,9.2952844296786778e-12,3.0211727501922518e-12,3.9132966639323042e-18,2.9468832756971309e-08,0.0,1.191303716731279e-18,2.6065389893239411e-21,9.2904268464093433e-09,9.0416450550759512e-19,5.1396244449962094e-19,1.2116353959084861e-15,9.7728887465783353e-24,1.4295331883102117e-05,0.11577482290628228,3.1295932473327935e-11,1.3158007283539199e-08,1.6345771907489596e-08,1.3282450840475665e-12,1.6275526497741384e-15,1.1558713432064179e-10,4.319393327258063e-16,1.9075207347091772e-14,3.3004983709179734e-11,5.0257293473827236e-19,1.8172919454998973e-22,1.3289376619211468e-15,1.2827979625610912e-15,4.9367225660784236e-18,5.5946277745764002e-22,1.6457945850921287e-19
1.5482695607263154e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.076952267786601233,0.099985694241380582,0.042035395498480531,2.1127486464362343e-25,1.1534024921959096e-11,1.36872259340903e-13,9.4225015153866042e-12,3.0472787725481288e-12,4.0002897857691423e-18,2.9549285368771758e-08,0.0,1.1952360260313386e-18,2.6542602702359316e-21,9.4054046877644557e-09,8.3650255762464137e-19,5.212113310129321e-19,1.2190579868734312e-15,9.9961822280913634e-24,1.4266722538791941e-05,0.11592918612326122,3.1308339951964424e-11,1.3218021016650146e-08,1.6365638871601849e-08,1.3419921945541452e-12,1.6457191404684339e-15,1.1702122436021687e-10,4.3479976893838775e-16,1.9117455620452947e-14,3.320197617834e-11,1.0034887826822664e-19,1.8381030004367813e-22,1.3444295637672837e-15,1.2831794907199217e-15,5.044670984353196e-18,5.7076300563907703e-22,1.6740815267869708e-19
1.5554725999920945e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.076798830293591025,0.099985722488726669,0.041958662481538248,2.1522715603113898e-25,1.1685037921003237e-11,1.379194855232226e-13,9.5506438572296494e-12,3.0734049732394719e-12,4.0886078473739846e-18,2.96290368472304e-08,0.0,1.1991396007869202e-18,2.7025217805448393e-21,9.5209489497588412e-09,7.8052075950135591e-19,5.2824553321456292e-19,1.2264617322707912e-15,1.0223136581420275e-23,1.4238279494563464e-05,0.11608265197871409,3.132011289881134e-11,1.3277731478887041e-08,1.6385099175709434e-08,1.3557699980400339e-12,1.6639421418202165e-15,1.1846373722701326e-10,4.3765325009566238e-16,1.9159387191696763e-14,3.339838203190937e-11,3.9882809134198977e-19,1.8590154742761565e-22,1.359996425471473e-15,1.2835318477737874e-15,5.1542229896645472e-18,5.8220319319497196e-22,1.7026334281076757e-19
1.5626756392578735e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.076646281339494318,0.09998575057151235,0.04188237381624435,2.1922954071776325e-25,1.1836909164247721e-11,1.3896460455928474e-13,9.6797102413781639e-12,3.0995503077695861e-12,4.1783199358582065e-18,2.9708091530893794e-08,0.0,1.2030145686489575e-18,2.7513248838022253e-21,9.6370550530879536e-09,9.7503791265606308e-19,5.3911179310016034e-19,1.2338464756368186e-15,1.0453785188046539e-23,1.4210001145893145e-05,0.11623522913058981,3.1331259623924823e-11,1.3337138916368402e-08,1.6404156931732095e-08,1.3695777820786844e-12,1.6822206899948314e-15,1.1991464601001073e-10,4.4049969113393249e-16,1.9201003363616626e-14,3.3594194908748119e-11,1.1139529293872864e-18,1.8800372133411558e-22,1.3756377868904277e-15,1.2838918709185626e-15,5.2653889560495242e-18,5.937805917693748e-22,1.7314497920434782e-19
1.5691583745970747e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.076509739921374775,0.099985775706629143,0.041814090407194401,2.2287476058473721e-25,1.197432246995126e-11,1.3990336519156732e-13,9.7966609223207266e-12,3.1230966152021337e-12,4.2602278366690544e-18,2.9778648581817606e-08,0.0,1.2064776874680329e-18,2.7957118365809354e-21,9.7420271346859752e-09,1.1236449856085239e-18,5.4996265537583527e-19,1.2404763725506792e-15,1.0664555086919827e-23,1.4184690138237867e-05,0.11637179578761446,3.1340763065131684e-11,1.339034675704277e-08,1.6420968114904604e-08,1.3820298370476815e-12,1.6987180836901671e-15,1.2122762006798401e-10,4.4305540034592708e-16,1.9238189324702876e-14,3.3769914345855903e-11,4.0576717316169531e-19,1.8990230634556302e-22,1.3897781589776588e-15,1.2843048300437746e-15,5.3668267647960765e-18,6.0435237866343716e-22,1.7576102060815246e-19
1.575641109936276e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.076373905155693561,0.099985800710873651,0.041746160389272702,2.2656100178356613e-25,1.2112422351102738e-11,1.4084033620503482e-13,9.9143581445558186e-12,3.1466568416132728e-12,4.3432014087444389e-18,2.9848647931012414e-08,0.0,1.2099178342401721e-18,2.8405394982063472e-21,9.8474472582208285e-09,1.0494886387790859e-18,5.5864626021782835e-19,1.2470906478221613e-15,1.0878368638885144e-23,1.4159510112656386e-05,0.1165076556621663,3.1349771883431321e-11,1.3443309607338319e-08,1.6437459509449939e-08,1.3945050917942646e-12,1.7152589976088371e-15,1.2254735309489907e-10,4.4560528100436313e-16,1.9275121804261877e-14,3.3945143958055084e-11,3.7352051565126001e-19,1.918087198757473e-22,1.4039781614133249e-15,1.2847791908100212e-15,5.4695876493864306e-18,6.1503036832680642e-22,1.7839840199690791e-19
1.5814755717415568e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.076252253034045453,0.099985823103728569,0.041685323011965196,2.2991386726228286e-25,1.2237295882168665e-11,1.4168204844291889e-13,1.0020923305653744e-11,3.167872338266162e-12,4.4188042022388747e-18,2.9911173142432396e-08,0.0,1.2129944044497933e-18,2.8812619601735474e-21,9.9427056855145874e-09,9.4069437583931332e-19,5.6527815929479356e-19,1.2530300530166455e-15,1.1073423218780025e-23,1.4136959148817205e-05,0.11662933027143607,3.1357461791534793e-11,1.3490766912987675e-08,1.6452030783173433e-08,1.4057522367847285e-12,1.7301824574038643e-15,1.2374087529117967e-10,4.4789514261125002e-16,1.930814508182581e-14,3.410242818680001e-11,5.794031538022018e-19,1.9353178208115681e-22,1.4168088138985891e-15,1.2851603212156841e-15,5.5632097730543937e-18,6.2473718976831105e-22,1.8079025719794809e-19
1.5873100335468377e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.076131164004835022,0.099985845392300182,0.041624767232744671,2.3330028766822914e-25,1.2362719229790909e-11,1.4252225283270858e-13,1.0128092343918583e-11,3.189097983341853e-12,4.4953055973163117e-18,2.9973251520704634e-08,0.0,1.2160525153928983e-18,2.922342795612959e-21,1.0038321888509231e-08,9.1230686848759256e-19,5.7185830773636727e-19,1.2589566466730559e-15,1.1270980493573405e-23,1.4114512557504138e-05,0.11675044168436011,3.1364760095185421e-11,1.3538026177327552e-08,1.6466347556946409e-08,1.4170173939359659e-12,1.7451401048714129e-15,1.249398415611815e-10,4.5018019550100794e-16,1.9340964475327207e-14,3.425930897037931e-11,3.3546565442813824e-19,1.9526048515229916e-22,1.4296871231324733e-15,1.2854581050762855e-15,5.6579148996955973e-18,6.3454654711495175e-22,1.8319933395855021e-19
1.5931444953521186e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.07601063373887984,0.099985867577390961,0.041564490886639736,2.3672041351513061e-25,1.2488689393775458e-11,1.4336092247917325e-13,1.0235863907384074e-11,3.2103332519049149e-12,4.5727132421952017e-18,3.0034885394785106e-08,0.0,1.2190922380358082e-18,2.9637826435988741e-21,1.0134293434401895e-08,9.2391592079460863e-19,5.7857743878336594e-19,1.2648703570832981e-15,1.1471058123965072e-23,1.4092169536333951e-05,0.11687099423088342,3.1371671023363186e-11,1.3585087612760896e-08,1.6480411958186068e-08,1.4283001974222934e-12,1.760131439300747e-15,1.2614423728224038e-10,4.5246039954134738e-16,1.9373580660897045e-14,3.4415783222766768e-11,2.7012034869816975e-19,1.9699438164627303e-22,1.4426128697638049e-15,1.2857241353494608e-15,5.7537083260570018e-18,6.4445132637591288e-22,1.8562560061773808e-19
1.5989789571573995e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.075890657953448085,0.099985889659794797,0.041504491831905903,2.4017439907241738e-25,1.2615203367235936e-11,1.4419803093110471e-13,1.0344237137882492e-11,3.2315776243666221e-12,4.65103536625059e-18,3.0096077096590391e-08,0.0,1.2221136438424998e-18,3.0055821281512205e-21,1.0230617891494537e-08,9.3458225170417954e-19,5.8566532883217191e-19,1.2707711145121139e-15,1.1673673753784564e-23,1.4069929291532779e-05,0.11699099219449693,3.137819877173014e-11,1.363195144493061e-08,1.6494226104671529e-08,1.4396002839048245e-12,1.7751559623681697e-15,1.2735404778137946e-10,4.5473571551441418e-16,1.9405994310627529e-14,3.4571847909469448e-11,5.0175294655656737e-19,1.987363817367393e-22,1.4555857965537876e-15,1.2860131627931973e-15,5.8505953094290958e-18,6.5445397785208591e-22,1.8806902462428461e-19
1.6048134189626803e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.075771232411923461,0.09998591164029702,0.041444767949711046,2.436624036037801e-25,1.2742258137038464e-11,1.4503355217897073e-13,1.0453212310906407e-11,3.2528305864638136e-12,4.7302512736090204e-18,3.0156828960654272e-08,0.0,1.2251168047652455e-18,3.0477418583303604e-21,1.0327292829466056e-08,8.6922146481040325e-19,5.914047023079256e-19,1.2766588511741443e-15,1.1878845009243265e-23,1.4047791037871942e-05,0.11711043981286839,3.1384347504155424e-11,1.3678617911894757e-08,1.6507792106075151e-08,1.4509172924695784e-12,1.7902131780488624e-15,1.2856925833709427e-10,4.5700610508716688e-16,1.9438206094499066e-14,3.472750004713059e-11,3.4188209029794691e-20,2.0048607864403266e-22,1.4686056093833478e-15,1.2862842709756976e-15,5.948581067487586e-18,6.6456012405654566e-22,1.9052957255211308e-19
1.6106478807679612e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.075652352922470537,0.09998593351967465,0.041385317143816741,2.4718457262814118e-25,1.2869850684238175e-11,1.4586746065194327e-13,1.0562787031041702e-11,3.2740916292380025e-12,4.810378526329674e-18,3.0217143323775513e-08,0.0,1.2281017932147242e-18,3.0902624283306807e-21,1.0424315819648092e-08,8.1659248255690984e-19,5.9665815604809478e-19,1.2825335012108716e-15,1.2086589498177206e-23,1.4025753998422179e-05,0.11722934127847623,3.1390121350218946e-11,1.3725087266162652e-08,1.6521112056910498e-08,1.4622508641737651e-12,1.8053025920334257e-15,1.2978985418071064e-10,4.5927153068278927e-16,1.9470216681754058e-14,3.4882736703130071e-11,3.6016572588701566e-19,2.0223636882971431e-22,1.4816721163165959e-15,1.2865116277122314e-15,6.0476707781273985e-18,6.7475137020350669e-22,1.9300721011572036e-19
1.6158988963927142e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.075545824827719335,0.099985953125288504,0.041332043184172891,2.5038385624281765e-25,1.2985141276887771e-11,1.4661657857222469e-13,1.0661917011731599e-11,3.2932330603162681e-12,4.883299803620501e-18,3.0271054120206334e-08,0.0,1.2307728055585488e-18,3.1288399385763282e-21,1.0511932089694375e-08,8.5930618566093526e-19,6.0256607948979224e-19,1.2878094442798524e-15,1.2275774190329489e-23,1.4006006565569998e-05,0.11733588906606307,3.1395000670293045e-11,1.3766741371299636e-08,1.6532891365164111e-08,1.4724649459281287e-12,1.8189101881437943e-15,1.3089298261842975e-10,4.6130613926956667e-16,1.9498854735268583e-14,3.5022092073474562e-11,4.4689485575082479e-19,2.0381966553525592e-22,1.4934716101508601e-15,1.286709496663247e-15,6.1377996445182147e-18,6.8401495719503066e-22,1.9525166654413842e-19
1.6211499120174672e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.075439732682388197,0.099985972650169036,0.041278987239477864,2.5361104152739685e-25,1.3100862811398335e-11,1.4736435175722336e-13,1.0761532041118469e-11,3.3123802651607046e-12,4.9569876893477607e-18,3.0324614141289752e-08,0.0,1.2334292106140323e-18,3.1677106108357575e-21,1.0599826548718781e-08,9.3543299270420674e-19,6.0950835503925662e-19,1.2930746900285523e-15,1.24670702571967e-23,1.3986339938787121e-05,0.11744200082362302,3.1399582615078295e-11,1.3808236229832571e-08,1.6544474577197392e-08,1.4826918973372437e-12,1.8325431101151739e-15,1.3200045031232892e-10,4.6333667124374932e-16,1.9527330839191974e-14,3.5161106501813704e-11,4.4967426948936868e-19,2.0540709392991698e-22,1.5053084757852117e-15,1.2869436428345996e-15,6.2288305926057414e-18,6.9336184591613234e-22,1.9750991094916638e-19
1.6264009276422203e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.075334073522251604,0.099985992094865681,0.041226147827306547,2.5686623994959275e-25,1.3217013076578523e-11,1.4811076246691404e-13,1.0861631468868869e-11,3.3315328836717711e-12,5.0314321096303872e-18,3.0377825093952924e-08,0.0,1.2360710620649238e-18,3.2068748477764735e-21,1.0687997430684752e-08,9.747773781179545e-19,6.1657323293795322e-19,1.2983291943509224e-15,1.2660490493818599e-23,1.3966753568673385e-05,0.11754767951600685,3.1403870126865887e-11,1.3849572051264053e-08,1.6555863199489301e-08,1.4929314619175047e-12,1.8462010027151252e-15,1.3311224640757563e-10,4.6536310101296472e-16,1.9555645475389716e-14,3.5299777954106266e-11,4.6215119166849508e-19,2.0699970228198718e-22,1.5171825358366973e-15,1.2872195126326362e-15,6.3207673138606543e-18,7.0278922392959726e-22,1.997819166119585e-19
1.6316519432669733e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.075228844411284926,0.099986011459922641,0.041173523479305453,2.6014956205091174e-25,1.3333589858477829e-11,1.4885579324245381e-13,1.0962214699212261e-11,3.350690559173555e-12,5.1066285916744373e-18,3.0430688685794557e-08,0.0,1.2386984138574825e-18,3.2463330425551221e-21,1.077644297128158e-08,9.7099838732666029e-19,6.2323501032850185e-19,1.3035729143464495e-15,1.2856047681377655e-23,1.3947246911054784e-05,0.11765292807992515,3.1407866126575895e-11,1.3890749052744964e-08,1.6567058731640432e-08,1.5031833847916929e-12,1.8598835122974236e-15,1.3422836002278019e-10,4.6738540353027268e-16,1.9583799123306114e-14,3.5438104428615512e-11,4.5227915502371072e-19,2.085969655461376e-22,1.5290935983751348e-15,1.2875064849964443e-15,6.4136134733090545e-18,7.1229647687872919e-22,2.0206765628783185e-19
