Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(56),CO2X(24),H2OX(23),CHOX(60),COX(57)
2.0442310295856452e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756669917586535,0.11866914169484936,0.022821547874684284,2.6758666185118838e-32,9.8808288233007252e-23,1.7261835589338757e-16,3.6950157447430904e-24,1.7001716200385146e-27,2.8986510290882724e-24,4.3287759646447626e-15,1.2446234906018176e-53,4.324570903889798e-15,3.9317607917250228e-35,1.0077028550190329e-31,2.2005081085830938e-37,4.0758297576530246e-43,1.566566176456171e-23,2.5069085335985972e-41,8.2431983102719646e-07,3.9636739949090629e-08,2.9186665085238613e-12,5.2282932186083454e-11,2.0208668136657409e-16,8.2954439070124678e-14,1.2278852356738708e-11,7.0585013468060806e-17,9.5078813422460385e-20,1.4404473716310987e-21,6.0992327036717483e-31,2.6082060675866296e-22,2.8283010687255098e-32,3.3342802912423579e-31
2.1031973439502396e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756667425439141,0.11866911791845908,0.022821547303020606,3.1499224324697127e-32,1.0703265450519539e-22,1.787427348978099e-16,4.1865507985208234e-24,1.7681727880989617e-27,3.068318224245254e-24,4.4536747299094281e-15,1.4348327759555846e-53,4.4493530679494372e-15,4.2819889673193356e-35,1.0716371115615266e-31,2.3965358022272232e-37,4.7590572731521037e-43,1.6593946924540089e-23,2.8089755657425633e-41,8.4809578033094236e-07,4.0780067310560637e-08,2.9209350732772048e-12,5.403943991202575e-11,2.0224377206210612e-16,8.3020796617661256e-14,1.271736584222638e-11,7.2657877432049697e-17,1.0449754051054076e-19,1.5397016051253822e-21,6.9583791753406386e-31,2.7396565501331452e-22,3.2037525222814174e-32,3.8822251740101569e-31
2.162163658314834e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756664933301439,0.1186690941421667,0.022821546731357022,3.6896192930944812e-32,1.1566462227779169e-22,1.8487154617891005e-16,4.7259932031192973e-24,1.8362722032993086e-27,3.2428112277408096e-24,4.5785735881405088e-15,1.6476178234678343e-53,4.5741375344053474e-15,4.6524220066650402e-35,1.1374694599019474e-31,2.6038767912546957e-37,5.5317012317429451e-43,1.754901613346416e-23,3.137552717429812e-41,8.7187163174320839e-07,4.1923394474573976e-08,2.9228911329143002e-12,5.5796910928769692e-11,2.0237921471684885e-16,8.3078009480746575e-14,1.3156205148312425e-11,7.4731216542855513e-17,1.1452400202377376e-19,1.6424154403762801e-21,7.9062788644809676e-31,2.8732165937775618e-22,3.6167677328307487e-32,4.4997995500964056e-31
2.2211299726794282e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756662441173485,0.11866907036597218,0.022821546159693534,4.3016246257700436e-32,1.2471058415010102e-22,1.910041813327317e-16,5.3163849045714645e-24,1.9044563959964177e-27,3.4221300425528194e-24,4.7034725207466744e-15,1.8849312007345496e-53,4.6989243044972308e-15,5.0436265453115031e-35,1.205196273928741e-31,2.8228490182368806e-37,6.4023382197014916e-43,1.8530874446865436e-23,3.4941475356502758e-41,8.9564738526439805e-07,4.3066721441131296e-08,2.9245782699194052e-12,5.7555213207680549e-11,2.0249603304062545e-16,8.312735405277798e-14,1.3595325413092576e-11,7.6805033435427703e-17,1.2517723420616557e-19,1.748591080817359e-21,8.9489073552409451e-31,3.0088237068872703e-22,4.0698419590321966e-32,5.1933637574865402e-31
2.2800962870440226e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756659949055251,0.11866904658987557,0.022821545588030151,4.9930473136861673e-32,1.3417674344206821e-22,1.9714011679809258e-16,5.9608616250699419e-24,1.9727137622947246e-27,3.6062746709924992e-24,4.828371511728353e-15,2.1488349492649415e-53,4.8237133792949144e-15,5.4561692168948789e-35,1.2748143350537478e-31,3.0537704870509164e-37,7.3800808667718088e-43,1.9539526910860612e-23,3.8803092611069915e-41,9.1942304089491463e-07,4.4210048210233186e-08,2.9260339911710454e-12,5.9314233126503776e-11,2.0259684325807322e-16,8.3169927800734721e-14,1.403468802959963e-11,7.8879331909335414e-17,1.3647625851462333e-19,1.8582304106336565e-21,1.0092435431313556e-30,3.1464172881850864e-22,4.5655514955748605e-32,5.9696382308692953e-31
2.339062601408617e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375665745694677,0.11866902281387683,0.022821545016366861,5.7714518831786796e-32,1.4406911991098611e-22,2.03278902059767e-16,6.6626527924649195e-24,2.0410343106453067e-27,3.7952451147971007e-24,4.9532705473173397e-15,2.4415035708059279e-53,4.9485047597219665e-15,5.8906166532531768e-35,1.3463208126084996e-31,3.2969592647761932e-37,8.4745941147060965e-43,2.0574978597192315e-23,4.297628828097094e-41,9.4319859863516155e-07,4.535337478188032e-08,2.9272905727703424e-12,6.1073872910123461e-11,2.0268385382784429e-16,8.3206674053759267e-14,1.4474259776187161e-11,8.0954110077776398e-17,1.4844008290301035e-19,1.9713350391705317e-21,1.1343228965604509e-30,3.2859385794254936e-22,5.1065536632375766e-32,6.8357113180583248e-31
2.3980289157732112e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756654964848049,0.11866899903797599,0.022821544444703676,6.6448726801038367e-32,1.5439355531924958e-22,2.0942014947848224e-16,7.4250814765771653e-24,2.1094094366452797e-27,3.9890413752098202e-24,5.0781696156661515e-15,2.765227013491248e-53,5.0732984465760685e-15,6.3475354845374241e-35,1.4197132224132941e-31,3.5527334835962146e-37,9.6961114731655883e-43,2.1637234579516896e-23,4.747738864367846e-41,9.6697405848554209e-07,4.6496701156073381e-08,2.9283757882468695e-12,6.2834048421756235e-11,2.0275898370768121e-16,8.3238405971554399e-14,1.4914012064237337e-11,8.302936511362355e-17,1.610877030624251e-19,2.08790633921219e-21,1.2707848823389571e-30,3.4273306030151152e-22,5.6955867855295684e-32,7.7990469395732088e-31
2.4569952301378056e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375665247275908,0.11866897526217303,0.022821543873040584,7.6218280407726271e-32,1.6515571883359187e-22,2.1556352551865615e-16,8.2515643311520542e-24,2.1778317291104726e-27,4.1876634530487297e-24,5.2030687065800724e-15,3.1224136580138117e-53,5.198094440546567e-15,6.82749233931474e-35,1.494989390799774e-31,3.821411342705149e-37,1.1055451264689486e-42,2.2726299911043358e-23,5.2323136909866152e-41,9.9074942044645965e-07,4.7640027332813043e-08,2.9293135367155292e-12,6.4594687261260865e-11,2.0282393142003319e-16,8.3265823640041825e-14,1.5353920292839552e-11,8.510509772324925e-17,1.7443810357342577e-19,2.2079454800010769e-21,1.419305078360107e-30,3.5705381017024748e-22,6.3354701635774094e-32,8.867492095852749e-31
2.5159615445024e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756649980679887,0.11866895148646794,0.022821543301377596,8.7113344574195328e-32,1.7636111224577385e-22,2.2170874319008419e-16,9.1456115419551261e-24,2.2462948043179076e-27,4.3911113487661712e-24,5.327967811286207e-15,3.5155933038013287e-53,5.3228927422296186e-15,7.3310538446643903e-35,1.5721474218368024e-31,4.1033111102179857e-37,1.2564032860238689e-42,2.3842179638772036e-23,5.7530693222230011e-41,1.014524684518318e-06,4.8783353312099994e-08,2.9301243842524531e-12,6.6355727127258376e-11,2.0288008699985392e-16,8.3289528018233971e-14,1.579396329355599e-11,8.7181309388492916e-17,1.885102589860108e-19,2.3314534556955808e-21,1.5805785471008591e-30,3.7155074903646311e-22,7.0291040624320271e-32,1.0049284226267853e-30
2.5749278588669943e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756647488610458,0.11866892771086077,0.022821542729714702,9.9229207398804536e-32,1.8801507503489306e-22,2.2785555554932322e-16,1.0110826779727593e-23,2.3147931651071954e-27,4.5993850624998208e-24,5.4528669222349995e-15,3.947420155243119e-53,5.4476933521411927e-15,7.8587866262654938e-35,1.651185673325027e-31,4.3987511250838563e-37,1.4233892906467293e-42,2.4984878818476283e-23,6.3117634654488366e-41,1.0382998507015201e-06,4.992667909393489e-08,2.9308260291825051e-12,6.8117114405406538e-11,2.0292864187099722e-16,8.3310036597688259e-14,1.6234122849364918e-11,8.9257999456573663e-17,2.0332313480342362e-19,2.4584311098281126e-21,1.7553198303882222e-30,3.8621868095890616e-22,7.7794697119444803e-32,1.1353058423688927e-30
2.6928604875961825e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375664250450095,0.11866888015994004,0.022821541586389216,1.2753094666322853e-31,2.1268928409959529e-22,2.40153145982746e-16,1.2269643205132362e-23,2.4518775116456935e-27,5.0304099432351675e-24,5.7026651378380124e-15,4.9382722346721334e-53,5.6973014983745626e-15,8.9890325144113498e-35,1.8148973933906399e-31,5.0315256183493807e-37,1.8108778610263022e-42,2.7350755738828967e-23,7.5502065823018537e-41,1.0858498894035693e-06,5.2213330065251175e-08,2.9319603716426223e-12,7.1640753492008062e-11,2.0300720522995123e-16,8.3343184405441306e-14,1.7114731243478206e-11,9.3412814003219738e-17,2.3524686974290723e-19,2.7227981903600676e-21,2.1481613821944903e-30,4.1604752230855245e-22,9.4627260710488164e-32,1.4363123620863992e-30
2.798999853452452e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756638018835855,0.11866883736444614,0.022821540557396616,1.5824347324774831e-31,2.364805925260171e-22,2.5122459259625861e-16,1.4494037308602023e-23,2.5753331294472771e-27,5.4348366298747829e-24,5.9274834970053191e-15,5.9914922371356195e-53,5.9219567280234793e-15,1.0094603941404851e-34,1.9686561870501569e-31,5.6505254026796769e-37,2.2281711412201267e-42,2.9571818177651654e-23,8.8130420567435667e-41,1.1286445894602567e-06,5.4271315264156484e-08,2.9327396167500242e-12,7.481281751528989e-11,2.0306116746809906e-16,8.3365947839949916e-14,1.7907541737340315e-11,9.715377678971336e-17,2.6670160238747377e-19,2.972600923511691e-21,2.5553456874983238e-30,4.4342930195859415e-22,1.120324500985341e-31,1.7584376981750089e-30
2.9025847665446893e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756633641157707,0.11866879559921582,0.022821539553169057,1.9369389104753533e-31,2.6117383130697079e-22,2.6203213386628367e-16,1.6945190397458684e-23,2.6958735899474767e-27,5.8446057089282774e-24,6.1468911049793853e-15,7.1855294947758009e-53,6.1412124033921057e-15,1.1257549003891832e-34,2.1245724968716464e-31,6.3016895555508833e-37,2.7066672778498142e-42,3.1823285102013887e-23,1.0192108008186445e-40,1.1704090450275279e-06,5.6279770381487722e-08,2.9333332612280303e-12,7.7909096861119355e-11,2.0310226949387722e-16,8.3383281128069993e-14,1.8681456387909758e-11,1.0080619665342244e-16,2.9999652723529908e-19,3.2272387133310223e-21,3.0063388126701269e-30,4.7061520987417383e-22,1.3127220241710279e-31,2.1256389952515608e-30
3.0061696796369266e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375662926350978,0.11866875383428757,0.022821538548941797,2.3526544839708915e-31,2.8734790723824546e-22,2.7284165728367103e-16,1.9696065823755514e-23,2.8164574070777078e-27,6.2692668760311943e-24,6.3662986423189958e-15,8.5627732062295777e-53,6.3604752080956547e-15,1.2506549432385266e-34,2.2862724444735047e-31,7.0010848260620464e-37,3.2643990778579515e-42,3.4157616903376235e-23,1.1727023409782869e-40,1.2121731985261337e-06,5.8288224889510747e-08,2.9338006687115947e-12,8.1005809841273564e-11,2.0313463454966671e-16,8.339692022623862e-14,1.9455513781816801e-11,1.0446009166490298e-16,3.3596047720159133e-19,3.4925929941437739e-21,3.5148491398300937e-30,4.982351024020706e-22,1.5292819929595171e-31,2.5511689365136949e-30
3.109754592729164e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756624885892084,0.11866871206966137,0.022821537544714846,2.8372247527413369e-31,3.1502567045263704e-22,2.8365275577852484e-16,2.2770213811789684e-23,2.9370754781016598e-27,6.7088201246099791e-24,6.585706096556661e-15,1.0143541184339659e-52,6.5797451430659006e-15,1.3844676844228098e-34,2.4537540926529257e-31,7.7504403413145449e-37,3.9108605385013103e-42,3.6574840930391192e-23,1.3429110187859973e-40,1.2539370499582609e-06,6.0296678788229164e-08,2.9341710689546438e-12,8.4102867907087352e-11,2.0316028238510794e-16,8.3407721298369921e-14,2.0229683831020465e-11,1.0811545935450803e-16,3.7469601832601136e-19,3.768664837056026e-21,4.0855876337489779e-30,5.2626690617860642e-22,1.7719689161291223e-31,3.0415499668385852e-30
3.2133395058214013e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375662050830463,0.11866867030533722,0.022821536540488199,3.3989064049397638e-31,3.4422880996920808e-22,2.944651170354602e-16,2.6192072357132045e-23,3.0577208120788018e-27,7.1632654473466187e-24,6.805113458119429e-15,1.1949600785095632e-52,6.7990222090448837e-15,1.5275002848418571e-34,2.627016366412736e-31,8.5514860736653286e-37,4.6562771315402539e-42,3.907498452292069e-23,1.5310087301638913e-40,1.2957005993260963e-06,6.2305132077646627e-08,2.9344669063281392e-12,8.7200203066402881e-11,2.0318076717049242e-16,8.3416340882323342e-14,2.1003943432951467e-11,1.1177229778213021e-16,4.1630568664854899e-19,4.0554549576279117e-21,4.7234506288767306e-30,5.5468970874700412e-22,2.0428244777842276e-31,3.6037410911635367e-30
3.3169244189136387e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756616130747419,0.11866862854131512,0.022821535536261858,4.046593188234061e-31,3.7497791490448659e-22,3.0527850068827924e-16,2.998696698655833e-23,3.1783880234897611e-27,7.6326028363578352e-24,7.0245207196322337e-15,1.4004218861968951e-52,7.0183064066305961e-15,1.6800599046126074e-34,2.8060588904970463e-31,9.4059528730478182e-37,5.5116328637900889e-42,4.165807500073371e-23,1.7382070742186964e-40,1.3374638466318269e-06,6.4313584757766741e-08,2.934705472915756e-12,9.0297762935336676e-11,2.031972862912607e-16,8.3423284663878228e-14,2.1778274788534528e-11,1.1543060803037697e-16,4.608919940331147e-19,4.35296380171803e-21,5.4335198391925149e-30,5.8348369702217085e-22,2.3439675466341115e-31,4.2451476910278738e-30
3.420509332005876e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756611753220456,0.11866858677759506,0.022821534532035823,4.7898395819059418e-31,4.0729253226944148e-22,3.1609272203440126e-16,3.4181110569482336e-23,3.2990729680880381e-27,8.1168322833230637e-24,7.2439278754204137e-15,1.6332211720045341e-52,7.2375977363095694e-15,1.8424537031098995e-34,2.9908818606691425e-31,1.0315572499318169e-36,6.4886973300139233e-42,4.4324139682311234e-23,1.9657573531431049e-40,1.3792267918776389e-06,6.6322036828593174e-08,2.9349000747254532e-12,9.3395507204817293e-11,2.0321076110386609e-16,8.3428942180033942e-14,2.2552664201193184e-11,1.190903906956158e-16,5.0855743277459752e-19,4.6611916067858522e-21,6.22106237217547e-30,6.126301000192076e-22,2.6775941890708547e-31,4.9736309995472076e-30
3.5240942450981134e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756607375723746,0.11866854501417706,0.022821533527810092,5.6388844707809773e-31,4.4119122169034046e-22,3.2690763972097941e-16,3.8801603166617871e-23,3.4197724674886939e-27,8.6159537795812075e-24,7.463334921133536e-15,1.8959995069996596e-52,7.4568961984815414e-15,2.0149888390002039e-34,3.1814859358251023e-31,1.128207765461896e-36,7.6000527603805099e-42,4.7073205891122428e-23,2.2149505721222011e-40,1.4209894350657197e-06,6.8330488290129524e-08,2.9350609134881787e-12,9.6493404969919075e-11,2.0322189802121271e-16,8.3433611993952514e-14,2.3327101169815467e-11,1.2275164481583364e-16,5.5940447941296089e-19,4.9801384482438337e-21,7.0915307426404034e-30,6.4211113430593807e-22,3.0459776861575624e-31,5.7975172601052995e-30
3.6276791581903507e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756602998257279,0.11866850325106108,0.02282153252358466,6.6046748212148253e-31,4.7669160733472341e-22,3.3772314570818708e-16,4.3876431905900878e-23,3.5404840858551809e-27,9.1299673162095092e-24,7.6827418534388075e-15,2.1915633981899421e-52,7.6762017934795448e-15,2.1979724702699975e-34,3.3778721468956124e-31,1.2307202015755659e-36,8.8591210641717745e-42,4.9905300945759313e-23,2.4871174392438861e-40,1.4627517761982559e-06,7.0338939142379458e-08,2.9351958053878537e-12,9.959143255258378e-11,2.0323123826854443e-16,8.3437522702645817e-14,2.4101577648966768e-11,1.2641436995868225e-16,6.1353559794316872e-19,5.3098042772377701e-21,8.0505628860716922e-30,6.7190995179618816e-22,3.4514685452985824e-31,6.7256065907099954e-30
3.731264071282588e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756598620821071,0.11866846148824715,0.022821531519359537,7.6988893588798482e-31,5.1381042715604785e-22,3.4853915722954623e-16,4.9434470882063522e-23,3.661205951396542e-27,9.6588728840867115e-24,7.9021486697754912e-15,2.5228892838886736e-52,7.895514521586017e-15,2.3917117542490503e-34,3.5800418232039772e-31,1.3392680266584092e-36,1.0280190870339795e-41,5.2820452158747679e-23,2.7836283654125127e-40,1.5045138152774342e-06,7.2347389385346655e-08,2.935310756783093e-12,1.0268957175726069e-10,2.0323919775140664e-16,8.3440850068499841e-14,2.4876087455996973e-11,1.3007856657095405e-16,6.7105324244871906e-19,5.6501889509098317e-21,9.1039821723521413e-30,7.0201059046926925e-22,3.8964945086167977e-31,7.7671815621531889e-30
3.834848984374825e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756594243415117,0.11866841972573526,0.022821530515134719,8.9339622481820248e-31,5.5256357952835892e-22,3.5935561079899899e-16,5.5505481077695585e-23,3.7819366228565945e-27,1.0202670473940168e-23,8.1215553681718025e-15,2.8931285290622029e-52,8.114834383044784e-15,2.5965138476290762e-34,3.7879965338080186e-31,1.4540248130408212e-36,1.1878444565162299e-41,5.5818686843298181e-23,3.1058934642652012e-40,1.5462755523054409e-06,7.4355839019034636e-08,2.9354103933617057e-12,1.0578780857093317e-10,2.0324609677190008e-16,8.3443729483545406e-14,2.5650625829392156e-11,1.3374423473670624e-16,7.3205985921096158e-19,6.0012922549572306e-21,1.0257797419831022e-29,7.3239792792352197e-22,4.3835605648675089e-31,8.9320154935236367e-30
3.938433897467063e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756589866039416,0.1186683779635254,0.022821529510910207,1.0323106773358792e-30,5.9296616739686741e-22,3.7017245785838046e-16,6.2120110301868434e-23,3.9026749921206022e-27,1.0761360076380028e-23,8.3409619471119859e-15,3.3056124206593744e-52,8.3341613780697831e-15,2.8126859064785829e-34,4.001738039906084e-31,1.575164240238711e-36,1.3669985327507808e-41,5.8900032313988456e-23,3.4553625520903641e-40,1.588036987284463e-06,7.6364288043447159e-08,2.9354982718259105e-12,1.0888613221900135e-10,2.0325218161105676e-16,8.3446264997045871e-14,2.642518910804029e-11,1.3741137411458942e-16,7.9665788839038994e-19,6.3631139200160578e-21,1.1518202908851017e-29,7.6305763724337614e-22,4.9152489615722944e-31,1.0230380473214131e-29
4.0420188105593e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756585488693969,0.11866833620161758,0.022821528506685999,1.1880339021273402e-30,6.3503254010275397e-22,3.8098966143501171e-16,6.9309893141752663e-23,4.0234202094571261e-27,1.1334941681925506e-23,8.5603684054341948e-15,3.7638571629226811e-52,8.5534955068517609e-15,3.040535086254737e-34,4.2212682563920553e-31,1.7028600981948764e-36,1.5671864162371129e-41,6.2064515883462419e-23,3.8335251477479656e-40,1.6297981202166873e-06,7.8372736458587798e-08,2.9355771192426956e-12,1.1198453444012661e-10,2.0325764110247461e-16,8.344853639315978e-14,2.7199774484786814e-11,1.4107998464689779e-16,8.6494976537067355e-19,6.7356536342428167e-21,1.2891578393893636e-29,7.9397614508029002e-22,5.4942192108230532e-31,1.1673055117336425e-29
4.249188636743775e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756576734093863,0.11866825267870804,0.02282152649823849,1.5559287156228353e-30,7.2421049976366822e-22,4.0262503384222618e-16,8.5545491705998078e-23,4.2649287624970482e-27,1.2526780864068154e-23,8.9991809569089198e-15,4.832648574580681e-52,8.9921851663623202e-15,3.5324934274113993e-34,4.6777030819469083e-31,1.9786168377398182e-36,2.0379741390345923e-41,6.8643006566189713e-23,4.6820874503919357e-40,1.713319479949489e-06,8.2389631461068022e-08,2.9357155075223928e-12,1.181815510128472e-10,2.0326722321825081e-16,8.345251469587974e-14,2.8749003517125095e-11,1.4842161932732845e-16,1.0130247863182035e-18,7.5128858043862601e-21,1.6003685797909346e-29,8.5653880053111889e-22,6.8050296666983274e-31,1.5037024663842632e-29
4.4563584629282495e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756567979614777,0.11866816915700661,0.022821524489792203,2.0099891435091316e-30,8.2019863438596557e-22,4.2426157517711892e-16,1.0448228776344537e-22,4.506458673573368e-27,1.377818794340071e-23,9.437993017667599e-15,6.1315205645131119e-52,9.4309033628161881e-15,4.0748461028547853e-34,5.1573183667410076e-31,2.2826876829535934e-36,2.6158468013765508e-41,7.5554377383304652e-23,5.6642905715560052e-40,1.7968396315213394e-06,8.640652402650445e-08,2.9358371389962608e-12,1.2437882320609369e-10,2.0327564502225521e-16,8.3456003295744369e-14,3.0298301004984529e-11,1.5576913976118399e-16,1.177104346389603e-18,8.3329857552033526e-21,1.9648867528777739e-29,9.1999092638895671e-22,8.3388135174708727e-31,1.9120562547191341e-29
4.663528289112724e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756559225256721,0.11866808563651327,0.022821522481347133,2.564559739722467e-30,9.230883974581287e-22,4.4589919693914026e-16,1.2640447901693058e-22,4.7480077710196686e-27,1.5089162842451814e-23,9.876804584747345e-15,7.6957693068038721e-52,9.8696500973242656e-15,4.6700503350102845e-34,5.6601324880439024e-31,2.6164672594539461e-36,3.3181330990161901e-41,8.2798846837536757e-23,6.7934799468238543e-40,1.8803585749497309e-06,9.0423414154926159e-08,2.9359489869031622e-12,1.3057632989493976e-10,2.0328338937089881e-16,8.3459206196880392e-14,3.1847659769716205e-11,1.6312254537713826e-16,1.3580078445441582e-18,9.1959502523987382e-21,2.3884839661077308e-29,9.8424727767993063e-22,1.0119628872011543e-30,2.4028867946349559e-29
4.870698115297199e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756550471019697,0.118668002117228,0.022821520472903287,3.2354969393272124e-30,1.0329625128436851e-21,4.6753785038010424e-16,1.5161044952587542e-22,4.9895747710434163e-27,1.6459705483439374e-23,1.0315615656399611e-14,9.564129195904498e-52,1.0308425370917843e-14,5.3205633370887186e-34,6.1861644716807737e-31,2.9813522709852943e-36,4.1639377393551871e-41,9.0376633435020685e-23,8.0836362456116639e-40,1.9638763102521564e-06,9.444030184636224e-08,2.936055177865234e-12,1.367740585778801e-10,2.0329074200887318e-16,8.3462244143146225e-14,3.3397075562744161e-11,1.7048183607675863e-16,1.5565546674665487e-18,1.0101775930129715e-20,2.8772286634368465e-29,1.049231339350676e-21,1.2172770679845202e-30,2.987590752654498e-29
5.0778679414816735e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756541716903704,0.1186679185991508,0.022821518464460656,4.040244868553266e-30,1.1498958640094053e-21,4.8917751193436528e-16,1.8041276952812841e-22,5.2311589518997125e-27,1.7889815788385057e-23,1.0754426231645095e-14,1.1778932692165318e-51,1.07472291845778e-14,6.0288423131559831e-34,6.7354337681222321e-31,3.3787416032216186e-36,5.1742279319512387e-41,9.8287955685357933e-23,9.5493753687987844e-40,2.0473928374461092e-06,9.8457187100841836e-08,2.9361580352368132e-12,1.4297200221615543e-10,2.0329786381500915e-16,8.3465185132400571e-14,3.4946545991630318e-11,1.7784701255059546e-16,1.7735641974384649e-18,1.1050459345849585e-20,3.4374861426170251e-29,1.1148744370256439e-21,1.4524770746023932e-30,3.6784608687895067e-29
5.285037767666148e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756532962908725,0.11866783508228164,0.022821516456019243,4.997911158139268e-30,1.2739562966394264e-21,5.1081817232853657e-16,2.1313819534785369e-22,5.4727599105730021e-27,1.9379493679199862e-23,1.1193236309941063e-14,1.4386270166217707e-51,1.1186061539256385e-14,6.7973444581854316e-34,7.3079600849727225e-31,3.8100364275771626e-36,6.3719198783791173e-41,1.0653303210893241e-22,1.1205948446369879e-39,2.1309081565490804e-06,1.0247406991839402e-07,2.9362588589602365e-12,1.4917015687131993e-10,2.0330484480278732e-16,8.3468067197099823e-14,3.6496069717384383e-11,1.8521807507994046e-16,2.0098558182485797e-18,1.2041997021300421e-20,4.0759185675435836e-29,1.1811149345847498e-21,1.7203397840381841e-30,4.4887040942450316e-29
5.492207593850623e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756524209034777,0.11866775156662047,0.022821514447579048,6.1293427595621741e-30,1.4052053423331968e-21,5.3245982932562402e-16,2.5012766937245499e-22,5.7143774010393847e-27,2.0928739077741129e-23,1.1632045890959699e-14,1.7436149742196262e-51,1.1624922435891766e-14,7.6285269580909094e-34,7.9037632816145957e-31,4.2766403050245567e-36,7.7819652616245778e-41,1.1511208123679077e-22,1.3069241835066315e-39,2.214422267578562e-06,1.0649095029904796e-07,2.9363584451601482e-12,1.5536852013117632e-10,2.0331174009922877e-16,8.3470913629578734e-14,3.8045645919608553e-11,1.9259502371597056e-16,2.266248918909448e-18,1.3076385469825119e-20,4.7994849798248755e-29,1.2478975104495978e-21,2.0237657842050828e-30,5.432458608185895e-29
5.699377420035098e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756515455281855,0.11866766805216733,0.02282151243914007,7.4572017639585174e-30,1.5436988671543745e-21,5.5410248454520258e-16,2.9173632009309253e-22,5.9560112634909141e-27,2.2537551905837541e-23,1.2070854974490985e-14,2.0982657139780466e-51,1.2063811875414368e-14,8.5248469897446021e-34,8.522863312478389e-31,4.7799592899249911e-36,9.4314377350316922e-41,1.2402532160846738e-22,1.5155777116046035e-39,2.2979351705520469e-06,1.1050782824283264e-07,2.9364573138515904e-12,1.6156709041995968e-10,2.0331858571236403e-16,8.3473739648488697e-14,3.9595274062107263e-11,1.9997785879154769e-16,2.5435628956495985e-18,1.4153621208336282e-20,5.6154413075385458e-29,1.315172508962895e-21,2.365779390640917e-30,6.5248097372888263e-29
5.906547246219572e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756506701649958,0.11866758453892218,0.022821510430702317,9.0060483278041351e-30,1.6894877033036261e-21,5.7574614245830519e-16,3.3833346219469412e-22,6.1976614018532007e-27,2.4205932085297006e-23,1.2509663560411974e-14,2.5084130492271184e-51,1.2502729858748926e-14,9.4887617209900129e-34,9.1652801857408293e-31,5.3214020436035095e-36,1.1349627515234695e-40,1.3327297177353893e-22,1.7482711092330161e-39,2.3814468654870251e-06,1.1452470374977727e-07,2.9365557809169349e-12,1.6776586678030171e-10,2.033254035152189e-16,8.3476554496292947e-14,4.1144953818807873e-11,2.0736658067176481e-16,2.8426171533547098e-18,1.5273700761099054e-20,6.5313403726410564e-29,1.382895308749708e-21,2.7495286636128851e-30,7.7818061865847237e-29
