Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),H2OX(23),COX(50),CO2X(24),CHOX(53)
5.8056748758918786e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996248,0.022821567693054247,5.5819655466303329e-97,1.9187973403529586e-54,1.679540890983974e-30,3.2275615200150624e-71,8.0204585820478398e-46,2.3581756746346906e-109,5.1239684768199266e-17,8.8378046879919731e-90,5.123968476819354e-17,5.6898187283433536e-61,1.2201579817774759e-61,3.3629907346969781e-92,3.899380084421381e-93,9.7365120303851279e-45,1.2703989597293509e-71,2.7983398516025134e-15,8.2853869431123323e-17,3.3169182626523822e-19,5.0944132417717648e-32,1.8863740755231766e-31,3.3169181825894565e-19,4.001757137801982e-27,9.031579391941249e-32,1.951744456351571e-35,1.0789921278720625e-60,6.3884854792554188e-44,9.8720851122658932e-82,9.8772974934020004e-46,5.9225431887450816e-86,4.9422804172837084e-87,5.3743836184609991e-88
1.1616393778609032e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999416,0.11866996602995962,0.022821567693054205,1.4330556909201059e-94,3.0725757136127418e-53,6.7226186139467493e-30,2.0706221123002305e-69,6.4228717437489449e-45,6.0515412483089172e-107,1.0252388707312159e-16,5.6649371278406132e-88,1.0252388707309867e-16,9.1135983119584366e-60,1.9545246313076242e-60,4.3150351361611861e-90,5.0032733949587644e-91,7.7951295918411976e-44,4.0698394751956032e-70,5.5991109280965017e-15,1.6577972311023021e-16,6.6367183763429844e-19,2.0390928693951912e-31,7.5504123306126333e-31,6.6367180558790192e-19,1.6017095625742983e-26,7.2306007759396133e-31,1.5644327168084902e-34,3.4610664920519199e-59,5.1147282727304328e-43,6.3253401927243286e-80,7.9078435467294988e-45,7.5991829747535706e-84,6.34412042400357e-85,6.8987867976630449e-86
2.323783158404334e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998839,0.11866996602995392,0.022821567693054122,3.6802171117595643e-92,4.9181218732034962e-52,2.6899855556889794e-29,1.3290917026303164e-67,5.1409006178333342e-44,1.5537368475914484e-104,2.0509229168296646e-16,3.6283597654728874e-86,2.050922916828747e-16,1.4589672486830193e-58,3.1290578873892265e-59,5.5394503604578023e-88,6.42298005145346e-89,6.2384723745651452e-43,1.3030791265756394e-68,1.1200653081080526e-14,3.3163143046843888e-16,1.3276318844377718e-18,8.1590269610975568e-31,3.0211484156355009e-30,1.3276317562075525e-18,6.4086350532206132e-26,5.7864311499895932e-30,1.2549832298102406e-33,1.1108045553529237e-57,4.0934257834330389e-42,4.0505250089905463e-78,6.328677763953938e-44,9.7554934029761504e-82,8.1461484548941585e-83,8.8583671636982999e-84
4.6480707194911954e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997684,0.11866996602994251,0.022821567693053955,9.4688520684483585e-90,7.8705952077093073e-51,1.0762193442171274e-28,8.5480631514931346e-66,4.1137620376897026e-43,3.9970558002337795e-102,4.1022910090265688e-16,2.323046654737462e-84,4.1022910090228976e-16,2.3349809931781178e-57,5.0079472303699229e-58,7.125293370528275e-86,8.2617613964669194e-87,4.9917251049224188e-42,4.171022351850515e-67,2.2403737387032777e-14,6.6333484518483572e-16,2.6555520743213148e-18,3.2641416219410393e-30,1.2086560889365186e-29,2.6555515612938126e-18,2.5636397018033041e-25,4.62962885778909e-29,1.0089161215550597e-32,3.5721855326538779e-56,3.2755044826803515e-41,2.5930745689459071e-76,5.0639030728267424e-43,1.2548312149243041e-79,1.0479713099136261e-80,1.1395958326400997e-81
9.296645841664919e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995375,0.11866996602991969,0.022821567693053622,2.4468194243338187e-87,1.2594230184503614e-49,4.3056273570087608e-28,5.5218025526706302e-64,3.2914262983168866e-42,1.0327404984442771e-99,8.2050271934204023e-16,1.4870367729786082e-82,8.2050271934057177e-16,3.7364763769168316e-56,8.0138773740639475e-57,9.2051549596560993e-84,1.0673356144997404e-84,3.9937582422435116e-41,1.3349142438068019e-65,4.4809905998874073e-14,1.3267416746175471e-15,5.311392839316217e-18,1.3057625559442222e-29,4.8350178129995938e-29,5.3113907868542268e-18,1.0253540721510959e-24,3.7034224955081897e-28,8.1479055530066759e-32,1.1538440390353349e-54,2.6208794375778532e-40,1.6598041001176591e-74,4.051506020947889e-42,1.6211144033515236e-77,1.3540394186519966e-78,1.4724242849338136e-79
1.8593796086012365e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990762,0.11866996602987405,0.02282156769305296,6.3785581215818393e-85,2.015178271770667e-48,1.7226405689206128e-27,3.598440829786554e-62,2.6333077159779846e-41,2.6917854694095078e-97,1.6410499562208178e-15,9.5179535721789719e-81,1.6410499562149443e-15,5.9787676603535145e-55,1.2823126683362169e-55,1.1996789457163253e-81,1.3910249925576043e-82,3.1951566423266308e-40,4.2720249436800174e-64,8.962224322230385e-14,2.6535553334826408e-15,1.0623075911188273e-17,5.2232599024820676e-29,1.9340858065471541e-28,1.0623067699527066e-17,4.1001017279638173e-24,2.9618674752120439e-27,6.6398758558593339e-31,3.7601953774706396e-53,2.0971661923749306e-39,1.0623502684315301e-72,3.2413569331408196e-41,2.1127474801610997e-75,1.764967323366899e-76,1.9192817889656804e-77
3.7188096574707257e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679981531,0.11866996602978278,0.022821567693051634,1.6913312204056044e-82,3.2243638557990767e-47,6.8932562906825822e-27,2.3852043735034436e-60,2.1067128455624883e-40,7.1355473203433935e-95,3.2821444299784161e-15,6.0917841310294767e-79,3.2821444299549218e-15,9.566352628016868e-54,2.0517719797215334e-54,1.5901932603746326e-79,1.8438254359056981e-80,2.5561833782699317e-39,1.367095878581205e-62,1.7924691766815217e-13,5.3071826512115136e-15,2.1246448230218463e-17,2.0893441829353216e-28,7.7365004884416649e-28,2.1246415371084359e-17,1.6388900676096539e-23,2.367933889398851e-26,5.5058263827528232e-30,1.2465383270887837e-51,1.6783531890061664e-38,6.799283764798856e-71,2.5931442876565029e-40,2.8004798565269706e-73,2.3401355853937757e-74,2.5447428951065079e-75
7.437669755209705e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679963073,0.11866996602960023,0.02282156769304898,4.62801664489136e-80,5.1590369538580128e-46,2.7593695197958391e-26,1.6314606752081891e-58,1.6853969456738853e-39,1.951578304116327e-92,6.5643333774937866e-15,3.8988358720542793e-77,6.5643333773998065e-15,1.5306423687639884e-52,3.2828857420448381e-53,2.174849433600842e-77,2.5217328969880444e-78,2.044966798111485e-38,4.3747834258333921e-61,3.5849626655580382e-13,1.0614437286663997e-14,4.2493217631328788e-17,8.3574434599918533e-28,3.0946315655125629e-27,4.2493086099074066e-17,6.546174046846931e-23,1.8917884798414297e-25,4.7141829829752432e-29,4.2651301363443588e-50,1.3436253417584501e-37,4.3516190344396512e-69,2.0745355556391582e-39,3.8301141654113961e-71,3.2020504902857424e-72,3.4820314623545699e-73
1.4875389950687662e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679926153,0.11866996602923512,0.022821567693043672,1.3368183210771703e-77,8.2544769921338167e-45,1.1053780242688985e-25,1.1778946234278218e-56,1.3483282238379004e-38,5.6328014836440796e-90,1.3128711272525216e-14,2.4952850414176425e-75,1.3128711272149297e-14,2.4490485427624712e-51,5.252635903392359e-52,3.1392158694733087e-75,3.6399134662372156e-76,1.6359764678255266e-37,1.3999429408247774e-59,7.1699496431492726e-13,2.122894655754791e-14,8.4986855978528915e-17,3.3429797566869542e-27,1.2378588341842967e-26,8.4986329094782022e-17,2.6109510130637088e-22,1.5093260493173626e-24,4.2645687704639923e-28,1.5408880737373625e-48,1.0763838493982404e-36,2.7850609178962662e-67,1.659631100783978e-38,5.5284535148643793e-69,4.6255096770683905e-70,5.0299924725537044e-71
2.9750830341643574e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679852312,0.11866996602850491,0.022821567693033059,4.1946295214543971e-75,1.3207094402748531e-43,4.4344160319353513e-25,9.237276585920149e-55,1.0786668452506688e-37,1.7654792514347976e-87,2.6257467062590845e-14,1.5969920453686378e-73,2.6257467061087156e-14,3.9184942512628095e-50,8.4041628388859833e-51,4.9209483540571863e-73,5.7058278474610143e-74,1.308774371793592e-36,4.4798369133306231e-58,1.4339923597684539e-12,4.2457965099231542e-14,1.6997453475659517e-16,1.3371835989188974e-26,4.9514472241164465e-26,1.6997242124693561e-16,1.0384057754934872e-21,1.200933492707382e-23,4.1945893959957238e-27,6.0487046720278555e-47,8.6345482582040881e-36,1.7824468512807831e-65,1.3276973128725613e-37,8.6662498028238669e-67,7.2588971403157161e-68,7.8937752316599042e-69
5.95017111235554e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767970463,0.11866996602704448,0.022821567693011829,1.4631887364011372e-72,2.1131030175809342e-42,1.7839191596303567e-24,8.0528077317099613e-53,8.6293518146718083e-37,6.1504504641420747e-85,5.2514978642733146e-14,1.0220779770172586e-71,5.2514978636718391e-14,6.2696040061700762e-49,1.3446394208862824e-49,8.5743758207180493e-71,9.9419673091759674e-72,1.0470039539279612e-35,1.4335508759389389e-56,2.8679871504166266e-12,8.4916002182261989e-14,3.3995153126208634e-16,5.3486475637818733e-26,1.9805808442395846e-25,3.399430302088139e-16,4.1065685063615916e-21,9.5045914977143039e-23,4.588872887684833e-26,2.6399686472906007e-45,6.9445956978251888e-35,1.1407684350932013e-63,1.0621410151419599e-36,1.5100271002253507e-64,1.2664465688022574e-65,1.3772522652007914e-66
1.1900347268737906e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679409272,0.11866996602412364,0.02282156769296937,5.6791229847852062e-70,3.3808540942776245e-41,7.2143583498580291e-24,7.8115824411222634e-51,6.9034882534720876e-36,2.3843936910710221e-82,1.0503000180306198e-13,6.5413087416355324e-70,1.0503000177900293e-13,1.003137677431203e-47,2.151330523569496e-48,1.6625329608129995e-68,1.9277024400513557e-69,8.3757643042410454e-35,4.5873673415928713e-55,5.7359767306774536e-12,1.6983207634697566e-13,6.7991231556585487e-16,2.1393854828584296e-25,7.9223239030651101e-25,6.7987794687962873e-16,1.6061514504256042e-20,7.4440099955425242e-22,5.5840225060009606e-25,1.2819488646110849e-43,5.6130153357345115e-34,7.3009249786679776e-62,8.4968398639569911e-36,2.9278724384622001e-62,2.4584661721783847e-63,2.6737153727860187e-64
2.3800699581502637e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678818555,0.11866996601828195,0.022821567692884456,2.3861961493631893e-67,5.4090057880136145e-40,2.9449164666071987e-23,8.2038558874258845e-49,5.5227932925326226e-35,1.0010572858187693e-79,2.1006004812389653e-13,4.1864405301369058e-68,2.100600480276603e-13,1.6050210494006679e-46,3.441826846779563e-47,3.4906571713718644e-66,4.0474059373159931e-67,6.70017629147252e-34,1.4679580429761287e-53,1.1471955887057029e-11,3.3966422467101411e-13,1.3598627941052527e-15,8.5569454876630046e-25,3.168926959987073e-24,1.3597225761442306e-15,6.1502599731669926e-20,5.7145450542026328e-21,7.3480930449763579e-24,6.7369745182034099e-42,4.5768314281272605e-33,4.6725931405320195e-60,6.7970031613087123e-35,6.147356589872634e-60,5.1658838199204032e-61,5.6187776902105018e-62
4.76014042070321e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677637123,0.11866996600659857,0.022821567692714623,1.0365620379097012e-64,8.6532498907757939e-39,1.2200319297450649e-22,8.9087529951493308e-47,4.4182356604297233e-34,4.3472539493521326e-77,4.2012014076627245e-13,2.6793226675739028e-66,4.2012014038132822e-13,2.5680340877892854e-45,5.5058803515790288e-46,7.5799721362670473e-64,8.7889469732801442e-65,5.3594419018291692e-33,4.6974650393447166e-52,2.2943914183247862e-11,6.793285212975362e-13,2.7198914298691582e-15,3.4222995030131146e-24,1.2675680985866481e-23,2.7193110258411934e-15,2.2650594993387893e-19,4.228083461301445e-20,9.9837530140047922e-23,3.6590728840927949e-40,3.7848231174458021e-32,2.9904585918670552e-58,5.4368496812909364e-34,1.334896087283733e-57,1.1221159497518501e-58,1.2210892525828733e-59
9.520281345809103e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727675274252,0.11866996598323182,0.022821567692374957,4.4185132573874174e-62,1.3841487114833046e-37,5.1509114358789548e-22,9.4943918328642313e-45,3.5345888597251604e-33,1.8534561280187157e-74,8.4024032605384966e-13,1.7147664701327704e-64,8.4024032451407728e-13,4.1088542157674606e-44,8.8061775079776278e-45,1.6157942450490325e-61,1.8735040152827872e-62,4.2864340440717211e-32,1.5031877485411912e-50,4.5887830709356267e-11,1.3586571144643628e-12,5.4405325409388009e-15,1.3685366722677094e-23,5.0702497023757318e-23,5.4380847497079331e-15,7.8045108887202086e-19,2.9367506943901467e-19,1.329288668536469e-21,1.9494622949320337e-38,3.1878846997984132e-31,1.9138913971352312e-56,4.3482744402630315e-33,2.8455301553715007e-55,2.3914950304499261e-56,2.60375719230212e-57
1.9040563196020888e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670548515,0.11866996593649831,0.022821567691695629,1.7576812529171323e-59,2.2134504392728654e-36,2.2091078646199512e-21,9.4442239567981528e-43,2.8276710937016625e-32,7.3783860329531978e-72,1.6804806966402835e-12,1.0974501832173845e-62,1.6804806904812307e-12,6.5741644001785797e-43,1.4079561216295271e-43,3.215600848456469e-59,3.7284590574858381e-60,3.4273567467257204e-31,4.8101929979851178e-49,9.1775663496480062e-11,2.7173143004531673e-12,1.0884509840412554e-14,5.4710834171453482e-23,2.028081485838667e-22,1.0874019973601073e-14,2.4317959689433709e-18,1.8528027363975702e-18,1.6494411823516229e-20,9.6892499997615417e-37,2.7285649920563095e-30,1.224887548545041e-54,3.4766920543896398e-32,5.6628340929365432e-53,4.7558742064268188e-54,5.1814370820529824e-55
2.8560845046232673e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727665822779,0.11866996588976481,0.022821567691016301,1.4269554215154797e-58,8.144883113827316e-36,4.857010950354723e-21,5.7850157123871509e-42,8.3946484220742455e-32,5.9594196908676051e-71,2.520721067237996e-12,6.2309963836635139e-62,2.5207210541500394e-12,2.4871394781629161e-42,5.3661848530421181e-43,2.2813660142619787e-58,2.6452201973132582e-59,9.7971586526260006e-31,2.243942988426458e-48,1.3766349601851082e-10,4.075971486097122e-12,1.6331405148031015e-14,1.1621555957440344e-22,4.3096460718630162e-22,1.6308343451774967e-14,4.4127411470561062e-18,4.671521015310056e-18,5.4490549791675489e-20,5.0166128965659924e-36,8.0267719756248833e-30,6.8496729371196025e-54,9.9380020717603439e-32,4.0175857356671911e-52,3.3939518903389894e-53,3.6965899082414052e-54
3.808112689644446e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727661097042,0.1186699658430313,0.022821567690336973,7.4812048211664444e-58,2.065244458753665e-35,8.4867106652957562e-21,2.2781186275211501e-41,1.8291496606222516e-31,2.8845168067039194e-70,3.3609614378469452e-12,2.3963144378701092e-61,3.3609614155205092e-12,6.4740088270588416e-42,1.4432568898022393e-42,9.9990254209185364e-58,1.1593749393877555e-58,2.065942316245114e-30,6.8328200651819215e-48,1.835513282754485e-10,5.434628671396268e-12,2.1781358312707569e-14,1.9817948761823531e-22,7.3517066040838333e-22,2.1741055662220012e-14,6.593471810348591e-18,8.8681136333124703e-18,1.2637082110183385e-19,1.7614206129360068e-35,1.728438933030478e-29,2.397717375807034e-53,2.0956073169821933e-31,1.7608657935315634e-51,1.6422666100085687e-52,1.7895474087917102e-53
5.712169059686803e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727651645569,0.11866996574956427,0.022821567688978316,1.085734382646128e-56,7.21948900787792e-35,1.8097301386406007e-20,1.6820240857670669e-40,5.3094568514606934e-31,2.8580745203996871e-69,5.041442179091115e-12,1.8237829853327708e-60,5.0414421328674053e-12,2.3758691739291189e-41,5.8324352898220773e-42,8.5844835738666765e-57,9.9535429060880722e-58,5.6401733308318686e-30,3.1130507021400073e-47,2.7532699216716678e-10,8.1519430411854045e-12,3.2688693516024519e-14,4.1006170921631168e-22,1.5220627484146223e-21,3.2602700018581039e-14,1.1204653318147105e-17,2.0676631313689416e-17,3.8579161293641211e-19,1.1077655701934224e-34,4.8480633303560836e-29,1.3344448895139129e-52,5.7210024615754541e-31,1.5117446884292772e-50,2.1882037220422316e-51,2.3880803548734402e-52
7.61622542972916e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727642194085,0.11866996565609725,0.02282156768761966,5.8587025003213689e-56,1.8033788432339501e-34,3.1421849523382014e-20,6.5701497269453411e-40,1.1611182633153493e-30,1.3732324461054914e-68,6.7219229203764245e-12,6.8865973393277914e-60,6.7219228417625232e-12,6.1608050996596014e-41,1.5788899712074313e-41,3.7480722918656394e-56,4.3458031713843553e-57,1.179638822587928e-29,9.3505563432878763e-47,3.671026550840434e-10,1.0869257409706725e-11,4.3607846830045282e-14,6.9701340900002062e-22,2.588606248016949e-21,4.3458423137444698e-14,1.6066737004057805e-17,3.7934269587921437e-17,8.6744310299199508e-19,3.7792110744440911e-34,1.0334834809276417e-28,4.5613845735880273e-52,1.1965147882439846e-30,6.6003902588211271e-50,1.0374457618374264e-50,1.132655491726807e-51
9.520281799771516e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727632742607,0.11866996556263022,0.022821567686261004,2.4009013484230647e-55,3.8248225816657018e-34,4.8761870619719545e-20,2.0316152804410882e-39,2.1784157488645127e-30,5.1959243429682497e-68,8.4024036617056682e-12,2.1064701761468543e-59,8.4024035416021824e-12,1.3470453792379562e-40,3.5446782980974472e-41,1.2894345356365881e-55,1.4950641807586293e-56,2.1466100677660507e-29,2.3331110880351846e-46,4.5887831695644682e-10,1.3586571776869799e-11,5.4539907184388144e-14,1.064263080698865e-21,3.9547681564496042e-21,5.4307805265026544e-14,2.102654872426412e-17,6.1118021551152513e-17,1.6673328434962863e-18,1.039629764899329e-33,1.9098772859324127e-28,1.2791807583268441e-51,2.177265166102255e-30,2.2706912717276758e-49,3.8695818090022035e-50,4.2268787169481135e-51
