Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),H2OX(23),COX(50),CO2X(24),CHOX(53)
2.153199530974066e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44617071201149078,0.11267872477743782,0.022670910198183652,5.3842776666911285e-11,2.1475703236670422e-09,2.1875572751063377e-05,2.8642985290232675e-06,2.2768926712841104e-08,1.1493373238096755e-18,0.00018945073851046071,6.1769862011477673e-17,0.00014666752592842864,7.7476634546822119e-13,4.4549300342960312e-13,6.9831667402162363e-14,5.2559317788152434e-16,1.6228555448718137e-09,1.1917175428148668e-11,0.0057915965030550824,0.00029838819687875084,3.8930580142749082e-05,4.4919758885940987e-09,1.0682332583105411e-09,2.8670207086353331e-10,1.3380649005909772e-13,2.2597910707130588e-09,7.2284559129519724e-06,5.1977440225699437e-08,3.6202694271592748e-07,1.8647647874419415e-11,2.0584337148832827e-13,8.9339079648179704e-12,2.9003471018847005e-13,1.0378106174267905e-13
2.1627701202301016e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44615677335262932,0.11266536612207223,0.022670250097172349,5.4925061003076243e-11,2.1896133709920098e-09,2.2116525214815439e-05,2.9079499646100934e-06,2.3068691084240345e-08,1.1784905012879384e-18,0.00019028703541603377,6.316019575583262e-17,0.00014717148551745597,7.8534034082251225e-13,4.5618246324983618e-13,7.117246296127057e-14,5.3609372534211539e-16,1.6462040691920256e-09,1.213348635588953e-11,0.0058040337444599435,0.00029966407712958288,3.9110944438285657e-05,4.5322040523157585e-09,1.0729188715131675e-09,2.8788559207125201e-10,1.3438521484445824e-13,2.2829181572232377e-09,7.2687376189597699e-06,5.2530459422453671e-08,3.6630044343089711e-07,1.8987075433699182e-11,2.0905981503815361e-13,9.0698139291487445e-12,2.9438304761785322e-13,1.0537448474478411e-13
2.172340709486137e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44614290835549569,0.11265207945565123,0.022669590056514321,5.6023522840621614e-11,2.2322179562763327e-09,2.2359024818226213e-05,2.9520323783948603e-06,2.3371025360498036e-08,1.208218514840801e-18,0.00019112325458533479,6.4575381857624019e-17,0.00014767438726478576,7.960104307749979e-13,4.6707261084548978e-13,7.2531604610140223e-14,5.4675157942423949e-16,1.6697528214709671e-09,1.2352737471043748e-11,0.0058163987240089166,0.00030093940224287558,3.9290518587053865e-05,4.5725114825217634e-09,1.0776037746180118e-09,2.8906899030740747e-10,1.3496411297420569e-13,2.3060886105969139e-09,7.3089311997142053e-06,5.3086057776519788e-08,3.706047784471756e-07,1.9331129638526708e-11,2.1230841499776243e-13,9.2070578993623481e-12,2.9877196103299404e-13,1.0698126818255006e-13
2.1819112987421724e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44612911660514704,0.11263886436125896,0.022668930075986804,5.7138312526156751e-11,2.2753873373997392e-09,2.2603070213416007e-05,2.9965472183298389e-06,2.3675939601459845e-08,1.2385290991268457e-18,0.00019195939565096263,6.6015749415183576e-17,0.00014817623321243238,8.0677704592092687e-13,4.7816609815393103e-13,7.3909226910739219e-14,5.5756824990210949e-16,1.6935020506689945e-09,1.2574955379514721e-11,0.0058286918590089182,0.0003022141712282496,3.9469302701587447e-05,4.6128968854411306e-09,1.0822879656185464e-09,2.9025226502142647e-10,1.3554318157841879e-13,2.3293008255213728e-09,7.3490351794426426e-06,5.3644220702570662e-08,3.7493995522133499e-07,1.9679852475787679e-11,2.155892706231637e-13,9.3456443318116973e-12,3.0320153611631731e-13,1.0860138710483644e-13
2.191481887998208e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44611539768886332,0.11262572042439253,0.022668270155368313,5.8269580718245979e-11,2.319124749259529e-09,2.2848659978949057e-05,3.0414959147211916e-06,2.3983443854460913e-08,1.2694300343040494e-18,0.0001927954582450541,6.7481630341274149e-17,0.00014867702539430672,8.1764061660522507e-13,4.8946559549908554e-13,7.5305464095015701e-14,5.6854525108649409e-16,1.7174519984468302e-09,1.2800166805793188e-11,0.0058409135643542791,0.00030348838311052673,3.9647297052696997e-05,4.653358986950731e-09,1.0869714425057468e-09,2.9143541566269117e-10,1.3612241777080573e-13,2.3525532065467142e-09,7.3890481000276805e-06,5.4204933529451665e-08,3.7930597931498582e-07,2.0033286120106154e-11,2.1890248033624141e-13,9.4855776280818471e-12,3.0767185647161807e-13,1.1023481566830924e-13
2.2010524772542433e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4461017511961371,0.11261264723294843,0.022667610294438638,5.9417478379715262e-11,2.3634334038306819e-09,2.3095792621378012e-05,3.0868798801898924e-06,2.4293548154312552e-08,1.3009291457256701e-18,0.00019363144199928829,6.8973359373197959e-17,0.00014917676583643325,8.2860157291958424e-13,5.0097379156352335e-13,7.6720450053927246e-14,5.7968410175993373e-16,1.7416028992803104e-09,1.302839859288632e-11,0.0058530642525407173,0.00030476203692978039,3.9824502066118027e-05,4.6938965325837476e-09,1.0916542032681182e-09,2.9261844168054955e-10,1.3670181864991271e-13,2.3758441683719374e-09,7.4289685210422661e-06,5.4768181502967396e-08,3.8370285441798091e-07,2.0391472933733192e-11,2.2224814174547799e-13,9.6268621348741443e-12,3.1218300363143911e-13,1.1188152715872874e-13
2.2106230665102787e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44608817671866352,0.11259964437720826,0.022666950492978812,6.0582156769987125e-11,2.4083164902356605e-09,2.3344466576788194e-05,3.1327005096354324e-06,2.4606262523288835e-08,1.333034303636966e-18,0.00019446734654489129,7.0491274082871401e-17,0.00014967545655716235,8.3966034469956414e-13,5.1269339336023996e-13,7.8154318326576619e-14,5.9098632511186475e-16,1.7659549805750553e-09,1.3259677702246026e-11,0.005865144333679231,0.00030603513174138231,4.0000918319163398e-05,4.7345082875280539e-09,1.0963362458917204e-09,2.9380134252432567e-10,1.3728138130031593e-13,2.3991721361208208e-09,7.4687950197820742e-06,5.5333949788660384e-08,3.8813058237203282e-07,2.0754455466434157e-11,2.2562635166657424e-13,9.7695021438989185e-12,3.167350570648357e-13,1.1354149401216427e-13
2.220193655766314e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44607467385032873,0.11258671144982516,0.022666290750771131,6.1763767437444914e-11,2.4537771748236646e-09,2.3594680212340496e-05,3.1789591802022915e-06,2.4921596971113262e-08,1.3657534228728344e-18,0.00019530317151264059,7.2035714886866206e-17,0.00015017309956737859,8.5081736152170877e-13,5.2462712620414729e-13,7.9607202089455539e-14,6.0245344867365624e-16,1.7905084627809885e-09,1.3494031213696461e-11,0.0058771542155098937,0.00030730766661604756,4.0176546537382005e-05,4.7751930366148289e-09,1.1010175683601965e-09,2.9498411764332919e-10,1.3786110279379634e-13,2.4225355456076933e-09,7.5085261912951232e-06,5.5902223474580961e-08,3.9258916319472661e-07,2.1122276455374817e-11,2.2903720614294035e-13,9.9135018917767116e-12,3.2132809418552106e-13,1.1521468783612189e-13
2.2297642450223496e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44606124218720017,0.11257384804580996,0.022665631067599116,6.2962462211828128e-11,2.4998186012590435e-09,2.3846431827812059e-05,3.2256572512491716e-06,2.5239561494945391e-08,1.3990944625564761e-18,0.00019613891653287038,7.3607025056416813e-17,0.00015066969687070427,8.6207305270067657e-13,5.3677773368329936e-13,8.1079234145797884e-14,6.1408700425357284e-16,1.8152635595066667e-09,1.3731486325360733e-11,0.0058890943034155879,0.0003085796406398758,4.0351387591225554e-05,4.8159495842975911e-09,1.1056981686548018e-09,2.9616676648686706e-10,1.3844098019049803e-13,2.445932843593148e-09,7.548160648408665e-06,5.647298757404805e-08,3.9707859510389922e-07,2.1494978825006129e-11,2.3248080046606144e-13,1.0058865559948016e-11,3.2596219036038789e-13,1.1690107943057667e-13
2.239334834278385e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44604788132751533,0.11256105376251756,0.022664971443247535,6.4178393196660253e-11,2.5464438906185755e-09,2.4099719657133918e-05,3.2727960643209708e-06,2.5560166079367528e-08,1.4330654257991676e-18,0.00019697458123547611,7.5205550727394053e-17,0.00015116525046369913,8.7342784728638504e-13,5.4914797762986645e-13,8.2570546915044027e-14,6.2588852787167238e-16,1.8402204776333661e-09,1.3972070353586834e-11,0.0059009650004356491,0.00030985105291439025,4.0525442492725515e-05,4.8567767546219685e-09,1.1103780447544336e-09,2.9734928850425252e-10,1.3902101054006733e-13,2.4693624880298621e-09,7.5876970217533819e-06,5.704622702840031e-08,4.0159887454236964e-07,2.1872605686947784e-11,2.3595722919570513e-13,1.0205597274591449e-11,3.3063741891840271e-13,1.1860063880889968e-13
2.2489054235344204e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44603459087167241,0.11254832819963344,0.022664311877502383,6.541171276171002e-11,2.5936561414973566e-09,2.4354541869924576e-05,3.3203769431234694e-06,2.5883420696371312e-08,1.467674359401235e-18,0.00019781016524991985,7.6831640910244605e-17,0.0001516597623360554,8.8488217406117061e-13,5.6174063809087792e-13,8.4081272422417197e-14,6.3785955969464551e-16,1.8653794174288657e-09,1.4215810732872756e-11,0.0059127667072794345,0.00031112190255657378,4.0698712392181652e-05,4.8976733911864257e-09,1.1150571946356597e-09,2.9853168314481614e-10,1.3960119088277499e-13,2.4928229482985716e-09,7.6271339597848661e-06,5.7621926709736954e-08,4.0614999620299193e-07,2.2255200339870539e-11,2.3946658617998578e-13,1.0353701106550308e-11,3.35353851159863e-13,1.2031333521866781e-13
2.258476012790456e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4460213704222194,0.11253567095916002,0.022663652370150875,6.6662573535488034e-11,2.6414584301230112e-09,2.461089657301881e-05,3.3684011935007445e-06,2.6209335305344397e-08,1.502929353554303e-18,0.0001986456682052351,7.848564749989671e-17,0.00015215323447078898,8.9643646153696006e-13,5.7455851329875242e-13,8.56115422886138e-14,6.5000164397060989e-16,1.890740572660891e-09,1.4462735015790866e-11,0.0059244998223398106,0.00031239218869890219,4.0871198574864053e-05,4.9386383570942336e-09,1.1197356162727486e-09,2.9971394985791571e-10,1.4018151825061841e-13,2.5163127054343396e-09,7.6664701288024454e-06,5.8200071423647987e-08,4.1073195305401245e-07,2.2642806269377286e-11,2.4300896457524434e-13,1.0503181071267473e-11,3.4011155636601646e-13,1.2203913716234876e-13
2.2680466020464913e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44600821958384385,0.11252308164540337,0.02266299292098144,6.793112839777965e-11,2.6898538104779329e-09,2.4868781811990804e-05,3.4168701034152544e-06,2.6537919853057115e-08,1.5388385415449052e-18,0.00019948108973003254,8.0167925285631405e-17,0.00015264566884442594,9.0809113795245908e-13,5.876044196416313e-13,8.7161487719608657e-14,6.6231632896386596e-16,1.916304130710164e-09,1.4712870872911476e-11,0.0059361647417065667,0.00031366191048937488,4.1042902457730267e-05,4.9796705348968953e-09,1.124413307637703e-09,3.008960880929466e-10,1.4076198966840559e-13,2.5398302523432302e-09,7.7057042129653154e-06,5.8780645911933391e-08,4.1534473636470919e-07,2.3035467147882832e-11,2.4658445686576129e-13,1.0654041128728616e-11,3.449106018090354e-13,1.2377801241785304e-13
2.2776171913025267e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44599513796336321,0.11251055986495978,0.022662333529783731,6.9217530472215443e-11,2.7388453144293002e-09,2.5128195572670862e-05,3.4657849429306086e-06,2.6869184273649131e-08,1.5754100994595213e-18,0.00020031642945250497,8.1878831960919746e-17,0.0001531370674271853,9.19846631270353e-13,6.0088119163353334e-13,8.873123949657657e-14,6.7480516688962518e-16,1.9420702726830152e-09,1.4966246092725643e-11,0.0059477618591797406,0.00031493106709154219,4.1213825586159149e-05,5.0207688265293538e-09,1.1290902667002889e-09,3.0207809729935195e-10,1.4134260215481917e-13,2.5633740940095043e-09,7.7448349143060764e-06,5.9363634855310468e-08,4.1998833573129049e-07,2.3433226834492574e-11,2.5019315488327374e-13,1.080628518341359e-11,3.4975105276233709e-13,1.2552992805894041e-13
2.2871877805585622e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44598212516971436,0.11249810522670262,0.022661674196348569,7.0521933118880928e-11,2.7884359518665743e-09,2.5389135782654889e-05,3.5151469641969836e-06,2.7203138488616094e-08,1.612652245891116e-18,0.00020115168700043316,8.3618728133225402e-17,0.00015362743218315711,9.3170336917452246e-13,6.1439168188434679e-13,9.0320927965931354e-14,6.8746971384871752e-16,1.9680391735235123e-09,1.5222888581567224e-11,0.0059592915662828828,0.0003161996576845311,4.1383969630702905e-05,5.0619321532371622e-09,1.1337664914280682e-09,3.0325997692663273e-10,1.4192335272346077e-13,2.5869427476934546e-09,7.783860952741601e-06,5.9949022876109262e-08,4.2466273910303306e-07,2.3836129374879827e-11,2.5383514982629751e-13,1.095991708425604e-11,3.5463297251125262e-13,1.2729485047547863e-13
2.2967583698145976e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44596918081394366,0.11248571734176896,0.022661014920468011,7.1844489926966209e-11,2.8386287108462058e-09,2.5651600312806008e-05,3.5649574014391871e-06,2.7539792406796308e-08,1.6505732416472404e-18,0.00020198686200119108,8.5387977333772943e-17,0.00015411676507047706,9.4366177906727459e-13,6.2813876106967697e-13,9.1930683029483824e-14,7.0031152976229092e-16,1.9942110021250665e-09,1.5482826363534099e-11,0.0059707542522762277,0.00031746768146306733,4.1553336383858804e-05,5.103159455495935e-09,1.1384419797864319e-09,3.0444172642435809e-10,1.425042383838754e-13,2.6105347431200303e-09,7.82278106608133e-06,6.0536794540955344e-08,4.2936793280863906e-07,2.4244219001162022e-11,2.5751053227923743e-13,1.1114940624611126e-11,3.5955642236402807e-13,1.2907274539354037e-13
2.306328959070633e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44595630450919693,0.11247339582354669,0.022660355701935281,7.3185354707457452e-11,2.8894265577432867e-09,2.5915586978747433e-05,3.615217470947324e-06,2.7879155924357441e-08,1.6891813894597611e-18,0.00020282195408175189,8.7186946027281628e-17,0.00015460506804149625,9.5572228806658499e-13,6.4212531790056057e-13,9.356063413471935e-14,7.1333217830650881e-16,2.0205859214414714e-09,1.5746087580408719e-11,0.0059821503041698034,0.00031873513763749526,4.1721927756862121e-05,5.1444496929232985e-09,1.1431167297386343e-09,3.0562334524217541e-10,1.4308525614255506e-13,2.6341486226583431e-09,7.8615940100329457e-06,6.1126934363439445e-08,4.3410390158279019e-07,2.4657540131775623e-11,2.612193922312896e-13,1.1271359542231265e-11,3.645214616631623e-13,1.3086357789533576e-13
2.3158995483266685e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44594349587070981,0.11246114028766138,0.022659696540544783,7.4544681485870643e-11,2.9408324374098648e-09,2.6181093542346112e-05,3.6659283710700776e-06,2.8221238924783175e-08,1.7284850336962718e-18,0.00020365696286869355,8.9016003621664171e-17,0.00015509234304294755,9.6788532300335721e-13,6.563542590930687e-13,9.5210910265196677e-14,7.2653322684725439e-16,2.04716408859733e-09,1.6012700491577841e-11,0.0059934801067364485,0.00032000202543379461,4.1889745776501479e-05,5.1858018441836024e-09,1.1477907392458237e-09,3.0680483282982052e-10,1.4366640300392247e-13,2.6577829414922398e-09,7.9002985582055313e-06,6.1719426806774062e-08,4.388706285928802e-07,2.507613737134992e-11,2.6496181909511123e-13,1.1429177519249929e-11,3.6952814779706908e-13,1.3266731243897031e-13
2.325470137582704e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44593075451579772,0.1124489503519632,0.022659037436092093,7.5922624495029647e-11,2.9928492733396506e-09,2.6448117713186324e-05,3.7170912822105562e-06,2.8566051278859921e-08,1.7684925600732383e-18,0.00020449188798820462,9.0875522477691003e-17,0.00015557859201610749,9.8015131041869581e-13,6.7082850933780719e-13,9.6881639931068824e-14,7.3991624637485488e-16,2.0739456549978473e-09,1.6282693473951522e-11,0.0060047440425247678,0.00032126834409359562,4.2056792581958017e-05,5.227214906885655e-09,1.1524640062670787e-09,3.0798618863712727e-10,1.4424767597129337e-13,2.6814362677820326e-09,7.9388935021101218e-06,6.2314256286435494e-08,4.4366809546590589e-07,2.5500055510579571e-11,2.6873790172526644e-13,1.1588398182173361e-11,3.745765362120583e-13,1.3448391287802274e-13
2.3350407268387393e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44591808006384631,0.11243682563651433,0.022658378388373975,7.7319338167889104e-11,3.0454799678388647e-09,2.6716657150032669e-05,3.7687073668247088e-06,2.8913602844663527e-08,1.8092123953709319e-18,0.00020532672906609019,9.2765877918619656e-17,0.00015606381689695445,9.925206765611904e-13,6.85551011269335e-13,9.8572951159726949e-14,7.5348281143882742e-16,2.100930766437932e-09,1.6556095021881351e-11,0.0060159424918720117,0.00032253409287419014,4.2223070421669702e-05,5.2686878974737289e-09,1.1571365287594425e-09,3.0916741211403787e-10,1.4482907204781794e-13,2.7051071828175623e-09,7.9773776511577857e-06,6.291140717279224e-08,4.4849628231549599e-07,2.5929339526095957e-11,2.7254772843643233e-13,1.1749025101880148e-11,3.796666804246356e-13,1.3631334248093741e-13
2.3446113160947748e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44590547213630138,0.11242476576357589,0.022657719397188341,7.8734977130403569e-11,3.0987274022029388e-09,2.6986709462281883e-05,3.8207777694222765e-06,2.926390346754597e-08,1.8506530071501959e-18,0.00020616148572777805,9.4687448239788957e-17,0.00015654801961632252,1.0049938473842202e-12,7.0052472543550931e-13,1.0028497148656857e-13,7.6723450008266505e-16,2.128119563210582e-09,1.6832933747077985e-11,0.0060270758329168672,0.00032379927104854124,4.2388581650221776e-05,5.310219851112078e-09,1.1618083046779583e-09,3.1034850271061349e-10,1.45410588237402e-13,2.7287942811627211e-09,8.0157498326551466e-06,6.3510863793718071e-08,4.5335516776906004e-07,2.6364034580337377e-11,2.7639138702135918e-13,1.1911061793628639e-11,3.8479863203410861e-13,1.3815556395022202e-13
2.3541819053508102e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4458929303566595,0.11241277035759535,0.022657060462334261,8.0169696194444285e-11,3.1525944368988202e-09,2.7258272211402818e-05,3.8733036165702542e-06,2.9616962980122113e-08,1.8928229034710781e-18,0.00020699615759832462,9.664061471817841e-17,0.00015703120210005194,1.0175712485432655e-12,7.1575263026677352e-13,1.0201782794589057e-13,7.8117289377865952e-16,2.1555121802145222e-09,1.7113238378527853e-11,0.0060381444416121944,0.00032506387790529046,4.2553328725264712e-05,5.3518098215632216e-09,1.1664793319757031e-09,3.1152945987704279e-10,1.4599222154560542e-13,2.7524961707915803e-09,8.0540088917974642e-06,6.4112610437190234e-08,4.5824472899503952e-07,2.6804186021418023e-11,2.8026896476858159e-13,1.2074511717072077e-11,3.8997244073549535e-13,1.4001053944144869e-13
2.3637524946068456e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44588045435045831,0.11240083904519381,0.022656401583611954,8.1623650350763869e-11,3.2070839117526269e-09,2.7531342912364097e-05,3.9262860168988689e-06,2.9972791202256436e-08,1.9357306326133905e-18,0.00020783074430242099,9.86257616219322e-17,0.00015751336626913527,1.0302533053932383e-12,7.3123772204540478e-13,1.0377164706190853e-13,7.9529957736278071e-16,2.1831087470610491e-09,1.7397037762409205e-11,0.0060491486917376748,0.00032632791274876086,4.2717314204460631e-05,5.3934568810602233e-09,1.171149608603825e-09,3.1271028306365288e-10,1.4657396898052042e-13,2.7762114732162817e-09,8.0921536916592153e-06,6.4716631353872016e-08,4.6316494173023987e-07,2.7249839382995852e-11,2.8418054847987844e-13,1.2239378276281479e-11,3.9518815433273206e-13,1.4187823058205088e-13
2.373323083862881e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44586804374526656,0.11238897145515341,0.022655742760822793,8.3096994762011135e-11,3.2621986461423834e-09,2.7805919035048901e-05,3.9797260611100141e-06,3.0331397941049772e-08,1.9793847827992026e-18,0.00020866524546439972,1.0064327621984796e-16,0.00015799451403985989,1.0430404429858253e-12,7.4698301487472753e-13,1.0554655483990262e-13,8.0961613896961585e-16,2.2109093881800655e-09,1.7684360862007402e-11,0.0060600889549123869,0.00032759137489895933,4.2880540742459371e-05,5.4351601201732586e-09,1.1758191325115803e-09,3.1389097172091945e-10,1.4715582755362859e-13,2.799938823606851e-09,8.1301831131822727e-06,6.5322910759679127e-08,4.6811578030722931e-07,2.7701040384139217e-11,2.8812622448746205e-13,1.2405664819776068e-11,4.0044581875216926e-13,1.4375859848991089e-13
2.3828936731189165e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44585569817067561,0.11237716721840488,0.022655083993769268,8.4589884755796386e-11,3.3179414391955847e-09,2.8081998005656365e-05,4.0336248219881554e-06,3.069279299082609e-08,2.0237939819173249e-18,0.00020949966070824027,1.0269354879083032e-16,0.0001584746473239467,1.0559330860668449e-12,7.6299154064831145e-13,1.0734267675749155e-13,8.241241699673744e-16,2.2389142229252703e-09,1.7975236757629456e-11,0.0060709656006073184,0.00032885426369157591,4.3043011087904887e-05,5.4769186476706136e-09,1.1804879016463676e-09,3.1507152529947474e-10,1.477377942806352e-13,2.8236768709030325e-09,8.1680960551616007e-06,6.5931432838330017e-08,4.7309721768178443e-07,2.815783492919237e-11,2.9210607867091498e-13,1.2573374640561299e-11,4.0574547805635545e-13,1.4565160379173535e-13
2.392464262374952e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44584341725828858,0.11236542596801509,0.022654425282255017,8.6102475817808119e-11,3.3743150699913528e-09,2.8359577208089181e-05,4.0879833544136494e-06,3.1056986133119288e-08,2.0689668972497992e-18,0.00021033398965757604,1.0477697263330892e-16,0.00015895376802868504,1.0689316590736193e-12,7.792663490191635e-13,1.0916013775603449e-13,8.3882526489297537e-16,2.2671233656784597e-09,1.8269694646517846e-11,0.0060817789961578016,0.00033011657847797975,4.3204728080473361e-05,5.5187315903744807e-09,1.1851559139537658e-09,3.1625194325011932e-10,1.4831986618228319e-13,2.8474242779183894e-09,8.2058914342286258e-06,6.6542181743879074e-08,4.7810922546036625e-07,2.8620269107639831e-11,2.9612019647384256e-13,1.2742510976174332e-11,4.1108717445809866e-13,1.4755720664121138e-13
2.4020348516309874e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44583120064171217,0.11235374733917458,0.022653766626084794,8.763492358498274e-11,3.4313222977669283e-09,2.863865398532683e-05,4.1428026953784938e-06,3.1423987136659935e-08,2.1149122352004278e-18,0.00021116823193570057,1.0689394407462076e-16,0.00015943187805706396,1.082036586132357e-12,7.9581050736892587e-13,1.1099906223216296e-13,8.5372102138721507e-16,2.2955369259529402e-09,1.856776384276365e-11,0.006092529506775868,0.00033137831862521411,4.3365694647943546e-05,5.56059809301166e-09,1.1898231673775723e-09,3.1743222502383086e-10,1.4890204028514582e-13,2.8711797214367387e-09,8.2435681848321751e-06,6.7155141603232887e-08,4.8315177392761019e-07,2.9088389193969579e-11,3.0016866292027248e-13,1.2913077008736977e-11,4.1647094833479968e-13,1.494753667369424e-13
2.4116054408870228e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44581904795654637,0.1123421309691854,0.022653108025064466,8.9187383838727911e-11,3.4889658621282501e-09,2.8919225640784129e-05,4.1980838640044524e-06,3.1793805757362169e-08,2.1616387410253537e-18,0.00021200238716557394,1.0904486248035715e-16,0.00015990897930789988,1.0952482910555555e-12,8.1262710077709214e-13,1.1285957402944197e-13,8.6881304013003322e-16,2.3241550084960027e-09,1.8869473777218905e-11,0.0061032174955625469,0.00033263948351598753,4.352591380330035e-05,5.6025173180594809e-09,1.1944896598598394e-09,3.186123700717737e-10,1.4948431362239665e-13,2.8949418923011225e-09,8.2811252592170688e-06,6.7770296518649026e-08,4.8822483207381545e-07,2.9562241647535104e-11,3.0425156263074824e-13,1.3085075865015935e-11,4.2189683824305567e-13,1.5140604334015788e-13
2.4211760301430582e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44580695884037558,0.11233057649744879,0.022652449479001028,9.0760012498200284e-11,3.5472484832643967e-09,2.9201289439654702e-05,4.253827861563553e-06,3.2166451738310452e-08,2.2091551985657328e-18,0.00021283645496982941,1.112301302636748e-16,0.00016038507367596033,1.1085671973394125e-12,8.2971923199025322e-13,1.1474179643016242e-13,8.84102924775877e-16,2.3529777133904456e-09,1.9174853997408282e-11,0.0061138433235200769,0.0003339000725486634,4.3685388641872461e-05,5.6444884455871554e-09,1.1991553893409134e-09,3.1979237784530849e-10,1.5006668323455941e-13,2.9187094954954755e-09,8.3185616274004129e-06,6.8387630570216463e-08,4.933283676224124e-07,3.0041873112416362e-11,3.0836897983817798e-13,1.3258510616490312e-11,4.2736488093351784e-13,1.5334919529219249e-13
2.4307466193990937e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44579493293275896,0.11231908356545309,0.022651790987702564,9.2352965613639474e-11,3.6061728621656483e-09,2.9484842610238823e-05,4.3100356715009113e-06,3.2541934809746438e-08,2.2574704299824924e-18,0.00021367043497078005,1.1345015289457109e-16,0.00016086016305208467,1.1219937281612536e-12,8.4709002139138135e-13,1.166458521472644e-13,8.9959228188917916e-16,2.3820051361551185e-09,1.9483934167440061e-11,0.0061244073495640592,0.0003351600851372469,4.3844122338504557e-05,5.6865106730927497e-09,1.203820353759472e-09,3.2097224779600153e-10,1.5064914617023594e-13,2.942481250219118e-09,8.3558762771455636e-06,6.9007127818318545e-08,4.9846234705740085e-07,3.0527330417279545e-11,3.125209984033696e-13,1.3433384279426367e-11,4.3287511136601538e-13,1.5530478103173745e-13
2.440317208655129e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4457829698752217,0.11230765181676158,0.022651132550978267,9.3966399359757943e-11,3.6657416808449301e-09,2.9769882345255527e-05,4.3667082594598953e-06,3.2920264689055861e-08,2.3065932954932062e-18,0.00021450432679042514,1.1570533890912351e-16,0.00016133424932330081,1.1355283063769736e-12,8.647426069691666e-13,1.1857186331639244e-13,9.1528272087995093e-16,2.4112373678444626e-09,1.9796744067916381e-11,0.0061349099305355341,0.00033641952071136988,4.400211814476514e-05,5.7285832153360409e-09,1.208484551052562e-09,3.2215197937563477e-10,1.5123169948681274e-13,2.9662558899542492e-09,8.3930682139337767e-06,6.9628772306076587e-08,5.0362673565073648e-07,3.1018660575235766e-11,3.1670770183029842e-13,1.3609699814959369e-11,4.3842756272491395e-13,1.5727275861185134e-13
2.4498877979111645e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44577106931124527,0.11229628089700058,0.02265047416863842,9.560047002918872e-11,3.7259576025624272e-09,3.0056405803138398e-05,4.4238465733095704e-06,3.3301451080755429e-08,2.3565326931110912e-18,0.00021533813005045714,1.1799609991869317e-16,0.00016180733437293871,1.1491713545184913e-12,8.8268014428741144e-13,1.2051995148808353e-13,9.3117585393950336e-16,2.4406744951470412e-09,2.0113313595842754e-11,0.0061453514212129849,0.00033767837871627254,4.4159379386190292e-05,5.7707053041674571e-09,1.2131479791556397e-09,3.2333157203621419e-10,1.5181434025114649e-13,2.990032162526612e-09,8.4301364609336688e-06,7.0252548061774843e-08,5.0882149748965742e-07,3.1515910783698593e-11,3.2092917328108749e-13,1.3787460129182514e-11,4.440222664347248e-13,1.592530857167367e-13
