Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HX(19),CH2X(134),CHX(26),HOX(23),H2X(36),CXHO(27),OCX(21),H2OX(35),CX(24),CO2X(34),COX(37),HOCXO(25)
1.7618889714543212e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19286418179943055,0.099974262691377894,0.099997186758157705,6.7623535534041359e-30,4.1900459410387245e-19,5.9750711327733954e-16,6.4194624637050707e-26,1.4506649060296e-21,7.2974438339004702e-34,6.7661226103647762e-19,0.0,5.4843911763930373e-21,2.1680680734777031e-45,4.6172011930344414e-26,6.2545794046917176e-31,1.8032715432184276e-34,5.1805209266354731e-25,4.7351333887391645e-66,2.5668943682742703e-05,5.6264796539423454e-06,1.4122883260947509e-10,2.0480826233529967e-07,7.1535836041537271e-14,6.8223633217557681e-08,4.0309537201447818e-12,1.0724929784517132e-19,1.6003867395814337e-20,1.0095921238942861e-17,3.3077222206106742e-23,5.7217565847078445e-15,2.8326100264354167e-34,3.7761516400266307e-30,2.4747214216511379e-31
1.7801313477525112e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19286398947389707,0.099974130736256869,0.099997157634619693,7.1091080539843808e-30,4.3369948141589799e-19,6.1628331180130207e-16,6.6898720559661426e-26,1.4657317039122041e-21,7.6048475534239686e-34,6.8363069189120522e-19,0.0,5.5986667086967241e-21,2.2548750297644766e-45,4.7316900242807721e-26,6.4511697303188128e-31,1.8599534428884553e-34,5.3089662945443226e-25,5.0264237175687996e-66,2.5800191007288762e-05,5.6847266773544435e-06,1.4122901280411446e-10,2.0693159880575398e-07,7.1535949967251671e-14,6.8931429378079368e-08,4.0835862921677009e-12,1.1123324450465661e-19,1.6337486421733704e-20,1.0413252255296225e-17,3.4544202399482286e-23,5.8410943952287535e-15,3.0056928556666975e-34,3.9701506333931643e-30,2.5604338450993867e-31
1.7983737240507012e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19286379885793373,0.099974000490574047,0.099997128511147962,7.4698202993560774e-30,4.4873856235338369e-19,6.3544877261722111e-16,6.9687352058634481e-26,1.4807985406256584e-21,7.9218623664381295e-34,6.9064909783888762e-19,0.0,5.7141197932231902e-21,2.3442556902422643e-45,4.8476646130583169e-26,6.6518366909980587e-31,1.9178108799804826e-34,5.4390780171272711e-25,5.3324830393941726e-66,2.5929728893437546e-05,5.7429735681221808e-06,1.4122919667251207e-10,2.0905493589849551e-07,7.1536065987955614e-14,6.9639225753065535e-08,4.136247821832577e-12,1.1531880454594906e-19,1.6674546857205808e-20,1.0737163821834471e-17,3.6058483685688642e-23,5.9616638401119094e-15,3.1873781389694236e-34,4.171925231732604e-30,2.6481103126762788e-31
1.8166161003488912e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19286360992927667,0.099973871932066666,0.099997099387742039,7.844902473945017e-30,4.6412587484992565e-19,6.5500748891199883e-16,7.2562262532554821e-26,1.4958654169487581e-21,8.248686543328087e-34,6.9766747906122323e-19,0.0,5.8307504082531932e-21,2.4362602707015198e-45,4.9651257686335347e-26,6.8566221158601845e-31,1.9768559222216125e-34,5.5708569851868921e-25,5.6539041720998033e-66,2.6057579603907785e-05,5.8012203272726906e-06,1.4122938416681859e-10,2.1117827368807255e-07,7.153618407957718e-14,7.0347022367038926e-08,4.1889372733887323e-12,1.1950736767120823e-19,1.7015048704177759e-20,1.1067723467235134e-17,3.7621006081606205e-23,6.0834649195077377e-15,3.3779971596028451e-34,4.3817000482432313e-30,2.7377730121005848e-31
1.8348584766470811e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19286342266595205,0.099973745038761913,0.099997070264401397,8.234774663669323e-30,4.7986545625275133e-19,6.7496345387192831e-16,7.552521316191817e-26,1.5109323336501585e-21,8.5855203789510663e-34,7.0468583573754616e-19,0.0,5.9485585321090548e-21,2.530939470240683e-45,5.0840742718279081e-26,7.065567833915061e-31,2.0371006374654752e-34,5.704304057512881e-25,5.9912976167536701e-66,2.6183765111481644e-05,5.8594669558196899e-06,1.4122957523980796e-10,2.133016122480264e-07,7.1536304217889643e-14,7.1054819244202896e-08,4.2416536605650096e-12,1.2380032496347846e-19,1.7358991964788361e-20,1.1404998720215328e-17,3.9232715792787091e-23,6.2064976336274363e-15,3.5778903149990891e-34,4.5997036620973585e-30,2.8294441320453728e-31
1.8531008529452711e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928632370462722,0.099973619788973109,0.099997041141125578,8.6398649293779863e-30,4.9596134335406833e-19,6.9532066068311243e-16,7.8577982908803451e-26,1.5259992914885073e-21,8.9325661926508539e-34,7.1170416804485583e-19,0.0,6.067544143154106e-21,2.6283444712605195e-45,5.2045108763790947e-26,7.278715674054024e-31,2.0985570936934025e-34,5.839420062411341e-25,6.3452919073503967e-66,2.6308307102780705e-05,5.9177134547636637e-06,1.4122976984486915e-10,2.1542495165090598e-07,7.1536426379386954e-14,7.176261640844543e-08,4.2943960442093004e-12,1.281990688365386e-19,1.7706376641365797e-20,1.1749057109536493e-17,4.0894565134886672e-23,6.3307619827420316e-15,3.7874072685968168e-34,4.8261686420392471e-30,2.9231458624981245e-31
1.871343229243461e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19286305304883181,0.099973496161296124,0.099997012017914014,9.0606093802998823e-30,5.1241757242266047e-19,7.1608310253187149e-16,8.172236851654628e-26,1.5410662912125749e-21,9.2900283282724883e-34,7.1872247615784863e-19,0.0,6.1877072197921331e-21,2.728526939458511e-45,5.326436310237091e-26,7.4961074650521594e-31,2.1612373590155772e-34,5.9762057991611398e-25,6.7165339640581058e-66,2.6431226981992753e-05,5.9759598250920296e-06,1.4122996793599826e-10,2.1754829196828228e-07,7.1536550541044562e-14,7.2470413883343386e-08,4.3471635300406285e-12,1.3270499298657754e-19,1.8057202736424647e-20,1.2099966164008992e-17,4.2607512456199229e-23,6.4562579671814687e-15,4.0069071025475322e-34,5.0613315697490068e-30,3.0189003951050512e-31
1.889585605541651e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19286287065250432,0.099973374134605414,0.099996982894766259,9.4974522475029259e-30,5.2923817923562524e-19,7.3725477260514631e-16,8.4960184509414379e-26,1.5561333335613824e-21,9.6581131541771819e-34,7.257407602489469e-19,0.0,6.3090477404668492e-21,2.8315390238232918e-45,5.4498512767985116e-26,7.7177850355705539e-31,2.2251535016721612e-34,6.1146620394007577e-25,7.1056894499714289e-66,2.6552545874549992e-05,6.0342060677793142e-06,1.4123016946779057e-10,2.196716332707629e-07,7.1536676679469131e-14,7.3178211692166558e-08,4.3999552665083899e-12,1.3731949234562847e-19,1.8411470252663423e-20,1.2457793412496682e-17,4.4372522061284738e-23,6.5829855873337015e-15,4.2367584712879203e-34,5.3054330629747826e-30,3.1167299234999227e-31
1.907827981839841e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19286268983643839,0.099973253688050698,0.099996953771681857,9.9508459573628555e-30,5.4642719911017752e-19,7.5883966409088837e-16,8.8293263192284065e-26,1.5712004192643306e-21,1.0037029063257478e-33,7.3275902048832889e-19,0.0,6.4315656836613519e-21,2.9374333566291361e-45,5.5747564560819504e-26,7.9437902141585143e-31,2.2903175900343879e-34,6.254789528448999e-25,7.5134431313731141e-66,2.6672284630759451e-05,6.0924521837873252e-06,1.4123037439543256e-10,2.2179497562800611e-07,7.1536804772015013e-14,7.388600985788153e-08,4.4527704427536875e-12,1.4204396303669844e-19,1.8769179192962424e-20,1.2822606383921357e-17,4.6190564135674086e-23,6.7109448436438093e-15,4.4773397559716984e-34,5.5587177984355145e-30,3.2166566436181773e-31
1.926070358138031e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928625105800543,0.099973134801053187,0.099996924648660279,1.0421251205041205e-29,5.6398866693543599e-19,7.8084177017844819e-16,9.1723454650318256e-26,1.5862675490413234e-21,1.0426986472952616e-33,7.3977725704395852e-19,0.0,6.555261027897599e-21,3.0462630534304921e-45,5.7011525058472055e-26,8.1741648292557688e-31,2.3567416926056391e-34,6.3965889865626621e-25,7.9404992415067675e-66,2.6790463829386011e-05,6.1506981740653094e-06,1.4123058267469467e-10,2.2391831910873417e-07,7.1536934796715044e-14,7.4593808403155765e-08,4.5056082866678984e-12,1.4687980233053157e-19,1.913032956038085e-20,1.3194472607267156e-17,4.806261467163941e-23,6.8401357366131124e-15,4.729039219754459e-34,5.821434534496544e-30,3.3187027539964579e-31
1.944312734436221e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19286233286304019,0.099973017453302115,0.09999689552570111,1.0909137027972072e-29,5.8192661720412328e-19,8.0326508405894922e-16,9.5252626748646026e-26,1.6013347236028912e-21,1.0828197825264099e-33,7.4679547008161309e-19,0.0,6.6801337517359022e-21,3.1580817130565617e-45,5.8290400626610689e-26,8.4089507091946243e-31,2.4244378780224962e-34,6.5400611101342348e-25,8.3875818478631607e-66,2.6907103781188828e-05,6.208944039550132e-06,1.4123079426192332e-10,2.2604166378074762e-07,7.1537066730968336e-14,7.5301607350361426e-08,4.5584680630437773e-12,1.518284086039459e-19,1.9494921358154286e-20,1.357345961158486e-17,4.9989655395016125e-23,6.9705582667983123e-15,4.9922551639250179e-34,6.0938361336203185e-30,3.4228904560577408e-31
1.962555110734411e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19286215666534884,0.09997290162475117,0.099996866402803863,1.1414980879357243e-29,6.0024508404411714e-19,8.2611359892565967e-16,9.8882665132043208e-26,1.6164019436503163e-21,1.1240877586771503e-33,7.5381365976491316e-19,0.0,6.806183833774401e-21,3.2729434176059276e-45,5.9584197429122052e-26,8.6481896822020995e-31,2.4934182150557604e-34,6.6852065728324086e-25,8.8554352229825895e-66,2.7022224532411679e-05,6.2671897811664208e-06,1.412310091140333e-10,2.2816500971093771e-07,7.153720055290341e-14,7.6009406721579287e-08,4.6113490718147262e-12,1.5689118129968757e-19,1.9862954589692788e-20,1.3959634925996139e-17,5.1972673693063553e-23,7.1022124348106397e-15,5.2673960848768883e-34,6.376179584594402e-30,3.5292419543829935e-31
1.980797487032601e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19286198196719401,0.099972787295615165,0.099996837279968095,1.1939268701669265e-29,6.1894810124979404e-19,8.4939130797435522e-16,1.026154732246145e-25,1.6314692098757487e-21,1.1665242248648472e-33,7.6083182625534921e-19,0.0,6.9334112526485717e-21,3.3909027324412211e-45,6.0892921437776055e-26,8.8919235764020217e-31,2.5636947726114591e-34,6.8320260266882053e-25,9.3448242187757891e-66,2.7135845868227844e-05,6.3254353998267446e-06,1.4123122718850082e-10,2.3028835696530024e-07,7.1537336241632744e-14,7.6717206538602408e-08,4.664250646378073e-12,1.6206952088774633e-19,2.0234429258578111e-20,1.4353066079697701e-17,5.4012662543350147e-23,7.2350982413150152e-15,5.5548808319134062e-34,6.6687260245389985e-30,3.6377794569695396e-31
1.999039863330791e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19286180874904732,0.099972674446366636,0.09999680815719332,1.2482495000162085e-29,6.380397023131145e-19,8.7310220440367236e-16,1.0645297222947701e-25,1.6465365229623289e-21,1.210151032667891e-33,7.6784996971231034e-19,0.0,7.0618159870307325e-21,3.5120147061838374e-45,6.2216578441428376e-26,9.1401942198171178e-31,2.6352796197318223e-34,6.9805201031292584e-25,9.8565346443658667e-66,2.7247987316140159e-05,6.3836808964317603e-06,1.4123144844335585e-10,2.3241170560894791e-07,7.1537473775320175e-14,7.7425006822940103e-08,4.7171721519982513e-12,1.6736482882807987e-19,2.0609345368561141e-20,1.4753820601965356e-17,5.6110620443649917e-23,7.3692156870292258e-15,5.8551387658802516e-34,6.9717407606961965e-30,3.7485251754762531e-31
2.017282239628981e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928616369916345,0.099972563057732305,0.09999677903447915,1.30451629163889e-29,6.5752392045440356e-19,8.9725028141545774e-16,1.1039710112844472e-25,1.6616038835843028e-21,1.2549902361273384e-33,7.7486809029311208e-19,0.0,7.1913980156295501e-21,3.6363348707086934e-45,6.3555174054783678e-26,9.3930434403710465e-31,2.7081848255962396e-34,7.1306894139647508e-25,1.0391373647453714e-65,2.7358668149336749e-05,6.4419262718703749e-06,1.4123167283717484e-10,2.3453505570612313e-07,7.1537613132758523e-14,7.8132807595821388e-08,4.7701129842861184e-12,1.7277850753469516e-19,2.0987702923560083e-20,1.5161966022158078e-17,5.8267551342836551e-23,7.5045647727231097e-15,6.1686099186189632e-34,7.2854932920030324e-30,3.8615013254564178e-31
2.035524615927171e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19286146667593243,0.099972453110689988,0.099996749911825097,1.3627784301726811e-29,6.7740478865278271e-19,9.2183953221510948e-16,1.1444981668171462e-25,1.6766712924071399e-21,1.3010640917485718e-33,7.8188618815302156e-19,0.0,7.3221573171895575e-21,3.7639192411390265e-45,6.4908713726740332e-26,9.6505130658904176e-31,2.7824224595221952e-34,7.2825345523233419e-25,1.0950170099209425e-65,2.7467907390003064e-05,6.5001715270198906e-06,1.4123190032907393e-10,2.3665840732021008e-07,7.1537754294173354e-14,7.8840608878198788e-08,4.8230725677508604e-12,1.7831196034103793e-19,2.1369501927657949e-20,1.557756986972191e-17,6.0484464572761029e-23,7.6411454992177607e-15,6.4957451532352493e-34,7.6102573304505674e-30,3.9767301265787521e-31
2.053766992225361e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928612977831658,0.099972344586465214,0.099996720789230734,1.4230879790907961e-29,6.9768633967622409e-19,9.4687395001190906e-16,1.1861309342755388e-25,1.6917387500876452e-21,1.3483950585029775e-33,7.8890426344528609e-19,0.0,7.4540938704906884e-21,3.8948243158412338e-45,6.6277202748336371e-26,9.9126449241067807e-31,2.8580045909661803e-34,7.4360560935463417e-25,1.1533774982692147e-65,2.757572381259082e-05,6.5584166627461719e-06,1.4123213087870173e-10,2.3878176051374756e-07,7.1537897238488073e-14,7.9548410690751898e-08,4.876050354420886e-12,1.8396659146664252e-19,2.175474238509986e-20,1.6000699674193813e-17,6.2762374781099527e-23,7.778957867384725e-15,6.8370063251757862e-34,7.9463108222310745e-30,4.0942338028364623e-31
2.072009368523551e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19286113029480362,0.099972237466528016,0.09999669166669567,1.4854978875556796e-29,7.1837260611118462e-19,9.7235752801935224e-16,1.2288892368198812e-25,1.7068062572740737e-21,1.3970057978296392e-33,7.9592231632115847e-19,0.0,7.5872076543478083e-21,4.0291070764197543e-45,6.7660646260315942e-26,1.01794808426586e-30,2.934943289524583e-34,7.5912545960382707e-25,1.214306178480089e-65,2.7682135947044316e-05,6.6166616799037834e-06,1.4123236444623233e-10,2.4090511534844031e-07,7.1538041945018051e-14,8.0256213053890889e-08,4.9290458225304639e-12,1.8974380598499601e-19,2.2143424300291366e-20,1.6431422965205533e-17,6.5102301865157791e-23,7.9180018781452485e-15,7.1928664441073857e-34,8.2939359686753965e-30,4.214034582745071e-31
2.090251744821741e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19286096419255638,0.099972131732589786,0.099996662544219433,1.5500619977733152e-29,7.3946762039179864e-19,9.9829425945546837e-16,1.2727931753849143e-25,1.7218738146062414e-21,1.4469191736370581e-33,8.0294034692992323e-19,0.0,7.7214986476102387e-21,4.1668249877119885e-45,6.9059049260334317e-26,1.0451062649093169e-30,3.0132506249345645e-34,7.7481306020767987e-25,1.2778926891758749e-65,2.7787162081984746e-05,6.6749065793361421e-06,1.4123260099235854e-10,2.4302847188517112e-07,7.153818839514361e-14,8.0964015987760111e-08,4.9820584752690997e-12,1.9564500979257312e-19,2.2535547677796195e-20,1.6869807272487262e-17,6.7505270906617981e-23,8.0582775324694771e-15,7.563809836592297e-34,8.6534192469826206e-30,4.336154699529846e-31
2.108494121119931e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928607994583727,0.099972027366600005,0.099996633421801664,1.6168350523480818e-29,7.6097541482860307e-19,1.0246881375431346e-15,1.3178630286767679e-25,1.7369414227156355e-21,1.4981582523048806e-33,8.0995835541892247e-19,0.0,7.8569668291613269e-21,4.3080359977832571e-45,7.0472416609818669e-26,1.0727432170868526e-30,3.0929386670749026e-34,7.9066846385840543e-25,1.344228998813301e-65,2.7890820267853084e-05,6.7331513618756621e-06,1.4123284047828503e-10,2.451518301840121e-07,7.1538336568577279e-14,8.1671819512241531e-08,5.0350878395904717e-12,2.0167160957899837e-19,2.2931112522333406e-20,1.731592012587135e-17,6.9972312107215025e-23,8.1997848313757387e-15,7.9503323095535981e-34,9.025051430744049e-30,4.4606163913025126e-31
2.126736497418121e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19286063607443635,0.099971924350743313,0.099996604299441905,1.6858727016381302e-29,7.8290002163677155e-19,1.0515431555103851e-15,1.3641192531698826e-25,1.7520090822255209e-21,1.550746302685649e-33,8.1697634193358046e-19,0.0,7.9936121779179778e-21,4.4527985379217977e-45,7.1900753040500954e-26,1.1008631235355354e-30,3.1740194859668263e-34,8.0669172178611164e-25,1.4134094459393673e-65,2.7993128320011963e-05,6.7913960283438999e-06,1.4123308286572193e-10,2.4727519030423676e-07,7.1538486444975294e-14,8.2379623646958044e-08,5.0881334650781071e-12,2.0782501279829558e-19,2.3330118838775784e-20,1.7769829055295885e-17,7.2504460725328415e-23,8.3425237759297781e-15,8.352941314524559e-34,9.4091276102635333e-30,4.5874419012277251e-31
2.144978873716311e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19286047402316311,0.099971822667436344,0.099996575177139752,1.7572315111112455e-29,8.0524547296383973e-19,1.0788633065907141e-15,1.4115824831039417e-25,1.7670767937510512e-21,1.60470679610657e-33,8.2399430661742994e-19,0.0,8.1314346728302182e-21,4.6011715226338006e-45,7.3344063160638739e-26,1.1294701669838797e-30,3.2565051517748286e-34,8.2288288382874357e-25,1.4855307798012777e-65,2.8094103821807229e-05,6.8496405795517017e-06,1.412333281168779e-10,2.4939855230433019e-07,7.1538638006914924e-14,8.3087428411277045e-08,5.1411949228653153e-12,2.1410662764118412e-19,2.3732566632147939e-20,1.8231601590808231e-17,7.510275701347608e-23,8.486494367244028e-15,8.772156112675923e-34,9.8059472126761952e-30,4.7166534776805348e-31
2.163221250014501e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19286031328719783,0.099971722299324758,0.099996546054894844,1.8309689687011783e-29,8.2801580091691124e-19,1.1066525840233706e-15,1.4602735304808128e-25,1.7821445578993711e-21,1.6600634063712976e-33,8.3101224961213508e-19,0.0,8.2704342928807731e-21,4.7532143496384747e-45,7.4802351460938759e-26,1.1585685301520331e-30,3.3404077348074529e-34,8.3924199849868804e-25,1.5606922013107158e-65,2.8193764127589568e-05,6.9078850162993307e-06,1.4123357619445399e-10,2.5152191624200084e-07,7.1538791234980194e-14,8.37952338243135e-08,5.1942718046065527e-12,2.205178630083843e-19,2.4138455907623302e-20,1.8701305262568497e-17,7.7768246156697379e-23,8.631696606476896e-15,9.2085079406151755e-34,1.0215814021867513e-29,4.8482733743944336e-31
2.1814636263126909e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19286015384941113,0.099971623229280188,0.099996516932706767,1.9071434921644031e-29,8.5121503758932251e-19,1.134914981053648e-15,1.5102133850615024e-25,1.7972123752697207e-21,1.7168400097617288e-33,8.3803017105751724e-19,0.0,8.4106110170846198e-21,4.9089868998631618e-45,7.6275622320197299e-26,1.1881623957519528e-30,3.4257393055180729e-34,8.5576911304619917e-25,1.6389954043626915e-65,2.829212636569684e-05,6.9661293393766162e-06,1.412338270616367e-10,2.5364528217419114e-07,7.1538946108937845e-14,8.4503039904933507e-08,5.2473637214977008e-12,2.2706012848489584e-19,2.4547786670522545e-20,1.9179007600852968e-17,8.0501978211811352e-23,8.778130494832048e-15,9.6625401769517619e-34,1.0639036198194733e-29,4.9823238505999774e-31
2.1997060026108808e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19285999569289697,0.099971525440397321,0.099996487810575116,1.9858144364372932e-29,8.7484721508676258e-19,1.1636544909331726e-15,1.5614232143631195e-25,1.8122802464535409e-21,1.7750606850398247e-33,8.4504807109157797e-19,0.0,8.5519648244885642e-21,5.068549537438467e-45,7.7763880010671101e-26,1.2182559464875869e-30,3.5125119345056416e-34,8.724642735197953e-25,1.7205446175092283e-65,2.8389207441397487e-05,7.0243735495630886e-06,1.4123408068209219e-10,2.5576865015708813e-07,7.1539102612591212e-14,8.5210846671757377e-08,5.3004703033433321e-12,2.337348343152122e-19,2.4960558926311979e-20,1.9664776136057398e-17,8.330500804753755e-23,8.9257960335577192e-15,1.0134808509622393e-33,1.1075926298012575e-29,5.1188271711557379e-31
2.2179483789090708e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19285983880096944,0.099971428915991062,0.099996458688499518,2.0670421009936745e-29,8.989163655528406e-19,1.1928751069201778e-15,1.6139243636558542e-25,1.8273481720345733e-21,1.8347497134494407e-33,8.5206594985052337e-19,0.0,8.6944956941708441e-21,5.2319631096934409e-45,7.9267128703191468e-26,1.2488533650550471e-30,3.6007376925154321e-34,8.8932752482377334e-25,1.8054466459881229e-65,2.8485024039795686e-05,7.082617647628113e-06,1.4123433701995995e-10,2.5789202024613381e-07,7.153926072755413e-14,8.5918654143162867e-08,5.3535911976683466e-12,2.4054339137943911e-19,2.5376772680600598e-20,2.015867839870034e-17,8.6178395285466144e-23,9.0746932239460039e-15,1.0625881103970522e-33,1.152680129300518e-29,5.2578056066711379e-31
2.2361907552072608e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19285968315715982,0.099971333639593554,0.099996429566479583,2.1508877372027453e-29,9.2342652119408963e-19,1.2225808222797821e-15,1.6677383559599597e-25,1.8424161525889611e-21,1.8959315787181651e-33,8.5908380746878778e-19,0.0,8.8382036052406914e-21,5.3992889471507843e-45,8.0785372472033875e-26,1.2799588341427824e-30,3.6904286504397584e-34,9.0635891077297671e-25,1.8938109141070357e-65,2.8579592628698667e-05,7.1408616343310231e-06,1.4123459603984635e-10,2.6001539249603587e-07,7.153942043341849e-14,8.6626462337288274e-08,5.4067260688717978e-12,2.4748721117028224e-19,2.5796427939138259e-20,2.0660781919426385e-17,8.9123204241864691e-23,9.2248220673322084e-15,1.1136338771574178e-33,1.1991982589326192e-29,5.3992814336206325e-31
2.2544331315054508e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19285952874521403,0.099971239594951439,0.09999640044451498,2.2374135556873301e-29,9.4838171430440144e-19,1.2527756302842516e-15,1.7228868920427509e-25,1.8574841886853468e-21,1.9586309670591921e-33,8.6610164407905526e-19,0.0,8.9830885368379465e-21,5.5705888635220927e-45,8.231861529955499e-26,1.3115765364317496e-30,3.7815968793186702e-34,9.2355847414494964e-25,1.9857495079831493e-65,2.8672929461446599e-05,7.1991055104212474e-06,1.4123485770681859e-10,2.6213876696077726e-07,7.1539581715207976e-14,8.7334271272035772e-08,5.4598745974213574e-12,2.5456770577087402e-19,2.6219524707814511e-20,2.1171154229009277e-17,9.2140503870308384e-23,9.3761825650941541e-15,1.1666775139816356e-33,1.2471796046548865e-29,5.5432769344511822e-31
2.2726755078036408e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19285937554908952,0.099971146766023061,0.09999637132260529,2.3266827336824581e-29,9.7378597728890434e-19,1.2834635242132691e-15,1.7793918504156117e-25,1.8725522808849726e-21,2.0228727671731907e-33,8.7311945981228441e-19,0.0,9.1291504681326448e-21,5.7459251557031213e-45,8.3866861080607722e-26,1.3437106545955814e-30,3.8742544503406467e-34,9.4092625672959867e-25,2.0813772186386605e-65,2.8765050579705714e-05,7.2573492766384464e-06,1.4123512198639907e-10,2.6426214369362655e-07,7.153974455583008e-14,8.8042080965074163e-08,5.5130364790861766e-12,2.6178628783340795e-19,2.6646062992655717e-20,2.1689862858355062e-17,9.5231367705121559e-23,9.5287747186515412e-15,1.2217796822192154e-33,1.2966571996428107e-29,5.6898143976832618e-31
2.2909178841018308e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19285922355295282,0.099971055136975684,0.099996342200750155,2.4187594223942287e-29,9.996433426872588e-19,1.3146484973541856e-15,1.8372752873310104e-25,1.8876204297417734e-21,2.088682070250194e-33,8.8013725479772911e-19,0.0,9.2763893783246318e-21,5.9253606037691004e-45,8.543011362674537e-26,1.3763653713007511e-30,3.9684134348432587e-34,9.584622993764872e-25,2.1808115854523315e-65,2.8855971816225062e-05,7.3155929337126363e-06,1.4123538884455926e-10,2.6638552274714796e-07,7.1539908934358948e-14,8.8749891433842175e-08,5.5662114242059878e-12,2.6914437055855135e-19,2.7076042799822915e-20,2.2216975338505129e-17,9.8396873805617897e-23,9.6825985294652867e-15,1.2790023589347033e-33,1.3476645261476258e-29,5.8389161180036529e-31
2.3091602604000208e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19285907274117656,0.099970964692182654,0.099996313078949253,2.5137087543589641e-29,1.0259578431963909e-18,1.3463345430022765e-15,1.8965594367795276e-25,1.9026886358024731e-21,2.1560841699715024e-33,8.8715502916296239e-19,0.0,9.424805246643162e-21,6.1089584709700564e-45,8.700837667022459e-26,1.4095448692067366e-30,4.064085904313826e-34,9.7616664203986651e-25,2.284172939967373e-65,2.8945708797557253e-05,7.3738364823643161e-06,1.4123565824771359e-10,2.6850890417321052e-07,7.1540074836963387e-14,8.9457702695551412e-08,5.6193991569954434e-12,2.7664336767560888e-19,2.7509464135611102e-20,2.2752559200639228e-17,1.0163810470112682e-22,9.837653999036894e-15,1.338408854084039e-33,1.4002355173354568e-29,5.9906043963523334e-31
2.3274026366982107e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19285892309833685,0.099970875416220975,0.099996283957202184,2.611596850802615e-29,1.0527335116926595e-18,1.3785256544609876e-15,1.9572667104868911e-25,1.9177568996066827e-21,2.22510456251161e-33,8.9417278303389634e-19,0.0,9.5743980523465179e-21,6.2967825037261863e-45,8.8601653867817026e-26,1.4432533309661805e-30,4.1612839303900521e-34,9.9403932382156086e-25,2.3915844500558826e-65,2.9034276946743892e-05,7.4320799233045919e-06,1.4123593016271383e-10,2.7063228802299797e-07,7.1540242248251003e-14,9.0165514767189212e-08,5.6725994148817171e-12,2.842846934234084e-19,2.7946327006446484e-20,2.3296681976078363e-17,1.0495614733679391e-22,9.993941128907818e-15,1.4000638277628921e-33,1.4544045591081977e-29,6.1449015400046569e-31
2.3456450129964007e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19285877460921086,0.099970787293868421,0.0999962548355086,2.712490829000407e-29,1.0799743812534556e-18,1.4112258250421769e-15,2.019419697911023e-25,1.9328252216869859e-21,2.2957689465401241e-33,9.0119051653480661e-19,0.0,9.7251677747216507e-21,6.4888969316232461e-45,9.0209948804438626e-26,1.4774949392250502e-30,4.2600195848606418e-34,1.0120803830118018e-24,2.5031721644401074e-65,2.9121691485965968e-05,7.4903232572352965e-06,1.4123620455684395e-10,2.7275567434701806e-07,7.1540411146383553e-14,9.0873327665521666e-08,5.7258119478731209e-12,2.9206976253188378e-19,2.8386631418883989e-20,2.3849411196287734e-17,1.0835209302014388e-22,1.0151459920658855e-14,1.4640333075264105e-33,1.5102064919063268e-29,6.3018298626456903e-31
