Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HX(19),CH2X(134),CHX(26),HOX(23),H2X(36),CXHO(27),OCX(21),H2OX(35),CX(24),CO2X(34),COX(37),HOCXO(25)
6.75199634506673e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.10202461220087378,0.093409662125770995,0.058486038644577347,2.1419265211241488e-07,0.0024167825283371394,0.0055964675965783023,1.6404901745755102e-08,8.6375740855268491e-16,1.830030825599749e-15,2.4317674852025017e-14,0.0,2.3747195241040664e-13,3.0988983577072914e-27,4.4306325419675556e-14,1.8603859633007943e-17,7.9393164401388718e-20,1.5770606564415011e-14,2.2874412809232252e-37,1.7671109117446209e-05,0.079958027476380644,7.1247680906792395e-10,0.0043020532201783878,3.7624548991125356e-09,0.0059396377664470909,1.9434328172554162e-05,1.0587172449523856e-06,3.7368386087067915e-11,0.00063277628561091636,4.5718054614565657e-07,1.7559494775050652e-08,4.0515163519989662e-11,3.1032088954161167e-12,1.4255286294251663e-14
6.765132076472132e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.10195536630913202,0.093395878930841544,0.058451748730876635,2.1589291511710606e-07,0.0024273659775058457,0.0056078289565728882,1.6499336576893473e-08,8.6651854383877376e-16,1.8407328631010502e-15,2.4360170785225665e-14,0.0,2.3767363759946646e-13,3.1201187447869973e-27,4.4505673486271906e-14,1.8684217011390372e-17,7.9869753345486506e-20,1.5805100021175683e-14,2.3112983197747938e-37,1.7656509482462849e-05,0.080012860348332188,7.1276125626171176e-10,0.004302652539763102,3.7722961286398688e-09,0.0059503045664123858,1.9463508394844154e-05,1.0601465352960841e-06,3.7486465827788648e-11,0.00063590542552541794,4.5887100763686933e-07,1.7608927818003661e-08,4.0809068742835976e-11,3.1189547213022802e-12,1.4347282556976135e-14
6.7782678078775335e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.10188628946076414,0.093382099475322555,0.058417525369736531,2.1760272819515593e-07,0.0024379667372311778,0.0056191748109270072,1.6594095062268142e-08,8.6928187793369862e-16,1.8514701517217265e-15,2.4402628994171017e-14,0.0,2.3787479514976627e-13,3.1414353703218058e-27,4.4705399797729287e-14,1.8764709920278658e-17,8.0348036473836294e-20,1.583955941914772e-14,2.3353492916830283e-37,1.7641943364711156e-05,0.080067534824621783,7.1304448115292997e-10,0.0043032450219417555,3.7821328492976655e-09,0.00596095956604381,1.9492630364311191e-05,1.0615717400241353e-06,3.760458647303236e-11,0.00063904258293328274,4.6056278591348054e-07,1.7658404165949413e-08,4.1104409696338319e-11,3.1347426430968074e-12,1.4439637661521367e-14
6.792947820476625e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.10180929103671119,0.09336670449588802,0.058379357050093582,2.195248890595196e-07,0.002449834186786389,0.0056318361833562819,1.67003768926868e-08,8.7237267016363216e-16,1.8635114682952025e-15,2.4450034045809824e-14,0.0,2.3809897943044366e-13,3.1653721570366126e-27,4.4929053310311246e-14,1.8854825720240743e-17,8.0884553942336285e-20,1.5878029627524602e-14,2.3624586104933737e-37,1.7625704329346678e-05,0.080128450239385349,7.1335956207928474e-10,0.0043038991232480254,3.7931206284566658e-09,0.0059728532344468935,1.9525107200545231e-05,1.0631596771064572e-06,3.7736641403782558e-11,0.00064255803742858106,4.6245500418531451e-07,1.771374821517775e-08,4.1436174786212692e-11,3.1524364393621457e-12,1.4543275266184437e-14
6.807627833075716e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.10173250226218584,0.093351314210300657,0.058341271223364022,2.214590552687521e-07,0.0024617231396449018,0.0056444782076134764,1.6807063485319475e-08,8.754661859142822e-16,1.8755968215813243e-15,2.4497391872325585e-14,0.0,2.3832250964670351e-13,3.1894296381794554e-27,4.5153177375459583e-14,1.8945109723467306e-17,8.1423189703404992e-20,1.5916457184724987e-14,2.389813072717405e-37,1.7609506866026229e-05,0.080189169207846786,7.1367312810943514e-10,0.0043045448035350401,3.8041026806104672e-09,0.0059847321513413227,1.9557511534077032e-05,1.0647425432197089e-06,3.7868745748744465e-11,0.00064608349555480475,4.643488471068945e-07,1.776914603420039e-08,4.1769741657345344e-11,3.170182773431061e-12,1.4647361726969319e-14
6.822307845674807e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1016559223634836,0.093335928630776888,0.058303267560815282,2.2340526786988031e-07,0.0024736335343954856,0.0056571008933843691,1.6914155118132375e-08,8.7856241326931607e-16,1.8877262163032837e-15,2.4544702416591147e-14,0.0,2.3854538838112693e-13,3.2136080755640385e-27,4.5377771013850948e-14,1.9035561365606316e-17,8.1963944967126912e-20,1.5954842032221229e-14,2.4174142327319928e-37,1.7593350823189969e-05,0.080249692453920426,7.1398518537034529e-10,0.0043051821247114125,3.8150789558045779e-09,0.0059965963098640935,1.9589843498086904e-05,1.0663203550817833e-06,3.8000898628652483e-11,0.00064961895206892546,4.6624430423319338e-07,1.7824597457164328e-08,4.2105114853973885e-11,3.1879816249607437e-12,1.4751897396666611e-14
6.836987858273898e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.10157955057083831,0.093320547769398798,0.058265345735491601,2.2536356790057043e-07,0.0024855653097444396,0.0056697042506384868,1.7021652066080111e-08,8.8166134034820721e-16,1.8998996568379008e-15,2.4591965621934317e-14,0.0,2.3876761820339309e-13,3.2379077304450283e-27,4.5602833246165804e-14,1.9126180081566643e-17,8.250682092466155e-20,1.5993184112437409e-14,2.445263650087621e-37,1.75772360500266e-05,0.080310020697897846,7.1429573995746043e-10,0.0043058111482354609,3.8260494044478733e-09,0.0060084457033344977,1.9622103225848092e-05,1.0678931293824868e-06,3.8133099166926535e-11,0.0006531644016793106,4.6814136517595477e-07,1.7880102318911777e-08,4.2442298913733689e-11,3.2058329733352946e-12,1.4856882623192563e-14
6.851667870872989e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.10150338611839622,0.093305171638115067,0.058227505422201856,2.2733399638878863e-07,0.0024975184045160858,0.0056822882896253339,1.7129554601111544e-08,8.8476295530613746e-16,1.9121171472172905e-15,2.4639181432135816e-14,0.0,2.3898920167035581e-13,3.2623288635174594e-27,4.5828363093105419e-14,1.9216965305529276e-17,8.3051818748291696e-20,1.603148336874097e-14,2.4733628895040203e-37,1.756116239646853e-05,0.080370154656471501,7.1460479793490645e-10,0.0043064319351187926,3.8370139773123675e-09,0.0060202803252527139,1.9654290850728771e-05,1.0694608827831295e-06,3.8265346489678214e-11,0.00065671983904602921,4.7004001960345698e-07,1.7935660454958333e-08,4.2781298367645883e-11,3.2237367976671854e-12,1.49623177496867e-14
6.86634788347208e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.10142742824419022,0.093289800248742213,0.058189746297507582,2.2931659435246332e-07,0.0025094927576532582,0.0056948530208706513,1.7237862992175551e-08,8.8786724633389918e-16,1.9243786911305175e-15,2.4686349791427311e-14,0.0,2.3921014132612062e-13,3.2868717349161748e-27,4.6054359575408726e-14,1.9307916470958472e-17,8.3598939591472093e-20,1.606973974543446e-14,2.5017135208657552e-37,1.7545129713187198e-05,0.080430095042757985,7.1491236533570459e-10,0.0043070445459298832,3.8479726255293872e-09,0.0060321001692984332,1.9686406506180403e-05,1.0710236319161176e-06,3.8397639725700568e-11,0.000660285258781158,4.7194025724030331e-07,1.7991271701479804e-08,4.3122117740106963e-11,3.2416930767988774e-12,1.506820311447108e-14
6.881027896071171e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1013516761901142,0.093274433612965529,0.058152068039710875,2.3131140279914909e-07,0.0025214883082177748,0.0057073984551727162,1.7346577505226874e-08,8.9097420165779848e-16,1.9366842919252602e-15,2.4733470644489391e-14,0.0,2.3943043970212001e-13,3.3115366042152374e-27,4.6280821713869001e-14,1.9399033010612818e-17,8.4148184588877873e-20,1.6107953187747232e-14,2.5303171192177549e-37,1.7529137851588286e-05,0.080489842566321218,7.1521844816196452e-10,0.004307649040797612,3.8589253005885855e-09,0.0060439052293294691,1.9718450325735858e-05,1.072581393384564e-06,3.8529978006470739e-11,0.00066386065544908786,4.7384206786720196e-07,1.8046935895315266e-08,4.3464761548878623e-11,3.2597017893044022e-12,1.517453905107472e-14
6.8957079086702625e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1012761292018977,0.093259071742340285,0.058114470328842711,2.3331846272569244e-07,0.0025335049953908984,0.0057199246035986879,1.7455698403231974e-08,8.940838095395575e-16,1.9490339526094573e-15,2.4780543936449617e-14,0.0,2.3965009931718921e-13,3.3363237304274032e-27,4.6507748529350391e-14,1.9490314356556299e-17,8.4699554856453223e-20,1.6146123641827371e-14,2.5591752647607968e-37,1.7513186663807122e-05,0.080549397933195363,7.1552305238508861e-10,0.0043082454794147601,3.8698719543358018e-09,0.0060556954993803919,1.9750422443003473e-05,1.0741341837618975e-06,3.866236046614715e-11,0.00066744602356682507,4.7574544132074564e-07,1.8102652873964143e-08,4.3809234305077689e-11,3.2777629134909341e-12,1.528132588825376e-14
6.925067933868445e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1011256474249891,0.093228362342120757,0.058039515276589355,2.3736950095020466e-07,0.0025576015368879491,0.0057449190884138338,1.7675160391063034e-08,9.0031093620004347e-16,1.9738654639891452e-15,2.4874547619797746e-14,0.0,2.4008751227733899e-13,3.3862657868322551e-27,4.6962992275284562e-14,1.9673369192159306e-17,8.5808675572528224e-20,1.6222335374427258e-14,2.6176615439746956e-37,1.748140572185965e-05,0.080667935003500224,7.1612784875518264e-10,0.0043094144245086835,3.8917470070458018e-09,0.0060792316465558931,1.9814152105452254e-05,1.0772249173863075e-06,3.8927254472243014e-11,0.00067464665198463381,4.7955683633225497e-07,1.821424453899654e-08,4.4503684670942217e-11,3.3140423088107866e-12,1.5496253555480161e-14
6.954427959066627e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.10097597695506183,0.093197672137963691,0.057964878615126343,2.414700367740018e-07,0.0025817818980003932,0.0057698365690945583,1.7896250999857491e-08,9.0654853311377123e-16,1.9988732426008175e-15,2.4968360411356554e-14,0.0,2.4052240010813316e-13,3.4366999649862054e-27,4.7420082982157076e-14,1.9857076420803322e-17,8.6926310294489914e-20,1.6298374530487385e-14,2.6771851030553595e-37,1.7449785718844478e-05,0.080785711832211615,7.1672680161054772e-10,0.004310551850163105,3.9135974054730052e-09,0.0061027085665854115,1.9877596563703574e-05,1.080295964769038e-06,3.9192314870795314e-11,0.00068188709923439387,4.8337436207696519e-07,1.8326045409700462e-08,4.5205504793366646e-11,3.350531083937836e-12,1.5712988650874787e-14
6.983787984264809e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.10082711189349254,0.093167001217734483,0.057890557845750187,2.4562039775261901e-07,0.0026060455965232518,0.0057946771434938624,1.8118972226368148e-08,9.1279650763960393e-16,2.0240573004449046e-15,2.5061981888036794e-14,0.0,2.4095478251431278e-13,3.4876283167303572e-27,4.7879012821074862e-14,2.0041431475108466e-17,8.8052467280570964e-20,1.6374240711449944e-14,2.7377587687461946e-37,1.7418325497642293e-05,0.08090273394283172,7.1731995763696418e-10,0.0043116582185710123,3.9354227770039283e-09,0.0061261262179717769,1.9940756888817767e-05,1.0833474573915543e-06,3.9457534831374706e-11,0.0006891673197769525,4.8719793923715208e-07,1.843805420961396e-08,4.5914730521086495e-11,3.3872290558810794e-12,1.5931533633259505e-14
7.013148009462991e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.10067904640066044,0.093136349667316695,0.05781655049631259,2.4982091123871037e-07,0.0026303921522035211,0.0058194409134290992,1.8343326020101705e-08,9.1905476769375976e-16,2.0494176442431299e-15,2.5155411633713169e-14,0.0,2.4138467900611462e-13,3.5390528848759358e-27,4.8339773965803658e-14,2.0226429777623371e-17,8.9187154494020637e-20,1.6449933532697551e-14,2.7993954498322159e-37,1.7387023912371786e-05,0.081019006804528629,7.1790736304756517e-10,0.0043127339852735494,3.9572227545361825e-09,0.006149484561918237,2.0003634152583084e-05,1.0863795262261844e-06,3.9722907566244508e-11,0.00069648726734365435,4.9102748936820567e-07,1.8550269672610256e-08,4.6631397595621233e-11,3.4241360375282127e-12,1.6151890885854143e-14
7.042508034661174e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.10053177469518343,0.09310571757064405,0.057742854120864037,2.5407190437174028e-07,0.0026548210867524688,0.0058441279845742313,1.8569314283509756e-08,9.2532322174671931e-16,2.0749542754903125e-15,2.5248649239162996e-14,0.0,2.418121089015571e-13,3.5909757031895397e-27,4.8802358593254894e-14,2.04120667411662e-17,9.0330379604688187e-20,1.6525452623308781e-14,2.8621081369828473e-37,1.7355879828248843e-05,0.081134535832827981,7.1848906358887221e-10,0.0043137795992647388,3.978996976417665e-09,0.0061727835622871754,2.0066229427365666e-05,1.089392301725711e-06,3.9988426330289249e-11,0.00070384689494571145,4.9486293489158871e-07,1.86626905428248e-08,4.735554165100058e-11,3.4612518376942742e-12,1.637406271660103e-14
7.071868059859356e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.10038529105316589,0.093075105009731859,0.057669466299302856,2.5837370406777406e-07,0.0026793319238573015,0.0058687384663543181,1.8796938872180597e-08,9.3160177882014301e-16,2.1006671905059012e-15,2.5341694302005285e-14,0.0,2.4223709132869404e-13,3.6433987963791082e-27,4.9266758883962623e-14,2.0598337769162461e-17,9.1482149990611764e-20,1.660079762581799e-14,2.9259099025916028e-37,1.7324892121447878e-05,0.081249326390293669,7.1906510454673304e-10,0.0043147955030944157,4.0007450863859219e-09,0.0061960231855594456,2.0128543785962627e-05,1.0923859138134108e-06,4.0254084420938522e-11,0.00071124615488349005,4.9870419908780722e-07,1.8775315574575362e-08,4.8087198213503966e-11,3.4985762611699098e-12,1.6598051358471627e-14
7.101228085057538e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1002395898074583,0.093044512064708221,0.057596384637029971,2.6272663700936829e-07,0.0027039241891922399,0.0058932724718422395,1.9026201595031999e-08,9.3789034848379423e-16,2.1265563804852219e-15,2.5434546426640436e-14,0.0,2.4265964522783752e-13,3.6963241800805974e-27,4.9732967022550292e-14,2.0785238255979847e-17,9.2642472739613183e-20,1.6675968195978947e-14,2.9908139006126691e-37,1.7294059678965302e-05,0.081363383787198387,7.1963553075217689e-10,0.0043157821329693818,4.022466733508512e-09,0.0062192034007942966,2.0190578301460733e-05,1.0953604918735409e-06,4.0519875178090595e-11,0.00071868499875571304,5.0255120608936811e-07,1.8888143532290945e-08,4.8826402701410578e-11,3.5361091087691172e-12,1.6823858969790001e-14
7.13058811025572e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.10009466534692833,0.093013938813844357,0.057523606764609263,2.6713102963556335e-07,0.0027285974104289921,0.0059177301176576462,1.9257104214504922e-08,9.4418884085247078e-16,2.1526218315504445e-15,2.5527205224190414e-14,0.0,2.4307978935375178e-13,3.7497538608453774e-27,5.0200975198187555e-14,2.0972763587259817e-17,9.381135465089785e-20,1.6750964002532642e-14,3.0568333663943447e-37,1.7263381398484999e-05,0.08147671328218363,7.2020038658717298e-10,0.0043167399188527517,4.0441615721238098e-09,0.0062423241795899025,2.0252334047098592e-05,1.0983161647422718e-06,4.0785791984032955e-11,0.00072616337746857652,5.0640388087374659e-07,1.9001173190433049e-08,4.9573190424761855e-11,3.5738501773766307e-12,1.7051487634559407e-14
7.1599481354539026e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.099950512115744225,0.092983385333584648,0.0574511303374333,2.7158720813197832e-07,0.002753351117246625,0.0059421115238681502,1.9489648446758169e-08,9.5049716658294159e-16,2.1788635248012459e-15,2.5619670312439439e-14,0.0,2.4349754227781467e-13,3.8036898361283266e-27,5.0670775605037021e-14,2.1160909140246095e-17,9.4988802236660017e-20,1.6825784726979104e-14,3.123981616509326e-37,1.7232856188246024e-05,0.081589320082909256,7.207597159903005e-10,0.0043176692845615164,4.0658292617823011e-09,0.0062653854960445189,2.0313812096132305e-05,1.1012530606990592e-06,4.1051828263360373e-11,0.00073368124124478199,5.1026214925635519e-07,1.911440333342701e-08,5.0327596585136538e-11,3.6117992599948972e-12,1.728093936278438e-14
7.189308160652085e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.099807124612668913,0.092952851698576131,0.057378953035394781,2.7609549842100742e-07,0.0027781848413408671,0.0059664168138926508,1.9723835961863886e-08,9.5681523687089497e-16,2.2052814363651944e-15,2.5711941315775261e-14,0.0,2.4391292239015044e-13,3.8581340942766406e-27,5.1142360442691254e-14,2.134967028411001e-17,9.6174821723693022e-20,1.690043006335313e-14,3.192272048581923e-37,1.7202482966912264e-05,0.081701209346692616,7.2131356246233098e-10,0.0043185706478623895,4.0874694671885803e-09,0.0062883873267182075,2.037501352170521e-05,1.1041713074584375e-06,4.1317977482891157e-11,0.00074123853963248276,5.1412593788351629e-07,1.9227832755583708e-08,5.108965627543684e-11,3.6499561457906173e-12,1.7512216090803366e-14
7.218668185850267e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.099664497390365592,0.092922337981697342,0.05730707256256292,2.8065622615211509e-07,0.0028030981164328598,0.0059906461144067476,1.9959668384003897e-08,9.6314296344789385e-16,2.2318755374478235e-15,2.5804017865130909e-14,0.0,2.4432594790173234e-13,3.9130886145193079e-27,5.1615721916600198e-14,2.1539042380272748e-17,9.7369419055004093e-20,1.6974899718003813e-14,3.2617181411122728e-37,1.7172260663444043e-05,0.081812386181138272,7.2186196907172211e-10,0.0043194444205659835,4.1090818581438547e-09,0.0063113296505951395,2.043593939672133e-05,1.1070710321622152e-06,4.1584233151581204e-11,0.00074883522151414925,5.1799517422544208e-07,1.9341460261033414e-08,5.1859404479686161e-11,3.688320620140888e-12,1.7745319681622267e-14
7.248028211048449e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.099522625054713848,0.092891844254086933,0.057235486646865223,2.8526971669223174e-07,0.0028280904782773618,0.0060147995552501804,2.0197147291666851e-08,9.6948025857833764e-16,2.2586457943824281e-15,2.5895899597926894e-14,0.0,2.4473663684645664e-13,3.9685553669572401e-27,5.2090852238489584e-14,2.1729020782724654e-17,9.8572599891433446e-20,1.7049193409377761e-14,3.3323334532975791e-37,1.7142188216971773e-05,0.081922855644757722,7.2240497846003399e-10,0.0043202910086193435,4.1306661094890357e-09,0.0063342124490464733,2.0496590793722376e-05,1.1099523613720565e-06,4.1850588820436053e-11,0.000756471235115351,5.2186978656922733e-07,1.9455284663647329e-08,5.263687607283802e-11,3.7268924646789314e-12,1.798025192524811e-14
7.2773882362466315e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.099381502264136834,0.092861370585171632,0.057164193039774151,2.8993629511624661e-07,0.0028531614646704322,0.0060388772693362822,2.043627421784619e-08,9.7582703505643596e-16,2.2855921686795586e-15,2.5987586158014072e-14,0.0,2.4514500708318834e-13,4.0245363125540874e-27,5.2567743626769767e-14,2.1919600838341381e-17,9.9784369613277452e-20,1.712331086780607e-14,3.4041316248504196e-37,1.7112264576671452e-05,0.082032622747579664,7.2294263284725547e-10,0.0043211108121968779,4.1522219010484425e-09,0.0063570357057937616,2.0556968784768561e-05,1.1128154210624497e-06,4.2117038082420737e-11,0.00076414652801345766,5.2574970401185009e-07,1.9569304786975505e-08,5.3422105820595649e-11,3.7656714573394186e-12,1.8217014539030233e-14
7.306748261444814e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.099241123728938424,0.092830917042693722,0.05709318951599892,2.9465628619760071e-07,0.0028783106154565944,0.006062879392563396,2.0677050650238818e-08,9.8218320620319149e-16,2.3127146170762133e-15,2.6079077195616808e-14,0.0,2.4555107629777965e-13,4.0810334031276731e-27,5.3046388306935793e-14,2.2110777887197146e-17,1.0100473332191587e-19,1.719725183529491e-14,3.4771263758141255e-37,1.7082488701642031e-05,0.082141692451750972,7.2347497403705229e-10,0.0043219042257896774,4.1737489175740105e-09,0.0063797994068729314,2.0617074441322511e-05,1.1156603366140378e-06,4.2383574572367924e-11,0.00077186104714625835,5.2963485645318655e-07,1.9683519464165173e-08,5.4215128379242691e-11,3.8046573724033986e-12,1.8455609168001772e-14
7.336108286642996e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.099101484210651222,0.092800483692738328,0.057022473873182093,2.9943001439897674e-07,0.0029035374725355002,0.006086806063728219,2.0919478031444649e-08,9.8854868586338706e-16,2.3400130915847389e-15,2.6170372367276841e-14,0.0,2.4595486200506024e-13,4.1380485813420836e-27,5.3526778511958503e-14,2.2302547262874877e-17,1.0223369584144241e-19,1.7271016065319625e-14,3.5513315063752993e-37,1.7052859560784697e-05,0.082250069672128168,7.2400204342193625e-10,0.0043226716382933046,4.1952468486900923e-09,0.0064025035405987996,2.0676908834136719e-05,1.1184872328073137e-06,4.2650191966884099e-11,0.00077961473882050183,5.3352517458904101e-07,1.9797927537906883e-08,5.5015978295484165e-11,3.8438499805428274e-12,1.8696037385222861e-14
7.365468311841178e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.098962578521394187,0.09277007059975971,0.056952043931601005,3.0425780386308716e-07,0.0029288415798680995,0.0061106574244410216,2.116355775916674e-08,9.9492338840259176e-16,2.3674875395414247e-15,2.6261471335797492e-14,0.0,2.4635638155080072e-13,4.1955837807003801e-27,5.4008906482666921e-14,2.2494904292773491e-17,1.0347126172029894e-19,1.7344603322622426e-14,3.6267608966735008e-37,1.7023376132683887e-05,0.082357759276860343,7.2452388198835402e-10,0.0043234134330940449,4.2167153888388091e-09,0.006425148097530092,2.0736473033144335e-05,1.1212962338166572e-06,4.2916883984253735e-11,0.00078740754872035502,5.3742058990418922e-07,1.991252786034399e-08,5.5824690006298186e-11,3.8832490488647062e-12,1.893830069212961e-14
7.3948283370393605e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.098824401523240554,0.092739677826607803,0.05688189753387396,3.0913997840355847e-07,0.0029542224834823469,0.0061344336190426946,2.1409291186412192e-08,1.0013072287041678e-15,2.3951379036548021e-15,2.6352373770188462e-14,0.0,2.4675565211364939e-13,4.2536409255379162e-27,5.4492764468122151e-14,2.268784429841219e-17,1.0471743523291273e-19,1.7418013383013405e-14,3.7034285066081492e-37,1.6994037405490205e-05,0.082464766087962632,7.250405303216985e-10,0.0043241299881536842,4.2381542372259772e-09,0.0064477330704350161,2.079576810735298e-05,1.124087463204707e-06,4.3183644384341804e-11,0.0007952394219157842,5.4132103466544367e-07,2.0027319293035059e-08,5.6641297838797605e-11,3.9228543409548124e-12,1.9182400518883203e-14
7.424188362237543e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.098686948127595167,0.092709305434553788,0.056812032544670828,3.1407686149591107e-07,0.0029796797314784332,0.0061581347945236179,2.1656679621693702e-08,1.0077001221662931e-15,2.4229641220536403e-15,2.6443079345611073e-14,0.0,2.4715269070704371e-13,4.3122219310162743e-27,5.4978344725982845e-14,2.288136259573182e-17,1.0597222038133669e-19,1.749124603317498e-14,3.7813483756426584e-37,1.6964842376804916e-05,0.08257109488188169,7.2555202861124935e-10,0.0043248216760928201,4.2595630977675291e-09,0.0064702584542573136,2.0854795124741999e-05,1.1268610439170584e-06,4.3450466968494617e-11,0.00080311030287085741,5.4522644191473499e-07,2.0142300706841754e-08,5.7465836010101559e-11,3.962665616921074e-12,1.9428338224721328e-14
7.453548387435725e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.098550213294581523,0.09267895348331541,0.056742446850428528,3.1906877626863652e-07,0.0030052128740335714,0.0061817611004442727,2.1905724329231803e-08,1.0141019846989915e-15,2.4509661283346389e-15,2.6533587743323988e-14,0.0,2.4754751418109502e-13,4.3713287031177872e-27,5.5465639522862396e-14,2.3075454495393331e-17,1.0723562089689209e-19,1.7564301070469631e-14,3.8605346226058548e-37,1.6935790053566327e-05,0.082676750390051804,7.2605841665503191e-10,0.0043254888642727286,4.2809416790365401e-09,0.0064927242460828365,2.0913555152162275e-05,1.1296170982772772e-06,4.371734557943866e-11,0.00081102013545197036,5.4913674546221302e-07,2.0257470981927925e-08,5.8298338627217149e-11,4.0026826334365233e-12,1.9676115098314573e-14
7.482908412633907e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.098414192032438202,0.09264862203108197,0.056673138359070632,3.2411604549436815e-07,0.0030308214634063441,0.0062053126888576057,2.2156426529157682e-08,1.0205127327211763e-15,2.4791438516098162e-15,2.6623898650629455e-14,0.0,2.4794013922444886e-13,4.4309631386406565e-27,5.595464113467816e-14,2.3270115303073394e-17,1.0850764024181403e-19,1.7637178302750926e-14,3.9410014454907181e-37,1.6906879451937734e-05,0.082781737299443423,7.2655973386460866e-10,0.0043261319148758361,4.3022896942107663e-09,0.006515130445106594,2.0972049255239713e-05,1.1323557479822171e-06,4.3984274101178023e-11,0.00081896886293599176,5.5305187987937328e-07,2.0372829007592484e-08,5.9138839686930418e-11,4.0429051437818909e-12,1.9925732358121998e-14
7.512268437832089e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.098278879396924326,0.092618311134538736,0.056604104999731446,3.2921899158114732e-07,0.003056505053940616,0.006228789714233047,2.2408787397716641e-08,1.026932283157701e-15,2.5074972165535988e-15,2.6714011760819993e-14,0.0,2.4833058236611968e-13,4.4911271251946263e-27,5.6445341846992571e-14,2.3465340319757092e-17,1.0978828161089903e-19,1.7709877548177712e-14,4.0227631212504687e-37,1.6878109597197084e-05,0.082886060253102925,7.2705601926979869e-10,0.0043267511849848107,4.3236068610207101e-09,0.0065374770526003155,2.1030278498280756e-05,1.1350771140976302e-06,4.4251246458890165e-11,0.00082695642801833714,5.5697178049220146e-07,2.0488373682360069e-08,5.9987373075706872e-11,4.0833328978878147e-12,2.0177191152750999e-14
7.541628463030272e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.098144270490734403,0.092588020848891214,0.056535344722484525,3.3437793656378278e-07,0.0030822632020690438,0.0062521923333822152,2.2662808067472147e-08,1.0333605534364238e-15,2.5360261434496018e-15,2.680392677312555e-14,0.0,2.4871885997730191e-13,4.5518225411972493e-27,5.6937733955346572e-14,2.3661124842027812e-17,1.1107754793315472e-19,1.7782398635031434e-14,4.105834005592036e-37,1.6849479523628308e-05,0.082989723850684316,7.2754731152332294e-10,0.0043273470266603003,4.3448929016982373e-09,0.0065597640718804591,2.1088243944181687e-05,1.1377813170540689e-06,4.4518256618819936e-11,0.00083498277282096397,5.6089638337434802e-07,2.060410391366711e-08,6.0843972569601364e-11,4.1239656423766786e-12,2.0430492561318456e-14
7.570988488228454e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.098010360462921678,0.092557751227888632,0.056466855498075195,3.3959320209530503e-07,0.0031080954663161684,0.0062755207053862326,2.2918489627510437e-08,1.0397974614852826e-15,2.5647305482371081e-15,2.6893643392661173e-14,0.0,2.49104988273156e-13,4.6130512558706836e-27,5.7431809765585265e-14,2.3857464162354317e-17,1.1237544187345126e-19,1.7854741401536571e-14,4.1902285327669682e-37,1.6820988274414115e-05,0.083092732648973405,7.2803364890538584e-10,0.0043279197870173475,4.3661475429257247e-09,0.0065819915082767052,2.1145946654339744e-05,1.1404684766430614e-06,4.4785298588172191e-11,0.00084304783890029123,5.6482562534032309e-07,2.0720018618200163e-08,6.1708671834176985e-11,4.1648031206040653e-12,2.0685637593815025e-14
