Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(46),CHOX(50),H2OX(23),CO2X(24)
9.669909101468278e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1794909001996991,0.096356895215303842,0.095139458881455391,3.7107012750400825e-18,1.3297014714765858e-07,0.00044452113300142055,1.4113890338880974e-13,6.4453579592760016e-21,1.6187221373144977e-26,1.4171786255201902e-16,7.7097789017852703e-50,7.4732386686274076e-14,7.7596083084132763e-35,6.9507317234163648e-23,5.2274014992922686e-28,1.262682771091888e-32,8.0648798355396162e-21,3.8847662942527938e-39,0.003334053870672244,0.009419692586571193,4.9638954386838468e-10,0.00033761784856940373,7.0381768456778904e-15,4.1461515159606304e-07,7.4223038644195427e-06,8.4674646547632293e-09,0.00030121349539716317,4.3917988463710964e-06,3.0728224769648444e-12,3.4714294625066451e-08,5.9062557342035285e-21
9.6848224541523e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17947727998307919,0.096356676405356667,0.095132555853848985,3.727701206598116e-18,1.3362561003208915e-07,0.00044539278017236591,1.4149445145554925e-13,6.4547442658012712e-21,1.6244664238868007e-26,1.4210617109084231e-16,7.779969285962464e-50,7.4831679425426251e-14,7.7953769017172108e-35,6.9731732931022247e-23,5.2460213907899698e-28,1.2668793711015783e-32,8.0901522610286515e-21,3.9094729905148682e-39,0.0033338226079403432,0.0094330469259216749,4.9635957207726081e-10,0.00033765631385696357,7.0399181318740043e-15,4.1464494125610379e-07,7.4214284374357514e-06,8.4810786442014153e-09,0.00030166441373799795,4.4002588283108376e-06,3.0780066971638956e-12,3.4842733726612292e-08,5.9239328153894909e-21
9.699735806836322e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17946366319510718,0.096356457940730583,0.095125654374497048,3.7447519166772901e-18,1.3428310799423881e-07,0.00044626432759858913,1.4185022874609811e-13,6.4641294386089064e-21,1.6302210491504371e-26,1.4249485477554493e-16,7.8506759613168283e-50,7.493086205837953e-14,7.8312450730975939e-35,6.9956495588780056e-23,5.2646778761187566e-28,1.271082792004384e-32,8.1154600516666944e-21,3.9342934708356796e-39,0.0033335910612066824,0.0094463982298677411,4.9632960966325922e-10,0.00033769473320028476,7.0416594578912086e-15,4.1467477405240439e-07,7.4205550523029944e-06,8.4946933874289665e-09,0.00030211526867449567,4.4087165674670602e-06,3.0831916269054271e-12,3.4971436737605749e-08,5.9416343836710066e-21
9.714649159520343e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17945004983055435,0.096356239817688205,0.095118754442792441,3.7618534752881929e-18,1.3494264366705771e-07,0.00044713577516517031,1.4220623471576835e-13,6.4735134781214795e-21,1.6359860158551683e-26,1.4288391291434577e-16,7.9219017887591623e-50,7.502993473360329e-14,7.8672129015821424e-35,7.0181605188153077e-23,5.2833709726185178e-28,1.2752930339945234e-32,8.140803195658742e-21,3.9592280516699882e-39,0.0033333592341874365,0.0094597464995906516,4.9629965659335536e-10,0.0003377331069100733,7.0434008275706514e-15,4.1470464993702729e-07,7.4196836998772226e-06,8.5083088889298634e-09,0.00030256606023704841,4.4171720630650358e-06,3.0883772677826656e-12,3.5100403787566512e-08,5.9593604313204654e-21
9.729562512204365e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17943643988423771,0.09635602203253299,0.095111856058128552,3.7790059524184292e-18,1.3560421968162872e-07,0.0004480071227590166,1.4256246882125392e-13,6.482896384760244e-21,1.6417613267544668e-26,1.4327334481650888e-16,7.9936496395306753e-50,7.5128897599503018e-14,7.9032804660174676e-35,7.0407061709930067e-23,5.3021006975932743e-28,1.2795100972675243e-32,8.1661816812266163e-21,3.9842770497233283e-39,0.0033331271305580778,0.0094730917362705128,4.9626971283456095e-10,0.00033777143529316854,7.0451422484188257e-15,4.1473456885427874e-07,7.4188143710764233e-06,8.5219251490669571e-09,0.00030301678845594661,4.4256253143516785e-06,3.0935636200360496e-12,3.5229635005706148e-08,5.9771109505398107e-21
9.744475864888386e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17942283335101963,0.096355804581608473,0.095104959219899435,3.7962094180326217e-18,1.3626783866716066e-07,0.0004488783702688368,1.4291893052062653e-13,6.4922781589451604e-21,1.6475469846053423e-26,1.4366314979234319e-16,8.0659223952180863e-50,7.5227750804417949e-14,7.9394478450695415e-35,7.0632865134970708e-23,5.3208670683109369e-28,1.2837339820201917e-32,8.1915954966085413e-21,4.009440781951411e-39,0.0033328947539538506,0.0094864339410862617,4.9623977835459496e-10,0.00033780971865257485,7.0468837231477246e-15,4.1476453075307228e-07,7.4179470568662464e-06,8.5355421731871795e-09,0.00030346745336138302,4.4340763205952483e-06,3.0987506855337601e-12,3.5359130520612e-08,5.9948859336246291e-21
9.759389217572408e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1794092302258071,0.096355587461298201,0.09509806392749974,3.8134639420724257e-18,1.3693350325098158e-07,0.00044974951758511826,1.4327561927333211e-13,6.5016588010949001e-21,1.6533429921683971e-26,1.4405332715320091e-16,8.1387229477680642e-50,7.5326494496618945e-14,7.9757151172241298e-35,7.0859015444204885e-23,5.3396701020033442e-28,1.28796468845059e-32,8.2170446300592211e-21,4.0347195655595463e-39,0.0033326621079702002,0.0094997731152157133,4.9620985312106333e-10,0.00033784795728753646,7.0486252599999562e-15,4.1479453557189569e-07,7.4170817482764995e-06,8.5491599605350664e-09,0.00030391805498345087,4.4425250810850591e-06,3.1039384641535176e-12,3.5488890460612638e-08,6.0126853727643592e-21
9.772811234988027e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17939699032278686,0.096355392332736864,0.095091859485524358,3.8290367264504193e-18,1.3753435253292377e-07,0.00045053346441519817,1.4359683283570317e-13,6.5101004114845985e-21,1.6585682502634392e-26,1.4440480459884122e-16,8.2046971099343113e-50,7.5415270308718559e-14,8.0084411354895319e-35,7.1062847292794733e-23,5.3566241933827547e-28,1.2917781569370966e-32,8.2399790374190454e-21,4.057569102107693e-39,0.0033324524992054188,0.0095117757816679752,4.961829282904935e-10,0.00033788233406391104,7.0501926976777471e-15,4.1482157656072459e-07,7.4163046779726492e-06,8.5614166267523546e-09,0.00030432354236082602,4.4501270448358024e-06,3.1086080763690159e-12,3.5605900595615889e-08,6.0287257715668578e-21
9.786233252403646e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17938475317251099,0.096355197466494388,0.095085656294740625,3.8446509757424248e-18,1.3813686278874683e-07,0.00045131732992385068,1.4391822948239929e-13,6.5185411055673257e-21,1.663801895881486e-26,1.4475658261883564e-16,8.2711032612922643e-50,7.5503957643551105e-14,8.0412481875590002e-35,7.1266960088383491e-23,5.3736080082109137e-28,1.2955971512900982e-32,8.2629420343741373e-21,4.0805123190048324e-39,0.0033322426776896271,0.0095237759950744585,4.9615601090084651e-10,0.00033791667506577298,7.0517601925248282e-15,4.1484865222358686e-07,7.4155292185275282e-06,8.573673915913006e-09,0.00030472897852477172,4.4577271884782031e-06,3.1132782679400709e-12,3.5723125111218098e-08,6.04478596786798e-21
9.799655269819265e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1793725187713576,0.096355002860015512,0.095079454354708479,3.8603067408882124e-18,1.387410359298367e-07,0.00045210111403484483,1.4423980882219679e-13,6.5269808836456729e-21,1.6690439310420073e-26,1.4510866071332565e-16,8.3379435316525659e-50,7.5592556609055805e-14,8.0741363302759944e-35,7.1471353817208739e-23,5.3906215589742093e-28,1.2994216716564904e-32,8.2859336123952213e-21,4.1035494480099761e-39,0.0033320326459629194,0.0095357737562914349,4.9612910092939278e-10,0.00033795098050361466,7.0533277475954717e-15,4.1487576251527232e-07,7.41475536350923e-06,8.5859318302824069e-09,0.00030513436349702559,4.4653255115368463e-06,3.117949039684113e-12,3.58405640997604e-08,6.0608659560324895e-21
9.813077287234884e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17936028711573321,0.096354808510769857,0.095073253664988366,3.8760040728125129e-18,1.3934687386632677e-07,0.00045288481667305917,1.4456157046476426e-13,6.53541974602142e-21,1.6742943577666936e-26,1.4546103838313571e-16,8.4052200576589567e-50,7.5681067313121817e-14,8.1071056203668236e-35,7.1676028465551155e-23,5.4076648581351289e-28,1.30325171818394e-32,8.3089537629634458e-21,4.1266807210444835e-39,0.0033318224065403365,0.009547769066174442,4.9610219835358028e-10,0.000337985250585572,7.0548953663360751e-15,4.1490290738858378e-07,7.4139831065226354e-06,8.598190371624674e-09,0.00030553969729926197,4.4729220135494475e-06,3.1226203922628786e-12,3.5958217653492771e-08,6.0769657304185616e-21
9.826499304650503e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17934805820207209,0.09635461441625208,0.095067054225141015,3.8917430224250087e-18,1.3995437850709542e-07,0.000453668437764469,1.448835140206603e-13,6.543857692995543e-21,1.6795531780793449e-26,1.4581371512977276e-16,8.4729349827969e-50,7.5769489863587161e-14,8.1401561144409202e-35,7.1880984019733227e-23,5.4247379181321118e-28,1.3070872910208599e-32,8.3320024775701184e-21,4.1499063701917314e-39,0.0033316119619121167,0.0095597619255782824,4.9607530315105651e-10,0.0003380194855174516,7.0564630521797139e-15,4.1493008679497204e-07,7.4132124412069989e-06,8.6104495415921914e-09,0.00030594497995309371,4.4805166940667135e-06,3.1272923262962791e-12,3.6076085864328654e-08,6.0930852853848445e-21
9.839921322066123e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17933583202683617,0.096354420573981234,0.095060856034727664,3.9075236406203446e-18,1.40563551759762e-07,0.00045445197723613303,1.4520563910133172e-13,6.5522947248682179e-21,1.6848203940058329e-26,1.4616669045542574e-16,8.541090457402068e-50,7.5857824368237524e-14,8.1732878689910793e-35,7.2086220466118608e-23,5.4418407513794909e-28,1.3109283903164019e-32,8.3550797477165799e-21,4.1732266276967674e-39,0.0033314013145439394,0.0095717523353570418,4.9604841529967609e-10,0.00033805368550275845,7.0580308084588165e-15,4.1495730068461925e-07,7.4124433612359804e-06,8.6227093418560327e-09,0.00030635021148007173,4.4881095526521639e-06,3.1319648424102276e-12,3.6194168823850834e-08,6.1092246152928149e-21
9.866765356897361e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17931138787762338,0.096354033636378067,0.095048463400449507,3.9392100862629626e-18,1.4178691172493592e-07,0.00045601881103377419,1.4585043228720858e-13,6.5691660445060001e-21,1.6953800208139184e-26,1.4687353485594154e-16,8.6787316906767203e-50,7.6034229670964893e-14,8.2397953849097084e-35,7.2497535981154423e-23,5.476135787161832e-28,1.3186271688835285e-32,8.401319920683773e-21,4.2201518975661113e-39,0.0033309794213295823,0.0095957258094520326,4.9599466156277076e-10,0.00033812198143637952,7.0611665453800946e-15,4.1501183170821482e-07,7.4109099321931325e-06,8.6472308397324978e-09,0.00030716052123936694,4.5032898023446101e-06,3.1413116233040186e-12,3.6430979353750989e-08,6.1415625773879846e-21
9.893609391728599e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17928695464033167,0.096353647678596166,0.095036075758651251,3.9710638165969542e-18,1.4301696899745671e-07,0.00045758531750364142,1.4649594693164336e-13,6.5860337073205004e-21,1.705973254438146e-26,1.4758156761581648e-16,8.818161097496056e-50,7.6210284082498995e-14,8.3066286177422401e-35,7.290997490236516e-23,5.5105500643126847e-28,1.3263480550927424e-32,8.4476742140732436e-21,4.2674583918337963e-39,0.003330556746140639,0.0096196894952776807,4.9594093696971016e-10,0.00033819013996944986,7.0643026025573352e-15,4.150665000361532e-07,7.4093827694646351e-06,8.6717548778828856e-09,0.00030797062674834091,4.5184627593856763e-06,3.1506607396852668e-12,3.6668649969678255e-08,6.1739795716317857e-21
9.920453426559837e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17926253228762315,0.096353262681649898,0.095023693105836304,4.0030852382386068e-18,1.4425373879252285e-07,0.00045915149609994632,1.4714217995795601e-13,6.6028977156851235e-21,1.716600111156795e-26,1.4829078477706618e-16,8.9593961280037078e-50,7.6385988463127445e-14,8.3737880152579779e-35,7.3323537122072739e-23,5.5450836812735369e-28,1.3340910501624213e-32,8.494142560248082e-21,4.3151479742472558e-39,0.0033301333078423227,0.0096436433996408711,4.958872413504882e-10,0.0003382581626497966,7.0674390044411651e-15,4.1512130522622227e-07,7.4078618236588001e-06,8.6962814684561995e-09,0.00030878052817722877,4.5336284207300554e-06,3.1600121961192903e-12,3.6907181393277889e-08,6.2064755529825587e-21
9.947297461391076e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17923812079257606,0.096352878626924515,0.095011315438514252,4.0352747575640983e-18,1.4549723630478954e-07,0.00046071734629304516,1.4778912830346646e-13,6.6197580719611746e-21,1.7272606072780688e-26,1.4900118239257197e-16,9.1024543427550269e-50,7.6561343672194166e-14,8.4412740233844318e-35,7.3738222533191434e-23,5.5797367360950107e-28,1.3418561553214602e-32,8.5407248917230226e-21,4.3632225111090309e-39,0.003329709124929425,0.0096675875293372182,4.9583357453818024e-10,0.00033832605099091734,7.0705757745058123e-15,4.1517624681794068e-07,7.4063470459139545e-06,8.720810623128314e-09,0.00030959022569532137,4.54878678352336e-06,3.1693659969983332e-12,3.7146574341373956e-08,6.239050476429291e-21
9.974141496222314e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17921372012867659,0.096352495496168686,0.094998942753200796,4.0676327807096521e-18,1.4674747670824055e-07,0.00046228286756904813,1.4843678891942425e-13,6.6366147784980775e-21,1.7379547591389739e-26,1.4971275652606404e-16,9.2473534129912188e-50,7.6736350568065122e-14,8.5090870862155386e-35,7.4154031029205835e-23,5.6145093264351251e-28,1.3496433718088584e-32,8.5874211411613031e-21,4.4116838712660104e-39,0.0033292842155337229,0.0096915218911511839,4.957799363688819e-10,0.00033839380647279733,7.0737129352754613e-15,4.1523132433326006e-07,7.4048383878911611e-06,8.7453423531117598e-09,0.00031039971947097948,4.5639378450974482e-06,3.1787221465449167e-12,3.7386829525957456e-08,6.2717042969916269e-21
9.999999999999998e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17919022550939018,0.096352127288369921,0.094987029016808694,4.0989625535402571e-18,1.4795820701544153e-07,0.0004637906020212639,1.490613425174103e-13,6.6528491719737878e-21,1.7482881345013857e-26,1.5039931533292177e-16,9.3886900999303145e-50,7.6904603831055577e-14,8.5747201902831061e-35,7.4555635749619983e-23,5.6481184270171184e-28,1.3571656042048837e-32,8.632510679284504e-21,4.4587335882706564e-39,0.0033288742355727864,0.0097145683151648558,4.9572829436428281e-10,0.00033845895015233331,7.0767353103952177e-15,4.152845078432081e-07,7.4033908597293184e-06,8.7689758894838341e-09,0.00031117930161736002,4.5785257559732881e-06,3.1877370263805101e-12,3.7619080163125059e-08,6.3032338539886122e-21
1.0000985531053552e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17918933026981085,0.096352113271487516,0.094986575046417498,4.1001597135717184e-18,1.4800447515606421e-07,0.00046384805942945121,1.4908515877094124e-13,6.6534678376335833e-21,1.748682583104258e-26,1.5042550325210549e-16,9.3941111209041298e-50,7.6911010008096129e-14,8.5772276460195495e-35,7.4570962504149887e-23,5.6494015495576677e-28,1.3574527008733181e-32,8.6342312413717248e-21,4.4605339260990426e-39,0.0033288585974310171,0.0097154464918562042,4.9572632668164957e-10,0.00033846143054268351,7.0768505083497918e-15,4.1528653727723626e-07,7.4033358017674225e-06,8.769876669164623e-09,0.00031120900967164668,4.5790816029660139e-06,3.1880806488150479e-12,3.7627947654184182e-08,6.3044369697199158e-21
1.0054673600716028e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17914058286468085,0.09635135147051184,0.094961854554557579,4.1657219308332199e-18,1.5053880669288773e-07,0.00046697745298431194,1.5038401411002503e-13,6.6871630229941851e-21,1.7702393129397178e-26,1.5185449883415405e-16,9.6932741348040573e-50,7.7259289944832248e-14,8.714493016536407e-35,7.54081939695916e-23,5.7195452812250439e-28,1.3731377017745468e-32,8.7281927260553815e-21,4.5594076179267137e-39,0.0033280053044673699,0.0097632664369785467,4.9561919212408504e-10,0.00033859629007608033,7.0831269733278414e-15,4.1539736739054212e-07,7.4003486564647267e-06,8.8189531002849416e-09,0.00031282698001327137,4.6093471985259409e-06,3.2068047269336808e-12,3.8112775546111969e-08,6.370138692029203e-21
1.0108361670378503e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17909187837598486,0.096350593087707548,0.094937153935225088,4.2319646517308407e-18,1.5310035172017144e-07,0.00047010552326385495,1.5168567031632355e-13,6.720843646519079e-21,1.7919309282183322e-26,1.5328813795123387e-16,1.0000087870979147e-49,7.7606190319880385e-14,8.8530736368651515e-35,7.6249916092006517e-23,5.790168701264034e-28,1.3889111681943713e-32,8.8226088110470501e-21,4.6598586079267757e-39,0.0033271493813834792,0.0098110474186749643,4.9551216963500369e-10,0.0003387306405425169,7.089405324662068e-15,4.155087328842898e-07,7.3973852374823694e-06,8.8680399937863035e-09,0.00031444413804188536,4.6395835537885059e-06,3.2255382605857932e-12,3.8601063578183836e-08,6.436155284374482e-21
1.0162049740040978e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17904321660843792,0.096349837992056847,0.094912473160802632,4.2988911148210021e-18,1.5568923070222372e-07,0.00047323226679814784,1.5299010360296398e-13,6.7545097265102178e-21,1.8137575607529783e-26,1.5472638958808081e-16,1.031469860800595e-49,7.7951717952631444e-14,8.992972980226726e-35,7.7096128041396122e-23,5.8612725734367818e-28,1.404773110433127e-32,8.9174789637681466e-21,4.7619019573169891e-39,0.0033262909582586256,0.0098587894907463253,4.9540525802770739e-10,0.00033886449241642396,7.0956857043032322e-15,4.1562062925417073e-07,7.3944451801219582e-06,8.9171374202418628e-09,0.00031606048506531301,4.6697906549812613e-06,3.244281276533096e-12,3.9092817234916703e-08,6.5024863882658025e-21
1.0215737809703453e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17899459737244336,0.096349086057610764,0.094887812203763161,4.3665045548396518e-18,1.5830556375892282e-07,0.0004763576803306815,1.5429729039849285e-13,6.7881612811013632e-21,1.835719342704813e-26,1.5616922290107318e-16,1.0637254424828862e-49,7.8295879643508079e-14,9.1341944913794817e-35,7.7946828994671828e-23,5.9328576550562321e-28,1.4207235389108563e-32,9.0128026537032484e-21,4.8655527668723421e-39,0.0033254301601091259,0.0099064927068268221,4.95298456157586e-10,0.00033899785571711404,7.1019682416376232e-15,4.1573305178338894e-07,7.3915281273050373e-06,8.9662454437548628e-09,0.00031767602237789676,4.6999684908492426e-06,3.263033799157707e-12,3.9588041924727243e-08,6.5691316457064292e-21
1.0269425879365929e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17894602048387395,0.096348337163294301,0.09486317103666822,4.4348082027076269e-18,1.6094947066195866e-07,0.0004794817608084228,1.5560720734479437e-13,6.8217983282638252e-21,1.857816406553648e-26,1.5761660721763725e-16,1.0967905209017405e-49,7.8638682173133881e-14,9.2767415868633967e-35,7.8802018135077157e-23,6.004924696944337e-28,1.4367624641563329e-32,9.1085793523180449e-21,4.9708261766016317e-39,0.0033245671070834173,0.0099541571203870475,4.9519176292049216e-10,0.00033913074002966346,7.1082530541618753e-15,4.1584599555990258e-07,7.3886337293741164e-06,9.0153641222162567e-09,0.00031929075126086955,4.7301170525358935e-06,3.2817958505541295e-12,4.0086742980298193e-08,6.6360906991938415e-21
1.0323113949028404e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17889748576386028,0.096347591192717463,0.094838549632166161,4.5038052855360398e-18,1.6362107083112813e-07,0.00048260450537227585,1.5691983129502422e-13,6.8554208858119899e-21,1.8800488850692877e-26,1.5906851203563563e-16,1.1306802664980704e-49,7.8980132301547139e-14,9.4206176552424955e-35,7.9661694651630503e-23,6.0774744433925948e-28,1.4528898967964767e-32,9.2048085329801105e-21,5.0777373654258092e-39,0.003323701914650457,0.010001782784736958,4.9508517725116429e-10,0.00033926315452494326,7.11454024812727e-15,4.1595945549284311e-07,7.385761643899125e-06,9.0644935075429453e-09,0.00032090467298271502,4.7602363334688244e-06,3.3005674506140682e-12,4.0588925658962728e-08,6.7033631917202367e-21
1.0376802018690879e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17884899303858701,0.096346848033993918,0.094813947962990752,4.5734990266316723e-18,1.6632048333069127e-07,0.00048572591134796324,1.5823513931156491e-13,6.8890289714086603e-21,1.9024169112838829e-26,1.6052490702274211e-16,1.165410032211907e-49,7.9320236767459631e-14,9.5658260573448148e-35,8.0525857738589652e-23,6.1505076321250625e-28,1.4691058475461584e-32,9.3014896708826322e-21,5.1863015508588477e-39,0.0033228346937811382,0.010049369753028751,4.9497869812171538e-10,0.00033939510797877256,7.1208299191563411e-15,4.1607342632808554e-07,7.3829115354905152e-06,9.1136336459198402e-09,0.00032251778879951548,4.7903263292505937e-06,3.3193486171129702e-12,4.1094595143130057e-08,6.770948766773478e-21
1.0430490088353354e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17880054213909827,0.096346107579566728,0.09478936600195946,4.6438926455023674e-18,1.6904782686580349e-07,0.00048884597623734261,1.5955310866400576e-13,6.9226226025701435e-21,1.9249206184653914e-26,1.6198576201580296e-16,1.2009953542895716e-49,7.9659002287561574e-14,9.7123701264995241e-35,8.1394506594939346e-23,6.2240249942638956e-28,1.4854103271984384e-32,9.3986222429712716e-21,5.2965339886917917e-39,0.0033219655511223588,0.010096918078259586,4.9487232454018062e-10,0.00033952660879016074,7.1271221528279127e-15,4.1618790266295239e-07,7.3800830756184979e-06,9.1627845780268667e-09,0.00032413009995528813,4.8203870375547032e-06,3.3381393657911479e-12,4.1603756540731674e-08,6.8388470683377312e-21
1.048417815801583e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17875213290111014,0.096345369726041047,0.09476480372197206,4.7149893578624309e-18,1.7180321977902496e-07,0.00049196469771014271,1.6087371682714723e-13,6.9562017966711849e-21,1.9475601400920626e-26,1.6345104702018584e-16,1.2374519530831669e-49,7.9996435555871056e-14,9.8602531687712461e-35,8.226764042390089e-23,6.2980272542973441e-28,1.5018033466152094e-32,9.4962057278740472e-21,5.4084499726798359e-39,0.0033210945891640389,0.010144427813274265,4.9476605554912348e-10,0.00033965766499867894,7.1334170252322008e-15,4.1630287896003323e-07,7.3772759424375525e-06,9.2119463392586564e-09,0.00032574160768230833,4.8504184580265401e-06,3.3569397104323371e-12,4.2116414885662968e-08,6.9070577408941351e-21
1.0537866227678305e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17870376516483105,0.096344634374023477,0.094740261096009137,4.7867923756380254e-18,1.7458678004690201e-07,0.00049508207359607486,1.6219694147902585e-13,6.9897665709496521e-21,1.9703356098278912e-26,1.6492073220911638e-16,1.2747957338434167e-49,8.0332543243123611e-14,1.0009478463191996e-34,8.3145258432462108e-23,6.3725151300500427e-28,1.5182849167182114e-32,9.5942396058339315e-21,5.5220648342319819e-39,0.0033202219063997122,0.010191899010767728,4.9465989022429783e-10,0.00033978828430104152,7.1397146034991071e-15,4.1641834956022649e-07,7.3744898206160828e-06,9.2611189599373492e-09,0.00032735231320142394,4.8804205921888588e-06,3.3757496629399351e-12,4.2632575138221863e-08,6.975580429421484e-21
1.059155429734078e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17865543877478887,0.096343901427967435,0.094715738097130797,4.8593049069725954e-18,1.773986252766137e-07,0.00049819810187730199,1.635227604989598e-13,7.0233169425110875e-21,1.9932471614989615e-26,1.6639478792300376e-16,1.3130427875061731e-49,8.0667331996199457e-14,1.0160049261990812e-34,8.4027359830926321e-23,6.4474893326554752e-28,1.5348550484804067e-32,9.6927233586440704e-21,5.6373939421031642e-39,0.0033193475974810597,0.010239331723287557,4.945538276733615e-10,0.00033991847406694464,7.1460149463014614e-15,4.1653430869507491e-07,7.3717244011713717e-06,9.3103024655176518e-09,0.0003289622177223584,4.9103934433514954e-06,3.3945692334104765e-12,4.315224218555647e-08,7.0444147793968626e-21
1.0645242367003255e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17860715357966475,0.096343170796024183,0.094691234698475291,4.9325301562322804e-18,1.8023887270268894e-07,0.00050131278068124986,1.648511519656147e-13,7.0568529283330661e-21,2.0162949290706961e-26,1.6787318466875597e-16,1.3522093914722088e-49,8.1000808437587179e-14,1.03119687908211e-34,8.4913943832479803e-23,6.5229505665305764e-28,1.5515137529176947e-32,9.7916564695855412e-21,5.7544527020889356e-39,0.0033184717533665288,0.010286726003236294,4.9444786703463609e-10,0.00034004824135418975,7.1523181043342769e-15,4.1665075049842096e-07,7.3689793813096707e-06,9.3594968767852564e-09,0.00033057132244400345,4.94033701652516e-06,3.4133984302048295e-12,4.3675420842124107e-08,7.1135604367962439e-21
1.069893043666573e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17855890943213343,0.096342442389900057,0.09466675087325771,5.0064713240113354e-18,1.831076391837933e-07,0.00050442610827375323,1.661820941550907e-13,7.0903745452693768e-21,2.0394790466259879e-26,1.69355893119085e-16,1.3923120103800216e-49,8.1332979164882739e-14,1.0465240248985507e-34,8.5805009652778276e-23,6.598899529352468e-28,1.5682610410809738e-32,9.8910384233676458e-21,5.8732565567228186e-39,0.0033175944614641417,0.010334081902873739,4.9434200747591981e-10,0.00034017759292310427,7.1586241207701345e-15,4.1676766901738271e-07,7.3662544642710388e-06,9.408702210048118e-09,0.00033217962855470226,4.9702513183392573e-06,3.4322372600168793e-12,4.4202115850156958e-08,7.1830170480950906e-21
1.0752618506328206e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17851070618871026,0.096341716124719118,0.094642286594768851,5.081131607137566e-18,1.8600504119958848e-07,0.00050753808305252144,1.6751556553903013e-13,7.1238818100540533e-21,2.0627996483441697e-26,1.7084288411180398e-16,1.433367296871718e-49,8.1663850750322049e-14,1.0619866809658519e-34,8.670055650955062e-23,6.6753369120371962e-28,1.5850969240485316e-32,9.9908687060706351e-21,5.9938209849762703e-39,0.0033167158057687282,0.010381399474319137,4.942362481933455e-10,0.00034030653525029717,7.1649330316920448e-15,4.1688505822269019e-07,7.3635493591787933e-06,9.4579184773208797e-09,0.00033378713723252384,5.0001363569635008e-06,3.4510857279398075e-12,4.4732331880129141e-08,7.2527842602689364e-21
1.0806306575990681e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17846254370960388,0.096340991918890909,0.094617841836373923,5.1565141986777578e-18,1.8893119484766147e-07,0.00051064870354090614,1.6885154478274597e-13,7.1573747393052333e-21,2.0862568684808157e-26,1.7233412864911512e-16,1.4753920923521752e-49,8.1993429740344957e-14,1.0775851620106739e-34,8.7600583622219886e-23,6.7522633987204652e-28,1.6020214129187527e-32,1.0091146805090695e-20,6.1161615019611711e-39,0.0033158358669938669,0.010428678769553272,4.9413058841028157e-10,0.00034043507454178213,7.1712448665050299e-15,4.1700291201842224e-07,7.3608637808934406e-06,9.5071456865027472e-09,0.00033539384964552697,5.0299921420331213e-06,3.4699438375301031e-12,4.5266073531225153e-08,7.322861720793885e-21
