Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),CO2X(24),COX(47),CH4OX(57),C2H6X(49),CH3OO(75),SX(187),CH3OX(55),DME(215),DMEX(217),CH3OX(56),CH2OX(181),CHOX(183),C2H5X(48),C3H8X(54),C2H6O(121),SX(246)
3.6192462760458047e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.084396160220011923,0.097810684004455861,0.045725299661739612,0.00035338228080132649,0.00078006938675324465,2.1027360065492003e-13,2.8961061918534257e-05,4.6466282917840772e-05,2.494319337135625e-26,2.7658194520749016e-07,2.72964087211451e-08,5.5863299421264207e-14,1.2746757151382668e-10,0.00011953961715029596,2.0413784421874155e-19,1.8445765112937817e-23,2.9808303080840875e-12,4.7410810671554749e-13,0.0015831599593418555,0.10687223620701587,2.9959613625161755e-06,3.2027006740258404e-07,1.4407478378124792e-09,3.3693361977846634e-05,1.9699213223953909e-12,2.567391395745068e-10,1.9308188015279298e-09,2.0266936696869791e-07,6.6716349807334998e-09,1.614281086761873e-08,6.5941619103730981e-06,9.5435985535509575e-08,2.4642570538275391e-07,1.6649409428077638e-09,2.2139130511440694e-07,2.1357118200310917e-07,3.7515623769477548e-13,1.0336614417268029e-11,1.1812648823154025e-12,4.2101097643601106e-08,5.0534337728909504e-10,3.3546004010663247e-11,1.663281360211889e-08,1.1189557294513051e-13
3.6331220606066437e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.084269521092094804,0.097810425120207822,0.04565719811193876,0.00035500362330176367,0.00078333419204197705,2.1025522925519438e-13,2.8932560901991337e-05,4.6631112232444924e-05,2.5282115473940416e-26,2.7688320820758561e-07,2.7432837001469598e-08,5.6126804768717769e-14,1.2783693521417845e-10,0.00012023194686232091,2.0509663410587471e-19,1.8659582783185649e-23,2.9906868876730571e-12,4.779325398262499e-13,0.0015807723833794513,0.10700114923285259,2.9930933192091445e-06,3.2085356219750746e-07,1.4384387510688254e-09,3.3779651338588583e-05,1.9681051367699346e-12,2.5627579466567066e-10,1.9274695835486304e-09,2.0217340472121462e-07,6.6697359479153309e-09,1.610271802712469e-08,6.6232013248637929e-06,9.5631062044837164e-08,2.467188279755034e-07,1.6669351061348596e-09,2.2205049806177569e-07,2.1526217090024448e-07,3.7755921779200233e-13,1.0352828625066639e-11,1.1831436275713208e-12,4.2422479203542929e-08,5.0545356417964291e-10,3.3663183886781107e-11,1.6753348720492594e-08,1.1253734382085342e-13
3.6469978451674827e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.084143477638081554,0.097810155999173184,0.045589401434569146,0.00035662394428152638,0.00078659724491886871,2.1023692145129613e-13,2.8904232318662198e-05,4.6795626247620779e-05,2.5623600837169853e-26,2.7718287358998268e-07,2.7569164244200402e-08,5.6389937521977238e-14,1.2820464353728566e-10,0.00012092492695762567,2.0605296411480775e-19,1.8874634210252401e-23,3.0005236993861463e-12,4.8176807026832432e-13,0.001578395899176217,0.10712945577313809,2.990230749640056e-06,3.2143491157546869e-07,1.4361417765118433e-09,3.3865689937188762e-05,1.9662920358405308e-12,2.5581502822024196e-10,1.9241374006490526e-09,2.016805918012161e-07,6.6678310836762843e-09,1.6062882490211565e-08,6.6522085331409479e-06,9.5825153724216583e-08,2.4700912300763567e-07,1.668910061520466e-09,2.2270590552724914e-07,2.1695654905615376e-07,3.7996190914333447e-13,1.0368953840668906e-11,1.1850123432381193e-12,4.2744750242256131e-08,5.0555994580591868e-10,3.3779975589724036e-11,1.687412849623415e-08,1.131791233689411e-13
3.6608736297283216e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.084018025303428043,0.097809876731217799,0.045521907315780256,0.00035824324378124346,0.00078985854183643569,2.1021868064486004e-13,2.887607459939874e-05,4.6959825865968232e-05,2.5967650088240418e-26,2.7748095470711077e-07,2.7705389622488646e-08,5.6652696508614759e-14,1.2857070407731737e-10,0.00012161855150395709,2.0700683796992288e-19,1.9090917752332066e-23,3.0103408050329456e-12,4.8561464858501754e-13,0.001576030422595812,0.10725716046526199,2.9873736752860107e-06,3.2201412926875837e-07,1.4338568101716105e-09,3.3951479095053208e-05,1.964482038525952e-12,2.5535681677741092e-10,1.9208221109891294e-09,2.0119089728329024e-07,6.6659205593206209e-09,1.6023301751522535e-08,6.681183483190225e-06,9.6018267282498864e-08,2.4729661676829049e-07,1.6708659874029874e-09,2.2335754378187564e-07,2.1865428123693971e-07,3.8236426575381938e-13,1.0384990739299733e-11,1.186871105927817e-12,4.3067907385727693e-08,5.0566256890759577e-10,3.3896380374229871e-11,1.6995151313883798e-08,1.1382090443040746e-13
3.6747494142891606e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.083893159582067972,0.097809587405212076,0.045454713466283062,0.00035986152187770506,0.0007931180793529399,2.1020051013342362e-13,2.884808618679352e-05,4.7123711990692128e-05,2.6314263785165262e-26,2.777774647593274e-07,2.7841512326031381e-08,5.6915080593310227e-14,1.2893512441557156e-10,0.0001223128146234821,2.0795825948050745e-19,1.930843175643398e-23,3.0201382663813305e-12,4.8947222554469278e-13,0.0015736758703918793,0.10738426789725318,2.9845221166821086e-06,3.225912288896956e-07,1.4315837492891074e-09,3.4037020124708269e-05,1.9626751630709395e-12,2.5490113716691217e-10,1.9175235743786096e-09,2.0070429061509734e-07,6.664004541958686e-09,1.5983973334063155e-08,6.7101261253197652e-06,9.621040937420845e-08,2.4758133527494173e-07,1.6728030603798519e-09,2.240054291442447e-07,2.2035533245457379e-07,3.8476624225350692e-13,1.0400939989971476e-11,1.1887199915457373e-12,4.3391947276469988e-08,5.0576147961687485e-10,3.4012399499583133e-11,1.711641556886691e-08,1.144626799431125e-13
3.6886251988499995e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.083768876015751795,0.097809288109044781,0.045387817621015632,0.00036147877868281895,0.00079637585413050579,2.1018241311305405e-13,2.8820265535365213e-05,4.728728552549429e-05,2.666344241763285e-26,2.7807241679716254e-07,2.7977531560808901e-08,5.7177088677201932e-14,1.2929791211979805e-10,0.00012300771049220338,2.0890723253750106e-19,1.9527174558647397e-23,3.0299161451517917e-12,4.933407521404692e-13,0.0015713321601959673,0.10751078260845316,2.9816760934452037e-06,3.2316622393065883e-07,1.4293224922763834e-09,3.4122314329863444e-05,1.9608714270625291e-12,2.5444796650039631e-10,1.9142416522529917e-09,2.00220741613912e-07,6.6620831945796885e-09,1.5944894788973667e-08,6.7390364121159983e-06,9.6401586599995787e-08,2.4786330427631593e-07,1.6747214552272159e-09,2.2464957797708164e-07,2.2205966796606043e-07,3.8716779389087394e-13,1.0416802255549536e-11,1.1905590752979357e-12,4.3716866573457204e-08,5.0585672346743206e-10,3.4128034229351643e-11,1.7237919667423614e-08,1.1510444294055485e-13
3.7025009834108385e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.083645170193396748,0.097808978929636609,0.045321217538814226,0.00036309501434260438,0.00079963186293327256,2.1016439268094474e-13,2.879261111172375e-05,4.7450547374468724e-05,2.7015186407855738e-26,2.7836582372351967e-07,2.8113446548826301e-08,5.743871969724827e-14,1.2965907474354416e-10,0.00012370323333938359,2.0985376111036527e-19,1.9747144484400697e-23,3.0396745030120513e-12,4.9722017958984263e-13,0.0015689992105056587,0.10763670909017777,2.9788356242957566e-06,3.2373912776743718e-07,1.4270729387391393e-09,3.4207363005472313e-05,1.9590708474451478e-12,2.5399728217436375e-10,1.9109762076481806e-09,1.9974022046131256e-07,6.6601566762661816e-09,1.590606369529395e-08,6.7679142984002815e-06,9.6591805507088201e-08,2.4814254925528316e-07,1.6766213449194854e-09,2.2529000668392698e-07,2.2376725327258128e-07,3.895688765262971e-13,1.0432578192817121e-11,1.1923884316986126e-12,4.4042661952061427e-08,5.0594834540310234e-10,3.4243285831129837e-11,1.73596620265386e-08,1.1574618655067934e-13
3.7163767679716775e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.083522037750447392,0.097808659952953472,0.045254911002089941,0.000364710229036212,0.00080288610262557963,2.1014645183789093e-13,2.8765121394724039e-05,4.7613498441999765e-05,2.7369496111410263e-26,2.7865769829583806e-07,2.8249256527859345e-08,5.7699972625600097e-14,1.3001861982552169e-10,0.00012439937744697366,2.107978492440722e-19,1.9968339848715522e-23,3.0494134015716666e-12,5.011104593342836e-13,0.0015666769406728876,0.10776205178636823,2.9760007270813009e-06,3.2430995365719715e-07,1.4248349893996228e-09,3.4292167437796155e-05,1.9572734405367151e-12,2.5354906185465745e-10,1.907727105178517e-09,1.9926269770086141e-07,6.6582251421689833e-09,1.5867477659727263e-08,6.7967597411863297e-06,9.6781072589738095e-08,2.484190954317211e-07,1.6785029006486633e-09,2.2592673170590057e-07,2.2547805411861774e-07,3.919694466255719e-13,1.044826845253913e-11,1.1942081345774069e-12,4.4369330103987983e-08,5.0603638978660797e-10,3.4358155576288783e-11,1.7481641073871059e-08,1.1638790399469882e-13
3.7302525525325164e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.083399474368246948,0.097808331264019555,0.045188895816510755,0.00036632442297498556,0.00080613857017018697,2.1012859349079864e-13,2.8737794875595608e-05,4.777613963266296e-05,2.7726371818067371e-26,2.7894805312821307e-07,2.8384960751204447e-08,5.7960846468983512e-14,1.3037655488899503e-10,0.00012509613714905323,2.1173950105620776e-19,2.0190758956455864e-23,3.059132902377085e-12,5.0501154303881902e-13,0.0015643652708924537,0.10788681509423134,2.9731714187957744e-06,3.248787147451815e-07,1.4226085461820905e-09,3.4376728904462346e-05,1.9554792220420854e-12,2.5310328349110199e-10,1.904494211010243e-09,1.9878814423088208e-07,6.6562887438612309e-09,1.5829134316393582e-08,6.8255726996384508e-06,9.6969394289668737e-08,2.4869296776535197e-07,1.6803662918435086e-09,2.2655976951854652e-07,2.2719203649105445e-07,3.9436946125347699e-13,1.0463873679525946e-11,1.1960182570865536e-12,4.4696867737210448e-08,5.061209004078357e-10,3.4472644739732655e-11,1.7603855247685e-08,1.170295885859332e-13
3.7441283370933554e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.083277475773418902,0.097807992946930142,0.045123169810688486,0.00036793759640153388,0.00080938926262653043,2.1011082045497289e-13,2.8710630058071499e-05,4.7938471851129072e-05,2.8085813752614367e-26,2.7923690069348026e-07,2.8520558487432775e-08,5.8221340268093207e-14,1.3073288744118998e-10,0.00012579350683127033,2.1267872073418374e-19,2.0414400102572229e-23,3.0688330669063929e-12,5.0892338259159461e-13,0.0015620641221907193,0.108011003364869,2.9703477156043421e-06,3.2544542405695112e-07,1.4203935120310113e-09,3.4461048674531054e-05,1.953688207069979e-12,2.5265992528275619e-10,1.9012773928439781e-09,1.9831653130538397e-07,6.6543476290556855e-09,1.5791031326589367e-08,6.8543531350305329e-06,9.7156776996517648e-08,2.4896419095855201e-07,1.6822116861885149e-09,2.2718913662875925e-07,2.289091666182639e-07,3.9676887806738912e-13,1.0479394512695137e-11,1.197818871708224e-12,4.5025271575905084e-08,5.0620192049249645e-10,3.4586754599661742e-11,1.7726302996779372e-08,1.1767123372865771e-13
3.7580041216541943e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.083156037737258728,0.097807645084864475,0.0450577308358713,0.00036954974958886759,0.00081263817714900387,2.1009313545661772e-13,2.8683625458479056e-05,4.8100496002070434e-05,2.8447822075668223e-26,2.7952425332525787e-07,2.8656049020148334e-08,5.848145309699569e-14,1.3108762497272225e-10,0.0001264914809302992,2.1361551253255723e-19,2.0639261572341137e-23,3.0785139565649987e-12,5.1284593010341787e-13,0.0015597734164144983,0.10813462090389783,2.9675296328574971e-06,3.260100945147467e-07,1.418189791175442e-09,3.4545128008547517e-05,1.9519004101430385e-12,2.5221896572550866e-10,1.8980765198827558e-09,1.9784783052131638e-07,6.6524019423754723e-09,1.5753166378526261e-08,6.8831010107058294e-06,9.7343227048277506e-08,2.4923278945913412e-07,1.684039249642711e-09,2.2781484957178709e-07,2.3062941096917263e-07,3.9916765531094312e-13,1.0494831585135215e-11,1.1996100502611047e-12,4.535453836038506e-08,5.0627949270976473e-10,3.4700486437341521e-11,1.7848982780419246e-08,1.1831283291697603e-13
3.770492327758949e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.083047219322876759,0.097807323916069722,0.044999079412103592,0.0003709998154023819,0.00081556067780907005,2.1007729641319437e-13,2.8659457089155149e-05,4.8246055087825203e-05,2.8775823910264835e-26,2.7978160260885975e-07,2.8777898260413446e-08,5.8715228174625168e-14,1.3140553118560653e-10,0.00012712016983839507,2.1445655288248738e-19,2.0842678847027149e-23,3.0872103279321944e-12,5.163853387676847e-13,0.0015577206459761129,0.10824539223591796,2.964998175918328e-06,3.2651656528512682e-07,1.4162160367828612e-09,3.4620594871375653e-05,1.9502941558830528e-12,2.5182413536736743e-10,1.8952092604685897e-09,1.9742846650517266e-07,6.6506470316734101e-09,1.571928956176396e-08,6.9089462315952826e-06,9.7510239871840197e-08,2.4947230400062804e-07,1.6856689471292501e-09,2.2837488059449115e-07,2.3218026602591806e-07,4.0132597395332185e-13,1.0508653853504652e-11,1.2012141019496859e-12,4.5651613603883527e-08,5.0634639460320465e-10,3.4802522943488359e-11,1.7959591710192954e-08,1.1889022758982004e-13
3.782980533863704e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.082938848550447267,0.097806995141859601,0.044940657225880802,0.00037244905530726659,0.00081848173416920549,2.1006153268423396e-13,2.8635416241208103e-05,4.8391366030920984e-05,2.9105904626663571e-26,2.8003775967461403e-07,2.8899659595974368e-08,5.8948693313744351e-14,1.3172215692138978e-10,0.00012774933987380282,2.1529563333934646e-19,2.1047081924117959e-23,3.0958911809816976e-12,5.199333476699753e-13,0.0015556762158187964,0.10835570780249727,2.9624712934261338e-06,3.2702140421404203e-07,1.4142513009988654e-09,3.4695868902280183e-05,1.9486905293373072e-12,2.5143121536301567e-10,1.8923547186638737e-09,1.9701141837840056e-07,6.6488886323985079e-09,1.5685602059979883e-08,6.9347650271780865e-06,9.7676506885618385e-08,2.4970972960935497e-07,1.6872844532300534e-09,2.289319772441195e-07,2.337335925305264e-07,4.0348371156339985e-13,1.0522409237244267e-11,1.2028106195003907e-12,4.5949382852422862e-08,5.0641056818124394e-10,3.4904255229640865e-11,1.8070386239779946e-08,1.1946757522310956e-13
3.794219919357983e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.082841695115440414,0.097806692791036473,0.044888271999310086,0.00037375266528330049,0.00082110944845873834,2.1004741121978654e-13,2.8613887636652635e-05,4.852193426252929e-05,2.940475470540806e-26,2.8026728888803486e-07,2.9009169232661451e-08,5.9158546438602896e-14,1.3200602975885787e-10,0.00012831600100268698,2.1604913271160063e-19,2.1231886505675058e-23,3.1036907174230176e-12,5.2313388040918962e-13,0.0015538433138914129,0.10845460465164651,2.9602010182720138e-06,3.2747437161702711e-07,1.4124906937289386e-09,3.4763451404005604e-05,1.9472495199452224e-12,2.5107920817251077e-10,1.8897964282918355e-09,1.9663803861998425e-07,6.6473031715613574e-09,1.5655443824830231e-08,6.9579793308777746e-06,9.7825513262843693e-08,2.4992164092515673e-07,1.6887263721998413e-09,2.2943086534158017e-07,2.3513367967620222e-07,4.0542515444936155e-13,1.0534732267963477e-11,1.2042410857733846e-12,4.6217966613671678e-08,5.0646601647955164e-10,3.4995554955573507e-11,1.8170259093532749e-08,1.1998714410375574e-13
3.8054593048522625e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.082744899684251944,0.097806384369905935,0.044836070124541855,0.00037505560668380509,0.00082373599000579937,2.1003335351088529e-13,2.8592460706417104e-05,4.8652302512877596e-05,2.9705288631036471e-26,2.8049586575068701e-07,2.9118606915729653e-08,5.9368147591505454e-14,1.3228887374911814e-10,0.00012888304578472718,2.1680104956887286e-19,2.1417487629936856e-23,3.1114777526178484e-12,5.263413264203077e-13,0.0015520170828142589,0.10855313700036194,2.9579344628467585e-06,3.2792603131586055e-07,1.410737287848261e-09,3.4830879095593294e-05,1.9458106532781504e-12,2.507287251466362e-10,1.8872482977699123e-09,1.9626650410700421e-07,6.645715034860534e-09,1.5625436437253011e-08,6.981172196188534e-06,9.7973922460173263e-08,2.5013188672802221e-07,1.690156976199271e-09,2.2992739522923263e-07,2.3653573194402965e-07,4.0736608193864181e-13,1.0547001811645283e-11,1.2056655276085608e-12,4.6487108920133849e-08,5.0651930075034929e-10,3.5086609710251627e-11,1.8270280592129007e-08,1.205066679018182e-13
3.816698690346542e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.082648460112892369,0.097806069920554975,0.044784050511997478,0.00037635787972131008,0.00082636135751511469,2.1001936080672711e-13,2.8571134692790499e-05,4.8782471262171513e-05,3.0007506340173031e-26,2.8072349649608699e-07,2.9227972298987966e-08,5.9577496356653526e-14,1.3257069282964109e-10,0.00012945047138223972,2.1755138631703553e-19,2.1603884363930956e-23,3.1192523189944569e-12,5.2955566078407373e-13,0.0015501974829514144,0.10865130703162598,2.9556716334942482e-06,3.2837638991470554e-07,1.4089910350203092e-09,3.4898152626931212e-05,1.9443739357443774e-12,2.5037975546632582e-10,1.8847102610658674e-09,1.958968005549954e-07,6.6441242913941069e-09,1.5595578731590685e-08,7.004343608339826e-06,9.8121737724827066e-08,2.5034047941767289e-07,1.6915763494069857e-09,2.3042157574393415e-07,2.379397320850274e-07,4.0930647320574547e-13,1.0559218191146652e-11,1.2070839816273753e-12,4.6756808077757398e-08,5.0657044238764405e-10,3.5177420180508935e-11,1.8370449941416534e-08,1.210261433680378e-13
3.827938075840821e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.082552374275255455,0.097805749484704191,0.044732212081161231,0.00037765948461957415,0.00082898554972851528,2.1000543432325456e-13,2.8549908843621808e-05,4.8912440990418311e-05,3.0311407743652416e-26,2.809501873023172e-07,2.9337265042180737e-08,5.9786592331294795e-14,1.3285149092955355e-10,0.00013001827497827772,2.1830014538532772e-19,2.1791075771045879e-23,3.1270144489399541e-12,5.3277685867589504e-13,0.0015483844749955256,0.10874911691021204,2.9534125362507227e-06,3.2882545396580934e-07,1.4072518872362366e-09,3.4965272644386812e-05,1.942939373529736e-12,2.5003228839542489e-10,1.8821822527458381e-09,1.9552891382142196e-07,6.6425310087317331e-09,1.5565869553152282e-08,7.0274935533634651e-06,9.826896228280151e-08,2.5054743129054048e-07,1.6929845753013875e-09,2.3091341572831288e-07,2.3934566295146456e-07,4.1124630766320913e-13,1.0571381726956755e-11,1.2084964841824857e-12,4.7027062399280057e-08,5.0661946256392823e-10,3.5267987054003507e-11,1.8470766351588678e-08,1.2154556728930828e-13
3.8391774613351005e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.082456640062926606,0.09780542310371175,0.044680553760483299,0.0003789604216133167,0.00083160856542440734,2.0999157524376897e-13,2.8528782412351157e-05,4.9042212177400164e-05,3.0616992726785123e-26,2.8117594429266999e-07,2.9446484810911717e-08,5.9995435125536148e-14,1.3313127196947987e-10,0.00013058645377644998,2.1904732922561372e-19,2.1979060911105166e-23,3.1347641747986593e-12,5.3600489536564816e-13,0.0015465780199643005,0.10884656878287982,2.9511571768523785e-06,3.2927322997968439e-07,1.4055197969905389e-09,3.5032239790824118e-05,1.9415069726026676e-12,2.4968631331395379e-10,1.8796642079689139e-09,1.9516282989972758e-07,6.6409352532445454e-09,1.5536307758149998e-08,7.0506220180810618e-06,9.8415599339020226e-08,2.5075275454067863e-07,1.6943817366668037e-09,2.3140292402988106e-07,2.4075350749650059e-07,4.1318556495938602e-13,1.0583492737213145e-11,1.2099030713585889e-12,4.7297870204205564e-08,5.0666638223285699e-10,3.5358311019150584e-11,1.8571229037160313e-08,1.2206493648827989e-13
3.85041684682938e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0823612553849946,0.097805090818577411,0.044629074487284516,0.00038026069094795645,0.00083423040341725093,2.0997778471944284e-13,2.8507754658027299e-05,4.9171785302647652e-05,3.0924261149619807e-26,2.8140077353626812e-07,2.9555631276569064e-08,6.0204024362159345e-14,1.3341003986138803e-10,0.00013115500500074031,2.1979294031168069e-19,2.2167838840439985e-23,3.1425015288703151e-12,5.3923974621747925e-13,0.0015447780791970674,0.10894366477856687,2.9489055607492795e-06,3.2971972442460821e-07,1.4037947172743949e-09,3.5099054705626094e-05,1.9400767387236236e-12,2.4934181971686712e-10,1.8771560624813933e-09,1.9479853492373181e-07,6.6393370902777896e-09,1.5506892213603584e-08,7.0737289900918261e-06,9.8561652077478343e-08,2.5095646126066602e-07,1.6957679155995855e-09,2.3189010950017096e-07,2.4216324877382164e-07,4.1512422497620737e-13,1.0595551537722418e-11,1.21130377897534e-12,4.756922981877985e-08,5.0671122213251045e-10,3.5448392765054483e-11,1.8671837216943747e-08,1.2258424782296228e-13
3.861656232323659e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.082266218167865002,0.097804752669946288,0.044577773207661986,0.00038156029287938982,0.00083685106255704364,2.099640638701286e-13,2.8486824845298887e-05,4.9301160845414117e-05,3.1233212847204277e-26,2.8162468104868993e-07,2.9664704116251374e-08,6.0412359676439002e-14,1.3368779850843955e-10,0.00013172392589533923,2.2053698113854404e-19,2.2357408611960966e-23,3.1502265434092111e-12,5.4248138668960556e-13,0.001542984614351365,0.10904040700857871,2.9466576931027593e-06,3.3016494371806495e-07,1.4020766013889476e-09,3.5165718024718207e-05,1.9386486774438042e-12,2.489987971775853e-10,1.874657752607432e-09,1.9443601516369283e-07,6.6377365838555413e-09,1.5477621797227085e-08,7.0968144577603872e-06,9.8707123661389128e-08,2.511585634425031e-07,1.6971431935141752e-09,2.3237498099388376e-07,2.4357486993727609e-07,4.1706226782743824e-13,1.0607558441983034e-11,1.2126986425903733e-12,4.7841139575967077e-08,5.0675400278714533e-10,3.5538232981444169e-11,1.8772590114025733e-08,1.2310349818645038e-13
3.8728956178179385e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.082171526355076602,0.09780440869811266,0.044526648876396145,0.0003828592276737544,0.00083947054172881245,2.0995041378505047e-13,2.8465992244425011e-05,4.9430339284650674e-05,3.154384762984352e-26,2.8184767279257823e-07,2.9773703012694702e-08,6.0620440715962996e-14,1.3396455180484494e-10,0.00013229321372447355,2.2127945422178352e-19,2.2547769275228826e-23,3.157939250623015e-12,5.4572979233410784e-13,0.0015411975873995838,0.10913679756677566,2.9444135787897223e-06,3.3060889423682907e-07,1.4003654031146181e-09,3.5232230380583938e-05,1.9372227941078036e-12,2.4865723538012411e-10,1.8721692152455371e-09,1.9407525701936685e-07,6.6361337966806428e-09,1.544849539736315e-08,7.1198784102048927e-06,9.885201723333108e-08,2.5135907297850021e-07,1.6985076511491092e-09,2.3285754736806229e-07,2.449883542405025e-07,4.1899967385660077e-13,1.0619513761200667e-11,1.2140876974999407e-12,4.8113597815425678e-08,5.0679474450952916e-10,3.5627832358611055e-11,1.8873486955744212e-08,1.2362268450655864e-13
3.884135003312218e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.082077177907119617,0.097804058943023908,0.044475700456858842,0.00038415749560718153,0.00084208883985211554,2.0993683552325541e-13,2.8445256131282802e-05,4.9559321098981447e-05,3.1856165283356246e-26,2.8206975467823854e-07,2.9882627654200292e-08,6.0828267140455517e-14,1.3424030363572182e-10,0.00013286286577222876,2.2202036209689292e-19,2.2738919876524034e-23,3.1656396826710141e-12,5.4898493879672362e-13,0.0015394169606256433,0.10923283852975788,2.9421732224167474e-06,3.3105158231611228e-07,1.3986610767150578e-09,3.5298592402286649e-05,1.9357990938631323e-12,2.4831712412006061e-10,1.8696903878575272e-09,1.9371624703045405e-07,6.6345287904391618e-09,1.5419511912889198e-08,7.1429208372852374e-06,9.8996335915392774e-08,2.5155800166216055e-07,1.699861368572987e-09,2.3333781748127707e-07,2.464036850365571e-07,4.2093642363436841e-13,1.0631417804308867e-11,1.2154709787421591e-12,4.8386602883484409e-08,5.0683346740415777e-10,3.5717191587345495e-11,1.8974526973664274e-08,1.2414180374534087e-13
3.895374388806497e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.081983170801256763,0.09780370344428406,0.044424926920922737,0.00038545509696560502,0.00084470595588054416,2.099233301144412e-13,2.8424615787340113e-05,4.9688106766679281e-05,3.2170165569328558e-26,2.822909325642246e-07,2.9991477734563334e-08,6.1035838621602264e-14,1.3451505787695789e-10,0.00013343287934238887,2.2275970731865447e-19,2.2930859458915319e-23,3.1733278716635558e-12,5.5224680181663218e-13,0.0015376426966217202,0.10932853195704761,2.9399366283182861e-06,3.3149301424207899e-07,1.3969635767622978e-09,3.5364804715492588e-05,1.9343775816598447e-12,2.4797845327034032e-10,1.8672212084614882e-09,1.9335897186868298e-07,6.6329216260362679e-09,1.539067025308231e-08,7.1659417295915428e-06,9.9140082809314179e-08,2.5175536118905318e-07,1.7012044251903744e-09,2.3381580019283369e-07,2.4782084577753638e-07,4.2287249795701593e-13,1.064327087799237e-11,1.216848521099824e-12,4.8660153133118195e-08,5.0687019136901643e-10,3.5806311358874622e-11,1.9075709403555704e-08,1.2466085289887617e-13
3.9066137743007765e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.081889503031346511,0.097803342241157554,0.044374327248871866,0.00038675203204452575,0.00084732188880123861,2.0990989855954252e-13,2.8404070499680988e-05,4.9816696765642842e-05,3.2485848225365969e-26,2.8251121225792906e-07,3.0100252953002889e-08,6.1243154842878263e-14,1.3478881839507869e-10,0.00013400325175826723,2.2349749246052562e-19,2.3123587062327277e-23,3.1810038496607272e-12,5.5551535722624184e-13,0.0015358747582850146,0.10942387989126931,2.9377038005624414e-06,3.3193319626128773e-07,1.3952728582789362e-09,3.5430867942487715e-05,1.9329582622538076e-12,2.4764121280748806e-10,1.8647616156362867e-09,1.9300341832678119e-07,6.6313123628385142e-09,1.5361969337572645e-08,7.1889410784326967e-06,9.9283260996630685e-08,2.5195116315768023e-07,1.7025368997476705e-09,2.3429150436199607e-07,2.4923982001419723e-07,4.2480787784498626e-13,1.0655073286699367e-11,1.2182203591005805e-12,4.893424692392399e-08,5.0690493609796546e-10,3.589519236480489e-11,1.9177033485369593e-08,1.2517982899703575e-13
3.917853159795056e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.081796172607668444,0.097802975372572834,0.044323900429313258,0.00038804830114878603,0.00084993663763441112,2.0989654183117607e-13,2.8383619560993362e-05,4.9945091573373379e-05,3.2803212965342967e-26,2.8273059951615265e-07,3.0208953014092429e-08,6.1450215499377868e-14,1.3506158904711923e-10,0.00013457398036253573,2.2423372011405412e-19,2.3317101723606877e-23,3.1886676486708082e-12,5.5879058095096898e-13,0.0015341131088145586,0.10951888435832711,2.9354747429636145e-06,3.3237213457904836e-07,1.3935888767536206e-09,3.5496782702199088e-05,1.9315411402149658e-12,2.4730539281525233e-10,1.8623115485017956e-09,1.926495733368919e-07,6.6297010586898784e-09,1.5333408096254948e-08,7.2119188758251798e-06,9.9425873538816407e-08,2.5214541907033624e-07,1.7038588703389156e-09,2.34764938847226e-07,2.5066059139557457e-07,4.2674254453953477e-13,1.0666825332663604e-11,1.2195865270207603e-12,4.9208882622096641e-08,5.069377210837652e-10,3.5983835297063918e-11,1.9278498463214749e-08,1.2569872910282627e-13
