Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),CO2X(24),COX(47),CH4OX(57),C2H6X(49),CH3OO(75),SX(187),CH3OX(55),DME(215),DMEX(217),CH3OX(56),CH2OX(181),CHOX(183),C2H5X(48),C3H8X(54),C2H6O(121),SX(246)
7.276235079162508e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19064488996779713,0.098555250861523905,0.099596945275855331,1.1403293538263179e-12,7.5073007321936249e-10,1.6511974401784736e-15,1.7940715361124623e-10,2.7231674107992806e-13,1.9217731272694366e-45,5.0568347098565281e-12,4.3615770370048178e-23,4.5379258746208031e-20,1.9353154383652881e-22,4.9380382218920413e-12,2.6405276926048443e-33,7.9431532164709474e-36,2.449357538137985e-16,3.8178564912029204e-28,0.0014447367107105133,0.00080610111474262028,1.1686710150823796e-08,4.5839998304030158e-09,3.0914180617246262e-09,2.6946755487870549e-09,7.3550926953319295e-15,4.8013567405042198e-11,3.8450206815921846e-10,1.1720760901608611e-10,4.8530071525309509e-14,1.5501520677133713e-13,1.1569133753732321e-14,4.3576119174450267e-16,2.1892660303591995e-14,3.7551073680246107e-17,2.0033386009622477e-17,3.9744824442994024e-23,1.5725778408105701e-28,6.3661484822314441e-18,9.2563358962993865e-20,1.052996293784146e-20,6.9174644354360303e-19,3.6017807569970323e-26,1.7148809220854435e-22,2.5769754026631628e-27
7.325787208906611e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19063206572518368,0.098547844358454401,0.099594236387933022,1.1874941133486584e-12,7.7600392910038839e-10,1.6808167244995713e-15,1.8519625576805548e-10,2.8140754926294437e-13,2.0416260252825884e-45,5.1578943598380751e-12,4.6287820382574652e-23,4.5985063908521729e-20,2.0273736105502045e-22,5.0828887578888422e-12,2.7830312775804587e-33,8.264375402434857e-36,2.4908715723782784e-16,4.0269574917671217e-28,0.001452143046592372,0.00081151876332112951,1.183899651975866e-08,4.614553736399165e-09,3.0953183751728492e-09,2.7572877503700655e-09,7.450833529938837e-15,4.8737693991458647e-11,3.8978301360918168e-10,1.1999536324163452e-10,5.0033269274225476e-14,1.6044304510941748e-13,1.2006884787879567e-14,4.5240838872813434e-16,2.2482928719696657e-14,3.8766632703149206e-17,2.0728779624558657e-17,4.1925593067160902e-23,1.6587823980638733e-28,6.605902014170358e-18,9.7306493936353301e-20,1.1229451249310804e-20,7.1969475918328356e-19,3.8411398565559781e-26,1.8116529645155597e-22,2.7224630249631255e-27
7.3753393386507136e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19061926959797454,0.098540465094179838,0.099591527937715182,1.2361112415877511e-12,8.0185193058866618e-10,1.7105037246510113e-15,1.9112115426692228e-10,2.9073589422817116e-13,2.1679089954705688e-45,5.2602575915787422e-12,4.9103525296133444e-23,4.6591325145011374e-20,2.1231367173917736e-22,5.2305852163169432e-12,2.9319173336503906e-33,8.5958933298104513e-36,2.5326559170788586e-16,4.2459697998501373e-28,0.0014595221425880874,0.0008169355355025083,1.199217955653982e-08,4.6447596075978838e-09,3.0989150536159646e-09,2.8204812483727721e-09,7.5472335569618264e-15,4.9460561432753422e-11,3.9507859727499395e-10,1.228221940388046e-10,5.1565152803167166e-14,1.6601150580025318e-13,1.2457315099701487e-14,4.6956541922382575e-16,2.3084921110608275e-14,4.0012535171924958e-17,2.1443826097654663e-17,4.4211117280073865e-23,1.7491227788084716e-28,6.8525381117960974e-18,1.0225091436433309e-19,1.1969546385782052e-20,7.4856863270321732e-19,4.0945608031249067e-26,1.9130266472701075e-22,2.8748695113975109e-27
7.4248914683948164e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19060650148538894,0.098533112969627301,0.099588819924348176,1.2862082514331714e-12,8.2827900092970329e-10,1.7402527300571774e-15,1.9718369586488183e-10,3.0030625855009618e-13,2.3009080935520724e-45,5.3639318784962521e-12,5.2069539772377473e-23,4.7197981681186469e-20,2.222726958941384e-22,5.3811522891918219e-12,3.0874089076509638e-33,8.9379464283770852e-36,2.5747073845257083e-16,4.4752908981482838e-28,0.0014668740977710675,0.00082235143299266931,1.2146257632706201e-08,4.6746226327046486e-09,3.1022176147911591e-09,2.8842452442893857e-09,7.6442947264780226e-15,5.0182051467600783e-11,4.0038815687165278e-10,1.2568811770646045e-10,5.3125848908712555e-14,1.7172281285820286e-13,1.2920668461064148e-14,4.8724399332083223e-16,2.3698787337378322e-14,4.128931145556664e-17,2.217895195904148e-17,4.6605715386314265e-23,1.8437691937832811e-28,7.1061861369323871e-18,1.0740325078578584e-19,1.275225287040489e-20,7.7839200469954812e-19,4.3627619114231217e-26,2.0191796385459576e-22,3.0344618513562749e-27
7.474443598138918e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.190593761287013,0.098525787886084723,0.099586112346981545,1.3378127753607629e-12,8.552899573964248e-10,1.7700581955567261e-15,2.033857264661121e-10,3.1012317636392168e-13,2.4409192906743396e-45,5.4689246780709649e-12,5.5192777557870161e-23,4.780497469573989e-20,2.3262696824316854e-22,5.5346146083888488e-12,3.2497344023206348e-33,9.290777335033147e-36,2.6170228354785748e-16,4.7153313339302338e-28,0.0014741990108538396,0.00082776645749119658,1.2301229124132722e-08,4.7041481626661985e-09,3.1052355078958014e-09,2.9485689937177258e-09,7.741830515709599e-15,5.0902052710519992e-11,4.0571103044226377e-10,1.2859314226946027e-10,5.4715480784465889e-14,1.7757919528856967e-13,1.3397190622136768e-14,5.0545599763530706e-16,2.4324678100376168e-14,4.2597497078763529e-17,2.2934590120499958e-17,4.9113854165938903e-23,1.9428976922848593e-28,7.3669763802914678e-18,1.1277028077792391e-19,1.3579655769973599e-20,8.0918926107445757e-19,4.6464926980429507e-26,2.1302949190809589e-22,3.2015150029286203e-27
7.523995727883021e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19058104890279878,0.098518489745199597,0.099583405204767911,1.3909525619457905e-12,8.828895119492652e-10,1.7999147424031038e-15,2.097290907115073e-10,3.2019123355553299e-13,2.588248708423242e-45,5.5752434318877132e-12,5.8480419638996233e-23,4.8412247304441808e-20,2.4338934404408499e-22,5.6909967539097778e-12,3.4191276342320338e-33,9.6546318914243889e-36,2.6595991806280912e-16,4.9665150536254807e-28,0.0014814969801893662,0.00083318061069137018,1.2457092411029434e-08,4.7333416935470042e-09,3.1079781040802901e-09,3.0134418196995202e-09,7.8398930114042607e-15,5.1620458451173372e-11,4.11046558519658e-10,1.3153726751101168e-10,5.6334168106312947e-14,1.8358288659254052e-13,1.3887129304519989e-14,5.2421349645698897e-16,2.4962744937273302e-14,4.3937632726486915e-17,2.3711179928372118e-17,5.1740152944749441e-23,2.046690322365727e-28,7.6350400545690652e-18,1.1835893020815185e-19,1.445392311947295e-20,8.4098523802124747e-19,4.9465349943340556e-26,2.2465609002314144e-22,3.3763120694855547e-27
7.573547857627124e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19056836423306261,0.098511218448977741,0.099580698496863032,1.4456554725744527e-12,9.1108227198629433e-10,1.8298171589522282e-15,2.1621563156767063e-10,3.3051506795059327e-13,2.7432128553614638e-45,5.6828955656776602e-12,6.1939922509159969e-23,4.9019744543461464e-20,2.5457300494358333e-22,5.85032326254565e-12,3.5958278913119589e-33,1.0029759141132995e-35,2.7024333819001922e-16,5.2292797409302772e-28,0.0014887681037723643,0.00083859389428019428,1.2613845877937384e-08,4.7622088534833083e-09,3.1104546815698708e-09,3.0788531260345078e-09,7.9386573346806833e-15,5.233716670177427e-11,4.1639408453441767e-10,1.3452048505345156e-10,5.7982027202580204e-14,1.8973612427022318e-13,1.4390734194871823e-14,5.4352873289215706e-16,2.5613140221030638e-14,4.5310264248456479e-17,2.4509167216591451e-17,5.4489387712493791e-23,2.1553352932094906e-28,7.9105092878015214e-18,1.2417627447069114e-19,1.5377308373140419e-20,8.7380522701934655e-19,5.2637040765141024e-26,2.3681715436451928e-22,3.5591444787423924e-27
7.623099987371227e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19055570717848389,0.098503973899781758,0.099577992222425638,1.5019494783331295e-12,9.398727413962883e-10,1.8597604003118915e-15,2.2284718992434813e-10,3.4109936949992442e-13,2.9061388698322636e-45,5.7918884893600677e-12,6.5579026929677372e-23,4.9627413346009029e-20,2.6619146499546324e-22,6.0126186361024964e-12,3.7800799886957455e-33,1.0416411325066345e-35,2.7455224534364259e-16,5.5040771705653425e-28,0.0014960124792406087,0.00084400630993842313,1.2771487913720366e-08,4.7907553876551676e-09,3.1126744145361627e-09,3.144792408552312e-09,8.0379833614055323e-15,5.3052082596300545e-11,4.2175295318751829e-10,1.3754277843674065e-10,5.9659171158890293e-14,1.9604114932084773e-13,1.4908256940403384e-14,5.6341412999053137e-16,2.6276017157899393e-14,4.6715942663118545e-17,2.5329004360155151e-17,5.7366495450805546e-23,2.2690271430156727e-28,8.193517117701629e-18,1.3022953965615026e-19,1.6352152970293894e-20,9.0767497987046224e-19,5.5988498750071779e-26,2.4953264858465321e-22,3.7503121686997379e-27
7.67265211711533e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19054307764010373,0.098496756000330032,0.099575286380617647,1.559862656893727e-12,9.692653214964834e-10,1.889739588457152e-15,2.296256041903384e-10,3.5194888046621309e-13,3.0773647604960832e-45,5.9022295970840419e-12,6.9405766528748786e-23,5.0235202521417566e-20,2.7825857662137891e-22,6.1779073497112715e-12,3.9721343250708327e-33,1.0814843877486463e-35,2.7888634626977807e-16,5.7913735566289009e-28,0.0015032302038762413,0.00084941785934058598,1.2930016911558609e-08,4.8189871404103546e-09,3.1146463657210683e-09,3.211249267071508e-09,8.1376959984654719e-15,5.3765117306426923e-11,4.2712251162638007e-10,1.4060412315984554e-10,6.136570988861694e-14,2.0250020574457537e-13,1.5439951143740846e-14,5.8388229187782335e-16,2.6951529785417156e-14,4.8155224161801009e-17,2.6171150328441435e-17,6.0376578391400413e-23,2.3879669045697833e-28,8.4841974856624549e-18,1.3652610374589881e-19,1.7380888860737024e-20,9.4262071371992391e-19,5.95285815682198e-26,2.6282311612067464e-22,3.9501237708813209e-27
7.722204246859433e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19053047551932395,0.098489564653695183,0.099572580970603966,1.6194231895823868e-12,9.9926431227452737e-10,1.9197500112185476e-15,2.3655270990153221e-10,3.6306839560644131e-13,3.2572396539453295e-45,6.0139262672700726e-12,7.3428476993772434e-23,5.0843062728099795e-20,2.9078853676390922e-22,6.3462138597002094e-12,4.1722469370422719e-33,1.1225315419984324e-35,2.8324535311925045e-16,6.0916499196620142e-28,0.0015104213746070642,0.0008548285441550129,1.3089431268936826e-08,4.8469100441877887e-09,3.1163794778704451e-09,3.2782134151472555e-09,8.2380227578897868e-15,5.4476184842536118e-11,4.3250211249926221e-10,1.4370448678899999e-10,6.3101750228586891e-14,2.0911554004384077e-13,1.5986072359910411e-14,6.0494600486952174e-16,2.7639832970419639e-14,4.962867011231802e-17,2.7036070739016815e-17,6.3524908524947626e-23,2.5123622863464727e-28,8.7826852318714866e-18,1.4307349772742418e-19,1.8466041164939975e-20,9.7866911612483111e-19,6.3266518046503906e-26,2.7670969309630398e-22,4.1588968038377327e-27
7.771756376603536e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1905179007179052,0.098482399763302919,0.099569875991552523,1.6806593584652875e-12,1.0298739135052487e-09,1.9497871217880229e-15,2.436303393232069e-10,3.7446276235609216e-13,3.4461240393697266e-45,6.1269858626516127e-12,7.7655805029832942e-23,5.1450946449774224e-20,3.0379589296016804e-22,6.5175626120196539e-12,4.3806795542276894e-33,1.1648087756305807e-35,2.8762898353240858e-16,6.4054024460073043e-28,0.0015175860880078413,0.00086023836604386399,1.3249729387633604e-08,4.8745301057379134e-09,3.1178825616977591e-09,3.3456746911161848e-09,8.3389924175447294e-15,5.5185204762733966e-11,4.3789111214494168e-10,1.4684382906719812e-10,6.4867396178670237e-14,2.158894007249833e-13,1.6546878092476551e-14,6.2661823859244588e-16,2.8341082407045885e-14,5.1136847062803374e-17,2.7924237911245597e-17,6.6816932010251902e-23,2.6424278456107894e-28,9.0891160899815335e-18,1.498794067440182e-19,1.9610230778295263e-20,1.015847350102729e-18,6.7211920562155973e-26,2.9121412103011326e-22,4.3769578628687013e-27
7.821308506347639e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19050535313796613,0.098475261232930683,0.099567171442634342,1.7435995437078256e-12,1.0610982261755806e-09,1.979846537048958e-15,2.5086032106946334e-10,3.8613688100852867e-13,3.6443900210969904e-45,6.2414157303163365e-12,8.2096718009846795e-23,5.2058807965495171e-20,3.1729554963563145e-22,6.6919780497636457e-12,4.5976996520708357e-33,1.2083425864883366e-35,2.9203696068427147e-16,6.7331428688868641e-28,0.0015247244403015826,0.00086564732666315149,1.341090967370605e-08,4.9018533899364663e-09,3.1191642910586668e-09,3.413623066336443e-09,8.4403270009791856e-15,5.589210407910356e-11,4.4328886909931158e-10,1.5002210199896613e-10,6.6662748909127333e-14,2.2282403780172843e-13,1.7122627792041669e-14,6.4891214708488456e-16,2.9055434614761348e-14,5.2680326744931242e-17,2.8836130920435642e-17,7.0258273874457665e-23,2.7783851651419794e-28,9.403626683015582e-18,1.5695167115374857e-19,2.0816177129802344e-20,1.0541830592327242e-18,7.1374798575888511e-26,3.0635876021001369e-22,4.6046428192503883e-27
7.870860636091741e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19049283268198194,0.098468148966706359,0.099564467323023417,1.8082722208847611e-12,1.0929412537854774e-09,2.0099240365033293e-15,2.5824447971747267e-10,3.980957048963749e-13,3.852421567862573e-45,6.3572232017475072e-12,8.6760513350053168e-23,5.2666603321213892e-20,3.3130277430683384e-22,6.8694846210718883e-12,4.8235805055262625e-33,1.2531597892322956e-35,2.9646901334992509e-16,7.075398840502072e-28,0.0015318365273608342,0.00087105542766277122,1.3572970537476371e-08,4.9288860142096625e-09,3.1202331898933107e-09,3.4820486546580261e-09,8.5424350959356586e-15,5.6596812372153972e-11,4.4869474826871485e-10,1.5323924996406947e-10,6.8487906801542903e-14,2.2992170229812465e-13,1.7713582853799159e-14,6.7184106990560894e-16,2.9783046936373472e-14,5.425968607739093e-17,2.9772235651767689e-17,7.3854742596781706e-23,2.9204630334170658e-28,9.7263545187765466e-18,1.6429828762802209e-19,2.2086700876469565e-20,1.0937043727348587e-18,7.5765571693904691e-26,3.2216660280439682e-22,4.8422970158292342e-27
7.920412765835844e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1904803392527829,0.098461062869107094,0.099561763631896796,1.8747059584382486e-12,1.1254069039135335e-09,2.0400155600244361e-15,2.6578463543788812e-10,4.103442405682139e-13,4.0706147695926187e-45,6.4744155928649388e-12,9.1656828583856506e-23,5.3274290296029183e-20,3.4583320400052059e-22,7.0501067866502261e-12,5.0586012404510171e-33,1.2992875144702013e-35,3.0092487593394276e-16,7.4327143257661559e-28,0.0015389224447089546,0.00087646267068653447,1.3735910393513593e-08,4.9556341393782729e-09,3.1210976242873872e-09,3.5509417197730361e-09,8.6455555594410653e-15,5.7299262772319706e-11,4.5410812104121928e-10,1.5649520985925562e-10,7.034296568856943e-14,2.3718464575581949e-13,1.8320006617314938e-14,6.9541853322192057e-16,3.0524077536064644e-14,5.5875507168775884e-17,3.0733044854723323e-17,7.7612334984427396e-23,3.0688976480679061e-28,1.0057437986418562e-17,1.7192741016180605e-19,2.3424726749442051e-20,1.1344399105998774e-18,8.0395083882372605e-26,3.3866128670160805e-22,5.0902754746022574e-27
7.969964895579947e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19046787275355342,0.098454002844957839,0.099559060368434454,1.9429294150688208e-12,1.1584989896875529e-09,2.0701172062631165e-15,2.7348260362030735e-10,4.2288754796685743e-13,4.2993780916451293e-45,6.5930002040660661e-12,9.6795651211389819e-23,5.3881828371409293e-20,3.6090285160074175e-22,7.2338690268918271e-12,5.3030468857172538e-33,1.3467532079609573e-35,3.054042885076969e-16,7.805649988889357e-28,0.001545982287521396,0.00088186905737217447,1.3899727660619123e-08,4.9821039338139097e-09,3.1217658156569656e-09,3.6202926827852293e-09,8.7482341833590563e-15,5.7999399593356081e-11,4.5952835952050925e-10,1.5978991113792503e-10,7.2228018813943529e-14,2.4461511974040871e-13,1.8942164365550095e-14,7.1965825090469484e-16,3.1278685397419318e-14,5.7528377320670843e-17,3.1719058197341834e-17,8.1537240953988508e-23,3.2239327983549071e-28,1.0397016352621405e-17,1.7984735111474821e-19,2.4833286349243521e-20,1.176418788702023e-18,8.5274617302924961e-26,3.5586710906460088e-22,5.3489430991396667e-27
8.01456181234964e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19045667584963694,0.098447671037640488,0.099556627796295996,2.0058844932049723e-12,1.1888205460970378e-09,2.0972142445067502e-15,2.8054720092107654e-10,4.3443277965991656e-13,4.5146503086533332e-45,6.7009227236207341e-12,1.0163648028724619e-22,5.4428453189384416e-20,3.7494010842000472e-22,7.4019600614922114e-12,5.5313466377841356e-33,1.3906392320852802e-35,3.0945568479726984e-16,8.1551245019205022e-28,0.0015523139307077436,0.00088673407456886847,1.4047912084009002e-08,5.0056938800277244e-09,3.1222060710339209e-09,3.6830922670503202e-09,8.8414945030708138e-15,5.8627495240179701e-11,4.6441193468877049e-10,1.6278820199697027e-10,7.3950286748496965e-14,2.514476454794306e-13,1.9515779718844156e-14,7.4205171092781391e-16,3.1969573090050356e-14,5.9048126995681196e-17,3.2628438339108846e-17,8.5217984973008904e-23,3.3693156396923038e-28,1.0710015829178484e-17,1.8723094627299112e-19,2.6163890359731726e-20,1.2152873028350462e-18,8.9889654983365009e-26,3.7198099664181747e-22,5.5911929199555811e-27
8.054699037442364e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19044661716172895,0.09844199034560272,0.099554438776493864,2.0638208094336524e-12,1.2165485529711284e-09,2.121603824033498e-15,2.8701697291035367e-10,4.4503428412822686e-13,4.7162680510438705e-45,6.7990265992424532e-12,1.0617477901604113e-22,5.4920262994025615e-20,3.8796852074274796e-22,7.5554484079408131e-12,5.7437237650383706e-33,1.4310993863630257e-35,3.1311792481215829e-16,8.4812271450918545e-28,0.001557994474276311,0.00089111199909877885,1.418188367607977e-08,5.0267400823227723e-09,3.1224767398732926e-09,3.7399169091325354e-09,8.9258572257989062e-15,5.9191107000707825e-11,4.6881111059554992e-10,1.6551338944658307e-10,7.5521216579718896e-14,2.5771585673919955e-13,2.0043277251056721e-14,7.6268257807359243e-16,3.2600982346115797e-14,6.0442330202338768e-17,3.3464995577023975e-17,8.8654911708508204e-23,3.5050615549527496e-28,1.0997780470412704e-17,1.940886474212959e-19,2.741441206133743e-20,1.2511686738963571e-18,9.4231794742358e-26,3.8700870936938501e-22,5.8171118248112631e-27
8.094836262535087e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19043657597158689,0.098436326592265866,0.099552250035834053,2.1229826006945419e-12,1.2446940428978711e-09,2.1459936168911324e-15,2.9359349596968359e-10,4.5583836105482486e-13,4.925589029642527e-45,6.8980568400966354e-12,1.10891146247406e-22,5.5411908479173559e-20,4.0138045135120926e-22,7.7110405844801915e-12,5.9628109801849551e-33,1.4724872095196805e-35,3.1679517238995121e-16,8.8186319048071691e-28,0.0015636580784324516,0.00089548936467742386,1.4316428139895076e-08,5.0476146739412327e-09,3.1226327238753963e-09,3.7970254932555654e-09,9.0103628547125291e-15,5.9753106648521914e-11,4.7321370126733024e-10,1.6826384616189489e-10,7.7111983391583853e-14,2.6409798572118803e-13,2.0581575909960678e-14,7.8377295505933661e-16,3.3241584998483233e-14,6.186190258134964e-17,3.4319000644561751e-17,9.221327783751102e-23,3.6455974265876715e-28,1.1291369098375289e-17,2.0115245844144876e-19,2.8716966661523151e-20,1.2879192219782845e-18,9.8759546621201814e-26,4.0254843605697947e-22,6.0507261925715457e-27
8.134973487627811e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19042655222843327,0.098430679727712814,0.099550061573886531,2.1833852606681037e-12,1.2732588682633425e-09,2.1703818439275922e-15,3.0027772412221684e-10,4.6684780284609818e-13,5.1428552468565207e-45,6.9980172962716063e-12,1.1579160866713263e-22,5.5903371232659948e-20,4.1518516115141637e-22,7.8687496694017731e-12,6.1887713195155563e-33,1.5148178884088669e-35,3.2048730028893086e-16,9.1676706227275958e-28,0.0015693047930934994,0.0008998661721636241,1.4451544643175026e-08,5.0683209391779737e-09,3.1226780639352641e-09,3.854413257214213e-09,9.0956100438444382e-15,6.0313468763459124e-11,4.7761938795116712e-10,1.7103952107796688e-10,7.8722632232598374e-14,2.705952269027377e-13,2.1130820416081805e-14,8.0533049534675557e-16,3.3891467103121585e-14,6.3307166236627789e-17,3.5190732618708574e-17,9.589676631712336e-23,3.7910682618609735e-28,1.159085739876883e-17,2.0842710533036049e-19,3.0073383566362606e-20,1.3255553958787796e-18,1.0347981444656866e-25,4.1861441894026805e-22,6.2922498739423688e-27
8.175110712720535e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1904165458816405,0.09842504970217382,0.099547873390222488,2.2450442175371978e-12,1.3022448441073272e-09,2.1947667893307227e-15,3.0707060865377041e-10,4.7806542522937055e-13,5.3683145430790639e-45,7.0989118112524201e-12,1.2088236445711653e-22,5.6394633507182645e-20,4.2939208568553797e-22,8.028588762716325e-12,6.4217704563262883e-33,1.558106743531893e-35,3.2419418370519126e-16,9.528683131672263e-28,0.0015749346680294827,0.00090424242241363725,1.458723235541918e-08,5.0888621495856462e-09,3.1226167275497821e-09,3.9120755173956602e-09,9.1811873254998492e-15,6.0872172133599161e-11,4.8202785349474066e-10,1.7384036021584254e-10,8.0353207213508703e-14,2.7720877383145813e-13,2.1691156329304564e-14,8.2736293528115048e-16,3.4550715064925278e-14,6.477844551224536e-17,3.6080473661248662e-17,9.9709153230635236e-23,3.9416227281201029e-28,1.1896321430031014e-17,2.1591738408905143e-19,3.1485543967468047e-20,1.3640938679151426e-18,1.0839972035774325e-25,4.352212122058019e-22,6.5419013933147571e-27
8.215247937813259e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19040655688073041,0.098419436466025884,0.099545685484414365,2.3079749332799078e-12,1.3316537487674796e-09,2.219146799624787e-15,3.1397309799824567e-10,4.8949406731174869e-13,5.6022206904106194e-45,7.2007442219347464e-12,1.2616978727801973e-22,5.6885678208168133e-20,4.4401083750302067e-22,8.1905709881520026e-12,6.6619767173322807e-33,1.6023692286142688e-35,3.2791570025885617e-16,9.9020174067375971e-28,0.00158054775286356,0.00090861811628117038,1.472349044789694e-08,5.1092415623384739e-09,3.1224526071484937e-09,3.9700076699269564e-09,9.2666694746175181e-15,6.1429197483382439e-11,4.8643878368188913e-10,1.7666630674002863e-10,8.2003751479046025e-14,2.8393981896075793e-13,2.2262730049992689e-14,8.4987809445809068e-16,3.5219415637038507e-14,6.6276066993110604e-17,3.6988509037996423e-17,1.0365430968072174e-22,4.097413228876307e-28,1.2207837622756684e-17,2.2362816102446308e-19,3.2955381926611431e-20,1.4035515357415444e-18,1.135266105318836e-25,4.5238368726958283e-22,6.7999040278063005e-27
8.255385162905983e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19039658517537372,0.098413839969792583,0.099543497856035917,2.372192902932072e-12,1.3614873245286379e-09,2.2435202825928609e-15,3.2098613762564858e-10,5.0113659163860894e-13,5.8448334868965259e-45,7.303518358638682e-12,1.3166043031777452e-22,5.7376488880771822e-20,4.5905120854953004e-22,8.3547094951467683e-12,6.909561098886516e-33,1.647620930167744e-35,3.3165172998220962e-16,1.0288029718328966e-27,0.0015861440970724541,0.0009129932546173853,1.4860318093638929e-08,5.1294624219058165e-09,3.1221895161006395e-09,4.0282051917734347e-09,9.3529490657217991e-15,6.1984523633624726e-11,4.9085186978805262e-10,1.7951730102623026e-10,8.3674307237739654e-14,2.907895534867853e-13,2.2845688820232911e-14,8.7288387608840883e-16,3.5897655920180967e-14,6.7800359505604683e-17,3.7915127138053919e-17,1.0773620370943085e-22,4.2585959689584392e-28,1.252548277918213e-17,2.3156437304480429e-19,3.4484885472573829e-20,1.4439455241702161e-18,1.188680610191827e-25,4.7011703811853101e-22,7.0664858870174481e-27
8.295522387998706e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19038663071538986,0.098408260164143391,0.099541310504662084,2.4377136538664128e-12,1.3917472782717512e-09,2.2678857061513944e-15,3.2811066993231321e-10,5.1299588425184448e-13,6.0964188510846152e-45,7.4072380451225153e-12,1.3736103038739283e-22,5.7867049696385429e-20,4.7452317256796621e-22,8.5210174609048409e-12,7.1646972830599948e-33,1.6938775670437423e-35,3.3540215530944385e-16,1.0687084786528667e-27,0.0015917237499868853,0.00091736783827090905,1.4997714467428367e-08,5.1495279571516463e-09,3.1218311867841086e-09,4.0866636418759117e-09,9.4396867482589161e-15,6.2538133859553838e-11,4.9526680482453237e-10,1.8239328072131926e-10,8.536491583338017e-14,2.9775916718666445e-13,2.3440180725149707e-14,8.9638826736206814e-16,3.6585523361974339e-14,6.9351654118192624e-17,3.8860619493081807e-17,1.1195890223720023e-22,4.4253310360291726e-28,1.2849334072704722e-17,2.3973102795078377e-19,3.6076097706200263e-20,1.4852931869949594e-18,1.2443188365713499e-25,4.8843678670817941e-22,7.3418799933674649e-27
8.33565961309143e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19037669345074623,0.098402696999893374,0.099539123429869092,2.5045527451188773e-12,1.4224352821273972e-09,2.2922415972113929e-15,3.3534763413336307e-10,5.2507485474779202e-13,6.3572489170366834e-45,7.5119070985964336e-12,1.4327851207828403e-22,5.8357345439220577e-20,4.9043688751565485e-22,8.6895080923741265e-12,7.4275616535377087e-33,1.7411549899744986e-35,3.3916686106429649e-16,1.1099555937222637e-27,0.001597286760792003,0.00092174186808784706,1.5135678745791798e-08,5.169441373757824e-09,3.1213812747544206e-09,4.1453786621610075e-09,9.5261432752240736e-15,6.3090014305820467e-11,4.9968328435416812e-10,1.8529418079097634e-10,8.7075617769687957e-14,3.0484984825824361e-13,2.4046354694336e-14,9.2039933981051053e-16,3.7283105756269997e-14,7.0930284141998098e-17,3.9825280796593373e-17,1.1632657302676225e-22,4.597782483654972e-28,1.3179469047461195e-17,2.4813320472104188e-19,3.7731117916550861e-20,1.5276121088179111e-18,1.3022613208717663e-25,5.073587884130939e-22,7.6263243635215157e-27
