Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CO2X(24),C2H4(47),COX(50),CH4OX(60),C2H6X(52),C2H4X(210),C2H4X(65),CH2OH(40),CH2OX(54),acetyl(43)
3.3677276803559465e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45079146143666243,0.11717169293197127,0.022798552914103966,2.3191847822084173e-16,3.6743173419232034e-10,4.0297988960964306e-07,2.0236043991740652e-09,9.1616031865684777e-11,4.1414022392756462e-17,2.993100092243279e-05,5.1169805810279859e-21,2.8359503238698875e-05,2.5656600792132982e-15,4.3906335535718431e-13,6.2840360869281014e-18,6.3289792906234784e-20,6.1007464826429666e-08,6.2427164821975034e-15,0.0014681349046745521,4.5961053421254565e-05,1.5063697455945357e-06,4.7665268255773596e-09,1.6946319126914864e-10,4.3690262491325425e-09,6.9524445679205167e-14,2.0029318340617439e-12,3.5016604349279922e-10,2.0009415310045437e-07,9.6600738330049677e-15,3.4534062722619255e-09,1.0540931759766317e-17,9.1901844117981041e-15,6.3497546759493991e-15,4.9222501369790603e-18,1.2883252684619517e-13,1.7741740263373743e-17,1.7930683829105722e-21,2.0377805310390859e-17,3.2130495126330673e-20,1.5142242437287009e-19
3.402662424146335e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45077728465331296,0.11715766608781299,0.022798333503792557,2.4654840697019414e-16,3.8470945422488406e-10,4.1121178021155726e-07,2.0959976087995596e-09,9.449501038360515e-11,4.4337856077901458e-17,3.0242639612623658e-05,5.3964955408571206e-21,2.8640092118284331e-05,2.6500259386189228e-15,4.6395126268650316e-13,6.6002177246427957e-18,6.6203263322331293e-20,6.32229074604525e-08,6.5138108870206245e-15,0.0014818468209055662,4.6397441402314259e-05,1.5314217059308023e-06,4.8904954220394236e-09,1.7122910069776966e-10,4.4007060749262521e-09,7.1896642189049065e-14,2.017531452572708e-12,3.6160566945109391e-10,2.0326030258193397e-07,9.9085624475950839e-15,3.5473236177901565e-09,1.1093919827035007e-17,9.5963720342624078e-15,6.5770397720008535e-15,5.2014146279441575e-18,1.3361695423394731e-13,1.8719705589030401e-17,1.8708770598225494e-21,2.1600059739766362e-17,3.4595015471843967e-20,1.5847398646439128e-19
3.4375971679367235e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45076313787882233,0.11714366823152117,0.022798114641334105,2.6194175965378995e-16,4.0262344064159362e-10,4.1952423871544543e-07,2.1702251021761302e-09,9.7433645370654072e-11,4.7436128622346899e-17,3.0554301090171037e-05,5.6881200776715978e-21,2.8920415355020049e-05,2.7362363506179569e-15,4.8998814199485144e-13,6.9287275042475041e-18,6.921990031477574e-20,6.5495440196065945e-08,6.7936731092647493e-15,0.0014955297029801181,4.6832672250576611e-05,1.5566312409129654e-06,5.0163288419382422e-09,1.7299510950570019e-10,4.4323833077799581e-09,7.4332363106411853e-14,2.0321339109066037e-12,3.7330576621358271e-10,2.0644774167389513e-07,1.0160875064503742e-14,3.642684146293975e-09,1.1669822175781477e-17,1.0015932093294487e-14,6.8100833018938213e-15,5.4934712101418659e-18,1.3852328007511035e-13,1.9740338941090956e-17,1.9511992971835988e-21,2.2882301592369815e-17,3.7220569569321856e-20,1.6577869880045314e-19
3.472531911727112e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45074902106081965,0.11712969930161463,0.022797896330234897,2.7812999452368647e-16,4.2119062455905764e-10,4.2791721212468683e-07,2.2463143049402055e-09,1.0043254726254314e-10,5.0717355291463874e-17,3.086598533690099e-05,5.9922448399894932e-21,2.9200473333980506e-05,2.8243118029235528e-15,5.1721497311242707e-13,7.2699064510701559e-18,7.2342281598901259e-20,6.7825908010980232e-08,7.0824915996626177e-15,0.0015091836123993765,4.7266738060514565e-05,1.581997149231308e-06,5.1440306413714824e-09,1.7476121774018773e-10,4.4640579218586999e-09,7.6832891871243848e-14,2.0467393193698265e-12,3.8526961236583119e-10,2.0965643660735288e-07,1.041702872104087e-14,3.7394915174953794e-09,1.2269326502952528e-17,1.0449157184918378e-14,7.0489712091406532e-15,5.7988796803379709e-18,1.4355316451721032e-13,2.080502030682637e-17,2.0340890011227207e-21,2.4226821785223405e-17,4.0015857957747462e-20,1.7334298205713583e-19
3.5074666555175005e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4507349341469693,0.11711575923674244,0.022797678573951798,2.9514550802036139e-16,4.4042820648101148e-10,4.3639064842955606e-07,2.3242927463623778e-09,1.0349232645543384e-10,5.4190374739584608e-17,3.1177692334831077e-05,6.3092688505496506e-21,2.9480266439152661e-05,2.9142727988100986e-15,5.4567375959467864e-13,7.6241010391443124e-18,7.5573022465593436e-20,7.0215157179291329e-08,7.3804568634439575e-15,0.0015228086105341179,4.7699631024060552e-05,1.6075182274434508e-06,5.2736041092056915e-09,1.7652742545029615e-10,4.4957298916667221e-09,7.9399528329536865e-14,2.0613477905399746e-12,3.9750048740131722e-10,2.1288635349442817e-07,1.0677040165980903e-14,3.8377492971141485e-09,1.2893132372817648e-17,1.0896343152010538e-14,7.293789756486777e-15,6.1181113121724122e-18,1.4870826913150453e-13,2.1915158984390814e-17,2.1196006620657416e-21,2.56359733727266e-17,4.2989952467755529e-20,1.8117335117563118e-19
3.542401399307889e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45072087708497066,0.11710184797568356,0.022797461375892124,3.1302165081318248e-16,4.6035365702174038e-10,4.4494449660055606e-07,2.4041880570681834e-09,1.0661359330590891e-10,5.7864357728266724e-17,3.1489422066170597e-05,6.6395995974194035e-21,2.9759795053436807e-05,3.0061398570940064e-15,5.7540754254230335e-13,7.9916632040409069e-18,7.8914775903767615e-20,7.2664035147555313e-08,7.6877614617810608e-15,0.0015364047586250052,4.8131343430984786e-05,1.6331932701051734e-06,5.4050522681444768e-09,1.7829373268688648e-10,4.5273991920487823e-09,8.2033588699243343e-14,2.0759594392719037e-12,4.1000167134364342e-10,2.161374583312453e-07,1.0940925859563797e-14,3.9374609590914541e-09,1.3541951202487928e-17,1.1357789086593085e-14,7.5446255187220017e-15,6.4516490105601323e-18,1.5399025685209694e-13,2.3072193884006397e-17,2.2077893550914387e-21,2.711217249984283e-17,4.6152307762802827e-20,1.8927641560203269e-19
3.5773361430982775e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45070684982255699,0.11708796545734663,0.022797244739413493,3.317927438180829e-16,4.8098471758096403e-10,4.5357870658167037e-07,2.4860279667611212e-09,1.0979695813094334e-10,6.174881597722268e-17,3.1801174513320511e-05,6.9836531251679978e-21,3.0039059558647573e-05,3.0999335121148036e-15,6.064604143951287e-13,8.3729503549299174e-18,8.2370232719601216e-20,7.5173390411412948e-08,8.0046000132325934e-15,0.0015499721177828613,4.8561867669256212e-05,1.6590210699009104e-06,5.5383778758520686e-09,1.8006013950259743e-10,4.559065798191348e-09,8.4736405530742724e-14,2.0905743827032161e-12,4.2277644437193075e-10,2.1940971700082489e-07,1.1208701973546755e-14,4.0386298877676135e-09,1.4216506242800997e-17,1.1833797332124072e-14,7.8015653755001902e-15,6.7999874657821097e-18,1.5940079191728443e-13,2.4277593828921172e-17,2.2987107402875452e-21,2.8657899355580244e-17,4.9512773096792316e-20,1.9765887951671124e-19
3.612270886888666e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45069285230749451,0.11707411162076968,0.022797028667823762,3.5149409418618222e-16,5.0233940097008367e-10,4.6229322928353137e-07,2.5698403019483098e-09,1.1304303120787512e-10,6.5853611147939916e-17,3.2112949658873553e-05,7.3418541261056499e-21,3.0318060335514928e-05,3.1956743137165286e-15,6.3887753269721881e-13,8.7683253858752514e-18,8.5942121652526881e-20,7.7744072392790017e-08,8.3311691951855505e-15,0.0015635107489889439,4.8991196225386199e-05,1.6850004177738953e-06,5.6735834261315682e-09,1.8182664595182495e-10,4.5907296856237683e-09,8.7509327661890838e-14,2.1051927402592162e-12,4.3582808644946449e-10,2.2270309527597184e-07,1.1480384391306496e-14,4.141259380014866e-09,1.4917532554580203e-17,1.2324673485784844e-14,8.0646965041685092e-15,7.1636333072366478e-18,1.6494153981305299e-13,2.5532857856140712e-17,2.392421063106598e-21,3.0275699126579301e-17,5.3081604288941819e-20,2.0632754205331854e-19
3.6472056306790545e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45067888448758237,0.11706028640511987,0.02279681316438088,3.7216201125710147e-16,5.2443599198970989e-10,4.7108801657651023e-07,2.6556529836691429e-09,1.1635242277437594e-10,7.0188963959992001e-17,3.2424747485614339e-05,7.7146360315880736e-21,3.0596797763685261e-05,3.2933828272294422e-15,6.7270513383055702e-13,9.1781566863662748e-18,8.9633209487994871e-20,8.0376931317698229e-08,8.6676677452955076e-15,0.0015770207130952193,4.9419321684754811e-05,1.7111301030559275e-06,5.810671150157109e-09,1.8359325209070353e-10,4.6223908302193741e-09,9.0353720167691091e-14,2.1198146336573279e-12,4.4915987695565534e-10,2.2601755882215762e-07,1.1755988707991367e-14,4.2453526473260022e-09,1.5645776980281014e-17,1.2830726400764546e-14,8.334106372607455e-15,7.5431052568213593e-18,1.7061416721864653e-13,2.683951551693347e-17,2.4889771547216863e-21,3.196818295062094e-17,5.6869475916641992e-20,2.1528929750746143e-19
3.682140374469443e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4506649463106514,0.11704648974969312,0.022796598232292815,3.9383382247074158e-16,5.4729304795841249e-10,4.7996302128372678e-07,2.7434940252273374e-09,1.1972574302842158e-10,7.4765463440013923e-17,3.2736567976519251e-05,8.1024411033864581e-21,3.0875272221722457e-05,3.3930796334520379e-15,7.0799054671469024e-13,9.6028181510896247e-18,9.3446301167011352e-20,8.3072818094660955e-08,9.0142964629251424e-15,0.0015905020708246358,4.9846236731919919e-05,1.7374089135967236e-06,5.949643017759135e-09,1.8535995797708522e-10,4.6540492081965267e-09,9.3270964304626445e-14,2.1344401869109453e-12,4.6277509432138878e-10,2.2935307320039704e-07,1.2035530230723171e-14,4.3509128178596623e-09,1.6401998111037008e-17,1.3352268188541811e-14,8.6098827320827897e-15,7.9389342819165303e-18,1.7642034195413244e-13,2.8199127177110244e-17,2.5884364323820769e-21,3.3738028869870359e-17,6.0887493727002805e-20,2.2455113553508858e-19
3.7170751182598315e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45065103772456322,0.11703272159391405,0.022796383874717475,4.1654788923131546e-16,5.7092939919264083e-10,4.8891819717398219e-07,2.8333915299267294e-09,1.2316360212826254e-10,7.9594076303291051e-17,3.3048411114756475e-05,8.505720525122716e-21,3.1153484087109101e-05,3.494785328633361e-15,7.4478220646974746e-13,1.0042689188944992e-17,9.7384239892462039e-20,8.583258419378851e-08,9.3712582105810413e-15,0.0016039548827713943,5.0271934150909032e-05,1.7638356358928419e-06,6.0905007387620494e-09,1.8712676367052026e-10,4.6857047961196088e-09,9.6262457449697787e-14,2.1490695263327693e-12,4.7667701566782436e-10,2.3270960387011797e-07,1.231902397884809e-14,4.4579429384431413e-09,1.7186966249125224e-17,1.3889614221163667e-14,8.8921136101105764e-15,8.3516637479408824e-18,1.8236173292989278e-13,2.9613284317077866e-17,2.6908568997687242e-21,3.5587982783672572e-17,6.5147207267741672e-20,2.3412014134064021e-19
3.75200986205022e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45063715867721005,0.11701898187733541,0.022796170094762619,4.4034362271744809e-16,5.9536414943779168e-10,4.9795349895461494e-07,2.9253736888111829e-09,1.2666661019239464e-10,8.468615646788357e-17,3.3360276883685995e-05,8.9249344937699715e-21,3.1431433736247654e-05,3.5985205244556322e-15,7.8312966804027068e-13,1.0498154731308755e-17,1.0144990723222939e-19,8.8657081526526559e-08,9.7387579153488375e-15,0.0016173792094012229,5.0696406825493958e-05,1.7904090552161397e-06,6.2332457643733973e-09,1.8889366923223654e-10,4.7173575708999507e-09,9.9329613034216588e-14,2.1637027805375737e-12,4.90868916448708e-10,2.3608711619202447e-07,1.2606484684236355e-14,4.5664459765334568e-09,1.8001463365869493e-17,1.4443083133521764e-14,9.1808873033364285e-15,8.7818495704511e-18,1.884400100979701e-13,3.1083609831667512e-17,2.796297147349681e-21,3.7520859400717608e-17,6.9660622738021282e-20,2.440034958550074e-19
3.786944605840608e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45062330911651377,0.11700527053963812,0.022795956895485792,4.6526149963219194e-16,6.2061667625041197e-10,5.0706888226428325e-07,3.0194687784090025e-09,1.3023537729952964e-10,9.0053454701184442e-17,3.3672165266859455e-05,9.3605523112181578e-21,3.1709121544461749e-05,3.7043058480171772e-15,8.2308361977732402e-13,1.0969605239549451e-17,1.0564622321911273e-19,9.1547162326100972e-08,1.0117002570326758e-14,0.0016307751110516472,5.1119647739448433e-05,1.8171279557417377e-06,6.3778792886237831e-09,1.9066067472511958e-10,4.7490075097967069e-09,1.0247386047240079e-13,2.1783400804444513e-12,5.0535407009625999e-10,2.3948557543095255e-07,1.2897926791630249e-14,4.6764248221374945e-09,1.8846283055005917e-17,1.5012996825625876e-14,9.4762923704301433e-15,9.230060366756723e-18,1.9465684440520189e-13,3.2611758329737846e-17,2.9048163527354226e-21,3.9539543190393974e-17,7.444021605979928e-20,2.5420847590335094e-19
3.821879349630996e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45060948899042569,0.11699158752063071,0.022795744279894267,4.9134307788683387e-16,6.4670663133154801e-10,5.1626430366567211e-07,3.1157051584821667e-09,1.3387051348856606e-10,9.5708128398783222e-17,3.3984076248020158e-05,9.8130524759046587e-21,3.1986547885997423e-05,3.8121619418156514e-15,8.6469589697637879e-13,1.1457436711799232e-17,1.0997614644756146e-19,9.4503679028682306e-08,1.0506201236057521e-14,0.0016441426479322616,5.1541649976788558e-05,1.8439911206754779e-06,6.5244022498566871e-09,1.9242778021369212e-10,4.7806545904176749e-09,1.0569664508482875e-13,2.1929815592785046e-12,5.201357476706987e-10,2.4290494675871772e-07,1.319336445903984e-14,4.7878822896919648e-09,1.972223048153626e-17,1.5599680464874843e-14,9.7784176249968293e-15,9.6968776070224685e-18,2.0101390774807816e-13,3.4199416433553135e-17,3.0164742810340757e-21,4.1646989333151036e-17,7.9498946170206461e-20,2.6474245436283512e-19
3.856814093421384e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4505956982469248,0.11697793276024931,0.022795532250944994,5.1863101221241122e-16,6.7365394081125906e-10,5.2553972063812812e-07,3.2141112697807858e-09,1.3757262875856036e-10,1.0166275149548334e-16,3.429600981110289e-05,1.0282922774509892e-20,3.2263713134024542e-05,3.9221094637315782e-15,9.0801949536849955e-13,1.1962050688985511e-17,1.1444267416723121e-19,9.7527484155292657e-08,1.0906565041958686e-14,0.0016574818801249982,5.1962406721996321e-05,1.8709973323808284e-06,6.6728153322673316e-09,1.9419498576409339e-10,4.8122987907200547e-09,1.089994280168078e-13,2.2076273525720043e-12,5.3521721751345761e-10,2.4634519525695493e-07,1.3492811558186117e-14,4.900821119903952e-09,2.0630122326097596e-17,1.6203462488324913e-14,1.0087352128505607e-14,1.0182895764830225e-17,2.075128729292604e-13,3.5848303077936913e-17,3.1313312852065611e-21,4.3846224669691781e-17,8.4850268535424987e-20,2.7561290031032864e-19
3.891748837211772e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45058193683401881,0.11696430619855726,0.022795320811544548,5.4716906969289087e-16,7.0147880548434443e-10,5.3489509157022654e-07,3.3147156318030913e-09,1.413423330686982e-10,1.0793032450829528e-16,3.4607965940233828e-05,1.0770660373717749e-20,3.2540617660638168e-05,4.034169087012172e-15,9.5310858456238676e-13,1.2483854260127247e-17,1.1904884237337416e-19,1.0061943019447701e-07,1.1318307187751457e-14,0.0016707928675843968,5.2381911260226178e-05,1.8981453725052284e-06,6.8231189674897671e-09,1.9596229144405909e-10,4.843940089011158e-09,1.1238368615171631e-13,2.2222775981650157e-12,5.5060174490415206e-10,2.4980628591994852e-07,1.3796281674991013e-14,5.015243981552767e-09,2.157078672488089e-17,1.6824674604955541e-14,1.0403185183237049e-14,1.0688722467173454e-17,2.1415541361570135e-13,3.7560169809201092e-17,3.2494483064216861e-21,4.6140348648819685e-17,9.0508148886492976e-20,2.8682737916013002e-19
3.9266835810021605e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45056820469974207,0.11695070777574475,0.02279510996454908,5.7700214521401719e-16,7.3020170099733967e-10,5.4433037575226647e-07,3.4175468405613463e-09,1.4518023633826622e-10,1.1452428471120478e-16,3.491994461973038e-05,1.1276771912040839e-20,3.2817261836860002e-05,4.1483615002554718e-15,1.00001852143486e-12,1.302326006690034e-17,1.2379772589407405e-19,1.0378036948576078e-07,1.174164294488796e-14,0.0016840756701378748,5.2800156977494801e-05,1.9254340221058361e-06,6.9753133362312795e-09,1.9772969732290021e-10,4.8755784639490434e-09,1.1585091201938088e-13,2.2369324362054729e-12,5.6629259172135218e-10,2.5328818365745447e-07,1.4103788110113754e-14,5.1311534732538443e-09,2.2545063205131775e-17,1.7463651797932756e-14,1.0726006325250379e-14,1.1214978643856983e-17,2.2094320429830738e-13,3.9336801083851051e-17,3.3708868744111302e-21,4.8532534273764115e-17,9.6487077177416434e-20,2.9839355279177648e-19
3.9616183247925486e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.450554501792156,0.11693713743212868,0.022794899712764344,6.0817627682187124e-16,7.5984337798686107e-10,5.5384553336869946e-07,3.5226335663539808e-09,1.490869484466241e-10,1.2145851644148908e-16,3.5231945834100977e-05,1.1801773591710405e-20,3.309364603263989e-05,4.2647074073947548e-15,1.0488058634674032e-12,1.3580686307476795e-17,1.28692438474339e-19,1.0701115410391545e-07,1.2176789657977064e-14,0.0016973303474859943,5.3217137360853895e-05,1.9528620617746573e-06,7.1293983699532666e-09,1.9949720347148274e-10,4.9072138945431185e-09,1.1940261369955615e-13,2.2515920091487448e-12,5.8229301610721046e-10,2.5679085329751178e-07,1.4415343879533101e-14,5.2485521251853723e-09,2.3553802616270444e-17,1.8120732326870045e-14,1.1055905317371517e-14,1.1762298676275577e-17,2.27877920253089e-13,4.1180014567066955e-17,3.4957091078244184e-21,5.1026029046811055e-17,1.0280208176592518e-19,3.1031917966799472e-19
3.996553068582937e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45054082805934786,0.11692359510815239,0.022794690058945601,6.407386609852483e-16,7.9042486216938857e-10,5.6344052549049287e-07,3.6300045515443316e-09,1.5306307923317703e-10,1.2874736153733214e-16,3.5543969568044932e-05,1.2346191270630898e-20,3.3369770616857319e-05,4.3832275276832682e-15,1.0995283820264133e-12,1.4156556739642404e-17,1.3373613285706203e-19,1.1031263574405285e-07,1.2623966746208725e-14,0.001710556959202732,5.3632845998546497e-05,1.9804282717630381e-06,7.2853737525976792e-09,2.0126480996220667e-10,4.9388463601546713e-09,1.2304031472057105e-13,2.266256461756651e-12,5.9860627213600429e-10,2.6031425958924432e-07,1.4730961715174911e-14,5.3674424007783833e-09,2.4597867056670411e-17,1.8796257730086904e-14,1.1392972142203075e-14,1.2331330545544964e-17,2.3496123750374362e-13,4.309166143096146e-17,3.6239777145838012e-21,5.3624155912066823e-17,1.094687438171636e-19,3.2261211494285885e-19
4.031487812373325e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45052718344943071,0.11691008074438534,0.022794481005797659,6.747376677560056e-16,8.2196745438260267e-10,5.7311531406742862e-07,3.7396886083462903e-09,1.5710923849734865e-10,1.3640562990646445e-16,3.58560158064522e-05,1.2910560554399073e-20,3.3645635957323058e-05,4.5039425956792273e-15,1.1522450755848414e-12,1.4751300683197812e-17,1.3893200086086436e-19,1.1368566560756878e-07,1.3083395704776891e-14,0.0017237555647357423,5.4047276580146575e-05,2.0081314321054789e-06,7.4432389223581494e-09,2.0303251686898513e-10,4.9704758404973511e-09,1.2676555395321646e-13,2.2809259410959627e-12,6.1523560948663023e-10,2.6385836720565191e-07,1.5050654065584591e-14,5.4878266983709599e-09,2.5678129796138417e-17,1.9490572826865045e-14,1.1737296995157285e-14,1.2922735979959499e-17,2.4219483278562099e-13,4.5073626652614131e-17,3.7557559922391053e-21,5.6330314196184893e-17,1.1650321193056415e-19,3.3528031056021539e-19
4.066422556163713e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45051356791054259,0.11689659428152285,0.022794272555974847,7.1022285582159637e-16,8.5449273057839754e-10,5.828698619203373e-07,3.851714616617211e-09,1.6122603599855474e-10,1.4444861022553047e-16,3.6168084534403095e-05,1.3495426888387587e-20,3.3921242420780772e-05,4.6268733612311133e-15,1.2070161828829291e-12,1.5365353021648041e-17,1.4428327345483262e-19,1.1713109428895666e-07,1.3555300106301072e-14,0.0017369262234066282,5.4460422896682032e-05,2.0359703227427668e-06,7.602993073494888e-09,2.0480032426722379e-10,5.0021023156375875e-09,1.30579885499942e-13,2.2956005965363718e-12,6.3218427311911009e-10,2.6742314074639098e-07,1.5374433096643847e-14,5.6097073528272343e-09,2.6795475194139701e-17,2.0204025719702286e-14,1.2088970277512933e-14,1.3537190601750822e-17,2.4958038351101864e-13,4.7127829311883138e-17,3.891107828322557e-21,5.9147980546887034e-17,1.2392221699010557e-19,3.4833181534244286e-19
4.101357299954101e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45049998139084618,0.11688313566038586,0.022794064712081046,7.4724498744406678e-16,8.8802254176771758e-10,5.927041327332758e-07,3.9661115216583923e-09,1.6541408145617718e-10,1.5289208076986208e-16,3.648017573716808e-05,1.4101345649893004e-20,3.4196590372908616e-05,4.7520405894632643e-15,1.2639031960257951e-12,1.599915420318549e-17,1.4979322083016451e-19,1.2064977166350989e-07,1.4039905602246479e-14,0.001750068994411206,5.4872278840741349e-05,2.0639437236443877e-06,7.7646351581924025e-09,2.0656823223379953e-10,5.0337257659949674e-09,1.3448487857944077e-13,2.3102805797479481e-12,6.494555029551453e-10,2.7100854474054301e-07,1.5702310692331047e-14,5.7330866371218578e-09,2.7950798613814734e-17,2.0936967796564186e-14,1.2448082589497311e-14,1.4175384073122443e-17,2.5711956773576219e-13,4.9256222888993957e-17,4.0300977007035428e-21,6.2080709869111827e-17,1.3174308723811399e-19,3.6177477506961421e-19
4.136292043744489e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45048642383852822,0.11686970482192063,0.022793857476669632,7.858560432798559e-16,9.2257901391737804e-10,6.0261809104564008e-07,4.0829083320234667e-09,1.6967398454953834e-10,1.6175232037331562e-16,3.6792289400207489e-05,1.4728882240348146e-20,3.4471680178321099e-05,4.8794650607617467e-15,1.3229688735156463e-12,1.6653150240971686e-17,1.5546515246873635e-19,1.2424254677593343e-07,1.4537439924342844e-14,0.0017631839368197682,5.5282838406563823e-05,2.0920504149302063e-06,7.9281638884591852e-09,2.0833624084703952e-10,5.0653461723425401e-09,1.3848211740669879e-13,2.3249660446980765e-12,6.6705253356277369e-10,2.7461454364937205e-07,1.6034298455524989e-14,5.8579667638905582e-09,2.9145006331837714e-17,2.1689753733133588e-14,1.2814724723394147e-14,1.4838020241535389e-17,2.6481406412702179e-13,5.1460795561905981e-17,4.1727906779433624e-21,6.5132136258625955e-17,1.3998376357272289e-19,3.7561743254912852e-19
4.171226787534877e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45047289520179901,0.11685630170719855,0.02279365085224358,8.2610923707480936e-16,9.5818454779904165e-10,6.1261170224422507e-07,4.2021341173350081e-09,1.7400635491787689e-10,1.710461195178045e-16,3.7104425509171168e-05,1.5378612177598696e-20,3.474651220057073e-05,5.009167570760494e-15,1.3842772532164212e-12,1.7327792712723239e-17,1.613024172086071e-19,1.2791026772988297e-07,1.5048132886001945e-14,0.0017762711095773527,5.5692095690113658e-05,2.1202891769913792e-06,8.0935777380683694e-09,2.1010435018670029e-10,5.096963515807084e-09,1.4257320106858828e-13,2.3396571476478761e-12,6.8497859384515866e-10,2.7824110186906973e-07,1.6370407708851199e-14,5.9843498869474422e-09,3.0379015444169623e-17,2.2462741495057861e-14,1.3188987656678592e-14,1.5525817284220514e-17,2.7266555193232006e-13,5.3743570503456931e-17,4.3192524196499662e-21,6.8305973932934334e-17,1.4866281506906108e-19,3.8986812767588365e-19
4.206161531325265e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4504593954288923,0.11684292625741571,0.022793444841255436,8.6805903022888782e-16,9.9486181879055157e-10,6.2268493255522614e-07,4.3238180061096671e-09,1.7841180216032335e-10,1.8079079155213871e-16,3.7416584049898169e-05,1.6051121188244068e-20,3.5021086802149868e-05,5.1411689303277536e-15,1.4478936652487241e-12,1.8023538759607221e-17,1.673084033064731e-19,1.3165378157844912e-07,1.5572216383733845e-14,0.0017893305715040041,5.610004488913771e-05,2.1486587906104915e-06,8.2608749445384699e-09,2.118725603339464e-10,5.1285777778693082e-09,1.4675974339508598e-13,2.3543540471481194e-12,7.0323690673356378e-10,2.8188818373348751e-07,1.6710649495570273e-14,6.1122381027696532e-09,3.1653753767756251e-17,2.3256292340194156e-14,1.3570962545180146e-14,1.6239507851893571e-17,2.8067571094969084e-13,5.6106606178285514e-17,4.4695491768326591e-21,7.1606018159328684e-17,1.577994547241972e-19,4.0453529748306132e-19
4.241096275115653e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45044592446806425,0.11682957841389287,0.022793239446107363,9.1176114622512548e-16,1.0326337766298218e-09,6.3283774903618676e-07,4.4479891835921664e-09,1.8289093583587695e-10,1.9100418403975996e-16,3.7728765008416439e-05,1.6747005300042383e-20,3.5295404344492588e-05,5.2754899655527904e-15,1.5138847448129169e-12,1.8740851084451812e-17,1.7348653849708957e-19,1.3547393421560711e-07,1.6109924398561851e-14,0.0018023623812950381,5.6506680303207408e-05,2.177158037080883e-06,8.4300535111531944e-09,2.1364087137132946e-10,5.1601889403639979e-09,1.5104337282620394e-13,2.3690569040346407e-12,7.2183068888454296e-10,2.855557535168564e-07,1.7055034580507796e-14,6.2416334519500092e-09,3.2970159738230207e-17,2.4070770820852502e-14,1.396074071627454e-14,1.6979839211649178e-17,2.8884622149894313e-13,5.8551996639532645e-17,4.6237477922568182e-21,7.5036146179913873e-17,1.6741355542582444e-19,4.1962747618360024e-19
4.276031018906041e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45043248226759336,0.11681625811807499,0.022793034669151186,9.5727258491747351e-16,1.0715236451215141e-09,6.4307011956789425e-07,4.5746768895984156e-09,1.8744436546338276e-10,2.0170469023493754e-16,3.8040968370942416e-05,1.7466870934379597e-20,3.5569465187976516e-05,5.4121515177328586e-15,1.5823184449382982e-12,1.9480197949277661e-17,1.7984029004967337e-19,1.3937157026864665e-07,1.6661492997436282e-14,0.0018153665975213036,5.6911996333744651e-05,2.2057856983251519e-06,8.6011112090194412e-09,2.1540928338276694e-10,5.1917969854801241e-09,1.5542573227471425e-13,2.3837658814232498e-12,7.4076315038138755e-10,2.892437754364927e-07,1.7403573451025102e-14,6.3725379206181991e-09,3.4329182303674702e-17,2.490654478603699e-14,1.435841366210547e-14,1.7747573389010734e-17,2.9717876439399404e-13,6.1081871825321627e-17,4.7819157007985831e-21,7.8600318133455913e-17,1.7752566614462729e-19,4.3515329520242793e-19
