Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),CHOX(50),COX(47),CO2X(24),C2H6X(49),CH4OX(57)
8.178321764698303e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18118314115032941,0.096630843618085896,0.095826616307008727,3.2583259350397131e-10,2.0453510984720559e-06,1.5666332374119916e-10,1.5761735439968598e-07,4.2322424843590969e-10,5.1290058545148094e-27,5.9624275166499143e-11,6.0826151909570637e-34,4.0576830940128437e-17,2.6296886124212545e-24,6.5134564174305982e-12,2.8529054557698206e-25,2.3559788114584539e-23,2.6156822588609935e-16,6.5104200105242777e-29,0.0033677696727739863,0.0083429558607380945,1.0811345623011945e-07,2.9368639558763601e-08,1.5732822521409725e-07,6.8587877171583241e-14,3.6929540057804119e-09,6.681918861487195e-09,1.1091758634925538e-06,4.6916763858400213e-07,1.1194963544257446e-13,1.8459544579920543e-10,7.8168330037123935e-13,1.7079425602857683e-12,2.0069572739333903e-13
8.219469096923662e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18114452023756192,0.096631271046733011,0.095807073181878089,3.3207843185042065e-10,2.0679476925426046e-06,1.5711412054074122e-10,1.5977965929589648e-07,4.296177071561987e-10,5.1867790132006418e-27,6.0209792694446042e-11,6.36328230878901e-34,4.0679952311502684e-17,2.7098490742623341e-24,6.5970607898663992e-12,2.8927177041119332e-25,2.3984081200625248e-23,2.6363594250837447e-16,6.7444060838155455e-29,0.0033673289248613834,0.0083820032729400185,1.086375402346318e-07,2.9448428289872357e-08,1.5699358686676973e-07,6.8915210953204174e-14,3.6857088883800866e-09,6.6815955136326718e-09,1.1197940225066549e-06,4.7253373385046925e-07,1.1280497807542015e-13,1.8711175969722904e-10,7.9243178045678933e-13,1.734189000577271e-12,2.0412605804576082e-13
8.260616429149021e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18110593136679859,0.096631705712494187,0.095787542368021367,3.3840987073675169e-10,2.0906533094573924e-06,1.5756174110936371e-10,1.6195868998737316e-07,4.3607312921402711e-10,5.2448689854076913e-27,6.0797849281433138e-11,6.6553140245111027e-34,4.0782138946871718e-17,2.7920099276204774e-24,6.6812850616819156e-12,2.932877354712072e-25,2.4413674331768835e-23,2.6570764744478611e-16,6.9855054710178705e-29,0.0033668808809329972,0.0084210258867917429,1.0916128462561834e-07,2.9528095930828939e-08,1.5666172141258567e-07,6.9242354655475983e-14,3.6785203733396727e-09,6.681262142381772e-09,1.1304544182086097e-06,4.7590757626336015e-07,1.1366236286784508e-13,1.8964698797075578e-10,8.0326960498381342e-13,1.7606908852380287e-12,2.0759432815063301e-13
8.30176376137438e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18106737427961681,0.096632147386158121,0.095768023850881484,3.4482761878379809e-10,2.1134678577320782e-06,1.5800621777109941e-10,1.641544664256741e-07,4.4259077306030407e-10,5.3032759767170062e-27,6.1388440545927532e-11,6.9591065783424804e-34,4.0883399326460707e-17,2.8762100413178464e-24,6.7661306890811832e-12,2.9733857909661426e-25,2.4848605197539683e-23,2.6778332679421722e-16,7.2338952028542086e-29,0.0033664257702629573,0.0084600237315777815,1.096846896573138e-07,2.9607643606237632e-08,1.5633259320365873e-07,6.956930809289761e-14,3.6713877732639193e-09,6.6809188906039795e-09,1.1411569669321493e-06,4.7928914818919469e-07,1.1452178625652436e-13,1.9220114338761695e-10,8.1419702095905136e-13,1.7874492109793867e-12,2.1110072852497302e-13
8.342911093599739e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1810288487245604,0.09663259584533955,0.095748517615972042,3.5133238655208633e-10,2.1363912455690938e-06,1.5844758237838454e-10,1.6636700826228878e-07,4.4917089659688129e-10,5.362000194211816e-27,6.1981562113834669e-11,7.2750678005758899e-34,4.0983741835196316e-17,2.962488822942306e-24,6.8515991247902062e-12,3.0142443946054444e-25,2.5288911556143949e-23,2.6986296676542448e-16,7.4897557404288018e-29,0.0033659638152992006,0.0084989968364412166,1.1020775558492018e-07,2.9687072430385206e-08,1.5600616724755281e-07,6.9896071087645329e-14,3.6643104123086033e-09,6.6805658992550421e-09,1.1519015853687806e-06,4.8267843211761355e-07,1.1538324473589689e-13,1.9477423834403426e-10,8.252142744067438e-13,1.8144649712710191e-12,2.1464544964696384e-13
8.384058425825098e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18099035445693387,0.096633050874276441,0.095729023648875977,3.5792488653401905e-10,2.1594233808683944e-06,1.5888586632147812e-10,1.6859633485156397e-07,4.5581375717762061e-10,5.4210418464778155e-27,6.2577209618490831e-11,7.6036173852665181e-34,4.1083174764199259e-17,3.0508862232220925e-24,6.9376918181010345e-12,3.0554545456660883e-25,2.5734631234290966e-23,2.7194655367604606e-16,7.7532710226412368e-29,0.003365495231866395,0.0085379452303869108,1.1073048266461199e-07,2.9766383507380107e-08,1.5568240919036883e-07,7.0222643469603975e-14,3.6572876259393475e-09,6.6802033067082548e-09,1.1626881905659707e-06,4.8607541065951239e-07,1.1624673484573028e-13,1.9736628486859906e-10,8.3632161038528423e-13,1.8417391563496227e-12,2.182286816549333e-13
8.425205758050457e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18095189123860186,0.096633512263633037,0.095709541935243655,3.6460583314608202e-10,2.1825641712379559e-06,1.5932110053764823e-10,1.7084246525360067e-07,4.6251961160946614e-10,5.480401143601481e-27,6.3175378700655896e-11,7.9451871688204595e-34,4.1181706312244607e-17,3.1414427404080305e-24,7.0244102149133605e-12,3.0970176224580482e-25,2.6185802127005619e-23,2.7403407395159576e-16,8.0246285139842806e-29,0.0033650202293628319,0.0085768689422845885,1.1125287115354025e-07,2.9845577930202751e-08,1.5536128530125538e-07,7.0549025075333356e-14,3.6503187627264788e-09,6.6798312482551726e-09,1.1735166999231498e-06,4.8948006654425143e-07,1.1711225317496062e-13,1.9997729462621335e-10,8.4751927296834788e-13,1.8692727532276108e-12,2.2185061434637417e-13
8.466353090275816e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1809134588377955,0.096633979810308898,0.095690072460791711,3.7137594272103846e-10,2.2058135240039938e-06,1.5975331552011729e-10,1.7310541823712438e-07,4.6928871615351733e-10,5.5400782971674385e-27,6.3776065008506087e-11,8.3002214135415933e-34,4.1279344587190706e-17,3.234199424663192e-24,7.1117557577749492e-12,3.1389350015354233e-25,2.6642462197500096e-23,2.7612551412448586e-16,8.3040192527261481e-29,0.0033645390109514634,0.0086157680008718783,1.1177492130983543e-07,2.9924656782120823e-08,1.5504276245918421e-07,7.0875215748342012e-14,3.6434031818616404e-09,6.679449857924947e-09,1.1843870311897012e-06,4.9289238261695474e-07,1.1797979637531935e-13,2.0260727892199038e-10,8.5880750524479706e-13,1.897066745701809e-12,2.2551143717700201e-13
8.507500422501175e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18087505702892401,0.096634453317253469,0.095670615211301352,3.7823593350030378e-10,2.2291713462209568e-06,1.6018254132677661e-10,1.7538521228232869e-07,4.7612132652610378e-10,5.6000735202564949e-27,6.4379264197626467e-11,8.6691770961959015e-34,4.1376097607376628e-17,3.3291978824598991e-24,7.1997298859266964e-12,3.1812080576669391e-25,2.7104649477032829e-23,2.7822086083305768e-16,8.5916378994778425e-29,0.0033640517737452578,0.0086546424347572048,1.1229663339260644e-07,3.0003621136861046e-08,1.5472680813631552e-07,7.1201215339994548e-14,3.6365402516662669e-09,6.6790592676080734e-09,1.1952991024646748e-06,4.963123418378617e-07,1.1884936114176242e-13,2.0525624870511753e-10,8.7018654939140063e-13,1.9251221143621449e-12,2.2921133925985286e-13
8.548647754726534e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18083668559239199,0.096634932593286302,0.095651170172617067,3.8518652562626342e-10,2.252637544681256e-06,1.606088075886959e-10,1.7768186558369189e-07,4.8301769789986374e-10,5.6603870274449064e-27,6.4984971931003992e-11,9.0525242016526601e-34,4.1471973302990515e-17,3.4264802809839763e-24,7.2883340353400212e-12,3.2238381638053861e-25,2.7572402064680644e-23,2.8032010082058595e-16,8.8876827861462217e-29,0.0033635587089870466,0.0086934922724226371,1.1281800766194114e-07,3.0082472056054214e-08,1.5441339038445211e-07,7.1527023707590245e-14,3.6297293543770004e-09,6.6786596051163078e-09,1.2062528321913161e-06,4.9973992727862667e-07,1.19720944203183e-13,2.0792421457268046e-10,8.8165664660218417e-13,1.9534398366003366e-12,2.3295050936441838e-13
8.589795086951893e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18079834431442254,0.096635417452922451,0.095631737330645117,3.9222844113454545e-10,2.2762120259247209e-06,1.6103214351840134e-10,1.799953960527652e-07,4.8997808490482237e-10,5.721019034802801e-27,6.5593183879019981e-11,9.4507460216621574e-34,4.1566979517408238e-17,3.5260893525461526e-24,7.3775696387534398e-12,3.2668266910592254e-25,2.8045758127217202e-23,2.8242322093433329e-16,9.1923559652734221e-29,0.0033630600022240258,0.0087323175422266523,1.1333904437890625e-07,3.0161210592660313e-08,1.5410247782327851e-07,7.1852640714017174e-14,3.6229698827573278e-09,6.6782509978648683e-09,1.2172481391541744e-06,5.0317512211907237e-07,1.2059454236304941e-13,2.1061118677344976e-10,8.9321803705550006e-13,1.9820208866185782e-12,2.3672913591581725e-13
8.630942419177252e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18076003298688459,0.096635907716203229,0.095612316671352365,3.9936240394662061e-10,2.2998946962478724e-06,1.6145257791795402e-10,1.8232582132093816e-07,4.9700274162947182e-10,5.7819697598863975e-27,6.6203895719443098e-11,9.8643394588300015e-34,4.1661124008504199e-17,3.6280683990004988e-24,7.4674381257216873e-12,3.3101750086641809e-25,2.8524755899058475e-23,2.8453020812459972e-16,9.505863259763233e-29,0.0033625558334770618,0.0087711182724067721,1.1385974380553919e-07,3.0239837790968944e-08,1.5379403962470661e-07,7.2178066230907686e-14,3.6162612344973615e-09,6.6778335724393795e-09,1.2282849424825487e-06,5.0661790964890252e-07,1.2147015246932474e-13,2.1331717521162873e-10,9.0487096012016272e-13,2.0108662354382145e-12,2.4054740699400412e-13
8.672089751402611e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18072175140712701,0.096636403208532048,0.095592908180764755,4.0658913986220901e-10,2.3236854617129167e-06,1.6187013918683915e-10,1.8467315874217598e-07,5.0409192162185389e-10,5.8432394217420781e-27,6.6817103137421851e-11,1.029381533584833e-33,4.175441444993486e-17,3.7324612961698391e-24,7.5579409226467121e-12,3.3538844839531894e-25,2.9009433681948264e-23,2.8664104944374949e-16,9.8284143129950785e-29,0.0033620463774049719,0.0088098944910822014,1.1438010620484734e-07,3.0318354681711625e-08,1.5348804550043684e-07,7.2503300135584016e-14,3.6096028229732165e-09,6.6774074490188745e-09,1.2393631616427528e-06,5.1006827326233828e-07,1.2234777137809708e-13,2.160421894505658e-10,9.1661565416716073e-13,2.0399768509084173e-12,2.4440551033301247e-13
8.709122350405435e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18068732325649287,0.096636853482354346,0.095575450931976058,4.1317312457080927e-10,2.3451894941563388e-06,1.6224351095595554e-10,1.8680023643379857e-07,5.1052756013170482e-10,5.8986549905920713e-27,6.7371119972129477e-11,1.0694356771348273e-33,4.183765191016325e-17,3.8285154753761729e-24,7.6399369513004407e-12,3.3935329300787507e-25,2.9450531806565147e-23,2.8854409129146204e-16,1.0126619063404274e-28,0.0033615834864380756,0.0088447721537007178,1.1484814442401636e-07,3.0388926416365462e-08,1.5321471586387811e-07,7.2795846721692687e-14,3.6036527296100402e-09,6.6770166005987542e-09,1.2493689031295531e-06,5.1318006442283876e-07,1.2313934340368705e-13,2.1851097695759773e-10,9.2726453914367697e-13,2.0664040051957618e-12,2.4791201480397306e-13
8.746154949408259e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18065291890137689,0.096637307734444441,0.095558003518460388,4.1983337664476653e-10,2.3667809385995376e-06,1.6261459832469651e-10,1.8894103906937579e-07,5.1701585150284558e-10,5.9543292386296624e-27,6.7927151600454215e-11,1.1108580928250646e-33,4.1920209216642951e-17,3.926593684729201e-24,7.7224489593644684e-12,3.4334760139534164e-25,2.989628983569793e-23,2.9045023528093232e-16,1.0432480521011369e-28,0.003361116570094348,0.0088796300050204627,1.153159100579569e-07,3.0459410371213638e-08,1.5294332047864039e-07,7.308823792425438e-14,3.5977424437155093e-09,6.6766188940832409e-09,1.2594080682390329e-06,5.1629796688062687e-07,1.2393253789597448e-13,2.2099518933547335e-10,9.3798812332883349e-13,2.0930475079765665e-12,2.5145107155933156e-13
8.783187548411083e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18061853820479723,0.096637765848038376,0.095540565930148744,4.2657042906450273e-10,2.3884597261093607e-06,1.6298342119000397e-10,1.9109557873428858e-07,5.2355697945324611e-10,6.0102623286216662e-27,6.8485194892173452e-11,1.1536890382963719e-33,4.2002091793434424e-17,4.0267291198762016e-24,7.8054779802866902e-12,3.473714728299992e-25,3.0346735830768897e-23,2.9235947218169766e-16,1.0746159655498322e-28,0.0033606457451829303,0.0089144680653042985,1.1578340330039217e-07,3.0529807277345081e-08,1.5267383833979156e-07,7.338047366899668e-14,3.5918715570428362e-09,6.6762144132104319e-09,1.2694805989560544e-06,5.1942196874004106e-07,1.247273526368372e-13,2.2349483286223978e-10,9.4878657861046615e-13,2.1199080582566968e-12,2.5502281673570623e-13
8.820220147413907e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18058418103297993,0.096638227709508709,0.095523138157008053,4.3338481602432707e-10,2.4102257876200153e-06,1.6334999920321704e-10,1.9326386733857572e-07,5.3015112734898979e-10,6.066454424305829e-27,6.9045246721888358e-11,1.1979697647610892e-33,4.208330501238847e-17,4.1289553641186741e-24,7.889025045539775e-12,3.5142500645239308e-25,3.0801897897028256e-23,2.9427179282794537e-16,1.1067820070402585e-28,0.0033601711253764105,0.008949286354743468,1.1625062434566466e-07,3.0600117861730885e-08,1.5240624876444561e-07,7.3672553877856839e-14,3.586039668034308e-09,6.6758032406956366e-09,1.2795864374807738e-06,5.2255205816919105e-07,1.2552378551492503e-13,2.2600991360134547e-10,9.5966007614780944e-13,2.1469863529823305e-12,2.5862738624107416e-13
8.85725274641673e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18054984725527379,0.096638693208281154,0.095505720189040355,4.4027707292808581e-10,2.4320790539377528e-06,1.6371435177417483e-10,1.9544591661847286e-07,5.3679847820491581e-10,6.1229056903747869e-27,6.9607303969019682e-11,1.2437425368813752e-33,4.2163854193827098e-17,4.2333063910454041e-24,7.973091184646305e-12,3.5550830126975186e-25,3.1261804183671346e-23,2.9618718811795108e-16,1.1397628033869066e-28,0.0033596928212940827,0.0089840848934589074,1.167175733887283e-07,3.0670342845161771e-08,1.5214053138832419e-07,7.3964478479789869e-14,3.580246377983157e-09,6.6753854611710004e-09,1.2897255262280998e-06,5.2568822340012614e-07,1.2632183443249497e-13,2.2854043740372295e-10,9.7060878656196784e-13,2.1742830870450515e-12,2.6226491575442514e-13
8.894285345419554e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18051553674406665,0.096639162236752063,0.095488312016282148,4.4724773638457278e-10,2.4540194557454742e-06,1.6407649807528504e-10,1.976417381379482e-07,5.4349921468525845e-10,6.1796162924975128e-27,7.0171363517803218e-11,1.2910506527357501e-33,4.224374460722154e-17,4.3398165671663963e-24,8.0576774251924215e-12,3.5962145615437542e-25,3.1726482883419947e-23,2.9810564901357373e-16,1.17357525094605e-28,0.0033592109405846233,0.0090188637015025646,1.1718425062514722e-07,3.0740482939489106e-08,1.5187666616082219e-07,7.4256247416606851e-14,3.5744912971612726e-09,6.6749611555359892e-09,1.2998978078257733e-06,5.2883045272519271e-07,1.2712149721182727e-13,2.3108640990987072e-10,9.8163287990916181e-13,2.2017989532869447e-12,2.6593554072542063e-13
8.931317944422378e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18048124937470489,0.096639634690208948,0.095470913628803902,4.5429734420340655e-10,2.4760469236071424e-06,1.6443645704549239e-10,1.9985134329022044e-07,5.5025351910429192e-10,6.236586397309861e-27,7.0737422257285499e-11,1.3399384642264822e-33,4.232298147185525e-17,4.4485206545518082e-24,8.1427847928505654e-12,3.6376456984210118e-25,3.219596223256052e-23,3.0002716653972227e-16,1.2082365187274208e-28,0.0033587255880055148,0.009053622798858638,1.1765065625108841e-07,3.081053885379611e-08,1.5161463333514475e-07,7.4547860617408654e-14,3.568774040505539e-09,6.6745304041709832e-09,1.310103225114048e-06,5.3197873449680631e-07,1.2792277186576317e-13,2.3364783655190336e-10,9.9273252560107353e-13,2.2295346425056838e-12,2.6963939637407429e-13
8.968350543425202e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18044698502541501,0.096640110466753568,0.09545352501670927,4.6142643539097924e-10,2.4981613879721464e-06,1.6479424739412844e-10,2.0207474329926072e-07,5.570615734269703e-10,6.2938161723856971e-27,7.1305477081319419e-11,1.3904513978530272e-33,4.2401569957469276e-17,4.5594538134749234e-24,8.2284143114071916e-12,3.6793774093085038e-25,3.2670270511284235e-23,3.0195173178381112e-16,1.2437640515310618e-28,0.0033582368654998707,0.0090883622054448113,1.1811679046331109e-07,3.08805112904343e-08,1.5135441346203814e-07,7.4839318018707612e-14,3.563094226301235e-09,6.6740932873155946e-09,1.3203417211452159e-06,5.351330571290329e-07,1.2872565640570212e-13,2.3622472255557768e-10,1.0039078924995276e-12,2.2574908434596024e-12,2.7337661769045637e-13
9.005383142428026e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18041274357722661,0.096640589467225993,0.095436146170134642,4.6863555014575003e-10,2.520362779179514e-06,1.6514988760474235e-10,2.0431194922129181e-07,5.6392355926957004e-10,6.3513057862892947e-27,7.1875524888559821e-11,1.4426359756050977e-33,4.247951518490715e-17,4.6726516050562782e-24,8.314567002768927e-12,3.7214106787884908e-25,3.314943604271748e-23,3.0387933589527128e-16,1.280175573092031e-28,0.0033577448722725465,0.0091230819411134475,1.1858265345916752e-07,3.0950400941794604e-08,1.5109598739140844e-07,7.5130619583689177e-14,3.5574514817234266e-09,6.6736498816016693e-09,1.3306132391801246e-06,5.3829340909158037e-07,1.2953014863204361e-13,2.3881707294231627e-10,1.0151591488178955e-12,2.2856682428727744e-12,2.7714733943439934e-13
9.04241574143085e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18037852491389783,0.096641071595130995,0.095418777079248493,4.7592522985436397e-10,2.5426510274621845e-06,1.6550339593878697e-10,2.0656297194626833e-07,5.7083965790033292e-10,6.409055408535842e-27,7.2447562582458925e-11,1.4965398362584443e-33,4.2556822226737424e-17,4.788149993912078e-24,8.4012438869932623e-12,3.763746490033417e-25,3.3633487193483244e-23,3.0580997008500434e-16,1.3174890892524667e-28,0.0033572497048635391,0.0091577820256527522,1.1904824543659036e-07,3.1020208500325947e-08,1.5083933625168405e-07,7.5421765241794122e-14,3.5518454396588093e-09,6.6732002640143782e-09,1.340917722686004e-06,5.4145977891259512e-07,1.3033624673232927e-13,2.4142489253120566e-10,1.0264864622089816e-12,2.3140675254400761e-12,2.8095169613522982e-13
9.075745080533391e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18034774750402449,0.09664150810653839,0.095403153230464208,4.8255527303786966e-10,2.56278465597119e-06,1.6581974560193918e-10,2.0860071463298258e-07,5.7711056264014793e-10,6.4612525165492037e-27,7.2964095304627049e-11,1.5465635882250278e-33,4.2625857069751098e-17,4.8940956065536e-24,8.4797021092962842e-12,3.8021082048073794e-25,3.407333391387264e-23,3.0755012435762703e-16,1.351857570864424e-28,0.0033568014179691315,0.0091889953163266959,1.1946704665956272e-07,3.1082965677848677e-08,1.5060985242610245e-07,7.5683662993092597e-14,3.5468310794358642e-09,6.6727903623785508e-09,1.3502198967626303e-06,5.443146475856334e-07,1.3106310642880793e-13,2.4378516015053104e-10,1.0367462112133725e-12,2.3398171541165342e-12,2.8440448605665444e-13
9.109074419635933e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18031698837683927,0.096641947008370213,0.095387537268726397,4.8925140965223974e-10,2.5829885311157895e-06,1.6613439606700657e-10,2.106496653250036e-07,5.8342557693984292e-10,6.5136604942921738e-27,7.348223508003309e-11,1.5980558155023227e-33,4.2694382683748123e-17,5.0019609553750583e-24,8.5585864936375503e-12,3.8407164883423395e-25,3.4517181738637928e-23,3.0929271960212986e-16,1.3869850141790584e-28,0.003356350702852378,0.0092201927199007869,1.1988562866348874e-07,3.1145657406270333e-08,1.503817778799557e-07,7.5945434398012092e-14,3.5418458902043258e-09,6.6723755458249968e-09,1.359548686329069e-06,5.4717437319479749e-07,1.3179126378239307e-13,2.4615796479689235e-10,1.0470678232029572e-12,2.3657475574054979e-12,2.878847268216491e-13
9.142403758738474e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18028624745298741,0.096642388235539362,0.095371929186932256,4.9601403682005999e-10,2.6032626018311645e-06,1.6644736019943625e-10,2.1270983162147233e-07,5.8978483222342624e-10,6.566279467315535e-27,7.400197966124322e-11,1.6510536540426215e-33,4.2762402668757306e-17,5.1117731074729414e-24,8.6378977798660718e-12,3.8795720543808946e-25,3.4965051436904348e-23,3.1103774953692409e-16,1.422885144352436e-28,0.0033558976246330736,0.0092513742506717591,1.2030399159384033e-07,3.1208284176489342e-08,1.5015509943360344e-07,7.6207079412903934e-14,3.5368896150059431e-09,6.6719558667302756e-09,1.3689040506019272e-06,5.5003894749144011e-07,1.3252071750103112e-13,2.485433095708523e-10,1.0574514191857123e-12,2.3918592302536913e-12,2.9139251602220939e-13
9.175733097841015e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18025552465473021,0.096642831724535569,0.095356328977998756,5.0284355243303802e-10,2.6236068169926285e-06,1.6675865072774987e-10,2.1478122101605427e-07,5.9618845968816175e-10,6.6191095617744985e-27,7.4523326803960023e-11,1.705595027548207e-33,4.2829920594631764e-17,5.223559401299427e-24,8.7176367066656194e-12,3.9186756157050703e-25,3.5416963806398877e-23,3.1278520791949417e-16,1.459571879667499e-28,0.0033554422468539311,0.00928253992289697,1.2072213559645093e-07,3.1270846475683664e-08,1.4992980408274792e-07,7.6468597999886153e-14,3.5319619974223246e-09,6.6715313806294712e-09,1.3782859489300933e-06,5.5290836226308503e-07,1.3325146629106503e-13,2.5094119744509353e-10,1.0678971198488108e-12,2.4181526662890657e-12,2.9492795109851374e-13
9.209062436943556e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18022481990590619,0.096643277413387296,0.095340736634862228,5.0974035514954068e-10,2.6440211254177959e-06,1.6706828024555439e-10,2.1686384089778253e-07,6.0263659030494624e-10,6.6721509044762332e-27,7.5046274267019533e-11,1.76171866086638e-33,4.2896940001393456e-17,5.337347448234251e-24,8.7978040115615424e-12,3.9580278841247675e-25,3.5872939672547481e-23,3.1453508854611113e-16,1.497059333461082e-28,0.0033549846315190771,0.0093136897507949991,1.2114006081751262e-07,3.1333344784887083e-08,1.4970587899602365e-07,7.6729990168279752e-14,3.52706278628592e-09,6.6711021402153311e-09,1.3876943407952361e-06,5.5578260933141229e-07,1.3398350847093184e-13,2.5335163126555473e-10,1.07840504541439e-12,2.444628357823774e-12,2.9849112933880022e-13
9.242391776046098e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18019413313189322,0.096643725241624678,0.095325152150478001,5.167048443921073e-10,2.6645054758687129e-06,1.6737626121348074e-10,2.1895769855189134e-07,6.0912935481868787e-10,6.7254036228535248e-27,7.5570819812388767e-11,1.8194640937055314e-33,4.2963464399566643e-17,5.4531651341595937e-24,8.8784004309326081e-12,3.9976295704703621e-25,3.6332999888834695e-23,3.1628738525152015e-16,1.5353618160717194e-28,0.0033545248391308024,0.0093448237485462583,1.2155776740357034e-07,3.1395779583726778e-08,1.4948331150782987e-07,7.6991255861165652e-14,3.5221917347182017e-09,6.6706681954933355e-09,1.3971291858118174e-06,5.5866168055190058e-07,1.3471684295830414e-13,2.5577461375254626e-10,1.0889753157581742e-12,2.4712867958571259e-12,3.0208214787926021e-13
9.275721115148639e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18016346425957272,0.096644175150243858,0.095309575517820336,5.2373742034507657e-10,2.6850598170539562e-06,1.6768260596107102e-10,2.2106280116063947e-07,6.1566688374868654e-10,6.7788678449321735e-27,7.6096961205162878e-11,1.8788716945173708e-33,4.3029497270504565e-17,5.5710406210363966e-24,8.9594267000238098e-12,4.0374813845865739e-25,3.6797165337314626e-23,3.1804209190865242e-16,1.5744938367979759e-28,0.0033540629287254942,0.0093759419302935475,1.2197525550151545e-07,3.1458151347899819e-08,1.4926208912095075e-07,7.7252395046062273e-14,3.5173485953480682e-09,6.6702295991107088e-09,1.4065904437257691e-06,5.6154556781415744e-07,1.3545146851091851e-13,2.5821014750185766e-10,1.0996080504549864e-12,2.4981284700785548e-12,3.0570110370393816e-13
9.30905045425118e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18013281321729288,0.096644627081671111,0.095294006729881892,5.3083848395232971e-10,2.7056840976307355e-06,1.6798732668863954e-10,2.2317915580412858e-07,6.2224930738901011e-10,6.8325436993427637e-27,7.6624696213562291e-11,1.9399826744673982e-33,4.3095042066712372e-17,5.6910023484813757e-24,9.040883552956954e-12,4.077584035323688e-25,3.7265456928347699e-23,3.1979920242833316e-16,1.6144701058621422e-28,0.0033535989579092074,0.0094070443101426232,1.2239252525858087e-07,3.1520460548063326e-08,1.4904219949917179e-07,7.7513407734940496e-14,3.5125331259279662e-09,6.6697864014828735e-09,1.416078074412976e-06,5.6443426304133302e-07,1.3618738352810577e-13,2.6065823498586183e-10,1.1103033686342056e-12,2.525153868870566e-12,3.0934809364463686e-13
9.342379793353721e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18010217993483374,0.096645080979728404,0.095278445779673676,5.3800843691471316e-10,2.7263782662068941e-06,1.6829043546913519e-10,2.2530676946112334e-07,6.2887675580887337e-10,6.8864313153415567e-27,7.7154022608930076e-11,2.002839101566754e-33,4.3160102212170036e-17,5.8130790353454091e-24,9.1227717227378239e-12,4.1179382305277771e-25,3.7737895600151089e-23,3.2155871075899254e-16,1.6553055363840269e-28,0.0033531329828924649,0.0094381309021627467,1.2280957682233757e-07,3.1582707651241554e-08,1.4882363046583415e-07,7.7774293882413393e-14,3.5077450891190165e-09,6.6693386510863458e-09,1.4255920378784172e-06,5.6732775818832629e-07,1.3692458691423305e-13,2.6311887855461457e-10,1.1210613890331196e-12,2.5523634793116957e-12,3.1302321438082661e-13
