Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),CHOX(50),COX(47),CO2X(24),C2H6X(49),CH4OX(57)
3.435581998900125e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16078240468893112,0.096977531288856236,0.08542519766697311,6.0468154138484737e-08,3.4633389634746592e-05,2.3884369074584738e-10,4.9310200174558595e-06,2.5119967180028084e-08,1.2107842038969371e-25,7.9987181816588042e-10,1.3881540213880997e-28,4.9131501615232539e-17,9.6377908174336119e-21,2.3678094074137229e-10,1.3940183355920127e-23,3.3570134434397944e-21,2.1163486003746399e-15,1.0883669623489794e-24,0.0030029333559626311,0.029092051140467028,3.843429937407127e-07,7.3031530363166691e-08,1.003960934058315e-07,2.4204239103719703e-13,2.4090608395383195e-09,6.0588785569096274e-09,1.4094320982457635e-05,3.6952931259055815e-06,1.0229408036792569e-12,5.2160289286569828e-09,3.1998690741783203e-11,9.6529181158769203e-11,1.6155743404197755e-11
3.4401525034228475e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16075257033259568,0.096978033850112888,0.085409958005378761,6.0749325474132156e-08,3.4716398610326391e-05,2.3888121225349535e-10,4.9448163829276696e-06,2.5209415353520392e-08,1.2145191911967753e-25,8.0161226560423511e-10,1.4032492581932415e-28,4.9126666628492318e-17,9.7072819784871581e-21,2.3757328452159e-10,1.3987987706422157e-23,3.3722515723195547e-21,2.1203060792728732e-15,1.097784132606956e-24,0.0030023853821184838,0.029122395348460721,3.847424691234587e-07,7.3104750675834895e-08,1.0037351605210069e-07,2.4229366972808005e-13,2.4085229407860591e-09,6.0577598058092447e-09,1.4125062307137183e-05,3.7022113757170259e-06,1.0251316109015286e-12,5.2296845340767574e-09,3.2101914550573843e-11,9.6857667146711047e-11,1.6215662330750103e-11
3.44472300794557e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16072275251224935,0.096978536073278165,0.085394726715087424,6.1031400940252583e-08,3.4799481634472359e-05,2.3891865752752191e-10,4.9586296206599841e-06,2.5299049486082221e-08,1.2182613318634461e-25,8.0335375181829454e-10,1.4184863122623221e-28,4.9121843993200509e-17,9.7771716829674813e-21,2.3836723621378385e-10,1.4035884913781288e-23,3.3875381744398913e-21,2.1242656123492271e-15,1.1072691542688951e-24,0.0030018377077874292,0.029152722697591997,3.8514170594283154e-07,7.3177966778609709e-08,1.0035100940456085e-07,2.4254479883650457e-13,2.4079866557594045e-09,6.0566414686534687e-09,1.4155824281069377e-05,3.7091324925662486e-06,1.0273243434726491e-12,5.2433531778657357e-09,3.2205316415124418e-11,9.7186760895912943e-11,1.6275713315059442e-11
3.449293512468293e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16069295121270716,0.096979037958664652,0.085379503788410999,6.1314382084997611e-08,3.4882638633601245e-05,2.3895602704540072e-10,4.9724597195920222e-06,2.5388869659761084e-08,1.2220106319623924e-25,8.0509627474789954e-10,1.4338663027441832e-28,4.9117033766055238e-17,9.8474616100000505e-21,2.391627969375379e-10,1.4083875008311594e-23,3.402873336765419e-21,2.1282271978734657e-15,1.1168224162733034e-24,0.0030012903326966803,0.029183033203355715,3.855407044133623e-07,7.3251178662111754e-08,1.0032857316403133e-07,2.4279577849726275e-13,2.4074519755005607e-09,6.0555235471353959e-09,1.4186606873665275e-05,3.7160564701299363e-06,1.0295190012987215e-12,5.2570348423142256e-09,3.2308896330233163e-11,9.7516462426095264e-11,1.6335896432402253e-11
3.4538640169910157e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16066316641880138,0.096979539506584556,0.085364289217670086,6.1598270456445098e-08,3.4965869534207897e-05,2.3899332128232943e-10,4.9863066686692459e-06,2.547887595638529e-08,1.2257670975563319e-25,8.0683983233612622e-10,1.4493903551444689e-28,4.9112236003103925e-17,9.9181534426040583e-21,2.3995996781135236e-10,1.4131958020271809e-23,3.4182571462807783e-21,2.1321908341165731e-15,1.126444309022578e-24,0.0030007432565737637,0.029213326881228942,3.8593946474934526e-07,7.3324386315884976e-08,1.0030620703199901e-07,2.4304660884405286e-13,2.4069188920300051e-09,6.0544060415122025e-09,1.4217410054374809e-05,3.7229833020953602e-06,1.0317155836921072e-12,5.2707295097338945e-09,3.2412654290509109e-11,9.7846771756195404e-11,1.639621175789799e-11
3.4584345215137385e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16063339811538549,0.096980040717349586,0.085349082995195918,6.1883067602584219e-08,3.5049174262881255e-05,2.3903054071077219e-10,5.0001704568447006e-06,2.5569068457519418e-08,1.2295307347047489e-25,8.0858442252993806e-10,1.4650596026261622e-28,4.9107450759614295e-17,9.9892488684842814e-21,2.4075874995242002e-10,1.4180133979852947e-23,3.4336896899909789e-21,2.1361565193509929e-15,1.1361352246844662e-24,0.0030001964791465793,0.029243603746667325,3.8633798716479043e-07,7.339758972826499e-08,1.0028391071155834e-07,2.4329729000822425e-13,2.4063874005487901e-09,6.0532889507853525e-09,1.4248233792692135e-05,3.7299129821607867e-06,1.0339140886474808e-12,5.2844371624593583e-09,3.2516590290036701e-11,9.8177688904196013e-11,1.6456659366477295e-11
3.463005026036461e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16060364628732737,0.096980541591271174,0.085333885113327235,6.2168775071339745e-08,3.5132552746275531e-05,2.3906768580130109e-10,5.0140510730766826e-06,2.565944724454478e-08,1.2333015494648568e-25,8.1033004327900434e-10,1.4808751837276978e-28,4.9102678090315226e-17,1.0060749578616001e-20,2.4155914447702339e-10,1.4228402917199155e-23,3.4491710549154894e-21,2.1401242518501788e-15,1.1458955566604501e-24,0.0029996500001432873,0.029273863815111649,3.8673627187351057e-07,7.3470788888535413e-08,1.0026168390791876e-07,2.4354782212212522e-13,2.4058574950818647e-09,6.0521722754312234e-09,1.427907805814322e-05,3.7368455040326e-06,1.0361145148509288e-12,5.2981577828435978e-09,3.2620704322580896e-11,9.8509213887425413e-11,1.6517239332939328e-11
3.467575530559184e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16057391091952075,0.096981042128660308,0.085318695564415653,6.245539441052075e-08,3.5216004911160335e-05,2.3910475702116704e-10,5.0279485063328079e-06,2.5750012398519661e-08,1.2370795478898474e-25,8.1207669253775826e-10,1.4968382465054968e-28,4.9097918048992418e-17,1.01326572697485e-20,2.4236115249984164e-10,1.4276764862373218e-23,3.4647013281017452e-21,2.1440940298893723e-15,1.1557257005351359e-24,0.0029991038192925079,0.02930410710197642,3.87134319088968e-07,7.3543983787010609e-08,1.0023952632773768e-07,2.4379820531968728e-13,2.4053291670864687e-09,6.0510560169279025e-09,1.4309942820312165e-05,3.7437808614329969e-06,1.0383168620652794e-12,5.3118913532676636e-09,3.2724996382030845e-11,9.8841346722047979e-11,1.6577951731851539e-11
3.4721460350819067e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16054419199687542,0.096981542329827558,0.085303514340821174,6.2742927167861133e-08,3.5299530684378198e-05,2.391417548355241e-10,5.0418627455865786e-06,2.5840764000297719e-08,1.2408647360303145e-25,8.1382436826365413e-10,1.5129499450929615e-28,4.9093170688836771e-17,1.020497364230081e-20,2.4316477513453523e-10,1.4325219845386722e-23,3.4802805966158586e-21,2.1480658517449345e-15,1.1656260532823576e-24,0.0029985579363231529,0.029334333622659532,3.8753212902440336e-07,7.3617174412903759e-08,1.0021743767842354e-07,2.4404843973374602e-13,2.4048024090019925e-09,6.0499401752501055e-09,1.4340828048819469e-05,3.7507190480939796e-06,1.0405211294377975e-12,5.3256378561330905e-09,3.282946646214997e-11,9.917408742349978e-11,1.6638796637634343e-11
3.4767165396046294e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16051448950432626,0.096982042195083024,0.085288341434916148,6.3031374890979528e-08,3.5383129992882767e-05,2.3917867970635999e-10,5.0557937798205466e-06,2.5931702130422475e-08,1.2446571199329906e-25,8.1557306841871743e-10,1.529211442868697e-28,4.9088436062144693e-17,1.0277700402260658e-20,2.4397001349321576e-10,1.4373767896172011e-23,3.495908947546923e-21,2.1520397156949275e-15,1.175597013991109e-24,0.0029980123509645751,0.029364543392533686,3.879297018927231e-07,7.3690360753717686e-08,1.0019541766899278e-07,2.4429852549419456e-13,2.4042772172528508e-09,6.0488247487768584e-09,1.4371733713337482e-05,3.7576600577604635e-06,1.0427273144819985e-12,5.3393972738655776e-09,3.2934114555951178e-11,9.9507436006091042e-11,1.6699774124485561e-11
3.481287044127352e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16048480342682342,0.096982541724736457,0.085273176839081047,6.3320739127418009e-08,3.5466802763697769e-05,2.3921553209366885e-10,5.0697415980229532e-06,2.602282686924119e-08,1.2484567056421022e-25,8.1732279096787033e-10,1.5456239091395818e-28,4.9083714220650382e-17,1.0350839259159354e-20,2.4477686868701272e-10,1.4422409044612158e-23,3.5115864680007075e-21,2.1560156200184675e-15,1.1856389830983396e-24,0.0029974670629464083,0.029394736426955597,3.8832703790662096e-07,7.3763542799545426e-08,1.0017346601093296e-07,2.4454846273382673e-13,2.4037535847143285e-09,6.0477097393494308e-09,1.4402659783573064e-05,3.764603884186288e-06,1.0449354166041913e-12,5.3531695889105383e-09,3.303894065618146e-11,9.9841392483436316e-11,1.6760884266461786e-11
3.485857548650075e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1604551337493352,0.096983040919097305,0.085258020545705249,6.361102142462693e-08,3.5550548923927577e-05,2.3925231245517243e-10,5.0837061891886093e-06,2.6114138296875889e-08,1.2522634991989767e-25,8.1907353387935998e-10,1.562188520087222e-28,4.907900521545e-17,1.0424391926612412e-20,2.4558534182592748e-10,1.447114332053461e-23,3.5273132451037294e-21,2.1599935629958969e-15,1.1957523625999135e-24,0.0029969220719986041,0.029424912741263659,3.8872413727854559e-07,7.3836720540778409e-08,1.0015158241646988e-07,2.4479825158669188e-13,2.4032315018250907e-09,6.0465951486384246e-09,1.4433606229275169e-05,3.7715505211370381e-06,1.0471454359804816e-12,5.3669547837348025e-09,3.3143944755967907e-11,1.0017595686834694e-10,1.6822127137457284e-11
3.4904280531727977e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16042548045684901,0.096983539778474542,0.085242872547187959,6.3902223329960573e-08,3.5634368400762375e-05,2.39289021246168e-10,5.0976875423193359e-06,2.620563649320866e-08,1.2560775066418987e-25,8.2082529512497415e-10,1.5789064591868129e-28,4.9074309096958211e-17,1.0498360122578373e-20,2.4639543401875651e-10,1.4519970753705805e-23,3.5430893660000585e-21,2.1639735429088624e-15,1.2059375561482266e-24,0.002996377377851459,0.029455072350776716,3.8912100022068629e-07,7.3909893964143524e-08,1.001297665984653e-07,2.4504789218207743e-13,2.4027109648988961e-09,6.0454809737501652e-09,1.4464573020233488e-05,3.7784999623886026e-06,1.0493573698834149e-12,5.380752840827482e-09,3.3249126848133519e-11,1.0051112917277609e-10,1.6883502811193586e-11
3.4949985576955204e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16039584353437236,0.096984038303176812,0.085227732835938569,6.4194346390669843e-08,3.5718261121483207e-05,2.3932565891940267e-10,5.1116856464243791e-06,2.6297321537868185e-08,1.2598987340058976e-25,8.2257807268023915e-10,1.5957789176767394e-28,4.906962591487478e-17,1.0572745569616976e-20,2.4720714637302197e-10,1.4568891373828515e-23,3.5589149178540061e-21,2.1679555580403696e-15,1.2161949691548954e-24,0.0029958329802356317,0.029485215270793012,3.8951762694495856e-07,7.3983063059595437e-08,1.0010801827253538e-07,2.4529738465228209e-13,2.402191966918398e-09,6.0443672165424168e-09,1.4495560126280694e-05,3.7854522017278623e-06,1.0515712177845373e-12,5.3945637427005591e-09,3.3354486924631276e-11,1.0084690940776946e-10,1.6945011361209626e-11
3.499569062218243e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16036622296693273,0.096984536493512297,0.085212601404376476,6.4487392153900347e-08,3.5802227013459721e-05,2.3936222592514689e-10,5.1257004905202525e-06,2.6389193510235797e-08,1.2637271873227952e-25,8.2433186452433188e-10,1.6128070944542365e-28,4.9064955718207889e-17,1.064754999479886e-20,2.4802047999500053e-10,1.4617905210544139e-23,3.5747899878510117e-21,2.1719396066747533e-15,1.2265250087610281e-24,0.0029952888788821286,0.029515341516590625,3.8991401766300894e-07,7.4056227816413872e-08,1.0008633715519789e-07,2.4554672912927575e-13,2.4016745007463827e-09,6.0432538777251418e-09,1.4526567517294101e-05,3.7924072329536997e-06,1.0537869788489542e-12,5.4083874718884561e-09,3.3460024977593062e-11,1.011832975834898e-10,1.7006652860865854e-11
3.504139566740966e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16033661873957625,0.096985034349788848,0.085197478244930624,6.4781362166695163e-08,3.5886266004146581e-05,2.393987227113062e-10,5.1397320636304577e-06,2.6481252489455883e-08,1.2675628726213292e-25,8.2608666863992704e-10,1.6299921957919248e-28,4.9060298555306131e-17,1.0722775129525077e-20,2.4883543598977286e-10,1.4667012293435062e-23,3.5907146631958982e-21,2.175925687097609e-15,1.2369280837702329e-24,0.002994745073522299,0.029545451103428329,3.9031017258622673e-07,7.4129388222976956e-08,1.0006472296411155e-07,2.4579592574395333e-13,2.4011585602849391e-09,6.0421409568489098e-09,1.4557595163192689e-05,3.7993650498759246e-06,1.0560046517529641e-12,5.4222240109474789e-09,3.3565740999012195e-11,1.0152029370925618e-10,1.7068427383351613e-11
3.5087100712636886e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16030703083736803,0.09698553187231386,0.085182363350039508,6.5076257975993858e-08,3.5970378021082627e-05,2.3943514972345383e-10,5.1537803547854115e-06,2.6573498554438246e-08,1.271405795927174e-25,8.2784248301316243e-10,1.6473354353124357e-28,4.9055654473869197e-17,1.0798422709495104e-20,2.4965201546123259e-10,1.4716212652025053e-23,3.6066890311120046e-21,2.1799137975957836e-15,1.2474046046394155e-24,0.002994201563887825,0.029575544046545783,3.9070609192574718e-07,7.4202544268274293e-08,1.0004317541869069e-07,2.460449746276397e-13,2.4006441389427998e-09,6.0410284544004264e-09,1.4588643033936143e-05,3.8063256463148709e-06,1.0582242354670695e-12,5.4360733424557241e-09,3.3671634980532982e-11,1.0185789779355388e-10,1.713033500168674e-11
3.5132805757864114e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16027745924539191,0.096986029061394391,0.085167256712151251,6.5372081128628836e-08,3.6054562991892035e-05,2.3947150740480686e-10,5.1678453530225764e-06,2.6665931783854834e-08,1.2752559632628852e-25,8.2959930563368716e-10,1.6648380341401524e-28,4.9051023520942721e-17,1.0874494474778666e-20,2.5047021951206824e-10,1.4765506315778692e-23,3.62271317884148e-21,2.1839039364573881e-15,1.2579549835095864e-24,0.0029936583497107302,0.029605620361163223,3.9110177589244687e-07,7.4275695940822406e-08,1.000216942395328e-07,2.4629387591096821e-13,2.400131230763419e-09,6.0399163702925855e-09,1.4619711099525828e-05,3.8132890161018091e-06,1.060445728733625e-12,5.449935449013282e-09,3.3777706913558702e-11,1.0219610984402249e-10,1.7192375788719026e-11
3.517851080309134e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16024790394875119,0.096986525917337127,0.085152158323723581,6.5668833171322294e-08,3.6138820844285215e-05,2.3950779619621378e-10,5.1819270473865264e-06,2.6758552256137682e-08,1.2791133806478572e-25,8.3135713449469187e-10,1.6825012210135639e-28,4.9046405742916454e-17,1.0950992169864363e-20,2.5129004924375052e-10,1.4814893314100978e-23,3.6387871936455177e-21,2.1878961019717999e-15,1.2685796342277219e-24,0.0029931154307233777,0.029635680062481354,3.9149722469694233e-07,7.4348843229683637e-08,1.0000027914890625e-07,2.4654262972519198e-13,2.3996198289417939e-09,6.0388047052688379e-09,1.4650799330005193e-05,3.8202551530790256e-06,1.0626691306481904e-12,5.4638103132423362e-09,3.388395678926874e-11,1.0253492986744932e-10,1.7254549817122656e-11
3.522421584831857e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16021836493256805,0.096987022440448295,0.085137068177224051,6.5966515650684329e-08,3.6223151506058427e-05,2.3954401653617178e-10,5.1960254269289508e-06,2.6851360049479783e-08,1.2829780540983145e-25,8.3311596759289713e-10,1.700326232308928e-28,4.9041801185530441e-17,1.1027917543655961e-20,2.5211150575653484e-10,1.4864373676337723e-23,3.654911162804406e-21,2.191890292429661e-15,1.2792789723485057e-24,0.0029925728066584759,0.029665723165681338,3.9189243854959013e-07,7.4421986123160078e-08,9.997892987001612e-08,2.4679123620053072e-13,2.3991099276418064e-09,6.0376934589975512e-09,1.4681907695459761e-05,3.8272240510998911e-06,1.0648944398954339e-12,5.4776979177870922e-09,3.3990384598652464e-11,1.0287435786977324e-10,1.7316857159398638e-11
3.5269920893545796e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16018884218198381,0.096987518631033789,0.08512198626512972,6.6265130113211631e-08,3.6307554905093395e-05,2.395801688608508e-10,5.2101404807086191e-06,2.6944355241836655e-08,1.2868499896273167e-25,8.348758029285302e-10,1.7183143120411324e-28,4.903720989388319e-17,1.1105272349455155e-20,2.5293459014946595e-10,1.4913947431775939e-23,3.6710851736170791e-21,2.1958865061228549e-15,1.2900534151308731e-24,0.0029920304772490694,0.029695749685924977,3.9228741766048842e-07,7.4495124610241002e-08,9.9957646127963915e-08,2.4703969546800804e-13,2.3986015200362116e-09,6.0365826323023896e-09,1.4713036166016567e-05,3.8341957040285502e-06,1.0671216555981982e-12,5.4915982453136957e-09,3.409699033244525e-11,1.0321439385609162e-10,1.737929788787584e-11
3.5315625938773023e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1601593356821587,0.09698801448939913,0.085106912579927321,6.6564678105285412e-08,3.6392030969356975e-05,2.3961625360410967e-10,5.2242721977913752e-06,2.7037537910927162e-08,1.2907291932447589e-25,8.3663663850531311e-10,1.7364667118889562e-28,4.903263191243781e-17,1.1183058344958592e-20,2.537593035203809e-10,1.496361460964422e-23,3.6873093134011704e-21,2.1998847413445074e-15,1.3009033815400652e-24,0.0029914884422285442,0.029725759638354721,3.926821622394784e-07,7.4568258679088091e-08,9.9936427648580608e-08,2.4728800765739476e-13,2.3980946005062322e-09,6.0354722246920377e-09,1.4744184711844295e-05,3.84117010574014e-06,1.0693507763775507e-12,5.5055112785101938e-09,3.420377398118114e-11,1.0355503783066374e-10,1.7441872074711426e-11
3.536133098400025e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16012984541827183,0.096988510015849377,0.085091847114113134,6.6865161173169452e-08,3.6476579626901137e-05,2.3965227119750718e-10,5.2384205672501494e-06,2.7130908134233659e-08,1.2946156709573524e-25,8.3839847233046053e-10,1.7547846912392419e-28,4.9028067285026204e-17,1.1261277292265999e-20,2.5458564696590721e-10,1.5013375239112788e-23,3.7035836694925963e-21,2.2038849963889751e-15,1.3118292922539487e-24,0.0029909467013306225,0.029755753038093712,3.9307667249614385e-07,7.464138831867696e-08,9.9915274159838419e-08,2.4753617289956637e-13,2.3975891621326331e-09,6.0343622372064923e-09,1.477535330315293e-05,3.8481472501204918e-06,1.0715818014280817e-12,5.5194370000865429e-09,3.4310735535132781e-11,1.0389628979691271e-10,1.7504579791890843e-11
3.540703602922748e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16010037137552127,0.096989005210689302,0.085076789860193,6.7166580863007969e-08,3.6561200805862997e-05,2.3968822207031154e-10,5.2525855781649668e-06,2.7224465989002285e-08,1.2985094287686185e-25,8.401613024146761e-10,1.7732695172296496e-28,4.9023516054853501e-17,1.1339930957887435e-20,2.5541362158146169e-10,1.5063229349293753e-23,3.7199083292458589e-21,2.2078872695518428e-15,1.3228315696690022e-24,0.0029904052542893645,0.029785729900245795,3.934709486398113e-07,7.471451351702789e-08,9.9894185390087025e-08,2.4778419132382466e-13,2.3970851995115169e-09,6.0332526691250929e-09,1.4806541910194185e-05,3.8551271310664828e-06,1.0738147292980044e-12,5.5333753927745794e-09,3.4417874984394776e-11,1.042381497574268e-10,1.7567421111227854e-11
3.5452741074454706e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16007091353912398,0.096989500074223189,0.085061740810682379,6.7468938720823735e-08,3.6645894434464616e-05,2.3972410664951411e-10,5.266767219622952e-06,2.7318211552243404e-08,1.302410472678875e-25,8.4192512677214648e-10,1.7919224647836714e-28,4.9018978264503073e-17,1.1419021112745925e-20,2.5624322846125092e-10,1.5113176969241177e-23,3.736283380033432e-21,2.2118915591299163e-15,1.3339106379045275e-24,0.0029898641008391708,0.029815690239895505,3.9386499087955097e-07,7.478763426307143e-08,9.9873161070185691e-08,2.4803206306092255e-13,2.3965827056050032e-09,6.0321435217267699e-09,1.4837750503260828e-05,3.8621097424855869e-06,1.0760495592599244e-12,5.5473264393280042e-09,3.4525192318785287e-11,1.0458061771396231e-10,1.7630396104364784e-11
3.5498446119681933e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16004147189431564,0.096989994606755045,0.085046699958106278,6.77722362925162e-08,3.6730660441012869e-05,2.3975992535984273e-10,5.2809654807183306e-06,2.7412144900732213e-08,1.3063188086852331e-25,8.4368994342053199e-10,1.8107448166430953e-28,4.901445395594171e-17,1.1498549532178485e-20,2.5707446869827226e-10,1.5163218127951521e-23,3.7527089092462533e-21,2.2158978634212175e-15,1.345066922806262e-24,0.002989323240714774,0.02984563407210819,3.9425879942417618e-07,7.4860750544708827e-08,9.9852200930901329e-08,2.4827978823964523e-13,2.3960816752681012e-09,6.0310347939971063e-09,1.4868979052687337e-05,3.8690950782963473e-06,1.0782862897693419e-12,5.5612901225223529e-09,3.4632687527963414e-11,1.0492369366744628e-10,1.769350484277275e-11
3.554415116490916e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16001204642635325,0.096990488808588349,0.085031667295000307,6.8076475123843916e-08,3.6815498753909719e-05,2.3979567862349968e-10,5.2951803505532978e-06,2.7506266110980408e-08,1.3102344427811897e-25,8.4545575038138556e-10,1.8297378643688833e-28,4.9009943170450115e-17,1.1578517996480612e-20,2.5790734338416503e-10,1.521335285435655e-23,3.7691850042951329e-21,2.2199061807251199e-15,1.3563008521633364e-24,0.0029887826736512912,0.029875561411927591,3.9465237448221388e-07,7.493386235074875e-08,9.983130470588918e-08,2.4852736699046794e-13,2.3955821014838164e-09,6.0299264872774036e-09,1.4900227528854001e-05,3.876083132429158e-06,1.0805249201159831e-12,5.5752664251572599e-09,3.4740360601304518e-11,1.0526737761787718e-10,1.7756747397730971e-11
3.558985621013639e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15998263712050789,0.096990982680026344,0.085016642813907375,6.8381656760469323e-08,3.6900409301620851e-05,2.398313668610029e-10,5.3094118182354098e-06,2.760057525932328e-08,1.3141573809578086e-25,8.4722254567886657e-10,1.8489029054747345e-28,4.9005445948852603e-17,1.1658928289279202e-20,2.5874185360965722e-10,1.5263581177344929e-23,3.7857117526044904e-21,2.2239165093419014e-15,1.3676128550732389e-24,0.0029882423993840847,0.029905472274383043,3.9504571626199815e-07,7.5006969669157522e-08,9.9810472128857663e-08,2.4877479944221542e-13,2.3950839788505109e-09,6.0288186009948342e-09,1.4931495902172433e-05,3.883073898822608e-06,1.0827654488980044e-12,5.5892553300491762e-09,3.4848211527983274e-11,1.0561166956463338e-10,1.7820123840390008e-11
3.5635561255363615e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1599532439620705,0.096991476221371858,0.085001626507380371,6.8687782747917601e-08,3.6985392012701731e-05,2.3986699049050156e-10,5.323659872879767e-06,2.7695072421847412e-08,1.3180876292027119e-25,8.4899032734080986e-10,1.8682412458974905e-28,4.9000962331332596e-17,1.1739782198904036e-20,2.5957800046419125e-10,1.5313903125744496e-23,3.8022892416174359e-21,2.2279288475731125e-15,1.379003362482445e-24,0.0029877024176488804,0.029935366674483498,3.9543882497159223e-07,7.5080072488599049e-08,9.978970293563348e-08,2.4902208572482999e-13,2.3945873006532047e-09,6.0277111361300473e-09,1.496278414309771e-05,3.8900673714266595e-06,1.0850078752907443e-12,5.6032568200380125e-09,3.4956240296978864e-11,1.0595656950621975e-10,1.7883634241718969e-11
3.5681266300590843e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15992386693635235,0.096991969432927302,0.084986618367982589,6.8994854631572809e-08,3.7070446815798955e-05,2.3990254992775105e-10,5.3379245036091503e-06,2.7789757674387259e-08,1.3220251935000224e-25,8.50759093398776e-10,1.8877542001660721e-28,4.8996492357427422e-17,1.1821081518464723e-20,2.6041578503590404e-10,1.5364318728321658e-23,3.8189175587964373e-21,2.2319431937215889e-15,1.3904728072200255e-24,0.0029871627281817599,0.029965244627217252,3.9583170081878391e-07,7.5153170796792716e-08,9.9768996862328215e-08,2.4926922596650068e-13,2.394092061855989e-09,6.0266040917030777e-09,1.4994092222129543e-05,3.897063544203051e-06,1.0872521977537819e-12,5.6172708779870549e-09,3.5064446897034652e-11,1.0630207744025603e-10,1.7947278672502881e-11
3.572697134581807e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15989450602868366,0.096992462314994699,0.084971618388286735,6.9302873956684206e-08,3.7155573639644513e-05,2.3993804558627566e-10,5.3522056995535511e-06,2.7884631092541224e-08,1.3259700798305629e-25,8.5252884188781367e-10,1.9074430909155367e-28,4.8992036066073862e-17,1.1902828045559785e-20,2.6125520841170636e-10,1.5414828013785163e-23,3.8355967916213668e-21,2.2359595460913629e-15,1.4020216238870153e-24,0.0029866233307191481,0.029995106147553286,3.9622434401110351e-07,7.5226264582538101e-08,9.974835364794648e-08,2.4951622029738499e-13,2.3935982552682264e-09,6.0254974693707666e-09,1.5025420109808657e-05,3.9040624111240926e-06,1.0894984156970622e-12,5.6312974867813476e-09,3.5172831316650967e-11,1.0664819336353375e-10,1.801105720335427e-11
3.57726763910453e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1598651612244128,0.096992954867875694,0.084956626560874923,6.9611842268368609e-08,3.7240772413052758e-05,2.3997347787745614e-10,5.3665034498499318e-06,2.7979692751680037e-08,1.3299222941719641e-25,8.5429957084633655e-10,1.9273092486571042e-28,4.8987593495633537e-17,1.1985023582129915e-20,2.6209627167732591e-10,1.5465431010788578e-23,3.8523270275895667e-21,2.2399779029876199e-15,1.4136502488021253e-24,0.0029860842249977938,0.030024951250441884,3.9661675475583253e-07,7.5299353833316865e-08,9.972777303068827e-08,2.4976306884487166e-13,2.393105876412581e-09,6.02439126752205e-09,1.5056767776716395e-05,3.9110639661728731e-06,1.0917465273600175e-12,5.6453366293270873e-09,3.5281393544157706e-11,1.0699491727204679e-10,1.8074969904719148e-11
