Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),C2H4X(210),CHOX(53)
3.012953815231351e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.445183461942531,0.11172248032153202,0.022612276859955479,0.0,1.6097887336207944e-06,4.4695102425818686e-05,7.7692049871906227e-06,6.1969941012698416e-08,5.8703491694213557e-18,0.00026667050193685844,3.3916890056659545e-16,0.00018729098186354943,2.1955483086151633e-12,3.3310421482116677e-09,2.4951209001200066e-13,2.0719601382542656e-15,5.6705918692508357e-06,4.6694132719656241e-11,0.0066638258676675142,0.00040325487540437933,4.658430629393014e-05,2.7071571380282444e-07,1.4998713140871742e-09,1.8708364153122717e-08,1.0058776914700893e-10,2.1093651512046434e-11,1.7922285508958304e-07,8.8931060758579187e-06,3.3675024735632402e-11,7.8787445918719577e-07,7.329062717493887e-11,2.4185757225600887e-11,1.0885347928866033e-12,4.3545860447800352e-15
3.0277646176578796e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44517009913676575,0.11170964020177593,0.022611268910490992,0.0,1.6401162856310369e-06,4.5189630528297946e-05,7.8878999950764257e-06,6.2869330711371196e-08,6.018101786123557e-18,0.00026797610931095689,3.4760697788796632e-16,0.00018792780701311346,2.2287532469135367e-12,3.4133612260565878e-09,2.5428139626868928e-13,2.1152774897521434e-15,5.7494781620602045e-06,4.7631743163757184e-11,0.0066752004810760168,0.000405040676374103,4.673597059480132e-05,2.728054751477034e-07,1.5071489132182841e-09,1.8795327877406853e-08,1.0234811789269281e-10,2.1269569469686514e-11,1.8057737856898447e-07,8.9309743479834035e-06,3.4011879724260855e-11,7.9719935641237138e-07,7.4765265377374805e-11,2.4554603337783765e-11,1.1149034670250808e-12,4.4125976504904462e-15
3.042575420084408e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44515684248219117,0.11169690199811363,0.022610261123770292,0.0,1.6707975779667377e-06,4.5686513311141655e-05,8.0076237445506163e-06,6.3777176330896947e-08,6.168599685423751e-18,0.00026928159121819545,3.5621151968402107e-16,0.00018856246686032766,2.2622924929277636e-12,3.4972155299121292e-09,2.591095888187589e-13,2.1592430314833005e-15,5.8289207169249697e-06,4.8583438528936432e-11,0.0066864725569804155,0.00040682421167710761,4.6886537247623916e-05,2.7489511654972091e-07,1.5144251629556975e-09,1.8882279025827811e-08,1.0412696745460131e-10,2.1445434777610966e-11,1.8192666384817595e-07,8.9685474824716634e-06,3.4349575984874832e-11,8.0657436688265811e-07,7.6262100888399397e-11,2.492663719116857e-11,1.1417726310616546e-12,4.4709001728478463e-15
3.057386222510937e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44514369104897539,0.11168426479718964,0.022609253499475263,0.0,1.7018338973460176e-06,4.6185738517873143e-05,8.1283760369513356e-06,6.4693513252735775e-08,6.3218743579658239e-18,0.00027058694652511145,3.6498495090888714e-16,0.00018919496812380387,2.2961676992158305e-12,3.5826238413655117e-09,2.6399689836702517e-13,2.2038621513313364e-15,5.9089186976717207e-06,4.9549359317469048e-11,0.0066976430098901595,0.00040860548168983058,4.7036021376987205e-05,2.7698462712582387e-07,1.5217000571554668e-09,1.8969217534049653e-08,1.0592437190119097e-10,2.1621237710928186e-11,1.8327066042088425e-07,9.0058256178213351e-06,3.4688099968478344e-11,8.159992354625507e-07,7.7781355596889965e-11,2.5301858100822181e-11,1.169149141752336e-12,4.5294912607843367e-15
3.072197024937466e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44513064391547424,0.11167172769381202,0.022608246037291172,0.0,1.7332265236934925e-06,4.6687293972882802e-05,8.2501566156014273e-06,6.5618376793913393e-08,6.4779573996772188e-18,0.0002718921740980625,3.7392971910675332e-16,0.00018982531751328557,2.3303805170915418e-12,3.6696050394383608e-09,2.6894355165247108e-13,2.249140232832357e-15,5.9894712658979916e-06,5.0529646713367354e-11,0.0067087127461517094,0.00041038448684788294,4.7184437963457954e-05,2.7907399695830477e-07,1.5289735896735404e-09,1.90561433377718e-08,1.0774038515603302e-10,2.1796968804048942e-11,1.8460932019768135e-07,9.0428089477121942e-06,3.5027438289274484e-11,8.2547370782663512e-07,7.9323252470924799e-11,2.5680265202998052e-11,1.1970399126063154e-12,4.5883685896075144e-15
3.0870078273639946e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4451177001681651,0.11165928979087952,0.022607238736906666,0.0,1.7649767303780731e-06,4.7191167582880254e-05,8.3729651667408618e-06,6.6551802206935928e-08,6.6368805106827867e-18,0.00027319727280327799,3.8304829449487692e-16,0.00019045352172955589,2.3649325966121465e-12,3.7581781002557752e-09,2.7394977145590527e-13,2.2950826548642569e-15,6.0705775812763435e-06,5.1524442581784506e-11,0.0067196826640214943,0.00041216122764469229,4.7331801839986286e-05,2.8116321704982982e-07,1.5362457543660618e-09,1.9143056372726339e-08,1.0957506100529504e-10,2.197261884732105e-11,1.8594259746015211e-07,9.0794977201165613e-06,3.5367577726354094e-11,8.3499753052822021e-07,8.0888015556842843e-11,2.6061857458028657e-11,1.2254519140169019e-12,4.6475298612829174e-15
3.101818629790523e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44510485890157997,0.11164695019930906,0.022606231598013716,0.0,1.7970857844437557e-06,4.7697347338222712e-05,8.4968013204628987e-06,6.7493824679704876e-08,6.7986754942263551e-18,0.00027450224150691135,3.9234317004618904e-16,0.00019107958746433876,2.399825586566066e-12,3.8483620967187726e-09,2.7901577660874577e-13,2.3416947913413305e-15,6.1522368018437474e-06,5.2533889468413266e-11,0.0067305536537382339,0.00041393570463016052,4.7478127688599245e-05,2.8325227927965037e-07,1.5435165450896642e-09,1.92299565746744e-08,1.1142845310475426e-10,2.2148178883591068e-11,1.8727044881533943e-07,9.1158922364067431e-06,3.5708505225287004e-11,8.4457045106463337e-07,8.2475869978295856e-11,2.6446633653229171e-11,1.25439217339124e-12,4.7069728046925252e-15
3.116629432217052e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44509211921823927,0.11163470803796412,0.02260522462030759,0.0,1.8295549468335283e-06,4.8205821314126013e-05,8.6216646516534365e-06,6.8444479335433151e-08,6.9633742556007569e-18,0.00027580707907509129,4.0181686157150382e-16,0.00019170352140019371,2.4350611344607516e-12,3.9401761981799669e-09,2.8414178200289436e-13,2.388982010914183e-15,6.2344480842768344e-06,5.3558130598880095e-11,0.0067413265975945925,0.00041570791840933813,4.7623430037368408e-05,2.8534117636100498e-07,1.5507859557017598e-09,1.9316843879402738e-08,1.1330061498641896e-10,2.2323640204711457e-11,1.8859283315049034e-07,9.1519928504590189e-06,3.6050207899616345e-11,8.5419221793929204e-07,8.4087041935293088e-11,2.683459240581055e-11,1.2838677752788287e-12,4.7666951758698036e-15
3.131440234643581e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44507948022858529,0.11162256243358368,0.022604217803486818,0.0,1.8623854726064256e-06,4.871657767176215e-05,8.7475546809330981e-06,6.9403801232561019e-08,7.1310088010866553e-18,0.00027711178437397308,4.1147190780132747e-16,0.00019232533021040427,2.4706408865106401e-12,4.0336396701224166e-09,2.8932799860168081e-13,2.4369496766749469e-15,6.3172105841534219e-06,5.4597309878134559e-11,0.0067520023700082168,0.00041747786964111501,4.7767723257641994e-05,2.8742990179970624e-07,1.5580539800608331e-09,1.940371822272094e-08,1.1519160006475647e-10,2.2498994347993912e-11,1.8990971158813023e-07,9.1877999677545369e-06,3.6392673032257506e-11,8.6386258072062101e-07,8.5721758703238347e-11,2.7225732165800645e-11,1.3138858614988346e-12,4.8266947582124912e-15
3.1462510370701095e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44506694105091715,0.11161051252071159,0.022603211147253142,0.0,1.8955786111477777e-06,4.922960465924673e-05,8.8744708756017769e-06,7.0371825364672953e-08,7.3016112368996836e-18,0.00027841635626978876,4.2131087046726788e-16,0.0001929450205588621,2.5065664876252358e-12,4.1287718738415457e-09,2.9457463345186692e-13,2.4856031458678521e-15,6.4005234562006082e-06,5.5651571889834147e-11,0.0067625818375921173,0.00041924555903692597,4.7911021561534096e-05,2.8951844985390445e-07,1.5653206120267246e-09,1.9490579540458455e-08,1.1710146164252673e-10,2.2674233092619554e-11,1.9122104744149366e-07,9.2233140444775089e-06,3.673588807680229e-11,8.7358129009787284e-07,8.7380248631960095e-11,2.7620051218972532e-11,1.3444536312662107e-12,4.8869693626739102e-15
3.161061839496638e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44505450081132497,0.11159855744162707,0.022602204651311523,0.0,1.9291356063726878e-06,4.9744890612520205e-05,9.00241265058509e-06,7.1348586660414972e-08,7.4752137681454393e-18,0.00027972079362889813,4.3133633438304031e-16,0.00019356259909994502,2.5428395813972923e-12,4.2255922661301013e-09,2.9988188969668743e-13,2.5349477696051494e-15,6.4843858545297817e-06,5.6721061895724466e-11,0.0067730658592244338,0.00042101098735947379,4.8053338999662105e-05,2.9160681549503045e-07,1.5725858454609222e-09,1.9577427768461815e-08,1.190302529162496e-10,2.284934845601216e-11,1.9252680617033639e-07,9.2585355866110416e-06,3.7079840658729502e-11,8.8334809793391212e-07,8.9062741144733808e-11,2.8017547689778429e-11,1.3755783413166105e-12,4.9475168279335845e-15
3.175872641923167e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44504215864362556,0.11158669634627524,0.022601198315370052,0.0,1.9630576969228379e-06,5.026242395612715e-05,9.1313793693824383e-06,7.2334119983412385e-08,7.6518486977822245e-18,0.00028102509531783822,4.4155090752507062e-16,0.00019417807247839108,2.5794618100911025e-12,4.3241203989660059e-09,3.0524996658989984e-13,2.5849888925884045e-15,6.5687969328589905e-06,5.7805925835014826e-11,0.0067834552861175627,0.00042277415542146715,4.8194689459122558e-05,2.936949943699006e-07,1.5798496742268376e-09,1.966426284259202e-08,1.2097802698131294e-10,2.302433269018129e-11,1.9382695533715019e-07,9.2934651490310723e-06,3.7424518576523227e-11,8.9316275731505537e-07,9.0769466737297425e-11,2.8418219544288019e-11,1.4072673060301097e-12,5.00833502054821e-15
3.190683444349696e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44502991368929751,0.11157492839219876,0.022600192139139962,0.0,1.9973461163567198e-06,5.078219320389808e-05,9.2613703450161744e-06,7.332846013218834e-08,7.8315484255915553e-18,0.00028232926020337252,4.5195722111269655e-16,0.00019479144732916851,2.6164348146309044e-12,4.424375919203033e-09,3.1067905951081777e-13,2.6357318528351495e-15,6.6537558447231002e-06,5.890631032374944e-11,0.0067937509618866791,0.00042453506408437477,4.8335086661695293e-05,2.957829827639741e-07,1.5871120921900888e-09,1.9751084698722074e-08,1.2294483683673242e-10,2.3199178278041129e-11,1.9512146456379493e-07,9.3281033345987457e-06,3.7769909802699551e-11,9.0302502259803883e-07,9.2500656976859495e-11,2.8822064593130019e-11,1.4395278975537412e-12,5.0694218350835679e-15
3.2054942467762245e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44501776509741675,0.11156325274446974,0.022599186122335576,0.0,2.0320020933333634e-06,5.1304186959537514e-05,9.3923848409815097e-06,7.4331641840082752e-08,8.0143454471564951e-18,0.00028363328715254023,4.6255792968796473e-16,0.00019540273027734176,2.6537602345893905e-12,4.5263785682641936e-09,3.1616935998030702e-13,2.6871819814108837e-15,6.7392617436720781e-06,6.002236265417413e-11,0.0068039537226176347,0.00042629371425719604,4.8474544162267103e-05,2.9787077756574831e-07,1.5943730932187803e-09,1.9837893272734581e-08,1.2493073538957924e-10,2.3373877929710875e-11,1.9641030548856883e-07,9.3624507932516868e-06,3.8116002484743451e-11,9.1293464945420002e-07,9.4256544501100278e-11,2.922908049443548e-11,1.4723675459228412e-12,5.1307751942282528e-15
3.220305049202753e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44500571202459344,0.11155166857562254,0.022598180264674264,0.0,2.0670268517896689e-06,5.1828393917122112e-05,9.5244220721967889e-06,7.5343699775171793e-08,8.200272352847609e-18,0.00028493717503270434,4.7335571119502482e-16,0.00019601192793793434,2.6914397081763168e-12,4.6301481818377971e-09,3.217210556777216e-13,2.7393446021664471e-15,6.8253137834578376e-06,6.1154230794098535e-11,0.0068140643969342475,0.00042805010689524615,4.8613075347466598e-05,2.9995837623227886e-07,1.6016326711837708e-09,1.9924688500519611e-08,1.2693577545908511e-10,2.3548424578802431e-11,1.9769345172372966e-07,9.3965082210944448e-06,3.8462784945956485e-11,9.2289139491093915e-07,9.6037363017165828e-11,2.9639264756782019e-11,1.5057937391812213e-12,5.1923930488899585e-15
3.235115851629282e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44499375363490812,0.11154017506558687,0.022597174565876448,0.0,2.1024216111114095e-06,5.2354802861512434e-05,9.6574812059536945e-06,7.6364668540188072e-08,8.3893618268164485e-18,0.00028624092271159999,4.8435326705911636e-16,0.00019661904691578927,2.7294748722272232e-12,4.7357046895760307e-09,3.2733433045875818e-13,2.7922250314807516e-15,6.9119111182099216e-06,6.2302063386254083e-11,0.0068240838060650046,0.00042980424299895786,4.8750693434501523e-05,3.0204577675581545e-07,1.6088908199589513e-09,2.0011470317972543e-08,1.2896000978043724e-10,2.3722811378700368e-11,1.9897087881348517e-07,9.430276359488592e-06,3.8810245686216918e-11,9.3289501739053865e-07,9.7843347300655229e-11,3.0052614742137313e-11,1.539814023500158e-12,5.2542733782749705e-15
3.249926654055811e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44498188909984887,0.11152877140162182,0.022596169025665504,0.0,2.1381875862980347e-06,5.2883402668682233e-05,9.7915613628670693e-06,7.7394582672441251e-08,8.5816466459964863e-18,0.00028754452905738176,4.9555332226515318e-16,0.00019722409380542585,2.767867362192253e-12,4.8430681147960171e-09,3.3300936437420179e-13,2.8458285780088675e-15,6.9990529026004804e-06,6.3466009747647589e-11,0.0068340127639091395,0.00043155612361269971,4.8887411470190156e-05,3.0413297763153338e-07,1.6161475334215104e-09,2.0098238660992201e-08,1.3100349100827544e-10,2.3897031698839325e-11,2.0024256419246167e-07,9.4637559941427388e-06,3.9158373382653468e-11,9.4294527674641615e-07,9.9674733194600716e-11,3.0469127668801199e-11,1.5744360032962065e-12,5.3164141899517351e-15
3.2647374564823395e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44497011759824889,0.11151745677825022,0.022595163643767822,0.0,2.1743259881213632e-06,5.3414182305968892e-05,9.9266616178239235e-06,7.8433476643739499e-08,8.7771596791115252e-18,0.00028884799293867091,5.069586254358996e-16,0.00019782707519089521,2.8066188121250749e-12,4.9522585741832464e-09,3.3874633368954253e-13,2.9001605424354582e-15,7.0867382919988767e-06,6.4646219868910568e-11,0.0068438520771021529,0.00043330574982360727,4.9023242330178095e-05,3.0621997782634689e-07,1.6234028054522039e-09,2.0184993465478998e-08,1.3306627171990331e-10,2.4071079120983178e-11,2.0150848714466412e-07,9.496947954202909e-06,3.9507156890233567e-11,9.530419342968916e-07,1.0153175760844141e-10,3.0888800614344787e-11,1.6096673413478556e-12,5.3788135198990034e-15
3.279548258908868e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44495843831622373,0.11150623039719357,0.02259415841991267,0.0,2.2108380232782809e-06,5.3947130832248474e-05,1.0062781000931288e-05,7.9481384860311193e-08,8.9759338856915146e-18,0.00029015131322460147,5.1857194890974e-16,0.00019842799764563382,2.8457308546719047e-12,5.0632962774972807e-09,3.4454541090543641e-13,2.9552262172335516e-15,7.1749664426162596e-06,6.5842844413644269e-11,0.0068536025450807152,0.00043505312276043292,4.9158198718332594e-05,3.0830677674878797e-07,1.6306566299356134e-09,2.0271734667333262e-08,1.3514840441822368e-10,2.42449474355105e-11,2.0276862876293696e-07,9.5298531113435852e-06,3.9856585242268223e-11,9.6318475285654227e-07,1.0341465851698982e-10,3.1311630518545765e-11,1.6455157589110039e-12,5.4414694325393643e-15
3.294359061335397e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44494685044711013,0.11149509146730799,0.022593153353832267,0.0,2.2477248945375555e-06,5.4482237398038854e-05,1.0199918498462572e-05,8.0538341662727521e-08,9.1780023150957751e-18,0.00029145448878486655,5.3039608881804351e-16,0.00019902686773231473,2.8852051210606275e-12,5.1762015272796639e-09,3.504067647789905e-13,3.0110308864286454e-15,7.263736511640503e-06,6.7056034717760525e-11,0.006863264960147001,0.00043679824359240906,4.9292293166306527e-05,3.1039337421993404e-07,1.6379090007604098e-09,2.0358462202453687e-08,1.3724994153441294e-10,2.4418630637710042e-11,2.0402297190893417e-07,9.5624723788598078e-06,4.0206647650834016e-11,9.7337349676521895e-07,1.0532367495939202e-10,3.1737614186318592e-11,1.6819890358332848e-12,5.504380020758749e-15
3.309169863761926e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44493535319140415,0.11148403920451998,0.02259214844526166,0.0,2.2849878008808702e-06,5.5019491245534244e-05,1.0338073053802009e-05,8.1604381325825517e-08,9.3833981055435971e-18,0.00029275751848976359,5.4243386516211931e-16,0.00019962369200269859,2.9250432410900201e-12,5.2909947185639314e-09,3.5633056034584678e-13,3.067579825368122e-15,7.3530476573618111e-06,6.8285942788818562e-11,0.0068728401075324611,0.00043854111352812709,4.9425538033264238e-05,3.1247977044536285e-07,1.6451599118196085e-09,2.0445176006735902e-08,1.3937093543033909e-10,2.4592122924090246e-11,2.0527150117360518e-07,9.5948067107606263e-06,4.0557333507113988e-11,9.8360793191480158e-07,1.0725904703808109e-10,3.2166748290638685e-11,1.7190950106672319e-12,5.567543405912346e-15
3.3239806661884545e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44492394575670058,0.11147307283176358,0.022591143693938748,0.0,2.3226279376382063e-06,5.5558881708574403e-05,1.0477243568386944e-05,8.2679538058631781e-08,9.5921544831521978e-18,0.00029406040121024007,5.5468812188976323e-16,0.00020021847699748272,2.9652468431190669e-12,5.4076963385876549e-09,3.6231695894304181e-13,3.1248783004959678e-15,7.4428990392893489e-06,6.9532721305357554e-11,0.0068823287654609898,0.00044028173381443212,4.9557945505761718e-05,3.145659659881234e-07,1.652409357010825e-09,2.0531876016071188e-08,1.4151143840074166e-10,2.4765418688706035e-11,2.0651420283820531e-07,9.6268571008642971e-06,4.0908632381658914e-11,9.9388782577376535e-07,1.0922101591772412e-10,3.2599029375459384e-11,1.7568415807822878e-12,5.6309577378179838e-15
3.338791468614983e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44491262735763154,0.11146219157891755,0.022590139099604247,0.0,2.3606464966176882e-06,5.6100398212551734e-05,1.0617428902647532e-05,8.3763846004286733e-08,9.8043047609820453e-18,0.00029536313581793647,5.6716172697139763e-16,0.00020081122924615021,3.0058175540563709e-12,5.5263269665064182e-09,3.6836611823261863e-13,3.1829315691327819e-15,7.5332898182592408e-06,7.0796523616225006e-11,0.0068917317052115679,0.00044202010573533276,4.9689527597773777e-05,3.1665196174269817e-07,1.6596573302365252e-09,2.0618562166345287e-08,1.4367150267517907e-10,2.4938512519506422e-11,2.0775106483583233e-07,9.6586245818954937e-06,4.1260534024569803e-11,1.0042129474096327e-06,1.1120982382416245e-10,3.3034453858620623e-11,1.7952367024756666e-12,5.694621194736881e-15
3.353602271041512e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44490139721580735,0.11145139468274316,0.022589134662001638,0.0,2.3990446662300066e-06,5.6644030274259331e-05,1.0758627876943572e-05,8.4857339239969704e-08,1.0019882338089577e-17,0.0002966657211852317,5.7985757247580077e-16,0.00020140195526681799,3.0467569993496681e-12,5.6469072731096366e-09,3.7447819222596839e-13,3.241744879261046e-15,7.6242191565342459e-06,7.2077503739901488e-11,0.006901049691180299,0.00044375623061092506,4.9820296150861024e-05,3.1873775890993841e-07,1.666903825404273e-09,2.0705234393437325e-08,1.4585118041975448e-10,2.5111399194705198e-11,2.0898207671349656e-07,9.6901102245849478e-06,4.161302836560379e-11,1.0145830675093837e-06,1.1322571404334587e-10,3.3473018034748616e-11,1.834288391082071e-12,5.7585319833429706e-15
3.368413073468041e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44489025455975584,0.1114406813868228,0.022588130380877165,0.0,2.4378236316075446e-06,5.7189767501682973e-05,1.0900839272498147e-05,8.5960051776824262e-08,1.0238920698587328e-17,0.00029796815618528537,5.9277857464542694e-16,0.00020199066156608504,3.0880668029754252e-12,5.7694580205381665e-09,3.8065333130887604e-13,3.3013234693156422e-15,7.7156862178954408e-06,7.3375816363820915e-11,0.0069102834809419448,0.0004454901097963331,4.995026283446978e-05,3.2082335897295645e-07,1.6741488364269758e-09,2.0791892633218899e-08,1.4805052373863296e-10,2.5284073679178696e-11,2.1020722959472569e-07,9.7213151367717218e-06,4.1966105514204199e-11,1.0249979583978939e-06,1.1526893092026023e-10,3.3914718078145154e-11,1.8740047210822668e-12,5.822688338680912e-15
3.3832238758945694e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44487919862486347,0.11143005094149896,0.022587126255979768,0.0,2.476984574718327e-06,5.7737599593740191e-05,1.1044061832327739e-05,8.7072017559884539e-08,1.0461453410711479e-17,0.00029927043969208127,6.0592767397131699e-16,0.00020257735463888066,3.1297485874285374e-12,5.8940000620035865e-09,3.8689168226725069e-13,3.3616725679796002e-15,7.8076901677262293e-06,7.4691616843687097e-11,0.0069194338253108518,0.00044722174468066271,5.0079439146358051e-05,3.2290876367395133e-07,1.6813923572231252e-09,2.0878536821553242e-08,1.5026958467535676e-10,2.5456531120891641e-11,2.1142651614270702e-07,9.7522404625085366e-06,4.2319755759456573e-11,1.0354573940544768e-06,1.1733971985784873e-10,3.4359550045665795e-11,1.9143938262105224e-12,5.8870885241133553e-15
3.398034678321098e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44486822865331588,0.11141950260381366,0.022586122287061087,0.0,2.5165286744749242e-06,5.8287516339968767e-05,1.1188294262168514e-05,8.8193270468002076e-08,1.0687514125896845e-17,0.00030057257058046946,6.1930783526759719e-16,0.00020316204096831251,3.1718039737121167e-12,6.0205543415090886e-09,3.9319338831351365e-13,3.4227973939850472e-15,7.9002301730889582e-06,7.6025061202786436e-11,0.0069285014684013777,0.00044895113668597065,5.0207836413141081e-05,3.2499397499194881e-07,1.6886343817170374e-09,2.0965166894294526e-08,1.5250841521396817e-10,2.5628766847354631e-11,2.1263993052396925e-07,9.7828873811703966e-06,4.2673969569971842e-11,1.0459611501275908e-06,1.1943832731592721e-10,3.4807509879585914e-11,1.9554638995609118e-12,5.9517308312581527e-15
3.412845480747627e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44485734389403997,0.11140903563744876,0.022585118473875444,0.0,2.5564571068384166e-06,5.8839507620168004e-05,1.1333535231398513e-05,8.9323844313773167e-08,1.0917136577859397e-17,0.0003018745477262078,6.3292204774556862e-16,0.00020374472702551572,3.214234581327369e-12,6.1491418935719049e-09,3.99558589113624e-13,3.48470315591933e-15,7.9933054027944924e-06,7.73763061312965e-11,0.0069374871476877535,0.00045067828726624967,5.0335465790950154e-05,3.27078995121438e-07,1.6958749038390885e-09,2.1051782787287219e-08,1.5476706727995382e-10,2.5800776362114759e-11,2.1384746837260333e-07,9.8132571065668096e-06,4.3028737593698603e-11,1.0565090039477893e-06,1.2156500081009298e-10,3.5258593410453726e-11,1.9972231936924886e-12,6.0166135799156943e-15
3.4276562831741557e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44484654360264514,0.11139864931266633,0.022584114816179751,0.0,2.5967710449175623e-06,5.9393563403995033e-05,1.1479783373955393e-05,9.0463772843467007e-08,1.1150354581686279e-17,0.00030317637000600348,6.4677332508738375e-16,0.0002043254192695023,3.2570420282635652e-12,6.2797838429471773e-09,4.0598742081471677e-13,3.5473950520362962e-15,8.0869150274649737e-06,7.8745508985591003e-11,0.0069463915940634145,0.0004524031979064262,5.0462338266198092e-05,3.2916382645187972e-07,1.7031139175259423e-09,2.1138384436365663e-08,1.570455927410137e-10,2.5972555341281124e-11,2.150491267550229e-07,9.8433508860579332e-06,4.338405065766536e-11,1.0671007345389766e-06,1.2371998891062766e-10,3.5712796359929501e-11,2.0396800207333423e-12,6.0817351179870741e-15
3.4424670856006844e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44483582704136559,0.11138834290625003,0.022583111313733539,0.0,2.6374716590632835e-06,5.9949673750518855e-05,1.16270372892495e-05,9.1613089736954458e-08,1.1387202032933454e-17,0.0003044780362975533,6.6086470551931344e-16,0.0002049041241470112,3.3002279309880965e-12,6.412501404353191e-09,4.1248001607333253e-13,3.6108782700726891e-15,8.1810582195901038e-06,8.013282778754073e-11,0.0069552155318998044,0.00045412587012137355,5.0588464656446055e-05,3.3124847154806999e-07,1.7103514167207838e-09,2.1224971777353619e-08,1.5934404340766571e-10,2.6144099630087743e-11,2.1624490413526458e-07,9.873169999674909e-06,4.3739899767654643e-11,1.0777361226280328e-06,1.2590354124139407e-10,3.6170114343609719e-11,2.0828427524835197e-12,6.1470938213833035e-15
3.457277888027213e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44482519347900357,0.11137811570144668,0.022582107966298944,0.0,2.6785601169585912e-06,6.0507828807734698e-05,1.1775295543071925e-05,9.2771828607637326e-08,1.1627712906730938e-17,0.00030577954547958387,6.7519925188459841e-16,0.00020548084809235995,3.3437939044366237e-12,6.547315882197923e-09,4.1903650408421447e-13,3.6751579870696514e-15,8.2757341535772029e-06,8.1538421223810966e-11,0.006963959679104648,0.00045584630545493932,5.0713855611365301e-05,3.3333293313133471e-07,1.717587395373545e-09,2.1311544746063989e-08,1.6166247103369856e-10,2.6315405239494436e-11,2.1743480034082452e-07,9.9027157592446606e-06,4.4096276107810305e-11,1.0884149506528786e-06,1.2811590847872699e-10,3.6630542873835799e-11,2.126719820516845e-12,6.2126880939261323e-15
3.472088690453742e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4448146421908713,0.11136796698790848,0.022581104773640594,0.0,2.7200375837040816e-06,6.1068018812040906e-05,1.192455666849738e-05,9.3940023002378558e-08,1.1871921256895784e-17,0.00030708089643189166,6.8978005171589191e-16,0.00020605559752729678,3.3877415620033075e-12,6.6842486703067947e-09,4.2565701060965175e-13,3.7402393691992742e-15,8.3709420057953449e-06,8.29624486451549e-11,0.0069726247471797046,0.00045756450547898775,5.0838521613788516e-05,3.3541721406153978e-07,1.7248218474411263e-09,2.1398103278298737e-08,1.6400092731647266e-10,2.6486468342827642e-11,2.1861881652903108e-07,9.9319895075194151e-06,4.4453171040179659e-11,1.0991370027690459e-06,1.3035734235031782e-10,3.7094077362486215e-11,2.1713197162816092e-12,6.278516367240869e-15
