Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),C2H4X(210),CHOX(53)
8.547758365738409e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434221002942515,0.1099429603985389,0.022245596715064396,0.0,4.6565955793935363e-05,0.00033418272024075119,0.00011132268622387318,1.2379521068214703e-06,5.7135537340743905e-16,0.00073749792284948546,5.7498542290024464e-14,0.00032122603549306365,5.0694113463978696e-11,3.6419298235700093e-07,6.4169957398783973e-12,1.0135347500132227e-13,6.7124664391271819e-05,3.0889335883128688e-09,0.0078613378680352213,0.00092552660301242762,7.6823621047891207e-05,1.0267169044139356e-06,4.0812845972795113e-09,4.9823234908310273e-08,2.4329356719047343e-09,7.485365491387596e-11,4.4999597152642142e-07,1.3486203656021844e-05,1.8929223418124366e-10,6.4724770258252729e-06,4.8742890266123721e-09,3.4531481839233336e-10,1.5442369265763349e-10,4.0528806871391797e-14
8.583619809394742e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434187314030853,0.10993834344072927,0.022243281354995509,0.0,4.7124360492019778e-05,0.00033651103791006517,0.00011232056180735039,1.2523550242392216e-06,5.8066838923862954e-16,0.00074039522888394167,5.8658351435458452e-14,0.00032164631983282887,5.1317450587086333e-11,3.7045496480612051e-07,6.4834860985717952e-12,1.0274144182820205e-13,6.7687151132612221e-05,3.1405004688876785e-09,0.0078620074048028534,0.00092802770758402587,7.695418895952638e-05,1.0312399036956031e-06,4.0968929823837992e-09,5.0013129327727229e-08,2.4609039700801999e-09,7.5177949990062108e-11,4.5127913261250422e-07,1.3501608675636108e-05,1.9050758709121228e-10,6.5187222801205509e-06,4.9557222170187636e-09,3.4840773052684023e-10,1.5740911004388668e-10,4.0858661415019265e-14
8.619481253051076e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44341539441813499,0.10993374556116295,0.022240966721931901,0.0,4.768665367373829e-05,0.00033884324326529422,0.00011332226766143216,1.2668574061930923e-06,5.9008642865104533e-16,0.0007432901972389362,5.9836101511545578e-14,0.0003220630342745728,5.1945556915770867e-11,3.767926995369737e-07,6.5502807624305381e-12,1.0414118778485232e-13,6.8251153543147713e-05,3.1926964902953579e-09,0.0078626560705500736,0.00093051805542499453,7.7084383283503117e-05,1.0357552827143839e-06,4.1124852296292959e-09,5.0202849822957774e-08,2.4890540540195744e-09,7.5502447336909508e-11,4.5256257289540772e-07,1.351703575162006e-05,1.9172585417503255e-10,6.5650478755865855e-06,5.0381497157501549e-09,3.5151250361846197e-10,1.6043817310047271e-10,4.1189829011517027e-14
8.655342696707409e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44341208887542882,0.10992916631775225,0.022238652814723293,0.0,4.8252840852211675e-05,0.00034117931159165774,0.00011432779997421872,1.2814594004416263e-06,5.996101520858832e-16,0.00074618282392686908,6.1031981552867331e-14,0.00032247620837274222,5.2578444434249221e-11,3.8320668590146624e-07,6.6173790415571287e-12,1.0555274950961205e-13,6.8816660078091117e-05,3.2455264085767303e-09,0.0078632843140369214,0.0009329976582167325,7.7214207796808755e-05,1.040263004745942e-06,4.1280613223443035e-09,5.0392396157601233e-08,2.5173860868603672e-09,7.5827150700785988e-11,4.5384632037041343e-07,1.35324851631012e-05,1.929470328202823e-10,6.6114532944371235e-06,5.121579046049613e-09,3.5462912587287373e-10,1.6351130547683908e-10,4.1522310498022269e-14
8.691204140363743e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44340881432059354,0.10992460527797439,0.02223633963221143,0.0,4.8822927468075323e-05,0.00034351921839715288,0.00011533715494033621,1.2961611527661892e-06,6.0924022098829458e-16,0.00074907310502049193,6.2246181533653459e-14,0.00032288587144305733,5.3216125047252599e-11,3.8969742294303224e-07,6.6847802470473455e-12,1.0697616352775186e-13,6.9383659203968982e-05,3.2989949912726071e-09,0.0078638925744072934,0.0009354665277111206,7.7343666230750047e-05,1.044763033499662e-06,4.14362124419289e-09,5.0581768099506924e-08,2.5459002284938762e-09,7.615206379053713e-11,4.551304025343654e-07,1.3547957178231035e-05,1.9417112036553353e-10,6.6579380235433037e-06,5.206017749381701e-09,3.5775758551613926e-10,1.6662893262260437e-10,4.1856106705903912e-14
8.727065584020076e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44340557030864558,0.10992006201866596,0.022234027173230038,0.0,4.9396918889728928e-05,0.00034586293941074792,0.00011635032876037536,1.3109628069777399e-06,6.1897729780700233e-16,0.00075196103665239021,6.3478892364256645e-14,0.00032329205256445906,5.3858610580097267e-11,3.9626540937724699e-07,6.7524836910098231e-12,1.0841146625143112e-13,6.9952139398937784e-05,3.3531070173441594e-09,0.0078644812813949885,0.00093792467573054663,7.7472762271713367e-05,1.0492553331149997e-06,4.1591649791718096e-09,5.0770965420736039e-08,2.5745966355814544e-09,7.6477190279381438e-11,4.5641484640670922e-07,1.3563452054815424e-05,1.953981141031547e-10,6.7045015543960026e-06,5.2914733853064404e-09,3.6089787079300486e-10,1.6979148178037489e-10,4.2191218461241932e-14
8.76292702767641e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44340235640378872,0.10991553612582163,0.022231715436604897,0.0,4.9974820413586187e-05,0.00034821045058059541,0.0001173673176403638,1.3258645049236158e-06,6.2882204599396016e-16,0.00075484661501446588,6.4730305887589215e-14,0.0003236947805810408,5.4505912778755811e-11,4.0291114357254998e-07,6.8204886865862984e-12,1.0985869397965027e-13,7.052208915309654e-05,3.4078672770933829e-09,0.0078650508555253851,0.00094037211416789625,7.7601499561907891e-05,1.0537398681578388e-06,4.1746925116074605e-09,5.0959987897523364e-08,2.6034754615707194e-09,7.6802533806721687e-11,4.5769967854956622e-07,1.3578970040911352e-05,1.9662801128198457e-10,6.7511433830685952e-06,5.3779535313534253e-09,3.6404996996529845e-10,1.7299938197853284e-10,4.2527646585286233e-14
8.798788471332743e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44339917217921598,0.10991102719439717,0.02222940442115379,0.0,5.0556637264324659e-05,0.00035056172807226219,0.00011838811779127045,1.3408663864943392e-06,6.3877513000405473e-16,0.00075772983635742348,6.6000614875523005e-14,0.00032409408410396129,5.5158043309928925e-11,4.096351235310797e-07,6.8887945479724692e-12,1.1131788289819926e-13,7.1093496968794654e-05,3.4632805720836464e-09,0.0078656017083127659,0.0009428088549865122,7.7729881700091871e-05,1.0582166036168516e-06,4.1902038261528324e-09,5.1148835310239463e-08,2.6325368567116822e-09,7.712809797987384e-11,4.5898492508688104e-07,1.3594511375391606e-05,1.9786080910988065e-10,6.7978630101800648e-06,5.4654657828960614e-09,3.6721387131042722e-10,1.7625306402399759e-10,4.286539189489461e-14
8.834649914989076e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44339601721691413,0.10990653482811694,0.02222709412568652,0.0,5.1142374595135502e-05,0.00035291674826697843,0.0001194127254285406,1.3559685896304391e-06,6.4883721529485167e-16,0.00076061069699025609,6.7290013025252195e-14,0.00032448999151334291,5.5815013761117714e-11,4.1643784686961745e-07,6.957400590439422e-12,1.1278906907960226e-13,7.1666351360936373e-05,3.5193517150603297e-09,0.0078661342424534413,0.00094523491022012072,7.7857912242283134e-05,1.0626855048998759e-06,4.2056989077844567e-09,5.1337507443352805e-08,2.6617809680727977e-09,7.7453886375720177e-11,4.6027061172269081e-07,1.3610076288478986e-05,1.9909650475614763e-10,6.8446599408585109e-06,5.5540177530259693e-09,3.7038956311996873e-10,1.7955296049496026e-10,4.3204455202951546e-14
8.87051135864541e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44339289110747498,0.10990205863928525,0.022224784549004915,0.0,5.1732037487973418e-05,0.00035527548775990311,0.00012044113677166034,1.3711712503292891e-06,6.5900896832638379e-16,0.00076348919327973467,6.8598694955619955e-14,0.00032488253096015163,5.6476835640696366e-11,4.2331981080064519e-07,7.0263061303555477e-12,1.1427228848305949e-13,7.224064085728087e-05,3.5760855298715458e-09,0.0078666488520146953,0.00094765029197273068,7.7985594702453711e-05,1.0671465378303009e-06,4.2211777417994106e-09,5.1526004085392239e-08,2.6912079395569689e-09,7.7779902542286139e-11,4.6155676375854174e-07,1.3625665002251474e-05,2.0033509535385165e-10,6.8915336847050031e-06,5.6436170724274897e-09,3.7357703369835313e-10,1.828995057335919e-10,4.3544837318767682e-14
8.906372802301743e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44338979344990842,0.1098975982486019,0.022222475689902824,0.0,5.2325630953806466e-05,0.00035763792335840786,0.00012147334804374825,1.3864745026519632e-06,6.6929105656098187e-16,0.00076636532164989972,6.9926856203408778e-14,0.00032527173036806119,5.7143520377985363e-11,4.3028151211351183e-07,7.0955104852089232e-12,1.1576757695438624e-13,7.2816353998738514e-05,3.6334868513889569e-09,0.0078671459226197192,0.00095005501241850329,7.8112932553209256e-05,1.0715996686434639e-06,4.2366403138122946e-09,5.1714325028909575e-08,2.7208179119174494e-09,7.810615000024565e-11,4.6284340611009973e-07,1.3641277731119793e-05,2.0157657800202147e-10,6.9384837557578143e-06,5.7342713892523678e-09,3.7677627136162836e-10,1.8629313583872613e-10,4.388653904846121e-14
8.942234245958077e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44338672385146138,0.10989315328498157,0.022220167547166169,0.0,5.2923159932865929e-05,0.00036000403208037761,0.00012250935547117377,1.4018784787301053e-06,6.7968414846315112e-16,0.00076923907858155176,7.1274693219595137e-14,0.00032565761743530143,5.7815079323325091e-11,4.37323447155714e-07,7.1650129736300852e-12,1.1727497022594927e-13,7.3393479339663021e-05,3.6915605254286787e-09,0.0078676258316285538,0.00095244908380159778,7.823992922645382e-05,1.0760448639830611e-06,4.2520866097522362e-09,5.1902470070442299e-08,2.7506110227736907e-09,7.843263224435762e-11,4.6413056332298244e-07,1.3656914682278715e-05,2.028209497677449e-10,6.9855096724569842e-06,5.8259883689945426e-09,3.7998726443630734e-10,1.8973428865851675e-10,4.4229561195320788e-14
8.97809568961441e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44338368192743904,0.10988872338537739,0.022217860119572892,0.0,5.3524629294896071e-05,0.0003623737911525271,0.00012354915528320001,1.4173833087728127e-06,6.9018891349948536e-16,0.00077211046061174862,7.2642403365568894e-14,0.00032604021963649041,5.8491523748149764e-11,4.4444611181428656e-07,7.2348129154151691e-12,1.1879450391660189e-13,7.3972005448139826e-05,3.7503114086722679e-09,0.0078680889483151491,0.00095483251843598877,7.8366588114039932e-05,1.0804820908975723e-06,4.2675166158599122e-09,5.2090439010476576e-08,2.7805874066271223e-09,7.8759352744835398e-11,4.6541825958785371e-07,1.3672576056133452e-05,2.0406820768816141e-10,7.0326109576092539e-06,5.9187756943651038e-09,3.8321000125829108e-10,1.9322340378307075e-10,4.4573904560152026e-14
9.013957133270744e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44338066730103148,0.10988430819460786,0.022215553405893006,0.0,5.4130043839403921e-05,0.00036474717800873526,0.00012459274371165083,1.4329891210735357e-06,7.0080602213862969e-16,0.00077497946433330094,7.4030184909317586e-14,0.00032641956422445009,5.9172864845061879e-11,4.5165000149730628e-07,7.3049096315493459e-12,1.2032621353161692e-13,7.4551920906270374e-05,3.8097443685878008e-09,0.0078685356340406562,0.00095720532870526313,7.8492912568405113e-05,1.0849113168367008e-06,4.2829303186845868e-09,5.2278231653410378e-08,2.810747194876849e-09,7.9086314948653688e-11,4.6670651875480805e-07,1.3688262046702342e-05,2.0531834877235725e-10,7.0797871383533255e-06,6.0126410651673768e-09,3.8644447017186468e-10,1.9676092253705728e-10,4.4919569941606662e-14
9.049818576927077e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44337767960314328,0.10987990736518792,0.022213247404888607,0.0,5.4739408295908881e-05,0.00036712417028839469,0.00012564011699059982,1.4486960420169858e-06,7.1153614585127797e-16,0.00077784608639427141,7.5438237021576065e-14,0.00032679567823200718,5.9859113727906854e-11,4.5893561111550726e-07,7.3753024442305191e-12,1.2187013446261846e-13,7.5133214310452604e-05,3.8698642833510503e-09,0.0078689662424229756,0.0009595675270623942,7.8618905903194309e-05,1.0893325096478294e-06,4.2983277050811489e-09,5.2465847807516824e-08,2.8410905158352788e-09,7.9413522280793094e-11,4.6799536434707898e-07,1.3703972841997034e-05,2.0657137000316621e-10,7.1270377461254659e-06,6.1075921981721466e-09,3.8969065952876143e-10,2.0034728797229317e-10,4.5266558136496193e-14
9.085680020583411e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44337471847222604,0.10987552055716314,0.022210942115313881,0.0,5.5352727324192262e-05,0.00036950474583477794,0.00012669127135608047,1.4645041960860637e-06,7.223799571102202e-16,0.00078071032349747653,7.6866759771941784e-14,0.00032716858847377749,6.05502814318482e-11,4.6630343506400854e-07,7.4459906768932361e-12,1.2342630198751286e-13,7.5715874271657717e-05,3.9306760417667346e-09,0.0078693811195026907,0.0009619191260294938,7.8744571393869479e-05,1.0937456375724935e-06,4.3137087622071787e-09,5.2653287284907669e-08,2.8716174947436867e-09,7.9740978145427835e-11,4.6928481957410399e-07,1.3719708624381347e-05,2.0782726833887922e-10,7.174362316625441e-06,6.2036368269930248e-09,3.929485576872919e-10,2.0398294486030519e-10,4.5614869940089789e-14
9.121541464239744e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44337178355411649,0.10987114743794819,0.022208637535915156,0.0,5.5970005514546733e-05,0.00037188888269341837,0.00012774620304581715,1.4804137058687921e-06,7.3333812939042424e-16,0.00078357217239998856,7.8315954124956183e-14,0.00032753832154793633,6.124637891344274e-11,4.7375396720415464e-07,7.5169736542328122e-12,1.2499475127041911e-13,7.6299889415702745e-05,3.9921845431898704e-09,0.0078697806039054151,0.00096426013819754617,7.8869912278306059e-05,1.0981506692428706e-06,4.3290734775200257e-09,5.2840549901497088e-08,2.9023282537876945e-09,8.0068685927055703e-11,4.705749073439684e-07,1.3735469570909842e-05,2.0908604071486865e-10,7.2217603897827705e-06,6.300782701961968e-09,3.962181530115367e-10,2.0766833968487021e-10,4.5964506146397246e-14
9.157402907896078e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44336887450187645,0.10986678768216805,0.022206333665430837,0.0,5.6591247388025674e-05,0.0003742765591105087,0.0001288049082989743,1.4964246920652649e-06,7.4441133716916353e-16,0.00078643162991264221,7.9786021936152378e-14,0.00032790490383797165,6.1947417050716452e-11,4.8128770084546859e-07,7.5882507022295293e-12,1.2657551736159849e-13,7.6885248383519746e-05,4.0543946974472093e-09,0.0078701650270007022,0.00096659057622612305,7.8994931757377047e-05,1.1025475736782897e-06,4.3444218387738806e-09,5.3027635476965559e-08,2.9332229121127015e-09,8.0396648991575734e-11,4.7186565027526638e-07,1.3751255853647209e-05,2.1034768404512879e-10,7.2692315097233099e-06,6.3990375900049214e-09,3.9949943387059373e-10,2.1140392063453304e-10,4.6315467548438152e-14
9.193264351552411e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44336599097563684,0.10986244097150302,0.02220403050259153,0.0,5.7216457396692227e-05,0.00037666775353131218,0.00012986738335592408,1.5125372734946045e-06,7.5560025592618428e-16,0.00078928869289954218,8.1277165948069552e-14,0.00032826836151442435,6.2653406643240317e-11,4.8890512872771635e-07,7.6598211481729982e-12,1.2816863519738425e-13,7.7471939831420835e-05,4.1173114247587662e-09,0.007870534713057516,0.00096891045284307957,7.9119632995524729e-05,1.1069363202817549e-06,4.3597538340169109e-09,5.3214543834723838e-08,2.9643015858392112e-09,8.0724870687314272e-11,4.731570707083971e-07,1.376706763996945e-05,2.1161219522373738e-10,7.3167752247361418e-06,6.4984092745176146e-09,4.0279238863788418e-10,2.1519013759510287e-10,4.6667754938496143e-14
9.229125795208745e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44336313264244531,0.10985810699453709,0.022201728046119994,0.0,5.7845639923868303e-05,0.00037906244459859058,0.00013093362445803117,1.5287515671019307e-06,7.6690556214391231e-16,0.00079214335827757268,8.2789589786234514e-14,0.00032862872053661136,6.336435841220674e-11,4.9660674300308652e-07,7.7316843206865464e-12,1.2977413960011197e-13,7.8059952431359792e-05,4.1809396556594284e-09,0.007870889979396372,0.0009712197808442359,7.9244019121320754e-05,1.1113168788364981e-06,4.3750694515883482e-09,5.3401274801877546e-08,2.9955643880781177e-09,8.1053354346001512e-11,4.7444919071632956e-07,1.3782905092847794e-05,2.1287957112624147e-10,7.3643910872407908e-06,6.598905555241495e-09,4.0609700569050894e-10,2.1902744214212842e-10,4.7021369108361554e-14
9.264987238865078e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44336029917611619,0.10985378544660931,0.022199426294731196,0.0,5.8478799284383401e-05,0.00038146061115104641,0.00013200362784745337,1.5450676879653385e-06,7.7832793330770171e-16,0.00079499562301591073,8.432349795511051e-14,0.00032898600665433634,6.4080283000505668e-11,5.043930352184799e-07,7.8038395497516533e-12,1.3139206527804894e-13,7.8649274871189732e-05,4.2452843309206712e-09,0.0078712311365382297,0.00097351857309304452,7.9368093228014409e-05,1.1156892195025416e-06,4.3903686801156468e-09,5.3587828209191477e-08,3.0270114289459074e-09,8.1382103283702025e-11,4.7574203211485413e-07,1.3798768371116259e-05,2.1414980861097069e-10,7.4120786537547243e-06,6.7005342481398035e-09,4.0941327340865396e-10,2.2291628753335311e-10,4.7376310849559679e-14
9.300848682521412e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44335749025708526,0.10984947602966874,0.022197125247132316,0.0,5.9115939724823184e-05,0.00038386223222178022,0.00013307738976695742,1.5614857493028847e-06,7.8986804790612138e-16,0.00079784548413554019,8.5879095834013714e-14,0.00032934024540958373,6.4801190972801702e-11,5.1226449629791452e-07,7.8762861667323786e-12,1.3302244682532579e-13,7.9239895854917123e-05,4.3103504014723453e-09,0.0078715584883501753,0.00097580684252023887,7.9491858374069742e-05,1.1200533128132869e-06,4.4056515085116236e-09,5.3774203891054372e-08,3.0586428155797795e-09,8.1711120801699451e-11,4.7703561647235191e-07,1.3814657629723774e-05,2.1542290452028111e-10,7.459837484861165e-06,6.8033031852737975e-09,4.1274118017504253e-10,2.2685712870114946e-10,4.7732580953567872e-14
9.336710126177745e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44335470557226642,0.10984517845213199,0.022194824902022812,0.0,5.9757065423777849e-05,0.00038626728703676136,0.00013415490645974962,1.5780058624795838e-06,8.0152658543128342e-16,0.00080069293870876901,8.7456589672998079e-14,0.00032969146213819974,6.5527092815610857e-11,5.2022161652504213e-07,7.9490235043997599e-12,1.3466531872186737e-13,7.9831804102952329e-05,4.3761428283245715e-09,0.0078718723321880152,0.00097808460212347233,7.9615317583691796e-05,1.1244091296721238e-06,4.4209179259716223e-09,5.3960401685443877e-08,3.0904586521527269e-09,8.2040410187339606e-11,4.7832996511909908e-07,1.3830573019971621e-05,2.1669885568173401e-10,7.5076671451772144e-06,6.9072202146791067e-09,4.1608071437443231e-10,2.30850422244934e-10,4.8090180212020851e-14
9.372571569834079e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44335194481491169,0.10984089242874437,0.022192525258094405,0.0,6.0402180492090256e-05,0.00038867575501331381,0.00013523617416931946,1.5946281370144134e-06,8.1330422637920768e-16,0.0008035379838587487,8.9056186588708182e-14,0.00033003968197155823,6.6257998937377646e-11,5.2826488552577853e-07,8.0220508969561432e-12,1.3632071533332576e-13,8.0424988352356203e-05,4.4426665824897024e-09,0.0078721729590357538,0.00098035186496694309,7.9738473847342048e-05,1.1287566413490606e-06,4.4361679219706968e-09,5.4146421433891574e-08,3.1224590398885062e-09,8.2369974714831772e-11,4.7962509915613339e-07,1.3846514689737034e-05,2.179776589092099e-10,7.5555672033222417e-06,7.0122932002422351e-09,4.1943186439315156e-10,2.3489662642356335e-10,4.8449109416904185e-14
9.408433013490412e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44334920768447467,0.1098366176804436,0.022190226314031117,0.0,6.1051288973103905e-05,0.00039108761575861573,0.00013632118913929655,1.6113526805873212e-06,8.2520165225022758e-16,0.00080638061675899683,9.0678094560201078e-14,0.0003303849298382121,6.699391966855251e-11,5.3639479225104608e-07,8.0953676800594376e-12,1.3798867091101376e-13,8.1019437357083361e-05,4.5099266449044046e-09,0.0078724606536421538,0.00098260864418100871,7.986133012224352e-05,1.133095819477378e-06,4.4514014862608082e-09,5.4332262981448385e-08,3.1546440770765718e-09,8.2699817646011735e-11,4.8092103946369866e-07,1.3862482783683693e-05,2.1925931100396452e-10,7.6035372318865853e-06,7.1185300215772096e-09,4.2279461861867683e-10,2.3899620114771106e-10,4.8809369360737594e-14
9.444294457146746e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44334649388647623,0.10983235393422679,0.022187928068509343,0.0,6.1704394842910541e-05,0.00039350284906821271,0.00013740994761331902,1.6281795990462465e-06,8.3721954554943167e-16,0.00080922083463292108,9.2322522424737004e-14,0.00033072723046553241,6.7734865261669312e-11,5.4461182495962941e-07,8.1689731908472396e-12,1.3966921959183985e-13,8.1615139888221799e-05,4.5779280063517958e-09,0.0078727356946543068,0.00098485495296178681,7.9983889332875663e-05,1.1374266360503033e-06,4.4666186088680391e-09,5.4517926176650132e-08,3.1870138590869245e-09,8.3029942231067129e-11,4.8221780670929302e-07,1.3878477443459812e-05,2.2054380875562592e-10,7.6515768074005237e-06,7.2259385739023631e-09,4.2616896543924493e-10,2.4314960797222649e-10,4.9170960836748048e-14
9.480155900803079e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433438031323742,0.10982810092301985,0.022185630520197817,0.0,6.2361502010597502e-05,0.00039592143492454482,0.00013850244583491408,1.6451089964141419e-06,8.4935858978714405e-16,0.00081205863475334564,9.3989679873539532e-14,0.00033106660838133156,6.8480845891422957e-11,5.5291647120114604e-07,8.2428667679608192e-12,1.4136239539824457e-13,8.2212084734228821e-05,4.6466756673837045e-09,0.0078729983547483721,0.00098709080457074806,8.0106154371459512e-05,1.1417490634177069e-06,4.4818192800898143e-09,5.470341087148323e-08,3.219568478384882e-09,8.3360351709228185e-11,4.8351542135533629e-07,1.3894498807884528e-05,2.218311489431378e-10,7.6996855103035346e-06,7.3345267679172636e-09,4.2955489324350138e-10,2.4735731008847537e-10,4.9533884639032099e-14
9.516017344459413e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44334113513943474,0.10982385838555034,0.022183333667757699,0.0,6.3022614318494912e-05,0.00039834335349548685,0.0001395986800473883,1.6621409748960043e-06,8.6161946947944221e-16,0.00081489401444204156,9.5679777447525649e-14,0.00033140308791547337,6.9231871654747295e-11,5.613092177991271e-07,8.3170477515689632e-12,1.4306823223813876e-13,8.2810260701163783e-05,4.7161746382429967e-09,0.0078732489007575217,0.000989316212334298,8.0228128098432989e-05,1.1460630742828271e-06,4.497003490492156e-09,5.4888716921350677e-08,3.2523080245457973e-09,8.3691049309423829e-11,4.8481390366647732e-07,1.3910547013123224e-05,2.2312132833565047e-10,7.747862924913817e-06,7.444302529679783e-09,4.3295239042018008e-10,2.5161977231666335e-10,4.9898141562710218e-14
9.551878788115746e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44333848963060696,0.10981962606622223,0.022181037509842603,0.0,6.3687735542422423e-05,0.0004007685851329019,0.00014069864649372894,1.6792756348859093e-06,8.7400287014871002e-16,0.00081772697106925784,9.7393026533005281e-14,0.00033173669320147057,6.9987952570892906e-11,5.697905508342138e-07,8.3915154833915983e-12,1.4478676390484321e-13,8.3409656612917115e-05,4.786429938785998e-09,0.007873487593797102,0.00099153118964335346,8.0349813342917159e-05,1.1503686416990134e-06,4.5121712309069395e-09,5.5073844185038169e-08,3.2852325842697067e-09,8.4022038250906186e-11,4.8611327371655829e-07,1.3926622192852404e-05,2.2441434369336309e-10,7.7961086393981244e-06,7.5552738004833134e-09,4.3636144535781476e-10,2.559374610981425e-10,5.0263732404070751e-14
9.58774023177208e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433358663344007,0.10981540371499418,0.022178742045098593,0.0,6.4356869391935754e-05,0.00040319711037120832,0.00014180234141651405,1.6965130749740504e-06,8.8650947832422887e-16,0.00082055750205325734,9.9129639357351754e-14,0.00033206744817806721,7.0749098581505474e-11,5.7836095562746472e-07,8.466269306723236e-12,1.4651802407703038e-13,8.4010261311435913e-05,4.8574465984050131e-09,0.0078737146893871589,0.00099373574995290483,8.047121290317302e-05,1.1546657390664962e-06,4.5273224924291666e-09,5.5258792524680615e-08,3.3183422413958772e-09,8.4353321743845199e-11,4.8741355139525248e-07,1.394272447841469e-05,2.257101917683178e-10,7.8444222457418127e-06,7.6674485367341207e-09,4.3978204644447802e-10,2.6031084448770052e-10,5.0630657960706279e-14
9.623601675428413e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44333326498476588,0.10981119108725984,0.022176447272164265,0.0,6.5030019510572878e-05,0.00040562890992595929,0.00014290976105783192,1.7138533919537852e-06,8.9913998154280333e-16,0.0008233856048598517,1.0088982898464251e-13,0.00033239537659080875,7.1515319550703656e-11,5.8702091672377823e-07,8.5413085664561796e-12,1.4826204631866819e-13,8.4612063656946233e-05,4.9292296559509262e-09,0.0078739304375723112,0.00099592990678157561,8.0592329547049443e-05,1.1589543401291761e-06,4.5424572664142631e-09,5.5443561805728556e-08,3.351637076917337e-09,8.4684902989891948e-11,4.8871475641439227e-07,1.3958853998964514e-05,2.2700886930515015e-10,7.8928033397191907e-06,7.7808347098288286e-09,4.4321418206754773e-10,2.6474039214583435e-10,5.0998919031641112e-14
9.659463119084747e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433306853209758,0.10980698794373105,0.022174153189670767,0.0,6.5707189476099943e-05,0.00040806396469243473,0.00014402090165920834,1.7312966808286806e-06,9.1189506834942096e-16,0.00082621127700194317,1.0267380931127097e-13,0.00033272050199359854,7.2286625265157631e-11,5.9577091787542648e-07,8.6166326091035036e-12,1.5001886407896533e-13,8.5215052528171933e-05,5.0017841596558941e-09,0.0078741350830390557,0.00099811367371117378,8.0713166012422516e-05,1.1632344189714454e-06,4.5575755444753911e-09,5.562815189691508e-08,3.3851171689952882e-09,8.5016785182717392e-11,4.9001690831400326e-07,1.3975010881605032e-05,2.2831037304179626e-10,7.9412515208641193e-06,7.8954403060320792e-09,4.4665784061349885e-10,2.6922657533100801e-10,5.1368516417451353e-14
9.69532456274108e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433281270875119,0.10980279405032327,0.022171859796241838,0.0,6.6388382800756658e-05,0.00041050225574424656,0.00014513575946154258,1.7488430348195649e-06,9.247754282979506e-16,0.00082903451603906562,1.0448179506152958e-13,0.00033304284775024172,7.3063025434167367e-11,6.0461144202570364e-07,8.6922407828217502e-12,1.5178851069231981e-13,8.5819216822550148e-05,5.0751151670561311e-09,0.0078743288652305572,0.0010002870643862362,8.0833725007626475e-05,1.1675059500150296e-06,4.5726773184807728e-09,5.5812562670222818e-08,3.4187825929734808e-09,8.5348971508522027e-11,4.9132002646805937e-07,1.3991195251516758e-05,2.296146997101602e-10,7.9897663924408876e-06,8.0112733263542961e-09,4.5011301046771974e-10,2.737698668918943e-10,5.1739450920377322e-14
