Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),H2OX(23),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),COX(50),CO2X(24),H2X(49),CH4OX(60)
1.795669982069014e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33749211567054305,0.11859800259813678,0.022819827281511277,1.8726123090725562e-23,5.3386797672852559e-16,2.8216154612650741e-15,3.5191851910241848e-14,7.3989436110103997e-18,4.4600133995133402e-38,4.3047673740882452e-11,4.3679714979523388e-40,1.8235064803191887e-11,1.8092498229639687e-27,3.6730861396397089e-19,4.7321471922522653e-29,2.4205759840995528e-30,3.3952045088261821e-15,6.6243546585471006e-30,7.1962052291840467e-05,3.4808217370709087e-06,6.8386841458777827e-10,1.3097056852227403e-12,1.2551448617283482e-17,3.317664355205506e-09,4.7350200143316466e-14,8.4628202714785046e-14,6.524533542133193e-10,9.6874837435795216e-17,2.7470330922346887e-20,4.1624853471261816e-24,1.5185240384236693e-18,5.7607881518015331e-24
1.8483554648659192e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33748991560380825,0.11859590476386832,0.022819776231055158,2.1586124425872555e-23,5.6986507667055913e-16,3.0051602728173095e-15,3.9135075608774147e-14,7.8687215772130982e-18,5.2879792489716453e-38,4.4758195824970497e-11,5.1537721687079232e-40,1.8769420197374097e-11,1.9893932829921339e-27,3.9784025013961447e-19,5.4482130724583097e-29,2.7745976216013439e-30,3.619582127381545e-15,7.5204902592683874e-30,7.4059845503947837e-05,3.5829225958949318e-06,6.9227948474129946e-10,1.3589034483576827e-12,1.3027680736247893e-17,3.4509371592601703e-09,4.793261640878803e-14,8.7174142206763102e-14,6.8338105992865447e-10,1.0445306947420444e-16,3.0606204886148231e-20,4.6511988584840437e-24,1.6604760409192181e-18,6.2601393289945854e-24
1.9010409476628243e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33748771630903662,0.11859380770113134,0.02281972518137872,2.4776319434251032e-23,6.0724629329856353e-16,3.1957115936319469e-15,4.3381523654630452e-14,8.3498095358089226e-18,6.2392271490171078e-38,4.648275100090276e-11,6.0501802009050089e-40,1.930374026191216e-11,2.1807277335528446e-27,4.2988401023449205e-19,6.2473177524842495e-29,3.1676357610514617e-30,3.8522850735103445e-15,8.5042931833845713e-30,7.6156867151475822e-05,3.6850218943950421e-06,7.0033960643368989e-10,1.4087576378188939e-12,1.351031975537557e-17,3.5853523115939481e-09,4.8490731107070309e-14,8.978022056369064e-14,7.1467840660242026e-10,1.1235986125605332e-16,3.3987867526671151e-20,5.1796048398464304e-24,1.8113986779957087e-18,6.7853176965824992e-24
1.9537264304597294e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33748551778598923,0.11859171140964185,0.022819674132481715,2.8323083085902416e-23,6.4603255246282828e-16,3.3933968960672168e-15,4.7944095556133808e-14,8.8418628085827321e-18,7.3278297181154333e-38,4.8220753124220366e-11,7.0685560150632509e-40,1.9838025142349305e-11,2.3835121628585612e-27,4.6346609335733381e-19,7.1363057809678148e-29,3.6026407886419018e-30,4.0934238475134949e-15,9.5811075662902193e-30,7.8253117518458788e-05,3.7871196330389479e-06,7.0806478351595893e-10,1.4592721644438471e-12,1.3999405559717337e-17,3.7208635426180506e-09,4.9025652433866506e-14,9.2449444711210952e-14,7.4632995781587299e-10,1.2059758598302259e-16,3.7625994052080674e-20,5.7495426392408989e-24,1.9716193292218161e-18,7.3367910200876732e-24
2.0064119132566345e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33748332003442549,0.1185896158891159,0.022819623084363902,3.2253992121741049e-23,6.8624495863256295e-16,3.5983453320999002e-15,5.2835779410865267e-14,9.3445426909140564e-18,8.5690015564049421e-38,4.9971642778643406e-11,8.2209953041950121e-40,2.0372274978616045e-11,2.5979973389682722e-27,4.9861236201999216e-19,8.1223666393736393e-29,4.08268631878848e-30,4.3431095835983257e-15,1.075639785266835e-29,8.0348596888826408e-05,3.8892158122943483e-06,7.1547028988385232e-10,1.5104506989938684e-12,1.4494975661804343e-17,3.8574266929082545e-09,4.9538438038577368e-14,9.5184684875693773e-14,7.7832098047720637e-10,1.2916846435144078e-16,4.1531336154856229e-20,6.3628736357758888e-24,2.1414707805572291e-18,7.9150205119621102e-24
2.0590973960535396e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33748112305410266,0.11858752113926971,0.022819572037025039,3.6597839185160539e-23,7.2790478847253867e-16,3.8106876556996613e-15,5.806964610914918e-14,9.8575170318467118e-18,9.9791558873780151e-38,5.1734886056918526e-11,9.5203467334152782e-40,2.0906489905285993e-11,2.8244259621242642e-27,5.3534836587803863e-19,9.2130414366547751e-29,4.6109700020641562e-30,4.6014540107766359e-15,1.2035744951662147e-29,8.2443305546403808e-05,3.9913104326289253e-06,7.2257070277778348e-10,1.5622966876118724e-12,1.4997065356705949e-17,3.9949996169367764e-09,5.0030097330186716e-14,9.7988680223459624e-14,8.1063741273860573e-10,1.3807457425465891e-16,4.5714716989692208e-20,7.0214807056716079e-24,2.321291289460868e-18,8.5204612849305185e-24
2.1117828788504447e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33747892684477626,0.1185854271598195,0.022819520990464883,4.1384646628015791e-23,7.7103348483527045e-16,4.0305561485997645e-15,6.3658843914296785e-14,1.0380460712088322e-17,1.1575962280023134e-37,5.3509973397407263e-11,1.0980228969643523e-39,2.1440670051819978e-11,3.0630328296778505e-27,5.7369936414085509e-19,1.0416229526085878e-28,5.1908142794649623e-30,4.8685694162946575e-15,1.3424842466667942e-29,8.4537243774911506e-05,4.0934034945103304e-06,7.2937993456005111e-10,1.614813366378473e-12,1.5505707867649824e-17,4.1335420912062276e-09,5.0501593677707447e-14,1.0086404445383533e-13,8.4326583338005102e-10,1.4731786038203174e-16,5.0187026477188012e-20,7.727267747295033e-24,2.5114246459517644e-18,9.1535627792885511e-24
2.1644683616473498e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33747673140620016,0.11858333395048171,0.022819469944683198,4.6645680022523733e-23,8.1565265114586224e-16,4.2580845493965418e-15,6.9616593397180938e-14,1.0913056031810754e-17,1.3378405437380801e-37,5.5296418473735112e-11,1.2615047053425073e-39,2.1974815542799081e-11,3.3140450111719831e-27,6.1369034674967162e-19,1.1740195048361936e-28,5.8256670866793651e-30,5.1445686114389156e-15,1.4929493005546528e-29,8.6630411857965486e-05,4.1954949984061775e-06,7.3591126304257763e-10,1.6680037750194051e-12,1.6020934480398813e-17,4.2730157265737236e-09,5.0953846510255039e-14,1.0381327153867568e-13,8.7619343258913883e-10,1.5690014286792386e-16,5.4959216913298121e-20,8.482159262267767e-24,2.712220229813191e-18,9.8147691661304793e-24
2.217153844444255e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33747453673812655,0.1185812415109728,0.022819418899679735,5.2413461406398712e-23,8.6178404615335836e-16,4.493407985902442e-15,7.595618270346673e-14,1.1454993018676123e-17,1.540684503910679e-37,5.7093757135026686e-11,1.4440008126486047e-39,2.2508926498146956e-11,3.5776820315024954e-27,6.5534605441059796e-19,1.3193573404737472e-28,6.519102511709304e-30,5.4295648995766512e-15,1.6555604575699531e-29,8.8722810079077245e-05,4.2975849447840338e-06,7.4217736043276067e-10,1.7218707697982905e-12,1.6542774670202486e-17,4.4133838845705201e-09,5.1387733321428249e-14,1.0683874085587664e-13,9.0940798407257532e-10,1.6682312522641824e-16,6.0042298865854151e-20,9.2880999496891267e-24,2.9240330641216439e-18,1.0504519728229958e-23
2.26983932724116e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33747234284030608,0.11857914984100937,0.022819367855454253,5.8721782286114021e-23,9.0944957902642109e-16,4.7366629106716829e-15,8.2690963132982962e-14,1.2005969665171663e-17,1.7683076627110084e-37,5.8901546394446903e-11,1.6471136530112337e-39,2.3043003033342103e-11,3.8541560604095999e-27,6.9869099755828835e-19,1.4785377663675218e-28,7.2748214088847852e-30,5.7236720462998107e-15,1.8309187067265303e-29,9.0814438721653694e-05,4.3996733341114073e-06,7.4819032095975229e-10,1.7764170356343445e-12,1.7071256222861165e-17,4.5546115975365299e-09,5.1804091582318585e-14,1.0994272220452505e-13,9.4289781843883487e-10,1.7708840242677857e-16,6.544733734113985e-20,1.0147054349111647e-23,3.1472238652734038e-18,1.1223249220110406e-23
2.322524810038065e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3374701497124879,0.11857705894030812,0.02281931681200651,6.560571642272605e-23,9.5867130477568091e-16,4.9879870396120774e-15,8.9834345013813978e-14,1.2565692103304229e-17,2.0230393524159897e-37,6.0719363463892825e-11,1.8725288290612132e-39,2.3577045259620424e-11,4.1436721067732825e-27,7.4374947431775697e-19,1.6525004904287573e-28,8.0966519721033359e-30,6.0270042515484215e-15,2.0196348826889927e-29,9.2905298068997374e-05,4.5017601668557459e-06,7.5396168724003282e-10,1.8316450974938574e-12,1.7606405348005398e-17,4.696665492399072e-09,5.2203720567219529e-14,1.131273811335651e-13,9.7665179779485114e-10,1.8769746816480581e-16,7.1185448204740542e-20,1.1061006545459065e-23,3.3821590896751624e-18,1.1971388208701031e-23
2.3752102928349704e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33746795735441998,0.11857496880858587,0.022819265769336274,7.3101632422139709e-23,1.0094714199841346e-15,5.2475192935921979e-15,9.7399793853627042e-14,1.3133874724020472e-17,2.3073649775485598e-37,6.2546804832744316e-11,2.1220165009266807e-39,2.4111053284168544e-11,4.4464282163277359e-27,7.9054558752674824e-19,1.8422242499776136e-28,8.9885502700018142e-30,6.339676123594711e-15,2.2223293323982096e-29,9.4995388404306338e-05,4.603845443484422e-06,7.5950247543944702e-10,1.8875573311020526e-12,1.8148246784545426e-17,4.8395137179316456e-09,5.2587383095991066e-14,1.1639478356304653e-13,1.0106592915027047e-09,1.9865172127663485e-16,7.7267794841580719e-20,1.2031959867607424e-23,3.6292109772620635e-18,1.2749363395855864e-23
2.427895775631876e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33746576576584852,0.11857287944555953,0.02281921472744329,8.1247206149576163e-23,1.0618722588259496e-15,5.5153997429498102e-15,1.0540082675027706e-13,1.3710240248099168e-17,2.6239324103581178e-37,6.4383485388647454e-11,2.397432717509685e-39,2.4645027210308259e-11,4.7626156715436719e-27,8.3910326087670273e-19,2.0487274343967081e-28,9.9546007456438677e-30,6.6618026547757629e-15,2.4396315910836124e-29,9.7084710010674272e-05,4.7059291644647302e-06,7.6482319928704387e-10,1.944155973012807e-12,1.8696803900265843e-17,4.9831258753322105e-09,5.2955807196922048e-14,1.1974690016658521e-13,1.0449101530425315e-09,2.0995247250671201e-16,8.3705585040671827e-20,1.306193662017035e-23,3.8887575920029188e-18,1.3557597923899062e-23
2.480581258428781e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33746357494651891,0.11857079085094605,0.022819163686327321,9.0081432988329649e-23,1.1158962893565628e-15,5.7917695548053848e-15,1.1385100904679193e-13,1.4294519754603858e-17,2.9755584866897583e-37,6.6229037578395904e-11,2.7007206919452973e-39,2.5178967137672664e-11,5.0924191925806832e-27,8.894462542255269e-19,2.2730687023898643e-28,1.0999016683151521e-29,6.9934991988691425e-15,2.6721800677438187e-29,9.917326317109045e-05,4.8080113302638802e-06,7.6993389299357947e-10,2.0014431300689343e-12,1.9252098786065999e-17,5.1274729519674139e-09,5.3309687693743555e-14,1.2318561130312587e-13,1.0793946979299544e-09,2.2160095068569641e-16,9.0510068090821017e-20,1.4152977891169686e-23,4.1611828595471982e-18,1.4396511665254877e-23
2.5332667412256865e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33746138489617505,0.1185687030244626,0.022819112645988134,9.9644639960814985e-23,1.171566110059146e-15,6.0767709430832638e-15,1.2276395121637604e-13,1.4886452672313791e-17,3.3652356013742982e-37,6.8083110607079663e-11,3.0339120231870446e-39,2.5712873162374154e-11,5.4360171383668376e-27,9.4159817813043217e-19,2.5163475941269982e-28,1.2126140643542528e-29,7.3348814500119847e-15,2.9206217401229094e-29,0.00010126104816843978,4.9100919413489861e-06,7.7484413312470752e-10,2.0594207882869486e-12,1.9814152344115464e-17,5.2725272581394524e-09,5.3649687720252628e-14,1.2671271116145594e-13,1.1141036826411885e-09,2.3359830784244156e-16,9.7692532074495729e-20,1.5307143337434338e-23,4.4468766021622648e-18,1.5266521497127927e-23
2.585952224022592e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33745919561455995,0.11856661596582641,0.022819061606425474,1.0997849772694098e-22,1.2289044466323819e-15,6.3705471211425016e-15,1.3215330596194949e-13,1.5485786738954987e-17,3.7961384023262059e-37,6.9945369673762026e-11,3.3991278656883915e-39,2.6246745377164837e-11,5.7935817069951034e-27,9.9558250764478978e-19,2.7797051385403796e-28,1.3340444871885439e-29,7.6860654230697543e-15,3.1856118591655427e-29,0.00010334806528550294,5.0121709981870656e-06,7.7956305947635241e-10,2.118090821201064e-12,2.0382984370250022e-17,5.4182623667379246e-09,5.3976440165847521e-14,1.3032991146728095e-13,1.1490282844997317e-09,2.4594562482547062e-16,1.0526430134791262e-19,1.6526510979561278e-23,4.7462345711032885e-18,1.616804156211638e-23
2.638637706819497e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33745700710141519,0.1185645296747548,0.022819010567639103,1.2112603247574827e-22,1.2879341490046242e-15,6.6732422569190406e-15,1.4203276551786823e-13,1.6092277932554636e-17,4.2716305825772623e-37,7.1815495242024473e-11,3.79858004916462e-39,2.6780583871589585e-11,6.1652791347318441e-27,1.0514225954194363e-18,3.0643244560248277e-28,1.4646531677757016e-29,8.0471674353663508e-15,3.4678136628998708e-29,0.00010543431480495623,5.1142485012450303e-06,7.8409939499763882e-10,2.1774549976981234e-12,2.0958613631620494e-17,5.5646530556441965e-09,5.4290549055110994e-14,1.3403884604765351e-13,1.184160082479633e-09,2.5864391663712692e-16,1.1323673419596755e-19,1.781317709487097e-23,5.0596584765530151e-18,1.710148351556557e-23
2.6913231896164026e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33745481935648169,0.11856244415096516,0.022818959529628789,1.3313163772548868e-22,1.348678188561111e-15,6.9850014304813671e-15,1.5241605914243688e-13,1.6705690378811639e-17,4.7952717695076539e-37,7.3693182343788238e-11,4.2345721504248581e-39,2.7314388732132113e-11,6.5512698930229117e-27,1.1091416841458997e-18,3.3714313567857765e-28,1.6049133790872411e-29,8.4183040896922208e-15,3.7678980996685466e-29,0.00010751979700937172,5.2163244509896825e-06,7.8846146480484648e-10,2.2375149893718252e-12,2.1541057939824648e-17,5.7116752527642829e-09,5.4592590864441629e-14,1.378410745714738e-13,1.2194910388851615e-09,2.7169413644475139e-16,1.2162122065121644e-19,1.9169256079229268e-23,5.3875560152634297e-18,1.806725676040313e-23
2.744008672413308e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33745263237949907,0.11856035939417506,0.022818908492394277,1.4604108604352719e-22,1.4111596555720274e-15,7.3059705939027763e-15,1.6331695078761782e-13,1.7325796237978673e-17,5.3708245105718298e-37,7.5578139914890868e-11,4.7095005192589174e-39,2.7848160042354404e-11,6.9517088829676924e-27,1.1687629183763053e-18,3.7022949350669778e-28,1.7553114693647654e-29,8.799592258511953e-15,4.0865435606018094e-29,0.00010960451218121734,5.3183988478877112e-06,7.9265721432795166e-10,2.2982723774233034e-12,2.2130334219338299e-17,5.8593059835700561e-09,5.4883115778627577e-14,1.4173808553911963e-13,1.255013481866762e-09,2.8509718016487292e-16,1.304291804668482e-19,2.0596880282206662e-23,5.730340896026177e-18,1.9065768670139382e-23
2.796694155210213e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3374504461702062,0.11855827540410212,0.022818857455935343,1.5990154069830381e-22,1.4754017568093968e-15,7.6362965333544848e-15,1.7474923693532339e-13,1.7952375574376418e-17,6.0022613548548206e-37,7.7470090160968254e-11,5.2258552603476191e-39,2.838189788302976e-11,7.3667456268121443e-27,1.2303093557521764e-18,4.0582281594768244e-28,1.9163468932342328e-29,9.191149069297052e-15,4.4244356212026679e-29,0.00011168846060285674,5.4204716924056808e-06,7.9669422662937155e-10,2.3597286591340091e-12,2.2726458571577254e-17,6.0075233210321947e-09,5.5162648890102561e-14,1.4573130051043917e-13,1.2907200887331593e-09,2.9885389116942215e-16,1.3967206123410907e-19,2.2098199968334368e-23,6.0884328630932638e-18,2.0097424800665673e-23
2.8493796380071186e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.337448260728341,0.11855619218046412,0.022818806420251733,1.7476156725653896e-22,1.5414278133412419e-15,7.9761268333253417e-15,1.8672674459160742e-13,1.8585216211316386e-17,6.6937720298323094e-37,7.9368767952259613e-11,5.7862211731398928e-39,2.8915602332269795e-11,7.7965244560846335e-27,1.2938039776719642e-18,4.4405884596243303e-28,2.0885322408324758e-29,9.5930918909140866e-15,4.7822667918938815e-29,0.00011377164255654941,5.5225429850100336e-06,8.0057973893266995e-10,2.4218852539358833e-12,2.3329446335122402e-17,6.1563063378378103e-09,5.5431691343481873e-14,1.498220775524905e-13,1.3266038700252532e-09,3.1296506339249237e-16,1.4936133663513475e-19,2.367538325156938e-23,6.4622577176643197e-18,2.1162629091436571e-23
2.902065120804024e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33744607605364074,0.11855410972297886,0.022818755385343212,1.9067114513429626e-22,1.6092612584924716e-15,8.3256098428760583e-15,1.9926332942690492e-13,1.9224113573903129e-17,7.4497707127418768e-37,8.1273920246017223e-11,6.3932786516076329e-39,2.9449273465645622e-11,8.2411846960613416e-27,1.3592696994251038e-18,4.8507783092649021e-28,2.2723932650905415e-29,1.0005538321002399e-14,5.1607362773601582e-29,0.00011585405832445081,5.6246127261670858e-06,8.0432065839723501e-10,2.4847435091027173e-12,2.3939312142267786e-17,6.3056350607890332e-09,5.5690721427892755e-14,1.5401171346501389e-13,1.3626581543175699e-09,3.2743144494072727e-16,1.5950850482280285e-19,2.5330615951031457e-23,6.8522473375514626e-18,2.2261784056578814e-23
2.9547506036009293e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33744389214584158,0.1185520280313643,0.022818704351209532,2.0768167911056255e-22,1.6789256359626681e-15,8.6848946438375367e-15,2.1237287405293454e-13,1.986887052191549e-17,8.2749033960038547e-37,8.3185305535262587e-11,7.0498045457520227e-39,2.9982911356303535e-11,8.7008608463024446e-27,1.4267293798185746e-18,5.2902458061435214e-28,2.468468907309409e-29,1.04286061742794e-14,5.560549744505903e-29,0.00011793570818861221,5.7266809163430157e-06,8.0792357717331463e-10,2.5483047050841116e-12,2.4556069971929803e-17,6.4554904272802559e-09,5.59401956194806e-14,1.5830144768905154e-13,1.3988765737112307e-09,3.4225374234907021e-16,1.7012508691964286e-19,2.7066101602229138e-23,7.2588396951280038e-18,2.3395290966431313e-23
3.0074360863978347e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33744170900467918,0.11854994710533853,0.022818653317850462,2.2584601081511387e-22,1.7504445980912572e-15,9.0541310208650279e-15,2.2606928643003896e-13,2.0519297174723407e-17,9.1740553461595989e-37,8.5102693322685929e-11,7.7586729866933561e-39,3.0516516075075397e-11,9.1756827570485618e-27,1.4962058303202911e-18,5.7604852487177184e-28,2.6773113211551302e-29,1.0862413471715129e-14,5.9824190988381311e-29,0.00012001659243098084,5.8287475560038675e-06,8.1139478677026396e-10,2.6125700605022523e-12,2.5179733199183492e-17,6.6058542437613637e-09,5.6180549576340303e-14,1.6269246561539803e-13,1.4352530499890956e-09,3.5743262298553648e-16,1.8122262562820012e-19,2.8884061466523096e-23,7.6824788736623452e-18,2.4563550019986866e-23
3.06012156919474e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33743952662988819,0.11854786694461965,0.022818602285265752,2.4521843019750802e-22,1.8238419042610481e-15,9.4334694332628052e-15,2.40366498394728e-13,2.1175210729975218e-17,1.0152358655823621e-36,8.7025863618542416e-11,8.5228561771306544e-39,3.1050087690583991e-11,9.6657758013108683e-27,1.5677218237421848e-18,6.2630377099339587e-28,2.8994858951924659e-29,1.1307078430521016e-14,6.4270622690751687e-29,0.00012209671133339998,5.9308126456155423e-06,8.1474029176933827e-10,2.6775407368319829e-12,2.5810314641728863e-17,6.7567091460976213e-09,5.6412199088067306e-14,1.6718589999303778e-13,1.4717817814041785e-09,3.7296871771347272e-16,1.9281268394585936e-19,3.0786734392067693e-23,8.1236150821337408e-18,2.5766960508676488e-23
3.1128070519916454e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33743734502120309,0.11854578754892595,0.022818551253455173,2.6585468698229696e-22,1.8991414194317721e-15,9.8230609884959094e-15,2.5527846429868407e-13,2.1836435277588944e-17,1.121519988817398e-36,8.8954606461449875e-11,9.345425148907879e-39,3.1583626269343567e-11,1.0171261042527349e-26,1.6413001024844815e-18,6.7994916082178857e-28,3.1355712740684557e-29,1.1762719454900997e-14,6.895202999774743e-29,0.00012417606517760885,6.0328761856438016e-06,8.1796582291094899e-10,2.7432178427825883e-12,2.6447826603422036e-17,6.9080385617357147e-09,5.6635540982006436e-14,1.7178283450412757e-13,1.5084572300684708e-09,3.888626248292051e-16,2.0490684397750731e-19,3.2776376852964916e-23,8.5827046686220475e-18,2.700592097190956e-23
3.1654925347885507e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33743516417835723,0.11854370891797585,0.022818500222418471,2.8781200212108517e-22,1.9763671127957735e-15,1.0223057417308171e-14,2.7081915975521629e-13,2.2502801610399594e-17,1.2368227813531338e-36,9.0888721461043281e-11,1.0229550489371395e-38,3.211713187585581e-11,1.0692255397692456e-26,1.7169633863613931e-18,7.3714832758348966e-28,3.386159378450061e-29,1.222945512751628e-14,7.3875706517696996e-29,0.00012625465424524269,6.1349381765542559e-06,8.21076849584911e-10,2.8096024383980304e-12,2.7092280914979068e-17,7.0598266735957796e-09,5.6850953988138899e-14,1.764843071355196e-13,1.5452741099170523e-09,4.0511491198287643e-16,2.175167058396427e-19,3.485526304129635e-23,9.0602101323590134e-18,2.8280829344757855e-23
3.218178017585456e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33743298410108358,0.11854163105148773,0.022818449192155418,3.1114907924763988e-22,2.0555430565483294e-15,1.0633611050368686e-14,2.8700258048461182e-13,2.3174147032651915e-17,1.3617361237602134e-36,9.2828017361489977e-11,1.1178503038149242e-38,3.2650604572701455e-11,1.1228871795897292e-26,1.7947343800273518e-18,7.980697524771658e-28,3.6518554238133941e-29,1.2707404201617841e-14,7.9049000101960674e-29,0.00012833247881783295,6.236998618812366e-06,8.2407859175091588e-10,2.8766955388931486e-12,2.7743688972053594e-17,7.2120583856133951e-09,5.7058799564518185e-14,1.8129131071545224e-13,1.5822273752238907e-09,4.2172611789169519e-16,2.3065388665009703e-19,3.7025684724285985e-23,9.5566001345245939e-18,2.9592083098148343e-23
3.2708635003823614e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33743080478911436,0.11853955394918023,0.02281839816266577,3.3592611613755153e-22,2.1366934247655282e-15,1.1054874796371467e-14,3.0384274124976422e-13,2.3850315167382815e-17,1.496879692098446e-36,9.4772311624912809e-11,1.2195654555927471e-38,3.3184044420627607e-11,1.1781219332243847e-26,1.874635780021922e-18,8.628868210275001e-28,3.9332779381758067e-29,1.3196685593803493e-14,8.4479310998958454e-29,0.00013040953917680697,6.3390575128834427e-06,8.2697603131522914e-10,2.9444981182412683e-12,2.8402061770880938e-17,7.3647192898508264e-09,5.7259422685074544e-14,1.8620479608758095e-13,1.619312209638819e-09,4.3869675603678875e-16,2.4433001959790274e-19,3.9289951283628005e-23,1.0072349507867368e-17,3.0940079371909448e-23
3.323548983179267e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33742862624218156,0.11853747761077198,0.022818347133949278,3.6220481618178622e-22,2.2198424923830779e-15,1.1487002121514965e-14,3.213536748799445e-13,2.4531155763606472e-17,1.6429017589557556e-36,9.6721430033814085e-11,1.3284478366742673e-38,3.3717451478631314e-11,1.2349403417119936e-26,1.956690281450526e-18,9.317778792181546e-28,4.2310587788559705e-29,1.3697418377358842e-14,9.0174090079758051e-29,0.00013248583560348845,6.4411148592326349e-06,8.2977392298841796e-10,3.0130111125267098e-12,2.9067409941605546e-17,7.5177956351079846e-09,5.7453152591456944e-14,1.9122567580435786e-13,1.6565240157239129e-09,4.5602731633991321e-16,2.5855675308793524e-19,4.1650389900914718e-23,1.0607939265224393e-17,3.2325215100996359e-23
3.376234465976172e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3374264484600164,0.11853540203598181,0.022818296106005713,3.9004839988094533e-22,2.3050146342698086e-15,1.1930147030291986e-14,3.3954943137604819e-13,2.5216524504097562e-17,1.8004800035397096e-36,9.8675206311632761e-11,1.4448549975253008e-38,3.4250825804039023e-11,1.2933525920841695e-26,2.0409205843172993e-18,1.0049262894169253e-27,4.5458431483415729e-29,1.4209721776143906e-14,9.6140837133034253e-29,0.00013456136837909714,6.54317065832494e-06,8.3247680464779036e-10,3.0822354230775985e-12,2.9739743779407712e-17,7.6712742969692179e-09,5.7640303510575236e-14,1.9635482374719745e-13,1.6938584049710472e-09,4.7371826591578128e-16,2.7334574995544845e-19,4.4109345411257729e-23,1.1163856607011846e-17,3.3747887135204322e-23
3.4289199487730775e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3374242714423496,0.11853332722452854,0.022818245078834832,4.1952161635826583e-22,2.3922343243899516e-15,1.2384464047522697e-14,3.5844407708835035e-13,2.5906282814461905e-17,1.9703223307878452e-36,1.0063348176060829e-10,1.5691547660393209e-38,3.4784167452582666e-11,1.3533685313688202e-26,2.1273493995256126e-18,1.0825204861046558e-27,4.8782896093391487e-29,1.4733715158989429e-14,1.0238709922721754e-28,0.00013663613778474917,6.6452249106251911e-06,8.3508900722714086e-10,3.152171919392227e-12,3.0419073273580581e-17,7.8251427492135107e-09,5.7821175339444938e-14,2.0159307775213676e-13,1.7313111882717962e-09,4.9177005253886115e-16,2.8870868674602202e-19,4.6669180307902223e-23,1.1740594927754124e-17,3.520849235266285e-23
3.481605431569983e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33742209518891164,0.11853125317613124,0.022818194052436395,4.5069075489880372e-22,2.4815261350486011e-15,1.2850108201565238e-14,3.7805169396607868e-13,2.6600297674089309e-17,2.1531676994649494e-36,1.02596104916161e-10,1.7017253046761988e-38,3.531747647847218e-11,1.414997680136804e-26,2.2159994545610124e-18,1.1647540314191283e-27,5.2290700990752789e-29,1.5269518034569108e-14,1.0892046913766578e-28,0.00013871014410145666,6.7472776165980568e-06,8.3761466415536615e-10,3.2228214418693096e-12,3.1105408134691374e-17,7.9793890365270929e-09,5.7996054298763709e-14,2.0694124394692001e-13,1.7688783668201897e-09,5.1018310633895844e-16,3.0465725305641536e-19,4.9332275032014502e-23,1.2338653821715579e-17,3.6707427767388804e-23
