Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),H2OX(23),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),COX(58)
7.821727116607723e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999688,0.099999999999997549,0.099999999999999659,7.868917783834222e-123,3.9498364599882562e-54,9.4199226447479581e-41,5.1114878587382231e-66,3.9189272425768163e-49,2.5353380928029843e-43,4.0479079532872997e-26,5.1082543321046749e-103,4.0479075196367922e-26,1.3740097432406283e-65,9.1738787677560007e-59,1.2070821553016432e-66,5.396981852809882e-95,2.5504707812582636e-43,1.3790128192404941e-80,2.4608504039593553e-15,7.1779401506281763e-16,1.6267246667794877e-20,1.1561234643920273e-31,2.0636722289967002e-45,1.6267246668180527e-20,2.4846322482699625e-31,1.3373913457279213e-37,5.0553510563978635e-44,5.3515652468795207e-68,3.5880733617138243e-81
1.5650249825844992e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999371,0.099999999999995093,0.099999999999999298,5.0674368201683342e-121,6.3232320606367066e-53,3.770444863529465e-40,4.0922986496093756e-65,3.1383201838593332e-48,1.014796058522593e-42,8.0993336364597771e-26,1.6370889890343422e-101,8.0993319007276219e-26,1.1003225583883274e-64,1.4695287859647799e-57,9.6639976472895896e-66,8.6422034507767372e-94,1.0269114106008991e-42,2.2088178629942857e-79,4.9238388186934903e-15,1.436211656550513e-15,3.2548626477510307e-20,4.6275067988572115e-31,1.65219257996205e-44,3.2548626479053922e-20,9.9449987773113525e-31,1.0707253291373443e-36,8.0533712737314168e-43,3.4113693952049957e-66,5.7455927740064666e-80
3.1307295244319526e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559998733,0.099999999999990166,0.099999999999998576,3.2747933069971645e-119,1.0119966785974893e-51,1.5086857963716007e-39,3.2750833203566197e-64,2.5119281242804069e-47,4.0605068132176654e-42,1.6202187608135198e-25,5.2426076688645151e-100,1.6202180662945677e-25,8.8070464200356144e-64,2.3526134972900451e-56,7.7341365302849417e-65,1.3833156449909151e-92,4.157466450738894e-42,3.5360293896025325e-78,9.8498156481560506e-15,2.8730469395258297e-15,6.5111386096113908e-20,1.8516054774851882e-30,1.3222561921442693e-43,6.5111386102290366e-20,3.9792906221902823e-30,8.5690417620745524e-36,1.2857189922796805e-41,2.1789016999060631e-64,9.1966920149227278e-79
6.262138608126859e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559997462,0.099999999999980313,0.099999999999997133,2.1336468094757553e-117,1.6194183345080845e-50,6.0358594262462914e-39,2.6205665095160668e-63,2.0100514144781023e-46,1.6244677265480044e-41,3.2407905972807899e-25,1.6782645569868318e-98,3.2407878187527394e-25,7.0474315037862182e-63,3.7652758977577925e-55,6.1884864324317345e-64,2.2137572139802288e-91,1.7020501679103386e-41,5.6591899757378329e-77,1.9701769307058337e-14,5.7467175054761668e-15,1.3023690533001221e-19,7.4076275811654913e-30,1.0580058396525677e-42,1.3023690535472208e-19,1.591971936321971e-29,6.8565113040186363e-35,2.0548874153161542e-40,1.3930920790836657e-62,1.4717713362489918e-77
1.2524956775516673e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559994919,0.099999999999960607,0.09999999999999426,1.4130309767674753e-115,2.5912482238142431e-49,2.4146473512104513e-38,2.0966710402685015e-62,1.6082447223063578e-45,6.4984045285736153e-41,6.4819384387440747e-25,5.371468851683162e-97,6.4819273237273227e-25,5.6386751186847382e-62,6.0253169954260597e-54,4.9512626268694094e-63,3.5424018001247051e-90,7.1191229885849432e-41,9.0559572755539128e-76,3.9405676624771572e-14,1.1494058637375651e-14,2.6048794378457302e-19,2.9632921707696731e-29,8.4648502146855285e-42,2.6048794388342079e-19,6.3683785835141116e-29,5.4856914001862019e-34,3.2859922019308832e-39,8.9112451520777528e-61,2.3550935605272756e-76
2.5050593110296305e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559989829,0.099999999999921194,0.099999999999988515,9.6494864173814577e-114,4.1461401472275356e-48,9.6598391197648824e-38,1.6776405727374916e-61,1.2866772188615933e-44,2.5994714054311308e-40,1.2964250795785616e-24,1.719042502520577e-95,1.2964206333909448e-24,4.5112514089072384e-61,9.6412076138573765e-53,3.9612035797907544e-62,5.6688441366772916e-89,3.0960697422417312e-40,1.449059445049943e-74,7.8813491259832724e-14,2.2988740901169876e-14,5.2099002064075169e-19,1.185365087194031e-28,6.7722013764890537e-41,5.2099002103616109e-19,2.5474331461148791e-28,4.388699904638313e-33,5.2560716726062071e-38,5.7016839155223807e-59,3.7688152581473503e-75
5.010186577985556e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559979648,0.099999999999842382,0.099999999999977024,6.9608428167619106e-112,6.6339382274574136e-47,3.8646996094431888e-37,1.3449867516925712e-60,1.0293743520995633e-43,1.0398127739568389e-39,2.5928942206328559e-24,5.5012688683159537e-94,2.5928764355205538e-24,3.6091565846678255e-60,1.542649227517733e-51,3.1690467785712286e-61,9.0884617467527995e-88,1.4371008646135974e-39,2.3185993678779165e-73,1.5762912052849368e-13,4.5978105428739323e-14,1.0419941741413371e-18,4.7415567043308227e-28,5.4178892482566818e-40,1.0419941757230246e-18,1.0189764348259693e-27,3.5109447713001964e-32,8.4083307324469778e-37,3.6485186628788276e-57,6.0422778604047023e-74
1.0020441111897407e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559959287,0.099999999999684744,0.099999999999954028,5.5851077766939272e-110,1.0614391075432433e-45,1.5464438268255273e-36,1.112339953594606e-59,8.2351251205776475e-43,4.1593178606322737e-39,5.1858591813253704e-24,1.7604957094406721e-92,5.1857880401525048e-24,2.8874369371425189e-59,2.4682834869844175e-50,2.5352814234131938e-60,1.5003990219027305e-86,7.3376601661966715e-39,3.7099039248672978e-72,3.1526037905997034e-13,9.1956834483802217e-14,2.0840024802954196e-18,1.8966418858670388e-27,4.3343621168946946e-39,2.0840024866223748e-18,4.0758067661133792e-27,2.808631575512433e-31,1.3451674267353948e-35,2.3347772698349199e-55,9.9750948544863762e-73
2.0040950179721112e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559918564,0.099999999999369482,0.099999999999908051,6.7211801273916626e-108,1.6983093545883684e-44,6.1901924284397353e-36,1.3548689351060675e-58,6.588152208374769e-42,1.6637551699391625e-38,1.0371895817045924e-23,5.6339627919895883e-91,1.0371611250907353e-23,2.3100733951703057e-58,3.9492890846197445e-49,2.0282594338478169e-59,3.5837155202154693e-85,4.2064438785733022e-38,5.936159127943634e-71,6.3052289609954259e-13,1.8391429259362405e-13,4.1680190892152323e-18,7.5866054147256833e-27,3.4675091150114392e-38,4.1680191145243083e-18,1.6302186602715674e-26,2.2466665014128967e-30,2.1519602454777366e-34,1.4940469862757333e-53,2.3825591960659716e-71
4.008196831536852e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559837118,0.099999999998738959,0.099999999999816097,3.4252012342435752e-105,2.7172990800125168e-43,2.4795911278271229e-35,7.034259570080745e-57,5.2705425955484198e-41,6.6551941126673285e-38,2.0744395945827736e-23,1.8030774920316437e-89,2.0743257678380801e-23,1.8482349398489743e-57,6.3188900653750133e-48,1.622647976844239e-58,3.6012543897889217e-83,2.6996760549997412e-37,9.4987349661812258e-70,1.2610479300851619e-12,3.678292088120518e-13,8.3360522935014485e-18,3.0346493104121854e-26,2.7740136751042843e-37,8.3360523947470017e-18,6.519992687888939e-26,1.7969352844100951e-29,3.4423296616020808e-33,9.5596587776337019e-52,2.3942186392871299e-69
8.016400458666333e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559674226,0.099999999997477898,0.099999999999632189,4.9993457630991704e-102,4.3476776154379159e-42,9.9464292189402351e-35,8.1757028932310497e-55,4.2164423824004959e-40,2.6622062368526707e-37,4.1491103632743058e-23,5.7711376731852921e-88,4.1486550557182737e-23,1.4788611427068239e-56,1.0110243330185811e-46,1.2981772921095666e-57,8.3239614211001248e-81,1.8935477792182441e-36,1.5200696544372133e-68,2.5220979976823005e-12,7.3565904124404378e-13,1.6672118647860246e-17,1.2138608092737725e-25,2.2192112764820263e-36,1.6672119052914901e-17,2.6072818384077184e-25,1.4369054774967677e-28,5.5052891002100732e-32,6.1154577312350254e-50,5.5340072304150388e-67
1.6032807712925297e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362559348448,0.099999999994955777,0.099999999999264358,8.9975213030766917e-99,6.9562700059722387e-41,4.0009986182589282e-34,1.0389840500537689e-52,3.3731571873585438e-39,1.0649833372575482e-36,8.2991348723891472e-23,1.8475814780102703e-86,8.2973136410206773e-23,1.1835225271431983e-55,1.617639575372933e-45,1.0386337799004685e-56,2.1148209310997642e-78,1.4083601060720194e-35,2.4329743423371979e-67,5.0441981313801802e-12,1.4713187060885739e-12,3.3344251139723305e-17,4.8554426569404014e-25,1.775365608807134e-35,3.3344252760518302e-17,1.0423389989177873e-24,1.1484944362317476e-27,8.8007808367522109e-31,3.9104559301836275e-48,1.4059910982570736e-64
3.2065622221443226e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362558696891,0.099999999989911548,0.099999999998528696,1.7224152710224472e-95,1.1129977631155973e-39,1.6183118672837421e-33,1.3270564662256898e-50,2.6985269969431493e-38,4.260736027320547e-36,1.6601915777474735e-22,5.9174805832665733e-85,1.6594630849793555e-22,9.475104519592741e-55,2.588220969019955e-44,8.3105321353665725e-56,5.4022518444690441e-76,1.0840956960416807e-34,3.8955142372404648e-66,1.0088398392790349e-11,2.942638035699818e-12,6.6688515256031328e-17,1.9421747464514825e-24,1.4202854470333457e-34,6.6688521743814527e-17,4.164769203145209e-24,9.1714985165190826e-27,1.4056806008514891e-29,2.4983156882192057e-46,3.5915540897524117e-62
6.413125123847907e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362557393772,0.099999999979823076,0.099999999997057373,3.3969933169739302e-92,1.7807782995764944e-38,6.6161034981124212e-33,1.6926906741520701e-48,2.1588219915458612e-37,1.7049357411685357e-35,3.3218405134499835e-22,1.8969340682237677e-83,3.3189265420011584e-22,7.5911585829634616e-54,4.1411424992563355e-43,6.6507610447726601e-55,1.3781462413694123e-73,8.5023783114889205e-34,6.2416360891034802e-65,2.0176798891668316e-11,5.8852766946110418e-12,1.3337704001897533e-16,7.7686767508925419e-24,1.1362164616558929e-33,1.3337706600690097e-16,1.6622487391932173e-23,7.3109668215710603e-26,2.2413045115816328e-28,1.593346978830209e-44,9.162207388330689e-60
1.2826250927255076e-16,0.09977366400000001,0.80000000000000004,0.0,0.2893436255478754,0.099999999959646146,0.099999999994114741,1.8752800101338009e-88,2.8491867158313983e-37,2.7600259922678615e-32,2.1516575074914134e-46,1.7270575831031902e-36,6.8248719814379925e-35,6.6495094031408318e-22,6.0941374978219787e-82,6.6378535171136901e-22,6.0906522199742462e-53,6.6257896932377373e-42,5.3243438949685571e-54,3.5036983804053189e-71,6.7337195379253199e-33,1.0014828306302575e-63,4.0353599793654793e-11,1.1770554011188432e-11,2.6675407566617775e-16,3.1074521717027516e-23,9.0895388341345847e-33,2.6675417991165732e-16,6.6199011877821902e-23,5.807128418363138e-25,3.5613741833009358e-27,1.0126624104256093e-42,2.3293029740683866e-57
2.565250253406942e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362549575071,0.099999999919292273,0.099999999988229463,3.7698863226011265e-85,4.5585108902176696e-36,1.1937739179947692e-31,2.716350903905079e-44,1.3816457940611922e-35,2.7340516803553352e-34,1.3322331252019907e-21,1.964699465918394e-80,1.3275707711614555e-21,4.9009010127153049e-52,1.0601138858479672e-40,4.2654506180846919e-53,8.8466986333994259e-69,5.3596572758002653e-32,1.6114057465769755e-62,8.0707201214549873e-11,2.3541108639362996e-11,5.3350809144586175e-16,1.2429658978361525e-22,7.2713214968128122e-32,5.3350851077038552e-16,2.6249681768191822e-22,4.5801022287055662e-24,5.6203271563382086e-26,6.391808094997483e-41,5.8812469241361481e-55
5.13050057476981e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362539150132,0.099999999838584541,0.099999999976458906,7.4932273423809365e-82,7.2930159780993753e-35,5.4760168832804044e-31,3.3831373435380209e-42,1.1053160968920836e-34,1.0969029162813652e-33,2.673791119860009e-21,6.3807164600761548e-79,2.6551417077720298e-21,3.9661918993364978e-51,1.6961421517527179e-39,3.4219210581300414e-52,2.2037811983293315e-66,4.2767263100877581e-31,2.6071957363717094e-61,1.6141440252402857e-10,4.7082217875791213e-11,1.0670159009465148e-15,4.9717435323138843e-22,5.8165615295431309e-31,1.0670175968594601e-15,1.0320339756928394e-21,3.5623202437196028e-23,8.7508136392734564e-25,3.9799739572356445e-39,1.4649893837789288e-52
7.695750896132677e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362528725194,0.099999999757876809,0.099999999964688349,4.7220682845786495e-81,2.6842191602384181e-34,1.264585028701633e-30,2.1928490023597647e-41,3.2814062253482448e-34,2.3357394735482065e-33,4.0223427364834476e-21,3.0667991490630781e-78,3.9827127420930948e-21,1.1850228672493291e-50,6.4664727886803777e-39,9.8002594228668535e-52,1.643069378851083e-65,1.2220599188850482e-30,9.9155443356144009e-61,2.4212160230119582e-10,7.0623327092298531e-11,1.600523488388623e-15,1.0564778657237013e-21,1.6630916456396792e-30,1.6005271193863089e-15,2.1672237230156642e-21,1.0022792603985823e-22,3.1790418189891931e-24,2.1993622244413853e-38,1.0922348924629324e-51
1.0261001217495545e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362518300255,0.099999999677169077,0.099999999952917792,5.0860662644396554e-80,6.8075678458643122e-34,2.3130976554015695e-30,9.1216778525428185e-41,7.1500092603074911e-34,3.9920687961541125e-33,5.3778879721556025e-21,1.0220367411783958e-77,5.3102838741247335e-21,2.5985045461873449e-50,1.7398320578076942e-38,2.0701631707078836e-51,7.5610926118010857e-65,2.5767133996837969e-30,2.5941207287026779e-60,3.2282880054605169e-10,9.4164436288884999e-11,2.1340308537723553e-15,1.8021992493273979e-21,3.5077861744217301e-30,2.134037090311363e-15,3.6571151887488167e-21,2.0834475501649128e-22,7.9683064995050186e-24,8.2171553743871891e-38,5.0261996965035295e-51
1.539150186022128e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362497450378,0.099999999515753613,0.099999999929376679,3.0023959862674621e-78,2.3805440646486799e-33,5.3159403527262711e-30,7.5301893406350014e-40,2.0754257876141514e-33,8.2912390576456253e-33,8.1053920301786957e-21,6.0716454060906375e-77,7.9654263675090099e-21,7.6331474528942525e-50,7.0368708081024919e-38,5.6679256014139079e-51,7.1818660579933298e-64,7.0350536680649797e-30,9.6122882005391905e-60,4.8424319343952247e-10,1.4124665463530485e-10,3.2010450633829345e-15,3.7311289319490835e-21,9.5801434527939269e-30,3.2010581211839697e-15,7.4366683421411832e-21,5.554509625904215e-22,2.7319866692785814e-23,5.8496325258206883e-37,4.7740235889991969e-50
2.0522002502947015e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362476600511,0.099999999354338148,0.099999999905835565,2.2166382582845013e-77,5.948109789924897e-33,9.8750772052619915e-30,3.1223756755943555e-39,4.5387196504204438e-33,1.414357222396916e-32,1.0858614095537122e-20,2.0413578243015247e-76,1.0620569220210661e-20,1.6863248958156536e-49,1.9060613423767547e-37,1.1884563331493555e-50,3.3149728947904193e-63,1.4716225959925144e-29,2.5121796972431949e-59,6.4565758069813795e-10,1.8832887290846861e-10,4.2680584564070759e-15,6.3455182191131891e-21,2.0043549810508015e-29,4.2680808986816103e-15,1.2434293225076369e-20,1.1375090801162325e-21,6.7160004948591136e-23,2.127110012366284e-36,2.203541217712175e-49
3.0783003788398486e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362434900762,0.099999999031507261,0.099999999858753352,3.7326156824713021e-75,2.7540558316130086e-32,2.5629529760146846e-29,5.7750741683679881e-38,1.5097909870624147e-32,3.1037444339557137e-32,1.6449507052084693e-20,1.7444222932993853e-75,1.5930856105490663e-20,5.7686682672094532e-49,9.5580140210084279e-37,3.7757560111236616e-50,1.0430919380192767e-61,4.6453370180127916e-29,1.2750275257961651e-58,9.6848633671247536e-10,2.8249330921424907e-10,6.4020825610779552e-15,1.3824780508965626e-20,6.3279443008121612e-29,6.4021326600739061e-15,2.6038668592726556e-20,3.3835335931566558e-21,2.9429855434418971e-22,2.384533248140208e-35,6.9328531736859624e-48
4.104400507384996e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362393201024,0.099999998708676416,0.099999999811671139,3.7276563712820383e-74,7.9850172531331557e-32,5.1525563558240319e-29,3.1571614057312305e-37,3.512359935833568e-32,5.4862020576329203e-32,2.2151720578101799e-20,6.9106870010964771e-75,2.1241144546092005e-20,1.3740373161417473e-48,2.8674398056420614e-36,8.6332527298163312e-50,6.8419374672322755e-61,1.0563962464913235e-28,3.8760441944737699e-58,1.2913150683362443e-09,3.7665774520294003e-10,8.5361031311563236e-15,2.4270307022666087e-20,1.4390802355332902e-28,8.5361930620971786e-15,4.4043882959683287e-20,7.3101461731188668e-21,8.1811768647790955e-22,1.0662580422390379e-34,4.5472304163982241e-47
6.1566007644752905e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362309801542,0.099999998063014753,0.099999999717506699,5.7298554309342944e-72,4.0560594014941862e-31,1.4332251297176449e-28,5.8350442818283627e-36,1.1959513225550355e-31,1.2410549275559675e-31,3.3891646907366284e-20,6.1198968466288014e-74,3.1861726114792063e-20,4.9381786537176975e-48,1.4833294242343199e-35,2.9189625988486645e-49,2.1101548187119368e-59,3.5261312251800745e-28,2.1327013104148734e-57,1.9369724580749935e-09,5.6498661622467362e-10,1.2804133618740691e-14,5.4098566298359613e-20,4.8029014441882315e-28,1.2804343291595544e-14,9.0902147353058255e-20,2.1677629012258813e-20,3.7260805213847969e-21,1.2041257721600257e-33,1.4021113373881232e-45
1.026100127865588e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934362143002612,0.099999996771691732,0.099999999529177833,2.1064552332617765e-69,3.3539140829818082e-30,5.3060145909060382e-28,2.2940870500971751e-34,5.6881208948499896e-31,3.5355783454919302e-31,5.8713832385307357e-20,1.033912616794288e-72,5.3102908007247654e-20,2.6177561748963033e-47,1.2119391754212581e-34,1.4106009875304395e-48,1.6137521773872207e-57,1.6574621653404417e-27,1.9972387779811979e-56,3.228286943442489e-09,9.4164435444459095e-10,2.1340151973123861e-14,1.4949633526774862e-19,2.2564757918428533e-27,2.1340780153034325e-14,2.1686674181824446e-19,8.0129922467260127e-20,2.4485519002178316e-20,2.4695419407498337e-32,1.0716954382774738e-43
1.846980230701706e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361809404868,0.09999999418904687,0.099999999152520114,1.3192873142669203e-66,3.8076973234374789e-29,2.3317370212158629e-27,1.2036886642682456e-32,3.4176272341354357e-30,1.2133447214583215e-30,1.1372892816522854e-19,2.8385095649250466e-71,9.5585346835359838e-20,1.914440731935226e-46,1.3422467787698861e-33,8.9104072909239627e-48,1.6858574810966379e-55,9.9059842720736751e-27,2.7736766051093265e-55,5.8109147374216732e-09,1.6949598155862535e-09,3.8412018155820628e-14,4.831605368552116e-19,1.3469245572235172e-26,3.8414312354811817e-14,5.4381004248424905e-19,3.1136515083593427e-19,1.8437511191084495e-19,6.5335259474443209e-31,1.118361775443327e-41
3.488740436373941e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361142209869,0.099999989023761837,0.099999998399204662,9.4995406348699613e-64,5.111069473002168e-28,1.0750138091856495e-26,6.3122065948545954e-31,2.3529939336297452e-29,4.8310590707554103e-30,2.4524224483913925e-19,1.1464137198874895e-69,1.8055052469988037e-19,1.8208662989436479e-45,1.7676743880055315e-32,6.7859348539233246e-47,1.7680280593791642e-53,6.8026005747164572e-26,5.1417895536842686e-54,1.0976165618223925e-08,3.2015906766762192e-09,7.2555068420293188e-14,1.7209069640099702e-18,9.2250689734489901e-26,7.2564517333094343e-14,1.31772451296579e-18,1.08566814473835e-18,1.3031687133071732e-18,1.7132009512385821e-29,1.1703178943514222e-39
