Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),C2H6X(49),CO2X(24),CH4OX(57),COX(47),CH3OO(75),SX(187),CH3OX(55),DME(215),DMEX(217),CH3OX(56),CH2OX(181),CHOX(183),C2H5X(48),C3H8X(54),C2H6O(121),SX(246)
6.146423448178181e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19094514902582491,0.09873174093389829,0.099658829904405527,3.2707203021283233e-14,2.7662609420697645e-10,7.5212346895756059e-16,7.3905373172649151e-12,1.2629009264172037e-13,4.1999753921479339e-47,3.8106188442953927e-11,1.4101901314458908e-24,2.7646902546290873e-20,1.0144796914652427e-22,2.2257983518557073e-12,6.2868253084402245e-35,3.0824172434156307e-37,1.4756266907875131e-16,1.6716094860029525e-28,0.0012682502331072369,0.00068233521721316375,8.7547119207543558e-09,3.4525379187646339e-09,2.4516328107440809e-09,1.2348045043569893e-09,5.5131665394575605e-15,1.6385511206090978e-11,1.3697523864898842e-11,3.5589219619002692e-14,1.7746439108103354e-16,1.6131372773174753e-15,4.2850674107610612e-15,6.2554136050577049e-15,1.3780713199564428e-13,2.0545224972739211e-16,5.4485445591184651e-17,7.6248839653377495e-22,3.0192203492767277e-27,2.3908130349445885e-18,2.0780028549778257e-21,1.6640333712690186e-22,3.5947452150753327e-20,1.0184647926780888e-27,1.3543902608525213e-22,2.0322811568515335e-27
6.184687293021821e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19093472675773365,0.098725518097474568,0.099656730186992851,3.391689302908308e-14,2.8563410927010263e-10,7.6656743845963521e-16,7.589375943463987e-12,1.3022746085853875e-13,4.4198447713287236e-47,3.8814727633957162e-11,1.490380194506018e-24,2.8021710027694362e-20,1.059128479636421e-22,2.2889529423920988e-12,6.5754284839924934e-35,3.1845127764854772e-37,1.4998273129830328e-16,1.756104095553792e-28,0.0012744729604006247,0.00068653458666901018,8.8623593699060714e-09,3.4789656427966406e-09,2.4587385486184922e-09,1.2644657601491012e-09,5.5810235946759425e-15,1.6679444523385456e-11,1.3902184310321087e-11,3.6346766179117797e-14,1.8381743404450141e-16,1.6605797572748302e-15,4.438117784597199e-15,6.4363424967683772e-15,1.4124369620762933e-13,2.1162816337188323e-16,5.6411271249201001e-17,8.0399814512123076e-22,3.1834829473953339e-27,2.4762691524283084e-18,2.1780669524198233e-21,1.7665284668010594e-22,3.7296096209752903e-20,1.0814124696343463e-27,1.4294992097273596e-22,2.1450703226367386e-27
6.2229511378654604e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19092432270047074,0.098719312924881175,0.099654630742827363,3.5162017026001804e-14,2.9485481326210565e-10,7.8109227342819989e-16,7.7924106103703701e-12,1.3426191363040902e-13,4.649759683593789e-47,3.9531905850649548e-11,1.5745884540480486e-24,2.8397463121432838e-20,1.1054465257101047e-22,2.3533658081744376e-12,6.8753018980705425e-35,3.2893407277537692e-37,1.5242101555832211e-16,1.8443055352307848e-28,0.0012806780232076068,0.00069073340926069295,8.9706441990677596e-09,3.5051724147521501e-09,2.4655734370222985e-09,1.2944994167772459e-09,5.6492827335082448e-15,1.6975548735072595e-11,1.4108992720077398e-11,3.7116621906174928e-14,1.903546936582304e-16,1.7090295138983654e-15,4.5954668785963903e-15,6.6213513545869177e-15,1.4474381811643885e-13,2.1794831573388869e-16,5.8392977611978428e-17,8.4749726212445345e-22,3.3556111137984609e-27,2.5641287112538647e-18,2.2822022522422124e-21,1.8745981083047023e-22,3.8686466278596357e-20,1.1478141920046901e-27,1.5082283470421558e-22,2.2632990471239474e-27
6.2612149827091e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19091393680354238,0.098713125366479942,0.099652531571481268,3.6443323724810961e-14,3.0429076343161317e-10,7.9569498882885908e-16,7.999708740000509e-12,1.3839521640692492e-13,4.8901103484171968e-47,4.0257773240895679e-11,1.6629893895102027e-24,2.8774119285844768e-20,1.1534852898391938e-22,2.4190491489780981e-12,7.1868055941461093e-35,3.3969584219751334e-37,1.5487736375546776e-16,1.936351948664624e-28,0.001286865471166557,0.0006949316858458535,9.0795660417962798e-09,3.5311567362750117e-09,2.4721401654876386e-09,1.3249022811979987e-09,5.7179436982020709e-15,1.7273794208087143e-11,1.4317960830506991e-11,3.7898914381048684e-14,1.9708025387851473e-16,1.7584981787721214e-15,4.7571989252808584e-15,6.810509750020304e-15,1.4830826678354787e-13,2.2441510279665395e-16,6.0431829070989592e-17,8.9306816578975386e-22,3.535930327878603e-27,2.654438950521494e-18,2.3905420138149051e-21,1.9885041499978463e-22,4.0119581253643157e-20,1.2178357106789931e-27,1.5907250274438637e-22,2.3871888075904068e-27
6.29947882755274e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19090356901659705,0.098706955372772437,0.099650432672527947,3.7761570695127199e-14,3.1394449136961174e-10,8.1037260663726692e-16,8.2113384456926366e-12,1.4262915533959745e-13,5.1412993750215713e-47,4.0992379913461685e-11,1.7557639009008653e-24,2.915163642555452e-20,1.2032974839880647e-22,2.4860150880400503e-12,7.5103084246752721e-35,3.507424097983596e-37,1.5735161681359227e-16,2.0323857246295981e-28,0.0012930353537761302,0.00069912941727967711,9.189124532309599e-09,3.5569172845688548e-09,2.4784415332871971e-09,1.3556710429673638e-09,5.7870062301242022e-15,1.7574152678753663e-11,1.4529098258925431e-11,3.8693790692490334e-14,2.0399826087381186e-16,1.808997813484642e-15,4.923398935667746e-15,7.0038881088058175e-15,1.5193781565739331e-13,2.3103094378168431e-16,6.2529110388281321e-17,9.4079615340929486e-22,3.7247774192854412e-27,2.7472475512949329e-18,2.5032226751370398e-21,2.108518709996939e-22,4.1596478306449939e-20,1.2916495953316344e-27,1.6771414415905462e-22,2.516968348330146e-27
6.337742672396379e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19089321928942465,0.098700802894399656,0.099648334045542061,3.9117524232427117e-14,3.2381850219910661e-10,8.251221585162253e-16,8.4273685613784815e-12,1.4696553738943954e-13,5.4037420633528631e-47,4.1735775938078242e-11,1.8530995031107321e-24,2.9529972908269757e-20,1.2549370943051047e-22,2.5542756722896299e-12,7.8461881919175677e-35,3.6207969185499785e-37,1.5984361480636498e-16,2.132553600088513e-28,0.0012991877203956561,0.00070332660441490148,9.2993193055028011e-09,3.5824529093969577e-09,2.4844804463707412e-09,1.3868022790815888e-09,5.8564700716396264e-15,1.787659527201922e-11,1.4742414491656546e-11,3.9501381372842011e-14,2.1111292352083525e-16,1.8605406368886805e-15,5.09415269345099e-15,7.2015577140361144e-15,1.5563324256918743e-13,2.3779828119848798e-16,6.4686126886897826e-17,9.9076948320478633e-22,3.9225008907836059e-27,2.8426026334705306e-18,2.620383893926885e-21,2.2349244867649448e-22,4.3118213093084358e-20,1.3694354687090426e-27,1.7676347338460276e-22,2.6528738572639859e-27
6.376006517240019e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19088288757195648,0.098694667882141388,0.099646235690099394,4.0511959527060119e-14,3.3391527379724709e-10,8.3994068842139543e-16,8.6478686490849165e-12,1.5140619043438879e-13,5.6778667095700085e-47,4.2488011345504678e-11,1.9551905244189137e-24,2.9909087580781103e-20,1.308459403722885e-22,2.6238428726972785e-12,8.1948317948007978e-35,3.7371369795236786e-37,1.6235319707762783e-16,2.2370067648840482e-28,0.0013053226202455336,0.00070752324810182039,9.4101499969635203e-09,3.6077626300583695e-09,2.4902599126290073e-09,1.4182924588625111e-09,5.9263349670454486e-15,1.8181092062498154e-11,1.4957919309640774e-11,4.0321806998126956e-14,2.1842851390042298e-16,1.9131381756793292e-15,5.2695467492120222e-15,7.4035907056757619e-15,1.5939532972873681e-13,2.4471958089374217e-16,6.6904204641641994e-17,1.0430794578344367e-21,4.1294612467985663e-27,2.9405527526610978e-18,2.7421685884953099e-21,2.3680150816268806e-22,4.468585996433961e-20,1.4513802467286046e-27,1.8623671215384073e-22,2.7951491448800834e-27
6.4142703620836584e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19087257381426445,0.098688550286916074,0.09964413760577702,4.1945660527316375e-14,3.4423725605661768e-10,8.5482525510945731e-16,8.8729089492840798e-12,1.5595296337652993e-13,5.9641149165466747e-47,4.3249136127594417e-11,2.0622383099903998e-24,3.0288939784258157e-20,1.3639210148352279e-22,2.6947285847484012e-12,8.556635370592529e-35,3.8565053195794374e-37,1.6488020235955253e-16,2.345900968430195e-28,0.001311440102407622,0.00071171934918829219,9.5216162429868105e-09,3.6328456320251157e-09,2.4957830350291211e-09,1.4501379488957555e-09,5.9966006592690655e-15,1.8487613918299818e-11,1.5175620963125906e-11,4.1155208595889091e-14,2.2594936779313836e-16,1.9668022009143118e-15,5.4496684146613495e-15,7.6100600829281038e-15,1.6322486372026858e-13,2.5179733209975599e-16,6.9184690670248855e-17,1.0978205098373568e-21,4.3460313281239778e-27,3.0411468970954628e-18,2.8687229783883015e-21,2.5080953285393164e-22,4.6300512177047924e-20,1.537678385618585e-27,1.9615060161121952e-22,2.9440458259927042e-27
6.452534206927298e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19086227796656108,0.098682450059780213,0.09964203979215315,4.341941982547573e-14,3.5478687018066709e-10,8.6977293456693547e-16,9.1025604000234028e-12,1.6060772624915022e-13,6.2629419091492364e-47,4.4019200237361536e-11,2.1744514298644421e-24,3.0669489368731617e-20,1.4213798730133932e-22,2.7669446290245731e-12,8.9320044399405689e-35,3.9789639294357677e-37,1.6742446888842737e-16,2.4593966281530337e-28,0.0013175402158256333,0.00071591490851974414,9.6337176805893779e-09,3.6577012635422774e-09,2.5010530079483329e-09,1.4823350179925288e-09,6.0672668913000257e-15,1.8796131067601189e-11,1.5395527609998025e-11,4.2001723617900847e-14,2.336798851746224e-16,2.0215449109722312e-15,5.6346057569233039e-15,7.8210397040730835e-15,1.6712263549826281e-13,2.5903404748234357e-16,7.1528953124904491e-17,1.155090288810481e-21,4.5725966553475741e-27,3.1444344845406151e-18,3.000196624790808e-21,2.6554816302631135e-22,4.7963282106328255e-20,1.6285321353317226e-27,2.0652241459197959e-22,3.0998235039374893e-27
6.490798051770938e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1908519999791988,0.098676367151928082,0.099639942248807192,4.4934038795413004e-14,3.6556650801815148e-10,8.8478082235464153e-16,9.3368946604080397e-12,1.6537237032360202e-13,6.5748168544417372e-47,4.4798253589048429e-11,2.2920458920165107e-24,3.1050696706611358e-20,1.4808952897963588e-22,2.8405027519075474e-12,9.3213540536553365e-35,4.1045757611856427e-37,1.6998583451798221e-16,2.5776589399376745e-28,0.0013236230093055213,0.00072010992693918006,9.7464539475232376e-09,3.6823290321718095e-09,2.5060731117698917e-09,1.514879842187374e-09,6.1383334102754456e-15,1.9106613308780014e-11,1.5617647098986438e-11,4.2861470058807864e-14,2.4162453071066156e-16,2.0773779284613144e-15,5.8244475928684188e-15,8.0366042865440166e-15,1.7108944038329225e-13,2.6643226318801935e-16,7.3938381484160881e-17,1.2149897505463068e-21,4.8095557807711844e-27,3.2504653592488146e-18,3.1367424706730669e-21,2.8105023018040602e-22,4.967530145890503e-20,1.7241518001518552e-27,2.1736996808865076e-22,3.2627499575806283e-27
6.529061896614577e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19084173980266966,0.098670301514691333,0.099637844975319759,4.6490327527791071e-14,3.7657853143257913e-10,8.9984603585174568e-16,9.5759840626395064e-12,1.7024880821599584e-13,6.9002231867858497e-47,4.5586346058194571e-11,2.415245360151475e-24,3.1432522705634338e-20,1.5425279665277878e-22,2.9154146263841085e-12,9.7251089389535687e-35,4.2334047375273311e-37,1.7256413683017257e-16,2.700857990402213e-28,0.0013296885315158722,0.00072430440528718591,9.8598246822887651e-09,3.7067286010664604e-09,2.5108467071488754e-09,1.5477685097418834e-09,6.2097999622529529e-15,1.9419030737995884e-11,1.5841986261011265e-11,4.3734575290804867e-14,2.4978783425198415e-16,2.1343126464367603e-15,6.0192834835035912e-15,8.25682940677905e-15,1.7512607805786861e-13,2.739945388906015e-16,7.6414386745196727e-17,1.2776232479893756e-21,5.0573206440286814e-27,3.3592897889353169e-18,3.2785168806837954e-21,2.9734979204745251e-22,5.1437721487378607e-20,1.8247560059645116e-27,2.2871163588642235e-22,3.4331013308374714e-27
6.567325741458217e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1908314973876051,0.098664253099538662,0.099635747971272656,4.8089104646761987e-14,3.8782527171017939e-10,9.1496571641604747e-16,9.8199016067598907e-12,1.752389739937073e-13,7.239658937879196e-47,4.6383527481706296e-11,2.5442813766569884e-24,3.1814928820813953e-20,1.6063400182644189e-22,2.9916918529577499e-12,1.0143703644043462e-34,4.3655157610927866e-37,1.7515921324338812e-16,2.8291688711853246e-28,0.0013357368309882918,0.00072849834440193726,9.9738295241471134e-09,3.7308997852693732e-09,2.5153772306452728e-09,1.580997026157798e-09,6.2816662895059041e-15,1.9733352987393001e-11,1.6068551671074224e-11,4.4621180714700589e-14,2.5817439132875663e-16,2.1923610050002199e-15,6.2192037284258066e-15,8.4817915003337322e-15,1.7923335256229603e-13,2.8172345783716412e-16,7.8958401616457935e-17,1.3430986241782751e-21,5.31631693663684e-27,3.4709584617898639e-18,3.4256796807671686e-21,3.1448216832156723e-22,5.3251713205540126e-20,1.9305719748835278e-27,2.4056636138381561e-22,3.6111623249459842e-27
6.605589586301856e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19082127268477522,0.098658221858075254,0.099633651236248788,4.9731197411254488e-14,3.9930902900337409e-10,9.3013703144867019e-16,1.0068720988103137e-11,1.8034482328171423e-13,7.5936370717327487e-47,4.7189847657927481e-11,2.6793935905033891e-24,3.2197877065687091e-20,1.6723949979368988e-22,3.0693459606608808e-12,1.0577582687600207e-34,4.500974723261549e-37,1.7777090111791581e-16,2.9627717951265655e-28,0.0013417679561177913,0.00073269174511920456,1.0088468113132033e-08,3.7548425478806043e-09,2.5196681893506647e-09,1.6145613191844848e-09,6.3539321416576404e-15,2.0049549542385742e-11,1.6297349336066018e-11,4.5521409802547721e-14,2.6678886364478834e-16,2.2515348745201994e-15,6.4242993603473946e-15,8.7115678595227771e-15,1.8341207229053149e-13,2.8962162689339876e-16,8.1571880710641741e-17,1.4115273070822277e-21,5.5869844782040045e-27,3.5855224835263615e-18,3.5783941975041848e-21,3.3248397707417538e-22,5.5118467604646596e-20,2.0418358068982248e-27,2.5295367058604774e-22,3.797226393316159e-27
6.643853431145496e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19081106564508879,0.098652207742042558,0.099631554769832389,5.1417441718714229e-14,4.1103207181212121e-10,9.4535717636299541e-16,1.0322516580172458e-11,1.8556833336875249e-13,7.962685824566353e-47,4.8005356346711311e-11,2.820829990424447e-24,3.2581330022741681e-20,1.740757920781339e-22,3.148388408160581e-12,1.1027200706364592e-34,4.6398485133099515e-37,1.8039903785873162e-16,3.1018522144814223e-28,0.0013477819551631751,0.00073688460827235982,1.0203740090061071e-08,3.7785569961171055e-09,2.5237231557209679e-09,1.6484572438134342e-09,6.4265972716500079e-15,2.0367589909084609e-11,1.6528384538532963e-11,4.6435374758166228e-14,2.7563597957142012e-16,2.3118454069433189e-15,6.634662139698581e-15,8.9462366327008576e-15,1.8766304998605271e-13,2.976916765883461e-16,8.4256300738047663e-17,1.4830244064609933e-21,5.8697775959760241e-27,3.7030333744738983e-18,3.7368272971655009e-21,3.513931718965214e-22,5.7039195870723398e-20,2.1587927690883334e-27,2.6589368528308185e-22,3.9915959391438226e-27
6.6821172759891356e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19080087621959255,0.09864621070331786,0.099629458571608764,5.314868194838768e-14,4.2299663650093787e-10,9.606233764609418e-16,1.0581363395602861e-11,1.909115033133013e-13,8.3473490497601077e-47,4.8830103269492635e-11,2.9688471432572797e-24,3.2965250853060051e-20,1.8114952890286369e-22,3.2288305849569609e-12,1.1493022602728772e-34,4.7822050272819163e-37,1.830434610154441e-16,3.2466009410921331e-28,0.0013537788762474244,0.00074107693469238427,1.031964509654616e-08,3.8020433773326626e-09,2.5275457628723364e-09,1.6826805872508863e-09,6.4996614197826745e-15,2.0687443330347986e-11,1.6761662124955291e-11,4.7363210531015429e-14,2.8472053464110164e-16,2.3733039856273801e-15,6.8503845493143575e-15,9.1858768223852115e-15,1.919871027377329e-13,3.0593626115853915e-16,8.7013160700269107e-17,1.5577088126936686e-21,6.1651655089593268e-27,3.8235430667129895e-18,3.9011494244691821e-21,3.7124907974264233e-22,5.9015129602834036e-20,2.2816975922131812e-27,2.794071364038585e-22,4.1945825156373124e-27
6.720381120832775e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19079070435947085,0.098640230693913811,0.099627362641164424,5.4925770887628377e-14,4.352049268531067e-10,9.7593288871299743e-16,1.0845337102066173e-11,1.9637635404939133e-13,8.7481865677052805e-47,4.9664138109361469e-11,3.1237104377027674e-24,3.3349603305157815e-20,1.8846751168648179e-22,3.310683812668475e-12,1.1975523692437756e-34,4.9281131767995742e-37,1.8570400837943161e-16,3.3972142686217377e-28,0.00135975876735808,0.00074526872520787335,1.0436182775003592e-08,3.8253020749618995e-09,2.5311396994499571e-09,1.71722707386187e-09,6.5731243337859074e-15,2.1009078987057372e-11,1.699718631180339e-11,4.8305051321857729e-14,2.9404739204063825e-16,2.4359226214382002e-15,7.0715597892110509e-15,9.4305682829331498e-15,1.9638505197572294e-13,3.1435805859153367e-16,8.9843982084240727e-17,1.6357032976756497e-21,6.4736327290413286e-27,3.9471039012600207e-18,4.071534641033943e-21,3.9209243950595566e-22,6.1047521032363655e-20,2.4108147751108182e-27,2.9351537755539076e-22,4.4065070289943159e-27
6.758644965676415e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19078055001604552,0.098634267665978215,0.09962526697808699,5.6749569843655815e-14,4.4765911366030807e-10,9.9128300344147281e-16,1.1114514042011459e-11,2.0196492849224322e-13,9.1657745207357095e-47,5.0507510511136962e-11,3.2856943334450571e-24,3.3734351723097878e-20,1.9603669556533897e-22,3.3939593463995064e-12,1.2475189856024269e-34,5.0776428976196519e-37,1.8838051807806277e-16,3.5538940968002437e-28,0.0013657216763476266,0.00074945998064504472,1.0553352768663369e-08,3.8483336043898033e-09,2.5345087047861644e-09,1.7520923700753745e-09,6.646985780265441e-15,2.133246599080353e-11,1.7234960702906825e-11,4.9261002124719981e-14,3.0362148310410807e-16,2.4997125783323489e-15,7.2982817714589963e-15,9.6803917172081708e-15,2.0085772346734147e-13,3.2295977066885728e-16,9.275030905662143e-17,1.717134617753227e-21,6.7956794686159265e-27,4.0737686253034002e-18,4.2481606635230838e-21,4.1396544131043765e-22,6.3137643243273273e-20,2.5464188968098487e-27,3.0824039874082416e-22,4.6276999440522242e-27
6.796908810520054e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19077041314077531,0.098628321571793492,0.099623171581965375,5.8620948570325192e-14,4.6036133434859511e-10,1.0066710459098334e-15,1.1388971185509891e-11,2.0767929164373083e-13,9.6007057329961269e-47,5.136027008144236e-11,3.455082615840382e-24,3.4119461053788508e-20,2.038641919429393e-22,3.4786683761859634e-12,1.2992517687517839e-34,5.2308651583688241e-37,1.9107282866602176e-16,3.7168480577656302e-28,0.0013716676509338728,0.0007536507018277433,1.0671154721577964e-08,3.8711386088047072e-09,2.5376565641369049e-09,1.7872720892450171e-09,6.7212455006339477e-15,2.1657573330612453e-11,1.7474988348881039e-11,5.0231179732537814e-14,3.1344780780543318e-16,2.5646845734205577e-15,7.530645115156261e-15,9.9354286741925504e-15,2.0540594731297155e-13,3.317441230083601e-16,9.5733708658522484e-17,1.8021336187743885e-21,7.1318220443858964e-27,4.2035903894941763e-18,4.4312089014686821e-21,4.3691176654167003e-22,6.5286790393355375e-20,2.6887949367100574e-27,3.2360484026281693e-22,4.8585014927012621e-27
6.873436500207334e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19075019160121712,0.098616479994477438,0.099618981588950592,6.2509965323345152e-14,4.8651825831132763e-10,1.0375503985041582e-15,1.1954037048241434e-11,2.1949375514465409e-13,1.0525054845336356e-46,5.3094148963610417e-11,3.8172556882515796e-24,3.489062529269608e-20,2.2032336467842844e-22,3.6524313680522616e-12,1.4082199191654788e-34,5.5486763886768095e-37,1.9650420938665374e-16,4.062438345206315e-28,0.0013835089870965983,0.00076203054471328611,1.0908653085540976e-08,3.9160722289802405e-09,2.543304187174138e-09,1.8585570131748221e-09,6.8709587321924781e-15,2.2312824644666035e-11,1.7961812620309082e-11,5.2214729393860087e-14,3.3387750416887619e-16,2.6982204855151808e-15,8.0126778692321349e-15,1.0461473559084363e-14,2.1473239410857157e-13,3.4987177037590556e-16,1.01938109458905e-16,1.9833791436917838e-21,7.8485430633499377e-27,4.4729196424972778e-18,4.8173163502556662e-21,4.8620681582800421e-22,6.9767442847579287e-20,2.9950566839121496e-27,3.5634588206841367e-22,5.3503415282457817e-27
6.949964189894614e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19073003935518976,0.098604705582904184,0.09961479265885391,6.6599946139999989e-14,5.1369211881925752e-10,1.0685503017917726e-15,1.2541162858531276e-11,2.3183671029719407e-13,1.1526324127738655e-46,5.4866170847815136e-11,4.2126964833204184e-24,3.5662827885984439e-20,2.3790514502839788e-22,3.8320610666203336e-12,1.5248760899336761e-34,5.8821355912731055e-37,2.0199687080794446e-16,4.4357657686733918e-28,0.0013952831549096376,0.0007704082604080843,1.114867503605647e-08,3.9601104764752994e-09,2.5481135899042037e-09,1.9310458721495941e-09,7.0222621140309746e-15,2.2974584153263173e-11,1.8457671064868738e-11,5.4256640068785553e-14,3.5537787241477468e-16,2.8366238579590066e-15,8.5184289606476406e-15,1.1009372098894428e-14,2.243711196714455e-13,3.6876328393658612e-16,1.0847018572378568e-16,2.180572555142607e-21,8.6282647204831622e-27,4.7555248354821091e-18,5.2313835377672007e-21,5.4035843103831368e-22,7.4500261603177982e-20,3.3321005406348491e-27,3.9193317122733532e-22,5.8849524225665419e-27
7.0264918795818944e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1907099560192532,0.098592997960142828,0.099610604788427537,7.0898146845674515e-14,5.4189878393699425e-10,1.0996507560241354e-15,1.3150986464011957e-11,2.447254829543456e-13,1.2609894583544613e-46,5.6676731219760658e-11,4.6440382885463304e-24,3.6435810689709708e-20,2.5667231605182809e-22,4.0176448130605794e-12,1.6496576532667138e-34,6.2318485443089428e-37,2.0754954538205981e-16,4.8387111212878146e-28,0.0014069905313057903,0.0007787838554182007,1.1391217755908515e-08,4.0032626657191966e-09,2.5521162334076301e-09,2.0047021444964495e-09,7.1751537408140721e-15,2.3642602326965724e-11,1.8962566146912023e-11,5.6357828659071456e-14,3.7799143352948985e-16,2.9799787332935651e-15,9.0486803079826942e-15,1.157980671876779e-14,2.3432892037822774e-13,3.8844133092895557e-16,1.1534331720018859e-16,2.3949190496311876e-21,9.4757415198472078e-27,5.0518454357150797e-18,5.6749984657964374e-21,5.9977400101798158e-22,7.9496381372781409e-20,3.7026153080732384e-27,4.3057270124029928e-22,6.4654295294324909e-27
7.1030195692691744e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19068994121212168,0.098581356751381022,0.099606417974442127,7.5411945331059919e-14,5.7115356358350169e-10,1.1308324412303e-15,1.3784155114074191e-11,2.5817776242314797e-13,1.3781450372974043e-46,5.852622496139631e-11,5.1140899874506907e-24,3.7209325663295054e-20,2.7669041493171535e-22,4.2092690685569268e-12,1.7830205665251992e-34,6.5984383345054476e-37,2.1316098015921005e-16,5.2732597579214279e-28,0.0014186314910992954,0.00078715733621239888,1.1636278441680801e-08,4.0455397474277843e-09,2.5553438794676885e-09,2.0794889046226222e-09,7.3296315605474841e-15,2.4316629035757889e-11,1.9476491031718322e-11,5.8519142317723527e-14,4.0176185390204032e-16,3.1283677676188557e-15,9.6042246980811633e-15,1.2173472937903706e-14,2.4461266154327159e-13,4.0892896384586505e-16,1.2257126843061776e-16,2.6277000714854362e-21,1.0396028163559009e-26,5.3623271264838516e-18,6.1498117403835812e-21,6.6488886762133867e-22,8.4767295620258124e-20,4.1094897501724908e-27,4.7248226731048812e-22,7.0950454071071132e-27
7.1795472589564545e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19066999455465192,0.098569781583912969,0.099602232213686359,8.0148849461776546e-14,6.0147120631808654e-10,1.162076743886849e-15,1.4441324937567663e-11,2.7221160479567494e-13,1.5046991648903998e-46,6.0415046353442779e-11,5.6258457507009054e-24,3.7983134920823345e-20,2.9802782167379108e-22,4.4070194759076369e-12,1.9254398521874798e-34,6.9825455973381016e-37,2.1882993892570051e-16,5.7415062024242175e-28,0.0014302064069977589,0.00079552870922236182,1.1883854303884796e-08,4.0869541720167503e-09,2.5578284596279178e-09,2.1553689594475717e-09,7.485693639747565e-15,2.4996414789767394e-11,1.9999428729656013e-11,6.0741481687532978e-14,4.2673396098878297e-16,3.2818812205051366e-15,1.0185865656738373e-14,1.2791079156654116e-14,2.5522927728936265e-13,4.3024962164269364e-16,1.3016819506817016e-16,2.8802772546364066e-21,1.1394495085163793e-26,5.6874217374570192e-18,6.6575376924875217e-21,7.3616780240077462e-22,9.0324863895383621e-20,4.5558250985151682e-27,5.1789195987602535e-22,7.7772572128106001e-27
7.2560749486437345e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19065011566983056,0.098558272087127738,0.099598047502967135,8.5116504915312979e-14,6.3286589693792424e-10,1.1933657812755811e-15,1.5123160786685382e-11,2.8684543627536287e-13,1.6412847534644873e-46,6.2343589077921433e-11,6.1824949186210023e-24,3.8757010765506478e-20,3.2075584861713078e-22,4.6109809218014549e-12,2.0774100788246493e-34,7.3848287519046815e-37,2.2455520425703411e-16,6.2456588223746356e-28,0.0014417156496140445,0.00080389798084291462,1.2133942567073405e-08,4.127519754533488e-09,2.5596019476262112e-09,2.2323049815682952e-09,7.643338163523338e-15,2.5681711981439759e-11,2.053135120056523e-11,6.3025611226207252e-14,4.5295375896572911e-16,3.4406113557107273e-15,1.0794417323654492e-14,1.343334642772219e-14,2.6618577041865966e-13,4.5242713093063524e-16,1.3814865019992265e-16,3.1540964354090911e-21,1.2476844167128227e-26,6.0275871773623602e-18,7.1999554876723317e-21,8.1410650583612972e-22,9.6181319195989347e-20,5.0449478449182838e-27,5.6704466370337911e-22,8.5157141757938038e-27
