Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),C2H6X(49),CO2X(24),CH4OX(57),COX(47),CH3OO(75),SX(187),CH3OX(55),DME(215),DMEX(217),CH3OX(56),CH2OX(181),CHOX(183),C2H5X(48),C3H8X(54),C2H6O(121),SX(246)
7.8090809086968e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.060053636392588941,0.097821451525704331,0.033585192051019161,0.0001125931819687995,0.00051351661178740307,5.7907748722875699e-14,6.6565060283612697e-06,0.00025962159279359137,1.0751159464340096e-24,7.0476843701981059e-06,3.6651920667964058e-08,5.4305178607211371e-13,8.6036496737411166e-10,0.00033902648079336896,4.9588665938525507e-19,2.9833554032253981e-21,3.3110417212591764e-12,1.0467382074661907e-11,0.0011258290273552126,0.13168201274319594,4.1731580772339314e-06,2.3897898424892017e-07,3.5603223903245021e-10,1.5488132533909321e-05,2.7613713167891128e-12,1.0836448244854398e-10,1.952582404292462e-10,2.2821304554317557e-10,3.7954031574403109e-07,8.8486005805771741e-10,1.3512356485356332e-05,2.6399516903340602e-09,5.9329688657710937e-06,4.0115937909073892e-08,3.0050352252903649e-07,2.1549979327988421e-05,2.6936021454474348e-11,1.2548677642992795e-10,1.2715373037206218e-12,1.3467350710075639e-07,1.7606808545706544e-10,3.2061947624337887e-11,4.1603161552536314e-08,1.9915512504996112e-13
7.852792343903583e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.059902968858528943,0.097819055631513788,0.033505409436143295,0.0001132210539574268,0.00051587042646678472,5.8314421132805326e-14,6.6533998632980605e-06,0.00026063087882512007,1.0924687598019153e-24,7.0561151789763697e-06,3.6860537976472952e-08,5.4613615660904166e-13,8.6294975653288308e-10,0.00034132834986151889,4.9868464590111215e-19,3.025067510957048e-21,3.323572861584203e-12,1.0575461304109278e-11,0.0011229722215407869,0.13183545360841836,4.1654968610639769e-06,2.3934760895376157e-07,3.5520786788527769e-10,1.5518850078521382e-05,2.756401506980813e-12,1.0811318037278545e-10,1.94764441949293e-10,2.2753846637496602e-10,3.8006022263852667e-07,8.8423459705786763e-10,1.3570737154171382e-05,2.6320988398605864e-09,5.9347376945995179e-06,4.012800452182261e-08,3.003997958961064e-07,2.1671554833750466e-05,2.7020022118889323e-11,1.2561197319307943e-10,1.2735878856312999e-12,1.3592476223255504e-07,1.7600957950625764e-10,3.2163584194974157e-11,4.190402144921493e-08,2.0009207875163099e-13
7.896503779110366e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.059753444525604271,0.097816647783605937,0.033426213233954588,0.00011384803693761839,0.00051821876195740307,5.8722924807913971e-14,6.6503298163494911e-06,0.00026163647709953391,1.109971227865303e-24,7.0644895051227633e-06,3.7068704305532921e-08,5.4921425336713155e-13,8.6551776841000968e-10,0.00034362973113452518,5.0147640906136988e-19,3.0670640310172016e-21,3.3360602175954931e-12,1.0683896983777479e-11,0.0011201369179052745,0.13198773017189833,4.1578790213009903e-06,2.3971354715685501e-07,3.5438937862169281e-10,1.5549352547954158e-05,2.751459195417394e-12,1.0786373409187862e-10,1.9427450357632769e-10,2.2686990444677691e-10,3.8057463833108153e-07,8.8361138078696377e-10,1.3628894861730229e-05,2.6243166444480039e-09,5.9364516100831332e-06,4.0139698125308728e-08,3.0029492970651122e-07,2.1792865306991944e-05,2.7103449209082565e-11,1.2573545881164288e-10,1.2756244925261537e-12,1.3717870962911857e-07,1.7594987402906554e-10,3.2264529460276429e-11,4.2204828895556108e-08,2.0102540193904247e-13
7.940215214317149e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.059605049202880567,0.097814228200680017,0.033347596202801373,0.00011447413476351503,0.0005205616513721485,5.9133255560450001e-14,6.6472952336619027e-06,0.00026263841514260474,1.1276233757659836e-24,7.0728080432011101e-06,3.7276420662458503e-08,5.5228609724572215e-13,8.6806917374865464e-10,0.00034593060811424634,5.0426197351348055e-19,3.1093446640896079e-21,3.3485041421519576e-12,1.0792686994144131e-11,0.0011173228510782294,0.1321388568862257,4.1503041710967556e-06,2.4007683101142341e-07,3.5357670213741404e-10,1.5579642421007295e-05,2.7465441451713761e-12,1.0761612044696966e-10,1.9378837495452888e-10,2.2620727059015677e-10,3.8108363633414383e-07,8.8299040407147116e-10,1.3686831110230326e-05,2.6166040469299964e-09,5.9381116374108073e-06,4.0151025684610149e-08,3.0018895823584158e-07,2.1913911709495644e-05,2.7186308579541252e-11,1.2585725826843639e-10,1.2776473408262229e-12,1.3843532418779998e-07,1.7588899699801056e-10,3.2364789939504215e-11,4.2505580662403391e-08,2.0195511529840413e-13
7.983926649523932e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.059457768944374628,0.097811797097159328,0.033269551225791304,0.00011509935126468309,0.00052289912753270625,5.9545409213763808e-14,6.6442954765894199e-06,0.00026363672018189452,1.1454252254046976e-24,7.0810714754217096e-06,3.7483688073482285e-08,5.5535170928289773e-13,8.7060414107214654e-10,0.00034823096466413925,5.0704136390497557e-19,3.1519091096371721e-21,3.3609049839389737e-12,1.0901829235834377e-11,0.0011145297602478087,0.13228884795452958,4.1427719278820263e-06,2.4043749214372122e-07,3.5276977047156478e-10,1.560972213786308e-05,2.7416561217638704e-12,1.0737031669139474e-10,1.9330600664930613e-10,2.2555047747735644e-10,3.8158728890908936e-07,8.8237166156764238e-10,1.3744547390165306e-05,2.6089600121717138e-09,5.9397187788977459e-06,4.0161994009376037e-08,3.0008191481824312e-07,2.2034695006584164e-05,2.7268606009145364e-11,1.2597739610676145e-10,1.2796566430264814e-12,1.396945810993807e-07,1.7582697575820028e-10,3.246437207691864e-11,4.280627358944202e-08,2.0288123944037381e-13
8.027638084730715e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.059311590043647576,0.097809354683291702,0.033192071308040048,0.00011572369024627206,0.00052523122297235881,5.9959381602531261e-14,6.6413299212668008e-06,0.0002646314191507673,1.1633767955071761e-24,7.0892804719216117e-06,3.7690507582941648e-08,5.5841111064566158e-13,8.7312283671681201e-10,0.00035053078500131622,5.0981460487965364e-19,3.1947570659534119e-21,3.3732630875305256e-12,1.1011321629378655e-11,0.001111757389060558,0.13243771733598392,4.1352819133227026e-06,2.4079556166399202e-07,3.5196851678216335e-10,1.5639594100843333e-05,2.7367948931449387e-12,1.0712630048095052e-10,1.9282735012562322e-10,2.2489943957292777e-10,3.820856670923041e-07,8.8175514776938564e-10,1.3802045180369787e-05,2.6013835264862904e-09,5.9412740145846706e-06,4.0172609757898303e-08,2.9997383187466325e-07,2.2155216166760805e-05,2.735034720225287e-11,1.2609589643965838e-10,1.281652607780145e-12,1.4095645584389233e-07,1.7576383704320585e-10,3.2563282242694342e-11,4.3106904583737248e-08,2.0380379489767051e-13
8.071349519937498e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.059166499028543269,0.097806901165246693,0.0331151495739938,0.00011634715548917293,0.00052755796993877307,6.037516857296389e-14,6.6383979581957928e-06,0.00026562253869234282,1.1814781016889133e-24,7.0974356910372576e-06,3.7896880252492534e-08,5.6146432262048944e-13,8.7562542486434423e-10,0.00035283005368879933,5.1258172107378845e-19,3.2378882302126018e-21,3.3855787934503184e-12,1.1121162114973564e-11,0.0011090054855238897,0.132585478751166,4.127833753275863e-06,2.4115107017715168e-07,3.5117287532224059e-10,1.5669260675148397e-05,2.7319602296735908e-12,1.0688404986406056e-10,1.9235235772693986e-10,2.2425407308684677e-10,3.8257884072062059e-07,8.8114085701578094e-10,1.3859325948066747e-05,2.5938735970697737e-09,5.9427783028190939e-06,4.0182879441061597e-08,2.99864740940157e-07,2.2275476161365236e-05,2.7431537789771115e-11,1.2621278295893421e-10,1.2836354399808849e-12,1.4222092418650898e-07,1.7569960699048319e-10,3.266152673382344e-11,4.3407470618307645e-08,2.0472280212281953e-13
8.11506095514428e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.059022482656067882,0.097804436745210444,0.03303877926482357,0.00011696975075017695,0.00052987940039678097,6.0792765983006124e-14,6.6354989918446143e-06,0.00026661010516339212,1.1997291565186777e-24,7.105537779569699e-06,3.8102807160349466e-08,5.6451136660425266e-13,8.7811206757370245e-10,0.00035512875562796929,5.1534273711237226e-19,3.281302298518611e-21,3.3978524382318463e-12,1.1231348652245903e-11,0.0011062738019111552,0.13273214568727121,4.1204270777457264e-06,2.4150404779320427e-07,3.5038278141660244e-10,1.5698724189579165e-05,2.7271519040974719e-12,1.0664354327344509e-10,1.9188098265476187e-10,2.2361429592911364e-10,3.8306687845613122e-07,8.8052878349828299e-10,1.3916391148917523e-05,2.5864292514538786e-09,5.9442325808192187e-06,4.0192809426175168e-08,2.9975467269028429e-07,2.2395475964243436e-05,2.7512183330214908e-11,1.2632807894397144e-10,1.2856053408430159e-12,1.4348796217350529e-07,1.756343111563662e-10,3.2759111775012466e-11,4.3707968730732167e-08,2.0563828148602815e-13
8.158772390351064e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.058879527907405672,0.097801961621477515,0.032962953735888999,0.00011759147976213489,0.00053219554603114278,6.1212169702520552e-14,6.6326324402600457e-06,0.0002675941446381778,1.2181299695807792e-24,7.1135873730426445e-06,3.8308289400550556e-08,5.6755226409549169e-13,8.8058292481254668e-10,0.00035742687605120048,5.1809767760540119e-19,3.3249989659524768e-21,3.4100843544774624e-12,1.134187922001975e-11,0.0011035620946692421,0.13287773140318848,4.1130615208395391e-06,2.4185452413739961e-07,3.4959817143919483e-10,1.5727986937242191e-05,2.7223696915322426e-12,1.0640475951718101e-10,1.9141317894877123e-10,2.2298002766576747e-10,3.8354984781039728e-07,8.7991892126764048e-10,1.3973242227074427e-05,2.5790495369758481e-09,5.9456377652210959e-06,4.0202405940691092e-08,2.996436569666353e-07,2.2515216551431305e-05,2.7592289310750833e-11,1.264418072703229e-10,1.2875625079797181e-12,1.4475754612828266e-07,1.7556797453062913e-10,3.2856043519571369e-11,4.4008396021790313e-08,2.0655025327318381e-13
8.202483825557846e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.058737621983066417,0.097799475988540635,0.032887666454268723,0.00011821234623411664,0.00053450643824929864,6.1633375613461384e-14,6.6297977346917151e-06,0.00026857468291223706,1.2366805475361271e-24,7.1215850959535782e-06,3.8513328082247145e-08,5.7058703668602601e-13,8.8303815448821884e-10,0.00035972440051467748,5.2084656714420966e-19,3.3689779266187399e-21,3.4222748709164445e-12,1.1452751816086613e-11,0.0011008701243286003,0.13302224893444256,4.1057367207234048e-06,2.4220252836013617e-07,3.4881898279105622e-10,1.5757051176238379e-05,2.7176133694406909e-12,1.0616767776970958e-10,1.9094890146751788e-10,2.2235118947626841e-10,3.8402781516806695e-07,8.7931126424049774e-10,1.402988061523585e-05,2.5717335202648179e-09,5.946994752609671e-06,4.0211675075812865e-08,2.9953172280151984e-07,2.2634698900851439e-05,2.7671861148227959e-11,1.2655399041809677e-10,1.2895071354793102e-12,1.4602965264745962e-07,1.7550062155062141e-10,3.2952328050294584e-11,4.4308749654134362e-08,2.0745873768397065e-13
8.24619526076463e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.058596752298160436,0.097796980037177725,0.032812910996355971,0.00011883235385157081,0.00053681210818410654,6.2056379610037123e-14,6.6269943192281768e-06,0.00026955174550610984,1.2553808941820868e-24,7.1295315620181757e-06,3.8717924329016653e-08,5.7361570605288775e-13,8.854779124782655e-10,0.00036202131489138849,5.2358943029786124e-19,3.4132388736905535e-21,3.4344243124620905e-12,1.1563964456978573e-11,0.0010981976554156239,0.13316571109800543,4.0984523195781434e-06,2.4254808914662279e-07,3.4804515387884098e-10,1.5785919130335758e-05,2.7128827176116151e-12,1.0593227756419957e-10,1.9048810586965289e-10,2.2172770411219489e-10,3.8450084580991933e-07,8.787058062057459e-10,1.4086307734703385e-05,2.5644802867440985e-09,5.9483044200341962e-06,4.0220622789997876e-08,2.994188984418489e-07,2.2753923992022422e-05,2.7750904190194639e-11,1.2666465048013829e-10,1.2914394139796638e-12,1.4730425859702666e-07,1.754322761149999e-10,3.3047971380333791e-11,4.4609026850992675e-08,2.0836375483009829e-13
8.289906695971412e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.058456906477797305,0.097794473954536665,0.032738681045516922,0.00011945150627648487,0.00053911258669656233,6.248117759886243e-14,6.6242216504443886e-06,0.0002705253576690132,1.2742310105111716e-24,7.1374273744081979e-06,3.8922079278198288e-08,5.7663829395057068e-13,8.8790235266051284e-10,0.00036431760536428958,5.2632629160959862e-19,3.4577814994536234e-21,3.446533000267851e-12,1.1675515177744426e-11,0.0010955444563673243,0.13330813049698254,4.0912079635551929e-06,2.4289123472629862e-07,3.4727662409388844e-10,1.5814592989626703e-05,2.7081775181385199e-12,1.05698538784352e-10,1.9003074859569087e-10,2.2110949585721588e-10,3.8496900393535119e-07,8.7810254083059319e-10,1.4142524995440946e-05,2.5572889401488199e-09,5.9495676255085454e-06,4.0229254912357184e-08,2.9930521137223502e-07,2.2872892805780312e-05,2.7829423715901681e-11,1.2677380917001254e-10,1.2933595307407641e-12,1.4858134110856397e-07,1.7536296159707582e-10,3.3142979454062349e-11,4.4909224894903445e-08,2.0926532473363772e-13
8.333618131178195e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.058318072352604791,0.097791957924217757,0.032664970389810276,0.00012006980714754462,0.0005414079043785054,6.2907765499099962e-14,6.6214791970602807e-06,0.00027149554438245986,1.2932308947685774e-24,7.1452731259830781e-06,3.9125794080250637e-08,5.7965482220358196e-13,8.9031162694269033e-10,0.00036661325841963731,5.2905717559335696e-19,3.5026054953489566e-21,3.4586012517825142e-12,1.1787402031728763e-11,0.0010929102994482181,0.133449519525176,4.0840033027325858e-06,2.4323199288202643e-07,3.4651333379183979e-10,1.5843074911170089e-05,2.7034975553981251e-12,1.054664416560485e-10,1.8957678685027565e-10,2.2049649048828714e-10,3.8543235268432193e-07,8.7750146166641357e-10,1.4198533796135723e-05,2.5501586020584367e-09,5.9507852084968665e-06,4.0237577145955933e-08,2.9919068833734101e-07,2.2991606324011774e-05,2.7907424937291949e-11,1.268814878297969e-10,1.2952676697155432e-12,1.498608775755209e-07,1.7529270085778596e-10,3.3237358147931307e-11,4.5209341126478037e-08,2.1016346732546237e-13
8.377329566384978e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.058180237954364028,0.097789432126353965,0.032591772919765859,0.00012068726008029436,0.00054369809155530621,6.3336139242592568e-14,6.6187664396099594e-06,0.00027246233036382495,1.3123805425085869e-24,7.1530693995153982e-06,3.932906989813058e-08,5.8266531269928298e-13,8.927058852916133e-10,0.00036890826084048158,5.3178210673035044e-19,3.5477105520145042e-21,3.4706293808044639e-12,1.1899623090353986e-11,0.0010902949606693664,0.13358989037152988,4.0768379910710397e-06,2.4357039095905786e-07,3.4575522427275995e-10,1.5871367019618735e-05,2.6988426160287542e-12,1.0523596674041897e-10,1.891261785849416e-10,2.1988861523803436e-10,3.858909541587724e-07,8.7690256215434369e-10,1.4254335524260991e-05,2.5430884114435417e-09,5.9519579903851215e-06,4.0245595071017501e-08,2.990753553635037e-07,2.3110065529398392e-05,2.798491299997635e-11,1.2698770743768615e-10,1.2971640116189498e-12,1.5114284564955631e-07,1.7522151625829401e-10,3.3331113271317127e-11,4.5509372943193197e-08,2.1105820244378752e-13
8.421041001591761e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.058043391511757352,0.097786896737689047,0.032519082626220684,0.00012130386866729611,0.0005459831782885379,6.3766294773986107e-14,6.6160828701212468e-06,0.00027342574006985961,1.3316799466498689e-24,7.1608167679104398e-06,3.9531907906692621e-08,5.8566978738101104e-13,8.9508527576192733e-10,0.00037120259970031816,5.3450110946572684e-19,3.593096359325654e-21,3.4826176975350222e-12,1.2012176442905198e-11,0.0010876982197094991,0.1337292550244604,4.0697116863701809e-06,2.4390645587378439e-07,3.450022377617827e-10,1.5899471407832581e-05,2.6942124889085907e-12,1.0500709492636675e-10,1.8867888248134671e-10,2.1928579875827555e-10,3.8634486944353058e-07,8.7630583563068024e-10,1.4309931556140476e-05,2.5360775242264875e-09,5.9530867749389067e-06,4.0253314148034649e-08,2.9895923777965974e-07,2.3228271405171864e-05,2.8061892984196341e-11,1.2709248861541564e-10,1.2990487339953905e-12,1.5242722323693842e-07,1.7514942967223804e-10,3.3424250567360433e-11,4.5809317798211122e-08,2.1194954983280487e-13
8.464752436798544e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.057907521446225511,0.097784351931653496,0.032446893598210472,0.00012191963647828934,0.00054826319437862713,6.4198228050843736e-14,6.6134279918051909e-06,0.00027438579770015261,1.3511290975296842e-24,7.1685157944199746e-06,3.9734309292108066e-08,5.8866826824147069e-13,8.9744994452441716e-10,0.00037349626235689323,5.3721420820530289e-19,3.6387626064346662e-21,3.4945665086308951e-12,1.2125060196317936e-11,0.001085119859838156,0.1338676252760749,4.0626240502249318e-06,2.4424021412227329e-07,3.4425431739021786e-10,1.5927390137477864e-05,2.6896069651338507e-12,1.0477980742267016e-10,1.8823485793496898e-10,2.1868797108464851e-10,3.8679415862672003e-07,8.7571127533204163e-10,1.4365323257014259e-05,2.5291251128553459e-09,5.9541723487480628e-06,4.026073972079093e-08,2.988423602375968e-07,2.3346224934879377e-05,2.8138369905772879e-11,1.2719585163550743e-10,1.3009220112844852e-12,1.5371398849500328e-07,1.7507646249763746e-10,3.3516775713796333e-11,4.6109173199227111e-08,2.1283752914140875e-13
