Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),H2X(49),C2H4(47),CH2X(27),CHX(28),CX(26),OCX(25),CH4OX(60),C2H6X(52),COX(50),C2H4X(205),C2H4X(65),CH2OH(40),CH2OX(54),acetyl(43),CH2(T)(34),CH2O2(181),O(29),C3H6O(210),C2H3(46),C2H2(334),C2H2(358),C2H2X(360),C4H6(374)
4.121978363164867e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230707219332916,0.11866976369124201,0.022821564751778763,0.0,2.0005041118317322e-22,6.3469432997568754e-15,3.2629695070750434e-24,1.7153249268407906e-22,7.6015692708624372e-25,3.6382561504937737e-09,1.0603881808672055e-43,3.6379520589593699e-09,4.070815312029362e-30,8.077645652945935e-28,7.4349705448915555e-35,1.019737977971828e-38,2.2896615163652725e-16,2.5116136368917582e-33,1.986771962315296e-07,5.8825489986748267e-09,2.3655069153308568e-11,1.9107229460206616e-16,6.9678122392375552e-16,2.3232454661174044e-11,1.4416694096581432e-22,9.9919776567801103e-21,4.6094901411609925e-36,9.1563014955834776e-15,1.8042847515187416e-15,2.6803588817242831e-14,2.1867435225066613e-26,1.8980126068052553e-34,5.2544330552183091e-29,1.5293619941045889e-31,8.5673724045467127e-43,3.2072810780680807e-40,2.3602607337605694e-35,2.32372642612414e-31,2.4383005278572972e-39,1.5473975627347931e-19,1.098985144820688e-26,2.3419643987122594e-16,4.4666747577413517e-67,3.3862338873512077e-42,2.3287850012221522e-45,1.0601032497164817e-50,3.989491209228725e-52,5.7642313889572289e-88
4.732072775911586e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230704190992527,0.11866973374348978,0.022821564316440397,0.0,3.0470865814770444e-22,8.3647888982443768e-15,5.9880501932878297e-24,2.595104232320914e-22,1.1504553011947952e-24,4.1768022682848529e-09,2.4330053275675173e-43,4.1764019928581213e-09,7.0711927374246555e-30,1.3999795856038273e-27,1.2935298804186838e-34,2.1712311286754228e-38,3.0182771149974008e-16,5.0110337035823008e-33,2.2808300490544165e-07,6.7532250898091621e-09,2.7176906295377322e-11,2.5153880208708586e-16,9.1522949035334793e-16,2.6617729675927253e-11,2.1593800718306608e-22,1.5117454710218635e-20,1.0573571718248299e-35,1.0712779801399673e-14,2.1217285987110412e-15,3.6869446282024927e-14,3.4555864172316809e-26,3.7709447306707222e-34,9.1279039545979693e-29,3.2497844640727588e-31,2.2623135156463474e-42,6.9210965501941409e-40,4.5458788707733724e-35,4.0417352565860119e-31,5.8923262911048657e-39,2.039373754191411e-19,1.4472271517388626e-26,3.0770513106499369e-16,1.5857457099474099e-66,7.7679698010245455e-42,6.1496997863041754e-45,3.2162778573015141e-50,1.2143431207039178e-51,3.6770054918193803e-87
5.342167188658306e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307011626637,0.11866970379584628,0.022821563881102059,0.0,4.4128791338060113e-22,1.0660712874194104e-14,1.0147665723636003e-23,3.7335852227905372e-22,1.6550835495414826e-24,4.7153604854059204e-09,5.0251589742717007e-43,4.7148509729236555e-09,1.1482538563028242e-29,2.2682803356076061e-27,2.1026742359517848e-34,4.1831644245878054e-38,3.8475799946310233e-16,9.1785732270731746e-33,2.5748870471630127e-07,7.6239010389369308e-09,3.0704139393445291e-11,3.2022371358984337e-16,1.1625372649000555e-15,2.9989407474049407e-11,3.0760057806881292e-22,2.1750496531325064e-20,2.1828344564944389e-35,1.2263629480525638e-14,2.4380573623410971e-15,4.856035019997671e-14,5.140855945066713e-26,6.8787029379293236e-34,1.4823470724314303e-28,6.2489141056046238e-31,5.2564830600504637e-42,1.35101475620517e-39,8.0950415426459277e-35,6.5682160047437148e-31,1.2635771695395208e-38,2.5991577510721366e-19,1.8424780768028298e-26,3.9123024541591074e-16,4.7236065125731964e-66,1.6037157688244527e-41,1.4289413442638062e-44,8.3686391700581677e-50,3.1689443813353339e-51,1.7463518299011869e-86
6.562356014151745e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230695106040697,0.11866964390088539,0.022821563010425462,0.0,8.2853492580813951e-22,1.6086792284295263e-14,2.466380866902388e-23,6.9199192638283608e-22,3.0647442738699645e-24,5.7925130245518443e-09,1.7716099012021265e-42,5.7917460715785167e-09,2.6209410403386812e-29,5.1532630260936302e-27,4.8042451341264252e-34,1.2790710172276883e-37,5.80851181087629e-16,2.5954548905120535e-32,3.162997777504781e-07,9.36525251098018e-09,3.7774717869952505e-11,4.8213910189936628e-16,1.7425689271557058e-15,3.6692191595838929e-11,5.5884641350905452e-22,4.0316593224752479e-20,7.7270404217719047e-35,1.5347500933824277e-14,3.0671234383165505e-15,7.6792558042690868e-14,9.9941405878252143e-26,1.927261348998913e-33,3.3840757518271095e-28,1.9021806496993395e-30,2.3631058807905744e-41,4.2446398272062153e-39,2.1878168582057852e-34,1.4998542638461757e-30,4.6853344574808028e-38,3.9221567320108183e-19,2.7728835213967389e-26,5.8832964490323221e-16,3.149513816279847e-65,5.6776678714688015e-41,6.4246628740108731e-44,4.8221891912298818e-49,1.8419370557826339e-50,2.8489253679082517e-85
7.591699918799578e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230689996746132,0.1186695933741972,0.022821562275928051,0.0,1.2960252805169014e-21,2.1529151583943966e-14,4.5821941512092718e-23,1.0712645539461631e-21,4.7385490164818406e-24,6.7012295848497746e-09,4.23474367510153e-42,6.7002052891081652e-09,4.6939928864924167e-29,9.1941923067369586e-27,8.6059767778547566e-34,2.769668836264112e-37,7.7765229527934532e-16,5.3752915870750497e-32,3.6591210423310768e-07,1.0834245626347731e-08,4.3756028621834984e-11,6.4404663153932864e-16,2.3190395626867242e-15,4.2304820742105037e-11,8.5095658561781564e-22,6.2418433458466855e-20,1.8492013258385961e-34,1.7929653529985475e-14,3.593839660779528e-15,1.0560783793287174e-13,1.5907198129784472e-25,3.9630342572910764e-33,6.0615371195386961e-28,4.1049653925052661e-30,6.5211390087175217e-41,9.3626543754859201e-39,4.4091038395897523e-34,2.6854423222519903e-30,1.1461816078168445e-37,5.2491631476622263e-19,3.7014689736354988e-26,7.8575726043040012e-16,1.167714368683066e-64,1.3588676827319992e-40,1.7730544570869896e-43,1.5204688611145227e-48,5.8370718639569711e-50,1.8845723314501303e-84
8.621043823447411e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230684887484435,0.11866954284781851,0.022821561541430727,0.0,1.9167678372669517e-21,2.776307736391745e-14,7.8303682391287332e-23,1.5686209035679194e-21,6.9279209431140464e-24,7.6099799462519745e-09,9.0474096130907263e-42,7.60866179153134e-09,7.8026681041702503e-29,1.5225374576550471e-26,1.4303126297742783e-33,5.4037495448208238e-37,1.0032028502145531e-15,1.0137045194791997e-31,4.1552412083123474e-07,1.2303238336835282e-08,4.9752445053928013e-11,8.2898458613067254e-16,2.9738324298242418e-15,4.7879474776460871e-11,1.2258188715179344e-21,9.1404447387995808e-20,3.9556866320855594e-34,2.0494247518583012e-14,4.1169714633187276e-15,1.3896487225843449e-13,2.3777775526658556e-25,7.4207196965975716e-33,1.0077219885412496e-27,7.9818217986796591e-30,1.5818866040361375e-40,1.8566299011349436e-38,8.1354805464688804e-34,4.4610444578680381e-30,2.4813829518577034e-37,6.7692166186886355e-19,4.7601701869758818e-26,1.0116973267300027e-15,3.5329281166021508e-64,2.9070420655548896e-40,4.3013660262907153e-43,4.1578527286272338e-48,1.6047795549113107e-49,8.4925045076770192e-84
9.650387728095244e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230679778255578,0.11866949232174924,0.022821560806933483,0.0,2.7142814686115973e-21,3.4788565212538555e-14,1.255234750190476e-22,2.2000480995520086e-21,9.7000758215039817e-24,8.5187638808535805e-09,1.7710036235761438e-41,8.5171155788759246e-09,1.2242384387337322e-28,2.3798890162331337e-26,2.2432641413826363e-33,9.7277501819933818e-37,1.2575341212290181e-15,1.7770210680058565e-31,4.651358275467982e-07,1.3772230642210027e-08,5.5763874770164737e-11,1.0368233336486595e-15,3.7056109590841598e-15,5.3416413537838132e-11,1.6916718195740383e-21,1.282078032844875e-19,7.7386442890412052e-34,2.3041585921306496e-14,4.6365905651876919e-15,1.7683268798443759e-13,3.3878531437131913e-25,1.2918103866683884e-32,1.5813219166138505e-27,1.4321131991649648e-29,3.4485125990138417e-40,3.3898594076120898e-38,1.4008720209033915e-33,6.993200507447214e-30,4.8927667231827811e-37,8.48232611299095e-19,5.9476957965807911e-26,1.266149725311373e-15,9.7652303687432613e-64,5.6876076890894615e-40,9.3776448276045306e-43,1.0029875122503851e-47,3.8905673143164106e-49,3.7680046581177327e-83
1e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230678042935241,0.11866947516085548,0.022821560557464642,0.0,3.0296408321266333e-21,3.7354823783933361e-14,1.4560254941848859e-22,2.4478466217127689e-21,1.0786014338016699e-23,8.8274360703878757e-09,2.1908428897434959e-41,8.8256674197840201e-09,1.4112463730762891e-28,2.7399069382785601e-26,2.5854689415922031e-33,1.1705950213895808e-36,1.3504698548501609e-15,2.1217262733580318e-31,4.819861618735151e-07,1.4271167528184124e-08,5.7809030619206095e-11,1.1126020123510272e-15,3.9714379121135904e-15,5.5288476655601068e-11,1.871949923139341e-21,1.4265192757186129e-19,9.5689075698640018e-34,2.3902873473209979e-14,4.8122820440982103e-15,1.9071512905028145e-13,3.7864598044624163e-25,1.5387153097247312e-32,1.8229570602026481e-27,1.721380379128498e-29,4.4153851788797667e-40,4.0974346891793516e-38,1.663525150227202e-33,8.0586611416347868e-30,6.061001242543021e-37,9.10809876152078e-19,6.3801166282722231e-26,1.3590600038457121e-15,1.3558132393083923e-63,7.0329790099413303e-40,1.2007189717888885e-42,1.3271248763888302e-47,5.1569929234617764e-49,6.2016599402065414e-83
1.0679731632743076e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230674669059562,0.11866944179598944,0.022821560072436325,0.0,3.7126405492872436e-21,4.2605610718504398e-14,1.9135974317220704e-22,2.9815276177792563e-21,1.312153949761892e-23,9.4275811623529579e-09,3.2366023061942196e-41,9.4255666511696908e-09,1.8347555991264006e-28,3.5533783661684847e-26,3.3600544770576437e-33,1.6446817171010201e-36,1.5406772005749082e-15,2.940893767603654e-31,5.1474722438173691e-07,1.5241222542238513e-08,6.1790226447202999e-11,1.267434066388197e-15,4.5130622795689991e-15,5.8915895021035685e-11,2.25613855057145e-21,1.7376160790300248e-19,1.4122386754162382e-33,2.5571784868771911e-14,5.1527207106059261e-15,2.1918076410737209e-13,4.6480096962951884e-25,2.1232132142888881e-32,2.370221020630147e-27,2.4133676149480359e-29,6.9268940300728956e-40,5.8030644129023347e-38,2.2836452809132934e-33,1.0469633234263104e-29,8.9686608146405098e-37,1.0388500548564743e-18,7.2627773652382252e-26,1.5491143376842393e-15,2.4353022135015974e-63,1.0380242923793692e-39,1.8837818232705288e-42,2.2017064395006747e-47,8.581504782920406e-49,1.4178597473001995e-82
1.170907553739091e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230669559896364,0.1186693912705391,0.022821559337939255,0.0,4.9364201411406494e-21,5.1214209470812253e-14,2.8013773786215472e-22,3.9290355504770464e-21,1.7258178736447002e-23,1.033643156599718e-08,5.5962275576343805e-41,1.0334015008440303e-08,2.6490489354309667e-28,5.1112731073887335e-26,4.8479537303496472e-33,2.644053600200403e-36,1.8526630035478379e-15,4.645520796691375e-31,5.6435831133798946e-07,1.6710214036686662e-08,6.7831409537111138e-11,1.520688773312997e-15,5.3948961599072568e-15,6.437817543977599e-11,2.9262835904280488e-21,2.2899890816976292e-19,2.4371978712478939e-33,2.8084895435303546e-14,5.6653690544633586e-15,2.6597887100911199e-13,6.185101016852012e-25,3.3310201500443104e-32,3.42260497464504e-27,3.867219178278371e-29,1.3036391476956846e-39,9.4330831980913735e-38,3.5605621907166982e-33,1.5098454448678174e-29,1.5503964298974428e-36,1.2487748795203929e-18,8.7041683584317739e-26,1.8605910453587502e-15,5.5661667183850692e-63,1.7915318094342344e-39,3.5455131807575335e-42,4.4871161444987162e-47,1.757148691752381e-48,4.6923374515192202e-82
1.3767763346686575e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230659341668372,0.11866929022056674,0.022821557868945394,0.0,8.1606166707952855e-21,7.080604907155144e-14,5.4585883216844516e-22,6.3860168102336868e-21,2.7937478916400373e-23,1.2154230847803957e-08,1.4679050339636909e-40,1.2150903578022223e-08,5.0553948542025815e-28,9.6818479091467857e-26,9.2366849308894931e-33,6.0708981376027397e-36,2.5632856301229687e-15,1.0381460289547179e-30,6.6357955562219138e-07,1.9648195807902829e-08,7.9957910200016689e-11,2.0946217185801405e-15,7.3766527667941978e-15,7.5192149780464431e-11,4.6095256774251193e-21,3.722559064470153e-19,6.3641626650705804e-33,3.3060252158208401e-14,6.6802997083656358e-15,3.7280497221325162e-13,1.0196096416738386e-24,7.3433613526273377e-32,6.5333169076676358e-27,8.8220952924597978e-29,3.9684102304673166e-39,2.2070528455417728e-37,7.7861865909108018e-33,2.8738660988518236e-29,4.036775355984775e-36,1.7265501980044237e-18,1.1960991246903277e-25,2.5690802726552114e-15,2.3964705783921216e-62,4.6788976718910723e-39,1.0794384362701074e-41,1.5729652263290567e-46,6.2181796376481461e-48,3.9212939561483761e-81
1.582645115598224e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230649123571498,0.11866918917183221,0.022821556399951901,0.0,1.2592101456354938e-20,9.3564048731674773e-14,9.6592549934610954e-22,9.6986983090263652e-21,4.2252354093484774e-23,1.3972159958325483e-08,3.3641434577491658e-40,1.3967781287840896e-08,8.8154640841595966e-28,1.6758045746463564e-25,1.6076993108889826e-32,1.2367296407579234e-35,3.3896458833418851e-15,2.0734096779498558e-30,7.627995604149136e-07,2.2586175953973845e-08,9.2142663691436368e-11,2.7576135674509096e-15,9.6409902524406351e-15,8.5860351691297822e-11,6.7881590780977632e-21,5.6544199736250798e-19,1.4523260533192683e-32,3.7968458677761637e-14,7.6815417049733975e-15,4.970727306736525e-13,1.5630634601181574e-24,1.4470537192527152e-31,1.1395550213577002e-26,1.7857483687529515e-28,1.031320532973956e-38,4.5660219225070147e-37,1.5278970990115375e-32,4.9972315803109302e-29,9.130591943666702e-36,2.2815655689961365e-18,1.5708609463286006e-25,3.3916164592901352e-15,8.3334392096822583e-62,1.0679066619107132e-38,2.8056402675635433e-41,4.5939632259645651e-46,1.832010956650381e-47,2.392944397850329e-80
1.7885138965277907e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230638905605636,0.11866908812433544,0.02282155493095879,0.0,1.8442451129769243e-20,1.1948817317231322e-13,1.5907645816415986e-21,1.399470274874725e-20,6.0706900618195068e-23,1.579021715473455e-08,6.970256250142698e-40,1.5784648138113787e-08,1.4364206019268179e-27,2.7104230752598907e-25,2.6144415669468468e-32,2.3052471265326643e-35,4.3319847691392586e-15,3.807165918553317e-30,8.620183257316651e-07,2.5524154473004969e-08,1.0438496667741487e-10,3.5086686657160101e-15,1.21783712734739e-14,9.6384767428936174e-11,9.5016579497725203e-21,8.1601938528838258e-19,2.9981243367169904e-32,4.281052058841926e-14,8.6693072881914284e-15,6.3854702968547788e-13,2.2694337071964334e-24,2.6217843443789405e-31,1.8573055803219109e-26,3.3075523993163803e-28,2.3852662299715335e-38,8.6221757851559358e-37,2.7638379521018843e-32,8.1184734179500175e-29,1.8601949050204579e-35,2.9138279165798394e-18,1.9937809687205793e-25,4.3281986573600019e-15,2.4745617458833705e-61,2.204879281160474e-38,6.4897926503008931e-41,1.1749291087956592e-45,4.7249201249054918e-47,1.1308695172134636e-79
1.9943826774573575e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523062868777068,0.11866898707807642,0.022821553461966071,0.0,2.5928095562280274e-20,1.4857838711870539e-13,2.4774759670512524e-21,1.9401577044447559e-20,8.3795886714862012e-23,1.7608400717666581e-08,1.3358237099638328e-39,1.7601504129056724e-08,2.2196090162826527e-27,4.1572688016186901e-25,4.0315316111597311e-32,4.0108846924035343e-35,5.3905406027349951e-15,6.5469613031574578e-30,9.6123585158795472e-07,2.8462131363092014e-08,1.1668412553673977e-10,4.3468034698453554e-15,1.4979578936431477e-14,1.0676735629251834e-10,1.2783763819571652e-20,1.1314493284963856e-18,5.728386743202253e-32,4.7587356380331588e-14,9.6437859544992907e-15,7.9699603691457986e-13,3.1590178727990596e-24,4.4485237074410098e-31,2.8707162324292714e-26,5.7182630953521878e-28,5.0505751273392e-38,1.5169788746008583e-36,4.6908427137483216e-32,1.2506394078980962e-28,3.4956398719724173e-35,3.6233440918581138e-18,2.4639688609104386e-25,5.3788259189682684e-15,6.5362744675233229e-61,4.213412224809376e-38,1.3743296048394747e-40,2.7238728315846158e-45,1.1046517814234923e-46,4.5975552627647976e-79
2.200251458386924e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230618470066525,0.11866888603305516,0.022821551992973754,0.0,3.5269328031392291e-20,1.8083465529999532e-13,3.6894564140258249e-21,2.604679829008904e-20,1.1200544558107906e-22,1.94267089500361e-08,2.4044688702184929e-39,1.9418349260883972e-08,3.2862876758367215e-27,6.1096061513242008e-25,5.9561833741719343e-32,6.6030733486203797e-35,6.5655491408006328e-15,1.0678640080426258e-29,1.0604521379992905e-06,3.1400106622321827e-08,1.2903945579935093e-10,5.2710459503360653e-15,1.8035692997806279e-14,1.1701005199203383e-10,1.6663519017893706e-20,1.5191921724234585e-18,1.0285752634586958e-31,5.2299830975976744e-14,1.0605155930006489e-14,9.7219099824351296e-13,4.2515063088780769e-24,7.1588192146079125e-31,4.2513987517666441e-26,9.3537589109375088e-28,9.968266968759388e-38,2.5217781917166126e-36,7.5614862857405123e-32,1.8458345465042754e-28,6.1563949588071805e-35,4.410120876647525e-18,2.9805629883518865e-25,6.5434972962253649e-15,1.5697847974251304e-60,7.5666760477296927e-38,2.712857791538569e-40,5.8439026681345569e-45,2.3903911373272798e-46,1.6266536568868693e-78
2.4061202393164906e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230608252493082,0.11866878498927162,0.02282155052398185,0.0,4.6690040283778488e-20,2.1625694244925001e-13,5.2964204847928812e-21,3.4057774564659626e-20,1.4581313401959265e-22,2.1245140177215764e-08,4.1091754035647894e-39,2.1235183533808247e-08,4.6974570487818833e-27,8.6686018327985549e-25,8.4952760157280784e-32,1.0387379614597704e-34,7.8572435586624532e-15,1.6674182877907849e-29,1.1596671849811806e-06,3.4338080248772232e-08,1.414502821051678e-10,6.2804356930801137e-15,2.1338087855907911e-14,1.2711476244756343e-10,2.116552442204555e-20,1.9867073331318854e-18,1.7543195491497028e-31,5.6948807576151977e-14,1.1553592507844107e-14,1.1639062012289915e-12,5.5667663642840311e-24,1.1027989297456501e-30,6.0785759093231995e-26,1.4620025669937699e-27,1.8559724909441964e-37,4.0012177490378824e-36,1.1680403913094323e-31,2.6300359203698679e-28,1.027843124151775e-34,5.2741649829298675e-18,3.5427302221251978e-25,7.8222118412490281e-15,3.4889992988016537e-60,1.2907620596430347e-37,5.0516987892200377e-40,1.1755213452591041e-44,4.8506625299080887e-46,5.1733810558212046e-78
2.8178578011756238e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230587817737894,0.11866858290541768,0.022821547585999313,0.0,7.6681582998791764e-20,2.9659943260430938e-13,1.00066505318355e-20,5.4686277575970001e-20,2.3208985834548886e-22,2.4882365033615119e-08,1.0626309043318945e-38,2.4868819503790604e-08,8.8278115139556153e-27,1.6050642514528823e-24,1.5894386281113729e-31,2.3083919994305056e-34,1.0791609369290189e-14,3.6652900469759691e-29,1.3580935607186525e-06,4.0214022595599104e-08,1.664357683967879e-10,8.5508754450227711e-15,2.8648704095996183e-14,1.4691772600404862e-10,3.2114214850247414e-20,3.1908873840650298e-18,4.5228218113468093e-31,6.6059740458728152e-14,1.3412388859469288e-14,1.5960101370645759e-12,8.9405632247715723e-24,2.3585536446299941e-30,1.1429281016988872e-25,3.2067383081994061e-27,5.6368990889704021e-37,9.023062300418155e-36,2.5180221031994432e-31,4.9106187481994938e-28,2.5260118095406654e-34,7.2340816468968041e-18,4.8005952835605182e-25,1.0721766643106714e-14,1.4319145077057738e-59,3.3288314935141997e-37,1.5347481910982558e-39,4.1435398938159467e-44,1.7454898557905445e-45,4.0159629048260635e-77
3.1849811228042558e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523056959765121,0.11866840272273939,0.02282154496636633,0.0,1.1270977498902372e-19,3.7891606004911162e-13,1.6355580009644878e-20,7.8943689101937247e-20,3.3244909114663879e-22,2.8125873532846327e-08,2.2168817452200948e-38,2.8108692541912954e-08,1.4396132812028679e-26,2.5832715944486996e-24,2.5817875722025916e-31,4.2778487022334361e-34,1.3803890975040687e-14,6.747565133812352e-29,1.5350150648166602e-06,4.5453265735356879e-08,1.8889465017291507e-10,1.0853282707399674e-14,3.5918606998544689e-14,1.6412776440568146e-10,4.4140977246318661e-20,4.6073394037927166e-18,9.4146409004132471e-31,7.3977716417883942e-14,1.5027896566973206e-14,2.0348543045473337e-12,1.2885013059446107e-23,4.2381137363217959e-30,1.8647205573171191e-25,5.8744135691100955e-27,1.3294578560755249e-36,1.6903223530220675e-35,4.5643311463659055e-31,7.9618239164078373e-28,5.0354082915267571e-34,9.2423438298453642e-18,6.0682331227720068e-25,1.3691834949658971e-14,4.2726290734721192e-59,6.931278629147324e-37,3.6206303941354677e-39,1.0899943041833898e-43,4.670448876091315e-45,1.9712056543603641e-76
3.5153921122700244e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230553199927309,0.11866824056169413,0.022821542608697881,0.0,1.5376700751068337e-19,4.6160897491461016e-13,2.4272537964905986e-20,1.0612283548750186e-19,4.4382045493118895e-22,3.1045344933408723e-08,4.0039430945980645e-38,3.1024548753548472e-08,2.1350017625075809e-26,3.7863043015620819e-24,3.8154121913463573e-31,7.022208427189984e-34,1.6835111668502062e-14,1.1029249179384285e-28,1.6942410486963848e-06,5.0168580096585873e-08,2.0925020286036663e-10,1.3145063031264552e-14,4.3030918120509957e-14,1.7926516141963895e-10,5.6839389737729288e-20,6.1948212041021693e-18,1.6970806085439847e-30,8.0942106001535672e-14,1.6448932012000864e-14,2.4719469399768034e-12,1.7277652366298636e-23,6.7804328666791583e-30,2.7666065428759092e-25,9.5449746037681208e-27,2.6436965796228736e-36,2.798160521626651e-35,7.3658515395887801e-31,1.1746565164642798e-27,8.7382845956917691e-34,1.1259953184471268e-17,7.3233400965198177e-25,1.6674967531227162e-14,1.0287295461728402e-58,1.2497517884748313e-36,7.2014231207385243e-39,2.3554359548812977e-43,1.0236830968428164e-44,7.0645670400644243e-76
3.845803101735793e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230536802538501,0.11866807840383685,0.022821540251030645,0.0,2.040173062210142e-19,5.5245663883708135e-13,3.4733151966675277e-20,1.3891263701616209e-19,5.7697669575804146e-22,3.3965106962087617e-08,6.8579779856502654e-38,3.3940376997206653e-08,3.0559218367810294e-26,5.3564249374250207e-24,5.4421246473438663e-31,1.1014347054812038e-33,2.0170582650539964e-14,1.7246323908437847e-28,1.8534638401924453e-06,5.4883890219766915e-08,2.2973814731241086e-10,1.5641076677533562e-14,5.065264745025494e-14,1.9407695429213882e-10,7.1341891535563111e-20,8.1104776631419768e-18,2.9011042060661755e-30,8.7756680365559861e-14,1.7839492733722235e-14,2.9480644976490966e-12,2.2543183471953787e-23,1.0378694112108079e-29,3.9616182136342748e-25,1.4819919029914969e-26,4.9442238350992408e-36,4.4220076484308187e-35,1.1379860537595229e-30,1.6726740448588839e-27,1.4384911591904829e-33,1.3476701177444574e-17,8.6837699445843099e-25,1.9951847622921434e-14,2.276940374500521e-58,2.1369619484489397e-36,1.3471104396401321e-38,4.7506852247913959e-43,2.0945635025983197e-44,2.2067707868541011e-75
4.176214091201562e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230520405484376,0.11866791624916752,0.022821537893364649,0.0,2.6444673270296795e-19,6.51458906139126e-13,4.8216492882281395e-20,1.7783789997685869e-19,7.3364961199454455e-22,3.688515338722061e-08,1.1235405929544745e-37,3.6856177273718726e-08,4.2463985954955245e-26,7.3568586902934205e-24,7.5361264135544383e-31,1.6633012395447466e-33,2.3811188035940029e-14,2.598751975722577e-28,2.0126834393689413e-06,5.9599196096673451e-08,2.5035597214874515e-10,1.8337712392475061e-14,5.8756467791013302e-14,2.0857023740835659e-10,8.766369898093731e-20,1.0385117285124627e-17,4.7434164789313474e-30,9.4424706858232312e-14,1.9200252039790004e-14,3.462367613275438e-12,2.8751783175355819e-23,1.5311198878301143e-29,5.5072178929896321e-25,2.2155227898133198e-26,8.7766096613656448e-36,6.7232966830494277e-35,1.6952043000271951e-30,2.3123886345509431e-27,2.2665031781438809e-33,1.5892613408381291e-17,1.0146884389687165e-24,2.3522471306264007e-14,4.7413464467770449e-58,3.4949134498355723e-36,2.3918253928419249e-38,9.0256835792724844e-43,4.0356630467562983e-44,6.4489169720614237e-75
4.50662508066733e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230504008764588,0.11866775409768608,0.022821535535699926,0.0,3.3604515527490291e-19,7.5861563116794226e-13,6.5237916191443678e-20,2.2342310086854276e-19,9.1552842236325677e-22,3.980547811184291e-08,1.7726787254748363e-37,3.977194958390661e-08,5.7543298083736713e-26,9.8543408273943617e-24,1.0177559424184996e-30,2.4325064144536679e-33,2.7757796290027929e-14,3.7949708669084822e-28,2.1718998462899711e-06,6.4314497719024106e-08,2.7110122062645028e-10,2.1231429278858083e-14,6.7316515212410631e-14,2.2275195081810637e-10,1.0581113041724117e-19,1.3049542289716532e-17,7.4690427761774706e-30,1.0094938062880821e-13,2.0531868486507683e-14,4.0140351840172386e-12,3.5971509159218194e-23,2.1893132721824278e-29,7.4659885532754424e-25,3.2077934494290786e-26,1.4908847741803804e-35,9.8939216021773993e-35,2.4484012790264329e-30,3.1176155486185672e-27,3.4415114408998913e-33,1.8507715058638868e-17,1.1710186688692693e-24,2.7386834662836333e-14,9.3372264384376022e-58,5.504546482925549e-36,4.0639087584028969e-38,1.6307878426963471e-42,7.3929985339732282e-44,1.7355022644124244e-74
4.837036070133099e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523048761237875,0.11866759194939244,0.022821533178036507,0.0,4.1980488947088467e-19,8.7392666829501965e-13,8.6348121934973219e-20,2.7619240419570097e-19,1.1242617777552985e-21,4.2726075171080918e-08,2.7078715001303538e-37,4.2687693928582979e-08,7.6314731820181076e-26,1.2918882645854752e-23,1.3452431295440852e-30,3.4609685423030398e-33,3.2011260505110258e-14,5.3945346227878871e-28,2.3311130610196281e-06,6.9029795078483771e-08,2.9197148957344751e-10,2.4318755544297314e-14,7.6308319989159857e-14,2.3662888326826087e-10,1.2578305871054094e-19,1.6134548616934656e-17,1.1386572578800255e-29,1.0733382218576171e-13,2.1834986789008863e-14,4.6022640129157602e-12,4.4268013321462634e-23,3.047656591194941e-29,9.9056264444773568e-25,4.5188329399358553e-26,2.4386235350277239e-35,1.415838986383327e-34,3.443569881373079e-30,4.1137946618823552e-27,5.0631080103852896e-33,2.1322030899488779e-17,1.3371314947840279e-24,3.1544933774280237e-14,1.749555286500638e-57,8.3938411847607328e-36,6.6487708622822016e-38,2.8222556542484724e-42,1.2968853995293408e-43,4.3428040857762322e-74
