Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),CH3X(21),CH3OO(77),H2X(49),C2H4(47),CH2X(27),CHX(28),CX(26),C2H6X(52)
1.6295692494874045e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45222900435405411,0.11859035950731106,0.022821518855899885,0.0,4.1561083638432547e-23,9.8910689872022416e-10,0.0,1.044621384886371e-14,0.0,1.4460461098530986e-06,3.2393327105695872e-28,1.4348675720610297e-06,7.7929764770053705e-20,2.8775548120247976e-27,0.0,0.0,1.6834937656336294e-19,1.2755789366618784e-20,7.8158486512079056e-05,9.7658490950765053e-08,1.4318237534389806e-08,9.3874251388961295e-10,7.9089575473081871e-12,6.0216417924384813e-13,6.840345216203174e-21,4.3022189232649476e-13,1.3440598830432133e-13,1.0427954599801996e-09,1.2202290603138463e-18
1.6557881630551476e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45222775283923738,0.11858908497538405,0.022821518855902844,0.0,4.429936124836094e-23,1.0211442034781513e-09,0.0,1.0958668662869249e-14,0.0,1.4693315252757128e-06,3.5546536498663379e-28,1.4578991023447564e-06,8.2792965914432296e-20,3.1165578088637353e-27,0.0,0.0,1.7659994366584266e-19,1.3721934905992827e-20,7.9409712100749649e-05,9.7658220633310498e-08,1.4586916938921351e-08,9.4019630596739858e-10,8.0411596758863227e-12,6.3144771000873686e-13,7.4425783464988714e-21,4.3088819488817514e-13,1.3630108507375371e-13,1.0621288112396602e-09,1.2999748830044662e-18
1.6820070766228908e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45222650152227867,0.11858781064214416,0.022821518855905776,0.0,4.7170712627462154e-23,1.0536906125082006e-09,0.0,1.1487617353855665e-14,0.0,1.4926171705245507e-06,3.8948291119159037e-28,1.4809289034023678e-06,8.7872207618447396e-20,3.3711812054405306e-27,0.0,0.0,1.8511554441578542e-19,1.4743677980260024e-20,8.0660738742959631e-05,9.7657950358591468e-08,1.4856654380359261e-08,9.4164969033087102e-10,8.173363110884694e-12,6.616574091555708e-13,8.0862473286203155e-21,4.3155430989219784e-13,1.3823363096829679e-13,1.0814919892209925e-09,1.3835444510580443e-18
1.708225990190634e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45222525040314621,0.11858653650755979,0.02282151885590869,0.0,5.0179376300456846e-23,1.0867460560488833e-09,0.0,1.2033321238835209e-14,0.0,1.5159030455268364e-06,4.2613686236050361e-28,1.5039569754293337e-06,9.3173221240119015e-20,3.6421781713559371e-27,0.0,0.0,1.9390035483039958e-19,1.5823229884079701e-20,8.1911566470371406e-05,9.7657680126601122e-08,1.5127449737903341e-08,9.4310273389708665e-10,8.3055678516683123e-12,6.9280719166177149e-13,8.7734140382752321e-21,4.3222026812772441e-13,1.4020389962980139e-13,1.1008849857821671e-09,1.4710563126070993e-18
1.7344449037583772e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45222399948180864,0.11858526257159925,0.022821518855911577,0.0,5.3329656957400736e-23,1.120310464374963e-09,0.0,1.2596041635336235e-14,0.0,1.5391891502192617e-06,4.6558465289961984e-28,1.5269833186210966e-06,9.8701783473279191e-20,3.930325683983081e-27,0.0,0.0,2.0295855028800227e-19,1.6962851199706062e-20,8.3162195314642349e-05,9.7657409937332655e-08,1.5399302894557195e-08,9.4455549285177016e-10,8.4377738976915228e-12,7.2491094986772656e-13,9.5062033887038228e-21,4.3288609544646671e-13,1.4221216418038982e-13,1.1203077940501849e-09,1.5626307173472721e-18
1.7606638173261204e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45222274875823432,0.11858398883423092,0.022821518855914446,0.0,5.6625925440736906e-23,1.1543837677974318e-09,0.0,1.3176039861408772e-14,0.0,1.5624754845464708e-06,5.0799036191266143e-28,1.550007933173072e-06,1.0446371548374441e-19,4.2364248975481989e-27,0.0,0.0,2.1229430552832937e-19,1.8164852027035939e-20,8.4412625307424808e-05,9.7657139790779266e-08,1.5672213736517533e-08,9.4600801437186662e-10,8.5699812484836629e-12,7.5798255351115665e-13,1.0286803977171515e-20,4.3355181355514379e-13,1.4425869778991567e-13,1.1397604082168947e-09,1.6583896118277089e-18
1.7868827308938636e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45222149823239155,0.11858271529542316,0.022821518855917287,0.0,6.0072618732354585e-23,1.1889658966634928e-09,0.0,1.3773577235629948e-14,0.0,1.5857620484597831e-06,5.5352487722516872e-28,1.5730308192806465e-06,1.1046488206219265e-19,4.5613015121483721e-27,0.0,0.0,2.2191179465284585e-19,1.9431592209164691e-20,8.5662856480366007e-05,9.7656869686934072e-08,1.5946182152662949e-08,9.4746033806931684e-10,8.7021899036370538e-12,7.9203584976143105e-13,1.1117468719249928e-20,4.3421744067977303e-13,1.4634377339475163e-13,1.1592428233686182e-09,1.7584566347544844e-18
1.8131016444616068e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522202479042487,0.11858144195514438,0.022821518855920112,0.0,6.3674239940654566e-23,1.2240567813565397e-09,0.0,1.438891507710924e-14,0.0,1.6090488419161256e-06,6.0236606042806053e-28,1.5960519771391805e-06,1.1671119079341996e-19,4.9058061427062826e-27,0.0,0.0,2.3181519112505515e-19,2.0765481553552706e-20,8.6912888865108142e-05,9.7656599625790311e-08,1.6221208034124671e-08,9.4891249720289574e-10,8.834399862796898e-12,8.2708466325383418e-13,1.2000515471108988e-20,4.3488299212333859e-13,1.4846766370669194e-13,1.1787550353428975e-09,1.8629571123070242e-18
1.8655394715970932e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45221774784093699,0.11857889587004714,0.022821518855925683,0.0,7.1360609095916872e-23,1.2957645399380037e-09,0.0,1.5674037440972321e-14,0.0,1.6556231173087481e-06,7.1071574539694607e-28,1.6420891088904275e-06,1.299630741911657e-19,5.6572286986438194e-27,0.0,0.0,2.5249639677861716e-19,2.3644598067307828e-20,8.9412357396538569e-05,9.7656059631579728e-08,1.6774431766816327e-08,9.518164285971891e-10,9.0988236919350366e-12,9.0022402804084091e-13,1.3933354754426517e-20,4.3621391711687532e-13,1.5283298114187468e-13,1.2178688362064658e-09,2.0857681453956298e-18
1.912733516019031e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45221549845977382,0.11857660507211142,0.022821518855930624,0.0,7.885472343784263e-23,1.3620407699361072e-09,0.0,1.6894146730856492e-14,0.0,1.6975407498531417e-06,8.2147225020279862e-28,1.6835166188141191e-06,1.4278826803208719e-19,6.4096933411853498e-27,0.0,0.0,2.7212914013087069e-19,2.6490658818271408e-20,9.1661199536515988e-05,9.7655573782760574e-08,1.7275948599986446e-08,9.5442964028939827e-10,9.3368095951131141e-12,9.6959235389518084e-13,1.5876660264708771e-20,4.3741159948418863e-13,1.568972547816573e-13,1.2531731318676264e-09,2.3027521473714191e-18
1.9588359978767376e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45221330172312013,0.1185743678792161,0.022821518855935377,0.0,8.6730516515514904e-23,1.4283746615472901e-09,0.0,1.8145636642099109e-14,0.0,1.7384895768886617e-06,9.4299817073607602e-28,1.7239805379250025e-06,1.5617399306895784e-19,7.2200271541602467e-27,0.0,0.0,2.9226470432900295e-19,2.9519262642275329e-20,9.3857406231065882e-05,9.7655099304744758e-08,1.7769172401426381e-08,9.5698220411849382e-10,9.5692951400856822e-12,1.0406766906924497e-12,1.7976510570694828e-20,4.3858148558457846e-13,1.6099304915343724e-13,1.2877540440412149e-09,2.5305374568506905e-18
2.0049384797344442e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45221110559708666,0.1185721312995027,0.022821518855940057,0.0,9.5181736449451247e-23,1.4962801439367218e-09,0.0,1.9457461978082269e-14,0.0,1.7794391130360192e-06,1.0789301235627144e-27,1.7644391174984117e-06,1.7044057840807918e-19,8.1103017099485196e-27,0.0,0.0,3.1336883116321552e-19,3.28082500210704e-20,9.6052998942409187e-05,9.7654624958617358e-08,1.826566363451448e-08,9.5953462620952554e-10,9.8017847122226976e-12,1.1151176212906798e-12,2.0290463592813193e-20,4.3975130659032249e-13,1.6521440431495561e-13,1.3224270355976492e-09,2.7747008555639608e-18
2.0510409615921509e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45220891008150205,0.11856989533279948,0.022821518855944672,0.0,1.0423571601056695e-22,1.5657568401834442e-09,0.0,2.0831043454965347e-14,0.0,1.820389358181348e-06,1.230568547418934e-27,1.8048923585952671e-06,1.856218375457326e-19,9.0862879349455991e-27,0.0,0.0,3.3546418269106384e-19,3.6372918361754004e-20,9.8247977842354095e-05,9.7654150744341356e-08,1.8765421755705635e-08,9.6208695112045729e-10,1.0034278310729862e-11,1.1929893391237107e-12,2.2834035929871903e-20,4.4092108300569658e-13,1.6956281605449684e-13,1.3571921000016149e-09,3.0359956172192055e-18
2.0971434434498575e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45220671517619498,0.1185676599789347,0.022821518855949217,0.0,1.1392041895811184e-22,1.63680437371072e-09,0.0,2.2267801794416191e-14,0.0,1.8613403122209191e-06,1.3992957261935647e-27,1.8453402622762296e-06,2.0175192585059382e-19,1.0154027871631896e-26,0.0,0.0,3.5857341489907568e-19,4.0229060611089621e-20,0.00010044234310266058,9.7653676661879762e-08,1.9268446225529064e-08,9.6463921194051163e-10,1.0266775934908457e-11,1.2743658252477547e-12,2.5623415440973852e-20,4.4209083005820531e-13,1.7403978493057811e-13,1.3920492320690354e-09,3.3151907344494005e-18
2.143245925307564e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45220452088099405,0.11856542523773679,0.022821518855953692,0.0,1.2426443982068723e-22,1.7094223682857026e-09,0.0,2.3769157723683598e-14,0.0,1.9022919750583328e-06,1.5865787581188443e-27,1.8857828296017018e-06,2.1886532907302447e-19,1.1319840947421114e-26,0.0,0.0,3.8271917770799397e-19,4.4392968319386977e-20,0.00010263609489504034,9.7653202711195517e-08,1.9774736507459482e-08,9.6719143347564854e-10,1.0499277584128818e-11,1.3593208489154955e-12,2.8675469888906257e-20,4.4326055916424907e-13,1.7864681623206041e-13,1.4269984275905889e-09,3.6130708414053428e-18
2.1893484071652707e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45220232719572823,0.11856319110903413,0.022821518855958092,0.0,1.3529700368394846e-22,1.7836104480191174e-09,0.0,2.5336531975665984e-14,0.0,1.9432443466028562e-06,1.7939724634716528e-27,1.926220061631827e-06,2.3699685264530055e-19,1.2590330056400341e-26,0.0,0.0,4.07924114977861e-19,4.8881434495543632e-20,0.00010482923339115678,9.7652728892251629e-08,2.0284292067249928e-08,9.6974363413010664e-10,1.0731783257814669e-11,1.4479279681315196e-12,3.2007754995057501e-20,4.4443027879484556e-13,1.8338542010973659e-13,1.4620396831091807e-09,3.9304361390655939e-18
2.2354508890229774e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522001341202263,0.11856095759265516,0.022821518855962425,0.0,1.4704796599651947e-22,1.8593682373649744e-09,0.0,2.6971345288973209e-14,0.0,1.98419742676824e-06,2.0231220639413568e-27,1.9666519594264896e-06,2.5618161219791191e-19,1.3972387122390426e-26,0.0,0.0,4.342108645126642e-19,5.371175613936536e-20,0.000107021758762625,9.7652255205011241e-08,2.0797112372454591e-08,9.7229582725200951e-10,1.0964292955431932e-11,1.5402605301592982e-12,3.5638521583120355e-20,4.4559999509474257e-13,1.8825711170276661e-13,1.4971729957607683e-09,4.2681023272051424e-18
2.281553370880684e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45219794165431704,0.11855872468842842,0.022821518855966689,0.0,1.5954781231908268e-22,1.9366953611201934e-09,0.0,2.8675018408006248e-14,0.0,2.0251512154713576e-06,2.2757666680292972e-27,2.0070785240453161e-06,2.7645502160808131e-19,1.5473200294129253e-26,0.0,0.0,4.6160205806634409e-19,5.8901737434891677e-20,0.00010921367118101186,9.7651781649437293e-08,2.1313196891884139e-08,9.7484802266864685e-10,1.1196806676475955e-11,1.6363916721757186e-12,3.9586724586061617e-20,4.4676971258880485e-13,1.932634112785927e-13,1.5323983630927524e-09,4.6269005167174018e-18
2.3737583345960975e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45219355855059268,0.11855426071574579,0.022821518855975009,0.0,1.8691924861072824e-22,2.096056112759193e-09,0.0,3.2294627070176499e-14,0.0,2.1070609181698992e-06,2.8589834643255966e-27,2.0879156579926763e-06,3.204108837552922e-19,1.8861362737293701e-26,0.0,0.0,5.1978827402426523e-19,7.0434445820926067e-20,0.00011359565784456796,9.7650834933141098e-08,2.2355156453320659e-08,9.7995244666227874e-10,1.1661846186934691e-11,1.8403411975339219e-12,4.8514820099314923e-20,4.4910916326268674e-13,2.0368594143221967e-13,1.6031252535040923e-09,5.4112939876012895e-18
2.451616218397825e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45218985935444733,0.11855049324181012,0.022821518855981816,0.0,2.1265081757789613e-22,2.2355051739461669e-09,0.0,3.5578328403748796e-14,0.0,2.1762276884347385e-06,3.4421234442157106e-27,2.1561579424579301e-06,3.6124279181461597e-19,2.2162655672073436e-26,0.0,0.0,5.7256492998643674e-19,8.1462869001452378e-20,0.000117293900280759,9.7650035935557378e-08,2.3245149920488401e-08,9.842626797963465e-10,1.2054538140347677e-11,2.0250441002027986e-12,5.7226496265992218e-20,4.5108462233466637e-13,2.1291981763088351e-13,1.6631337657803673e-09,6.1472343896284563e-18
2.529474102199552e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45218616189460231,0.11854672751146944,0.022821518855988425,0.0,2.4095013878538044e-22,2.3794250453077171e-09,0.0,3.9077420477599748e-14,0.0,2.2453964784343367e-06,4.1193990722370116e-27,2.2243850306186055e-06,4.056638253529239e-19,2.5910693867667769e-26,0.0,0.0,6.2879392623618596e-19,9.3774879337482747e-20,0.00012099039683880371,9.7649237312998622e-08,2.4144446000153086e-08,9.8857297935325857e-10,1.2447241562611472e-11,2.2215507327033e-12,6.7124696429120267e-20,4.530601124092139e-13,2.2255813461630755e-13,1.7234047977434591e-09,6.9551450678547541e-18
2.6073319860012795e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452182466170235,0.11854296352389912,0.022821518855994836,0.0,2.7198233552246383e-22,2.5278139295966487e-09,0.0,4.2798746534249563e-14,0.0,2.3145672878037405e-06,4.902227560281796e-27,2.2925969275709301e-06,4.538522715697871e-19,3.0149340481349113e-26,0.0,0.0,6.8858409416427249e-19,1.0747122468155339e-19,0.00012468514834365965,9.7648439065287268e-08,2.5053042148015477e-08,9.9288335319049065e-10,1.2839956451627279e-11,2.4302073151946067e-12,7.8321897251663752e-20,4.5503563711939135e-13,2.3260836900976584e-13,1.7839383421042457e-09,7.8394693209624285e-18
2.685189869803007e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45217877218052277,0.1185392012782749,0.022821518856001043,0.0,3.0591764397406505e-22,2.680670032336664e-09,0.0,4.6749149867126028e-14,0.0,2.3837401161817495e-06,5.8029694221378868e-27,2.3607936384090389e-06,5.0598832898282112e-19,3.4925228844137852e-26,0.0,0.0,7.5204421624958062e-19,1.2265691652434649e-19,0.00012837815561989263,9.7647641192245652e-08,2.5970935821260607e-08,9.9719380509281508e-10,1.3232682805331118e-11,2.6513583914186805e-12,9.0936691784467759e-20,4.5701119822494318e-13,2.4307804118165624e-13,1.8447343920146464e-09,8.8047714999738832e-18
2.763047753604734e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45217507992464395,0.11853544077377302,0.022821518856007056,0.0,3.429314103023434e-22,2.8379915618181376e-09,0.0,5.0935473821428096e-14,0.0,2.452914963208883e-06,6.8349712391062137e-27,2.4289751682249699e-06,5.6225400163843425e-19,4.0287846562107734e-26,0.0,0.0,8.1928302612897741e-19,1.3944125851109657e-19,0.00013206941949167703,9.7646843693696228e-08,2.6898124477731241e-08,1.0015043370836345e-09,1.3625420621674599e-11,2.8853468362058212e-12,1.0509386965520323e-19,4.5898679667577056e-13,2.5397471540716905e-13,1.9057929407942759e-09,9.8557360214231388e-18
2.8409056374064614e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45217138940177676,0.11853168200957004,0.022821518856012871,0.0,3.8320408745803196e-22,2.999776729093522e-09,0.0,5.5364561795058439e-14,0.0,2.5220918285263039e-06,8.0126127814526713e-27,2.4971415221086657e-06,6.228329899818602e-19,4.6289627499502869e-26,0.0,0.0,8.9040920867363446e-19,1.5793787592596292e-19,0.00013575894078279591,9.7646046569461476e-08,2.7834605575488184e-08,1.0058149506424606e-09,1.4018169898614788e-11,3.1325138636512482e-12,1.2092449990504229e-19,4.609624331721067e-13,2.6530599994512797e-13,1.9671139817864584e-09,1.0997166296401623e-17
2.9187635212081887e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45216770061110007,0.11852792498484283,0.022821518856018481,0.0,4.2692123216664299e-22,3.1660237479730375e-09,0.0,6.0043257239494917e-14,0.0,2.5912707117756093e-06,9.3513519881729235e-27,2.5652927051479796e-06,6.8791059489144099e-19,5.2986038825829955e-26,0.0,0.0,9.6553140006116155e-19,1.7826474170030314e-19,0.00013944672031664129,9.7645249819364062e-08,2.8780376572717752e-08,1.0101256469433885e-09,1.4410930634112223e-11,3.3931990348153619e-12,1.3856600396789278e-19,4.6293810827424138e-13,2.7707954705989361e-13,2.0286975083300234e-09,1.2233983726755581e-17
3.074479288811643e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45216032822303509,0.11852041615052568,0.022821518856029111,0.0,5.254566466256986e-22,3.511896209541053e-09,0.0,7.0176844621237162e-14,0.0,2.7296345306388197e-06,1.2579698765413287e-26,2.7015495790344017e-06,8.3231018525139988e-19,6.8700464695193268e-26,0.0,0.0,1.1281981111672802e-18,2.2490303204314352e-19,0.00014681705740412563,9.7643657440872269e-08,3.0699778099065935e-08,1.0187472904887638e-09,1.5196486472642133e-11,3.9564738468320221e-12,1.7986359583124356e-19,4.6688957562942639e-13,3.0198425785415017e-13,2.1526519914578123e-09,1.5014047913693725e-17
3.230195056415097e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45215296275388756,0.11851291426424497,0.022821518856038954,0.0,6.4012407212178484e-22,3.8755947120026257e-09,0.0,8.1390984681464214e-14,0.0,2.8680064169402204e-06,1.6666917211200758e-26,2.8377458305452156e-06,9.9696405590407733e-19,8.7938736373085878e-26,0.0,0.0,1.3081512776501127e-18,2.8038771980482171e-19,0.00015418043733345156,9.7642066556803563e-08,3.2656308724596496e-08,1.0273692706859683e-09,1.5982088121020724e-11,4.5778549815392517e-12,2.3021545471308137e-19,4.7084120027883088e-13,3.2875094484061353e-13,2.2776563368370723e-09,1.8237623210265348e-17
3.385910824018551e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45214560419710209,0.11850541931943037,0.022821518856047999,0.0,7.7259140644009325e-22,4.2571050647076494e-09,0.0,9.3740427043307749e-14,0.0,3.0063863678262873e-06,2.1779922088954981e-26,2.9738815003079751e-06,1.1834041805498382e-18,1.1126224340330341e-25,0.0,0.0,1.5062582429488307e-18,3.4582130056455349e-19,0.00016153686667769483,9.7640477165742103e-08,3.4649948117797116e-08,1.0359915880484478e-09,1.6767735563039588e-11,5.2600001584277603e-12,2.9095578414170615e-19,4.7479298264141477e-13,3.5744240775183346e-13,2.4037104907689166e-09,2.1948232939046655e-17
3.541626591622005e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45213825254612938,0.11849793130951779,0.02282151885605626,0.0,9.246079296815956e-22,4.6564131207407637e-09,0.0,1.0727992226509494e-13,0.0,3.144774380446464e-06,2.8107137551945017e-26,3.109956628916837e-06,1.3931809196238903e-18,1.3928897003180652e-25,0.0,0.0,1.7233855780614564e-18,4.2237780938297604e-19,0.00016888635200369191,9.7638889266273316e-08,3.6680675946842276e-08,1.044614242677424e-09,1.7553428782508564e-11,6.0055413513362524e-12,3.6352594937730013e-19,4.7874492295677529e-13,3.8812214846783022e-13,2.5308143989554256e-09,2.61911979231558e-17
3.697342359225459e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45213090779442677,0.1184904502279493,0.022821518856063726,0.0,1.0980042092870842e-21,5.0735047767911382e-09,0.0,1.22064221866187e-13,0.0,3.2831704519526175e-06,3.5859983046820427e-26,3.2459712569325962e-06,1.6278610331648006e-18,1.7269625913528048e-25,0.0,0.0,1.9603990838183452e-18,5.11303372328688e-19,0.00017622889987204576,9.7637302856984009e-08,3.8748471879125026e-08,1.0532372348716124e-09,1.8339167763250581e-11,6.8170850259067204e-12,4.4947600931709052e-19,4.8269702156600689e-13,4.2085437034896786e-13,2.6589680064281762e-09,3.1013606399585514e-17
3.8530581268289133e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45212356993545733,0.11848297606817333,0.022821518856070401,0.0,1.294692008134141e-21,5.5083659730281412e-09,0.0,1.3814807835152354e-13,0.0,3.421574579499213e-06,4.5274326695972436e-26,3.3819254248827164e-06,1.8890259979336337e-18,2.1222349290460001e-25,0.0,0.0,2.2181637930823297e-18,6.1391667817759312e-19,0.00018356451683713203,9.7635717936462349e-08,4.0853315581086472e-08,1.0618605649191328e-09,1.9124952489103401e-11,7.6972123678341851e-12,5.5046602117603732e-19,4.8664927881629109e-13,4.5570397752736033e-13,2.7881712575734732e-09,3.6464285350321749e-17
4.1644896620358216e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4521089148696032,0.11846804848782332,0.022821518856081385,0.0,1.7659944494884133e-21,6.4313409631536906e-09,0.0,1.7443347711612756e-13,0.0,3.6984069913453053e-06,7.0165087207032625e-26,3.6536525425294979e-06,2.4971984572874406e-18,3.1292725280976131e-25,0.0,0.0,2.7994031315280471e-18,8.6584736085051686e-19,0.00019821498424391542,9.7632552556081406e-08,4.5174064953371864e-08,1.0791082388252112e-09,2.0696659111573311e-11,9.673418225043185e-12,8.0476512106212839e-19,4.9455427027081638e-13,5.3201846377181726e-13,3.0497264653047071e-09,4.9454229317599612e-17
4.444778043722039e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45209574881803483,0.11845463727243964,0.022821518856088574,0.0,2.2906615080402876e-21,7.3226501192524829e-09,0.0,2.1208411873119517e-13,0.0,3.9475836851736207e-06,1.0116985557796479e-25,3.898000580877359e-06,3.1512476038208888e-18,4.3327712739159329e-25,0.0,0.0,3.4021500187640339e-18,1.1541263376987723e-18,0.0002113767668470579,9.762970879118798e-08,4.918923874675645e-08,1.0946323013627824e-09,2.211135135825518e-11,1.1711944779823634e-11,1.1040166648442958e-18,5.0166930778105086e-13,6.0860839971453207e-13,3.288715362767175e-09,6.3818270010331007e-17
4.725066425408256e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45208260499754999,0.11844124838205623,0.022821518856093213,0.0,2.9242261451239747e-21,8.2713159014686524e-09,0.0,2.5479688317519684e-13,0.0,4.1967864364403831e-06,1.4250053490018955e-25,4.1421533573756083e-06,3.9162328175185431e-18,5.8807613953645706e-25,0.0,0.0,4.0855489299098668e-18,1.510619148291088e-18,0.00022451619497326991,9.7626869828006462e-08,5.3324131018015743e-08,1.1101574593062842e-09,2.3526191568441419e-11,1.4011693539684672e-11,1.4829542366588579e-18,5.0878486351285899e-13,6.931000067759817e-13,3.5311042117825046e-09,8.1053773228741845e-17
5.005354807094474e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45206948337025227,0.1184278817786882,0.022821518856095312,0.0,3.6807617036641376e-21,9.2772578693848648e-09,0.0,3.0289112574694771e-13,0.0,4.4460152286446065e-06,1.966098856266002e-25,4.3861111071793236e-06,4.8017460541076771e-18,7.8423030820305493e-25,0.0,0.0,4.8546172545091613e-18,1.9456871566302446e-18,0.00023763330662327433,9.7624035658351695e-08,5.757862311588738e-08,1.1256837130118965e-09,2.4941179648413229e-11,1.6586833114063904e-11,1.9553652455264777e-18,5.1590093932366061e-13,7.8589704931163854e-13,3.7768926648770089e-09,1.0150477466280764e-16
5.285643188780692e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4520563838983106,0.11841453742441543,0.022821518856094868,0.0,4.5751865763218615e-21,1.0340396029611275e-08,0.0,3.5668621391446805e-13,0.0,4.6952700453120294e-06,2.6632647097199108e-25,4.629874065096199e-06,5.817447703079835e-18,1.0295119109912388e-24,0.0,0.0,5.7143644953967514e-18,2.4704786449543948e-18,0.00025072813973289732,9.7621206274052591e-08,6.1952596359552413e-08,1.1412110628964625e-09,2.6356315504603443e-11,1.9451284443197284e-11,2.536260217569796e-18,5.2301753724130958e-13,8.8741059156869947e-13,4.0260803678337219e-09,1.2553140805696983e-16
5.56593157046691e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45204330654395902,0.11840121528138271,0.022821518856091887,0.0,5.6232625337136471e-21,1.1460650833755091e-08,0.0,4.1650152769976264e-13,0.0,4.9445508699951032e-06,3.5488263813334656e-25,4.8734424655871124e-06,6.9730557640984589e-18,1.332609157969685e-24,0.0,0.0,6.6697923088213888e-18,3.096932290626715e-18,0.0002638007321731786,9.7618381666952141e-08,6.6445932034189561e-08,1.156739509335126e-09,2.7771599043596839e-11,2.261872473689999e-11,3.2418818883509249e-18,5.3013465942388671e-13,9.9805898403198259e-13,4.2786669597168339e-09,1.5350944361046917e-16
5.846219952153127e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45203025126949631,0.11838791531179932,0.022821518856086374,0.0,6.8415930278284103e-21,1.263794317640444e-08,0.0,4.8265646005801598e-13,0.0,5.1938576862728856e-06,4.6594315296766665e-25,5.1168165427667181e-06,8.2783368103823213e-18,1.7031767852518994e-24,0.0,0.0,7.725894545193994e-18,3.8377801940156745e-18,0.00027685112175048296,9.7615561828907343e-08,7.1058511386418814e-08,1.1722690526664157e-09,2.9187030172129451e-11,2.6102591431061594e-11,4.0897129918572365e-18,5.3725230816989749e-13,1.1182678479255653e-12,4.5346520728852392e-09,1.8582983046836256e-16
6.406796715525563e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45200420680975734,0.11836138174214073,0.022821518856067768,0.0,9.8596302947774371e-21,1.5163326259491494e-08,0.0,6.3526281902257658e-13,0.0,5.6925492280610994e-06,7.7256121895864254e-25,5.602982661922784e-06,1.1377188390023411e-17,2.6904609667929983e-24,0.0,0.0,1.0160058888857896e-17,5.7175681940499895e-18,0.00030288544321888268,9.7609936427482631e-08,8.064092589156272e-08,1.2033314314078694e-09,3.2018334825508129e-11,3.4072176824914979e-11,6.2881692399654499e-18,5.5148919539557652e-13,1.3891057491446717e-12,5.0568163590316538e-09,2.6513486329802505e-16
6.911315802560754e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45198084193232113,0.1183375769848488,0.022821518856042406,0.0,1.3341874783202121e-20,1.7630454833321121e-08,0.0,7.9749446496802767e-13,0.0,6.1414603427301118e-06,1.1720965540896779e-24,6.0398699250080896e-06,1.4776776174545113e-17,3.9281601314107282e-24,0.0,0.0,1.2745053215078767e-17,7.9446632319095047e-18,0.00032624077670221746,9.7604889794966455e-08,8.9671720042837739e-08,1.2312913271700982e-09,3.4567012837220547e-11,4.245701089475259e-11,8.9541216466005042e-18,5.6430422132720614e-13,1.6699749015612117e-12,5.5383833342135702e-09,3.5557787221752625e-16
