Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20)
6.589207040293099e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999738,0.099999999999997938,0.099999999999999714,2.8000172763866487e-123,1.2340699519389644e-57,6.6850693398866726e-41,3.0558974551542429e-66,2.4187015854738204e-64,1.7992720297804256e-43,3.4100525790745992e-26,2.1673287201023793e-103,3.4100525790745854e-26,8.214499952354711e-66,7.4870086387778289e-82,7.2165275336474813e-67,2.7181467222341409e-95,1.7992720297804128e-43,6.9452857871247605e-81,2.0730783067653919e-15,6.0468657459165236e-16
1.3184138847780196e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999471,0.099999999999995856,0.099999999999999409,1.7951649077970307e-121,9.8800632891343173e-57,2.6757699153040937e-40,2.4465760806015063e-65,1.9369229216804187e-63,7.2017771573575e-43,6.8230678450119087e-26,6.9458335935822057e-102,6.8230678450118571e-26,6.578262214493741e-65,1.199315469706457e-80,5.7776099846036837e-66,4.3525762414756381e-94,7.2017771573573996e-43,1.1124527484845058e-79,4.1479577241347908e-15,1.209898506763286e-15
2.6374002462754392e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559998933,0.099999999999991707,0.099999999999998798,1.1499157754309225e-119,7.9070533842387617e-56,1.0706565012932832e-39,1.9580044288981244e-64,1.5503233821422291e-62,2.8816489378587925e-42,1.3649098376886286e-25,2.2243292408786115e-100,1.3649098376886072e-25,5.2652759750214932e-64,1.9200207526082677e-79,4.6238439213052387e-65,6.9669565897351754e-93,2.8816489378587129e-42,1.7808905662435946e-78,8.297716558869538e-15,2.4203223711064218e-15
5.2753729692702784e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559997862,0.099999999999983408,0.099999999999997591,7.362695317250444e-118,6.3268440652573696e-55,4.2833231748178329e-39,1.5667010324498621e-63,1.2405728003315897e-61,1.1528472168535002e-41,2.7301159440634075e-25,7.1205146932857731e-99,2.7301159440633217e-25,4.2132875218750853e-63,3.0729262975672321e-78,3.6997776606014512e-64,1.1149398794921903e-91,1.152847216853437e-41,2.8501980611913743e-77,1.6597234228322829e-14,4.8411700997918461e-15
1.0551318415259957e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559995719,0.09999999999996681,0.099999999999995176,4.7131602532298185e-116,5.0619558466900066e-54,1.7134687137859323e-38,1.2534798344052294e-62,9.9258389345233302e-61,4.6117641775604836e-41,5.4605281568125751e-25,2.2789905724238455e-97,5.4605281568122317e-25,3.371056766341377e-62,4.9173966678549697e-77,2.9601031679254645e-63,1.7840852909342343e-90,4.6117641775599768e-41,4.5609355101765256e-76,3.3196269567164582e-14,9.6828655571567508e-15
2.1103209307239314e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559991433,0.099999999999933614,0.099999999999990333,3.0167538832126429e-114,4.0497569254115411e-53,6.8541537527889334e-38,1.0028314734447533e-61,7.9411737910452695e-60,1.8447807357258944e-40,1.0921352582309357e-24,7.2934512974582576e-96,1.0921352582307985e-24,2.6970161230287157e-61,7.8684063887804294e-76,2.3681949561221167e-62,2.854681664806516e-89,1.8447807357254894e-40,7.2979917413411707e-75,6.6394340244588832e-14,1.936625647184236e-14
4.2206991091198028e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559982857,0.099999999999867223,0.099999999999980646,1.9308285145956693e-112,3.2398824416036585e-52,2.7417172816355712e-37,8.0228422163232434e-61,6.3531400963395993e-59,7.3792730749774023e-40,2.1843001433296686e-24,2.3340134555205913e-94,2.1843001433291208e-24,2.1576811844880014e-60,1.2589907616937653e-74,1.8946009348108042e-61,4.5676068372135686e-88,7.3792730749741609e-40,1.1677182740284477e-73,1.3279048159840031e-13,3.8733038300873277e-14
8.441455465911546e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559965704,0.099999999999734426,0.099999999999961273,1.2357641797803032e-110,2.5919367141987167e-51,1.0966980688558809e-36,6.418349945578188e-60,5.0825925036948527e-58,2.9517392566711841e-39,4.3686299135246438e-24,7.4690175268477572e-93,4.3686299135224544e-24,1.7261722624313005e-59,2.0144218110474749e-73,1.5156987360533428e-60,7.3082639132633516e-87,2.9517392566685922e-39,1.8683809153385228e-72,2.6558276430187493e-13,7.7466601956266173e-14
1.6882968179495032e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559931398,0.099999999999468847,0.09999999999992254,7.9089993296629792e-109,2.0735616757999277e-50,4.3868145879129391e-36,5.1347104256681641e-59,4.0661061738419447e-57,1.1807017080297974e-38,8.7372894539046334e-24,2.3901135240258687e-91,8.737289453895873e-24,1.3809487359617056e-58,3.2231041718366382e-72,1.212566184171443e-59,1.169329674783555e-85,1.1807017080277239e-38,2.9894348062752108e-71,5.3116732969223102e-13,1.5493372924591408e-13
3.3765993606662004e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559862786,0.099999999998937675,0.099999999999845074,5.0617943165312825e-107,1.6588542624207478e-49,1.7547302976624361e-35,4.10778052824845e-58,3.2528978074632271e-56,4.7228188428569828e-38,1.7474608534624771e-23,7.6484079418300679e-90,1.747460853458972e-23,1.1047633591878166e-57,5.1569900943584352e-71,9.7005582547643608e-59,1.8709334728644967e-84,4.7228188428403929e-38,4.7831159634969529e-70,1.0623364604065707e-12,3.098679836569608e-13
6.753204446099595e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559725568,0.09999999999787533,0.099999999999690142,3.2395594811668944e-105,1.3270853786329989e-48,7.0189301155697736e-35,3.2862292976780511e-57,2.6023233933141126e-55,1.8891299392837573e-37,3.4949246695905642e-23,2.447497687771448e-88,3.4949246695765453e-23,8.8381243551314923e-57,8.2512028864657916e-70,7.760458116358507e-58,2.9934984607883477e-83,1.8891299392704862e-37,7.6530017603309834e-69,2.1246747215697603e-12,6.1973649113648038e-13
1.3506414616966382e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362559451127,0.099999999995750655,0.099999999999380279,2.0733216258615121e-103,1.0616690903548852e-47,2.8075738311453705e-34,2.6289853881527243e-56,2.081860773555221e-54,7.5565245613455004e-37,6.9898523017829827e-23,7.832004034915663e-87,6.9898523017269057e-23,7.070506476638346e-56,1.3201939606465484e-68,6.2083710980625413e-57,4.7896018114363624e-82,7.5565245612393332e-37,1.2244815791323035e-67,4.2493512428341798e-12,1.2394734953685975e-12
2.701283495869996e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362558902244,0.099999999991501304,0.099999999998760539,1.753301378488041e-101,8.4933558721426401e-47,1.12302988938771e-33,2.1031890904897209e-55,1.6654894423494335e-53,3.0226107853212564e-36,1.3979707565912798e-22,2.5062431204717996e-85,1.3979707565688495e-22,5.6564079781251198e-55,2.1123115359776222e-67,4.9666987203660287e-56,7.6633674402226237e-81,3.0226107852363239e-36,1.9591715645286508e-66,8.4987042811151821e-12,2.4789474180721481e-12
5.402567564216711e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362557804477,0.099999999983002602,0.099999999997521058,1.1263770193369833e-99,6.7946859566490697e-46,4.4921202709778239e-33,1.6825515843198257e-54,1.3323918831909872e-52,1.2090445062376971e-35,2.7959418093152336e-22,8.0199809115639416e-84,2.7959418092255123e-22,4.5251275009058807e-54,3.3796994164070019e-66,3.9733597129392729e-55,1.2261395130161829e-79,1.2090445061697501e-35,3.1346753333649497e-65,1.6997410340685842e-11,4.9578945776127786e-12
1.0805135700910143e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362555608945,0.099999999966005185,0.099999999995042124,7.2092405576342361e-98,5.4357492676345348e-45,1.7968482507307427e-32,1.3460413921326379e-53,1.0659136381321986e-51,4.8361784087896522e-35,5.591883914355103e-22,2.5663943593276464e-82,5.5918839139962161e-22,3.620102447574658e-53,5.4075198323129059e-65,3.1786880648178606e-54,1.9618249484153181e-78,4.8361784082460782e-35,5.015481196792274e-64,3.399482239186176e-11,9.9157834106458843e-12
1.5131043297663729e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362553850956,0.099999999952395127,0.099999999993057198,3.2622671140520125e-97,1.235165140345649e-44,3.30263988931632e-32,3.0586094452665883e-53,2.5216065493629921e-51,8.8889842086399367e-35,7.8306316515158432e-22,9.1774883566010835e-82,7.8306316508562037e-22,8.563990284564333e-53,1.5830186419578106e-64,7.2229319213771586e-54,5.2197361866031696e-78,8.8889842074047709e-35,1.3734756817013154e-63,4.7604874467910079e-11,1.3885624861896073e-11
1.9024360134741957e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362552268766,0.099999999940146078,0.099999999991270766,9.3327790769636346e-97,2.1726357332068604e-44,5.0031953589679271e-32,5.3800451116401832e-53,4.5847940288071029e-51,1.3465992670230998e-34,9.8455046147513841e-22,2.2786965124790481e-81,9.8455046137520897e-22,1.5571077704123693e-52,3.3649838423212168e-64,1.2705021765995993e-53,1.0313315731961545e-77,1.3465992668058363e-34,2.7835533633130878e-63,5.9853921301520181e-11,1.7458476262450465e-11
2.252834528811236e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362550844794,0.099999999929121938,0.099999999989662983,2.055073038033637e-96,3.3154922669621379e-44,6.8122914862200093e-32,8.2100729968444539e-53,7.1792840592986819e-51,1.833513597718194e-34,1.1658890281494661e-21,4.5392801083625216e-81,1.1658890280134039e-21,2.4382598050150156e-52,5.9386272189784357e-64,1.938815641170642e-53,1.7230696648894616e-77,1.8335135973866444e-34,4.7495389485278155e-63,7.0878063423668369e-11,2.067403673857177e-11
2.5681931926145725e-16,0.09977366400000001,0.80000000000000004,0.0,0.2893436254956322,0.099999999919200208,0.099999999988215987,3.7698464275918482e-96,4.6569609247074526e-44,8.68200322449022e-32,1.1531919262629646e-52,1.0254881729748483e-50,2.3367424897672605e-34,1.3290937381417356e-21,7.8578099393652835e-81,1.3290937379683293e-21,3.4828077173514748e-52,9.3370696849120408e-64,2.7232724298432606e-53,2.6428417243371714e-77,2.3367424893015644e-34,7.3901050139880596e-63,8.0799791309240022e-11,2.3568035359746234e-11
2.852015990037575e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362548409803,0.099999999910270657,0.099999999986913682,6.2358771452061792e-96,6.1231075381935272e-44,1.0550196013859875e-31,1.5162502523373348e-52,1.3666755659529176e-50,2.8395625600318656e-34,1.4759779771235475e-21,1.2274657714708427e-80,1.4759779769128277e-21,4.6415632414376258e-52,1.3461807290079828e-63,3.580637719472229e-53,3.7300185755857041e-77,2.8395625594195544e-34,1.0553677515011916e-62,8.9729346387548677e-11,2.6172629069984615e-11
3.107456507718278e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362547371728,0.099999999902234057,0.099999999985741633,9.4945497252759631e-96,7.6692851468662259e-44,1.2381001754295428e-31,1.89912645947006e-52,1.7307683504734987e-50,3.3323199865445647e-34,1.6081737921981293e-21,1.7748396824284032e-80,1.608173791950843e-21,5.878111056583532e-52,1.8200563486135641e-63,4.4848031018602593e-53,4.9523588988888503e-77,3.3323199857776356e-34,1.4149900178959204e-62,9.7765945942953813e-11,2.8516758937524647e-11
3.3628970253989806e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362546333653,0.099999999894197458,0.099999999984569571,1.425624986700722e-95,9.4983604136852844e-44,1.4380093174103397e-31,2.3520559268637283e-52,2.1645440158957148e-50,3.8703711416831399e-34,1.740369607262521e-21,2.5344279330819072e-80,1.7403696069753062e-21,7.3513189149768105e-52,2.4288758010451663e-63,5.5543998473779821e-53,6.5089604753431208e-77,3.8703711407333026e-34,1.8779722798549747e-62,1.0580254548138466e-10,3.0860883340759047e-11
3.592793491311613e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362545399395,0.099999999886964522,0.09999999998351472,1.9944742892915985e-95,1.1326635986588557e-43,1.6284256221583482e-31,2.8047873680306798e-52,2.6021545045927023e-50,4.3828725296540993e-34,1.8593458408141151e-21,3.3893972700611233e-80,1.8593458404888688e-21,8.8375507676451352e-52,3.0765698136415722e-63,6.6235289523075611e-53,8.1307137858031711e-77,4.3828725285214347e-34,2.3636597725071935e-62,1.1303548505538342e-10,3.2970591601452861e-11
3.822689957224245e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362544465131,0.099999999879731585,0.09999999998245987,2.7736124187999866e-95,1.3432190427212154e-43,1.8332614974623169e-31,3.326180702044139e-52,3.1081764878698154e-50,4.9341838816275282e-34,1.9783220743569786e-21,4.5122224066676034e-80,1.9783220739908202e-21,1.0556124725811381e-51,3.874328166513523e-63,7.8548036945229922e-53,1.0122219309237073e-76,4.9341838802843087e-34,2.9651875792917124e-62,1.2026842461483772e-10,3.508029449759586e-11
4.029596776545614e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362543624292,0.099999999873221945,0.099999999981510504,3.6418081850418564e-95,1.5476777602834788e-43,2.025388044198943e-31,3.8324768602830892e-52,3.6031765498167191e-50,5.4512883491900728e-34,2.0854006845408476e-21,5.7051450973843721e-80,2.0854006841363158e-21,1.2237265553414392e-51,4.6864310293010914e-63,9.0504263292190806e-53,1.2113415340979336e-76,5.4512883476423941e-34,3.5694606820672578e-62,1.2677807021050497e-10,3.69790240004214e-11
4.2365035958669834e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362542783454,0.099999999866712305,0.099999999980561138,4.7789420140797254e-95,1.7786117845052544e-43,2.2298730371616646e-31,4.404333177660534e-52,4.1635228107614666e-50,6.0016553089626541e-34,2.192479294717233e-21,7.2119744956142317e-80,2.1924792942718587e-21,1.4140337995792679e-51,5.6571701360853463e-63,1.0400869830972958e-52,1.4494174105041647e-76,6.0016553071840408e-34,4.2969293345848081e-62,1.3328771579370675e-10,3.887774837911129e-11
4.4227197332562155e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362542026698,0.099999999860853631,0.099999999979706711,5.9906937426360969e-95,1.9994066198511948e-43,2.4200022849612356e-31,4.9510820678242505e-52,4.7021217918858311e-50,6.5133840894656014e-34,2.2888500438722894e-21,8.7593054706548891e-80,2.2888500433889412e-21,1.596955137671495e-51,6.6204445635092149e-63,1.1692021932264387e-52,1.6825980534442292e-76,6.5133840874661938e-34,5.0118746136549586e-62,1.3914639681244288e-10,4.0586597631301095e-11
4.608935870645448e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362541269942,0.099999999854994956,0.099999999978852283,7.4568855095663518e-95,2.2382787445884081e-43,2.6181368182379572e-31,5.5425953108565103e-52,5.2870304094711416e-50,7.0466589236562475e-34,2.3852207930224994e-21,1.0571724768807702e-79,2.385220792499577e-21,1.7956043567377355e-51,7.7063304387366619e-63,1.3088885429253776e-52,1.943637211593035e-76,7.0466589214179666e-34,5.8157537131012167e-62,1.4500507782310436e-10,4.2295443252142149e-11
4.79515200803468e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362540513198,0.099999999849136281,0.099999999977997855,9.2193616573557891e-95,2.4959585405420143e-43,2.8242766369903571e-31,6.1806815335447208e-52,5.9201583026771625e-50,7.60147981153314e-34,2.4815915421678607e-21,1.2682591434798423e-79,2.4815915416037663e-21,2.0106300167689897e-51,8.9249238588602707e-63,1.459573140930868e-52,2.2347283448388276e-76,7.6014798090371789e-34,6.7158982472436824e-62,1.5086375882569122e-10,4.4004285091906385e-11
5.167584282813144e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362538999692,0.099999999837418918,0.099999999976289014,1.3621241214167902e-94,3.0577242595341617e-43,3.2553441893817138e-31,7.5717683448822941e-52,7.3070644444986327e-50,8.761688856137596e-34,2.6743330404472068e-21,1.7738508013099224e-79,2.6743330397970151e-21,2.4816571374284941e-51,1.1712979493126759e-62,1.7880794610897972e-52,2.8945787537724217e-76,8.7616888530798677e-34,8.7662815138187879e-62,1.6258112081191432e-10,4.742195931079101e-11
5.540016557591608e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362537486186,0.099999999825701555,0.099999999974580173,1.9595643973106792e-94,3.6947198441402492e-43,3.7158500315940572e-31,9.1491450462053177e-52,8.8902639679690259e-50,1.0001130424683479e-33,2.867074538708726e-21,2.4247295579933904e-79,2.8670745379665576e-21,3.0193502735974022e-51,1.5091354062858049e-62,2.1605782954120108e-52,3.6843970814017028e-76,1.0001130420988755e-33,1.1236731901609003e-61,1.742984827684442e-10,5.0839618137642416e-11
5.912448832370072e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362535972691,0.099999999813984192,0.099999999972871373,2.7692859696255859e-94,4.4172008447101054e-43,4.2078968986045897e-31,1.0938207207926741e-51,1.069687249743687e-49,1.1325463983156832e-33,3.0598160369511461e-21,3.2617560994501563e-79,3.0598160361107004e-21,3.6329185520334475e-51,1.9182112387459616e-62,2.5830668292056929e-52,4.6300373198285125e-76,1.1325463978739629e-33,1.421369569640275e-61,1.8601584469315983e-10,5.4257259446360678e-11
6.284881107148537e-16,0.09977366400000001,0.80000000000000004,0.0,0.2893436253445919,0.099999999802266828,0.099999999971162545,3.8547023557213794e-94,5.2324586027095216e-43,4.7320595337308432e-31,1.2957010201968746e-51,1.2746053562808169e-49,1.2736236440856308e-33,3.2525575351741181e-21,4.327865141863573e-79,3.2525575342289808e-21,4.3288703744520586e-51,2.4095953071559561e-62,3.059808853733675e-52,5.7548639617478806e-76,1.2736236435623847e-33,1.77763418383105e-61,1.9773320658548157e-10,5.7674881734440528e-11
6.657313381927001e-16,0.09977366400000001,0.80000000000000004,0.0,0.2893436253294569,0.099999999790549465,0.099999999969453746,5.2862124001307987e-94,6.1462623335595076e-43,5.2883657326193523e-31,1.5219840196483187e-51,1.5052903088105815e-49,1.4233522609186378e-33,3.4452990333776239e-21,5.6675221017276591e-79,3.4452990323213755e-21,5.1123326844949429e-51,2.9935831859083074e-62,3.5941780596191583e-52,7.0807063629462979e-76,1.4233522603040116e-33,2.1999049630830701e-61,2.0945056844538139e-10,6.1092483818353223e-11
7.402177931483929e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362529918706,0.099999999767114739,0.099999999966036174,9.574852931956372e-94,8.2930148895998148e-43,6.4971295400064087e-31,2.0535791435962283e-51,2.0501063994050206e-49,1.7486884397195129e-33,3.8307820297264123e-21,9.391167983812592e-79,3.8307820284287357e-21,6.9626608840713714e-51,4.4866240579432473e-62,4.8495444147258099e-52,1.0435167558811971e-75,1.748688438890211e-33,3.2764815084771841e-61,2.3288529206819686e-10,6.7927622555672511e-11
8.891907030597787e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362523864771,0.099999999720245286,0.099999999959201169,2.7648060308177045e-93,1.4026685495266337e-42,9.2994281077904692e-31,3.473394077117128e-51,3.5162432017317046e-49,2.5029210719777327e-33,4.6017480221909861e-21,2.2961672556463283e-78,4.6017480203336057e-21,1.1942018719844812e-50,9.1365764933292259e-62,8.2024493188876361e-52,2.0724456706100068e-75,2.5029210705750637e-33,6.6199480094731301e-61,2.7975473892572463e-10,8.1597604819084409e-11
1.0381636129711644e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362517810874,0.099999999673375833,0.099999999952366414,6.8219397219884729e-93,2.199265472661131e-42,1.2613950390720717e-30,5.4459877014936572e-51,5.5659752044860344e-49,3.3950176158770486e-33,5.3727140143453783e-21,4.9240594899857208e-78,5.3727140118259844e-21,1.8903408061433885e-50,1.6771360585231146e-61,1.2860745749907786e-51,3.7408446073263787e-75,3.3950176136777839e-33,1.2103017347355827e-60,3.2662418526659254e-10,9.5267129511918534e-11
1.336109432793936e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362505703254,0.099999999579636942,0.099999999938697723,3.121091126825042e-92,4.6117332281803745e-42,2.078034835589591e-30,1.1419923050369734e-50,1.1807246299226345e-48,5.5929860662766391e-33,6.9146459977232037e-21,1.7507056221910581e-77,6.9146459935727269e-21,4.0100285515488785e-50,4.5665435310642652e-61,2.6968244311141068e-51,9.9844789360465997e-75,5.5929860616649064e-33,3.2856686850949443e-60,4.2036307639766142e-10,1.2260449974009753e-10
1.6340552526167073e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362493595894,0.09999999948589805,0.099999999925030406,1.0234109647909998e-91,8.365894842234754e-42,3.0995623404219359e-30,2.0716262346703714e-50,2.155622295767995e-48,8.3424053800265074e-33,8.4565779798603096e-21,4.7662555777683591e-77,8.4565779736695282e-21,7.3210185788981707e-50,1.0160182421514766e-60,4.8921627735267925e-51,2.1982383472746568e-74,8.3424053716606133e-33,7.3062964991576623e-60,5.1410196546211053e-10,1.4993912024101855e-10
2.22994689226225e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362469382269,0.099999999298420267,0.099999999897701142,6.8882148582088198e-91,2.109585972869696e-41,5.7574398081738986e-30,5.2239165515119052e-50,5.4705840221667981e-48,1.5496025443421784e-32,1.1540441940411402e-20,2.3148908516181862e-76,1.1540441928912019e-20,1.8579436360815027e-49,3.5376839087637472e-60,1.2336322866965124e-50,7.5764126204286207e-74,1.5496025422325928e-32,2.5451649339202044e-59,7.0157973738954656e-10,2.0459766231570563e-10
2.8258385319077927e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362445170475,0.099999999110942525,0.099999999870381037,2.7717576463672252e-90,4.278234223762807e-41,9.2349924071419762e-30,1.0594087607059178e-49,1.1127240300465652e-47,2.4855783517852328e-32,1.4624305895998868e-20,7.4905867384768125e-76,1.4624305877553744e-20,3.7790819442424916e-49,9.0877363144992542e-60,2.501802698009319e-50,1.9376456502386165e-73,2.4855783475069986e-32,6.5421110819598971e-59,8.890575010492645e-10,2.592378583959522e-10
3.4217301715533354e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362420961007,0.099999998923464756,0.099999999843072548,8.4754753160055208e-90,7.5818510756255969e-41,1.3532249810939167e-29,1.8774753894603107e-49,1.9751337746581119e-47,3.642175947744851e-32,1.7708169846622537e-20,1.9227078399904502e-75,1.7708169819594457e-20,6.7080355806540914e-49,1.9435008287886766e-59,4.4336739225943469e-50,4.1342294377265393e-73,3.6421759401630014e-32,1.3997549504803535e-58,1.0765352564409788e-09,3.1385481764644546e-10
