Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),CH3X(21),CH3OO(77),H2X(49),C2H4(47),C2H6X(52)
5.139854772825582e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999733,0.11866996602996281,0.02282156769305425,0.0,2.0144467841959421e-64,1.3163816355345866e-30,0.0,5.7065504035454634e-46,0.0,4.5363294353608469e-17,4.3632818493317699e-90,4.5363294353168999e-17,3.5840249513014482e-61,5.2917426422503443e-79,0.0,0.0,1.2116850080047492e-50,7.0845270101517747e-72,2.477414038800794e-15,7.335182650530469e-17,2.9365195816334031e-19,2.9365195772635792e-19,1.4785094106516077e-31,4.4328967662943697e-44,4.8739128444761438e-82,4.6442992817026095e-60
1.028417510149202e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999477,0.11866996602996029,0.022821567693054212,0.0,3.2257394864114494e-63,5.2689571316870314e-30,0.0,4.5698685386271311e-45,0.0,9.0766000779637308e-17,2.7968164288796857e-88,9.0766000777878284e-17,5.7406686054976045e-60,1.6954482513284955e-77,0.0,0.0,9.7008476276171259e-50,2.2695931437291975e-70,4.9569804790243615e-15,1.4676738179123828e-16,5.8755904401037112e-19,5.8755904226130279e-19,5.9178907464672758e-31,3.5490128040392725e-43,3.1228617317964016e-80,7.4389501869330433e-59
2.0572815758824898e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998967,0.11866996602995523,0.022821567693054139,0.0,5.1632839312906826e-62,2.1082691661229253e-29,0.0,3.6577470216913721e-44,0.0,1.8157141363430837e-16,1.7913448944285653e-86,1.8157141362727003e-16,9.1900555560401236e-59,5.4287818347177895e-76,0.0,0.0,7.7636263877249574e-49,7.2667717467391342e-69,9.9161133594684019e-15,2.9359849236310153e-16,1.1753732157194643e-18,1.175373208720913e-18,2.3679271372610119e-30,2.840288860664965e-42,1.9997706302181365e-78,1.1908781049192536e-57
4.1150097073490646e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997945,0.11866996602994513,0.022821567693053994,0.0,8.2629353115517626e-61,8.434449486922943e-29,0.0,2.9269386741765723e-43,0.0,3.6318223935410407e-16,1.1469032931827634e-84,3.6318223932594612e-16,1.4708078653054604e-57,1.737745972978417e-74,0.0,0.0,6.2120806764678307e-48,2.3260189469055484e-67,1.9834379120344094e-14,5.8726071350681309e-16,2.3510015591977772e-18,2.351001531199014e-18,9.4732504322554611e-30,2.2726626277010381e-41,1.2802178366630526e-76,1.9059219748706609e-56
8.230465970282216e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995902,0.11866996602992493,0.022821567693053699,0.0,1.3222041483283315e-59,3.3740543788062409e-28,0.0,2.341847397541363e-42,0.0,7.2640389083550982e-16,7.3415975870931179e-83,7.2640389072286886e-16,2.3536118100471124e-56,5.5616445287466643e-73,0.0,0.0,4.9701364180921209e-47,7.4443039639098938e-66,3.9670910642045948e-14,1.1745851557941752e-15,4.7022582463949095e-18,4.7022581343907403e-18,3.7896085604998096e-29,1.8183027362514433e-40,8.1945611564968175e-75,3.0498888233507026e-55
1.6461378496148515e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679991817,0.11866996602988453,0.022821567693053112,0.0,2.1156342428099059e-58,1.3496766702828406e-27,0.0,1.8735965073968341e-41,0.0,1.4528471939655792e-15,4.6990757867132708e-81,1.4528471935149966e-15,3.7660342915712785e-55,1.7798634483906085e-71,0.0,0.0,3.9762978953146933e-46,2.382344210678253e-64,7.9343973685251514e-14,2.349234040368657e-15,9.4047716217511962e-18,9.4047711737163e-18,1.5159050951102013e-28,1.4547112462962745e-39,5.2448925989178236e-73,4.8801530686999606e-54
3.2923203547881114e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679983646,0.11866996602980372,0.022821567693051936,0.0,3.3851008755512704e-57,5.3988165205877852e-27,0.0,1.4989246412628844e-40,0.0,2.905733800894747e-15,3.0075535730784654e-79,2.9057337990923797e-15,6.0258591801434561e-54,5.6957825645948098e-70,0.0,0.0,3.1811138225922545e-45,7.6237685668318001e-63,1.5869009977087002e-13,4.6985318095166467e-15,1.8809798376311856e-17,1.8809796584135891e-17,6.0637436540138544e-28,1.1637966206456976e-38,3.3568507603853692e-71,7.8085096705777351e-53
6.584685365134631e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679967303,0.1186699660296421,0.022821567693049587,0.0,5.4162302715536312e-56,2.1595485763062137e-26,0.0,1.1991586844815332e-39,0.0,5.8115070174292011e-15,1.9248807045846785e-77,5.8115070102196577e-15,9.6415381099076156e-53,1.8226855468450751e-68,0.0,0.0,2.5449212609937525e-44,2.4396486609681622e-61,3.1738235193893665e-13,9.3971273478087142e-15,3.7619851900825522e-17,3.7619844732049304e-17,2.4255220601847988e-27,9.3104834603232409e-38,2.1484227079866876e-69,1.2493827253731934e-51
1.316941538582767e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679934618,0.11866996602931887,0.02282156769304489,0.0,8.6660235313065004e-55,8.6382382414368054e-26,0.0,9.5933453150125025e-39,0.0,1.1623053461202568e-14,1.2319384974725374e-75,1.1623053432364268e-14,1.5426591611525214e-51,5.8326499563241935e-67,0.0,0.0,2.0359490900124204e-43,7.8069439643034725e-60,6.3476685626238825e-13,1.8794318424377074e-14,7.5239959011422265e-17,7.5239930336176197e-17,9.7021369872775659e-27,7.4484309654129557e-37,1.3750027404081657e-67,1.9990292931358888e-50
2.633887542721375e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679869248,0.1186699660286724,0.022821567693035491,0.0,1.386568172725231e-53,3.4553040837360321e-25,0.0,7.6747065121039605e-38,0.0,2.3246146391567148e-14,7.8844537987272786e-74,2.324614627621369e-14,2.4682650758377509e-50,1.8664569815952263e-65,0.0,0.0,1.6287641044630885e-42,2.4982329227242367e-58,1.2695358648585651e-12,3.7588700577449642e-14,1.5048017347889333e-16,1.5048005877765458e-16,3.8808641835689292e-26,5.9587624493251001e-36,8.8000562993996156e-66,3.1984603828634848e-49
5.2677795509985916e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679738503,0.11866996602737946,0.022821567693016697,0.0,2.2185126023909873e-52,1.382123390848129e-24,0.0,6.1397771926466424e-37,0.0,4.6492332423567581e-14,5.0460654832346689e-72,4.6492331962153346e-14,3.949232350452757e-49,5.9726767500133712e-64,0.0,0.0,1.3030132164750528e-41,7.9943622984164359e-57,2.5390738818480132e-12,7.5177464883329817e-14,3.0096060339894581e-16,3.0096014459370428e-16,1.5523472626240766e-25,4.7670170271881551e-35,5.6320480475724195e-64,5.1175473204978179e-48
1.0535563567553025e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679477017,0.11866996602479359,0.022821567692979109,0.0,3.5496229841752485e-51,5.5284970774577073e-24,0.0,4.9118263535524121e-36,0.0,9.2984705172651767e-14,3.2294865713450976e-70,9.29847033269959e-14,6.3187780070586619e-48,1.9112588756427673e-62,0.0,0.0,1.0424113462146325e-40,2.5581983773827279e-55,5.0781499150152855e-12,1.5035499349396348e-13,6.0192146717949218e-16,6.0191963195972977e-16,6.2093899205951376e-25,3.81361644391339e-34,3.6045140995245191e-62,8.1880839489491195e-47
2.1071131600661888e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678954047,0.11866996601962185,0.022821567692903933,0.0,5.679399029433151e-50,2.2113995332810743e-23,0.0,3.9294626126112484e-35,0.0,1.8596945341113848e-13,2.0668726996528083e-68,1.8596944602853392e-13,1.0110048730087921e-46,6.1160321724237029e-61,0.0,0.0,8.3392938598107492e-40,8.1862369903310592e-54,1.0156301978103333e-11,3.0071005071018981e-13,1.2038432105023502e-15,1.203835869639985e-15,2.4837542956238328e-24,3.050894276107294e-33,2.3068894604808551e-60,1.3100939850643519e-45
4.214226766687962e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677908106,0.11866996600927837,0.022821567692753578,0.0,9.0870402460067604e-49,8.8455995336005356e-23,0.0,3.1435702059953678e-34,0.0,3.7193896084930528e-13,1.3227986885803119e-66,3.7193893131902189e-13,1.6176077652730053e-45,1.9571309402536936e-59,0.0,0.0,6.6714363206135201e-39,2.6195950825812783e-52,2.0312606091293456e-11,6.0142016511820311e-13,2.4076867601951288e-15,2.407657396892896e-15,9.9349990642401852e-24,2.4407158566543567e-32,1.4764085817846238e-58,2.0961504805815472e-44
8.428453979931507e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727675816224,0.11866996598859142,0.022821567692452867,0.0,1.4539265817097876e-47,3.5382400902371266e-22,0.0,2.5148554175839538e-33,0.0,7.4387801956956062e-13,8.4659092825665672e-65,7.4387790144964579e-13,2.5881712950881987e-44,6.2628205432468616e-58,0.0,0.0,5.3371495443604739e-38,8.3826959946655168e-51,4.062521426572979e-11,1.2028403938022697e-12,4.8153741117689362e-15,4.8152566597661807e-15,3.9739841836979278e-23,1.9525728394350482e-31,9.4490023676905477e-57,3.3538397706041496e-43
1.68569084064186e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727671632454,0.11866996594721752,0.022821567691851445,0.0,2.3262826396079542e-46,1.4152960888162699e-21,0.0,2.0118827655396771e-32,0.0,1.4877563123794271e-12,5.4181771806319789e-63,1.4877558399094838e-12,4.141069635645533e-43,2.0041030305211938e-56,0.0,0.0,4.2697198222569558e-37,2.6824568751547325e-49,8.1250430406826845e-11,2.4056808503689435e-12,9.6307498236695456e-15,9.6302800253641066e-15,1.5895811305209023e-22,1.5620583008792764e-30,6.0473441827046781e-55,5.3661393723931061e-42
3.371381725939278e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727663264914,0.11866996586446969,0.022821567690648605,0.0,3.7220522944496027e-45,5.6611844396038743e-21,0.0,1.6095035538482378e-31,0.0,2.9755135994255422e-12,3.4676268104735956e-61,2.9755117096235221e-12,6.6256965631970536e-42,6.4131318888793338e-55,0.0,0.0,3.4157759191065746e-36,8.5838237248857294e-48,1.6250086185791842e-10,4.8113617581074961e-12,1.9261505282482721e-14,1.925962616701355e-14,6.3582238016034162e-22,1.2496466007345883e-29,3.8702776882506108e-53,8.585808510549756e-41
5.057072611236696e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727654897374,0.11866996578172187,0.022821567689445765,0.0,1.3699624155994364e-44,1.2030016962353244e-20,0.0,4.778209147506021e-31,0.0,4.4632715878463943e-12,1.9688143222355753e-60,4.4632675721319233e-12,2.5066328954427568e-41,3.0002060186372653e-54,0.0,0.0,9.7669842970126682e-36,4.0043277076178872e-47,2.4375129247790754e-10,7.217042657532646e-12,2.8892264776307818e-14,2.8888271770160528e-14,1.3511077541197794e-21,3.5732081568075521e-29,2.1642888770828332e-52,3.2481831011352887e-40
8.428454381831533e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727638162305,0.11866996561622624,0.022821567687040085,0.0,1.0540604931799341e-43,3.3259458548223414e-20,0.0,2.2382064727701e-30,0.0,7.4387903697824398e-12,5.2926923351797419e-59,7.4387792683261722e-12,1.9782517399538636e-40,4.3819763283497012e-53,0.0,0.0,4.4885430462729572e-35,5.3660161272664709e-46,4.0625215039347584e-10,1.2028404405617677e-11,4.8153799904005548e-14,4.8142761230743719e-14,3.735309989718292e-21,1.6421135477086861e-28,4.9796696176727014e-51,2.5634906545948675e-39
1.1407079440570652e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727623376821,0.11866996547001039,0.022821567684914661,0.0,2.8362729094434213e-43,5.8618856879755014e-20,0.0,5.0820951169852112e-30,0.0,1.0067671571165859e-11,2.2179521865527074e-58,1.0067652006085523e-11,5.4246127920259548e-40,1.5246362892005204e-52,0.0,0.0,9.9396032584535047e-35,1.726560193404946e-45,5.4982210232253024e-10,1.6279255674902272e-11,6.517143166958813e-14,6.5151977243237431e-14,6.5832586806551594e-21,3.6363595591614061e-28,1.8286739300408888e-50,7.0294136502798155e-39
1.4385704499309772e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727608591337,0.11866996532379455,0.022821567682789236,0.0,6.3454939766314931e-43,9.1043648697697971e-20,0.0,9.7172899714225505e-30,0.0,1.2696555105820872e-11,6.6643774617261995e-58,1.2696524719863712e-11,1.2333464042857626e-39,3.9965886583706384e-52,0.0,0.0,1.8667238157182932e-34,4.611031103228439e-45,6.9339205148558324e-10,2.0530106866555123e-11,8.2189076864137702e-14,8.2158862768163874e-14,1.0224571900608971e-20,6.8293255528740597e-28,5.6792977890418284e-50,1.598216592843802e-38
1.7364329558048891e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727593805853,0.1186699651775787,0.022821567680663811,0.0,1.2127184555438887e-42,1.3006990321471088e-19,0.0,1.6440248879386387e-29,0.0,1.532544082026803e-11,1.7171982571132033e-57,1.53253974112354e-11,2.3910538190425351e-39,8.9917598774157012e-52,0.0,0.0,3.1055064839837873e-34,1.0135602355896239e-44,8.3696199806425767e-10,2.4780957968510237e-11,9.9206734605876082e-14,9.9163571103463246e-14,1.4607120084770237e-20,1.1361355987922314e-27,1.4026626833577904e-49,3.0984186675266405e-38
2.3321579675527132e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072756423489,0.11866996488514706,0.022821567676412961,0.0,3.107813776605759e-42,2.2311752491053297e-19,0.0,3.6103636929841995e-29,0.0,2.0583217199743578e-11,7.4688477664739883e-57,2.0583142743082788e-11,6.2888362211687368e-39,3.1015454913337155e-51,0.0,0.0,6.5862056366307394e-34,3.1509161934065755e-44,1.1241018853512324e-09,3.3282659907528637e-11,1.3324207859008367e-13,1.3316804310549388e-13,2.5055818002971768e-20,2.4095335702244465e-27,5.0945520209693419e-49,8.1493190200659885e-38
2.927882979300537e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727534663928,0.11866996459271541,0.022821567672162112,0.0,6.5515506164707693e-42,3.4061132925234076e-19,0.0,6.738594297788705e-29,0.0,2.5841001648989081e-11,2.2329827649776173e-56,2.5840887991955617e-11,1.3578239382664504e-38,8.0320455766019332e-51,0.0,0.0,1.1931981716992333e-33,7.752799828983409e-44,1.4112417630678745e-09,4.1784361353241025e-11,1.6727746903836839e-13,1.6716445497467994e-13,3.824911674883676e-20,4.3652612830521128e-27,1.4112108199152532e-48,1.7595222167632189e-37
3.523607991048361e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727505092966,0.11866996430028375,0.022821567667911262,0.0,1.2355494949497518e-41,4.841810697896976e-19,0.0,1.1374836702892387e-28,0.0,3.1098794704085064e-11,5.7586517554434331e-56,3.1098633152322234e-11,2.6157887888904155e-38,1.8089373078893936e-50,0.0,0.0,1.9686460629568866e-33,1.6802345541221668e-43,1.6983816305761577e-09,5.0286062161398224e-11,2.0131290904835117e-13,2.0115227127360996e-13,5.4369743214846827e-20,7.2022016313646371e-27,3.403442668027928e-48,3.3896451232045242e-37
4.715058014544009e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727445951058,0.11866996371542048,0.022821567659409563,0.0,3.7206956458561112e-41,8.5100647360272746e-19,0.0,2.6942241572235645e-28,0.0,4.1614407100922287e-11,3.5192635462779151e-55,4.1614123202587739e-11,8.1775422230630443e-38,7.7291199415122838e-50,0.0,0.0,4.5223639119818821e-33,6.9712035123737316e-43,2.272661334396818e-09,6.7289461130291894e-11,2.6938394052480453e-13,2.6910164864338116e-13,9.5555095947013166e-20,1.6544858683265525e-26,1.8947182620523221e-47,1.0596809635794078e-36
5.906508038039657e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072738680915,0.11866996313055725,0.022821567650907867,0.0,8.7209310283508043e-41,1.3237896677858525e-18,0.0,5.2498653203330331e-28,0.0,5.213005443922805e-11,1.2674506626377578e-54,5.2129612893214267e-11,1.9578328556779551e-37,2.26388807010183e-49,0.0,0.0,8.6667852196558405e-33,2.0312744023095629e-42,2.8469409967365094e-09,8.4292855907935348e-11,3.374551733918478e-13,3.3701612632072541e-13,1.4863183551369646e-19,3.1707026530300091e-26,6.6608901661525661e-47,2.5370477200720334e-36
8.289408085030954e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727268525367,0.11866996196083092,0.022821567633904482,0.0,3.4103105309369551e-40,2.5874906420645648e-18,0.0,1.4643722651361815e-27,0.0,7.3161453933661571e-11,1.104075518966756e-53,7.316059119466373e-11,7.8491381786979447e-37,1.2977540923741488e-48,0.0,0.0,2.3773261874865772e-32,1.193556729004127e-41,3.9955001968707263e-09,1.1829962755891608e-10,4.7359824379420733e-13,4.7274038929597499e-13,2.90476751073681e-19,8.697332742699501e-26,5.8689432096044431e-46,1.0171307662511227e-35
1.043401812732312e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727162069995,0.11866996090807737,0.022821567618601449,0.0,8.2487964808440758e-40,4.0874923142021762e-18,0.0,2.8984884769075959e-27,0.0,9.208983289753409e-11,4.0070114723019594e-53,9.2088470435001073e-11,1.9167840468064518e-36,3.8654124377810369e-48,0.0,0.0,4.6740280914407472e-32,3.5411935017245719e-41,5.0292033350110656e-09,1.4890569746940638e-10,5.9612769647317489e-13,5.9477295010428906e-13,4.588156898143583e-19,1.7099700263219242e-25,2.0793034829616892e-45,2.4838720189195942e-35
1.2578628169615288e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727055614645,0.11866995985532396,0.022821567603298423,0.0,1.6971992095522484e-39,5.9311032285974806e-18,0.0,5.0469594909738847e-27,0.0,1.1101832489069981e-10,1.1396989663218155e-52,1.1101634850906943e-10,3.9663032150154733e-36,9.4176250583048759e-48,0.0,0.0,8.1079231185200221e-32,8.6343621118801534e-41,6.0629063386332755e-09,1.7951173760291196e-10,7.1865780223932386e-13,7.1669261713035324e-13,6.6568043284961361e-19,2.9662426191867364e-25,5.9247016951519967e-45,5.1397638252549792e-35
1.4723238211907455e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726949159322,0.11866995880257068,0.022821567587995424,0.0,3.1144717476514082e-39,8.1183298939966481e-18,0.0,8.0478436291187587e-27,0.0,1.2994692981571809e-10,2.7735595934613683e-52,1.2994422541684668e-10,7.3048051923382334e-36,2.0000711910195335e-47,0.0,0.0,1.2898808699750438e-31,1.8216423769018968e-40,7.0966092077348138e-09,2.1011774223563731e-10,8.411885611050478e-13,8.3849948783031882e-13,9.1105876072925617e-19,4.7189624590038107e-25,1.4204167326919299e-44,9.4660123152670251e-35
1.686784825419962e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726842704028,0.11866995774981752,0.022821567572692443,0.0,5.2676969251882631e-39,1.0649175269904203e-17,0.0,1.2045017726390921e-26,0.0,1.4887564756986086e-10,6.0138706651528137e-52,1.4887210115832272e-10,1.2385524236335019e-35,3.8463780652272866e-47,0.0,0.0,1.9275762172831756e-31,3.4742995914472765e-40,8.130311942314521e-09,2.4072370540230662e-10,9.637199730759947e-13,9.6019366494694552e-13,1.1949375129376013e-18,7.0519358493830976e-25,3.026061518179399e-44,1.6049960762701836e-34
2.1157068338783954e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726629793533,0.11866995564431163,0.022821567542086554,0.0,1.2617611976919699e-38,1.6741723824365902e-17,0.0,2.354444304618548e-26,0.0,1.8673342119444213e-10,2.2143286089879689e-51,1.8672784914236552e-10,2.9756386522152684e-35,1.1477310566193969e-46,0.0,0.0,3.7609841151550097e-31,1.015656530976782e-39,1.0197717007907804e-08,3.019354859335248e-10,1.208784756336818e-12,1.2032443095571068e-12,1.8781480865455129e-18,1.3759354014331341e-24,1.0667872096093196e-43,3.8560444173120245e-34
2.5446288423368288e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072641688316,0.11866995353880627,0.022821567511480782,0.0,2.5766556459498114e-38,2.4208753305267911e-17,0.0,4.0694977425177399e-26,0.0,2.2459164493865782e-10,6.3119622547470292e-51,2.2458359246118252e-10,6.0871015554521553e-35,2.7929479865015913e-46,0.0,0.0,6.4940980774841768e-31,2.4318607910093326e-39,1.2265121535411412e-08,3.6314703152243392e-10,1.4538521520303677e-12,1.4458453768561223e-12,2.7152048886531043e-18,2.3758288107622171e-24,2.9551697138218802e-43,7.8881387559665606e-34
2.973550850795262e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726203972915,0.11866995143330146,0.022821567480875146,0.0,4.7309081147228037e-38,3.3050265464113116e-17,0.0,6.4710296388235084e-26,0.0,2.6245031793125012e-10,1.5377600114155765e-50,2.6243933111476773e-10,1.1188539800131807e-34,5.9502794441540541e-46,0.0,0.0,1.0320198832703032e-30,5.1179345118126964e-39,1.4332525524824684e-08,4.2435829184007108e-10,1.6989221601601694e-12,1.687997738216294e-12,3.7059944243409535e-18,3.7755838531820669e-24,7.0496294330876014e-43,1.4499050168485654e-33
3.402472859253695e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230725991062803,0.11866994932779719,0.02282156745026968,0.0,8.0376920736522992e-38,4.3266259444308315e-17,0.0,9.678249718728591e-26,0.0,3.0030943931737427e-10,3.3643122311209788e-50,3.0029506510312365e-10,1.9022957051373806e-34,1.1526587545386772e-45,0.0,0.0,1.5429153057848838e-30,9.8250116964316867e-39,1.6399928976147971e-08,4.8556921744759303e-10,1.9439947807247882e-12,1.9297022485937253e-12,4.8504050045920309e-18,5.6446613727376523e-24,1.5167090173883218e-42,2.4651670756669939e-33
