Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),COX(50),CHOX(53),H2OX(23),CO2X(24)
6.071964935148273e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33074574713157306,0.11298088768521525,0.022257303421626112,4.8310814293972122e-12,9.9661528656564913e-12,5.9498893789607088e-07,2.2822225283994259e-06,3.5344623465285687e-16,4.6088181094877937e-21,5.9410552582014762e-09,1.5245961214806498e-31,7.7781886783166836e-09,1.2309430125901509e-23,4.2700079707333804e-19,1.9958957936170847e-17,7.6509672938731814e-20,1.917505968323095e-14,1.5895739520571013e-23,0.0056865756209594125,0.0011262412997007426,5.1147907575502047e-10,8.7763064162093905e-06,3.6501396724249591e-14,9.7285850936793441e-10,2.0815978662100638e-07,8.9761819881497446e-11,4.909347855117469e-09,8.1962121090578353e-09,1.8598008729932892e-12,4.6208464132672315e-15,1.3721695463348736e-15,2.1042724774191959e-15
6.092973251185127e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33074074373529377,0.11297971182173394,0.022255396646346862,4.885689359720449e-12,1.0103276564148927e-11,6.0339774684460926e-07,2.2978247421884331e-06,3.5683915206792713e-16,4.6949449058465513e-21,5.9614943007485637e-09,1.5522847200773693e-31,7.8178455684646239e-09,1.2448861360016623e-23,4.3352966121988626e-19,2.0206466650767432e-17,7.7338840768058217e-20,1.9405709863332687e-14,1.6128749043745751e-23,0.0056877359150580955,0.0011300392249651084,5.1303861737169882e-10,8.8214167777143615e-06,3.6620178620480059e-14,9.7748912061529676e-10,2.0807820400024571e-07,9.0528068375674951e-11,4.9314026121044546e-09,8.3153254566330644e-09,1.8724876418126637e-12,4.665533635661385e-15,1.3868475322328522e-15,2.1208851135669144e-15
6.113981567221982e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33073575858248327,0.1129785536853173,0.02225349009199749,4.940727402412487e-12,1.0241820864615874e-11,6.1189096835203269e-07,2.3134733120811535e-06,3.6025367184301072e-16,4.7823486140239167e-21,5.9819366765960552e-09,1.5803826178088213e-31,7.8576025322804031e-09,1.2589415146202721e-23,4.4013423167696762e-19,2.0456183326275956e-17,7.8173657492992407e-20,1.9638240413464158e-14,1.6364393621507823e-23,0.0056888784349937698,0.0011338366619681706,5.1459800874190801e-10,8.86654411502026e-06,3.673900520151607e-14,9.8212106779143823e-10,2.0799731882659772e-07,9.129757702922079e-11,4.953497217983274e-09,8.4356765869944888e-09,1.8852119085066746e-12,4.7104823195952145e-15,1.4016346659927051e-15,2.1375781736575175e-15
6.134989883258837e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33073079141531386,0.11297741301772048,0.022251583758339532,4.9961976328764925e-12,1.0381795193258563e-11,6.2046903163327638e-07,2.3291682422352912e-06,3.6368986276041627e-16,4.8710428238109085e-21,6.0023824167490194e-09,1.6088945158882218e-31,7.8974593471311932e-09,1.2731097063278513e-23,4.4681508349781837e-19,2.0708120278632973e-17,7.901413991216853e-20,1.9872658177605529e-14,1.6602694436010801e-23,0.0056900034390163275,0.0011376336111827358,5.1615724958469563e-10,8.911687536069357e-06,3.6857874578367406e-14,9.8675426142890517e-10,2.0791712191866458e-07,9.2070337929898252e-11,4.9756316464890503e-09,8.5572722053115046e-09,1.8979736753576724e-12,4.7556927752863566e-15,1.4165313699151942e-15,2.1543518389839634e-15
6.155998199295691e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33072584197971089,0.1129762895644499,0.02224967764513755,5.0521021304072949e-12,1.0523208990795269e-11,6.2913236421222963e-07,2.3449095366579947e-06,3.6714779361382837e-16,4.9610411924680303e-21,6.0228315520746902e-09,1.6378251547722011e-31,7.9374157866473532e-09,1.2873912703754724e-23,4.5357279326808489e-19,2.09622898355279e-17,7.9860304825926254e-20,2.010896996868358e-14,1.6843672774546495e-23,0.0056911111816244555,0.0011414300730756899,5.1771633963133799e-10,8.9568461521905579e-06,3.6976798057002224e-14,9.9138860581642139e-10,2.0783760424000158e-07,9.2846343058226403e-11,4.9978058705595059e-09,8.6801189941787947e-09,1.9107729446976584e-12,4.8011647656205977e-15,1.4315380740214322e-15,2.1712061499577245e-15
6.17490568372886e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33072140244114662,0.1129752929673961,0.022247962331553454,5.1027891981897159e-12,1.0651719968687276e-11,6.3700262074624055e-07,2.3591163462782929e-06,3.7027857589439569e-16,5.0431661240613841e-21,6.0412387021408809e-09,1.66422470293838e-31,7.9734615712178912e-09,1.3003420746943415e-23,4.597209233801057e-19,2.1192961511555297e-17,8.0626725667981523e-20,2.0323275579379346e-14,1.7062860241151208e-23,0.0056920935988259347,0.0011448464725005516,5.1911939150805235e-10,8.997501166769316e-06,3.7083866880466579e-14,9.9556042064712928e-10,2.0776661171251493e-07,9.3547514809533414e-11,5.0177966756348735e-09,8.7917563595872114e-09,1.9223243533376167e-12,4.842313616242589e-15,1.4451385018596646e-15,2.1864441792425982e-15
6.193813168162028e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.330716976882303,0.11297430993044849,0.022246247196182969,5.1538312309705884e-12,1.0781411476952148e-11,6.4494259953798653e-07,2.3733607167890398e-06,3.7342707342197519e-16,5.1263686146358202e-21,6.0596486494947976e-09,1.6909708144122379e-31,8.0095876951767573e-09,1.313385574337141e-23,4.6593219915784823e-19,2.142546059439471e-17,8.13977751899837e-20,2.0539125767495481e-14,1.7284249497375967e-23,0.0056930624177877337,0.0011482624779005628,5.2052232079861214e-10,9.0381671293513474e-06,3.7190959711847471e-14,9.9973302561740984e-10,2.076961557530761e-07,9.4251301894797515e-11,5.0378196750300914e-09,8.9044174062476147e-09,1.9339061418306629e-12,4.883675326411496e-15,1.4588286673386355e-15,2.2017479497004682e-15
6.212720652595197e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33071256512554315,0.11297334027565999,0.022244532238860595,5.2052297526498617e-12,1.0912290426702965e-11,6.5295260862715428e-07,2.3876426508014432e-06,3.7659333637107532e-16,5.2106587717210404e-21,6.0780614163508416e-09,1.7180670273878565e-31,8.045793985852664e-09,1.3265221798470154e-23,4.7220704406128316e-19,2.1659796093564035e-17,8.2173465642679864e-20,2.075652543431672e-14,1.7507856281124258e-23,0.0056940178164606716,0.001151678089604132,5.2192512732415591e-10,9.0788433993461102e-06,3.729810922104187e-14,1.0039063516656313e-09,2.0762623005721464e-07,9.4957698262732509e-11,5.0578748491775131e-09,9.0181069570393404e-09,1.9455183118804343e-12,4.9252488241682427e-15,1.4726088963690901e-15,2.2171172677187039e-15
6.231628137028366e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33070816699555899,0.11297238382741145,0.022242817459422717,5.2569862896461149e-12,1.1044363737766275e-11,6.6103295487441065e-07,2.4019621508299883e-06,3.7977741492392418e-16,5.296046742833573e-21,6.0964770248320789e-09,1.7455169063510216e-31,8.0820802681954861e-09,1.3397523026681012e-23,4.7854588252091998e-19,2.1895977025123111e-17,8.2953809277780225e-20,2.0975479460245755e-14,1.7733696399924288e-23,0.0056949599704676571,0.0011550933079359962,5.2332781087580979e-10,9.1195293385234164e-06,3.7405295613876767e-14,1.0080803292485849e-09,2.0755682840920759e-07,9.566669786396013e-11,5.0779621789121805e-09,9.1328298188914719e-09,1.9571608645363068e-12,4.9670349232258689e-15,1.4864794845873166e-15,2.2325524142992745e-15
6.250535621461534e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33070378231934211,0.11297144041238175,0.022241102857707574,5.3091023709769282e-12,1.1177638338511953e-11,6.6918394394557112e-07,2.4163192192931225e-06,3.8297935927026765e-16,5.3825427634159712e-21,6.1148954969700129e-09,1.7733240422096112e-31,8.1184463647939361e-09,1.3530763551460402e-23,4.8494913993238738e-19,2.2134012411559781e-17,8.373881834794048e-20,2.1195992704691734e-14,1.7961785731081768e-23,0.0056958890531336086,0.001158508133217272,5.2473037122191782e-10,9.1602243110396307e-06,3.7512472608350982e-14,1.0122548943717665e-09,2.0748794467510203e-07,9.637829462756388e-11,5.0980816457315718e-09,9.2485907825217424e-09,1.9688338004455357e-12,5.0090354493069769e-15,1.5004407118858312e-15,2.2480539303759936e-15
6.269443105894703e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3306994109261519,0.11297050985951719,0.022239388433555236,5.3615795281967635e-12,1.1312121165478062e-11,6.7740588029552102e-07,2.430713858515242e-06,3.8619921960779624e-16,5.4701570752102666e-21,6.1333168547043708e-09,1.8014920524234025e-31,8.154892095893033e-09,1.3664947505285382e-23,4.9141724264336265e-19,2.2373911281312871e-17,8.4528505106696272e-20,2.1418070005953292e-14,1.8192140221832604e-23,0.0056968052355159957,0.0011619225657655034,5.261328082216679e-10,9.2009276834782128e-06,3.761974869000214e-14,1.0164299804067653e-09,2.0741957280997808e-07,9.7092482258344515e-11,5.1182332304804812e-09,9.3653946221720997e-09,1.9805371218002363e-12,5.051246601452005e-15,1.5144929425467928e-15,2.2636209450158404e-15
6.286459841884555e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33069548788995629,0.11296968321951811,0.022237845603503607,5.4091189573792048e-12,1.1434194482802735e-11,6.8486653357756068e-07,2.4437011586594056e-06,3.8911245357884955e-16,5.5499745777973641e-21,6.1498985619093051e-09,1.8271548205196455e-31,8.1877611909381192e-09,1.3786523118327344e-23,4.9729433095224392e-19,2.2591421008897801e-17,8.5243232741559044e-20,2.161928082742042e-14,1.8401409211824193e-23,0.0056976189094930033,0.0011649952195317669,5.2739489587358758e-10,9.2375673790703721e-06,3.77163134568024e-14,1.0201879453140702e-09,2.0735847085541368e-07,9.7737461242510128e-11,5.1363971019357264e-09,9.4714136692835467e-09,1.9910960908073185e-12,5.0894192417562346e-15,1.527217975838705e-15,2.2776879500673972e-15
6.303476577874407e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33069157535519156,0.11296886673956737,0.022236302917035732,5.4569532206481005e-12,1.1557257156636147e-11,6.9238511997991087e-07,2.4567188944873559e-06,3.9204027677449222e-16,5.630713752922489e-21,6.1664826400083568e-09,1.8531155234000061e-31,8.2206945081365752e-09,1.3908869288806941e-23,5.0322460219659846e-19,2.2810454065305201e-17,8.5961768164257368e-20,2.182176593389645e-14,1.8612537679476074e-23,0.0056984223925516074,0.0011680675556651734,5.2865688327305108e-10,9.2742129092438813e-06,3.7812900503739696e-14,1.0239462295076267e-09,2.0729777440168384e-07,9.8384529269452544e-11,5.1545869602397022e-09,9.5782847562332017e-09,2.0016796728603267e-12,5.1277647514407995e-15,1.5400171574126881e-15,2.2918087055741597e-15
6.320493313864259e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33068767320198389,0.11296806029956083,0.022234760374038726,5.5050834398045185e-12,1.1681314260203405e-11,6.9996185887225303e-07,2.4697670675001701e-06,3.9498272580508005e-16,5.7123821903923334e-21,6.1830691048040602e-09,1.879376853879672e-31,8.2536919116484186e-09,1.4031989048060644e-23,5.0920836913592582e-19,2.3031017043825713e-17,8.6684120309349231e-20,2.202552880820709e-14,1.8825537396222611e-23,0.0056992158047986666,0.0011711395743899766,5.2991877029175898e-10,9.3108638174030551e-06,3.7909516871013976e-14,1.0277047842145701e-09,2.0723747921867599e-07,9.9033681720085246e-11,5.1728027918860136e-09,9.6860113281865468e-09,2.0122878687814428e-12,5.1662829272509415e-15,1.5528907170511168e-15,2.305983212895386e-15
6.337510049854111e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33068378131187542,0.11296726378080955,0.022233217974400869,5.5535107383015734e-12,1.1806370871674658e-11,7.0759696879119783e-07,2.4828456791392141e-06,3.9793983728624418e-16,5.7949875034966581e-21,6.1996579720381912e-09,1.9059415225216205e-31,8.2867532641404027e-09,1.4155885433354665e-23,5.1524594513513151e-19,2.3253116541024157e-17,8.7410298111891137e-20,2.2230572919058089e-14,1.9040420179760707e-23,0.0056999992649259465,0.0011742112759282018,5.3118055678565765e-10,9.3475196486211021e-06,3.8006162406047651e-14,1.0314635614893699e-09,2.0717758113007013e-07,9.9684913950433585e-11,5.1910445832784514e-09,9.7945968188606476e-09,2.0229206791031172e-12,5.2049738534759491e-15,1.5658388743651163e-15,2.3202115583519366e-15
6.354526785843963e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33067989956780675,0.11296647706602291,0.022231675718011563,5.6022362412378087e-12,1.1932432074029966e-11,7.152906674313586e-07,2.4959547307863678e-06,4.0091164783893778e-16,5.8785373227764765e-21,6.2162492573916662e-09,1.9328122577145565e-31,8.3198784267966486e-09,1.4280561487887279e-23,5.2133764415928022e-19,2.3476759156568969e-17,8.8140310507416112e-20,2.2436901720973732e-14,1.9257197894140279e-23,0.0057007728902268512,0.0011772826604996734,5.32442242608965e-10,9.3841799496590017e-06,3.8102837023037746e-14,1.0352225135786039e-09,2.0711807601342015e-07,1.0033822128368929e-10,5.2093123210685053e-09,9.904044650375822e-09,2.0335781043412967e-12,5.2438376000765835e-15,1.5788618504568562e-15,2.3344938207650222e-15
6.371543521833815e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33067602785410122,0.11296570003929224,0.022230133604761317,5.6512610753725242e-12,1.2059502954952837e-11,7.2304317163655427e-07,2.5090942237647235e-06,4.0389819408941756e-16,5.9630393064642577e-21,6.2328429764843858e-09,1.959991805751144e-31,8.3530672593293296e-09,1.4406020260791019e-23,5.2748378076941322e-19,2.3701951493112567e-17,8.8874166431917877e-20,2.2644518654237181e-14,1.9475882449854703e-23,0.0057015367966128452,0.0011803537283220408,5.3370382762145262e-10,9.4208442689834067e-06,3.8199540595131931e-14,1.0389815929256997e-09,2.0705895979954533e-07,1.0099359901078175e-10,5.227605992072975e-09,1.0014358233109085e-08,2.0442601449835835e-12,5.2828742374424299e-15,1.5919598663801415e-15,2.3488300802804242e-15
6.388560257823667e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33067216605644772,0.11296493258607454,0.022228591634541762,5.7005863691373554e-12,1.2187588606720947e-11,7.3085469739110407e-07,2.5222641593393765e-06,4.0689951266923823e-16,6.0485011485950862e-21,6.2494391448751302e-09,1.9874829309064329e-31,8.3863196199894208e-09,1.4532264807134635e-23,5.3368467011820979e-19,2.3928700156161772e-17,8.9611874821834502e-20,2.2853427144831801e-14,1.9696485803931282e-23,0.005702291098629699,0.0011834244796108037,5.3496531168143956e-10,9.4575121567844602e-06,3.8296273003146072e-14,1.0427407521706571e-09,2.0700022847194364e-07,1.0165104239075317e-10,5.245925583096348e-09,1.0125540965548889e-08,2.0549668014490773e-12,5.3220838333225898e-15,1.6051331423755427e-15,2.3632204173277673e-15
6.422593729803371e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33066447175878877,0.11296342594873869,0.022225508122766663,5.8001428575890659e-12,1.2446824614135352e-11,7.4665567313652394e-07,2.5486953630510084e-06,4.1294661336993096e-16,6.2223353288280663e-21,6.2826388914794166e-09,2.0434110600573689e-31,8.4530143514543391e-09,1.478712347010794e-23,5.4625197056963733e-19,2.4386892897040709e-17,9.1098884745759294e-20,2.3275132430103549e-14,2.0143496968493198e-23,0.0057037713410066065,0.001189565033438921,5.3748797637898995e-10,9.5308568472997238e-06,3.8489823853584155e-14,1.0502591219249275e-09,2.0688390466948302e-07,1.0297210698876061e-10,5.2826424729253903e-09,1.0350527413197749e-08,2.0764539633043576e-12,5.4010221573620191e-15,1.6317063546205547e-15,2.3921636445102853e-15
6.456627201783075e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33065681578705675,0.11296195626437874,0.022222425181840814,5.90091476734387e-12,1.2710180921833434e-11,7.6269530502650899e-07,2.5752483509030838e-06,4.1905324310086335e-16,6.4001020505277398e-21,6.3158486204474364e-09,2.1006191220068599e-31,8.5199614583849558e-09,1.5045162036146735e-23,5.5904207837956274e-19,2.4851390274232544e-17,9.2601411778829399e-20,2.3702044696481684e-14,2.0598327978164148e-23,0.0057052145070166501,0.001195704323666001,5.4001023557726215e-10,9.6042104578608332e-06,3.8683488605552371e-14,1.0577772480353141e-09,2.0676907350537262e-07,1.0430137652929202e-10,5.3194628867919777e-09,1.0579030938011889e-08,2.0980395923307267e-12,5.4806530603513159e-15,1.6585832437530218e-15,2.4213241432495655e-15
6.490660673762779e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33064919727432196,0.112960522664198,0.022219342810935624,6.0029111857044762e-12,1.2977698421269543e-11,7.7897528912487904e-07,2.6019231309863901e-06,4.2521969510901268e-16,6.581863961593781e-21,6.3490684540360845e-09,2.159129886362129e-31,8.5871597552882747e-09,1.5306405159671585e-23,5.7205753556523825e-19,2.5322245218265348e-17,9.4119527426547185e-20,2.4134190831254827e-14,2.10610761736213e-23,0.0057066214654791173,0.0012018423519412377,5.425320881641573e-10,9.6775694538090473e-06,3.8877266270832913e-14,1.0652947590393456e-09,2.0665570468406318e-07,1.056388119821691e-10,5.3563867229161308e-09,1.081107828536607e-08,2.1197236902053397e-12,5.5609769901610377e-15,1.6857655610630664e-15,2.4507025542463484e-15
6.524694145742483e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33064161537400844,0.11295912429975145,0.022216261009238923,6.1061412265009208e-12,1.3249418066046759e-11,7.9549730693790382e-07,2.6287197105213315e-06,4.3144626272946161e-16,6.7676841611718351e-21,6.3822985135122903e-09,2.2189664180419756e-31,8.6546080343348374e-09,1.5570877590220831e-23,5.8530089314113363e-19,2.5799510690304568e-17,9.5653303199693151e-20,2.4571597487606341e-14,2.1531839648780782e-23,0.0057079930648615794,0.0012079791198818148,5.4505353303423394e-10,9.7509303297073584e-06,3.9071155842441213e-14,1.0728112868963477e-09,2.0654376869574051e-07,1.0698437384962378e-10,5.3934138809363087e-09,1.1046695996899132e-08,2.1415062578583528e-12,5.6419943545125526e-15,1.7132550522662369e-15,2.4802995177436781e-15
6.558727617722187e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33063406925941691,0.11295776034246977,0.022213179775954606,6.2106140301045148e-12,1.3525380868208394e-11,8.1226302515820507e-07,2.6556380958781689e-06,4.3773323938621748e-16,6.9576262175978853e-21,6.4155389191491257e-09,2.2801520798338352e-31,8.7223050657112311e-09,1.5838604172477428e-23,5.9877471096693933e-19,2.6283239677402677e-17,9.7202810613765001e-20,2.5014291082983904e-14,2.2010717253698671e-23,0.005709330133756154,0.0012141146290736639,5.4757456909173148e-10,9.8242896098640676e-06,3.9265156295276267e-14,1.080326467059068e-09,2.0643323679672966e-07,1.0833802218050883e-10,5.4305442619871576e-09,1.1285910406183543e-08,2.1633872955026725e-12,5.7237055211101309e-15,1.7410534576102667e-15,2.510115673431051e-15
6.592761089701891e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33062655812325759,0.11295642998319351,0.022210099110302233,6.3163387634275981e-12,1.3805627894533116e-11,8.292740954147628e-07,2.6826782925970411e-06,4.4408091859307658e-16,7.1517541757258886e-21,6.4487897902219389e-09,2.342710534963244e-31,8.7902495979747175e-09,1.6109609846286115e-23,6.1248155759543515e-19,2.6773485187740735e-17,9.8768121188426452e-20,2.5462297797535153e-14,2.2497808597472505e-23,0.0057106334813450009,0.0012202488810721989,5.500951952508664e-10,9.8976438488440604e-06,3.945926658664968e-14,1.0878399385416934e-09,2.0632408098990968e-07,1.0969971658453383e-10,5.4677777689983675e-09,1.1528747634482249e-08,2.1853668026482924e-12,5.8061108192465651e-15,1.7691625117486744e-15,2.5401516608203268e-15
6.626794561681595e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33061908117719407,0.1129551324317184,0.022207019011516661,6.4233246198985409e-12,1.4090200262827931e-11,8.4653215402909032e-07,2.7098403054083146e-06,4.504895939545554e-16,7.3501325460933e-21,6.482051245004545e-09,2.4066657496756688e-31,8.8584403584098869e-09,1.6383919646661021e-23,6.2642401011978053e-19,2.7270300245843881e-17,1.0034930644696336e-19,2.5915643572609219e-14,2.2993214051143211e-23,0.0057119038978552883,0.0012263818774030358,5.5261541043538137e-10,9.9709896319675718e-06,3.9653485656690319e-14,1.0953513439827244e-09,2.0621627400522224e-07,1.1106941624653835e-10,5.5051143065900606e-09,1.1775233586594022e-08,2.2074447781193297e-12,5.8892105396051246e-15,1.7975839436771406e-15,2.5704081190186155e-15
6.660828033661299e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33061163765139823,0.1129538669163509,0.022203939478847714,6.5315808194341169e-12,1.4379139138235545e-11,8.640388217778436e-07,2.7371241382528276e-06,4.569595591668213e-16,7.5528262918829157e-21,6.51532340076548e-09,2.4720419958311032e-31,8.9268760533873001e-09,1.6661558703783642e-23,6.4060465402129035e-19,2.7773737887827198e-17,1.0194643791575255e-19,2.6374354109326571e-14,2.3497034750596982e-23,0.0057131421550034945,0.0012325136195626958,5.5513521357902995e-10,1.0044323575795968e-05,3.9847812428858764e-14,1.1028603297039286e-09,2.0610978928027652e-07,1.1244707994077699e-10,5.5425537809895536e-09,1.2025393946791361e-08,2.2296212200722131e-12,5.9730049350345376e-15,1.826319476676795e-15,2.6008856867889637e-15
6.694861505641003e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33060422679411527,0.11295263268347461,0.02220086051155978,6.6411166084252658e-12,1.4672485729567367e-11,8.8179570366202607e-07,2.7645297943018531e-06,4.6349110801857513e-16,7.7599008241332945e-21,6.5486063737642867e-09,2.5388638535116205e-31,8.9955553687241179e-09,1.6942552242990999e-23,6.5502608301837236e-19,2.8283851156707174e-17,1.0355958712374802e-19,2.6838454867218462e-14,2.4009372599467168e-23,0.0057143490064290427,0.0012386441090192883,5.5765460362576356e-10,1.0117642328604205e-05,4.0042245810430507e-14,1.110366545764996e-09,2.0600460094108211e-07,1.1383266604521512e-10,5.5800961001115852e-09,1.2279254174853514e-08,2.2518961260127335e-12,6.0574942213445848e-15,1.8553708282527294e-15,2.6315850026419578e-15
6.728894977620707e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33059684787123894,0.11295142899712683,0.022197782108931485,6.7519412597307285e-12,1.4970281285660218e-11,8.998043886827817e-07,2.7920572759769479e-06,4.7008453439189869e-16,7.9714220014977373e-21,6.5819002792478709e-09,2.6071562136417028e-31,9.0644769700464789e-09,1.7226925584754256e-23,6.6969089891643062e-19,2.8800693097762475e-17,1.0518882560198244e-19,2.7307971062935139e-14,2.453033027203547e-23,0.0057155251881177045,0.0012447733472131801,5.6017357952984167e-10,1.0190942570839878e-05,4.0236784692975656e-14,1.1178696460144514e-09,2.059006837829863e-07,1.1522613255582771e-10,5.6177411735613584e-09,1.2536839502195093e-08,2.2742694928131801e-12,6.1426785777484822e-15,1.8847397100787216e-15,2.66250670480605e-15
6.762928449600411e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33058950016589744,0.11295025513858512,0.022194704270255407,6.8640640726674917e-12,1.5272567091751902e-11,9.1806644962376057e-07,2.8197065849696029e-06,4.7674013226309729e-16,8.1874561277342611e-21,6.6152052314469387e-09,2.676944280621171e-31,9.1336395031535601e-09,1.7514704144647576e-23,6.8460171145837673e-19,2.9324316753919324e-17,1.0683422488308114e-19,2.7782927669021485e-14,2.5060011216132501e-23,0.0057166714188151601,0.0012509013355576494,5.6269214025602178e-10,1.0264221015569041e-05,4.0431427952847757e-14,1.1253692881371081e-09,2.0579801325188274e-07,1.1662743710089706e-10,5.6554889125795075e-09,1.2798174928090431e-08,2.296741316729333e-12,6.2285581474117836e-15,1.9144278279446835e-15,2.6936514312187215e-15
6.796961921580115e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33058218297804765,0.11294911040596313,0.022191626994837663,6.977494372996727e-12,1.5579384465876227e-11,9.3658344284010436e-07,2.8474777222605377e-06,4.8345819570354402e-16,8.4080699459148665e-21,6.648521343572461e-09,2.748253574970662e-31,9.2030415943831506e-09,1.7805913433307533e-23,6.9976113817574583e-19,2.9854775161160564e-17,1.0849585650078846e-19,2.8263349412760107e-14,2.5598519656037124e-23,0.0057177884004309225,0.0012570280754395182,5.652102847797008e-10,1.0337474408908585e-05,4.0626174451669664e-14,1.1328651336983045e-09,2.0569656542572991e-07,1.1803653695530195e-10,5.6933392300329046e-09,1.3063285215994704e-08,2.3193115934170837e-12,6.3151330381713328e-15,1.9444368817069107e-15,2.7250198195726191e-15
6.830995393559819e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3305748956240806,0.11294799411381644,0.022188550281997656,7.0922415129101824e-12,1.589077475528157e-11,9.5535690805413785e-07,2.875370688138683e-06,4.9023901888051411e-16,8.6333306323478507e-21,6.6818487278122446e-09,2.8211099359897158e-31,9.2726818509786821e-09,1.8100579056383026e-23,7.1517180424064678e-19,3.0392121343971939e-17,1.1017379198950654e-19,2.874926077508204e-14,2.6145960595374452e-23,0.0057188768184328106,0.001263153568219778,5.6772801208704337e-10,1.0410699530445009e-05,4.0821023036820444e-14,1.1403568481850801e-09,2.0559631699639807e-07,1.1945338905479143e-10,5.7312920404082765e-09,1.3332194889963342e-08,2.3419803179487989e-12,6.4024033231191216e-15,1.9747685652415727e-15,2.7566125073194692e-15
6.865028865539523e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33056763743643464,0.11294690559275707,0.022185474131067719,7.2083148710191416e-12,1.6206779332876261e-11,9.7438836815782245e-07,2.9033854822198411e-06,4.9708289605799772e-16,8.8633057919794103e-21,6.7151874953275564e-09,2.8955395244274747e-31,9.3425588614575968e-09,1.8398726714475651e-23,7.3083634231870156e-19,3.0936408310830912e-17,1.1186810288384812e-19,2.9240685989545132e-14,2.6702439820012184e-23,0.0057199373422321164,0.0012692778152341932,5.7024532117510333e-10,1.0483893193639555e-05,4.1015972541923004e-14,1.1478441010444848e-09,2.0549724525186601e-07,1.2087795001023749e-10,5.7693472597772501e-09,1.3604928231170872e-08,2.3647474848293959e-12,6.4903690411581227e-15,2.0054245664013709e-15,2.7884301316589159e-15
6.899062337519227e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33056040776321849,0.1129458441890776,0.022182398541392843,7.3257238523445714e-12,1.6527439593701322e-11,9.9367932902199532e-07,2.9315221034649771e-06,5.03990121597496e-16,9.0980634545193051e-21,6.7485377562498397e-09,2.9715688251659109e-31,9.412671195980922e-09,1.870038220307074e-23,7.4675739242297142e-19,3.1487689049734713e-17,1.1357886071820133e-19,2.9737649041379644e-14,2.7268063900954953e-23,0.0057209706255597573,0.0012754008177938961,5.7276221105193284e-10,1.0557052246219504e-05,4.1211021787331892e-14,1.155326565719179e-09,2.0539932805879435e-07,1.2231017612185861e-10,5.8075048057641898e-09,1.3881509274530013e-08,2.3876130880120861e-12,6.5790301976507737e-15,2.0364065669753417e-15,2.8204733295532275e-15
6.933095809498931e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33055320596784327,0.1129448092643837,0.022179323512330366,7.4444778883067703e-12,1.6852796951430977e-11,1.0132312793124175e-06,2.9597805501981079e-06,5.1096098995880454e-16,9.3376720700875797e-21,6.7818996196774838e-09,3.0492246499155473e-31,9.4830174067239578e-09,1.9005571412459026e-23,7.6293760176884264e-19,3.2046016523763713e-17,1.1530613702630763e-19,3.0240173666600679e-14,2.7842940197236496e-23,0.0057219773068336111,0.0012815225771859629,5.7527868073667828e-10,1.063017357055573e-05,4.1406169580621151e-14,1.1628039196805214e-09,2.0530254384549752e-07,1.2375002339341067e-10,5.8457645975212814e-09,1.4161961805411578e-08,2.410577120913779e-12,6.6683867650491879e-15,2.0677162426517657e-15,2.8527427377355611e-15
