Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),CHOX(61),CO2X(24),COX(58),H2OX(23)
9.066053327552875e-08,0.09977366400000001,0.80000000000000004,0.0,0.27741443885960992,0.095817433242741695,0.096130484446352193,1.6542660768379085e-10,1.5653183676608728e-10,6.7067793293500776e-06,1.0234359674053503e-05,1.3841094773889973e-14,8.3193712091666149e-15,2.2810524600211503e-10,1.1257565766734046e-30,5.8886330363015138e-10,1.8422745029823785e-21,1.0795086314939187e-17,7.66460554074208e-18,1.0250961730702886e-21,1.3012727900638066e-14,6.9263895659730188e-24,0.0041721498800817809,0.0077286980111464475,2.8343846197434534e-09,6.6056473691388774e-10,2.8072843709441719e-05,7.9570811585445517e-14,3.914056459381369e-09,7.7786954183475647e-08,9.7584136223368014e-08,8.3220934865792914e-08,1.4447430333957193e-13,2.6989430763932789e-14,4.1521462166319918e-12,1.7183384036726598e-14
9.080966512884625e-08,0.09977366400000001,0.80000000000000004,0.0,0.27740244341359249,0.095817516199909053,0.096124438050599018,1.663290079990832e-10,1.5762327319257345e-10,6.7468138730511127e-06,1.0267116334848627e-05,1.3906993132620316e-14,8.3586860852673158e-15,2.2881562868839103e-10,1.1400819091808995e-30,5.9092783679668129e-10,1.8568464408162091e-21,1.0870861211788475e-17,7.7114883303328854e-18,1.0308519365166927e-21,1.3076537406005536e-14,6.9927027641235619e-24,0.0041720339337519025,0.007740757817616988,2.8387725290802409e-09,6.628221532556718e-10,2.8123690476549297e-05,7.9716456912188713e-14,3.9211237287527383e-09,7.778316654871363e-08,9.7807343465586096e-08,8.3726898304914e-08,1.4507331456899028e-13,2.7094516288494217e-14,4.1652560710883349e-12,1.728153629834238e-14
9.095879698216375e-08,0.09977366400000001,0.80000000000000004,0.0,0.27739045052142486,0.095817599729334998,0.096118392557940094,1.6723491578035201e-10,1.5872013160954694e-10,6.7869849117687904e-06,1.0299922397508677e-05,1.3973095501409798e-14,8.3981208051215768e-15,2.2952702100474485e-10,1.1545653845286309e-30,5.9299429142375342e-10,1.8715091735199131e-21,1.0947012328010296e-17,7.7585641995356656e-18,1.0366312310795816e-21,1.3140537634401643e-14,7.0595400456843025e-24,0.004171917365572337,0.0077528157682910008,2.8431597869582232e-09,6.6508148746275723e-10,2.8174459093465251e-05,7.9862097636407711e-14,3.9281802170751908e-09,7.7779383332827142e-08,9.8030742481246444e-08,8.4234621658387356e-08,1.4567345435060618e-13,2.7199849824506581e-14,4.1783848568189597e-12,1.7380067116602687e-14
9.110792883548126e-08,0.09977366400000001,0.80000000000000004,0.0,0.27737846017551565,0.095817683823977179,0.096112347968119127,1.6814433928047459e-10,1.5982242606506829e-10,6.8272924157604551e-06,1.0332777850442544e-05,1.4039402165174403e-14,8.437675527330962e-15,2.3023942245348103e-10,1.1692084807934746e-30,5.9506265547400132e-10,1.8862631123533846e-21,1.1023540665968176e-17,7.805833504773336e-18,1.0424341164885465e-21,1.3204728714590841e-14,7.1269046733509116e-24,0.0041718001825969964,0.0077648718636927211,2.8475463934296492e-09,6.6734273019785008e-10,2.8225149573795276e-05,8.0007733088421831e-14,3.9352259259832686e-09,7.7775604510564012e-08,9.8254333194532847e-08,8.4744104497000117e-08,1.4627472148661633e-13,2.7305431600431817e-14,4.1915325666692628e-12,1.7478977572414654e-14
9.125706068879876e-08,0.09977366400000001,0.80000000000000004,0.0,0.27736647236834927,0.095817768476870471,0.096106304280880253,1.6905728675937481e-10,1.6093017059882873e-10,6.8677363540490143e-06,1.036568268206062e-05,1.4105913408692203e-14,8.4773504103817956e-15,2.3095283253643939e-10,1.1840126873386554e-30,5.971329169344469e-10,1.9011086697113193e-21,1.1100447227849689e-17,7.8532966020744094e-18,1.0482606525211734e-21,1.3269110774694163e-14,7.1947999245845508e-24,0.004171682391802759,0.0077769261043455816,2.8519323485509794e-09,6.696058771774123e-10,2.8275761933653966e-05,8.0153373490118368e-14,3.9422608559782231e-09,7.7771830058307057e-08,9.8478115529737817e-08,8.5255346373870181e-08,1.4687711503966173e-13,2.7411261690449466e-14,4.2046991936054673e-12,1.7578267386577357e-14
9.140619254211627e-08,0.09977366400000001,0.80000000000000004,0.0,0.27735448709248428,0.095817853681125859,0.09610026149596794,1.6997376648401651e-10,1.6204337923844901e-10,6.9083166944338115e-06,1.0398636880774844e-05,1.4172629516603515e-14,8.5171456126451129e-15,2.3166725075499619e-10,1.1989795048799971e-30,5.9920506381673455e-10,1.9160462591240477e-21,1.1177733015614541e-17,7.9009538470756796e-18,1.0541108990030583e-21,1.3333683942192132e-14,7.2632290916525791e-24,0.0041715640000903253,0.0077889784907722286,2.8563176523899667e-09,6.7187091411406012e-10,2.8326296191651487e-05,8.0299004268168328e-14,3.9492850128327594e-09,7.7768059947845883e-08,9.8702089411127027e-08,8.5768346824592638e-08,1.4748063378293642e-13,2.7517340474425311e-14,4.2178847307914466e-12,1.7677937528557969e-14
9.154041121010202e-08,0.09977366400000001,0.80000000000000004,0.0,0.27734370250237744,0.095817930830737225,0.096094823760825204,1.708016251446219e-10,1.6304995041033412e-10,6.9449555969811401e-06,1.0428337858908564e-05,1.4232849407924456e-14,8.5530642984094917e-15,2.3231108869515052e-10,1.2125899226117031e-30,6.0107159815811462e-10,1.9295691197009442e-21,1.1247615290704217e-17,7.9440116574806477e-18,1.0593964427554898e-21,1.3391963294612408e-14,7.3252745730747355e-24,0.0041714569394067664,0.0077998240536241272,2.860263869041891e-09,6.73911057639817e-10,2.8371710264126959e-05,8.0430068631497056e-14,3.9555975437416432e-09,7.7764670541798274e-08,9.8903829613805944e-08,8.6231550413051166e-08,1.4802476172571768e-13,2.7613024144699459e-14,4.2297678764980213e-12,1.7767966785321807e-14
9.166120801128919e-08,0.09977366400000001,0.80000000000000004,0.0,0.27733399811483234,0.09581800063844996,0.096089930423772812,1.7154915491520091e-10,1.6395966678121211e-10,6.9780250306140043e-06,1.0455102913406898e-05,1.4287189557324051e-14,8.5854746475567986e-15,2.3289124037899829e-10,1.2249538794250196e-30,6.0275276933442344e-10,1.9418039686646133e-21,1.131077326846697e-17,7.9828986036930074e-18,1.0641699303712232e-21,1.3444547227141958e-14,7.3814895608603146e-24,0.0041713601774240857,0.0078095837767218797,2.8638150130528296e-09,6.7574848685721098e-10,2.8412528868546445e-05,8.0548025819705597e-14,3.9612713631806147e-09,7.7761623052599834e-08,9.9085528353593732e-08,8.6649650909600345e-08,1.4851525473647256e-13,2.7699311884648198e-14,4.240475794682768e-12,1.7849257263178029e-14
9.178200481247637e-08,0.09977366400000001,0.80000000000000004,0.0,0.27732429537508324,0.095818070795908108,0.096085037678283927,1.7229901691418098e-10,1.6487299306318464e-10,7.0111838964512686e-06,1.0481900337058246e-05,1.4341664623900089e-14,8.6179642193497019e-15,2.3347205261253613e-10,1.2374272312044504e-30,6.0443515630224001e-10,1.9540999388575697e-21,1.1374181837309338e-17,8.0219135612732231e-18,1.0689590809422394e-21,1.3497256769817343e-14,7.4380607533425528e-24,0.004171263033203,0.0078193422841885164,2.8673657298606333e-09,6.7758714205469597e-10,2.8453296271474642e-05,8.0665979785431515e-14,3.9669381192735922e-09,7.7758578368903739e-08,9.9267352632452533e-08,8.706890432401098e-08,1.4900648405102175e-13,2.7785763130783773e-14,4.2511961073065111e-12,1.7930798348659699e-14
9.190280161366354e-08,0.09977366400000001,0.80000000000000004,0.0,0.2773145942793151,0.095818141299593249,0.096080145524223406,1.7305121554846164e-10,1.6578993669269515e-10,7.0444321750773699e-06,1.0508730123707321e-05,1.4396274758657711e-14,8.6505330977313575e-15,2.3405352512989442e-10,1.2500107975976259e-30,6.0611875273876005e-10,1.9664572522320984e-21,1.1437841529392734e-17,8.0610567184800981e-18,1.0737639263546856e-21,1.3550091989173282e-14,7.4949899287921417e-24,0.0041711655102680848,0.0078290995763002948,2.8709160194973772e-09,6.7942701885816191e-10,2.8494012487488676e-05,8.0783931555948249e-14,3.972597813428758e-09,7.7755536478371025e-08,9.9449302410250339e-08,8.7489310376461063e-08,1.4949844903973296e-13,2.7872377993102547e-14,4.2619288105315484e-12,1.8012590727318895e-14
9.202359841485072e-08,0.09977366400000001,0.80000000000000004,0.0,0.27730489482374326,0.095818212146018267,0.096075253961456483,1.7380575522796374e-10,1.667105051026044e-10,7.0777698465711479e-06,1.0535592267199517e-05,1.445102011254292e-14,8.6831813665952154e-15,2.3463565766500777e-10,1.262705403269813e-30,6.0780355233221382e-10,1.9788761312309136e-21,1.1501752876797221e-17,8.1003282634087992e-18,1.0785844985154062e-21,1.3603052951475785e-14,7.5522788719326993e-24,0.0041710676121127083,0.0078388556533331502,2.8744658819928309e-09,6.8126811333258178e-10,2.8534677532193789e-05,8.0901881697193725e-14,3.9782504480417265e-09,7.7752497367930224e-08,9.9631377646857269e-08,8.7910868779870563e-08,1.4999114919877173e-13,2.7959156564896799e-14,4.2726739006596766e-12,1.8094634393897312e-14
9.21443952160379e-08,0.09977366400000001,0.80000000000000004,0.0,0.27729519700461341,0.095818283331726886,0.096070362989848349,1.7456264036562473e-10,1.6763470572131133e-10,7.111196890509604e-06,1.0562486761380933e-05,1.450590083644253e-14,8.7159091097849765e-15,2.3521844995161605e-10,1.2755118779276129e-30,6.0948954878194139e-10,1.9913567987874424e-21,1.1565916411524411e-17,8.1397283839918385e-18,1.0834208293519629e-21,1.3656139722723419e-14,7.6099293739550401e-24,0.0041709693421993028,0.0078486105155626748,2.8780153173821287e-09,6.8311041990961081e-10,2.8575291422218093e-05,8.1019827078910303e-14,3.9838960261720238e-09,7.7749461024081525e-08,9.9813578302168787e-08,8.8333579239952334e-08,1.5048458395025104e-13,2.8046098991659181e-14,4.2834313740420566e-12,1.8176929600156095e-14
9.226519201722507e-08,0.09977366400000001,0.80000000000000004,0.0,0.2772855008182013,0.095818354853293541,0.096065472609264513,1.753218753773988e-10,1.6856254597252961e-10,7.1447132859716791e-06,1.058941360009836e-05,1.4560917081184259e-14,8.7487164110945916e-15,2.3580190172326484e-10,1.2884310563427295e-30,6.1117673579846782e-10,2.0038994783260963e-21,1.1630332665501352e-17,8.1792572679999621e-18,1.0882729508125811e-21,1.3709352368648573e-14,7.6679432325314079e-24,0.0041708707039596398,0.0078583641632641536,2.8815643256997326e-09,6.8495393437269492e-10,2.8615854175204146e-05,8.1137769308440474e-14,3.9895345493461139e-09,7.7746427435063532e-08,9.9995904336125239e-08,8.8757441455263325e-08,1.5097875264866e-13,2.8133205382088275e-14,4.2942012268174894e-12,1.8259477165029826e-14
9.238598881841225e-08,0.09977366400000001,0.80000000000000004,0.0,0.27727580626081239,0.095818426707323073,0.096060582819570584,1.7608346468225362e-10,1.6949403327685065e-10,7.178319011542013e-06,1.061637277719932e-05,1.4616068997536728e-14,8.7816033542682297e-15,2.3638601271330663e-10,1.3014637783757891e-30,6.1286510710357581e-10,2.0165043937625536e-21,1.1695002170588478e-17,8.2189151030430273e-18,1.0931408948661936e-21,1.3762690954718754e-14,7.7263222518297515e-24,0.0041707717007951036,0.0078681165967125401,2.8851129069761401e-09,6.8679865339972507e-10,2.8656365809799235e-05,8.1255710230394074e-14,3.9951660201524436e-09,7.7743396588261103e-08,1.0017835570870186e-07,8.9182455117255453e-08,1.5147365481867762e-13,2.8220475812898574e-14,4.3049834552581449e-12,1.8342277088316125e-14
9.250678561959942e-08,0.09977366400000001,0.80000000000000004,0.0,0.27726611332878132,0.09581849889045041,0.096055693620632321,1.7684741270216694e-10,1.7042917505065785e-10,7.2120140453147115e-06,1.0643364286532054e-05,1.4671356736209455e-14,8.8145700230002904e-15,2.3697078265490098e-10,1.3146108890002286e-30,6.1455465643037929e-10,2.029171769504039e-21,1.1759925458570762e-17,8.2587020765710253e-18,1.0980246935024837e-21,1.3816155546137708e-14,7.7850682425279943e-24,0.0041706723360769582,0.007877867816182469,2.8886610612457518e-09,6.8864457123927745e-10,2.8696826345650846e-05,8.1373645701792224e-14,4.0007904424431442e-09,7.7740368470040345e-08,1.0036093237986763e-07,8.9608619910326557e-08,1.5196928991313e-13,2.8307910436264414e-14,4.3157780557645378e-12,1.8425329452745561e-14
9.26275824207866e-08,0.09977366400000001,0.80000000000000004,0.0,0.27725642201847212,0.095818571399340302,0.096050805012315651,1.7761372386213003e-10,1.7136797870521837e-10,7.2457983648970974e-06,1.0670388121945542e-05,1.4726780447852924e-14,8.8476165009353522e-15,2.375562112810152e-10,1.3278732383262633e-30,6.1624537752339706e-10,2.0419018304495903e-21,1.1825103061151985e-17,8.2986183758749253e-18,1.1029243787317682e-21,1.3869746207846541e-14,7.8441830218283076e-24,0.0041705726131466107,0.007887617821948259,2.8922087885450018e-09,6.9049168349320658e-10,2.873723580339864e-05,8.1491577109139097e-14,4.0064078179938714e-09,7.7737343069060399e-08,1.005436343096092e-07,9.0035935511871541e-08,1.524656572584407e-13,2.8395509370078378e-14,4.326585024470627e-12,1.8508635215829972e-14
9.274837922197377e-08,0.09977366400000001,0.80000000000000004,0.0,0.27724673232627789,0.095818644230687186,0.096045916994486696,1.7838240259014225e-10,1.7231045164881584e-10,7.2796719474134689e-06,1.0697444277289482e-05,1.4782340283058596e-14,8.8807428716681831e-15,2.3814229832442544e-10,1.3412516816249435e-30,6.1793726413862173e-10,2.0546948019903444e-21,1.1890535509971578e-17,8.3386641880875564e-18,1.1078399825850676e-21,1.3923463004525154e-14,7.9036684134714073e-24,0.0041704725353158834,0.0078973666142839148,2.8957560889061021e-09,6.9233998747992216e-10,2.8777594204663449e-05,8.160950769552239e-14,4.0120181495377398e-09,7.7734320373220487e-08,1.0072646145796134e-07,9.0464401592333125e-08,1.5296275640442626e-13,2.8483272673832919e-14,4.3374043576075815e-12,1.8592194442421975e-14
9.286917602316095e-08,0.09977366400000001,0.80000000000000004,0.0,0.27723704424862006,0.095818717381214724,0.09604102956701166,1.7915345331720721e-10,1.7325660128587212e-10,7.3136347695088457e-06,1.0724532746414315e-05,1.4838036392358935e-14,8.9139492187437175e-15,2.3872904351771741e-10,1.3547470793522917e-30,6.1963031004359293e-10,2.0675509100098008e-21,1.1956223336595289e-17,8.3788397001846948e-18,1.1127715371142217e-21,1.3977306000593327e-14,7.9635262477508396e-24,0.0041703721058672684,0.0079071141934631221,2.8993029623626947e-09,6.9418947724787603e-10,2.881790157204364e-05,8.1727432076917426e-14,4.0176214418391594e-09,7.7731300368642873e-08,1.0090941378495395e-07,9.0894017815252829e-08,1.534605868482002e-13,2.8571200506165579e-14,4.348236051630769e-12,1.8676006990427853e-14
9.298997282434813e-08,0.09977366400000001,0.80000000000000004,0.0,0.27722735778194874,0.095818790847675653,0.096036142729756954,1.7992688047733719e-10,1.7420643501527027e-10,7.3476868073527165e-06,1.0751653523171215e-05,1.4893868926227408e-14,8.9472356256570334e-15,2.3931644659328639e-10,1.3683602971735081e-30,6.2132450901746526e-10,2.0804703808841028e-21,1.202216707250342e-17,8.4191450989858563e-18,1.1177190743916739e-21,1.4031275260211772e-14,8.0237583615272891e-24,0.0041702713280541894,0.0079168605597592628,2.9028494089522445e-09,6.960401480412801e-10,2.8858157929107773e-05,8.1845351084907772e-14,4.0232176969264564e-09,7.7728283044392944e-08,1.0109249125063697e-07,9.1324783837321899e-08,1.5395914787621345e-13,2.8659292999846174e-14,4.3590801026820504e-12,1.8760073941937351e-14
9.31107696255353e-08,0.09977366400000001,0.80000000000000004,0.0,0.27721767292274213,0.09581886462685163,0.096031256482589131,1.8070268850754705e-10,1.7515996023308352e-10,7.3818280366427699e-06,1.0778806601412109e-05,1.4949838035078542e-14,8.9806021758533389e-15,2.3990450728333879e-10,1.3820922059872573e-30,6.2301985485107757e-10,2.0934534414823024e-21,1.2088367249120411e-17,8.4595805711552e-18,1.1226826265105461e-21,1.4085370847283703e-14,8.0843665982428835e-24,0.0041701702051012588,0.0079266057134454049,2.9063954287092222e-09,6.9789199803550578e-10,2.8898363300381993e-05,8.1963270050570342e-14,4.0288069174728319e-09,7.7725268389053226e-08,1.0127569381512729e-07,9.1756699308432012e-08,1.5445843905775728e-13,2.8747550191195722e-14,4.3699365069307095e-12,1.8844395511728054e-14
9.323156642672248e-08,0.09977366400000001,0.80000000000000004,0.0,0.27720798966750643,0.095818938715552721,0.096026370825374893,1.8148088184784872e-10,1.7611718433207596e-10,7.4160584326086423e-06,1.0805991974989686e-05,1.500594386926795e-14,9.0140489527279686e-15,2.4049322531989252e-10,1.3959436819500289e-30,6.247163413470226e-10,2.1065003191666351e-21,1.2154824397801798e-17,8.50014630320266e-18,1.127662225584887e-21,1.4139592825455881e-14,8.1453528079355302e-24,0.0041700687402045321,0.0079363496547943061,2.9099410216669931e-09,6.9974502113935272e-10,2.8938517711347137e-05,8.2081182245098406e-14,4.0343891092774211e-09,7.7722256388355489e-08,1.0145902143851224e-07,9.2189763871726162e-08,1.5495845995488125e-13,2.8835972242492636e-14,4.3808052608878972e-12,1.8928971276515592e-14
9.335236322790965e-08,0.09977366400000001,0.80000000000000004,0.0,0.27719830801277512,0.095819013110617426,0.096021485757981126,1.8226146494125998e-10,1.7707811469889646e-10,7.4503779700156322e-06,1.0833209637757384e-05,1.5062186579092307e-14,9.047576039626349e-15,2.4108260043477751e-10,1.409915606500575e-30,6.2641396231971343e-10,2.11961124179279e-21,1.2221539049806542e-17,8.5408424814847321e-18,1.1326579037493158e-21,1.4193941258119472e-14,8.206718847253216e-24,0.0041699669365317582,0.0079460923840784271,2.9134861878631582e-09,7.0159921193779894e-10,2.8978621188432831e-05,8.2199087268577679e-14,4.0399642746998913e-09,7.7719247031691584e-08,1.0164247408088289e-07,9.2623977163649471e-08,1.5545920980124298e-13,2.8924559310709709e-14,4.3916863607255903e-12,1.9013802393941516e-14
9.347316002909683e-08,0.09977366400000001,0.80000000000000004,0.0,0.27718862795510973,0.095819087808912198,0.09601660128027481,1.8304444223379584e-10,1.7804275871739365e-10,7.484786623168431e-06,1.0860459583569405e-05,1.5118566314789443e-14,9.0811835198440003e-15,2.4167263235963685e-10,1.4240088663844326e-30,6.2811271159545003e-10,2.132786437710176e-21,1.228851173634594e-17,8.5816692922052875e-18,1.1376696931590654e-21,1.4248416208411832e-14,8.268466579468363e-24,0.00416986479722264,0.0079558339015699201,2.9170309273345507e-09,7.0345456968460759e-10,2.9018673759002517e-05,8.2316993333684883e-14,4.0455324160992328e-09,7.7716240308566178e-08,1.0182605170243934e-07,9.3059338813999743e-08,1.5596068817306414e-13,2.9013311403314558e-14,4.4025798025301503e-12,1.9098889339243189e-14
9.3593956830284e-08,0.09977366400000001,0.80000000000000004,0.0,0.2771789494910985,0.09581916280733134,0.096011717392123122,1.838298181744598e-10,1.7901112376893158e-10,7.5192843659148448e-06,1.0887741806280721e-05,1.5175083226538325e-14,9.1148714766265044e-15,2.4226332082592718e-10,1.4382243536785177e-30,6.2981258301248553e-10,2.1460261357621926e-21,1.2355742988572789e-17,8.6226269214168827e-18,1.142697625990456e-21,1.4303017739217578e-14,8.3305978744921622e-24,0.0041697623253890643,0.0079655742075406405,2.9205752401150184e-09,7.0531108829553698e-10,2.9058675451351357e-05,8.2434892400908198e-14,4.0510935404392473e-09,7.7713236204171242e-08,1.0200975426333687e-07,9.3495848445978302e-08,1.564628947257515e-13,2.9102228680509206e-14,4.4134855828622652e-12,1.9184231366662667e-14
9.371475363147118e-08,0.09977366400000001,0.80000000000000004,0.0,0.2771692726173568,0.095819238102796703,0.096006834093393376,1.8461759721525885e-10,1.7998321722811674e-10,7.5538711716494984e-06,1.0915056299747075e-05,1.5231737464459072e-14,9.1486399931695054e-15,2.4285466556491953e-10,1.4525629658157978e-30,6.315135704210917e-10,2.159330565286493e-21,1.2423233337526556e-17,8.6637155550214493e-18,1.1477417344403586e-21,1.4357745913169105e-14,8.3931146088889276e-24,0.0041696595241153657,0.0079753133022621402,2.9241191262416446e-09,7.0716876127278726e-10,2.9098626294702496e-05,8.2552781812828163e-14,4.0566476505639458e-09,7.7710234708068617e-08,1.0219358172370082e-07,9.3933505676240483e-08,1.5696582862795684e-13,2.9191311336209896e-14,4.4244036979543267e-12,1.9269829615071947e-14
9.382347075253964e-08,0.09977366400000001,0.80000000000000004,0.0,0.27716056478789375,0.095819306120167994,0.096002439628382785,1.8532865668459083e-10,1.8086129522260042e-10,7.5850754233140281e-06,1.0939666930284737e-05,1.528284381649159e-14,9.17910060537437e-15,2.4338743672091925e-10,1.465573734544278e-30,6.3304540818861531e-10,2.1713600872132376e-21,1.2484196618152471e-17,8.7008074875487514e-18,1.1522952888264138e-21,1.4407109601179134e-14,8.4497107768629784e-24,0.004169566723824918,0.0079840774521176029,2.9273082589986532e-09,7.0884165482441751e-10,2.9134538602711058e-05,8.2658884420758007e-14,4.0616403541642875e-09,7.7707535583815504e-08,1.0235913319422298e-07,9.4328378057939506e-08,1.5741909071704634e-13,2.9271627088214921e-14,4.4342405444446952e-12,1.9347087698179295e-14
9.393218787360809e-08,0.09977366400000001,0.80000000000000004,0.0,0.2771518582413991,0.09581937437346992,0.095998045640600063,1.8604166952330068e-10,1.8174240457131248e-10,7.6163517740584929e-06,1.0964303690679694e-05,1.5334061633627755e-14,9.209626598912472e-15,2.4392073904382394e-10,1.4786856274996276e-30,6.3457814047172795e-10,2.1834423956805611e-21,1.2545370584312647e-17,8.7380058194059075e-18,1.1568619950605208e-21,1.4456575965974325e-14,8.5066220535641672e-24,0.0041694736613743077,0.0079928406212784586,2.9304970462233345e-09,7.1051548015097925e-10,2.9170409770023973e-05,8.2764983939958904e-14,4.0666273832088842e-09,7.770483855390735e-08,1.0252478577216565e-07,9.4724179389901967e-08,1.578729414376302e-13,2.9352076868728712e-14,4.444087376313396e-12,1.9424553340338293e-14
9.404090499467654e-08,0.09977366400000001,0.80000000000000004,0.0,0.27714315297546044,0.095819442860514775,0.095993652129948814,1.867566389831133e-10,1.826265506424716e-10,7.6477002035607719e-06,1.0988966576454411e-05,1.5385391025183007e-14,9.2402180343296115e-15,2.4445457233734751e-10,1.4918993101372386e-30,6.3611176281250215e-10,2.1955776589035595e-21,1.2606755622987741e-17,8.7753106858063194e-18,1.1614418766572313e-21,1.4506145052695491e-14,8.5638498208879352e-24,0.0041693803389557206,0.0080016028099420631,2.9336854879414312e-09,7.1219022819863574e-10,2.920623981983608e-05,8.2871067939868164e-14,4.0716087417146771e-09,7.7702143609212532e-08,1.0269053942850437e-07,9.5120909379270618e-08,1.5832738005198428e-13,2.9432660951177892e-14,4.453944191043384e-12,1.9502227032223638e-14
9.4149622115745e-08,0.09977366400000001,0.80000000000000004,0.0,0.27713444898768241,0.095819511579132419,0.095989259096332699,1.8747356831772275e-10,1.8351373880166028e-10,7.6791206912106373e-06,1.1013655583131887e-05,1.5436832100434256e-14,9.2708749721387721e-15,2.4498893640508364e-10,1.5052154514885886e-30,6.3764627076105341e-10,2.2077660454222715e-21,1.2668352121131877e-17,8.8127222218668316e-18,1.1660349571447268e-21,1.4555816906321482e-14,8.6213954651306477e-24,0.0041692867587438563,0.0080103640183055661,2.9368735841825315e-09,7.1386590482621741e-10,2.9242028775919031e-05,8.2977158142939082e-14,4.076584429140499e-09,7.7699450745209572e-08,1.0285639413427237e-07,9.5518567729019209e-08,1.5878240641889023e-13,2.9513379154377153e-14,4.4638109854831227e-12,1.9580109744038475e-14
9.423294652141204e-08,0.09977366400000001,0.80000000000000004,0.0,0.27712777882663914,0.095819564402772284,0.095985892452593494,1.880243754499737e-10,1.8419577183711641e-10,7.7032511595991513e-06,1.1032595735450474e-05,1.5476333915669303e-14,9.2944158436404629e-15,2.4539884991373307e-10,1.5154911604135714e-30,6.3882296524164277e-10,2.217143694869758e-21,1.271570510333994e-17,8.8414679551356366e-18,1.1695641956689183e-21,1.4593956655231066e-14,8.6657164018224322e-24,0.0041692148626074196,0.0080170782353699618,2.9393168129847896e-09,7.151508232911342e-10,2.9269430816052524e-05,8.30584657237683e-14,4.0803941263031332e-09,7.7697388246092627e-08,1.029835790639963e-07,9.5823974514897601e-08,1.591315514062436e-13,2.9575335167043353e-14,4.4713799778301244e-12,1.9639942693131495e-14
9.431627092707908e-08,0.09977366400000001,0.80000000000000004,0.0,0.27712110941395124,0.095819617360215187,0.095982526088974354,1.885763372303497e-10,1.8487959742086811e-10,7.7274239345788857e-06,1.1051551227059091e-05,1.551590144945126e-14,9.3179952552866598e-15,2.4580907500568383e-10,1.5258277549134091e-30,6.4000017533983342e-10,2.2265527253352698e-21,1.276318270248788e-17,8.8702764883392503e-18,1.1731012119157645e-21,1.4632156817896461e-14,8.7102255104193345e-24,0.0041691428172701888,0.0080237918767910154,2.9417598388745394e-09,7.1643627926700345e-10,2.9296808742413156e-05,8.3139763537262629e-14,4.0842004985936438e-09,7.7695326957770647e-08,1.0311082332210561e-07,9.612992632397169e-08,1.5948104122387991e-13,2.9637370192144612e-14,4.4789548299220845e-12,1.9699897976969253e-14
9.439959533274612e-08,0.09977366400000001,0.80000000000000004,0.0,0.27711444074856029,0.095819670450504643,0.095979160005431996,1.891294551260571e-10,1.8556521796528719e-10,7.751639006531541e-06,1.1070522055942737e-05,1.5555534750932616e-14,9.3416132342822409e-15,2.4621961159236794e-10,1.5362255404947542e-30,6.4117789906187648e-10,2.2359932130865104e-21,1.2810785092746478e-17,8.89914788219589e-18,1.176646016494392e-21,1.4670417414376081e-14,8.7549234203244689e-24,0.0041690706236906854,0.0080305049426572482,2.944202661864806e-09,7.1772227674857656e-10,2.9324162566395091e-05,8.3221066523292252e-14,4.0880035440525791e-09,7.7693266880062102e-08,1.0323812689558831e-07,9.6436423017603267e-08,1.598308757081374e-13,2.9699484116374415e-14,4.4865355402567396e-12,1.9759976536607185e-14
9.448291973841316e-08,0.09977366400000001,0.80000000000000004,0.0,0.2771077728294139,0.095819723672689941,0.09597579420192319,1.8968373060497186e-10,1.862526358831574e-10,7.775896365742054e-06,1.1089508220086588e-05,1.5595233869252573e-14,9.3652698078207608e-15,2.4663045958517697e-10,1.5466848239163783e-30,6.4235613441684262e-10,2.2454652345034982e-21,1.2858512448268576e-17,8.928082197391146e-18,1.180198620018616e-21,1.4708738464673178e-14,8.7998107624699403e-24,0.0041689982828215719,0.0080372174330571398,2.9466452819685112e-09,7.1900881185320278e-10,2.9351492299591776e-05,8.3302366429741216e-14,4.0918032666399338e-09,7.7691208006935391e-08,1.0336548977143491e-07,9.6743464455751805e-08,1.6018105476311446e-13,2.9761677044809204e-14,4.4941221077354072e-12,1.9820177973061328e-14
9.45579117035135e-08,0.09977366400000001,0.80000000000000004,0.0,0.27710177233935568,0.095819771684646712,0.095972765218158271,1.9018356948338204e-10,1.868728507567421e-10,7.7977641365300796e-06,1.1106608877798431e-05,1.5631019389740405e-14,9.3865937448059752e-15,2.4700048895767394e-10,1.5561510141982864e-30,6.4341698203923846e-10,2.2540170782816308e-21,1.2901574057459076e-17,8.9541769289419551e-18,1.1834026400650228e-21,1.4743279114442937e-14,8.8403718576660714e-24,0.004168933050889433,0.0080432581824663955,2.9488434666039627e-09,7.2016715019811423e-10,2.9376068471587898e-05,8.3375528867028531e-14,4.0952201782024164e-09,7.7689356047088596e-08,1.0348016705244825e-07,9.7020267389781713e-08,1.6049651035580374e-13,2.9817718313576602e-14,4.500955025417585e-12,1.987446416054005e-14
