Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),CHOX(61),CO2X(24),COX(58),H2OX(23)
2.2724430345847037e-08,0.09977366400000001,0.80000000000000004,0.0,0.28385717370004276,0.096544172456300537,0.098985496422218808,1.9174521459179256e-12,4.328999814851431e-13,1.4784119868337623e-08,6.3254653485686616e-07,2.5846169103602641e-16,1.5643705943575311e-16,1.6534627228536567e-11,2.7563765610044705e-35,1.6221727862804698e-11,2.454609331547428e-24,1.7307648254150856e-20,3.1513241632291541e-20,1.0622260656184179e-23,1.8634319499771337e-16,2.3435813777300387e-27,0.0034550945523626419,0.0020283574590348775,7.6723926903758713e-10,1.7536042206527901e-11,2.8992956818931757e-06,1.8779424836749302e-14,4.1745442291929009e-10,8.2113449684005988e-08,1.7127920755347031e-08,1.489917590222446e-10,2.5594522895404599e-15,1.2157399633303598e-15,2.6253928446125696e-13,1.7070534130927273e-16
2.280728011889754e-08,0.09977366400000001,0.80000000000000004,0.0,0.28384512677929941,0.096539378002776649,0.098981875029767005,1.9401195065871798e-12,4.3926122404829921e-13,1.5040398412068544e-08,6.3757222704995122e-07,2.6114935636174997e-16,1.5807057083074791e-16,1.6648379531429193e-11,2.8337471719309581e-35,1.6386690750607634e-11,2.4973631133101932e-24,1.7611512478388495e-20,3.1983222261264864e-20,1.0756214763761333e-23,1.8839702303440402e-16,2.392898048869043e-27,0.0034598839230591213,0.0020355951471798749,7.698527150217052e-10,1.7719271030378496e-11,2.9190976802071684e-06,1.8844552461707722e-14,4.2022284369162922e-10,8.2094235084934944e-08,1.7198750104966308e-08,1.5171333120137578e-10,2.5876995449274231e-15,1.2251741193171009e-15,2.6461426299509441e-13,1.7260910369983618e-16
2.289012989194804e-08,0.09977366400000001,0.80000000000000004,0.0,0.28383311043821075,0.096534613277372963,0.098978254076781153,1.9629624039949048e-12,4.4569446044923255e-13,1.5300163970464461e-08,6.4261479146985719e-07,2.638553301211795e-16,1.5971523965490799e-16,1.6762506080535139e-11,2.9130035477446127e-35,1.6552718743768934e-11,2.540705925057402e-24,1.7919589779871058e-20,3.2458362513054995e-20,1.0891260141352077e-23,1.9046635502116364e-16,2.4430721626077404e-27,0.0034646435485777265,0.0020428319394548955,7.7246580971853377e-10,1.7903730108655148e-11,2.9389608462431897e-06,1.8909686745300547e-14,4.2299949048679449e-10,8.2075133333840955e-08,1.7269643651297371e-08,1.5447406675738574e-10,2.6161576829829394e-15,1.2346488640160073e-15,2.6669609716214773e-13,1.7452780040522148e-16
2.2972979664998542e-08,0.09977366400000001,0.80000000000000004,0.0,0.28382112449420349,0.096529878099100672,0.098974633562431899,1.9859815916520114e-12,4.5220027785724868e-13,1.5563450771230989e-08,6.4767422399787453e-07,2.6657967199214328e-16,1.6137110192903026e-16,1.6877006763417112e-11,2.9941847242938478e-35,1.671981454852733e-11,2.5846437498861781e-24,1.8231922949229969e-20,3.2938700653280679e-20,1.1027401002813383e-23,1.9255125549716663e-16,2.4941155109931359e-27,0.0034693736099103895,0.0020500678375224082,7.7507855476675507e-10,1.8089422855127677e-11,2.9588850977984622e-06,1.8974827810508014e-14,4.257843610473905e-10,8.2056144967962792e-08,1.7340601745827785e-08,1.5727437463887095e-10,2.644827571317408e-15,1.2441642556623964e-15,2.6878478487767891e-13,1.764615047137501e-16
2.3055829438049044e-08,0.09977366400000001,0.80000000000000004,0.0,0.28380916876581608,0.096525172288072933,0.098971013485894765,2.0091778243769408e-12,4.5877926661215996e-13,1.5830293240790368e-08,6.5275052064434993e-07,2.6932244163897746e-16,1.6303819365893761e-16,1.6991881468016158e-11,3.0773304029881237e-35,1.6887980863216623e-11,2.6291826101130876e-24,1.8548555049352427e-20,3.3424275103234849e-20,1.1164641567764731e-23,1.9465178905777089e-16,2.5460400056364052e-27,0.003474074286947309,0.0020573028430350476,7.7769095178965584e-10,1.8276352673760973e-11,2.978870352321881e-06,1.9039975790290594e-14,4.2857745226883617e-10,8.2037270427277348e-08,1.7411624722443698e-08,1.6011466636174301e-10,2.673710072881633e-15,1.2537203637088184e-15,2.7088032407517349e-13,1.7841029012234101e-16
2.3138679211099546e-08,0.09977366400000001,0.80000000000000004,0.0,0.28379724307269233,0.096520495665497655,0.098967393846350019,2.0325518582801709e-12,4.6543202023470168e-13,1.6100726004439245e-08,6.5784367754238613e-07,2.7208369871257698e-16,1.6471655083551801e-16,1.7107130082648934e-11,3.1624809597278231e-35,1.7057220378252406e-11,2.674328567390322e-24,1.8869529415973394e-20,3.3915124439605761e-20,1.1302986061636125e-23,1.9676802035426775e-16,2.598857678495173e-27,0.0034787457584836618,0.0020645369576356722,7.8030300239559613e-10,1.8464522958776414e-11,2.9989165269141004e-06,1.9105130824605067e-14,4.3137875927436881e-10,8.2018510060882807e-08,1.7482712898146078e-08,1.6299535601232795e-10,2.7028060541757565e-15,1.2633172741742256e-15,2.7298271276916476e-13,1.8037423035418833e-16
2.3221528984150048e-08,0.09977366400000001,0.80000000000000004,0.0,0.28378534723557436,0.096515848053671277,0.09896377464298288,2.0561044507486601e-12,4.7215913543697589e-13,1.6374783886500897e-08,6.6295369094178362e-07,2.748635028504455e-16,1.6640620943476429e-16,1.7222752496005033e-11,3.2496774539203658e-35,1.7227535776118647e-11,2.7200877228218001e-24,1.9194889658264802e-20,3.441128739420484e-20,1.1442438715715306e-23,1.9890001409363038e-16,2.6525806826580701e-27,0.0034833882022262865,0.0020717701829574388,7.8291470817799215e-10,1.865393709476225e-11,3.0190235383234152e-06,1.9170293033298667e-14,4.3418827871587935e-10,8.1999864128961457e-08,1.7553866573716574e-08,1.6591686025039838e-10,2.7321163792456397e-15,1.2729550402998468e-15,2.75091949037869e-13,1.8235339935637827e-16
2.330437875720055e-08,0.09977366400000001,0.80000000000000004,0.0,0.28377348107629646,0.096511229275971791,0.098960155874983274,2.0798363604280532e-12,4.7896121213290508e-13,1.6652501910471798e-08,6.6808055720324184e-07,2.776619136767452e-16,1.6810720541781248e-16,1.7338748597144391e-11,3.3389616375869252e-35,1.7398929731354309e-11,2.766466217079202e-24,1.95246796594204e-20,3.4912802853691894e-20,1.1583003767188883e-23,2.0104783503826094e-16,2.707221293131672e-27,0.0034880017948003108,0.0020790025206238617,7.8552607071522342e-10,1.8844598456353506e-11,3.0391913029470392e-06,1.9235462546841205e-14,4.370060066987433e-10,8.1981332809894097e-08,1.7625086034353841e-08,1.6887959831213436e-10,2.761641905536657e-15,1.2826337243145282e-15,2.7720803095955162e-13,1.8434787128363463e-16
2.3387228530251052e-08,0.09977366400000001,0.80000000000000004,0.0,0.28376164441777763,0.096506639156852397,0.098956537541545819,2.1037483472091981e-12,4.8583885344864918e-13,1.6933915299162846e-08,6.7322427279280645e-07,2.8047899080234373e-16,1.698195747309807e-16,1.7455118275494619e-11,3.4303759645600071e-35,1.7571404910539865e-11,2.8134702305179177e-24,1.985894357723625e-20,3.5419709859305336e-20,1.1724685459186202e-23,2.0321154800573643e-16,2.762791907629816e-27,0.0034925867117557427,0.0020862339722488763,7.8813709157100095e-10,1.9036510408291437e-11,3.0594197368322839e-06,1.9300639508444159e-14,4.3983193681466832e-10,8.1962916206975998e-08,1.7696371550351162e-08,1.7188399201301378e-10,2.7913834953824324e-15,1.2923534171923706e-15,2.7933095668054501e-13,1.8635772051741555e-16
2.3470078303301554e-08,0.09977366400000001,0.80000000000000004,0.0,0.28374983708401585,0.096502077521834789,0.098952919641869905,2.127841172214684e-12,4.9279266573304722e-13,1.7219059474834904e-08,6.7838483427655041e-07,2.833147938248619e-16,1.715433533058076e-16,1.7571861420848408e-11,3.52396359977037e-35,1.7744963972283848e-11,2.8611059832929179e-24,2.0197725844689015e-20,3.5932047606602759e-20,1.1867488040824735e-23,2.0539121786855345e-16,2.819305047365225e-27,0.0034971431275740198,0.0020934645394369068,7.9074777229455629e-10,1.9229676305621741e-11,3.0797087556712736e-06,1.9365824034672416e-14,4.4266606465369094e-10,8.1944614348489948e-08,1.7767723377707842e-08,1.7493046575063258e-10,2.8213420099165687e-15,1.3021141682217795e-15,2.8146072442081843e-13,1.8838302166957738e-16
2.3552928076352056e-08,0.09977366400000001,0.80000000000000004,0.0,0.28373805890008069,0.096497544197502699,0.098949302175159598,2.1521155977813782e-12,4.9982325856807799e-13,1.7507970059328643e-08,6.8356223831547121e-07,2.8616938232872058e-16,1.7327857705909022e-16,1.7688977923360967e-11,3.6197684286227157e-35,1.7919609567209289e-11,2.9093797354745578e-24,2.0541071170509847e-20,3.6449855445196068e-20,1.2011415767246337e-23,2.0758690955387088e-16,2.8767733578434098e-27,0.0035016712156745273,0.0021006942237829247,7.9335811442052174e-10,1.9424099493284677e-11,3.10005827480219e-06,1.9431016252468286e-14,4.4550838581145889e-10,8.19264271941257e-08,1.7839141758682538e-08,1.7801944650745633e-10,2.8515183009743913e-15,1.3119160296905981e-15,2.8359733238532942e-13,1.9042384955904275e-16
2.3635777849402557e-08,0.09977366400000001,0.80000000000000004,0.0,0.28372630969210705,0.096493039011495502,0.098945685140623574,2.1765723874489608e-12,5.0693124477927325e-13,1.7800682874189538e-08,6.887564816606033e-07,2.8904281588518466e-16,1.7502528189292205e-16,1.7806467673547395e-11,3.7178350664610384e-35,1.8095344337940195e-11,2.9582977871642992e-24,2.0889024539753303e-20,3.6973172878490867e-20,1.2156472899657369e-23,2.0979868804325233e-16,2.9352096096588558e-27,0.0035061711484210625,0.0021079230268725158,7.959681194691253e-10,1.9619783306161743e-11,3.1204682092120617e-06,1.9496216309605573e-14,4.4835889235473909e-10,8.190835464264511e-08,1.7910626922429514e-08,1.8115136385350316e-10,2.8819132265607816e-15,1.3217590997248149e-15,2.8574077882881089e-13,1.9248027923020155e-16
2.371862762245306e-08,0.09977366400000001,0.80000000000000004,0.0,0.28371458928728926,0.09648856179250162,0.098942068537475239,2.2012123059488339e-12,5.1411724044615042e-13,1.80972339407869e-08,6.9396756114833813e-07,2.9193515405240904e-16,1.767835036947305e-16,1.7924330562280193e-11,3.8182088681249769e-35,1.8272170919087957e-11,3.00786647861036e-24,2.1241631214364978e-20,3.7502039563440911e-20,1.2302663705373823e-23,2.1202661837240661e-16,2.9946266992935179e-27,0.0035106430971282698,0.00211515095028194,7.9857778894648729e-10,1.9816731069397635e-11,3.1409384735300889e-06,1.9561424319289533e-14,4.5121757877266052e-10,8.1890396529926637e-08,1.7982179085561616e-08,1.8432664994895524e-10,2.9125276457368068e-15,1.3316434256497785e-15,2.878910620933387e-13,1.945523859653577e-16
2.380147739550356e-08,0.09977366400000001,0.80000000000000004,0.0,0.28370289751387356,0.096484112370252326,0.098938452364932483,2.2260361191862272e-12,5.2138186491267664e-13,1.839765948042698e-08,6.9919547369594948e-07,2.9484645637548154e-16,1.7855327833731416e-16,1.8042566480786706e-11,3.920935937598044e-35,1.8450091937237703e-11,3.0580921903232888e-24,2.1598936733744465e-20,3.8036495310292329e-20,1.2449992457852406e-23,2.14270765630927e-16,3.0550376499176331e-27,0.0035150872320680363,0.002122377995578191,8.0118712434458656e-10,2.0014946097874307e-11,3.1614689820284273e-06,1.9626640403513302e-14,4.5408444048774599e-10,8.1872552634348107e-08,1.8053798452613285e-08,1.8754573954670041e-10,2.9433624046493203e-15,1.3415690458920832e-15,2.900481804961599e-13,1.9664024525428022e-16
2.3884327168554063e-08,0.09977366400000001,0.80000000000000004,0.0,0.28369123420115233,0.09647969057551517,0.098934836622217831,2.2510445942306619e-12,5.2872574079767474e-13,1.8701995914461276e-08,7.0444021629731456e-07,2.9777678238646592e-16,1.8033464167888015e-16,1.8161175320646611e-11,4.0260631377480535e-35,1.8629110010934696e-11,3.108981343191464e-24,2.1960986915302181e-20,3.8576580082330515e-20,1.2598463436725979e-23,2.1653119496202921e-16,3.1164556121928352e-27,0.0035195037224758407,0.0021296041643190581,8.0379612714130938e-10,2.0214431696228479e-11,3.1820596486272907e-06,1.9691864716229341e-14,4.5695946805889668e-10,8.1854822686138156e-08,1.8125485216646402e-08,1.9080906999480262e-10,2.9744183565503758e-15,1.3515360678378044e-15,2.9221213237960231e-13,1.9874393280877784e-16
2.3967176941604565e-08,0.09977366400000001,0.80000000000000004,0.0,0.28367959917945762,0.096475296240087882,0.098931221308558331,2.276238499308044e-12,5.3614949400524338e-13,1.9010279864389082e-08,7.0970178601882454e-07,3.0072619160444389e-16,1.8212762956308053e-16,1.8280156973789429e-11,4.1336381001600268e-35,1.8809227750670597e-11,3.1605403985965138e-24,2.2327827855016263e-20,3.9122333995650156e-20,1.2748080927850529e-23,2.1880797156228853e-16,3.1788938650775685e-27,0.0035238927365570725,0.0021368294580531915,8.064047988007397e-10,2.0415191159349529e-11,3.2027103868867144e-06,1.9757097367298041e-14,4.5984265473790868e-10,8.1837206363260045e-08,1.8197239559781629e-08,1.9411708123890187e-10,3.0056963594825863e-15,1.3615445403436327e-15,2.9438291618907192e-13,2.0086352458683024e-16
2.4041741737350017e-08,0.09977366400000001,0.80000000000000004,0.0,0.28366915170936263,0.096471364677719149,0.098927967892471727,2.2990721924123864e-12,5.4289968696825116e-13,1.929114097444527e-08,7.1445158358661353e-07,3.0339702522469559e-16,1.8375128725589192e-16,1.8387559127934568e-11,4.2325883978595255e-35,1.8972276081966864e-11,3.2075216881840897e-24,2.2662119122224881e-20,3.9618392912331142e-20,1.2883720485132914e-23,2.2087110134541071e-16,3.2359717202281308e-27,0.0035278194951675907,0.0021433314755557875,8.0875232137085801e-10,2.0596966545312565e-11,3.2213473408568286e-06,1.9815813981111881e-14,4.6244449512769991e-10,8.1821448517011414e-08,1.8261876390738603e-08,1.9713285914931091e-10,3.034037109105842e-15,1.3705876243306268e-15,2.9634246159999229e-13,2.0278481824398461e-16
2.411630653309547e-08,0.09977366400000001,0.80000000000000004,0.0,0.28365872689616894,0.09646745510079556,0.098924714822740234,2.3220572686614878e-12,5.4971555114798781e-13,1.9575256377207641e-08,7.1921500675670688e-07,3.0608340781379232e-16,1.8538441595942923e-16,1.8495263095287536e-11,4.3335964220568003e-35,1.9136219142393416e-11,3.2550556330665529e-24,2.3000362464891485e-20,4.0119105910454332e-20,1.3020295327154447e-23,2.2294757287171042e-16,3.2938967340593655e-27,0.0035317242545541412,0.0021498327866661805,8.1109957794255554e-10,2.0779778809413823e-11,3.2400328190464784e-06,1.9874537557542709e-14,4.6505293337920148e-10,8.1805782111897646e-08,1.8326568217936396e-08,2.0018551135074896e-10,3.0625590181498044e-15,1.3796643782725063e-15,2.9830753843088324e-13,2.0471911169048646e-16
2.419087132884092e-08,0.09977366400000001,0.80000000000000004,0.0,0.28364832461832329,0.096463567388812857,0.098921462098809657,2.3451942904407988e-12,5.5659754969572958e-13,1.9862653185957053e-08,7.2399205352602043e-07,3.0878538273433441e-16,1.8702704177362005e-16,1.8603268797781985e-11,4.4366985330565791e-35,1.9301058818211533e-11,3.3031470281810804e-24,2.3342592067936063e-20,4.0624502551173066e-20,1.3157808591358819e-23,2.2503743377929625e-16,3.3526788567098494e-27,0.003535607135223186,0.002156333392494574,8.1344656955474506e-10,2.096363033247356e-11,3.2587667576984799e-06,1.9933268180546405e-14,4.6766796169782006e-10,8.179020682591885e-08,1.8391315153208534e-08,2.0327536396954146e-10,3.0912627185661404e-15,1.3887748676088135e-15,3.0027814561743455e-13,2.0666646077365619e-16
2.4265436124586373e-08,0.09977366400000001,0.80000000000000004,0.0,0.28363794475493948,0.096459701421927127,0.098918209720128797,2.3684838208651671e-12,5.635461479442251e-13,2.0153358645512431e-08,7.2878272192989788e-07,3.1150299334050431e-16,1.8867919078893266e-16,1.8711576157575006e-11,4.5419316205943259e-35,1.9466796990364277e-11,3.3518006953198026e-24,2.3688842300408405e-20,4.1134612495312308e-20,1.3296263419352728e-23,2.2714073174062198e-16,3.4123281245154737e-27,0.0035394682570208595,0.0021628332941453191,8.1579329723760041e-10,2.1148523488300189e-11,3.2775490928129587e-06,1.9992005921547629e-14,4.7028957883761967e-10,8.1774722305769788e-08,1.845611730230556e-08,2.0640274484183977e-10,3.1201488146383548e-15,1.3979190693882264e-15,3.022542820662034e-13,2.0862692147621505e-16
2.4340000920331825e-08,0.09977366400000001,0.80000000000000004,0.0,0.28362758718579351,0.096455857080951141,0.098914957686149246,2.3919264237701265e-12,5.7056181341383877e-13,2.0447400132276334e-08,7.3358701004016498e-07,3.1423628297808923e-16,1.903408890863975e-16,1.8820185097045685e-11,4.6493331098932145e-35,1.9633435534468351e-11,3.4010214831977644e-24,2.4039147715803683e-20,4.1649465503221173e-20,1.3435662956919461e-23,2.2925751446232715e-16,3.472854660491159e-27,0.0035433077391365956,0.0021693324927169518,8.181397620125235e-10,2.1334460643508348e-11,3.2963797601605438e-06,2.0050750914902155e-14,4.7291777654850875e-10,8.1759328181995335e-08,1.8520974765171735e-08,2.0956798351484795e-10,3.149217913401064e-15,1.4070970735966567e-15,3.0423594662839946e-13,2.1060054990902869e-16
2.4407109236502733e-08,0.09977366400000001,0.80000000000000004,0.0,0.28361828433630176,0.096452415566243691,0.098912031149836391,2.4131561099458512e-12,5.7693364298379632e-13,2.0714912506291487e-08,7.3792251262267127e-07,3.1670968504232109e-16,1.9184460373873846e-16,1.8918190929217781e-11,4.7478798020716864e-35,1.9784181588078963e-11,3.4458091097320757e-24,2.4357918478404598e-20,4.2116913206887285e-20,1.3561932870789315e-23,2.3117418783894652e-16,3.528087044057505e-27,0.0035467448690964173,0.0021751811712020573,8.202513563608284e-10,2.1502698653894446e-11,3.3133686315558532e-06,2.0103627665062702e-14,4.7528877444903913e-10,8.1745550436284971e-08,1.8579393853165949e-08,2.1244934049068215e-10,3.1755370938108376e-15,1.4153862215881168e-15,3.0602417043994794e-13,2.1238812043721494e-16
2.447421755267364e-08,0.09977366400000001,0.80000000000000004,0.0,0.28360899936157841,0.0964489913865407,0.098909104891894098,2.4345106541661855e-12,5.833605213879289e-13,2.0985169486692072e-08,7.4226904427562147e-07,3.1919585381260213e-16,1.9335609342744761e-16,1.9016440921958727e-11,4.8482417027973513e-35,1.9935659817703106e-11,3.4910636261665855e-24,2.4680027527139829e-20,4.2588248813842654e-20,1.368897285011621e-23,2.3310185736738306e-16,3.5840457878641333e-27,0.0035501646528996594,0.0021810292818709169,8.2236273930638377e-10,2.1671785932118361e-11,3.3303965526808079e-06,2.0156510380593561e-14,4.7766509436455348e-10,8.1731845291516898e-08,1.8637857886979943e-08,2.1536187325791267e-10,3.2020054697747599e-15,1.4237027756745857e-15,3.0781687048804466e-13,2.1418644357586503e-16
2.4541325868844547e-08,0.09977366400000001,0.80000000000000004,0.0,0.28359973217534301,0.096445584456304828,0.098906178911928516,2.4559904689479425e-12,5.898427940181351e-13,2.1258191304416966e-08,7.466266036620126e-07,3.216948208706558e-16,1.9487537714606988e-16,1.9114935019138515e-11,4.9504472321449802e-35,2.0087871579566488e-11,3.5367886234212547e-24,2.5005500435971626e-20,4.3063494225656603e-20,1.3816785196941951e-23,2.3504055789616606e-16,3.640738453605667e-27,0.0035535671760853118,0.0021868768255124075,8.2447391157590417e-10,2.1841724188599218e-11,3.3474634762204202e-06,2.0209399211601885e-14,4.800467293281296e-10,8.1718212437121867e-08,1.869636692839233e-08,2.1830582561599399e-10,3.2286234611645644e-15,1.4320468313264379e-15,3.0961404588583329e-13,2.1599556051620296e-16
2.4608434185015455e-08,0.09977366400000001,0.80000000000000004,0.0,0.28359048269174075,0.096442194690420535,0.098903253209547751,2.4775959672719867e-12,5.9638080771683184e-13,2.1533998276830414e-08,7.509951894644106e-07,3.2420661779275132e-16,1.9640247388200963e-16,1.921367316476931e-11,5.0545251769598209e-35,2.0240818226379775e-11,3.582987710249353e-24,2.5334362900655261e-20,4.3542671408860132e-20,1.3945372216094228e-23,2.3699032429585351e-16,3.6981726610558076e-27,0.0035569525237704141,0.0021927238029116783,8.265848738904936e-10,2.2012515131006947e-11,3.3645693547012937e-06,2.0262294163654787e-14,4.8243367476824466e-10,8.1704651548562327e-08,1.8754921035959059e-08,2.2128144248980722e-10,3.2553915413177601e-15,1.440418391075216e-15,3.1141569596287483e-13,2.178155126156315e-16
2.466883166956927e-08,0.09977366400000001,0.80000000000000004,0.0,0.28358217322163265,0.096439158506635814,0.098900620314417584,2.4971487168897479e-12,6.0231296649628521e-13,2.178462272122119e-08,7.5493634319844741e-07,3.264782306497942e-16,1.9778355676231285e-16,1.9302746111102605e-11,5.1498203333552923e-35,2.0379099650322895e-11,3.62497523201683e-24,2.5633258524955777e-20,4.3977310745929535e-20,1.4061764785370909e-23,2.3875460421338769e-16,3.7505038106947389e-27,0.0035599847216448905,0.0021979855990798534,8.2848456105368175e-10,2.2166957432957665e-11,3.3799979124447176e-06,2.0309904883489298e-14,4.8458646385815404e-10,8.1692508001178029e-08,1.8807658310216436e-08,2.2398677417499125e-10,3.2796115124713878e-15,1.447976301413451e-15,3.1304100632387037e-13,2.1946276782301625e-16
2.4729229154123087e-08,0.09977366400000001,0.80000000000000004,0.0,0.28357387795946587,0.096436136095913422,0.098897987643531998,2.5168039067652794e-12,6.0829081256058996e-13,2.2037534601135387e-08,7.5888642634275638e-07,3.2876028428052216e-16,1.9917099739466856e-16,1.9392016650829038e-11,5.2466772737269904e-35,2.0517978405084408e-11,3.6673523598918035e-24,2.5934939506010421e-20,4.4415168768290888e-20,1.4178788392587897e-23,2.4052790120074443e-16,3.8034474656370408e-27,0.00356300313742881,0.0022032469377919425,8.3038407925090985e-10,2.2322093026524283e-11,3.3954579502823187e-06,2.0357520722942637e-14,4.8674354741943855e-10,8.1680422223109388e-08,1.8860432171346983e-08,2.267181335560315e-10,3.3039537137765108e-15,1.4555565529195783e-15,3.1466993998605097e-13,2.2111886331919735e-16
2.4789626638676903e-08,0.09977366400000001,0.80000000000000004,0.0,0.28356559684352889,0.096433127397072604,0.098895355196609053,2.5365618389082177e-12,6.1431460178611888e-13,2.2292748907559217e-08,7.6284543797401779e-07,3.3105280169275115e-16,2.0056480960818447e-16,1.948148474342561e-11,5.3451177606440578e-35,2.0657455469468067e-11,3.7101217618660385e-24,2.6239424829788833e-20,4.4856261624251813e-20,1.4296444723803176e-23,2.4231024072394637e-16,3.8570093025149273e-27,0.0035660078323040971,0.0022085078196126397,8.3228342899645851e-10,2.2477923146971496e-11,3.4109494332844458e-06,2.040514171542081e-14,4.889049187981611e-10,8.1668393959953421e-08,1.8913242655850451e-08,2.2947570152377178e-10,3.3284184885394667e-15,1.463159202390377e-15,3.1630249639691773e-13,2.227838294354828e-16
2.485002412323072e-08,0.09977366400000001,0.80000000000000004,0.0,0.28355732981238413,0.096430132349204292,0.098892722973368097,2.556422815625664e-12,6.2038459100993681e-13,2.2550280688221076e-08,7.6681337717956425e-07,3.3335580589074793e-16,2.01965007227969e-16,1.9571150348460614e-11,5.4451638067096763e-35,2.079753181995935e-11,3.7532861177314135e-24,2.6546733562622024e-20,4.5300605504575076e-20,1.4414735466944569e-23,2.441016482632291e-16,3.9111950367867662e-27,0.003568998867180997,0.0022137682451042356,8.3418261080100836e-10,2.2634449028140691e-11,3.4264723264099325e-06,2.0452767735338341e-14,4.9107058004355079e-10,8.1656422942833957e-08,1.8966089798383677e-08,2.3225965970889539e-10,3.3530062148183596e-15,1.4707841229241662e-15,3.1793867526070982e-13,2.2445769665138714e-16
2.4898141045783796e-08,0.09977366400000001,0.80000000000000004,0.0,0.2835507537480268,0.09642775601074885,0.098890626117425398,2.5723194277798779e-12,6.2525361148497159e-13,2.2757117421728031e-08,7.6998090781622278e-07,3.3519806298243154e-16,2.0308508313742117e-16,1.964272566127255e-11,5.5260314961313911e-35,2.0909556127636183e-11,3.7879583620516665e-24,2.6793590931285982e-20,4.5656938889206167e-20,1.4509429429772615e-23,2.4553531743014203e-16,3.9548135856214473e-27,0.0035713720021437801,0.0022179587471677356,8.3569551395664834e-10,2.2759647412002275e-11,3.4388614208105348e-06,2.0490713799567799e-14,4.9279896492611078e-10,8.1646926774021526e-08,1.9008217839973742e-08,2.3449656691459185e-10,3.372682688465287e-15,1.4768747243636614e-15,3.1924476347751063e-13,2.2579760866102677e-16
2.4946257968336873e-08,0.09977366400000001,0.80000000000000004,0.0,0.28354418655344182,0.096425388267325648,0.098888529403131989,2.5882817859242902e-12,6.3015224878297628e-13,2.2965442269133535e-08,7.7315410362222926e-07,3.3704700210252777e-16,2.0420922752486254e-16,1.9714426286231748e-11,5.6079437089942499e-35,2.102196190284419e-11,3.8228843519903886e-24,2.7042262142782389e-20,4.6015354178474186e-20,1.460452797180385e-23,2.4697477100539812e-16,3.9988346914903161e-27,0.0035737365363470394,0.0022221489602435997,8.3720831109952876e-10,2.2885288783569303e-11,3.4512704106224654e-06,2.0528663191896798e-14,4.9453006588256514e-10,8.1637466632376496e-08,1.9050369184626386e-08,2.3675043186874735e-10,3.3924375392730674e-15,1.4829795515954428e-15,3.2055315007015913e-13,2.2714320478525145e-16
2.499437489088995e-08,0.09977366400000001,0.80000000000000004,0.0,0.28353762819793504,0.096423029088504114,0.098886432830347537,2.6043100433148114e-12,6.3508063408423422e-13,2.3175262916431119e-08,7.7633296414948228e-07,3.3890263487797551e-16,2.0533744737531727e-16,1.9786252203017715e-11,5.6909119220284995e-35,2.1134749636162098e-11,3.8580654586823679e-24,2.7292756947471822e-20,4.6375859616726218e-20,1.4700031949046593e-23,2.4842002189191628e-16,4.0432612976645808e-27,0.0035760925002218985,0.0022263388846128981,8.3872100248307841e-10,2.3011373761526099e-11,3.4636992779898895e-06,2.0566615942338784e-14,4.9626388140782141e-10,8.1628042377495375e-08,1.9092543847568167e-08,2.3902134741909602e-10,3.4122709279405464e-15,1.489098608640311e-15,3.218638348442082e-13,2.2849450050643886e-16
2.5042491813443026e-08,0.09977366400000001,0.80000000000000004,0.0,0.28353107865092064,0.096420678443961405,0.098884336398932196,2.6204043533235161e-12,6.4003889895915863e-13,2.3386587072479981e-08,7.7951748895352323e-07,3.407649729342934e-16,2.064697496722088e-16,1.9858203391346052e-11,5.7749477159880226e-35,2.1247919817230627e-11,3.8935030580498852e-24,2.7545085128236109e-20,4.6738463465350922e-20,1.4795942218268383e-23,2.4987108299825757e-16,4.0880963633044698e-27,0.0035784399240917815,0.0022305285205557494,8.4023358835931659e-10,2.3137902963439869e-11,3.4761480050158921e-06,2.0604572075264123e-14,4.9800040951566611e-10,8.1618653867649937e-08,1.9134741843380673e-08,2.413094067118325e-10,3.4321830171062558e-15,1.4952319079875165e-15,3.2317681752226942e-13,2.2985151130579179e-16
2.5090608735996103e-08,0.09977366400000001,0.80000000000000004,0.0,0.2835245378819215,0.096418336303481983,0.098882240108746591,2.636564869438146e-12,6.4502717536894428e-13,2.3599422469006111e-08,7.8270767759340528e-07,3.4263402789558182e-16,2.0760614139736182e-16,1.9930279830968288e-11,5.8600627763952198e-35,2.1361472934751507e-11,3.9291985308102726e-24,2.7799256500511476e-20,4.7103174002765793e-20,1.4892259636998178e-23,2.5132796723860601e-16,4.1333428635146975e-27,0.0035807788381727892,0.0022347178683513264,8.4174606897887788e-10,2.3264877005659851e-11,3.4886165737619894e-06,2.0642531614817152e-14,4.9973964820325128e-10,8.1609300959433216e-08,1.9176963186015964e-08,2.4361470319169898e-10,3.4521739706520061e-15,1.5013794599533953e-15,3.2449209783585971e-13,2.3121425269592548e-16
