Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CHOX(53),H2OX(23),CO2X(24)
5.8056748758918786e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996248,0.022821567693054247,1.4171018285593279e-99,1.9185540623102451e-54,1.679521446183126e-30,4.4249045340888928e-72,8.0888440973321763e-46,3.2328581350875216e-110,5.1239684768200467e-17,8.9131592106110825e-90,5.123968476819354e-17,5.7383323116585128e-61,1.4627242077473553e-61,4.6104406215662279e-93,5.3457953822677403e-94,1.5883375124799245e-45,1.281230869974901e-71,2.7983398516025134e-15,8.2853869431123323e-17,3.3169182280786685e-19,5.0944123481969448e-32,1.8863740755232145e-31,3.3169182171501981e-19,5.4456310240704783e-28,1.6724364849875638e-33,4.9557359841060227e-38,2.7393731788561755e-63,6.3884164401185896e-44,9.9562583076669898e-82,8.1194198421857722e-87,9.9878684074078153e-90,9.8772958761968246e-46,1.254722263121904e-89
1.1616393778609032e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999416,0.11866996602995962,0.022821567693054205,3.6651561609706279e-97,3.0721856146548783e-53,6.7224629405964391e-30,2.8598242652270997e-70,6.4776356189220842e-45,8.3573202477290401e-108,1.0252388707312644e-16,5.7132385609343768e-88,1.0252388707309867e-16,9.1913043569073492e-60,2.3430818590125907e-60,5.9593352607911296e-91,6.9098356377494081e-92,1.2716355383879123e-44,4.1045404921150755e-70,5.5991109280965017e-15,1.6577972311023021e-16,6.6367182379544813e-19,2.0390921539921662e-31,7.5504123306129381e-31,6.6367181942120517e-19,2.1796648832423812e-27,1.3389619115026477e-32,4.0024665085838388e-37,8.8527272815046686e-62,5.1146177224205529e-43,6.3792724763919678e-80,1.049495024390233e-84,1.2916312909565873e-87,7.9078409570947242e-45,1.6226070574701245e-87
2.323783158404334e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998839,0.11866996602995392,0.022821567693054122,9.5508372389055129e-95,4.9174958621043325e-52,2.6898609749608017e-29,1.8626001272205258e-68,5.1847339138150247e-44,2.1770510539032201e-105,2.0509229168298581e-16,3.6592965564012752e-86,2.050922916828747e-16,1.4714069646035107e-58,3.7511097541639962e-59,7.7621537371945796e-89,9.0001995443999598e-90,1.0176945084768902e-43,1.314189680410097e-68,1.1200653081080526e-14,3.3163143046843888e-16,1.3276318290615064e-18,8.1590212357017063e-31,3.0211484156357455e-30,1.327631811558783e-18,8.7214450706599671e-27,1.0715697614213002e-31,3.258993398981177e-36,2.8832329541718045e-60,4.0932488381776102e-42,4.085061343167048e-78,1.3669883228269649e-82,1.6829456761750958e-85,6.3286736188536508e-44,2.1141944191408012e-85
4.6480707194911954e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997684,0.11866996602994251,0.022821567693053955,2.5280589635917927e-92,7.8695883658279748e-51,1.0761196691299953e-28,1.2323408054187656e-66,4.1488375546970435e-43,5.7605189157140345e-103,4.1022910090273428e-16,2.3428538438193277e-84,4.1022910090228976e-16,2.3548899390151827e-57,6.0035155224843445e-58,1.0270018001284802e-86,1.1908062426639043e-87,8.1430959286547682e-43,4.2065860923513021e-67,2.2403737387032777e-14,6.6333484518483572e-16,2.6555518527574864e-18,3.2641370407586388e-30,1.2086560889367138e-29,2.655551782734767e-18,3.4891030425796751e-26,8.574078871676108e-31,2.6969912266283133e-35,9.5404005571849142e-59,3.2752213358201282e-41,2.6151841198676757e-76,1.8086468157518447e-80,2.2274696358735945e-83,5.0638964393226436e-43,2.7982509517353875e-83
9.296645841664919e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995375,0.11866996602991969,0.022821567693053622,6.8931759740198164e-90,1.2592603084309408e-49,4.3048300153543962e-28,8.3990387420753884e-65,3.31949026399114e-42,1.5699147174777448e-100,8.2050271934235006e-16,1.4997158200675685e-82,8.2050271934057177e-16,3.7683350106598405e-56,9.6070052229484779e-57,1.3995988875129756e-84,1.6228317124639392e-85,6.5150851043787542e-42,1.3462962357451544e-65,4.4809905998874073e-14,1.3267416746175471e-15,5.3113919528071499e-18,1.3057588906569788e-29,4.8350178130011576e-29,5.3113916726900496e-18,1.3957204897264308e-25,6.8597426897598408e-30,2.3006883866661086e-34,3.2525965380975537e-57,2.6204264306045697e-40,1.6739562278521061e-74,2.4648253347461545e-78,3.0371205151507055e-81,4.0514954062804229e-42,3.8153727984196682e-81
1.8593796086012365e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990762,0.11866996602987405,0.02282156769305296,1.9798760432110978e-87,2.0149128118722903e-48,1.722002880830906e-27,6.0296621141781761e-63,2.6557603087048674e-41,4.5056428992502164e-98,1.6410499562220569e-15,9.5991072993337253e-81,1.6410499562149443e-15,6.0297449293013125e-55,1.5372275080110967e-55,2.0087918055878545e-82,2.3291895022651053e-83,5.2122992030330487e-41,4.3084498688762354e-64,8.962224322230385e-14,2.6535553334826408e-15,1.0623072363555278e-17,5.2232305788987556e-29,1.9340858065484061e-28,1.0623071243013882e-17,5.5828346228510093e-25,5.4877799559736884e-29,2.0692571886141817e-33,1.1683982444044473e-55,2.0964415813420968e-39,1.0714082747856484e-72,3.537671341700682e-76,4.3624604257918766e-79,3.2413399488693213e-41,5.4803289378291257e-79
3.7188096574707257e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679981531,0.11866996602978278,0.022821567693051634,6.1696383861203386e-85,3.2239227598607357e-47,6.8881581098397772e-27,4.6959834040668209e-61,2.1246754866737522e-40,1.4024719297189394e-95,3.2821444299833729e-15,6.1437250175479946e-79,3.2821444299549218e-15,9.647919017246498e-54,2.4596372976294971e-54,3.1272365204709735e-80,3.6260235685314295e-81,4.1699122318615602e-40,1.3787522620721517e-62,1.7924691766815217e-13,5.3071826512115136e-15,2.1246434027790756e-17,2.0893207236827207e-28,7.736500488451679e-28,2.1246429545314686e-17,2.2329596975533131e-24,4.3898886660864732e-28,2.0211911301461432e-32,4.554849769469095e-54,1.6771945395313265e-38,6.857257064528899e-71,5.5073575651086857e-74,6.798946698089029e-77,2.5931171123241878e-40,8.5411649090660773e-77
7.437669755209705e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679963073,0.11866996602960023,0.02282156769304898,2.1429765837817647e-82,5.1582788780136588e-46,2.7552964279609084e-26,4.0763675166844773e-59,1.6997672834781297e-39,4.8648453242010415e-93,6.5643333775136131e-15,3.932078835649559e-77,6.5643333773998065e-15,1.5436932101089118e-52,3.9354397248525802e-53,5.4256184237221008e-78,6.2909920358256809e-79,3.3359276048243732e-39,4.4120845001250772e-61,3.5849626655580382e-13,1.0614437286663997e-14,4.2493160728369867e-17,8.3572557864754097e-28,3.0946315655205744e-27,4.2493142796529384e-17,8.9301734292874871e-24,3.51124958200424e-27,2.2020027185778053e-31,1.9795714760195352e-52,1.3417738989163007e-37,4.3887226003793557e-69,9.5550237461972919e-72,1.1811701076872205e-74,2.0744920751722771e-39,1.4838452390878342e-74
1.4875389950687662e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679926153,0.11866996602923512,0.022821567693043672,8.3696285947388791e-80,8.2530966694170247e-45,1.102128299206143e-25,3.9788521992847479e-57,1.3598245810718613e-38,1.8975618500474606e-90,1.3128711272604525e-14,2.5165607875840988e-75,1.3128711272149297e-14,2.4699300588942873e-51,6.2965961464526291e-52,1.0584860258798685e-75,1.2273120740115603e-76,2.6686910874771745e-38,1.4118793850812308e-59,7.1699496431492726e-13,2.122894655754791e-14,8.4986627627165615e-17,3.3428296213562444e-27,1.2378588341907061e-26,8.4986555885415242e-17,3.5706833289840608e-23,2.8078920821741512e-26,2.6971233273023763e-30,9.6735405380301937e-51,1.0734292360178311e-36,2.8088074032705756e-67,1.8640931476111998e-69,2.3073239317379094e-72,1.6595615335724507e-38,2.8985854604030263e-72
2.9750830341643574e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679852312,0.11866996602850491,0.022821567693033059,3.6173212476547139e-77,1.3204350265452549e-43,4.4085573506912913e-25,4.2980108662614023e-55,1.087863961072249e-37,8.1929800436407303e-88,2.6257467062908071e-14,1.610608595922769e-73,2.6257467061087156e-14,3.9519047961745097e-50,1.0074072888970632e-50,2.2856456382109231e-73,2.6502006512684491e-74,2.1348522794970596e-37,4.5180336761590509e-58,1.4339923597684539e-12,4.2457965099231542e-14,1.6997361548889225e-16,1.3370634972935282e-26,4.9514472241677206e-26,1.6997332840904684e-16,1.4271548270694408e-22,2.2445234504010152e-25,3.6527884262860277e-29,5.2299594353673798e-49,8.5875192587393974e-36,1.7976446590701769e-65,4.0252355120857278e-67,4.9872839261292558e-70,1.3275860113077265e-37,6.2653363346421434e-70
5.95017111235554e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767970463,0.11866996602704448,0.022821567693011829,1.6793424894064968e-74,2.1124925871434186e-42,1.7634514786485687e-24,4.9875595810926442e-53,8.7029287851916189e-37,3.8011289851551539e-85,5.2514978644002044e-14,1.0307925840024128e-71,5.2514978636718391e-14,6.3230609192819207e-49,1.6116868036329929e-49,5.3029744533529688e-71,6.148785610797473e-72,1.7077133020473637e-36,1.4457738501151814e-56,2.8679871504166266e-12,8.4916002182262002e-14,3.3994780805556282e-16,5.3476868612647547e-26,1.9805808442806052e-25,3.3994665884002253e-16,5.6996691736698577e-22,1.7927525676639822e-24,5.3088234408298832e-28,3.0364724967440461e-47,6.8701212217861836e-35,1.1504950402982209e-63,9.3390298126828229e-65,1.1578447075584265e-67,1.0619629525997395e-36,1.4545750249869663e-67
1.1900347268737906e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679409272,0.11866996602412364,0.02282156769296937,8.1383773464604883e-72,3.3793292116274609e-41,7.0540198461614135e-24,6.0420837698367738e-51,6.9623497255607872e-36,1.8414176311346551e-82,1.0503000180813757e-13,6.5970821613877816e-70,1.0503000177900293e-13,1.0116907695403586e-47,2.5781627128379904e-48,1.2846028332409753e-68,1.4894934874207892e-69,1.3658980460615037e-35,4.6264807949283988e-55,5.7359767306774536e-12,1.6983207634697574e-13,6.7989706523396451e-16,2.1386170992801693e-25,7.9223239033932512e-25,6.7989246123899356e-16,2.2727345836618687e-21,1.429632547679836e-23,8.0479377650156708e-27,1.8399113026790216e-45,5.4962534025160204e-34,7.3631751494099376e-62,2.2623029577282518e-62,2.8057387634496792e-65,8.4939915086563722e-36,3.5248778738073904e-65
2.3800699581502637e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678818555,0.11866996601828195,0.022821567692884456,4.031201630647943e-69,5.4048129327257187e-40,2.821774932658897e-23,7.4817835583960774e-49,5.5698822334230231e-35,9.1195229538877429e-80,2.1006004814419886e-13,4.222135354927213e-68,2.100600480276603e-13,1.6187059302595264e-46,4.1233385784905581e-47,3.1811067364901232e-66,3.6884831945053154e-67,1.0922813221116952e-34,1.4804742865078625e-53,1.1471955887057029e-11,3.3966422467101456e-13,1.3597991047942245e-15,8.5508012791588393e-25,3.1689269602496196e-24,1.359780632202393e-15,9.0343621296154117e-21,1.1364556705243394e-22,1.2463768956844702e-25,1.1393670544062964e-43,4.3972460541311583e-33,4.7124330520262276e-60,5.6022108587600605e-60,6.948823797570214e-63,6.7924478622594355e-35,8.7303208237767379e-63
4.76014042070321e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677637123,0.11866996600659857,0.022821567692714623,2.0112474868024825e-66,8.6409390964502194e-39,1.1288407391829101e-22,9.3319676729327585e-47,4.4559064063503201e-34,4.5496856494532669e-77,4.2012014084748216e-13,2.7021671198789028e-66,4.2012014038132817e-13,2.5899296669115032e-45,6.5918329797359027e-46,7.9353086319460984e-64,9.2009582398137273e-65,8.7312600076287876e-34,4.7375165919265556e-52,2.2943914183247862e-11,6.7932852129753892e-13,2.7196175750152667e-15,3.4173887090126073e-24,1.2675680987966524e-23,2.7195432389299506e-15,3.5692621922112682e-20,8.9775842108278641e-22,1.9435983196776418e-24,7.1060342572316817e-42,3.5181777642996279e-32,3.0159558607872747e-58,1.3974738052547155e-57,1.7333030010748907e-60,5.4295678206270974e-34,2.1778979137233915e-60
9.520281345809103e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727675274252,0.11866996598323182,0.022821567692374957,9.9851933567375717e-64,1.3803910735099131e-37,4.5163727496311749e-22,1.1582862975433427e-44,3.5647247944191719e-33,2.2589035374493632e-74,8.4024032637868738e-13,1.7293866100354487e-64,8.4024032451407647e-13,4.1438863916373434e-44,1.0529304576434727e-44,1.9699067209161288e-61,2.2840953911511003e-62,6.9738471011318023e-33,1.5160039670049546e-50,4.5887830709356267e-11,1.3586571144644e-12,5.4393143123518764e-15,1.3646153382495646e-23,5.0702497040558588e-23,5.4390135126997433e-15,1.3933189307465345e-19,7.0055728942647906e-21,3.0151735274626953e-23,4.4098394088289185e-40,2.8151310256217337e-31,1.9302092911586628e-56,3.4691478003987337e-55,4.3018227499687233e-58,4.3366445967566717e-33,5.4062257822190899e-58
1.9040563196020888e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670548515,0.11866996593649831,0.022821567691695629,4.8638851815740717e-61,2.2017474635602158e-36,1.8073044267869566e-21,1.4106352526494941e-42,2.8517787777176663e-32,1.1005469648345724e-71,1.6804806979396334e-12,1.1068066737271251e-62,1.6804806904812239e-12,6.6302134681118991e-43,1.6790794880531221e-43,4.7985425776671924e-59,5.5638652883543171e-60,5.5613020595716416e-32,4.8512031071332407e-49,9.1775663496480062e-11,2.7173143004534779e-12,1.0878963533313202e-14,5.4398290233421846e-23,2.0280814871827658e-22,1.0877734310391434e-14,5.315991721306314e-19,5.339900016796021e-20,4.5880471043071266e-22,2.6848745030315384e-38,2.2529875802134565e-30,1.2353305401933572e-54,8.4504739979165302e-53,1.0472862874977521e-55,3.458151624225812e-32,1.3166616293356091e-55
3.808112689644446e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727661097042,0.11866996584303129,0.022821567690336973,2.2771307027152349e-58,3.5009844886276855e-35,7.2345363725531718e-21,1.6512998254674744e-40,2.2814211183455364e-31,5.1545580871186578e-69,3.3609614430554939e-12,7.0835520257058057e-61,3.3609614132221225e-12,1.0608325268854264e-41,2.6687458315676678e-42,1.1236351107111675e-56,1.3028364925066089e-57,4.4208618878109448e-31,1.5523786992336842e-47,1.8355132801035547e-10,5.4346286710540196e-12,2.1759399600054382e-14,2.1611672566611761e-22,8.1121783134428774e-22,2.1754296977523218e-14,1.9452035590481382e-18,3.8980919760548334e-19,6.7070683763601086e-21,1.5709415371570224e-36,1.8036386030137599e-29,7.9060710348195078e-53,1.9787283352677666e-50,2.4494532319696958e-53,2.7488229042419311e-31,3.0818584412087308e-53
5.712169059686803e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727651645569,0.11866996574956426,0.022821567688978316,1.905091663015423e-57,1.2847602634942501e-34,1.5380432843446062e-20,1.0521653312361648e-39,6.7729656731886139e-31,4.2931617485464971e-68,5.0414421901653234e-12,4.0218290213202695e-60,5.0414421267696269e-12,4.0133419803012392e-41,1.0144082967637291e-41,8.2525846570888677e-56,9.5687205056530314e-57,1.2594942337677945e-30,7.2418007326904001e-47,2.7532699146385874e-10,8.1519430402769485e-12,3.2641072787838809e-14,4.5709651976316848e-22,1.7238161945202665e-21,3.2629980787542283e-14,3.8936001932784412e-18,1.0587254433871678e-18,2.3670221751846849e-20,8.5113989180852619e-36,5.1591471959165587e-29,4.4211357388722286e-52,1.4532754210237758e-49,1.8077020750665029e-52,7.831050414890459e-31,2.2750160039645768e-52
7.61622542972916e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727642194096,0.11866996565609723,0.02282156768761966,1.0298878036491579e-56,3.2496794478848835e-34,2.624734597864896e-20,4.3019880542406352e-39,1.4757928101200664e-30,2.141380124154713e-67,6.7219229392687765e-12,1.5467129899562393e-59,6.7219228311237414e-12,1.0446698954221741e-40,2.7205121933940081e-41,3.7400815458235187e-55,4.3365437810845382e-56,2.6478936101400967e-30,2.2051307397110397e-46,3.6710265385698983e-10,1.0869257408124167e-11,4.3524069570446746e-14,7.7639618763940902e-22,2.9405935398372455e-21,4.3504785811572622e-14,6.2966316564384939e-18,2.1337330812002118e-18,5.7849384052695047e-20,3.1183128912036761e-35,1.0885461431519407e-28,1.5476101169515052e-51,6.5862152886730955e-49,9.0451562857450856e-52,1.6463033273434272e-30,1.1384429499795257e-51
1.1424338169813875e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072762329115,0.1186699654691632,0.022821567684902344,1.6083397313040577e-55,1.1312971505014855e-33,5.4373189707910638e-20,3.4211867998794095e-38,4.2837666611758182e-30,2.2565895524280697e-66,1.0082884442153806e-11,1.177168533957375e-58,1.0082884218255661e-11,3.833785922176183e-40,1.0926491183052954e-40,3.4352634092022659e-54,3.9830640294802532e-55,7.1927325017204774e-30,1.0046616746436628e-45,5.5065397615462366e-10,1.6303886140594146e-11,6.5293395914456731e-14,1.5959306964433686e-21,6.0880075946725492e-21,6.5252333623335764e-14,1.1966616760971647e-17,5.4158555111619681e-18,1.9043497435098329e-19,2.128792118068028e-34,2.9745367159751256e-28,8.6131775996893215e-51,6.0493186151474574e-48,1.3044689976786639e-50,4.4717656022198604e-30,1.6416912241719234e-50
1.5232450909898589e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727604388204,0.11866996528222916,0.022821567682185028,8.9679447601280459e-55,2.816275974459846e-33,9.252001414074958e-20,1.3896131703052481e-37,9.3681060185438443e-30,1.1218492567369472e-65,1.3443845952368662e-11,4.4449811804391881e-58,1.3443845571580232e-11,9.9412828575845653e-40,2.9452242219998888e-40,1.5557642344205837e-53,1.803841085873562e-54,1.4976813329248515e-29,3.0176616049734385e-45,7.3420529455289101e-10,2.1738514868012845e-11,8.7068160692138296e-14,2.6958154490701895e-21,1.0353915693202913e-20,8.6996650416381958e-14,1.8802864236172265e-17,1.0629607380983821e-17,4.5304618323248235e-19,7.56981514219852e-34,6.2260791157575683e-28,2.9441426936922281e-50,2.739587334390198e-47,6.3967504499032199e-50,9.3107141735713561e-30,8.0521320807499576e-50
