Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CHOX(53),H2OX(23),CO2X(24)
1.2254032696480526e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44794641394762369,0.11439144503782513,0.022735228967974939,1.117857518249977e-13,8.8491958896922358e-12,5.6832446850249217e-06,4.1516937257093666e-07,4.2869429132998969e-09,4.3968508606103033e-20,0.00010807353839214396,3.6135942940890006e-18,9.2415110810361147e-05,1.3776316573565315e-13,5.3996551506694362e-16,5.9246538656601486e-15,4.356305338602691e-17,6.3005809775755952e-12,1.208427429497309e-12,0.0041668457824692732,0.00017226060040820293,1.8494295939613248e-05,2.003970339318358e-10,6.1098132618715907e-10,1.2567066715183646e-09,5.8887579534215305e-13,3.4386928354587649e-09,3.1723718565691383e-06,2.4133175218826523e-10,8.4662680168857116e-08,1.874825023370524e-12,1.2992118617510533e-12,1.6754916882024686e-15,3.5416069466859978e-15,1.0944080033256261e-15
1.2363133051382101e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44791969352378991,0.11436551400952653,0.022734468352808769,1.1648287563309071e-13,9.2088783187888309e-12,5.7978302291332172e-06,4.2857333082010465e-07,4.4014186076783862e-09,4.6375798457783276e-20,0.00010903370471782354,3.7790597108217741e-18,9.3120193076210296e-05,1.4156331350974329e-13,5.6742254649696641e-16,6.1714890564045382e-15,4.5357230647017334e-17,6.5033525295373538e-12,1.2527533960777305e-12,0.0041917585971407417,0.00017376840512164053,1.8747810930569035e-05,2.0492848835373801e-10,6.1639155216240559e-10,1.2666735932358489e-09,5.9398653834248507e-13,3.534587837297463e-09,3.2166689951519106e-06,2.4702626192546405e-10,8.6538864435022994e-08,1.9439345771252427e-12,1.3410956792450626e-12,1.73864038271609e-15,3.64758014254852e-15,1.1301056072907191e-15
1.2472233406283677e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44789313761527805,0.1143397471144548,0.022733707853547721,1.2133246126084606e-13,9.5798992231031165e-12,5.9139506663481577e-06,4.4228192578334836e-07,4.517894543338515e-09,4.8891374987258796e-20,0.00010999381456033641,3.9505325182762272e-18,9.3823530683703022e-05,1.4543330089963321e-13,5.9600761353546881e-16,6.4261147015713247e-15,4.7208392375133414e-17,6.7106150471435029e-12,1.298292878255507e-12,0.0042165068778743531,0.00017527567324218348,1.9001705616379437e-05,2.0951193655299158e-10,6.2180109862304982e-10,1.2766398230670317e-09,5.991131866406394e-13,3.6320428300997644e-09,3.2611130464388195e-06,2.5279895423541731e-10,8.8441959492975851e-08,2.0149454541285293e-12,1.3839290542030311e-12,1.8034737747001396e-15,3.7557513952335802e-15,1.1666164049108428e-15
1.2581333761185252e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44786674517749187,0.11431414326960838,0.02273294746961968,1.2633796281979058e-13,9.9625004614143714e-12,6.0316184560032611e-06,4.5629897916954135e-07,4.6363873335603506e-09,5.1519014825068697e-20,0.00011095386742325212,4.1281747218107055e-18,9.4525130123933256e-05,1.4937377860229728e-13,6.2575582325971663e-16,6.6886945720293851e-15,4.9117803373365317e-17,6.9224174128293249e-12,1.3450680100807622e-12,0.0042410917081984354,0.00017678240209221418,1.9255947386739508e-05,2.141471001926061e-10,6.2720996286071572e-10,1.2866053554663037e-09,6.0425597496337726e-13,3.7310568179722685e-09,3.3057001258250532e-06,2.5864996406279297e-10,9.0372207011769688e-08,2.0878925039949077e-12,1.4277238362297419e-12,1.8700147343371341e-15,3.8661411477375824e-15,1.2039501760056455e-15
1.2690434116086827e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44784051517276552,0.11428870139913365,0.022732187200456239,1.3150287562428704e-13,1.0356925727893242e-11,6.1508459832996278e-06,4.7062830990938615e-07,4.7569135725540428e-09,5.4262584163396917e-20,0.00011191386281047743,4.3121512001375062e-18,9.5224997817812664e-05,1.5338539746499885e-13,6.5670300353921257e-16,6.9593939017604509e-15,5.108674358268364e-17,7.1388081719173201e-12,1.3931011302032823e-12,0.0042655141644930752,0.00017828858898949067,1.9510503850267895e-05,2.1883369065721728e-10,6.3261814216886955e-10,1.296570184885861e-09,6.0941513406486872e-13,3.8316282956851908e-09,3.3504263521178261e-06,2.6457941654999074e-10,9.2329849060403642e-08,2.1628109000851773e-12,1.4724918652104156e-12,1.9382859120106721e-15,3.9787695012514149e-15,1.2421166682452499e-15
1.2788624435498246e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44781704619668494,0.11426594132032371,0.022731503055866034,1.3629051573267203e-13,1.0722220853817449e-11,6.2594945054408983e-06,4.8379485836609009e-07,4.8671394860790082e-09,5.68341845126082e-20,0.00011277780910748398,4.4832844425418088e-18,9.5853403349955912e-05,1.570572181735993e-13,6.856107826498295e-16,7.2101031656581462e-15,5.2910757297310201e-17,7.3375227745541622e-12,1.437425146110298e-12,0.0042873564292683066,0.00017964369160732981,1.9739847144205938e-05,2.2309534538368248e-10,6.3748491569583243e-10,1.3055379257286874e-09,6.1407256164374941e-13,3.9234726271490536e-09,3.3907957217790486e-06,2.6998308782120088e-10,9.4115349527086899e-08,2.2319522893136344e-12,1.5136249938698736e-12,2.001227843765706e-15,4.082065355999496e-15,1.2771865169286487e-15
1.2886814754909666e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44779370720962114,0.11424331080073975,0.02273081900336852,1.4121274925008147e-13,1.1097472377325582e-11,6.3694252942927905e-06,4.9722022100554665e-07,4.9790379892269999e-09,5.9505838850729239e-20,0.00011364170808632813,4.6598086408337436e-18,9.6480415895276142e-05,1.6078766518734881e-13,7.1554648233914919e-16,7.467646676646544e-15,5.4784993018037105e-17,7.5400279104655866e-12,1.482802965793954e-12,0.004309068811904117,0.00018099835110699754,1.996939600810775e-05,2.273981895612501e-10,6.4235113026798514e-10,1.3145050886146769e-09,6.1874359533090654e-13,4.016575086535852e-09,3.4312718364752045e-06,2.754504685906905e-10,9.5923412659314237e-08,2.3027453192910666e-12,1.5555646475050364e-12,2.0656055942605293e-15,4.187204634555524e-15,1.3129457947551848e-15
1.2985005074321085e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44777049746927727,0.11422080907074746,0.022730135042556918,1.462722092889553e-13,1.1482861509259461e-11,6.4806472009777686e-06,5.1090717377555335e-07,5.0926211394721544e-09,6.2280554884608824e-20,0.0001145055593859013,4.8418500583970179e-18,9.7106039991120023e-05,1.6457721325577431e-13,7.4653774089451592e-16,7.7321478513892381e-15,5.6710415171132946e-17,7.7463582293110742e-12,1.5292512993845353e-12,0.0043306520824179361,0.00018235256552601417,2.019912732922964e-05,2.3174199241912588e-10,6.472167839152152e-10,1.3234716694944702e-09,6.2342839433466006e-13,4.1109335293532715e-09,3.4718518761610439e-06,2.8098162985894706e-10,9.7754215290158351e-08,2.3752163043033513e-12,1.5983194301582342e-12,2.1314351784867236e-15,4.2942012519971323e-15,1.3494015335477484e-15
1.3083195393732504e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44774741623775582,0.11419843536528516,0.022729451173026844,1.5147155561860911e-13,1.1878570502959333e-11,6.5931690133492359e-06,5.2485848938042359e-07,5.2079009817238936e-09,6.5161401019984595e-20,0.00011536936264521927,5.029536904463637e-18,9.7730280130260312e-05,1.6842633720803183e-13,7.7861268320527888e-16,8.0037310165236046e-15,5.8687998046617722e-17,7.9565481353632945e-12,1.5767869913507793e-12,0.004352107006254255,0.00018370633290041202,2.0429018166696236e-05,2.3612651706885179e-10,6.520818746680772e-10,1.3324376643169933e-09,6.2812711479317894e-13,4.2065454846255463e-09,3.5125330244340796e-06,2.8657663628540441e-10,9.9607934223117676e-08,2.4493917712107476e-12,1.6418979351097686e-12,2.1987324423568254e-15,4.403068882084588e-15,1.3865607394263554e-15
1.3181385713143923e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44772446278152467,0.11417618892383695,0.022728767394376258,1.5681347456486099e-13,1.2284782614747645e-11,6.7069994526717984e-06,5.3907693694995755e-07,5.3248895483143466e-09,6.8151506782244309e-20,0.00011623311750339988,5.2229993484186323e-18,9.8353140761260786e-05,1.7233551194844384e-13,8.1179992384027321e-16,8.2825213963277587e-15,6.0718725778866579e-17,8.1706317821602318e-12,1.6254270205202467e-12,0.0043734343443118957,0.00018505965126509516,2.0659045757880679e-05,2.405515206544818e-10,6.5694640055767026e-10,1.3414030690293953e-09,6.3283990966243436e-13,4.3034081569662314e-09,3.5533124688614624e-06,2.922355462116441e-10,1.0148474616300522e-07,2.5252984594813725e-12,1.6863087438566441e-12,2.2675130569988054e-15,4.5138209533995135e-15,1.4244303917163498e-15
1.3279576032555342e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44770163637138222,0.11415406899040505,0.022728083706205451,1.6230067890566855e-13,1.27016820640594e-11,6.8221471703612622e-06,5.5356528171055734e-07,5.4435988589857359e-09,7.1254063222636549e-20,0.00011709682359964145,5.4223695340831098e-18,9.8974626288847245e-05,1.7630521245204601e-13,8.4612857006383232e-16,8.5686451002220638e-15,6.2803592326058943e-17,8.3886430673032305e-12,1.6751885000984418e-12,0.0043946348529711101,0.0001864125186541975,2.08891875246591e-05,2.4501675450956101e-10,6.6181035961551773e-10,1.3503678795769923e-09,6.3756692861509646e-13,4.4015184291649059e-09,3.5941874013042184e-06,2.9795841168659353e-10,1.0338482764702595e-07,2.6029633212226777e-12,1.7315604250980988e-12,2.3377925133072824e-15,4.6264706459811705e-15,1.4630174418849588e-15
1.337776635196676e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44767893628242467,0.11413207481348348,0.022727400108117076,1.6793590776298637e-13,1.3129453993266414e-11,6.9386207447837162e-06,5.6832628465844019e-07,5.5640409208777351e-09,7.447232331041093e-20,0.0001179604805732013,5.6277815939763217e-18,9.9594741074283193e-05,1.8033591376014474e-13,8.8162822479269891e-16,8.8622291101148682e-15,6.4943601448531841e-17,8.6106156273960197e-12,1.7260886776867362e-12,0.0044157092841205252,0.00018776493310143752,2.1119421079541615e-05,2.4952196431516068e-10,6.6667374987344766e-10,1.3593320919032099e-09,6.42308317947442e-13,4.5008728649025687e-09,3.6351550182392547e-06,3.03745278493259e-10,1.0530835497608679e-07,2.6824135212110411e-12,1.7776615337278781e-12,2.4095861167240619e-15,4.7410308884412111e-15,1.5023288125212459e-15
1.347595667137818e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4476563617940118,0.1141102056460309,0.022726716599716066,1.737219264907343e-13,1.3568284427201719e-11,7.0564286781166254e-06,5.833627022350506e-07,5.6862277285148424e-09,7.7809602310339273e-20,0.00011882408806337475,5.8393716635558765e-18,0.00010021348943575122,1.8442809097588537e-13,9.1832898949156737e-16,9.1634012675848601e-15,6.713976668600167e-17,8.836582833130277e-12,1.7781449352990474e-12,0.0044366583851839295,0.00018911689264047157,2.1349724231673844e-05,2.540668902561619e-10,6.7153656936347476e-10,1.3682957019495261e-09,6.4706422047590506e-13,4.6014677114150547e-09,3.676212521079243e-06,3.0959618617536948e-10,1.0725550414636775e-07,2.7636764369193836e-12,1.8246206098333909e-12,2.4829089819609265e-15,4.8575143547974414e-15,1.5423713962828864e-15
1.3574146990789599e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4476339121897347,0.1140884607454442,0.022726033180609673,1.7966152655876422e-13,1.4018360232399654e-11,7.1755793932759198e-06,5.9867728600479258e-07,5.8101712637936673e-09,8.1269278144950841e-20,0.00011968764570947427,6.0572778954350966e-18,0.00010083087564873945,1.8858221925983112e-13,9.5626146700474624e-16,9.4722902608965001e-15,6.9393111333618318e-17,9.0665777845242758e-12,1.8313747893772384e-12,0.0044574828991468928,0.00019046839530524419,2.1580074992700408e-05,2.5865126718296555e-10,6.763988161176866e-10,1.3772587056554203e-09,6.5183477544603341e-13,4.703298902592409e-09,3.7173571164897503e-06,3.1551116806570599e-10,1.092264507812058e-07,2.8467796585427545e-12,1.872446177702191e-12,2.5577760279832769e-15,4.9759334617878323e-15,1.5831520548705559e-15
1.3672337310201018e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44761158675738216,0.11406683937353193,0.022725349850407417,1.857575254329054e-13,1.4479869076095175e-11,7.2960812309111383e-06,6.142727823351354e-07,5.9358834959702468e-09,8.4854791741374119e-20,0.00012055115315080938,6.2816404735773359e-18,0.00010144690394643348,1.9279877382555259e-13,9.9545676432395429e-16,9.7890256118560513e-15,7.1704668416870446e-17,9.3006333063154836e-12,1.8857958908052469e-12,0.004478183564583218,0.00019181943913033558,2.1810451582486716e-05,2.6327482477344572e-10,6.8126048816812953e-10,1.3862210989583231e-09,6.5662011844756466e-13,4.806362062170438e-09,3.7585860167039123e-06,3.2149025131573915e-10,1.1122137006336221e-07,2.931750989021905e-12,1.921146744836007e-12,2.6342019732002226e-15,5.096300366583678e-15,1.6246776180405547e-15
1.3770527629612437e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44758938478890858,0.11404534079648819,0.022724666608721116,1.9201276645123515e-13,1.4952999385029721e-11,7.4179424464695169e-06,6.3015193207909502e-07,6.0633763816473019e-09,8.8569647362952597e-20,0.00012141461002666636,6.5126016274674988e-18,0.00010206157852011286,1.9707822993522759e-13,1.0359464952933752e-15,1.0113737662517637e-14,7.4075480665377834e-17,9.5387819435050649e-12,1.9414260249219622e-12,0.0044987611156812454,0.00019317002215130696,2.2040832434697493e-05,2.6793728769392678e-10,6.8612158354669736e-10,1.3951828777935616e-09,6.6142038132076387e-13,4.9106525069384085e-09,3.799896439834735e-06,3.2753345692552901e-10,1.1324043666773294e-07,3.0186184440648836e-12,1.9707308009722342e-12,2.7122013306434986e-15,5.2186269643201485e-15,1.6669548825919458e-15
1.3868717949023856e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44756730558040236,0.11402396428486636,0.022723983455164829,1.9843011869663255e-13,1.5437940304096076e-11,7.5411712073302803e-06,6.46317470260134e-07,6.1926618647614758e-09,9.2417412925608912e-20,0.00012227801597628873,6.7503056462606149e-18,0.00010267490351955247,2.0142106289525069e-13,1.0777627832520829e-15,1.0446557561742929e-14,7.6506600485585271e-17,9.7810559570546402e-12,1.9982831115328813e-12,0.0045192162822699916,0.00019452014240504276,2.2271196202229265e-05,2.7263837576434684e-10,6.9098210028502284e-10,1.404144038094318e-09,6.6623569207608667e-13,5.0161652503115913e-09,3.8412856101846126e-06,3.3364079977507206e-10,1.1528382469454932e-07,3.1074102521666858e-12,2.0212068171130294e-12,2.7917884034064172e-15,5.3429248860921893e-15,1.7099906113806575e-15
1.3966908268435275e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44754534843205296,0.11400270911355322,0.022723300389354863,2.0501247686561547e-13,1.5934881654848912e-11,7.665775590011225e-06,6.6277212575953818e-07,6.3237518765705521e-09,9.6401720298734171e-20,0.00012314137063885802,6.9948988929070201e-18,0.00010328688305342816,2.0582774805185373e-13,1.120938263613072e-15,1.0787617251615397e-14,7.8999089932353001e-17,1.0027487319737405e-11,2.0563852049205089e-12,0.004539549789845135,0.00019586979793009067,2.2501521762493041e-05,2.7737780412316246e-10,6.9584203641436988e-10,1.4131045757915825e-09,6.7106617481815567e-13,5.1228950059749384e-09,3.8827507585523178e-06,3.3981228865680283e-10,1.1735170760311525e-07,3.1981548546269212e-12,2.0725832445622499e-12,2.8729772802727211e-15,5.469205497287002e-15,1.7537915323670739e-15
1.4065098587846694e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44752351264812013,0.11398157456174314,0.022722617410909755,2.117627611334916e-13,1.6444013893913609e-11,7.7917635774494814e-06,6.7951862100633518e-07,6.4566583356406101e-09,1.0052626559044117e-19,0.00012400467365347449,7.2465298182538121e-18,0.00010389752118972722,2.102987607867361e-13,1.1655060863784402e-15,1.1137049453712103e-14,8.1554020679447357e-17,1.0278107712145309e-11,2.1157504938535174e-12,0.0045597623595948385,0.00019721898676699871,2.2731788222543255e-05,2.8215528339171901e-10,7.0070138996552762e-10,1.4220644868141045e-09,6.759119496629017e-13,5.2308361915864264e-09,3.9242891225373907e-06,3.460479263085784e-10,1.1944425814613288e-07,3.2908809055655114e-12,2.1248685139703612e-12,2.9557818313745205e-15,5.5974798958130904e-15,1.7983643376452509e-15
1.4163288907258113e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44750179753690261,0.11396055991291236,0.02272193451945026,2.1868391701589306e-13,1.6965528071330108e-11,7.9191430563578685e-06,6.9655967166979009e-07,6.5913931478331918e-09,1.0479480941716908e-19,0.00012486792465913891,7.5053489751223504e-18,0.00010450682195616275,2.148345765127046e-13,1.2114999185909263e-15,1.1494987655238729e-14,8.4172473988947589e-17,1.0532948518852282e-11,2.1763973015946547e-12,0.0045798547084254168,0.00019856770695864909,2.2961974924050225e-05,2.8697051984166314e-10,7.055601589687079e-10,1.4310237670883566e-09,6.8077313266836285e-13,5.3399829327819358e-09,3.9658979468416784e-06,3.5234770944792649e-10,1.2156164830466971e-07,3.3856172719364061e-12,2.1780710343874498e-12,3.040215704105092e-15,5.7277589107741613e-15,1.8437156824982687e-15
1.4261479226669532e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44748020241070685,0.11393966445479363,0.022721251714599346,2.2577891522676459e-13,1.7499615788867802e-11,8.0479218146578814e-06,7.1389798635451479e-07,6.7279682062924114e-09,1.0921117715766363e-19,0.00012573112329473431,7.7715090323618084e-18,0.00010511478934059207,2.1943567066932423e-13,1.2589539467220689e-15,1.1861566095032737e-14,8.6855540679584278e-17,1.079204082473332e-11,2.2383440859074288e-12,0.0045998275489868568,0.00019991595655058985,2.3192061448114264e-05,2.9182321556172169e-10,7.1041834145344574e-10,1.4399824125384949e-09,6.8564983576822168e-13,5.4503290672389004e-09,4.007574483568184e-06,3.5871162880733839e-10,1.2370404922381752e-07,3.4823930335393585e-12,2.2321991923244563e-12,3.1262923192096254e-15,5.8600531014280462e-15,1.889852184482985e-15
1.4359669546080951e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44745872658581681,0.11391888747935071,0.022720568995982154,2.3305075153285694e-13,1.8046469158343613e-11,8.1781075389906318e-06,7.3153626629823824e-07,6.8663953914320222e-09,1.1377925919129975e-19,0.00012659426919900765,8.0451647888784035e-18,0.0001057214272914392,2.2410251871857816e-13,1.3079028789969765e-15,1.2236919749438308e-14,8.9604321094018819e-17,1.1055415411439837e-11,2.3016094390615567e-12,0.0046196815896981762,0.00020126373359136349,2.3422027619918953e-05,2.9671306862414917e-10,7.1527593544849632e-10,1.4489404190863153e-09,6.9054216670053588e-13,5.5618681488249632e-09,4.0493159925172067e-06,3.6513966917018024e-10,1.2587163114908631e-07,3.5812374830297463e-12,2.287261350822762e-12,3.2140248669390473e-15,5.9943727561075827e-15,1.936780422502876e-15
1.445785986549237e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4474373693824637,0.11389822828275331,0.022719886363226027,2.405024466047633e-13,1.8606280759974284e-11,8.3097078123070158e-06,7.4947720507227995e-07,7.0066865709224844e-09,1.1850301112069384e-19,0.00012745736201055286,8.3264731876400731e-18,0.00010632673971812055,2.2883559614053813e-13,1.3583819476555772e-15,1.262118431805631e-14,9.2419925065070678e-17,1.1323102754031895e-11,2.3662120878371838e-12,0.0046394175347726331,0.00020261103613283238,2.3651853513220784e-05,3.0163977325323353e-10,7.2013293898174133e-10,1.4578977826512236e-09,6.9545022894994894e-13,5.6745934519935539e-09,4.0911197414795257e-06,3.7163180940772311e-10,1.2806456336357987e-07,3.6821801259264371e-12,2.343265848532254e-12,3.3034263034509836e-15,6.1307278915625115e-15,1.9845069359060152e-15
1.455605018490379e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44741613012479575,0.11387768616535197,0.022719203815960449,2.4813704586455047e-13,1.9179243600795672e-11,8.4427301115382676e-06,7.6772348828477432e-07,7.1488535996779576e-09,1.2338645397859974e-19,0.00012832040136779343,8.6155933296563635e-18,0.00010693073049147453,2.3363537842904467e-13,1.4104269111504188e-15,1.3014496209373432e-14,9.5303471880902695e-17,1.1595133017767491e-11,2.432170893527877e-12,0.0046590360842427752,0.00020395786223050154,2.3881519454673466e-05,3.0660301999287815e-10,7.2498935008009279e-10,1.4668544991502005e-09,7.0037412169137835e-13,5.7884979762305906e-09,4.1329830065268067e-06,3.7818802251713954e-10,1.3028301412599845e-07,3.7852506806177105e-12,2.4002209987980082e-12,3.3945093473802877e-15,6.2691282525439341e-15,2.0330382236091317e-15
1.4654240504315208e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44739500814084887,0.11385726043165324,0.022718521353817068,2.5595761933004989e-13,1.9765551073182782e-11,8.5771818053478194e-06,7.8627779328668721e-07,7.2929083198432879e-09,1.2843367441912217e-19,0.00012918338690896556,8.9126864879333463e-18,0.00010753340344419422,2.3850234108739677e-13,1.4640740562812261e-15,1.3416992526274984e-14,9.8256090249176946e-17,1.1871536055048698e-11,2.499504851942382e-12,0.004678537933985363,0.00020530420994383818,2.4111006027984725e-05,3.1160249587385359e-10,7.2984516676939939e-10,1.4758105644977666e-09,7.0531393973087703e-13,5.9035744505973554e-09,4.1749030722991116e-06,3.8480827566018754e-10,1.3252715060951207e-07,3.890479078365243e-12,2.4581350887557428e-12,3.4872864765000957e-15,6.409583311402652e-15,2.0823807432154053e-15
1.4752430823726627e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44737400276251715,0.11383695039029491,0.022717838976429674,2.6396726145586357e-13,2.0365396913501851e-11,8.7130701519653129e-06,8.0514278888065541e-07,7.4388625607809399e-09,1.3364882489329102e-19,0.0001300463182721018,9.2179161214032643e-18,0.00010813476237126298,2.4343695962405243e-13,1.5193602002664296e-15,1.3828811051445629e-14,1.0127891826019307e-16,1.2152341402524443e-11,2.5682330934051737e-12,0.0046979237757461025,0.00020665007733658845,2.4340294077904204e-05,3.1663788458225765e-10,7.347003870743561e-10,1.4847659746059527e-09,7.1026977345940017e-13,6.019815338473422e-09,4.2168772322894216e-06,3.9149253020290307e-10,1.3479713884154654e-07,3.997895463306142e-12,2.517016378436097e-12,3.581769924620471e-15,6.5521022680811721e-15,2.1325409101563392e-15
1.4850621143138046e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44735311332552413,0.11381675535402137,0.02271715668343418,2.7216909097113765e-13,2.0978975160925886e-11,8.8504022971035669e-06,8.2432113503269928e-07,7.5867281390579082e-09,1.3903612380903499e-19,0.00013090919509501514,9.5314478888288244e-18,0.00010873481103039335,2.4843970954833825e-13,1.5763226927518198e-15,1.4250090232661851e-14,1.0437310334901948e-16,1.2437578278349626e-11,2.6383748827557833e-12,0.0047171942971642638,0.00020799546247709096,2.4569364714041013e-05,3.2170886662681242e-10,7.3955500901841608e-10,1.4937207253842787e-09,7.1524170880711735e-13,6.1372128423450711e-09,4.2589027891252201e-06,3.9824074175619207e-10,1.3709314364452321e-07,4.1075301924530707e-12,2.5768730998779007e-12,3.6779716786508938e-15,6.6966940503139134e-15,2.1835250968571e-15
1.4948811462549465e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44733233916939397,0.11379667463965928,0.022716474474468611,2.8056625071416024e-13,2.1606480116444199e-11,8.9891852719592698e-06,8.4381548258683948e-07,7.7365168584325793e-09,1.4459985567560588e-19,0.00013177201701528312,9.8534496626817447e-18,0.00010933355314246814,2.5351106636616893e-13,1.6349994177565153e-15,1.468096916798023e-14,1.0753980225662722e-16,1.2727275579600452e-11,2.7099496193468994e-12,0.0047363501817971419,0.00020934036343858719,2.4798199314509469e-05,3.2681511950571439e-10,7.444090306237028e-10,1.5026748127397184e-09,7.2022982719672226e-13,6.2557589086912851e-09,4.3009770548471151e-06,4.0505286021714389e-10,1.3941532857759061e-07,4.2194138356924293e-12,2.6377134562505467e-12,3.7759034757746384e-15,6.8433673138818586e-15,2.2353396319004379e-15
1.5047001781960884e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44731167963742319,0.11377670756809319,0.022715792349173088,2.8916190746383948e-13,2.2248106302096108e-11,9.1294259912979821e-06,8.6362847298266264e-07,7.8882405098415565e-09,1.50344371232527e-19,0.00013263478367023259,1.0184091542995428e-17,0.00010993099239198449,2.5865150557577805e-13,1.6954287955565112e-15,1.5121587590825599e-14,1.1078018099003878e-16,1.3021461879845368e-11,2.7829768370412731e-12,0.0047553921091443565,0.00021068477829952909,2.5026779529401899e-05,3.3195631787395201e-10,7.4926244991092548e-10,1.5116282325766801e-09,7.2523420550877724e-13,6.3754452330295002e-09,4.3430973511843451e-06,4.1192882981125926e-10,1.4176385587938656e-07,4.33357717578062e-12,2.6995456209855649e-12,3.8755768008501289e-15,6.9921304432305008e-15,2.2879907992136155e-15
1.5145192101372304e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44729113407665283,0.11375685346424143,0.022715110307189843,2.9795925176811865e-13,2.2904048420459066e-11,9.2711312516239372e-06,8.8376273797586755e-07,8.0419108713864411e-09,1.5627408756315832e-19,0.00013349749469692473,1.0523545871191536e-17,0.00011052713242749985,2.6386150266345721e-13,1.7576497845061156e-15,1.5572085854983375e-14,1.1409541478150279e-16,1.3320165426871039e-11,2.8574762042073967e-12,0.0047743207546720231,0.00021202870514388248,2.5255087284087789e-05,3.3713213370924959e-10,7.5411526489929715e-10,1.520580980796987e-09,7.3025491604698869e-13,6.4962632650015526e-09,4.3852610098272798e-06,4.1886858913552259e-10,1.4413888641186816e-07,4.4500512083383848e-12,2.7623777369175236e-12,3.9770028839719533e-15,7.142991552267902e-15,2.341484837276813e-15
1.5243382420783723e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44727070183784046,0.1137371116570321,0.022714428348163156,3.0696149776939282e-13,2.3574501314420369e-11,9.41430772943506e-06,9.0422089936183189e-07,8.1975397083206053e-09,1.6239348819297973e-19,0.00013436014973214057,1.0871987243880203e-17,0.00011112197686208032,2.6914153309930592e-13,1.8217018827975998e-15,1.603260491950014e-14,1.174866880467071e-16,1.3623414140562595e-11,2.9334675237139852e-12,0.0047931367898367732,0.00021337214206142898,2.5483104782338459e-05,3.4234223647736102e-10,7.5896747360645393e-10,1.5295330532998519e-09,7.3529202650406704e-13,6.6182042135515981e-09,4.4274653726968207e-06,4.2587207120220049e-10,1.465405796052426e-07,4.5688671418432484e-12,2.8262179154343627e-12,4.0801926981595552e-15,7.295958485247482e-15,2.3958279383342091e-15
1.534157274019514e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44725038227543301,0.11371748147937916,0.022713746471739391,3.1617188302697654e-13,2.4259659927260632e-11,9.5589619795635959e-06,9.250055687022294e-07,8.355138773035883e-09,1.6870712317270179e-19,0.00013522274841236661,1.1229592526633703e-17,0.00011171552927375076,2.7449207233299175e-13,1.8876251301593984e-15,1.6503286333496499e-14,1.2095519434204048e-16,1.3931235610937429e-11,3.0109707329232489e-12,0.004811840882109621,0.00021471508714806294,2.5710814509276801e-05,3.4758629329720127e-10,7.6381907404837613e-10,1.5384844459818618e-09,7.4034559993856069e-13,6.7412590522292688e-09,4.4697077922106351e-06,4.3293920348347646e-10,1.4896909340403422e-07,4.6900563976200316e-12,2.8910742356372488e-12,4.1851569572617629e-15,7.4510388179819422e-15,2.4510262476270064e-15
