Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HX(19),CH2X(134),CHX(26),HOX(23),H2X(36),CXHO(27),OCX(21),COX(37),H2OX(35),CO2X(34),HO2X(136),C2H6X(39)
5.155775448365877e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11674236103811635,0.099970110437257106,0.061950400868903147,1.0968967973624326e-10,3.5875719304379594e-10,1.2114786281638901e-07,2.0106711927657711e-07,5.7153434853946498e-13,1.2265124394423566e-18,2.2831704151685351e-13,0.0,1.1884284380177227e-15,9.0266001437045584e-27,3.5669037116649829e-19,2.6029289652709147e-18,2.4899588212030733e-19,7.4918770320356101e-21,3.1696478138771347e-37,2.1640418097025252e-05,0.076098582714534319,9.2589737777818115e-11,2.5117217394218431e-05,3.65911829532568e-12,7.6349870105186144e-06,1.019085186592161e-09,2.6224058157749231e-11,4.058581665762525e-14,4.1283962047732486e-07,4.3521040528245896e-11,7.7652632604355915e-14,2.3740547004029698e-14,5.7570473786609871e-15,1.2371666059257947e-16
5.1798931807491265e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11656788167978882,0.099970117443698783,0.061863193288029403,1.1162927462683532e-10,3.6420327188561356e-10,1.2236527383754957e-07,2.0340888391855611e-07,5.733650602207546e-13,1.2448098511974215e-18,2.2838459991748385e-13,0.0,1.1941062506430438e-15,9.1318119305118536e-27,3.6062252215345949e-19,2.6259047874253848e-18,2.5164463143468737e-19,7.5564211080830999e-21,3.2225000811213779e-37,2.1608076000517447e-05,0.07627299145925924,9.2478408698609564e-11,2.5197173824117947e-05,3.6849843160344103e-12,7.6539202090613104e-06,1.0261825220907618e-09,2.6447997855705555e-11,4.0840424092320611e-14,4.1689801250913702e-07,4.3962133355183606e-11,7.8713647171974069e-14,2.4124252616493738e-14,5.8201754389503558e-15,1.2392746203965562e-16
5.204010913132376e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1163941671139004,0.099970124376562247,0.061776368024537946,1.1359232962357097e-10,3.6970353048601931e-10,1.2358880294723912e-07,2.0576491777299378e-07,5.7519137534439954e-13,1.2632801235482282e-18,2.2845205469518749e-13,0.0,1.1997840262002418e-15,9.2377577707255417e-27,3.6457722965321839e-19,2.6489484252356565e-18,2.5430674446091271e-19,7.6211743104144758e-21,3.275984715837358e-37,2.1575875657212325e-05,0.076446635538653065,9.2367568051021384e-11,2.5276943848249632e-05,3.710887295549006e-12,7.6727547547091424e-06,1.0332912684101631e-09,2.6672645499973264e-11,4.1095045464697328e-14,4.2097258744429393e-07,4.4405082377805326e-11,7.9783355086642875e-14,2.45119273145195e-14,5.8836546287464882e-15,1.2413694565004413e-16
5.228128645515625e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11622121177051757,0.099970131236491178,0.061689922293726218,1.1557898712893712e-10,3.752582135242656e-10,1.2481844986311277e-07,2.0813521392650048e-07,5.7701331842419432e-13,1.2819238512645586e-18,2.2851940668541238e-13,0.0,1.2054617640616394e-15,9.3444393735820368e-27,3.685544926697172e-19,2.6720594581247209e-18,2.5698219628685795e-19,7.6861360042196372e-21,3.3301063832349961e-37,2.1543816034803756e-05,0.076619520522195506,9.2257212230615221e-11,2.535652855749629e-05,3.7368267942904077e-12,7.6914911108968394e-06,1.0404113570014785e-09,2.6897999033791957e-11,4.1349676685625825e-14,4.2506327716994774e-07,4.4849880191293059e-11,8.0861776246584418e-14,2.4903586274705618e-14,5.9474847962296938e-15,1.2434512276625538e-16
5.249834604660549e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11606619653880693,0.099970137348594557,0.061612443357699907,1.1738727653447125e-10,3.8030416304846619e-10,1.2593036257658907e-07,2.1028066882530612e-07,5.7864934919110641e-13,1.2988519992704283e-18,2.2857993626920653e-13,0.0,1.2105716953828637e-15,9.4410833021386122e-27,3.7215331342120094e-19,2.6929166640122805e-18,2.5940148692895347e-19,7.7447792671301719e-21,3.3793644135675274e-37,2.1515081846260099e-05,0.076774472537966404,9.2158303539834964e-11,2.5427997244970215e-05,3.7602032067567686e-12,7.7082702599486839e-06,1.0468290781565716e-09,2.7101419061277288e-11,4.1578849848135879e-14,4.2875861982315403e-07,4.525177282180233e-11,8.1839821455274053e-14,2.5259498342947288e-14,6.0052319062515038e-15,1.245313743898893e-16
5.271540563805473e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1159117878303554,0.09997014340259594,0.061535267620062603,1.1921490260471602e-10,3.8539457201424118e-10,1.2704723027373077e-07,2.1243766502227754e-07,5.802818758680376e-13,1.3159215536233683e-18,2.286403838401571e-13,0.0,1.2156815951896398e-15,9.5383258186235077e-27,3.7577040231333386e-19,2.713827815682423e-18,2.618315434249101e-19,7.8035904392236397e-21,3.429145650226079e-37,2.1486460076118171e-05,0.07692881813237594,9.2059782182821824e-11,2.5499317483662032e-05,3.7836085325243622e-12,7.7249705817449143e-06,1.0532558830401882e-09,2.7305407725205388e-11,4.1808024748625203e-14,4.324669107692296e-07,4.565515158336766e-11,8.282495472440987e-14,2.5618660790465089e-14,6.0632630711559053e-15,1.2471658492682579e-16
5.293246522950398e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11575798170092899,0.099970149398950006,0.06145839310888717,1.2106196865591332e-10,3.9052961793557175e-10,1.2816905274414927e-07,2.1460619699006693e-07,5.819109158965998e-13,1.3331329405731628e-18,2.2870074996820469e-13,0.0,1.2207914630102461e-15,9.6361681594352545e-27,3.7940575834242292e-19,2.7347926093827533e-18,2.6427234739482678e-19,7.8625690651791251e-21,3.4794535223043931e-37,2.1457949993370297e-05,0.077082561249333173,9.1961645597546484e-11,2.5570490047825335e-05,3.8070424562817143e-12,7.7415924075995119e-06,1.0596917228793197e-09,2.750996355525991e-11,4.2037198488167843e-14,4.361881004869327e-07,4.6060011084393148e-11,8.3817190287449041e-14,2.5981084466007665e-14,6.1215781767694441e-15,1.2490076238338001e-16
5.314952482095322e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11560477424211073,0.099970155338106909,0.061381817870154134,1.2292857784434963e-10,3.9570947805507042e-10,1.292958297759675e-07,2.1678625905072182e-07,5.8353648658569183e-13,1.3504865840638325e-18,2.2876103521013709e-13,0.0,1.2259012983682728e-15,9.7346115579632948e-27,3.8305938041580134e-19,2.7558107422621529e-18,2.6672388038993464e-19,7.9217146919473498e-21,3.5302914677618742e-37,2.1429550873646535e-05,0.077235705796931897,9.1863891231257298e-11,2.564151570522903e-05,3.8305046657659689e-12,7.7581360668044345e-06,1.0661365493362512e-09,2.7715085090104282e-11,4.2266368179471432e-14,4.3992213950036271e-07,4.6466345935784844e-11,8.48165422929008e-14,2.6346780150683258e-14,6.1801771076131545e-15,1.250839146852012e-16
5.336658441240246e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11545216158088349,0.099970161220512291,0.061305539967543024,1.2481483316468323e-10,4.009343293455031e-10,1.3042756115579546e-07,2.189778453772544e-07,5.8515860511290172e-13,1.3679829057350251e-18,2.2882124011091249e-13,0.0,1.2310111007825122e-15,9.8336572446037631e-27,3.8673126735539606e-19,2.7768819123648721e-18,2.69186123895297e-19,7.9810268687557948e-21,3.5816629334109298e-37,2.1401261999137375e-05,0.077388255647867887,9.1766516740514524e-11,2.5712395217224846e-05,3.853994852854718e-12,7.7746018866481779e-06,1.0725903154125468e-09,2.7920770877288381e-11,4.249553093783266e-14,4.4366897838050133e-07,4.6874150751144381e-11,8.5823024804628296e-14,2.6715758558079687e-14,6.2390597471102567e-15,1.2526604967820306e-16
5.364645164679673e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11525626108066318,0.099970168721985095,0.061207626279070962,1.2727605115159827e-10,4.0773771459216856e-10,1.3189407833901898e-07,2.2182058081252194e-07,5.8724502700446502e-13,1.3907531618393169e-18,2.2889874798906834e-13,0.0,1.2375994092546128e-15,9.962253364538097e-27,3.9149259435245968e-19,2.80412795679208e-18,2.7237661156287146e-19,8.0577465056215573e-21,3.6486920907458132e-37,2.1364949110205986e-05,0.077584075311662587,9.1641522925978257e-11,2.5803569714797392e-05,3.8843228720640119e-12,7.7957178446546994e-06,1.0809246387729529e-09,2.8186803665262775e-11,4.2790988675054308e-14,4.4851880152466035e-07,4.7402117420686954e-11,8.7131286274061549e-14,2.7196365519206836e-14,6.3153990064055192e-15,1.2549939776371221e-16
5.3926318881191e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.115061334876795,0.099970176130780325,0.061110199635294522,1.297703206145083e-10,4.1461656682543253e-10,1.3336883100978723e-07,2.2468245154656296e-07,5.8932577443697542e-13,1.4137622020846574e-18,2.2897612430872857e-13,0.0,1.2441876610967812e-15,1.0091855416636007e-26,3.9628428059240483e-19,2.8314610289177777e-18,2.7558483394430341e-19,8.1347413207322995e-21,3.7166213681396722e-37,2.132881680644169e-05,0.077778920845680832,9.1517150924319269e-11,2.5894504111829744e-05,3.9146962211924983e-12,7.8167056324249676e-06,1.0892736419746174e-09,2.8453769016951238e-11,4.3086424232799318e-14,4.533897158763137e-07,4.7932507336833861e-11,8.8451454784577272e-14,2.7682470159419656e-14,6.3922094638693421e-15,1.257310839976847e-16
5.420618611558527e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11486737492140948,0.099970183447821395,0.061013256012676022,1.3229786110375967e-10,4.2157126340436216e-10,1.3485181869915589e-07,2.2756344401777391e-07,5.9140088328569683e-13,1.4370109133603687e-18,2.2905337015792279e-13,0.0,1.2507758552406422e-15,1.0222466016449866e-26,4.0110632294206401e-19,2.8588804880855851e-18,2.7881075088756006e-19,8.2120103642963454e-21,3.7854582187248327e-37,2.129286359628166e-05,0.077972800297116451,9.1393396121695577e-11,2.5985199994144143e-05,3.9451142609644628e-12,7.8375659370518771e-06,1.0976372287324845e-09,2.8721663882969375e-11,4.3381831520220028e-14,4.5828161585499086e-07,4.8465308977050354e-11,8.9783559871451455e-14,2.8174094948186681e-14,6.4694908614927441e-15,1.2596112462743468e-16
5.448605334997954e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11467437325939392,0.099970190674020062,0.060916791434053853,1.3485889170272816e-10,4.2860218094865616e-10,1.363430409336799e-07,2.3046354427199406e-07,5.9347038907961832e-13,1.4605001762407266e-18,2.2913048659689914e-13,0.0,1.2573639906033684e-15,1.0354087771455062e-26,4.0595871804778892e-19,2.8863856960963785e-18,2.8205432207372354e-19,8.2895526925743469e-21,3.8552101199464946e-37,2.1257088005353286e-05,0.078165721620411341,9.1270253816296372e-11,2.6075658930673561e-05,3.9755763416661039e-12,7.8582994403215865e-06,1.1060153020471573e-09,2.8990485237351845e-11,4.3677204650869766e-14,4.6319439602821045e-07,4.9000510828635529e-11,9.1127630843780022e-14,2.8671262169997789e-14,6.5472429383759142e-15,1.261895356919363e-16
5.476592058437381e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11448232202704196,0.099970197810276634,0.060820801967967263,1.3745363102246287e-10,4.3570969534013514e-10,1.3784249723531544e-07,2.3338273796772899e-07,5.9553432700605128e-13,1.4842308650027424e-18,2.2920747465951632e-13,0.0,1.2639520660873183e-15,1.0486723281103212e-26,4.108414623392878e-19,2.9139760172066335e-18,2.8531550702108226e-19,8.3673673678103391e-21,3.9258845735204353e-37,2.1221488576223914e-05,0.078357692678605845,9.1147717891701525e-11,2.6165882473695363e-05,4.0060817917408464e-12,7.8789068187763667e-06,1.1144077578424789e-09,2.9260230077249817e-11,4.3972538038442042e-14,4.6812795111623751e-07,4.9538101389418279e-11,9.2483696789740483e-14,2.9173993924920035e-14,6.6254654307279435e-15,1.2641633302575068e-16
5.504578781876808e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11429121345068492,0.099970204857480163,0.060725283727972111,1.4008229719625061e-10,4.4289418172478502e-10,1.3935018712132927e-07,2.3632101038143693e-07,5.9759273191468187e-13,1.5082038476365777e-18,2.2928433535339143e-13,0.0,1.270540080579808e-15,1.0620375136875834e-26,4.1575455203312448e-19,2.9416508181150177e-18,2.8859426508906077e-19,8.4454534581571881e-21,3.9974891053902324e-37,2.1186063868146804e-05,0.07854872124470752,9.1025783741768977e-11,2.6255872159034126e-05,4.0366300037938044e-12,7.8993887437737778e-06,1.1228145034861419e-09,2.9530895422624159e-11,4.4267825607112134e-14,4.7308217599693835e-07,5.0078069168499217e-11,9.3851786577103633e-14,2.9682312129107613e-14,6.7041580719485243e-15,1.2664153226281087e-16
5.529766832972291e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11412001534941446,0.099970211124548847,0.060639717033892891,1.4247728411091519e-10,4.4942633999186964e-10,1.4071414733055196e-07,2.3898175538483396e-07,5.9944059413698891e-13,1.5299874056096327e-18,2.2935340189065182e-13,0.0,1.2764692405433914e-15,1.0741532918485808e-26,4.2020227478159242e-19,2.966629847703519e-18,2.9156013865457682e-19,8.5159622339400654e-21,4.062734640698396e-37,2.1154329839853328e-05,0.078719847476341726,9.0916554086291103e-11,2.6336664183806227e-05,4.0641594204846654e-12,7.9177157643129613e-06,1.1303927152180643e-09,2.9775278820773337e-11,4.45335406259989e-14,4.7755856430949422e-07,5.0566063203400625e-11,9.5093371448557299e-14,3.014459289278879e-14,6.7753832038190645e-15,1.2684285796377991e-16
5.554954884067775e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11394956903183641,0.099970217320828253,0.060554526149711463,1.4490008640964002e-10,4.5602142129573812e-10,1.4208477598951265e-07,2.4165793065727249e-07,6.0128402751239899e-13,1.5519685435616735e-18,2.2942236675686611e-13,0.0,1.2823983493573016e-15,1.0863517911212636e-26,4.2467457102399933e-19,2.9916763366962022e-18,2.9454018356271479e-19,8.5866894348049111e-21,4.1287451754871014e-37,2.1122735154629553e-05,0.078890222056037046,9.0807804296644112e-11,2.6417269111649954e-05,4.0917224811350157e-12,7.9359421894432347e-06,1.1379823537025658e-09,3.0020403291811914e-11,4.4799209957317027e-14,4.8205153373385119e-07,5.1055965126903949e-11,9.6344739570120967e-14,3.0611432002585264e-14,6.8469887399731983e-15,1.2704291282758044e-16
5.5801429351632586e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11377986901283119,0.099970223446943715,0.060469708333147791,1.4735086209853492e-10,4.6267969759584986e-10,1.434620727361645e-07,2.4434952469181115e-07,6.0312305676235933e-13,1.5741478812666845e-18,2.2949123063736286e-13,0.0,1.2883274061779814e-15,1.0986331987894341e-26,4.2917143757566654e-19,3.0167898284814153e-18,2.9753436987315425e-19,8.6576343934673038e-21,4.1955262463390329e-37,2.1091278795879176e-05,0.07905985046844087,9.0699531064219525e-11,2.649768802889272e-05,4.1193187329988934e-12,7.9540684980525657e-06,1.145583351750507e-09,3.0266266709487687e-11,4.5064829478564268e-14,4.8656100798130909e-07,5.1547766587643876e-11,9.7605911533517394e-14,3.1082845055248016e-14,6.9189744803791412e-15,1.2724170784491485e-16
5.605330986258742e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11361090986314304,0.099970229503513655,0.060385260869852325,1.4982976885761497e-10,4.6940144037469499e-10,1.4484603720513698e-07,2.470565257434497e-07,6.0495770639763666e-13,1.5965260344139645e-18,2.2955999420454663e-13,0.0,1.2942564101513019e-15,1.1109977016268648e-26,4.336928711259471e-19,3.0419698680365726e-18,3.0054266755391497e-19,8.7287964463985451e-21,4.2630834056288723e-37,2.1059959757358931e-05,0.079228738142339702,9.0591730988738471e-11,2.6577922011613539e-05,4.1469477199552311e-12,7.972095165775421e-06,1.1531956417265546e-09,3.0512866961776198e-11,4.5330395163930811e-14,4.910869108775886e-07,5.2041459243029571e-11,9.8876907790639817e-14,3.155884752815318e-14,6.9913402235169325e-15,1.2743925388201441e-16
5.630519037354226e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11344268620864897,0.099970235491149556,0.060301181073040395,1.5233696403794295e-10,4.7618692063648913e-10,1.4623666902767707e-07,2.4977892183203502e-07,6.0678800072054342e-13,1.6191036146211295e-18,2.2962865811604695e-13,0.0,1.3001853604124362e-15,1.1234454859002722e-26,4.3823886823381329e-19,3.0672160019303315e-18,3.035650464797547e-19,8.8001749337325588e-21,4.3314222214990039e-37,2.1028777043043048e-05,0.079396890451390353,9.048440055589771e-11,2.6657972125765116e-05,4.174608988892916e-12,7.9900226650264343e-06,1.1608191560163312e-09,3.076020195071325e-11,4.5595903023456465e-14,4.9562916636528867e-07,5.2537034759589023e-11,1.0015774865436393e-13,3.2039454779635346e-14,7.0640857660010416e-15,1.2763556168246849e-16
5.6557070884497095e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11327519272964374,0.09997024141045617,0.06021746628313486,1.5487260465884727e-10,4.830364089094624e-10,1.4763396783158881e-07,2.5251670074512041e-07,6.0861396382733441e-13,1.6418812294396353e-18,2.2969722301603424e-13,0.0,1.3061142560857294e-15,1.1359767373722525e-26,4.4280942533243855e-19,3.0925277783124034e-18,3.0660147643583619e-19,8.8717691992586731e-21,4.4005482778352546e-37,2.0997729666990809e-05,0.079564312714834828,9.0377536434275807e-11,2.6737839427292042e-05,4.2023020904290663e-12,8.0078514650331271e-06,1.1684538282969496e-09,3.1008269592229576e-11,4.5861349097991263e-14,5.0018769850625142e-07,5.3034484813283261e-11,1.0144845429975817e-13,3.2524682049319476e-14,7.1372109028304145e-15,1.2783064186891261e-16
5.680895139545193e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11310842416013585,0.099970247262031492,0.060134113867413935,1.5743684740518876e-10,4.8995017524767122e-10,1.4903793324117226e-07,2.5526985004079329e-07,6.1043561961065777e-13,1.6648594823653284e-18,2.2976568953677062e-13,0.0,1.312043096284553e-15,1.1485916413041956e-26,4.4740453873410818e-19,3.1179047469114526e-18,3.0965192712162401e-19,8.943578590404492e-21,4.4704671742431526e-37,2.0966816653216038e-05,0.079731010198204388,9.0271135249574277e-11,2.6817524962250771e-05,4.2300265763468297e-12,8.0255820318687123e-06,1.1760995923700856e-09,3.1257067815987376e-11,4.6126729480815326e-14,5.0476243148387689e-07,5.3533801089817874e-11,1.0274904476536093e-13,3.3014544458460145e-14,7.2107154275363217e-15,1.2802450494474269e-16
5.706083190640677e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11294237528715161,0.099970253046466964,0.060051121219663335,1.6002984862466853e-10,4.9692848923097737e-10,1.5044856487716197e-07,2.5803835705047773e-07,6.1225299176176523e-13,1.6880389728498763e-18,2.2983405829792866e-13,0.0,1.3179718801111717e-15,1.1612903824591805e-26,4.5202420462927112e-19,3.1433464590343046e-18,3.1271636815128395e-19,9.0156024581737541e-21,4.5411845260242814e-37,2.0936037035558171e-05,0.079896988114015466,9.0165193654066517e-11,2.6897029766926185e-05,4.2577820018780336e-12,8.043214828484255e-06,1.1837563826548013e-09,3.1506594565218621e-11,4.6392040296242246e-14,5.0935328960539002e-07,5.4034975284948072e-11,1.0405953995415656e-13,3.350905701028231e-14,7.2845991320030885e-15,1.2821716129577073e-16
5.73127124173616e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11277704095004941,0.099970258764347467,0.059968485759833483,1.6265176432518412e-10,5.0397161996654576e-10,1.5186586235666542e-07,2.6082220888171026e-07,6.1406610377280763e-13,1.7114202963091257e-18,2.2990232990730017e-13,0.0,1.3239006066566201e-15,1.1740731451048373e-26,4.5666841908940207e-19,3.1688524675599945e-18,3.1579476905630797e-19,9.0878401571218127e-21,4.6127059641525417e-37,2.0905389857555168e-05,0.080062251622455172,9.0059708381418858e-11,2.6976354867946854e-05,4.2855679249779459e-12,8.0607503147404677e-06,1.191424134340823e-09,3.1756847796565441e-11,4.6657277706258287e-14,5.1396019730405572e-07,5.4537999104776669e-11,1.0537995963469401e-13,3.4008234590325152e-14,7.3588618065723358e-15,1.2840862119185841e-16
5.756459292831644e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1126124160398462,0.09997026441625155,0.059886204933702565,1.6530275017224179e-10,5.1107983608999248e-10,1.5328982529310129e-07,2.636213924208804e-07,6.1587497893910438e-13,1.7350040441333033e-18,2.2997050496139707e-13,0.0,1.3298292750005921e-15,1.1869401130161773e-26,4.6133717806942417e-19,3.1944223269366751e-18,3.1888709928788511e-19,9.1602910453238778e-21,4.6850371352507047e-37,2.0874874172318683e-05,0.080226805832055187,8.995467615954358e-11,2.7055501282399316e-05,4.3133839056829499e-12,8.0781889474391254e-06,1.1991027829672537e-09,3.2007825479922798e-11,4.6922437915247176e-14,5.1858307914133076e-07,5.5042864266044747e-11,1.0671032344217941e-13,3.4512091966791699e-14,7.4335032400914274e-15,1.285988947885277e-16
5.781647343927128e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11244849549855475,0.099970270002751313,0.059804276212545346,1.6798296148642288e-10,5.1825340576618412e-10,1.5472045329613677e-07,2.6643589433593917e-07,6.1767964036131896e-13,1.7587908036968668e-18,2.3003858404549968e-13,0.0,1.3357578842113277e-15,1.1998914694783958e-26,4.6603047740872177e-19,3.2200555931778497e-18,3.2199332821841782e-19,9.2329544843346844e-21,4.7581837015670617e-37,2.0844489042411251e-05,0.08039065580035408,8.9850093756077951e-11,2.7134470017939806e-05,4.3412295070402135e-12,8.0955311803539266e-06,1.2067922646947528e-09,3.2259525598283075e-11,4.7187517161124876e-14,5.2322185980895703e-07,5.5549562496414877e-11,1.0805065087956268e-13,3.5020643790903181e-14,7.5085232198946573e-15,1.2878799212854247e-16
5.806835395022611e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11228527431853164,0.099970275524412761,0.059722697092807107,1.7069255324089981e-10,5.2549259669072625e-10,1.5615774597162518e-07,2.6926570107907645e-07,6.1948011094767044e-13,1.7827811583678175e-18,2.301065677344235e-13,0.0,1.3416864333455044e-15,1.2129273972896461e-26,4.7074831283416679e-19,3.2457518238576278e-18,3.2511342514421517e-19,9.3058298391650203e-21,4.8321513409521783e-37,2.0814233539725496e-05,0.080553806534549535,8.9745957988106351e-11,2.7213262072904565e-05,4.3691042945791527e-12,8.1127774642609489e-06,1.2144925162906676e-09,3.2511946147582972e-11,4.7452511719779855e-14,5.278764641309997e-07,5.6058085534747797e-11,1.0940096131863144e-13,3.5533904597257356e-14,7.5839215318984854e-15,1.289759231434676e-16
5.832023446118095e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11212274754183459,0.099970280981795515,0.059641465095782317,1.7343168005899812e-10,5.3279767609089918e-10,1.5760170292154235e-07,2.7211079888937094e-07,6.2127641341608264e-13,1.8069756875183972e-18,2.301744565928319e-13,0.0,1.3476149214481336e-15,1.2260480787637913e-26,4.7549067996185898e-19,3.2715105781081163e-18,3.2824735928742328e-19,9.3789164782456102e-21,4.9069457468359331e-37,2.0784106745364948e-05,0.080716262992140936,8.9642265683368486e-11,2.7291878436419061e-05,4.3970078361722402e-12,8.1299282469687728e-06,1.2222034749531262e-09,3.2765085136552087e-11,4.7717417905499255e-14,5.3254681706583795e-07,5.6568425131372657e-11,1.1076127400104473e-13,3.6051888804190116e-14,7.6596979605991223e-15,1.291626976551979e-16
5.882399548309063e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11179975761139539,0.099970291705933884,0.059480032677417055,1.7899915561596685e-10,5.4760656689166263e-10,1.6050960803279781e-07,2.7784681161779887e-07,6.2485660393184379e-13,1.8559795668266332e-18,2.3030995202710507e-13,0.0,1.3594717106798211e-15,1.2525444295509939e-26,4.8504899124315889e-19,3.3232139016128525e-18,3.345566157541748e-19,9.5257210997762429e-21,5.0590377095780766e-37,2.0724235651391873e-05,0.081039112662777094,8.9436198969956102e-11,2.7448588000182953e-05,4.4528994665131219e-12,8.1639450853601515e-06,1.2376572651630503e-09,3.3273510531494468e-11,4.8246950588535569e-14,5.4193446929042583e-07,5.7594521059730315e-11,1.1351198241820668e-13,3.7102084514056051e-14,7.8123842990607871e-15,1.295328159173212e-16
5.9277380402809345e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11151139279075412,0.099970301143317564,0.05933590629189444,1.8411243746973773e-10,5.611625784707618e-10,1.6314951037686269e-07,2.8306137620214363e-07,6.2806474451675418e-13,1.9007870657266562e-18,2.3043157906343263e-13,0.0,1.3701426024375713e-15,1.2766828219393167e-26,4.9373532362820398e-19,3.3699563323477704e-18,3.4028195964079907e-19,9.6585615842291508e-21,5.1988054521287863e-37,2.0670782815404401e-05,0.081327351678598683,8.9252224477636969e-11,2.7589035480890676e-05,4.5032959907813977e-12,8.1942380585088746e-06,1.2516016758108089e-09,3.373353073087899e-11,4.8723191515440289e-14,5.5043646654811564e-07,5.8524137507917394e-11,1.1602201807056604e-13,3.8063556960295123e-14,7.9510929724159613e-15,1.2986206345286324e-16
5.973076532252806e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11122520293676015,0.099970310380870606,0.059192867137967564,1.8932380139421069e-10,5.7493620333499382e-10,1.6581099859606407e-07,2.883252603677303e-07,6.3125972523165421e-13,1.9462649187641697e-18,2.3055290719600586e-13,0.0,1.3808132810576399e-15,1.3010986296907023e-26,5.0250106566601532e-19,3.4168945538605378e-18,3.4605165426268637e-19,9.7920769603379301e-21,5.3413411720076995e-37,2.061773311250618e-05,0.081613416131591121,8.9069639011992155e-11,2.7728928694376971e-05,4.5537790744085831e-12,8.2242284395537295e-06,1.2655798252784075e-09,3.419584827567813e-11,4.9199090411632418e-14,5.5898832860223712e-07,5.9459511857477359e-11,1.1856475439909015e-13,3.9040552183595485e-14,8.0910233297195541e-15,1.3018771181221098e-16
6.018415024224677e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11094116085069307,0.099970319421645137,0.059050901617776597,1.9463413619894652e-10,5.8892898316005561e-10,1.6849407022053256e-07,2.9363837649370719e-07,6.3444167195906993e-13,1.992416361681861e-18,2.3067393939018612e-13,0.0,1.3914837405367412e-15,1.3257928989009281e-26,5.1134618801461427e-19,3.4640260508224053e-18,3.5186551769149788e-19,9.9262636642409672e-21,5.4866786336298785e-37,2.0565081501715015e-05,0.081897333217991267,8.8888425232643014e-11,2.7868273089970401e-05,4.6043462882597332e-12,8.2539187366324889e-06,1.2795913662710403e-09,3.4660451996141696e-11,4.9674627048112233e-14,5.6758962291026631e-07,6.0400596444317288e-11,1.2114029905083615e-13,4.0033150116798829e-14,8.2321740660512951e-15,1.3050981450379006e-16
6.063753516196549e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11065923980766032,0.099970328268634959,0.058909996370361831,2.0004432684293356e-10,6.031424547907925e-10,1.7119872273459212e-07,2.9900063492346824e-07,6.3761070874530215e-13,2.0392445890853399e-18,2.3079467852838201e-13,0.0,1.4021539747424689e-15,1.3507666707919553e-26,5.2027066030856423e-19,3.5113483239445656e-18,3.577233673700933e-19,1.006111816550034e-20,5.6348517631623836e-37,2.0512823029862083e-05,0.082179129660236161,8.8708566082726898e-11,2.800707402847714e-05,4.6549952275503694e-12,8.2833114289941688e-06,1.2936359564568927e-09,3.5127330845396638e-11,5.0149781560989195e-14,5.7623991848103853e-07,6.1347343744121764e-11,1.2374875838702131e-13,4.1041429502337003e-14,8.3745438636112197e-15,1.3082842399847673e-16
