Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(56),CO2X(24),CHOX(60),COX(57)
1.1056883179725116e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756709585360384,0.11866952014710866,0.022821556973634603,2.7376935070939016e-38,9.6642434184667975e-31,7.6876126761584419e-17,1.4644052851216454e-25,6.5577338044315274e-28,8.4780508913751755e-25,2.3408599806921796e-15,5.7574710193792091e-55,2.3387711247346171e-15,6.2185099973303081e-36,8.2754522176077448e-37,3.4806205209474115e-38,9.0039053463681155e-45,8.4792451671230191e-25,2.1445235145264333e-42,4.4587458989783775e-07,2.1438839351317773e-08,2.758818952969874e-12,2.4702442253031609e-11,1.9101816358933626e-16,7.8277571598042796e-14,5.4271401009432568e-12,2.1733257231516717e-19,6.6272977492988799e-21,3.221928043568517e-22,1.0357010722336172e-36,1.6256185086216154e-33,7.6856429183246589e-33
1.1490032343310522e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756707754591797,0.11866950268051915,0.022821556553706154,3.3360415384192513e-38,1.0849225556118455e-30,8.1141129735592367e-17,1.7189079522839581e-25,7.0067063846666941e-28,9.1554570360846475e-25,2.4326002598740841e-15,6.9774337495046002e-55,2.4304056160226832e-15,6.9785652197898214e-36,9.0503347633901574e-37,3.905978787659878e-38,1.1029822700373539e-44,9.1567459841355559e-25,2.5009157352048901e-42,4.6334085552078529e-07,2.2278696258195554e-08,2.7771706034422587e-12,2.5941981166861403e-11,1.9228890898981457e-16,7.8814531923771612e-14,5.7320356685548023e-12,2.2586606201178109e-19,7.4423508648069097e-21,3.5499013474368724e-22,1.2086401105430558e-36,1.844105015154636e-33,9.393633941109624e-33
1.1923181506895928e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756705923827923,0.11866948521398249,0.022821556133777753,4.0318837623973457e-38,1.2127458362757159e-30,8.5432910287994735e-17,2.0039361395173274e-25,7.461332984512744e-28,9.8589011786288114e-25,2.5243413342061366e-15,8.3959664705067434e-55,2.5220413006569295e-15,7.7981656864549395e-36,9.8601086202382667e-37,4.3646560980786678e-38,1.3399421172676507e-44,9.8602883508496898e-25,2.8999885616107584e-42,4.8080706831858977e-07,2.3118553058521645e-08,2.7936072229038277e-12,2.7187330373149639e-11,1.9342704958514092e-16,7.9295457913874928e-14,6.0389046725209311e-12,2.3440102478592622e-19,8.313844482996777e-21,3.8956321742504083e-22,1.401070602949413e-36,2.0847682913673963e-33,1.1385812327004873e-32
1.2356330670481335e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756704093068823,0.11866946774749863,0.022821555713849404,4.8359368560733373e-38,1.3502483797021618e-30,8.9748674740625513e-17,2.3215459274890424e-25,7.921053702669471e-28,1.0588383531381311e-24,2.6160831183456825e-15,1.0036381671553327e-54,2.6136781842394949e-15,8.6795575283762701e-36,1.0704607193033147e-36,4.8579092821023842e-38,1.6152922626572604e-44,1.0589872473220853e-24,3.3450211564349107e-42,4.9827322829141082e-07,2.3958409752296282e-08,2.8083288723163981e-12,2.8437883813708503e-11,1.944464384381168e-16,7.9726202998402513e-14,6.3475411846803777e-12,2.4293746071836992e-19,9.2424750632743336e-21,4.2592253326862241e-22,1.614150815733625e-36,2.3490354520855701e-33,1.3694279091300507e-32
1.278947983406674e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756702262314553,0.1186694502810676,0.022821555293921113,5.7595366480998039e-38,1.4977843873246607e-30,9.4085921284923685e-17,2.6738171148248202e-25,8.3853611810128307e-28,1.1343904283781465e-24,2.7078255358659859e-15,1.1923749174656292e-54,2.7053162717881235e-15,9.624986873720159e-36,1.1583664451776142e-36,5.3869952056021901e-38,1.9333185438989548e-44,1.1345498534266968e-24,3.8394140871820948e-42,5.1573933543940835e-07,2.4798266339519717e-08,2.821514711884074e-12,2.9693098745964415e-11,1.9535948135513463e-16,8.0112009550951914e-14,6.6577607901244645e-12,2.5147536957899423e-19,1.0228857904990014e-20,4.6407746451591576e-22,1.8490413926620588e-36,2.6383480638314266e-33,1.6353054519470775e-32
1.3222628997652147e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756700431565151,0.11866943281468938,0.022821554873992872,6.8146390927997757e-38,1.6557080629170357e-30,9.8442409485563368e-17,3.0628504188876012e-25,8.8537962964146993e-28,1.2125463604730604e-24,2.799568518324641e-15,1.4084960010914814e-54,2.7969555677972306e-15,1.0636699846110667e-35,1.2497116694562079e-36,5.9531707696147097e-38,2.2985732918664022e-44,1.2127166696465005e-24,4.3866893259690868e-42,5.3320538976274173e-07,2.5638122820192201e-08,2.8333251848947616e-12,3.095248912763622e-11,1.9617728810455328e-16,8.0457572447188435e-14,6.9693983396467672e-12,2.600147508913169e-19,1.1273534702774804e-20,5.0403640957716998e-22,2.1069042917153048e-36,2.9541593192805247e-33,1.939807727293294e-32
1.3655778161237554e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756698600820673,0.118669415348364,0.022821554454064683,8.0138207275429348e-38,1.8243736100196506e-30,1.0281613296751853e-16,3.4907649409971399e-25,9.3259440699703921e-28,1.2933061644738248e-24,2.8913120044292261e-15,1.6548790296906902e-54,2.8885960762925864e-15,1.1716942563331785e-35,1.3444803935697294e-36,6.5576929095986425e-38,2.715877833067484e-44,1.2934877103897327e-24,4.9904902492432408e-42,5.5067139126157072e-07,2.6477979194313988e-08,2.8439039735963657e-12,3.22156196921392e-11,1.9690980784979593e-16,8.0767095818453153e-14,7.2823059369787211e-12,2.6855560398665139e-19,1.2376980620879719e-20,5.4580688584324722e-22,2.3889019000871347e-36,3.2979315702860145e-33,2.2867200470284748e-32
1.408892732482296e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756696770081152,0.11866939788209144,0.022821554034136552,9.3702787024015394e-38,2.004135229921456e-30,1.0720529496364344e-16,3.959695878328384e-25,9.8014298115361667e-28,1.3766698537843494e-24,2.9830559392903462e-15,1.9345965110085806e-54,2.9802378008802809e-15,1.2867961136334211e-35,1.4426570976352859e-36,7.2018185947497864e-38,3.1903246849430728e-44,1.3768629884173319e-24,5.6545816374386798e-42,5.6813733993605509e-07,2.7317835461885326e-08,2.8533797502318557e-12,3.3482100643796106e-11,1.9756595039838559e-16,8.1044344544142749e-14,7.5963511361416409e-12,2.7709792804952079e-19,1.353961088119507e-20,5.8939562172986303e-22,2.6961963044081859e-36,3.6711341894026705e-33,2.6800185073590803e-32
1.4522076488408366e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756694939346621,0.11866938041587169,0.02282155361420847,1.089783045868085e-37,2.1953471201068227e-30,1.1160828642100403e-16,4.4717924654425817e-25,1.0279915515000329e-27,1.4626374403335388e-24,3.074800273752826e-15,2.250922236298393e-54,3.0718807447905527e-15,1.4092001668495449e-35,1.5442268210668043e-36,7.8868048273692764e-38,3.727279474090343e-44,1.4628425150149881e-24,6.3828496745855305e-42,5.8560323578635462e-07,2.8157691622906485e-08,2.8618677448425294e-12,3.4751582908146969e-11,1.9815369476324031e-16,8.129269036073628e-14,7.9114153274265573e-12,2.8564172215578398e-19,1.4761786863827973e-20,6.3480863909013038e-22,3.0299487054240137e-36,4.0752417299519998e-33,3.1238690885966373e-32
1.4955225651993772e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756693108617108,0.11866936294970476,0.02282155319428044,1.26109131276523e-37,2.3983634730899601e-30,1.1602366639244231e-16,5.0292161283072368e-25,1.0761096511768385e-27,1.5512089347293674e-24,3.1665449637967259e-15,2.6073376676765526e-54,3.1635249109170529e-15,1.5391310255089383e-35,1.6491752212485134e-36,8.6139086422804648e-38,4.3323826056602176e-44,1.5514263001472393e-24,7.1793019478852767e-42,6.0306907881262907e-07,2.8997547677377711e-08,2.8694711494260317e-12,3.6023753878411246e-11,1.9868018639248275e-16,8.1515152772080311e-14,8.227392292229256e-12,2.9418698530442256e-19,1.6043821729554311e-20,6.820513270249845e-22,3.3913189605442792e-36,4.5117323592772333e-33,3.6226265446148603e-32
1.5388374815579179e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756691277892659,0.11866934548359068,0.022821552774352469,1.4524582713855943e-37,2.6135384755736019e-30,1.2045014447359843e-16,5.6341388336156744e-25,1.1244698379359193e-27,1.6423843463968866e-24,3.258289970000831e-15,3.007538325450513e-54,3.2551703018520138e-15,1.6768132982930053e-35,1.7574886139351218e-36,9.3843871062906416e-38,5.0115507101017226e-44,1.6426143525954942e-24,8.0480674472625477e-42,6.2053486901503822e-07,2.9837403625299267e-08,2.8762823756194461e-12,3.7298333605609529e-11,1.9915182425670906e-16,8.1714435740938656e-14,8.5441869085890949e-12,3.0273371644384314e-19,1.7385985581851466e-20,7.3112850799406172e-22,3.7814652322189897e-36,4.9820865406676325e-33,4.1808331083107152e-32
1.5821523979164585e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756689447173277,0.1186693280175294,0.022821552354424547,1.6654513116488062e-37,2.8412263078784223e-30,1.2488656507449196e-16,6.2887416168551428e-25,1.1730474095532636e-27,1.7361636837018142e-24,3.3500352570621901e-15,3.4554401754126509e-54,3.3468169199177332e-15,1.8224715930160014e-35,1.8691539984479596e-36,1.0199497317694329e-37,5.7709778911339833e-44,1.7364066800816338e-24,8.9933965649016588e-42,6.3800060639374183e-07,3.067725946667143e-08,2.8823841810098408e-12,3.857507138643868e-11,1.9957433883947077e-16,8.1892960759140402e-14,8.8617139917307882e-12,3.112819144935447e-19,1.878851018990323e-20,7.8204449702089585e-22,4.2015437253984551e-36,5.4877859368633938e-33,4.8032170369555853e-32
1.6254673142749991e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756687616459008,0.11866931055152094,0.022821551934496677,1.9016995032451514e-37,3.0817811435962624e-30,1.2933189333569612e-16,6.9952132736278962e-25,1.221820142674578e-27,1.8325469540612002e-24,3.4417807933658829e-15,3.9551860160831563e-54,3.4384647671947828e-15,1.9763305166157116e-35,1.9841590703815434e-36,1.1060496405815209e-37,6.6171367966565782e-44,1.8328032893786956e-24,1.0019661094774875e-41,6.5546629094889969e-07,3.1517115201494451e-08,2.8878506776756781e-12,3.9853742707980809e-11,1.999528619729253e-16,8.2052896404108852e-14,9.1798972558970575e-12,3.1983157836181884e-19,2.025159329521142e-20,8.3480315470750562e-22,4.6527085027369023e-36,6.030312507861373e-33,5.4946910190567831e-32
1.6687822306335398e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756685785749857,0.1186692930855653,0.022821551514568866,2.1628934778242802e-37,3.3355571494259831e-30,1.3378520251654993e-16,7.7557491997048225e-25,1.2707680539403703e-27,1.9315341640425294e-24,3.5335265505997653e-15,4.5111518659023524e-54,3.53011384554725e-15,2.1386146751536704e-35,2.1024922242068594e-36,1.1968641530583813e-37,7.5567795324136703e-44,1.9318041864099875e-24,1.1131354232168265e-41,6.7293192268067188e-07,3.2356970829768596e-08,2.8927482353158659e-12,4.1134146511861851e-11,2.0029198937429181e-16,8.2196184694399304e-14,9.498668384801897e-12,3.2838270696003156e-19,2.1775402525117853e-20,8.8940793470791412e-22,5.1361113660394807e-36,6.6111477789754743e-33,6.260350462362605e-32
1.7120971469920804e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756683955045835,0.11866927561966248,0.022821551094641103,2.4507853063075222e-37,3.6029084851570264e-30,1.3824566270044082e-16,8.5725503660782021e-25,1.3198731821175785e-27,2.0331253194524696e-24,3.6252725034094373e-15,5.1279533503853579e-54,3.6217641566453611e-15,2.3095486738229977e-35,2.2241425477746157e-36,1.2925189882148388e-37,8.5969384365034886e-44,2.0334093763378488e-24,1.2333090573209895e-41,6.9039750158921785e-07,3.3196826351494129e-08,2.8971362900634575e-12,4.2416102744072464e-11,2.0059583665151517e-16,8.2324564739271577e-14,9.8179661991116163e-12,3.3693529921403772e-19,2.3360078937526521e-20,9.4586192624392417e-22,5.6529017923422019e-36,7.2317722583171622e-33,7.1054716808329494e-32
1.755412063350621e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756682124346959,0.11866925815381248,0.022821550674713399,2.7671883740502382e-37,3.8841893037718257e-30,1.4271253067946709e-16,9.4478224160744567e-25,1.3691193898264218e-27,2.1373204254163553e-24,3.7170186290892507e-15,5.8104520892481381e-54,3.7134157019857288e-15,2.489357116962277e-35,2.3490998103636617e-36,1.3931398680516544e-37,9.7449267311496166e-44,2.137618863643147e-24,1.3629606114403966e-41,7.078630276746977e-07,3.4036681766671315e-08,2.9010680688441748e-12,4.3699450160576366e-11,2.0086808946089778e-16,8.2439593975674607e-14,1.0137735910799504e-11,3.4548935407320994e-19,2.5005740222268841e-20,1.0041678921814524e-21,6.2042269150596163e-36,7.8936649842974929e-33,8.03550999665147e-32
1.7987269797091617e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756680293653268,0.11866924068801532,0.022821550254785744,3.1139772560475944e-37,4.1797537516429226e-30,1.4718514089584299e-16,1.0383774872507798e-24,1.4184921834099919e-27,2.2441194864493711e-24,3.8087649073055792e-15,6.5637620835057886e-54,3.8050684829094961e-15,2.6782646080741482e-35,2.4773544456565994e-36,1.4988525175225673e-37,1.1008339066528623e-43,2.2444326521964688e-24,1.5025758252173794e-41,7.2532850093727098e-07,3.4876537075300418e-08,2.9045912380616857e-12,4.4984044362198975e-11,2.0111204842479752e-16,8.2542667152847064e-14,1.0457928455431295e-11,3.5404487051742873e-19,2.6712483584730636e-20,1.0643283031290556e-21,6.7912315419785837e-36,8.5983031845843648e-33,9.0560977716816603e-32
1.885356812426243e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756676632281418,0.11866920575657942,0.022821549414930593,3.9065159720717658e-37,4.8151500895901391e-30,1.5614526840752018e-16,1.2446574649587277e-24,1.517566844552548e-27,2.4655294890914938e-24,3.9922578504788752e-15,8.3045720711034908e-54,3.9883777561858188e-15,3.084275144198651e-35,2.7437207452854699e-36,1.7260560397735489e-37,1.391322400201258e-43,2.4658731458369156e-24,1.8137008900104735e-41,7.6025928899433819e-07,3.6556247372915476e-08,2.9105778799881066e-12,4.7556469844989823e-11,2.0152658850740488e-16,8.2717806421022238e-14,1.1099411038817017e-11,3.7116028427802124e-19,3.0309517624884639e-20,1.1902210530480825e-21,8.0768470046534572e-36,1.014171459564118e-32,1.1392324026509114e-31
1.963323661871616e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756673337064552,0.11866917431846778,0.022821548659061146,4.7437745662398093e-37,5.4394094779508308e-30,1.6422366580255412e-16,1.4532844170985769e-24,1.60704976766478e-27,2.6737040527216623e-24,4.1574018573780848e-15,1.0170172413921292e-53,4.153360338638972e-15,3.4830565768567677e-35,2.9946442452587773e-36,1.9492143941268467e-37,1.7004336413041812e-43,2.6740763288285144e-24,2.1329106619507362e-41,7.9169681759296221e-07,3.8067986276377304e-08,2.9149520014157052e-12,4.987475475348279e-11,2.0182947090505848e-16,8.2845765994603031e-14,1.1677796613769474e-11,3.8656914583952172e-19,3.3756390725797214e-20,1.3098865430109443e-21,9.3673639678792059e-36,1.1691749657342545e-32,1.3864662883223788e-31
2.0374194559743646e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756670205470934,0.11866914444141749,0.022821547940720784,5.6601020405022169e-37,6.0806361152016337e-30,1.7191122256245357e-16,1.6729486514937307e-24,1.6923167860729714e-27,2.8793616719364333e-24,4.3143467061000225e-15,1.2240196420366611e-53,4.3101552573886644e-15,3.8925772373020151e-35,3.2428989162492301e-36,2.1783829009415036e-37,2.0409152674664858e-43,2.8797621766850574e-24,2.4736549741940189e-41,8.2157331377676592e-07,3.9504666998775434e-08,2.9183826735982829e-12,5.2080163822297597e-11,2.0206702491588728e-16,8.2946121363417062e-14,1.222821963418133e-11,4.0121733290883132e-19,3.7216297969123602e-20,1.4292047884708375e-21,1.0717248310681516e-35,1.3314243254914152e-32,1.6574027081704589e-31
2.111515250077113e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756667073892604,0.11866911456452177,0.022821547222380577,6.7054424619595478e-37,6.7704069978674467e-30,1.7960704156412825e-16,1.9145949862989887e-24,1.777766847988131e-27,3.0926391809220901e-24,4.4712917402293832e-15,1.4634357088260138e-53,4.4669538090340618e-15,4.3330030690422874e-35,3.5006631808880525e-36,2.4248467126561619e-37,2.431675927146887e-43,3.0930689150321192e-24,2.8536839446453607e-41,8.5144965539032669e-07,4.0941347409391872e-08,2.9212293824578072e-12,5.4287368138453581e-11,2.0226414284905724e-16,8.3029389792006936e-14,1.2779250297499638e-11,4.1586978042607553e-19,4.0855786563886413e-20,1.5539811044105991e-21,1.2193198493151648e-35,1.5089803287552166e-32,1.9667988940643078e-31
2.1856110441798617e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756663942329634,0.11866908468778058,0.022821546504040526,7.8915690074973714e-37,7.5104946929181428e-30,1.873097214345623e-16,2.1793356461689943e-24,1.8633689873350818e-27,3.313536587113268e-24,4.6282369169455631e-15,1.7389313792007113e-53,4.6237559964237732e-15,4.8054583502975943e-35,3.767910901163977e-36,2.689235287481002e-37,2.8776305181269761e-43,3.3139965480741114e-24,3.2759070626737785e-41,8.8132584243444529e-07,4.2378027508227944e-08,2.9235925094374655e-12,5.6496063609420096e-11,2.0242777553807199e-16,8.3098508488693043e-14,1.3330785278159963e-11,4.3052648496480226e-19,4.4674894118183738e-20,1.6842205935866136e-21,1.3800868261731439e-35,1.7025735352690957e-32,2.3181344034911054e-31
2.2597068382826103e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756660810782008,0.11866905481119398,0.022821545785700632,9.2307707136647205e-37,8.302671741544785e-30,1.950181018809244e-16,2.4682829481290151e-24,1.9490975171194092e-27,3.542053896050277e-24,4.7851822007923964e-15,2.0544391363930272e-53,4.7805618219237046e-15,5.3110673542601841e-35,4.0446195377351714e-36,2.9721781072039174e-37,3.3839364940362563e-43,3.5425450781206195e-24,3.7433377689562316e-41,9.1120187490992141e-07,4.3814707295285031e-08,2.9255551722272518e-12,5.8705998440964091e-11,2.0256367840152684e-16,8.3155909510768788e-14,1.3882739020690192e-11,4.4518744345275173e-19,4.8673615802181983e-20,1.8199274515730844e-21,1.5545899529367509e-35,1.9129327306559672e-32,2.7150235692148765e-31
2.333802632385359e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756657679249785,0.11866902493476193,0.022821545067360893,1.0735851461008382e-36,9.1487106650206482e-30,2.0273122133251509e-16,2.7825490676465164e-24,2.0349311201513528e-27,3.7781911117119458e-24,4.9421275623842273e-15,2.414167365007899e-53,4.9373712875018737e-15,5.850954349469485e-35,4.3307697744726919e-36,3.2743046770004918e-37,3.955993867306764e-43,3.7787145059193222e-24,4.259093455029502e-41,9.4107775281755584e-07,4.5251386770564477e-08,2.927186258022744e-12,6.0916963948282639e-11,2.0267662147870346e-16,8.3203608524225393e-14,1.4435040617483263e-11,4.5985265315614512e-19,5.2851916464880729e-20,1.9611051262069653e-21,1.7433923941046938e-35,2.1407851072882415e-32,3.1612123526615959e-31
2.4078984264881074e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756654547732945,0.11866899505848444,0.022821544349021311,1.242012911441044e-36,1.005038397026883e-29,2.1044828332523182e-16,3.1232458867424645e-24,2.1208521179701429e-27,4.0219482367797511e-24,5.0990729773790196e-15,2.8226097065717293e-53,5.0941843947957121e-15,6.4262436001629617e-35,4.6263451657069216e-36,3.5962445252775255e-37,4.5994451539869344e-43,4.0225048309201896e-24,4.8263954628769852e-41,9.7095347615814879e-07,4.6688065934067659e-08,2.9285428307328503e-12,6.312878726367616e-11,2.0277055611476482e-16,8.3243275244076522e-14,1.4987631330983446e-11,4.7452211165982528e-19,5.7209739710451367e-20,2.1077564441241418e-21,1.9470564384791287e-35,2.3868564701383112e-32,3.6605752228235396e-31
2.481994220590856e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756651416231531,0.11866896518236153,0.022821543630681885,1.4297434795881093e-36,1.1009464155112083e-29,2.1816862880127636e-16,3.4914848932419591e-24,2.2068458644463544e-27,4.2733252728555015e-24,5.2560184256321884e-15,3.2845544150564933e-53,5.2510011451675352e-15,7.0380593666037297e-35,4.9313318059271755e-36,3.938627203541934e-37,5.3201752898681919e-43,4.2739160514931923e-24,5.4485690845468378e-41,1.0008290449325004e-06,4.8124744785795933e-08,2.929672114597394e-12,6.5341325327441087e-11,2.0284875231478442e-16,8.3276291472075146e-14,1.5540462551894501e-11,4.8919581684004797e-19,6.1747014986743811e-20,2.2598837150293606e-21,2.1661436474453597e-35,2.651871426266611e-32,4.2171120830859193e-31
2.5560900146936045e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375664828474555,0.11866893530639316,0.022821542912342615,1.6382112278262643e-36,1.2027723713100879e-29,2.2589171245648411e-16,3.8883771112130476e-24,2.2929002282705408e-27,4.5323222206471761e-24,5.4129638904740632e-15,3.8050937123814295e-53,5.4078215397518962e-15,7.6875259053802927e-35,5.2457180271110559e-36,4.3020822862887618e-37,6.1243115363805947e-43,4.5329481651142185e-24,6.1290435617984897e-41,1.0307044591414116e-06,4.9561423325750662e-08,2.9306131879547534e-12,6.7554459756822708e-11,2.0291391602734343e-16,8.3303800655978011e-14,1.6093494055736225e-11,5.0387376683683287e-19,6.6463663306854442e-20,2.4174888207300262e-21,2.4012149876140292e-35,2.9365535535217168e-32,4.83494525904989e-31
2.630185808796353e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756645153275,0.11866890543057936,0.022821542194003501,1.8689017491893031e-36,1.3106935137877358e-29,2.3361708279645148e-16,4.3150330588097499e-24,2.3790051565568257e-27,4.7989390801256439e-24,5.5699093581006453e-15,4.389633143893015e-53,5.564645579495515e-15,8.3757674696762361e-35,5.5694941260436747e-36,4.687239370906343e-37,7.018223378441838e-43,4.7996011685218172e-24,6.8713520857752582e-41,1.0605797187856821e-06,5.099810155393321e-08,2.9313984114225671e-12,6.976809251952542e-11,2.0296828803777275e-16,8.3326749680866171e-14,1.6646692532774132e-11,5.1855596002967083e-19,7.1359601706376023e-20,2.5805732902092794e-21,2.6528309435650986e-35,3.2416255643191755e-32,5.5183165485260423e-31
2.7042816028991016e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756642021819899,0.1186688755549201,0.022821541475664543,2.1233518132638315e-36,1.4248870927109578e-29,2.413443658577399e-16,4.7725627326645951e-24,2.4651523170206117e-27,5.0731758506525841e-24,5.7268548170763287e-15,5.0439009338244108e-53,5.7214732651898769e-15,9.1039083095119355e-35,5.902652119518193e-36,5.0947280775979481e-37,8.0085224133735915e-43,5.0738750578451523e-24,7.6791317967008562e-41,1.0904548238661133e-06,5.243477947034496e-08,2.9320545936224848e-12,7.1982142402301619e-11,2.0301372468783915e-16,8.3345922978649563e-14,1.7200030388104976e-11,5.3324239501323024e-19,7.6434746488750299e-20,2.7491383609029211e-21,2.9215516194335645e-35,3.5678094668072196e-32,6.2715843328478303e-31
2.77837739700185e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756638890380236,0.11866884567941541,0.022821540757325742,2.4031493357871993e-36,1.5455303586025742e-29,2.4907325201470207e-16,5.2620756124917693e-24,2.5513348062882057e-27,5.3550325310841469e-24,5.8838002579308855e-15,5.773957340733822e-53,5.8783045974976504e-15,9.8730726719605101e-35,6.2451855252733512e-36,5.5251780493179482e-37,9.1020622354842697e-43,5.3557698287076983e-24,8.5561237835972078e-41,1.1203297743835044e-06,5.3871457074987254e-08,2.9326039359435923e-12,7.4196542148915109e-11,2.0305176329514085e-16,8.3361970171203879e-14,1.7753484769185156e-11,5.4793307057240876e-19,8.1689015498030502e-20,2.9231850283613912e-21,3.2079368296531488e-35,3.915826709948894e-32,7.0992207524433082e-31
2.8524731911045987e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375663575895605,0.11866881580406527,0.022821540038987096,2.7099333557196673e-36,1.6728005630555366e-29,2.5680348504712159e-16,5.7846806773947531e-24,2.6375469076298461e-27,5.6445091198568631e-24,6.040745672825498e-15,6.5862040129202143e-53,6.0351395769745699e-15,1.0684384801339094e-34,6.5970891677772724e-36,5.9792189517194656e-37,1.0305938323181828e-42,5.6452854763131752e-24,9.5061730840210439e-41,1.1502045703386566e-06,5.5308134367861463e-08,2.9330648154090504e-12,7.6411236088548173e-11,2.0308367636208756e-16,8.3375428977718923e-14,1.8307036760002882e-11,5.6262798565967605e-19,8.7122329718211627e-20,3.1027140874015447e-21,3.5125461742492475e-35,4.2863983040042183e-32,8.0058089507071402e-31
2.9265689852073473e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756632627547312,0.11866878592886969,0.022821539320648607,3.0453940185107874e-36,1.806874959010273e-29,2.6453485293368688e-16,6.3414864287372387e-24,2.7237838871106787e-27,5.9416056150599848e-24,6.1976910552715288e-15,7.4873933438168335e-53,6.1919782040878729e-15,1.1538968939377287e-34,6.9583590070471466e-36,6.4574804731111102e-37,1.1627487932211851e-42,5.942421995517904e-24,1.0533228683816988e-40,1.1800792117323699e-06,5.6744811348968977e-08,2.9334524439557557e-12,7.8626178138599238e-11,2.0311051722719811e-16,8.338674450591074e-14,1.8860670702461886e-11,5.7732713937603036e-19,9.2734614393966213e-20,3.28772616676202e-21,3.8359390994382482e-35,4.6802449217604015e-32,8.9960403873950748e-31
3.000664779310096e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756629496154045,0.11866875605382866,0.022821538602310273,3.4112725644453046e-36,1.9479308010001464e-29,2.7226718017086988e-16,6.9336009180595865e-24,2.8100418235417379e-27,6.2463220144958439e-24,6.3546363998958736e-15,8.4846378273645465e-53,6.348820479231683e-15,1.2437949325365821e-34,7.3289919874606449e-36,6.9605923244215393e-37,1.3074289995109062e-42,6.2471793808911926e-24,1.164134351688531e-40,1.2099536985654449e-06,5.8181488018311132e-08,2.9337794184797449e-12,8.0841330138392468e-11,2.0313315815255864e-16,8.3396285346294119e-14,1.9414373630203936e-11,5.9203053095402442e-19,9.8525799758011482e-20,3.4782217580166437e-21,4.1786749483141558e-35,5.0980869887895091e-32,1.007471222010854e-30
3.0747605734128444e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756626364776249,0.1186687261789422,0.022821537883972096,3.809361321239194e-36,2.0961453453687148e-29,2.8000032147116411e-16,7.5621317791085256e-24,2.8963174686675937e-27,6.5586583157293619e-24,6.5115817022484615e-15,9.5854194133655889e-53,6.5056664027396182e-15,1.3382450196287701e-34,7.7089859042439745e-36,7.4891842391709905e-37,1.4654165026518436e-42,6.5595576267648573e-24,1.2834674464962583e-40,1.2398280308386816e-06,5.9618164375889317e-08,2.9340561721056966e-12,8.3056660482115557e-11,2.031523215716219e-16,8.3404356776396273e-14,1.996813480410404e-11,6.0673815974140681e-19,1.0449582142245181e-19,3.6742012392956343e-21,4.5413130041981357e-35,5.5406447633051838e-32,1.1246724752211054e-30
