Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),CO2X(24),CHOX(61)
4.1791449892888955e-07,0.09977366400000001,0.80000000000000004,0.0,0.25465231986155573,0.095976047023367997,0.084709285578871626,2.5977293033818409e-14,3.2342561704703159e-11,0.00032421725384539768,7.6381904311997014e-08,2.1570543154870992e-18,4.2080502873555454e-14,2.852702084843797e-10,4.5680410270029154e-29,4.596694923407452e-09,1.3120456273583345e-20,9.5781966375840823e-21,4.2514127684802396e-19,1.8473062641936036e-23,3.4558142172285745e-14,2.1906367371095248e-22,0.0038389959479765974,0.030581005093428131,4.0182499761489657e-10,4.0759459423985455e-10,8.252502913628159e-05,3.4241660255947637e-13,1.063648879325728e-06,0.00018346938350753686,3.469267992831236e-07,3.8988988959996369e-06,1.3086936464757531e-18,5.9216911964386073e-14
4.1932714566837046e-07,0.09977366400000001,0.80000000000000004,0.0,0.25456728103765341,0.095976201489273938,0.084666780076250822,2.6391472858849079e-14,3.2689309817730889e-11,0.00032636730247729868,7.7191396691518108e-08,2.1797119510124084e-18,4.24911313810113e-14,2.8694281613144868e-10,4.6895645533050696e-29,4.6100945599764483e-09,1.3332668333216625e-20,9.6889060641331992e-21,4.3144794358659808e-19,1.873778024287532e-23,3.4848364670795592e-14,2.2355564266534811e-22,0.0038377112752848276,0.030666012086953857,4.0293958476561152e-10,4.0966889585103307e-10,8.2687476351440026e-05,3.4601270896593294e-13,1.0725906878232244e-06,0.00018458663639995388,3.5012659952760049e-07,3.9235570549436814e-06,1.3248778846797809e-18,5.9900730359266199e-14
4.205985277339033e-07,0.09977366400000001,0.80000000000000004,0.0,0.25449082782588461,0.09597633704843922,0.084628567602817409,2.6768596244272833e-14,3.3003473616487459e-11,0.00032830711604277745,7.7924623436451183e-08,2.2002449607656794e-18,4.2862572486246924e-14,2.884497299216735e-10,4.8012287257106677e-29,4.6221370708395572e-09,1.3525770158280708e-20,9.7892912276571755e-21,4.3718389136203044e-19,1.8978424624335725e-23,3.5110417741719084e-14,2.2766037048886312e-22,0.0038365561767544042,0.030742433403431819,4.0394158329717352e-10,4.1153824770329582e-10,8.2833427033665995e-05,3.4927101165280298e-13,1.0806749821951441e-06,0.00018559446075384447,3.5302157611720291e-07,3.945793693904147e-06,1.3395637373189945e-18,6.0520792229779253e-14
4.218699097994361e-07,0.09977366400000001,0.80000000000000004,0.0,0.25441445190423062,0.09597646933538001,0.084590395301017543,2.7149884893356859e-14,3.3319624033046393e-11,0.0003302514399146584,7.866229850086677e-08,2.2209121795927044e-18,4.3235790663927774e-14,2.899581163444583e-10,4.9151005418558658e-29,4.6341634163298724e-09,1.3720884528333221e-20,9.8903864810048773e-21,4.429770182437335e-19,1.9221355688142965e-23,3.5373275639173118e-14,2.3182442914045317e-22,0.0038354021250959123,0.030818774357810285,4.0494251317964243e-10,4.134099415709501e-10,8.2979140092886977e-05,3.5255004069084211e-13,1.0887940440291011e-06,0.00018660445686431463,3.5593093245282358e-07,3.9680721636123134e-06,1.354363821841482e-18,6.1145252873203332e-14
4.230141536584156e-07,0.09977366400000001,0.80000000000000004,0.0,0.25434577954802506,0.095976585600496822,0.084556074519250235,2.7496632612177242e-14,3.3605862860805999e-11,0.00033200518099487113,7.9330018295652306e-08,2.239627823481854e-18,4.3573206672950797e-14,2.9131691389085708e-10,5.0195011878226378e-29,4.6449733796853807e-09,1.3898218301190838e-20,9.9819814944124543e-21,4.482400295105075e-19,1.9441960248468382e-23,3.5610533395272165e-14,2.3562331967880862e-22,0.0038343643722772085,0.030887412620918427,4.0584243779925328e-10,4.1509646224395441e-10,8.311007941804718e-05,3.5551894127865543e-13,1.0961309500770243e-06,0.00018751530694533186,3.5856166456622856e-07,3.9881584453523506e-06,1.3677819740486834e-18,6.1711041870678357e-14
4.241583975173951e-07,0.09977366400000001,0.80000000000000004,0.0,0.25427716959265501,0.09597669922370923,0.084521786170683677,2.7846803888219742e-14,3.389371995934715e-11,0.00033376256293125953,8.0001357828619511e-08,2.2584529181838249e-18,4.3912062569723285e-14,2.9267688695140255e-10,5.1257433280757418e-29,4.6557703859758749e-09,1.4077201076901533e-20,1.0074155699564177e-20,4.5354993187106415e-19,1.9664438440212927e-23,3.5848438446723332e-14,2.3947122033310865e-22,0.0038333274648178314,0.030955986002323098,4.0674149945493424e-10,4.1678486835573277e-10,8.3240827640669089e-05,3.5850472954471213e-13,1.1034960627434673e-06,0.0001884279100660121,3.6120407536267065e-07,4.0082784123862431e-06,1.3812934139873204e-18,6.2280418960302015e-14
4.253026413763746e-07,0.09977366400000001,0.80000000000000004,0.0,0.25420862194174543,0.095976810209076932,0.084487530205360373,2.8200422402003298e-14,3.4183199638680869e-11,0.00033552357982721403,8.0676324938290422e-08,2.2773878149327467e-18,4.4252358556795476e-14,2.9403802741383844e-10,5.2338526110734397e-29,4.6665544992626032e-09,1.4257841792721449e-20,1.0166910999514597e-20,4.5890699925356403e-19,1.9888800444049095e-23,3.6086988608845832e-14,2.4336858596376036e-22,0.0038322914014870114,0.031024494601916842,4.0763969939436778e-10,4.1847515445676662e-10,8.3371385403674779e-05,3.6150745265402635e-13,1.110889403140196e-06,0.00018934226335390694,3.6385817947440742e-07,4.0284319715377629e-06,1.394898501390568e-18,6.2853396005382719e-14
4.264468852353541e-07,0.09977366400000001,0.80000000000000004,0.0,0.25414013649913264,0.095976918560651395,0.084453306573430351,2.8557511924450627e-14,3.4474306205339227e-11,0.00033728822579925553,8.1354927447667914e-08,2.2964328649694344e-18,4.4594094827307314e-14,2.9540032722350086e-10,5.3438549427924122e-29,4.6773257831138158e-09,1.4440149393675737e-20,1.0260249296873898e-20,4.643115062728164e-19,2.0115056462933627e-23,3.6326181697680135e-14,2.4731587389083576e-22,0.0038312561810565798,0.03109293851937724,4.085370388624206e-10,4.2016731509918841e-10,8.3501753345549976e-05,3.6452715756114896e-13,1.1183109922759386e-06,0.00019025836394230658,3.6652399148012787e-07,4.0486190299035224e-06,1.4085975964906425e-18,6.3429984882251867e-14
4.274767047084357e-07,0.09977366400000001,0.80000000000000004,0.0,0.25407855270956486,0.095977013828517116,0.084422532908629971,2.8881879926595327e-14,3.4737696660532291e-11,0.00033887950518199221,8.1968784426087002e-08,2.31366788136785e-18,4.4902889065220174e-14,2.9662738168294962e-10,5.4444972179867051e-29,4.6870090215574853e-09,1.4605658820568959e-20,1.0344753799424207e-20,4.6921635100085934e-19,2.0320314713463405e-23,3.6542003375567299e-14,2.5091149654744333e-22,0.0038303252023360371,0.031154482824078334,4.0934390970741748e-10,4.2169185791814303e-10,8.3618922720350158e-05,3.6725945016375882e-13,1.1250145924431255e-06,0.00019108434604908528,3.6893324453852398e-07,4.0668159476952261e-06,1.4210074565891852e-18,6.3952012805496428e-14
4.285065241815173e-07,0.09977366400000001,0.80000000000000004,0.0,0.25401701916118724,0.095977106969227483,0.084391785357396706,2.9209096229845948e-14,3.5002411514466705e-11,0.00034047371509067151,8.2585598083525052e-08,2.3309926624981558e-18,4.5212850209315364e-14,2.9785536294401283e-10,5.5467133075957025e-29,4.6966819649072134e-09,1.4772532207764626e-20,1.0429733456982238e-20,4.7416004598607266e-19,2.0527122867852503e-23,3.675834246479099e-14,2.5454826554309821e-22,0.0038293949044804192,0.031215974889179963,4.1015008548098112e-10,4.2321791077788552e-10,8.3735939312991209e-05,3.7000557031208467e-13,1.1317411061601e-06,0.00019191173907014193,3.7135200329852942e-07,4.0850398574743553e-06,1.4334940173759593e-18,6.4476984577008946e-14
4.295363436545989e-07,0.09977366400000001,0.80000000000000004,0.0,0.25395553578433255,0.095977197985719118,0.0843610638836121,2.9539178351109382e-14,3.5268453899341894e-11,0.00034207085126331514,8.3205374090829993e-08,2.348407464420966e-18,4.5523978381163574e-14,2.9908426525270082e-10,5.6505226380751975e-29,4.7063446584954285e-09,1.4940776091928313e-20,1.0515189655593843e-20,4.7914279284329658e-19,2.0735488410184315e-23,3.6975197375039277e-14,2.5822651938282616e-22,0.0038284652865997744,0.031277414786902838,4.1095556708548284e-10,4.2474546974817369e-10,8.3852803579928561e-05,3.7276555221826166e-13,1.1384905485020358e-06,0.00019274054092754698,3.7378027826806799e-07,4.1032906920768368e-06,1.4460575414867334e-18,6.5004908841858184e-14
4.305661631276805e-07,0.09977366400000001,0.80000000000000004,0.0,0.25389410250946953,0.095977286880923288,0.0843303684512276,2.9872143866654072e-14,3.5535826945053005e-11,0.00034367090944643338,8.3828118108744306e-08,2.3659125431964134e-18,4.5836273696362388e-14,3.0031408289169081e-10,5.755944808575425e-29,4.7159971473407498e-09,1.5110397014574317e-20,1.0601123780992133e-20,4.8416479363414795e-19,2.0945418839056007e-23,3.7192566516656986e-14,2.6194659819063364e-22,0.003827536347805843,0.031338802589328085,4.1176035542135811e-10,4.2627453089425445e-10,8.3969515974821742e-05,3.7553942990974664e-13,1.1452629344798593e-06,0.00019357074954709624,3.762180799215542e-07,4.1215683845148751e-06,1.4586982920806569e-18,6.5535794261069153e-14
4.315959826007621e-07,0.09977366400000001,0.80000000000000004,0.0,0.25383271926720408,0.095977373657766082,0.084299699024264083,3.0208010412120087e-14,3.5804533779186567e-11,0.00034527388539499598,8.4453835787922905e-08,2.3835081548830111e-18,4.6149736264583198e-14,3.0154481018006533e-10,5.8629995918269788e-29,4.7256394761502361e-09,1.5281401522007413e-20,1.0687537218592809e-20,4.8922625086612436e-19,2.1156921667553284e-23,3.741044830068812e-14,2.6570884371071131e-22,0.0038266080872120501,0.031400138368397633,4.1256445138783034e-10,4.278050903175096e-10,8.4086076948592877e-05,3.7832723769337516e-13,1.1520582790087997e-06,0.00019440236285834408,3.7866541868985184e-07,4.139872867976329e-06,1.4714165318463197e-18,6.6069649471874716e-14
4.325228201265355e-07,0.09977366400000001,0.80000000000000004,0.0,0.25377751706979118,0.095977449948139684,0.084272118744951233,3.051278530733081e-14,3.6047512902093701e-11,0.00034671905493643382,8.5019528841716384e-08,2.3994218226701612e-18,4.6432850663219977e-14,3.0265323782368201e-10,5.9607612633957342e-29,4.7343089219492339e-09,1.5436493958026244e-20,1.0765720269152788e-20,4.9381546536312405e-19,2.1348624836101561e-23,3.7606978902903426e-14,2.6913120097587389e-22,0.0038257732318073535,0.031455296148939195,4.1328754652355523e-10,4.2918387160210418e-10,8.4190852730398627e-05,3.808482031037408e-13,1.1581937309275406e-06,0.00019515201414162898,3.8087618640873028e-07,4.1563697543374671e-06,1.4829294180749851e-18,6.6552665473465604e-14
4.333569738997316e-07,0.09977366400000001,0.80000000000000004,0.0,0.25372786965257527,0.095977517146184396,0.084247314457156677,3.0789114770097075e-14,3.6267121874053733e-11,0.00034802172274010388,8.5530719298676456e-08,2.4138071538539319e-18,4.668846213429202e-14,3.0365144538993062e-10,6.0499033627944533e-29,4.7421044441653126e-09,1.5577043838694784e-20,1.0836418755933923e-20,4.9797334704946643e-19,2.1522256409758645e-23,3.7784209418978804e-14,2.7224097064188257e-22,0.003825022330485553,0.031504902215565601,4.1393785380648852e-10,4.3042580734156459e-10,8.4285046646257193e-05,3.8312676337778828e-13,1.1637315567999638e-06,0.00019582767044128122,3.8287249573047919e-07,4.1712354199816822e-06,1.4933450214177923e-18,6.6989447799581454e-14
4.341911276729277e-07,0.09977366400000001,0.80000000000000004,0.0,0.25367825493880702,0.095977582959557509,0.084222527167774508,3.1067379150068127e-14,3.6487611497945602e-11,0.00034932629736948126,8.6043870788843059e-08,2.4282523389497018e-18,4.6944839615871029e-14,3.0465023979437315e-10,6.1401523497270507e-29,4.7498933788621144e-09,1.5718513144293457e-20,1.0907434181696465e-20,5.0215747762918014e-19,2.1696933040695279e-23,3.7961773457030705e-14,2.7537901883882857e-22,0.003824271872560011,0.031554474277128541,4.1458770841895158e-10,4.3166871918162214e-10,8.4379142007532848e-05,3.8541452379473853e-13,1.1692844720800234e-06,0.00019650424469000035,3.8487508078474864e-07,4.1861185449951112e-06,1.5038119330291382e-18,6.7428193972579365e-14
4.350252814461238e-07,0.09977366400000001,0.80000000000000004,0.0,0.25362867289186808,0.095977647389803827,0.084197756857817052,3.1347587933653086e-14,3.6708983431439064e-11,0.00035063277658470803,8.6558986295906212e-08,2.4427575140294634e-18,4.7201983155058064e-14,3.0564961808674907e-10,6.2315190696221275e-29,4.7576757492100958e-09,1.5860905362748782e-20,1.0978767282075374e-20,5.0636796557576339e-19,2.1872658749397176e-23,3.8139670174146123e-14,2.7854553030134068e-22,0.0038235218575627828,0.031604012371594999,4.1523711083562716e-10,4.3291260506708815e-10,8.4473139048671912e-05,3.8771150246459234e-13,1.174852484559966e-06,0.0001971817357945875,3.8688394704545116e-07,4.2010190942057249e-06,1.5143302926118546e-18,6.7868908579110793e-14
4.358594352193199e-07,0.09977366400000001,0.80000000000000004,0.0,0.25357912347519812,0.095977710438466035,0.084173003508326225,3.1629750632837636e-14,3.6931239331200468e-11,0.00035194115814951132,8.7076068799248709e-08,2.4573228151623629e-18,4.7459892796491949e-14,3.0664957733197258e-10,6.3240144443559328e-29,4.7654515782499318e-09,1.6004223983938896e-20,1.1050418792559462e-20,5.1060491955292657e-19,2.2049437562538051e-23,3.8317898727791845e-14,2.8174069046372788e-22,0.0038227722850266437,0.031653516536872678,4.1588606153038952e-10,4.3415746294233814e-10,8.456703800298286e-05,3.9001771745647293e-13,1.180435602001147e-06,0.00019786014266343202,3.8889909997171181e-07,4.215937032515884e-06,1.5249002401453787e-18,6.8311596214111495e-14
4.36693588992516e-07,0.09977366400000001,0.80000000000000004,0.0,0.2535296066522949,0.095977772107084552,0.084148267100373542,3.1913876785187265e-14,3.7154380852891064e-11,0.00035325143983119453,8.7595121273952412e-08,2.471948378414331e-18,4.7718568582364954e-14,3.0765011461004686e-10,6.4176494725623169e-29,4.7732208888932599e-09,1.6148472499674086e-20,1.1122389448489694e-20,5.1486844841428385e-19,2.2227273512970901e-23,3.8496458275828049e-14,2.8496468546036722e-22,0.0038220231544850835,0.031702986810810137,4.165345609765105e-10,4.354032907616757e-10,8.4660839102649078e-05,3.9233318688464394e-13,1.1860338321301162e-06,0.00019853946420651407,3.9092054500565387e-07,4.2308723249021346e-06,1.5355219154841866e-18,6.875626146582759e-14
4.375277427657121e-07,0.09977366400000001,0.80000000000000004,0.0,0.25348012238671375,0.095977832397197482,0.084123547615059982,3.2199975953850005e-14,3.7378409651165287e-11,0.00035456361940062716,8.8116146690804582e-08,2.4866343398476985e-18,4.7978010552438225e-14,3.0865122701597671e-10,6.5124352299427777e-29,4.7809837039234588e-09,1.6293654403677449e-20,1.1194679985057555e-20,5.1915866120303894e-19,2.2406170639719308e-23,3.8675347976521786e-14,2.8821770212608751e-22,0.0038212744654723052,0.031752423231196945,4.1718260964659949e-10,4.3665008648492212e-10,8.4754542578730556e-05,3.9465792883221536e-13,1.191647182645433e-06,0.00019921969933539397,3.9294828757380544e-07,4.2458249364149867e-06,1.5461954583434596e-18,6.9202908916102975e-14
4.383618965389082e-07,0.09977366400000001,0.80000000000000004,0.0,0.2534306706420677,0.095977891310340693,0.084098845033516098,3.2488057727559728e-14,3.7603327379669063e-11,0.00035587769463223492,8.8639148016304125e-08,2.5013808355208342e-18,4.8238218744057099e-14,3.0965291165968273e-10,6.608382869576575e-29,4.7887400459963927e-09,1.6439773191565645e-20,1.1267291137303323e-20,5.2347566715167998e-19,2.2586132987968731e-23,3.8854566988560253e-14,2.9149992799655173e-22,0.0038205262175232259,0.031801825835763763,4.1783020801241372e-10,4.3789784806900321e-10,8.4848148661174555e-05,3.9699196132149364e-13,1.1972756612159319e-06,0.00019990084696320972,3.9498233308854088e-07,4.2607948321787085e-06,1.5569210088080408e-18,6.9651543158541041e-14
4.391960503121043e-07,0.09977366400000001,0.80000000000000004,0.0,0.25338125138202766,0.095977948848047917,0.084074159336901724,3.2778131720639162e-14,3.7829135691038159e-11,0.00035719366330399057,8.9164128212667875e-08,2.5161880014877699e-18,4.8499193192166619e-14,3.106551656659154e-10,6.705503622230935e-29,4.7964899376411758e-09,1.6586832360829671e-20,1.1340223640114432e-20,5.2781957568166993e-19,2.2767164609057856e-23,3.9034114471064146e-14,2.948115513086352e-22,0.0038197784101734714,0.031851194662182468,4.1847735654512592e-10,4.3914657348180989e-10,8.4941657578830647e-05,3.993353024402181e-13,1.2029192754740495e-06,0.00020058290600468378,3.9702268694498865e-07,4.2757819773911115e-06,1.5676987068479014e-18,7.0102168780222487e-14
4.400302040853004e-07,0.09977366400000001,0.80000000000000004,0.0,0.25333186457032159,0.095978005011850567,0.084049490506406102,3.307020757300208e-14,3.8055836236896782e-11,0.0003585115231974038,8.9691090237836728e-08,2.5310559737978347e-18,4.876093392932664e-14,3.1165798617417032e-10,6.8038087966713903e-29,4.804233401260909e-09,1.6734835410815829e-20,1.1413478228223931e-20,5.321904964031279e-19,2.2949269560469877e-23,3.921398958360066e-14,2.9815276100080054e-22,0.0038190310429593792,0.031900529748066259,4.1912405571530254e-10,4.4039626069908103e-10,8.5035069559450188e-05,4.0168797025576969e-13,1.2085780330246887e-06,0.00020126587537611015,3.9906935452236821e-07,4.2907863373233408e-06,1.5785286921586499e-18,7.055479035699217e-14
4.408643578584965e-07,0.09977366400000001,0.80000000000000004,0.0,0.25328251017073511,0.09597805980327781,0.084024838523247714,3.3364294950156391e-14,3.8283430667855783e-11,0.00035983127209751218,9.0220037045482002e-08,2.5459848884952924e-18,4.9023440985727015e-14,3.1266137033860316e-10,6.903309779972249e-29,4.8119704591334405e-09,1.6883785842706715e-20,1.148705563620875e-20,5.3658853911452218e-19,2.3132451905823878e-23,3.9394191486196439e-14,3.0152374671346678e-22,0.0038182841154179954,0.03194983113096983,4.1977030599259756e-10,4.4164690769018971e-10,8.5128384829695226e-05,4.0404998274262477e-13,1.214251941445058e-06,0.00020194975399534914,4.0112234118663312e-07,4.3058078773196618e-06,1.5894111049200394e-18,7.1009412480795749e-14
4.416985116316926e-07,0.09977366400000001,0.80000000000000004,0.0,0.25323318814711088,0.095978113223856618,0.084000203368674323,3.3660403543207444e-14,3.8511920633510891e-11,0.00036115290779287131,9.0750971585011647e-08,2.5609748816189727e-18,4.9286714389202535e-14,3.1366531532794571e-10,7.0040180378271459e-29,4.8197011334121056e-09,1.7033687159502412e-20,1.1560956598488016e-20,5.4101381380236963e-19,2.3316715714866176e-23,3.9574719339350314e-14,3.049246987893762e-22,0.0038175376270870695,0.031999098848389383,4.2041610784608225e-10,4.4289851243589049e-10,8.522160361515687e-05,4.0642135795939814e-13,1.2199410082741626e-06,0.00020263454078183905,4.0318165228634584e-07,4.320846562797265e-06,1.6003460852490543e-18,7.1466039738717723e-14
4.425326654048887e-07,0.09977366400000001,0.80000000000000004,0.0,0.25318389846334866,0.095978165275111826,0.083975585023962823,3.395854306885932e-14,3.8741307782441636e-11,0.00036247642807554569,9.1283896801576374e-08,2.5760260892019194e-18,4.9550754165247993e-14,3.1466981832542257e-10,7.1059451148597407e-29,4.8274254461264571e-09,1.7184542866001705e-20,1.1635181849321662e-20,5.4546643064090558e-19,2.3502065063461694e-23,3.9755572304046009e-14,3.0835580827395633e-22,0.0038167915775050611,0.032048332937762894,4.2106146174431002e-10,4.4415107292859229e-10,8.5314726140352942e-05,4.088021139654494e-13,1.2256452410236077e-06,0.00020332023465658217,4.0524729315354699e-07,4.3359023592460445e-06,1.611333772786111e-18,7.1924676699323755e-14
4.433668191780848e-07,0.09977366400000001,0.80000000000000004,0.0,0.253134641083405,0.095978215958565885,0.083950983470419183,3.4258723269417633e-14,3.8971593762209412e-11,0.00036380183074109882,9.1818815636076004e-08,2.59113864727103e-18,4.9815560337032959e-14,3.1567487652866757e-10,7.2091026349344657e-29,4.8351434191830175e-09,1.7336356468783406e-20,1.1709732122808635e-20,5.4994649999177944e-19,2.3688504033585309e-23,3.9936749541764612e-14,3.1181726691567926e-22,0.0038160459662111273,0.032097533436470066,4.2170636815484408e-10,4.4540458714986494e-10,8.5407752628733374e-05,4.1119226868196948e-13,1.2313646471803256e-06,0.00020400683454213414,4.0731926910816353e-07,4.3509752322283943e-06,1.6223743077857638e-18,7.2385327952284458e-14
4.442009729512809e-07,0.09977366400000001,0.80000000000000004,0.0,0.25308541597129375,0.095978265275739133,0.08392639868937847,3.4560953912793666e-14,3.920278021935558e-11,0.00036512911358858467,9.2355731025165667e-08,2.6063126918466983e-18,5.0081132925416506e-14,3.1668048714964159e-10,7.3135023014673941e-29,4.8428550743660004e-09,1.7489131476187818e-20,1.1784608152885158e-20,5.5445413240376233e-19,2.3876036713313297e-23,4.0118250214496906e-14,3.1530926716641682e-22,0.0038153007927451323,0.03214670038183258,4.223508275446429e-10,4.4665905309208746e-10,8.5500683302703934e-05,4.1359184013177009e-13,1.2370992341907355e-06,0.00020469433936262305,4.093975854527285e-07,4.3660651473790111e-06,1.6334678305652083e-18,7.2847998086653247e-14
4.45035126724477e-07,0.09977366400000001,0.80000000000000004,0.0,0.25303622309108514,0.095978313228149731,0.083901830662204718,3.4865244792504274e-14,3.9434868799400746e-11,0.00036645827442053746,9.2894645901261818e-08,2.6215483589424662e-18,5.0347471948961976e-14,3.176866474145503e-10,7.4191558977372205e-29,4.8505604333380418e-09,1.7642871398298242e-20,1.1859810673323524e-20,5.5898943861240638e-19,2.4064667196814675e-23,4.0300073484755697e-14,3.1883200218179158e-22,0.0038145560566476403,0.032195833811114127,4.229948403802799e-10,4.4791446876541362e-10,8.5593518383621881e-05,4.1600084637831427e-13,1.2428490094731556e-06,0.00020538274804373413,4.114822474721435e-07,4.3811720704046812e-06,1.6446144806702311e-18,7.3312691662264905e-14
4.458692804976731e-07,0.09977366400000001,0.80000000000000004,0.0,0.25298706240690583,0.095978359817313549,0.083877279370290936,3.517160572767439e-14,3.9667861146842896e-11,0.00036778931104296334,9.3435563192548648e-08,2.6368457845646698e-18,5.0614577423951465e-14,3.1869335456376238e-10,7.5260752871963127e-29,4.8582595176409331e-09,1.7797579746922647e-20,1.1935340417730296e-20,5.6355252953973535e-19,2.4254399584342621e-23,4.0482218515587819e-14,3.2238566582152494e-22,0.0038138117574599128,0.032244933761520558,4.2363840712724847e-10,4.4917083216370486e-10,8.5686258091796028e-05,4.1841930528533449e-13,1.2486139804256462e-06,0.00020607205951269213,4.1357326044064172e-07,4.3962959670840799e-06,1.6558143983879998e-18,7.3779413265110062e-14
4.467034342708692e-07,0.09977366400000001,0.80000000000000004,0.0,0.25293793388293939,0.095978405044744336,0.083852744795058942,3.5480046563042291e-14,3.9901758905154915e-11,0.00036912222126533054,9.3978485822984354e-08,2.6522051047120941e-18,5.0882449364400343e-14,3.197006058517287e-10,7.6342724137818788e-29,4.8659523486963361e-09,1.7953260035575367e-20,1.2011198119544386e-20,5.6814351629397326e-19,2.444523798222595e-23,4.0664684470586166e-14,3.2597045264978131e-22,0.0038130678947239081,0.032294000270199998,4.2428152825036949e-10,4.5042814128906012e-10,8.5778902646517445e-05,4.2084723482785204e-13,1.2543941544031036e-06,0.00020676227269828801,4.1567062961540053e-07,4.411436803267568e-06,1.6670677243169405e-18,7.424816748919521e-14
4.475375880440653e-07,0.09977366400000001,0.80000000000000004,0.0,0.2528888374834255,0.095978448911953618,0.083828226917959409,3.5790577168958186e-14,4.0136563716784626e-11,0.00037045700290056069,9.4523416712306963e-08,2.6676264553756221e-18,5.1151087782071623e-14,3.2070839854690131e-10,7.7437593022272054e-29,4.8736389478065067e-09,1.8109915779458972e-20,1.2087384512036118e-20,5.727625101691849e-19,2.4637186502860516e-23,4.0847470513901473e-14,3.2958655793550778e-22,0.0038123244679822855,0.032343033374242963,4.249242042142726e-10,4.5168639417072407e-10,8.5871452266054107e-05,4.2328465309001385e-13,1.2601895387301866e-06,0.00020745338653086577,4.1777436023414315e-07,4.4265945448769948e-06,1.6783745978699302e-18,7.4718958884177183e-14
4.483717418172614e-07,0.09977366400000001,0.80000000000000004,0.0,0.25283977317266021,0.095978491420450646,0.083803725720471761,3.610320744138557e-14,4.0372277223152916e-11,0.0003717936537650191,9.5070358776040659e-08,2.683109972537902e-18,5.1420492686490321e-14,3.2171672993165396e-10,7.8545480583729907e-29,4.8813193361550042e-09,1.8267550495446155e-20,1.2163900328305496e-20,5.7740962264495902e-19,2.4830249264700582e-23,4.1030575810254062e-14,3.3323417765277136e-22,0.0038115814767783946,0.032392033110682443,4.255664354824168e-10,4.5294558881555757e-10,8.5963907167642468e-05,4.2573157787643702e-13,1.2660001407175647e-06,0.00020814539994229282,4.1988445752563169e-07,4.4417691579054911e-06,1.6897351592865498e-18,7.5191792029608927e-14
4.492058955904575e-07,0.09977366400000001,0.80000000000000004,0.0,0.2527907409149957,0.095978532571742659,0.083779241184104125,3.6417947301908795e-14,4.0608901064650461e-11,0.00037313217167850684,9.5619314925502389e-08,2.6986557921729937e-18,5.1690664084957592e-14,3.2272559730220164e-10,7.9666508694787815e-29,4.888993534807414e-09,1.8426167702061813e-20,1.2240746301279891e-20,5.8208496538616415e-19,2.5024430392250436e-23,4.1213999524945345e-14,3.3691350848109239e-22,0.0038108389206562804,0.032440999516494096,4.2620822251744168e-10,4.5420572323249991e-10,8.605626756752695e-05,4.2818802709386957e-13,1.2718259676300865e-06,0.00020883831186599604,4.2200092670257229e-07,4.4569606084172739e-06,1.7011495495641413e-18,7.5666671528785753e-14
4.499566339863339e-07,0.09977366400000001,0.80000000000000004,0.0,0.25274663925908092,0.095978568448739032,0.083757219331370397,3.6703025095035053e-14,4.0822642213487e-11,0.00037433843232839188,9.6115099906132897e-08,2.7127004108342087e-18,5.1934473700243239e-14,3.2363403397996252e-10,8.0686770550911524e-29,4.8958950387206232e-09,1.856976612688131e-20,1.2310190566564501e-20,5.8631700317021868e-19,2.5200153023498496e-23,4.1379352426446063e-14,3.4025218235089988e-22,0.003810170991765009,0.032485040814551981,4.2678545141215517e-10,4.5534064610327358e-10,8.6139311306388704e-05,4.3040698976434605e-13,1.277082235139578e-06,0.00020946269994505306,4.2391120121374453e-07,4.4706472819352886e-06,1.7114686394258067e-18,7.60958164559838e-14
4.5070737238221037e-07,0.09977366400000001,0.80000000000000004,0.0,0.2527025635114396,0.095978603228713946,0.083735210945748387,3.6989826980675042e-14,4.1037123256054787e-11,0.00037554620194025991,9.6612520767401301e-08,2.7267957037424763e-18,5.2178904182051123e-14,3.245429006755766e-10,8.1717865629517263e-29,4.9027915611401979e-09,1.8714165787734233e-20,1.237990338637023e-20,5.9057207973153193e-19,2.5376787891982222e-23,4.1544961963522089e-14,3.4361684647659298e-22,0.0038095034145897949,0.032529055171579814,4.2736232118934645e-10,4.564763271699268e-10,8.6222278829446296e-05,4.3263369487307803e-13,1.282350845961439e-06,0.00021008781418101021,4.2582664493515878e-07,4.4843475417447401e-06,1.7218315454903653e-18,7.6526625933504508e-14
4.514581107780868e-07,0.09977366400000001,0.80000000000000004,0.0,0.2526585136462009,0.095978636912761622,0.083713216013816941,3.7278360244893637e-14,4.1252345386055754e-11,0.00037675547893184665,9.7111579622940056e-08,2.7409417700037132e-18,5.2423955531139524e-14,3.2545219544642866e-10,8.275988447973216e-29,4.9096831171806394e-09,1.8859369252986907e-20,1.2449885294637758e-20,5.9485027685738883e-19,2.5554338017000926e-23,4.1710827528930779e-14,3.4700764570452994e-22,0.0038088361887996837,0.032573042614414051,4.2793883218448751e-10,4.5761276497147493e-10,8.6305170292274051e-05,4.3486815533052654e-13,1.2876318053325903e-06,0.00021071365379952392,4.2774726163911639e-07,4.4980613632533415e-06,1.732238371471738e-18,7.6959103347263284e-14
