Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),CO2X(24),CHOX(61)
7.70401619798431e-08,0.09977366400000001,0.80000000000000004,0.0,0.27850742891334229,0.095813635648996184,0.096686663879401072,7.524790757997373e-18,5.963083147410783e-14,3.629817377936457e-06,2.3569837527851556e-10,1.456324540619389e-20,9.5155604163491605e-17,4.2190404358220803e-12,2.3319096573312457e-36,4.1031517065002968e-10,3.5515592885785361e-25,1.6426152191201335e-23,1.4062238711020467e-22,9.382032156333533e-27,1.0707241972235799e-16,8.1848054168196874e-28,0.004178744466850081,0.0066266691334386368,8.7625565494570478e-11,2.2628735727686941e-11,2.3118941920173794e-05,3.0366286828531869e-15,1.1296167356716649e-08,7.6054110679928722e-06,2.8493720557077252e-09,4.4477583858570382e-08,2.1296277316085273e-21,1.2457998227893191e-16
7.71496159752419e-08,0.09977366400000001,0.80000000000000004,0.0,0.27849838017650508,0.095813626875701205,0.096682165180911953,7.577148382879687e-18,6.004851580898639e-14,3.6501103634414414e-06,2.3692605857517587e-10,1.4623253182085655e-20,9.5692792721524417e-17,4.2379971386302517e-12,2.3694695766049756e-36,4.1166304274371404e-10,3.5881592875236256e-25,1.6529405351428519e-23,1.4169979515676599e-22,9.4447596975532225e-27,1.0768214900855714e-16,8.2787436046643084e-28,0.0041787323714545096,0.0066356665173494559,8.7743349415387253e-11,2.2701670522893045e-11,2.3161268569489081e-05,3.04535348612621e-15,1.1348165823494566e-08,7.6262146292703267e-06,2.861138432987652e-09,4.4731739631533782e-08,2.1413949754028304e-21,1.2532752934302008e-16
7.725906997064069e-08,0.09977366400000001,0.80000000000000004,0.0,0.27848933338911797,0.095813619014012807,0.096677666984015628,7.6297949961058037e-18,6.0468310998817265e-14,3.6704748317294264e-06,2.3815828725615404e-10,1.4683422946067515e-20,9.6232367999801222e-17,4.257011332339426e-12,2.4075866873061618e-36,4.1301257825045636e-10,3.6250885563416828e-25,1.663313008807742e-23,1.427836521833594e-22,9.5078138250871137e-27,1.0829456475813696e-16,8.3736492284621577e-28,0.0041787193371000094,0.0066446628980383554,8.7861121018740864e-11,2.2774684066555704e-11,2.3203559682119868e-05,3.0541034274736827e-15,1.1400303767682391e-08,7.6470453671526274e-06,2.8729364974430672e-09,4.4986815004108356e-08,2.1532102761078404e-21,1.2607820563615802e-16
7.736852396603949e-08,0.09977366400000001,0.80000000000000004,0.0,0.27848028854342666,0.095813612056302927,0.096673169288589267,7.6827317762782998e-18,6.0890222767625077e-14,3.6909108329273444e-06,2.3939507106155203e-10,1.4743754904678101e-20,9.6774337082605561e-17,4.276083075447803e-12,2.4462684930788636e-36,4.1436377207011e-10,3.6623495729423024e-25,1.6737327638732203e-23,1.4387398510904075e-22,9.571195748413096e-27,1.0890967448969239e-16,8.469530985342024e-28,0.0041787053714192205,0.006653658275751032,8.7978880283244093e-11,2.2847776084179308e-11,2.3245815137981523e-05,3.0628785543052084e-15,1.1452581212804866e-08,7.6679032769610304e-06,2.884766288202386e-09,4.5242810669896973e-08,2.1650737566973277e-21,1.2683201724451905e-16
7.747797796143828e-08,0.09977366400000001,0.80000000000000004,0.0,0.27847124563173731,0.095813605995004755,0.096668672094510202,7.7359599050947936e-18,6.1314256833964321e-14,3.7114184165544289e-06,2.4063641973552387e-10,1.4804249264429314e-20,9.7318707060648401e-17,4.2952124261969558e-12,2.4855225875109399e-36,4.1571661909984265e-10,3.6999448296828804e-25,1.6841999241040319e-23,1.4497082090940074e-22,9.6349066796045325e-27,1.0952748572494181e-16,8.5663976378275102e-28,0.004178690481983556,0.0066626526507326264,8.809662722206661e-11,2.2920946307821568e-11,2.3288034818219174e-05,3.0716788989208936e-15,1.1504998185324574e-08,7.6887883540138802e-06,2.8966278445078275e-09,4.5499727314193947e-08,2.1769855469323365e-21,1.275889711654692e-16
7.758743195683708e-08,0.09977366400000001,0.80000000000000004,0.0,0.27846220464641636,0.095813600822612255,0.096664175401656172,7.7894805673518959e-18,6.1740418910891791e-14,3.7319976315234672e-06,2.4188234302626088e-10,1.4864906231811601e-20,9.7865485031034478e-17,4.3143994425717888e-12,2.5253566550663133e-36,4.1707111423424059e-10,3.7378768334227885e-25,1.694714613272136e-23,1.4607418661656046e-22,9.6989478333314064e-27,1.101480059886783e-16,8.6642580142179491e-28,0.0041786746763036956,0.0066716460232277321,8.821436184708183e-11,2.2994194470116919e-11,2.3330218605208979e-05,3.0805045048932752e-15,1.1557554710901553e-08,7.709700593630583e-06,2.9085212055471213e-09,4.5757565613998899e-08,2.18894577473719e-21,1.2834907418329033e-16
7.769688595223587e-08,0.09977366400000001,0.80000000000000004,0.0,0.27845316557988947,0.09581359653167959,0.096659679209905119,7.8432949509477305e-18,6.2168714705898808e-14,3.7526485261420833e-06,2.4313285068597783e-10,1.4925726013286933e-20,9.8414678097228449e-17,4.333644182300514e-12,2.5657784720252293e-36,4.1842725236541299e-10,3.7761481055775882e-25,1.7052769551543548e-23,1.4718410931910385e-22,9.7633204268613121e-27,1.1077124280872098e-16,8.7631210089706997e-28,0.0041786579618300701,0.0066806383934804002,8.8332084129375166e-11,2.3067520296934944e-11,2.3372366382559195e-05,3.0893554227096392e-15,1.1610250810919542e-08,7.7306399911351645e-06,2.9204464103799432e-09,4.6016326238031066e-08,2.2009545619215354e-21,1.2911233215673141e-16
7.780633994763467e-08,0.09977366400000001,0.80000000000000004,0.0,0.27844412842464161,0.095813593114820697,0.096655183519135227,7.8974042468858351e-18,6.2599149920870266e-14,3.773371148114029e-06,2.4438795247089906e-10,1.4986708815289439e-20,9.8966293369021103e-17,4.3529467028546193e-12,2.6067959074325415e-36,4.1978502838309511e-10,3.8147611821732756e-25,1.7158870735321565e-23,1.4830061616204197e-22,9.8280256800605634e-27,1.1139720371586664e-16,8.8629955830849276e-28,0.0041786403459533493,0.0066896297617341444,8.844979408110745e-11,2.314092352197459e-11,2.3414478035099237e-05,3.0982316816483548e-15,1.1663086510516737e-08,7.75160654184791e-06,2.93240349821594e-09,4.6276009846743761e-08,2.2130120390364997e-21,1.298787521007149e-16
7.791579394303346e-08,0.09977366400000001,0.80000000000000004,0.0,0.27843509317321646,0.095813590564708756,0.096650688329225021,7.9518096492795791e-18,6.3031730252071997e-14,3.7941655445405027e-06,2.4564765814124482e-10,1.5047854844234887e-20,9.9520337962495789e-17,4.37230706144885e-12,2.6484169240540644e-36,4.2114443717475214e-10,3.8537186139005532e-25,1.7265450921936537e-23,1.494237343468295e-22,9.8930648153953557e-27,1.1202589624384123e-16,8.9638907644867856e-28,0.0041786218360049194,0.0066986201282319396,8.8567491724430541e-11,2.3214403881475305e-11,2.345655344888078e-05,3.1071333229739723e-15,1.1716061834982272e-08,7.7726002410891691e-06,2.9443925082325655e-09,4.6536617092339226e-08,2.2251183360660112e-21,1.3064834102436442e-16
7.802524793843226e-08,0.09977366400000001,0.80000000000000004,0.0,0.27842605981821572,0.095813588874075872,0.096646193640053238,8.0065123553541953e-18,6.3466461390074356e-14,3.8150317619214798e-06,2.4691197746121691e-10,1.5109164306510741e-20,1.0007681899999442e-16,4.3917253150411918e-12,2.6906495793410341e-36,4.2250547362568199e-10,3.8930229661691487e-25,1.7372511349304674e-23,1.5055349113128335e-22,9.9584390579327229e-27,1.1265732792925154e-16,9.0658156484159955e-28,0.0041786024392573545,0.0067076094932162281,8.868517702180768e-11,2.3287961101458963e-11,2.3498592511181616e-05,3.116060401667799e-15,1.1769176803431346e-08,7.7936210841859289e-06,2.9564134794130412e-09,4.6798148618783675e-08,2.2372735732022947e-21,1.3142110450519875e-16
7.813470193383105e-08,0.09977366400000001,0.80000000000000004,0.0,0.27841702835229842,0.095813588035712383,0.096641699451498891,8.0615135654505415e-18,6.3903349019704856e-14,3.8359698461570707e-06,2.4818092019898489e-10,1.5170637408474219e-20,1.0063574361008395e-16,4.4112015203328585e-12,2.7335020264027479e-36,4.238681326191179e-10,3.9326768191621537e-25,1.7480053255368689e-23,1.5168991382953536e-22,1.0024149635341617e-26,1.1329150631153683e-16,9.1687793978139167e-28,0.0041785821629248916,0.0067165978569289275,8.8802849981295569e-11,2.3361594916805677e-11,2.3540595110491903e-05,3.1250129438780478e-15,1.1822431439472472e-08,7.8146690664606531e-06,2.9684664509281135e-09,4.7060605061822596e-08,2.2494778814219852e-21,1.3219704951755372e-16
7.824415592922985e-08,0.09977366400000001,0.80000000000000004,0.0,0.27840799876818151,0.095813588042466466,0.096637205763441272,8.1168144830302889e-18,6.434239882005878e-14,3.8569798425488833e-06,2.4945449612667238e-10,1.5232274356468144e-20,1.0119711892752242e-16,4.4307357337682851e-12,2.7769825149874313e-36,4.2523240903633047e-10,3.9726827678903971e-25,1.7588077878134977e-23,1.5283302981208102e-22,1.0090197777894106e-26,1.1392843893292086e-16,9.2727912437129888e-28,0.0041785610141639035,0.0067255852196114298,8.8920510639670812e-11,2.3435305068245014e-11,2.3582561136514156e-05,3.1339909869386518e-15,1.1875825768527729e-08,7.8357441832341589e-06,2.9805514619607128e-09,4.7323987048996455e-08,2.2617313936913446e-21,1.3297618341998822e-16
7.835360992462864e-08,0.09977366400000001,0.80000000000000004,0.0,0.27839897105863781,0.095813588887243811,0.096632712575759921,8.1724163146773343e-18,6.4783616464413038e-14,3.87806179580142e-06,2.5073271502034339e-10,1.5294075356808014e-20,1.0176095209322545e-16,4.4503280115351283e-12,2.8210993924713912e-36,4.2659829775673026e-10,4.0130434222468483e-25,1.7696586455633945e-23,1.5398286650568228e-22,1.0156584718466308e-26,1.1456813333836353e-16,9.3778604856276485e-28,0.0041785390000733478,0.0067345715815046074,8.9038158950350707e-11,2.3509091281814496e-11,2.3624490480171326e-05,3.1429945920885824e-15,1.192935980734484e-08,7.8568464298365218e-06,2.9926685514099932e-09,4.7588295199656466e-08,2.2740342281271987e-21,1.3375851145906776e-16
7.846306392002744e-08,0.09977366400000001,0.80000000000000004,0.0,0.27838994521649718,0.095813590563007034,0.096628219888334643,8.2283202701011197e-18,6.5227007620163234e-14,3.8992157500234768e-06,2.5201558665998838e-10,1.5356040615774726e-20,1.0232725025423235e-16,4.4699784095642651e-12,2.8658611048564942e-36,4.2796579365796827e-10,4.053761407061055e-25,1.7805580225897663e-23,1.5513945139329574e-22,1.0223311692539381e-26,1.1521059707551271e-16,9.4839964919466532e-28,0.0041785161276952486,0.0067435569428488142,8.9155794912367143e-11,2.3582953292776894e-11,2.3666383033589889e-05,3.1520237826038587e-15,1.1983033577619776e-08,7.877975801592821e-06,3.0048177583959817e-09,4.7853530124980838e-08,2.286386515429063e-21,1.3454404046330994e-16
7.856157251588635e-08,0.09977366400000001,0.80000000000000004,0.0,0.27838182354931862,0.095813592775915918,0.096624176897271652,8.2788931481597663e-18,6.562792269196776e-14,3.9183159056292699e-06,2.531741573197916e-10,1.5411949960450154e-20,1.0283903208205948e-16,4.4877135066347023e-12,2.9067050407337224e-36,4.2919790987374026e-10,4.0907152924363041e-25,1.79040904822233e-23,1.561861702580307e-22,1.0283657721073809e-26,1.1579118845781557e-16,9.5804387799851045e-28,0.0041784948144938105,0.0067516429127874728,8.9261656766828646e-11,2.3649493699699477e-11,2.3704054787823077e-05,3.1601719583470444e-15,1.2031459462805233e-08,7.897015424312744e-06,3.0157795375729145e-09,4.8093034448676333e-08,2.2975459690385081e-21,1.352537598422495e-16
7.866008111174527e-08,0.09977366400000001,0.80000000000000004,0.0,0.2783737033838245,0.095813595651217776,0.096620134311231662,8.3297126151696652e-18,6.6030607017109581e-14,3.9374744485862015e-06,2.5433651176391125e-10,1.5467992672047644e-20,1.0335282156886664e-16,4.5054957666255234e-12,2.9480845129866074e-36,4.3043132001908277e-10,4.1279626883911566e-25,1.8002995650128925e-23,1.5723839758100003e-22,1.0344281083932773e-26,1.1637403462045821e-16,9.6777597190831218e-28,0.0041784728167920887,0.0067597280726502387,8.9367508632799935e-11,2.3716095098823291e-11,2.3741696578619918e-05,3.1683409316471995e-15,1.2079998562985025e-08,7.9160770112141427e-06,3.0267673920329432e-09,4.8333290382366561e-08,2.308745676421511e-21,1.3596608214825004e-16
7.875858970760418e-08,0.09977366400000001,0.80000000000000004,0.0,0.27836558471490269,0.095813599183898854,0.096616092130127562,8.3807795595194653e-18,6.6435064714836745e-14,3.9566914098176301e-06,2.5550265713006347e-10,1.5524168900903082e-20,1.0386862393743426e-16,4.5233252297768868e-12,2.99000588768581e-36,4.3166602035655106e-10,4.1655055396762779e-25,1.8102296632201831e-23,1.5829615351405593e-22,1.040518268719887e-26,1.1695914107107021e-16,9.7759662834643435e-28,0.0041784501396072132,0.0067678124226112739,8.9473350479603297e-11,2.3782757293099804e-11,2.3779308329843747e-05,3.1765307164159748e-15,1.2128650890568454e-08,7.9351605588929863e-06,3.0377813502092013e-09,4.8574298354685661e-08,2.3199857296062252e-21,1.3668101178107807e-16
7.88570983034631e-08,0.09977366400000001,0.80000000000000004,0.0,0.2783574675374767,0.095813603368981606,0.096612050353872422,8.432094871657698e-18,6.6841299900452559e-14,3.975966819859689e-06,2.5667260055850631e-10,1.5580478797332892e-20,1.0438644441447654e-16,4.541201936160507e-12,3.0324755981478238e-36,4.3290200714779624e-10,4.2033458009781123e-25,1.8201994331029038e-23,1.5935945824585917e-22,1.0466363438666537e-26,1.1754651331892584e-16,9.8750654935276312e-28,0.004178426787920078,0.0067758959628444106,8.9579182354111311e-11,2.3849480100042823e-11,2.3816889966137068e-05,3.184741338626397e-15,1.2177416464308049e-08,7.9542660639388526e-06,3.048821440660426e-09,4.881605878894723e-08,2.3312662291909197e-21,1.3739855454354049e-16
7.895560689932201e-08,0.09977366400000001,0.80000000000000004,0.0,0.27834935184650561,0.0958136082015245,0.096608008982379437,8.4836594440944271e-18,6.7249316685304459e-14,3.9953007088621611e-06,2.5784634919203181e-10,1.5636922511638792e-20,1.0490628823062155e-16,4.5591259256796858e-12,3.075500145546294e-36,4.3413927665362585e-10,4.2414854369510863e-25,1.8302089649205627e-23,1.6042833200187598e-22,1.0527824247842641e-26,1.1813615687491528e-16,9.9750644160824908e-28,0.0041784027666756061,0.0067839786935231534,8.9685004244487409e-11,2.3916263325997138e-11,2.3854441412933449e-05,3.1929728578709096e-15,1.2226295295995881e-08,7.9733935229487698e-06,3.0598876916829198e-09,4.9058572103154569e-08,2.3425872618055871e-21,1.3811871438805276e-16
7.904426463559503e-08,0.09977366400000001,0.80000000000000004,0.0,0.27834204899141263,0.095813613100336051,0.096604372094035842,8.5302814161656598e-18,6.7618058453850778e-14,4.0127512330836966e-06,2.5890598231810348e-10,1.5687836393013128e-20,1.0537588194633736e-16,4.5752979761722128e-12,3.1147020521755183e-36,4.3525391283876508e-10,4.2760687065155172e-25,1.8392516146114781e-23,1.6139509664398917e-22,1.0583379178529768e-26,1.1866878259979141e-16,1.0065838578866491e-27,0.0041783805791422495,0.0067912524591081562,8.9780235394730833e-11,2.3976419728067155e-11,2.3888211842030123e-05,3.2003990896693887e-15,1.2270383091208739e-08,7.9906270038829531e-06,3.0698697084425041e-09,4.9277478139503513e-08,2.3528109270741904e-21,1.3876909995248545e-16
7.913292237186805e-08,0.09977366400000001,0.80000000000000004,0.0,0.27833474733266833,0.095813618516064333,0.096600735533416429,8.577106667233729e-18,6.7988249636324036e-14,4.0302491708090209e-06,2.5996870865864808e-10,1.5738858898153556e-20,1.0584712262528993e-16,4.5915083870420836e-12,3.1543635343603751e-36,4.3636958226639403e-10,4.3108975153752988e-25,1.8483266103816688e-23,1.6236640340434945e-22,1.0639162359493134e-26,1.1920325656902183e-16,1.015735248823923e-27,0.0041783578567986101,0.0067985255692204058,8.9875458463479888e-11,2.4036624778824585e-11,2.392195770460545e-05,3.2078422475376658e-15,1.2314562648799453e-08,8.0078782622854968e-06,3.0798729591739563e-09,4.9496994640163481e-08,2.3630675773240773e-21,1.3942161361231171e-16
7.922158010814107e-08,0.09977366400000001,0.80000000000000004,0.0,0.27832744686667049,0.095813624445180573,0.096597099300458317,8.6241358522311526e-18,6.8359893221610263e-14,4.0477945432181811e-06,2.6103453342599386e-10,1.5789990136604502e-20,1.0632001408865967e-16,4.6077571870289535e-12,3.1944894749121786e-36,4.3748628220911996e-10,4.3459733166019148e-25,1.8574340180325388e-23,1.6334226710374595e-22,1.0695174457323647e-26,1.1973958280329192e-16,1.024961139327384e-27,0.0041783346031758215,0.0068057980239857145,8.9970673452611525e-11,2.4096878338986457e-11,2.3955678947923456e-05,3.2153024193128532e-15,1.2358833976019877e-08,8.0251472956774474e-06,3.0898974643556656e-09,4.9717121898867668e-08,2.3733572694019476e-21,1.4007625765793253e-16
7.931023784441409e-08,0.09977366400000001,0.80000000000000004,0.0,0.27832014758983986,0.095813630884179143,0.096593463395098653,8.6713696274481138e-18,6.8732992195928176e-14,4.0653873712399823e-06,2.621034618341112e-10,1.5841230217895427e-20,1.0679456016014542e-16,4.624044404762029e-12,3.2350848027189079e-36,4.3860400993914173e-10,4.3812975698872495e-25,1.8665739033640212e-23,1.6432270258704715e-22,1.0751416139737229e-26,1.2027776532427763e-16,1.0342620574085706e-27,0.0041783108217820593,0.0068130698235296903,9.0065880319376508e-11,2.4157180263436492e-11,2.3989375519758067e-05,3.2227795835304503e-15,1.2403197080165687e-08,8.0424341015796714e-06,3.0999432447376504e-09,4.9937860205891649e-08,2.3836800732756661e-21,1.4073303538598879e-16
7.939889558068711e-08,0.09977366400000001,0.80000000000000004,0.0,0.27831284949861951,0.095813637829577039,0.096589827817274709,8.7188086505351263e-18,6.9107549542826184e-14,4.0830276755525342e-06,2.6317549909860875e-10,1.5892579251541763e-20,1.0727076466595254e-16,4.6403700687600806e-12,3.276154493121425e-36,4.3972276272828356e-10,4.4168717415626732e-25,1.8757463321748875e-23,1.6530772472323423e-22,1.0807888075575268e-26,1.2081780815462879e-16,1.0436385341973999e-27,0.0041782865161026856,0.0068203409679777269,9.0161079084575635e-11,2.4217530420048791e-11,2.402304736838488e-05,3.2302736915178564e-15,1.244765197542719e-08,8.0597386775059697e-06,3.1100103213107602e-09,5.0159209848059726e-08,2.3940360730423302e-21,1.4139195198099868e-16
7.948755331696014e-08,0.09977366400000001,0.80000000000000004,0.0,0.27830555258947487,0.095813645277914056,0.096586192566923884,8.7664535805022237e-18,6.9483568243198899e-14,4.1007154765837999e-06,2.642506504367284e-10,1.5944037347056293e-20,1.0774863143478136e-16,4.6567342074314545e-12,3.3177035682892336e-36,4.4084253784802961e-10,4.4526973046180926e-25,1.8849513702654383e-23,1.6629734840537687e-22,1.0864590934804937e-26,1.2135971531795284e-16,1.0530911039563164e-27,0.0041782616896003984,0.0068276114574550148,9.0256269811094798e-11,2.4277928679760221e-11,2.4056694442592956e-05,3.2377849386596727e-15,1.249219867001291e-08,8.0770610209769244e-06,3.1200987143082328e-09,5.0381171108751365e-08,2.4044253153119089e-21,1.4205300912373371e-16
7.956734527960586e-08,0.09977366400000001,0.80000000000000004,0.0,0.27829898637901612,0.095813652408588565,0.096582921121546039,8.8095106136235908e-18,6.9823236992309998e-14,4.1166751238890055e-06,2.6522095348734505e-10,1.5990442971425485e-20,1.0818013592803293e-16,4.6714948514719278e-12,3.3555117987738176e-36,4.4185120729310226e-10,4.4851564738047946e-25,1.8932638398656521e-23,1.6719195636959287e-22,1.0915821502246808e-26,1.2184902909590676e-16,1.0616639203322036e-27,0.0041782389032885272,0.0068341543380878878,9.0341934524826763e-11,2.4332328117293262e-11,2.4086955585336824e-05,3.2445596365380197e-15,1.2532369188464532e-08,8.0926663193037959e-06,3.1291965108129339e-09,5.0581459408653896e-08,2.4138041195628733e-21,1.4264979378762016e-16
7.964713724225159e-08,0.09977366400000001,0.80000000000000004,0.0,0.27829242112064828,0.095813659941368257,0.096579649941325285,8.8527354485573769e-18,7.0164094019346185e-14,4.1326732744215781e-06,2.6619378697054036e-10,1.6036937104420932e-20,1.0861299275220387e-16,4.6862867034733176e-12,3.3937161650280172e-36,4.4286070062612085e-10,4.5178215517688771e-25,1.9016028242463893e-23,1.6809031455986617e-22,1.0967240151214216e-26,1.2233985917797825e-16,1.0702992012347276e-27,0.0041782157003893254,0.0068406966883866657,9.0427592609589238e-11,2.4386766290843699e-11,2.4117196583110416e-05,3.2513479703831669e-15,1.257261407824249e-08,8.108286005523883e-06,3.1383116061374309e-09,5.0782243548057428e-08,2.4232099886220934e-21,1.4324832003588905e-16
7.972692920489731e-08,0.09977366400000001,0.80000000000000004,0.0,0.2782858568118407,0.095813667873777139,0.096576379026216255,8.8961285685530102e-18,7.0506141491783362e-14,4.1487099425559929e-06,2.6716915469305843e-10,1.6083519825859002e-20,1.0904720470355359e-16,4.7011097839159728e-12,3.4323204270271037e-36,4.4387101585742576e-10,4.5506936262300871e-25,1.9099683713755084e-23,1.6899243388325621e-22,1.1018847372453622e-26,1.228322084993013e-16,1.0789973427062192e-27,0.0041781920833805991,0.0068472385084421879,9.0513244266172689e-11,2.4441243130790198e-11,2.4147417399628967e-05,3.2581504112350267e-15,1.2612933347071181e-08,8.123920077828799e-06,3.1474440142719589e-09,5.0983523726414912e-08,2.4326429213272562e-21,1.4384858672321707e-16
7.980672116754304e-08,0.09977366400000001,0.80000000000000004,0.0,0.27827929345007679,0.095813676203353737,0.096573108376173514,8.9396904577505277e-18,7.0849381575375808e-14,4.1647851425039999e-06,2.681470604627016e-10,1.6130191215574828e-20,1.0948277457994932e-16,4.7159641132078594e-12,3.4713283764270466e-36,4.4488215099721806e-10,4.583773789324422e-25,1.9183605292265057e-23,1.6989832526244958e-22,1.1070643657450886e-26,1.2332607999559743e-16,1.0877587428798462e-27,0.0041781680547256471,0.0068537797983451608,9.0598889496900501e-11,2.4495758535419761e-11,2.4177617998944224e-05,3.2649670786436515e-15,1.2653326997037611e-08,8.1395685344153532e-06,3.1565937499166493e-09,5.1185300140935709e-08,2.4421029487395833e-21,1.4445059442378106e-16
7.988651313018877e-08,0.09977366400000001,0.80000000000000004,0.0,0.27827273103285433,0.095813684927650869,0.096569837991151777,8.9834216011938141e-18,7.1193816433990582e-14,4.1808988883149491e-06,2.6912750808832843e-10,1.6176951353363567e-20,1.0991970518085901e-16,4.7308497116845663e-12,3.5107438367934276e-36,4.4589410405557975e-10,4.6170631376154079e-25,1.9267793457632873e-23,1.708079996360034e-22,1.112262949843177e-26,1.2382147660316567e-16,1.0965838019880761e-27,0.0041781436168733498,0.006860320558186154,9.0684527808974729e-11,2.455031233465334e-11,2.4207798345432386e-05,3.2717967161915474e-15,1.2693795036895041e-08,8.1552313734707424e-06,3.1657608312985447e-09,5.1387572986589771e-08,2.4515902743941967e-21,1.4505435731695926e-16
7.996630509283449e-08,0.09977366400000001,0.80000000000000004,0.0,0.27826616955768541,0.095813694044235828,0.096566567871105874,9.0273224848276305e-18,7.1539448229647067e-14,4.1970511938761475e-06,2.7011050137985763e-10,1.6223800318989744e-20,1.1035799930734455e-16,4.7457665996092835e-12,3.5505706638337735e-36,4.4690687304249383e-10,4.6505627721053765e-25,1.9352248689438452e-23,1.7172146795850399e-22,1.1174805388362031e-26,1.2431840125887302e-16,1.105472922371199e-27,0.0041781187722582458,0.0068668607880556154,9.0770159665549671e-11,2.4604904500536338e-11,2.4237958403796184e-05,3.2786404580424597e-15,1.2734337474750873e-08,8.1709085931877391e-06,3.1749452708260799e-09,5.1590342456111563e-08,2.4611048206516831e-21,1.4565986872183102e-16
8.003811785921564e-08,0.09977366400000001,0.80000000000000004,0.0,0.27826026503344381,0.095813702582569174,0.096563624989581515,9.0669788103130449e-18,7.1851542012419982e-14,4.2116212488152172e-06,2.7099737503632345e-10,1.6266040401797943e-20,1.1075363215190547e-16,4.7592185679088177e-12,3.5867697395041932e-36,4.478190611048148e-10,4.680893151410778e-25,1.9428487136290753e-23,1.7254684234160582e-22,1.1221926589183507e-26,1.2476694235793952e-16,1.113528237345599e-27,0.0041780960663231198,0.0068727465418871149,9.0847222886823386e-11,2.4654070177054544e-11,2.4265085081075491e-05,3.2848121310555072e-15,1.2770889279871083e-08,8.1850303849098816e-06,3.1832261193513478e-09,5.1773259749584973e-08,2.4696911926381641e-21,1.4620632287569228e-16
8.01099306255968e-08,0.09977366400000001,0.80000000000000004,0.0,0.27825436126846742,0.09581371143494323,0.096560682322618108,9.1067733752020798e-18,7.216460863768289e-14,4.2262225581659729e-06,2.7188631654795923e-10,1.6308352557959066e-20,1.1115037376653376e-16,4.7726959116858072e-12,3.6233080280971103e-36,4.4873190700646241e-10,4.7113955668607589e-25,1.9504942645160155e-23,1.7337530671696182e-22,1.1269202489970298e-26,1.252167256970701e-16,1.1216360658554988e-27,0.0041780730346253079,0.0068786318665805726,9.0924280714301152e-11,2.4703266753486783e-11,2.4292195271386182e-05,3.2909948589473264e-15,1.2807501355735955e-08,8.1991638221867755e-06,3.1915210520693926e-09,5.195657960006156e-08,2.4782997354631575e-21,1.4675420036823204e-16
8.018174339197795e-08,0.09977366400000001,0.80000000000000004,0.0,0.27824845826097161,0.095813720599613933,0.096557739870182777,9.1467065356092983e-18,7.247864967786008e-14,4.2408551317169265e-06,2.7277732869437281e-10,1.6350736845637946e-20,1.1154822619648758e-16,4.7861986455618359e-12,3.660188408133137e-36,4.4964540929658553e-10,4.7420708303532494e-25,1.9581615565716209e-23,1.742068691030052e-22,1.1316633451632447e-26,1.2566775341838298e-16,1.1297967056202928e-27,0.0041780496789101465,0.0068845167622016527,9.1001333230551247e-11,2.4752494169366559e-11,2.4319288949680445e-05,3.2971888706199256e-15,1.2844173705745282e-08,8.2133089037025126e-06,3.1998300793990864e-09,5.214030214341672e-08,2.4869304586712562e-21,1.4730350091585411e-16
8.024637488172098e-08,0.09977366400000001,0.80000000000000004,0.0,0.27824314620040314,0.095813729113397139,0.096555091846385374,9.1827651739500268e-18,7.2762121037393143e-14,4.254051186809164e-06,2.7358101231677785e-10,1.6388944425058382e-20,1.119072448217842e-16,4.7983728266314521e-12,3.6936756349092063e-36,4.5046812137070155e-10,4.7698270259758847e-25,1.9650807370184336e-23,1.7495793068517644e-22,1.1359454192860627e-26,1.2607474408507232e-16,1.1371866822281512e-27,0.0041780283831667651,0.006889812801457942,9.1070675961824327e-11,2.4796825152490242e-11,2.4343659121841261e-05,3.3027731433446808e-15,1.2877230358597067e-08,8.2260494318023223e-06,3.2073202639246163e-09,5.2305996845974901e-08,2.4947171034455251e-21,1.4779908953119337e-16
8.031100637146401e-08,0.09977366400000001,0.80000000000000004,0.0,0.27823783475066727,0.095813737877477004,0.096552443996305304,9.2189366240341542e-18,7.3046384090268302e-14,4.267272580734219e-06,2.7438637743268793e-10,1.6427210520499672e-20,1.122671663574263e-16,4.8105675960786602e-12,3.7274444339744412e-36,4.5129136288659446e-10,4.7977244845521985e-25,1.9720175816206273e-23,1.7571151401934838e-22,1.1402401089916812e-26,1.2648274599881918e-16,1.1446198972615904e-27,0.0041780068276350089,0.0068951084932664707,9.1140014370241819e-11,2.4841181002753169e-11,2.4368015881193815e-05,3.3083665175274318e-15,1.2910335840218309e-08,8.238799389708206e-06,3.2148218821055129e-09,5.2472017935647268e-08,2.5025217778835533e-21,1.4829583417499085e-16
