Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CO2X(24),COX(50),CHOX(53),H2OX(23)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033531594134e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,-6.4842116301053668e-119,1.3110901485629608e-65,2.9700073126975632e-36,5.2816394602143639e-88,1.7967589324328686e-54,1.796202496358167e-131,5.5646920903778486e-20,-6.5427272132085723e-106,5.5646920903778486e-20,2.5936458149773724e-72,1.2688777008595809e-74,1.1849820535062393e-111,1.3739839878313602e-112,8.7029122354981289e-55,1.2175393936409189e-85,3.0390311159895404e-18,8.9980309981672622e-20,3.6022135346071855e-22,9.00878354701952e-38,3.3357983340900261e-37,3.6022135344656061e-22,7.0767277102431574e-33,3.0334352115291142e-40,6.5474352365656778e-44,8.2650055437967693e-75,2.1456307598146115e-52,2.0212293325809721e-98,-2.6558463247652936e-106,2.0868649213693283e-105,-2.8880466243254532e-107,3.3174158731344919e-54
1.7654093888463576e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,1.1747126024545808e-116,2.9328572268275283e-64,1.793884455053874e-35,5.8363707905851696e-86,2.7152621216107907e-53,6.4812332512826892e-129,1.5581137853057977e-19,1.2630832281382804e-104,1.558113785305797e-19,7.3144962411153288e-71,3.9895545285921092e-73,2.3688434119761302e-109,2.7466685323213568e-110,1.0332097383704561e-53,6.3023346031472251e-84,8.5092871247707105e-18,2.5194486794868334e-19,1.0086197897129588e-21,5.4413052495789958e-37,2.0148221937883227e-36,1.0086197896274452e-21,4.274343359957691e-32,3.601294144849665e-39,7.773131692865494e-43,5.0280167640419441e-73,2.5472928877062837e-51,1.9034560334686954e-96,2.6877911700220664e-104,4.1717561932957397e-103,2.9227844215822579e-105,3.9384361160732944e-53
4.035221460220246e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996531,0.022821567693054285,4.9589847482276852e-114,5.7948325219972769e-63,8.6367818380926463e-35,5.2803332132581633e-84,2.9209550875164711e-52,2.3467104836712651e-126,3.5614029378418233e-19,1.3336825001218768e-102,3.5614029378418209e-19,1.591062702303716e-69,8.900476646638614e-72,4.2885687821636538e-107,4.9725857197244986e-108,1.0144114432632275e-52,2.751845938473576e-82,1.9449799142333041e-17,5.7587398388270478e-19,2.305416662309227e-21,2.6197542362420821e-36,9.7005015555029895e-36,2.3054166618975155e-21,2.0579121525949648e-31,3.5357716538974966e-38,7.631741909782435e-42,2.2698974036159741e-71,2.5009473675684642e-50,1.663630401018563e-94,5.6286731552279735e-102,7.5525732460245821e-101,6.1207874561171276e-103,3.8667799153384367e-52
8.574845602968022e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996528,0.022821567693054285,1.5950712236787602e-111,1.0311595495291475e-61,3.7719098789862083e-34,3.9962719078903107e-82,2.6848609618069121e-51,7.1156864827397399e-124,7.5679812429138743e-19,1.0541648647539455e-100,7.5679812429138618e-19,2.9495621046855849e-68,1.6669607561337882e-70,6.498395534295706e-105,7.5348747976966231e-106,8.9723542532740266e-52,1.0244432459945447e-80,4.1330823177457633e-17,1.2237322157507477e-18,4.8990104078689141e-21,1.1441154905992446e-35,4.2364638842624962e-35,4.8990104060708614e-21,8.9874414480572265e-31,3.1273494654904383e-37,6.7502517673594365e-41,8.5707787762634017e-70,2.2120598113883797e-49,1.241119897240126e-92,9.0456763516869041e-100,1.1444286135327706e-98,9.8365391977997873e-101,3.4201230131537702e-51
1.7654093888463574e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999982,0.11866996602996524,0.022821567693054285,4.562842807479434e-109,1.7392013257704338e-60,1.574698409866345e-33,2.7763574852654098e-80,2.296955078874478e-50,1.9791839277405616e-121,1.5581137853057976e-18,7.471547235572376e-99,1.5581137853057924e-18,5.0695436416261753e-67,2.8792601059674076e-69,9.0347455214305467e-103,1.0475766821757491e-103,7.5418042335517485e-51,3.5293623102234864e-79,8.5092871247706566e-17,2.5194486794868328e-18,1.0086197900456891e-20,4.7764568577796361e-35,1.7686402767058782e-34,1.0086197892950375e-20,3.7520785624153064e-30,2.6287247861507297e-36,5.674098443487241e-40,2.9736555186068838e-68,1.8593698728306877e-48,8.5611752635102406e-91,1.2932959476895569e-97,1.5911037172207893e-96,1.4063688115766643e-98,2.8748194164694244e-50
3.581259045945468e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999971,0.11866996602996516,0.022821567693054285,1.233857003849913e-106,2.8566433445130698e-59,6.4331591495664749e-33,1.8504974455064568e-78,1.899166877970408e-49,5.2791070775292104e-119,3.1607451073346185e-18,5.028008770765111e-97,3.1607451073345965e-18,8.4023968032590617e-66,4.7839335416269337e-68,1.2047396180412566e-100,1.3968928388214156e-101,6.1832265356894967e-50,1.1712666716794767e-77,1.7261696738820348e-16,5.1108816069590024e-18,2.0460572891507263e-20,1.9513383999921908e-34,7.2254726233297584e-34,2.0460572860840686e-20,1.5328454380604635e-29,2.1551859631088057e-35,4.6521410729484145e-39,9.9038755306769063e-67,1.5244242763152215e-47,5.6855191301215644e-89,1.7482723624099673e-95,2.1216598519084445e-94,1.9011240580842449e-96,2.3569505584101575e-49
7.21295836014369e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.022821567693054282,3.2459465197436984e-104,4.6307416648999308e-58,2.600387672427729e-32,1.2085331351188224e-76,1.5443709645999812e-48,1.3794074096660193e-116,6.3660077513922597e-18,3.2990604631771809e-95,6.3660077513921703e-18,1.3681125014872523e-64,7.7990184642500006e-67,1.5738425359565422e-98,1.8248668301115302e-99,5.0073367844617298e-49,3.8164019227727113e-76,3.4766515966919347e-16,1.0293747461903335e-17,4.1209322897105739e-20,7.8876211714214646e-34,2.9206515596162941e-33,4.120932277314643e-20,6.1959975940220253e-29,1.7453231416917571e-34,3.7677036160545043e-38,3.2330256684665575e-65,1.2345191383668906e-46,3.7061517690102503e-87,2.2993794278437221e-93,2.7716848284897537e-92,2.5004151330506654e-94,1.9087195269523989e-48
1.4476356988540132e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999921,0.11866996602996462,0.022821567693054278,8.4241552270682515e-102,7.4576656408476234e-57,1.045605963524611e-31,7.8139058229368764e-75,1.2455911316297071e-47,3.5679048302547372e-114,1.2776533039507543e-17,2.1377420831116351e-93,1.2776533039507187e-17,2.2081390932077327e-63,1.2595433678181801e-65,2.0353305710090149e-96,2.3599611539300122e-97,4.0303396687387852e-48,1.2322930545923513e-74,6.9776154423115806e-16,2.0659479171791989e-17,8.2706823002294078e-20,3.1715772725390056e-33,1.1743811465478639e-32,8.2706822503858473e-20,2.4913763468554213e-28,1.4047841562281225e-33,3.0330250386733157e-37,1.0450104062226407e-63,9.9364974913055539e-46,2.3937330202365076e-85,2.9836165824196857e-91,3.5844086909623846e-90,3.244477094851566e-92,1.5363032994264368e-47
2.9003154245333017e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999849,0.11866996602996391,0.022821567693054268,2.171840178844959e-99,1.1971201522804159e-55,4.1933597429612326e-31,5.0275227876699338e-73,1.0005265350756623e-46,9.1829922763388165e-112,2.5597583615738111e-17,1.3766460586937168e-91,2.5597583615736684e-17,3.5484202436692373e-62,2.0246785428187819e-64,2.6191933134102292e-94,3.0369486716500386e-95,3.2340927931310373e-47,3.9610959105035554e-73,1.3979543133550254e-15,4.1390942591569213e-17,1.6570182358863999e-19,1.2719439299063647e-32,4.7097936518078502e-32,1.6570182158968471e-19,9.9914770218236297e-28,1.1272448003086397e-32,2.4345327830305079e-36,3.3615768872745552e-62,7.973435056840724e-45,1.5389993223532982e-83,3.8459472947454571e-89,4.612645929772835e-88,4.1822065202705695e-90,1.2327862745253984e-46
5.8056748758918786e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996248,0.022821567693054247,5.5819429733113871e-97,1.9185125622703659e-54,1.679540890983974e-30,3.2275615147391939e-71,8.0204585820478398e-46,2.358175670802507e-109,5.1239684768199266e-17,8.8378046879919731e-90,5.123968476819354e-17,5.6898187283433536e-61,3.2470312370370583e-63,3.3629907292212241e-92,3.8993800780722553e-93,2.5912082290203652e-46,1.2703989597293509e-71,2.7983398516025134e-15,8.2853869431123323e-17,3.3169182626523822e-19,5.0944068705356067e-32,1.8863740755231766e-31,3.3169181825894565e-19,4.001757137801982e-27,9.031579391941249e-32,1.951744456351571e-35,1.0789921260943555e-60,6.3884854792554188e-44,9.8720851122658932e-82,4.9422603918003578e-87,5.922543179101762e-86,5.3743836096434363e-88,9.8772859626423976e-46
1.1616393778609032e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999416,0.11866996602995962,0.022821567693054205,1.4330441004641859e-94,3.0721161680760658e-53,6.7226186139467493e-30,2.0706221055307916e-69,6.4228717437489449e-45,6.0515412286406158e-107,1.0252388707312159e-16,5.6649371278406132e-88,1.0252388707309867e-16,9.1135983119584366e-60,5.2012894588699369e-62,4.3150351221093241e-90,5.0032733786656632e-91,2.0745396621846725e-45,4.0698394751956032e-70,5.5991109280965017e-15,1.6577972311023021e-16,6.6367183763429844e-19,2.0390877685385606e-31,7.5504123306126333e-31,6.6367180558790192e-19,1.6017095625742983e-26,7.2306007759396133e-31,1.5644327168084902e-34,3.4610664806471477e-59,5.1147282727304328e-43,6.3253401927243286e-80,6.3440690128714644e-85,7.5991829500069207e-84,6.8987867750257095e-86,7.9078250825126959e-45
