Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CO2X(24),CHOX(53),COX(50),H2OX(23)
6.746385521509144e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999714,0.1186699660299626,0.022821567693054223,4.1059297482854947e-98,1.3773186331929066e-54,5.8565741127456315e-36,4.8633317516783706e-74,1.326786792362516e-51,5.1975045321288696e-118,6.8601061749632585e-22,9.0500633312599455e-105,6.8601061749604429e-22,2.1501363102458528e-71,1.9890682814894735e-65,4.9576718596431e-99,2.9956546708900298e-100,1.4642809719423279e-49,6.7133026440067216e-84,2.7206202198434821e-15,1.3080983786952289e-16,5.0421178667517023e-20,5.0421179823407767e-20,5.7784100804673613e-28,8.2008213706763383e-32,1.1715995915576868e-36,3.7568798688394768e-32,1.696978120668272e-61,2.1376146782338865e-49,9.8276403131232623e-89,1.9074316676583702e-90,4.3884204579872988e-89,7.3330263369855083e-46
1.349863236840622e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999431,0.11866996602995988,0.022821567693054157,1.0753845616367645e-95,2.2054558571261025e-53,2.8024875367872323e-35,3.1847939245478287e-72,1.0625054825908483e-50,1.3613049223381325e-115,1.3726172476929351e-21,5.8009925012488307e-103,1.3726172476918081e-21,3.4439547510763844e-70,3.1861378631784601e-64,6.4926767224496391e-97,3.9231755972117276e-98,1.1722885024643465e-48,2.1506679729430781e-82,5.4436041410057081e-15,2.6173332459905056e-16,1.0088616258891423e-19,1.0088616721581772e-19,2.3125416710824158e-27,6.5647717075161328e-31,9.590528093945422e-36,1.5036944332548732e-31,5.5572173607024532e-60,2.027819131863841e-48,1.2870223237457155e-86,2.499473327079755e-88,5.7471724627600079e-87,5.870746537713597e-45
2.700312606220037e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999886,0.11866996602995444,0.022821567693054025,2.870305185323994e-93,3.5300105087797947e-52,1.4879990454728772e-34,2.1270643826583427e-70,8.5043498859940172e-50,3.6359496275201981e-113,2.7458305080875347e-21,3.7155022999435964e-101,2.7458305080830242e-21,5.5133184587739905e-69,5.1005451011324663e-63,8.6713791696007619e-95,5.2396483432945485e-96,9.3814447803424413e-48,6.8859974629573702e-81,1.0889571983325026e-14,5.2358029805809519e-16,2.018161269598678e-19,2.0181614547613401e-19,9.2505530318519676e-27,5.252417597483569e-30,8.0123073831622856e-35,6.0164436268997858e-31,1.8563419819222452e-58,2.1291534221260368e-47,1.7177167081233303e-84,3.3399411534180566e-86,7.6757111329561133e-85,4.6981680816035758e-44
5.401211344978867e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997716,0.11866996602994355,0.022821567693053765,7.9375296672614681e-91,5.6486695415271175e-51,8.8842246800984385e-34,1.4737211687520195e-68,6.8052023026529192e-49,1.0072494242159078e-110,5.4922570288822598e-21,2.3788392105523543e-99,5.4922570288642147e-21,8.8237023532501374e-68,8.1624756453446274e-62,1.2012550579945433e-92,7.2585385010876233e-94,7.5058994526402925e-47,2.2041368338614285e-79,2.1781507667943119e-14,1.0472742449761421e-15,4.036760418144125e-19,4.036761159125238e-19,3.6987241971223373e-26,4.2005014969164873e-29,6.9499024175251656e-34,2.4067350047663897e-30,6.4342872416871343e-57,2.5132282832290042e-46,2.3753942498416943e-82,4.6298889515761668e-84,1.0633241181607207e-82,3.7589068401914619e-43
1.0803008822496528e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995435,0.11866996602992176,0.022821567693053241,2.3301374400206868e-88,9.03720202315465e-50,5.8954562245806806e-33,1.0864595586471073e-66,5.444850184641834e-48,2.9683331993735334e-108,1.0985110070493811e-20,1.5227506495307628e-97,1.0985110070421625e-20,1.411983653866249e-66,1.3059398596689584e-60,1.7704102906715133e-90,1.0697637181855142e-91,6.0041991172676122e-46,7.0542253896563601e-78,4.3565379037097146e-14,2.0946621388120666e-15,8.0739581597405999e-19,8.0739611255829072e-19,1.4779331190757629e-25,3.357156443356078e-28,6.4213470676283187e-33,9.6258501849430939e-30,2.3738396955143077e-55,3.3042384703002765e-45,3.4873316752764059e-80,6.8299130033415075e-82,1.5671275316410426e-80,3.0068647895398457e-42
2.1606603777531847e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319990866,0.1186699660298782,0.022821567693052193,7.4637666394073225e-86,1.4455177268045575e-48,4.2256031988826815e-32,8.7805323400978528e-65,4.3561543828762524e-47,9.5872276880907815e-106,2.1970816153805317e-20,9.7465412349644345e-96,2.197081615351656e-20,2.2593263174769958e-65,2.0888685915729945e-59,2.8599027414170478e-88,1.728085278071934e-89,4.801843201432274e-45,2.257509588027079e-76,8.713312177507653e-14,4.1894379264832384e-15,1.6148351420956474e-18,1.6148363298179659e-18,5.8985992052047124e-25,2.680167736440114e-27,6.5105898141702318e-32,3.8489988285816713e-29,9.6040118004012824e-54,4.7068146167258346e-44,5.5868080266836876e-78,1.1046594722366396e-79,2.5315216093797265e-78,2.4047325068069454e-41
4.3213793687602486e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319981734,0.11866996602979106,0.022821567693050097,2.6517065540154635e-83,2.3112627635771287e-47,3.1747402124311665e-31,7.9438146063682124e-63,3.4850314138537523e-46,3.4660456839538153e-103,4.3942228320781943e-20,6.2380831961532905e-94,4.3942228319626891e-20,3.6150422925714015e-64,3.3397953200533784e-58,5.1713173965660612e-86,3.1247482586434462e-87,3.8387780158760472e-44,7.2242790989808828e-75,1.742686072497207e-13,8.3789895018228716e-15,3.2297129055484871e-18,3.2297176671642609e-18,2.3488559055853536e-24,2.1351445335547994e-26,7.3924270548153104e-31,1.5384337968090057e-28,4.3502187710299043e-52,7.0467384679496742e-43,9.9273878063047692e-76,2.0001649689426826e-77,4.5775330464636159e-76,1.9224354722242435e-40
8.642817350774377e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319963471,0.11866996602961678,0.022821567693045906,1.0331837557059872e-80,3.6928800021832119e-46,2.4426247006613439e-30,8.0232762698740751e-61,2.7880654309765064e-45,1.3991028527523501e-100,8.7885052656149653e-20,3.9924642886723085e-92,8.7885052651529395e-20,5.7841580678307122e-63,5.3357359300430582e-57,1.0440037877586309e-83,6.3083500415615529e-85,3.0666078264955035e-43,2.3118067976480975e-73,3.4853957819375061e-13,1.6758092652491302e-14,6.4594648772967063e-18,6.4594840079311747e-18,9.3115288666332578e-24,1.6938460988114113e-25,9.3657425607729548e-30,6.1442420412045516e-28,2.19942673663283e-50,1.0823825776967194e-41,1.9344841078132866e-73,4.0427675199762336e-75,9.2412816649453012e-74,1.5357373887612776e-39
1.7285693314802633e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319926939,0.11866996602926823,0.022821567693037528,4.2342278024297572e-78,5.892114203433085e-45,1.8921053681935174e-29,8.8081438117733684e-59,2.2304638828065921e-44,6.1404912318008477e-98,1.7577070133254289e-19,2.555201239098304e-90,1.7577070131406181e-19,9.2547068299675601e-62,8.5116568128096061e-56,2.2913514847134333e-81,1.3845388932958986e-82,2.4462090090714316e-42,7.3978272566773387e-72,6.9708152006077669e-13,3.3516298953784839e-14,1.2918954600194768e-17,1.2919031778423621e-17,3.6590941169535746e-23,1.3327665487034278e-24,1.2883347923345384e-28,2.4500978309726119e-27,1.2082573069391103e-48,1.6759372725238073e-40,3.9644859292960658e-71,8.8802108463715113e-73,2.0282501823951921e-71,1.225045361959668e-38
3.4571445242859147e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319853876,0.11866996602857113,0.02282156769302077,1.7169363884928028e-75,9.3749467435500332e-44,1.4538815510930359e-28,1.0123312969142204e-56,1.7843683902226768e-43,2.8223348859100269e-95,3.5154199870796055e-19,1.6353300522666372e-88,3.5154199863403623e-19,1.480751518884352e-60,1.3537493422684828e-54,5.265881595940222e-79,3.1818815679661091e-80,1.9457208017665132e-41,2.3673027395737449e-70,1.3941654037106937e-12,6.7032711556198577e-14,2.5837877163847406e-17,2.5838190869902466e-17,1.4137190148874642e-22,1.0321595670905048e-23,1.8531637042333292e-27,9.7400494309718043e-27,6.9461877855083765e-47,2.5768133322859814e-39,8.0375838723305246e-69,2.041704972801761e-70,4.6612270119111814e-69,9.7440367609453271e-38
6.9142949098972176e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319707748,0.11866996602717694,0.022821567692987255,6.4342513471382946e-73,1.4834776363923848e-42,1.08888341458222e-27,1.1724122345286039e-54,1.427481895908996e-42,1.3076349824640915e-92,7.0308459354932031e-19,1.0466033792214243e-86,7.0308459325362343e-19,2.3691823308437924e-59,2.1404501324183605e-53,1.2196775762667353e-76,7.3698204896489711e-78,1.5388727346806991e-40,7.5753063102910195e-69,2.7883331706739879e-12,1.3406553676033309e-13,5.1675494764584092e-17,5.1676785935703667e-17,5.2915268542798279e-22,7.7599601183266648e-23,2.6832936455956798e-26,3.8485553818116439e-26,4.0225664378127502e-45,3.8664474875831862e-38,1.5057444265510447e-66,4.7295019570319916e-68,1.0796249524702814e-66,7.706561755703169e-37
1.3828595681119822e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319415498,0.11866996602438855,0.022821567692920222,2.0919483842640592e-70,2.3223963740737922e-41,7.7567275948089392e-27,1.3172942579284522e-52,1.1419616229161085e-41,5.8803094609419989e-90,1.4061697835941332e-18,6.6981308040141932e-85,1.4061697824113514e-18,3.7906153625632058e-58,3.3456411390497553e-52,2.7411776955857328e-74,1.6563303456155821e-75,1.2036853210165906e-39,2.4240500852875338e-67,5.5766687032544157e-12,2.6813118716583268e-13,1.0334981987580562e-16,1.0335522835868626e-16,1.8730103876722965e-21,5.5370665017413142e-22,3.7655731628967738e-25,1.5027165463918645e-25,2.2592242395986404e-43,5.5280980161277612e-37,2.4467906833115947e-64,1.0627315349906114e-65,2.426400476850121e-64,6.02795577368375e-36
2.7657197223565033e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318830999,0.11866996601881177,0.022821567692786156,5.6469458707723705e-68,3.5620972779527924e-40,5.0918632926142519e-26,1.3810550733093458e-50,9.1352971465830117e-41,2.4690263596515034e-87,2.8123401651320986e-18,4.2866265754546582e-83,2.8123401604010224e-18,6.0647305770484982e-57,5.1159365293730766e-51,5.7496100755842697e-72,3.4741131790414672e-73,9.2180934900902169e-39,7.7566407682892744e-66,1.1153339763030628e-11,5.3626248796577175e-13,2.0669482986549786e-16,2.0671789136742192e-16,6.0672978623585276e-21,3.6359589297096441e-21,4.9252710257875542e-24,5.7360473268755047e-25,1.1835260254903432e-41,7.3029700261588953e-36,3.3003154306993706e-62,2.2278814651192367e-63,5.0893055638783774e-62,4.6163260798403417e-35
5.531440030845545e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317661996,0.11866996600765822,0.022821567692518023,1.246788891575944e-65,5.2630395190636814e-39,2.9897950972549658e-25,1.3060124815955403e-48,7.3075990133325006e-40,9.3608912844092322e-85,5.6246809340002041e-18,2.7432111881787996e-81,5.6246809150772368e-18,9.702748472214558e-56,7.5154329134110311e-50,1.0880246553044315e-69,6.574094094751096e-71,6.7918780105795323e-38,2.4819185420973668e-64,2.2306681861044497e-11,1.0725250895215229e-12,4.1337028993961763e-16,4.1346939645421479e-16,1.7442341350221338e-20,2.1330791417932322e-20,5.8038516661938003e-23,2.1006533560191598e-24,5.5902280667130857e-40,8.6572952725846939e-35,3.6403667823359086e-60,4.211980528578869e-61,9.6304938798628502e-60,3.401275489605669e-34
1.106288064782363e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315323994,0.11866996598535112,0.022821567691981761,2.2865499956135089e-63,7.2995744601734339e-38,1.5538188091476126e-24,1.0977975831399692e-46,5.845055321004459e-39,3.1600490774431761e-82,1.1249362494904876e-17,1.7553600588511458e-79,1.124936241921738e-17,1.5521766460142677e-54,1.0316114677634317e-48,1.8304110230892013e-67,1.1059335531890814e-68,4.6877473105064083e-37,7.940814707455598e-63,4.4613365970917977e-11,2.1450502924572468e-12,8.2666297867190776e-16,8.2708538672594684e-16,4.4125708440158646e-20,1.1057908291728189e-19,6.0740239332675569e-22,7.1724819584992173e-24,2.3463553348072161e-38,9.105169607239135e-34,3.3350306909686514e-58,7.0780015852576436e-59,1.6200851300531208e-57,2.3475196796764042e-33
2.2125761881779797e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756310647984,0.11866996594073692,0.022821567690909237,3.6203592718456138e-61,9.2132606176306949e-37,7.2739908862111077e-24,8.2987295095905638e-45,4.6744057638673758e-38,9.6223948616457835e-80,2.2498725709356308e-17,1.1230525236182888e-77,2.2498725406649625e-17,2.4826404924056629e-53,1.2801842970128822e-47,2.76944192313178e-65,1.6731666167859372e-66,2.935720043107623e-36,2.5402127258979651e-61,8.9226733846047949e-11,4.290100697628863e-12,1.6530154960951628e-15,1.6547840405604576e-15,1.0058262814215401e-19,5.1484911563117092e-19,5.7170486355616117e-21,2.2070416271271938e-23,8.8566066431633961e-37,8.6248797151967228e-33,2.6379329278727739e-56,1.0692879703212634e-56,2.4509830350668956e-55,1.47009640135482e-32
4.425152434969213e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675630129597,0.1186699658515085,0.022821567688764186,5.1764606523802837e-59,1.0344243476689348e-35,3.1703499686816835e-23,5.793952405594571e-43,3.7369046140540672e-37,2.7216052278275034e-77,4.4997452508603693e-17,7.1827013407523129e-76,4.4997451298131751e-17,3.9695315019218132e-52,1.4033267510534001e-46,3.8698308901484104e-63,2.337609931256617e-64,1.6305462787800925e-35,8.1232567302356187e-60,1.7845346821783985e-10,8.5802015051838514e-12,3.3047896154599082e-15,3.3120758311179184e-15,2.1479141758159961e-19,2.2192615729703819e-18,4.9742530767409913e-20,5.9805871725775189e-23,3.0882941767296127e-35,7.5870572497843182e-32,1.8845971967375617e-54,1.4917168990120525e-54,3.4241894181317032e-53,8.1646245380181482e-32
6.637728681760446e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756291943957,0.11866996576228009,0.022821567686619134,3.4757659768996754e-58,3.2795891738815289e-35,6.9131755651582307e-23,3.2900757189392896e-42,1.1089516034777586e-36,2.079034367124423e-76,6.749617967796363e-17,4.0772013078267808e-75,6.7496177106231535e-17,1.501264314564098e-51,4.5933052243474982e-46,2.5688469314155121e-62,1.5516636423085704e-63,3.8852086260887903e-35,3.7884457440562779e-59,2.6768020121116376e-10,1.2870302309955067e-11,4.9556333437352609e-15,4.9712796962477711e-15,3.2908451212147827e-19,4.8028022842806051e-18,1.4500459650340803e-19,1.0085608508650258e-22,1.4658430899945124e-34,2.225046224155223e-31,1.0845497469185175e-53,9.9766184037884928e-54,2.2728919966408924e-52,1.9453558798381621e-31
8.85030492855168e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756282591943,0.1186699656730517,0.022821567684474083,1.5857504524461703e-57,7.3756921306745522e-35,1.195532896426293e-22,1.2119874447707291e-41,2.415326173127118e-36,9.6104009182311121e-76,8.9994907217220803e-17,1.5676262006779409e-74,8.9994902830968874e-17,3.9064834755940812e-51,1.0671729821854904e-45,1.060701973785576e-61,6.4065107641404014e-63,7.088497331002686e-35,1.1532694219214978e-58,3.5690693282601974e-10,1.7160403111944681e-11,6.6055472050096698e-15,6.6324118113056576e-15,4.4332949081211867e-19,8.2479956866818357e-18,3.085871382400244e-19,1.432902048927279e-22,4.7748525013512155e-34,4.760868150743103e-31,4.5395764232757879e-53,4.5449086409738782e-53,9.3842348009088679e-52,3.5491282708716243e-31
1.3275457422134147e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756263887916,0.11866996549459488,0.022821567680183983,1.8606159617189863e-56,2.1637506786209645e-34,2.508685794789648e-22,7.9760943286445641e-41,7.0048213661255225e-36,9.0858118510657223e-75,1.3499236316318059e-16,1.1923043777403821e-73,1.3499235408484332e-16,1.4326353149522871e-50,3.3278018002285474e-45,8.1875671649660124e-61,4.9437752065975403e-62,1.5755370716319876e-34,5.2513539662889922e-58,5.3536039282055187e-10,2.5740604709397641e-11,9.903194211232401e-15,9.9592499804118141e-15,6.7167221739054536e-19,1.7107378384938385e-17,8.4775612151357402e-19,2.2928908390581744e-22,2.6536166740478937e-33,1.3196840927033291e-30,4.8511930383684782e-52,5.3309689181137787e-52,7.2415181950630752e-51,7.8880016013872356e-31
1.7700609915716614e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756245183889,0.11866996531613806,0.022821567675893883,8.4212835062735277e-56,4.7335974012656777e-34,4.2990488956706555e-22,2.9425324216537615e-40,1.530744041968098e-35,4.2637509112595299e-74,1.7998982046752939e-16,4.5004436761041204e-73,1.7998980503224915e-16,3.712820782705284e-50,7.5774382714482396e-45,3.3848005909630884e-60,2.0434391392594041e-61,2.7978921390574582e-34,1.5766203600312695e-57,7.1381384774596574e-10,3.4320806296625673e-11,1.319742611425929e-14,1.3293307388067094e-14,8.9977813262060175e-19,2.8994065607275737e-17,1.7751740612848022e-18,3.1611864441687134e-22,8.5381491355793367e-33,2.7852884738643123e-30,1.8336447809398654e-51,2.406475940830963e-51,2.9931459831295802e-50,1.4006880836947972e-30
2.212576240929908e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756226479862,0.11866996513768127,0.022821567671603784,3.007195056463879e-55,8.9030395695037944e-34,6.6002201541898348e-22,8.6767911942148511e-40,2.8697112809403372e-35,1.5951867540373239e-73,2.2498727922580351e-16,1.3759983962269063e-72,2.2498725565136441e-16,8.1133292716615453e-50,1.459081319191594e-44,1.1129712500913622e-59,6.7179580943350579e-61,4.4025694627014003e-34,3.9321073018712441e-57,8.9226729724018171e-10,4.2901007872899145e-11,1.6488002474655228e-14,1.6635199405302327e-14,1.1276321202252148e-18,4.4014090045600163e-17,3.2252780666770783e-18,4.0305868122705844e-22,2.2313289077512391e-32,5.1011987040184651e-30,6.0681138474516094e-51,8.5889050762586953e-51,9.8400741859958444e-50,2.2038789771061822e-30
3.0976067396464014e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756189071796,0.11866996478076768,0.022821567663023581,4.2904676525848456e-54,2.4679677112455357e-33,1.2763770861994194e-21,7.2117743368893739e-39,7.8370370012210909e-35,3.7811841205271776e-72,3.1498220118536896e-16,1.2152323043705437e-71,3.1498215588458696e-16,3.1151540112425004e-49,4.1230841794226763e-44,1.4231534834357599e-58,8.5827521893982793e-60,8.7836299776845691e-34,2.1535790541980391e-56,1.249174179593865e-09,6.0061410991894603e-11,2.3057982600288567e-14,2.3343609676053845e-14,1.5825650998317513e-18,8.2949735301790259e-17,8.4039603959537172e-18,5.7682815247520492e-22,1.2332410838279457e-31,1.3581164450752238e-29,5.3561364355074318e-50,1.2192724014797446e-49,1.2570590295579153e-48,4.3962924132978047e-30
