Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2OX(23),H2X(46),CHOX(50),CO2X(24)
9.197698890015678e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19003917812889567,0.098256087668884509,0.099492589602750661,1.8129277045632875e-17,3.0600464805935185e-08,2.9755789533720649e-06,1.0501225626180135e-15,6.7953807688871306e-22,7.2603736785165384e-30,3.5646954632734888e-18,4.2610968436441724e-56,2.2952845390571058e-15,1.8295852553553935e-38,1.5888480332279371e-21,7.0861134349039611e-31,1.9252315624871674e-35,1.8856007083652925e-19,7.2844406486372712e-44,0.001711848074035777,0.00099068658310683556,5.3018861550253977e-10,0.00012182649953187017,1.1687847085000914e-15,1.5109347560996411e-07,7.9350610555192637e-06,2.8228880753411027e-08,2.3977572274311602e-05,9.7809687358260688e-08,2.08187827409465e-08,8.336292681490147e-14,4.0426340753669549e-19
9.225837663040391e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1900321801160591,0.098252348336202874,0.099491062633342495,1.8349867504159976e-17,3.1122294065582135e-08,3.0014958068241319e-06,1.059813422334874e-15,6.8155852391643468e-22,7.3669420258097194e-30,3.5768484236044477e-18,4.3399571314385357e-56,2.3086738164785113e-15,1.8515338496390554e-38,1.6029046382775699e-21,7.1711323984470617e-31,1.9482463403249345e-35,1.9023520705054557e-19,7.3947599443708606e-44,0.0017154913721464738,0.00099361546879911107,5.3015088031128261e-10,0.00012215456609675671,1.1704834577463106e-15,1.5099284071614675e-07,7.9081867357127399e-06,2.8389575589919711e-08,2.4100581836999438e-05,9.9170723972254178e-08,2.1024949107475208e-08,8.4019339104661764e-14,4.0755366835499235e-19
9.253976436065105e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19002519034358575,0.098248616659740981,0.099489535799759193,1.8572249012893327e-17,3.1651281965701241e-08,3.0275510931798035e-06,1.0695519229369797e-15,6.8357868357150826e-22,7.4746361152592894e-30,3.5890131906491554e-18,4.4200337136561174e-56,2.3220970476604335e-15,1.873675780957493e-38,1.617040120620392e-21,7.2568173839061973e-31,1.9714402425026809e-35,1.9191981061289446e-19,7.5064005932868785e-44,0.0017191270244007568,0.00099654411620269398,5.3011321073773475e-10,0.00012248227090625593,1.17216400058046e-15,1.5088989171837041e-07,7.8813594855844018e-06,2.8550638710640912e-08,2.4223536280725131e-05,1.0054599160479688e-07,2.1232416774799974e-08,8.4677656884594797e-14,4.1085538441419689e-19
9.282115209089819e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19001820879442785,0.098244892623667798,0.099488009101858774,1.879642778420066e-17,3.218750201115687e-08,3.0537450210480418e-06,1.0793380194867934e-15,6.8559855637390573e-22,7.5834625570337708e-30,3.6011897982522378e-18,4.501341653627385e-56,2.3355541814891397e-15,1.8960121245159804e-38,1.6312546532702562e-21,7.3431702950795559e-31,1.9948137685015244e-35,1.9361390268396692e-19,7.6193742159163917e-44,0.0017227550466131242,0.00099947252717499523,5.3007560664297349e-10,0.00012280961322144455,1.1738264743461521e-15,1.5078467218222914e-07,7.854581020392534e-06,2.8712069216630749e-08,2.4346433863199718e-05,1.0193558641529826e-07,2.1441188667746311e-08,8.5337868310971895e-14,4.1416851797829829e-19
9.310253982114532e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19001123545160345,0.098241176212185088,0.099486482539499627,1.9022410009985848e-17,3.2731028187926389e-08,3.0800777974526584e-06,1.0891716663392854e-15,6.8761814284243585e-22,7.6934279574747356e-30,3.613378280201102e-18,4.5838961564489214e-56,2.3490451667811401e-15,1.9185439577689385e-38,1.6455484087812952e-21,7.4301930237056931e-31,2.0183674145024008e-35,1.9531750436858967e-19,7.7336924973040332e-44,0.0017263754545653104,0.0010024007035384093,5.3003806788844328e-10,0.00012313659230535015,1.1754710176453716e-15,1.5067722538540964e-07,7.8278530219205349e-06,2.8873866206884037e-08,2.4469272875861134e-05,1.0333960478067872e-07,2.1651267695480355e-08,8.5999961585944727e-14,4.1749303153420522e-19
9.338392755139246e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19000427029819586,0.098237467409527351,0.099484956112540379,1.9250201861811311e-17,3.3281934964020352e-08,3.1065496278313094e-06,1.0990528171564644e-15,6.8963744349474683e-22,7.8045389189334871e-30,3.6255786702258757e-18,4.6677125699113512e-56,2.3625699522834317e-15,1.9412723604130353e-38,1.659921559247085e-21,7.5178874495127021e-31,2.0421016733999544e-35,1.9703063671590675e-19,7.8493671871425897e-44,0.001729988264006355,0.0010053286470805376,5.3000059433595367e-10,0.00012346320742296087,1.1770977702811586e-15,1.5056759431238923e-07,7.8011771387035776e-06,2.9036028778335424e-08,2.4592051643652927e-05,1.0475814329324603e-07,2.1862656751485035e-08,8.6663924958585661e-14,4.2082888779620468e-19
9.36653152816396e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18999731331735339,0.098233766199961714,0.099483429820840019,1.9479809491022875e-17,3.3840297290390909e-08,3.1331607160345205e-06,1.1089814249218034e-15,6.9165645884732983e-22,7.916802039610223e-30,3.6377910019993801e-18,4.7528063854308615e-56,2.3761284866737365e-15,1.9641984143802784e-38,1.674374276299811e-21,7.6062554402684331e-31,2.0660170348166998e-35,1.9875332071926168e-19,7.9664100999072084e-44,0.0017335934906526722,0.0010082563595544187,5.2996318584768024e-10,0.00012378945784123613,1.1787068732007932e-15,1.5045582164930194e-07,7.7745549862591201e-06,2.9198556025861097e-08,2.4714768524799054e-05,1.0619129875856035e-07,2.207535871353661e-08,8.7329746725898332e-14,4.2417604971029175e-19
9.394670301188673e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18999036449228926,0.098230072567787971,0.099481903664257743,1.971123902887688e-17,3.4406190601828236e-08,3.1599112643247306e-06,1.1189574419545676e-15,6.9367518941552223e-22,8.030223913395708e-30,3.6500153091370692e-18,4.8391932389843207e-56,2.389720718560752e-15,1.9873232038311071e-38,1.6889067311094312e-21,7.6952988518317203e-31,2.0901139851174486e-35,2.0048557731607911e-19,8.0848331149891683e-44,0.0017371911501881203,0.0010111838426787587,5.2992584228616149e-10,0.00012411534282911601,1.1802984684395282e-15,1.5034194977896936e-07,7.7479881473210912e-06,2.9361447042280243e-08,2.4837421910574677e-05,1.0763916819328817e-07,2.2289376443681459e-08,8.7997415233796267e-14,4.2753448045836457e-19
9.422809074213387e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.189983423806281,0.09822638649733835,0.099480377642653092,1.9944496586669537e-17,3.4979690817844966e-08,3.1868014733753676e-06,1.1289808199240346e-15,6.9569363571351027e-22,8.1448111297153543e-30,3.6622516251970019e-18,4.9268889120479927e-56,2.4033465964843882e-15,2.0106478151474801e-38,1.7035190943828465e-21,7.785019528204568e-31,2.1143930074239922e-35,2.0222742738774732e-19,8.2046481768292368e-44,0.0017407812582640706,0.0010141110981381702,5.2988856351429856e-10,0.00012444086165753086,1.1818726990647452e-15,1.5022602077609566e-07,7.7214781720776438e-06,2.9524700918357276e-08,2.4960010225073431e-05,1.0910184882304493e-07,2.2504712788213219e-08,8.866691887805231e-14,4.3090414346229437e-19
9.4509478472381e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18997649124267033,0.098222707972977635,0.099478851755885889,2.0179588255868554e-17,3.5560874343548526e-08,3.2138315422699455e-06,1.1390515098636114e-15,6.9771179825433357e-22,8.260570273375798e-30,3.6744999836797929e-18,5.0159093325398674e-56,2.4170060689160196e-15,2.0341733369259544e-38,1.7182115363630601e-21,7.8754193015853042e-31,2.1388545816300308e-35,2.0397889175950015e-19,8.325867295050621e-44,0.0017443638304994737,0.0010170381275834096,5.2985134939535382e-10,0.0001247660135994114,1.1834297091207645e-15,1.5010807640262808e-07,7.6950265784124056e-06,2.9688316742804017e-08,2.5082531924970807e-05,1.1057943808022682e-07,2.2721370577650173e-08,8.933824610521736e-14,4.342850023878594e-19
9.479086620262814e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18996956678486265,0.098219036979102906,0.099477326003816216,2.0416520108246703e-17,3.6149818070501495e-08,3.2410016685011869e-06,1.1491694621848418e-15,6.9972967754988738e-22,8.3775079244138259e-30,3.6867604180285654e-18,5.1062705757655823e-56,2.4306990842587271e-15,2.0579008599707696e-38,1.7329842268283547e-21,7.9664999924226314e-31,2.1634991844163415e-35,2.0573999120029954e-19,8.4485025445914971e-44,0.0017479388824809322,0.0010199649326316231,5.2981419979294919e-10,0.00012509079792969732,1.184969643574101e-15,1.4998815810327692e-07,7.668634852149024e-06,2.9852293602282134e-08,2.5204985499284319e-05,1.1207203360183144e-07,2.2939352626713008e-08,9.0011385413508943e-14,4.37677021148558e-19
9.507225393287528e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18996265041632701,0.098215373500143574,0.099475800386304519,2.0655298196017602e-17,3.6746599377569713e-08,3.2683120479701673e-06,1.1593346266913075e-15,7.0174727411092598e-22,8.4956306579477444e-30,3.6990329616289175e-18,5.1979888653679878e-56,2.4444255908475527e-15,2.0818314772869192e-38,1.7478373350914493e-21,8.0582634094705646e-31,2.1883272892661767e-35,2.0751074642271838e-19,8.5725660658371279e-44,0.0017515064297627633,0.0010228915148665922,5.2977711457106557e-10,0.00012541521392534679,1.1864926482592891e-15,1.4986630700119887e-07,7.6423044472989317e-06,3.0016630581405954e-08,2.5327369469130024e-05,1.1357973322726771e-07,2.3158661734302808e-08,9.0686325353670251e-14,4.410801639092857e-19
9.535364166312242e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18995574212059549,0.09821171752056132,0.099474274903211438,2.0895928551973345e-17,3.7351296131758168e-08,3.2957628749854911e-06,1.1695469525924178e-15,7.0376458844706566e-22,8.6149450440311102e-30,3.7113176478088751e-18,5.2910805742803239e-56,2.458185536949739e-15,2.1059662840732238e-38,1.7627710299986787e-21,8.1507113498442303e-31,2.2133393664808868e-35,2.0929117808282275e-19,8.698070064751577e-44,0.0017550664878670718,0.0010258178758389843,5.2974009359404109e-10,0.00012573926086534575,1.1879988698253586e-15,1.4974256389383858e-07,7.6160367863122314e-06,3.0181326762745455e-08,2.5449682387476023e-05,1.1510263499615498e-07,2.3379300683479415e-08,9.1363054529800051e-14,4.4449439508989349e-19
9.563502939336955e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18994884188126307,0.098208069024850062,0.099472749554397985,2.1138417189624016e-17,3.7963986689034777e-08,3.3233543422624858e-06,1.1798063885170896e-15,7.0578162106678842e-22,8.7354576475087923e-30,3.7236145098388417e-18,5.3855622256830131e-56,2.4719788707649886e-15,2.1303063777153976e-38,1.7777854799291573e-21,8.2438455990764624e-31,2.2385358831957552e-35,2.1108130678005526e-19,8.8250268130089739e-44,0.0017586190722838162,0.0010287440170666049,5.2970313672657011e-10,0.00012606293803071614,1.1894884556827453e-15,1.496169692489288e-07,7.5898332603315123e-06,3.0346381226829393e-08,2.5571922838892681e-05,1.1664083714611139e-07,2.3601272241440013e-08,9.2041561600152485e-14,4.4791967936861521e-19
9.591641712361669e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18994194968198719,0.098204427997535718,0.099471224339725411,2.1382770103339151e-17,3.8584749895141686e-08,3.3510866409224229e-06,1.1901128825273125e-15,7.0779837247744475e-22,8.857175027875394e-30,3.7359235809315733e-18,5.4814504939641006e-56,2.4858055404257061e-15,2.1548528577791114e-38,1.7928808527939527e-21,8.3376679311752206e-31,2.2639173033960392e-35,2.128811530571181e-19,8.9534486481244017e-44,0.0017621641984708768,0.0010316699400346558,5.2966624383370213e-10,0.00012638624470452515,1.1909615539509271e-15,1.4948956320064808e-07,7.5636952294485857e-06,3.0511793052148913e-08,2.569408943929984e-05,1.1819443811053168e-07,2.3824579159498105e-08,9.2721835277908376e-14,4.5135598168537263e-19
9.619780485386383e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18993506550648745,0.098200794423176349,0.099469699259055272,2.1628993268490858e-17,3.9213665086394315e-08,3.3789599604917693e-06,1.2004663821316018e-15,7.0981484318525708e-22,8.980103739135946e-30,3.7482448942421218e-18,5.5787622056833223e-56,2.4996654939972583e-15,2.1796068260030556e-38,1.808057316035259e-21,8.4321801086817639e-31,2.2894840879332104e-35,2.1469073739985642e-19,9.0833479735843439e-44,0.0017657018818541222,0.0010345956461959935,5.2962941478083978e-10,0.00012670918017189327,1.1924183134065691e-15,1.4936038554593322e-07,7.5376240229639232e-06,3.0677561315161141e-08,2.5816180835711197e-05,1.1976353651635451e-07,2.4049224173062676e-08,9.3403864331917666e-14,4.5480326724495577e-19
9.647919258411096e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18992818933854524,0.098197168286361908,0.099468174312249358,2.1877092641598647e-17,3.9850812090467933e-08,3.4069744889014501e-06,1.2108668342983375e-15,7.1183103369532273e-22,9.1042503296689181e-30,3.7605784828678011e-18,5.6775143405398233e-56,2.5135586794782174e-15,2.2045693862919943e-38,1.8233150366255708e-21,8.5273838827295431e-31,2.3152366945413864e-35,2.1651008023714195e-19,9.2147372589767379e-44,0.0017692321378274787,0.0010375211369713908,5.2959264943373805e-10,0.00012703174372000314,1.1938588834323119e-15,1.4922947574094691e-07,7.5116209396487341e-06,3.0843685090293173e-08,2.5938195705975857e-05,1.2134823118181933e-07,2.4275210001617762e-08,9.4087637587413278e-14,4.5826150152008308e-19
9.67605803143581e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1899213211620035,0.098193549571714348,0.099466649499169821,2.2127074160475944e-17,4.0496271227171931e-08,3.4351304124861509e-06,1.2213141854689862e-15,7.1384694451161665e-22,9.2296213420914536e-30,3.7729243798481392e-18,5.7777240323435195e-56,2.5274850448006226e-15,2.2297416447098201e-38,1.8386541810668595e-21,8.6232809931038022e-31,2.3411755778539425e-35,2.1833920194075687e-19,9.3476290401205679e-44,0.0017727549817529963,0.0010404464137498018,5.2955594765850359e-10,0.00012735393463810714,1.1952834139661827e-15,1.490968728976966e-07,7.4856872480095779e-06,3.1010163449946191e-08,2.6060132758517197e-05,1.2294862111421315e-07,2.4502539348702262e-08,9.4773143926696418e-14,4.617306502543358e-19
9.704196804460524e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18991446096076633,0.098189938263887375,0.099465124819679035,2.2378943744378083e-17,4.1150123309211307e-08,3.4634279159836338e-06,1.2318083815712055e-15,7.1586257613699595e-22,9.356223313126868e-30,3.7852826181648427e-18,5.8794085699901046e-56,2.5414445378302291e-15,2.2551247094726009e-38,1.8540749153897505e-21,8.7198731683018825e-31,2.3673011894202977e-35,2.2017812282527793e-19,9.4820359191951035e-44,0.0017762704289609171,0.0010433714778886301,5.2951930932159203e-10,0.00012767575221753604,1.1966920554515954e-15,1.4896261578080589e-07,7.4598241865553525e-06,3.1176995464499928e-08,2.6181990732069201e-05,1.245648055076065e-07,2.4731214901890011e-08,9.546037228979444e-14,4.6521067946497686e-19
9.732335577485237e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18990760871879861,0.098186334347566573,0.099463600273639666,2.2632707294151896e-17,4.1812449642935983e-08,3.4918671825340875e-06,1.2423493680318308e-15,7.1787792907320085e-22,9.4840627734743355e-30,3.7976532307417501e-18,5.9825853984397308e-56,2.5554371063667683e-15,2.2807196909416281e-38,1.869577405152703e-21,8.817162125594122e-31,2.3936139777228723e-35,2.2202686314796091e-19,9.6179705648686732e-44,0.00177977849474974,0.0010462963307139963,5.2948273428980888e-10,0.00012799719575170651,1.1980849587880553e-15,1.48826742804435e-07,7.4340329640666132e-06,3.1344180202317198e-08,2.6303768395410368e-05,1.2619688374057989e-07,2.4961239332770252e-08,9.6149311675090392e-14,4.6870155544564743e-19
9.760474350509951e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1899007644201256,0.098182737807469112,0.099462075860914712,2.2888370692386645e-17,4.248333202907707e-08,3.520448393679488e-06,1.2529370897897454e-15,7.1989300382085998e-22,9.6131462476807792e-30,3.8100362504447968e-18,6.0872721196993288e-56,2.5694626981441985e-15,2.3065277016164574e-38,1.8851618154411904e-21,8.9151495710854315e-31,2.4201143881941991e-35,2.2388544310862544e-19,9.7554457124270456e-44,0.0017832791943862912,0.0010492209735210127,5.2944622243030491e-10,0.00012831826453612891,1.19946227528241e-15,1.4868929202934923e-07,7.4083147598670379e-06,3.1511716729748815e-08,2.6425464547095197e-05,1.2784495537394007e-07,2.5192615296928305e-08,9.6839951139925165e-14,4.7220324476894579e-19
9.788613123534665e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18989392804883276,0.098179148628343912,0.099460551581367365,2.314593980356637e-17,4.3162852763470963e-08,3.5491717293630007e-06,1.2635714913086266e-15,7.2190780087949188e-22,9.7434802540148846e-30,3.8224317100819704e-18,6.1934864938086249e-56,2.5835212608309624e-15,2.3325498561279511e-38,1.9008283108668872e-21,9.0138371997774126e-31,2.4468028632341906e-35,2.257538828495398e-19,9.8944741639013653e-44,0.0017867725431057885,0.0010521454075740563,5.2940977361057849e-10,0.00012863895786841491,1.2008241566008505e-15,1.485503011601343e-07,7.3826707240969994e-06,3.1679604111138633e-08,2.6547078015183586e-05,1.295091201484261e-07,2.5425345433926563e-08,9.7532279801172956e-14,4.7571571428889132e-19
9.816751896559378e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18988709958906538,0.098175566794971414,0.099459027434861111,2.3405420474223551e-17,4.3851094637770331e-08,3.5780373679283934e-06,1.2742525165895755e-15,7.2392232074750897e-22,9.8750713043433135e-30,3.8348396424032653e-18,6.301246439829801e-56,2.5976127420302498e-15,2.3587872712313097e-38,1.9165770555668509e-21,9.113226695631064e-31,2.4736798422275485e-35,2.2763220245530634e-19,1.0035068788195731e-43,0.0017902585561119077,0.0010550696341070445,5.2937338769847252e-10,0.00012895927504828493,1.2021707547215002e-15,1.4840980754255624e-07,7.3571019779890796e-06,3.1847841408828751e-08,2.6668607656968017e-05,1.3118947798240589e-07,2.5659432367285788e-08,9.8226286835789144e-14,4.7923893114326935e-19
9.844890669584092e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18988027902502796,0.098171992292163571,0.09945750342125978,2.366681853309398e-17,4.4548140940142615e-08,3.6070454861194837e-06,1.2849801091836215e-15,7.2593656392222022e-22,1.0007925904008949e-29,3.8472600801006511e-18,6.4105700368408456e-56,2.6117370892802503e-15,2.3852410657991062e-38,1.9324082132027103e-21,9.2133197316300413e-31,2.5007457615613105e-35,2.2952042195274708e-19,1.0177242521214262e-43,0.00179373724857685,0.0010579936543237162,5.2933706456217176e-10,0.00012927921537757541,1.2035022218876922e-15,1.4826784816106511e-07,7.331609614145465e-06,3.2016427683165213e-08,2.6790052358698749e-05,1.3288612896956267e-07,2.5894878704466693e-08,9.8921961481332055e-14,4.8277286275586629e-19
9.901168215633518e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18986666152125675,0.098164865217646891,0.09945445579222835,2.4195390042374993e-17,4.5968982468417002e-08,3.6654898603511345e-06,1.3065747683386228e-15,7.299642221754618e-22,1.0277451739394161e-29,3.8721386021011854e-18,6.6339813062190778e-56,2.6400841717617194e-15,2.4388022793633294e-38,1.9643184195466514e-21,9.4156230614959371e-31,2.5554461519163997e-35,2.3332664044035538e-19,1.0466379392799317e-43,0.0018006727324150356,0.001063841080473847,5.2926460609144127e-10,0.00012991796270238595,1.2061203733813577e-15,1.4797967822367787e-07,7.2808582621891251e-06,3.2354643393214356e-08,2.7032682630122477e-05,1.3632871164074539e-07,2.6369859939728526e-08,1.0031827086137086e-13,4.8987274139336594e-19
9.951818007078001e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18985443261400423,0.098158475769389422,0.099451713379273915,2.4677719983462192e-17,4.7278696724563529e-08,3.7185788177970737e-06,1.3261686467129979e-15,7.3358817327879368e-22,1.0524411453819699e-29,3.8945723670641905e-18,6.8405838159217574e-56,2.6657084202699876e-15,2.4877586569745235e-38,1.9933210895877649e-21,9.6001187265539655e-31,2.6053269962873492e-35,2.3678629443076893e-19,1.0732134278309339e-43,0.0018068897831840203,0.0010691030698750908,5.2919960684566586e-10,0.0001304915395053291,1.208426492982167e-15,1.477156759173049e-07,7.2354536574747081e-06,3.2660221565114585e-08,2.7250748789352891e-05,1.3948376627562839e-07,2.6802018041126139e-08,1.0158054582174764e-13,4.962989557639527e-19
9.999999999999999e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18984282305181538,0.098152419459622428,0.099449104982005349,2.5142398046086533e-17,4.8552289170892503e-08,3.769512046013541e-06,1.3449470597927304e-15,7.3703473047556365e-22,1.0763231205397275e-29,3.9159511675770032e-18,7.0420882241754792e-56,2.6901822588615466e-15,2.5349965477799357e-38,2.0211608169317411e-21,9.7777643794902231e-31,2.6533517974485211e-35,2.4010743883949618e-19,1.0989877709672633e-43,0.0018127821250623879,0.0010741080761639905,5.2913796143713068e-10,0.00013103602691715455,1.2105769432634438e-15,1.4746064412493165e-07,7.1925054781523634e-06,3.2951946947668143e-08,2.7457919949514341e-05,1.4253553532329753e-07,2.7217244730463121e-08,1.0278618202260228e-13,5.0244383181243692e-19
1.0002467798522484e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18984222904594558,0.0981521098373902,0.099448971394825517,2.5166352114071032e-17,4.8618255389857301e-08,3.772132084769519e-06,1.3459125060127068e-15,7.3721123557985528e-22,1.0775565928587757e-29,3.9170471552147134e-18,7.0525411400926167e-56,2.691438335953202e-15,2.5374336007951024e-38,2.0225933009918046e-21,9.7869193849877969e-31,2.655826658924232e-35,2.4027833287444839e-19,1.1003209730896108e-43,0.0018130833499260949,0.0010743644081824251,5.2913480895908443e-10,0.00013106388455200578,1.2106859633028008e-15,1.4744748296944283e-07,7.1903122445632536e-06,3.2966915717236837e-08,2.7468523715864951e-05,1.4269317515001779e-07,2.7238620426215932e-08,1.0284805928357482e-13,5.0275939261005719e-19
1.0053117589966968e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18983005072706396,0.098145767334203174,0.09944622983809856,2.5661319804706464e-17,4.9988162241426548e-08,3.8261506341220636e-06,1.3658060023567809e-15,7.4083341193945642e-22,1.1030952851673841e-29,3.9395631551087838e-18,7.2699646341057896e-56,2.717273610538186e-15,2.5878337117311715e-38,2.0521359909365725e-21,9.9760344052216971e-31,2.7069475788021917e-35,2.4380287046364e-19,1.1279683631969162e-43,0.0018192535199961684,0.001079625101362128,5.2907021167520713e-10,0.00013163499384814234,1.2128996759090424e-15,1.4717530173107742e-07,7.1454393974320985e-06,3.3274720298139962e-08,2.7686001924477791e-05,1.4595752804101868e-07,2.7679681718682013e-08,1.041207507307931e-13,5.0925387254164484e-19
1.0103767381411451e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18981789756793782,0.098139448172707824,0.099443488708311295,2.6162656251773235e-17,5.1388926319849098e-08,3.8806354218765997e-06,1.3858487880942628e-15,7.4445470520706527e-22,1.1290609833562167e-29,3.962120554690084e-18,7.4929674136540449e-56,2.7432139350903024e-15,2.6389656123591701e-38,2.0819500915451366e-21,1.0167473045645652e-30,2.7586921648677031e-35,2.4736002127504312e-19,1.1561634576274107e-43,0.0018254003804239912,0.0010848851550864568,5.2900581424104058e-10,0.00013220486342220854,1.2150685216586669e-15,1.4689933060874157e-07,7.1008402121706886e-06,3.3583629735937332e-08,2.7903178211494692e-05,1.4927741637828658e-07,2.8125216372248046e-08,1.0539856031627266e-13,5.15782219310936e-19
1.0154417172855934e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18980576947973402,0.098133152266107831,0.099440748004684831,2.6670394480661833e-17,5.2821061940154191e-08,3.9355873872168812e-06,1.4060405120193794e-15,7.4807511822086358e-22,1.1554574405279506e-29,3.9847195412892115e-18,7.721664374145644e-56,2.7692590000184579e-15,2.6908359467936816e-38,2.112036529870953e-21,1.0361244455878477e-30,2.8110627963873023e-35,2.5094989876771614e-19,1.184914187422377e-43,0.0018315240179153874,0.0010901445747391633,5.2894161590706475e-10,0.00013277348932553101,1.2171933899371171e-15,1.4661976404014408e-07,7.0565195124499021e-06,3.3893638438434249e-08,2.8120047649259929e-05,1.5265343319875159e-07,2.8575238670378081e-08,1.0668142886742298e-13,5.2234425983627742e-19
1.0205066964300418e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18979366637420114,0.098126879527930005,0.099438007726443012,2.7184567348856567e-17,5.4285088702369177e-08,3.9910074524828976e-06,1.4263808195823206e-15,7.5169465380780231e-22,1.1822884016492014e-29,4.0073603016229449e-18,7.9561722102298322e-56,2.7954084950801176e-15,2.7434513805551507e-38,2.1423962278831035e-21,1.0557357678040329e-30,2.8640618232985931e-35,2.5457261578099827e-19,1.214228555421488e-43,0.0018376245188534777,0.00109540336542104,5.2887761592722249e-10,0.00013334086763240184,1.219275167921746e-15,1.4633679247480589e-07,7.0124818550196809e-06,3.4204740793272425e-08,2.8336605580682352e-05,1.5608617310104259e-07,2.9029762725987177e-08,1.0796929789087171e-13,5.2893982422201425e-19
1.0255716755744901e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18978158816366261,0.098120629872022941,0.099435267872812469,2.7705207549061668e-17,5.5781531501618532e-08,4.046896523166079e-06,1.4468693530956984e-15,7.5531331478365716e-22,1.2095576033661796e-29,4.0300430217935289e-18,8.1966094354483786e-56,2.8216621093863516e-15,2.7968186004375088e-38,2.1730301024516525e-21,1.0755821648032775e-30,2.9176915665630913e-35,2.5822828453244735e-19,1.2441146364930552e-43,0.0018437019692999033,0.0011006615319554965,5.2881381355887973e-10,0.00013390699444018335,1.2213147398596749e-15,1.4605060235762726e-07,6.9687315352302113e-06,3.4516931168080525e-08,2.8552847613732397e-05,1.5957623219962536e-07,2.9488802481161595e-08,1.0926210957659512e-13,5.3556874577602205e-19
1.0306366547189384e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1897695347610098,0.098114403212555809,0.099432528443022555,2.8232347612343223e-17,5.7310920537763183e-08,4.1032554879052819e-06,1.4675057519365788e-15,7.5893110395308335e-22,1.23726877382632e-29,4.0527678872879382e-18,8.4430964020163975e-56,2.8480195314068894e-15,2.8509443143757022e-38,2.2039390653331227e-21,1.0956645196825598e-30,2.9719543185206038e-35,2.6191701661579459e-19,1.2745805777628299e-43,0.001849756454996041,0.0011059190788941557,5.2875020806279818e-10,0.00013447186586940915,1.2233129863740573e-15,1.4576137611679556e-07,6.9252725925712815e-06,3.4830203910629845e-08,2.8768769615916602e-05,1.6312420807865194e-07,2.9952371706888684e-08,1.1055980680123751e-13,5.4223086102366914e-19
1.0357016338633867e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18975750607969505,0.098108199464017207,0.099429789436305385,2.8766019911283093e-17,5.8873791324584228e-08,4.1600852184836208e-06,1.4882896527441407e-15,7.6254802410966869e-22,1.2654256325055785e-29,4.0755350829771851e-18,8.6957553207306814e-56,2.8744804489751995e-15,2.9058352513131287e-38,2.2351240231561002e-21,1.1159837051748519e-30,3.0268523432447407e-35,2.6563892299891633e-19,1.305634598841374e-43,0.0018557880613642135,0.0011111760105224687,5.2868679870313287e-10,0.00013503547806387905,1.2252707838070226e-15,1.4546929215678507e-07,6.8821088162225642e-06,3.5144553348996508e-08,2.8984367708736116e-05,1.6673069974553538e-07,3.0420484002796373e-08,1.1186233313047945e-13,5.4892600971767593e-19
