Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),CO2X(24),COX(50),CHOX(53)
7.976282486584831e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44271566559723646,0.10291408878501995,0.017974120238182546,0.00012420038986449167,0.001942819567618741,0.010547159913497292,0.0057496509474081756,5.7079127104286277e-05,2.2879521568039141e-12,0.0023107317471095326,5.0971627734216092e-11,0.00041529720860565653,2.5805085402092948e-09,1.0041679584679032e-05,4.3406468350507286e-10,2.8522728259447865e-11,3.9488475385830736e-05,2.9182202630568624e-06,0.0073903456594538071,0.0016880407697553767,0.00025979095844490561,1.0444481246131936e-06,1.0332785444009281e-08,3.2035622820605713e-09,1.867028517329914e-12,5.5176833919684539e-08,2.631088418346269e-05,1.5265896425480704e-05,8.7615109260964967e-08,0.00021064078208947167,4.6175084446479463e-06,7.7932430251288292e-09,1.7808676013866059e-08,2.0499415820268439e-10
7.988110131116057e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44271920743323467,0.10290291128006766,0.017967753786980883,0.00012453964324228849,0.0019471634652029482,0.010565642182627507,0.0057607862610349718,5.7110826248679292e-05,2.2993277098289691e-12,0.0023109716556304126,5.1034523119538194e-11,0.00041536208680954291,2.5822386118748299e-09,1.0058402190227441e-05,4.3497387725560991e-10,2.8590113179929386e-11,3.946212667252476e-05,2.926712118201784e-06,0.0073896010372710621,0.0016845988039567693,0.00025998154568389006,1.04307381864457e-06,1.0330198021699804e-08,3.2037220956387808e-09,1.8685294326071996e-12,5.5333120463581968e-08,2.6366435021526788e-05,1.5293823321219439e-05,8.7809896592061389e-08,0.00021101245801565452,4.630946720443504e-06,7.7922409638491767e-09,1.7843308994816035e-08,2.0551818590103056e-10
7.999937775647283e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44272274985368731,0.10289173569340923,0.017961389486579646,0.00012487880105357547,0.0019515039237562911,0.01058412797074984,0.0057719221159934714,5.7142340696381801e-05,2.3107412329486816e-12,0.0023112092421532318,5.1097163542938859e-11,0.00041542696379135487,2.5839605778781377e-09,1.0075065399996233e-05,4.3588337351710989e-10,2.8657505956506772e-11,3.9435561741125815e-05,2.9352089067615154e-06,0.0073888565601326877,0.0016811559042798491,0.00026017204881679346,1.0416954983261065e-06,1.0327600700027279e-08,3.2038787660426195e-09,1.8700347778357999e-12,5.54900068167763e-08,2.6422200516638835e-05,1.53217512450369e-05,8.8004530964652447e-08,0.00021138421037051502,4.6443928058374987e-06,7.7911786309461311e-09,1.7877944228093457e-08,2.0604270238053218e-10
8.01176542017851e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44272629281612713,0.10288056202575761,0.01795502733627662,0.0001252178605542695,0.0019558409168400391,0.010602617286621681,0.0057830585028946554,5.7173671071121154e-05,2.3221927886158737e-12,0.0023114445169657213,5.1159549410340119e-11,0.0004154918395234676,2.5856744648707681e-09,1.0091669088038171e-05,4.3679317156128558e-10,2.8724906446427506e-11,3.9408781527438406e-05,2.9437106003407569e-06,0.0073881122273458111,0.0016777121126290097,0.00026036246806331417,1.0403131915146436e-06,1.0324993535954447e-08,3.2040323090144005e-09,1.8715445887652626e-12,5.5647495713252177e-08,2.647818153732679e-05,1.5349680175941843e-05,8.8199011208790837e-08,0.00021175603931289789,4.6578466558858898e-06,7.7900561744569492e-09,1.7912581683074505e-08,2.0656770720515324e-10
8.023593064709736e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44272983627825346,0.10286939027781514,0.0179486673353711,0.00012555681900747474,0.0019601744181242807,0.010621110138979683,0.0057941954123932509,5.7204817995432752e-05,2.3336824392746304e-12,0.0023116774903088957,5.1221681130932073e-11,0.00041555671397823691,2.5873802994661181e-09,1.0108213129800298e-05,4.3770327066247855e-10,2.8792314507661634e-11,3.9381786967022711e-05,2.9522171706378786e-06,0.0073873680382199455,0.0016742674707375534,0.00026055280364146104,1.0389269260221397e-06,1.0322376586163646e-08,3.2041827402250823e-09,1.8730589012608667e-12,5.5805589900518725e-08,2.6534378956449209e-05,1.5377610093020502e-05,8.8393336159244514e-08,0.0002121279450011889,4.671308225792729e-06,7.7888737431406244e-09,1.7947221329263444e-08,2.07093199939108e-10
8.04724835377219e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44273692453319402,0.10284705254381471,0.017935953778957018,0.00012623442185996691,0.0019688308405189643,0.010658106487994678,0.0058164707620185071,5.726656397691638e-05,2.3567762752995067e-12,0.0023121365733192825,5.1345183784535607e-11,0.00041568645894506567,2.5907679177252674e-09,1.014112178322682e-05,4.3952436914630171e-10,2.8927152779542869e-11,3.9327158546941063e-05,2.9692448286463466e-06,0.0073858800882012554,0.0016673758023118762,0.00026093322465627945,1.0361426300160637e-06,1.0317113554763457e-08,3.204474329692385e-09,1.8761011749996611e-12,5.6123605205541773e-08,2.6647426503222511e-05,1.5433472802428511e-05,8.8781515541761765e-08,0.00021287198724669729,4.6982543467374648e-06,7.7863295547128775e-09,1.801650707391686e-08,2.0814564739308861e-10
8.070903642834644e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44274401428342341,0.10282472249681714,0.017923248811761008,0.00012691158786086026,0.0019774729824791914,0.010695117087257731,0.0058387480909704225,5.732758359703531e-05,2.3800232404013651e-12,0.0023125865721877179,5.1467674841028714e-11,0.00041581619847027478,2.5941236447842619e-09,1.0173790391624619e-05,4.4134666321508932e-10,2.9062019650234288e-11,3.9271683959940886e-05,2.9862916562405729e-06,0.0073843927046004501,0.0016604812294559118,0.00026131331357189848,1.0333428318973069e-06,1.0311812053732921e-08,3.2047536583987217e-09,1.8791618883399584e-12,5.644407498533549e-08,2.6761350227313141e-05,1.5489339207479939e-05,8.9169059884747498e-08,0.00021361633836464918,4.72523081325886e-06,7.783547270192416e-09,1.8085801220615472e-08,2.092000412609151e-10
8.094558931897098e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427511051965039,0.10280240014206445,0.017910552428229934,0.00012758829537700786,0.0019861006372878082,0.010732142005873588,0.0058610273260307245,5.738788179252032e-05,2.4034238338186307e-12,0.0023130275671860642,5.1589157687295845e-11,0.00041594593233195836,2.5974476921362057e-09,1.0206218008459597e-05,4.4317014715606483e-10,2.9196914009166036e-11,3.9215370680277336e-05,3.0033574303629086e-06,0.0073829058819793909,0.0016535840798997427,0.00026169307207255367,1.0305277525228404e-06,1.0306472526588867e-08,3.2050208491792185e-09,1.8822413324962013e-12,5.6767021714758156e-08,2.6876157269845094e-05,1.5545209143596983e-05,8.9555960036333252e-08,0.00021436099960480605,4.7522372723002297e-06,7.7805281054287173e-09,1.8155103529914396e-08,2.1025637806453802e-10
8.118214220959552e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44275819694263741,0.10278008548463212,0.01789786462283368,0.00012826452289330255,0.0019947135999729207,0.010769181312575935,0.0058833083946520795,5.7447463480441412e-05,2.4269785546501115e-12,0.0023134596378625704,5.1709635758511423e-11,0.0004160756603078593,2.6007402706268367e-09,1.0238403709217322e-05,4.449948152965025e-10,2.9331834757008086e-11,3.9158226176960963e-05,3.02044192943982e-06,0.0073814196149378205,0.0016466846786577949,0.00026207250181637239,1.027697612010183e-06,1.0301095412506827e-08,3.2052760237609586e-09,1.8853398006431572e-12,5.7092468092573895e-08,2.6991854843464515e-05,1.560108244738616e-05,8.9942206920297676e-08,0.00021510597220883535,4.7792733731536823e-06,7.7772732873821094e-09,1.8224413764334094e-08,2.1131465432916394e-10
8.141869510022006e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44276528919465763,0.10275777852942965,0.017885185390064944,0.00012894024901365136,0.0020033116673090186,0.01080623507571471,0.0059055912249486231,5.7506333558026531e-05,2.4506879018549739e-12,0.0023138828630496311,5.1829112536843243e-11,0.00041620538217535918,2.6040015904430375e-09,1.0270346591304425e-05,4.4682066200306811e-10,2.9466780805564385e-11,3.9100257913323451e-05,3.0375449333771583e-06,0.0073799338981132305,0.0016397833480362746,0.00026245160443567607,1.0248526297305163e-06,1.0295681146368752e-08,3.2055193027738771e-09,1.8884575879498498e-12,5.7420437044018712e-08,2.7108450233100367e-05,1.5656958956620031e-05,9.0327791536120103e-08,0.00021585125741006823,4.8063387674527202e-06,7.7737840539240427e-09,1.8293731688332892e-08,2.1237486658300748e-10
8.165524799084459e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44277238162802124,0.10273547928120133,0.017872514724438977,0.00012961545246193269,0.0020118946378179735,0.010843303363243661,0.0059278757456865403,5.7564496902487669e-05,2.4745523742526742e-12,0.0023142973208714361,5.194759155017352e-11,0.00041633509771146852,2.6072318611017247e-09,1.0302045773948941e-05,4.4864768168116508e-10,2.9601751077667538e-11,3.9041473346588577e-05,3.0546662235553802e-06,0.0073784487261807181,0.0016328804076406736,0.00026283038153727793,1.0219930243019029e-06,1.0290230158809984e-08,3.2057508057615122e-09,1.8915949916137651e-12,5.7750951723394539e-08,2.7225950796733335e-05,1.57128385102188e-05,9.0712704959028661e-08,0.00021659685643326244,4.8334331091646555e-06,7.7700616536322825e-09,1.8363057068279636e-08,2.134370113570436e-10
8.189180088146913e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44277947392080053,0.10271318774452674,0.017859852620493364,0.00013029011208293435,0.0020204623117699013,0.010880386242708142,0.0059501618862747695,5.7621958370854026e-05,2.4985724705228524e-12,0.0023147030887515352,5.2065076370837381e-11,0.00041646480669281695,2.6104312914390918e-09,1.0333500398099534e-05,4.5047586877428577e-10,2.9736744507074065e-11,3.898187992744834e-05,3.0718055828246976e-06,0.0073769640938528575,0.0016259761743833562,0.000263208834702778,1.0191190135826172e-06,1.028474287626572e-08,3.2059706511916575e-09,1.8947523108953592e-12,5.8084035516692924e-08,2.734436396617335e-05,1.5768720948232122e-05,9.1096938340043268e-08,0.00021734277049436949,4.8605560545829388e-06,7.7661073455892928e-09,1.8432389672426734e-08,2.1450108518475948e-10
8.212835377209367e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44278656575367437,0.1026909039238216,0.017847199072787808,0.00013096420684327332,0.0020290144911839004,0.010917483781233132,0.0059724495767557468,5.7678722799812399e-05,2.5227486892051734e-12,0.0023151002434202979,5.2181570614379336e-11,0.00041659450889564351,2.6136000896001809e-09,1.0364709626323672e-05,4.5230521776336889e-10,2.9871760038360266e-11,3.892148509964424e-05,3.0889627955001567e-06,0.0073754799958795497,0.001619070962491215,0.00026358696548885532,1.016230814664579e-06,1.0279219721016821e-08,3.2061789564668454e-09,1.8979298471528723e-12,5.8419712044249601e-08,2.7463697247846202e-05,1.5824606111821086e-05,9.1480482906013e-08,0.00021808900080030584,4.887707262319373e-06,7.7619223991813215e-09,1.850172927088325e-08,2.1556708460191155e-10
8.236490666271821e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44279365680992006,0.1026686278233383,0.017834554075903904,0.00013163771583229615,0.0020375509798286544,0.010954596045511496,0.0059947387477962723,5.7734795005554579e-05,2.5470815286991418e-12,0.0023154888609222797,5.2297077938327736e-11,0.00041672420409578909,2.6167384630287908e-09,1.0395672642704727e-05,4.5413572316616217e-10,3.000679662681865e-11,3.8860296299553737e-05,3.106137647356637e-06,0.0073739964270478874,0.0016121650835134063,0.00026396477542755707,1.0133286438669038e-06,1.0273661111235054e-08,3.2063758379347524e-09,1.9011279038774455e-12,5.8758005163428973e-08,2.7583958223588957e-05,1.5880493843240383e-05,9.1863329959648369e-08,0.00021883554854872984,4.9148863932962068e-06,7.757508093898563e-09,1.8571075635588455e-08,2.1663500614628282e-10
8.260145955334275e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44280074677540487,0.10264635944716659,0.017821917624444884,0.00013231061826296113,0.0020460715832229105,0.010991723101792472,0.0060170293306784492,5.779017978363181e-05,2.5715714872638546e-12,0.0023158690166234916,5.2411602040986919e-11,0.00041685389206868668,2.619846618457733e-09,1.0426388652738039e-05,4.5596737953659056e-10,3.0141853238354965e-11,3.879832095578207e-05,3.1233299256237968e-06,0.0073725133821820167,0.0016052588463291565,0.00026434226602658361,1.0104127167295548e-06,1.0268067461027703e-08,3.2065614108984302e-09,1.9043467867285444e-12,5.909893897133924e-08,2.770515455145431e-05,1.5936383985820619e-05,9.2245470879548372e-08,0.00021958241492782245,4.9420931107381277e-06,7.7528657191363555e-09,1.8640428540285538e-08,2.1770484635744201e-10
8.283801244396729e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44280783533857732,0.1026240987992344,0.017809289713035439,0.00013298289347270193,0.0020545761086358293,0.011028865015870404,0.0060393212572906908,5.7844881908815666e-05,2.5962190630177249e-12,0.0023162407852185814,5.2525146660246713e-11,0.00041698357258935451,2.6229247618993961e-09,1.0456856883226022e-05,4.5780018146412859e-10,3.0276928849385883e-11,3.8735566488758837e-05,3.1405394189809386e-06,0.0073710308561429905,0.0015983525571556466,0.00026471943876957141,1.0074832480071008e-06,1.0262439180481714e-08,3.2067357896264569e-09,1.9075868035697021e-12,5.9442537807578152e-08,2.782729396652369e-05,1.5992276383950732e-05,9.2626897120222096e-08,0.00022032960111607246,4.969327080164155e-06,7.7479965739974185e-09,1.8709787760495494e-08,2.1877660177650501e-10
8.307456533459183e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44281492219045804,0.10260184588330838,0.01779667033632145,0.00013365452092427299,0.0020630643650872116,0.011066021853073664,0.0060616144601188414,5.7898906134965673e-05,2.6210247539381503e-12,0.0023166042407379173,5.2637715572409344e-11,0.00041711324543238767,2.6259730986366338e-09,1.0487076582172261e-05,4.5963412357318025e-10,3.0412022446737223e-11,3.8672040310339754e-05,3.1577659175518293e-06,0.0073695488438286355,0.0015914465195559628,0.00026509629511637208,1.0045404516625837e-06,1.0256776675707145e-08,3.206899087362942e-09,1.9108482645045824e-12,5.9788826257010282e-08,2.7950384281729703e-05,1.6048170883060587e-05,9.3007600212105454e-08,0.00022107710828206598,4.9965879693794263e-06,7.7429019670952553e-09,1.8779153073491425e-08,2.1985026894589741e-10
8.331111822521636e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44282200702463204,0.10257960070299468,0.017784059488969807,0.00013432548020657698,0.0020715361633476003,0.011103193678253805,0.0060839088722373334,5.7952257194903094e-05,2.6459890578611473e-12,0.0023169594565545862,5.2749312591033416e-11,0.00041724291037195172,2.6289918332139558e-09,1.0517047018674689e-05,4.6146920052246109e-10,3.0547133027542639e-11,3.8607749823413292e-05,3.1750092128994415e-06,0.0073680673401733954,0.0015845410344471284,0.00026547283650332906,1.0015845408614868e-06,1.0251080348880152e-08,3.2070514163374164e-09,1.9141314819133632e-12,6.0137829152575986e-08,2.8074433388687767e-05,1.6104067329603752e-05,9.3387571761572929e-08,0.00022182493758428077,5.0238754484668949e-06,7.7375832163585329e-09,1.8848524258272875e-08,2.2092584440911899e-10
8.35476711158409e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44282908953723937,0.10255736326173971,0.017771457165668171,0.00013499575103547354,0.0020799913159382662,0.011140380555774978,0.0061062044273004681,5.8004939800291112e-05,2.6711124724809347e-12,0.0023173065053913012,5.2859941565795181e-11,0.0004173725671817748,2.631981169429029e-09,1.0546767482817842e-05,4.6330540700438728e-10,3.0682259599143257e-11,3.8542702421512195e-05,3.1922690980206539e-06,0.007366586340148213,0.0015776364001081988,0.00026584906434355151,9.9861572796581496e-07,1.0245350598285408e-08,3.2071928877746217e-09,1.9174367704894707e-12,6.0489571578132862e-08,2.8199449258537075e-05,1.6159965571040379e-05,9.3766803450944388e-08,0.00022257309017088413,5.0511891897789371e-06,7.7320416488366617e-09,1.8917901095540604e-08,2.220033247105112e-10
8.378422400646544e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44283616942696563,0.10253513356283077,0.017758863361124755,0.00013566531325457081,0.0020884296371310633,0.011177582549503495,0.0061285010595337371,5.8056958641521058e-05,2.6963954953494742e-12,0.0023176454593272226,5.2969606381366482e-11,0.00041750221563514276,2.6349413103244751e-09,1.0576237285564205e-05,4.6514273774446987e-10,3.0817401178987527e-11,3.8476905488429919e-05,3.2095453673408853e-06,0.0073651058387603566,0.001570732912188434,0.00026622498002718404,9.9563422452827338e-07,1.0239587818357952e-08,3.207323611904158e-09,1.9207644472766283e-12,6.0844078871328874e-08,2.8325439942790918e-05,1.6215865455820219e-05,9.4145287038486301e-08,0.00022332156717953588,5.0785288679288584e-06,7.72627860050644e-09,1.8987283367671394e-08,2.2308270639502371e-10
8.402077689708998e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44284324639503353,0.10251291160939678,0.017746278070068098,0.00013633414683599814,0.0020968509429481726,0.011214799722797654,0.0061507987037252498,5.8108318387604625e-05,2.7218386238759674e-12,0.0023179763898046892,5.3078310956309916e-11,0.00041763185550489155,2.6378724581799585e-09,1.0605455758644709e-05,4.6698118750071297e-10,3.0952556794531867e-11,3.841036639784191e-05,3.2268378167086736e-06,0.0073636258310533055,0.0015638308637155396,0.00026660058492167466,9.926402412865504e-07,1.0233792399724532e-08,3.207443697970044e-09,1.9241148317062617e-12,6.120137662650876e-08,2.8452413574196487e-05,1.6271766833365785e-05,9.4523014358408747e-08,0.00022407036973719481,5.1058941597823275e-06,7.7202954160797977e-09,1.9056670858693223e-08,2.2416398600798484e-10
8.425732978771452e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44285032014519421,0.10249069740440915,0.017733701287246877,0.0001370022318811619,0.002105255051161724,0.01125203213849776,0.0061730972952172185,5.8159023686071879e-05,2.7474423553263044e-12,0.0023182993676358664,5.3186059241990272e-11,0.0004177614865634028,2.6407748145045596e-09,1.0634422254448351e-05,4.6882075106301722e-10,3.1087725483141957e-11,3.8343092512931515e-05,3.2441462433902108e-06,0.0073621463121065775,0.0015569305451039806,0.00026697588037203978,9.8963398815770934e-07,1.0227964729244409e-08,3.2075532542401402e-09,1.9274882456352495e-12,6.1561490697653666e-08,2.8580378367604359e-05,1.6327669554055714e-05,9.4899977320857595e-08,0.0002248194989599293,5.1332847444487176e-06,7.7140934488127308e-09,1.9126063354260653e-08,2.2524716009487362e-10
8.449388267833906e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4428573903837168,0.1024684909506824,0.017721133007429678,0.00013766954862148305,0.0021136417812933112,0.011289279858916347,0.0061953967698975265,5.8209079162874895e-05,2.7732071868224693e-12,0.0023186144630093146,5.3292855221502668e-11,0.00041789110858259782,2.6436485800294265e-09,1.0663136145911013e-05,4.7066142325258772e-10,3.1222906291994446e-11,3.8275091186020766e-05,3.2614704460638165e-06,0.0073606672770356136,0.0015500322441633599,0.00026735086770112538,9.8661567423267752e-07,1.02221051900497e-08,3.2076523880154865e-09,1.9308850133840315e-12,6.192444720135425e-08,2.870934262084765e-05,1.6383573469208138e-05,9.5276167911901439e-08,0.00022556895595273236,5.1607003032723765e-06,7.7076740603153159e-09,1.9195460641630305e-08,2.2633222520109135e-10
8.47304355689636e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44286445681938058,0.10244629225087493,0.017708573225404766,0.00013833607741911731,0.0021220109546133755,0.011326542945828634,0.0062176970641913678,5.8258489422297032e-05,2.7991336153419006e-12,0.0023189217454964656,5.3398702908617098e-11,0.00041802072133393324,2.6464939547007053e-09,1.069159682640348e-05,4.7250319892134827e-10,3.1358098277979424e-11,3.8206369758205723e-05,3.2788102248143761e-06,0.007359188720991611,0.001543136246106873,0.00026772554820986689,9.8358550777084238e-07,1.0216214161585071e-08,3.207741205639513e-09,1.9343054617750665e-12,6.2290272519817666e-08,2.8839314715630983e-05,1.6439478431064297e-05,9.5651578193514186e-08,0.00022631874180934083,5.1881405198238095e-06,7.7010386203629397e-09,1.9264862509636768e-08,2.2741917787173715e-10
8.496698845958813e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44287151916346451,0.10242410130748973,0.017696021935979914,0.00013900179876765801,0.0021303623941404913,0.011363821460463148,0.0062399981150529603,5.8307259046867625e-05,2.8252221377168005e-12,0.0023192212840580273,5.3503606346739162e-11,0.00041815032458839587,2.6493111376727368e-09,1.0719803709618665e-05,4.743460729513586e-10,3.1493300507603439e-11,3.8136935558996568e-05,3.2961653811277173e-06,0.0073577106391613818,0.0015362428335598251,0.00026809992317754482,9.8054369619474376e-07,1.0210292019647133e-08,3.2078198125071455e-09,1.9377499201716666e-12,6.2658993303909075e-08,2.8970303118429349e-05,1.6495384292772263e-05,9.6026200303552587e-08,0.00022706885761205784,5.2156050798908017e-06,7.6941885067085587e-09,1.9334268748668499e-08,2.2850801465138428e-10
8.520354135021267e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44287857712973888,0.1024019181228753,0.017683479133982133,0.00013966669329282147,0.0021386959246405281,0.011401115463492581,0.0062622998599573309,5.8355392597281859e-05,2.8514732506334103e-12,0.0023195131470502965,5.3607569607886924e-11,0.00041827991811649892,2.6521003273015094e-09,1.074775622945811e-05,4.7619004025423568e-10,3.1628512056893023e-11,3.8066795905962167e-05,3.3135357178849593e-06,0.0073562330267672145,0.0015293522865682185,0.0002684739938620387,9.7749044608487337e-07,1.0204339136423112e-08,3.2078883130738126e-09,1.9412187205171962e-12,6.3030636476227698e-08,2.9102316381396952e-05,1.6551290908370751e-05,9.6400026455729803e-08,0.00022781930443158002,5.2430936714694598e-06,7.687125104896325e-09,1.9403679150644131e-08,2.2959873208385697e-10
8.544009424083721e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44288563043445461,0.10237974269922627,0.017670944814257527,0.00014033074175311494,0.002147011372625711,0.01143842501502482,0.0062846022368921719,5.8402894612325979e-05,2.8778874506312249e-12,0.0023197974022314072,5.3710596791683723e-11,0.00041840950168827828,2.6548617211383807e-09,1.07754538399177e-05,4.7803509577058326e-10,3.1763732011299027e-11,3.7995958104379279e-05,3.3309210393568024e-06,0.0073547558790667154,0.0015224648826074121,0.00026884776150007779,9.7442596317457475e-07,1.0198355880529259e-08,3.2079468108643507e-09,1.9447121973746493e-12,6.3405229234218296e-08,2.9235363143286204e-05,1.6607198132773079e-05,9.6773048939583451e-08,0.00022857008332682804,5.2706059847551854e-06,7.6798498080761763e-09,1.947309350898881e-08,2.30691326712011e-10
8.567664713146175e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4428926787963347,0.10235757503858423,0.017658418971671065,0.00014099392504048804,0.0021553085663535672,0.011475750174594197,0.0063069051843497714,5.8449769608807349e-05,2.9044652341021671e-12,0.0023200741167674864,5.3812692024366734e-11,0.00041853907507328889,2.6575955159240372e-09,1.0802896014972739e-05,4.7988123446942187e-10,3.1898959465601318e-11,3.7924429446886213e-05,3.348321151197786e-06,0.0073532791913526732,0.0015155808965908392,0.00026922122730748906,9.7135045234504054e-07,1.0192342617048597e-08,3.2079954084817845e-09,1.9482306879666083e-12,6.3782799053317741e-08,2.9369452130376913e-05,1.666310582175127e-05,9.7145260120440201e-08,0.00022932119534478123,5.2981417121335913e-06,7.6723640168197857e-09,1.954251161861091e-08,2.3178579507751286e-10
8.591320002208629e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44289972193656413,0.10233541514283849,0.01764590160110634,0.00014165622418096623,0.0021635873358257589,0.011513091001152918,0.0063292086413189981,5.8496022081489676e-05,2.9312070972897188e-12,0.0023203433572387398,5.3913859457811307e-11,0.0004186686380406015,2.6603019075827186e-09,1.0830082248462274e-05,4.8172845134762484e-10,3.2034193523814257e-11,3.7852217213141045e-05,3.3657358604405078e-06,0.0073518029589528999,0.0015087006008787985,0.00026959439247944321,9.6826411762041126e-07,1.0186299707568293e-08,3.208034207616037e-09,1.9517745322155894e-12,6.4163373690137809e-08,2.950459215741568e-05,1.6719013831920249e-05,9.751665243937487e-08,0.00023007264152031574,5.3257005481713475e-06,7.6646691389375453e-09,1.9611933275878785e-08,2.3288213372062355e-10
8.614975291271083e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44290675957878017,0.10231326301372699,0.017633392697465399,0.00014231762033526863,0.0021718475127868245,0.011550447553062683,0.0063515125472773746,5.8541656503032717e-05,2.9581135362880005e-12,0.0023206051896454659,5.4014103268570694e-11,0.00041879819035879981,2.6629810912166606e-09,1.0857012053972805e-05,4.8357674142935988e-10,3.216943329909265e-11,3.7779328669484144e-05,3.3831649754897987e-06,0.0073503271772300885,0.0015018242652873072,0.00026996725819069693,9.6516716216297526e-07,1.0180227510216531e-08,3.208063309052517e-09,1.9553440727847885e-12,6.4546981185684339e-08,2.964079212856588e-05,1.6774922020722191e-05,9.7887218413166014e-08,0.000230824422876047,5.3532821896069691e-06,7.6567665892968871e-09,1.9681358278597843e-08,2.339803391799815e-10
8.638630580333537e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44291379144906268,0.10229111865283687,0.017620892255668544,0.00014297809479940792,0.0021800889307227959,0.011587819888086508,0.0063738168421832069,5.8586677323937095e-05,2.9851850470408027e-12,0.0023208596794139814,5.411342765693118e-11,0.00041892773179597861,2.6656332611007938e-09,1.0883684964721287e-05,4.8542609976553291e-10,3.230467791363835e-11,3.7705771068605177e-05,3.4006083061168681e-06,0.0073488518415816637,0.0014949521570970232,0.00027033982559583348,9.6205978826846699e-07,1.0174126379698931e-08,3.2080828126806143e-09,1.9589396551192156e-12,6.4933649868612715e-08,2.9778061038367972e-05,1.6830830246410948e-05,9.8256950634246394e-08,0.0002315765404221754,5.3808863353415539e-06,7.6486577896417562e-09,1.9750786425987779e-08,2.3508040799238726e-10
8.66228586939599e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44292081727592392,0.10226898206160542,0.0176084002706541,0.00014363762900527412,0.0021883114248597247,0.011625208063380731,0.0063961214664677761,5.8631088972493193e-05,3.0124221253405769e-12,0.0023211068914024881,5.4211836845982486e-11,0.00041905726211974065,2.6682586106776643e-09,1.0910100533437595e-05,4.8727652143323796e-10,3.2439926498607525e-11,3.7631551649214494e-05,3.4180656634534078e-06,0.007347376947439626,0.0014880845410622271,0.00027071209582950047,9.5894219736146338e-07,1.0167996667334505e-08,3.208092817502104e-09,1.962561627487241e-12,6.5323408358520717e-08,2.9916407972710471e-05,1.6886738368036625e-05,9.8625841770649572e-08,0.00023232899515633523,5.4085126864294504e-06,7.640344168413228e-09,1.982021751865994e-08,2.3618233669259125e-10
8.685941158458444e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44292783679029923,0.10224685324132091,0.017595916737378259,0.00014429620452120203,0.0021965148321621045,0.011662612135487202,0.0064184263610276111,5.8674895854735007e-05,3.0398252668273684e-12,0.0023213468899068571,5.4309335080703154e-11,0.00041918678109719609,2.6708573325525775e-09,1.0936258332246282e-05,4.8912800153521075e-10,3.2575178194018322e-11,3.7556677635718721e-05,3.4355368599856731e-06,0.0073459024902704081,0.0014812216794198704,0.00027108407000664512,9.5581458999087852e-07,1.01618387210912e-08,3.2080934216394411e-09,1.9662103410225569e-12,6.5716285569279071e-08,3.0055842109811688e-05,1.6942646245430265e-05,9.8993884565952378e-08,0.00023308178806344862,5.4361609460688919e-06,7.6318271605715109e-09,1.9889651358595011e-08,2.3728612181308085e-10
