Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2OX(23),CO2X(24),H2X(49),CHOX(53),COX(50)
3.80245647582228e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33614728446537545,0.11732317998724945,0.022784894483359117,5.3151218212534824e-14,2.1095915787430543e-13,1.5186569328619084e-11,7.2257856867279635e-11,2.9315193289922624e-20,4.2800627694930969e-29,3.8292290684833159e-10,5.1931335927884452e-39,3.7955422592056873e-10,1.1818908591221543e-28,7.1120233322369209e-22,8.8695729884456137e-24,9.7566409718009969e-26,5.6800585188471792e-14,8.1541410545225471e-30,0.0013467487094576372,7.3345387788381589e-05,4.7058297892278933e-12,1.4774034108018204e-07,3.2582696312453439e-16,2.9464112888899241e-13,3.593297661001102e-08,1.892229821616129e-11,9.4004630123307952e-10,1.9141525498212878e-16,5.7551103065205494e-16,9.0843771934505874e-14,8.482250635098901e-19,5.9651842870548262e-17
3.9085261896299534e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33611256203213241,0.1172904983782998,0.022783876559291122,6.1116124853814033e-14,2.326225783559453e-13,1.6583033126061235e-11,8.0781370527713979e-11,3.1824612558212547e-20,5.1163359893980841e-29,3.9350299098337223e-10,6.1130288511013614e-39,3.89978346107344e-10,1.316696379002861e-28,7.800591965747402e-22,1.0340432041844898e-23,1.1208028767428704e-25,6.1711622511534842e-14,9.3405609659898688e-30,0.0013794290351229405,7.5381143230341679e-05,4.7546555075262899e-12,1.528271595322503e-07,3.2920756551897135e-16,3.0705562409232266e-13,3.7114094944389181e-08,2.0057020090106767e-11,1.0230394199576915e-09,2.0330781257683436e-16,6.4383935233171037e-16,1.0069635868317791e-13,9.5499635839356502e-19,6.6687490503929758e-17
4.014595903437627e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33607808115213561,0.11725805785803338,0.022782858890246473,7.001291816428522e-14,2.5597665334007344e-13,1.8072195850351847e-11,9.0041611530623657e-11,3.4472620316178999e-20,6.0883746485105783e-29,4.0407786669155609e-10,7.1641661621661426e-39,4.003957437293614e-10,1.4625671738997046e-28,8.5380393459392701e-22,1.2006578093352696e-23,1.2827690474000903e-25,6.6912550114210749e-14,1.0660307484790568e-29,0.0014118682591100296,7.7416383029479437e-05,4.803452539682056e-12,1.5796575005117584e-07,3.3258618200150025e-16,3.1993139514331105e-13,3.8302659084314278e-08,2.1230999199118961e-11,1.1108488447963116e-09,2.1565751844459464e-16,7.1811968469067884e-16,1.1134146829788917e-13,1.0719447116228154e-18,7.433084018101624e-17
4.120665617245301e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33604384004336019,0.11722585664717307,0.022781841474716326,7.9921619509116244e-14,2.8111692786403584e-13,1.9658039154366764e-11,1.0008017139767214e-10,3.7262870870194826e-20,7.2140255108695032e-29,4.1464755666389668e-10,8.360979451430014e-39,4.1080658368752549e-10,1.6200731112741126e-28,9.3267105853011596e-22,1.3887796821142973e-23,1.4629905858064128e-25,7.2413208773951971e-14,1.2124166369451734e-29,0.0014440681607054415,7.9451110021661969e-05,4.8522211857855765e-12,1.6315606595125136e-07,3.3596283342751723e-16,3.3327664569835744e-13,3.9498478441887693e-08,2.2444729399279227e-11,1.2036140354798872e-09,2.2847397105805216e-16,7.9869102998492988e-16,1.2282174726396043e-13,1.1997486491331631e-18,8.2616132266947691e-17
4.226735331052974e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33600983693696956,0.11719389297960574,0.022780824311203301,9.0926742886813123e-14,3.0814262542749575e-13,2.1344635464093849e-11,1.1093978137403445e-10,4.0199013351750585e-20,8.5129665201727454e-29,4.2521208345326439e-10,9.7190403554439481e-39,4.2121103030161474e-10,1.7897964094382122e-28,1.0169017513986776e-21,1.6005280346967532e-23,1.6629743558912041e-25,7.8223558143047704e-14,1.3743470834936408e-29,0.0014760305060315929,8.1485327018884055e-05,4.9009617427671916e-12,1.6839806077206916e-07,3.393375404358179e-16,3.4709951912474768e-13,4.0701361603949342e-08,2.3698703858045559e-11,1.3014742367363187e-09,2.4176696669093616e-16,8.859016941670924e-16,1.3518107877860787e-13,1.3391136102838614e-18,9.1578539398388462e-17
4.332805044860648e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33597607007721825,0.11716216510228446,0.022779807398221406,1.0311741615898086e-13,3.3715673575963485e-13,2.3136148764777315e-11,1.2266430773662791e-10,4.3284691750008331e-20,1.0006845397645344e-28,4.3577146947552527e-10,1.1255113797513049e-38,4.3160924731351144e-10,1.9723315060040009e-28,1.1067439574414244e-21,1.8381685283310317e-23,1.8843081950258117e-25,8.4353676498272753e-14,1.5530113227731579e-29,0.0015077570481446657,8.3519036809502438e-05,4.949674504429507e-12,1.7369168827220727e-07,3.427103234508492e-16,3.6140809500126439e-13,4.1911116385882516e-08,2.4993415056882535e-11,1.4045684279237308e-09,2.5554650449729604e-16,9.8010922916247506e-16,1.484645930026376e-13,1.4907722958513896e-18,1.0125416234714933e-16
4.438874758668322e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33594253772135391,0.11713067127513124,0.022778790734295947,1.1658750149211342e-13,3.6826610349491965e-13,2.5036835384342618e-11,1.3529874666928641e-10,4.6523544944091361e-20,1.1719425230561829e-28,4.4632573701067261e-10,1.2987214632894835e-38,4.4200139789039435e-10,2.1682849277168154e-28,1.2024524717589507e-21,2.1041191298508867e-23,2.1286629893731384e-25,9.0813760491360845e-14,1.7496556576575114e-29,0.0015392495271317505,8.5552242158468283e-05,4.9983597614793924e-12,1.7903690242296877e-07,3.4608120268493737e-16,3.7621038565615039e-13,4.3127549885513356e-08,2.6329354793790246e-11,1.5130352730150886e-09,2.6982279163924833e-16,1.0816803702739732e-15,1.6271867741400187e-13,1.6554850047999721e-18,1.1168002553420008e-16
4.544944472475995e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33590923813952089,0.1170994097709407,0.022777774317963406,1.3143571494811026e-13,4.0158151775463597e-13,2.7051044774112031e-11,1.4888921870903155e-10,4.9919206735112802e-20,1.3676737231940547e-28,4.5687490820394837e-10,1.4934665347664239e-38,4.523876446278948e-10,2.3782751616597351e-28,1.3042890301155407e-21,2.4009560159526158e-23,2.397794737660736e-25,9.7614124900275179e-14,1.9655846020130444e-29,0.0015705096702072646,8.7584945807558581e-05,5.0470178015596898e-12,1.8443365740217235e-07,3.494501981404953e-16,3.915143327442115e-13,4.4350468537082602e-08,2.770701418573284e-11,1.6270130709522484e-09,2.8460624846309162e-16,1.1909909687742856e-15,1.7799098725426379e-13,1.8340399595931514e-18,1.2289407219757076e-16
4.651014186283669e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33587616961466421,0.1170683788752843,0.022776758147771407,1.4776574516099501e-13,4.3721780263138984e-13,2.9183220286819708e-11,1.634829627677418e-10,5.3475305877945443e-20,1.5907240851032623e-28,4.6741900506695938e-10,1.7118154795583766e-38,4.6276814955321786e-10,2.6029325278157005e-28,1.4125223989167631e-21,2.7314195212314913e-23,2.6935466026269084e-25,1.0476520238125026e-13,2.2021620112905641e-29,0.0016015391918086468,8.9617150475605927e-05,5.0956489092806096e-12,1.8988190758799448e-07,3.5281732961220729e-16,4.0732780386482207e-13,4.5579678165267634e-08,2.9126883670967985e-11,1.7466397063873522e-09,2.999075137236471e-16,1.3084259197461288e-15,1.9433045605958905e-13,2.0272536198187775e-18,1.349351592177576e-16
4.7570839000913425e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33584333044243458,0.11703757688641545,0.022775742222278576,1.6568637103812087e-13,4.7529390857376978e-13,3.1437899951934189e-11,1.7912832973367254e-10,5.7195466112736022e-20,1.8441991413176351e-28,4.7795804947878323e-10,1.9559797957534491e-38,4.7314307412822663e-10,2.8428990529742163e-28,1.5274284653598331e-21,3.0984201259987323e-23,3.0178509493978969e-25,1.122775432215782e-13,2.4608122010701045e-29,0.0016323397936913306,9.1648858858727139e-05,5.1442533662508403e-12,1.9538160755286237e-07,3.5618261668919217e-16,4.2365858922256326e-13,4.6814984039232198e-08,3.0589453011277918e-11,1.872052600829268e-09,3.1573744985668399e-16,1.4343790852333741e-15,2.1178730626842048e-13,2.2359709839081525e-18,1.4784305160436746e-16
4.863153613899016e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33581071893109354,0.11700700211517515,0.022774726540054489,1.8531157842498391e-13,5.1593300466835698e-13,3.3819717248294802e-11,1.9587477565742132e-10,6.10833061961663e-20,2.1314815466379007e-28,4.8849206318706797e-10,2.2283196708279804e-38,4.8351257925249232e-10,3.0988283459697022e-28,1.6492903277567776e-21,3.5050444799287446e-23,3.3727313700629851e-25,1.2016181509311398e-13,2.7430210536857209e-29,0.0016629131650230081,9.3680073630549978e-05,5.1928314511083629e-12,2.0093271205739705e-07,3.5954607875714502e-16,4.4051439833219913e-13,4.8056190926681975e-08,3.2095211294103077e-11,2.0033886642125482e-09,3.3210714829928034e-16,1.5692532127681863e-15,2.3041305989849383e-13,2.4610658787385962e-18,1.6165841664784522e-16
4.96922332770669e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33577833340142038,0.11697665288489853,0.02277371109967959,2.0676067567363312e-13,5.5926257181626074e-13,3.6333401874067566e-11,2.1377285452707843e-10,6.5142439932463849e-20,2.456249401062324e-28,4.9902106780912293e-10,2.5313501575546934e-38,4.938768252663085e-10,3.3713854742386266e-28,1.7783983860304025e-21,3.954561457615949e-23,3.7603046937234459e-25,1.2842880280647393e-13,3.050337113056247e-29,0.0016932609824771867,9.5710797442439153e-05,5.2413834395509648e-12,2.0653517604440667e-07,3.6290773500045722e-16,4.5790285676966141e-13,4.9303103147903756e-08,3.364464693457941e-11,2.1407842469061934e-09,3.4902793485797807e-16,1.7134598493414154e-15,2.5026054928632403e-13,2.7034412369173872e-18,1.764228177402452e-16
5.0752930415143634e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3357461721866179,0.11694652753132197,0.02277269589974508,2.3015840805555841e-13,6.0541449680135277e-13,3.8983780514025331e-11,2.3287421063744304e-10,6.9376476204164983e-20,2.822495378437377e-28,5.0954508483300235e-10,2.8677474476621815e-38,5.0423597195367192e-10,3.6612468416827219e-28,1.9150504323830195e-21,4.4504282421512182e-23,4.1827829813004609e-25,1.3708940806590155e-13,3.3843726678467501e-29,0.0017233849103260414,9.774103292372024e-05,5.2899096043664778e-12,2.1218895463292905e-07,3.6626760440431552e-16,4.7583150297068342e-13,5.0555524629766303e-08,3.5238247677480156e-11,2.2843750921792348e-09,3.6651137512458358e-16,1.8674192508855796e-15,2.7138392788272872e-13,2.9640293615537517e-18,1.9217870786911377e-16
5.181362755322037e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33571423363222125,0.11691662440249084,0.022771680938852831,2.5563507096085869e-13,6.5452516724735955e-13,4.1775777604155305e-11,2.5323157055832363e-10,7.3789019002632802e-20,3.2345466781083001e-28,5.2006413561858104e-10,3.2403552417859756e-38,5.1459017854522728e-10,3.9691000678256892e-28,2.0595517421378562e-21,4.9962964328596764e-23,4.6424755043966628e-25,1.4615464922477669e-13,3.7468048230841987e-29,0.0017532866005325715,9.9770782681902391e-05,5.3384102154627095e-12,2.1789400311232275e-07,3.6962570575677915e-16,4.9430778507868995e-13,5.1813258959661077e-08,3.6876500599062587e-11,2.4342962891399327e-09,3.8456927993946384e-16,2.0315602873418146e-15,2.9383868109836673e-13,3.2437921783344438e-18,2.0896942278866334e-16
