Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),CO2X(24)
6.92711568258226e-08,0.09977366400000001,0.80000000000000004,0.0,0.2791687228695478,0.095817022084618952,0.097007198796426733,1.441664972045813e-07,2.5996573786058853e-06,1.8287417224093557e-06,5.2908298558546922e-07,1.0778156711468641e-20,1.9602337313324962e-16,1.2026122265297114e-11,2.7668005952761484e-35,2.8376110019649438e-10,2.0635790246094109e-24,6.6700292984414343e-16,4.1003797272764232e-21,2.3846440226320752e-23,3.4610101689556378e-10,3.4206942730056917e-27,0.0041767643489302514,0.005976601835594249,7.9314916031797045e-11,1.2096768980136986e-07,1.5875032164601419e-05,1.9336029964810619e-15,8.1588103755470926e-11,7.8236528378836329e-08,5.4618717462004046e-06,2.4113306393692457e-10,3.5761398058861824e-11
6.94561416406373e-08,0.09977366400000001,0.80000000000000004,0.0,0.27915326758134207,0.095816857309874423,0.096999534510492508,1.4565356240294288e-07,2.6310906397487802e-06,1.8450284641468438e-06,5.3278036187041023e-07,1.0862691216063187e-20,1.9862822908458999e-16,1.21556337287938e-11,2.8730072817345281e-35,2.8531894226124507e-10,2.1141901570435278e-24,6.7432142387417747e-16,4.1649307771539853e-21,2.4084446389312189e-23,3.4899627772319814e-10,3.5135898382942685e-27,0.004176897101651908,0.005991864893718132,7.9515518842055877e-11,1.2152806446957246e-07,1.5907109128981786e-05,1.9384993928892945e-15,8.1752498311811648e-11,7.8230745792022348e-08,5.4887143477071159e-06,2.4370246240452558e-10,3.6029343913050516e-11
6.962262797397052e-08,0.09977366400000001,0.80000000000000004,0.0,0.27913936483019508,0.095816713003221268,0.096992637896195097,1.4700142659595284e-07,2.6595813273945654e-06,1.8597373403936354e-06,5.3612024995594255e-07,1.0939158920436089e-20,2.0099636280742348e-16,1.2273037448643237e-11,2.9718140626808981e-35,2.8672175143675545e-10,2.1606749327626409e-24,6.8095283958687772e-16,4.2237070232381732e-21,2.4300071282862879e-23,3.5161249284778589e-10,3.5991396621907934e-27,0.0041770125208434811,0.0060055988827474038,7.9696026637668571e-11,1.220316865718192e-07,1.5935746516476184e-05,1.942905203652644e-15,8.1899295737057588e-11,7.8225554116643318e-08,5.5129185617422966e-06,2.4602711279615593e-10,3.627155295221764e-11
6.978911430730375e-08,0.09977366400000001,0.80000000000000004,0.0,0.27912546866809473,0.095816572428186073,0.096985742458955193,1.4835833471134621e-07,2.688262328795947e-06,1.87449397419515e-06,5.3947174656468339e-07,1.1015994110329062e-20,2.033871667784848e-16,1.2391242794127302e-11,3.0737644167248798e-35,2.8812524258092703e-10,2.2080604778303765e-24,6.8762675763365314e-16,4.2831328458469384e-21,2.4517045681501517e-23,3.5423861206483991e-10,3.6865680626957093e-27,0.0041771241443545864,0.0060193302549170517,7.9876501506794306e-11,1.2253462220110096e-07,1.5964164663074291e-05,1.9473101172986997e-15,8.2044998596988938e-11,7.8220374299161702e-08,5.5371661733197889e-06,2.4836328568915199e-10,3.6514765543449626e-11
6.993895200730365e-08,0.09977366400000001,0.80000000000000004,0.0,0.27911296771618271,0.09581644906263917,0.0969795375713772,1.4958731545343157e-07,2.7142380435406487e-06,1.8878154758304011e-06,5.4249802177905158e-07,1.1085460930413743e-20,2.0555839938441461e-16,1.249831506867457e-11,3.1682830070323421e-35,2.8938894403364276e-10,2.2514899106989413e-24,6.9366969257493039e-16,4.3371755358739507e-21,2.4713480342255588e-23,3.5661056752981202e-10,3.7668898379978372e-27,0.0041772213987710336,0.0060316862532427329,8.0038900720540127e-11,1.2298667028886673e-07,1.5989553905016396e-05,1.9512737717826994e-15,8.2175197124957801e-11,7.821572250054258e-08,5.5590260801943756e-06,2.5047566790456042e-10,3.6734516067694078e-11
7.008878970730355e-08,0.09977366400000001,0.80000000000000004,0.0,0.27910047202795008,0.095816328648330965,0.096973333636386799,1.5082367931893165e-07,2.7403680845381119e-06,1.9011750988168563e-06,5.4553370540133679e-07,1.1155227184841668e-20,2.0774822978114888e-16,1.2606040513988008e-11,3.2654902248243753e-35,2.9065315390695596e-10,2.2956719830418842e-24,6.9974718272680451e-16,4.3917519569543923e-21,2.4911015318946865e-23,3.5899050825589218e-10,3.8487896116163936e-27,0.0041773156500854464,0.0060440401333807904,8.0201273233743518e-11,1.2343814933360044e-07,1.6014766245977024e-05,1.9552366982053497e-15,8.2304512480463177e-11,7.8211080119192806e-08,5.5809210488734201e-06,2.5259733622570962e-10,3.6955081617077259e-11
7.023862740730345e-08,0.09977366400000001,0.80000000000000004,0.0,0.27908798156916537,0.095816211152033093,0.096967130653593761,1.5206745361946628e-07,2.7666525259172314e-06,1.9145725756203428e-06,5.4857879997700686e-07,1.1225293718086839e-20,2.099567696960644e-16,1.2714420945103485e-11,3.3654559791930766e-35,2.9191785149085652e-10,2.3406178010493197e-24,7.0585928810103029e-16,4.446865712189723e-21,2.5109654031564521e-23,3.6137841650795436e-10,3.9322946958276178e-27,0.0041774069315391972,0.0060563918960289016,8.0363619032556933e-11,1.2388905334185827e-07,1.603980202702147e-05,1.959198895976311e-15,8.2432946371022662e-11,7.8206447067887268e-08,5.602851036629758e-06,2.5472827012631519e-10,3.7176463204939175e-11
7.038846510730335e-08,0.09977366400000001,0.80000000000000004,0.0,0.27907549630594991,0.095816096540881704,0.096960928622609688,1.5331866570030627e-07,2.7930914371332071e-06,1.92800763798921e-06,5.5163330801222984e-07,1.1295661378212592e-20,2.1218413115121036e-16,1.2823458170288262e-11,3.4682518148230111e-35,2.9318301615335344e-10,2.3863386026359143e-24,7.1200606822039461e-16,4.5025204144274852e-21,2.5309399901034655e-23,3.6377427443695547e-10,4.0174328053656999e-27,0.0041774952760090453,0.0060687415418860203,8.0525938103433933e-11,1.2433937642855958e-07,1.6064661599879676e-05,1.9631603644662268e-15,8.2560500557454141e-11,7.8201823260439332e-08,5.6248160007372629e-06,2.5686844666339198e-10,3.7398661841843724e-11
7.053830280730325e-08,0.09977366400000001,0.80000000000000004,0.0,0.27906301620477364,0.095815984782373603,0.096954727543047667,1.5457734294028317e-07,2.8196848830023439e-06,1.9414800169883201e-06,5.5469723197398918e-07,1.13663310169048e-20,2.1443042646205199e-16,1.2933153991019745e-11,3.5739509456364155e-35,2.9444862734151896e-10,2.4328457585532092e-24,7.1818758212166584e-16,4.5587196861991855e-21,2.5510256349205944e-23,3.6617806408227504e-10,4.1042320621861547e-27,0.004177580716011149,0.0060810890716523607,8.068823043310309e-11,1.24789112814722e-07,1.6089345326807461e-05,1.9671211030683641e-15,8.2687176853233699e-11,7.8197208611688835e-08,5.6468158984709221e-06,2.5901784243018084e-10,3.76216785356541e-11
7.068814050730316e-08,0.09977366400000001,0.80000000000000004,0.0,0.2790505412324516,0.095815875844362297,0.09694852741452252,1.5584351275169791e-07,2.846432923735732e-06,1.9549894430328558e-06,5.5777057429019726e-07,1.1437303489505242e-20,2.1669576823621063e-16,1.3043510201964849e-11,3.6826282890013337e-35,2.9571466458251611e-10,2.4801507735061116e-24,7.2440388835856464e-16,4.6154671596580544e-21,2.5712226798835281e-23,3.6858976737404827e-10,4.1927210002673647e-27,0.0041776632837050125,0.0060934344860293999,8.0850496008526086e-11,1.2523825682357832e-07,1.6113853580448954e-05,1.9710811112596861e-15,8.2812977123709865e-11,7.8192603037490651e-08,5.6688506871069239e-06,2.6117643695652334e-10,3.7845514291676801e-11
7.083797820730306e-08,0.09977366400000001,0.80000000000000004,0.0,0.27903807135613962,0.095815769695053954,0.096942328236650513,1.5711720258023121e-07,2.8733356149823942e-06,1.9685356459219178e-06,5.6085333734981119e-07,1.1508579655045074e-20,2.1898026937220103e-16,1.3154528590960084e-11,3.7943605005605673e-35,2.9698110748460717e-10,2.528265287273997e-24,7.3065504500478763e-16,4.672766476516684e-21,2.591531467357342e-23,3.7100936613549141e-10,4.2829285704543213e-27,0.004177743010897403,0.006105777785719876,8.1012734816968242e-11,1.2568680288632869e-07,1.6138186743688788e-05,1.9750403884633843e-15,8.293790328539521e-11,7.8188006454702712e-08,5.690920323922746e-06,2.6334420719706978e-10,3.8070170112450117e-11
7.098781590730296e-08,0.09977366400000001,0.80000000000000004,0.0,0.27902560654333114,0.095815666303003616,0.096936130009049562,1.5839843990485257e-07,2.9003930078665058e-06,1.9821183548719005e-06,5.6394552350294559e-07,1.1580160376278455e-20,2.212840430581647e-16,1.3266210938992388e-11,3.9092260097025227e-35,2.9824793573814339e-10,2.5772010758364923e-24,7.3694110965709222e-16,4.7306212879845615e-21,2.611952339795076e-23,3.7343684208521943e-10,4.3748841453456012e-27,0.0041778199290462142,0.0061181189714277677,8.1174946845979935e-11,1.2613474554048644e-07,1.6162345209510827e-05,1.9789989341067489e-15,8.3061957305355191e-11,7.8183418781174561e-08,5.7130247661972312e-06,2.6552112858223947e-10,3.8295646997769941e-11
7.113765360730286e-08,0.09977366400000001,0.80000000000000004,0.0,0.27901314676185351,0.095815565637111438,0.096929932731339152,1.5968725223773002e-07,2.9276051490203564e-06,1.9957372985496556e-06,5.670471350609865e-07,1.1652046519716318e-20,2.2360720277060119e-16,1.3378559020180646e-11,4.0273050556537961e-35,2.9951512911653635e-10,2.6269700525036507e-24,7.43262139438389e-16,4.7890352547054805e-21,2.6324856397363078e-23,3.7587217683955511e-10,4.468617524221528e-27,0.0041778940692642885,0.0061304580438583086,8.1337132083326697e-11,1.2658207942358173e-07,1.6186329380861565e-05,1.9829567477322339e-15,8.3185141200399217e-11,7.8178839935736117e-08,5.7351639712106779e-06,2.6770718052443261e-10,3.8521945944914067e-11
7.128749130730276e-08,0.09977366400000001,0.80000000000000004,0.0,0.27900069197986371,0.095815467666618859,0.096923736403140268,1.6098366712413987e-07,2.9549720806296191e-06,2.0093922051054346e-06,5.7015817429670533e-07,1.1724238955660269e-20,2.2594986227309553e-16,1.3491574601757849e-11,4.1486797241829103e-35,3.0078266747721196e-10,2.677584269050322e-24,7.4961819100087504e-16,4.8480120466948745e-21,2.6531317098057357e-23,3.7831535191483043e-10,4.564158938012133e-27,0.0041779654623231967,0.0061427950037179586,8.1499290517077122e-11,1.2702879928032715e-07,1.6210139670499615e-05,1.9869138288171266e-15,8.3307457036338568e-11,7.817426983818613e-08,5.7573378962449248e-06,2.6990234008513596e-10,3.8749067948419344e-11
7.142234523730267e-08,0.09977366400000001,0.80000000000000004,0.0,0.27898948692458031,0.095815381772592231,0.096918160519281635,1.6215696349795853e-07,2.9797346962322493e-06,2.0217121441920927e-06,5.7296617212068447e-07,1.1789474750488306e-20,2.2807502240178121e-16,1.3593860793065381e-11,4.2608040444713348e-35,3.0192373038227717e-10,2.7238698173100186e-24,7.5536862747627948e-16,4.9015754158601103e-21,2.6718098745746194e-23,3.8052089760146426e-10,4.6517174179295055e-27,0.0041780273924157856,0.0061538964619284086,8.1645210180757922e-11,1.2743031790145961e-07,1.6231420611247902e-05,1.990474575022558e-15,8.3416800844591506e-11,7.8170164164321378e-08,5.777324079088268e-06,2.7188574934066356e-10,3.8954182284491985e-11
7.155719916730258e-08,0.09977366400000001,0.80000000000000004,0.0,0.27897828587059847,0.095815298015248268,0.096912585403947427,1.6333646040551853e-07,3.004622747271015e-06,2.0340607937805435e-06,5.7578180977602536e-07,1.1854959990148376e-20,2.3021615307588441e-16,1.3696690364132811e-11,4.3757283532997839e-35,3.0306504191264434e-10,2.7708588680321367e-24,7.6114751774697786e-16,4.9556003422599128e-21,2.6905799106315679e-23,3.827327652863998e-10,4.7407879036087187e-27,0.0041780871439204064,0.0061649962100464003,8.1791108115757351e-11,1.2783133130403007e-07,1.6252561364409035e-05,1.9940347271324189e-15,8.3525444811168633e-11,7.8166065454934379e-08,5.7973383194088503e-06,2.7387649933642337e-10,3.9159964820816546e-11
7.169205309730248e-08,0.09977366400000001,0.80000000000000004,0.0,0.27896708879537635,0.095815216372858197,0.0969070110568645,1.6452217799575447e-07,3.0296362554118826e-06,2.0464379547487249e-06,5.7860508883980044e-07,1.19206953171018e-20,2.3237333782044137e-16,1.3800064588899686e-11,4.4935164778490038e-35,3.0420658756261403e-10,2.8185604991861251e-24,7.6695490214721585e-16,5.0100895205564612e-21,2.7094420679212163e-23,3.8495094129640186e-10,4.831393350257488e-27,0.0041781447385752955,0.0061760942485894806,8.1936984313903288e-11,1.2823183586982299e-07,1.6273562250706068e-05,1.9975942848432094e-15,8.3633390541066896e-11,7.8161973653527294e-08,5.8173805860686529e-06,2.7587457529177784e-10,3.9366416276949046e-11
7.182690702730239e-08,0.09977366400000001,0.80000000000000004,0.0,0.2789558956765803,0.095815136823908006,0.096901437477760671,1.6571413643909859e-07,3.0547752395076536e-06,2.0588434277163779e-06,5.8143601086402668e-07,1.1986681376382228e-20,2.3454666034565932e-16,1.3903984736747187e-11,4.6142335521316109e-35,3.0534835288388014e-10,2.866983882441686e-24,7.7279082071046897e-16,5.0650456514039612e-21,2.7283965964405374e-23,3.8717541189831305e-10,4.92355700891927e-27,0.0041782001979039692,0.0061871905780759729,8.2082838767277213e-11,1.2863182805507577e-07,1.629442359693577e-05,2.0011532477379047e-15,8.3740639669813909e-11,7.815788870421031e-08,5.8374508479308711e-06,2.7787995628228735e-10,3.957353737046136e-11
7.19617609573023e-08,0.09977366400000001,0.80000000000000004,0.0,0.27894470649208203,0.095815059347096221,0.096895864666364712,1.6691235592742773e-07,3.0800397156110537e-06,2.0712770130638768e-06,5.8427457737573382e-07,1.2052918815615982e-20,2.3673620454615878e-16,1.4008452072489375e-11,4.737946040390032e-35,3.0649032348604513e-10,2.9161382838498887e-24,7.7865531317138381e-16,5.1204714414114357e-21,2.7474437462380139e-23,3.8940616330038748e-10,5.0173024295164847e-27,0.0041782535432173425,0.0061982851990249896,8.2228671468055663e-11,1.2903130437662611e-07,1.6315145735897104e-05,2.0047116155718882e-15,8.3847193862918733e-11,7.8153810551695573e-08,5.8575490738599687e-06,2.7989262612988504e-10,3.978132881731918e-11
7.208312949430221e-08,0.09977366400000001,0.80000000000000004,0.0,0.27893463957173342,0.095814991372207933,0.096890849792275274,1.6799612336621087e-07,3.1028850508038141e-06,2.0824911107975896e-06,5.8683582451507255e-07,1.2112747978155039e-20,2.3872073334588596e-16,1.4102941561989214e-11,4.8519043822936375e-35,3.0751826069656031e-10,2.961010000625442e-24,7.8395781967013626e-16,5.1707584527815054e-21,2.7646655789544972e-23,3.9141919820134992e-10,5.1030454217957312e-27,0.0041782997639601017,0.0062082688975092365,8.2359902293961981e-11,1.2939038917784505e-07,1.6333676918570077e-05,2.0079136376053603e-15,8.3942499866944837e-11,7.8150145980482861e-08,5.8756613607408666e-06,2.8171024856022264e-10,3.9968914862021148e-11
7.220449803130212e-08,0.09977366400000001,0.80000000000000004,0.0,0.27892457580456165,0.095814925043434557,0.096885835539613857,1.6908499337415717e-07,3.1258320530969839e-06,2.0937276718665016e-06,5.8940326598411677e-07,1.2172781760964273e-20,2.4071853122340007e-16,1.4197876210075992e-11,4.96839431819165e-35,3.0854634216769469e-10,3.0064883139253211e-24,7.8928353152024554e-16,5.2214300666478595e-21,2.7819628198428356e-23,3.934372991987468e-10,5.1901065565298953e-27,0.0041783443046822522,0.0062182512128787538,8.24911154886568e-11,1.2974905092154477e-07,1.635209586858701e-05,2.0111151771242043e-15,8.4037245601367848e-11,7.8146486830909218e-08,5.8937962506012841e-06,2.835337485762206e-10,4.0157044990966322e-11
7.232586656830204e-08,0.09977366400000001,0.80000000000000004,0.0,0.27891451517485505,0.095814860345680736,0.096880821908184825,1.701789807154875e-07,3.1488807284834373e-06,2.1049865503244503e-06,5.9197690284441749e-07,1.2233020641631564e-20,2.4272965971800068e-16,1.4293256929278096e-11,5.0874671603151573e-35,3.0957455753113878e-10,3.0525801775224164e-24,7.9463247707528873e-16,5.2724882683521267e-21,2.7993356512921199e-23,3.9546045612193464e-10,5.2785036348752062e-27,0.004178387180486038,0.0062282321455135676,8.2622311046790988e-11,1.301072872070541e-07,1.6370402840674996e-05,2.0143162340185094e-15,8.4131432341046822e-11,7.8142833063895007e-08,5.9119537207462294e-06,2.8536311332935185e-10,4.0345719722394502e-11
7.244723510530195e-08,0.09977366400000001,0.80000000000000004,0.0,0.27890445766703131,0.095814797263985466,0.096875808897793014,1.7127810016835995e-07,3.1720310811815283e-06,2.1162676001142603e-06,5.9455673614129501e-07,1.2293465099497027e-20,2.4475418048808532e-16,1.4389084629107802e-11,5.2091751543565422e-35,3.1060289645780028e-10,3.0992926088259e-24,8.0000468449774343e-16,5.3239350470499592e-21,2.8167842557231938e-23,3.9748865876511728e-10,5.3682546618152468e-27,0.0041784284063393837,0.0062382116957942022,8.275348896314457e-11,1.3046509567860905e-07,1.6388598093280315e-05,2.0175168080449706e-15,8.422506137907948e-11,7.8139184640740298e-08,5.9301337484816596e-06,2.871983315503076e-10,4.0534939573554076e-11
7.256860364230186e-08,0.09977366400000001,0.80000000000000004,0.0,0.27889440326563791,0.095814735783520844,0.0968707965082439,1.7238236652483886e-07,3.1952831136533065e-06,2.1275706750783969e-06,5.9714276690387774e-07,1.2354115615665283e-20,2.467921553106989e-16,1.4485360216057258e-11,5.3335714945130861e-35,3.1163134865807653e-10,3.1466326892908335e-24,8.0540018176019727e-16,5.3757723956889841e-21,2.8343088155881707e-23,3.995218968881144e-10,5.4593778480329288e-27,0.0041784679970770754,0.0062481898641016621,8.288464923264017e-11,1.3082247402645271e-07,1.6406681888516594e-05,2.020716898905478e-15,8.4318134026916194e-11,7.8135541523120754e-08,5.9483363111145116e-06,2.8903939011707934e-10,4.0724705060507426e-11
7.268997217930178e-08,0.09977366400000001,0.80000000000000004,0.0,0.27888435195535,0.095814675889591,0.096865784739343569,1.7349179459086347e-07,3.218636826619209e-06,2.1388956289696543e-06,5.9973499614514106e-07,1.2414972673017669e-20,2.4884364608108284e-16,1.4582084593594321e-11,5.4607103384355361e-35,3.1265990388212886e-10,3.1946075648271424e-24,8.1081899664654126e-16,5.4280023109867527e-21,2.8519095133699518e-23,4.0156016021713113e-10,5.55189161177626e-27,0.0041785059674019475,0.0062581666508174467,8.3015791850259477e-11,1.3117941997967177e-07,1.6424654492121341e-05,2.023916506613685e-15,8.4410651614778316e-11,7.8131903673083713e-08,5.9665613859527297e-06,2.9088627403980902e-10,4.0915016697932496e-11
7.281134071630169e-08,0.09977366400000001,0.80000000000000004,0.0,0.27887430372096872,0.095814617567630711,0.096860773590898647,1.746063991862164e-07,3.2420922190653673e-06,2.1502423154616843e-06,6.0233342486194512e-07,1.2476036756224538e-20,2.5090871481222404e-16,1.4679258662158846e-11,5.5906468225915676e-35,3.1368855192014773e-10,3.2432244462110233e-24,8.1626115675317134e-16,5.4806267934086868e-21,2.8695865315817493e-23,4.0360343844552022e-10,5.6458145807491422e-27,0.0041785423318860598,0.00626814205632353,8.3146916811091518e-11,1.315359313099093e-07,1.644251617340175e-05,2.0271156309555244e-15,8.45026154899049e-11,7.8128271053045769e-08,5.9848089503052888e-06,2.9273897394712822e-10,4.1105874999706898e-11
7.29327092533016e-08,0.09977366400000001,0.80000000000000004,0.0,0.2788642585474217,0.095814560803204468,0.096855763062716441,1.7572619514449296e-07,3.2656492882687824e-06,2.1616105881594582e-06,6.0493805403507415e-07,1.2537308351757594e-20,2.5298742363440339e-16,1.4776883319159067e-11,5.72343707781844e-35,3.1471728260261244e-10,3.292490609497345e-24,8.2172668949022452e-16,5.533647847146012e-21,2.887340052766607e-23,4.0565172123454101e-10,5.7411655940128967e-27,0.0041785771049718499,0.0062781160810023552,8.3278024110415809e-11,1.318920058385633e-07,1.6460267205176623e-05,2.030314271581099e-15,8.4594027017207574e-11,7.8124643625788492e-08,6.0030789814822278e-06,2.9459747593726596e-10,4.1297280478482014e-11
7.304194093660153e-08,0.09977366400000001,0.80000000000000004,0.0,0.27885522049588518,0.095814511035085051,0.096851254117518201,1.7673846239331386e-07,3.2869375805607059e-06,2.1718603687507496e-06,6.0728752247874158e-07,1.2592630614306444e-20,2.5486997529704212e-16,1.4865131502833921e-11,5.8454354875971984e-35,3.1564320250539302e-10,3.3373913590711116e-24,8.266656750579421e-16,5.5817075234332739e-21,2.903383782770436e-23,4.0749944607376801e-10,5.8282182261295767e-27,0.0041786070519366347,0.0062870915229224673,8.3396005575349138e-11,1.3221209767796933e-07,1.6476148756731728e-05,2.0331926345656012e-15,8.4675826277021397e-11,7.812138335061444e-08,6.0195411999239416e-06,2.9627507600575372e-10,4.1470013668316641e-11
7.315117261990145e-08,0.09977366400000001,0.80000000000000004,0.0,0.27884618490070262,0.095814462506636236,0.096846745674437462,1.7775495750556241e-07,3.3083082230738134e-06,2.1821274087441199e-06,6.0964201476589958e-07,1.2648121714551545e-20,2.567636713108714e-16,1.4953746037516701e-11,5.9698340885484021e-35,3.1656917378940692e-10,3.3828293708532521e-24,8.3162363423077072e-16,5.6300915151396317e-21,2.9194897611810169e-23,4.0935120862674742e-10,5.9164570418537168e-27,0.004178635731811404,0.0062960658469621324,8.3513972727313827e-11,1.3253183243898844e-07,1.6491941109728222e-05,2.0360706056295894e-15,8.4757180274512437e-11,7.8118127225113322e-08,6.0360215815759872e-06,2.9795735674464693e-10,4.164319085780946e-11
7.326040430320138e-08,0.09977366400000001,0.80000000000000004,0.0,0.27883715175114271,0.095814415207599271,0.096842237733334877,1.7877569132350261e-07,3.3297612103223295e-06,2.192411601316144e-06,6.1200153157829096e-07,1.2703782010922614e-20,2.5866855721076093e-16,1.5042727571105885e-11,6.0966759289676934e-35,3.174951891257914e-10,3.4288100863617332e-24,8.3660058660861392e-16,5.6788012909735216e-21,2.935658121132312e-23,4.1120700129286659e-10,6.0058962216188821e-27,0.004178663154859966,0.0063050390534011109,8.3631925563097792e-11,1.3285120862187644e-07,1.6507644470160221e-05,2.0389481845227297e-15,8.4838090040233093e-11,7.8114875222897638e-08,6.0525201098996973e-06,2.9964430814643335e-10,4.1816812418325106e-11
7.33696359865013e-08,0.09977366400000001,0.80000000000000004,0.0,0.27882812103655363,0.095814369127797519,0.096837730294071542,1.798006746983831e-07,3.3512965357351359e-06,2.2027128396239844e-06,6.1436607358720703e-07,1.2759611863062144e-20,2.605846786074082e-16,1.513207674950286e-11,6.2260047494399911e-35,3.1842124121274001e-10,3.4753389909780093e-24,8.4159655167224602e-16,5.7278383220328494e-21,2.9518889957766759e-23,4.1306681645233092e-10,6.0965500893347367e-27,0.0041786893312639227,0.0063140111425194715,8.3749864079510831e-11,1.3317022475031675e-07,1.652325904620895e-05,2.0418253712685214e-15,8.4918556616197014e-11,7.8111627317810363e-08,6.0690367683571728e-06,3.013359187749714e-10,4.199087872030821e-11
7.346794450147123e-08,0.09977366400000001,0.80000000000000004,0.0,0.27881999546658337,0.095814328690076916,0.096833674027692565,1.8072680208274193e-07,3.3707487214335218e-06,2.211998439888622e-06,6.1649845848467624e-07,1.2810003998397416e-20,2.6231883197225383e-16,1.5212805878597625e-11,6.3445637729709237e-35,3.1925471349969628e-10,3.5176882760290745e-24,8.4610919208131218e-16,5.7722526709816477e-21,2.9665503430841964e-23,4.1474408301478861e-10,6.179189083718535e-27,0.0041787118324957129,0.006322085067648581,8.3855996498618797e-11,1.3345703021942805e-07,1.6537236427804307e-05,2.0444145039631062e-15,8.4990598476691112e-11,7.8108707684842877e-08,6.0839172485653278e-06,3.028623464708181e-10,4.2147918951766289e-11
7.356625301644116e-08,0.09977366400000001,0.80000000000000004,0.0,0.27881187185272138,0.095814289224455645,0.09682961816759042,1.8165638832817556e-07,3.3902675885423553e-06,2.2212976827421178e-06,6.1863491480132018e-07,1.2860534030106903e-20,2.6406215645181266e-16,1.5293833789593185e-11,6.4652061310834043e-35,3.2008820437755889e-10,3.5604901342867505e-24,8.5063726248458995e-16,5.8169343659469803e-21,2.9812625322545761e-23,4.164245960286893e-10,6.2628343414845742e-27,0.0041787333394343474,0.0063301580881796621,8.3962117314296451e-11,1.3374354183446842e-07,1.6551142219196965e-05,2.0470033188106144e-15,8.5062282980181716e-11,7.8105791330801102e-08,6.0988123887317496e-06,3.0439253479283731e-10,4.2305319992512277e-11
7.36645615314111e-08,0.09977366400000001,0.80000000000000004,0.0,0.27880375018736575,0.095814250723683214,0.09682556271366459,1.8258944136383771e-07,3.4098531300479516e-06,2.2306104902793405e-06,6.2077544300488221e-07,1.2911202222919135e-20,2.6581468545276171e-16,1.5375160949195951e-11,6.5879651880860819e-35,3.2092170858007627e-10,3.6037486567100431e-24,8.5518077683900909e-16,5.8618844842718016e-21,2.9960256603929771e-23,4.1810834990109283e-10,6.3474966074705515e-27,0.0041787538593340279,0.0063382302043174859,8.4068226524362144e-11,1.3402975857588599e-07,1.6564976576568191e-05,2.0495918157622514e-15,8.5133610908102487e-11,7.8102878237088733e-08,6.1137221768019661e-06,3.0592647672499657e-10,4.2463082111110987e-11
7.376287004638102e-08,0.09977366400000001,0.80000000000000004,0.0,0.27879563046296485,0.095814213180561394,0.096821507665814849,1.8352596912473123e-07,3.4295053382456654e-06,2.2399367845971307e-06,6.2292004355630516e-07,1.2962008842376773e-20,2.6757645243086117e-16,1.5456787822798194e-11,6.7128747872057375e-35,3.2175522085908894e-10,3.6474679636534096e-24,8.5973974902518948e-16,5.9071041048343051e-21,3.0108398246159309e-23,4.1979533902756085e-10,6.4331867235510056e-27,0.004178773399396647,0.0063463014162670091,8.4174324126686866e-11,1.3431567944264176e-07,1.6578739657456824e-05,2.0521799947511335e-15,8.5204583048673158e-11,7.8099968385256082e-08,6.1286466007220428e-06,3.0746416567605423e-10,4.2621205575667411e-11
7.386117856135095e-08,0.09977366400000001,0.80000000000000004,0.0,0.27878751267201801,0.095814176587943903,0.096817453023941139,1.8446597955169697e-07,3.449224204746123e-06,2.249276487797715e-06,6.2506871690974163e-07,1.3012954154841025e-20,2.6934749089079676e-16,1.5538714874477281e-11,6.8399692566059946e-35,3.2258873598460623e-10,3.6916522050136341e-24,8.6431419284788566e-16,5.9525943080402247e-21,3.0257051220511784e-23,4.2148555779241152e-10,6.5199156293339172e-27,0.0041787919667721557,0.0063543717242333748,8.4280410119189394e-11,1.3460130345158015e-07,1.6592431620742314e-05,2.0547678557130968e-15,8.527520019681541e-11,7.8097061756998848e-08,6.1435856484386059e-06,3.0900559464910055e-10,4.2779690653794569e-11
7.395948707632089e-08,0.09977366400000001,0.80000000000000004,0.0,0.2787793968070742,0.095814140938735984,0.096813398787943691,1.8540948059140307e-07,3.4690097204801117e-06,2.2586295219921095e-06,6.2722146351256975e-07,1.306403842749605e-20,2.7112783438602026e-16,1.5620942566994917e-11,6.9692834154677336e-35,3.2342224874488272e-10,3.7363055603769878e-24,8.6890412203643084e-16,5.9983561758151528e-21,3.0406216498375075e-23,4.2317900056897238e-10,6.6076943628606352e-27,0.0041788095685589468,0.0063624411284219085,8.438648449983295e-11,1.3488662963717475e-07,1.6606052626627475e-05,2.0573553985868109e-15,8.53454631540656e-11,7.8094158334157027e-08,6.1585393078988366e-06,3.105507567193714e-10,4.2938537612609565e-11
