Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),CO2X(24)
1.3505134360174532e-07,0.09977366400000001,0.80000000000000004,0.0,0.27397062312434278,0.095850932285501053,0.094369270689551574,1.7946274784750661e-06,2.7045653063336518e-05,8.5457915934156745e-06,2.7369280751895917e-06,9.1546559084439931e-20,4.7242355764097422e-15,1.3655229136014686e-10,2.0877684731922454e-31,7.3834742780268297e-10,6.0904172175114491e-22,7.0681066474465608e-15,1.3497362850102943e-19,2.6086105519526065e-22,1.9023871708099265e-09,2.1974971452191967e-24,0.0041266583643334662,0.011210017343654323,1.4810892971412463e-10,2.6468838378408271e-07,1.8182608950646001e-05,3.6077247844086747e-15,9.4674373781103711e-11,7.6596650953480314e-08,1.7800599143514064e-05,1.8122881396456114e-09,2.1946631915352885e-10
1.3551574516178208e-07,0.09977366400000001,0.80000000000000004,0.0,0.27393541493743712,0.095851297452394305,0.094351245729755784,1.8175179873314379e-06,2.7300345906601928e-05,8.5889819096696513e-06,2.7585412966602967e-06,9.2757261587277028e-20,4.7964750528198128e-15,1.3805668437312268e-10,2.1772343526386741e-31,7.404888722285922e-10,6.2538732057023046e-22,7.1431348117783391e-15,1.3709722000667026e-19,2.639544604340331e-22,1.9158213743762406e-09,2.2664058551383667e-24,0.0041261458189842141,0.011245641491516184,1.4857719395352309e-10,2.6545988691055741e-07,1.8175533756676225e-05,3.6191039138472155e-15,9.4650498954497041e-11,7.6586556523358074e-08,1.790348003877638e-05,1.8271509199470261e-09,2.2144221089656991e-10
1.3598014672181885e-07,0.09977366400000001,0.80000000000000004,0.0,0.27390022448236601,0.095851662171553692,0.094333228843120343,1.8406138991041579e-06,2.755607719491322e-05,8.6320575382787694e-06,2.7802312630587888e-06,9.3983244123380212e-20,4.8694945137864291e-15,1.3957028552063884e-10,2.2701052982625842e-31,7.4261615220832375e-10,6.4209384471551227e-22,7.2186185665323655e-15,1.3924348220063357e-19,2.6707225303187975e-22,1.9292779523148082e-09,2.3371596466167124e-24,0.0041256332751612914,0.011281247804732678,1.490452239092556e-10,2.6622960047384924e-07,1.8168397539458691e-05,3.6304772769757166e-15,9.4626321082732462e-11,7.6576473705124335e-08,1.8006524963616221e-05,1.8420603995920749e-09,2.2342795245685509e-10
1.3644454828185562e-07,0.09977366400000001,0.80000000000000004,0.0,0.27386505173817272,0.095852026435671062,0.094315220023410057,1.863916231547585e-06,2.7812845670225383e-05,8.6750183441907472e-06,2.8019977670390055e-06,9.5224701886156019e-20,4.9432985060358059e-15,1.4109309751179089e-10,2.366494214300351e-31,7.447293301759779e-10,6.5916746880612832e-22,7.2945586617377921e-15,1.414125253885392e-19,2.7021451944357378e-22,1.9427567429539939e-09,2.4097991611689192e-24,0.0041251207405147861,0.011316836296344576,1.4951301975274713e-10,2.6699753666959622e-07,1.8161201705378716e-05,3.6418448789329488e-15,9.4601847092500314e-11,7.6566402401601231e-08,1.8109732765744318e-05,1.8570164903651828e-09,2.2542354372982936e-10
1.3690894984189238e-07,0.09977366400000001,0.80000000000000004,0.0,0.27382989668422508,0.095852390237700161,0.094297219264397256,1.8874260023565462e-06,2.8070650085005498e-05,8.7178642016488832e-06,2.8238406003529492e-06,9.6481832218924368e-20,5.0178915751141913e-15,1.426251229383126e-10,2.4665171799990413e-31,7.4682846866239612e-10,6.7661444045516498e-22,7.370955845153716e-15,1.4360445941156847e-19,2.7338134589034951e-22,1.9562575857751389e-09,2.4843657337825285e-24,0.0041246082224326054,0.011352406979366779,1.4998058165487664e-10,2.6776370740764208e-07,1.8153947622841345e-05,3.6532067248193113e-15,9.4577083721757763e-11,7.6556342516854631e-08,1.8213102294169663e-05,1.8720191041006164e-09,2.2742898443278505e-10
1.3737335140192915e-07,0.09977366400000001,0.80000000000000004,0.0,0.27379475930020558,0.095852753570847674,0.094279226559862039,1.9111442291478314e-06,2.8329489201839962e-05,8.7605949939294048e-06,2.8457595538607444e-06,9.7754834627966552e-20,5.0932782653276748e-15,1.4416636427568288e-10,2.5702935223509729e-31,7.4891363028177834e-10,6.9444108070359756e-22,7.4478108622371989e-15,1.4581939364325041e-19,2.7657281835888892e-22,1.9697803213913943e-09,2.5609014010920816e-24,0.0041240957280493122,0.011387959866788817,1.5044790978599331e-10,2.6852812432195866e-07,1.8146636623569642e-05,3.6645628196980801e-15,9.4552037526215398e-11,7.6546293956176365e-08,1.8316632399207249e-05,1.887068152686061e-09,2.294442741054362e-10
1.3783775296196592e-07,0.09977366400000001,0.80000000000000004,0.0,0.27375963956610072,0.09585311642856488,0.094261241903592016,1.9350719294417442e-06,2.8589361793056221e-05,8.8032106130875393e-06,2.8677544175406108e-06,9.9043910795547804e-20,5.1694631196826298e-15,1.4571682388421135e-10,2.6779458900962932e-31,7.5098487771882287e-10,7.1265378445331315e-22,7.5251244561127896e-15,1.4805743698629984e-19,2.7978902260031741e-22,1.983324791527251e-09,2.6394489096016556e-24,0.0041235832642546582,0.011423494971575335,1.5091500431593204e-10,2.6929079878026439e-07,1.8139270003856852e-05,3.6759131685965869e-15,9.4526714885593211e-11,7.6536256626067191e-08,1.8420321932485905e-05,1.9021635480664437e-09,2.3146941211049375e-10
1.3830215452200268e-07,0.09977366400000001,0.80000000000000004,0.0,0.27372453746219116,0.095853478804539163,0.094243265289382358,1.9592101206437168e-06,2.885026664035863e-05,8.84571095971199e-06,2.8898249804987798e-06,1.003492645929137e-19,5.2464506798267738e-15,1.4727650401010334e-10,2.7896003290081334e-31,7.5304227371636956e-10,7.3125902089919556e-22,7.6028973675435418e-15,1.503186978695053e-19,2.8303004412921237e-22,1.9968908389987328e-09,2.7200517239557004e-24,0.0041230708377018276,0.011459012306666563,1.513818654140281e-10,2.7005174189334302e-07,1.8131849025773717e-05,3.6872577765073683e-15,9.4501122009651283e-11,7.6526230434219404e-08,1.8524169746956143e-05,1.9173052022479419e-09,2.3350439763424285e-10
1.3876655608203945e-07,0.09977366400000001,0.80000000000000004,0.0,0.2736894529690419,0.095853840692686265,0.09422529671103573,1.983559820025983e-06,2.9112202534478055e-05,8.8880959426875989e-06,2.9119710309793301e-06,1.016711020932602e-19,5.3242454859908398e-15,1.4884540678650517e-10,2.9053863584749622e-31,7.5508588106352656e-10,7.502633339602628e-22,7.6811303349034286e-15,1.5260328424466829e-19,2.8629596822262196e-22,2.0104783076942489e-09,2.8027540352580723e-24,0.004122558454815399,0.011494511884978784,1.5184849324913209e-10,2.7081096452406853e-07,1.8124374918332492e-05,3.6985966483892884e-15,9.4475264944004338e-11,7.6516215289500238e-08,1.8628174696897998e-05,1.9324930273021817e-09,2.3554922968712091e-10
1.3923095764207621e-07,0.09977366400000001,0.80000000000000004,0.0,0.27365438606749354,0.095854202087142445,0.094207336162362224,2.0081220447093162e-06,2.9375168274834797e-05,8.9303654789658128e-06,2.9341923563739642e-06,1.0300963158467651e-19,5.4028520769308517e-15,1.5042353423453082e-10,3.0254370493948062e-31,7.5711576258426371e-10,7.6967334270983553e-22,7.7598240941511754e-15,1.5491130358359225e-19,2.8958687991909491e-22,2.0240870425560682e-09,2.8876007694391384e-24,0.0041220461217990525,0.011529993719404731,1.5231488798962337e-10,2.7156847729614005e-07,1.8116848878608876e-05,3.7099297891685871e-15,9.4449149575724816e-11,7.6506211101935182e-08,1.8732335637928911e-05,1.9477269353705665e-09,2.3760390710429713e-10
1.3969535920211298e-07,0.09977366400000001,0.80000000000000004,0.0,0.2736193367386528,0.095854562982257099,0.094189383637179339,2.032897811644824e-06,2.9639162669214479e-05,8.9725194933427743e-06,2.9564887432317041e-06,1.0436506358306081e-19,5.4822749898709863e-15,1.5201088826426905e-10,3.149889103396084e-31,7.5913198112645588e-10,7.8949574180472639e-22,7.8389793788054693e-15,1.5724286287512202e-19,2.9290286401772163e-22,2.0377168895624068e-09,2.9746375956708739e-24,0.0041215338446430006,0.011565457822814063,1.527810498034239e-10,2.7232429060253502e-07,1.8109272072823213e-05,3.7212572037399278e-15,9.4422781638742282e-11,7.6496217782691443e-08,1.8836651427011628e-05,1.9630068386687357e-09,2.3966842854625421e-10
1.4015976076214975e-07,0.09977366400000001,0.80000000000000004,0.0,0.27358430496388386,0.095854923372585596,0.094171439129311932,2.0578881375958075e-06,2.9904184533456499e-05,9.0145579182446528e-06,2.9788599772685263e-06,1.0573761084500781e-19,5.5625187604469983e-15,1.5360747067577334e-10,3.2788829333998519e-31,7.6113459955136004e-10,8.0973730191343423e-22,7.9185969199214936e-15,1.5959806862223363e-19,2.9624400507718613e-22,2.0513676957101055e-09,3.0639109348298115e-24,0.0041210216291311915,0.011600904208053741,1.5324697885801115e-10,2.7307841461368339e-07,1.8101645637382311e-05,3.7325788969673952e-15,9.4396166719045645e-11,7.6486235244061896e-08,1.8941120922462097e-05,1.9783326494911207e-09,2.4174279249937032e-10
1.406241623221865e-07,0.09977366400000001,0.80000000000000004,0.0,0.27354929072480066,0.095855283252882229,0.094153502632592173,2.0830940391196795e-06,3.0170232691154631e-05,9.056480693520056e-06,3.0013058433769357e-06,1.0712748838066838e-19,5.6435879226502455e-15,1.5521328316003454e-10,3.4125627455383131e-31,7.631236807235081e-10,8.3040487014332512e-22,7.9986774460687406e-15,1.6197702683917311e-19,2.9961038741482795e-22,2.0650393089978696e-09,3.1554679680077491e-24,0.0041205094808482385,0.011636332887948421,1.5371267532043028e-10,2.7383085928536985e-07,1.8093970679883105e-05,3.7438948736854352e-15,9.4369310259694073e-11,7.6476263399449121e-08,1.904574298395743e-05,1.993704280215552e-09,2.4382699727650297e-10
1.4108856388222328e-07,0.09977366400000001,0.80000000000000004,0.0,0.27351429400325789,0.09585564261809365,0.094135574140859504,2.1085165325499489e-06,3.0437305973369498e-05,9.0982877662392162e-06,3.0238261256354572e-06,1.0853491346658016e-19,5.7254870087722402e-15,1.5682832729993596e-10,3.5510766224445044e-31,7.6509928750100126e-10,8.5150537046679258e-22,8.0792216833101393e-15,1.6437984304864561e-19,3.0300209510571649e-22,2.078731578410074e-09,3.2493566450701029e-24,0.0041199974051861427,0.011671743875300844,1.5417813935730663e-10,2.745816343663722e-07,1.8086248280079495e-05,3.7552051386997969e-15,9.4342217565643849e-11,7.646630216334963e-08,1.9150516472543817e-05,2.0091216433079632e-09,2.4592104101757463e-10
1.4155296544226004e-07,0.09977366400000001,0.80000000000000004,0.0,0.27347931478134402,0.095856001463352256,0.094117653647960653,2.1341566339782603e-06,3.070540321835243e-05,9.1399790904997189e-06,3.0464206073180766e-06,1.0996010565846908e-19,5.8082205493497666e-15,1.5845260457119304e-10,3.6945766079281477e-31,7.6706148272619086e-10,8.7304580414637332e-22,8.1602303551823377e-15,1.6680662227905368e-19,3.0641921198173362e-22,2.092444353901083e-09,3.3456256932617744e-24,0.0041194854073507833,0.011707137182892187,1.5464337113485661e-10,2.7533074940583681e-07,1.8078479490813427e-05,3.7665096967884051e-15,9.4314893808395492e-11,7.6456351451338193e-08,1.9255440250644518e-05,2.0245846513270904e-09,2.4802492169015879e-10
1.420173670022968e-07,0.09977366400000001,0.80000000000000004,0.0,0.27344435304137293,0.09585635978397003,0.094099741147749452,2.1600153592365013e-06,3.0974523271280417e-05,9.1815546272385119e-06,3.0690890709036058e-06,1.1140328680402152e-19,5.8917930731105429e-15,1.6008611634327721e-10,3.8432187930526764e-31,7.6901032921673196e-10,8.950332501588147e-22,8.2417041826772604e-15,1.6925746906178451e-19,3.0986182163066942e-22,2.1061774863800964e-09,3.4443246258604339e-24,0.0041189734923681824,0.011742512823482449,1.5510837081889976e-10,2.7607821376040403e-07,1.8070665338911615e-05,3.7778085527022399e-15,9.4287344030469957e-11,7.6446411180052672e-08,1.9360513182067785e-05,2.040093216929197e-09,2.5013863709006827e-10
1.4248176856233358e-07,0.09977366400000001,0.80000000000000004,0.0,0.2734094087658776,0.095856717575432307,0.094081836634087007,2.1860937238789677e-06,3.1244664984001743e-05,9.2230143440500393e-06,3.0918312980849938e-06,1.1286468105562612e-19,5.9762091069193935e-15,1.6172886388032373e-10,3.9971634036285311e-31,7.7094588975699378e-10,9.1747486561806815e-22,8.3236438842247586e-15,1.7173248742854654e-19,3.1333000739532596e-22,2.1199308276964913e-09,3.5455037508770921e-24,0.0041184616650905568,0.011777870809810747,1.5557313857486863e-10,2.7682403660108189e-07,1.8062806826048938e-05,3.7891017111661357e-15,9.4259573149716587e-11,7.6436481267178803e-08,1.9465734132014891e-05,2.0556472528728359e-09,2.5226218484194381e-10
1.4294617012237034e-07,0.09977366400000001,0.80000000000000004,0.0,0.27337448193760244,0.095857074833392175,0.094063940100841445,2.2123927431645927e-06,3.1515827214792039e-05,9.2643582150101715e-06,3.1146470697785611e-06,1.143445148830853e-19,6.0614731757249771e-15,1.6338084834202588e-10,4.1565748891378667e-31,7.7286822708981535e-10,9.4037788619720706e-22,8.4060501756764224e-15,1.7423178090875482e-19,3.1682385237263359e-22,2.1337042306256329e-09,3.6492141798038355e-24,0.0041179499302021871,0.011813211154595677,1.5603767456781932e-10,2.775682269198811e-07,1.8054904929579638e-05,3.80038917687959e-15,9.4231585963461033e-11,7.6426561631435238e-08,1.9571101967088117e-05,2.0712466720235205e-09,2.5439556239984528e-10
1.434105716824071e-07,0.09977366400000001,0.80000000000000004,0.0,0.27333957253949637,0.095857431553664579,0.094046051541888026,2.2389134320392387e-06,3.1788008828120297e-05,9.3055862205058048e-06,3.1375361661331859e-06,1.1584301708629613e-19,6.1475898025069939e-15,1.6504207078451409e-10,4.3216220131058518e-31,7.7477740390859144e-10,9.6374962654924174e-22,8.4889237702904775e-15,1.7675545252696447e-19,3.2034343941277591e-22,2.14749754885516e-09,3.755507836408617e-24,0.0041174382922250586,0.01184853387053561,1.5650197896244149e-10,2.7831079353621603e-07,1.804696060333761e-05,3.8116709545175213e-15,9.4203387152498222e-11,7.6416652192558869e-08,1.9676615555298729e-05,2.0868913873584775e-09,2.5653876704784272e-10
1.4387497324244388e-07,0.09977366400000001,0.80000000000000004,0.0,0.27330468055470708,0.095857787732221034,0.094028170951109102,2.2656568051180532e-06,3.2061208694424572e-05,9.3466983470698945e-06,3.1604983665394103e-06,1.1736041880789964e-19,6.2345635082239272e-15,1.6671253216122177e-10,4.4924779449338371e-31,7.7667348284967946e-10,9.8759748072683126e-22,8.5722653787177374e-15,1.7930360480035322e-19,3.2388885111832644e-22,2.1613106369717106e-09,3.8644374655769663e-24,0.0041169267555243357,0.01188383897030902,1.5696605192306781e-10,2.7905174510307134e-07,1.8038974778406589e-05,3.822947048731014e-15,9.4174981284933745e-11,7.6406752871290215e-08,1.9782273766075003e-05,2.1025813119712519e-09,2.5869179590060974e-10
1.4433937480248064e-07,0.09977366400000001,0.80000000000000004,0.0,0.27326980596657352,0.095858143365184181,0.094010298322393993,2.2926238766678817e-06,3.233542568989703e-05,9.3876945872216947e-06,3.1835334496385042e-06,1.1889695354589874e-19,6.3223988117612698e-15,1.6839223332373726e-10,4.6693203532096443e-31,7.7855652648510991e-10,1.0119289226008655e-21,8.6560757089885691e-15,1.8187633973625139e-19,3.2746016984339395e-22,2.1751433504480749e-09,3.9760566422005049e-24,0.0041164153243136437,0.011919126466574753,1.5742989361368279e-10,2.7979109011295193e-07,1.8030948363861554e-05,3.8342174641480056e-15,9.4146372819882532e-11,7.6396863589359078e-08,1.9888075470270255e-05,2.1183163590763144e-09,2.6085464590401767e-10
1.448037763625174e-07,0.09977366400000001,0.80000000000000004,0.0,0.27323494875862087,0.095858498448822868,0.093992433649639009,2.3198156605897474e-06,3.261065869627797e-05,9.4285749393120745e-06,3.2066411933314501e-06,1.2045285716624378e-19,6.4111002298802505e-15,1.7008117502264333e-10,4.8523315005103875e-31,7.8042659731559616e-10,1.0367515062779179e-21,8.7403554665008812e-15,1.8447375882972056e-19,3.3105747769277971e-22,2.1889955456307675e-09,4.0904197801121278e-24,0.004115904002660176,0.011954396371972315,1.5789350419793172e-10,2.8052883690361194e-07,1.8022882247482259e-05,3.8454822053739815e-15,9.4117566111026984e-11,7.6386984269470392e-08,1.9994019540170851e-05,2.1340964420136556e-09,2.6302731383573104e-10
1.4526817792255417e-07,0.09977366400000001,0.80000000000000004,0.0,0.2732001089145541,0.095858852979547007,0.093974576926747461,2.3472331704013958e-06,3.2886906600658664e-05,9.4693394073736546e-06,3.2298213747878798e-06,1.2202836791538588e-19,6.500672277167036e-15,1.7177935790834408e-10,5.0416983397131748e-31,7.822837577638229e-10,1.0620728665165385e-21,8.8251053540090333e-15,1.8709596306117883e-19,3.3468085652114317e-22,2.2028670797279983e-09,4.207582141067742e-24,0.0041153927944896163,0.01198964869912217,1.5835688383912911e-10,2.8126499366357453e-07,1.8014777296439844e-05,3.8567412769926289e-15,9.4088565410040771e-11,7.6377114835290331e-08,2.0100104849504239e-05,2.1499214742531684e-09,2.6520979630580476e-10
1.4573257948259094e-07,0.09977366400000001,0.80000000000000004,0.0,0.27316528641825216,0.09585920695390307,0.093956728147629509,2.3748774192198959e-06,3.3164168295292385e-05,9.5099880009756287e-06,3.2530737704549441e-06,1.2362372643279738e-19,6.591119465982418e-15,1.7348678253187908e-10,5.2376126118291802e-31,7.8412807016801253e-10,1.087900719142394e-21,8.9103260716137046e-15,1.8974305289407478e-19,3.3833038793217867e-22,2.2167578107980263e-09,4.3275998437744115e-24,0.0041148817035909181,0.012024883460625971,1.5882003270026654e-10,2.819995684374475e-07,1.8006634357957615e-05,3.8679946835664543e-15,9.4059374869883459e-11,7.6367255211432404e-08,2.0206330273446971e-05,2.1657913693991277e-09,2.6740208975728115e-10
1.461969810426277e-07,0.09977366400000001,0.80000000000000004,0.0,0.27313048125376305,0.095859560368569172,0.09393888730620234,2.4027494197443091e-06,3.3442442677413751e-05,9.5505207350831039e-06,3.2763981560661263e-06,1.2523917576345885e-19,6.6824463064119713e-15,1.7520344934572657e-10,5.4402709453765774e-31,7.8595959677574987e-10,1.1142428614622193e-21,8.9960183167526384e-15,1.9241512827260756e-19,3.4200615327780168e-22,2.2306675977378854e-09,4.4505298729647935e-24,0.004114370733620901,0.012060100669066837,1.5928295094402034e-10,2.8273256913104012e-07,1.7998454259946898e-05,3.8792424296374015e-15,9.4029998547970136e-11,7.6357405323443912e-08,2.0312694688632761e-05,2.1817060411944567e-09,2.6960419046679005e-10
1.4666138260266447e-07,0.09977366400000001,0.80000000000000004,0.0,0.2730956934052976,0.095859913220350826,0.093921054396389869,2.4308501842384207e-06,3.3721728649065582e-05,9.5909376299207519e-06,3.2997943066499966e-06,1.2687496137031287e-19,6.7746573062166649e-15,1.7692935870459491e-10,5.6498749573078684e-31,7.8777839973806225e-10,1.1411071726765933e-21,9.0821827841922552e-15,1.9511228861949481e-19,3.457082336573447e-22,2.2445963002724666e-09,4.5764300885177305e-24,0.0041138598881087065,0.012095300337009573,1.5974563873275892e-10,2.8346400351628568e-07,1.7990237811618771e-05,3.8904845197274092e-15,9.4000440409220396e-11,7.6347565097792535e-08,2.0419196973160495e-05,2.197665403524931e-09,2.7181609454514835e-10
1.4712578416270124e-07,0.09977366400000001,0.80000000000000004,0.0,0.2730609228572255,0.095860265506176712,0.093903229412122952,2.4591807245135358e-06,3.4002025116933507e-05,9.6312387108406499e-06,3.3232619965389033e-06,1.2853133114668323e-19,6.8677569707839463e-15,1.7866451086620246e-10,5.8666313555072576e-31,7.8958454110374084e-10,1.1685016142914992e-21,9.1688201660201113e-15,1.978346328337868e-19,3.49436709916764e-22,2.2585437789439466e-09,4.7053592346248599e-24,0.0041133491704601014,0.012130482477000932,1.6020809622855018e-10,2.8419387923598046e-07,1.7981985804072778e-05,3.9017209583390002e-15,9.3970704328992715e-11,7.6337734461853151e-08,2.0525836006602291e-05,2.2136693704233322e-09,2.7403779793796197e-10
1.47590185722738e-07,0.09977366400000001,0.80000000000000004,0.0,0.27302616959406906,0.09586061722309426,0.093885412347339173,2.4877420519113317e-06,3.4283330992187668e-05,9.6714240081941401e-06,3.346800999377616e-06,1.3020853542865995e-19,6.9617498030792689e-15,1.8040890599204772e-10,6.0907520428736413e-31,7.9137808281389529e-10,1.1964342305286769e-21,9.2559311516381473e-15,2.0058225928872696e-19,3.5319166264785448e-22,2.2725098951015386e-09,4.8373769490031178e-24,0.0041128385839616262,0.012165647101569824,1.6067032359316751e-10,2.8492220380833951e-07,1.7973699010863317e-05,3.9129517499557917e-15,9.3940794095905925e-11,7.6327913343894697e-08,2.0632610670011532e-05,2.2297178560734448e-09,2.7626929642622862e-10
1.4805458728277477e-07,0.09977366400000001,0.80000000000000004,0.0,0.27299143360049949,0.095860968368265853,0.09386760319598296,2.5165351772867833e-06,3.4565645190331322e-05,9.7114935572075607e-06,3.3704110881319054e-06,1.3190682700745001e-19,7.0566403035980618e-15,1.8216254414816841e-10,6.32245422300498e-31,7.9315908669673369e-10,1.2249131487347494e-21,9.3435164277567232e-15,2.0335526582965947e-19,3.5697317218747575e-22,2.2864945108915763e-09,4.9725437721529711e-24,0.0041123281317846224,0.01220079422322755,1.6113232098809714e-10,2.8564898463137792e-07,1.796537818854461e-05,3.9241768990430143e-15,9.3910713414555025e-11,7.6318101673067472e-08,2.0739519845930885e-05,2.2458107748139575e-09,2.785105856269413e-10
1.4851898884281154e-07,0.09977366400000001,0.80000000000000004,0.0,0.2729567148613315,0.095861318938964865,0.093849801952005485,2.5455611109911484e-06,3.4848966631056234e-05,9.7514473978617055e-06,3.3940920350970605e-06,1.3362646114169222e-19,7.1524329703181417e-15,1.8392542530589038e-10,6.5619605074997472e-31,7.9492761446255769e-10,1.2539465797891021e-21,9.4315766783893929e-15,2.0615374977198162e-19,3.6078131861678643e-22,2.3004974892478871e-09,5.1109211566622912e-24,0.0041118178169891008,0.012235923854468001,1.6159408857454336e-10,2.8637422898712238e-07,1.7957024077195022e-05,3.9353964100480194e-15,9.3880465908122142e-11,7.6308299379390051e-08,2.0846562418400375e-05,2.261948041142281e-09,2.8076166099369349e-10
1.489833904028483e-07,0.09977366400000001,0.80000000000000004,0.0,0.27292201336151939,0.095861668932571878,0.093832008609364623,2.5748208628550128e-06,3.5133294238104358e-05,9.7912855747748718e-06,3.4178436119063676e-06,1.3536769556973679e-19,7.249132298652571e-15,1.8569754934256725e-10,6.809499024891242e-31,7.9668372769896412e-10,1.2835428185105162e-21,9.5201125848483884e-15,2.0897780789914295e-19,3.6461618176048941e-22,2.3145186938824749e-09,5.252571476555678e-24,0.0041113076425275084,0.012271036007767869,1.6205562651343522e-10,2.8709794404565923e-07,1.794863740092161e-05,3.9466102874007432e-15,9.3850055120890331e-11,7.6298506393737398e-08,2.0953737272965353e-05,2.2781295697182108e-09,2.830225178172851e-10
1.4944779196288507e-07,0.09977366400000001,0.80000000000000004,0.0,0.27288732908615221,0.095862018346571209,0.093814223162025021,2.6043154421714065e-06,3.5418626939135798e-05,9.8310081370893871e-06,3.4416655895395105e-06,1.3713079052188919e-19,7.3467427814029191e-15,1.8747891604231014e-10,7.0653035312306125e-31,7.9842748786624924e-10,1.3137102440625359e-21,9.6091248257408257e-15,2.118275364606894e-19,3.6847784118608577e-22,2.3285579892764755e-09,5.3975580366891263e-24,0.0041107976112483386,0.012306130695586821,1.6251693496543165e-10,2.8782013686902336e-07,1.7940218868345544e-05,3.9578185355141594e-15,9.3819484520659704e-11,7.6288722647827778e-08,2.106104329668458e-05,2.294355275367511e-09,2.8529315122632904e-10
1.4991219352292184e-07,0.09977366400000001,0.80000000000000004,0.0,0.27285266202045044,0.095862367178547181,0.09379644560395789,2.6340458576789756e-06,3.570496366560264e-05,9.8706151383614337e-06,3.4655577383309397e-06,1.389160087326179e-19,7.4452689087129677e-15,1.8926952509670833e-10,7.3296135223344344e-31,8.001589562930003e-10,1.3444573203575566e-21,9.6986140769655433e-15,2.1470303117035253e-19,3.7236637620313749e-22,2.3426152406713847e-09,5.5459450821898794e-24,0.0041102877258996388,0.012341207930367729,1.6297801409092699e-10,2.8854081441493386e-07,1.7931769173069206e-05,3.9690211587847295e-15,9.3788757501074433e-11,7.6278948074211549e-08,2.1168479378138247e-05,2.3106250730853565e-09,2.8757355618786123e-10
1.503765950829586e-07,0.09977366400000001,0.80000000000000004,0.0,0.27281801214976054,0.095862715426180883,0.093778675929141214,2.6640131175452265e-06,3.5992303352628489e-05,9.9101066364540987e-06,3.4895198279781649e-06,1.4072361545272492e-19,7.5447151680228228e-15,1.910693761055408e-10,7.6026743477127694e-31,8.0187819417187501e-10,1.3757925964596292e-21,9.7885810117105976e-15,2.1760438720418418e-19,3.7628186586254138e-22,2.3566903140605622e-09,5.6977978079413233e-24,0.0041097779891323951,0.012376267724536823,1.6343886405005624e-10,2.8925998354038286e-07,1.7923288994125669e-05,3.9802181615928113e-15,9.3757877383858259e-11,7.6269182606257868e-08,2.1276044407435947e-05,2.3269388780396612e-09,2.8986372750794779e-10
1.5084099664299537e-07,0.09977366400000001,0.80000000000000004,0.0,0.27278337945955267,0.095863063087246889,0.093760914131559597,2.6942182293498313e-06,3.6280644938893386e-05,9.9494826934335504e-06,3.5135516275500125e-06,1.4255387846148012e-19,7.6450860440234467e-15,1.9287846857747948e-10,7.8847373261936578e-31,8.0358526255555774e-10,1.4077247069859613e-21,9.8790263004513576e-15,2.2053169919873513e-19,3.8022438895581056e-22,2.3707830761809609e-09,5.853182368112805e-24,0.0041092684035038095,0.012411310090503872,1.6389948500269969e-10,2.8997765100507951e-07,1.7914778996411226e-05,3.9914095483030726e-15,9.3726847420969835e-11,7.6259426178144573e-08,2.1383737276224757e-05,2.3432966055742991e-09,2.9216365983229732e-10
1.5130539820303213e-07,0.09977366400000001,0.80000000000000004,0.0,0.27274876393541597,0.095863410159610141,0.093743160205204137,2.7246622000679897e-06,3.6569987366524121e-05,9.9887433754681188e-06,3.5376529054948131e-06,1.4440706807871782e-19,7.7463860186115898e-15,1.9469680193078348e-10,8.1760598632600257e-31,8.0528022235288349e-10,1.4402623725071076e-21,9.9699506109492017e-15,2.2348506124927892e-19,3.8419402401436582e-22,2.3848933945051288e-09,6.0121658857341801e-24,0.0041087589714804461,0.012446335040662351,1.6435987710848783e-10,2.9069382347475722e-07,1.7906239831101635e-05,4.0025953232648697e-15,9.36956707966705e-11,7.6249678724844376e-08,2.1491556877697158e-05,2.359698171212167e-09,2.9447334764687071e-10
1.517697997630689e-07,0.09977366400000001,0.80000000000000004,0.0,0.27271416556305489,0.095863756641222722,0.09372541414407265,2.7553460360538724e-06,3.6860329580989395e-05,1.0027888752730313e-05,3.5618234296485525e-06,1.4628345717689572e-19,7.8486195708451384e-15,1.9652437549398583e-10,8.4769055701150608e-31,8.0696313432512999e-10,1.473414399945838e-21,1.0061354608250776e-14,2.2646456690807888e-19,3.8819084930883628e-22,2.3990211372334138e-09,6.1748164623149911e-24,0.0041082496954412944,0.012481342587389619,1.6482004052680574e-10,2.9140850752434921e-07,1.7897672136052783e-05,4.0137754908126296e-15,9.3664350629522555e-11,7.6239940182116141e-08,2.1599502106599114e-05,2.3761434906581811e-09,2.9679278527849529e-10
