Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),H2OX(23),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),COX(50),CO2X(24),H2X(49),CHOX(53),CH4OX(60)
2.8086697066723376e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32707819089621676,0.11291708424528206,0.020371918625537885,1.1997812709361081e-08,7.9541379569118028e-05,3.6392938824758119e-06,4.3286059112527006e-05,3.8904630982574242e-12,2.3376183066260186e-19,5.5633457202982723e-07,2.1613182942379696e-23,1.6229271003832347e-08,6.904987997460805e-18,3.4870144243571501e-09,8.9008033258642937e-16,7.2225319921866745e-18,1.8056729988224218e-06,2.5736972670499881e-17,0.0057088180683797195,0.0047740470991819535,8.4646462875306375e-09,5.8319698071897081e-07,4.4287490783298248e-09,5.6586043350689507e-06,5.898999519334625e-13,2.4344540122486159e-09,1.9211564830551067e-07,2.7785910624288841e-09,3.4885815535346571e-11,1.1283207204210573e-12,5.5076146584623837e-08,7.0873617570183374e-15,5.9189451840927646e-14
2.8227777047369727e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3270570418208939,0.11291704036823914,0.020360529130152915,1.219344750549474e-08,8.0363689818272832e-05,3.6431176826592206e-06,4.369803270600466e-05,3.9788172780191877e-12,2.3616068474482213e-19,5.6213042188657426e-07,2.2602156746008724e-23,1.6219649766819013e-08,7.1094105780875726e-18,3.5318403076483503e-09,8.9812826581813117e-16,7.3284180490179916e-18,1.8164367852624189e-06,2.6622668994117237e-17,0.0057084439079390379,0.0047955789524126366,8.5020447941914038e-09,5.8478636176633354e-07,4.4700075630493445e-09,5.648272502879261e-06,5.9243046518202469e-13,2.4298265146229499e-09,1.9208711511642355e-07,2.8014103451089864e-09,3.5215566684588609e-11,1.140990913287554e-12,5.5132469211530227e-08,7.1329811904602593e-15,5.9946482840766377e-14
2.836885702801608e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.327035914881394,0.11291699439549165,0.020349148141571821,1.2391265137823467e-08,8.1189689218347865e-05,3.6468324440573631e-06,4.4111796684130543e-05,4.0687853302984798e-12,2.3857070878147522e-19,5.6794646479418761e-07,2.3630904775187839e-23,1.6209907277329507e-08,7.3188185827902596e-18,3.5769926903521517e-09,9.0619672685669479e-16,7.4353101936092158e-18,1.8271802548110603e-06,2.7534519649007828e-17,0.0057080700298207891,0.0048170883337502017,8.5394054115433681e-09,5.8636987912937371e-07,4.5114215118479166e-09,5.6380015145062346e-06,5.9495845871059488e-13,2.4252284374770553e-09,1.9205879962416963e-07,2.8243107971001409e-09,3.5546720085304089e-11,1.1537392324824996e-12,5.5187112230131406e-08,7.1786772381270413e-15,6.0708961234302422e-14
2.850993700866243e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32701481005924116,0.11291694632940659,0.020337775653846025,1.2591278896350686e-08,8.2019372587948045e-05,3.6504394842575276e-06,4.4527349018317572e-05,4.1603878290460903e-12,2.4099189926003517e-19,5.7378252006074224e-07,2.4700795956083416e-23,1.6200047940308637e-08,7.5333040438094314e-18,3.6224720923902577e-09,9.1428566038522435e-16,7.5432127989286504e-18,1.8379033248318507e-06,2.8473160629931972e-17,0.0057076964338571394,0.0048385752623128133,8.576728160575633e-09,5.8794757769809196e-07,4.5529906614425828e-09,5.6277908338032742e-06,5.9748393192007561e-13,2.4206594887734907e-09,1.920306984898509e-07,2.8472923095293435e-09,3.5879273888922934e-11,1.1665657504336976e-12,5.5240096209321953e-08,7.2244496988226031e-15,6.1476894924169797e-14
2.8636908991244143e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32699583461437953,0.11291690128208197,0.020327547678208692,1.2773179959771825e-08,8.2769233144285893e-05,3.6535947954791321e-06,4.4902873488136061e-05,4.2442446204884123e-12,2.4318051513844499e-19,5.7905193147396872e-07,2.5700037876409401e-23,1.619107818624816e-08,7.7307590733185696e-18,3.6636835822710415e-09,9.2158316027342777e-16,7.6411926979652886e-18,1.8475365801176269e-06,2.9341378315960439e-17,0.0057073604385922804,0.0048578943166803683,8.6102862745879157e-09,5.8936256798392234e-07,4.5905353759848461e-09,5.6186523458440492e-06,5.9975470246669159e-13,2.4165721014493597e-09,1.9200558803815568e-07,2.868044887521015e-09,3.6179768130569865e-11,1.1781765359836608e-12,5.5286380117897052e-08,7.2657100808621424e-15,6.2172706000486387e-14
2.876388097382586e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32697687705617406,0.11291685454279463,0.020317326579112373,1.2956880362478273e-08,8.3522069775189171e-05,3.656664846508206e-06,4.5279843407795567e-05,4.3294572141339653e-12,2.4537817054686716e-19,5.8433727605264571e-07,2.673479856689477e-23,1.618202032758745e-08,7.9324707508800806e-18,3.7051607491773266e-09,9.2889716171357991e-16,7.7399977893663975e-18,1.8571531905292368e-06,3.0232301000575098e-17,0.0057070246716115665,0.0048771952136753595,8.6438137474277815e-09,5.9077291287675366e-07,4.6282054001059762e-09,5.6095618949897755e-06,6.0202343070461207e-13,2.4125078671267114e-09,1.9198064622177987e-07,2.8888629572248163e-09,3.648139385844337e-11,1.1898507726701996e-12,5.5331351327505504e-08,7.3070320490923733e-15,6.2872947879316399e-14
2.8890852956407574e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32695793737119261,0.11291680611326803,0.02030711235222343,1.3142389814951448e-08,8.4277878734519252e-05,3.65965056647498e-06,4.5658257301662529e-05,4.4160408290113881e-12,2.4758486303408185e-19,5.8963842324304009e-07,2.7806157603530722e-23,1.6172877356424637e-08,8.1385082942428352e-18,3.7469039639251269e-09,9.3622762803298269e-16,7.8396312508939027e-18,1.866753101307004e-06,3.1146416875122029e-17,0.0057066891327902042,0.0048964779671904629,8.6773105942906442e-09,5.9217864395255711e-07,4.6660005440172934e-09,5.6005191024862452e-06,6.0429011626077717e-13,2.4084665808793796e-09,1.9195587073935622e-07,2.9097464395313642e-09,3.6784149729459264e-11,1.201588511582018e-12,5.5375024338122595e-08,7.3484154587329691e-15,6.3577626182027512e-14
2.901782493898929e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32693901554601362,0.11291675599522477,0.020296904993209165,1.3329718034479831e-08,8.5036656285775132e-05,3.6625528748314872e-06,4.6038113695113588e-05,4.5040107523393378e-12,2.4980059018248543e-19,5.9495524287030663e-07,2.8915221356827578e-23,1.6163652198573822e-08,8.3489415922895038e-18,3.7889135947657556e-09,9.4357452365523004e-16,7.9400962571134551e-18,1.8763362593642793e-06,3.2084222043773216e-17,0.0057063538220027705,0.0049157425911045436,8.7107768303318737e-09,5.935797924282176e-07,4.7039206187710647e-09,5.5915235933306064e-06,6.0655475878227551e-13,2.4044480401260092e-09,1.9193125932955811e-07,2.9306952554281759e-09,3.7088034401943455e-11,1.2133898037670795e-12,5.5417413497208964e-08,7.3898601657332917e-15,6.428674648639057e-14
2.913209972331283e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32692200116239989,0.11291670944672716,0.020287724238548948,1.3499876514651636e-08,8.5722091147483065e-05,3.6650943876396894e-06,4.6381216568400862e-05,4.5843816663320039e-12,2.5180246728000545e-19,5.9975367318745383e-07,2.9946552667816856e-23,1.6155281652711302e-08,8.5421482345293808e-18,3.8269503505844883e-09,9.5020074822822866e-16,8.0312283546267957e-18,1.8849467354906881e-06,3.2948917508851403e-17,0.0057060522371589631,0.0049330652632781644,8.7408702830113153e-09,5.9483693345109316e-07,4.7381553459009957e-09,5.5834677554072518e-06,6.085911899836097e-13,2.4008506352740338e-09,1.9190924750546762e-07,2.949604984735394e-09,3.7362494624689402e-11,1.2240653464831192e-12,5.5454477783968702e-08,7.4272126918346346e-15,6.4928757246792191e-14
2.924637450763637e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32690500122459526,0.11291666153318025,0.020278549040201255,1.367152316593032e-08,8.6409924839318198e-05,3.6675697309181176e-06,4.6725485599144016e-05,4.6658991664467074e-12,2.5381165880594741e-19,6.0456459869180485e-07,3.1010188382205174e-23,1.6146848895183819e-08,8.7390244851812608e-18,3.8652034645224772e-09,9.5684022814223527e-16,8.1230388819099862e-18,1.8935435638486056e-06,3.383358258143325e-17,0.0057057508368283842,0.0049503732718041375,8.7709389641792033e-09,5.9609040984554697e-07,4.7724909769888361e-09,5.5754496480711166e-06,6.1062596583021934e-13,2.3972713477592917e-09,1.9188736518645827e-07,2.9685675128503913e-09,3.7637867114953143e-11,1.2347924443534091e-12,5.5490523898281697e-08,7.4646146470215259e-15,6.5574374516594916e-14
2.9360649291959913e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32688801572283838,0.11291661225583798,0.02026937939500946,1.384466508606064e-08,8.7100154657066345e-05,3.6699795552711501e-06,4.7070919714436989e-05,4.7485745358920995e-12,2.5582816306612217e-19,6.0938792528939153e-07,3.2106992704607565e-23,1.613835592644745e-08,8.939622686266204e-18,3.9036731997564638e-09,9.6349293963552739e-16,8.215530146586822e-18,1.9021267091076367e-06,3.4738595665430667e-17,0.0057054496209185072,0.0049676666267718167,8.8009828848348777e-09,5.9734024366542872e-07,4.8069273761213997e-09,5.5674690055611269e-06,6.1265908610077211e-13,2.3937100349434501e-09,1.9186561080377788e-07,2.9875827823180931e-09,3.7914150897600385e-11,1.2455711335500233e-12,5.5525561989426795e-08,7.502065928621505e-15,6.62236022722838e-14
2.9474924076283455e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32687104464737488,0.11291656161595351,0.020260215299817586,1.4019309377063373e-08,8.7792777902628911e-05,3.672324505221507e-06,4.7417517842033845e-05,4.8324191008281653e-12,2.5785197838741887e-19,6.1422355914486444e-07,3.3237848674353618e-23,1.6129804706718002e-08,9.1439956191731059e-18,3.9423598178113538e-09,9.7015885960084741e-16,8.3087044541879087e-18,1.9106961369692299e-06,3.5664340546540435e-17,0.0057051485893365303,0.0049849453382617426,8.831002055932261e-09,5.9858645672799334e-07,4.8414644069424881e-09,5.5595255645039955e-06,6.1469055059493622e-13,2.3901665553675166e-09,1.9184398281315149e-07,3.0066507358060327e-09,3.8191344998416971e-11,1.2564014502703392e-12,5.555960211087318e-08,7.5395664321583844e-15,6.6876444462313067e-14
2.956553076997602e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32685759879380416,0.112916520496747,0.020252953174422161,1.4158854660582162e-08,8.8343647475643892e-05,3.6741380910522335e-06,4.7693156731928108e-05,4.8997367045338646e-12,2.5946182540793301e-19,6.18066343552283e-07,3.4159286103672476e-23,1.6122984446922528e-08,9.3087579155361419e-18,3.9731881606328036e-09,9.7545353691050541e-16,8.3830679231996931e-18,1.9174809305886133e-06,3.6413342220455409e-17,0.0057049100370456605,0.0049986349574838449,8.8547862042501998e-09,5.99572000395568e-07,4.8689197162139713e-09,5.553253603061826e-06,6.16300090088124e-13,2.387369568633432e-09,1.918269231459343e-07,3.0218068272006964e-09,3.8411774263847657e-11,1.2650253579968484e-12,5.5585889253054686e-08,7.5693349131195845e-15,6.7396644494665562e-14
2.965613746366858e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32684416199856531,0.11291647852236847,0.020245694534564915,1.4299352444521335e-08,8.8896018682884542e-05,3.6759116096953559e-06,4.7969526188867727e-05,4.9678021732419992e-12,2.6107626678815177e-19,6.2191675975233429e-07,3.5103155801944488e-23,1.611612971498749e-08,9.4759534297517313e-18,4.004153142455733e-09,9.8075649287775968e-16,8.4578633932180102e-18,1.9242570634675585e-06,3.7175818290955438e-17,0.0057046716005304176,0.0050123153822025941,8.8785548057168901e-09,6.0055529209501184e-07,4.8964381364648423e-09,5.5470047356530145e-06,6.179085884386913e-13,2.3845836362160666e-09,1.9180994123286491e-07,3.0369959746367603e-09,3.8632774718458906e-11,1.2736817617700881e-12,5.5611560190406204e-08,7.5991342221724237e-15,6.791912120481769e-14
2.9746744157361146e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32683073425680548,0.11291643569344167,0.020238439378673537,1.4440806274575606e-08,8.9449890187547553e-05,3.6776453744164571e-06,4.8246625679265361e-05,5.0366212091084507e-12,2.6269530172176859e-19,6.2577476132394948e-07,3.6069923927897844e-23,1.6109241435832352e-08,9.6456090592972282e-18,4.035254891443243e-09,9.8606771682639708e-16,8.5330920106520956e-18,1.9310245198563905e-06,3.7951967384041104e-17,0.0057044332797442157,0.0050259866174310192,8.9023078657752332e-09,6.0153634242140926e-07,4.9240196003026385e-09,5.5407788341013657e-06,6.1951604556161663e-13,2.3818086896577576e-09,1.9179303633547582e-07,3.0522181495958464e-09,3.8854345877891677e-11,1.2823706790113717e-12,5.5636619808114376e-08,7.6289643078960291e-15,6.8443876523620694e-14
2.983735085105371e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32681731556367438,0.11291639201059002,0.020231187705175967,1.4583219698067719e-08,9.0005260655180589e-05,3.6793396961637104e-06,4.8524454669793878e-05,5.106199530656105e-12,2.6431892941047486e-19,6.2964030195132351e-07,3.7060064520693573e-23,1.6102320519490902e-08,9.8177518747663967e-18,4.0664935351157087e-09,9.9138719831837538e-16,8.6087549210852089e-18,1.937783284392301e-06,3.8741990316368575e-17,0.0057041950746403941,0.0050396486681787466,8.9260453898654737e-09,6.0251516188917982e-07,4.9516640405989102e-09,5.5345757711342037e-06,6.2112246137582085e-13,2.3790446610917231e-09,1.9177620772417767e-07,3.0674733235757544e-09,3.907648725815177e-11,1.2910921269866983e-12,5.5661072954867032e-08,7.6588251192657448e-15,6.897091237101905e-14
2.9927957544746274e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32680390591432457,0.11291634747443667,0.020223939512500382,1.4726596263934709e-08,9.0562128753668457e-05,3.6809948835864045e-06,4.8803012627386109e-05,5.1765428726392933e-12,2.6594714906390405e-19,6.3351333542454651e-07,3.807405959868544e-23,1.6095367861326285e-08,9.9924091197228106e-18,4.0978692003529367e-09,9.9671492714954073e-16,8.684853269274948e-18,1.9445333420948954e-06,3.9546090109294803e-17,0.0057039569851722116,0.0050533015394520061,8.949767383422979e-09,6.0349176093165132e-07,4.9793713903937286e-09,5.5283954203771899e-06,6.2272783580492333e-13,2.3762914832153898e-09,1.9175945467816525e-07,3.0827614680957284e-09,3.9299198375609079e-11,1.2998461228732069e-12,5.5684924443146728e-08,7.6887166054143838e-15,6.9500230656092602e-14
3.001856423843884e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32679050530391135,0.11291630208560445,0.02021669479907523,1.4870939522714714e-08,9.1120493153220146e-05,3.6826112430533359e-06,4.9082299019234641e-05,5.2476569859079816e-12,2.6757995989956264e-19,6.3739381564022291e-07,3.9112399258779325e-23,1.6088384342243525e-08,1.0169608210544596e-17,4.1293820133963979e-09,1.0020508933453394e-15,8.7613881991535022e-18,1.9512746783617772e-06,4.0364472002912021e-17,0.0057037190112928602,0.0050669452362536466,8.9734738518764113e-09,6.0446614990180063e-07,5.007141582880241e-09,5.5222376563454078e-06,6.24332168777066e-13,2.3735490892841031e-09,1.9174277648532005e-07,3.0980825546968234e-09,3.9522478746997846e-11,1.3086326837185806e-12,5.5708179049522197e-08,7.7186387156147441e-15,7.0031833277095796e-14
3.01091709321314e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32677711372759249,0.11291625584471589,0.020209453563329181,1.5016253026533596e-08,9.1680352526355631e-05,3.6841890786710807e-06,4.9362313312791726e-05,5.3195476372718429e-12,2.6921736114275111e-19,6.4128169660208425e-07,4.017558177621281e-23,1.6081370828900155e-08,1.0349376736263591e-17,4.1610320998514254e-09,1.0073950871565113e-15,8.8383608538279751e-18,1.9580072789641429e-06,4.1197343470071814e-17,0.0057034811529554684,0.0050805797635831568,8.9971648006494119e-09,6.0543833907301923e-07,5.0349745514111183e-09,5.5161023544355692e-06,6.2593546022494521e-13,2.3708174131053247e-09,1.9172617244208025e-07,3.1134365549415444e-09,3.974632788941609e-11,1.317451826450411e-12,5.5730841514938212e-08,7.7485913992909431e-15,7.056572212149769e-14
3.029038431951653e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3267503576578823,0.1129161608092582,0.020194981518590369,1.5309804985648281e-08,9.2804550894927496e-05,3.6872303835823185e-06,4.992452347613789e-05,5.4656817005040842e-12,2.7250593179150468e-19,6.4907947731847512e-07,4.2378509980632902e-23,1.6067257216061872e-08,1.0716733310746207e-17,4.2247445922494478e-09,1.0181081197290912e-15,8.9936239058692806e-18,1.9714462181022323e-06,4.2907396264236552e-17,0.0057030057827187732,0.0051078213298070196,9.0445001608232195e-09,6.0737615872003265e-07,5.0908285507939146e-09,5.5038986429439512e-06,6.2913891830124418e-13,2.3653859519624386e-09,1.9169318403209826e-07,3.1442431827195515e-09,4.0195730557549994e-11,1.3351879246899124e-12,5.5774408810266104e-08,7.8085882854922852e-15,7.1640365976676016e-14
3.0453476368163145e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32672630804322295,0.1129160723695521,0.020181968556229602,1.557735565384e-08,9.3821428965841603e-05,3.6898388115544234e-06,5.0432996709784593e-05,5.5999162922758001e-12,2.7548133695459684e-19,6.5612233129487119e-07,4.4451277647737699e-23,1.6054460794018658e-08,1.1056421997092726e-17,4.2825565575982779e-09,1.0277778941486624e-15,9.1348691222756655e-18,1.9835112521072919e-06,4.4498125697642312e-17,0.0057025783441878499,0.0051323074299003887,9.0870489619799249e-09,6.0911277455463758e-07,5.1413111788771683e-09,5.492990890877967e-06,6.3201846797352438e-13,2.3605336387115975e-09,1.9166374116705443e-07,3.1720814275366744e-09,4.0602133318754874e-11,1.3512620105397356e-12,5.5811641095856573e-08,7.8626895399525966e-15,7.2615383045983108e-14
3.061656841680976e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3267022876238434,0.11291598117885016,0.020168966837123378,1.5848105229759068e-08,9.4843130210359815e-05,3.6923270502213948e-06,5.0943820074636403e-05,5.7367572679151899e-12,2.7847160333926278e-19,6.6318845331318842e-07,4.6612669841756606e-23,1.604158003929152e-08,1.1404872589484169e-17,4.3408152133632918e-09,1.0374741842777907e-15,9.2775503069412041e-18,1.995547777894719e-06,4.6139131496541711e-17,0.0057021512792814174,0.0051567638985040845,9.129547563495806e-09,6.1084241926701885e-07,5.1919961719028409e-09,5.482154017907518e-06,6.3489464226420196e-13,2.3557150462055413e-09,1.9163452798218294e-07,3.2000258712824581e-09,4.1010371404594371e-11,1.3674419195284751e-12,5.5847026977780892e-08,7.9168890725525607e-15,7.3597836344121557e-14
3.077966046545638e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32667829637159829,0.11291588724077095,0.02015597635211681,1.6122074485040802e-08,9.5869646968381266e-05,3.6946967936827891e-06,5.1456990474244516e-05,5.8762388185173679e-12,2.8147672670073402e-19,6.7027757907266341e-07,4.886590162376062e-23,1.6028619517755823e-08,1.1762252205564624e-17,4.3995212693508458e-09,1.0471969408621345e-15,9.421674096670234e-18,2.0075557254300249e-06,4.7831706218698122e-17,0.0057017245877243267,0.0051811907646556066,9.1719959968327334e-09,6.1256515000554327e-07,5.2428831467155861e-09,5.4713873284025833e-06,6.3776744094001107e-13,2.3509298076560767e-09,1.9160554066710465e-07,3.228076348886784e-09,4.1420442011892506e-11,1.3837277460994736e-12,5.5880592854360753e-08,7.9711865935711614e-15,7.4587736493863522e-14
3.0942752514102993e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32665433425836848,0.11291579055892957,0.020142997092057663,1.6399284206922858e-08,9.690097160300077e-05,3.6969497136916159e-06,5.1972504814874984e-05,6.0183952917802247e-12,2.8449670287099016e-19,6.773894454414902e-07,5.1214282108734567e-23,1.6015583661520472e-08,1.2128729759478482e-17,4.4586754288560604e-09,1.056946116690711e-15,9.5672471196285495e-18,2.0195350282671321e-06,4.9577166974067736e-17,0.0057012982692410666,0.0052055880573583999,9.2143942934114293e-09,6.1428102314768768e-07,5.2939717217212378e-09,5.4606901354802842e-06,6.406368638122871e-13,2.3461775616441304e-09,1.9157677549167703e-07,3.2562326955047342e-09,4.183234234126449e-11,1.4001195834670794e-12,5.5912364772170185e-08,8.025581814790022e-15,7.5585094007780399e-14
3.110584456274961e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32663040125606196,0.11291569113693736,0.020130029047796372,1.6679755197997971e-08,9.7937096500270578e-05,3.6990874599728235e-06,5.2490360005506336e-05,6.1632611893958224e-12,2.8753152775759166e-19,6.8452379046629119e-07,5.3661216466531321e-23,1.6002476772432452e-08,1.2504475957335711e-17,4.518278388701304e-09,1.0667216665239945e-15,9.7142759953488531e-18,2.0314856234733186e-06,5.137685568700845e-17,0.0057008723235558011,0.0052299558055821163,9.256742484613991e-09,6.1599009431434321e-07,5.3452615168656534e-09,5.4500617608826277e-06,6.4350291073621768e-13,2.3414579520221882e-09,1.9154822880390835e-07,3.2844947465162866e-09,4.224606959711068e-11,1.4166175236250966e-12,5.594236843108475e-08,8.0800744494844868e-15,7.6589919288941082e-14
3.1268936611396225e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3266064973366124,0.11291558897840206,0.02011707221018607,1.6963508275967852e-08,9.897801406896473e-05,3.7011116605366381e-06,5.301055295782762e-05,6.3108711644357178e-12,2.9058119734255035e-19,6.9168035338118999e-07,5.6210207945751727e-23,1.5989303025492273e-08,1.2889663292386787e-17,4.5783308392741385e-09,1.0765235470238549e-15,9.8627673347362466e-18,2.0434074515556585e-06,5.3232139357794452e-17,0.0057004467503924214,0.0052542940382628925,9.2990406017877995e-09,6.1769241838383875e-07,5.3967521536117219e-09,5.4395015348584772e-06,6.4636558161026147e-13,2.3367706278199288e-09,1.9151989702796202e-07,3.3128623375262814e-09,4.2661620987610182e-11,1.4332216573607016e-12,5.5970629189248663e-08,8.1346642124037716e-15,7.7602222631600925e-14
3.143202866004284e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32658262247198,0.11291548408692752,0.020104126570082557,1.7250564273398651e-08,0.00010002371674034747,3.7030239219869376e-06,5.3533080586236256e-05,6.4612600187309499e-12,2.9364570768122878e-19,6.9885887461650816e-07,5.8864859919978687e-23,1.5976066472183726e-08,1.328446603991173e-17,4.63883346456483e-09,1.0863517166853744e-15,1.0012727740073662e-17,2.0553004563889033e-06,5.5144410323409455e-17,0.0057000215494745939,0.0052786027843036119,9.3412886762488753e-09,6.1938804950515076e-07,5.4484432549232128e-09,5.4290087960474162e-06,6.4922487637541125e-13,2.332115243153516e-09,1.9149177666223184e-07,3.3413353043641397e-09,4.3078993724714721e-11,1.4499320742549957e-12,5.5997172067962294e-08,8.1893508197694628e-15,7.862201422188003e-14
3.1595120708689457e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32655877663415034,0.11291537646611388,0.020091192118344346,1.7540944037477955e-08,0.00010107419696794635,3.7048258298246781e-06,5.4057939807836148e-05,6.6144627002471675e-12,2.9672505490126601e-19,7.0605909580708143e-07,6.1628877956675027e-23,1.5962771043718449e-08,1.3689060251822998e-17,4.6997869422034429e-09,1.0962061357703491e-15,1.0164163805027337e-17,2.0671645851448139e-06,5.7115086517566287e-17,0.005699596720525787,0.0053028820725741794,9.3834867392839389e-09,6.2107704111145568e-07,5.5003344452463704e-09,5.4185828913632636e-06,6.5208079501446374e-13,2.3274914571351146e-09,1.9146386427746407e-07,3.3699134830835699e-09,4.3498185024142744e-11,1.4667488626898284e-12,5.6022021756490578e-08,8.2441339892728045e-15,7.9649304138435628e-14
3.1758212757336073e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32653495979513525,0.11291526611955734,0.020078268845832681,1.7834668429773523e-08,0.00010212944722732936,3.7065189487465051e-06,5.4585127542436004e-05,6.7705143004556182e-12,2.9981923520152093e-19,7.1328075980021288e-07,6.4506071908197656e-23,1.5949420554198845e-08,1.4103623750990922e-17,4.7611919434965592e-09,1.1060867662423224e-15,1.0317082114652273e-17,2.0789997882228755e-06,5.9145611729918531e-17,0.0056991722632693106,0.0053271319319117601,9.4256348221539636e-09,6.2275944593317371e-07,5.5524253504867211e-09,5.4082231758779921e-06,6.5493333755149919e-13,2.3228989337828677e-09,1.9143615651492912e-07,3.3985967099625811e-09,4.3919192105373505e-11,1.4836721098652798e-12,5.6045202616795629e-08,8.2990134400481025e-15,8.06841023531304e-14
3.192130480598269e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32651117192697177,0.11291515305085031,0.020065356743411519,1.8131758325993546e-08,0.00010318946001588619,3.7081048229386417e-06,5.5114640712547533e-05,6.9294500517006435e-12,3.0292824485103262e-19,7.2052361066327414e-07,6.7500358024729039e-23,1.5936018703701533e-08,1.4528336125296655e-17,4.8230491334636168e-09,1.1159935717031637e-15,1.0471489245397716e-17,2.0908060191823487e-06,6.1237455864422514e-17,0.0056987481774283437,0.0053513523911210455,9.4677329560976422e-09,6.244353160099897e-07,5.6047155979936667e-09,5.3979290127082019e-06,6.5778250405118791e-13,2.3183373419350999e-09,1.9140865008465257e-07,3.427384821503164e-09,4.4342012191641092e-11,1.5007019017978025e-12,5.6066738688194117e-08,8.3539888926694234e-15,8.1726418731688934e-14
3.2084396854629305e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32648741300172218,0.11291503726358136,0.020052455801947582,1.8432234615748359e-08,0.00010425422785261236,3.7095849763661539e-06,5.5646476243383931e-05,7.0913053245642775e-12,3.060520801879998e-19,7.2778739369095807e-07,7.0615761088910383e-23,1.5922569081283493e-08,1.4963378721416404e-17,4.8853591708728348e-09,1.1259265173312411e-15,1.0627391765112601e-17,2.1025832346756413e-06,6.3392115196812138e-17,0.0056983244627259629,0.0053755434789744911,9.5097811723328866e-09,6.2610470270354846e-07,5.6572048165444987e-09,5.3876997729026285e-06,6.6062829461805144e-13,2.313806355165539e-09,1.9138134176370794e-07,3.4562776544309361e-09,4.4766642509928922e-11,1.5178383233238406e-12,5.6086653691940913e-08,8.4090600691542253e-15,8.2776263034348404e-14
3.224748890327592e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32646368299147399,0.11291491876133493,0.020039566012310321,1.8736118202313708e-08,0.00010532374327789737,3.7109609130576318e-06,5.6180631062858437e-05,7.2561156252284459e-12,3.0919073761878245e-19,7.350718554121975e-07,7.385641657208835e-23,1.5909075167912415e-08,1.5408934638339157e-17,4.9481227082767792e-09,1.1358855698212114e-15,1.078479623305105e-17,2.1143313943829669e-06,6.5611112631145196e-17,0.0056979011188851517,0.005399705224212562,9.5517795020600033e-09,6.2776765670985716e-07,5.7098926363217571e-09,5.3775348353308223e-06,6.6347070939601728e-13,2.3093056516985757e-09,1.9135422839455532e-07,3.4852750456952758e-09,4.5193080290963981e-11,1.5350814581231701e-12,5.6104971035739654e-08,8.4642266929309232e-15,8.383364491650695e-14
3.2410580951922537e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32643998186833989,0.11291479754769164,0.020026687365371984,1.9043430002395441e-08,0.00010639799885331631,3.7122341173853888e-06,5.6717102101582905e-05,7.4239165928353713e-12,3.1234421361692345e-19,7.4237674359674625e-07,7.7226572812013781e-23,1.5895540339322899e-08,1.5865188720621476e-17,5.0113403920475612e-09,1.1458706973253425e-15,1.0943709199877823e-17,2.1260504609482887e-06,6.7895997955383637e-17,0.0056974781456288429,0.0054238376555439706,9.5937279764654136e-09,6.2942422807036606e-07,5.762778688898389e-09,5.3674335865742825e-06,6.6630974856778147e-13,2.3048349143290468e-09,1.9132730688342545e-07,3.5143768324690048e-09,4.5621322769211298e-11,1.5524313887146809e-12,5.6121713818181962e-08,8.5194884888351903e-15,8.4898573929359905e-14
