Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),H2OX(23),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),COX(50),CO2X(24),H2X(49),CHOX(53),CH4OX(60)
1.6762279218162485e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33326338271870537,0.1146857337769986,0.022662049262966021,1.6725384443246663e-13,1.5007290539113127e-09,2.9386306502620587e-09,1.0418569459057961e-07,8.2262290877853903e-16,3.1347777651865733e-24,2.2743126015594871e-09,2.112259469947416e-32,1.6459107216751357e-09,1.5028347532921e-23,1.5089646380169986e-13,1.3266566537597825e-19,7.5807010002544569e-22,1.1806288975225425e-09,6.0861594344320899e-24,0.0039839438143031616,0.00031892220441599565,7.5417726689694879e-10,7.7401846894450839e-09,2.9412509962447351e-13,1.1247115121051382e-06,5.2463078691845768e-14,4.4643194725621107e-10,1.8072993158273153e-07,4.7657382098363847e-11,8.5509660940650382e-14,3.8274894060909341e-16,3.2247543753832028e-11,2.3712639443898089e-17,2.605333562679243e-18
1.6913912484776735e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33324165216052137,0.11466685825067724,0.022660626642323364,1.7452721688374122e-13,1.5683174109800331e-09,3.0441212181092331e-09,1.0698473657630082e-07,8.3909252393056477e-16,3.3076136362206362e-24,2.2978660244149964e-09,2.2066645210927699e-32,1.6611225014144176e-09,1.5417623135709453e-23,1.5656485640592591e-13,1.3805007742930077e-19,7.8608281794932507e-22,1.2174103249685342e-09,6.292969845792987e-24,0.0040028152938675786,0.00032176436560989782,7.5899519793219073e-10,7.9160260306851197e-09,3.058850522507488e-13,1.1402276985357422e-06,5.2805530011020155e-14,4.5564465570529379e-10,1.8193924283797319e-07,4.8461390781146423e-11,8.7801755891729726e-14,3.9580565624360974e-16,3.3485125359844151e-11,2.4446936396216128e-17,2.7030644984494368e-18
1.7065545751390986e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33322012097871095,0.11464818154829927,0.022659204296239233,1.8204747824132967e-13,1.6384121273318929e-09,3.152505911152079e-09,1.0982730875373507e-07,8.5577353157406895e-16,3.4882167843629818e-24,2.3214814816095637e-09,2.3045050042425789e-32,1.6763532990370186e-09,1.5814080165168228e-23,1.6239838885276531e-13,1.4359400241017108e-19,8.1483928063335099e-22,1.2550144971513219e-09,6.5051176117335536e-24,0.0040214879240981017,0.00032460592833977213,7.6381224334613627e-10,8.094351195580105e-09,3.1804318513740672e-13,1.1558309907536118e-06,5.314813361754972e-14,4.6492931387126725e-10,1.8313027811771733e-07,4.9268154171172318e-11,9.0129346511546858e-14,4.0917788084551089e-16,3.4759144101800913e-11,2.5195660994709543e-17,2.8036374471316473e-18
1.7217179018005236e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33319878707895118,0.11462970157856127,0.022657782222973495,1.8982056073402658e-13,1.7110866217614509e-09,3.2638400737454964e-09,1.1271344722631882e-07,8.7266725207953225e-16,3.6768540355685789e-24,2.3451593242187506e-09,2.4058796324597284e-32,1.6916034095042635e-09,1.6217809003941503e-23,1.6840051373062868e-13,1.4930025139008348e-19,8.4435084682651244e-22,1.2934527034833117e-09,6.7227009114643724e-24,0.0040399637963032869,0.00032744689595182674,7.686284215812349e-10,8.2751735349636262e-09,3.3061032475766665e-13,1.1715210845595326e-06,5.3490892905530774e-14,4.7428450114651796e-10,1.8430299735734197e-07,5.0077548120622278e-11,9.2492459259858277e-14,4.2286972879242386e-16,3.6070353118717428e-11,2.5958894101127436e-17,2.907111687502711e-18
1.7368812284619486e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3331776483889618,0.11461141627217671,0.022656360420804562,1.9785247330750027e-13,1.7864158915467041e-09,3.3781796341460023e-09,1.1564317993772678e-07,8.8977500614940539e-16,3.8737983042436128e-24,2.3688999080715283e-09,2.5108893089964506e-32,1.7068731257189894e-09,1.6628901066151008e-23,1.7457472758235736e-13,1.5517164122633624e-19,8.7462888159199913e-22,1.3327362873053672e-09,6.9458191591126191e-24,0.0040582449797746094,0.0003302872717618201,7.7344375080304247e-10,8.4585062936168834e-09,3.435975084231365e-13,1.1872976719518145e-06,5.3833811209420878e-14,4.8370878696174934e-10,1.8545736877848797e-07,5.088944982013948e-11,9.4891113962052914e-14,4.3688530330545784e-16,3.7419514397785737e-11,2.6736713915360389e-17,3.0135472508830048e-18
1.7520445551233736e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33315670285827387,0.11459332358164388,0.02265493888802917,2.0614930141980406e-13,1.8644765332196659e-09,3.4955811039207993e-09,1.1861652678730193e-07,9.0709811482887362e-16,4.0793286459839902e-24,2.3927035937701853e-09,2.619637166594121e-32,1.7221627385201267e-09,1.7047448818045883e-23,1.8092457106928311e-13,1.6121099396199479e-19,9.0568475422232298e-22,1.3728766453204839e-09,7.1745730178754686e-24,0.0040763335220187135,0.00033312705905532824,7.7825824890377333e-10,8.6443626088087019e-09,3.5701598621867439e-13,1.2031604410794029e-06,5.4176891803812534e-14,4.9320073189125278e-10,1.8659336877059592e-07,5.1703737860888202e-11,9.7325323904600384e-14,4.5122869736330537e-16,3.8807398779897111e-11,2.7529196000427355e-17,3.1230049239352749e-18
1.7672078817847986e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33313594845799926,0.11457542148101588,0.022653517622962201,2.1471720683060028e-13,1.9453467633685513e-09,3.6161015772529534e-09,1.2163349974915167e-07,9.2463789951643335e-16,4.2937303091699493e-24,2.416570746709992e-09,2.7322286075092991e-32,1.7374725366770775e-09,1.7473545799016372e-23,1.8745362913189426e-13,1.6742113623596084e-19,9.3752983618594299e-22,1.4138852270209388e-09,7.4090644144565373e-24,0.0040942314489872305,0.00033596626108800217,7.8307193350578694e-10,8.8327555089382376e-09,3.7087722326295822e-13,1.219109076195138e-06,5.4520137902789319e-14,5.0275888876386486e-10,1.8771098176879716e-07,5.2520292295551074e-11,9.9795095933487616e-14,4.6590399247161561e-16,4.0234785963781635e-11,2.8336413292008467e-17,3.2355462514083028e-18
1.7823712084462237e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33311538318060308,0.11455770796567338,0.022652096623936503,2.2356242738300111e-13,2.0291064394664223e-09,3.7397987301414022e-09,1.2469410299475255e-07,9.4239568197428128e-16,4.5172947854201575e-24,2.4405017370986308e-09,2.8487713442826096e-32,1.7528028068839032e-09,1.7907286642973001e-23,1.9416553114703107e-13,1.7380489870359765e-19,9.7017549910628357e-22,1.4557735341088969e-09,7.6493965537903424e-24,0.0041119407653041392,0.00033880488108582014,7.8788482196500698e-10,9.0236979119968237e-09,3.8519290169104561e-13,1.2351432576094622e-06,5.4863552659876818e-14,5.1238180377158863e-10,1.8881020012832641e-07,5.3338994697948467e-11,1.0230043055544097e-13,4.8091525745841105e-16,4.1702464508745742e-11,2.915843613403113e-17,3.3512335388230015e-18
1.7975345351076487e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33309500503967887,0.1145401810520997,0.022650675889302644,2.3269127677597775e-13,2.1158370807195047e-09,3.8667308194945487e-09,1.2779833301890419e-07,9.6037278433851898e-16,4.7503198590706732e-24,2.4644969399753756e-09,2.9693754412672857e-32,1.7681538337533151e-09,1.8348767100092623e-23,2.0106395108150113e-13,1.8036511546826983e-19,1.003633112774001e-21,1.4985531199103824e-09,7.8956739340596985e-24,0.0041294634544907383,0.00034164292224532949,7.9269693137428277e-10,9.217202624027265e-09,3.9997492242406514e-13,1.2512626616444529e-06,5.5207139168036798e-14,5.2206801754271142e-10,1.8989102399564818e-07,5.4159728218119787e-11,1.048413220418016e-13,4.9626654961707085e-16,4.3211231835988611e-11,2.9995332314097214e-17,3.4701298550927742e-18
1.8126978617690737e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33307481206972606,0.11452283877765795,0.022649255417428772,2.4211014433214279e-13,2.2056218889322699e-09,3.9969566821161314e-09,1.3094617876886935e-07,9.7857052912918211e-16,4.9931096553944123e-24,2.4885567352300323e-09,3.0941533569345352e-32,1.7835258998104769e-09,1.8798084058932782e-23,2.0815260764214617e-13,1.871046235241413e-19,1.0379140431932932e-21,1.5422355887825244e-09,8.1480023620110636e-24,0.0041468014791882198,0.00034448038773388312,7.9750827856669469e-10,9.4132823377457571e-09,4.1523540743071155e-13,1.2674669605879702e-06,5.5550900458993792e-14,5.3181606621830353e-10,1.9095346117642096e-07,5.4982377636119329e-11,1.0741775853500994e-13,5.1196191403954557e-16,4.476189422847812e-11,3.0847167072317646e-17,3.5922990350847431e-18
1.8278611884304987e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33305480232592966,0.11450567920037119,0.022647835206700405,2.5182549476135363e-13,2.298545769384576e-09,4.1305357335820621e-09,1.3413762177653628e-07,9.969902392600895e-16,5.2459746876266845e-24,2.5126815076216237e-09,3.2232199869733219e-32,1.7989192854866124e-09,1.9255335568915916e-23,2.1543526442230186e-13,1.9402626221065756e-19,1.0730296506630318e-21,1.5868325955140719e-09,8.4064889685728292e-24,0.0041639567813778946,0.00034731728068986722,8.0231888011879787e-10,9.6119496309831293e-09,4.3098670171422179e-13,1.2837558226482887e-06,5.5894839503344422e-14,5.4162448253147071e-10,1.9199752700045946e-07,5.5806829415166703e-11,1.1002972215748857e-13,5.2800538205623913e-16,4.6355266829367177e-11,3.1714003147087608e-17,3.7178056821227587e-18
1.8430245150919237e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3330349738839421,0.11448870039870426,0.02264641525552024,2.6184386791668938e-13,2.3946953517125991e-09,4.2675279670070789e-09,1.3737263629344818e-07,1.0156332380485207e-15,5.5092319031849984e-24,2.5368716467968203e-09,3.3566927082024493e-32,1.8143342691124328e-09,1.9720620863184682e-23,2.2291573004449705e-13,2.0113287267902421e-19,1.1089912878934318e-21,1.6323558447190968e-09,8.6712422247815877e-24,0.004180931282599094,0.00035015360422292285,8.0712875235380881e-10,9.8132169650579351e-09,4.4724137486117008e-13,1.3001289119091541e-06,5.6238959210834134e-14,5.5149179683904756e-10,1.9302324418390658e-07,5.6632971749715218e-11,1.1267718912276333e-13,5.4440097239394628e-16,4.7992173638930934e-11,3.259590082338239e-17,3.8467151704216012e-18
1.8581878417533488e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33301532483966789,0.11447190047134836,0.022644995562307965,2.7217187854705307e-13,2.4941590107905398e-09,4.4079939516997993e-09,1.4065118942853581e-07,1.0345008492247264e-15,5.7832047285958041e-24,2.5611275473081134e-09,3.4946914233132921e-32,1.8297711269113734e-09,2.0194040381829937e-23,2.3059785829943829e-13,2.0842729737093103e-19,1.1458102981589462e-21,1.6788170902237845e-09,8.9423719580214486e-24,0.0041977268841647446,0.00035298936141416103,8.1193791134473479e-10,1.0017096683370879e-08,4.6401222328327432e-13,1.3165858882849494e-06,5.6583262429585745e-14,5.6141653815260388e-10,1.9403064268872749e-07,5.7460694611780171e-11,1.1536012984881069e-13,5.6115269118271546e-16,4.9673447510005465e-11,3.349291793582964e-17,3.9790936474572531e-18
1.8733511684147738e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33299585330905013,0.11445527753700759,0.022643576125500098,2.8281621604875885e-13,2.5970268876094837e-09,4.5519948317049561e-09,1.4397324128838924e-07,1.0535943969412719e-15,6.0682231131454794e-24,2.5854496086317342e-09,3.6373386064617788e-32,1.8452301329926485e-09,2.0675695795492572e-23,2.3848554828125741e-13,2.1591237950992065e-19,1.1834980134880221e-21,1.7262281344463058e-09,9.2199893685814641e-24,0.0042143454673746819,0.00035582455531636952,8.167463729174485e-10,1.0223601009843343e-08,4.8131227227058115e-13,1.3331264074763311e-06,5.6927751946354269e-14,5.7139723518167388e-10,1.9501975957967444e-07,5.8289889797599141e-11,1.1807850907342689e-13,5.7826453017931708e-16,5.139993014190855e-11,3.4405109924182862e-17,4.1150080362781345e-18
1.8885144950761988e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33297655742785948,0.11443882973418811,0.022642156943549766,2.9378364421171745e-13,2.70339091014344e-09,4.6995923242316181e-09,1.4733874511991442e-07,1.0729152057822193e-15,6.3646235719671501e-24,2.6098382351852995e-09,3.7847593497286266e-32,1.8607115593441285e-09,2.1165690029340612e-23,2.4658274451881537e-13,2.2359096260567246e-19,1.2220657528903278e-21,1.774600827769722e-09,9.5042070465362747e-24,0.0042307888937266926,0.00035865918895421561,8.2155415265371318e-10,1.0432742047202461e-08,4.9915477725894541e-13,1.3497501209264354e-06,5.7272430487184714e-14,5.814324173161318e-10,1.9599063887895567e-07,5.9120450968785041e-11,1.2083228597141633e-13,5.9574046771812064e-16,5.3172472072823108e-11,3.5332529899465286e-17,4.2545260377453469e-18
1.9036778217376238e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33295743535148536,0.11442255522098907,0.022640738014926574,3.0508100096311679e-13,2.8133448141988298e-09,4.8508487179660689e-09,1.5074764745521248e-07,1.0924646007721461e-15,6.6727492277584716e-24,2.6342938363451928e-09,3.9370814104671848e-32,1.8762156758250347e-09,2.166412728742274e-23,2.5489343710311047e-13,2.3146588997134169e-19,1.2615248206219973e-21,1.8239470679077937e-09,9.7951389889550367e-24,0.0042470590051253256,0.00036149326532444081,8.2636126589414551e-10,1.0644531775535932e-08,5.175532260014337e-13,1.3664566757771826e-06,5.7617300716445776e-14,5.9152061560054335e-10,1.9694333141871327e-07,5.9952273690964177e-11,1.236214142736205e-13,6.13584469405961e-16,5.4991932670624041e-11,3.6275228634333341e-17,4.3977161327035165e-18
1.9188411483990488e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33293848525472935,0.11440645217489623,0.022639319338116387,3.1671519811298362e-13,2.9269841642455927e-09,5.0058268712680945e-09,1.5419988825851756e-07,1.112243907385014e-15,6.9929498510333783e-24,2.6588168264636762e-09,4.09443525955864e-32,1.8917427501584609e-09,2.2171113077399571e-23,2.6342166181082643e-13,2.3954000425432674e-19,1.3018865044894143e-21,1.8742787992637e-09,1.0092900617443804e-23,0.0042631576240885032,0.00036432678739605027,8.3116772774112718e-10,1.0858982050746858e-08,5.3652134078215037e-13,1.3832457148260191e-06,5.7962365237190718e-14,6.016603637358653e-10,1.9787789469143628e-07,6.078525547395359e-11,1.2644584238760453e-13,6.3180048634413866e-16,5.6859180122128832e-11,3.7233254626038993e-17,4.5446475840911993e-18
1.934004475060474e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33291970533160098,0.1143905187925775,0.022637900911621173,3.2869322109705085e-13,3.0444063742183767e-09,5.1645902102494861e-09,1.5769540107504168e-07,1.1322544515528798e-15,7.3255819002330534e-24,2.6834076248857267e-09,4.2569541305947069e-32,1.9072930479237176e-09,2.2686754235653755e-23,2.7217150022375912e-13,2.4781614698072134e-19,1.3431620741920238e-21,1.925608012281635e-09,1.0397608796026441e-23,0.0042790865539519343,0.00036715975811049684,8.3597355306167747e-10,1.1076104602754667e-08,5.5607307934883021e-13,1.4001168764833805e-06,5.8307626592356011e-14,6.1185019900642174e-10,1.9879439269856673e-07,6.1619295806239194e-11,1.2930551351974493e-13,6.5039245569187485e-16,5.8775091420752921e-11,3.820665418947822e-17,4.6953904389792305e-18
1.949167801721899e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33290109379511484,0.11437475328968055,0.02263648273395882,3.4102212871773434e-13,3.1657107282823665e-09,5.3272027267335654e-09,1.6123411318156992e-07,1.1524975596744585e-15,7.671008560414762e-24,2.7080666559655884e-09,4.424774070008312e-32,1.9228668325485109e-09,2.3211158952780083e-23,2.8114707984414566e-13,2.5629715811345603e-19,1.3853627797045946e-21,1.9779467427911598e-09,1.0709381849369313e-23,0.004294847579071363,0.00036999218038185911,8.4077875649026183e-10,1.1295911033992659e-08,5.7622263691524637e-13,1.4170697947302784e-06,5.8653087263467767e-14,6.2208866318610719e-10,1.9969289579740177e-07,6.2454296185754871e-11,1.3220036579877002e-13,6.693643019447856e-16,6.0740552352550281e-11,3.9195471426004066e-17,4.8500155305337871e-18
1.964331128383324e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33288264887709146,0.11435915390063289,0.022635064803662987,3.5370905288936361e-13,3.2909984015644672e-09,5.4937289760943437e-09,1.6481594573864105e-07,1.1729745586235373e-15,8.0295997800638565e-24,2.7327943490830539e-09,4.5980339881731679e-32,1.9384643653009435e-09,2.3744436799456792e-23,2.903525742060152e-13,2.6498587562446675e-19,1.4284998496993212e-21,2.0313070713442802e-09,1.1028339581354828e-23,0.0043104424650226873,0.00037282405709701392,8.45583352431548e-10,1.1518412817897313e-08,5.9698444866468936e-13,1.4341040990762487e-06,5.8998749671018256e-14,6.3237430349407252e-10,2.0057348054637768e-07,6.3290160153582234e-11,1.3513033240061203e-13,6.8871993540936003e-16,6.2756457480619739e-11,4.019974828799433e-17,5.008594479916656e-18
1.979494455044749e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33286436882795845,0.11434371887844375,0.022633647119282899,3.6676119838388298e-13,3.4203724808372728e-09,5.6642340749742557e-09,1.6844081394416778e-07,1.1936867757572472e-15,8.4017323084234728e-24,2.7575911386594516e-09,4.7768757114935421e-32,1.9540859052813602e-09,2.4286698752698919e-23,2.997922029822561e-13,2.7388513508117026e-19,1.4725844900081538e-21,2.085701122545279e-09,1.1354603294009078e-23,0.0043258729587999619,0.00037565539111580426,8.5038735506313063e-10,1.1743621297036405e-08,6.1837319032114052e-13,1.4512194145181759e-06,5.9344616176460932e-14,6.427056734625984e-10,2.0143622954902785e-07,6.4126793322141657e-11,1.3809534167425081e-13,7.084632522952115e-16,6.4823710127858365e-11,4.1219524713906176e-17,5.1711996981134463e-18
1.994657781706174e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33284625191655531,0.11432844649450818,0.022632229679383206,3.8018584257522202e-13,3.553937985147317e-09,5.8387836988793315e-09,1.7210862718834465e-07,1.2146355389241933e-15,8.7877897314323053e-24,2.7824574641733435e-09,4.9614440355058934e-32,1.969731709414014e-09,2.4838057222494932e-23,3.0947023208735485e-13,2.829977692470941e-19,1.5176278821256496e-21,2.1411410643731514e-09,1.1688295806788759e-23,0.0043411407890112915,0.00037848618527120184,8.5519077833819775e-10,1.197154768152681e-08,6.404037798155905e-13,1.4684153614993195e-06,5.9690689080419994e-14,6.5308133376308006e-10,2.0228123129671959e-07,6.4964103398016096e-11,1.4109531726861726e-13,7.28598136352467e-16,6.6943222358042235e-11,4.2254838565490414e-17,5.3379043876808003e-18
2.009821108367599e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33282829642993922,0.11431333503841333,0.022630812482543818,3.9399033518955728e-13,3.6918018863913881e-09,6.0174440796503431e-09,1.7581928920968193e-07,1.2358221764724415e-15,9.1881625049728252e-24,2.8073937701759382e-09,5.1518867790145065e-32,1.9854020324385912e-09,2.539862607882745e-23,3.1939097377604408e-13,2.9232660769693706e-19,1.5636411817526025e-21,2.1976391074966134e-09,1.2029541476232584e-23,0.0043562476660726655,0.00038131644236946542,8.5999363598814087e-10,1.220220304757287e-08,6.6309138023677478e-13,1.4856915558685694e-06,6.0036970622896087e-14,6.6349985311190629e-10,2.0310858001020053e-07,6.580200020914039e-11,1.4413017826048636e-13,7.4912845783173523e-16,6.9115914955215825e-11,4.3305725681198612e-17,5.5087825444269802e-18
2.024984435029024e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33281050067319323,0.11429838281774653,0.022629395527359708,4.0818209805953171e-13,3.8340731298284761e-09,6.2002820028089728e-09,1.7957269825202296e-07,1.2572480172573766e-15,9.6032479896192859e-24,2.8324005063061963e-09,5.348354839283585e-32,2.001097126901555e-09,2.5968520679079031e-23,3.2955878673752301e-13,3.018744764464206e-19,1.6106355173807541e-21,2.2552075045817354e-09,1.2378466215982396e-23,0.0043711952823997369,0.00038414616519029377,8.6479594152513541e-10,1.2435598335542133e-08,6.8645140007214795e-13,1.5030476088407401e-06,6.0383462986458431e-14,6.7395980907866307e-10,2.0391837548028277e-07,6.6640395727239117e-11,1.4719983928296557e-13,7.7005807316701669e-16,7.1342717401370723e-11,4.4372220076658829e-17,5.6839089590213543e-18
2.040147761690449e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33279286296923732,0.11428358815790558,0.022627978812440788,4.2276862487791189e-13,3.9808626545141896e-09,6.3873648047779044e-09,1.8336874722240379e-07,1.2789143906494214e-15,1.0033450484280161e-23,2.8574781273056499e-09,5.5510022483088059e-32,2.0168172431473492e-09,2.6547857895823866e-23,3.3997807618509837e-13,3.1164419759660241e-19,1.658621988918741e-21,2.313858549592059e-09,1.273519751717927e-23,0.0043859853125975783,0.00038697535648697488,8.6959770824467881e-10,1.2671744348277828e-08,7.1049949428217739e-13,1.5204831269571892e-06,6.0730168293761469e-14,6.8445978881901317e-10,2.0471072290778587e-07,6.747920408269909e-11,1.5030421065464675e-13,7.913908266562734e-16,7.3624567852394932e-11,4.5454353841057243e-17,5.8633592185179558e-18
2.055311088351874e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33277538165863946,0.11426894940191111,0.022626562336411738,4.3775748095789665e-13,4.1322834136644641e-09,6.5787603699734234e-09,1.8720732384959374e-07,1.3008226265416275e-15,1.0479181255646147e-23,2.8826270930329058e-09,5.7599862301916153e-32,2.0325626293094409e-09,2.7136756145006308e-23,3.5065329394160849e-13,3.2163858899281685e-19,1.7076116663594153e-21,2.3736045770811347e-09,1.3099864469239769e-23,0.0044006194136484182,0.00038980401898653174,8.7439894922805817e-10,1.2910651749694072e-08,7.3525156786539791e-13,1.5379977120465103e-06,6.1077088607220075e-14,6.9499838992708325e-10,2.0548573274269267e-07,6.8318341585141176e-11,1.5344319850944808e-13,8.1313055004077214e-16,7.5962413112274096e-11,4.6552157154847833e-17,6.0472097078068392e-18
2.070474415013299e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33275805509943113,0.11425446491022072,0.022625146097911834,4.5315630300094194e-13,4.2884503949382392e-09,6.7745371277695086e-09,1.9108831084318055e-07,1.322974055357135e-15,1.0940858570491969e-23,2.9078478684778494e-09,5.9754672596400649e-32,2.0483335313012125e-09,2.7735335414506783e-23,3.6158893852031246e-13,3.3186046389875853e-19,1.7576155884887488e-21,2.4344579614775753e-09,1.3472597781017714e-23,0.0044150992250974073,0.00039263215538986175,8.7919967734479836e-10,1.3152331062829622e-08,7.6072377590053702e-13,1.5555909611863779e-06,6.1424225934010297e-14,7.0557422118749796e-10,2.0624352052288171e-07,6.9157726740767616e-11,1.5661670492668165e-13,8.3528106201542931e-16,7.8357208605525398e-11,4.7665658589547915e-17,6.2355376109957714e-18
2.085637741674724e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33274088166692284,0.11424013306054516,0.022623730095594794,4.6897279886528235e-13,4.4494806406195833e-09,6.9747640493325178e-09,1.9501158605307078e-07,1.3453700080565124e-15,1.1418907727752968e-23,2.933140923775534e-09,6.1976091216204262e-32,2.0641301928067055e-09,2.8343717293096118e-23,3.7278955520092507e-13,3.4231263068520037e-19,1.8086447616363738e-21,2.4964311163624905e-09,1.3853529802356651e-23,0.0044294263692364142,0.00039545976837187564,8.8399990525507328e-10,1.3396792668029005e-08,7.869325236688494e-13,1.5732624666659308e-06,6.1771582222706734e-14,7.1618590320133964e-10,2.0698420671259836e-07,6.9997280259431212e-11,1.5982462806137862e-13,8.578461696115805e-16,8.0809918347846438e-11,4.8794884959151367e-17,6.4284209127025439e-18
2.100801068336149e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3327238597535227,0.11422595224766655,0.022622314328128633,4.8521474734096918e-13,4.6154932677083458e-09,7.1795106443250446e-09,1.9897702262924661e-07,1.3680118161449641e-15,1.1913761083793543e-23,2.9585067342197627e-09,6.4265789721841828e-32,2.0799528552712218e-09,2.8962024999778582e-23,3.8425973610128774e-13,3.5299789253331266e-19,1.8607101584677349e-21,2.5595364937392058e-09,1.4242794546038327e-23,0.0044436024512858694,0.00039828686058163007,8.8879964541204859e-10,1.3644046801592494e-08,8.1389447097242351e-13,1.5910118159480381e-06,6.2119159361770675e-14,7.2683206918044763e-10,2.0770791654051233e-07,7.083692506837188e-11,1.6306686227503188e-13,8.8082966834533025e-16,8.3321514914959531e-11,4.9939861258888575e-17,6.6259383992677911e-18
2.115964394997574e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33270698776855628,0.11421192088325849,0.022620898794195508,5.0188999793569212e-13,4.7866094879137304e-09,7.3888469574778278e-09,2.0298448918164639e-07,1.3909008116794281e-15,1.2425858082206795e-23,2.98394578027634e-09,6.6625474004955442e-32,2.0958017578917723e-09,2.9590383413524619e-23,3.9600412024443959e-13,3.6391904715334822e-19,1.9138227168180088e-21,2.6237865832953901e-09,1.4640527710132525e-23,0.0044576290595747066,0.00040111343464245769,8.9359891006419656e-10,1.3894103553847698e-08,8.4162653226141009e-13,1.6088385916327741e-06,6.2466959187259836e-14,7.3751136565204337e-10,2.0841477983775841e-07,7.1676586325230885e-11,1.663432982662271e-13,9.0423534196027747e-16,8.5892979409634258e-11,5.1100611109954517e-17,6.8281696598992604e-18
2.131127721658999e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33269026413808878,0.1141980373957079,0.02261948349249155,5.1900647066328452e-13,4.9629526275237302e-09,7.6028435650291447e-09,2.0703384994005602e-07,1.4140383272755424e-15,1.2955645285477001e-23,3.0094585475960159e-09,6.9056884920849596e-32,2.1116771376074032e-09,3.0228919103393667e-23,4.0802739362054526e-13,3.7507888651803269e-19,1.9679933385677551e-21,2.6891939116574956e-09,1.5046866700753402e-23,0.004471507765718378,0.0004039394931520953,8.98397711257592e-10,1.4146972867176939e-08,8.701458753386595e-13,1.6267423714217389e-06,6.2814983478497105e-14,7.4822245296311748e-10,2.0910493087619749e-07,7.2516191417664394e-11,1.696538232011183e-13,9.2806696324953862e-16,8.8525301426869242e-11,5.2277156574761829e-17,7.0351950877254066e-18
2.146291048320424e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33267368730474922,0.11418430022993896,0.022618068421726732,5.3657215583787164e-13,5.1446481471595729e-09,7.8215715710301295e-09,2.1112496491385483e-07,1.4374256961145103e-15,1.3503576395557932e-23,3.0350455270270958e-09,7.1561798933547036e-32,2.1275792290893609e-09,3.0877760359047406e-23,4.2033428924427591e-13,3.864801966102948e-19,2.023232888560072e-21,2.7557710416373593e-09,1.5461950655227803e-23,0.0044852401247950065,0.00040676503868280665,9.0319606083813607e-10,1.4402664534707035e-08,8.9946992648021038e-13,1.6447227280820474e-06,6.3163233954224425e-14,7.5896400600959068e-10,2.0977850820660701e-07,7.3355669969889205e-11,1.7299832084406867e-13,9.5232829446360116e-16,9.1219479017215683e-11,5.3469517945601521e-17,7.2470958807608324e-18
