Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),CO2X(24),CHOX(50),COX(47),C2H6X(49)
1.015062482232649e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12929767932413566,0.097461511696658301,0.069300763357506234,2.586834871463977e-06,0.00021705115633460456,3.0536358120066428e-10,4.1871990926251835e-07,1.6487121000504477e-09,1.8226479269858246e-26,2.7196251855465144e-11,3.6500808366166161e-31,5.2856330448665588e-17,2.1941624013078459e-22,2.7327505573338559e-11,2.0682708348690194e-24,9.3495442146637276e-24,9.5350634919311474e-15,8.1960122558230667e-26,0.0024220767338096858,0.06104679480182551,6.8323502282938469e-08,1.7417291811186185e-07,9.1512949224287754e-08,4.2995133731206513e-14,1.8989165935411753e-10,5.0244862740182515e-09,0.00011332833097724608,1.5531196722573291e-05,4.2564471514074029e-10,7.7052169162329673e-13,3.571599117298643e-10,5.1638401790620247e-12
1.0199678961175925e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12913109727212777,0.097463761661167214,0.06921509231903207,2.6267018513721666e-06,0.00021864008180897483,3.0571016038275897e-10,4.2245957672910556e-07,1.6670633047207091e-09,1.8454580757709005e-26,2.7360846957568976e-11,3.7767142990753554e-31,5.2902997464317482e-17,2.244448316257743e-22,2.7648707982925325e-11,2.0921637653658588e-24,9.4996888593134375e-24,9.5950774865392603e-15,8.4279008516616597e-26,0.0024189889681429481,0.06121558381780743,6.850996135452122e-08,1.7481592760083871e-07,9.1477303913594404e-08,4.3112569729130809e-14,1.8982742647924369e-10,5.0180333198915792e-09,0.00011412230132336118,1.5617233779856279e-05,4.2984306676563252e-10,7.7661815274818068e-13,3.5988777155695815e-10,5.2147465559792716e-12
1.0243827686140418e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12898172347580342,0.097465775521714398,0.069138267023421726,2.6629148739557822e-06,0.00022007226605415319,3.0602311748581863e-10,4.2583561222314514e-07,1.6836649307131323e-09,1.8661334246908299e-26,2.7508954884982205e-11,3.8938247342017937e-31,5.2944996960924921e-17,2.2904517234155492e-22,2.7939550791070484e-11,2.1137898709409353e-24,9.6361836045977854e-24,9.6491231332264903e-15,8.6411294115071029e-26,0.002416220034275413,0.061366933164029559,6.8677141353141888e-08,1.753935376501335e-07,9.1445301415407724e-08,4.3217864059482407e-14,1.8976975794018379e-10,5.0122471915960922e-09,0.00011483758425945482,1.5694621567954857e-05,4.3363489294113931e-10,7.8211699372006629e-13,3.623461656599821e-10,5.2607265838966756e-12
1.028356153860846e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12884773003967084,0.097467579052177344,0.069069348657214924,2.6957769871790333e-06,0.00022136296152903593,3.0630560572440659e-10,4.2888238302442523e-07,1.6986756041583896e-09,1.8848598579854014e-26,2.7642228637738298e-11,4.0018211624142031e-31,5.2982794021015342e-17,2.3324654315609233e-22,2.8202735792071939e-11,2.1333524863406238e-24,9.7601388872044553e-24,9.6977904790546205e-15,8.8367607921452294e-26,0.0024137360921416811,0.061502695968061759,6.8827093414712894e-08,1.7591249814289771e-07,9.1416561145781212e-08,4.3312308361266268e-14,1.8971796749310378e-10,5.0070570104403111e-09,0.00011548190619164348,1.5764233254387292e-05,4.3705826505195466e-10,7.8707562664424463e-13,3.6456138002044984e-10,5.3022411119910792e-12
1.0323295391076502e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12871415403146705,0.097469374155722016,0.069000641746018651,2.72889602723756e-06,0.00022265528433628923,3.0658886665509926e-10,4.3193702543293627e-07,1.7137517752613415e-09,1.9036988287637749e-26,2.7775479394043929e-11,4.1123256792290739e-31,5.3020587158700391e-17,2.3750632299868397e-22,2.8467272487130548e-11,2.1530089343352335e-24,9.8851499002093874e-24,9.7464822625806276e-15,9.0359727783280805e-26,0.0024112597815758138,0.06163803321868052,6.8976564936577025e-08,1.7643061794694807e-07,9.1387878368412737e-08,4.3406450548820197e-14,1.8966627985091057e-10,5.0018831592862735e-09,0.00011612675899471519,1.5833809221317924e-05,4.404917550810072e-10,7.9204336936585854e-13,3.6677908806296917e-10,5.3438806679035541e-12
1.0363029243544544e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12858099330919492,0.097471160876735199,0.068932145204108841,2.762272728409426e-06,0.00022394922367180626,3.0687289011118077e-10,4.3499951219155125e-07,1.7288933764465295e-09,1.9226504910292025e-26,2.7908706350260386e-11,4.2253849759261217e-31,5.3058374900033114e-17,2.418250529838449e-22,2.8733161149678674e-11,2.172759145177292e-24,1.0011220624391642e-23,9.7951980591668018e-15,9.2388150347287047e-26,0.002408791063762775,0.0617729471033195,6.912555836801303e-08,1.7694789813607664e-07,9.1359251937340042e-08,4.3500292161253287e-14,1.8961469260077815e-10,4.9967255501648763e-09,0.00011677213638773631,1.5903349125912655e-05,4.4393531879974398e-10,7.9702016714008738e-13,3.689992648918252e-10,5.3856447696922058e-12
1.0402763096012587e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12844824574622513,0.09747293925928574,0.068863857953548463,2.7959078215391582e-06,0.0002252447688088099,3.0715766601224851e-10,4.380698161323837e-07,1.7441003398460688e-09,1.9417149972637964e-26,2.8041908713638258e-11,4.3410463898221427e-31,5.3096155805880485e-17,2.4620327646530083e-22,2.9000402039783151e-11,2.192603047816035e-24,1.0138355029245587e-23,9.8439374473842114e-15,9.4453376849516337e-26,0.0024063299001643008,0.061907439793718148,6.9274076140927224e-08,1.7746433979745721e-07,9.1330680728615362e-08,4.3593834726760485e-14,1.8956320337795375e-10,4.991584095821952e-09,0.00011741803213433342,1.5972852630415068e-05,4.4738891208116967e-10,8.0200596549887669e-13,3.7122188578374438e-10,5.4275329368450528e-12
1.0442496948480629e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12831590923115321,0.097474709347127431,0.068795778924115078,2.8298020340461857e-06,0.00022654190909716644,3.0744318436408464e-10,4.4114791017636496e-07,1.7593725973057101e-09,1.9608924984350746e-26,2.8175085702175815e-11,4.4593579098815192e-31,5.3133928471210968e-17,2.5064153902891748e-22,2.9268995404277598e-11,2.2125405699124438e-24,1.0266557072961989e-23,9.8927000089938844e-15,9.6555913134312842e-26,0.0024038762525163309,0.062041513446067814,6.9422120670013884e-08,1.7797994403202205e-07,9.13021636448118e-08,4.3687079762723441e-14,1.8951180987477599e-10,4.9864587097063505e-09,0.00011806444004231009,1.6042319402079292e-05,4.5085249090065548e-10,8.0700071021395239e-13,3.7344692618641449e-10,5.4695446902854903e-12
1.0482230800948671e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12818398166766157,0.09747647118370184,0.068727907053230938,2.8639560899334878e-06,0.00022784063396272936,3.0772943525802482e-10,4.4423376733283504e-07,1.77471008039059e-09,1.9801831440061955e-26,2.8308236544484142e-11,4.5803681823804975e-31,5.3171691524300033e-17,2.551403884855711e-22,2.9538941476889862e-11,2.2325716378552967e-24,1.0395830702412839e-23,9.9414853289265865e-15,9.8696269673097973e-26,0.0024014300828265425,0.062175170201152173,6.9569694352907538e-08,1.784947119556785e-07,9.1273699625836468e-08,4.3780028775806651e-14,1.8946050986181553e-10,4.9813493059327269e-09,0.00011871135396327745,1.6111749113098595e-05,4.5432601133630499e-10,8.1200434721013564e-13,3.7567436171708441e-10,5.5116795523765787e-12
1.0521964653416713e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12805246097437983,0.097478224812141273,0.068660241285892251,2.8983707097961233e-06,0.00022914093290666727,3.0801640887077534e-10,4.4732736069912477e-07,1.790112720391125e-09,1.9995870819427062e-26,2.8441360479649225e-11,4.7041265165467879e-31,5.3209443626039816e-17,2.5970037486405012e-22,2.9810240478372185e-11,2.2526961767760787e-24,1.0526179853133818e-23,9.9902929952640116e-15,1.0087496158323799e-25,0.0023989913533718379,0.06230841218449034,6.9716799570339855e-08,1.7900864469671664e-07,9.1245287628063617e-08,4.3872683262055733e-14,1.8940930114632773e-10,4.9762557993120147e-09,0.00011935876779227875,1.6181141440554022e-05,4.5780942956962655e-10,8.1701682271475954e-13,3.7790416816116853e-10,5.5539370469261395e-12
1.055772512063795e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12793443851613998,0.097479796095183119,0.068599517447906683,2.9295672427038258e-06,0.00023031253917611151,3.082752949964127e-10,4.5011818702370723e-07,1.8040307485491552e-09,2.017147612150696e-26,2.8561148395130255e-11,4.8178999028091875e-31,5.3243410073166429e-17,2.638570910532808e-22,3.0055566505986126e-11,2.270888116610764e-24,1.064441690304141e-23,1.0034238663217164e-14,1.0286899054805131e-25,0.0023968028273004794,0.06242797708420264,6.9848795682236272e-08,1.7947047102547236e-07,9.1219760467734461e-08,4.3955821707238153e-14,1.8936328959672084e-10,4.9716851655569995e-09,0.00011994186264871142,1.6243562309309918e-05,4.6095293246499566e-10,8.2153556332729372e-13,3.7991300121280674e-10,5.5920732503675783e-12
1.0593485587859188e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12781674245231553,0.097481360795337882,0.068538958946749232,2.9609759338909689e-06,0.00023148540445657484,3.0853475159459477e-10,4.5291523846909404e-07,1.8180014474715101e-09,2.0348001335933864e-26,2.8680913367639249e-11,4.9339765930987562e-31,5.3277365659199339e-17,2.6806417954398569e-22,3.0301988717295509e-11,2.289155649968424e-24,1.0763531156772066e-23,1.0078201804751579e-14,1.0489487429093192e-25,0.0023946202703540578,0.062547209256503547,6.9980415963991765e-08,1.7993162262181028e-07,9.1194273901747491e-08,4.4038723864813806e-14,1.8931734875826312e-10,4.9671272788768817e-09,0.00012052535313044188,1.6305952411061875e-05,4.6410438537217707e-10,8.2606138083735492e-13,3.8192371780701576e-10,5.6303080564580989e-12
1.0629246055080425e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12769937129610245,0.097482918943417457,0.068478565028784522,2.9925973016254824e-06,0.00023265952124829759,3.0879477168002856e-10,4.5571849560442932e-07,1.8320247665206229e-09,2.0525447510575262e-26,2.8800654863705699e-11,5.0523939338553482e-31,5.3311309472949107e-17,2.7232204588675651e-22,3.0549507246773064e-11,2.307498719717527e-24,1.0883525459718732e-23,1.0122182126048457e-14,1.0695299805952931e-25,0.0023924436555821165,0.062666110219732993,7.011166211664458e-08,1.803921003350138e-07,9.116882722167577e-08,4.4121390803716609e-14,1.8927147714440242e-10,4.9625820785489447e-09,0.00012110923487574296,1.6368311520303429e-05,4.6726375656480608e-10,8.3059423651313437e-13,3.8393630063511913e-10,5.6686411210719202e-12
1.0665006522301663e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12758232357016952,0.09748447057003759,0.068418334945177073,3.0244318619611284e-06,0.00023383488209933025,3.0905534832252805e-10,4.5852793905557971e-07,1.8461006548925534e-09,2.0703815683663729e-26,2.8920372356406067e-11,5.1731897206874021e-31,5.3345240622960888e-17,2.7663109706951843e-22,3.0798122220690354e-11,2.3259172679386436e-24,1.1004402649800798e-23,1.0166179335308418e-14,1.0904375019615282e-25,0.0023902729562048455,0.062784681482556892,7.0242535830518342e-08,1.8085190502191209e-07,9.114341973317574e-08,4.4203823586149379e-14,1.8922567329933736e-10,4.9580495042927064e-09,0.00012169350355048483,1.6430639414582632e-05,4.7043101438637278e-10,8.3513409178756351e-13,3.8595073249531542e-10,5.7070721010409788e-12
1.07007669895229e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12746559780657746,0.097486015705619627,0.068358267951850474,3.0564801287425872e-06,0.00023501147960514681,3.0931647464669941e-10,4.6134354950488737e-07,1.8602290616203708e-09,2.0883106883854799e-26,2.9040065325284878e-11,5.2964022017214024e-31,5.33791582370674e-17,2.8099174151332523e-22,3.1047833757192862e-11,2.344411235933751e-24,1.1126165557455146e-23,1.0210193142740092e-14,1.1116752214882845e-25,0.0023881081456116381,0.062902924544049582,7.0373038785317091e-08,1.8131103754770567e-07,9.1118050768869043e-08,4.4286023267640679e-14,1.8917993582349191e-10,4.9535294962374472e-09,0.00012227815484791831,1.6492935874458036e-05,4.7360612725181081e-10,8.3968090817250389e-13,3.879669962917784e-10,5.7456006541577204e-12
1.0736527456744138e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12734919254670513,0.097487554380392069,0.068298363309450147,3.0887426136107837e-06,0.00023618930640828897,3.0957814383171361e-10,4.6416530769094365e-07,1.8744099355771485e-09,2.1063322130267789e-26,2.9159733256283851e-11,5.422070081016942e-31,5.3413061462054272e-17,2.8540438906808817e-22,3.1298641966370038e-11,2.3629805642344902e-24,1.124881700562986e-23,1.0254223260548847e-14,1.1332470848209322e-25,0.0023859491973597631,0.063020840893769123,7.0503172650193602e-08,1.8176949878560826e-07,9.1092719666666579e-08,4.4367990897091782e-14,1.8913426332909015e-10,4.9490219949202638e-09,0.00012286318448847513,1.6555200683476635e-05,4.7678906364381829e-10,8.4423464737555442e-13,3.89985075033969e-10,5.7842264391764171e-12
1.0768711877243252e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12724470064539964,0.097488933688524626,0.068244587334029827,3.1179624275558254e-06,0.00023725039553703349,3.0981410465064288e-10,4.6671013049890603e-07,1.8872175392360985e-09,2.1226306746208304e-26,2.9267412567024418e-11,5.5373028968972656e-31,5.344356137166593e-17,2.8942057441626051e-22,3.1525307094319345e-11,2.3797573430016288e-24,1.1359965338258116e-23,1.0293864075687067e-14,1.1529507410498512e-25,0.0023840111345142137,0.063126687493462452,7.0619978927823062e-08,1.8218154067541775e-07,9.1069953509477026e-08,4.4441564220726513e-14,1.8909321251857393e-10,4.9449758882135402e-09,0.00012339003113302698,1.6611211773592512e-05,4.7966036951985854e-10,8.4833890015086026e-13,3.9180288372212947e-10,5.8190724977063332e-12
1.0800896297742366e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12714046612774715,0.097490307809499507,0.068190941735359181,3.1473565406919785e-06,0.000238312469176869,3.10050494810069e-10,4.6925990345446195e-07,1.9000675623200563e-09,2.1390041386973528e-26,2.9375070819931315e-11,5.654585172239223e-31,5.3474048354039892e-17,2.9347951620139188e-22,3.1752860678892632e-11,2.3965950704092727e-24,1.1471837716588287e-23,1.0333517663712928e-14,1.1729311955674778e-25,0.0023820777798383677,0.063232271728156736,7.0736488788295569e-08,1.8259304018137851e-07,9.1047217036444176e-08,4.4514951181927408e-14,1.8905221228266433e-10,4.9409398214049197e-09,0.00012391717770897617,1.6667196899918114e-05,4.8253796410559928e-10,8.524487018047506e-13,3.9362213659929496e-10,5.8539967910392579e-12
1.083308071824148e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1270364879494707,0.097491676764958651,0.068137425984105604,3.1769253214476847e-06,0.00023937552206054356,3.1028730945008654e-10,4.718146126319781e-07,1.9129599672374724e-09,2.1554526775861563e-26,2.9482707653255837e-11,5.7739460830964262e-31,5.3504521825132176e-17,2.9758151615582043e-22,3.1981302783891806e-11,2.4134937015381351e-24,1.158443618296149e-23,1.0373183818928095e-14,1.1931913899320505e-25,0.0023801491143988491,0.063337594664276756,7.0852703426858813e-08,1.830039979550468e-07,9.1024509795810881e-08,4.458815253179621e-14,1.8901126167611187e-10,4.9369137520134399e-09,0.00012444462115217565,1.6723155910725054e-05,4.8542182457241176e-10,8.5656402472477235e-13,3.954428214949604e-10,5.8889990724132672e-12
1.0865265138740595e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12693276507221993,0.09749304057642133,0.06808403955393949,3.2066691368185976e-06,0.00024043954895078468,3.1052454374597321e-10,4.7437424414214724e-07,1.9258947162994795e-09,2.1719763630026413e-26,2.9590322709266252e-11,5.8954151131458081e-31,5.3534981212441587e-17,3.0172687693875457e-22,3.2210633468009777e-11,2.4304531909846117e-24,1.1697762774788384e-23,1.0412862336916359e-14,1.2137342864192921e-25,0.0023782251193690635,0.06344265736219494,7.0968624032050315e-08,1.8341441465246463e-07,9.1001831345633388e-08,4.4661169017218764e-14,1.889703597746023e-10,4.9328976378227068e-09,0.00012497235841580655,1.6779088656159081e-05,4.8831192813858219e-10,8.6068484138988064e-13,3.9726492630577868e-10,5.9240790957019193e-12
1.089744955923971e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1268292964635282,0.097494399265284998,0.068030781921512712,3.2365883523707422e-06,0.00024150454464009309,3.1076219290803255e-10,4.7693878413185372e-07,1.9388717717216215e-09,2.1885752660504373e-26,2.9697915634207082e-11,6.0190220557130655e-31,5.3565425954813862e-17,3.0591590213374893e-22,3.2440852784871049e-11,2.4474734928656497e-24,1.1811819524545927e-23,1.0452553014537028e-14,1.2345628680856878e-25,0.0023763057760284412,0.063547460876274733,7.1084251785749267e-08,1.8382429093433477e-07,9.097918125236872e-08,4.4734001380897558e-14,1.8892950567190992e-10,4.9288914368813745e-09,0.00012550038647026263,1.6834994988221956e-05,4.9120825206947071e-10,8.6481112438337994e-13,3.990884389951033e-10,5.9592366154151158e-12
1.0929633979738823e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1267260810967695,0.097495752852826092,0.067977652566436772,3.2666833322436487e-06,0.0002425705039505352,3.1100025218144876e-10,4.7950821878403877e-07,1.9518910956255971e-09,2.205249457223944e-26,2.9805486078258049e-11,6.1447970157959694e-31,5.3595855502246161e-17,3.1014889624618529e-22,3.2671960783072443e-11,2.4645545608235901e-24,1.1926608459773816e-23,1.0492255649918385e-14,1.2556801388318273e-25,0.0023743910657616609,0.063652006254914711,7.1199587863223174e-08,1.8423362746572013e-07,9.0956559091869445e-08,4.4806650361381527e-14,1.8888869848179788e-10,4.9248951074970141e-09,0.00012602870230303418,1.6890874760752247e-05,4.9411077367747045e-10,8.6894284637421187e-13,4.0091334759251921e-10,5.9944713867000525e-12
1.0961818400237938e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12662311795111617,0.09749710136020108,0.067924650971261172,3.2969544391534938e-06,0.00024363742173353709,3.112387168461303e-10,4.8208253431756638e-07,1.9649526500409809e-09,2.2219990064110074e-26,2.9913033695493358e-11,6.2727704120899487e-31,5.3626269315689895e-17,3.1442616470075167e-22,3.2903957506223679e-11,2.4816963480310393e-24,1.2042131603071163e-23,1.0531970042451152e-14,1.2770891234656297e-25,0.0023724809700578836,0.063756294540591993,7.1314633433174243e-08,1.8464242491612119e-07,9.093396444802303e-08,4.4879116693094859e-14,1.8884793733532267e-10,4.9209086082370543e-09,0.00012655730291859235,1.6946727829406902e-05,4.9701947032224777e-10,8.7307998013403575e-13,4.0273964019341416e-10,6.0297831653420411e-12
1.0994002820737052e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12652040601149628,0.097498444808447146,0.067871776621452162,3.3274020343962548e-06,0.00024470529286968132,3.1147758221654633e-10,4.8466171698708935e-07,1.9780563969069225e-09,2.2388239828955771e-26,3.0020558143841644e-11,6.4029729790197406e-31,5.3656666866858785e-17,3.1874801383891788e-22,3.3136842992987423e-11,2.4988988071956999e-24,1.2158390972093481e-23,1.0571695992781943e-14,1.298792867765302e-25,0.0023705754705100014,0.063860326769905357,7.1429389657787647e-08,1.8505068395919503e-07,9.0911396913462267e-08,4.4951401106367367e-14,1.8880722138219685e-10,4.9169318979242805e-09,0.00012708618533827502,1.7002554051642308e-05,4.9993431941088617e-10,8.772224985244662e-13,4.0456730495855098e-10,6.0651717077652011e-12
1.1026187241236166e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12641794426855271,0.097499783218483183,0.067819029005371567,3.3580264778508862e-06,0.00024577411226850611,3.117168436415585e-10,4.8724575308291756e-07,1.9912022980738121e-09,2.2557244553603852e-26,3.0128059085046634e-11,6.5354357687763996e-31,5.3687047638041388e-17,3.2311475091640626e-22,3.3370617277118951e-11,2.5161618905651545e-24,1.2275388579549872e-23,1.0611433302806725e-14,1.320794438542059e-25,0.002368674548813887,0.063964103973617542,7.1543857692778473e-08,1.854584052728906e-07,9.0888856088767049e-08,4.5023504327464051e-14,1.8876654978920253e-10,4.9129649356366343e-09,0.00012761534660017462,1.705835328669631e-05,5.0285529839801917e-10,8.8137037450542044e-13,4.0639633011362773e-10,6.1006367710331159e-12
1.105837166173528e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1263157317186013,0.097501116611110564,0.067766407614255994,3.3888281279824948e-06,0.00024684387486830595,3.119564965042578e-10,4.8983462893088719e-07,2.0043903153049259e-09,2.2727004918895318e-26,3.0235536184628127e-11,6.6701901533574915e-31,5.3717411121918637e-17,3.2752668410066263e-22,3.3605280387505466e-11,2.533485549931594e-24,1.2393126433200311e-23,1.0651181775664311e-14,1.3430969237026812e-25,0.0023667781867676599,0.064067627176697395,7.1658038687436771e-08,1.8586558953912633e-07,9.0866341582856812e-08,4.5095427078613392e-14,1.8872592174091958e-10,4.9090076807030454e-09,0.00012814478375902595,1.71141253955701e-05,5.0578238478597732e-10,8.8552358112766541e-13,4.0822670394884509e-10,6.1361781128494898e-12
1.1090556082234395e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12621376736359027,0.097502445007013896,0.067713911942196114,3.419807341845522e-06,0.00024791457563593314,3.1219653622179931e-10,4.9242833089222957e-07,2.0176204102780624e-09,2.2897521599711047e-26,3.0342989111843364e-11,6.8072678266097895e-31,5.3747756821382833e-17,3.3198412246832542e-22,3.3840832348205296e-11,2.5508697366365359e-24,1.2511606535853031e-23,1.0690941215729871e-14,1.3657034323119458e-25,0.0023648863662709477,0.06417089739836157,7.1771933784673929e-08,1.862722374439607e-07,9.0843853012333871e-08,4.5167170078036333e-14,1.8868533643842218e-10,4.9050600927031636e-09,0.00012867449388609506,1.7169870241010453e-05,5.0871555612492358e-10,8.8968209153946018e-13,4.1005841481848571e-10,6.1717954915587509e-12
1.1122740502733509e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12611205021105962,0.097503768426762116,0.067661541486116,3.4509644750869264e-06,0.00024898620956660195,3.1243695824523555e-10,4.9502684536344023e-07,2.0308925445871619e-09,2.3068795264997766e-26,3.0450417539648667e-11,6.9467008062752742e-31,5.3778084249359722e-17,3.3648737600269412e-22,3.4077273178486799e-11,2.5683144015754962e-24,1.263083088536208e-23,1.0730711428608467e-14,1.3886170946548893e-25,0.0023629990693241586,0.064273915652116306,7.1885544121068324e-08,1.8667834967721697e-07,9.0821390001746319e-08,4.5238734039975191e-14,1.8864479309974966e-10,4.901122131463452e-09,0.00012920447406906919,1.7225587687491914e-05,5.1165479001298645e-10,8.9384587897947305e-13,4.1189145114049218e-10,6.2074886661465921e-12
1.1154924923232623e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12601057927410081,0.097505086890809139,0.067609295745752862,3.4822998819493871e-06,0.0002500587716836928,3.1267775805934583e-10,4.9763015877614935e-07,2.044206679743897e-09,2.3240826577794314e-26,3.0557821144661667e-11,7.0885214360411159e-31,5.3808392928633279e-17,3.4103675559119578e-22,3.4314602892866911e-11,2.5858194952026602e-24,1.2750801474625034e-23,1.0770492221128588e-14,1.4118410622988827e-25,0.00236111627802776,0.064376682945798111,7.1998870826910197e-08,1.8708392693274086e-07,9.0798952183102982e-08,4.5310119674721683e-14,1.88604290958953e-10,4.8971937570568942e-09,0.00012973472141194716,1.7281277601199338e-05,5.1460006409638422e-10,8.9801491678324192e-13,4.1372580139604552e-10,6.2432573962404527e-12
1.1187109343731737e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12590935357131666,0.09750640041949464,0.06755717422363669,3.5138139152745025e-06,0.00025113225703855997,3.1291893118246459e-10,5.0023825759699376e-07,2.0575627771792554e-09,2.3413616195257451e-26,3.0665199607123896e-11,7.2327623875934256e-31,5.3838682391674329e-17,3.4563257302284996e-22,3.4552821501149442e-11,2.6033849675354876e-24,1.2871520291580888e-23,1.08102834013357e-14,1.4353785081555194e-25,0.0023592379745815614,0.064479200281614649,7.2111915026246057e-08,1.8748896990791583e-07,9.0776539195981389e-08,4.5381327688644728e-14,1.8856382926624519e-10,4.8932749297989925e-09,0.00013026523303493129,1.7336939850010603e-05,5.175513560695503e-10,9.021891783762818e-13,4.155614541291493e-10,6.2791014421099844e-12
1.1219293764230852e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1258083721267825,0.09750770903304494,0.067505176425070409,3.5455069265060007e-06,0.00025220666071033995,3.1316047316631008e-10,5.0285112832748776e-07,2.0709607982450957e-09,2.3587164768687884e-26,3.0772552610863849e-11,7.379456662674314e-31,5.3868952180472172e-17,3.5027514098573204e-22,3.4791929008463013e-11,2.6210107681593027e-24,1.2992989319208033e-23,1.0850084778485841e-14,1.4592326265423331e-25,0.0023573641412840125,0.064581468656185151,7.2224677836923403e-08,1.8789347930407185e-07,9.0754150687225353e-08,4.5452358784218821e-14,1.8852340728742794e-10,4.8893656102477643e-09,0.00013079600607431997,1.7392574303479449e-05,5.205086436752518e-10,9.0636863728016214e-13,4.1739839794621981e-10,6.3150205646674529e-12
1.1251478184729966e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12570763397000639,0.097509012751573865,0.067453301858109965,3.5773792656929525e-06,0.00025328197780576084,3.1340237959581058e-10,5.0546875750389601e-07,2.0844007042156881e-09,2.3761472943555841e-26,3.0879879843260321e-11,7.5286375951422252e-31,5.3899201846368713e-17,3.5496477306443637e-22,3.5031925415298835e-11,2.6386968462318356e-24,1.3115210535522461e-23,1.08898961630392e-14,1.4834066332443491e-25,0.0023554947605314899,0.064683489060580163,7.2337160370634082e-08,1.8829745582580005e-07,9.0731786310820778e-08,4.5523213660051065e-14,1.8848302430355995e-10,4.8854657591994916e-09,0.0001313270376824008,1.7448180832818717e-05,5.2347190470470392e-10,9.1055326710631746e-13,4.1923662151567688e-10,6.3510145254681174e-12
1.128366260522908e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12560713813589067,0.097510311595083402,0.067401550033544658,3.6094312814929956e-06,0.00025435820345895481,3.1364464608893192e-10,5.0809113169710596e-07,2.0978824562892392e-09,2.3936541359526958e-26,3.0987180995206258e-11,7.6803388530355819e-31,5.3929430949896129e-17,3.5970178373753832e-22,3.5272810717548096e-11,2.6564431504877532e-24,1.3238185913575978e-23,1.0929717366653744e-14,1.5079037655754632e-25,0.0023536298148176104,0.0647852624803614,7.2449363732958185e-08,1.8870090018164103e-07,9.0709445727938521e-08,4.5593893010908676e-14,1.8844267961110206e-10,4.8815753376891865e-09,0.00013185832502734504,1.7503759310883224e-05,5.2644111699767923e-10,9.1474304156109061e-13,4.2107611356753692e-10,6.3870830867105377e-12
1.1315847025728195e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12550688366469315,0.097511605583464653,0.067349920464877644,3.6416633211755578e-06,0.00025543533283127056,3.1388726829649828e-10,5.1071823751250292e-07,2.1114060155893976e-09,2.4112370650487822e-26,3.1094455761072932e-11,7.8345944406398666e-31,5.3959639060615876e-17,3.6448648837505442e-22,3.5514584906539169e-11,2.6742496292431453e-24,1.3361917421454714e-23,1.0969548202178828e-14,1.5327272824396438e-25,0.0023517692867325332,0.064886789895620953,7.2561289023406935e-08,1.8910381308302094e-07,9.0687128606322778e-08,4.566439752774618e-14,1.884023725205736e-10,4.8776943069857893e-09,0.00013238986529310272,1.7559309612153846e-05,5.2941625844261733e-10,9.1893793444105191e-13,4.229168628930114e-10,6.423226011236869e-12
