Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),CO2X(24),CHOX(50),COX(47),C2H6X(49)
1.6048435726086478e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18873369088913247,0.097591044354849374,0.099123545085042425,6.2573583368515897e-13,9.5788006426033024e-09,2.3145344811198016e-11,1.7840327461624324e-11,3.2882648260499116e-14,6.1847749962016488e-31,2.826449519588496e-14,1.4835913422175956e-45,7.7935515023728748e-18,6.4028512665715011e-32,5.9788485211034756e-16,2.6884801090567762e-29,5.1527097721270126e-30,1.0524572265114714e-17,3.2728607123118162e-37,0.0024088660652487937,0.0017527926602031836,2.4679543589115953e-09,1.0705678225996733e-08,2.8075592620620279e-07,1.5684105404396161e-15,7.2501761236840116e-10,9.2647051560906467e-09,7.7103633266227993e-08,1.976247036871492e-08,8.1271166537579922e-15,1.1018372516972456e-15,1.9707372201250586e-14,1.0722036624596694e-16
1.606042427025827e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1887314803819142,0.097590112475939197,0.099122905787347018,6.2761934706795405e-13,9.6223853368419285e-09,2.3204062214040425e-11,1.7880487460434214e-11,3.294099591703536e-14,6.2091765290420298e-31,2.8299101966655065e-14,1.4928691093139428e-45,7.8063876772357441e-18,6.4309925854317714e-32,5.996239666863057e-16,2.6969178358462546e-29,5.1715891252948613e-30,1.0549558466045555e-17,3.2892474632860381e-37,0.0024097978358981567,0.0017540710181346785,2.4693732027819138e-09,1.072049038979775e-08,2.8094079545524024e-07,1.5694545474393445e-15,7.2536065806135097e-10,9.2628807657689187e-09,7.7211914291718249e-08,1.9833207806246788e-08,8.1445554487611294e-15,1.1041196010980579e-15,1.9753656656788657e-14,1.0743062789030724e-16
1.607241281443006e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18872927075245269,0.097589181436001662,0.099122266508746948,6.2950689982687291e-13,9.6661235662530891e-09,2.3262855803375866e-11,1.7920700979204565e-11,3.2999410634375261e-14,6.2336449803083903e-31,2.8333728065966349e-14,1.5021990462792093e-45,7.8192313733625334e-18,6.4592394587105933e-32,6.0136648633107251e-16,2.7053730201769905e-29,5.1905186417259963e-30,1.0574578825095081e-17,3.3057062131602222e-37,0.0024107287675148043,0.001755349337508329,2.4707919961187769e-09,1.0735297958207153e-08,2.8112528244340853e-07,1.5706254105421475e-15,7.2570280200316411e-10,9.2610598014665402e-09,7.7320252904040205e-08,1.9904105823915881e-08,8.1620170072328872e-15,1.1064424093423918e-15,1.9800005309241588e-14,1.0764115814052961e-16
1.608440135860185e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18872706199999698,0.097588251234297707,0.099121627249235775,6.3139849723056423e-13,9.7100156662654014e-09,2.3321725465484006e-11,1.7960968040383063e-11,3.3057892448642067e-14,6.2581801466353315e-31,2.8368373492512157e-14,1.5115814122408994e-45,7.8320825711195779e-18,6.4875922067720883e-32,6.0311241302353219e-16,2.7138456758419647e-29,5.2094982353053616e-30,1.0599633330093097e-17,3.3222372316895639e-37,0.0024116588608377467,0.001756627618336724,2.4722107389104948e-09,1.0750100875429855e-08,2.8130938656310588e-07,1.5713393170315173e-15,7.2604404375331457e-10,9.2592422544840541e-09,7.7428649109857005e-08,1.9975164412722145e-08,8.1795013423878483e-15,1.1087284389197817e-15,1.9846418184911524e-14,1.0785195715920224e-16
1.609638990277364e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18872485412379711,0.097587321870089186,0.099120988008807073,6.3329414455177691e-13,9.754061972176818e-09,2.3380671085874505e-11,1.8001288666416949e-11,3.3116441395952877e-14,6.2827818353453558e-31,2.8403038244985689e-14,1.5210164678125851e-45,7.8449412508364245e-18,6.5160511509131117e-32,6.0486174872877305e-16,2.7223358120153934e-29,5.2285278233071097e-30,1.0624721968698516e-17,3.3388407897288993e-37,0.0024125881166051234,0.0017579058606324465,2.4736294311459975e-09,1.076489908610927e-08,2.8149310720974368e-07,1.571936466367542e-15,7.2638438181526026e-10,9.2574281162671674e-09,7.7537102915741521e-08,2.0046383561636087e-08,8.1970084674397043e-15,1.1109769086465432e-15,1.9892895310099203e-14,1.0806302510886567e-16
1.610837844694543e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18872264712310352,0.097586393342638494,0.099120348787454418,6.35193847065575e-13,9.798262819209773e-09,2.343969254962405e-11,1.8041662879753255e-11,3.317505751242124e-14,6.3074502755955749e-31,2.8437722322080059e-14,1.530504474456333e-45,7.8578073928219648e-18,6.5446166129588849e-32,6.0661449540402644e-16,2.7308434352962289e-29,5.2476075692019816e-30,1.0649844728471446e-17,3.3555171587550201e-37,0.0024135165355545769,0.0017591840644080744,2.4750480728146247e-09,1.0779692537098486e-08,2.8167644377874206e-07,1.5730244232341645e-15,7.2672381428118469e-10,9.2556173784130336e-09,7.7645614328178146e-08,2.0117763258492283e-08,8.2145383956018376e-15,1.113267461633735e-15,1.9939436711104585e-14,1.0827436215204498e-16
1.612036699111722e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18872044099716742,0.097585465651208764,0.099119709585171384,6.3709761005075417e-13,9.8426185424597136e-09,2.3498789741111425e-11,1.8082090702838589e-11,3.3233740834155042e-14,6.332185919656775e-31,2.8472425722488266e-14,1.540045694995783e-45,7.8706809773520092e-18,6.5732889155850279e-32,6.0837065499397315e-16,2.7393685580552092e-29,5.2667377707020699e-30,1.0675001596815756e-17,3.3722666112496934e-37,0.0024144441184229585,0.0017604622296761752,2.4764666639057287e-09,1.0794481174735027e-08,2.8185939567081842e-07,1.5742629801117208e-15,7.2706234034443351e-10,9.2538100323784849e-09,7.7754183353714763e-08,2.0189303489297764e-08,8.2320911400873575e-15,1.1156031127176697e-15,1.9986042414226347e-14,1.0848596845124012e-16
1.613235553528901e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18871823574524063,0.097584538795063708,0.099119070401951587,6.3900543878873367e-13,9.8871294769299801e-09,2.3557962544227341e-11,1.8122572158119286e-11,3.3292491397258161e-14,6.3569886499011386e-31,2.8507148444903199e-14,1.5496403932217935e-45,7.8835619846792506e-18,6.6020683820667558e-32,6.101302294342881e-16,2.7479111946426545e-29,5.2859183924277081e-30,1.070019256102396e-17,3.3890894204028084e-37,0.002415370865946561,0.0017617403564493008,2.4778852044076994e-09,1.0809264943006147e-08,2.8204196229210956e-07,1.5750017882812823e-15,7.2739995966389668e-10,9.252006069476598e-09,7.7862809998974243e-08,2.0261004238739148e-08,8.2496667141089031e-15,1.1179015181817663e-15,2.0032712445762274e-14,1.0869784416893341e-16
1.6144344079460802e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18871603136657558,0.097583612773467568,0.099118431237788601,6.4091733856342604e-13,9.9317959575343278e-09,2.3617210842398497e-11,1.8163107268041411e-11,3.3351309237830755e-14,6.3818583668024205e-31,2.8541890488017646e-14,1.5592888338417242e-45,7.8964503950344929e-18,6.6309553362486126e-32,6.1189322065219754e-16,2.7564713537632257e-29,5.3051494064902137e-30,1.0725417608284574e-17,3.4059858600781749e-37,0.002416296778861148,0.0017630184447399988,2.4793036943094332e-09,1.0824043787036467e-08,2.8222414304912377e-07,1.5758288185108657e-15,7.2773667047886071e-10,9.2502054812103172e-09,7.7971494270475629e-08,2.0332865490262092e-08,8.2672651308784164e-15,1.1201750079116344e-15,2.0079446832009334e-14,1.0890998946759041e-16
1.6156332623632592e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1887138278604254,0.097582687585685432,0.099117792092676002,6.4283331466271712e-13,9.9766183190394408e-09,2.3676534518314039e-11,1.8203696055050576e-11,3.3410194391966862e-14,6.4067951248320549e-31,2.8576651850524294e-14,1.5689912830307585e-45,7.9093461886138805e-18,6.6599501028838425e-32,6.1365963056138415e-16,2.7650490426893335e-29,5.3244308749573374e-30,1.0750676725618417e-17,3.4229562052161486e-37,0.0024172218579016406,0.0017642964945608151,2.4807221336005115e-09,1.0838817653307304e-08,2.8240593735183777e-07,1.5767394803631262e-15,7.280724715913255e-10,9.2484082591262405e-09,7.8080236174686137e-08,2.0404887225338825e-08,8.2848864036069161e-15,1.1224725868023837e-15,2.0126245599263156e-14,1.0912240450964984e-16
1.6168321167804383e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18871162522604404,0.097581763230983123,0.099117152966607447,6.4475337237791701e-13,1.0021596896080047e-08,2.3735933454029536e-11,1.8244338541592015e-11,3.3469146895755373e-14,6.4317990509247749e-31,2.8611432531115692e-14,1.5787480082352217e-45,7.9222493455839004e-18,6.6890530075096454e-32,6.1542946106390744e-16,2.7736442733025909e-29,5.3437629052323623e-30,1.0775969899902926e-17,3.4400007316874425e-37,0.0024181461038022315,0.0017655745059242643,2.4821405222692113e-09,1.0853586487993905e-08,2.8258734461422784e-07,1.5776500136551715e-15,7.2840736199819208e-10,9.2466143946711349e-09,7.8189035718130607e-08,2.0477069423747734e-08,8.3025305455049731e-15,1.1247723535453461e-15,2.0173108773818249e-14,1.0933508945752734e-16
1.6180309711976173e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18870942346268604,0.097580839708626979,0.099116513859576455,6.466775170031854e-13,1.0066732023175889e-08,2.3795407531075634e-11,1.828503475011061e-11,3.3528166785280807e-14,6.4568702389453793e-31,2.8646232528484262e-14,1.5885592779649432e-45,7.9351598460866109e-18,6.7182643763164285e-32,6.1720271405214897e-16,2.7822570560268815e-29,5.3631455842005624e-30,1.0801297117896759e-17,3.4571197161396002e-37,0.0024190695172965127,0.0017668524788428614,2.4835588603043143e-09,1.0868350236705646e-08,2.8276836425381515e-07,1.5785605206323989e-15,7.2874134058383605e-10,9.2448238793309265e-09,7.829789290730213e-08,2.0549412063854462e-08,8.3201975697827606e-15,1.1270727522764194e-15,2.0220036381968196e-14,1.0954804447361935e-16
1.6192298256147964e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18870722256960665,0.097579917017884071,0.099115874771576726,6.4860575383546461e-13,1.0112024034731116e-08,2.3854956630471523e-11,1.8325784703050926e-11,3.3587254096623446e-14,6.482008753436254e-31,2.8681051841322343e-14,1.5984253617725316e-45,7.9480776702403583e-18,6.747584536133414e-32,6.1897939140898393e-16,2.7908874009307468e-29,5.3825789820172448e-30,1.0826658366242188e-17,3.4743134359808639e-37,0.0024199920991174861,0.0017681304133291185,2.4849771476950039e-09,1.0883108845098081e-08,2.8294899569107357e-07,1.5794709667142776e-15,7.2907440623774977e-10,9.2430367045972355e-09,7.8406807748679753e-08,2.0621915122636345e-08,8.3378874896497496e-15,1.1293747420656979e-15,2.0267028450005663e-14,1.0976126972030343e-16
1.6204286800319754e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18870502254606153,0.097578995158022042,0.099115235702601862,6.5053808817465382e-13,1.0157473265025047e-08,2.391458063269399e-11,1.8366588422857144e-11,3.3646408865859085e-14,6.5072146463381871e-31,2.8715890468322162e-14,1.6083465303205818e-45,7.9610027981384041e-18,6.7770138144687092e-32,6.2075949500717503e-16,2.7995353180372818e-29,5.4020631614632831e-30,1.0852053631457779e-17,3.4915821694284576e-37,0.0024209138499975283,0.0017694083093955388,2.4863953844303443e-09,1.0897862259133928e-08,2.831292383493705e-07,1.5803813334343251e-15,7.2940655785475872e-10,9.2412528619688752e-09,7.851578024873138e-08,2.0694578575594214e-08,8.3556003183146384e-15,1.1316780449875516e-15,2.0314085004222394e-14,1.099747653599372e-16
1.6228263888663335e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18870062510460073,0.097577153928014276,0.099113957621701138,6.5441507058893542e-13,1.0248844718265873e-08,2.4034052864677107e-11,1.8448357252842149e-11,3.376492092228876e-14,6.5578288107884813e-31,2.8785625659575459e-14,1.6283552101643328e-45,7.98687488540929e-18,6.8362010403083203e-32,6.2432998836543616e-16,2.8168839088104369e-29,5.4411841375870421e-30,1.090294615792422e-17,3.5263457942862419e-37,0.0024227548618610422,0.0017719639863188193,2.4892317058907239e-09,1.0927353288424343e-08,2.8348855503898851e-07,1.582201877138962e-15,7.3006811458874888e-10,9.23769513905907e-09,7.8733898250661186e-08,2.0840386558270903e-08,8.3910947548693129e-15,1.1362885948774122e-15,2.0408391676355558e-14,1.104025684673785e-16
1.6252240977006916e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18869623113236303,0.097575316012757651,0.099112679616823365,6.5830850670663186e-13,1.034084905442231e-08,2.4153823259619917e-11,1.8530341419611437e-11,3.3883703243082729e-14,6.608713182000763e-31,2.8855438091779817e-14,1.6485875059952812e-45,8.012775948129604e-18,6.8958286880259858e-32,6.2791420889903526e-16,2.8343029075351609e-29,5.4805090365671991e-30,1.0953974586885175e-17,3.5614128333186413e-37,0.0024245925587331051,0.0017745195097125142,2.4920678245967674e-09,1.0956822893774922e-08,2.8384630977473535e-07,1.5840221565716973e-15,7.3072600206817175e-10,9.2341506427332227e-09,7.8952246964570717e-08,2.0986835785241512e-08,8.4266809851018488e-15,1.1409043526055556e-15,2.0502956608681902e-14,1.1083145509438786e-16
1.6276218065350497e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18869184062341826,0.097573481406416515,0.099111401687917711,6.6221843903740694e-13,1.0433488942740917e-08,2.4273890841201092e-11,1.8612541102704413e-11,3.4002756116679037e-14,6.659868230694318e-31,2.8925327754469187e-14,1.6690456249773634e-45,8.0387058261228495e-18,6.9558994031186902e-32,6.3151217121202195e-16,2.8517923926770128e-29,5.5200383968978121e-30,1.1005138805890355e-17,3.5967855426664303e-37,0.002426426946449429,0.0017770748796762869,2.4949037404597911e-09,1.098627064501304e-08,2.8420249806156423e-07,1.5858421706109025e-15,7.3138021167659431e-10,9.2306193052386451e-09,7.9170826441722658e-08,2.1133926005341379e-08,8.4623591146550578e-15,1.1455252978250791e-15,2.0597780011500176e-14,1.1126142653907672e-16
1.6300195153694078e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18868745357184666,0.097571650103165417,0.099110123834933395,6.6614491013984968e-13,1.0526767050079054e-08,2.4394254624257733e-11,1.8694956481653823e-11,3.4122079831441176e-14,6.7112944318373413e-31,2.8995294637175756e-14,1.6897317930274052e-45,8.0646643588123048e-18,7.0164158423808197e-32,6.3512388974049094e-16,2.8693524418932051e-29,5.5597727618290046e-30,1.1056438700460419e-17,3.6324661920310314e-37,0.0024282580308354297,0.0017796300963096568,2.4977394533913383e-09,1.1015696113129409e-08,2.8455711545696349e-07,1.587661918206963e-15,7.3203073489832293e-10,9.2271010589447891e-09,7.938963673315686e-08,2.1281656942904382e-08,8.498129249158362e-15,1.1501513586054883e-15,2.0692862095093863e-14,1.1169248409922381e-16
1.632417224203766e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18868306997173884,0.097569822097189313,0.099108846057819763,6.7008796262136701e-13,1.0620686040794725e-08,2.4514913614854462e-11,1.8777587735985506e-11,3.424167467565815e-14,6.7629922511100074e-31,2.9065338729430002e-14,1.7106482549107424e-45,8.0906513852273275e-18,7.0773806739009536e-32,6.3874937875264041e-16,2.8869831319540957e-29,5.5997126712725933e-30,1.1107874154096774e-17,3.668457064706108e-37,0.0024300858177062692,0.0017821851597119983,2.5005749633031042e-09,1.1045098870419006e-08,2.8491015757100568e-07,1.5894813982429838e-15,7.3267756331896924e-10,9.223595836349063e-09,7.9608677889683797e-08,2.1430028297778022e-08,8.5339914942269488e-15,1.1547824785567878e-15,2.0788203069731357e-14,1.1212462907227546e-16
1.6372126418724825e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18867431310232866,0.097566175953852419,0.099106290731002161,6.7802398239525655e-13,1.0810457316395824e-08,2.4757113199473184e-11,1.8943498588862409e-11,3.4481678905240175e-14,6.8672045562143886e-31,2.9205658500694575e-14,1.7531811345307882e-45,8.1427102734247784e-18,7.200666242691979e-32,6.4604172445940558e-16,2.9224567372259225e-29,5.6802112637385381e-30,1.1211151262525574e-17,3.7413786815840595e-37,0.002433731522111997,0.0017872948272203658,2.5062453737143424e-09,1.1103834547350212e-08,2.8561149866132818e-07,1.5931195513465951e-15,7.3396010261676245e-10,9.2166241929221994e-09,8.0047453000061758e-08,2.1728690936194351e-08,8.60599273844382e-15,1.1640596688552996e-15,2.0979662533136913e-14,1.1299218644520951e-16
1.642008059541199e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18866556996811928,0.097562542930089188,0.099103735707061186,6.8602684019458411e-13,1.1002824030186439e-08,2.5000481470005243e-11,1.9110275097393605e-11,3.4722771110246835e-14,6.9725087060798159e-31,2.93462869844719e-14,1.7966626039883323e-45,8.1948811952712321e-18,7.3257776808621876e-32,6.5338931911017464e-16,2.958213804988346e-29,5.7615384375465657e-30,1.131496915901588e-17,3.8155689337414185e-37,0.0024373641059834703,0.0017924038829934797,2.5119149709889783e-09,1.1162474277332968e-08,2.8630648727844862e-07,1.596756621363381e-15,7.3522776432910413e-10,9.2097038376872529e-09,8.0487152174521405e-08,2.2029911028488928e-08,8.6783636919150516e-15,1.1733564117992669e-15,2.1172160083566508e-14,1.1386410903077496e-16
1.6468034772099155e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18865684052220719,0.097558922979745971,0.099101180985594464,6.9409687863587779e-13,1.1197807395890522e-08,2.5245010164128882e-11,1.9277918697510236e-11,3.4964953594306508e-14,7.0789081614171274e-31,2.9487224096943322e-14,1.8411113133535795e-45,8.2471628493467338e-18,7.452736741779993e-32,6.6079227078030228e-16,2.9942549177432993e-29,5.8436984307717867e-30,1.1419326839443788e-17,3.8910465828022805e-37,0.0024409836154745119,0.0017975123278211188,2.517583754424742e-09,1.1221014681326606e-08,2.8699509022856072e-07,1.6003925998363205e-15,7.3648048490652778e-10,9.2028342357307215e-09,8.0927775810682435e-08,2.2333685288924446e-08,8.7511051989761631e-15,1.1826722485947592e-15,2.1365697402634347e-14,1.1474040719651063e-16
1.651598894878632e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18864812471785303,0.097555316056831626,0.099098626566200998,7.0223444111647288e-13,1.139542857658591e-08,2.5490690884001815e-11,1.944643082500648e-11,3.5208228659853596e-14,7.186406291172605e-31,2.9628469754262709e-14,1.8865462271056645e-45,8.2995539284345366e-18,7.5815653614629652e-32,6.6825068483515444e-16,3.0305806440041851e-29,5.9266954610272901e-30,1.1524223267921433e-17,3.9678306135356372e-37,0.0024445900965764985,0.0018026201624907665,2.5232517233224584e-09,1.1279452400832785e-08,2.8767727518594777e-07,1.6040274784198724e-15,7.377182025229396e-10,9.196014854655082e-09,8.1369324301928219e-08,2.2640010037376225e-08,8.8242181036639497e-15,1.1920067194626301e-15,2.1560276171721078e-14,1.1562109130458091e-16
1.6563943125473486e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1886394225084812,0.097551722115516812,0.099096072448481148,7.1043987181419715e-13,1.1595708681050073e-08,2.5737515098039462e-11,1.9615812915529756e-11,3.5452598608128084e-14,7.2950063693099088e-31,2.9770023872556704e-14,1.9329866285508489e-45,8.3520531196990854e-18,7.7122856591901764e-32,6.757646639238121e-16,3.0671915382474163e-29,6.010533723731304e-30,1.1629657377003962e-17,4.0459402357635006e-37,0.0024481835951189507,0.0018077273877876254,2.5289188769868184e-09,1.1337784098574268e-08,2.8835301070063783e-07,1.6076612488830532e-15,7.389408571063532e-10,9.1892451647248439e-09,8.1811798037228779e-08,2.2948881198802574e-08,8.8977032496933039e-15,1.2013593633808296e-15,2.1755898071974543e-14,1.1650617171175879e-16
1.661189730216065e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18863073384767909,0.097548141110133491,0.099093518632036637,7.1871351568703449e-13,1.1798668760213685e-08,2.5985474142689845e-11,1.9786066404570681e-11,3.56980657391754e-14,7.4047115706095267e-31,2.9911886367924862e-14,1.9804521241548123e-45,8.4046591048602645e-18,7.8449199380873147e-32,6.833343079737315e-16,3.1040881408626751e-29,6.0952173897078932e-30,1.1735628067898663e-17,4.1253948862170284e-37,0.002451764156770102,0.0018128340044946312,2.5345852147270332e-09,1.1396006459162017e-08,2.8902226620549495e-07,1.6112939031127494e-15,7.4014839036757594e-10,9.1825246389999306e-09,8.2255197400978771e-08,2.3260294302896413e-08,8.9715614804354953e-15,1.2107297182702559e-15,2.1952564784309455e-14,1.1739565876941062e-16
1.6659851478847816e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18862205868919657,0.097544572995174439,0.099090965116470447,7.2705571847281976e-13,1.2004329803945718e-08,2.6234559224077597e-11,1.9957192727453769e-11,3.5944632351846323e-14,7.5155249691841039e-31,3.0054057156439994e-14,2.0289626475169869e-45,8.4573705603523666e-18,7.9794906856550429e-32,6.9095971418644256e-16,3.1412709781230079e-29,6.1807506043509644e-30,1.1842134210659994e-17,4.2062142302292174e-37,0.0024553318270374167,0.0018179400133924637,2.5402507358573866e-09,1.145411618983171e-08,2.8968501202226549e-07,1.6149254331166013e-15,7.4134074582501201e-10,9.1758527534505533e-09,8.2699522772858106e-08,2.3574244483895445e-08,9.0457936388988937e-15,1.2201173211054208e-15,2.2150277989406248e-14,1.1828956282348205e-16
1.670780565553498e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18861339698694538,0.097541017725292445,0.09908841190138705,7.3546682668883844e-13,1.2212712736911492e-08,2.6484761420158544e-11,2.0129193319325038e-11,3.6192300743797015e-14,7.6274495381255478e-31,3.0196536154148487e-14,2.0785384645377842e-45,8.5101861575300195e-18,8.1160205744467098e-32,6.9864097703257789e-16,3.1787405621575879e-29,6.2671374874656861e-30,1.1949174644446979e-17,4.2884181639254509e-37,0.0024588866512682459,0.0018230454152595621,2.5459154396979531e-09,1.1512110021259956e-08,2.9034121936924429e-07,1.6185558310262151e-15,7.4251786883571202e-10,9.1692289870989846e-09,8.314477452765954e-08,2.3890726480466159e-08,9.1204005677051519e-15,1.2295217080225843e-15,2.2349039367708803e-14,1.1918789421448025e-16
1.6755759832222147e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18860474869499849,0.097537475255299932,0.099085858986392161,7.4394718763147291e-13,1.2423838415098676e-08,2.6736071682574672e-11,2.0302069615141247e-11,3.6441073211489137e-14,7.7404881496145596e-31,3.0339323277070608e-14,2.129200177808731e-45,8.5631045628423888e-18,8.2545324626306503e-32,7.0637818824846904e-16,3.2164973909348496e-29,6.3543821333753673e-30,1.2056748177747126e-17,4.3720268160702889e-37,0.0024624286746503738,0.0018281502108721359,2.5515793255752183e-09,1.1569984708254113e-08,2.9099086036736013e-07,1.6221850891002124e-15,7.4367970662083765e-10,9.1626528221300485e-09,8.3590953035153123e-08,2.4209734635777161e-08,9.1953831090697998e-15,1.2389424144355179e-15,2.2548850599421586e-14,1.2009066327745915e-16
1.6803714008909312e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18859611376758964,0.097533945540168393,0.099083306371092805,7.5249714937583149e-13,1.2637727622436303e-08,2.6988480838507397e-11,2.0475823049659086e-11,3.6690952050190283e-14,7.8546435746753465e-31,3.0482418441200974e-14,2.1809687309401403e-45,8.6161244380043501e-18,8.3950493945302933e-32,7.1417143683358388e-16,3.2545419482478039e-29,6.4424886108096404e-30,1.2164853588602405e-17,4.4570605498735708e-37,0.0024659579422125549,0.001833254401004179,2.5572423928226817e-09,1.1627737030428119e-08,2.9163390804576054e-07,1.6258131997270108e-15,7.4482620828859989e-10,9.1561237439921012e-09,8.4038058659962835e-08,2.4531262897737386e-08,9.2707421047843263e-15,1.2483789751440696e-15,2.2749713364505859e-14,1.2099788034200589e-16
1.6851668185596477e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18858749215911258,0.097530428535027761,0.09908075405509742,7.6111706077535782e-13,1.2854401067388116e-08,2.72419795925843e-11,2.0650455057424001e-11,3.6941939553974254e-14,7.9699184824457259e-31,3.0625821562508842e-14,2.2338654129697651e-45,8.6692444401701318e-18,8.5375946011622216e-32,7.2202080904857064e-16,3.2928747036996172e-29,6.5314609624928891e-30,1.2273489624843594e-17,4.5435399648172941e-37,0.0024694744988250487,0.001838357986427478,2.5629046407814618e-09,1.1685363792940255e-08,2.9227033634710252e-07,1.62944015542758e-15,7.4595732485637948e-10,9.1496412414935838e-09,8.4486091761448572e-08,2.4855304819377488e-08,9.3464783961982654e-15,1.2578309244382409e-15,2.2951629342675229e-14,1.2190955573222681e-16
1.6947576538970808e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18857028871732667,0.097523432476027863,0.099075650319458697,7.7856813184270613e-13,1.3296183104722765e-08,2.7752208113500094e-11,2.100236052974677e-11,3.7447249727121613e-14,8.2038369085211527e-31,3.0913551340410598e-14,2.3431300758263755e-45,8.7757794324553896e-18,8.8288636995820468e-32,7.3788825570899501e-16,3.3704066164136416e-29,6.7120193266875149e-30,1.2492348415313107e-17,4.7209194292573874e-37,0.0024764696578930081,0.0018485633462240456,2.5742266762393452e-09,1.1800227991475106e-08,2.935232351892499e-07,1.6366905728139649e-15,7.4817321644653392e-10,9.1368139360270869e-09,8.5384941804854959e-08,2.5510901882995681e-08,9.4990862292026551e-15,1.276779124095627e-15,2.3358627655851603e-14,1.2374632275862872e-16
1.7033894057007704e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18855485071620381,0.097517179044185359,0.099071057977101751,7.9451683924220153e-13,1.3703515105839856e-08,2.8215044520847507e-11,2.1322094561946976e-11,3.7905843507269801e-14,8.4182167887338063e-31,3.1173560510572012e-14,2.4455472847938607e-45,8.8719898016161215e-18,9.0981794835996573e-32,7.5236170976760242e-16,3.4411753956479472e-29,6.8775231538337093e-30,1.2691122894340035e-17,4.8857167370731405e-37,0.0024827222765196931,0.001857746109634909,2.5844136997523683e-09,1.1903144852799933e-08,2.9462796336049914e-07,1.643211926397738e-15,7.5011445032968046e-10,9.1254235936449633e-09,8.6197082307374341e-08,2.6109463216938165e-08,9.6377320609329181e-15,1.2938804543663025e-15,2.3728544972077353e-14,1.2541476401492437e-16
1.71202115750446e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18853945516641168,0.097510966102078447,0.099066466598459524,8.1069764442068012e-13,1.4120186266514241e-08,2.8681261283087452e-11,2.1644697470571082e-11,3.8368064985240608e-14,8.6362605782155551e-31,3.1434566154038518e-14,2.5519670078228712e-45,8.9685035094669921e-18,9.3744367583998202e-32,7.6701822063931794e-16,3.5128845906208451e-29,7.0458940563764509e-30,1.2891595772470326e-17,5.0555294191972808e-37,0.0024889344023073506,0.0018669269256927708,2.5945980589370801e-09,1.2005606454619706e-08,2.9571088180152003e-07,1.6497294280575229e-15,7.5200516430036758e-10,9.1141763695452081e-09,8.7012233170567617e-08,2.6716050567210821e-08,9.7776133933328688e-15,1.3110243896633827e-15,2.4101900809658278e-14,1.270978105549498e-16
