Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25),CO2X(24),CHOX(50)
9.601429155737363e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1900719965642178,0.098235293076088179,0.099470291615119846,5.6835733468351443e-13,2.192866923012665e-07,4.8841028259956906e-12,1.8692781568454054e-13,1.7989811105028724e-17,5.4843029674143076e-34,5.5978130639118387e-16,3.6517008020096158e-48,3.085200499054006e-18,8.7915725560735249e-33,5.4200183008243103e-15,7.9085637702463084e-32,3.553261790685323e-34,3.9455250520043143e-15,4.0189190051083871e-38,0.0017644565672114748,0.0010587325727357732,6.2329663655693177e-10,4.1414557047354348e-08,3.9622131823231374e-16,5.4962540775119425e-11,5.7694031675282366e-08,2.6346467208671599e-08,2.4657887178157234e-07,1.9198363549611395e-07,1.2250764086159255e-14,3.3212262083545833e-17
9.640095772564323e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19006293885153686,0.098230429197331062,0.099468193119616827,5.7755554351724041e-13,2.2096670442690506e-07,4.8876555361664003e-12,1.892105765068186e-13,1.8072093327740031e-17,5.5131702211461299e-34,5.6221444595371184e-16,3.7335764437656423e-48,3.0905312154216234e-18,8.9113971756509423e-33,5.4468076931993124e-15,7.9764817102168573e-32,3.5849403775186044e-34,3.9637769073810304e-15,4.0918224501822885e-38,0.0017693193738930922,0.0010629260232039876,6.23601989740367e-10,4.1251155338157195e-08,3.9643219286925126e-16,5.4521883494185419e-11,5.7452594895071125e-08,2.6349008005756974e-08,2.4712319977805976e-07,1.9329727142997419e-07,1.2383937219037652e-14,3.3309166880636172e-17
9.678762389391283e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.190053895618708,0.098225579309194219,0.099466094868222762,5.8685343318191822e-13,2.2264954201602169e-07,4.8911751547783972e-12,1.9150828031798773e-13,1.8154456173341278e-17,5.5420073694569191e-34,5.6464897279877565e-16,3.8169255985360243e-48,3.0958341713242156e-18,9.0323243565474812e-33,5.4736128260862414e-15,8.0445977443856791e-32,3.6167265391728216e-34,3.9820284156103599e-15,4.1657173531823925e-38,0.0017741681894342255,0.0010671189854522135,6.2390736979484126e-10,4.1089237045164648e-08,3.9664310320677988e-16,5.4085719852331771e-11,5.7212002272194584e-08,2.6351616694753215e-08,2.4766496481941823e-07,1.9461057877894447e-07,1.2517752248899311e-14,3.3405434213543012e-17
9.717429006218244e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19004486682530819,0.098220743371962849,0.099463996860595358,5.9625148207911271e-13,2.2433518469340969e-07,4.8946621092954034e-12,1.9382091370651646e-13,1.8236899688379905e-17,5.5708142405116692e-34,5.6708488686789645e-16,3.9017684488957616e-48,3.1011096107031215e-18,9.1543596788934022e-33,5.5004337715735939e-15,8.112910615208495e-32,3.6486197614834538e-34,4.0002796246531841e-15,4.2406128181974098e-38,0.0017790030535495902,0.0010713114601793164,6.2421277648181457e-10,4.0928780874623806e-08,3.9685404908640548e-16,5.3654010765921696e-11,5.6972278339036708e-08,2.6354291860663093e-08,2.4820419888769762e-07,1.9592353316599813e-07,1.2652207186910379e-14,3.3501067743173043e-17
9.756095623045204e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19003585243102988,0.098215921346034962,0.099461899096393191,6.0575016713374474e-13,2.2602361232786124e-07,4.898116819459175e-12,1.9614846297163542e-13,1.8319423919351017e-17,5.5995906645270912e-34,5.6952218810303775e-16,3.9881253712273803e-48,3.1063577740685165e-18,9.277508731874464e-33,5.5272706004195173e-15,8.1814190724677384e-32,3.6806195327962651e-34,4.0185305814722718e-15,4.3165179953134235e-38,0.0017838240058410276,0.0010755034480816317,6.245182095656084e-10,4.0769765966061089e-08,3.9706503028365961e-16,5.322671980339356e-11,5.6733446827568156e-08,2.6357032127549953e-08,2.4874093348243268e-07,1.9723611101135658e-07,1.2787300071647364e-14,3.3596071401086534e-17
9.794762239872165e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1900268523956806,0.098211113191921121,0.099459801575275897,6.1534996381471975e-13,2.2771480502857342e-07,4.9015396974728057e-12,1.984909141333805e-13,1.8402028912698059e-17,5.6283364759749672e-34,5.7196087644659081e-16,4.0760169368554296e-48,3.1115788985687551e-18,9.4017771137329958e-33,5.5541233820883032e-15,8.25012187339311e-32,3.7127253438342024e-34,4.0367813320597559e-15,4.3934420806884751e-38,0.0017886310857978308,0.0010796949498529749,6.2482366881331856e-10,4.0612171884298074e-08,3.9727604659047329e-16,5.2803809402542627e-11,5.6495530682917462e-08,2.6359836157056799e-08,2.492751996308699e-07,1.9854828952270557e-07,1.2923028969493826e-14,3.3690447909573905e-17
9.833428856699125e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19001786667918258,0.098206318870244183,0.099457704296904009,6.2505134615584776e-13,2.2940874314162672e-07,4.9049311481768928e-12,2.0084825294250779e-13,1.8484714714813402e-17,5.6570515138662381e-34,5.7440095184135967e-16,4.1654639131840793e-48,3.1167732180578493e-18,9.5271704317691828e-33,5.5809921847857734e-15,8.3190177828108677e-32,3.744936687751787e-34,4.0550319214637144e-15,4.4713943166271572e-38,0.0017934243327970602,0.0010838859661846513,6.2512915399472942e-10,4.0455978608112953e-08,3.9748709787845193e-16,5.2385240018988627e-11,5.6258552073997649e-08,2.6362702647800703e-08,2.4980702789789638e-07,1.9986004668542528e-07,1.3059391975023894e-14,3.3784201086229745e-17
9.872095473526086e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19000889524157261,0.098201538341738906,0.099455607260939036,6.348547867770387e-13,2.3110540724653667e-07,4.9082915692226959e-12,2.0322046489027808e-13,1.8567481372038905e-17,5.6857356187606e-34,5.7684241423054594e-16,4.2564872648378333e-48,3.1219409631611009e-18,9.6536943023425313e-33,5.6078770754934984e-15,8.3881055733455709e-32,3.7772530605151199e-34,4.0732823938138302e-15,4.5503839916552389e-38,0.0017982037861038669,0.0010880764977654678,6.2543466488223097e-10,4.0301166513910213e-08,3.9769818392736346e-16,5.1970975788400075e-11,5.602253239791413e-08,2.6365630333682631e-08,2.503364483956775e-07,2.011713612525247e-07,1.3196387211365967e-14,3.3877335448451044e-17
9.910762090353046e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18999993804300144,0.098196771567251567,0.099453510467043413,6.4476075690575551e-13,2.3280477815287448e-07,4.9116213512401501e-12,2.0560753521811021e-13,1.8650328930666522e-17,5.7143886354572551e-34,5.7928526355773641e-16,4.3491081548053435e-48,3.1270823613389841e-18,9.7813543508735703e-33,5.6347781200016913e-15,8.4573840255099815e-32,3.8096739607061117e-34,4.0915327923461969e-15,4.6304204405942705e-38,0.0018029694848718106,0.0010922665452817455,6.2574020125074053e-10,4.0147716369821724e-08,3.9790930450980589e-16,5.1560980093347272e-11,5.5787492294601149e-08,2.6368617982280379e-08,2.5086349079301381e-07,2.0248221273444287e-07,1.3334012830523733e-14,3.3969853675250686e-17
9.949428707180007e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1899909950437336,0.098192018507739814,0.09945141391488059,6.5476972639870556e-13,2.3450683689695578e-07,4.914920877998127e-12,2.0800944892710201e-13,1.8733257436938795e-17,5.7430104142764748e-34,5.8172949976688714e-16,4.4433479455863566e-48,3.1321976369493561e-18,9.9101562118457212e-33,5.661695382941143e-15,8.5268519278170047e-32,3.8421988894659079e-34,4.1097831594272946e-15,4.7115130446362339e-38,0.0018077214681431781,0.0010964561094173255,6.2604576287762555e-10,3.9995609327202634e-08,3.9812045953477428e-16,5.115521265330358e-11,5.5553451659797402e-08,2.6371664394725938e-08,2.5138818432443009e-07,2.037925813889882e-07,1.3472267013687435e-14,3.4061759582217745e-17
9.988095324006967e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1899820662041472,0.098187279124272164,0.099449317604114892,6.6488216376375621e-13,2.3621156473859479e-07,4.9181905265628972e-12,2.1042619078741673e-13,1.8816266937049417e-17,5.7716008064175627e-34,5.8417512280231225e-16,4.5392282003417548e-48,3.1372870113079922e-18,1.0040105528807338e-32,5.6886289278141821e-15,8.5965080769933353e-32,3.8748273510377452e-34,4.1280335365771865e-15,4.7936712314181899e-38,0.0018124597748492989,0.0011006451908535874,6.2635134954263016e-10,3.9844826902531771e-08,3.9833164879413756e-16,5.075363803602586e-11,5.5320429646914958e-08,2.6374768404148379e-08,2.5191055779900231e-07,2.0510244821096183e-07,1.3611147971534178e-14,3.4153058412134407e-17
9.999999999999999e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18997932003819337,0.09818582271058543,0.099448672240614364,6.680164845572138e-13,2.3673695076695468e-07,4.9191912278288043e-12,2.1117324018512641e-13,1.8841840211702638e-17,5.7803968730515121e-34,5.8492836030433082e-16,4.5690814567043745e-48,3.1388487466897184e-18,1.0080346216130647e-32,5.6969245140371608e-15,8.6179915239809094e-32,3.8848937684654274e-34,4.1336524701043047e-15,4.819182094994223e-38,0.0018139158569178161,0.0011019348279509289,6.2644543855651286e-10,3.9798667892859932e-08,3.983966765851718e-16,5.063083999306138e-11,5.5248894799099478e-08,2.6375735485872093e-08,2.5207092341730742e-07,2.0550562605364798e-07,1.365403255201642e-14,3.4181045759435905e-17
1.0022895279151231e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18997404232239065,0.098183025340081345,0.09944743113054369,6.7407220857520302e-13,2.3774808656330257e-07,4.9211079707822455e-12,2.1261392376484671e-13,1.8891044775020882e-17,5.7973052039544772e-34,5.8637736922491197e-16,4.6269410108828192e-48,3.1418454831732998e-18,1.0158045660643134e-32,5.7128830908521103e-15,8.6593585744925505e-32,3.904281079562865e-34,4.1444589182730128e-15,4.8685325021928288e-38,0.0018167125895091039,0.0011044149519994879,6.2662639876855133e-10,3.9710240283105397e-08,3.9852174818465159e-16,5.0395776318841995e-11,5.5111596001517692e-08,2.6377610318039019e-08,2.5237873375219262e-07,2.0628088416168593e-07,1.373667527103436e-14,3.4234710208239403e-17
1.0057695234295496e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18996602984924854,0.098178782573816029,0.099445544851989726,6.8334678046742259e-13,2.3928674200269638e-07,4.9240017795359643e-12,2.1481364362016092e-13,1.8965888288986526e-17,5.822983960363869e-34,5.885807388918476e-16,4.7160162314641126e-48,3.1463833090479981e-18,1.027692393737048e-32,5.737150537567151e-15,8.7223597185120077e-32,3.93381791283036e-34,4.1608843702097383e-15,4.9442715073830205e-38,0.001820954385821101,0.001108184323202147,6.269014679414528e-10,3.9576698955895799e-08,3.9871187503960558e-16,5.0041252616725174e-11,5.490361531442704e-08,2.6380497156677817e-08,2.5284507387698341e-07,2.0745888598415317e-07,1.3862707570389805e-14,3.431587489488156e-17
1.009249518943976e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18995802875607087,0.098174550797324511,0.099443658768210277,6.9270621826876983e-13,2.4082751784701385e-07,4.926872214378921e-12,2.1702533880751925e-13,1.9040797512522007e-17,5.8486369742840144e-34,5.9078523176321452e-16,4.8064700031333282e-48,3.1509006441820078e-18,1.0396744491979239e-32,5.7614313120239631e-15,8.7855106492915919e-32,3.9634374955938003e-34,4.1773099209842736e-15,5.0208952165302064e-38,0.0018251851919369579,0.0011119533049532154,6.2717655690541742e-10,3.9444190178419e-08,3.9890202928000543e-16,4.9690040119447493e-11,5.4696500058992102e-08,2.638342813155222e-08,2.5330959832480368e-07,2.0863644131305012e-07,1.398924362741829e-14,3.439655788524747e-17
