Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CH4OX(60),CHOX(53),C2H4X(210),C2H4X(65)
2.9359767890183715e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44553717899626338,0.11178721186894468,0.022735916585583018,0.0,3.512356321958349e-06,3.1964892709970617e-05,3.9861518682637148e-06,5.7186044784859228e-08,2.470130582984673e-18,0.00025969839478550305,3.0124974076690845e-16,0.00018216481220235253,2.0693510911263445e-12,2.9412823579869303e-08,1.2515472542287254e-13,1.1587918773932278e-15,4.4773318444145232e-05,4.252859326896501e-11,0.0066051313198319094,0.00011873890052032747,3.1607312303830282e-05,2.5809238385530922e-07,1.4686316062607553e-09,2.7311536532007575e-09,1.8293998374789386e-10,1.4167117779544962e-12,2.560160539313135e-08,1.376361983968628e-05,8.4949343432533777e-10,5.6917852473769413e-07,6.6733407024406566e-11,1.2419583788489597e-11,3.2775210060220575e-13,1.0134178138392728e-14,9.6646541079660732e-13,1.2074161370047498e-17
2.9520300525858097e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44552403898087911,0.11177265703648086,0.022735657710087554,0.0,3.5721007650098283e-06,3.2323451265440077e-05,4.0447621391164719e-06,5.8112913627371093e-08,2.5336518738221356e-18,0.00026112471323238711,3.0967323073039366e-16,0.00018284792753471787,2.1047687009696106e-12,3.0086439473275318e-08,1.2751524134258557e-13,1.1827191100742661e-15,4.5253883457479924e-05,4.3487840469277756e-11,0.0066180735886155221,0.00011865598953269781,3.1755069705315111e-05,2.5913357287482908e-07,1.4766824656623779e-09,2.745175121688183e-09,1.858228334086231e-10,1.4262054498930159e-12,2.5955006123790641e-08,1.3888338445750017e-05,8.5776297727653635e-10,5.7594011625696143e-07,6.8241678731145797e-11,1.2601859300641929e-11,3.3524965212992965e-13,1.0280971353847232e-14,9.9271215713588413e-13,1.2346135013893237e-17
2.9680833161532478e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44551102519563923,0.11175822723077972,0.022735397725021901,0.0,3.6324394619654461e-06,3.2683994888757049e-05,4.1038606951717165e-06,5.9049574159090799e-08,2.5983957651856246e-18,0.00026255109090108795,3.1828460359133313e-16,0.00018352848862388917,2.1405978877818747e-12,3.0770926541490661e-08,1.2990429596125084e-13,1.2069892653749723e-15,4.5735913642561029e-05,4.4463394253582953e-11,0.0066308898052369085,0.00011857274402464726,3.1902501257337138e-05,2.601697785407251e-07,1.4847334040860356e-09,2.7591971420064951e-09,1.8873227161584098e-10,1.4357369661708936e-12,2.6311153874123737e-08,1.4013501620809849e-05,8.6606621795773936e-10,5.8274169965231279e-07,6.9775642270735538e-11,1.2785649516802553e-11,3.4286803052505642e-13,1.0428991970005597e-14,1.0195198572759243e-12,1.262272547850484e-17
2.984136579720686e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44549813640366304,0.11174392123527864,0.022735136626005577,0.0,3.6933737950480992e-06,3.3046522348234906e-05,4.1634485117577583e-06,5.9996074134936869e-08,2.6643778276255724e-18,0.00026397752686700124,3.2708699554740262e-16,0.00018420650586836661,2.1768411967974819e-12,3.1466383944364244e-08,1.3232203041670138e-13,1.2316050757277023e-15,4.6219396169094328e-05,4.5455442435601876e-11,0.0066435811869481913,0.00011848918308243776,3.2049608410849388e-05,2.6120104910484582e-07,1.4927844148231407e-09,2.7732197097754955e-09,1.9166835862876337e-10,1.4453065356182724e-12,2.6670052460611861e-08,1.4139108425159729e-05,8.7440316974140965e-10,5.8958325406145855e-07,7.1335594156314982e-11,1.2970957464348428e-11,3.5060833611401502e-13,1.0578243200772023e-14,1.046897258199934e-12,1.2903985875235256e-17
3.000189843288124e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44548537138053018,0.11172973784519677,0.022734874408941695,0.0,3.7549051326335953e-06,3.3411032397590892e-05,4.223526561409656e-06,6.0952461247103777e-08,2.7316137272308982e-18,0.00026540402019645557,3.3608357755548816e-16,0.00018488198961412277,2.2135011747825465e-12,3.2172910980965225e-08,1.34768585284885e-13,1.2565692782415572e-15,4.6704318327508388e-05,4.6464173972427485e-11,0.0066561489392287058,0.00011840532512168866,3.2196392597774041e-05,2.6222743197964827e-07,1.5008354911264408e-09,2.7872428202994073e-09,1.9463115411993637e-10,1.4549143662548594e-12,2.7031705647649884e-08,1.4265157921939629e-05,8.8277384580516335e-10,5.9646475834003363e-07,7.2921832709995851e-11,1.3157786162479339e-11,3.5847167077788945e-13,1.0728728247469319e-14,1.074853192178639e-12,1.3189969638964386e-17
3.0162431068555615e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44547272891414408,0.11171567586742095,0.022734611070006842,0.0,3.8170348293865774e-06,3.377752377602859e-05,4.2840958138623009e-06,6.1918783124911982e-08,2.8001192255478754e-18,0.00026683056994686121,3.4527755551632047e-16,0.00018555495015496398,2.250580370006484e-12,3.2890607087055138e-08,1.3724410058015342e-13,1.2818846146933636e-15,4.7190667527007703e-05,4.7489778965087741e-11,0.0066685942558991082,0.00011832118790957217,3.2342855232174484e-05,2.6324897375873814e-07,1.5088866262106896e-09,2.8012664685764569e-09,1.9762071718058992e-10,1.4645606652971492e-12,2.7396117148460345e-08,1.4391649177115428e-05,8.9117825912055069e-10,6.0338619106131577e-07,7.453465806376168e-11,1.3346138622185805e-11,3.6645913792469685e-13,1.0880450298879899e-14,1.103396577076567e-12,1.3480730528267711e-17
3.032296370422999e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44546020780459544,0.11170173412039248,0.022734346605641147,0.0,3.8797642263945557e-06,3.4145995208327253e-05,4.3451572360427767e-06,6.2895087334657244e-08,2.8699101794986712e-18,0.00026825717516685719,3.5467217045877513e-16,0.00018622539773288993,2.2880813322135772e-12,3.3619571832578679e-08,1.3974871575552551e-13,1.3075538315184628e-15,4.7678431293672319e-05,4.8532448659096075e-11,0.006680918319234415,0.00011823678858628679,3.248899771137324e-05,2.6426572023703974e-07,1.5169378132533391e-09,2.8152906493080079e-09,2.0063710632613867e-10,1.4742456391661362e-12,2.776329062603127e-08,1.4518581259460181e-05,8.9961642244435057e-10,6.1034753051609352e-07,7.6174372160347176e-11,1.353601784621539e-11,3.7457184246185718e-13,1.1033412531265925e-14,1.1325364166567602e-12,1.3776322625581191e-17
3.048349633990437e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44544780686402896,0.11168791143399505,0.022734081012538796,0.0,3.9430946513001255e-06,3.4516445404937812e-05,4.4067117920620707e-06,6.3881421379459756e-08,2.9410025412996871e-18,0.0002696838348964553,3.6427069872383508e-16,0.00018689334253845123,2.3260066125945621e-12,3.43599049191726e-08,1.4228256970292597e-13,1.3335796798013121e-15,4.816759726860308e-05,4.9592375444989418e-11,0.0066931223000759052,0.00011815214368583251,3.2634821417016721e-05,2.652777164306652e-07,1.5249890453951679e-09,2.8293153569075442e-09,2.0368037950177213e-10,1.4839694934966894e-12,2.8133229694088478e-08,1.4645953240536711e-05,9.0808834831409125e-10,6.1734875471267906e-07,7.7841278754097745e-11,1.3727426829036817e-11,3.8281089076885892e-13,1.1187618108665851e-14,1.1622818008838974e-12,1.4076800337362075e-17
3.064402897557875e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44543552491651167,0.1116742066494438,0.022733814287638796,0.0,4.0070274184313939e-06,3.488887306208573e-05,4.4687604432062077e-06,6.4877832699112572e-08,3.0134123583796841e-18,0.00027111054816718295,3.7407645214820946e-16,0.00018755879471110551,2.3643587637582438e-12,3.5111706177692732e-08,1.4484580075340009e-13,1.3599649152658907e-15,4.8658153206111216e-05,5.0669752858853704e-11,0.0067052073579419533,0.00011806726915610945,3.278032771608888e-05,2.6628500659608745e-07,1.5330403157409079e-09,2.8433405855094459e-09,2.0675059408765385e-10,1.4937324331450737e-12,2.850593791799526e-08,1.4773764194681506e-05,9.1659404903869514e-10,6.2438984137706402e-07,7.9535683411809012e-11,1.3920368556802169e-11,3.9117739067011614e-13,1.1343070182956403e-14,1.1926419062258435e-12,1.438221839424647e-17
3.0804561611253127e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44542336079790196,0.11166061861917556,0.022733546428116095,0.0,4.0715638289307035e-06,3.5263276861879862e-05,4.5313041479268328e-06,6.5884368669929523e-08,3.0871557732975682e-18,0.00027253731400222325,3.8409277824760692e-16,0.00018822176433957156,2.4031403397031402e-12,3.5875075565758706e-08,1.4743854667730792e-13,1.3867122982659115e-15,4.915008697195131e-05,5.1764775582836863e-11,0.0067171746411377655,0.00011798218037836022,3.2925517961874916e-05,2.6728763424880714e-07,1.5410916173599119e-09,2.8573663289772805e-09,2.0984780690421883e-10,1.5035346621964219e-12,2.8881418815669183e-08,1.4902013198989784e-05,9.2513353669068533e-10,6.3147076795322309e-07,8.1257893513546712e-11,1.4114846007308061e-11,3.9967245140800706e-13,1.1499771893776235e-14,1.2236259959536136e-12,1.4692631851203282e-17
3.0965094246927505e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44541131335572209,0.11164714620673992,0.022733277431372944,0.0,4.1367051708816525e-06,3.5639655472427606e-05,4.5943438618313272e-06,6.6901076604592976e-08,3.1622490236599792e-18,0.00027396413141655377,3.9432306039965454e-16,0.00018888226146218125,2.4423538957891573e-12,3.6650113165316426e-08,1.5006094468449819e-13,1.4138245937748352e-15,4.9643386541596588e-05,5.2877639445649142e-11,0.006729025286864072,0.00011789689218597699,3.3070393494876291e-05,2.6828564218176961e-07,1.5491429432867574e-09,2.8713925809119706e-09,2.1297207421771506e-10,1.5133763839753401e-12,2.925967585855568e-08,1.5030699333301626e-05,9.3370682310460134e-10,6.3859151160356013e-07,8.300821825344651e-11,1.4310862149955273e-11,4.0829718361610488e-13,1.1657726368946823e-14,1.2552434204397611e-12,1.5008096087683922e-17
3.112562688260188e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44539938144903074,0.11163378828669168,0.022733007295030597,0.0,4.2024527194344823e-06,3.6018007547955824e-05,4.6578805376724679e-06,6.7928003752000902e-08,3.2387084420388075e-18,0.00027539099941708238,4.0477071802646288e-16,0.00018954029606722971,2.4820019887092913e-12,3.7436919180217983e-08,1.5271313142446375e-13,1.441304571375684e-15,5.0138039998555297e-05,5.4008541423051056e-11,0.0067407604213247261,0.00011781141888269305,3.3214955643678798e-05,2.6927907248319488e-07,1.5571942865218296e-09,2.8854193346598371e-09,2.1612345174526358e-10,1.5232578010537932e-12,2.9640712472506743e-08,1.5159821680189233e-05,9.4231391986949335e-10,6.457520492094948e-07,8.4786968640494291e-11,1.4508419945706762e-11,4.1705269929259424e-13,1.1816936724593194e-14,1.287503617455184e-12,1.5328666807768781e-17
3.128615951827626e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44538756394829826,0.11162054374448396,0.022732736016921256,0.0,4.2688077369298904e-06,3.6398331728937444e-05,4.7219151253377486e-06,6.8965197297113597e-08,3.3165504558882629e-18,0.00027681791700278176,4.1543920677682813e-16,0.00019019587809332336,2.5220871764613634e-12,3.8235593933818777e-08,1.5539524298648075e-13,1.4691550052506565e-15,5.063403553272729e-05,5.515767963832884e-11,0.0067523811598332933,0.00011772577426017925,3.3359205725775496e-05,2.7026796655380537e-07,1.5652456400319583e-09,2.8994465833201417e-09,2.1930199465990444e-10,1.5331791152576437e-12,3.0024532038663212e-08,1.5289379324945138e-05,9.5095483832129832e-10,6.5295235737219052e-07,8.6594457499286285e-11,1.4707522347045126e-11,4.2594011177386191e-13,1.1977406064880127e-14,1.3204161124643576e-12,1.565440004031032e-17
3.144669215395064e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44537585973528382,0.11160741147636276,0.02273246359508033,0.0,4.335771473021254e-06,3.6780626642223372e-05,4.786448571838315e-06,7.0012704360800213e-08,3.3957915874617708e-18,0.00027824488316482261,4.263320187080711e-16,0.00019084901742972611,2.5626120183197957e-12,3.9046237866591895e-08,1.581074148997318e-13,1.4973786741705435e-15,5.1131361438799756e-05,5.6325253362757376e-11,0.0067638886069185614,0.00011763997161506362,3.3503145048344972e-05,2.7125236512379079e-07,1.5732969967510143e-09,2.9134743197524878e-09,2.2250775759607807e-10,1.5431405276787549e-12,3.0411137894427069e-08,1.5419371355571283e-05,9.5962958954396846e-10,6.6019241241342053e-07,8.8430999470769916e-11,1.4908172297929284e-11,4.3496053570827464e-13,1.2139137482581055e-14,1.3539905189189844e-12,1.5985352139071679e-17
3.1607224789625016e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44536426770291299,0.11159439038926215,0.02273219002773889,0.0,4.403345164795362e-06,3.7164890901179684e-05,4.851481821297622e-06,7.1070571999684623e-08,3.4764484537289712e-18,0.00027967189688670325,4.374526824675047e-16,0.00019149972391670287,2.6035790748074038e-12,3.9868951533759346e-08,1.6084978213341563e-13,1.5259783614839368e-15,5.1630006114680694e-05,5.7511463016050627e-11,0.0067752838564290648,0.00011755402376539283,3.3646774908987492e-05,2.7223230826932382e-07,1.5813483495804466e-09,2.9275025365842137e-09,2.257407946545795e-10,1.5531422386835917e-12,3.080053333431579e-08,1.5549796862769051e-05,9.6833818436400737e-10,6.6747219037656944e-07,9.0296911012964552e-11,1.5110372733749562e-11,4.4411508703014018e-13,1.230213405934305e-14,1.3882365385500686e-12,1.632157978286209e-17
3.1767757425299394e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44535278675515794,0.11158147940070086,0.022731915313316434,0.0,4.4715300368916381e-06,3.7551123105829641e-05,4.9170158149398522e-06,7.2138847205991196e-08,3.5585377662921644e-18,0.0002810989571443794,4.4880476347352905e-16,0.0001921480073458615,2.6449909076672418e-12,4.0703835602940143e-08,1.6362247909684415e-13,1.5549568551062401e-15,5.2129958059969752e-05,5.8716510166799672e-11,0.0067865679916365561,0.00011746794306655346,3.379009659641976e-05,2.7320783542843814e-07,1.5893996913898896e-09,2.9415312262172561e-09,2.2900115940731034e-10,1.5631844479177767e-12,3.1192721610795439e-08,1.5680654939930084e-05,9.7708063334224479e-10,6.7479166702776662e-07,9.2192510401662641e-11,1.5314126581282661e-11,4.5340488293383419e-13,1.2466398865105337e-14,1.4231639616584185e-12,1.6663139975669167e-17
3.192829006097377e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44534141580691911,0.11156867743867957,0.022731639450413853,0.0,4.5403273016199352e-06,3.7939321843000381e-05,4.9830514910780787e-06,7.3217576907390171e-08,3.6420763313024813e-18,0.00028252606290639061,4.6039186409634685e-16,0.00019279387746049228,2.6868500798344701e-12,4.1550990851814954e-08,1.6642563963952758e-13,1.5843169475084759e-15,5.2631205874464942e-05,5.9940597532898447e-11,0.0067977420853384948,0.00011738174142667005,3.3933111391130046e-05,2.7417898541658442e-07,1.5974510150177515e-09,2.9555603808348413e-09,2.3228890490267707e-10,1.5732673543199614e-12,3.1587705935250787e-08,1.5811944683127783e-05,9.8585694677740277e-10,6.8215081785715192e-07,9.4118117731111287e-11,1.5519436758646556e-11,4.6283104184810907e-13,1.2631934958817219e-14,1.4587826674035665e-12,1.7010090046786462e-17
3.208882269664815e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44533015378390756,0.11155598344157944,0.022731362437806699,0.0,4.6097381590768896e-06,3.8329485686474246e-05,5.0495897851022729e-06,7.4306807966842588e-08,3.7270810493765182e-18,0.00028395321313398646,4.7221762383829695e-16,0.00019343734395590502,2.7291591554082696e-12,4.2410518165807434e-08,1.6925939705125069e-13,1.6140614357058913e-15,5.3133738256704204e-05,6.1183928981956698e-11,0.0068088071999595203,0.00011729543032149721,3.4075820565994698e-05,2.7514579644185534e-07,1.6055023132717171e-09,2.9695899924082859e-09,2.3560408367048464e-10,1.5833911561319923e-12,3.1985489478815739e-08,1.5943665191109581e-05,9.9466713470311722e-10,6.8954961808026952e-07,9.6074054914674025e-11,1.5726306175253842e-11,4.723946834105847e-13,1.2798745389008851e-14,1.4951026240911196e-12,1.7362487650937794e-17
3.224935533232253e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4453189996225303,0.11154339635806133,0.022731084274438585,0.0,4.6797637972608772e-06,3.8721613197144073e-05,5.1166316294671587e-06,7.5406587182445211e-08,3.8135689155122313e-18,0.00028538040678124916,4.8428571951380068e-16,0.00019407841647976401,2.7719206996237865e-12,4.3282518535781747e-08,1.7212388406213938e-13,1.6441931212463583e-15,5.3637544002541346e-05,6.2446709531700991e-11,0.0068197643876519555,0.00011720902080882177,3.421822538685812e-05,2.7610830611960952e-07,1.613553578929319e-09,2.9836200527032826e-09,2.3894674772636157e-10,1.5935560508999564e-12,3.2386075373140953e-08,1.6075815565289938e-05,1.0035112068783116e-09,6.9698804263958292e-07,9.8060645685473044e-11,1.593473773176522e-11,4.8209692844239924e-13,1.29668331927194e-14,1.5321338894585301e-12,1.7720390768398872e-17
3.2409887967996906e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44530795226977582,0.11153091514696645,0.022730804959414905,0.0,4.750405392185637e-06,3.9115702923172665e-05,5.1841779536799288e-06,7.6516961287274864e-08,3.9015570190043212e-18,0.00028680764279521645,4.9659986542891565e-16,0.0001947171046324209,2.8151372788241146e-12,4.4167093055756348e-08,1.7501923284271951e-13,1.6747148101985757e-15,5.4142612003754787e-05,6.3729145350363037e-11,0.0068306146903953152,0.00011712252354239139,3.4360327113076843e-05,2.770665514866935e-07,1.6216048047385264e-09,2.9976505532858898e-09,2.4231694857703961e-10,1.6037622354899203e-12,3.2789466711361145e-08,1.6208394909743817e-05,1.0123891727927573e-09,7.0446606620611555e-07,1.0007821559701181e-10,1.614473432004355e-11,4.9193889892303436e-13,1.313620139630792e-14,1.5698866109592985e-12,1.8083857705113836e-17
3.2570420603671284e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44529701068310135,0.11151853877721737,0.022730524491996695,0.0,4.8216641079925111e-06,3.9511753400156025e-05,5.2522296842878811e-06,7.7637976949232769e-08,3.9910625433606295e-18,0.00028823492011600125,5.0916381356049528e-16,0.00019535341796724474,2.8588114604323292e-12,4.5064342920633945e-08,1.7794557500397037e-13,1.7056293131400681e-15,5.4648931246688659e-05,6.5031443757055723e-11,0.0068413591400948558,0.00011703594878538413,3.4502126998029222e-05,2.7802056901541187e-07,1.6296559834182147e-09,3.0116814855288248e-09,2.4571473722524129e-10,1.6140099061013434e-12,3.319566654890787e-08,1.6341402331200729e-05,1.0213010416673046e-09,7.1198366318120592e-07,1.0212709202377807e-10,1.6356298823106423e-11,5.0192171796532228e-13,1.3306853016604739e-14,1.6083710260455982e-12,1.8452947092808455e-17
3.273095323934566e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44528617383032271,0.11150626622772071,0.022730242871594728,0.0,4.8935410970614024e-06,3.990976315129008e-05,5.320787744866017e-06,7.8769680770888537e-08,4.0821027662176581e-18,0.00028966223767691108,5.2198135373494746e-16,0.00019598736599094995,2.902945812923543e-12,4.5974369423947303e-08,1.8090304159737151e-13,1.7369394451449848e-15,5.5156490810925009e-05,6.6353813222136917e-11,0.0068519987586791601,0.00011694930642343457,3.4643626289592717e-05,2.7897039462697994e-07,1.6377071076586974e-09,3.0257128406172307e-09,2.4914016417375575e-10,1.6242992582625082e-12,3.3604677904192625e-08,1.6474836939039579e-05,1.0302468224420954e-09,7.1954080769838032e-07,1.0420760416182737e-10,1.6569434115079047e-11,5.1204650979060851e-13,1.3478791059142661e-14,1.6475974624493294e-12,1.8827717889101183e-17
3.289148587502004e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44527544068950314,0.1114940964872701,0.022729960097763839,0.0,4.9660375001204299e-06,4.0309730687540743e-05,5.3898530560045619e-06,7.9912119289323852e-08,4.1746950592549656e-18,0.00029108959440456454,5.3505631380658927e-16,0.00019661895816392217,2.9475429057970136e-12,4.689727395562096e-08,1.8389176311494602e-13,1.7686480257716977e-15,5.5665279867986516e-05,6.7696463367560849e-11,0.0068625345581967822,0.00011686260597723101,3.4784826230588949e-05,2.7991606370451499e-07,1.6457581701223187e-09,3.039744609554022e-09,2.5259327943055334e-10,1.6346304868477097e-12,3.4016503759570115e-08,1.6608697845283598e-05,1.0392265237833901e-09,7.2713747362533423e-07,1.0632008302934713e-10,1.6784143061148196e-11,5.2231439970408193e-13,1.3652018518890936e-14,1.687576338461603e-12,1.9208229377608828e-17
3.305201851069442e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44526481024884634,0.11148202855445055,0.022729676170197381,0.0,5.0391544463543114e-06,4.071165450781717e-05,5.4594265352964946e-06,8.1065338975976191e-08,4.2688568881114797e-18,0.00029251698921900759,5.4839255983559276e-16,0.00019724820390054103,2.9926053095482967e-12,4.7833157999748656e-08,1.869118694893006e-13,1.8007578790502056e-15,5.6175287680068491e-05,6.9059604967217117e-11,0.006872967540911947,0.00011677585661469691,3.4925728059198597e-05,2.8085761110579606e-07,1.6538091634439014e-09,3.0537767831656917e-09,2.5607413251372565e-10,1.645003786096936e-12,3.4431147062146665e-08,1.6742984164595966e-05,1.0482401540880458e-09,7.3477363456602268e-07,1.0846486146720103e-10,1.7000428517514908e-11,5.3272651407028324e-13,1.3826538382419384e-14,1.7283181632106497e-12,1.9594541168048498e-17
3.3212551146368796e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44525428150658869,0.11147006143754352,0.02272939108872192,0.0,5.1128930535115011e-06,4.1115533099147802e-05,5.5295090973251027e-06,8.2229386236482121e-08,4.364605812300913e-18,0.00029394442103382724,5.6199399626551784e-16,0.00019787511256950103,3.0381355956414291e-12,4.8782123132386177e-08,1.8996349009366298e-13,1.8332718334693341e-15,5.6686503598799684e-05,7.0443449947257729e-11,0.0068832986993993114,0.00011668906716277111,3.5066333009347351e-05,2.8179507117562176e-07,1.6618600802312332e-09,3.0678093521076659e-09,2.5958277245520583e-10,1.6554193496029299e-12,3.4848610724357064e-08,1.687769501427598e-05,1.0572877214689284e-09,7.4244926386285431e-07,1.1064227413945412e-10,1.721829333134736e-11,5.4328398028877085e-13,1.4002353625222729e-14,1.7698335369381618e-12,1.9986713196338219e-17
3.3373083782043174e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44524385347089418,0.11145819415443296,0.022729104853292097,0.0,5.1872544280100981e-06,4.1521364936859179e-05,5.6001016536515436e-06,8.3404307410520552e-08,4.4619594851248647e-18,0.00029537188875626455,5.7586456610042933e-16,0.00019849969349412986,3.0841363364811669e-12,4.9744271019359913e-08,1.9304675374191779e-13,1.8661927219637449e-15,5.7198917064030811e-05,7.1848211386411281e-11,0.0068935290166378133,0.00011660224611879951,3.5206642311063584e-05,2.8272847775767592e-07,1.6699109130656579e-09,3.0818423068690216e-09,2.6311924780565283e-10,1.6658773703283247e-12,3.5268897624919521e-08,1.7012829514255332e-05,1.066369233761871e-09,7.5016433459898468e-07,1.1285265753387854e-10,1.7437740340735392e-11,5.539879267699421e-13,1.4179467212007054e-14,1.8121331512740632e-12,2.0384805724691879e-17
3.353361641771755e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44523352515974995,0.11144642573251241,0.022728817463985636,0.0,5.2622396650425443e-06,4.1929148484757257e-05,5.6712051128024637e-06,8.4590148771655789e-08,4.560935653589118e-18,0.00029679939128732539,5.9000825108159074e-16,0.00019912195595270406,3.130610105385261e-12,5.0719703414090593e-08,1.9616178868864301e-13,1.8995233819007477e-15,5.7712517602650003e-05,7.3274103516285768e-11,0.0069036594661036135,0.00011651540166155079,3.5346657190809344e-05,2.8365786420614756e-07,1.6779616545025204e-09,3.095875637777828e-09,2.6668360663951544e-10,1.6763780406365629e-12,3.5692010609662243e-08,1.7148386787094756e-05,1.0754846985357587e-09,7.5791881960070788e-07,1.1509634996243974e-10,1.7658772374644109e-11,5.6483948291103456e-13,1.4357882100500836e-14,1.8552277895097127e-12,2.0788879341709823e-17
3.369414905339193e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4452232956008626,0.11143475520859264,0.022728528920998595,0.0,5.3378498486791319e-06,4.2338882195310917e-05,5.7428203802577091e-06,8.5786956527180546e-08,4.6615521583194605e-18,0.00029822692752189069,6.0442907186373508e-16,0.00019974190917876247,3.1775594765567767e-12,5.1708522155432269e-08,1.9930872262914575e-13,1.933266655066922e-15,5.8227294827424549e-05,7.4721341721658261e-11,0.0069136910118621124,0.00011642854166186872,3.5486378871786123e-05,2.8458326339705226e-07,1.6860122970715949e-09,3.1099093350061986e-09,2.7027589655839952e-10,1.6869215522673757e-12,3.6117952491969948e-08,1.728436595798143e-05,1.0846341230747461e-09,7.6571269143993823e-07,1.1737369156176332e-10,1.7881392252867151e-11,5.7583977907228151e-13,1.4537601237727708e-14,1.8991283268695353e-12,2.1198994962469108e-17
3.385468168906631e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4452131638315579,0.11142318162881069,0.022728239224640661,0.0,5.4140860519703388e-06,4.2750564509837661e-05,5.8149483584381035e-06,8.6994776817958608e-08,4.7638269334730079e-18,0.00029965449634882462,6.1913108819090387e-16,0.00020035956236141679,3.2249870250564667e-12,5.2710829165526427e-08,2.0248768269949991e-13,1.9674253876545451e-15,5.8743238435867929e-05,7.6190142540753016e-11,0.0069236246086590968,0.00011634167369297348,3.5625808574215692e-05,2.8550470773908123e-07,1.694062833277679e-09,3.1239433885744079e-09,2.7389616469563996e-10,1.6975080963502431e-12,3.6546726053719797e-08,1.7420766154726168e-05,1.0938175143836798e-09,7.7354592243678188e-07,1.1968502429358271e-10,1.8105602785982391e-11,5.8698994655321551e-13,1.4718627559149936e-14,1.9438457307810898e-12,2.1615213828607933e-17
3.4015214324740685e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44520312889867902,0.11141170404853934,0.022727948375330754,0.0,5.4909493370479928e-06,4.316419385869118e-05,5.8875899466933294e-06,8.8213655718267704e-08,4.8677780066544288e-18,0.00030108209665108139,6.341183990718537e-16,0.00020097492464566017,3.2728953267751749e-12,5.3726726447671101e-08,2.0569879547658598e-13,2.0020024302478299e-15,5.9260338209131774e-05,7.7680723665507083e-11,0.0069334612020109836,0.00011625480504042233,3.5764947515597584e-05,2.8642222918416416e-07,1.7021132556010414e-09,3.1379777883557587e-09,2.7754445772157006e-10,1.7081378634543005e-12,3.6978334046160777e-08,1.7557586507760942e-05,1.1030348792054087e-09,7.8141848466219477e-07,1.2203069194516762e-10,1.8331406775307008e-11,5.982911175691499e-13,1.4900963994994502e-14,1.9893910611435669e-12,2.2037597508404732e-17
3.417574696041506e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44519318985848771,0.11140032153229774,0.022727656373592656,0.0,5.5684407552253087e-06,4.3579768661450561e-05,5.9607460412899428e-06,8.9443639235642002e-08,4.9734234988329998e-18,0.0003025097273058114,6.4939514295502586e-16,0.00020158800513267301,3.3212869584063079e-12,5.4756316084204854e-08,2.0894218697813364e-13,2.0370006378089803e-15,5.977858401092127e-05,7.9193303941824098e-11,0.0069432017282941945,0.000116167942711742,3.5903796910944831e-05,2.8733585923780978e-07,1.7101635564977979e-09,3.152012524081445e-09,2.812208218465548e-10,1.7188110435490569e-12,3.7412779190203953e-08,1.7694826150137169e-05,1.1122862239998858e-09,7.8933034994071975e-07,1.244110401297327e-10,1.8558807012851658e-11,6.0974442522781567e-13,1.5084613465523692e-14,2.0357754705947235e-12,2.2466207896858181e-17
