Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CH4OX(60),CHOX(53),C2H4X(210),C2H4X(65)
9.53285493493022e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44415517562084456,0.10977210016819959,0.02255105238048373,0.0,8.4746985984330143e-05,0.0003273427056856211,7.6786106452502703e-05,1.7244845005540138e-06,4.142872116534409e-16,0.00083692563850971177,1.1042068532191322e-13,0.00032757753109388682,7.9927350098921092e-11,2.3617483639066628e-06,4.5151887659637352e-12,7.5109237395531841e-14,0.00028581623010695729,5.2866905935709524e-09,0.0078833678512578737,9.0814139650022464e-05,7.6139233222236456e-05,4.8480786896827042e-07,4.6951312871996461e-09,8.4025148492024284e-09,3.9012615265362645e-09,1.0468754448278862e-11,4.2457866092308106e-07,9.4502566737509093e-05,7.0455710543496693e-09,6.3480981966021914e-06,8.3442002101532196e-09,2.3857872966954501e-10,2.6246733824573182e-11,2.0310462833505716e-13,2.7871567807143562e-10,1.4962858327291444e-15
9.589326553734229e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44415368988950471,0.10976487325706669,0.022548956393260947,0.0,8.5942631903121041e-05,0.00033099753655517814,7.7868406907314626e-05,1.7530769097076816e-06,4.2448293707175942e-16,0.0008416723041016305,1.1365273575630197e-13,0.00032811901540472186,8.1369355628075404e-11,2.4085299854606671e-06,4.5868438734665995e-12,7.6623150952771453e-14,0.00028786577801977447,5.414928304746629e-09,0.0078837581882690334,9.063064266937268e-05,7.6441804458460399e-05,4.8581672012662185e-07,4.7213230078222907e-09,8.4490702600533928e-09,3.9554625337999282e-09,1.0606147776405449e-11,4.303133721457822e-07,9.5399640729044785e-05,7.1216955121865746e-09,6.4204120551020545e-06,8.546740070260283e-09,2.4194088728587367e-10,2.6766567095530146e-11,2.0611562834069538e-13,2.8647308557414419e-10,1.5325757127015415e-15
9.645798172538238e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44415222991284731,0.10975766803687104,0.022546853754360559,0.0,8.7146418746934204e-05,0.0003346693456488882,7.895874311842366e-05,1.7819514285631958e-06,4.3486319121933411e-16,0.00084641397117400717,1.1695772888011832e-13,0.00032865386985066295,8.2827787713936506e-11,2.4558944356184131e-06,4.6590977862970384e-12,7.8157642348312799e-14,0.00028991131278394518,5.5454597757051499e-09,0.0078841196844615432,9.0447711532595657e-05,7.6743607863041335e-05,4.8681602637050105e-07,4.7474803415525242e-09,8.4955746114561013e-09,4.0100276828045022e-09,1.0744801759406303e-11,4.3608894978099549e-07,9.6299626935660403e-05,7.198187488860278e-09,6.4930696235132505e-06,8.752905307633706e-09,2.4532800718251132e-10,2.7292876260772749e-11,2.0915266407754321e-13,2.9439466139547399e-10,1.5695146380431259e-15
9.702269791342247e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44415079474938401,0.10975048359797344,0.022544744500257081,0.0,8.8358329364530343e-05,0.00033835809151208722,8.0057113571389648e-05,1.8111086389758786e-06,4.4543012400015834e-16,0.00085115060716136302,1.2033679336665971e-13,0.00032918218061664286,8.4302707560003486e-11,2.5038440745373595e-06,4.7319500853808597e-12,7.971284829584099e-14,0.0002919527825787389,5.6783107998163455e-09,0.0078844532899346592,9.0265341339236163e-05,7.7044650545383963e-05,4.8780586718367043e-07,4.7736030977450704e-09,8.5420275773299641e-09,4.0649562045686951e-09,1.0884722196233757e-11,4.4190542241791704e-07,9.7202515287960164e-05,7.2750463197079119e-09,6.5660700426451529e-06,8.9627367240347181e-09,2.4874008447438806e-10,2.7825687523843708e-11,2.1221579519308473e-13,3.0248273644795532e-10,1.6071099055919311e-15
9.758741410146256e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44414938348931693,0.10974331906231928,0.022542628667118821,0.0,8.9578346434780563e-05,0.00034206373301323202,8.1163516570025953e-05,1.840549109728065e-06,4.5618589695500092e-16,0.00085588217982879116,1.2379106601355017e-13,0.00032970403278249184,8.5794175558188413e-11,2.5523812309185816e-06,4.8054003347106511e-12,8.1288905166724656e-14,0.00029399013648164846,5.8135072624118592e-09,0.0078847599230074429,9.0083527287201448e-05,7.7344939496914357e-05,4.8878632094244191e-07,4.7996910878333055e-09,8.5884288349851854e-09,4.1202473224449264e-09,1.1025914876259004e-11,4.4776281845570461e-07,9.8108295820571005e-05,7.3522713391240911e-09,6.6394124600495881e-06,9.1762752669847657e-09,2.5217711370920965e-10,2.8365026738034039e-11,2.1530508086954665e-13,3.1073965639502895e-10,1.6453688381400851e-15
9.815213028950265e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44414799525347415,0.10973617358237389,0.022540506290813021,0.0,9.080645246970943e-05,0.00034578622933974538,8.2277950238706404e-05,1.8702733965636796e-06,4.6713268326984992e-16,0.00086060865727010175,1.2732169168050919e-13,0.00033021951033726201,8.7302251286504383e-11,2.6015082019885497e-06,4.879448081776925e-12,8.2885948984839436e-14,0.00029602332445537931,5.9510751394959351e-09,0.0078850404712845022,8.9902264670206278e-05,7.7644481593652114e-05,4.8975746494002184e-07,4.8257441253175236e-09,8.6347780651017873e-09,4.1759002522572279e-09,1.1168385579366142e-11,4.5366116610639935e-07,9.9016958670663255e-05,7.4298618805709584e-09,6.7130960299379594e-06,9.3935620277260128e-09,2.5563908887470353e-10,2.8910919406183347e-11,2.1842057982526644e-13,3.1916778155209692e-10,1.6842987840680127e-15
9.871684647754274e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44414662919228148,0.10972904634009337,0.022538377406910802,0.0,9.2042629817494989e-05,0.0003495255399938934,8.3400412524643305e-05,1.9002820422234792e-06,4.7827266778466153e-16,0.00086533000790595127,1.3092982322592862e-13,0.00033072869619335397,8.8826993506844666e-11,2.6512272534843396e-06,4.9540928579917146e-12,8.4504115421466196e-14,0.00029805229733508601,6.0910404964530812e-09,0.0078852957926860076,8.9721548875293473e-05,7.79432835987136e-05,4.9071937541070404e-07,4.8517620257530454e-09,8.6810749517085647e-09,4.231914202438149e-09,1.1312140075996747e-11,4.596004933968973e-07,9.9928494076495031e-05,7.5078172765944545e-09,6.7871199130989262e-06,9.6146382391767239e-09,2.5912600340580981e-10,2.9463390680523105e-11,2.2156235031595365e-13,3.2776948678642503e-10,1.72390711697823e-15
9.928156266558283e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44414528448476825,0.10972193654593031,0.022536242050692049,0.0,9.328686066542661e-05,0.00035328162478869799,8.4530901200136765e-05,1.9305755764809522e-06,4.8960804700240482e-16,0.00087004620048195501,1.346166214422708e-13,0.00033123167220044735,9.036846016285065e-11,2.7015406196422212e-06,5.0293341791047209e-12,8.6143539790263512e-14,0.0003000770068158485,6.2334294867526577e-09,0.0078855267164430996,8.9541375380428363e-05,7.8241352164747991e-05,4.9167212755319605e-07,4.8777446067378522e-09,8.727319182161263e-09,4.2882883741638054e-09,1.1457184127119654e-11,4.6558082817060144e-07,0.00010084289237597984,7.5861368588415539e-09,6.8614832768165942e-06,9.8395452738818943e-09,2.6263785019178004e-10,3.0022465362561306e-11,2.247304501366402e-13,3.3654716141591334e-10,1.7642012353285564e-15
9.984627885362293e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44414396033760684,0.10971484343787272,0.022534100257150098,0.0,9.4539127042821166e-05,0.00035705444384388253,8.5669413864796406e-05,1.9611545161788622e-06,5.011410290983881e-16,0.00087475720406678147,1.3838325499030207e-13,0.00033172851915924,9.1926708377868278e-11,2.7524505031895813e-06,5.1051715456120292e-12,8.7804357042313142e-14,0.00030209740544038426,6.3782683506505433e-09,0.0078857340440599746,8.9361739752164649e-05,7.8538693836307526e-05,4.9261579555282544e-07,4.9036916879005742e-09,8.7735104471213006e-09,4.3450219614856358e-09,1.1603523484341021e-11,4.7160219809030943e-07,0.00010176014400527547,7.6648199580690584e-09,6.9361852947892822e-06,1.0068324641959252e-08,2.6617462158314162e-10,3.0588167902995027e-11,2.2792493662290777e-13,3.4550320910675524e-10,1.8051885620636711e-15
9.999999999999998e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44414360335102859,0.10971291541822882,0.022533516130379443,0.0,9.4881394934314203e-05,0.00035808433367076858,8.5980716950047656e-05,1.9695278814063494e-06,5.0431492364620721e-16,0.00087603868177502152,1.3942254655583986e-13,0.00033186271486989103,9.2353791636617542e-11,2.7664122350632978e-06,5.1259183423750672e-12,8.8260169297805022e-14,0.00030264662469045285,6.4181225298598943e-09,0.0078857864970839804,8.9312933777929696e-05,7.8619508064950761e-05,4.9287110767459142e-07,4.9107485611394711e-09,8.7860749397460027e-09,4.3605275141863444e-09,1.1643583497206471e-11,4.7324838156099477e-07,0.00010201032149086859,7.6863011065556911e-09,6.9565784299915571e-06,1.0131276541372008e-08,2.6714167930545098e-10,3.0743308351819785e-11,2.2879908281287206e-13,3.4797233366691722e-10,1.8164667120954346e-15
1.0041099504166302e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44414265598418423,0.10970776628051533,0.02253195206099641,0.0,9.5799410823898564e-05,0.00036084395758185259,8.6815947947735121e-05,1.9920193652664181e-06,5.128738339298589e-16,0.00087946298805023691,1.4223090033217409e-13,0.00033221931683499717,9.3501794452992565e-11,2.8039590753401079e-06,5.1816044431575367e-12,8.9486701761239022e-14,0.00030411344658698805,6.5255834138881404e-09,0.0078859185502436376,8.9182637643378949e-05,7.8835315052154937e-05,4.9355045260370311e-07,4.9296030908884709e-09,8.8196484405347048e-09,4.4021141514614787e-09,1.1751163889969452e-11,4.7766463064003622e-07,0.00010268023949739544,7.7438659041593966e-09,7.0112251470488278e-06,1.0301017989040823e-08,2.6973630939861689e-10,3.1160522401663606e-11,2.3114586665188977e-13,3.5464004777000249e-10,1.846876544246409e-15
1.0097571122970311e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44414137068370485,0.10970070436416199,0.022529797496665057,0.0,9.7067693730617464e-05,0.00036465012672371133,8.7970500709735704e-05,2.0231706148370789e-06,5.2480869304586284e-16,0.0008841635221413333,1.4616074166336651e-13,0.00033270414397091599,9.5093773865200281e-11,2.8560684757922174e-06,5.2586323429271093e-12,9.1190708158398486e-14,0.00030612508445769439,6.675401086388661e-09,0.0078860809838024945,8.9004064791071898e-05,7.9131222147510495e-05,4.9447617093025546e-07,4.9554786393547587e-09,8.8657328596099509e-09,4.4595641242854313e-09,1.1900111076925887e-11,4.8376815312616727e-07,0.00010360316948084302,7.8232740261398417e-09,7.0866020198804787e-06,1.0537667094210377e-08,2.7332290493196637e-10,3.1739552607544907e-11,2.3439329664464339e-13,3.6396010945705351e-10,1.8892726526888655e-15
1.015404274177432e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44414010372032325,0.10969365700395836,0.022527636598317104,0.0,9.8343957335471086e-05,0.00036847291228530926,8.9133069245390741e-05,2.0546087431669538e-06,5.369478496973594e-16,0.00088885877636634683,1.5017397084350578e-13,0.00033318307830130617,9.6702701265568806e-11,2.9087808127306403e-06,5.3362547020355864e-12,9.2916510068145422e-14,0.00030813227406665752,6.8277478609509389e-09,0.0078862220685147807,8.8826017014234497e-05,7.9426421356238605e-05,4.9539302180750683e-07,4.9813181589463642e-09,8.9117634047964726e-09,4.5173710534136801e-09,1.2050370768870213e-11,4.8991279268034363e-07,0.00010452892467826431,7.903043652189861e-09,7.1623151057433426e-06,1.0778313867936916e-08,2.769343989586842e-10,3.2325281918775016e-11,2.3766728256723861e-13,3.7346584025408453e-10,1.9323843815816441e-15
1.0210514360578329e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44413885440230666,0.10968662353905383,0.02252546939984492,0.0,9.9628183064244863e-05,0.00037231227557332948,9.0303650485215747e-05,2.0863342157538042e-06,5.4929355884757248e-16,0.00089354872106686472,1.5427178732607215e-13,0.0003336561965645918,9.8328630477580994e-11,2.9620981628311471e-06,5.4144709639066806e-12,9.4664240943164867e-14,0.00031013497122874282,6.9826503119409516e-09,0.0078863425039678529,8.8648490211776563e-05,7.9720918812977893e-05,4.9630107558137811e-07,5.0071214772918503e-09,8.9577397797637142e-09,4.5755341056899218e-09,1.2201948680314925e-11,4.9609857626124002e-07,0.00010545749590512328,7.9831741096559575e-09,7.2383636031914441e-06,1.1023000350004342e-08,2.805707817426517e-10,3.2917733382705448e-11,2.4096787993124052e-13,3.8315970017544155e-10,1.9762192481229348e-15
1.0266985979382338e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44413762206122481,0.10967960333179121,0.022523295934876373,0.0,0.00010092035219873578,0.00037616817818140737,9.1482241197736726e-05,2.1183474853566414e-06,5.6184808718257036e-16,0.00089823332689782426,1.5845539808701045e-13,0.000334123574516135,9.9971614495516193e-11,3.01602257126835e-06,5.4932805586458546e-12,9.6434033849878462e-14,0.00031213313254832461,7.1401350939810573e-09,0.0078864429663693513,8.8471480360515268e-05,8.0014720555216551e-05,4.9720040168862736e-07,5.0328884239885226e-09,9.0036616913787287e-09,4.6340524414704921e-09,1.2354850516447128e-11,5.0232553065513193e-07,0.00010638887406839812,8.0636647250734599e-09,7.3147467167953725e-06,1.1271768707437632e-08,2.8423204304274216e-10,3.351692969600661e-11,2.4429514379677388e-13,3.9304416305600951e-10,2.0207847921479132e-15
1.0323457598186347e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44413640605116705,0.10967259576692411,0.022521116236778896,0.0,0.00010222044587943456,0.00038004058198628577,9.2668837991551694e-05,2.1506489920358855e-06,5.7461371312207649e-16,0.00090291256482554145,1.6272601755225719e-13,0.00033458528694088759,1.0163170548292569e-10,3.070556051726519e-06,5.5726829034062782e-12,9.8226021463920091e-14,0.00031412671540828558,7.3002289406371131e-09,0.0078865241093311004,8.8294983513223057e-05,8.0307832525312363e-05,4.9809106867542433e-07,5.0586188305899531e-09,9.0495288496844549e-09,4.6929252147445908e-09,1.2509081973263762e-11,5.0859368247879601e-07,0.00010732305016529537,8.1445148241725207e-09,7.3914636570645042e-06,1.15246612324257e-08,2.8791817211925864e-10,3.4122893204789748e-11,2.4764912877356348e-13,4.0312171644257935e-10,2.0660885757560382e-15
1.0379929216990356e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44413520574798621,0.10966560025086038,0.022518930338663482,0.0,0.00010352844510817078,0.00038392944914400576,9.386343731736699e-05,2.1832391631940997e-06,5.8759272683047368e-16,0.00090758640612573411,1.67084867524199e-13,0.00033504140766586895,1.0330895477119229e-10,3.1257005864134061e-06,5.6526774027479043e-12,1.000403360656815e-13,0.00031611567795921205,7.462958663103735e-09,0.0078865865646267613,8.8118995796732018e-05,8.0600260572461267e-05,4.9897314421591473e-07,5.0843125305939497e-09,9.0953409678790606e-09,4.7521515732540261e-09,1.2664648737780153e-11,5.1490305818137994e-07,0.00010826001528198451,8.2257237318910981e-09,7.4685136403698731e-06,1.1781720340241094e-08,2.9162915774032789e-10,3.4735645904762633e-11,2.5102988902044261e-13,4.1339486148422852e-10,2.1121381829381361e-15
1.0436400835794365e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44413402054856782,0.10965861621093097,0.022516738273388622,0.0,0.00010484433075072236,0.00038783474208613217,9.5066035470008821e-05,2.2161184136172728e-06,6.0078743022801602e-16,0.00091225482238153845,1.715331771070763e-13,0.00033549200957247758,1.0500341285817361e-10,3.1814581260769829e-06,5.7332634489897913e-12,1.0187710953592694e-13,0.00031809997910878165,7.6283511488876596e-09,0.0078866309429240361,8.7943513410092226e-05,8.0892010454616987e-05,4.9984669513074297e-07,5.1099693594295158e-09,9.1410977622934006e-09,4.8117306586141684e-09,1.2821556487728869e-11,5.2125368404428151e-07,0.00010919976059235363,8.3072907724001076e-09,7.5458958888676238e-06,1.2042988567156718e-08,2.9536498818828271e-10,3.5355209441435256e-11,2.544374782494583e-13,4.2386611282173392e-10,2.1589412192045214e-15
1.0492872454598374e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44413284987012341,0.10965164309468352,0.022514540073564068,0.0,0.00010616808353938906,0.000391756423516015,9.6276628590409946e-05,2.2492871455166482e-06,6.1420013700224038e-16,0.00091691778548151897,1.7607218263134565e-13,0.00033593716460863544,1.0671512940692843e-10,3.2378305900250768e-06,5.8144404225557021e-12,1.0373647335147665e-13,0.00032007957851133706,7.7964333604893474e-09,0.007886657834492326,8.7768532622784355e-05,8.1183087840359456e-05,5.0071178740412134e-07,5.135589154444124e-09,9.1867989523689884e-09,4.8716616064288909e-09,1.297981089167874e-11,5.2764558618405096e-07,0.00011014227735678115,8.3892152691083104e-09,7.623609630423102e-06,1.2308508568360011e-08,2.9912565126585371e-10,3.5981605110340547e-11,2.5787194972713198e-13,4.3453799847603482e-10,2.2065053112107012e-15
1.0549344073402383e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44413169314950757,0.10964468036919943,0.022512335771554565,0.0,0.00010749968407553154,0.00039569445640508553,9.7495212667572437e-05,2.2827457485710812e-06,6.2783317261953916e-16,0.00092157526761767672,1.8070312757701702e-13,0.00033637694380076957,1.0844415324452509e-10,3.2948198661478475e-06,5.8962076923130868e-12,1.0561855858095837e-13,0.0003220544365576435,7.9672323340831242e-09,0.0078866678098866317,8.7594049772983154e-05,8.1473498310716432e-05,5.0156848620077637e-07,5.161171754891837e-09,9.2324442606378336e-09,4.931943546404533e-09,1.3139417609411009e-11,5.3407879055453747e-07,0.00011108755692092642,8.471496544672203e-09,7.7016540985355531e-06,1.2578323115864398e-08,3.0291113430231005e-10,3.6614853857282025e-11,2.6133335627225681e-13,4.4541305973576351e-10,2.254838106382665e-15
1.0605815692206393e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441305498425589,0.10963772752043414,0.022510125399483504,0.0,0.00010883911283207549,0.00039964880398918947,9.8721783540506463e-05,2.3164945999699219e-06,6.4168887433690441e-16,0.0009262272412834502,1.8542726249597773e-13,0.0003368114172656327,1.1019053236093152e-10,3.3524278109430638e-06,5.9785646159055468e-12,1.0752349588062653e-13,0.00032402451436482321,8.1407751781958443e-09,0.0078866614206085182,8.7420061265870252e-05,8.1763247360941568e-05,5.0241685588318928e-07,5.1867170019201777e-09,9.2780334126998424e-09,4.9925756024671671e-09,1.3300382291455394e-11,5.4055332294596167e-07,0.00011203559071454177,8.554133921025432e-09,7.7800285322634677e-06,1.2852475096418537e-08,3.0672142415963143e-10,3.7254976278637674e-11,2.6482175026143701e-13,4.5649385104386081e-10,2.3039472725441316e-15
1.0662287311010402e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44412941942346129,0.10963078405257953,0.022507908989236439,0.0,0.00011018635015598276,0.00040361942976495298,9.9956336900145385e-05,2.350534064456406e-06,6.5576959121386256e-16,0.00093087367927171811,1.9024584493332011e-13,0.00033724065422196652,1.119543139079863e-10,3.410656249544127e-06,6.0615105400788151e-12,1.0945141549024855e-13,0.00032598977376646447,8.3170890723841166e-09,0.0078866391997449298,8.724656357199552e-05,8.2052340402244593e-05,5.0325696002735912e-07,5.212224738557141e-09,9.3235661372004003e-09,5.0535568928727657e-09,1.3462710579138158e-11,5.4706920898776506e-07,0.00011298637025029848,8.6371267193830988e-09,7.8587321761505462e-06,1.313100750941346e-08,3.1055650723847017e-10,3.7901992621675705e-11,2.6833718363116666e-13,4.6778293988329524e-10,2.3538404975410653e-15
1.0718758929814411e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44412830138412862,0.10962384948744754,0.022505686572464594,0.0,0.0001115413762706885,0.00040760629748618708,0.00010119886829123807,2.3848644943715429e-06,6.700776841245239e-16,0.00093551455467279622,1.9516013934768579e-13,0.00033766472300200755,1.1373554419845022e-10,3.4695069757508074e-06,6.1450448010003734e-12,1.1140244722905742e-13,0.00032795017730290085,8.4962012659104742e-09,0.0078866016625855333,8.7073553225685516e-05,8.2340782763479131e-05,5.04088861438234e-07,5.2376948096995238e-09,9.3690421658108415e-09,5.1148865303150553e-09,1.3626408105234063e-11,5.5362647415126641e-07,0.00011393988712263042,8.7204742602469508e-09,7.937764280152314e-06,1.3413963464787747e-08,3.144163694840388e-10,3.8555922784888314e-11,2.7187970787278854e-13,4.7928290666190133e-10,2.4045254888653061e-15
1.077523054861842e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44412719523360866,0.10961692336387489,0.022503458180588205,0.0,0.00011290417127850618,0.00041160937116032579,0.00010244937311421796,2.4194862296985068e-06,6.8461552576976927e-16,0.00094014984087243477,2.0017141703064159e-13,0.00033808369106284137,1.1553426870513711e-10,3.528981752062646e-06,6.2291667245727737e-12,1.1337672049177058e-13,0.00032990568821165522,8.6781390764184436e-09,0.0078865493072193833,8.6901026823495722e-05,8.2628579692791757e-05,5.0491262216577247e-07,5.2631270620998372e-09,9.4144612332059834e-09,5.1765636220395811e-09,1.3791480493303353e-11,5.6022514374781732e-07,0.00011489613300659941,8.8041758634399061e-09,8.0171240995633567e-06,1.3701386180930938e-08,3.18300996392086e-10,3.9216786318388849e-11,2.7544937403981769e-13,4.9099634459635604e-10,2.4560099732813311e-15
1.0831702167422429e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44412610049750739,0.10961000523714738,0.022501223844799884,0.0,0.00011427471516300031,0.00041562861504489948,0.00010370784662704983,2.4543995981074908e-06,6.9938550068962894e-16,0.00094477951154981691,2.0528095602510238e-13,0.00033849762499760483,1.1735053206012405e-10,3.5890823097149722e-06,6.3138756267407491e-12,1.1537436424467405e-13,0.00033185627041804711,8.8629298886065471e-09,0.0078864826151115591,8.6728981022707297e-05,8.2915736359226336e-05,5.0572830351959039e-07,5.2885213443529669e-09,9.4598230770411305e-09,5.2385872699497846e-09,1.3957933357564737e-11,5.6686524293146566e-07,0.00011585509965677275,8.8882308481108633e-09,8.0968108949452177e-06,1.3993318982585526e-08,3.2221037301464678e-10,3.9884602424320412e-11,2.7904623275199278e-13,5.0292585959531078e-10,2.5083016964500666e-15
1.0888173786226438e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44412501671743354,0.10960309467844388,0.02249898359606782,0.0,0.00011565298779132744,0.00041966399364404494,0.00010497428394705433,2.4896049150010469e-06,7.1439000527572509e-16,0.00094940354067555449,2.1049004104281445e-13,0.00033890659054653977,1.1918437805403997e-10,3.6498103487175064e-06,6.399170813792175e-12,1.1739550702177144e-13,0.00033380188852595805,9.0506011529015632e-09,0.0078864020516604631,8.6557412539866476e-05,8.320225785428936e-05,5.0653596608297605e-07,5.3138775068847999e-09,9.5051274379333422e-09,5.3009565707082466e-09,1.412577230397631e-11,5.7354679670242983e-07,0.00011681677890611665,8.9726385327330482e-09,8.1768239320549354e-06,1.4289805298747518e-08,3.261444839656748e-10,4.0559389957269197e-11,2.8267033418576606e-13,5.15074070141695e-10,2.5614084225509003e-15
1.0944645405030447e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44412394345045997,0.10959619127429891,0.022496737465138951,0.0,0.00011703896891654612,0.0004237154717050496,0.00010624868005271073,2.5251024835598752e-06,7.2963144778380949e-16,0.00095402190250968742,2.1579996338091547e-13,0.00033931065260790018,1.2103584963543185e-10,3.7111675378954921e-06,6.4850515826529973e-12,1.194402769209973e-13,0.00033574250780875071,9.2411803841311399e-09,0.0078863080667364253,8.6386318149363987e-05,8.3488149193481568e-05,5.0733566972784472e-07,5.3391954019392829e-09,9.5503740594393373e-09,5.3636706158479287e-09,1.4295002929355865e-11,5.8026982990422801e-07,0.00011778116266491218,9.0573982351443739e-09,8.2571624817742432e-06,1.4590888660565819e-08,3.3010331342683406e-10,4.1241167424750252e-11,2.8632172808353608e-13,5.2744360717420849e-10,2.6153379339083407e-15
1.1001117023834456e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44412288026860525,0.10958929462608313,0.022494485482542098,0.0,0.00011843263817989647,0.00042778301421493158,0.00010753102978543785,2.5608925947890683e-06,7.451122483465135e-16,0.00095863457159968293,2.2121202083758501e-13,0.00033970987524871568,1.2290498891020788e-10,3.7731555149333286e-06,6.5715172211761903e-12,1.2150880160049469e-13,0.00033767809420034035,9.4346951601956341e-09,0.0078862010952022322,8.6215694682054123e-05,8.3773415317787593e-05,5.0812747362844294e-07,5.3644748835646947e-09,9.5955626880316146e-09,5.4267284918751143e-09,1.446563082089815e-11,5.8703436722594572e-07,0.00011874824291968206,9.1425092725546257e-09,8.3378258200393846e-06,1.4896612699240757e-08,3.340868451530588e-10,4.1929952987707033e-11,2.9000046376170781e-13,5.4003711396802125e-10,2.6700980306156713e-15
1.1057588642638465e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44412182675833045,0.1095824043495016,0.022492227678590913,0.0,0.00011983397511304921,0.00043186658639705509,0.00010882132785135394,2.5969755275647954e-06,7.6083483898610863e-16,0.00096324152277843826,2.2672751762680113e-13,0.00034010432171541194,1.2479183714115779e-10,3.8357758864206499e-06,6.6585670084248178e-12,1.2360120827495507e-13,0.00033960861428641398,9.6311731207395927e-09,0.0078860815574161875,8.6045539023913537e-05,8.4058061095128753e-05,5.0891143627406046e-07,5.3897158076025353e-09,9.6406930730806807e-09,5.490129280363373e-09,1.4637661557890046e-11,5.9384043320689241e-07,0.00011971801173213049,9.2279709615341682e-09,8.4188132277716169e-06,1.5207021143921792e-08,3.3809506247792542e-10,4.2625764460998415e-11,2.9370659009449735e-13,5.5285724601469617e-10,2.7256965301553369e-15
1.1114060261442474e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44412078252005477,0.10957552007410858,0.022489964083386948,0.0,0.00012124295914032528,0.00043596615370778048,0.00011011956882301561,2.6333515486814182e-06,7.7680166362729714e-16,0.00096784273116228556,2.3234776429221714e-13,0.00034049405444429152,1.2669643474754792e-10,3.8990302279008228e-06,6.7462002149492836e-12,1.2571762371202207e-13,0.0003415340352957932,9.8306419658229093e-09,0.0078859498597183483,8.5875848114735573e-05,8.43420913217879e-05,5.0968761548291088e-07,5.4149180316749695e-09,9.6857649668337014e-09,5.5538720580621194e-09,1.4811100710643001e-11,6.0068805223264055e-07,0.00012069046123810755,9.3137826180605987e-09,8.5001239908083499e-06,1.5522157819604524e-08,3.4212794831926774e-10,4.3328619313967166e-11,2.974401555246313e-13,5.6590667090135236e-10,2.7821412670258047e-15
1.1170531880246484e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44411974716768648,0.10956864144283894,0.022487694726822424,0.0,0.00012265956958088656,0.00044008168183314934,0.00011142574714113593,2.6700209128990275e-06,7.9301517811026713e-16,0.00097243817214900073,2.3807407762017501e-13,0.00034087913507187771,1.2861882130479259e-10,3.9629200839218131e-06,6.8344161030588723e-12,1.2785817422875655e-13,0.00034345432509193838,1.0033129454591657e-08,0.007885806394900375,8.5706618946861085e-05,8.4625510723794226e-05,5.1045606841505314e-07,5.4400814151705716e-09,9.7307781243893244e-09,5.6179558969977706e-09,1.4985953839360535e-11,6.0757724853656166e-07,0.0001216655836465825,9.3999435575311345e-09,8.5817573998349592e-06,1.5842066645027469e-08,3.4618548518457405e-10,4.4038534671030068e-11,3.0120120807878391e-13,5.7918806818908443e-10,2.8394400923657404e-15
