Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.9393065391395154e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,1.5839626202025925e-84,5.4750136611164123e-42,0.0,3.4000826365930954e-64,0.0,6.0394246257024269e-25,-4.1403183628420908e-125,6.0394246257024269e-25,9.0887831816120768e-87,1.6332834371771826e-106,0.0,0.0,8.7897323428319318e-68,4.8365580238822347e-102,2.3951488409191908e-18,1.1516088473824025e-19
1.6630058309590643e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,3.5432610228883914e-83,3.3069082513143117e-41,0.0,5.1382048804192596e-63,0.0,1.6910388951966791e-24,7.8760659315316933e-124,1.6910388951966791e-24,2.5631822777454011e-85,9.9360601906657676e-105,0.0,0.0,1.0435170237410068e-66,2.5035417260324245e-100,6.706416754573733e-18,3.2245047726707271e-19
3.80115618504929e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,7.0008866906781472e-82,1.5921339726526522e-40,0.0,5.5274463406564041e-62,0.0,3.8652317604495531e-24,8.3223142267962737e-122,3.8652317604495531e-24,5.5754813231402061e-84,4.4856125236635486e-103,0.0,0.0,1.0245312018804895e-65,1.0931442961912734e-98,1.5328952581882805e-17,7.3702966232473763e-19
8.077456893229741e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,0.0,1.2457703810121074e-80,6.9532673496178402e-40,0.0,5.0806754822080903e-61,0.0,8.213617490955299e-24,6.5781407207370796e-120,8.213617490955299e-24,1.0336002723799419e-82,1.6936819398670021e-101,0.0,0.0,9.0618624561660033e-65,4.0695021307687506e-97,3.2574024236500906e-17,1.5661880324400675e-18
1.6630058309590643e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996527,0.022821567693054285,0.0,2.101173833203735e-79,2.9028522431239194e-39,0.0,4.346624841628767e-60,0.0,1.6910388951966789e-23,4.6623535843502786e-118,1.6910388951966789e-23,1.7764947822102591e-81,5.8761694438894102e-100,0.0,0.0,7.6170414125806602e-64,1.4020051864968568e-95,6.7064167545736899e-17,3.2245047726707269e-18
3.3735261142312447e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999986,0.1186699660299652,0.022821567693054285,0.0,3.4511843304671117e-78,1.1859098590524568e-38,0.0,3.5938734745415722e-59,0.0,3.4303931873989767e-23,3.1375502294106109e-116,3.4303931873989743e-23,2.9444098195506832e-80,1.9570097647852737e-98,0.0,0.0,6.2449107522919423e-63,4.6527440487243509e-94,1.3604445416420806e-16,6.5411382531320436e-18
6.794566680775605e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999997,0.11866996602996506,0.022821567693054282,0.0,5.5945185213158541e-77,4.793637260963134e-38,0.0,2.9224782239569905e-58,0.0,6.909101771803571e-23,2.0586614672328352e-114,6.9091017718035616e-23,4.7942081027077067e-79,6.3880058186273939e-97,0.0,0.0,5.0572906374510147e-62,1.516028908119664e-92,2.7400502740114705e-16,1.3174405214054669e-17
1.3636647813864328e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999942,0.11866996602996478,0.022821567693054275,0.0,9.0097996091821502e-76,1.9275004594506626e-37,0.0,2.3570845616657019e-57,0.0,1.3866518940612749e-22,1.3339819935160465e-112,1.3866518940612711e-22,7.7378712065620574e-78,2.0644930974494968e-95,0.0,0.0,4.0705474793623668e-61,4.8951654774971397e-91,5.4992617387501191e-16,2.64409391358999e-17
2.732081008004177e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999887,0.11866996602996423,0.022821567693054261,0.0,1.4462723742358547e-74,7.7301389380481757e-37,0.0,1.8933385036872216e-56,0.0,2.7781353278231075e-22,8.5904706103781698e-111,2.778135327823092e-22,1.2434551300189512e-76,6.6391004082483721e-94,0.0,0.0,3.2663579980623354e-60,1.5735072012610732e-89,1.101768466822689e-15,5.2974006979590242e-17
5.468913461239666e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999977,0.11866996602996312,0.022821567693054233,0.0,2.3178068828165435e-73,3.0960875942798142e-36,0.0,1.5177451590026074e-55,0.0,5.5611021953467575e-22,5.5149180106222413e-109,5.5611021953466955e-22,1.9938546735972104e-75,2.1297631746978415e-92,0.0,0.0,2.617061209219268e-59,5.0465375160719082e-88,2.2054530527178315e-15,1.0604014266697051e-16
1.0942578367710643e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999537,0.11866996602996091,0.022821567693054181,0.0,3.7115108934300858e-72,1.2392419014251526e-35,0.0,1.2154270726894054e-54,0.0,1.1127035930393999e-21,3.5350027409648773e-107,1.1127035930393749e-21,3.1936326016033056e-74,6.8236562024574298e-91,0.0,0.0,2.0952402526290122e-58,1.6167045352786891e-86,4.4128222245072737e-15,2.1217241404172936e-16
2.18899081806526e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999076,0.1186699660299565,0.022821567693054073,0.0,5.9408345396736921e-71,4.9585817930279787e-35,0.0,9.7283427698007394e-54,0.0,2.2258903400488254e-21,2.2641489971299447e-105,2.2258903400487261e-21,5.1125858423998028e-73,2.1849172222575992e-89,0.0,0.0,1.6768289883895082e-57,5.1763563330565624e-85,8.8275605680827849e-15,4.2443695679124023e-16
4.378456780653651e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998149,0.11866996602994767,0.022821567693053862,0.0,9.5072694337978108e-70,1.9837556006665938e-34,0.0,7.7846451724421756e-53,0.0,4.4522638340675856e-21,1.4496147278985305e-103,4.4522638340671891e-21,8.1823569240444115e-72,6.9938914838717061e-88,0.0,0.0,1.3417179596625346e-56,1.6568984595696598e-83,1.7657037255220308e-14,8.4896604229023478e-16
8.757388705830433e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319996301,0.11866996602993002,0.022821567693053438,0.0,1.5213178623195319e-68,7.9356682155657991e-34,0.0,6.2285046168534751e-52,0.0,8.9050108221047418e-21,9.2793246449794918e-102,8.9050108221031529e-21,1.3093546992359992e-70,2.2383903578884998e-86,0.0,0.0,1.0734762861974115e-55,5.3028182768187009e-82,3.5315990629441359e-14,1.6980242132881152e-15
1.7515252556183997e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319992598,0.1186699660298947,0.022821567693052588,0.0,2.4342323897537929e-67,3.1743964534040231e-33,0.0,4.9831191042940293e-51,0.0,1.7810504798177592e-20,5.9393407609586239e-100,1.7810504798171245e-20,2.0951096020002051e-69,7.163401328864311e-85,0.0,0.0,8.5882179852191769e-55,1.697020770641698e-80,7.0633897377667509e-14,3.39614055528344e-15
3.5030980256891124e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319985193,0.11866996602982406,0.022821567693050892,0.0,3.8948708747206521e-66,1.2697844152560958e-32,0.0,3.9866214516089483e-50,0.0,3.5621492750317457e-20,3.8013614535305292e-98,3.5621492750292059e-20,3.3522890338048848e-68,2.2923767786733275e-83,0.0,0.0,6.8707374707795492e-54,5.4306567485748066e-79,1.4126971087325587e-13,6.7923732392723474e-15
7.006243565830538e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319970388,0.11866996602968279,0.022821567693047495,0.0,6.231872641662011e-65,5.0791893292656141e-32,0.0,3.189347629324786e-49,0.0,7.1243468654573811e-20,2.4329300091667219e-96,7.1243468654472242e-20,5.3637533921239489e-67,7.3357470604856324e-82,0.0,0.0,5.4966552105256705e-53,1.7378406053068993e-77,2.8254133786097709e-13,1.3584838607243192e-14
1.4012534646113389e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319940773,0.11866996602940025,0.022821567693040702,0.0,9.9710596207855827e-64,2.0316860653943682e-31,0.0,2.5514982908257755e-48,0.0,1.4248742046299314e-19,1.5570939833423976e-94,1.4248742046258679e-19,8.5820781782622835e-66,2.3474616786021208e-80,0.0,0.0,4.3973502621385399e-52,5.5611386505318753e-76,5.6508459182259736e-13,2.7169769343157002e-14
2.802511680667909e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319881548,0.11866996602883516,0.022821567693027116,0.0,1.5953746108580962e-62,8.1267649289507942e-31,0.0,2.0412067076328035e-47,0.0,2.8497532407945791e-19,9.9654615812379265e-93,2.8497532407783257e-19,1.3731383285489837e-64,7.5119135624649117e-79,0.0,0.0,3.5178906472056606e-51,1.7795721622886033e-74,1.1301710996905491e-12,5.433963081487311e-14
5.605028112781049e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319763098,0.11866996602770498,0.022821567692999947,0.0,2.5526034345509178e-61,3.2507101050204515e-30,0.0,1.6329685960932804e-46,0.0,5.6995113131089266e-19,6.3779146395326299e-91,5.699511313043912e-19,2.1970259814927471e-63,2.4038181305142289e-77,0.0,0.0,2.8143166927258923e-50,5.6946433893876416e-73,2.2603441152052982e-12,1.0867935375785928e-13
1.121006097700733e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319526193,0.11866996602544463,0.022821567692945608,0.0,4.084168740848255e-60,1.3002848686653634e-29,0.0,1.3063761688578763e-45,0.0,1.1399027457677819e-18,4.0818715213076979e-89,1.139902745741776e-18,3.5152452943477102e-62,7.6922272822354155e-76,0.0,0.0,2.2514550240969966e-49,1.8222878794614374e-71,4.5206901453501773e-12,2.1735879964204742e-13
2.2420126705459892e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319052389,0.11866996602092394,0.022821567692836928,0.0,6.5346725812399163e-59,5.2011411277258534e-29,0.0,1.0451014518593759e-44,0.0,2.2798059746576406e-18,2.6123997412351743e-87,2.2798059745536176e-18,5.6243954478971954e-61,2.4615142124817205e-74,0.0,0.0,1.801164687132937e-48,5.8313244037767711e-70,9.0413822021014637e-12,4.3471769140328701e-13
4.4840258162365015e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631810478,0.11866996601188255,0.02282156769261957,0.0,1.045547820486018e-57,2.0804567815029228e-28,0.0,8.3608136816402473e-44,0.0,4.5596124323416782e-18,1.6719364626837775e-85,4.5596124319255864e-18,8.9990350910584665e-60,7.8768478503266092e-73,0.0,0.0,1.4409320166702184e-47,1.8660243180736683e-68,1.8082766301450136e-11,8.6943547489721927e-13
