Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),H2X(49),C2H4(47),C2H6X(52),CH4OX(60),C2H4X(205),C2H4X(65),CH2OH(40),OCX(25),CH2OX(54),CH2(T)(34),CH2O2(181),O(29),COX(50),C3H6O(210),C2H3(46),C2H2(308),C2H2(331),C2H2X(333),C4H6(347),acetyl(43),C3H5(340)
2.7229260679201163e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44574256389560829,0.11199359566960612,0.022745809055147295,0.0,1.3124323479991212e-06,2.1773702022209495e-05,4.9240435683840511e-13,5.0201107238428927e-08,3.4111128160503038e-10,0.0002552619896958124,2.3675057480440977e-16,0.00017043950565854109,1.813307668517479e-12,1.2644963095293293e-08,7.9315813409749993e-16,7.1418520107616859e-20,2.1992126265347711e-05,3.4054597143254731e-11,0.0064209867500290814,0.00012734113703720659,1.5853874298457026e-05,1.3935762937304083e-07,1.444133812287591e-09,2.6078662897339182e-09,6.6883395258411735e-11,3.8898354547678836e-07,5.339389508294338e-11,1.2570267838729413e-10,1.4096029901554618e-13,7.1978067166701474e-13,9.6727734230234564e-18,8.698464549649366e-13,1.4534842421978332e-22,5.3800900635996381e-13,3.7469223385387745e-09,1.0504413331505396e-16,7.1627926807641984e-07,1.5340683810364896e-18,2.5072607417937538e-27,1.0177101351881024e-16,5.6958663101268645e-15,1.1088311652632655e-18,2.0524037193845177e-17,1.7653688155030487e-32,3.1448370801828912e-22,1.673810809678115e-22
2.7358281335418538e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44573065672958179,0.11198046813617923,0.022745695883040495,0.0,1.3328912587880202e-06,2.1963550626663723e-05,5.0501578449456838e-13,5.0924076500309934e-08,3.4842873887649101e-10,0.00025653112741684026,2.4260725059269236e-16,0.00017099700340382661,1.8408937842151701e-12,1.2906109272715538e-08,8.1700739594261957e-16,7.4228614095529036e-20,2.2210996891457061e-05,3.4730279031977548e-11,0.0064328433410416252,0.00012732154702446949,1.5919837317672643e-05,1.3992427863525785e-07,1.451308199198582e-09,2.6199134424121111e-09,6.7863054407318084e-11,3.9260397776913724e-07,5.4455582508137652e-11,1.2756999999686163e-10,1.4386810139304158e-13,7.3693704954401063e-13,9.8644293659889857e-18,8.8832611553462496e-13,1.490670962498625e-22,5.4974146062028747e-13,3.810647011832071e-09,1.0682992643289155e-16,7.2203347043336652e-07,1.5733229091583788e-18,2.6119700499917199e-27,1.0398143565710179e-16,5.8460047735545353e-15,1.1380614088336431e-18,2.1088365666892972e-17,1.8479305034058184e-32,3.241421392302667e-22,1.726488906093065e-22
2.7487301991635914e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44571884300189907,0.11196743284131482,0.022745582496347817,0.0,1.3535439819670436e-06,2.2154078939766265e-05,5.1789894473338834e-13,5.1654002893756702e-08,3.5587216003827534e-10,0.00025780078918285441,2.4858079954559698e-16,0.00017155271017195781,1.868772013161502e-12,1.317113345703792e-08,8.4146692059727017e-16,7.7136996090613655e-20,2.2430590406750823e-05,3.541617679801113e-11,0.0064446071506342071,0.00012730145317009961,1.5985635249262969e-05,1.4048880257851056e-07,1.4584854665023998e-09,2.6319654745038618e-09,6.8851436237524928e-11,3.9623850813697904e-07,5.553335617904102e-11,1.2945586752491368e-10,1.4681902232549364e-13,7.5441782298346744e-13,1.0058978718008517e-17,9.0709135280506952e-13,1.5286580745652887e-22,5.6167959446777058e-13,3.8751664561124984e-09,1.0863797839841674e-16,7.2780209064152063e-07,1.6134224712929282e-18,2.720569051292086e-27,1.0622965107098127e-16,5.9993952752335293e-15,1.1679248371695874e-18,2.1665462222437389e-17,1.9339509701188291e-32,3.340566301802005e-22,1.7805753773721297e-22
2.761632264785329e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44570712197424517,0.11195448906454951,0.02274546888870738,0.0,1.3743910593086721e-06,2.2345285155974178e-05,5.3105855592276306e-13,5.2390920520905109e-08,3.6344313814286425e-10,0.00025907097431305984,2.5467300455822967e-16,0.00017210663202940859,1.8969441448194726e-12,1.3440069871214598e-08,8.6654938516672917e-16,8.014665545079338e-20,2.2650902229696961e-05,3.611239777115207e-11,0.0064562788998403569,0.00012728087227263963,1.6051268596075397e-05,1.4105121755233793e-07,1.4656656096892974e-09,2.6440223870779707e-09,6.9848564301874829e-11,3.9988710005755094e-07,5.662738545193096e-11,1.3136037495921179e-10,1.4981344166745817e-13,7.7222753893912253e-13,1.0256451837428021e-17,9.261448727101067e-13,1.5674594625602836e-22,5.7382606560981069e-13,3.9404865021550847e-09,1.1046845223109038e-16,7.3358504153276086e-07,1.6543817285295418e-18,2.8331841473136031e-27,1.0851613491710371e-16,6.1560932565492049e-15,1.1984322457690212e-18,2.2255554562560283e-17,2.0235584892838791e-32,3.4423287918935369e-22,1.8361013205164861e-22
2.7745343304070665e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44569549291437333,0.11194163609103415,0.022745355053967315,0.0,1.3954330287169073e-06,2.2537167471795178e-05,5.4449939722045303e-13,5.3134863491224984e-08,3.7114327816005962e-10,0.00026034168212431101,2.6088566751266637e-16,0.0001726587750168658,1.925411972096787e-12,1.3712952817014984e-08,8.922676636438509e-16,8.3260658118577296e-20,2.2871927812110166e-05,3.6819049930560969e-11,0.0064678593040816733,0.00012725982068082165,1.6116737854850366e-05,1.4161153969370305e-07,1.4728486242416331e-09,2.6560841809946535e-09,7.0854461991130385e-11,4.0354971705863084e-07,5.7737840709757917e-11,1.3328361631236043e-10,1.5285174014924439e-13,7.9037078595360255e-13,1.0456879266307772e-17,9.4548938959044868e-13,1.6070891893820395e-22,5.8618355220210712e-13,4.0066129863004876e-09,1.1232151110084215e-16,7.393822362922827e-07,1.6962155307316965e-18,2.9499452688625507e-27,1.1084136622400344e-16,6.3161548536288018e-15,1.2295945654196147e-18,2.285887337931977e-17,2.1168855061483317e-32,3.5467668640407327e-22,1.8930983770765182e-22
2.787436396028804e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44568395509604897,0.11192887321148989,0.022745240986180259,0.0,1.4166704242582915e-06,2.2729724085771931e-05,5.5822630905346557e-13,5.3885865921434002e-08,3.7897419699041478e-10,0.00026161291193113655,2.6722060939467855e-16,0.00017320914514937881,1.9541772913382345e-12,1.3989816674395146e-08,9.1863482880406894e-16,8.6482148193652805e-20,2.309366263874874e-05,3.7536241905963926e-11,0.0064793490732116257,0.00012723831430507126,1.6182043516468395e-05,1.4216978492975712e-07,1.4800345056340857e-09,2.6681508569089268e-09,7.1869152537147691e-11,4.0722632271799185e-07,5.88648933640489e-11,1.3522568562156881e-10,1.5593429937005115e-13,8.088521943348399e-13,1.0660291730752379e-17,9.6512762614712704e-13,1.6475614980744441e-22,5.9875475287431688e-13,4.0735517503228544e-09,1.1419731832426802e-16,7.4519358845718022e-07,1.7389389180257905e-18,3.0709859274132111e-27,1.1320582790677024e-16,6.4796369029775392e-15,1.2614228632965315e-18,2.3475652380240565e-17,2.2140687155391448e-32,3.6539395489469278e-22,1.9515987402496927e-22
2.8003384616505416e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44567250779899537,0.11191619972216475,0.022745126679597903,0.0,1.4381037761924986e-06,2.2922953198467106e-05,5.7224419359839733e-13,5.4643961935411081e-08,3.8693752347839992e-10,0.00026288466304576544,2.7367967041064948e-16,0.00017375774841650753,1.9832419023180511e-12,1.4270695900872912e-08,9.456641541044359e-16,8.9814349529134685e-20,2.3316102226916712e-05,3.8264082978851218e-11,0.0064907489115590107,0.00012721636862873185,1.6247186066192024e-05,1.4272596898063023e-07,1.4872232493337229e-09,2.6802224152732465e-09,7.2892659012572444e-11,4.1091688066286643e-07,6.0008715856806509e-11,1.3718667694841276e-10,1.5906150179113013e-13,8.2767643633229161e-13,1.0866720141261432e-17,9.8506231339509885e-13,1.6888908132386367e-22,6.1154238675523867e-13,4.1413086412986212e-09,1.1609603736093499e-16,7.5101901191503362e-07,1.7825671222931256e-18,3.1964433020136384e-27,1.1561000678171125e-16,6.6465969471358426e-15,1.2939283440643115e-18,2.4106128313905991e-17,2.3152491858541625e-32,3.763906919472534e-22,2.0116351620538431e-22
2.813240527272279e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4456611503088389,0.11190361492479049,0.022745012128665688,0.0,1.4597336110025136e-06,2.311685301244906e-05,5.8655801526272896e-13,5.5409185664109743e-08,3.9503489842530303e-10,0.00026415693477815303,2.8026471010468123e-16,0.00017430459078246989,2.0126076082322348e-12,1.4555625030906579e-08,9.7336911558661081e-16,9.3260567351680453e-20,2.3539242126071406e-05,3.9002683083673176e-11,0.0065020595179710794,0.00012719399871901482,1.6312165983902491e-05,1.4328010736225727e-07,1.4944148508000258e-09,2.6922988563453541e-09,7.3925004330743187e-11,4.1462135456942063e-07,6.1169481662403725e-11,1.3916668437859552e-10,1.6223373072899083e-13,8.4684822631296288e-13,1.1076195593082326e-17,1.0052961906170207e-12,1.7310917424484472e-22,6.2454919349753153e-13,4.2098895114761819e-09,1.1801783180978964e-16,7.568584209025053e-07,1.8271155686648077e-18,3.3264583541681983e-27,1.1805439358099783e-16,6.8170932403577042e-15,1.327122350982445e-18,2.4750540995651498e-17,2.4205725184250781e-32,3.876730107647459e-22,2.0732409605363151e-22
2.8261425928940167e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44564988191705535,0.11189111812653971,0.022744897328017658,0.0,1.4815604514244003e-06,2.3311421732278359e-05,6.0117280116706617e-13,5.6181571245471345e-08,4.032679746018676e-10,0.00026542972643600539,2.8697760747589046e-16,0.00017484967818628828,2.042276215690841e-12,1.4844638675277197e-08,1.0017633937836997e-15,9.6824189905681308e-20,2.3763077917436256e-05,3.9752152809033272e-11,0.0065132815858563002,0.00012717121923768145,1.6376983744331123e-05,1.4383221538924308e-07,1.5016093054850958e-09,2.7043801801918746e-09,7.4966211249511863e-11,4.1833970816223865e-07,6.234736528947406e-11,1.4116580202170711e-10,1.654513703486556e-13,8.6637232093723134e-13,1.1288749366533114e-17,1.0258320053171705e-12,1.7741790776684883e-22,6.3777793330196797e-13,4.2793002181464413e-09,1.1996286540541446e-16,7.6271173000394432e-07,1.8725998770195304e-18,3.4611758765523174e-27,1.2053948296729788e-16,6.991184754310157e-15,1.3610163670154296e-18,2.5409133333359725e-17,2.5301889244014028e-32,3.9924713157567912e-22,2.1364500270496735e-22
2.8390446585157542e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44563870192091709,0.11187870863998355,0.022744782272471439,0.0,1.5035848164766732e-06,2.3506657564494898e-05,6.1609364162831307e-13,5.6961152824338002e-08,4.1163841676066956e-10,0.00026670303732480543,2.9382026109589298e-16,0.00017539301654193512,2.072249534710244e-12,1.5137771520474333e-08,1.0308608756308526e-15,1.0050869012173753e-19,2.3987605213619213e-05,4.0512603398878325e-11,0.006524415803226811,0.0001271480444514632,1.6441639817285315e-05,1.4438230817774296e-07,1.5088066088337592e-09,2.7164663866894214e-09,7.6016302371127323e-11,4.2207190521381853e-07,6.3542542282797349e-11,1.4318412401098283e-10,1.6871480565693648e-13,8.8625351933447681e-13,1.150441292734947e-17,1.0466725131755312e-12,1.8181677966741648e-22,6.512313869412256e-13,4.3495466235142313e-09,1.2193130201438677e-16,7.6857885414999661e-07,1.9190358634844257e-18,3.6007445773990671e-27,1.230657735483932e-16,7.1689311837938286e-15,1.3956220159470891e-18,2.6082151353356809e-17,2.6442533483491722e-32,4.1111938285375207e-22,2.2012968336125161e-22
2.8519467241374918e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44562760962344022,0.11186638578304937,0.022744666957023284,0.0,1.5258072214892893e-06,2.3702558717605806e-05,6.3132569064377306e-13,5.7747964552365422e-08,4.2014790164823481e-10,0.00026797686674783758,3.0079458922647363e-16,0.00017593461173847732,2.1025293787053668e-12,1.5435058328085289e-08,1.0606756563795354e-15,1.0431762730962803e-19,2.4212819658236481e-05,4.1284146753685965e-11,0.0065354628527405237,0.00012712448824222524,1.6506134667869166e-05,1.4493040064835439e-07,1.5160067562835499e-09,2.7285574755326476e-09,7.7075300141149978e-11,4.2581790954407925e-07,6.475518922518109e-11,1.4522174450306102e-10,1.7202442249574928e-13,9.0649666327850905e-13,1.1723217927042009e-17,1.0678204780020221e-12,1.8630730644754524e-22,6.6491235578322203e-13,4.4206345945705987e-09,1.2392330563180175e-16,7.7445970861622527e-07,1.9664395419387933e-18,3.7453172156423854e-27,1.2563376789178145e-16,7.3503929524845555e-15,1.4309510634984104e-18,2.6769844226409974e-17,2.7629256558483479e-32,4.2329620317991725e-22,2.2678164403103194e-22
2.8648487897592293e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44561660433333322,0.11185414887897915,0.022744551376843319,0.0,1.54822817813225e-06,2.3899123402074105e-05,6.4687416637616808e-13,5.8542040587935656e-08,4.2879811801689989e-10,0.00026925121400621312,3.0790252993744365e-16,0.00017647446964022065,2.1331175644818859e-12,1.5736533934187725e-08,1.0912220415153719e-15,1.0825464887598344e-19,2.4438716925541796e-05,4.206689543164914e-11,0.0065464234117429037,0.00012710056411687883,1.6570468756698688e-05,1.4547650752903154e-07,1.5232097432648997e-09,2.7406534462385309e-09,7.814322685292886e-11,4.2957768501987862e-07,6.598548373933723e-11,1.472787576777399e-10,1.753806075354797e-13,9.2710663736279763e-13,1.194519620321128e-17,1.0892786716908797e-12,1.9089102347434458e-22,6.7882366181399214e-13,4.4925700029659152e-09,1.2593904037758631e-16,7.8035420902173613e-07,2.0148271255205749e-18,3.8950506473548129e-27,1.2824397253926347e-16,7.5356312186960203e-15,1.4670154184498373e-18,2.7472464293826351e-17,2.8863707100692483e-32,4.3578414238631828e-22,2.3360445027518339e-22
2.877750855380967e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44560568536494505,0.11184199725628782,0.022744435527270894,0.0,1.570848194443841e-06,2.4096349830307962e-05,6.6274435163956926e-13,5.9343415096069518e-08,4.3759076663641506e-10,0.00027052607839889517,3.1514604122468055e-16,0.0001770125960868521,2.1640159122284056e-12,1.6042233248745585e-08,1.1225145486794764e-15,1.123234920668721e-19,2.4665292720061151e-05,4.2860962649857841e-11,0.0065572981523084172,0.00012707628521704917,1.6634642540111467e-05,1.4602064335800709e-07,1.5304155652012921e-09,2.7527542981457032e-09,7.9220104647992555e-11,4.3335119555454421e-07,6.7233604489754496e-11,1.4935525773773311e-10,1.7878374826837063e-13,9.4808836917550175e-13,1.2170379779889026e-17,1.1110498741751841e-12,1.9556948512383124e-22,6.9296814766011554e-13,4.5653587248838436e-09,1.2797867049289526e-16,7.862622713278128e-07,2.0642150281358314e-18,4.0501059023371597e-27,1.3089689802151529e-16,7.7247078811634251e-15,1.5038271337680034e-18,2.8190267093652759e-17,3.014758488605296e-32,4.4858986265146086e-22,2.4060172796167194e-22
2.8906529210027045e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44559485203821447,0.11182993024872222,0.022744319403810009,0.0,1.5936677748585152e-06,2.4294236216650784e-05,6.7894159438622714e-13,6.0152122248338997e-08,4.4652756030529463e-10,0.0002718014592227229,3.2252710112835175e-16,0.00017754899689358233,2.1952262455085946e-12,1.6352191255008382e-08,1.1545679095931759e-15,1.1652798573550879e-19,2.4892542776233045e-05,4.3666462285477971e-11,0.0065680877412816604,0.00012705166432850268,1.6698656470370968e-05,1.4656282248670818e-07,1.5376242175092083e-09,2.764860030422441e-09,8.030595551365944e-11,4.3713840510741605e-07,6.8499731184566072e-11,1.5145133890842491e-10,1.8223423300193879e-13,9.6944682947429835e-13,1.2398800867902664e-17,1.1331368733815258e-12,2.0034426492411502e-22,7.0734867661069206e-13,4.6390066409161232e-09,1.300423603367582e-16,7.92183811836557e-07,2.1146198659710744e-18,4.2106483446768825e-27,1.3359305887264419e-16,7.9176855848481524e-15,1.5413984077358218e-18,2.8923511386976482e-17,3.1482643061086288e-32,4.6172014054328696e-22,2.477771640252163e-22
2.903554986624442e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44558410367862039,0.11181794719522029,0.022744203002124857,0.0,1.6166874202344153e-06,2.4492780777371903e-05,6.9547130819429561e-13,6.0968196222779423e-08,4.5561022386191302e-10,0.00027307735577243705,3.3004770785132051e-16,0.00017808367785128679,2.226750391253306e-12,1.6666443008913639e-08,1.1873970719860396e-15,1.2087205213529509e-19,2.5120462858054171e-05,4.4483508876927268e-11,0.0065787928403181579,0.0001270267138903407,1.6762510995865349e-05,1.4710305908267933e-07,1.5448356955982827e-09,2.7769706420722145e-09,8.1400801288084274e-11,4.4093927768340148e-07,6.9784044577412844e-11,1.5356709543762383e-10,1.8573245085244664e-13,9.9118703236100781e-13,1.2630491865182228e-17,1.1555424651848184e-12,2.0521695569888632e-22,7.2196813263887142e-13,4.7135196359381769e-09,1.3213027438245448e-16,7.9811874718953808e-07,2.1660584590082045e-18,4.3768477188593647e-27,1.363329736447303e-16,8.1146277267633758e-15,1.5797415850869198e-18,2.9672459184326832e-17,3.2870688931744408e-32,4.7518186824299174e-22,2.5513450723140935e-22
2.9164570522461796e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44557343961713153,0.11180604743987051,0.022744086318035567,0.0,1.6399076278805553e-06,2.4691981730658042e-05,7.1233897275644332e-13,6.1791671203801526e-08,4.6484049419535107e-10,0.00027435376734070353,3.3770987987773188e-16,0.00017861664472664589,2.2585901797526612e-12,1.6985023638492625e-08,1.2210172015271183e-15,1.253597087384024e-19,2.5349048758730588e-05,4.5312217625048364e-11,0.0065894141059248471,0.00012700144600396346,1.6826206561300716e-05,1.4764136713250401e-07,1.5520499948715088e-09,2.7890861319310782e-09,8.2504663661607627e-11,4.447537773325428e-07,7.1086726469302181e-11,1.5570262159531622e-10,1.892787917383963e-13,1.0133140354560227e-12,1.2865485357092696e-17,1.1782694533632439e-12,2.1018916971098076e-22,7.3682942042293923e-13,4.7889035989855165e-09,1.3424257721392304e-16,8.0406699436644972e-07,2.218547832542373e-18,4.548878210897045e-27,1.3911716492235163e-16,8.315598461820612e-15,1.6188691581447713e-18,3.043737577217755e-17,3.431358497033922e-32,4.8898205444914792e-22,2.6267756895007745e-22
2.929359117867917e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4455628591901577,0.11179423033187166,0.022743969347513947,0.0,1.6633288915836738e-06,2.4891837296605441e-05,7.2955013436933912e-13,6.2622581382103411e-08,4.7422012025599075e-10,0.00027563069321813824,3.4551565609177815e-16,0.00017914790326228471,2.2907474446481061e-12,1.7307968343279195e-08,1.2554436837593092e-15,1.2999507008010568e-19,2.557829630033435e-05,4.6152704394279065e-11,0.0065999521895002333,0.00012697587244181065,1.6889743607889112e-05,1.4817776044471201e-07,1.5592671107251718e-09,2.8012064986751365e-09,8.3617564172738144e-11,4.4858186814959911e-07,7.2407959710461877e-11,1.5785801167341837e-10,1.9287364637404412e-13,1.0358329400725225e-12,1.3103814116808997e-17,1.2013206495533355e-12,2.1526253880634188e-22,7.5193546536696098e-13,4.8651644231309655e-09,1.3637943352254432e-16,8.1002847068377181e-07,2.2721052187026798e-18,4.7269186400284156e-27,1.4194615933709442e-16,8.5206627086972264e-15,1.6587937679650219e-18,3.1218529739549774e-17,3.5813251468041785e-32,5.0312782661284679e-22,2.7041022393480255e-22
2.9422611834896547e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44555236173950125,0.11178249522549316,0.022743852086679374,0.0,1.6869517016347491e-06,2.509234569721267e-05,7.4711040642400779e-13,6.3460960954582178e-08,4.837508630658641e-10,0.00027690813269333183,3.534670958966429e-16,0.00017967745917691155,2.3232240229244425e-12,1.7635312393721731e-08,1.290692126036756e-15,1.3478234962907865e-19,2.5808201333465596e-05,4.7005085713819485e-11,0.0066104077373742524,0.0001269500046558831,1.6953122573530876e-05,1.4871225265267632e-07,1.5664870385489501e-09,2.8133317408280299e-09,8.4739524213534083e-11,4.5242351427363872e-07,7.3747928202189641e-11,1.6003335998552816e-10,1.9651740626297225e-13,1.0587488913904969e-12,1.3345511105615411e-17,1.2246988732051982e-12,2.2043871455833304e-22,7.6728921362098725e-13,4.9423080053626659e-09,1.3854100810358703e-16,8.1600309379344318e-07,2.3267480579753664e-18,4.9111525088246977e-27,1.4482048758204687e-16,8.7298861557248056e-15,1.6995282054819835e-18,3.2016193004715539e-17,3.7371667402729002e-32,5.1762643231168389e-22,2.7833641110604695e-22
2.9551632491113922e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44554194661230873,0.11177084148003529,0.022743734531794804,0.0,1.710776544855195e-06,2.5293505156374108e-05,7.650254698970464e-13,6.4306844124245716e-08,4.9343449572875303e-10,0.00027818608505287271,3.6156627933362144e-16,0.00018020531816545553,2.3560217549018251e-12,1.7967091130598237e-08,1.3267783594651911e-15,1.3972586168385993e-19,2.6038759736919948e-05,4.7869478778796474e-11,0.0066207813908477952,0.00012692385378605084,1.7016343892991782e-05,1.4924485721750323e-07,1.5737097737261669e-09,2.8254618567563683e-09,8.5870565032511306e-11,4.562786798876471e-07,7.5106816898698038e-11,1.6222876086667577e-10,2.0021046369168696e-13,1.0820670786305547e-12,1.3590609473224263e-17,1.2484069515378546e-12,2.2571936841204693e-22,7.828936321008231e-13,5.0203402464628571e-09,1.4072746585259991e-16,8.2199078168153662e-07,2.3824940007298077e-18,5.1017680381742416e-27,1.4774068442627784e-16,8.943335266798389e-15,1.7410854126601194e-18,3.2830640842001735e-17,3.8990871152661059e-32,5.3248523988246379e-22,2.8646013434306836e-22
2.9680653147331298e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4455316131610238,0.11175926845978992,0.022743616679262887,0.0,1.7348039046227569e-06,2.5495313899874124e-05,7.8330107384269356e-13,6.516026510012409e-08,5.032728034400465e-10,0.00027946454958137205,3.6981530720141715e-16,0.00018073148589920355,2.3891424842277384e-12,1.8303339964434414e-08,1.3637184408451354e-15,1.448300232956992e-19,2.626996741736135e-05,4.8746001451425042e-11,0.0066310737862319367,0.00012689743066815245,1.7079407998074687e-05,1.4977558743090071e-07,1.5809353116337375e-09,2.837596844675955e-09,8.7010707728708748e-11,4.6014732921814757e-07,7.6484811808954756e-11,1.6444430867307356e-10,2.0395321172322688e-13,1.1057927352275319e-12,1.3839142558165368e-17,1.2724477194947273e-12,2.3110619182900994e-22,7.9875170850736497e-13,5.099267050887462e-09,1.429389717623406e-16,8.2799145266694661e-07,2.4393609087473516e-18,5.2989583959299135e-27,1.5070728872929882e-16,9.1610772873065771e-15,1.7834784836486305e-18,3.3662151908694322e-17,4.0672963652603535e-32,5.477117408416682e-22,2.9478546328343489e-22
2.9809673803548676e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44552136074334014,0.11174777553400192,0.022743498525622154,0.0,1.7590342608970845e-06,2.5697770155381897e-05,8.0194303588574154e-13,6.6021258097180939e-08,5.1326758349635162e-10,0.00028074352556148714,3.7821630117561287e-16,0.00018125596802593647,2.4225880578689415e-12,1.8644094374924726e-08,1.4015286546178655e-15,1.5009935621799404e-19,2.650182030900023e-05,4.9634772262166807e-11,0.0066412855548868589,0.00012687074584189054,1.714231531778596e-05,1.5030445641802575e-07,1.5881636476421959e-09,2.8497367026619411e-09,8.8159973256962571e-11,4.640294265348347e-07,7.788209999851811e-11,1.6668009778186534e-10,2.0774604419082909e-13,1.1299311390038944e-12,1.4091143888079703e-17,1.2968240196992439e-12,2.3660089643231376e-22,8.1486645134550621e-13,5.179094326646409e-09,1.4517569091931314e-16,8.3400502540007864e-07,2.4973668567525623e-18,5.5029217589622787e-27,1.5372084345551056e-16,9.3831802500824552e-15,1.8267206659398917e-18,3.4511008272042849e-17,4.2420109442228829e-32,5.633135515136948e-22,3.0331653412573931e-22
2.993869445976605e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44551118872215478,0.11173636207683009,0.022743380067543308,0.0,1.7834680902450115e-06,2.5900872152446884e-05,8.2095724271528681e-13,6.6889857336224709e-08,5.2342064530486539e-10,0.00028202301227394505,3.8677140392831408e-16,0.00018177877017006399,2.4563603261033859e-12,1.8989389910356548e-08,1.440225514814065e-15,1.5553848888252596e-19,2.6734314373276934e-05,5.0535910410885579e-11,0.0066514173232604563,0.00012684380955852793,1.7205066278496514e-05,1.50831477140315e-07,1.5953947771159885e-09,2.8618814286425213e-09,8.9318382433126986e-11,4.6792493615022223e-07,7.9298869591368106e-11,1.6893622259087483e-10,2.115893556916293e-13,1.1544876123429293e-12,1.4346647180017859e-17,1.3215387024105759e-12,2.4220521415164825e-22,8.3124088994261286e-13,5.2598279851847405e-09,1.4743778850010384e-16,8.4003141886154987e-07,2.5565301339470963e-18,5.7138613076548021e-27,1.5678189568863325e-16,9.609712981375293e-15,1.870825361533254e-18,3.5377495436364969e-17,4.4234536908334462e-32,5.7929841330067663e-22,3.1205755044013058e-22
3.006771511598343e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44550109646552244,0.11172502746730903,0.022743261301825614,0.0,1.8081058658655526e-06,2.6104618122494977e-05,8.4034965057930799e-13,6.7766097043819735e-08,5.3373381039250257e-10,0.0002833030089975669,3.9548277924796589e-16,0.0001822998979327592,2.4904611425121092e-12,1.9339262187037087e-08,1.4798257670050635e-15,1.6115215840270568e-19,2.6967445598550369e-05,5.1449535767999915e-11,0.0066614697129266532,0.0001268166317883901,1.7267661304097734e-05,1.5135666239829214e-07,1.6026286954134544e-09,2.8740310204029158e-09,9.0485955926036761e-11,4.7183382241930424e-07,8.0735309771732625e-11,1.7121277751835332e-10,2.1548354158036102e-13,1.1794675223617333e-12,1.4605686340848055e-17,1.3465946254794958e-12,2.4792089736870575e-22,8.4787807446657737e-13,5.3414739412644708e-09,1.4972542976846326e-16,8.4607055236089315e-07,2.6168692455464495e-18,5.9319854964790986e-27,1.5989099664612033e-16,9.8407451068430486e-15,1.9158061281019195e-18,3.6261902370250962e-17,4.6118542012497777e-32,5.9567419525143361e-22,3.210127839878147e-22
3.01967357722008e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44549108334660953,0.11171377108931113,0.022743142225393399,0.0,1.8329480576146044e-06,2.6309006298825229e-05,8.6012628578006348e-13,6.865001145219727e-08,5.4420891241478767e-10,0.0002845835150092904,4.0435261215933902e-16,0.00018281935689209194,2.5248923639710986e-12,1.9693746888723385e-08,1.5203463902565827e-15,1.6694521260403773e-19,2.7201209999791912e-05,5.2375768875632702e-11,0.0066714433406234045,0.00012678922222817692,1.7330100816152181e-05,1.5188002483434489e-07,1.6098653978867743e-09,2.8861854755988983e-09,9.1662714261952073e-11,4.757560497392302e-07,8.2191610785909122e-11,1.7350985700272687e-10,2.1942899796311034e-13,1.204876281083989e-12,1.4868295467548017e-17,1.3719946543043631e-12,2.5374971906313e-22,8.6478107594344542e-13,5.4240381128471895e-09,1.5203878007197052e-16,8.5212234553527116e-07,2.6784029143190384e-18,6.1575081412546169e-27,1.6304870169355641e-16,1.0076347057565589e-14,1.9616766801632148e-18,3.7164521533868277e-17,4.8074489688428206e-32,6.1244889609040153e-22,3.301865755439382e-22
