Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),H2X(49),C2H4(47),C2H6X(52),CH4OX(60),C2H4X(205),C2H4X(65),CH2OH(40),OCX(25),CH2OX(54),CH2(T)(34),CH2O2(181),O(29),COX(50),C3H6O(210),C2H3(46),C2H2(308),C2H2(331),C2H2X(333),C4H6(347),acetyl(43),C3H5(340)
7.35850558238466e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230362522124762,0.11866635465007361,0.022821515186015405,0.0,1.5641286657492885e-18,2.0224352741249076e-12,1.9941498894235709e-27,9.6340948658339731e-19,3.7637588691834277e-21,6.5238856177576262e-08,3.3219460142036691e-36,6.4937728348845981e-08,4.0349485319011829e-25,3.0171966000075678e-23,6.7635433164342954e-30,1.8341847548575707e-40,7.4662045872217955e-14,4.2951932375166911e-27,3.5460137314525938e-06,1.0501356152870186e-07,4.2425849013639793e-10,5.3869737387806127e-14,1.5736555173289294e-13,1.2714671461763891e-10,3.3673447347516717e-19,5.6782887115705676e-17,1.3716586720059087e-28,5.2536916535392853e-24,1.0812266093952335e-28,4.4601307309681308e-34,1.1635135030551974e-33,1.3817951928095699e-29,5.9751760067993303e-37,2.1171775694322968e-26,4.9500704071776375e-17,1.433599819045601e-23,7.2950200627801758e-14,1.4956429915467749e-33,7.1643130863935102e-56,1.0131111345567844e-34,1.2180781634603419e-36,7.0848851893468797e-41,3.5881801864833009e-42,9.7563606938179513e-72,2.138193574230086e-40,7.9502865515493418e-49
7.50565007779503e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230355222066382,0.11866628245117165,0.022821514136064095,0.0,1.6638612100898758e-18,2.1041217317757146e-12,2.1535770169476493e-27,1.0223280428589942e-18,3.9928741363520641e-21,6.6545617439015608e-08,3.740157361837846e-36,6.623611537192664e-08,4.3663055976568322e-25,3.2174974050932821e-23,7.3038347464506418e-30,2.0342512669051125e-40,7.7711768722234232e-14,4.7380794442611875e-27,3.6169055156094286e-06,1.071134455683685e-07,4.3282080356243369e-10,5.5905920711629417e-14,1.6264134135424268e-13,1.274979757729583e-10,3.5214187562392028e-19,6.0256469401433459e-17,1.5429683882560226e-28,5.6861855404450969e-24,1.1709679726999795e-28,5.1181059662563758e-34,1.2850286421594077e-33,1.5046748942113985e-29,6.450804510851651e-37,2.2863221598459867e-26,5.1502231485456766e-17,5.385313017108226e-24,7.5894688996635565e-14,1.6411281427852119e-33,8.0452684348507979e-56,1.1397707981758405e-34,1.3979129795506231e-36,8.2479220624603736e-41,4.2005821755982274e-42,1.2552978947847391e-71,2.3724013884372644e-40,9.4785920020255808e-49
7.799939068615768e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523034062214496,0.11866613805526406,0.022821512036162377,0.0,1.8759682295251726e-18,2.2723454676519918e-12,2.5003601916568964e-27,1.1472774841291991e-18,4.4637313245785915e-21,6.9159203603119923e-08,4.7089041773497989e-36,6.8832872777558687e-08,5.0896949323765009e-25,3.6440920793019431e-23,8.4789321886942509e-30,2.4877651913264764e-40,8.3998052892332577e-14,5.7328875253472263e-27,3.758687184996703e-06,1.1131321106480008e-07,4.4995468891274025e-10,6.007585179219591e-14,1.7334816927368494e-13,1.2813930623520385e-10,3.8393862375755409e-19,6.7622723670200907e-17,1.9391712470925872e-28,6.6306982243811217e-24,1.3662275689029075e-28,6.6861405193995211e-34,1.5583657629562096e-33,1.7748115215565957e-29,7.488207269750067e-37,2.6542060718250697e-26,5.5624411185175219e-17,-9.2617191568755185e-25,8.1958410289549067e-14,1.9648263390307822e-33,1.151955113853549e-55,1.4327669180510071e-34,1.8265557675846655e-36,1.1077738961009193e-40,5.7046552411235724e-42,2.0500955926484702e-71,2.902075341318403e-40,1.333593883623982e-48
7.997748611598974e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230330808795083,0.11866604099940666,0.022821510624691312,0.0,2.0282898525379249e-18,2.3890535936609634e-12,2.7554742230497965e-27,1.2367434348248225e-18,4.7834564372266115e-21,7.0915997604398732e-08,5.4708480369435148e-36,7.057829901588176e-08,5.623969433752249e-25,3.9508758606063508e-23,9.3432935196733362e-30,2.836438043473341e-40,8.8363651082343833e-14,6.4902205541664244e-27,3.8539858518421721e-06,1.141361271408071e-07,4.6147835416150475e-10,6.2950992331900639e-14,1.8065714335067914e-13,1.2852856154246594e-10,4.0603966156480513e-19,7.2896894150558254e-17,2.2502676248728509e-28,7.3285558542230661e-24,1.5098506735560059e-28,7.9568272727073262e-34,1.7667610253736939e-33,1.9757651922737805e-29,8.2544852657185687e-37,2.9248135238937387e-26,5.8484443934092653e-17,1.0149055582514935e-23,8.6165142700331796e-14,2.2087220213611888e-33,1.4607038138544094e-55,1.6628764748300902e-34,2.1739799845937976e-36,1.3420955281393613e-40,6.9626044149298872e-42,2.8390975819986214e-71,3.3081219693438938e-40,1.6654864357394798e-48
8.195558154582181e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230320995562234,0.11866594394469154,0.022821509213220792,0.0,2.1886925899696652e-18,2.5086837856938519e-12,3.0292261785742896e-27,1.3307454533404674e-18,5.1591881191113533e-21,7.2672823517751653e-08,6.3328041671505195e-36,7.2323715230134926e-08,6.1991603396536619e-25,4.2742657945748726e-23,1.0270708348304842e-29,3.2238983950438465e-40,9.2842140740672704e-14,7.3251925899122178e-27,3.9492833748045861e-06,1.169590416566471e-07,4.7300759767709803e-10,6.5883527474002974e-14,1.880529636675502e-13,1.288873869435333e-10,4.2872002296877908e-19,7.8438293410446038e-17,2.6017158139443215e-28,8.0800908744043264e-24,1.6639102729974824e-28,9.4285739169989276e-34,1.9967801519603434e-33,2.1933056513116168e-29,9.0683850942623555e-37,3.2151649659401731e-26,6.1416243772662772e-17,-1.9670850554656191e-23,9.047713944897294e-14,2.475393266098416e-33,1.8207070363957309e-55,1.9228795598372126e-34,2.5764384885762358e-36,1.6181227409172629e-40,8.4564744530198232e-42,3.879082206118267e-71,3.7581165241345743e-40,2.0685601944656568e-48
8.393367697565388e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230311182446159,0.11866584689111874,0.022821507801750834,0.0,2.3573835252082484e-18,2.6312360126056789e-12,3.3225034511247286e-27,1.4293958837283237e-18,5.5184458052973834e-21,7.4429678852411761e-08,7.3049974765932603e-36,7.4069121420402968e-08,6.817295409473781e-25,4.614685867315137e-23,1.1264170246061197e-29,3.6534036028787573e-40,9.7433671023644796e-14,8.2435730511906841e-27,4.0445797538976914e-06,1.1978195461042417e-07,4.8454241987244295e-10,6.8872853330186212e-14,1.9553280611967122e-13,1.2921827602350853e-10,4.5197421605696975e-19,8.4253514242776346e-17,2.9975690752932175e-28,8.8879867649023315e-24,1.8288277019571681e-28,1.1127110368976541e-33,2.2500494708489855e-33,2.4283107355941649e-29,9.9476124790971795e-37,3.5261981521304629e-26,6.4419813061517396e-17,-1.7435378922371173e-23,9.4894399622014625e-14,2.7662851844978092e-33,2.3591873619494052e-55,2.2157859708822635e-34,3.0409851819728767e-36,1.9419423368424403e-40,1.0223122209165741e-41,5.2720911114395409e-71,4.2554959631080915e-40,2.5557532201509799e-48
8.591177240548595e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230301369446629,0.11866574983868822,0.022821506390281444,0.0,2.5345692395015925e-18,2.7567102432514555e-12,3.6361809185551625e-27,1.5328070749490669e-18,5.8396528194228168e-21,7.6186561322417773e-08,8.398416148216136e-36,7.5814517586770708e-08,7.4804505042420925e-25,4.972560762533373e-23,1.2326627600611083e-29,4.1284085141467399e-40,1.0213838951121616e-13,9.2514041547017092e-27,4.139874989135226e-06,1.2260486600023714e-07,4.9608282115510888e-10,7.1918372939183791e-14,2.0309393824630732e-13,1.2952351747019432e-10,4.7579673811892407e-19,9.0349148608996484e-17,3.4421745144268431e-28,9.7549923666312606e-24,2.0050271993079332e-28,1.3080720400059823e-33,2.5282731452363882e-33,2.6816509360918035e-29,1.0898624578791286e-36,3.8588373500857188e-26,6.7495154193888257e-17,3.8769109704040284e-23,9.9416922356868108e-14,3.0828913448233601e-33,2.6981728365087031e-55,2.5448245752402885e-34,3.5753757875494984e-36,2.3203437596393504e-40,1.2304076497176254e-41,7.1466476872053202e-71,4.8039293733400424e-40,3.1419575054824034e-48
8.788986783531801e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523029155656344,0.11866565278739999,0.022821504978812617,0.0,2.7204558041005908e-18,2.8851064464814196e-12,3.971056517130237e-27,1.6410913788127285e-18,6.2685822466512687e-21,7.7943468828593889e-08,9.6248481203227356e-36,7.7559903729322982e-08,8.1907495008504606e-25,5.3483159480991423e-23,1.3460768066158172e-29,4.6525533065439833e-40,1.0695644222210792e-13,1.0355006644494552e-26,4.2351690805309391e-06,1.2542777582417945e-07,5.0762880192735498e-10,7.5019496198895621e-14,2.1073371630719724e-13,1.2980521309719213e-10,5.0018208622810021e-19,9.6731787535232741e-17,3.9401863137324128e-28,1.0683921847627853e-23,2.192935777723243e-28,1.5320421123042767e-33,2.8332348298182767e-33,2.9542562625369825e-29,1.1893484405320662e-36,4.2139244241067444e-26,7.0642269902128836e-17,3.0755230635083674e-24,1.0404470695807888e-13,3.4267538830348413e-33,3.1975965741035571e-55,2.9134532556271248e-34,4.1881173694310273e-36,2.7608779940582215e-40,1.4745986284646714e-41,9.5739297631191274e-71,5.4071495328527119e-40,3.8442515348284211e-48
8.986796326515008e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230281743796363,0.118665555737254,0.022821503567344366,0.0,2.9152487853162941e-18,3.0164245911476973e-12,4.3280634184085531e-27,1.7543611516601232e-18,6.7336949739208908e-21,7.9700399443765958e-08,1.0996918730506068e-35,7.9305279848144626e-08,8.9503642442437064e-25,5.7423779616919416e-23,1.466973889835363e-29,5.2296772199233216e-40,1.1188797363609558e-13,1.1560985525855794e-26,4.3304620280985677e-06,1.282506840803394e-07,5.1918036258621608e-10,7.8175639771371541e-14,2.1844958230830699e-13,1.3006529263076595e-10,5.2512476286586488e-19,1.034080212579688e-16,4.4965793723334389e-28,1.1677654718911692e-23,2.3929831513485403e-28,1.7880153336985599e-33,3.1667993277896239e-33,3.2470956659479391e-29,1.2951784455944722e-36,4.5924448018597124e-26,7.3861162280349465e-17,-5.2517281930524343e-23,1.087777525129128e-13,3.7994632486408337e-33,4.6188963990092889e-55,3.3253691690286489e-34,4.8885208695923012e-36,3.2719207712802986e-40,1.7601108113884471e-41,1.2718101759837562e-70,6.069024697818775e-40,4.6821543775167398e-48
9.184605869498215e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230271931145272,0.11866545868825028,0.022821502155876687,0.0,3.1191532438831082e-18,3.1506646461041777e-12,4.7082117956303068e-27,1.8727287539055316e-18,7.051400126486018e-21,8.1457351398626571e-08,1.2528129182202938e-35,8.1050645943320501e-08,9.761514476995416e-25,6.1551745381358381e-23,1.595694444788921e-29,5.8638476651180219e-40,1.1693312671166113e-13,1.28762357344715e-26,4.4257538318518585e-06,1.3107359076680002e-07,5.3073750352356162e-10,8.1386227005600835e-14,2.2623906122632592e-13,1.303055278473398e-10,5.5061928238027297e-19,1.1038443922129572e-16,5.1166631545881689e-28,1.2739135820694364e-23,2.6056016557991677e-28,2.0796979800160685e-33,3.530914229578447e-33,3.5610922965381174e-29,1.4114368787718837e-36,4.9954658907990993e-26,7.7151833060595876e-17,5.6325708145542637e-23,1.1361605799661757e-13,4.202658264845013e-33,4.9654667627450578e-55,3.7845191686598016e-34,5.6867558534550911e-36,3.8627391450620182e-40,2.0927826732504698e-41,1.6881490815703493e-70,6.7937775759708777e-40,5.6779062117421861e-48
9.382415412481421e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523026211860996,0.11866536164038877,0.022821500744409588,0.0,3.3323737372779183e-18,3.2878265802088425e-12,5.1122766441114603e-27,1.9963065504073223e-18,7.4914408040821448e-21,8.3214323069316769e-08,1.4232896047878454e-35,8.2796002014935364e-08,1.0626467780191882e-24,6.5871348161631878e-23,1.7324990015082192e-29,6.5593372963817927e-40,1.2209204290485719e-13,1.4307947782391878e-26,4.5210444918045493e-06,1.3389649588163924e-07,5.4230022512616433e-10,8.465068785589941e-14,2.3409975832057983e-13,1.3052754499474969e-10,5.7666017609929367e-19,1.1766763012809169e-16,5.8060958758426953e-28,1.3871375323045785e-23,2.8312262100232049e-28,2.4111294149644745e-33,3.9276115446398497e-33,3.8972247559274949e-29,1.5323045151762933e-36,5.4238042501784463e-26,8.0514285066085867e-17,5.9442775702223998e-23,1.1855962283788714e-13,4.6380264881837026e-33,4.682345548471624e-55,4.295110486881836e-34,6.5939082183241869e-36,4.5435624670364366e-40,2.4791218013516794e-41,2.2233695861465926e-70,7.5857107723276914e-40,6.8567740837560006e-48
9.580224955464628e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230252306190299,0.11866526459366947,0.022821499332943064,0.0,3.5551143171097562e-18,3.4279103623204581e-12,5.5411499003308753e-27,2.1252069090524213e-18,8.138677011606957e-21,8.4971312965221116e-08,1.6126591479920272e-35,8.4541348063074091e-08,1.1547539494220567e-24,7.0386894074959799e-23,1.8776882257418098e-29,7.3206172844323092e-40,1.2736486218437736e-13,1.5863613346018796e-26,4.61633400797038e-06,1.3671939942293e-07,5.5386852777574374e-10,8.7968458814830499e-14,2.4202935659700324e-13,1.3073283699943876e-10,6.0324199834962326e-19,1.252641818676452e-16,6.5708988548658718e-28,1.5077448700196135e-23,3.0702942596716508e-28,2.7867037054682472e-33,4.3590093168844464e-33,4.256586740108208e-29,1.6567092538793347e-36,5.8784001407331163e-26,8.3948520583268096e-17,-1.2797372587607451e-22,1.2360844628051914e-13,5.1073037288707562e-33,8.6605411571147474e-55,4.8616215495259946e-34,7.6220399217952757e-36,5.3256565301580581e-40,2.9263644899632979e-41,2.8989626398886442e-70,8.4490855402860249e-40,8.2473844966056209e-48
9.842945128453269e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230239274032036,0.11866513570311556,0.02282149745830879,0.0,3.8660142564356556e-18,3.6184795344269552e-12,6.1511175019471269e-27,2.3048272889053534e-18,8.6519844729544942e-21,8.7304879865673493e-08,1.8962013466973723e-35,8.6859408877380094e-08,1.2861680424677281e-24,7.669455938970418e-23,2.0841601762902016e-29,8.4415816712830179e-40,1.3454428033158829e-13,1.8134825209279659e-26,4.7428907352086055e-06,1.4046862816905773e-07,5.6924156480000431e-10,9.2456412876999217e-14,2.5266372036708224e-13,1.3098197138947177e-10,6.3937358822517671e-19,1.3584929292754963e-16,7.7142272039864267e-28,1.6798839388649066e-23,3.4093511881912032e-28,3.3620088590400487e-33,4.9894137053057269e-33,4.7714917592145881e-29,1.8424375760204006e-36,6.5248856104950533e-26,8.8620673980712368e-17,-2.6478185304230372e-24,1.3047676065029464e-13,5.7860646805048145e-33,9.4336952264066968e-55,5.7086933492655843e-34,9.1972152215251896e-36,6.5423649735686509e-40,3.6284198851080681e-41,4.1137097304827557e-70,9.7144619884877483e-40,1.0477737777462471e-47
1e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230231483467703,0.11866505865293568,0.022821496337647549,0.0,4.0602594803450972e-18,3.7348637822425312e-12,6.5385400891034072e-27,2.4168923966328662e-18,8.8801406692686808e-21,8.8699905832473688e-08,2.0846944325970722e-35,8.8245143824370207e-08,1.3698884880161381e-24,8.0638219341326016e-23,2.2152867176288686e-29,9.1759711091014456e-40,1.3893236392000539e-13,1.9611441101955477e-26,4.8185457455102136e-06,1.4270992651791425e-07,5.7843631276806068e-10,9.5183233427448721e-14,2.5907503508955481e-13,1.3111917934053158e-10,6.614190795878464e-19,1.4245302368673592e-16,8.4732125847168776e-28,1.7895850614183219e-23,3.6241653225405331e-28,3.7521816038254538e-33,5.3995938545759334e-33,5.1006127583572946e-29,1.9621250688014596e-36,6.935464761875907e-26,9.147417753413396e-17,1.6614002155301565e-22,1.34671331857031e-13,6.2236786953961903e-33,7.2639587463184752e-55,6.2711173954235991e-34,1.0265672536374138e-35,7.3787213987713725e-40,4.1148705756886726e-41,5.0507193307477302e-70,1.0540111810820439e-39,1.2052367983406183e-47
1.010566530144191e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230226242077232,0.11866500681457645,0.022821495583675553,0.0,4.1945418863744333e-18,3.8142026447499303e-12,6.8088610573577001e-27,2.4942980236393284e-18,9.4275914459445912e-21,8.9638473610165273e-08,2.220089194589509e-35,8.9177452010875682e-08,1.4284652491436047e-24,8.3365663959145157e-23,2.3067720957498303e-29,9.6987781396426551e-40,1.4192518531147925e-13,2.0657603547747929e-26,4.8694454448921201e-06,1.4421785413153667e-07,5.8462444818333804e-10,9.7036135072852848e-14,2.6341062335959194e-13,1.3120691680456157e-10,6.7643720140848228e-19,1.4701421404231993e-16,9.0179078057163177e-28,1.8663555012160102e-23,3.7739358324305295e-28,4.0359241285040941e-33,5.6903412486146415e-33,5.3312928480382576e-29,2.0368380360330927e-36,7.2219255763650608e-26,9.3419459524495177e-17,-1.0887396421234742e-22,1.3753074497761857e-13,6.5321040401534834e-33,1.0710045264313744e-54,6.6747954019951772e-34,1.1042757457273659e-35,7.9919906371557495e-40,4.4733522295313631e-41,5.7663395720533494e-70,1.1126430974709819e-39,1.3226277635698809e-47
1.036838547443055e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523021321032562,0.1186648779280521,0.022821493709043364,0.0,4.541171155206329e-18,4.0150796203377848e-12,7.5170727704610354e-27,2.6938823900891349e-18,9.7893967779631086e-21,9.1972091606388952e-08,2.5887835851833095e-35,9.1495477463759508e-08,1.5822269590610527e-24,9.0410440071252791e-23,2.546434101785353e-29,1.1104543110237753e-39,1.4950789319045158e-13,2.3452067053729597e-26,4.9959981370531136e-06,1.4796707730581151e-07,6.000171787797714e-10,1.0170635732696897e-13,2.7426522792736429e-13,1.3141027037600462e-10,7.1442034145686923e-19,1.5877437278820658e-16,1.0499293831054961e-27,2.0679334922123596e-23,4.1650931632107878e-28,4.8220787817526995e-33,6.4674878245634831e-33,5.9390811849291699e-29,2.2569271840617903e-36,7.9723598324619408e-26,9.8344879902906786e-17,2.3179392521894731e-22,1.4477039661586419e-13,7.349882520038412e-33,2.02283102842957e-54,7.7728464803780596e-34,1.319610788198603e-35,9.7109170704442589e-40,5.4853203554777803e-41,8.0464490569813749e-70,1.2695663133375952e-39,1.6594692884162027e-47
1.0631105647419191e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230200178776975,0.11866474904354243,0.02282149183441223,0.0,4.9063744712667727e-18,4.2211103882440419e-12,8.277424057102043e-27,2.9038436714900587e-18,1.0991744210926976e-20,9.4305731540934829e-08,3.0071044834153269e-35,9.3813485236230296e-08,1.7480493238555286e-24,9.7839182586562953e-23,2.8037038390629732e-29,1.2672260020518542e-39,1.5729271565051477e-13,2.6539351288072899e-26,5.1225488117237717e-06,1.5171629768731205e-07,6.154197574284363e-10,1.0646583084413738e-13,2.8522290402962639e-13,1.3159435012957466e-10,7.5331063196341097e-19,1.7114519426996047e-16,1.2177086428745788e-27,2.2854121504844472e-23,4.5838756844239941e-28,5.7355563195197869e-33,7.3268400715380104e-33,6.5970740908723989e-29,2.4730846798638504e-36,8.7779449966829627e-26,1.0339694261283621e-16,-2.3759042944149059e-22,1.5219571484897839e-13,8.2440115775972781e-33,6.7865264159318407e-55,9.0167738406301188e-34,1.5698714509132738e-35,1.1739987449802898e-39,6.6917810138538134e-41,1.1071613742956296e-69,1.4435873510226511e-39,2.0701152307415684e-47
1.0893825820407832e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230187147431078,0.11866462016104748,0.022821489959782157,0.0,5.2906227158146282e-18,4.4322948755268222e-12,9.0933250753869137e-27,3.1244451564974486e-18,1.1218862372690254e-20,9.6639391349405245e-08,3.4802495632042409e-35,9.6131475328486793e-08,1.9265432289066622e-24,1.0566225251917704e-22,3.0797338206776646e-29,1.4415935434730234e-39,1.652799600555732e-13,2.9941631016691612e-26,5.2490974689362797e-06,1.5546551527145329e-07,6.3083218495379389e-10,1.1131332581941509e-13,2.9627922038135353e-13,1.3176122488035533e-10,7.9309582555121176e-19,1.8414210110998423e-16,1.4071399826758888e-27,2.519606012858612e-23,5.0313434218230447e-28,6.7930059217015085e-33,8.2746818447778267e-33,7.3083276692902638e-29,2.7315998185181545e-36,9.6422837685355917e-26,1.0857564717396887e-16,3.0399465231523789e-22,1.5980669589081208e-13,9.2192495575929768e-33,4.3679100929993118e-54,1.0421562439147456e-33,1.8596340721194551e-35,1.4124906833569e-39,8.1238369695851248e-41,1.5192988686466325e-69,1.6359500760265916e-39,2.5682436835318225e-47
1.1156545993396473e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230174116287741,0.11866449128056719,0.022821488085153153,0.0,5.6943852561625261e-18,4.6486330092473242e-12,9.9659753550331962e-27,3.3559501379667405e-18,1.2739657722665789e-20,9.8973069189233786e-08,4.0138132713035137e-35,9.8449447740727749e-08,2.1183342642828511e-24,1.1389008018053798e-22,3.3749178250112854e-29,1.6350761357347799e-39,1.7346992951615038e-13,3.3682142372251781e-26,5.3756441087228234e-06,1.5921473005363597e-07,6.462544621658487e-10,1.1624763115464285e-13,3.0742993595854595e-13,1.3191274142184537e-10,8.3376381158989409e-19,1.9778051341529205e-16,1.6203827588225388e-27,2.7713499084721301e-23,5.5085639261066377e-28,8.0127588822421365e-33,9.3176006220807297e-33,8.0747081278568312e-29,2.9734913489145819e-36,1.0566630542095333e-25,1.1388100345600636e-16,-4.1756818944896665e-22,1.6760334003995897e-13,1.0280506095403011e-32,-1.2897802358349601e-54,1.2003305058505606e-33,2.1939387844211912e-35,1.6916666631435594e-39,9.816610208402236e-41,2.0589830049050614e-69,1.8482461958808081e-39,3.1696270024868341e-47
1.1419266166385114e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230161085346815,0.1186643624021015,0.022821486210525224,0.0,6.1181299615797173e-18,4.8701247164696686e-12,1.0899512882960523e-26,3.5986219122791707e-18,1.25777725935476e-20,1.0130676341567545e-07,4.6138063574837857e-35,1.0076740247315187e-07,2.3240626966215765e-24,1.2253316810376203e-22,3.6906598024151557e-29,1.8492243388809179e-39,1.8186292295403663e-13,3.7785204836236166e-26,5.5021887311155848e-06,1.6296394202924633e-07,6.6168658986036842e-10,1.2126755417579597e-13,3.1867099184750192e-13,1.3205054854404274e-10,8.7530262178700684e-19,2.1207584877458635e-16,1.8597510136731823e-27,3.0414989533169051e-23,6.0166122995151333e-28,9.4149505496063412e-33,1.0462493857464517e-32,8.9003189943929597e-29,3.280927087560049e-36,1.1555356075410018e-25,1.1931300780805382e-16,5.8228892870621204e-22,1.755856423496326e-13,1.1432835220423796e-32,1.0374214710145544e-53,1.3779253433541373e-33,2.5783233141166508e-35,2.0171993641427355e-39,1.1809643204837595e-40,2.7843677775583654e-69,2.0816128556767768e-39,3.892387565045374e-47
1.1681986339373755e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230148054608138,0.11866423352565042,0.022821484335898385,0.0,6.5623232213204718e-18,5.0967699242617997e-12,1.1894246022738911e-26,3.8527237791034314e-18,1.4773448605032615e-20,1.0364047256076956e-07,5.286675882045978e-35,1.0308533952595788e-07,2.5443834405474557e-24,1.3160209371621753e-22,4.0270466351253623e-29,2.0857530464368051e-39,1.9045923516658523e-13,4.2276243040069146e-26,5.6287313361467469e-06,1.6671315119365689e-07,6.7712856881909965e-10,1.2637192035225346e-13,3.2999850344589812e-13,1.3217611807827532e-10,9.177004340520943e-19,2.2704352227836435e-16,2.1277203568573272e-27,3.3309285452149724e-23,6.5565712484767179e-28,1.1021647988065379e-32,1.1716575282415496e-32,9.7865944746263174e-29,3.5404101363078458e-36,1.2608766518070814e-25,1.248716744556553e-16,-7.4643105005651827e-22,1.8375360488980916e-13,1.2681443158433606e-32,-7.5670324370653587e-54,1.5767870392999601e-33,3.0188583836876424e-35,2.3953824756738062e-39,1.4147329990119321e-40,3.7202878932319651e-69,2.3379312087004246e-39,4.757278046264158e-47
1.1944706512362396e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230135024071555,0.11866410465121391,0.022821482461272632,0.0,7.0274299627176887e-18,5.3285685596958543e-12,1.2955734872594821e-26,4.1185190410542506e-18,1.3929077008956862e-20,1.0597419531452813e-07,6.0393256774101755e-35,1.0540325889934449e-07,2.7799660311310897e-24,1.4110751171291501e-22,4.3859687399347468e-29,2.3463804812812961e-39,1.9925915688966309e-13,4.7181808389883994e-26,5.7552719238484921e-06,1.7046235754222606e-07,6.925803998099832e-10,1.3155957302175768e-13,3.4140875300713226e-13,1.3229076371639597e-10,9.6094557558659944e-19,2.4269894652730228e-16,2.4269349666078521e-27,3.6405343586072899e-23,7.1295311526001171e-28,1.285698325009237e-32,1.3087381156135416e-32,1.0738495537479438e-28,3.9111933054700995e-36,1.3732740635303358e-25,1.3055699339094786e-16,1.0082786184018056e-21,1.9210722029249293e-13,1.4031676502215507e-32,2.4172249025388871e-53,1.7988882952169831e-33,3.5221846883166919e-35,2.8331807102842677e-39,1.6879377491564593e-40,4.9640700532086273e-69,2.6183190934354867e-39,5.7879869277821939e-47
1.2207426685351037e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230121993736977,0.11866397577879192,0.022821480586647968,0.0,7.513913668887068e-18,5.5655205498477089e-12,1.4082649424853051e-26,4.3962710031401515e-18,1.7207405297229517e-20,1.0830793050788822e-07,6.8791372498971989e-35,1.0772116059351044e-07,3.0314945946326206e-24,1.51060156182627e-22,4.766947195662191e-29,2.63305376743821e-39,2.0826297485914578e-13,5.2529600519739971e-26,5.8818104942529989e-06,1.7421156107029878e-07,7.080420835873591e-10,1.3682937312143332e-13,3.5289818250126911e-13,1.3239565806544355e-10,1.0050265254817734e-18,2.590575316228215e-16,2.7602147050353566e-27,3.9712323389716304e-23,7.7365901414070812e-28,1.4947292214435338e-32,1.4582776466192748e-32,1.1756116230083491e-28,4.1755107910940385e-36,1.4925845264951591e-25,1.3636898669010049e-16,-1.3340872809117007e-21,2.0064649375030139e-13,1.5489036605827594e-32,-2.5108522118083523e-53,2.0463336310533186e-33,4.0955514352355747e-35,3.3382823624698082e-39,2.0061297899304695e-40,6.5472489283070785e-69,2.925141515468231e-39,7.0114703196134134e-47
1.2470146858339678e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230108963604287,0.11866384690838444,0.022821478712024411,0.0,8.0222363969922781e-18,5.8076258217966251e-12,1.5282922891189871e-26,4.6862429722934766e-18,1.5064001698555735e-20,1.106416770974416e-07,7.8139911275406144e-35,1.1003904460865449e-07,3.2996678213304017e-24,1.6147084252940885e-22,5.1726887689406677e-29,2.9476383565813182e-39,2.1747097187156823e-13,5.8348488574283144e-26,6.0083470473924471e-06,1.7796076177320658e-07,7.2351362089217179e-10,1.4218019892254002e-13,3.6446338677146358e-13,1.3249184792489798e-10,1.0499319165175552e-18,2.7613468515959953e-16,3.1305623484379132e-27,4.3239586972011559e-23,8.3788541787483144e-28,1.7321259165005788e-32,1.6210961079828723e-32,1.2846515873301056e-28,4.6365242538920572e-36,1.6196473434828664e-25,1.423076336038079e-16,1.7959066262591771e-21,2.093714137483688e-13,1.7059158965963678e-32,5.6905181097757096e-53,2.3213648764499103e-33,4.7468564961296752e-35,3.9191545050223701e-39,2.3754933719567435e-40,8.6308428405635981e-69,3.2591608391984318e-39,8.4583120747255668e-47
