Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),OX(20),CH3X(22),HOX(23),HX(19),H2OX(30),HO2X(48),CH3OHX(41)
5.076857943148078e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18873695859722589,0.099964551912471999,0.099199551282174753,0.0,3.5081567933477316e-29,7.9124764159365628e-27,0.0,1.06807109239164e-25,0.0,4.457136016717365e-14,0.0,2.8911158840485701e-25,0.0,4.6424120909836859e-27,0.0,0.0,1.9576439382386135e-28,0.0,3.5448087483370432e-05,0.0016008974356507826,8.2378508109859767e-17,5.3456237637526057e-18,4.4648393051024751e-14,1.2319042393404829e-32,4.0340522350490346e-25,1.6306839395035274e-30
5.257483551075981e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18868074181699818,0.099964562467691684,0.099171437614451033,0.0,3.9480441662412867e-29,8.7976534701559873e-27,0.0,1.1143181735056958e-25,0.0,4.6224459148050092e-14,0.0,3.0864452039208621e-25,0.0,5.0593737321294299e-27,0.0,0.0,2.1203937494499967e-28,0.0,3.5437532262030715e-05,0.0016571247710982077,8.2917437078339614e-17,5.6177974060771382e-18,4.6301758787165354e-14,1.3863873782594869e-32,4.5332815900757551e-25,1.7771112733954624e-30
5.4381091590038845e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18862457442917607,0.099964573013639244,0.099143348647566201,0.0,4.4268221142719541e-29,9.7472441963272255e-27,0.0,1.1611705892641322e-25,0.0,4.7881950921813613e-14,0.0,3.2872647606419845e-25,0.0,5.5001176837036517e-27,0.0,0.0,2.2910269223139105e-28,0.0,3.5426986312786817e-05,0.0017133027048679213,8.3456784935699964e-17,5.8958053542667295e-18,4.7959511900771173e-14,1.554499852087059e-32,5.0756476606723215e-25,1.9318522118896619e-30
5.618734766931788e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18856845636148217,0.099964583550328362,0.099115284345374699,0.0,4.9466475874294961e-29,1.0763610876725097e-26,0.0,1.2086327497327897e-25,0.0,4.9543828725471686e-14,0.0,3.4935008148714995e-25,0.0,5.9653696461758898e-27,0.0,0.0,2.469691614052915e-28,0.0,3.5416449622032193e-05,0.0017694313092508861,8.3996550295567731e-17,6.1796677718811567e-18,4.9621645607299527e-14,1.7369920043894045e-32,5.6634309857035984e-25,2.0951560729197906e-30
5.799360374859691e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18851238754178742,0.099964594077772487,0.099087244671805227,0.0,5.5097372100010757e-29,1.1849125665581297e-26,0.0,1.2567090725768675e-25,0.0,5.1210085809343591e-14,0.0,3.7050810170372989e-25,0.0,6.4558659197292577e-27,0.0,0.0,2.6565359825348434e-28,0.0,3.5405922176215446e-05,0.0018255106563898141,8.4536731775761149e-17,6.4694047295151535e-18,5.1288153135616713e-14,1.9346344250742689e-32,6.2989669231435202e-25,2.2672756367620837e-30
5.979985982787594e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18845636789810982,0.099964604595985135,0.099059229590860123,0.0,6.1183675920711424e-29,1.3006170552453251e-26,0.0,1.3054039830066421e-25,0.0,5.2880715436984098e-14,0.0,3.9219343772924278e-25,0.0,6.9723534196275202e-27,0.0,0.0,2.8517081852174067e-28,0.0,3.53954039619055e-05,0.001881540818280038,8.5077327998381188e-17,6.7650362328318324e-18,5.2959027727893639e-14,2.1482180074535112e-32,6.9846456364814986e-25,2.4484671464141029e-30
6.160611590715498e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18840039735861511,0.099964615104979754,0.099031239066615429,0.0,6.7748759986446662e-29,1.4237137385257012e-26,0.0,1.3547219137741807e-25,0.0,5.4555710885194648e-14,0.0,4.1439912422654143e-25,0.0,7.5155897562682231e-27,0.0,0.0,3.0553563780561867e-28,0.0,3.5384894965601186e-05,0.001937521866769416,8.5618337588729179e-17,7.0665823118063818e-18,5.4634262639526922e-14,2.3785541577201903e-32,7.7229124162438639e-25,2.6389903240478817e-30
6.341237198643402e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18834447585161543,0.099964625604769972,0.099003273063220473,0.0,7.4816606352469761e-29,1.5544427829067417e-26,0.0,1.4046673051151254e-25,0.0,5.62350654439405e-14,0.0,4.3711832658009731e-25,0.0,8.0863432458960777e-27,0.0,0.0,3.2676287145718596e-28,0.0,3.5374395173715972e-05,0.001993453873559271,8.615975917569662e-17,7.3740629091360561e-18,5.6313851139167688e-14,2.6264749060455785e-32,8.5162676411838101e-25,2.839108373268187e-30
6.521862806571306e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18828860330556968,0.099964636095369069,0.098975331544898057,0.0,8.241181366280176e-29,1.693045339893293e-26,0.0,1.4552446047542214e-25,0.0,5.7918772416373762e-14,0.0,4.6034433877213573e-25,0.0,8.6853929996379925e-27,0.0,0.0,3.4886733448701685e-28,0.0,3.5363904572926187e-05,0.0020493369102041327,8.6701591393608497e-17,7.6874977644811667e-18,5.7997786508862515e-14,2.8928331082473944e-32,9.3672671420758023e-25,3.0490880159037733e-30
6.70248841449921e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.1882327796490825,0.09996464657679037,0.09894741447594381,0.0,9.0559600294019107e-29,1.8397635422488547e-26,0.0,1.5064582678506816e-25,0.0,5.9606825118759054e-14,0.0,4.8407058058843494e-25,0.0,9.3135289384882408e-27,0.0,0.0,3.7186384144278542e-28,0.0,3.5353423149947711e-05,0.0021051710481126136,8.7243832879831621e-17,8.0069067765744447e-18,5.9686062043614338e-14,3.1785024617937762e-32,1.027852218756298e-24,3.2691994788103895e-30
6.883114022427114e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18817700481090441,0.099964657049047376,0.098919521820726289,0.0,9.9285809694741323e-29,1.9948405038032393e-26,0.0,1.5583127569739214e-25,0.0,6.129921688044901e-14,0.0,5.0829059526111172e-25,0.0,9.9715518485042927e-27,0.0,0.0,3.9576720632544724e-28,0.0,3.5342950891245607e-05,0.0021609563585477014,8.7786482274289316e-17,8.3323098137708309e-18,6.137867105154713e-14,3.4843777551156221e-32,1.1252699674250182e-24,3.4997165062628979e-30
7.063739630355018e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18812127871993109,0.099964667512153466,0.09889165354368655,0.0,1.0861691505853561e-28,2.1585203188418643e-26,0.0,1.6108125420759479e-25,0.0,6.2995941043849599e-14,0.0,5.3299804706435865e-25,0.0,1.0660273424588863e-26,0.0,0.0,4.20592242510306e-28,0.0,3.533248778345262e-05,0.0022166929126271316,8.8329538223074116e-17,8.6637262565591098e-18,6.3075606854332211e-14,3.8113750489092742e-32,1.2292522249829215e-24,3.7409163878602321e-30
7.226302677490132e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18807116685826408,0.099964676921135809,0.098866592908361889,0.0,1.1755448785428369e-28,2.3133901262798717e-26,0.0,1.6586177770780648e-25,0.0,6.4526691502378141e-14,0.0,5.5564637172531823e-25,0.0,1.1307049903922355e-26,0.0,0.0,4.4373504666381714e-28,0.0,3.5323078799565804e-05,0.002266814183276465,8.8818635064039167e-17,8.9671589145513813e-18,6.4606542976928077e-14,4.1245061626094428e-32,1.3286784474367621e-24,3.9673621592079138e-30
7.388865724625246e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18802109437272466,0.099964686322726329,0.098841551964796937,0.0,1.2702418163093836e-28,2.4756060814253617e-26,0.0,1.7069525973949875e-25,0.0,6.6060940989162174e-14,0.0,5.7868003191190421e-25,0.0,1.1979965867836977e-26,0.0,0.0,4.6764720057814014e-28,0.0,3.53136772075221e-05,0.002316896070406381,8.9308059135699557e-17,9.2754931097236001e-18,6.6140973553466734e-14,4.4562031971695652e-32,1.4338533657624306e-24,4.2028956653732983e-30
7.551428771760359e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18797106121177842,0.099964695716934809,0.098816530687219559,0.0,1.370466244068616e-28,2.6453481646522806e-26,0.0,1.7558202768598907e-25,0.0,6.7598684677834104e-14,0.0,6.0209465133957539e-25,0.0,1.267963591325698e-26,0.0,0.0,4.9233950148496779e-28,0.0,3.530428299748808e-05,0.0023669386255611774,8.9797809459214624e-17,9.5887425214429594e-18,6.7678893742922252e-14,4.807178648250419e-32,1.5449871130289277e-24,4.4477264451504635e-30
7.713991818895473e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18792106732398475,0.099964705103770785,0.098791529049904764,0.0,1.4764286954230523e-28,2.8227969977505982e-26,0.0,1.8052240940789407e-25,0.0,6.9139917750511075e-14,0.0,6.2588592747785814e-25,0.0,1.3406681909101684e-26,0.0,0.0,5.17822745915309e-28,0.0,3.5294896159990879e-05,0.0024169419001907918,9.0287885058884037e-17,9.9069212247584433e-18,6.9220298712360788e-14,5.1781592054319956e-32,1.6622935155586154e-24,4.7020663921782182e-30
7.876554866030586e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18787111265799752,0.099964714483243816,0.098766547027174661,0.0,1.5883439898911533e-28,3.0081338434673154e-26,0.0,1.8551673324144473e-25,0.0,7.0684635397780802e-14,0.0,6.5004963027881843e-25,0.0,1.4161733029238558e-26,0.0,0.0,5.4410772962189e-28,0.0,3.5285516685424289e-05,0.0024669059456510303,9.0778284957207556e-17,1.0230044192599102e-17,7.0765183636419342e-14,5.5698857532029094e-32,1.7859901050117027e-24,4.9661297397643721e-30
8.022861608452188e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18782618695089176,0.09996472291848231,0.098744079956002512,0.0,1.6943384616778571e-28,3.1818315853928928e-26,0.0,1.9005801694904797e-25,0.0,7.2077856623428836e-14,0.0,6.7211194888373539e-25,0.0,1.4865749343265866e-26,0.0,0.0,5.684586241776508e-28,0.0,3.5277081445513881e-05,0.0025118400879952873,9.1219921337469534e-17,1.052509344508388e-17,7.2158551449061678e-14,5.9408015827007593e-32,1.9029634286796712e-24,5.2122792310094532e-30
8.169168350873789e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18778129293463583,0.099964731347771743,0.098721628733229858,0.0,1.8054949360809513e-28,3.3621990023127545e-26,0.0,1.9464350012741827e-25,0.0,7.3473892971544993e-14,0.0,6.9446958029228861e-25,0.0,1.5593434398284874e-26,0.0,0.0,5.9347554055365079e-28,0.0,3.5268652154707748e-05,0.00255674253354061,9.166181890591132e-17,1.0824168881382849e-17,7.355473061917067e-14,6.3296942405964597e-32,2.0254558299579556e-24,5.4666396424658767e-30
8.31547509329539e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18773643057199316,0.099964739771118985,0.098699193340234845,0.0,1.9219790350067668e-28,3.5493695652345474e-26,0.0,1.9927342311562983e-25,0.0,7.487274095358964e-14,0.0,7.1711958645664452e-25,0.0,1.6345262149054683e-26,0.0,0.0,6.1916634715601776e-28,0.0,3.5260228806060942e-05,0.0026016133195305856,9.2103976956484876e-17,1.1127280859030326e-17,7.4953717647142856e-14,6.737134041566419e-32,2.1536336189938086e-24,5.7293720765938623e-30
8.461781835716992e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18769159982578829,0.099964748188531072,0.098676773758426359,0.0,2.0439592632099974e-28,3.7434771646697535e-26,0.0,2.0394802656073839e-25,0.0,7.6274397086532182e-14,0.0,7.4005907382822589e-25,0.0,1.7121711409977358e-26,0.0,0.0,6.4553891178606892e-28,0.0,3.5251811392548241e-05,0.0026464524831475707,9.2546394785111063e-17,1.1434439552734693e-17,7.6355509039068756e-14,7.1637009485366082e-32,2.2876655561231964e-24,6.0006391951976507e-30
8.608088578138593e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18764680065890696,0.099964756600015026,0.098654369969243746,0.0,2.1716070258415153e-28,3.9446561103629253e-26,0.0,2.0866755141680895e-25,0.0,7.7678857892840132e-14,0.0,7.6328519266221072e-25,0.0,1.7923265871629336e-26,0.0,0.0,6.7260110159496744e-28,0.0,3.5243399907201458e-05,0.00269126006151282,9.2989071689633911e-17,1.1745655177662338e-17,7.7760101306498427e-14,7.6099846166079642e-32,2.4277228571221779e-24,6.2806052291311736e-30
8.754395320560194e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18760203303429587,0.09996476500557773,0.098631981954156844,0.0,2.3050966464137649e-28,4.1530411310453809e-26,0.0,2.13432238943958e-25,0.0,7.9086119900469342e-14,0.0,7.8679513633373325e-25,0.0,1.8750414118326276e-26,0.0,0.0,7.0036078305723111e-28,0.0,3.5234994343085736e-05,0.0027360360916866069,9.3432006969247695e-17,1.206093793504721e-17,7.9167490966485398e-14,8.0765844049735185e-32,2.5739791988166353e-24,6.5694359794178359e-30
8.900702062981796e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18755729691496256,0.099964773405226165,0.098609609694665992,0.0,2.4446053829696205e-28,4.3687673741652797e-26,0.0,2.1824233070738135e-25,0.0,8.049617964285262e-14,0.0,8.1058614066455781e-25,0.0,1.9603649642550216e-26,0.0,0.0,7.2882582193804877e-28,0.0,3.5226594693250737e-05,0.0027807806106683588,9.387519992476059e-17,1.238029798088816e-17,8.057767454160717e-14,8.5641094415942547e-32,2.726610722847943e-24,6.8672988191595496e-30
9.047008805403397e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18751259226397518,0.099964781798967228,0.098587253172301756,0.0,2.5903134448504706e-28,4.591970405592933e-26,0.0,2.2309806857637671e-25,0.0,8.1909033658888667e-14,0.0,8.346554832599944e-25,0.0,2.048347086027943e-26,0.0,0.0,7.580040832589492e-28,0.0,3.521820095075878e-05,0.0028254936553967799,9.4318649858657456e-17,1.2703745458102497e-17,8.1990648559921855e-14,9.0731786802208794e-32,2.8857960400359129e-24,7.1743626989450656e-30
9.193315547824998e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18746791904446261,0.099964790186807873,0.098564912368625177,0.0,2.7424040101411093e-28,4.8227862093259577e-26,0.0,2.2799969472335958e-25,0.0,8.3324678492931079e-14,0.0,8.5900048285637152e-25,0.0,2.1390381127496876e-26,0.0,0.0,7.8790343126836278e-28,0.0,3.5209813108694458e-05,0.0028701752627499819,9.4762356074975177e-17,1.3031290487132656e-17,8.3406409554966428e-14,9.604420939027212e-32,3.0517162354042485e-24,7.4907981509900561e-30
9.3396222902466e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18742327721961413,0.099964798568754981,0.098542587265227341,0.0,2.9010632427852229e-28,5.0613511872049926e-26,0.0,2.3294745162288783e-25,0.0,8.4743110694777462e-14,0.0,8.8361849867912671e-25,0.0,2.232488875610518e-26,0.0,0.0,8.1853172941081214e-28,0.0,3.5201431160148983e-05,0.0029148254695456149,9.5206317879330467e-17,1.3362943162011158e-17,8.4824954065749881e-14,1.0158474950030548e-31,3.2245548728363157e-24,7.8167772921233723e-30
9.485929032668201e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18737866675267922,0.099964806944815507,0.098520277843729631,0.0,3.0664803096073451e-28,5.3078021586317481e-26,0.0,2.3794158205069511e-25,0.0,8.6164326819658527e-14,0.0,9.0850692981117672e-25,0.0,2.3287507029637616e-26,0.0,0.0,8.4989684029532407e-28,0.0,3.5193055098222114e-05,0.0029594443125409912,9.5650534578941684e-17,1.3698713555699912e-17,8.6246278636737031e-14,1.0735989412022605e-31,3.4044979995994726e-24,8.1524738276788375e-30
9.632235775089802e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18733408760696779,0.099964815314996278,0.098497984085783544,0.0,3.2388473973291577e-28,5.5622763602807423e-26,0.0,2.4298232908272308e-25,0.0,8.7588323428227363e-14,0.0,9.3366321457122027e-25,0.0,2.4278754218932174e-26,0.0,0.0,8.8200662566458058e-28,0.0,3.518468491602796e-05,0.0030040318284332117,9.6095005482602667e-17,1.4038611718171721e-17,8.7670379817839586e-14,1.1337623037064729e-31,3.591734150835077e-24,8.4980630555618838e-30
9.924849259933006e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18724502313275454,0.099964832037746101,0.098453443487302006,0.0,3.6052155839750566e-28,6.0958454855317618e-26,0.0,2.5320464675842471e-25,0.0,9.04446443660873e-14,0.0,9.8476929079241949e-25,0.0,2.6349233458470412e-26,0.0,0.0,9.4849166231327264e-28,0.0,3.5167962163347948e-05,0.0030931130253963064,9.6984707145117847e-17,1.4730831433368406e-17,9.052689823720825e-14,1.2615932976535614e-31,3.9888521333946075e-24,9.219628763891319e-30
9.999999999999998e-08,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18722216922431009,0.09996483632879774,0.098442014387553956,0.0,3.7041146737077436e-28,6.2382825466923789e-26,0.0,2.5586049155192099e-25,0.0,9.118001119636043e-14,0.0,9.9806354481641694e-25,0.0,2.6900320661068133e-26,0.0,0.0,9.6606019494889285e-28,0.0,3.5163671110968076e-05,0.0031159712248923603,9.7213368625199114e-17,1.4911292379689073e-17,9.1262313267897252e-14,1.296090083188392e-31,4.0958625137933159e-24,9.4116200342042493e-30
1.021746274477621e-07,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18715608350465174,0.099964848737059339,0.098408965323593986,0.0,4.0017663418478497e-28,6.6631647906244662e-26,0.0,2.6361635522487548e-25,0.0,9.3312046101617041e-14,0.0,1.0369169956096208e-24,0.0,2.8540572982398139e-26,0.0,0.0,1.018049714812529e-27,0.0,3.5151262847244109e-05,0.0031820693528123245,9.787541736866394e-17,1.5439682248757077e-17,9.3394481831674723e-14,1.399887655734827e-31,4.4174670288836557e-24,9.9829087886205577e-30
1.0510076229619414e-07,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18706726843129198,0.099964865412990683,0.09836454944894843,0.0,4.4301476194111081e-28,7.2653471606841714e-26,0.0,2.7421940979839469e-25,0.0,9.6190501314142622e-14,0.0,1.0900871868721203e-24,0.0,3.0857100096467086e-26,0.0,0.0,1.090743642816971e-27,0.0,3.5134586913024067e-05,0.0032709011021034118,9.8767130680071279e-17,1.6165243742900313e-17,9.6273103195511709e-14,1.5492088871428788e-31,4.8791771365714382e-24,1.0789363215332868e-29
1.0802689714462618e-07,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18697857762225892,0.099964882065594646,0.09832019571812993,0.0,4.8920573199991163e-28,7.9035121287077407e-26,0.0,2.8501577050595919e-25,0.0,9.9079982768713495e-14,0.0,1.1442612937996297e-24,0.0,3.3303223402280744e-26,0.0,0.0,1.1666362892289063e-27,0.0,3.5117934306178752e-05,0.0033596085637404441,9.9659841631062248e-17,1.6907595132479758e-17,9.9162735009102013e-14,1.7101369852538828e-31,5.3756209864845263e-24,1.1640477961507389e-29
1.1095303199305822e-07,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18689001078808326,0.09996489869492553,0.098275903986376659,0.0,5.3892438469885119e-28,8.5787858658672628e-26,0.0,2.9600740205452861e-25,0.0,1.019804633157616e-13,0.0,1.1994212993531111e-24,0.0,3.5883433292480037e-26,0.0,0.0,1.2457904792586936e-27,0.0,3.510130497237674e-05,0.0034481920272470159,1.0055354479813359e-16,1.7666815274395013e-17,1.0206335003859556e-13,1.8832685811527867e-31,5.9084774771181879e-24,1.2537764891963242e-29
1.1387916684149026e-07,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18680156764023886,0.09996491530103753,0.09823167410939844,0.0,5.9235066487466663e-28,9.2923011717008763e-26,0.0,3.0719627380045784e-25,0.0,1.048919158907619e-13,0.0,1.2555497231411252e-24,0.0,3.8602302443691755e-26,0.0,0.0,1.3282690194968878e-27,0.0,3.5084698857461991e-05,0.0035366517812034041,1.0144823478243265e-16,1.8442982667367398e-17,1.0497492113556799e-13,2.0692170968386716e-31,6.4794660112734362e-24,1.3482761933352425e-29
1.1973143653835434e-07,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18662505125413154,0.099964948443820575,0.09814339934495328,0.0,7.1107173635381316e-28,1.0838620769489978e-25,0.0,3.301736383741367e-25,0.0,1.1074762928971286e-13,0.0,1.3706444895139562e-24,0.0,4.4474723593631525e-26,0.0,0.0,1.5034502784097695e-27,0.0,3.5051556068553996e-05,0.0037132013100937833,1.0324055372979253e-16,2.0046471419932236e-17,1.1083082336334982e-13,2.4821034453837263e-31,7.742920141113191e-24,1.5522169045309125e-29
1.2558370623521842e-07,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18644902617444123,0.099964981494373509,0.098055370279831647,0.0,8.4691266502046173e-28,1.2551665506155069e-25,0.0,3.5396371090940408e-25,0.0,1.1664690813743163e-13,0.0,1.4894158665964473e-24,0.0,5.0958732542660795e-26,0.0,0.0,1.6926821118080702e-27,0.0,3.5018505509723703e-05,0.0038892594403370029,1.0503675577054482e-16,2.1718682277213867e-17,1.1673022620070847e-13,2.9540450148969615e-31,9.1805537322474285e-24,1.777152824697447e-29
1.314359759320825e-07,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18627349012651193,0.099965014453123252,0.09796758577649213,0.0,1.0015023263806849e-27,1.4440735374628918e-25,0.0,3.785824105370457e-25,0.0,1.2258953894501538e-13,0.0,1.6117417054865036e-24,0.0,5.8093922722353538e-26,0.0,0.0,1.8964662101996616e-27,0.0,3.4985546754026187e-05,0.0040648284470160851,1.0683679858853123e-16,2.3460230498334735e-17,1.2267291550115067e-13,3.4905691677469981e-31,1.0807593606976638e-23,2.0244092656332588e-29
1.3728824562894657e-07,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18609844085040367,0.099965047320494022,0.097880044704752631,0.0,1.1765564930823822e-27,1.6515235444826407e-25,0.0,4.0404572787443187e-25,0.0,1.2857530955221886e-13,0.0,1.7375069760206594e-24,0.0,6.5921250695424339e-26,0.0,0.0,2.1153038811414378e-27,0.0,3.4952679377277105e-05,0.0042399105904950864,1.0864064025013341e-16,2.5271725765495963e-17,1.2865867845279935e-13,4.0974864645089624e-31,1.2639927080866524e-23,2.2953543052729356e-29
1.4314051532581065e-07,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18592387610077071,0.099965080096907244,0.097792745941729528,0.0,1.3738795732900728e-27,1.8784675525629751e-25,0.0,4.3036972407005409e-25,0.0,1.3460400911698298e-13,0.0,1.8666033368826382e-24,0.0,7.448305140147484e-26,0.0,0.0,2.3496960223488362e-27,0.0,3.4919902958031543e-05,0.0044145081165412629,1.1044823920041651e-16,2.7153772234472778e-17,1.3468730356786809e-13,4.7808954532902861e-31,1.4694105874111733e-23,2.591399130458797e-29
1.4899278502267473e-07,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18574979364674038,0.099965112782781626,0.097705688371777136,0.0,1.595366347127572e-27,2.1258669821281035e-25,0.0,4.575705298540903e-25,0.0,1.4067542810506194e-13,0.0,1.9989287311142481e-24,0.0,8.3823053265648516e-26,0.0,0.0,2.6001430954829369e-27,0.0,3.488721707756095e-05,0.0045886232564460233,1.1225955425931866e-16,2.9106968584558701e-17,1.4075858067223457e-13,5.5471874287551226e-31,1.6987349914945901e-23,2.9139983735104203e-29
1.548450547195388e-07,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18557619127179328,0.099965145378533252,0.097618870886427817,0.0,1.8430037010381807e-27,2.3946936582389793e-25,0.0,4.8566434459503257e-25,0.0,1.4678935827974674e-13,0.0,2.1343870056600084e-24,0.0,9.3986393170214501e-26,0.0,0.0,2.8671451006034767e-27,0.0,3.4854621319830304e-05,0.0047622582271447033,1.1407454461788319e-16,3.113190806801407e-17,1.4687230089511047e-13,6.4030511605688142e-31,1.9537551036729734e-23,3.2646504425607205e-29
1.606973244164029e-07,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18540306677364507,0.099965177884575429,0.0975322923843326,0.0,2.1188723598488954e-27,2.6859297751588884e-25,0.0,5.1466743536257013e-25,0.0,1.5294559269168771e-13,0.0,2.2728875544858349e-24,0.0,1.0501963128493824e-25,0.0,0.0,3.1512015512947899e-27,0.0,3.4822115271476256e-05,0.0049354152313351232,1.1589316983453484e-16,3.3229178558999426e-17,1.5302825665881184e-13,7.3554775907467734e-31,2.236327656696303e-23,3.6448978456260653e-29
1.6654959411326697e-07,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18523041796412876,0.099965210301318913,0.097445951771202688,0.0,2.4251486163384743e-27,3.0005678603989386e-25,0.0,5.4459613599680718e-25,0.0,1.5914392566881643e-13,0.0,2.4143449841434322e-24,0.0,1.1697076575451865e-25,0.0,0.0,3.4528114504575846e-27,0.0,3.4789698521784945e-05,0.0051080964575949189,1.1771538983139842e-16,3.5399362602001389e-17,1.5922624166862844e-13,8.4117644995016967e-31,2.5483772808571545e-23,4.0563275083763445e-29
1.782541335069951e-07,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18488653872821928,0.099965274868539539,0.097273979869637636,0.0,3.1381172848355728e-27,3.7040714917388544e-25,0.0,6.0729603055344854e-25,0.0,1.7166607095722432e-13,0.0,2.7058131613143181e-24,0.0,1.4382599297962809e-25,0.0,0.0,4.1106849132571165e-27,0.0,3.4725131288652635e-05,0.0054520402607250232,1.2137045565101304e-16,3.9960775160747699e-17,1.7174748060278263e-13,1.0866672810657484e-30,3.2689477401211584e-23,4.9793052541788004e-29
1.8878821896135043e-07,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18457865260429884,0.099965332677703328,0.097120007903095551,0.0,3.9076333354960832e-27,4.4274267955594511e-25,0.0,6.670567170173035e-25,0.0,1.8307794130829843e-13,0.0,2.9774864321675773e-24,0.0,1.7164637325525155e-25,0.0,0.0,4.7677985454156786e-27,0.0,3.4667322113459975e-05,0.0057599841938091728,1.2467191429448857e-16,4.4321147461121787e-17,1.8315829203220042e-13,1.3510949981990641e-30,4.038982499097311e-23,5.9334688983786146e-29
1.9932230441570575e-07,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18427227431426885,0.099965390203807902,0.096966789995028266,0.0,4.8140659829104974e-27,5.2425086495399895e-25,0.0,7.3007335803164741e-25,0.0,1.9462306973222494e-13,0.0,3.257618988143334e-24,0.0,2.0325445131460733e-25,0.0,0.0,5.4895200771612313e-27,0.0,3.4609795997329032e-05,0.0060664200099437614,1.2798441297748551e-16,4.8926580823169551e-17,1.9470212751214215e-13,1.6619740990096752e-30,4.9375927309485803e-23,7.0154053563060092e-29
2.0985638987006108e-07,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.18396739159216824,0.099965447449155601,0.096814320011304106,0.0,5.8737898693741364e-27,6.1554742006907063e-25,0.0,7.9644350646754737e-25,0.0,2.0630030164024701e-13,0.0,3.54586410059963e-24,0.0,2.389840317508001e-25,0.0,0.0,6.2787382640791204e-27,0.0,3.4552550637956446e-05,0.0063713599773920788,1.3130773064672828e-16,5.3780286136314469e-17,2.0637782902177022e-13,2.0247304414487615e-30,5.9785001121508603e-23,8.2360152927928911e-29
