Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),CH3X(22),HX(19),H2X(36),CH2X(134),CHX(26),C2H6X(39),C2H5X(38),C2H4X(51),CH2(T)(29),C2H3X(50),C3H6(141),C3H6X(151),C3H5X(149),C4H8(196),C4H8X(205),C4H7X(204),C3H5X(150),C5H10(233),SX(254),C4H8(240),C4H8X(315),C3H8X(43),C4H7X(251),C5H9X(252),C6H12(377),SX(388),HOCXO(25),OCX(21),HOX(23),OX(20),COX(37),H2OX(35),CH3OHX(46),C4H7X(197),C4H7(208),C4H7X(463)
1.177974404927869e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108262243208145,0.099978377930909718,2.6018471255431536e-61,0.099984556501173244,5.6545766761627858e-42,5.2560547687048021e-29,2.9885366593775029e-21,4.060216465573633e-26,3.1612657389908745e-50,1.8535825581544709e-14,4.2751257365113978e-51,1.0255926942823453e-24,5.5606605311253245e-37,5.3208299061066616e-39,1.4174816443464495e-41,5.3830721899915685e-43,5.7762212676866111e-38,1.9825202672881292e-53,2.162206907016826e-05,1.5443498826676377e-05,1.5790944449130856e-15,2.0115121968110482e-14,7.8925952405783937e-33,9.4994331544994137e-20,3.9846447510647074e-21,3.6534369072042543e-30,5.8377051815435593e-40,8.2791501306267031e-58,1.1346099185556203e-33,2.4055035182875789e-60,5.3823989306506402e-74,1.3722398311065348e-78,1.914438028425421e-81,2.8825680039628447e-95,5.0735015642536256e-100,6.9375905856478327e-103,9.5721901421272197e-82,5.002536323064253e-117,6.5441561748484474e-122,3.1679578081988086e-96,5.5758056256875591e-101,2.2896092266722124e-55,7.6244495297852281e-104,4.422351675952761e-125,1.1453451805090973e-139,1.1698332069225132e-144,8.7160842687607851e-30,7.3797461018405173e-30,1.589130324567215e-28,2.9888401919137818e-21,3.0368406956496435e-25,3.5503451672235793e-46,3.2677951045124735e-43,2.9519309767593367e-106,4.6483146055860048e-104,5.4563510782488074e-111
1.1895408709930836e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.241082386497385,0.099978253077170662,2.6792353972046616e-61,0.099984445420215826,5.8378295828656522e-42,5.4123763186860509e-29,3.0178725942406926e-21,4.1053960119568767e-26,3.25529168922285e-50,1.8733287705791366e-14,4.3699073399779155e-51,1.0458256036069332e-24,5.6832902465372421e-37,5.4397538096190432e-39,1.4454500825340112e-41,5.4892859971162127e-43,5.9045700058459165e-38,2.0698408799872849e-53,2.1746922809033396e-05,1.5554579784092305e-05,1.5790949751461026e-15,2.0312586815216507e-14,8.1758092226658757e-33,9.5965272453981915e-20,4.0682327048434378e-21,3.7267319973221275e-30,5.9021109127195774e-40,8.7265760088586521e-58,1.1594339742787532e-33,2.538285343627184e-60,5.7398821822531659e-74,1.477850318404518e-78,2.0631939582609135e-81,3.1393107404749039e-95,5.5807729385454975e-100,7.6349187332003569e-103,1.0315969791304692e-81,5.5630929938333112e-117,7.3509263939515365e-122,3.4501194626274857e-96,6.1332996063609012e-101,2.3627967436053153e-55,8.3908169309698489e-104,4.969341146759665e-125,1.3004512672585285e-139,1.3417207089724059e-144,8.802017380430476e-30,7.3798161288268455e-30,1.6070381320783807e-28,3.0181814584908705e-21,3.0901757417500194e-25,3.6977612848654953e-46,3.3717932960437943e-43,3.215034807676854e-106,5.1158734097379579e-104,6.0055768132458456e-111
1.2011073370582982e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108215239029127,0.09997812941158235,2.7581430448950687e-61,0.099984334978710412,6.0250281289115219e-42,5.5717665260417363e-29,3.0472084045001943e-21,4.1505755298958335e-26,3.351163630240732e-50,1.8930749217729868e-14,4.4657288363603739e-51,1.0662560261841838e-24,5.8072652474256637e-37,5.560010309787361e-39,1.4736916866296238e-41,5.5965371875575331e-43,6.0343567150846621e-38,2.1600221756181234e-53,2.1870588397153465e-05,1.5665021289502797e-05,1.5790954872739414e-15,2.0510051032757193e-14,8.4660835298334751e-33,9.6935363125891858e-20,4.152670215310983e-21,3.8006094424564606e-30,5.9665103379476362e-40,9.1929902617809514e-58,1.184542868483913e-33,2.6768833615448022e-60,6.116990335529774e-74,1.5903484962967604e-78,2.2217753888309171e-81,3.4158934054767403e-95,6.1326809020985401e-100,8.3940123445526066e-103,1.1108876944154719e-81,6.1796821853132149e-117,8.2472417968599722e-122,3.7540853056535597e-96,6.7398494397736699e-101,2.437467316209469e-55,9.2250649105467431e-104,5.5772815903869661e-125,1.4746350085512749e-139,1.5366951314406314e-144,8.8879500828708111e-30,7.3798863146573989e-30,1.6249462947612216e-28,3.0475226354984403e-21,3.1438611298880333e-25,3.8496332757527209e-46,3.4778916649222599e-43,3.4984841208188467e-106,5.6248755574955584e-104,6.6035188673742301e-111
1.2126738031235128e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108192009581256,0.099978006922838508,2.8385848343663547e-61,0.099984225172975519,6.2162146524873791e-42,5.7342552026718734e-29,3.0765440910391804e-21,4.1957550189679959e-26,3.4488995017277134e-50,1.9128210115553885e-14,4.5625900723827228e-51,1.0868839587290139e-24,5.9325854104061993e-37,5.6815994298522137e-39,1.5022064551351285e-41,5.7048257556261447e-43,6.1655814159548234e-38,2.2531260731078671e-53,2.1993077140805965e-05,1.5774827024384494e-05,1.5790959884213251e-15,2.0707514626050188e-14,8.7635154205885348e-33,9.7904604304052626e-20,4.2379565374402776e-21,3.8750651899011152e-30,6.0309023255546311e-40,9.6789798020088646e-58,1.2099370572302657e-33,2.8214870674396467e-60,6.514578339766246e-74,1.7101038169258408e-78,2.3907187601166779e-81,3.7136193093175325e-95,6.7326270588400219e-100,9.219618172533097e-103,1.1953593800583532e-81,6.8572397558968215e-117,9.2419612162633749e-122,4.081287682392553e-96,7.3991935070195435e-101,2.5136331894924435e-55,1.0132410175519305e-103,6.2522319409080444e-125,1.6700104855573383e-139,1.7575717239575467e-144,8.9738823797258486e-30,7.3799566560280433e-30,1.6428547794660004e-28,3.0768637235668188e-21,3.1978943315945758e-25,4.0060449029995627e-46,3.586107267013167e-43,3.8036163459246887e-106,6.178508281433763e-104,7.2539264155739132e-111
1.2242402691887274e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108168959908982,0.099977885599740426,2.9205755312659656e-61,0.099984115999350906,6.4114314904273519e-42,5.899872160127775e-29,3.1058796547342845e-21,4.2409344791300354e-26,3.5485172432577257e-50,1.9325670398291979e-14,4.6604909751963361e-51,1.1077093979616903e-24,6.059250607624934e-37,5.8045211911781216e-39,1.5309943865670183e-41,5.8141516956883047e-43,6.2982441264496479e-38,2.3492151530852281e-53,2.211440023868268e-05,1.58840006490152e-05,1.5790964848313595e-15,2.0904977600366418e-14,9.0682023220658202e-33,9.8872996735516422e-20,4.3240909268727261e-21,3.9500952151519648e-30,6.095290409022014e-40,1.0185142893637362e-57,1.2356169965707057e-33,2.9722900357323265e-60,6.9335288499980616e-74,1.8375013221620441e-78,2.5705837544144534e-81,4.0338625350179277e-95,7.3842327792127804e-100,1.0116793090158429e-102,1.2852918772072424e-81,7.601078832982162e-117,1.0344714962374839e-121,4.4332367175083462e-96,8.1153117137802053e-101,2.5913065360938012e-55,1.1118410256653203e-103,7.000781936713364e-125,1.8889007846599096e-139,2.0074748604765942e-144,9.0598142746084725e-30,7.3800271546289674e-30,1.6607635556059848e-28,3.1062047233216211e-21,3.2522728366541484e-25,4.1670804985524634e-46,3.6964570437325294e-43,4.1318415869130501e-106,6.7801671928896677e-104,7.9607939200024631e-111
1.235806735253942e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108146088539179,0.099977765431196006,3.0041299011378313e-61,0.099984007454197332,6.6107209782650829e-42,6.0686472096148229e-29,3.1352150964556509e-21,4.2861139106704002e-26,3.6500347942969198e-50,1.9523130065703991e-14,4.759431496162517e-51,1.1287323406077814e-24,6.1872607165907883e-37,5.9287756133942219e-39,1.5600554794562868e-41,5.924515002165332e-43,6.4323448622016382e-38,2.4483526579762403e-53,2.2234568782913449e-05,1.5992545802596009e-05,1.5790969819695951e-15,2.1102439960930552e-14,9.3802418255092633e-33,9.9840541170503679e-20,4.4110726399210183e-21,4.0256955217191127e-30,6.1596729590362847e-40,1.0712089236122434e-57,1.2615831425529766e-33,3.1294899632283322e-60,7.3747528202668317e-74,1.9729421244155395e-78,2.7619540454379461e-81,4.3780709882850045e-95,8.0913508857532501e-100,1.1090920839581831e-102,1.3809770227189896e-81,8.416914328775127e-117,1.1565963023573217e-121,4.8115236671961208e-96,8.8924383328387482e-101,2.6704994567641323e-55,1.2188981915661356e-103,7.8300924717901099e-125,2.1338562087104554e-139,2.2898682990752534e-144,9.1457457711006594e-30,7.3800978090693672e-30,1.6786725949631451e-28,3.1355456353837872e-21,3.3069941529730411e-25,4.3328249580413626e-46,3.808957822776824e-43,4.4846457559169215e-106,7.4334675439659361e-104,8.7283743958472028e-111
1.2473732013191567e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108123394011369,0.099977646406218632,3.089262709423368e-61,0.099983899533896539,6.814125450283863e-42,6.2406101619952551e-29,3.1645504170669879e-21,4.3312933141675187e-26,3.7534700942051341e-50,1.9720589118189632e-14,4.85941148107879e-51,1.1499527833981125e-24,6.316615615863883e-37,6.0543627145253322e-39,1.5893897323482759e-41,6.0359156695330441e-43,6.5678836366655399e-38,2.5506024923004548e-53,2.2353593760080095e-05,1.610046610337269e-05,1.5790974846158459e-15,2.129990171292139e-14,9.6997316818741849e-33,1.00807238361913e-19,4.4989009335714896e-21,4.1018621409393128e-30,6.2240474988335833e-40,1.1260440047537001e-57,1.2878359512206611e-33,3.2932887124758523e-60,7.8391901031536637e-74,2.116843896813244e-78,2.965438063373992e-81,4.7477695453140877e-95,8.8580778280177313e-100,1.214772949896022e-102,1.4827190316870145e-81,9.3108887731076188e-117,1.2917056990681977e-121,5.2178243786335556e-96,9.7350753843894417e-101,2.7512239809143968e-55,1.3350420341385195e-103,8.7479385549762112e-125,2.4076738652771156e-139,2.6085880496770676e-144,9.2316768727537396e-30,7.380168614906416e-30,1.6965818715085475e-28,3.1648864603696143e-21,3.362055806448439e-25,4.5033637356788614e-46,3.9236263188509895e-43,4.8635938078636389e-106,8.1422559726002362e-104,9.5611932465388526e-111
1.2589396673843713e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108100874877592,0.0999775285139263,3.1759887214624747e-61,0.099983792234851154,7.021687239564627e-42,6.4157908277908731e-29,3.1938856174256148e-21,4.3764726904529422e-26,3.8588410822373355e-50,1.9918047556707875e-14,4.9604308370645313e-51,1.1713707230687197e-24,6.4473151779154565e-37,6.181282511114011e-39,1.6189971438025267e-41,6.148353692321176e-43,6.7048604612874491e-38,2.6560292220852127e-53,2.2471486052220789e-05,1.6207765148756402e-05,1.5790979969452108e-15,2.1497362861472278e-14,1.0026769797546816e-32,1.0177308906488966e-19,4.58757506548607e-21,4.1785911317887731e-30,6.2884178472989318e-40,1.1830828147216706e-57,1.314375878614053e-33,3.4638923551208466e-60,8.3278100555894839e-74,2.2696413728136044e-78,3.1816697760594058e-81,5.1445633004494558e-95,9.6887663618673043e-100,1.3293309690133284e-102,1.5908348880297233e-81,1.028959951942751e-116,1.4410305901054475e-121,5.6539028591775007e-96,1.0648006570640363e-100,2.8334920668764757e-55,1.4609419160132375e-103,9.7627550165409371e-125,2.7134187204127702e-139,2.9678780444448187e-144,9.3176075830886605e-30,7.380239574503286e-30,1.7144913612363323e-28,3.1942271988908019e-21,3.4174553408384933e-25,4.6787828392067854e-46,4.0404791343944793e-43,5.2703330777360386e-106,8.9106227461157551e-104,1.0464062686549135e-110
1.270506133449586e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108078529702343,0.099977411743540495,3.2643227024945118e-61,0.099983685553484455,7.2334486780317771e-42,6.594219017185737e-29,3.2232206983825103e-21,4.4216520405788432e-26,3.9661656975450403e-50,2.011550538270588e-14,5.0624895370792533e-51,1.1929861563608042e-24,6.579359279645932e-37,6.3095350183342223e-39,1.6488777123926313e-41,6.2618290651128281e-43,6.8432753456610804e-38,2.7646980747859634e-53,2.258825643782481e-05,1.6314446515443648e-05,1.5790985225995622e-15,2.1694823411671544e-14,1.0361454230177999e-32,1.0273809403644497e-19,4.6770942940038954e-21,4.2558785806964062e-30,6.3527836033955745e-40,1.2423898037784415e-57,1.3412033807709268e-33,3.6415112152552339e-60,8.8416121509417672e-74,2.431786855332088e-78,3.4113094864468256e-81,5.5701409157977822e-95,1.058803874841414e-99,1.4534133550490771e-102,1.7056547432234346e-81,1.1360127381898416e-116,1.6059046206781059e-121,6.1216149576072503e-96,1.1636311781526712e-100,2.9173156023147425e-55,1.597309128586143e-103,1.0883685107354291e-124,3.0544462111746774e-139,3.3724288179321345e-144,9.4035379055962344e-30,7.3803106872900522e-30,1.7324010420102547e-28,3.2235678515544803e-21,3.4731903176333135e-25,4.8591688248895931e-46,4.15953276030516e-43,5.7065967226651943e-106,9.7429145189931309e-104,1.1442096770337987e-110
1.2820725995148005e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108056357062416,0.099977296084385284,3.3542794176592839e-61,0.099983579486240384,7.4494520964970137e-42,6.7759245400287985e-29,3.2525556607823667e-21,4.4668313657893546e-26,4.0754618791777208e-50,2.0312962598056317e-14,5.1655874350420001e-51,1.2147990800206875e-24,6.7127478015541e-37,6.4391202500971008e-39,1.6790314367060884e-41,6.3763417825439046e-43,6.9831282976722079e-38,2.8766749397666282e-53,2.2703915592817864e-05,1.6420513759535672e-05,1.579099064750628e-15,2.1892283368562878e-14,1.0703883184627965e-32,1.0370225403512091e-19,4.7674578781425941e-21,4.3337206013576613e-30,6.4171409789685671e-40,1.3040305986558727e-57,1.3683189137272125e-33,3.8263599127584242e-60,9.3816265973765037e-74,2.603750735449738e-78,3.6550446465274432e-81,6.0262780749098329e-95,1.1560800488226831e-99,1.5877074492891654e-102,1.8275223232637448e-81,1.2530066763366322e-116,1.7877716079727239e-121,6.6229121597393972e-96,1.270538218867669e-100,3.0027064048193349e-55,1.7448990636439734e-103,1.212063214200414e-124,3.434426515031622e-139,3.8274194170619067e-144,9.4894678437374137e-30,7.3803819472803551e-30,1.7503108934218329e-28,3.2529084189632513e-21,3.5292583159269088e-25,5.0446087925541696e-46,4.2808035766608896e-43,6.1742072710299905e-106,1.0643747620932521e-103,1.2500727046404459e-110
1.2936390655800151e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108034355546812,0.099977181525886374,3.4458736319979958e-61,0.099983474029583241,7.6697398247011224e-42,6.9609372058365236e-29,3.281890505463632e-21,4.5120106674953174e-26,4.1867475660841846e-50,2.0510419205002103e-14,5.2697244118119193e-51,1.2368094907997659e-24,6.8474806170059454e-37,6.570038219149402e-39,1.709458315344156e-41,6.4918918393025743e-43,7.1244193236321186e-38,2.9920263677578173e-53,2.2818474091538011e-05,1.6525970416657013e-05,1.5790996261556507e-15,2.2089742737145749e-14,1.1054155009019316e-32,1.0466556982069469e-19,4.8586650775993141e-21,4.4121133345489831e-30,6.4814935314767666e-40,1.3680720106367781e-57,1.3957229335175948e-33,4.0186574066366057e-60,9.9489149624953039e-74,2.7860220207767015e-78,3.91359068787845e-81,6.5148410426676437e-95,1.2612254606689498e-99,1.7329427777991366e-102,1.9567953439392508e-81,1.3807557335806848e-116,1.9881934274759061e-121,7.1598455007630772e-96,1.3860935945098349e-100,3.0896762221789238e-55,1.9045134742742291e-103,1.3484314343507189e-124,3.8573705794033779e-139,4.3385627746512519e-144,9.5753974009435228e-30,7.3804533574393491e-30,1.7682208966592299e-28,3.2822489017152247e-21,3.5856569322900481e-25,5.2351903806754973e-46,4.4043078534386155e-43,6.6750802807676725e-106,1.1618021891606494e-103,1.3645718855787243e-110
1.3052055316452297e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108012523756636,0.09997706805757002,3.5391201104542197e-61,0.099983369179997839,7.8943541913539162e-42,7.149286823795452e-29,3.3112252332585643e-21,4.5571899472520072e-26,4.300040697113937e-50,2.0707875206107719e-14,5.374900456601849e-51,1.2590173854544672e-24,6.9835576019024879e-37,6.7022889371650522e-39,1.7401583469217115e-41,6.6084792301287129e-43,7.2671484284009479e-38,3.1108195705383398e-53,2.2931942407702305e-05,1.6630820002073464e-05,1.5791002092064997e-15,2.2287201522375788e-14,1.1412368190895258e-32,1.0562804215391851e-19,4.9507151527514932e-21,4.4910529479430069e-30,6.5458424973688988e-40,1.4345820435757839e-57,1.4234158961760347e-33,4.2186270383559586e-60,1.0544570804247413e-73,2.9791088735422188e-78,4.1876918690030365e-81,7.0377903335361963e-95,1.374791650670883e-99,1.8898931923831018e-102,2.0938459345015456e-81,1.5201317336761786e-116,2.2088583781416335e-121,7.7345695966683737e-96,1.5109034508384894e-100,3.1782367327097982e-55,2.0770028277905957e-103,1.4986323053741157e-124,4.3276580198972898e-139,4.9121547945517736e-144,9.6613265806165277e-30,7.3805249185813022e-30,1.78613103438605e-28,3.3115893004040503e-21,3.6423837806440301e-25,5.4310017615077874e-46,4.5300617512308421e-43,7.2112281091144028e-106,1.267093507883968e-103,1.4883188294755689e-110
1.3167719977104444e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107990860304976,0.099976955669062145,3.6340336178748329e-61,0.099983264933989097,8.1233375241722683e-42,7.3410032027647455e-29,3.3405598449932753e-21,4.6023692067395073e-26,4.4153592110185284e-50,2.0905330604216226e-14,5.4811154420222767e-51,1.2814227607462074e-24,7.1209786384368277e-37,6.835872414830318e-39,1.7711315300671054e-41,6.7261039498133799e-43,7.4113156155016503e-38,3.2331224215647964e-53,2.3044330915364272e-05,1.6735066010809369e-05,1.5791008159730027e-15,2.2484659729165213e-14,1.1778621353480335e-32,1.0658967179629019e-19,5.0436073646574345e-21,4.5705356359245282e-30,6.6101830358998043e-40,1.5036299018594702e-57,1.4513982577362351e-33,4.4264965751680739e-60,1.1169720308115236e-73,3.1835391584821218e-78,4.4781221396307474e-81,7.5971844903601406e-95,1.4973629405265131e-99,2.0593790978045089e-102,2.2390610698154032e-81,1.672067854720706e-116,2.4515900503461914e-121,8.3493467971643825e-96,1.6456099605567706e-100,3.2683995458788963e-55,2.2632687534606073e-103,1.6639184480405442e-124,4.8500670013443762e-139,5.5551274115485423e-144,9.7472553861292639e-30,7.3805966227065616e-30,1.8040412906293134e-28,3.3409296156189566e-21,3.6994364921353816e-25,5.6321316362605251e-46,4.658081321959311e-43,7.784763796016021e-106,1.3807997817289891e-103,1.621961986183241e-110
1.328338463775659e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107969363816809,0.099976844350087468,3.7306289190109578e-61,0.099983161288082142,8.3567321499163901e-42,7.536116151278681e-29,3.3698943414877795e-21,4.6475484477454123e-26,4.5327210464528748e-50,2.1102785402411472e-14,5.5883692193407496e-51,1.3040256134413461e-24,7.259743601536713e-37,6.9707886619229637e-39,1.8023778634220276e-41,6.8447659931982727e-43,7.556920887225325e-38,3.3590034555725268e-53,2.3155649889862212e-05,1.6838711917764168e-05,1.579101448241183e-15,2.2682117362383188e-14,1.2153013252040859e-32,1.0755045950985128e-19,5.1373409750566843e-21,4.6505576194073046e-30,6.6745177871745996e-40,1.5752859983084014e-57,1.4796704742320427e-33,4.6424982534332842e-60,1.1825522930573122e-73,3.3998610005944523e-78,4.785686022146005e-81,8.1951839759081093e-95,1.6295580370607429e-99,2.2422697678551709e-102,2.3928430110730343e-81,1.8375623018266571e-116,2.7183567215170005e-121,9.006551462507385e-96,1.7908930858080405e-100,3.3601762026179376e-55,2.4642665878780228e-103,1.845642515819944e-124,5.4298062214992892e-139,6.2751059049906283e-144,9.833183820825709e-30,7.3806684731527975e-30,1.8219516506758971e-28,3.3702698479447833e-21,3.7568127150114515e-25,5.8386692303190441e-46,4.7883825095858192e-43,8.3979050634803234e-106,1.5035049205047452e-103,1.7661884809693034e-110
1.3399049298408736e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107948032928897,0.09997673409046838,3.8289207785188915e-61,0.099983058238822087,8.594580394424428e-42,7.7346554775491101e-29,3.3992287235560393e-21,4.6927276721495987e-26,4.6521441419765695e-50,2.13002396039847e-14,5.6966617848152366e-51,1.3268259403111439e-24,7.3998523658577245e-37,7.1070376873858343e-39,1.833897345641363e-41,6.9644653551752121e-43,7.703964244728517e-38,3.4885318679758778e-53,2.3265909508758534e-05,1.6941761177828297e-05,1.5791021075469934e-15,2.2879574426856237e-14,1.2535642770342492e-32,1.0851040605700946e-19,5.2319152463702412e-21,4.7311151456517475e-30,6.7388498793352018e-40,1.6496219620203926e-57,1.5082330016978084e-33,4.8668688219391482e-60,1.2513172048819478e-73,3.6286433528333995e-78,5.1112195103125832e-81,8.8340551793885486e-95,1.7720316977199128e-99,2.4394857529102432e-102,2.5556097551563262e-81,2.0176821616198141e-116,3.0112813052924574e-121,9.7086743666834484e-96,1.9474724085634166e-100,3.4535781755630159e-55,2.6810080208787586e-103,2.0452641308996209e-124,6.0725491232613721e-139,7.0804707617398585e-144,9.9191118880212104e-30,7.3807404729173213e-30,1.8398621009768185e-28,3.3996099979620209e-21,3.8145101144969075e-25,6.0507042885091243e-46,4.9209811508199837e-43,9.0529784331590289e-106,1.6358272995914816e-103,1.9217260222895176e-110
1.3514713959060882e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107926866289656,0.099976624880124154,3.9289239609610283e-61,0.0999829557827739,8.8369245826453509e-42,7.9366509894678948e-29,3.4285629920060174e-21,4.7379068819107898e-26,4.7736464360551625e-50,2.1497693212405209e-14,5.8059930404666275e-51,1.349823738131719e-24,7.5413048147889728e-37,7.2446194993952287e-39,1.8656899753930572e-41,7.0852020306856192e-43,7.8524456881231492e-38,3.6217775155727056e-53,2.3375119852770143e-05,1.7044217225998512e-05,1.5791027952060825e-15,2.3077030927368604e-14,1.2926608917202251e-32,1.0946951220038199e-19,5.3273294417006426e-21,4.8122044880835433e-30,6.8031739230060524e-40,1.7267106461539237e-57,1.5370862961686981e-33,5.0998495852100605e-60,1.3233895616780722e-73,3.8704765738113258e-78,5.4555909854617808e-81,9.5161745401829749e-95,1.9254764595829464e-99,2.652001381658613e-102,2.7277954927309278e-81,2.2135674457128946e-116,3.3326518810683787e-121,1.0458327229413536e-95,2.1161090308143603e-100,3.548616869682752e-55,2.9145638449560982e-103,2.2643572293088035e-124,6.7844704675048972e-139,7.9804244014534526e-144,1.0005039591002727e-29,7.3808126114796635e-30,1.8577726290587578e-28,3.4289500662468343e-21,3.8725263726711197e-25,6.2683270704051879e-46,5.0558929758239132e-43,9.7524234644650279e-106,1.7784214425477753e-103,2.0893448842800933e-110
1.3630378619713028e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107905862559093,0.09997651670907004,4.0306532308067636e-61,0.099982853916522396,9.0838070386703399e-42,8.1421324946093118e-29,3.457897147639716e-21,4.7830860790547365e-26,4.8972458670614371e-50,2.1695146231294429e-14,5.9163628088361358e-51,1.3730190036840072e-24,7.684100825511123e-37,7.383534105424393e-39,1.8977557513579815e-41,7.2069760147199942e-43,8.002365216559601e-38,3.7588109163961189e-53,2.3483290906689944e-05,1.7146083477492393e-05,1.5791035123400564e-15,2.327448686866266e-14,1.3326010823132581e-32,1.1042777870265816e-19,5.4235828248319008e-21,4.8938219461132168e-30,6.8674909532539438e-40,1.8066261356545753e-57,1.5662308136809676e-33,5.3416864468144255e-60,1.3988956827386552e-73,4.125973015578219e-78,5.8197021503120976e-81,1.0244032791064106e-94,2.09062443366168e-99,2.880847359750423e-102,2.9098510751560876e-81,2.4264353305109608e-116,3.6849328318135095e-121,1.1258247379473186e-95,2.2976075465184362e-100,3.6453036226627199e-55,3.166066811188376e-103,2.5046178351093837e-124,7.572285405082384e-139,8.98506309549181e-144,1.0090966933029086e-29,7.3808848920693938e-30,1.8756832234422767e-28,3.4582900533711135e-21,3.9308591883464395e-25,6.4916283456816445e-46,5.193133608913659e-43,1.0498797115562361e-105,1.9319797689431303e-103,2.2698599661473937e-110
1.3746043280365174e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107885020408679,0.099976409567416255,4.1341233524334034e-61,0.099982752636672043,9.3352700857626126e-42,8.3511298002323957e-29,3.4872311912532273e-21,4.8282652656638144e-26,5.0229603732766553e-50,2.1892598664403176e-14,6.0277710805437629e-51,1.3964117337537173e-24,7.8282402714216836e-37,7.5237815123025085e-39,1.9300946722297971e-41,7.3297873023174161e-43,8.153722828303483e-38,3.8997032488269026e-53,2.3590432560299607e-05,1.7247363327862299e-05,1.5791042598996502e-15,2.3471942255439261e-14,1.3733947737074873e-32,1.1138520632647823e-19,5.520674660229343e-21,4.9759638449566988e-30,6.9318060041285684e-40,1.8894437549245748e-57,1.5956670102722051e-33,5.5926299526685431e-60,1.477965478111687e-73,4.3957676215474999e-78,6.2044889805880669e-81,1.1020239323188091e-94,2.2682491662943103e-99,3.127113468156257e-102,3.1022444902940756e-81,2.6575846009187708e-116,4.0707766190920905e-121,1.2111302551842546e-95,2.4928180872807722e-100,3.7436497050597679e-55,3.4367145947502886e-103,2.7678722843850911e-124,8.4432911932927853e-139,1.0105454429897497e-143,1.0176893917331211e-29,7.3809573209591978e-30,1.8935938735662227e-28,3.4876299599024905e-21,3.9895062769473514e-25,6.7206993895069488e-46,5.3327185692573597e-43,1.1294778229586653e-105,2.0972344092979376e-103,2.4641329306750393e-110
1.3977372601669467e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107843815590871,0.099976198333220079,4.3463452080834784e-61,0.099982551822690113,9.8521072422286639e-42,8.7797910403974246e-29,3.545898945574767e-21,4.9186236158387344e-26,5.2808063640087201e-50,2.2287501788817203e-14,6.2537022598630632e-51,1.4437895746118647e-24,8.1205489985689793e-37,7.8082747530163735e-39,1.9955919435319109e-41,7.5785217685975662e-43,8.4607522907588625e-38,4.1933527289254407e-53,2.3801666756053243e-05,1.7448177309790819e-05,1.579105849358582e-15,2.3866851384038222e-14,1.4575824158127452e-32,1.132975479884731e-19,5.7173707490887972e-21,5.1418063939089579e-30,7.0604152098204541e-40,2.0640929231634354e-57,1.6554162648497539e-33,6.1228625523686707e-60,1.6473340928602362e-73,4.9809077416447716e-78,7.0400107867925383e-81,1.2728755469213501e-94,2.6642421014371788e-99,3.6765777548375524e-102,3.5200053933963178e-81,3.1803591936388708e-116,4.9547800734735891e-121,1.3988971026878425e-95,2.928016462324722e-100,3.9453645999978731e-55,4.0405788142453919e-103,3.3713735412249302e-124,1.0467252517441996e-138,1.2743144655140714e-143,1.0348746825548304e-29,7.3811025885586198e-30,1.9294153029814185e-28,3.5463095334360366e-21,4.1077342169677541e-25,7.1965183837134135e-46,5.6189830267959871e-43,1.3046915786445523e-105,2.4659712635093143e-103,2.897646591984842e-110
