Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2X(49),C2H4(47),H2OX(23),C2H6X(52),C2H4X(205),C2H4X(65)
7.021209046632777e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44348329551033489,0.11017288141979485,0.022340243683743162,0.0,6.2976721427256206e-08,0.00016926975438048711,0.0,8.6591827331788188e-07,0.0,0.00069067520293269828,2.8626766791255176e-14,0.00029371221638808563,3.3391377129539192e-11,1.0382766577208796e-10,0.0,0.0,2.6465287062041502e-08,1.6228847518600142e-09,0.0078046534491342618,0.00096253075736521261,5.351991918388033e-05,2.0035237496376749e-08,3.8383383138832866e-09,7.011463675394638e-09,3.2477451562947329e-06,2.559027706327847e-09,3.5067767719496506e-12,2.2980303323283412e-09,7.0586050841504065e-11,4.5862734782137198e-16
7.04478073543587e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44347862660644155,0.11016900654196861,0.022338660853602008,0.0,6.363169326356368e-08,0.00017025535246337662,0.0,8.7462108146605858e-07,0.0,0.00069312612781396532,2.9114367935615354e-14,0.00029409079731872504,3.3737452101887559e-11,1.0540914505045743e-10,0.0,0.0,2.6676932885861308e-08,1.6452679523859067e-09,0.00780605979209038,0.0009656954272687316,5.3598155557964876e-05,2.0130685462077743e-08,3.851687271932559e-09,7.0357459383016753e-09,3.2672555281959578e-06,2.5943538958591018e-09,3.5405250121308848e-12,2.3214214404336902e-09,7.1718676508808666e-11,4.6494795568045797e-16
7.068352424238964e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44347398115048575,0.11016515414192417,0.022337078168844674,0.0,6.4290814662134777e-08,0.00017124236374740104,0.0,8.8338078980759029e-07,0.0,0.00069557740270577591,2.960852914861141e-14,0.00029446718895079964,3.408587706296325e-11,1.0700853783148341e-10,0.0,0.0,2.6889384427593779e-08,1.6678815828806607e-09,0.0078074431919010704,0.00096885980133383975,5.3676153226739083e-05,2.0226230757948341e-08,3.8650362704978335e-09,7.0600312680535337e-09,3.2867953821033257e-06,2.6300440950281546e-09,3.574472075312023e-12,2.344967538646638e-09,7.2865333357686174e-11,4.7133357360463449e-16
7.089566944161748e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434698200183258,0.11016170593542012,0.022335653876716148,0.0,6.4887580301429436e-08,0.00017213187512670063,0.0,8.9131331083066737e-07,0.0,0.00069778384601932469,3.0058936119568047e-14,0.00029480407930907051,3.4401474540471537e-11,1.0846341634676603e-10,0.0,0.0,2.7081279207095485e-08,1.6884321482212118e-09,0.0078086689033816832,0.00097170748534278716,5.3746148638036988e-05,2.0312304606693328e-08,3.877050385093753e-09,7.0818906536298398e-09,3.3044063087448008e-06,2.6624785269810054e-09,3.6051947527429437e-12,2.366291913867007e-09,7.3909421090151987e-11,4.7713657399987359e-16
7.108660012092254e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434660908181941,0.11015861770402041,0.022334372114252266,0.0,6.5427556478386473e-08,0.00017293340304320781,0.0,8.9849219552909343e-07,0.0,0.0006997698821656457,3.0468928866818954e-14,0.00029510577965769294,3.4687148790645383e-11,1.0978538399763439e-10,0.0,0.0,2.7254541729266831e-08,1.7070892500096657e-09,0.0078097565717773678,0.0009742701965230479,5.3808981688410118e-05,2.0389838265436403e-08,3.8878630869649959e-09,7.1015661721876322e-09,3.3202763276802814e-06,2.6919247869347672e-09,3.6329834305173723e-12,2.3855917696605214e-09,7.485897421250088e-11,4.824048629256739e-16
7.12775308002276e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434623764289794,0.11015554365731145,0.022333090446855493,0.0,6.5970273468115708e-08,0.00017373584304662245,0.0,9.0570869989910564e-07,0.0,0.00070175614077931366,3.0883340318770514e-14,0.00029540606446317634,3.4974377262309289e-11,1.1111933977253322e-10,0.0,0.0,2.7428331812037406e-08,1.7259002980679486e-09,0.0078108297567404629,0.00097683271422503259,5.3871661530885287e-05,2.0467435489965219e-08,3.89867577523868e-09,7.1212436309748546e-09,3.3361653709739713e-06,2.7216142397886917e-09,3.6609033680289538e-12,2.4049941096735758e-09,7.5817948973187045e-11,4.8771658276323627e-16
7.146846147953266e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44345867668360867,0.1101524836312528,0.022331808874432632,0.0,6.651573672903601e-08,0.00017453919066814873,0.0,9.1296290955741005e-07,0.0,0.00070374261973297407,3.1302205096018449e-14,0.00029570493990029403,3.5263163645482914e-11,1.1246535433192467e-10,0.0,0.0,2.7602649134090993e-08,1.7448661219097719e-09,0.0078118886242626393,0.00097939503863006799,5.393418915940128e-05,2.0545096192076255e-08,3.9094884380063979e-09,7.1409230087703887e-09,3.3520733443897562e-06,2.7515481972450277e-09,3.6889547818118282e-12,2.4244991707478373e-09,7.6786410384309401e-11,4.930719671783954e-16
7.165939215883772e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44345499141692407,0.11014943746369935,0.02233052739689147,0.0,6.7063951716363628e-08,0.00017534344146102356,0.0,9.2025490998245363e-07,0.0,0.00070572931690705604,3.172555798155089e-14,0.00029600241211711232,3.555351162357373e-11,1.1382349851788293e-10,0.0,0.0,2.7777493373551336e-08,1.7639875529730034e-09,0.0078129333384326614,0.00098195716991751874,5.3996565557125975e-05,2.0622820284422882e-08,3.9203010634053061e-09,7.1606042842331964e-09,3.3680001541639277e-06,2.7817279740529095e-09,3.7171379391693123e-12,2.4441071893392686e-09,7.7764423694213499e-11,4.9847125036945133e-16
7.185032283814278e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44345132046566132,0.11014640499437968,0.02232924601414072,0.0,6.7614923882167423e-08,0.00017614859100036477,0.0,9.2758478651424672e-07,0.0,0.00070771623018975522,3.2153433920887709e-14,0.00029629848723510568,3.5845424873370177e-11,1.151938433537826e-10,0.0,0.0,2.7952864207982791e-08,1.7832654246160397e-09,0.0078139640614581264,0.0009845191082648115,5.4058791696638948e-05,2.070060767730494e-08,3.9311136396182758e-09,7.1802874360790187e-09,3.3839457070017006e-06,2.8121548880026365e-09,3.7454531077482312e-12,2.463818401517614e-09,7.875205438735203e-11,5.0391466707303158e-16
7.204125351744784e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44344766366842725,0.11014338606487455,0.022327964726090097,0.0,6.8168658675437026e-08,0.00017695463488302102,0.0,9.3495262435418728e-07,0.0,0.00070970335747701804,3.2585868022218068e-14,0.00029659317134927098,3.6138907065035208e-11,1.1657646004398631e-10,0.0,0.0,2.8128761314391118e-08,1.802700572114192e-09,0.007814980953686948,0.000987080853847458,5.4120868540103225e-05,2.0778458282274725e-08,3.9419261548745715e-09,7.199972443369409e-09,3.3999099100737969e-06,2.8428302599199448e-09,3.7739004909791178e-12,2.483633042965887e-09,7.9749368184142986e-11,5.0940245256957468e-16
7.22321841967529e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44344402086567913,0.11014038051859565,0.022326683532650247,0.0,6.8725161541962361e-08,0.00017776156872742352,0.0,9.4235850856488671e-07,0.0,0.00071169069667252453,3.3022895556536418e-14,0.00029688647052824213,3.6433961862099864e-11,1.1797141997353195e-10,0.0,0.0,2.8305184369224266e-08,1.8222938326560685e-09,0.0078159841736286755,0.00098964240683907241,5.4182797039438251e-05,2.0856372012484492e-08,3.95273859744876e-09,7.2196592850261384e-09,3.4158926710130481e-06,2.8737554136602761e-09,3.8024803509735742e-12,2.5035513489798676e-09,8.0756431040826419e-11,5.1493484266732823e-16
7.242311487605796e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44344039189970269,0.11013738820076441,0.022325402433732766,0.0,6.9284437924367529e-08,0.00017856938817343836,0.0,9.4980252406999811e-07,0.0,0.00071367824568767391,3.3464551957777221e-14,0.00029717839081440394,3.6730592921456854e-11,1.1937879470781759e-10,0.0,0.0,2.8482133048373359e-08,1.8420460453399428e-09,0.007816973877975638,0.0009922037674113995,5.4244578136495116e-05,2.0934348777842259e-08,3.9635509556605896e-09,7.2393479399373756e-09,3.4318938979110389e-06,2.9049316761030465e-09,3.8311929703368897e-12,2.5235735544675993e-09,8.1773309149319397e-11,5.2051207370782303e-16
7.261404555536302e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44343677661459135,0.11013440895839122,0.022324121429250166,0.0,6.9846493262217515e-08,0.00017937808888222163,0.0,9.5728475565404517e-07,0.0,0.00071566600244156572,3.3910872822947337e-14,0.00029746893822400511,3.7028803893354578e-11,1.2079865599228614e-10,0.0,0.0,2.8659607027173767e-08,1.8619580511701289e-09,0.0078179502216238293,0.00099476493573433353,5.4306212763218615e-05,2.1012388489330346e-08,3.9743632178759997e-09,7.2590383874314014e-09,3.4479134993148049e-06,2.9363603771459109e-09,3.8600385418783891e-12,2.5436998939489027e-09,8.2800068937068612e-11,5.2613438257665148e-16
7.280497623466808e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44343317485622546,0.11013144264025472,0.022322840519115886,0.0,7.0411332991875112e-08,0.00018018766653607677,0.0,9.648052879622583e-07,0.0,0.00071765396486098479,3.4361893912256432e-14,0.00029775811874727218,3.7328598421391092e-11,1.2223107575211183e-10,0.0,0.0,2.8837605980406371e-08,1.8820306930533597e-09,0.0078189133576934897,0.00099732591197593604,5.4367701841807534e-05,2.1090491060736593e-08,3.9851753725060834e-09,7.2787306067060371e-09,3.4639513842235807e-06,2.9680428496990218e-09,3.8890173193099251e-12,2.5639306015548874e-09,8.3836777066900738e-11,5.3180200668286644e-16
7.299590691397314e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44342958647225145,0.11012848909688155,0.022321559703244256,0.0,7.0978962546512762e-08,0.00018099811683831347,0.0,9.7236420550040617e-07,0.0,0.00071964213088038448,3.4817651149245336e-14,0.00029804593834852137,3.7629980142508374e-11,1.2367612609188356e-10,0.0,0.0,2.9016129582298995e-08,1.9022648157951469e-09,0.0078198634375494878,0.00099988669630246313,5.44290462848801e-05,2.1168656401730017e-08,3.9959874080065169e-09,7.2984245768034559e-09,3.480007462085607e-06,2.9999804296792775e-09,3.918129605428152e-12,2.5842659110274774e-09,8.488350043687005e-11,5.3751518396273319e-16
7.31868375932782e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44342601131206227,0.11012554818052633,0.022320278981550513,0.0,7.1549387356278524e-08,0.00018180943551310874,0.0,9.7996159263463599e-07,0.0,0.00072163049844186852,3.5278180620912376e-14,0.00029833240296627092,3.7932952686986633e-11,1.2513387929528785e-10,0.0,0.0,2.9195177506527924e-08,1.922661266096151e-09,0.0078208006108214205,0.0010024472888783848,5.4490246995624218e-05,2.1246884422592143e-08,4.0067993128789313e-09,7.3181202773108354e-09,3.4960816427949654e-06,3.0321744560045864e-09,3.9473755827184138e-12,2.6047060557189392e-09,8.594030618010454e-11,5.432741528979037e-16
7.337776827258326e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44342244922677632,0.11012261974515153,0.022318998353950778,0.0,7.2122612848132792e-08,0.00018262161830536947,0.0,9.8759753359131383e-07,0.0,0.00072361906549517547,3.5743518577838081e-14,0.00029861751851335339,3.8237519678438841e-11,1.2660440782479432e-10,0.0,0.0,2.937474942621955e-08,1.9432208925485454e-09,0.0078217250254235624,0.0010050076898663993,5.4551304867945654e-05,2.1325175038080689e-08,4.0176110756700375e-09,7.3378176877314812e-09,3.5121738366884692e-06,3.0646262705881078e-09,3.9767554890377881e-12,2.6252512685914213e-09,8.7007261664649568e-11,5.4907915248962302e-16
7.356869895188833e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434189000692183,0.11011970364640795,0.022317717820362033,0.0,7.269864444581279e-08,0.00018343466098059673,0.0,9.9527211245686509e-07,0.0,0.00072560782999766204,3.6213701434307852e-14,0.00029890129087702631,3.8543684733805419e-11,1.2808778432133729e-10,0.0,0.0,2.9554845013952157e-08,1.9639445456323821e-09,0.0078226368275744942,0.0010075678994274629,5.4612220786626251e-05,2.1403528157879824e-08,4.02842268497052e-09,7.3575167872439157e-09,3.528283954542593e-06,3.0973372183324895e-09,4.0062696530991714e-12,2.6459017822164935e-09,8.8084434493309549e-11,5.54930422258496e-16
7.375962963119339e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434153636938995,0.11011679974161537,0.022316437380702155,0.0,7.3277487570068349e-08,0.00018424855932475199,0.0,1.0029854131776208e-06,0.0,0.00072759678991428356,3.6688765768432728e-14,0.00029918372591908332,3.8851451463348979e-11,1.2958408160399607e-10,0.0,0.0,2.9735463941757767e-08,1.984833077711947e-09,0.0078235361618166216,0.001010127917720806,5.4672995627464832e-05,2.1481943691286086e-08,4.0392341294166734e-09,7.3772175556738249e-09,3.5444119075704386e-06,3.1303086471241272e-09,4.0359182501619673e-12,2.6666578287747023e-09,8.9171892503487617e-11,5.6082820227290204e-16
7.395056031049845e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44341183995699818,0.11011390788974308,0.022315157034889843,0.0,7.3859147638490898e-08,0.00018506330914412478,0.0,1.0107375195596636e-06,0.0,0.0007295859432175796,3.7168748322268271e-14,0.00029946482947596506,3.9160823470649426e-11,1.3109337266968045e-10,0.0,0.0,2.9916605881124163e-08,2.0058873430321192e-09,0.007824423171035353,0.0010126877449039473,5.4733630257412184e-05,2.1560421554328018e-08,4.0500453976898991e-09,7.3969199728661773e-09,3.5605576074187556e-06,3.1635419078273936e-09,4.0657014924829796e-12,2.6875196400551228e-09,9.0269703767023093e-11,5.6677273311801398e-16
7.41414909898035e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44340832871634045,0.11011102795139124,0.02231387678284466,0.0,7.4443630065406702e-08,0.0001858789062652025,0.0,1.0185285152686785e-06,0.0,0.0007315752878876556,3.7653686001931392e-14,0.00029974460735886845,3.947180435259894e-11,1.3261573069281089e-10,0.0,0.0,3.0098270502997012e-08,2.0271081977147335e-09,0.0078252979964781328,0.0010152473811327236,5.4794125534723056e-05,2.163896165707267e-08,4.0608564785149734e-09,7.4166240181217203e-09,3.5767209661649944e-06,3.1970383542788695e-09,4.0956197404204097e-12,2.7084874474549262e-09,9.1377936590026687e-11,5.7276425588813568e-16
7.431332860117806e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44340517916784306,0.11010844607901964,0.022312724636109078,0.0,7.4972081838735036e-08,0.0001866136646838957,0.0,1.025573730817784e-06,0.0,0.00073336586004596038,3.8094397181414325e-14,0.00029999527878492934,3.9753065701616919e-11,1.3399708578369383e-10,0.0,0.0,3.0262215283827085e-08,2.046350109928309e-09,0.007826075037684125,0.0010175508906000975,5.4848452840243243e-05,2.1709700888667294e-08,4.0705862817068786e-09,7.4343590344136004e-09,3.5912830150711187e-06,3.2274113012364213e-09,4.1226617176944639e-12,2.7274492917304309e-09,9.2384313207729179e-11,5.7819700418894445e-16
7.448516621255261e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44340203952609991,0.11010587364562745,0.022311572565202917,0.0,7.5502828048445926e-08,0.00018734910303837862,0.0,1.0326505751712945e-06,0.0,0.00073515658411947484,3.8539179175666981e-14,0.00030024488530280602,4.0035635759866178e-11,1.3538913811846968e-10,0.0,0.0,3.0426582929876307e-08,2.0657282812509616e-09,0.0078268424238308754,0.0010198542456305794,5.4902668572059989e-05,2.1780490399065926e-08,4.0803159158134332e-09,7.4520953388531201e-09,3.6058592333190624e-06,3.2579995187825358e-09,4.1498133139200017e-12,2.7464973481121265e-09,9.339923693101085e-11,5.836681881925689e-16
7.465700382392716e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44339890969081491,0.11010331055290584,0.022310420570069257,0.0,7.6035872635030704e-08,0.00018808521832761445,0.0,1.0397591090292097e-06,0.0,0.00073694745865134548,3.8988059230564273e-14,0.0003004934310968502,4.0319517135567996e-11,1.3679194140882239e-10,0.0,0.0,3.0591373200146787e-08,2.0852433396806393e-09,0.0078276002545589422,0.001022157446334345,5.4956773338294112e-05,2.1851330125591002e-08,4.090045372707223e-09,7.4698329162626402e-09,3.6204495576966551e-06,3.2888040000163315e-09,4.1770748712013969e-12,2.7656317844726129e-09,9.4422758041092095e-11,5.8917798472996888e-16
7.482884143530171e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44339578956272707,0.11010075670356984,0.022309268650651692,0.0,7.6571219537181775e-08,0.00018882200756350218,0.0,1.04689939299905e-06,0.0,0.00073873848218963822,3.9441064699902012e-14,0.00030074092033512308,4.060471243254462e-11,1.3820554948210088e-10,0.0,0.0,3.0756585853290786e-08,2.1048959144376637e-09,0.0078283486284803031,0.0010244604928205177,5.5010767741694461e-05,2.1922219997952821e-08,4.0997746442900752e-09,7.4875717522933208e-09,3.6350539252672001e-06,3.3198257399726101e-09,4.204446486025086e-12,2.7848527684263159e-09,9.5454926972476197e-11,5.9472657101536686e-16
7.500067904667626e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44339267904359964,0.11009821200134762,0.022308116806894363,0.0,7.7108872691649231e-08,0.00018955946777080371,0.0,1.0540714875957763e-06,0.0,0.00074052965328732926,3.9898223045460909e-14,0.00030098735716945955,4.0891224250216671e-11,1.3963001628113354e-10,0.0,0.0,3.0922220647612183e-08,2.1246866359625736e-09,0.00782908764318903,0.0010267633851971628,5.5064652379693717e-05,2.1993159957132789e-08,4.1095037224940831e-09,7.5053118331212069e-09,3.649672273367836e-06,3.351065735618448e-09,4.2319281661489674e-12,2.8041604673292433e-09,9.6495794312846769e-11,6.0031412460663119e-16
7.515533289691337e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44338988771166959,0.11009592951136947,0.022307080212156511,0.0,7.7594735628163266e-08,0.00019022375318920816,0.0,1.0605536207597798e-06,0.0,0.00074214183224652038,4.0313239049862451e-14,0.00030120825393346233,4.1150212656188487e-11,1.4092136528743779e-10,0.0,0.0,3.1071652693166895e-08,2.142616922862237e-09,0.0078297448341495841,0.0010288358566609814,5.5113055194039679e-05,2.2057048691769888e-08,4.1182597208924582e-09,7.521278957559465e-09,3.6628406884401803e-06,3.3793691658619664e-09,4.2567561193513475e-12,2.8216116757347794e-09,9.7440053992940486e-11,6.0537638686769894e-16
7.529452136212675e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44338738204225675,0.11009388148238688,0.022306147329219532,0.0,7.803361456032795e-08,0.00019082207091742457,0.0,1.066409649257278e-06,0.0,0.00074359289363708269,4.068966529229415e-14,0.00030140633752587389,4.13842173362812e-11,1.4209116967566327e-10,0.0,0.0,3.1206433574387379e-08,2.1588506733234365e-09,0.0078303299488310316,0.0010307009743879192,5.5156542473041387e-05,2.2114583154768645e-08,4.1261399751289396e-09,7.5356502123773465e-09,3.6747018635695969e-06,3.404994700752624e-09,4.2791778788066229e-12,2.8373780339985457e-09,9.8295977584740318e-11,6.0995964024483641e-16
7.543370982734013e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433848825059184,0.11009183928692079,0.022305214495825589,0.0,7.847401361738683e-08,0.00019142082362173777,0.0,1.0722866560005923e-06,0.0,0.00074504404928456096,4.1068865419159719e-14,0.00030160373796526388,4.1619090393006051e-11,1.4326819476361053e-10,0.0,0.0,3.134149099155711e-08,2.175176186812494e-09,0.0078309090931734989,0.0010325659911923678,5.5199958780197547e-05,2.21721503648807e-08,4.1340200882370804e-09,7.5500222583796881e-09,3.6865721007981553e-06,3.4307652121589134e-09,4.3016721303674827e-12,2.8532015826560149e-09,9.915769865095786e-11,6.14568776864063e-16
7.557289829255352e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44338238905236854,0.11008980287570906,0.022304281711945984,0.0,7.8915934887355847e-08,0.00019202000974538185,0.0,1.0781846729716766e-06,0.0,0.00074649529842933356,4.1450854232504004e-14,0.00030180045742719282,4.1854833199335439e-11,1.4445246943972492e-10,0.0,0.0,3.1476824815566753e-08,2.1915938007060854e-09,0.007831482317132793,0.0010344309071297886,5.524330442312956e-05,2.2229750293306391e-08,4.14190005598415e-09,7.5643950875027958e-09,3.698451367343295e-06,3.4566812336071688e-09,4.3242391273131343e-12,2.8690824101495476e-09,1.0002524436978314e-10,6.1920389169845833e-16
7.57120867577669e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433799016317414,0.11008777219990559,0.022303348977552213,0.0,7.9359380457325124e-08,0.0001926196277369905,0.0,1.0841037321124846e-06,0.0,0.00074794664031387309,4.1835646580974508e-14,0.00030199649808035963,4.2091447126342567e-11,1.4564402264179006e-10,0.0,0.0,3.1612434917160319e-08,2.2081038529019488e-09,0.0078320496702466401,0.0010362957222552283,5.5286579707326656e-05,2.2287382897066524e-08,4.1497798741481352e-09,7.5787686912759332e-09,3.7103396305372597e-06,3.4827432994488575e-09,4.3468791747290181e-12,2.8850206048098202e-09,1.0089864198513955e-10,6.2386507987718088e-16
7.582033455507174e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44337797128683443,0.1100861968634808,0.022302623617985875,0.0,7.9705306067634267e-08,0.00019308625219290165,0.0,1.0887215900471463e-06,0.0,0.0007490754221973026,4.2136849679390794e-14,0.00030214849234896837,4.2276066408297907e-11,1.4657575146787435e-10,0.0,0.0,3.1718090696026079e-08,2.221007946707464e-09,0.0078324868776785996,0.0010377459317571387,5.5320186741895289e-05,2.2332226725803362e-08,4.1559079551705841e-09,7.5899476704798814e-09,3.7195914103251733e-06,3.5031132399992943e-09,4.3645367372142758e-12,2.897455557556777e-09,1.0158195183414431e-10,6.2750820167907273e-16
7.592858235237657e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44337604453780338,0.11008462494407666,0.022301898288319615,0.0,8.00521558598741e-08,0.00019355313619437653,0.0,1.0933522091532716e-06,0.0,0.0007502042593608855,4.2439764467452755e-14,0.00030230007837698982,4.2461214039520639e-11,1.4751191373442978e-10,0.0,0.0,3.1823913436024195e-08,2.2339683138310543e-09,0.007832920586914479,0.0010391960803437191,5.5353751546885194e-05,2.2377090284552719e-08,4.1620359412020435e-09,7.601127110629192e-09,3.728848596578744e-06,3.5235720879899169e-09,4.3822384523198798e-12,2.9099253023618987e-09,1.0226883046164535e-10,6.311671958936641e-16
7.60368301496814e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44337412136171206,0.11008305641923098,0.022301172988540317,0.0,8.0399930814775394e-08,0.00019402027901840426,0.0,1.0979956044054394e-06,0.0,0.00075133315145091276,4.2744397988144089e-14,0.00030245125717597563,4.2646890662550452e-11,1.4845252311490353e-10,0.0,0.0,3.192990307617278e-08,2.2469851138644098e-09,0.0078333508207392571,0.0010406461680403279,5.5387274263348614e-05,2.2421973556619699e-08,4.1681638302722468e-09,7.612307008075077e-09,3.7381111740745524e-06,3.544120095800421e-09,4.3999843721481758e-12,2.9224298806337751e-09,1.0295929076496061e-10,6.3484210746520649e-16
7.614507794698624e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44337220173577352,0.11008149126662932,0.022300447718634899,0.0,8.0748631912786913e-08,0.00019448767994391882,0.0,1.1026517907635613e-06,0.0,0.00075246209811443657,4.3050757301522561e-14,0.00030260202975499541,4.2833096919231435e-11,1.4939759330070535e-10,0.0,0.0,3.203605955543703e-08,2.2600585065888531e-09,0.0078337776017894933,0.0010420961948721674,5.5420755031581529e-05,2.246687652616369e-08,4.1742916204159046e-09,7.6234873594032656e-09,3.7473791276304891e-06,3.5647575161107995e-09,4.4177745142054181e-12,2.9349693337400429e-09,1.0365334566540475e-10,6.3853298138570133e-16
7.625332574429107e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44337028563734937,0.1100799294641039,0.022299722478590394,0.0,8.1098260134003464e-08,0.00019495533825179145,0.0,1.107320783172877e-06,0.0,0.00075359109899926925,4.3358849484725475e-14,0.00030275239712064289,4.3019833450711818e-11,1.5034713800118826e-10,0.0,0.0,3.2142382812729463e-08,2.2731886519751291e-09,0.007834200952554278,0.0010435461608642907,5.5454193991130832e-05,2.2511799177347056e-08,4.1804193096721895e-09,7.6346681610501762e-09,3.7566524421056081e-06,3.5854846019010105e-09,4.4356089330579958e-12,2.9475437030073593e-09,1.0435100810827796e-10,6.4223986269967379e-16
7.63615735415959e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44336837304394805,0.11007837098963283,0.022298997268393891,0.0,8.1448816458215203e-08,0.00019542325322482521,0.0,1.1120025965639446e-06,0.0,0.00075472015375398151,4.3668681631975021e-14,0.00030290236027704195,4.3207100897443885e-11,1.5130117094362994e-10,0.0,0.0,3.2248872786910137e-08,2.2863757101831901e-09,0.0078346208953761747,0.0010449960660415991,5.5487591280800444e-05,2.2556741494345423e-08,4.1865468960845811e-09,7.6458494094867701e-09,3.7659311023999797e-06,3.6063016064506282e-09,4.4534876726528105e-12,2.9601530297213886e-09,1.0505229106285492e-10,6.4596279650475083e-16
7.646982133890074e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44336646393322515,0.11007681582133895,0.022298272088032561,0.0,8.1800301864900218e-08,0.00019589142414774767,0.0,1.1166972458526349e-06,0.0,0.00075584926202790128,4.3980260854583782e-14,0.00030305192022585286,4.3394899899183702e-11,1.5225970587321438e-10,0.0,0.0,3.2355529416786745e-08,2.2996198415619789e-09,0.0078350374524522037,0.0010464459104288441,5.5520947038657494e-05,2.2601703461356384e-08,4.1926743777010995e-09,7.6570311012121111e-09,3.7752150934545504e-06,3.6272087833385107e-09,4.4714107755359665e-12,2.9727973551267764e-09,1.0575720752237346e-10,6.4970182795133725e-16
7.668631693351042e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44336265607116082,0.11007371531649278,0.022296821816764439,0.0,8.2506063842024324e-08,0.00019682853099175449,0.0,1.1261251117128841e-06,0.0,0.0007581076377344585,4.4608689056612888e-14,0.00030334983449506936,4.3772095123229033e-11,1.5419033676396173e-10,0.0,0.0,3.2569342398598282e-08,2.3262799661711853e-09,0.0078358604974326177,0.0010493454169314062,5.5587534507555114e-05,2.2691686282291257e-08,4.2049290187608434e-09,7.6793958005039524e-09,3.7937990078115595e-06,3.669294669938874e-09,4.5073902506327374e-12,2.998191166785005e-09,1.0717799304893578e-10,6.572283646345047e-16
7.69028125281201e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44335886187528967,0.11007062777740911,0.022295371664684878,0.0,8.3215553894925396e-08,0.00019776665309988262,0.0,1.1356044997865687e-06,0.0,0.00076036622332867744,4.5244191323321654e-14,0.0003036461478925325,4.4151424226966507e-11,1.5613914099229784e-10,0.0,0.0,3.2783821267586916e-08,2.3531703123659863e-09,0.007836670262196423,0.0010522446805670317,5.565395748785518e-05,2.2781747514088993e-08,4.2171832173245157e-09,7.7017622309744435e-09,3.8124040655161776e-06,3.7117442963057038e-09,4.5435477136095871e-12,3.0237254671181029e-09,1.0861346911270525e-10,6.6481983500687734e-16
7.711930812272978e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44335508117202721,0.1100675530341888,0.022293921631693851,0.0,8.3928779848157161e-08,0.00019870578481858767,0.0,1.1451355288711859e-06,0.0,0.00076262501603234685,4.588682516099992e-14,0.00030394086834345123,4.4532892303365507e-11,1.5810622916236687e-10,0.0,0.0,3.2998965532350925e-08,2.3802921697197717e-09,0.0078374669191757472,0.0010551437015284412,5.5720217058183718e-05,2.2871887030992219e-08,4.2294369579359556e-09,7.7241303647967089e-09,3.8310301475527708e-06,3.7545597018093896e-09,4.579883517838053e-12,3.0494005846045786e-09,1.1006374052110952e-10,6.7247660216761045e-16
