Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2X(49),C2H4(47),H2OX(23),C2H6X(52),C2H4X(205),C2H4X(65)
1.2602409906699226e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230102403803962,0.11866378203101906,0.022821477768432831,0.0,7.8978487481820492e-20,5.9314683086749874e-12,0.0,4.8369333325981599e-18,0.0,1.1181657556666251e-07,8.2854478483385293e-35,1.1120615994136912e-07,3.4255655378247177e-24,3.6533670497897554e-24,0.0,0.0,1.002323684950799e-18,6.1186673114036388e-26,6.0720494631358438e-06,1.798484995004049e-07,7.3145691433842651e-10,2.8006486606529754e-15,3.7031338557536518e-13,1.3253727447530194e-10,2.8500903052387128e-16,3.3169282368246619e-27,2.2720712795130792e-20,4.510171966098001e-23,1.8549082505418954e-32,1.7006048123492846e-32
1.2849823185472607e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230090133126238,0.11866366067179915,0.022821476003037619,0.0,8.2544680905167022e-20,6.1666229593814345e-12,0.0,5.1274280964854436e-18,0.0,1.1401436508221915e-07,9.307662761096992e-35,1.1338898074581363e-07,3.7011902133945425e-24,3.8099544897889158e-24,0.0,0.0,1.0426202832195273e-18,6.7344321501393109e-26,6.1912108024883739e-06,1.8337926788093542e-07,7.4604629127144158e-10,2.8570663067586569e-15,3.8130442584352902e-13,1.3261734865499332e-10,3.0211529585630316e-16,3.7208443467519732e-27,2.3243812328407325e-20,4.8745757890045606e-23,2.1220520548684553e-32,1.8730588256574753e-32
1.3097236464245988e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230077862627327,0.11866353931436573,0.022821474237643444,0.0,8.6192107404434712e-20,6.4063477523847984e-12,0.0,5.4293313977032974e-18,0.0,1.1621216283913499e-07,1.0432767866778502e-34,1.1557178603624265e-07,3.9930714320749901e-24,3.9697591870417091e-24,0.0,0.0,1.0837208654600731e-18,7.3984643457848022e-26,6.3103703528621057e-06,1.8691003407255474e-07,7.6064449502214315e-10,2.9135236837952254e-15,3.9235581836452118e-13,1.3269157556924359e-10,3.1989224090013161e-16,4.1646866452923458e-27,2.3767309256896195e-20,5.2606216035964033e-23,2.4213854737056304e-32,2.0591336114459569e-32
1.334464974301937e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230065592307184,0.11866341795871882,0.022821472472250307,0.0,8.9920829824354557e-20,6.6506426271347418e-12,0.0,5.7428631534319023e-18,0.0,1.184099682467869e-07,1.1668871013182071e-34,1.1775457581282011e-07,4.3018312630865549e-24,4.1327801908569066e-24,0.0,0.0,1.1256259994075362e-18,8.1135093416572707e-26,6.4295281142839137e-06,1.9044079807529163e-07,7.7525152551022626e-10,2.9700208273860809e-15,4.0346511550500025e-13,1.3276054827671445e-10,3.3835272694773787e-16,4.6515176803346285e-27,2.4291200109929625e-20,5.6691491144161426e-23,2.7560575281380481e-32,2.2596098050581745e-32
1.359206302179275e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230053322165736,0.11866329660485839,0.022821470706858211,0.0,9.373091051696627e-20,6.8995075230838225e-12,0.0,6.0682432816319116e-18,0.0,1.2060778077460349e-07,1.3024548262453549e-34,1.1993735007571008e-07,4.6281030813797264e-24,4.2990168682341572e-24,0.0,0.0,1.1683362533029833e-18,8.8824113024837984e-26,6.5486840867806744e-06,1.9397155988917498e-07,7.8986738265538676e-10,3.0265577731537898e-15,4.1462996883933753e-13,1.3282479968512258e-10,3.5750961332729528e-16,5.1845690987231464e-27,2.48154819635939e-20,6.1010139465361234e-23,3.1294563211472186e-32,2.4752963290639229e-32
1.3839476300566131e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230041052202941,0.11866317525278437,0.022821468941467148,0.0,9.7622411420149865e-20,7.152942379687478e-12,0.0,6.4056917009319738e-18,0.0,1.2280559994596869e-07,1.4508861407852263e-34,1.2212010882507651e-07,4.9725315469627618e-24,4.4684688836944173e-24,0.0,0.0,1.2118521958934411e-18,9.7081146178863846e-26,6.6678382703792582e-06,1.9750231951423355e-07,8.0449206637732115e-10,3.0831345567204276e-15,4.2584812513642904e-13,1.3288480865168271e-10,3.7737575740305023e-16,5.7672474182538612e-27,2.5340152362181141e-20,6.5570876414465632e-23,3.5452221038555525e-32,2.7070308277874864e-32
1.4086889579339512e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230028782418741,0.11866305390249679,0.022821467176077134,0.0,1.0159539412491065e-19,7.4109471364040435e-12,0.0,6.7554283305322722e-18,0.0,1.2500342533274332e-07,1.6131375799423508e-34,1.2430285206108343e-07,5.3357725842616255e-24,4.6411361799780324e-24,0.0,0.0,1.2561743964318853e-18,1.0593665394696258e-25,6.786990665106538e-06,2.0103307695049626e-07,8.1912557659572578e-10,3.1397512137079117e-15,4.3711742250802211e-13,1.3294100546545788e-10,3.9796401457560282e-16,6.4031398733250016e-27,2.5865209250890078e-20,7.0382576529371687e-23,4.007260783031152e-32,2.9556800986035034e-32
1.4334302858112893e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230016512813115,0.1186629325539956,0.022821465410688167,0.0,1.0564991993299536e-19,7.6735217326947418e-12,0.0,7.1176730901220317e-18,0.0,1.2720125655034224e-07,1.7902178477910357e-34,1.2648557978389484e-07,5.7184933615128443e-24,4.8170189596410506e-24,0.0,0.0,1.3013034246772352e-18,1.1542212938205371e-25,6.9061412709893885e-06,2.0456383219799189e-07,8.3376791323029787e-10,3.1964077797377726e-15,4.4843578671215651e-13,1.3299377677372591e-10,4.192872382821875e-16,7.0960203332217562e-27,2.6390650918198544e-20,7.5454273429732205e-23,4.5197578754169585e-32,3.2221405200317483e-32
1.4581716136886273e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230004243386007,0.11866281120728077,0.02282146364530024,0.0,1.0978604990620945e-19,7.9406661080236864e-12,0.0,7.492645899809222e-18,0.0,1.2939909325331158e-07,1.9831896616237851e-34,1.2866829199367473e-07,6.1213722701899797e-24,4.9961176675657734e-24,0.0,0.0,1.3472398508943486e-18,1.255701122246203e-25,7.0252900880546768e-06,2.0809458525674928e-07,8.4841907620073524e-10,3.2531042904309448e-15,4.5980122760556553e-13,1.3304347000839329e-10,4.4135827999695441e-16,7.8498552920250803e-27,2.6916475946536786e-20,8.0795159775671695e-23,5.0871929143699926e-32,3.5073384766617801e-32
1.4829129415659654e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229991974137385,0.11866268986235227,0.022821461879913369,0.0,1.1400384490863662e-19,8.2123802018578726e-12,0.0,7.8805666800608046e-18,0.0,1.3159693513135489e-07,2.1931716267891554e-34,1.3085098869058709e-07,6.5450989044642705e-24,5.1784329743892243e-24,0.0,0.0,1.3939842458540127e-18,1.3641420349717262e-25,7.1444371163292782e-06,2.1162533612679725e-07,8.6307906542673561e-10,3.309840781407927e-15,4.7121183573909981e-13,1.3309039736325062e-10,4.6418998923124909e-16,8.6688099291415329e-27,2.7442683170059856e-20,8.6414587226465302e-23,5.7143543142105945e-32,3.8122307809382911e-32
1.5076542694433035e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229979705067241,0.11866256851921009,0.022821460114527542,0.0,1.1830336564279615e-19,8.4886639536671943e-12,0.0,8.2816553516522021e-18,0.0,1.3379478190576257e-07,2.4213401421507403e-34,1.330336698747959e-07,6.9903740406999835e-24,5.3639657608426677e-24,0.0,0.0,1.4415371808329352e-18,1.4798907999127676e-25,7.2635823558400626e-06,2.1515608480816452e-07,8.7774788082799752e-10,3.3666172882889035e-15,4.826657790904583e-13,1.3313483936786543e-10,4.8779521353389376e-16,9.5572542394600722e-27,2.7969271638483776e-20,9.2322066399188073e-23,6.4063546976004577e-32,4.137805091837764e-32
1.5323955973206416e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229967436175517,0.11866244717785418,0.022821458349142773,0.0,1.2268467268061366e-19,8.7695173029244341e-12,0.0,8.6961318356246996e-18,0.0,1.3599263332620338e-07,2.6689313360993671e-34,1.3521633554646511e-07,7.457909616984843e-24,5.5527171029870447e-24,0.0,0.0,1.4898992276137396e-18,1.60330508648195e-25,7.3827258066138976e-06,2.1868683130087997e-07,8.9242552232421983e-10,3.4234338466936329e-15,4.9416129992873426e-13,1.3317704809912059e-10,5.1218679849146812e-16,1.0519769232153408e-26,2.8496240586109823e-20,9.8527266827340839e-23,7.1686466911944279e-32,4.4850803304667118e-32
1.5571369251979797e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522995516746221,0.11866232583828455,0.022821456583759059,0.0,1.2714782648994452e-19,9.0549401891052501e-12,0.0,9.1242160532497052e-18,0.0,1.3819048916784172e-07,2.9372430330511842e-34,1.3739898570575883e-07,7.9484287126959505e-24,5.7446882583230896e-24,0.0,0.0,1.5390709584849564e-18,1.7347536083417427e-25,7.5018674686776563e-06,2.2221757560497238e-07,9.0711198983510202e-10,3.4802904922413817e-15,5.0569671180551107e-13,1.3321725006708446e-10,5.3737758772858932e-16,1.1561153197153927e-26,2.9023589405296806e-20,1.0504001691945859e-22,8.0070391947403588e-32,4.8551070926114816e-32
1.5818782530753178e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229942898927272,0.11866220450050113,0.022821454818376399,0.0,1.3169288745728423e-19,9.3449325516882055e-12,0.0,9.5661279259989819e-18,0.0,1.4038834922874704e-07,3.2276367503646401e-34,1.3958162035284095e-07,8.4626655281014351e-24,5.9398806527503123e-24,0.0,0.0,1.5890529462410174e-18,1.8746162651140503e-25,7.6210073420582065e-06,2.2574831772047058e-07,9.2180728328034387e-10,3.5371872605509889e-15,5.172703966674428e-13,1.3325564880815363e-10,5.6338042290819254e-16,1.2686428038345384e-26,2.9551317623747693e-20,1.1187030391770512e-22,8.9277141287293601e-32,5.2489680582692287e-32
1.606619580952656e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229930630570714,0.11866208316450391,0.022821453052994795,0.0,1.3631991590721229e-19,9.6394943301547438e-12,0.0,1.0022087375519973e-17,0.0,1.4258621332756695e-07,3.5415397256093784e-34,1.4176423948787548e-07,9.0013653639981036e-24,6.1382958683454331e-24,0.0,0.0,1.6398457641822464e-18,2.0232842830566595e-25,7.7401454267824179e-06,2.2927905764740332e-07,9.3651140257964581e-10,3.5941241872409118e-15,5.2888080208545735e-13,1.3329242721513758e-10,5.9020814373181234e-16,1.3900845672521747e-26,3.0079424885063031e-20,1.1902827385645893e-22,9.9372436656254251e-32,5.6677783981894247e-32
1.631360908829994e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229918362392491,0.11866196183029289,0.022821451287614255,0.0,1.4102897211904261e-19,9.9386254639891927e-12,0.0,1.0492314323615492e-17,0.0,1.4478408130143585e-07,3.8804469741200331e-34,1.439468431110264e-07,9.5652846013853257e-24,6.3399356319279264e-24,0.0,0.0,1.6914499861148526e-18,2.1811603547165993e-25,7.8592817228771592e-06,2.328097953857994e-07,9.5122434765270822e-10,3.6511013079291749e-15,5.4052643859590423e-13,1.3332774963100067e-10,6.1787358793986171e-16,1.5209894493174312e-26,3.060791093208923e-20,1.265242315208934e-22,1.1042607949630292e-31,6.1126861774549847e-32
1.656102236707332e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229906094392608,0.11866184049786799,0.02282144952223477,0.0,1.4582011634108236e-19,1.0242325892678775e-11,0.0,1.0977028692227216e-17,0.0,1.469819530040962e-07,4.24592337676802e-34,1.4612943122245769e-07,1.0155190681175258e-23,6.5448018043784145e-24,0.0,0.0,1.7438661863509238e-18,2.3486587775703649e-25,7.978416230369294e-06,2.3634053093568757e-07,9.6594611841923308e-10,3.7081186582333462e-15,5.5220587714915353e-13,1.3336176373026419e-10,6.4638959131191396e-16,1.661930589817868e-26,3.1136775592657976e-20,1.3436864040555394e-22,1.2251213309868169e-31,6.5848727561318244e-32
1.6808435645846702e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229893826571022,0.11866171916722924,0.022821447756856354,0.0,1.5069340880284425e-19,1.0550595555713595e-11,0.0,1.1476450403422342e-17,0.0,1.4917982830421027e-07,4.6396057978846543e-34,1.4831200382233333e-07,1.0771862083939565e-23,6.7528963706744342e-24,0.0,0.0,1.7970949397084183e-18,2.5262055916608563e-25,8.0975489492856953e-06,2.3987126429709667e-07,9.8067671479892141e-10,3.7651762737705659e-15,5.6391774666133244e-13,1.3339460220960612e-10,6.7576898766698215e-16,1.813506088046347e-26,3.1666018767373842e-20,1.4257212267293557e-22,1.3570910971805043e-31,7.0855531870153663e-32
1.7303262203393464e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229869291462738,0.11866147651130995,0.022821444226102702,0.0,1.6068667932714898e-19,1.1180842342793836e-11,0.0,1.2520295542406119e-17,0.0,1.5357558923748315e-07,5.5185090639868767e-34,1.5267710248807347e-07,1.2088669857804763e-23,7.1787791911860402e-24,0.0,0.0,1.9059924075888218e-18,2.9132080829574249e-25,8.335809021498757e-06,2.4693272445459267e-07,1.0101643840765982e-09,3.8794124430106182e-15,5.8743357029273495e-13,1.3345721678514295e-10,7.3716928480109892e-16,2.1510813655209463e-26,3.2725640567991737e-20,1.6009958909708141e-22,1.6577329660339128e-31,8.1774266394550186e-32
1.7748606105185547e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229847210474977,0.11866125812709087,0.022821441048428058,0.0,1.6996217395512126e-19,1.1763690625650655e-11,0.0,1.3512261539554166e-17,0.0,1.575317853182591e-07,6.4239580592980973e-34,1.5660563823936423e-07,1.337336929232252e-23,7.5731369752171903e-24,0.0,0.0,2.0067848372873526e-18,3.300395088482418e-25,8.5502369698310237e-06,2.5328803111202934e-07,1.0367334692179842e-09,3.9823630597261979e-15,6.0869607656687474e-13,1.3351062427223285e-10,7.9551106496467697e-16,2.4978034428585038e-26,3.3680594861187321e-20,1.7721214854841094e-22,1.9751605586742199e-31,9.2704548679946568e-32
1.819395000697763e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229825130064738,0.1186610397486584,0.022821437870756873,0.0,1.7950476567051538e-19,1.2361342286868168e-11,0.0,1.4555299559509606e-17,0.0,1.6148799154914299e-07,7.4497714789054792e-34,1.6053412373576471e-07,1.4757397743723123e-23,7.9779903809725988e-24,0.0,0.0,2.1102189017885338e-18,3.7273157000229371e-25,8.7646591235957261e-06,2.596433306792413e-07,1.0633311480972429e-09,4.0854446896951332e-15,6.3004474695761327e-13,1.3356174711743179e-10,8.5684974036757966e-16,2.8894942660397355e-26,3.463677636019258e-20,1.9566054926560339e-22,2.343034402633166e-31,1.0476281072031962e-31
1.8639293908769713e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229803050231993,0.11866082137601239,0.022821434693089154,0.0,1.8931480613066723e-19,1.2973796973657085e-11,0.0,1.565069219136737e-17,0.0,1.6544420753588955e-07,8.6083884444083378e-34,1.644625589782312e-07,1.6245691831097173e-23,8.3933543903439478e-24,0.0,0.0,2.216297971721206e-18,4.1968969578688675e-25,8.979075482949545e-06,2.6599862315639638e-07,1.0899574202460915e-09,4.1886575406210254e-15,6.5147339284425984e-13,1.3361098568417826e-10,9.2126008698851609e-16,3.3306335390336279e-26,3.5594186038317917e-20,2.1551247142143316e-22,2.7678072638409216e-31,1.1803261101169201e-31
1.9084637810561796e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229780970976674,0.11866060300915268,0.022821431515424907,0.0,1.9939264731938831e-19,1.3601054333258397e-11,0.0,1.6799722025160426e-17,0.0,1.694004329541355e-07,9.9131831225493446e-34,1.6839094396771981e-07,1.7843302460398516e-23,8.8192447034708929e-24,0.0,0.0,2.3250254230240478e-18,4.7121998135866676e-25,9.1934860480491495e-06,2.7235390854366229e-07,1.116612285196253e-09,4.2920018202029723e-15,6.7297627031067029e-13,1.3365867000932491e-10,9.888168602473735e-16,3.8260176539703062e-26,3.6552825109093664e-20,2.3683725751843229e-22,3.2565660897756373e-31,1.3260135251529631e-31
1.952998171235388e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229758892298744,0.11866038464807913,0.02282142833776413,0.0,2.0973864160664591e-19,1.4243114012943398e-11,0.0,1.800367165186414e-17,0.0,1.733566675370152e-07,1.137850979572558e-33,1.7231927870518685e-07,1.9555394447967386e-23,9.2556776414451505e-24,0.0,0.0,2.4364046369454378e-18,5.2764215689463113e-25,9.4078908190512099e-06,2.7870918684120684e-07,1.1432957424794541e-09,4.3954777361355106e-15,6.9454804815409384e-13,1.3370507221912236e-10,1.0595947950105122e-15,4.3807731359587243e-26,3.7512694966618486e-20,2.5970591160742383e-22,3.8170761978447067e-31,1.485603531322557e-31
1.9975325614145963e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229736814198152,0.11866016629279157,0.02282142516010684,0.0,2.203531417938017e-19,1.489997566001367e-11,0.0,1.9263823663414016e-17,0.0,1.7731291106495685e-07,1.3019748949958129e-33,1.7624756319158832e-07,2.1387246145319724e-23,9.702670062808901e-24,0.0,0.0,2.5504390000433139e-18,5.892898283551005e-25,9.6222897961123835e-06,2.8506445804919786e-07,1.1700077916274272e-09,4.499085496108585e-15,7.1618377821685526e-13,1.3375041676327469e-10,1.1336686055960509e-15,5.0003702743789049e-26,3.8473797140352586e-20,2.8419109850644656e-22,4.4578273428595385e-31,1.660049152726547e-31
2.0420669515938046e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229714736674881,0.11865994794328981,0.022821421982453034,0.0,2.3123650114737384e-19,1.5571638921801092e-11,0.0,2.0581460652735069e-17,0.0,1.8126916335728312e-07,1.4853354353178208e-33,1.8017579742788048e-07,2.3344249065171147e-23,1.0160239291328732e-23,0.0,0.0,2.6671319041850334e-18,6.5651071523926158e-25,9.8366829793893323e-06,2.9141972216780305e-07,1.19674843217191e-09,4.602825307807593e-15,7.3787886783293058e-13,1.3379488884123419e-10,1.211112985779158e-15,5.6906369316568281e-26,3.9436133261390548e-20,3.1036714302007133e-22,5.188081645685498e-31,1.8503439455443405e-31
2.086601341773013e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229692659728898,0.11865972959957374,0.022821418804802717,0.0,2.4238907342345917e-19,1.6258103445667816e-11,0.0,2.1957865213778208e-17,0.0,1.852254242653895e-07,1.6896901142635108e-33,1.8410398141501947e-07,2.5431907508719753e-23,1.0628403054403039e-23,0.0,0.0,2.7864867465472283e-18,7.2966688531247526e-25,1.005107036903871e-05,2.9777497919719018e-07,1.2235176636446447e-09,4.7066973789133822e-15,7.5962905430418274e-13,1.3383864124988822e-10,1.2920026087973378e-15,6.4577725292196167e-26,4.039970503807571e-20,3.3831002915912496e-22,6.0179234457670374e-31,2.0575226762608125e-31
2.1311357319522212e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229670583360171,0.1186595112616432,0.022821415627155894,0.0,2.5381121288612592e-19,1.6959368879006285e-11,0.0,2.3394319941560896e-17,0.0,1.8918169366713096e-07,1.9169134902651979e-33,1.8803211515396131e-07,2.7655838194166673e-23,1.1107179429845444e-23,0.0,0.0,2.9085069296156711e-18,8.0913498640609087e-25,1.0265451965217162e-05,3.0413022913752702e-07,1.250315485577379e-09,4.8107019171022065e-15,7.8143038121270453e-13,1.3388180002015771e-10,1.3764121273557158e-15,7.308362202798205e-26,4.1364514237646239e-20,3.6809739936082923e-22,6.9583110766066177e-31,2.2826619914223899e-31
2.1756701221314296e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229648507568671,0.11865929292949803,0.022821412449512569,0.0,2.6550327432171873e-19,1.767543486923921e-11,0.0,2.4892107432208128e-17,0.0,1.9313797146216923e-07,2.1690021728346828e-33,1.919601986456621e-07,3.002176988646996e-23,1.1596586800059444e-23,0.0,0.0,3.0331958611851289e-18,8.953064753438752e-25,1.0479827768081338e-05,3.1048547198898117e-07,1.2771418975018655e-09,4.9148391300457344e-15,8.0327917642732712e-13,1.3392446909204561e-10,1.4644161736323238e-15,8.2493911221410091e-26,4.2330562671969789e-20,3.9980855370936316e-22,8.0211305874780921e-31,2.5268810790791251e-31
2.220204512310638e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522962643235437,0.11865907460313804,0.022821409271872744,0.0,2.7746561305000393e-19,1.8406301063819584e-11,0.0,2.6452510282992727e-17,0.0,1.9709425756810834e-07,2.4480799268621847e-33,1.9588823189107787e-07,3.2535543028324392e-23,1.2096643812520921e-23,0.0,0.0,3.1605569543592245e-18,9.8858784405323197e-25,1.0694197777787875e-05,3.1684070775172051e-07,1.3039968989498612e-09,5.0191092254110712e-15,8.2517203167590075e-13,1.3396673419951048e-10,1.5560893592833823e-15,9.2882589700678341e-26,4.3297852186438379e-20,4.3352444915684604e-22,9.2192514286884889e-31,2.7913423220812624e-31
2.2647389024898462e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229604357717262,0.11865885628256312,0.022821406094236423,0.0,2.8969858493254922e-19,1.9151967110230674e-11,0.0,2.8076811092373745e-17,0.0,2.0105055191731011e-07,2.7564028747739687e-33,1.9981621489116474e-07,3.5203109372366902e-23,1.2607369345982312e-23,0.0,0.0,3.2905936275502959e-18,1.0894008428986597e-24,1.090856199449341e-05,3.2319593642591269e-07,1.3308804894531287e-09,5.1235124108607441e-15,8.4710578358372551e-13,1.3400866607352416e-10,1.6515062754485826e-15,1.043279457712608e-25,4.4266384651629318e-20,4.6932769874473678e-22,1.0566584126959447e-30,3.0772519433384814e-31
2.3092732926690545e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522958228365731,0.1186586379677731,0.022821402916603603,0.0,3.0220254637887843e-19,1.9912432655986008e-11,0.0,2.9766292460032815e-17,0.0,2.0500685445428471e-07,3.0963647962537895e-33,2.0374414764687864e-07,3.8030531614604163e-23,1.3128782481635364e-23,0.0,0.0,3.4233093044792513e-18,1.1981827012815486e-24,1.1122920418354582e-05,3.2955115801172553e-07,1.3577926685434359e-09,5.2280488940526865e-15,8.6907749607834746e-13,1.340503230696711e-10,1.7507414927563672e-15,1.16912707077279e-25,4.5236161957192996e-20,5.0730257082564984e-22,1.2078139973102453e-30,3.3858606431694011e-31
2.3538076828482628e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229560210174508,0.11865841965876781,0.022821399738974298,0.0,3.1497785435105199e-19,2.0687697348629383e-11,0.0,3.1522236986907866e-17,0.0,2.0896316513354775e-07,3.4705025251462723e-33,2.0767203015917553e-07,4.1023983029058497e-23,1.3660902478537429e-23,0.0,0.0,3.5587074141754352e-18,1.3153863455532129e-24,1.1337273049528005e-05,3.3590637250932659e-07,1.384733435752555e-09,5.3327188826402352e-15,8.9108444406198009e-13,1.3409175332700918e-10,1.8538695613292085e-15,1.3072418993477403e-25,4.6207186007313809e-20,5.4753498828557792e-22,1.3770092742541616e-30,3.7184642288772963e-31
2.398342073027471e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229538137268815,0.1186582013555471,0.022821396561348496,0.0,3.2802486636720324e-19,2.1477760835734852e-11,0.0,3.3345927275223898e-17,0.0,2.1291948391785169e-07,3.881501443053791e-33,2.1159986242901141e-07,4.4189747103626223e-23,1.4203748752616456e-23,0.0,0.0,3.6967913909764822e-18,1.4414806142908043e-24,1.1551619888170317e-05,3.4226157991888374e-07,1.4117027906122638e-09,5.4375225842721618e-15,9.1312409825607991e-13,1.3413299655192283e-10,1.9609650107888855e-15,1.4585445009254731e-25,4.7179458717216354e-20,5.9011252776652666e-22,1.5659842466914399e-30,4.0764042366956423e-31
2.4428764632066795e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229516064940234,0.11865798305811082,0.022821393383726213,0.0,3.4134394050430294e-19,2.2282622764906722e-11,0.0,3.5238645928520973e-17,0.0,2.1687581077672227e-07,4.3322010692040381e-33,2.1552764445734221e-07,4.7534217177143958e-23,1.4757340858729671e-23,0.0,0.0,3.8375646745281721e-18,1.5769504709825998e-24,1.1765960934438127e-05,3.4861678024056453e-07,1.4387007326543448e-09,5.5424602065926397e-15,9.3519411113221094e-13,1.3417408549582944e-10,2.072102350261764e-15,1.6240043487856401e-25,4.8152982010443468e-20,6.351244188895496e-22,1.7766081275386907e-30,4.4610685462379063e-31
2.4874108533858878e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229493993188746,0.11865776476645878,0.022821390206107448,0.0,3.5493543540027565e-19,2.3102282783779553e-11,0.0,3.720167555167944e-17,0.0,2.2083214568525034e-07,4.8256007462203182e-33,2.1945537624512386e-07,5.1063896077658594e-23,1.5321698475358807e-23,0.0,0.0,3.9810307097843008e-18,1.7222972141663245e-24,1.1980296188488062e-05,3.5497197347453673e-07,1.4657272614105862e-09,5.6475319572412407e-15,9.5729230385221865e-13,1.342150471762759e-10,2.1873560683840658e-15,1.8046413669207469e-25,4.9127757816783204e-20,6.826615434781859e-22,2.0108861324509594e-30,4.8738919875780488e-31
2.531945243565096e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229471922014308,0.11865754648059088,0.022821387028492193,0.0,3.6879971025557467e-19,2.393674054001817e-11,0.0,3.9236298750942416e-17,0.0,2.2478848862309897e-07,5.3648654214486955e-33,2.2338305779331227e-07,5.4785395761897217e-23,1.5896841391600496e-23,0.0,0.0,4.1271929470065248e-18,1.8780386850626663e-24,1.2194625650476719e-05,3.6132715962096804e-07,1.49278237641278e-09,5.7527380438529568e-15,9.7941665414693163e-13,1.3425590388216835e-10,2.3068006333071489e-15,2.0015274780284265e-25,5.0103788070735749e-20,7.3281643478229068e-22,2.2709664835229531e-30,5.3163569410838205e-31
2.5764796337443044e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229449851416925,0.11865732820050692,0.022821383850880464,0.0,3.8293712483435932e-19,2.4785995681317633e-11,0.0,4.1343798133935967e-17,0.0,2.2874483957368734e-07,5.9533315234732818e-33,2.2731068910286323e-07,5.8705436955932724e-23,1.648278949613082e-23,0.0,0.0,4.276054841764231e-18,2.0447094727462208e-24,1.2408949320560715e-05,3.6768233868002603e-07,1.5198660771927241e-09,5.8580786740581949e-15,1.0015652850664308e-12,1.3429667400067929e-10,2.4305104927027732e-15,2.2157881641906043e-25,5.1081074710380705e-20,7.8568327670226119e-22,2.5591476254792381e-30,5.7899939301250156e-31
2.6655484141027214e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229405711953236,0.11865689165769024,0.022821377495667566,0.0,4.1203281504228118e-19,2.6528896710030532e-11,0.0,4.578255588863582e-17,0.0,2.3665756546192374e-07,7.2921072893643269e-33,2.351658010098764e-07,6.7168568479735238e-23,1.7687181270574419e-23,0.0,0.0,4.5818914527014152e-18,2.4130623021921689e-24,1.2837579285641112e-05,3.8039267553669315e-07,1.5741192342130797e-09,6.0691643957478459e-15,1.0459285475443295e-12,1.3437801219521713e-10,2.6910237832323388e-15,2.7012124666563143e-25,5.3039424912489757e-20,8.9993779659313095e-22,3.2298025169242341e-30,6.8371503133670543e-31
