Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),HX(19),CH3X(22),H2X(31),CH2X(58),CHX(26),C2H6X(34),C2H5X(33),CH2(48),C3H8X(38),HOCXO(25),OCX(21),HOX(23),OX(20),COX(32),CH4OX(41),H2OX(30),CH3OX(40)
2.2337555411776864e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105077001901787,0.099964877668977659,1.772525371077599e-60,0.099966204350042179,4.045239218358922e-41,3.5831509824756439e-28,5.6638134198300503e-21,1.6354614823229514e-25,0.0,3.6545498895958772e-14,7.2611151178487239e-50,3.6845883773071908e-24,5.3177289971275078e-36,4.3293678448578896e-38,0.0,0.0,2.3405531020093771e-37,0.0,3.5122330984296015e-05,3.3795649957833164e-05,3.8124786717324293e-14,1.5788825124211578e-15,9.5617293908152932e-32,1.8013095459539933e-19,1.5016797881488565e-20,5.1795489521439382e-29,2.8426019377918824e-39,4.7569909968130164e-34,2.117047020159102e-53,1.655141241633769e-29,-1.5470744555642567e-25,3.2224307142940943e-28,5.6649717919052876e-21,1.3134017791004434e-24,1.1598774051754852e-41,8.3686961008885474e-45,7.3039390925934201e-42
2.2473648875402197e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410507442996305,0.0999648774689533,1.8051159740991624e-60,0.099966178830679139,4.1231760292560824e-41,3.6490286079458999e-28,5.69832187559546e-21,1.6460886699168398e-25,0.0,3.677773536752023e-14,7.3554947552950151e-50,3.7295985339303962e-24,5.3867441376915752e-36,4.3859647579212283e-38,0.0,0.0,2.3710989093437841e-37,0.0,3.5122531008412243e-05,3.3821169320874325e-05,3.835703182809988e-14,1.5788884847161077e-15,9.7526390046192782e-32,1.811853388514313e-19,1.5202862403969206e-20,5.216944052251715e-29,2.8610007013283881e-39,4.8482406766481229e-34,2.1471875706095202e-53,1.6652469806093428e-29,-1.6690545584172762e-25,3.2434960912216605e-28,5.6994793875728138e-21,1.3247419883763806e-24,1.1770271658634219e-41,8.5539207331453008e-45,7.3935802400301758e-42
2.260974233902753e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105071910115172,0.099964877279951556,1.8381036141227583e-60,0.099966153821202178,4.2021091266705675e-41,3.715708695129772e-28,5.7322974742429712e-21,1.6567159379516413e-25,0.0,3.7009971781321999e-14,7.4504836244700101e-50,3.7748816883990802e-24,5.4562044307728413e-36,4.4429306434240798e-38,0.0,0.0,2.4018436686482339e-37,0.0,3.5122720009943418e-05,3.3846178797821296e-05,3.8589276890457563e-14,1.5788944652586449e-15,9.9460948334657102e-32,1.8223864231104443e-19,1.5390012287236423e-20,5.2543395533631721e-29,2.8793989048281045e-39,4.940650072205733e-34,2.1775436194286032e-53,1.6753527208808169e-29,3.5372496184269751e-25,3.2645614706886616e-28,5.7339869674255451e-21,1.3360947492016498e-24,1.1943065028656921e-41,8.741942316515074e-45,7.4837672034694112e-42
2.2745835802652864e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105069441279356,0.09996487710137196,1.8714906947849688e-60,0.09996612931142361,4.2820448471662478e-41,3.7831961001906372e-28,5.7672912072014768e-21,1.6673432865382044e-25,0.0,3.7242208138564593e-14,7.5460817119583918e-50,3.8204378363348906e-24,5.5261098615340324e-36,4.5002655044917509e-38,0.0,0.0,2.4327873789228802e-37,0.0,3.5122898589310071e-05,3.3870688576402385e-05,3.8821521905414501e-14,1.5789004538664564e-15,1.0142113930937624e-31,1.8329086609568681e-19,1.5578246418901557e-20,5.2917354483743296e-29,2.897796549228624e-39,5.0342265063073103e-34,2.2081151621836462e-53,1.6854584624753977e-29,-1.4380673972831902e-25,3.2856268527559054e-28,5.7684945317853233e-21,1.3474598513673919e-24,1.2117154221143668e-41,8.9327829448221565e-45,7.574500000554845e-42
2.2881929266278198e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105067022400387,0.099964876932646676,1.9052796197222413e-60,0.099966105291359228,4.3629895272945491e-41,3.851495679264574e-28,5.80193507478878e-21,1.6779707157849072e-25,0.0,3.7474444440422052e-14,7.6422890043740503e-50,3.8662669733607281e-24,5.5964604151605487e-36,4.5579693442499584e-38,0.0,0.0,2.4639300391684519e-37,0.0,3.5123067314363951e-05,3.3894708640789913e-05,3.9053766873965863e-14,1.5789064503618086e-15,1.0340713350553709e-31,1.8434201132545717e-19,1.5767563687729202e-20,5.3291317306503945e-29,2.9161936354615981e-39,5.1289773017746431e-34,2.2389021944241851e-53,1.6955642054186576e-29,-2.915000174813501e-25,3.3066922374827908e-28,5.803002080967454e-21,1.3588370881886333e-24,1.2292539293195548e-41,9.1264647167038833e-45,7.665778648933341e-42
2.301802272990353e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105064652446098,0.099964876773238662,1.9394727925709048e-60,0.099966081751224373,4.4449495035944748e-41,3.9206122884603774e-28,5.8356767040144236e-21,1.6885982257977214e-25,0.0,3.7706680688042603e-14,7.7391054883599105e-50,3.9123690951007268e-24,5.6672560768603134e-36,4.6160421658247909e-38,0.0,0.0,2.4952716483862337e-37,0.0,3.5123226722151865e-05,3.3918248775667428e-05,3.9286011797085482e-14,1.5789124545714113e-15,1.054191014576642e-31,1.8539207911911083e-19,1.595796298363578e-20,5.3665283939956938e-29,2.9345901644534346e-39,5.2249097814298477e-34,2.269904711683757e-53,1.7056699497345938e-29,4.6301787741016391e-25,3.3277576249271612e-28,5.8375096152808338e-21,1.3702262565843364e-24,1.2469220299796256e-41,9.3230097354600381e-45,7.757603166254855e-42
2.3154116193528865e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105062330406773,0.099964876622640017,1.9740726169671769e-60,0.099966058681429798,4.52793111259264e-41,3.9905507838595709e-28,5.8707346837907542e-21,1.6992258166802757e-25,0.0,3.7938916882549207e-14,7.8365311505877256e-50,3.958744197180219e-24,5.7384968318636528e-36,4.6744839723426721e-38,0.0,0.0,2.5268122055780574e-37,0.0,3.512337732058417e-05,3.3941318570215691e-05,3.9518256675726296e-14,1.578918466326279e-15,1.0745721369960156e-31,1.8644107059406556e-19,1.6149443197688133e-20,5.4039254326255083e-29,2.9529861371245989e-39,5.3220312680953949e-34,2.3011227094815578e-53,1.7157756954456844e-29,-9.8841135435415926e-26,3.3488230151451743e-28,5.872017135028106e-21,1.3816271567247347e-24,1.2647197293909566e-41,9.5224401089069048e-45,7.8499735701723226e-42
2.3290209657154196e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105060055294628,0.099964876480370363,2.0090814965471784e-60,0.099966036072578007,4.611940690803288e-41,4.0613160215164094e-28,5.9056015082466215e-21,1.7098534885339127e-25,0.0,3.8171153025040348e-14,7.9345659777579028e-50,4.0053922752257244e-24,5.8101826654231407e-36,4.7332947669303165e-38,0.0,0.0,2.5585517097462805e-37,0.0,3.5123519590012931e-05,3.3963927422018915e-05,3.9750501510820845e-14,1.5789244854615998e-15,1.0952164076449569e-31,1.874889868664078e-19,1.6342003222102121e-20,5.4413228411396933e-29,2.9713815543898437e-39,5.4203490845941202e-34,2.3325561833239739e-53,1.7258814425729424e-29,-4.6957009477273453e-25,3.3698884081911943e-28,5.9065246405057667e-21,1.3930395920917048e-24,1.2826470326572321e-41,9.7247779492358494e-45,7.9428898783415938e-42
2.342630312077953e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410505782614325,0.099964876345975409,2.0445018349469437e-60,0.099966013915459132,4.6969845747283131e-41,4.1329128574578928e-28,5.9390447651295852e-21,1.7204812414577491e-25,0.0,3.8403389116590519e-14,8.0332099565993171e-50,4.0523133248649103e-24,5.8823135628134824e-36,4.7924745527146835e-38,0.0,0.0,2.5904901598937728e-37,0.0,3.5123653984724552e-05,3.3986084540893067e-05,3.9982746303281761e-14,1.5789305118166121e-15,1.1161255318477968e-31,1.8853582905089812e-19,1.6535641950241266e-20,5.4787206144979767e-29,2.989776417159199e-39,5.5198705537492412e-34,2.3642051287060246e-53,1.7359871911359643e-29,5.8324274670895618e-25,3.3909538041177018e-28,5.9410321320043057e-21,1.4044633696892913e-24,1.3007039446983142e-41,9.9300453728763041e-45,8.0363521084213368e-42
2.3562396584404863e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105055642007087,0.099964876219025542,2.0803360358024313e-60,0.099965992201047377,4.7830691008572701e-41,4.2053461476837849e-28,5.9741232171164871e-21,1.7311090755487296e-25,0.0,3.8635625158250791e-14,8.1324630738691333e-50,4.0995073417265832e-24,5.9548895093313852e-36,4.8520233328229405e-38,0.0,0.0,2.622627555023891e-37,0.0,3.5123780934351713e-05,3.4007798952637537e-05,4.0214991054002228e-14,1.578936545234481e-15,1.1373012149215841e-31,1.8958159826097695e-19,1.673035827661534e-20,5.5161187479968229e-29,3.0081707263372809e-39,5.620602998384363e-34,2.3960695411126982e-53,1.746092941152983e-29,8.3542679672946269e-28,3.4120192029752262e-28,5.975539609808331e-21,1.4158982995646836e-24,1.3188904702587011e-41,1.0138264500362984e-44,8.1303602780729623e-42
2.3698490048030196e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105053501960969,0.099964876099114475,2.1165865027495322e-60,0.099965970920497318,4.8702006056673983e-41,4.2786207481665988e-28,6.0093349513674466e-21,1.7417369909016834e-25,0.0,3.8867861151049492e-14,8.2323253163526444e-50,4.1469743214406549e-24,6.0279104902954312e-36,4.9119411103824081e-38,0.0,0.0,2.6549638941404729e-37,0.0,3.5123900845208876e-05,3.4029079502712006e-05,4.0447235763856444e-14,1.5789425855621828e-15,1.1587451621759436e-31,1.9062629560877e-19,1.6926151096879012e-20,5.5535172372477562e-29,3.0265644828231654e-39,5.722553741323502e-34,2.4281494160202028e-53,1.7561986926409139e-29,-7.1487777549513265e-25,3.4330846048122847e-28,6.0100470741966871e-21,1.4273441948370617e-24,1.3372066139155985e-41,1.034945745620723e-44,8.2249144049605473e-42
2.383458351165553e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105051405099601,0.099964875985857876,2.1532556394240803e-60,0.099965950065140169,4.9583854256236236e-41,4.3527415148516292e-28,6.0424134038599261e-21,1.7523649876093755e-25,0.0,3.9100097095992672e-14,8.3327966708630942e-50,4.1947142596381296e-24,6.1013764910459557e-36,4.9722278885205312e-38,0.0,0.0,2.6874991762478013e-37,0.0,3.5124014101555398e-05,3.4049934859839713e-05,4.0679480433700014e-14,1.578948632650393e-15,1.1804590789129426e-31,1.9166992220509352e-19,1.7123019307830469e-20,5.5909160781570682e-29,3.0449576875116348e-39,5.8257301053910863e-34,2.4604447488971319e-53,1.7663044456154056e-29,7.0266635481480997e-25,3.4541500096753398e-28,6.0445545254425718e-21,1.4388008721102343e-24,1.3556523800866149e-41,1.0563646368772332e-44,8.3200145067507532e-42
2.3970676975280863e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105049350537083,0.099964875878892398,2.1903458494618597e-60,0.099965929626480488,5.0476298971785707e-41,4.4277133036569406e-28,6.0774284215115165e-21,1.7629930657625561e-25,0.0,3.9332332994064671e-14,8.4338771242415165e-50,4.2427271519510752e-24,6.175287496944938e-36,5.0328836703648161e-38,0.0,0.0,2.7202334003505994e-37,0.0,3.5124121066790359e-05,3.4070373519538776e-05,4.0911725064370499e-14,1.5789546863533776e-15,1.2024446704269689e-31,1.9271247915945986e-19,1.7320961807410045e-20,5.6283152669068046e-29,3.0633503412926174e-39,5.9301394134119756e-34,2.4929555352055562e-53,1.7764102000908793e-29,1.8362140181351401e-25,3.4752154176087695e-28,6.079061963813663e-21,1.4502681508417225e-24,1.3742277730371048e-41,1.0780853370152727e-44,8.4156606011127538e-42
2.4106770438906197e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105047337406477,0.099964875777874385,2.2278595364986143e-60,0.099965909596192448,5.1379403567725681e-41,4.5035409704733947e-28,6.1131490039328365e-21,1.7736212254500135e-25,0.0,3.956456884622862e-14,8.5355666633565855e-50,4.2910129940126065e-24,6.2496434933758659e-36,5.0939084590427996e-38,0.0,0.0,2.7531665654540042e-37,0.0,3.5124222084582703e-05,3.4090403807582906e-05,4.1143969656687696e-14,1.5789607465288883e-15,1.2247036420046114e-31,1.9375396758008217e-19,1.7519977494698916e-20,5.6657147999369768e-29,3.0817424450506522e-39,6.0357889882114701e-34,2.5256817704020291e-53,1.7865159560805802e-29,-1.0410102962726507e-24,3.4962808286548431e-28,6.1135693895722158e-21,1.4617458532742232e-24,1.3929327968871724e-41,1.1001100596056942e-44,8.5118527057181593e-42
2.424286390253153e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410504536485934,0.09996487568247879,2.265799104170054e-60,0.099965889966116647,5.2293231408336532e-41,4.5802293711646364e-28,6.1458040271054582e-21,1.7842494667586196e-25,0.0,3.9796804653426986e-14,8.6378652751044557e-50,4.3395717814568605e-24,6.3244444657436493e-36,5.1553022576819973e-38,0.0,0.0,2.7862986705635456e-37,0.0,3.5124317479940169e-05,3.4110033883393159e-05,4.1376214211454086e-14,1.578966813038064e-15,1.2472376989245531e-31,1.9479438857387968e-19,1.7720065269917692e-20,5.7031146739288862e-29,3.1001339996662845e-39,6.1426861526153142e-34,2.5586234499385423e-53,1.7966217135966151e-29,7.9989417157491696e-25,3.5173462428537131e-28,6.1480768029751946e-21,1.4732338051471771e-24,1.4117674556183467e-41,1.1224410185694153e-44,8.6085908382409392e-42
2.4378957366156863e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410504343206529,0.099964875592398278,2.3041669561118635e-60,0.099965870728256676,5.3217845857775768e-41,4.6577833615671184e-28,6.1806126149289656e-21,1.7948777897733766e-25,0.0,4.0029040416582005e-14,8.7407729464085956e-50,4.3884035099189805e-24,6.3996903994744839e-36,5.2170650694098656e-38,0.0,0.0,2.8196297146851286e-37,0.0,3.5124407560220359e-05,3.4129271743361582e-05,4.1608458729455286e-14,1.5789728857453323e-15,1.2700485464574663e-31,1.9583374324648258e-19,1.7921224034425112e-20,5.740514885789504e-29,3.1185250060158224e-39,6.2508382294497171e-34,2.5917805692633958e-53,1.8067274726499947e-29,4.872109861517748e-25,3.5384116602434097e-28,6.1825842042743679e-21,1.4847318349007693e-24,1.4307317530799584e-41,1.1450804281664289e-44,8.7058750163573606e-42
2.4515050829782197e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105041538211608,0.099964875507342191,2.3429654959597068e-60,0.099965851874775899,5.4153310280077992e-41,4.7362077974900944e-28,6.2170545870157242e-21,1.8055061945774622e-25,0.0,4.0261276136596214e-14,8.8442896642196815e-50,4.4375081750350936e-24,6.4753812800157727e-36,5.2791968973537438e-38,0.0,0.0,2.8531596968250133e-37,0.0,3.5124492616087046e-05,3.4148125224108751e-05,4.1840703211460383e-14,1.5789789645183167e-15,1.2931378898659135e-31,1.9687203270223654e-19,1.8123452690716679e-20,5.7779154326368805e-29,3.1369154649703208e-39,6.3602525415413494e-34,2.6251531238220289e-53,1.8168332332506777e-29,-1.4588768480373273e-24,3.5594770808598465e-28,6.2170915937164189e-21,1.4962397734008658e-24,1.4498256929952106e-41,1.1680305029851497e-44,8.8037052577459123e-42
2.465114429340753e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105039682502793,0.09996487542703561,2.3821971273492335e-60,0.09996583339799435,5.5099688039154922e-41,4.8155075347156316e-28,6.2492520584190727e-21,1.8161346812522744e-25,0.0,4.0493511814352906e-14,8.948415415515408e-50,4.4868857724422945e-24,6.5515170928359919e-36,5.3416977446408314e-38,0.0,0.0,2.8868886159897938e-37,0.0,3.512457292241481e-05,3.4166602005676094e-05,4.2072947658222268e-14,1.5789850492277461e-15,1.3165074344042608e-31,1.9790925804420793e-19,1.8326750142423384e-20,5.8153163117864282e-29,3.1553053773970097e-39,6.470936411717357e-34,2.6587411090577845e-53,1.826938995407603e-29,8.3951426363187161e-25,3.5805425047368312e-28,6.2515989715430525e-21,1.5077574550730511e-24,1.4690492789669808e-41,1.1912934579320962e-44,8.9020815800872446e-42
2.4787237757032864e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105037864160198,0.099964875351218674,2.4218642539160865e-60,0.099965815290385396,5.6057042498795382e-41,4.8956874289986197e-28,6.2836275958093013e-21,1.8267632498774725e-25,0.0,4.0725747450716533e-14,9.0531501873003805e-50,4.536536297778624e-24,6.628097823424603e-36,5.4045676143981326e-38,0.0,0.0,2.9208164711863777e-37,0.0,3.5124648739144549e-05,3.4184709614654435e-05,4.2305192070478089e-14,1.5789911397473691e-15,1.3401588853185866e-31,1.9894542037418804e-19,1.8531115294310305e-20,5.8527175207381219e-29,3.1736947441595282e-39,6.5828971628053769e-34,2.6925445204126183e-53,1.8370447591287333e-29,9.5981710470002583e-25,3.6016079319060822e-28,6.2861063379910926e-21,1.5192847169561801e-24,1.488402514483345e-41,1.2148715082218894e-44,9.0010040010640874e-42
2.4923331220658197e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105036082421624,0.099964875279645468,2.4619692792959044e-60,0.099965797544572785,5.7025437022665248e-41,4.9767523360667627e-28,6.3210558127817169e-21,1.8373919005310196e-25,0.0,4.0957983046533214e-14,9.1584939666059666e-50,4.5864597466830475e-24,6.7051234572919593e-36,5.4678065097524082e-38,0.0,0.0,2.9549432614219717e-37,0.0,3.5124720312092827e-05,3.4202455427249992e-05,4.2537436448949566e-14,1.5789972359538692e-15,1.3640939478466052e-31,1.9998052079269764e-19,1.8736547052275358e-20,5.8901190571644969e-29,3.1920835661164426e-39,6.6961421176335292e-34,2.7265633533277655e-53,1.8471505244210896e-29,-1.9725784214960485e-24,3.6226733623972495e-28,6.3206136932925875e-21,1.5308213980515009e-24,1.5078854029228517e-41,1.2387668693675597e-44,9.1004725383612025e-42
2.505942468428353e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105034336540931,0.099964875212083637,2.5025146071243301e-60,0.099965780153327716,5.8004934974307353e-41,5.0587071116205985e-28,6.3528125005333563e-21,1.8480206332892218e-25,0.0,4.1190218602631108e-14,9.2644467404901689e-50,4.6366561147954447e-24,6.7825939799691945e-36,5.5314144338301572e-38,0.0,0.0,2.9892689857040532e-37,0.0,3.5124787873717261e-05,3.4219846672289223e-05,4.2769680794343316e-14,1.5790033377267847e-15,1.3883143272175882e-31,2.0101456039899159e-19,1.8943044323347941e-20,5.927520918899417e-29,3.2104718441225148e-39,6.8106785990304302e-34,2.7607976032443639e-53,1.8572562912907851e-29,7.6653497982995232e-25,3.6437387962379426e-28,6.3551210376749044e-21,1.5423673410277192e-24,1.5274979475595529e-41,1.262981757171161e-44,9.2004872096653117e-42
2.5195518147908864e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105032625787709,0.099964875148313273,2.5435026410370105e-60,0.099965763109565842,5.8995599717141576e-41,5.1415566113334968e-28,6.3864142249423284e-21,1.858649448226767e-25,0.0,4.1422454119820854e-14,9.3710084960374846e-50,4.6871253977565882e-24,6.8605093770081339e-36,5.5953913897575517e-38,0.0,0.0,3.0237936430403584e-37,0.0,3.5124851643840577e-05,3.4236890434163498e-05,4.3001925107351196e-14,1.5790094449484299e-15,1.4128217286522932e-31,2.0204754029106287e-19,1.9150606015687635e-20,5.9649231039275369e-29,3.2288595790295536e-39,6.9265139298252049e-34,2.7952472656040265e-53,1.8673620597430636e-29,1.6605898587773159e-24,3.6648042334537596e-28,6.3896283713608261e-21,1.5539223911888999e-24,1.5472401515677998e-41,1.2875183877146667e-44,9.3010480326650356e-42
2.53316116115342e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105030949446885,0.099964875088126542,2.5849357846696029e-60,0.099965746406344314,5.9997494614464563e-41,5.2253056908516664e-28,6.425143586534395e-21,1.8692783454167644e-25,0.0,4.1654689598895947e-14,9.4781792203588028e-50,4.7378675912081218e-24,6.9388696339812055e-36,5.659737380660411e-38,0.0,0.0,3.0585172324388619e-37,0.0,3.5124911830335458e-05,3.4253593655715053e-05,4.3234169388650673e-14,1.5790155575038202e-15,1.4376178573628984e-31,2.0307946156564716e-19,1.9359231038582915e-20,6.0023256103744732e-29,3.2472467716845742e-39,7.0436554328474831e-34,2.8299123358493805e-53,1.8774678297823295e-29,-2.5730097004109005e-24,3.6858696740683204e-28,6.4241356945686477e-21,1.5654863951967116e-24,1.567112018026819e-41,1.3123789773511558e-44,9.4021550250508367e-42
2.546770507515953e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105029306818376,0.09996487503132688,2.6268164416577821e-60,0.099965730036858935,6.1010683029449794e-41,5.3099592057941549e-28,6.4565667453738907e-21,1.8799073249307786e-25,0.0,4.1886925040633187e-14,9.5859589005912604e-50,4.7888826907925563e-24,7.0176747364813376e-36,5.7244524096641636e-38,0.0,0.0,3.0934397529077562e-37,0.0,3.5124968629772126e-05,3.4269963141065126e-05,4.3466413638905079e-14,1.5790216752805993e-15,1.4627044185529367e-31,2.0411032531822669e-19,1.9568918302449829e-20,6.0397284364975789e-29,3.2656334229306608e-39,7.1621104309274111e-34,2.8647928094245689e-53,1.8875736014121792e-29,4.9957481729284742e-25,3.7069351181033011e-28,6.458643007512264e-21,1.5770592035132799e-24,1.5871135499250767e-41,1.3375657426962656e-44,9.5038082045149565e-42
2.5603798538784865e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105027697216797,0.099964874977728393,2.6691470156372377e-60,0.099965713994441624,6.203522832514743e-41,5.3955220117528555e-28,6.4889035553280982e-21,1.8905363868388688e-25,0.0,4.2119160445792998e-14,9.6943475238981297e-50,4.8401706921532319e-24,7.0969246701218742e-36,5.7895364798938072e-38,0.0,0.0,3.1285612034554356e-37,0.0,3.5125022228031231e-05,3.4286005558385841e-05,4.3698657858763967e-14,1.5790277981689686e-15,1.4880831174172398e-31,2.0514013264303469e-19,1.9779666718830725e-20,6.0771315806773061e-29,3.2840195336085266e-39,7.2818862468956493e-34,2.8998886817757127e-53,1.8976793746354354e-29,2.6584864743966884e-24,3.7280005655784757e-28,6.4931503104012598e-21,1.5886406694322556e-24,1.6072447501644406e-41,1.3630809006199152e-44,9.6060075887513519e-42
2.57398920024102e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105026119971062,0.099964874927155306,2.7119299102436776e-60,0.099965698272557385,6.3071193864484232e-41,5.4819989642925081e-28,6.5292861564537163e-21,1.90116553120962e-25,0.0,4.2351395815119824e-14,9.803345077468703e-50,4.89173159093433e-24,7.1766194205364981e-36,5.8549895944738748e-38,0.0,0.0,3.1638815830904743e-37,0.0,3.5125072800883154e-05,3.430172744261638e-05,4.3930902048863418e-14,1.5790339260616202e-15,1.5137556591418777e-31,2.0616888463305918e-19,1.9991475200392942e-20,6.1145350414091277e-29,3.302405104554508e-39,7.4029902035833848e-34,2.9351999483513483e-53,1.9077851494541755e-29,-3.2284088986102738e-24,3.7490660165117554e-28,6.5276576034410018e-21,1.6002306468189656e-24,1.6275056215641527e-41,1.3889266682382818e-44,9.7087531954556623e-42
2.587598546603553e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105024574424122,0.099964874879441418,2.7551675291128368e-60,0.099965682864801883,6.4118643010263451e-41,5.5693949189507093e-28,6.5606304924903248e-21,1.9117947581101777e-25,0.0,4.2583631149342504e-14,9.9129515485181877e-50,4.94356538278083e-24,7.2567589733791365e-36,5.9208117565283918e-38,0.0,0.0,3.1994008908216179e-37,0.0,3.512512051453621e-05,3.4317135198125167e-05,4.4163146209826304e-14,1.5790400588536687e-15,1.5397237489041095e-31,2.0719658238004692e-19,2.0204342660927561e-20,6.1519388172959806e-29,3.3207901366007589e-39,7.5254296238223327e-34,2.970726604602829e-53,1.9178909258697639e-29,-7.7055963025928626e-26,3.7701314709192276e-28,6.5621648868327217e-21,1.6118289934554365e-24,1.6478961668646125e-41,1.4151052629060237e-44,9.8120450423251212e-42
2.6012078929660865e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105023059932618,0.099964874834429562,2.7988622758804752e-60,0.099965667764898722,6.5177639125164723e-41,5.6577147312379075e-28,6.591020608109597e-21,1.9224240676062847e-25,0.0,4.2815866449174604e-14,1.0023166924287574e-49,4.9956720633385141e-24,7.3373433143238708e-36,5.9870029691808523e-38,0.0,0.0,3.2351191256577567e-37,0.0,3.5125165526155045e-05,3.4332235101318705e-05,4.4395390342262578e-14,1.5790461964425909e-15,1.5659890918723332e-31,2.0822322697450725e-19,2.0418268015348077e-20,6.1893429070411738e-29,3.3391746305775486e-39,7.6492118304447328e-34,3.0064686459847001e-53,1.9279967038828739e-29,4.0284954163283666e-24,3.7911969288152047e-28,6.5966721607735965e-21,1.6234355704150092e-24,1.6684163887309929e-41,1.4416189022087517e-44,9.9158831470585325e-42
2.61481723932862e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105021575866589,0.099964874791971137,2.8430165541823776e-60,0.099965652966696836,6.6248245571743928e-41,5.7469632566374058e-28,6.6334157022864883e-21,1.9330534597623069e-25,0.0,4.3048101715314795e-14,1.013399119204354e-49,5.0480516282539406e-24,7.4183724290648683e-36,6.0535632355541847e-38,0.0,0.0,3.2710362866079131e-37,0.0,3.5125207984351035e-05,3.4347033303198268e-05,4.4627634446769611e-14,1.5790523387281618e-15,1.5925533932060378e-31,2.092488195057161e-19,2.0633250179689153e-20,6.2267473094417754e-29,3.3575585873113304e-39,7.7743441462833626e-34,3.042426067955049e-53,1.9381024834935229e-29,-3.8709464150440183e-24,3.8122623902122639e-28,6.6311794254568435e-21,1.6350502383384725e-24,1.6890662897566833e-41,1.4684698039557253e-44,1.00202675273562e-41
2.628426585691153e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105020121609169,0.099964874751925614,2.8876327676543562e-60,0.099965638464168158,6.7330525712433006e-41,5.8371453506053765e-28,6.665162327207561e-21,1.9436829346412689e-25,0.0,4.3280336948447103e-14,1.0245424339078362e-49,5.1007040731744366e-24,7.4998463033163031e-36,6.1204925587707136e-38,0.0,0.0,3.3071523726812264e-37,0.0,3.5125248029646036e-05,3.4361535831865686e-05,4.4859878523932403e-14,1.5790584856123968e-15,1.6194183580557605e-31,2.1027336106171948e-19,2.0849288071105372e-20,6.2641520233824002e-29,3.3759420076240603e-39,7.9008338941715352e-34,3.0785988659758275e-53,1.9482082647010935e-29,-1.1219334219249268e-24,3.8333278551212954e-28,6.6656866810717906e-21,1.6466728618070555e-24,1.7098458724665753e-41,1.4956601861727785e-44,1.0125198200919883e-41
2.6420359320536866e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105018696556307,0.099964874714160129,2.9327133199322588e-60,0.099965624251405039,6.8424542909540008e-41,5.9282658685708429e-28,6.6926923490808449e-21,1.9543124923048834e-25,0.0,4.3512572149241357e-14,1.0357466352709784e-49,5.1536293937480762e-24,7.5817649228122588e-36,6.1877909419521291e-38,0.0,0.0,3.3434673828869374e-37,0.0,3.512528579491114e-05,3.4375748594978841e-05,4.5092122574323874e-14,1.5790646369994934e-15,1.6465856915630444e-31,2.1129685272933726e-19,2.1066380607869914e-20,6.3015570478294045e-29,3.3943248923361075e-39,8.0286883969430946e-34,3.1149870355131597e-53,1.9583140475043627e-29,5.8436600774379142e-24,3.8543933235515447e-28,6.7001939278039502e-21,1.6583033095368467e-24,1.7307551393201981e-41,1.5231922670954702e-44,1.0230675185452752e-41
