Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH3OO(85),C2H6X(60)
0.0,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.073010519766373e-24,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,9.7216035161858631e-140,2.7959702119180804e-65,1.5045735160216305e-46,1.4736820937962672e-74,7.5361987772968906e-58,4.049527765166571e-49,4.1779541902857954e-29,-2.9045065484834154e-114,4.1779536558637842e-29,2.6422581184447974e-74,2.9246860154851189e-70,3.4801127146200179e-75,3.0089280399356846e-106,4.0495713939565297e-49,5.1282995533693909e-92,2.5399085013539726e-18,7.4085410398985488e-19,1.6789853637181037e-23,1.8465986825462584e-37,1.6789853637186192e-23,5.9497264341663364e-54,1.0068255945873371e-45,1.3981253760056649e-74
2.2604429455345845e-23,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,7.5016566101406467e-138,5.6298756574447274e-64,9.0876240368483545e-46,1.7495555796406679e-73,1.1388703592215309e-56,2.4459150722549341e-48,1.1698273464327576e-28,-2.7501978024310981e-114,1.1698270236418627e-28,3.9930518759183754e-73,9.1956804542715052e-69,4.1315902821057313e-74,6.7308523954847948e-105,2.4459668683543741e-48,1.4462874735605814e-90,7.1117438037911189e-18,2.074391491171594e-18,4.7011590184090181e-23,1.1153456042565075e-36,4.7011590184121349e-23,7.0635152226108632e-53,6.0812273423982744e-45,3.9429372603841733e-73
5.166726732650479e-23,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.099999999999999992,0.10000000000000001,8.1758080798520896e-136,1.0421499782611881e-62,4.375299784705244e-45,1.7177244619747215e-72,1.2251447628218777e-55,1.1776031272519268e-47,2.6738918938520527e-28,4.8382805581979026e-114,2.6738903397528439e-28,4.2955330964676782e-72,2.0515057216765904e-67,4.0564208288185152e-73,1.3299033232680218e-103,1.1776539809695035e-47,3.1459861508117433e-89,1.6255414408665398e-17,4.7414662655350722e-18,1.0745506327784161e-22,5.3699089688230226e-36,1.0745506327799165e-22,6.9350011315669e-52,2.9278499556961145e-44,8.5767497865536409e-72
1.0979294306882267e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.099999999999999978,0.10000000000000001,6.688545719097101e-134,1.792379260174426e-61,1.9108083654645894e-44,1.5193085796563639e-71,1.1261191108855438e-54,5.1429049442235898e-47,5.6820237591344012e-28,3.0128080211991995e-112,5.6820169719748578e-28,3.948332660266611e-71,3.842243171947157e-66,3.5878600464452402e-72,2.3664930316158417e-102,5.1433547395965515e-47,5.8321244704595945e-88,3.4542755618413874e-17,1.0075615814262029e-17,2.2834200946507698e-22,2.3451803268115318e-35,2.2834200946573229e-22,6.1339299643636163e-51,1.2786696693165947e-43,1.5899848643918593e-70
2.2604429455345845e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999999,0.099999999999999936,0.10000000000000001,4.8141226015191443e-132,2.9712063798782418e-60,7.9772487829963081e-44,1.2770716607988137e-70,9.6341860823862867e-54,2.147063835307156e-46,1.1698298571474121e-27,1.0744186602397563e-110,1.1698270236419081e-27,3.3778866876466861e-70,6.6365195810388835e-65,3.015815516071051e-71,3.9914401860377707e-101,2.1474419154203303e-46,1.0023945404116836e-86,7.1117438037910511e-17,2.0743914911715938e-17,4.7011590183847754e-22,9.790666214660306e-35,4.7011590184121325e-22,5.1559377318545541e-50,5.3381997802181496e-43,2.7327777389864493e-69
4.5854699752273005e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999988,0.099999999999999867,0.099999999999999992,3.2636134379974245e-130,4.8377963843596624e-59,3.25896641953034e-43,1.047022562030015e-69,7.9657313597209255e-53,8.7714748008221799e-46,2.373089252325368e-27,3.6105610473947015e-109,2.3730776765308335e-27,2.7929137554648634e-69,1.1026676541152328e-63,2.4725526258029052e-70,6.5559649563271199e-100,8.7745745300163035e-46,1.6614021202668527e-85,1.4426680287690254e-16,4.2080513106623736e-17,9.5366368658099865e-22,3.9998066101731964e-34,9.5366368659217487e-22,4.2271492608847302e-49,2.1808333820329107e-42,4.5293786898848187e-68
9.23552403461273e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999971,0.099999999999999714,0.099999999999999964,2.1494948837004363e-128,7.807981732793014e-58,1.3173263335344641e-42,8.4790934847034994e-69,6.4776004500638049e-52,3.5455852857102498e-45,4.7796257735213218e-27,1.1836159549655665e-107,4.7795789823090049e-27,2.27117149388871e-68,1.7976265750600764e-62,2.0023450898120129e-69,1.0627542123754205e-98,3.5480955267774554e-45,2.7051861370340715e-84,2.9056553255488157e-16,8.4753709496439276e-17,1.92075925604892e-21,1.6167857831667457e-33,1.9207592560940944e-21,3.4232550671810949e-48,8.8153143291202215e-42,7.3749190315240326e-67
1.8535632153383595e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999932,0.099999999999999423,0.099999999999999922,1.396015295576119e-126,1.2546934059505166e-56,5.2969112520028198e-42,6.8247657364236668e-68,5.2244194299379544e-51,1.4256762539281275e-44,9.5927697392734016e-27,3.8334357881117185e-106,9.5925815938666335e-27,1.8318155410716486e-67,2.9031717201230206e-61,1.6116741944287053e-68,1.7115459132306862e-97,1.4276967143248866e-44,4.3662584531988363e-83,5.8316299191081946e-16,1.701001022760701e-16,3.8549503949162794e-21,6.501024524721792e-33,3.8549503950979232e-21,2.7553334936758779e-47,3.5446289673491235e-41,1.1903149049802901e-65
3.713584839092532e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999854,0.09999999999999884,0.099999999999999839,9.0074797269769517e-125,2.0118486340082717e-55,2.1242983245876241e-41,5.4765307730366617e-67,4.1965378018730558e-50,5.7176957153401897e-44,1.9219341364218227e-26,1.2341353096849095e-104,1.9218586816987028e-26,1.4714678111832253e-66,4.6667637487346624e-60,1.2932873687944499e-67,2.7474520316215525e-96,5.7339086375800165e-44,7.0167090487547725e-82,1.1683579106226147e-15,3.4079288783533056e-16,7.7233326723770647e-21,2.6072015993850482e-32,7.7233326731055402e-21,2.2109816024660351e-46,1.4215786931450584e-40,1.9128040972732715e-64
