Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH3OO(77),C2H6X(52),C2H4(47),C2H4X(65),CH4OX(60),H2X(49)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.114244592107898e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,8.3688163677549902e-66,7.8554517965825233e-42,0.0,3.7875379447616253e-57,0.0,7.2341660735769587e-25,-7.8175306067596466e-118,7.2341660732107995e-25,1.2127364198062548e-79,1.4955945917839667e-70,0.0,0.0,1.4231879061816872e-53,7.7301915237358983e-95,2.8689670379046558e-18,1.3794248471136902e-19,5.3170486719209921e-23,6.2640575050921505e-38,5.3170486719246479e-23,2.2548814833327557e-54,3.847086560365772e-42,6.6883260199359857e-74,1.2464859858973352e-111,1.4132519182751989e-111,2.5584401227583507e-87,5.3574613647257176e-58
1.9919884857902116e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,1.8721488692576197e-64,4.7446928851358526e-41,0.0,5.7237273421216628e-56,0.0,2.0255665007201836e-24,1.5089319973369647e-116,2.0255665004990235e-24,3.4201107416795908e-78,4.7023887131491712e-69,0.0,0.0,1.6896086822167862e-52,4.0013697622001904e-93,8.0331077061330364e-18,3.8623895719183324e-19,1.4887736281366932e-22,3.7834907330704919e-37,1.4887736281389013e-22,2.6769952970005147e-53,2.3236402825744203e-41,1.8862149508375865e-72,1.1738555410328679e-109,1.3309043293161074e-109,1.4735305251768463e-85,6.3603781322023564e-57
4.5531165389490546e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,3.6991197555044583e-63,2.2843653824462107e-40,0.0,6.1573246860193436e-55,0.0,4.6298662879197002e-24,1.5932859155335884e-114,4.629866286854911e-24,7.4394879087663176e-77,1.0490770542451801e-67,0.0,0.0,1.6588678234388237e-51,1.7471546357731546e-91,1.8361389042589777e-17,8.8283190215276172e-19,3.4029111500211442e-22,1.8215879224730474e-36,3.4029111500317745e-22,2.628289856935051e-52,1.118732771924607e-40,4.1029295189427366e-71,1.0259558025766228e-107,1.1632172541330165e-107,6.6079293556553366e-84,6.2446569667242521e-56
9.67537264526674e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,0.0,6.5824424052711435e-62,9.9764237816599409e-40,0.0,5.6596422000445398e-54,0.0,9.8384658642168938e-24,1.2593598264874179e-112,9.8384658595666793e-24,1.3791556787946648e-75,1.9648052189903013e-66,0.0,0.0,1.4672498037433157e-50,6.5042186450521918e-90,3.9017951715503187e-17,1.8760177920746187e-18,7.2311861937710964e-22,7.9553530313869455e-36,7.2311861938175199e-22,2.3246926139777584e-51,4.8857999334236816e-40,7.6061398514758366e-70,7.6539486134508179e-106,8.6779616286889948e-106,2.4860681755318948e-82,5.5233283685775347e-55
1.9919884857902113e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996525,0.022821567693054285,0.0,1.1102297163114886e-60,4.1649605425481767e-39,0.0,4.8419430580222097e-53,0.0,2.0255665024403933e-23,8.9258964673684953e-111,2.0255665004990203e-23,2.3704162360210239e-74,3.3937124031998844e-65,0.0,0.0,1.2333118684655929e-49,2.2408019412053096e-88,8.0331077061329717e-17,3.8623895719183326e-18,1.4887736281195202e-21,3.3212032891277799e-35,1.4887736281389006e-21,1.9540442152091416e-50,2.0397252958891688e-39,1.3073011027400065e-68,5.2796507156048926e-104,5.9860091329319278e-104,8.60846478711458e-81,4.6426902992893088e-54
4.0408909283172856e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999981,0.11866996602996517,0.022821567693054282,0.0,1.8235593577591159e-59,1.7015222809470636e-38,0.0,4.0034121542721732e-52,0.0,4.1090063375148603e-23,6.0067191358570346e-109,4.1090063295837164e-23,3.9287910730098479e-73,5.6387039149899478e-64,0.0,0.0,1.0111435833106906e-48,7.4364046556197795e-87,1.6295732775298158e-16,7.8351331316057558e-18,3.0200836455740198e-21,1.3568199117719526e-34,3.0200836456531954e-21,1.6020435058811737e-49,8.3329433866194098e-39,2.1667557048132124e-67,3.5062423346535049e-102,3.9753384740662308e-102,2.864090457473344e-79,3.8063580068904087e-53
8.138695813371434e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999964,0.118669966029965,0.022821567693054278,0.0,2.9560712909622323e-58,6.8778251095950751e-38,0.0,3.2555082767072154e-51,0.0,8.2758860198120294e-23,3.9412281369298377e-107,8.2758859877530811e-23,6.3970177894752037e-72,9.1925105162031568e-63,0.0,0.0,8.1885028939715184e-48,2.4230441889355662e-85,3.2820982913628068e-16,1.5780620250980593e-17,6.0827036803617391e-21,5.484483019966418e-34,6.082703680681779e-21,1.2973763666410935e-48,3.3683089547816015e-38,3.5279999703613225e-66,2.2855725103111996e-100,2.5913566298623975e-100,9.3441102491083223e-78,3.0824874004752197e-52
1.6334305583479732e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999931,0.11866996602996467,0.022821567693054271,0.0,4.7606640815947388e-57,2.7655432267947446e-37,0.0,2.6256853637921653e-50,0.0,1.6609645432999319e-22,2.5538571854702846e-105,1.6609645304091695e-22,1.0324812502062084e-70,1.4845929036119677e-61,0.0,0.0,6.5908195121470493e-47,7.8238628561017791e-84,6.5871483190285973e-16,3.167159448973023e-17,1.2207943749452047e-20,2.2052865004905289e-33,1.2207943750738918e-20,1.0442413687369143e-47,1.3543822208667038e-37,5.6942061754430003e-65,1.4762078642878963e-98,1.6737080121937321e-98,3.0190834294841922e-76,2.4810540302451291e-51
3.2725525123696327e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999864,0.11866996602996401,0.022821567693054254,0.0,7.6419220971041489e-56,1.1091065258889563e-36,0.0,2.1090932746776922e-49,0.0,3.3277164453745678e-22,1.6446125445871332e-103,3.3277163936768468e-22,1.6591696510580446e-69,2.3864397327146219e-60,0.0,0.0,5.2887175822642893e-46,2.5149108033296306e-82,1.3197248374359421e-15,6.3453542967229351e-17,2.4458423885692151e-20,8.8441852038146689e-33,2.4458423890853074e-20,8.3793793385933819e-47,5.4316785041035688e-37,9.1504364570967186e-64,9.490961954558564e-97,1.0760746735786433e-96,9.7076775272826075e-75,1.9908896079460611e-50
