Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),CH3X(22),HX(19),CH2X(134),CHX(26),H2X(36),C2H6X(39),CX(24),C2H3X(136),C2H5X(38),C2H4X(51),C2H3X(50),CH2(T)(29),C3H8X(43),C3H6(143),C3H6X(157),C3H5X(155),HOCXO(25),OCX(21),HOX(23),OX(20),COX(37),C3H5X(156),H2OX(35),C3H5X(144),allyl(160),CH3OHX(46),C4H8(202),C4H8X(300),C4H7X(299),C4H7X(203),C4H7(303),C4H7X(360),C4H8(148),C4H8X(467)
3.939696213855722e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105640607976708,0.099966596137469707,2.8370462009638673e-56,0.09997012194238282,6.1552107127393843e-38,9.3734466929712508e-26,5.3954281264776033e-19,3.3297364296694795e-22,6.382909008896668e-47,4.0909736237200666e-13,2.7174291413449487e-43,8.4213666874311527e-23,9.1590134276426955e-32,2.6951436035256401e-35,8.5582234325420469e-39,3.250097451352984e-40,4.1717285840657979e-35,2.1835753503430168e-46,3.340386203618273e-05,2.9878057617200518e-05,8.5008255658339275e-14,4.9440614973502009e-13,5.3467838771129279e-17,6.4531815162462185e-17,2.3999977181937969e-29,6.284937300083601e-26,1.4754420592784338e-27,2.1173127041946522e-36,2.3735268682126538e-34,2.2884402491888637e-50,8.114558699239072e-53,1.6756145968322005e-31,3.4457623387309775e-47,5.5675384282102532e-66,3.8555196736613761e-70,6.1276625699072142e-73,1.5789856558476179e-27,2.158055710625444e-26,3.1683940307948804e-26,5.3966068917534223e-19,1.1788663096515946e-22,3.0638312849537504e-73,9.7548149873580956e-42,6.7835977317780474e-76,1.3342743075139422e-73,4.1740798916330221e-39,2.8523454719602644e-86,1.4225796264903016e-90,2.1365254629714249e-93,1.5905277059992843e-95,2.8113665805189885e-91,3.7776320234408553e-93,2.5108539470881357e-84,1.3748197684438118e-88
3.962440329519325e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410563262788033,0.09996657122291773,2.8864568113677932e-56,0.099970067055971015,6.2647949227217415e-38,9.5366958174109203e-26,5.426564985580307e-19,3.3554824316486135e-22,6.4940767868068785e-47,4.1194008675746112e-13,2.7581517719091366e-43,8.5188015773555071e-23,9.2921701654143821e-32,2.7292074134044084e-35,8.6573015958144668e-39,3.2877236818067712e-40,4.2218892286211804e-35,2.2456441026433317e-46,3.3428776585275869e-05,2.9932944029028771e-05,8.5017183736961238e-14,4.9726012001378457e-13,5.3610893572659425e-17,6.5209048799836857e-17,2.445750710327764e-29,6.357620591096027e-26,1.501200351985037e-27,2.1690010241766595e-36,2.3915318857039216e-34,2.364744304634158e-50,8.3998974587174075e-53,1.7049050952036213e-31,3.514161601820504e-47,5.8016429878857268e-66,4.0389188743425537e-70,6.4266528983143792e-73,1.5881115582004027e-27,2.157963341064446e-26,3.1874172283833289e-26,5.427753656691273e-19,1.1887740563541611e-22,3.2133264491573398e-73,9.9626928593060355e-42,7.0690220370687113e-76,1.3994204943228668e-73,4.2434462239770213e-39,3.0112281691486533e-86,1.5102058922883643e-90,2.2700555054719215e-93,1.6792697098678281e-95,2.9691193256008112e-91,3.9636580416181876e-93,2.6342971267697365e-84,1.4504487179881645e-88
3.985184445182928e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105624756151589,0.099966546772529669,2.9364377595975307e-56,0.09997001278907168,6.3756719928817107e-38,9.7018292295008621e-26,5.4577017946139349e-19,3.381233735661402e-22,6.6065278029557934e-47,4.1478308612864813e-13,2.799186368183335e-43,8.6167959983084047e-23,9.4263329037269219e-32,2.7634786513934789e-35,8.7569498661137446e-39,3.3255664178750096e-40,4.272349910404166e-35,2.3090481243404908e-46,3.3453226970491744e-05,2.9987210928344529e-05,8.5025834165294554e-14,5.0011408959549943e-13,5.3752234454422679e-17,6.5888080887291601e-17,2.4920876848334435e-29,6.4305328832892742e-26,1.5272279064195576e-27,2.2215940342708074e-36,2.4095380237962342e-34,2.4430480254903061e-50,8.6933194166472251e-53,1.7345338343002727e-31,3.5833910963793214e-47,6.0439771095785424e-66,4.2297520538693468e-70,6.7381730389393893e-73,1.5972374581987944e-27,2.1577481951590865e-26,3.2064404201581204e-26,5.4589003844377977e-19,1.1986946930843553e-22,3.3690865194698523e-73,1.0173650239994406e-41,7.3644865519385637e-76,1.4672985188627381e-73,4.3134647229161071e-39,3.1778547775310156e-86,1.6026103435868441e-90,2.4109986067878675e-93,1.7723440712763903e-95,3.1346184720832434e-91,4.1575423628366248e-93,2.7629463676490519e-84,1.5297006785121715e-88
4.007928560846531e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105616991226567,0.099966522777659078,2.9869923176939167e-56,0.099969959134692046,6.4878495028172761e-38,9.8688577369452401e-26,5.488838554148203e-19,3.4069901770894e-22,6.7202694200997566e-47,4.1762635134493012e-13,2.8405328791952068e-43,8.7153499353521758e-23,9.561501698048535e-32,2.7979572487761281e-35,8.8571682427082213e-39,3.3636256592798711e-40,4.3231106266046272e-35,2.3738067729812599e-46,3.3477221838236913e-05,3.0040865307988478e-05,8.5034216125191358e-14,5.0296805849455865e-13,5.3891880343554883e-17,6.6568889866794691e-17,2.5390123977829064e-29,6.5036713022090676e-26,1.5535254323577584e-27,2.2751011142851473e-36,2.4275452007773633e-34,2.5233891468535876e-50,8.9949978602386619e-53,1.7645027090003132e-31,3.6534536830733056e-47,6.2947733652896181e-66,4.4282680263728544e-70,7.0626619717354117e-73,1.6063633559463646e-27,2.1582351636776434e-26,3.2254636063600276e-26,5.4900470754629667e-19,1.2086280376090041e-22,3.5313309858678723e-73,1.0387712205371244e-41,7.6702752067694911e-76,1.5380041511229691e-73,4.3841362941307459e-39,3.3525491231414042e-86,1.7000198744878737e-90,2.5597148689731735e-93,1.869932251342064e-95,3.308190380985938e-91,4.3595621490976057e-93,2.8969849834546207e-84,1.6127234877029872e-88
4.030672676510134e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105609331565325,0.099966499229820593,3.0381237576934843e-56,0.099969906085918159,6.6013350321216679e-38,1.0037792147380261e-25,5.5199752649508315e-19,3.4327515967336345e-22,6.8353090009883279e-47,4.2046987356796003e-13,2.8821912540715854e-43,8.8144633735523434e-23,9.6976765993748821e-32,2.8326431385583171e-35,8.9579567248773442e-39,3.4019014057477426e-40,4.3741713744162272e-35,2.4399395474537707e-46,3.3500769673865448e-05,3.0093914081863093e-05,8.5042338495514236e-14,5.0582202672507095e-13,5.4029850015810482e-17,6.7251454418772319e-17,2.5865286052440233e-29,6.5770330049204668e-26,1.5800936310637835e-27,2.3295316683761068e-36,2.4455533383503759e-34,2.6058058240510492e-50,9.3051085798716829e-53,1.794813613629075e-31,3.7243521883365706e-47,6.5542692929038136e-66,4.6347221587923781e-70,7.4005710403381277e-73,1.6154892515444881e-27,2.1581814664813479e-26,3.2444867872247874e-26,5.5211937302305709e-19,1.2185739102715712e-22,3.7002855201692398e-73,1.0604903853624809e-41,7.9866779986152291e-76,1.6116358600852687e-73,4.4554618282282069e-39,3.5356463428556417e-86,1.802670557865267e-90,2.7165794020195579e-93,1.9722220596643093e-95,3.4901728965730574e-91,4.5700024112156491e-93,3.0366014703820877e-84,1.6996699642655837e-88
4.053416792173737e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105601775651564,0.099966476120686931,3.0898353516285413e-56,0.099969853635914208,6.7161361603834403e-38,1.0208643268374223e-25,5.5511119276353059e-19,3.4585178406376703e-22,6.9516539083643775e-47,4.2331364425170647e-13,2.924161442078646e-43,8.9141362979775679e-23,9.8348576544166184e-32,2.8675362554329784e-35,9.0593153119114486e-39,3.4403936570091492e-40,4.4255321510363339e-35,2.5074660879608604e-46,3.3523878804678792e-05,3.0146364085823795e-05,8.5050209862124672e-14,5.0867599430086404e-13,5.4166162094609695e-17,6.7935753460187012e-17,2.6346400632795167e-29,6.6506151798305975e-26,1.60693319538445e-27,2.3848951247832056e-36,2.4635623615114825e-34,2.690336633641231e-50,9.6238298873053449e-53,1.8254684419716036e-31,3.7960894047619513e-47,6.8227074676822656e-66,4.8493764957947854e-70,7.7523642151488204e-73,1.624615145092381e-27,2.1578004415145439e-26,3.2635099629831941e-26,5.5523403491983104e-19,1.2285321339557167e-22,3.8761821075745962e-73,1.0825250304792573e-41,8.3139910786093859e-76,1.6882948711893909e-73,4.5274422010198831e-39,3.7274932018591033e-86,1.9108079520942846e-90,2.8819828463087228e-93,2.0794078327980605e-95,3.6809156709187157e-91,4.7891561766090941e-93,3.1819896176940917e-84,1.7906980401067613e-88
4.07616090783734e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105594321992183,0.099966453442085892,3.142130371527255e-56,0.09996980177792146,6.8322604671865202e-38,1.0381421907427513e-25,5.5822485426967713e-19,3.4842887599163854e-22,7.0693115049641674e-47,4.2615765513280638e-13,2.9664433926596023e-43,9.0143686936996034e-23,9.9730449057801921e-32,2.902636535744801e-35,9.1612440031115894e-39,3.4791024127986848e-40,4.4771929536659473e-35,2.57640617599395e-46,3.3546557402869419e-05,3.0198222078560099e-05,8.5057838527542277e-14,5.1152996123548997e-13,5.4300835050191836e-17,6.8621766142604559e-17,2.6833505279460702e-29,6.7244150465055472e-26,1.6340448098427744e-27,2.4412009355662171e-36,2.4815721984320029e-34,2.7770205743994824e-50,9.9513426338836712e-53,1.8564690872849692e-31,3.8686680914886288e-47,7.1003355742779878e-66,5.0724998861294137e-70,8.1185183601917222e-73,1.6337410366871366e-27,2.1584036419959864e-26,3.2825331338611766e-26,5.5834869328178716e-19,1.2385025340493774e-22,4.0592591800960565e-73,1.1048776700377045e-41,8.6525168400140671e-76,1.7680852246237922e-73,4.6000782737933126e-39,3.9284484178500172e-86,2.0246874158620107e-90,3.056331909679182e-93,2.19169061651947e-95,3.8807804954041458e-91,5.0173246595104382e-93,3.3333486199121941e-84,1.8859708950680431e-88
4.0989050235009433e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105586969116954,0.099966431185997504,3.1950120894137268e-56,0.099969750505257554,6.9497155321102721e-38,1.0556138871972648e-25,5.6133851109083566e-19,3.5100642105902677e-22,7.1882891535174208e-47,4.2900189822123753e-13,3.0090370554700382e-43,9.11516054579323e-23,1.0112238392142179e-31,2.9379439174554894e-35,9.2637427977893497e-39,3.5180276728549417e-40,4.529153779509626e-35,2.6467797343074656e-46,3.3568813488410017e-05,3.0249494742466777e-05,8.5065232520285988e-14,5.1438392754223008e-13,5.4433887198870259e-17,6.9309471850251074e-17,2.7326637552934717e-29,6.7984298554817959e-26,1.6614291507307296e-27,2.4984585763447538e-36,2.4995827803443632e-34,2.8658970682881072e-50,1.0287830228738173e-52,1.8878174423103558e-31,3.9420909745867963e-47,7.3874064792746103e-66,5.3043681104229192e-70,8.4995235037731226e-73,1.6428669264237627e-27,2.1584389267575556e-26,3.3015563000798899e-26,5.6146334815350293e-19,1.2484849384093537e-22,4.249761751886768e-73,1.1275508202968363e-41,9.0025640069088353e-76,1.8511138344472077e-73,4.6733708935790144e-39,4.1388829920748015e-86,2.144574431213265e-90,3.240049919416781e-93,2.3092783519387333e-95,4.090141639246682e-91,5.2548174336141058e-93,3.4908831906124864e-84,1.9856570942374699e-88
4.1216491391645464e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105579715578115,0.099966409344551185,3.2484837773080665e-56,0.099969699811315524,7.0685089347295521e-38,1.0732804969374285e-25,5.6445216328874929e-19,3.5358440534250634e-22,7.3085942167474149e-47,4.3184636579129657e-13,3.051942380410982e-43,9.2165118393362086e-23,1.0252438148417338e-31,2.9734583401095328e-35,9.3668116952666499e-39,3.5571694369204382e-40,4.5814146257754064e-35,2.7186068268938009e-46,3.359065493188857e-05,3.0300188684505216e-05,8.5072399603907141e-14,5.1723789323410135e-13,5.4565336702384822e-17,6.9998850198061071e-17,2.7825835013638087e-29,6.8726568880724828e-26,1.6890868862012249e-27,2.5566775460402782e-36,2.5175940414319466e-34,2.957005961411585e-50,1.0633478656987181e-52,1.9195153992849203e-31,4.0163607474393399e-47,7.6841783042481983e-66,5.5452640104184454e-70,8.895883112969784e-73,1.651992814395223e-27,2.1578283119766639e-26,3.3205794618558027e-26,5.6457799957897064e-19,1.2584791773263924e-22,4.44794155648511e-73,1.1505469995873532e-41,9.3644477235199576e-76,1.9374905485471778e-73,4.747320893412194e-39,4.3591805472926611e-86,2.2707449349887639e-90,3.4335773894823278e-93,2.432386065514841e-95,4.3093861951613979e-91,5.5019526071793993e-93,3.654803677836584e-84,2.0899307278704573e-88
4.1443932548281494e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105572559950031,0.099966387910022908,3.302548707226478e-56,0.099969649689562956,7.1886482546147667e-38,1.0911431006929252e-25,5.6756581090379542e-19,3.5616281537766074e-22,7.4302340573710447e-47,4.3469105037287644e-13,3.0951593176598262e-43,9.3184225594092274e-23,1.039364420592061e-31,3.0091797448004568e-35,9.4704506948755833e-39,3.596527704741557e-40,4.6339754896747328e-35,2.7919076589588198e-46,3.3612089457290801e-05,3.0350310437055012e-05,8.5079347285725167e-14,5.2009185832385955e-13,5.469520156734757e-17,7.0689881029718153e-17,2.8331135221907007e-29,6.9470934561688525e-26,1.7170186763593193e-27,2.6158673666204929e-36,2.5356059187227013e-34,3.0503875249570997e-50,1.0988476497931926e-52,1.9515648499534363e-31,4.0914800711204588e-47,7.9909144993520089e-66,5.795477619663409e-70,9.308114371974158e-73,1.661118700692468e-27,2.1585488481910079e-26,3.3396026194007687e-26,5.6769264760160691e-19,1.2684850834907725e-22,4.6540571859873077e-73,1.1738687282752146e-41,9.7384896441898902e-76,2.0273282094415263e-73,4.8219290925894507e-39,4.5897376727674024e-86,2.4034856588141024e-90,3.6373726032942234e-93,2.5612360630275083e-95,4.5389144322569719e-91,5.7590570006064239e-93,3.8253261811296614e-84,2.1989715539499414e-88
4.1671373704917525e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105565500828832,0.099966366874832652,3.3572101511813205e-56,0.099969600133541253,7.3101410713319144e-38,1.1092027791866539e-25,5.7067945401382208e-19,3.5874163814406802e-22,7.5532160380989081e-47,4.3753594474302932e-13,3.1386878176992024e-43,9.4208926910958553e-23,1.0535856592523309e-31,3.0451080741375918e-35,9.5746597959582295e-39,3.6361024760684711e-40,4.6868363684223864e-35,2.8667025768978823e-46,3.3633124644730736e-05,3.0399866458756013e-05,8.5086082825275323e-14,5.229458228240061e-13,5.4823499644777686e-17,7.1382544415689173e-17,2.8842575737985697e-29,7.0217369020371684e-26,1.7452251733526394e-27,2.6760375828461147e-36,2.5536183519863761e-34,3.1460824561206133e-50,1.135301494324957e-52,1.9839676855797087e-31,4.1674515747711995e-47,8.3078839174241152e-66,6.0553062956501616e-70,9.7367484643239023e-73,1.6702445854044753e-27,2.158750018128757e-26,3.3586257729221197e-26,5.708072922642605e-19,1.2785024919583674e-22,4.8683742321621912e-73,1.1975185287258561e-41,1.0125018023986788e-75,2.12074271592882e-73,4.8971962969205459e-39,4.8309642763850784e-86,2.5430944777999256e-90,3.8519122123884319e-93,2.696058127561887e-95,4.7791401562681086e-91,6.0264663265027468e-93,4.0026726702172035e-84,2.3129651434161646e-88
4.1898814861553555e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105558536832045,0.099966346231541367,3.4124713811811887e-56,0.099969551136864676,7.4329949644426359e-38,1.1274606131347359e-25,5.7379309268336967e-19,3.6132086105077112e-22,7.6775475216353695e-47,4.4038104191780967e-13,3.1825278313438981e-43,9.5239222194824815e-23,1.0679075332803596e-31,3.0812432722133445e-35,9.679438997866494e-39,3.6758937506550873e-40,4.7399972592364078e-35,2.9430120682724139e-46,3.36537679331304e-05,3.0448863135340735e-05,8.5092613242477941e-14,5.2579978674679159e-13,5.4950248629722103e-17,7.2076820651253104e-17,2.9360194122019522e-29,7.0965845981114109e-26,1.7737070214610337e-27,2.7371977620199965e-36,2.5716312836352465e-34,3.2441318790187113e-50,1.1727287815183136e-52,2.0167257969577816e-31,4.2442778559718385e-47,8.6353608886177912e-66,6.3250548534137135e-70,1.0182330859043227e-72,1.6793704686182829e-27,2.1578327555443003e-26,3.3776489226227369e-26,5.7392193360921973e-19,1.2885312401171985e-22,5.0911654295218667e-73,1.22149892526903e-41,1.0524367809953892e-75,2.2178530855938091e-73,4.9731232989753418e-39,5.0832839439968173e-86,2.6898807681155171e-90,4.0776918512826601e-93,2.8370897215621257e-95,5.0304910772275675e-91,6.3045253722585673e-93,4.1870711053321436e-84,2.4321030280965618e-88
4.2126256018189586e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105551666598277,0.099966325972848796,3.4683356692309823e-56,0.099969502693219539,7.5572175135042692e-38,1.1459176832465104e-25,5.7690672694165272e-19,3.6390047192221973e-22,7.8032358706786477e-47,4.4322633514438518e-13,3.2266793097659134e-43,9.6275111296582753e-23,1.082330044819157e-31,3.117585284570978e-35,9.7847882999619319e-39,3.715901528258972e-40,4.793458159338037e-35,3.0208567617869871e-46,3.367402662284968e-05,3.0497306780457537e-05,8.5098945325538718e-14,5.2865375010422114e-13,5.5075466060957566e-17,7.2772690254525644e-17,2.9884027934048333e-29,7.1716339467820387e-26,1.8024648571854281e-27,2.7993574937385979e-36,2.5896446586282443e-34,3.3445773455864475e-50,1.2111491584728493e-52,2.0498410744229124e-31,4.3219614811110875e-47,8.9736252955545676e-66,6.605035700590691e-70,1.064542160072353e-72,1.6884963504190261e-27,2.1586523106167393e-26,3.3966720687011361e-26,5.7703657167822085e-19,1.2985711676544518e-22,5.3227108003620315e-73,1.2458124441642691e-41,1.0936880732998875e-75,2.3187815181738825e-73,5.0497108783259771e-39,5.3471343060868886e-86,2.844165773599857e-90,4.3152267688761515e-93,2.9845761930102023e-95,5.2934091846816295e-91,6.5935881851482003e-93,4.3787555592040431e-84,2.5565828513662809e-88
4.2353697174825616e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105544888786845,0.099966306091590545,3.524806287331975e-56,0.099969454796363516,7.682816298069873e-38,1.1645750702245398e-25,5.8002035686643681e-19,3.664804589846673e-22,7.9302884479208653e-47,4.460718178934077e-13,3.2711422045177438e-43,9.73165940671514e-23,1.0968531957109037e-31,3.1541340581729068e-35,9.8907077016155808e-39,3.7561258086413028e-40,4.8472190659516392e-35,3.1002574272669273e-46,3.3693907878267062e-05,3.0545203636484363e-05,8.510508563858848e-14,5.3150771290805916e-13,5.5199169320771326e-17,7.3470133964480657e-17,3.0414114734000343e-29,7.2468823801810466e-26,1.8314993093359081e-27,2.8625263896457723e-36,2.6076584243783472e-34,3.4474608364614158e-50,1.2505825389818433e-52,2.0833154078623554e-31,4.4005049857520875e-47,9.3229626489998201e-66,6.89556897394361e-70,1.1126595603570835e-72,1.6976222308899654e-27,2.1591317260629998e-26,3.4156952113515417e-26,5.801512065124544e-19,1.308622116523966e-22,5.5632978017856979e-73,1.270461613566954e-41,1.1362905400422845e-75,2.4236534597925236e-73,5.1269598017843789e-39,5.622967411866731e-86,3.0062829815760686e-90,4.5650524767210862e-93,3.1387709857868385e-95,5.5683511305535284e-91,6.8940182599755415e-93,4.5779663407219875e-84,2.6866085215699988e-88
4.2581138331461647e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410553820207747,0.099966286580735628,3.5818865074818816e-56,0.099969407440124669,7.8097988976882847e-38,1.1834338547646119e-25,5.8313398252847042e-19,3.6906081085300922e-22,8.0587126160481385e-47,4.4891748385163608e-13,3.3159164675539764e-43,9.8363670357476592e-23,1.1114769875104206e-31,3.1908895413695005e-35,9.9971972022078096e-39,3.7965665915667903e-40,4.9012799763046376e-35,3.1812349756364346e-46,3.3713418730312462e-05,3.0592559875333386e-05,8.5111040529071331e-14,5.3436167516983316e-13,5.5321375634816176e-17,7.4169132738969068e-17,3.095049208168614e-29,7.3223273599636659e-26,1.8608109991190049e-27,2.9267140831888559e-36,2.6256725306631485e-34,3.5528247618542599e-50,1.2910491053503899e-52,2.1171506867259088e-31,4.4799108749951447e-47,9.683664164060849e-66,7.1969826773544713e-70,1.162644294944751e-72,1.7067481101125277e-27,2.1578196348386984e-26,3.4347183507639649e-26,5.8326583815257483e-19,1.3186839309141798e-22,5.8132214747240505e-73,1.295448963494979e-41,1.1802797389088878e-75,2.5325976680658025e-73,5.2048708236352011e-39,5.9112501108964031e-86,3.1765785080370132e-90,4.827725414506127e-93,3.2999358542717467e-95,5.8557886197601717e-91,7.2061887292813734e-93,4.7849501202828254e-84,2.8223903682357845e-88
4.280857948809768e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105531605169928,0.099966267433384118,3.6395796016749263e-56,0.099969360618400768,7.9381728919041488e-38,1.2024951175557355e-25,5.8624760394352477e-19,3.7164151651804808e-22,8.188515737740625e-47,4.5176332691480234e-13,3.3610020512512822e-43,9.9416340018530506e-23,1.1262014214981496e-31,3.2278516838684109e-35,1.010425680112815e-38,3.8372238768036313e-40,4.9556408876274459e-35,3.2638104588972138e-46,3.3732566078952785e-05,3.0639381599246474e-05,8.5116816134889093e-14,5.3721563690083933e-13,5.5442102072037263e-17,7.4869667752736842e-17,3.1493197536793014e-29,7.3979663770868658e-26,1.8904005402242023e-27,2.9919302293770586e-36,2.6436869295384875e-34,3.6607119624058412e-50,1.3325693102132403e-52,2.1513488000362687e-31,4.5601816238372073e-47,1.0056026836907273e-65,7.5096128212917598e-70,1.2145569189935754e-72,1.715873988166337e-27,2.1586874301751202e-26,3.4537414871242745e-26,5.8638046663870591e-19,1.328756457216533e-22,6.0727845949681851e-73,1.3207770257960004e-41,1.2256919339230092e-75,2.6457462780878989e-73,5.2834446858642532e-39,6.2124644423355986e-86,3.3554114923716497e-90,5.1038236330973809e-93,3.4683410822408078e-95,6.1562088086881494e-91,7.5304825561301985e-93,4.9999600568364615e-84,2.9641453011118326e-88
4.303602064473371e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105525096783742,0.099966248642764599,3.6978888419019079e-56,0.099969314325158418,8.0679458602579599e-38,1.2217599392801472e-25,5.8936122118766564e-19,3.7422256533417228e-22,8.3197051756726114e-47,4.5460934118071304e-13,3.4063989084268782e-43,1.004746029013113e-22,1.1410264986926553e-31,3.2650204367043976e-35,1.021188649777515e-38,3.8780976641234391e-40,5.0103017971534084e-35,3.3480050701076087e-46,3.3751356695631171e-05,3.0685674841581835e-05,8.5122418391310742e-14,5.4006959811214636e-13,5.5561365544667001e-17,7.5571720395442055e-17,3.2042268658879717e-29,7.4737969515849723e-26,1.9202685389096539e-27,3.0581845045421135e-36,2.6617015752550292e-34,3.7711657100312827e-50,1.3751638783523793e-52,2.1859116363991686e-31,4.6413196775280238e-47,1.0440353522013726e-65,7.833803563754712e-70,1.268459565245028e-72,1.7249998651292436e-27,2.1596030214299781e-26,3.4727646206142788e-26,5.8949509201044919e-19,1.3388395439943136e-22,6.3422978262254656e-73,1.346448334115265e-41,1.2725641048897111e-75,2.7632348693016672e-73,5.3626821183825333e-39,6.5271080319270818e-86,3.5431545018036567e-90,5.3939474954866474e-93,3.6442657061182136e-95,6.470114711635863e-91,7.8672927294943667e-93,5.2232559266397794e-84,3.1120969720570533e-88
4.326346180136974e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105518675657847,0.099966230202231707,3.7568175001502628e-56,0.099969268554432417,8.1991253822860821e-38,1.2412294006133092e-25,5.9247483434254475e-19,3.7680394700743488e-22,8.4522882925125582e-47,4.5745552094257741e-13,3.4521069923555364e-43,1.0153845885684257e-22,1.1559522198626724e-31,3.3023957522096834e-35,1.0320086291556205e-38,3.9191879533011994e-40,5.065262702118739e-35,3.433840143362233e-46,3.3769797225660909e-05,3.0731445567591525e-05,8.5127853037653645e-14,5.4292355881460009e-13,5.5679182808285251e-17,7.6275272269672576e-17,3.259774300737129e-29,7.549816632342584e-26,1.9504155940871109e-27,3.1254866061011942e-36,2.6797164241777182e-34,3.8842297087510945e-50,1.4188538085143312e-52,2.2208410840133191e-31,4.723327451922995e-47,1.0836953009924656e-65,8.1699073526987644e-70,1.3244159750427771e-72,1.7341257410773586e-27,2.1578028101203725e-26,3.4917877514117892e-26,5.9260971430689045e-19,1.348933041951945e-22,6.6220798752142274e-73,1.3724654238640008e-41,1.3209339569044668e-75,2.8852025332602604e-73,5.4425838392459089e-39,6.8556944968160933e-86,3.7401939457156644e-90,5.6987203960015279e-93,3.8279977426419824e-95,6.7980256153292536e-91,8.2170224622532184e-93,5.4551042537309062e-84,3.2664759398165006e-88
